""	TREM2	LRP1	CD74	CD81	SORL1	TLR4	ABCA1	SORT1	C3AR1	CD4	PLXDC2	VSIR	RHBDF2	ITGAM	LAIR1	CD33	AXL	PLAUR	TMIGD3	ITGAV	HAVCR2	ITGB2	CD46	ADORA3	TNFRSF1A	ADRB2	CCR1	TNFRSF1B	ITGAX	INSR	KCNQ3	ITGB1	TSPAN14	TLR2	MERTK	P2RY12	C5AR2	C5AR1	LPP	TLR1	TLR6	ALOX5	ADCY7	C1QBP	PTPRC	PILRA	CANX	TLR7	IL6R	TFRC	STAB1	FPR1	CXCR4	GPNMB	MCFD2	LILRA4	MRC2	RYR1	PLXNB2	MILR1	SLC1A5	ENG	LAMP1	CD47	SIRPA	APLP2	LILRB1	PTPRA	PILRB	CLEC2D
ADORA3	0.863541042472937	0.77699102460274	0.806938022444535	0.610700340293974	0.854106557859281	0.0428408126969239	0.668859568483284	0.886235999994402	0.529005298565844	0.877189101265204	0.75204511068542	0.733065260601599	0.782909521316282	0.42789708620451	0.686118354232879	-0.0690404214531641	0.716930817361177	0.738821621509609	0.800313082602865	0.759651047529287	0.775393413849448	0.739939327400533	0.562185692566944	1	0.782523349011142	0.734387745508357	0.886680826726979	0.787911676320065	0.787864195207702	0.51654766576186	0.726880421386586	0.794147487678243	0.641049582163596	0.816593707543723	0.683696068405201	0.653721068087469	0.76602069892328	0.741315497603087	0.248926918836559	0.680224597728351	0.350296438072987	0.695239373874031	0.699362472465118	0.504673325610914	0.804140097581195	0.439170209715024	0.496972512133099	0.511372702650571	0.854508884530214	0.552720081584308	-0.16711269037576	0.777980515021045	0.796818876655325	0.351316470092717	0.505954618973805	0.136603411109344	-0.148328208400506	0.440057700258474	0.369331026283041	0.15828371292938	0.709934901476594	0.802023806879305	0.0507276156524301	0.367236089814769	0.657487426554495	0.730480916167357	0.568712835399862	0.308218226668503	0.128845102407854	0.240406093028155
TNFRSF1A	0.878562790584967	0.790232663782957	0.877992030765823	0.849489101850635	0.864312188028835	0.0162117860378197	0.774100565542719	0.748319157884963	0.774437644065633	0.760126487904997	0.758815282813306	0.759458905913873	0.824618550531228	0.618153396337349	0.714203766765866	0.309885100997798	0.837944410426979	0.611365033571912	0.750660134300851	0.694147675043652	0.513398956563719	0.841292700463187	0.677103442975078	0.782523349011142	1	0.637925712836155	0.718006097469441	0.855627849550255	0.684624729632734	0.582556930556367	0.67618668447005	0.886193418065597	0.747106500600734	0.692801452992405	0.829906827661567	0.405243319322051	0.571336290476623	0.807978751108701	0.478184193149895	0.457315954328053	0.54815372963075	0.486382658866101	0.827591872346366	0.559513912695593	0.916153352934603	0.490636924023053	0.80667640777705	0.64475255142062	0.620526277394487	0.653674442076664	0.277341807269663	0.771270282737806	0.891095963986126	0.538508514801411	0.536573400296679	0.434668230180215	0.0149533476444271	0.229557427389793	0.592579434539593	0.195906855659741	0.849499306078175	0.592051340212804	0.473465784651976	0.496874544987105	0.546362761587114	0.910468487729588	0.700291519096153	0.561258957754429	0.357070119879359	0.609175601484525
ADRB2	0.698097684787683	0.760150309400394	0.640452378862494	0.525838145609853	0.711576916744267	0.134866164912299	0.50236043731476	0.629812471517883	0.434996693054922	0.634808164784339	0.739229449014914	0.774115052028083	0.683934958091845	0.334101085784891	0.823367890142074	-0.0401549732098291	0.676865838599679	0.509474007279519	0.70723840541849	0.63137746835584	0.912573076209372	0.688108570911916	0.468017921137177	0.734387745508357	0.637925712836155	1	0.654980907172581	0.759432222581108	0.597630735874658	0.624192252297547	0.52891951147921	0.685528429476807	0.787532959812498	0.696568437133693	0.519768698117101	0.620563999486333	0.374844058330256	0.501593304627337	0.435271273107144	0.462811375316176	0.222658970710798	0.874173777799208	0.531954457347578	0.792313152736734	0.584910353965698	0.0600796104252397	0.217839535101683	0.557837115699633	0.834323050175444	0.514539573102488	-0.0352291622056317	0.702228378569794	0.672196065199606	0.448799996324003	0.0690770770514608	0.0790749623495826	-0.0766565630621996	0.315697151503961	0.579952668367448	-0.182552890596629	0.395963627526191	0.573346506898177	-0.0664663181678307	0.362878650622314	0.692537427215351	0.672112656802815	0.607176235118795	0.212900648367434	0.000788010200633477	0.318365371171357
CCR1	0.856065761701379	0.802077291804876	0.760956744080415	0.590006010290892	0.710258940585951	0.103660978192651	0.60145444746048	0.761165675259726	0.620513001087617	0.810485849484266	0.640305901234084	0.642487294669318	0.654611318919887	0.394811521861836	0.648402589557619	-0.115663689557768	0.660461973635655	0.814011747085112	0.826777928497641	0.839006188094086	0.694553995616409	0.83516425012877	0.514359734978333	0.886680826726979	0.718006097469441	0.654980907172581	1	0.788250835823618	0.721919762649016	0.394628453656303	0.53522150644462	0.742215108113364	0.677237631842892	0.809418705752117	0.596704880475456	0.561099422376412	0.791192766720501	0.693793373451634	0.150417684690935	0.720667813323458	0.367060770870128	0.65763047840009	0.695790212822555	0.479797627962459	0.708352347946768	0.342341650167735	0.480346853757251	0.538185278023305	0.805461686587531	0.463935331225038	-0.211763060667787	0.832868345570521	0.755789099329119	0.413107956112727	0.536157134661787	0.220641902741535	-0.0372577807809544	0.345283063172281	0.374342582569238	-0.0467553727007924	0.751103592152178	0.712492078105779	0.0717843483311672	0.41114014859315	0.754217252796601	0.747202865240484	0.583222323931638	0.203730854042514	0.0307163787843437	0.247681007852033
TNFRSF1B	0.850438189463435	0.847362331959724	0.773056064979777	0.707122663266274	0.727583806683222	0.26130278023958	0.650242304424683	0.703638540454423	0.704868485119053	0.722994391175247	0.658444154188241	0.703922801253226	0.735897471526898	0.604183821212367	0.61115559288045	0.0607643700594277	0.766637722880475	0.701399820286324	0.747955613722313	0.805351817109536	0.651430212175223	0.869076206042961	0.648882669057921	0.787911676320065	0.855627849550255	0.759432222581108	0.788250835823618	1	0.768364945448916	0.577450814548581	0.532338959176246	0.817278020566324	0.814270076543517	0.860138126365038	0.631425179011833	0.447731115476431	0.583866189802713	0.71790649711507	0.454216802917696	0.631485644315477	0.457445783034316	0.565145244498289	0.667302746444601	0.685748842505785	0.802903679380429	0.287551971616144	0.576498826223536	0.474422648737255	0.774119486891282	0.51490519563583	0.0522073637644061	0.810944110870997	0.871392236522984	0.689015225451968	0.482242849115858	0.339576148968442	-0.0935229492716078	0.426043344512617	0.532558840503925	0.106206994523474	0.677216868179117	0.621413339562915	0.287713192370395	0.567782133134474	0.574409061315161	0.822648685228498	0.676921375058438	0.304801842183931	0.126343774632591	0.413973439870543
ITGAX	0.727926365521898	0.682092471351288	0.734402926246945	0.586326886045538	0.706893703842692	0.40476311221481	0.504972783631934	0.778618846669311	0.653805043225343	0.827963251938974	0.612078172421735	0.744431350688223	0.716182429118803	0.630188295018318	0.459158997554758	0.0538188008235963	0.540665682722097	0.681169490983572	0.687748056255479	0.55152041487855	0.619252849823881	0.702526084392257	0.589925145297282	0.787864195207702	0.684624729632734	0.597630735874658	0.721919762649016	0.768364945448916	1	0.50159801328803	0.581875507799218	0.658061546589877	0.675841718208569	0.832224529404987	0.641492151899474	0.706934365692627	0.627638040825571	0.590364127056812	0.443630377388572	0.692657671188177	0.627942522979298	0.440500013071838	0.646830445400055	0.371319655455742	0.814179347801887	0.58380994464723	0.498058235645949	0.416592107829084	0.628549206348608	0.518223327533764	-0.0940940259278797	0.745162318074283	0.624025997171286	0.274903397208982	0.562682334985541	0.387154861943407	0.0891802643477207	0.651894824608673	0.481331853078731	0.398355105464493	0.632866715059196	0.682938713440307	0.295493287250809	0.513575272493324	0.496931744185436	0.655679299445704	0.485609258932446	0.356180051968988	0.295601343233838	0.333673388586633
INSR	0.622532951846336	0.332791825508712	0.633511163229548	0.670168356045118	0.678950522543289	-0.173726105582402	0.666746570038197	0.476117128140056	0.325090897389736	0.597280049319872	0.77773840940309	0.686409804153115	0.771984224871409	0.559488073814489	0.560865824894984	0.309018922332973	0.75481955935449	0.142951407164718	0.450919014539343	0.202439928067759	0.566569595799114	0.535994087774416	0.0730904519629224	0.51654766576186	0.582556930556367	0.624192252297547	0.394628453656303	0.577450814548581	0.50159801328803	1	0.668180424089064	0.395957928086793	0.416844080634504	0.461786647720927	0.611392173580586	0.561608609657362	0.0979626627166678	0.707435634665754	0.450223504341879	-0.0234761844591206	0.273782784432601	0.581804783898798	0.459378632235487	0.604563276838202	0.590704914930786	0.257092902799232	0.29561562789112	0.414640823194098	0.408950070268858	0.789014567601213	0.299664064187264	0.501859403720487	0.479401792742697	0.479413860115208	-0.0989197242459308	-0.0225370188663624	-0.0122019881862605	0.23562348991506	0.57185470180643	0.148287135323398	0.411890727117978	0.248206125112634	0.340175615540403	-0.0695676097338133	0.459324802836705	0.565870126395657	0.300152633788406	0.484404379628567	0.43772279337894	0.389034481778524
KCNQ3	0.680399670725801	0.43864944487666	0.755388942027424	0.684995401507562	0.908013302003607	-0.0885388682605086	0.720700781314678	0.759050617264394	0.382443322085369	0.732529188242082	0.876236292517187	0.690993406463255	0.864569499210348	0.572343053592391	0.626871088847727	0.298662097055788	0.734118199618302	0.356444517631629	0.522549016685186	0.274629425594457	0.584149766409233	0.42571662083447	0.328591138390288	0.726880421386586	0.67618668447005	0.52891951147921	0.53522150644462	0.532338959176246	0.581875507799218	0.668180424089064	1	0.528328243968039	0.406108219054849	0.585374092417908	0.803212458125003	0.621483501007328	0.354447153944607	0.791473661408924	0.557108859318257	0.218948284979397	0.305357644930087	0.608021287489863	0.647168795931192	0.439757633566658	0.776866940821468	0.448376221898948	0.505533297775218	0.413068763868441	0.504967218215149	0.765008449627062	0.259507193480262	0.507445251035289	0.620883101647693	0.187808288668564	0.229790263738778	0.023654451330293	0.0123076482904215	0.328277861293332	0.434395984392365	0.342181613747928	0.654555548378602	0.596578010383118	0.332909398890352	-0.0123728122689544	0.497855713500311	0.616744478673501	0.479778453826468	0.596783911067983	0.530501533505459	0.39769526460324
ITGB1	0.809924910219215	0.913225241607895	0.82718727220035	0.75276067847021	0.776173725283434	0.037702286194463	0.610393667751939	0.754161782938591	0.730648399038954	0.678922367187237	0.642695287182542	0.667963332067514	0.687445531947337	0.410786420493602	0.68812560968358	0.223054730609564	0.741595649588821	0.680084051086864	0.741378849590592	0.755751151490755	0.565859729219818	0.822947701513913	0.805228351571349	0.794147487678243	0.886193418065597	0.685528429476807	0.742215108113364	0.817278020566324	0.658061546589877	0.395957928086793	0.528328243968039	1	0.799227417330098	0.676166245959382	0.746033567799575	0.301410099296002	0.609543151244394	0.659734280073183	0.369503148461134	0.589231932075591	0.532861535595053	0.497407495444799	0.782326443681373	0.536100030035661	0.828367705827088	0.462570834662587	0.767669218320582	0.621094909261699	0.638267016692056	0.476586038043389	0.0793323314284788	0.736610330636474	0.894632568823326	0.389568778876673	0.585779409418421	0.449033431880637	-0.105129411771809	0.107757160997848	0.501491801827584	0.145928181992017	0.743581741336929	0.59710864991194	0.326014228021848	0.613135820989479	0.549678880412911	0.843329633392595	0.809108845413744	0.465270459107518	0.0903806235132318	0.56251900702399
TSPAN14	0.740480495470885	0.880359769514458	0.697316519314923	0.677957617149208	0.673474959833019	0.289437713251506	0.450186735317484	0.663470525089733	0.763941890870762	0.574226709255472	0.596195882801375	0.713033059276167	0.64962791299206	0.491451164705852	0.718364836835648	0.215818570311356	0.644070347517561	0.672137833197064	0.797427649672151	0.697900486968175	0.642600738546016	0.809665123428157	0.672162703160925	0.641049582163596	0.747106500600734	0.787532959812498	0.677237631842892	0.814270076543517	0.675841718208569	0.416844080634504	0.406108219054849	0.799227417330098	1	0.713874559257073	0.650005727136302	0.401564182944999	0.467415102188088	0.531603377171955	0.479268041253401	0.575525122122975	0.594686073659143	0.585374272803657	0.725232376842624	0.675856863743938	0.714769601147027	0.256003163808702	0.523010533025634	0.668546287463147	0.66762699195853	0.530067086665585	0.155928993510412	0.807398269549986	0.782295851805244	0.443256603556653	0.371793448547373	0.395274339681263	0.0809425527191688	0.220578359047825	0.641865200890418	-0.0314772058095912	0.638619782463526	0.537044988965628	0.282406052930811	0.62659695835183	0.63540256097373	0.810029971954173	0.778239727433205	0.347135939416	0.110132317481589	0.517672491142065
TLR2	0.749917089676172	0.756852590069781	0.648801903741881	0.506314873356652	0.680794767761279	0.311396819222726	0.604192791884534	0.759809773391744	0.552232843710129	0.73957401413301	0.58435671465903	0.588533674712664	0.634825474296336	0.531213529525973	0.466249215595772	-0.17533479910492	0.598428945843355	0.800957928442977	0.65221481296226	0.761102784925826	0.724317197517783	0.692239057431294	0.568712686491072	0.816593707543723	0.692801452992405	0.696568437133693	0.809418705752117	0.860138126365038	0.832224529404987	0.461786647720927	0.585374092417908	0.676166245959382	0.713874559257073	1	0.526810400139206	0.548758946941495	0.654425825921688	0.648400004863022	0.377352921164954	0.768981037732809	0.335299690585646	0.588991437725558	0.531624160396721	0.58993367234986	0.715737850344423	0.268672740598302	0.395053838639121	0.287739647421745	0.786934749796658	0.439236530915769	-0.118576323279892	0.727134216306085	0.75890746597045	0.531115533390831	0.513871000994098	0.159879550986923	-0.228898045889321	0.589889903168614	0.3631051264722	0.123588114123362	0.599809156226398	0.782707710572422	0.0706803601601855	0.443287046619363	0.644699082293662	0.65551614031823	0.5479534231086	0.135880945194325	0.0264856638926032	0.202371354204032
MERTK	0.789480127237122	0.637382382812484	0.900421437632638	0.884915278705288	0.904164237704668	-0.0916980890728165	0.698079459704992	0.758542499560874	0.712307380090654	0.698188269492424	0.849752002105148	0.787330592331212	0.8829958757205	0.577534953386063	0.697369005962112	0.582386728796343	0.794802855742427	0.503910930739502	0.736063280875173	0.380409333992143	0.448118960822723	0.689532978430524	0.523207326122424	0.683696068405201	0.829906827661567	0.519768698117101	0.596704880475456	0.631425179011833	0.641492151899474	0.611392173580586	0.803212458125003	0.746033567799575	0.650005727136302	0.526810400139206	1	0.479915215629684	0.463334975989204	0.799902635300299	0.586486577419663	0.278797264976751	0.701756090045161	0.488147122964884	0.883309041748504	0.447551985028182	0.907957684003293	0.59874843257904	0.784752966291046	0.7026954235993	0.428582650617368	0.802387957400415	0.433477500218453	0.723981911942969	0.755765791290406	0.19352686343264	0.440541428389118	0.308182350329886	0.196984431572069	0.0999431705254381	0.626422157356068	0.343302004744758	0.849019333457057	0.491258657763145	0.616261993411567	0.257991135771049	0.516084758726259	0.845264148900851	0.648325109955941	0.799348965127534	0.500560775443882	0.689175232603621
P2RY12	0.550861062824043	0.318468843063628	0.534173185348809	0.354272305463454	0.633701992541654	0.276291972717845	0.36010312708373	0.638208986982464	0.324245927602552	0.783802848298104	0.660179441127106	0.790185371949866	0.6568945587078	0.436405346197828	0.574346930605752	-0.0727073907944179	0.399350436784463	0.316995498010736	0.54648832958452	0.244352884894266	0.723623396360612	0.451507379367	0.234625032821694	0.653721068087469	0.405243319322051	0.620563999486333	0.561099422376412	0.447731115476431	0.706934365692627	0.561608609657362	0.621483501007328	0.301410099296002	0.401564182944999	0.548758946941495	0.479915215629684	1	0.388467544082089	0.390421958388961	0.327760172193288	0.394514929587638	0.282066239545034	0.619268037817555	0.468260036542868	0.272997548711571	0.542361752293172	0.433851795429234	0.127935818990419	0.380562616111378	0.640682719992218	0.465705161259389	-0.215029600537839	0.575515018309692	0.270824526109364	0.00751352852309252	0.147103473178046	0.130338593522264	0.215879682767099	0.652897756790453	0.452406602957477	0.141461759401833	0.369866046236618	0.600090955526228	-0.026213016202385	0.161544717735863	0.505081722423213	0.416144564358651	0.158390323759022	0.189414362382074	0.403310988352396	0.126606502582831
C5AR2	0.622601021078589	0.643219648539902	0.530789939739008	0.316781813110307	0.520043598257333	0.019397202048951	0.555840417253928	0.739572514069645	0.47757090330685	0.646331838598839	0.403799880456245	0.400925572045827	0.432394496868943	0.132151370431005	0.365134274138282	-0.28051892212374	0.323691980733015	0.851998463545107	0.719483717617845	0.771023895131132	0.470905852577353	0.630231374542009	0.43707062654241	0.76602069892328	0.571336290476623	0.374844058330256	0.791192766720501	0.583866189802713	0.627638040825571	0.0979626627166678	0.354447153944607	0.609543151244394	0.467415102188088	0.654425825921688	0.463334975989204	0.388467544082089	1	0.555853232380043	-0.0230202509652407	0.825606701641816	0.348728013371591	0.331745106582108	0.478671896333001	0.189579028502592	0.587101630087043	0.311201153900687	0.402386579571479	0.389487889363521	0.673848851684379	0.246858444172528	-0.236416194886153	0.697237926059946	0.664920419684198	0.198088463532035	0.769984365024487	0.0329730845075083	-0.170306288043879	0.376412379111047	0.169439746759239	0.0431872403582853	0.662067323419976	0.722647725811854	-0.103941960142573	0.44299002029279	0.577184641990816	0.552741622628597	0.322239637307897	0.0402072950686873	-0.127850084006043	0.125016384281699
C5AR1	0.820248004788238	0.597846512259286	0.826772745305452	0.816178180784151	0.832317863632853	-0.251122816714687	0.900112645167477	0.731656688909758	0.537558144286478	0.698050626190718	0.817414791254737	0.606609415712434	0.813622374621259	0.585072041815255	0.588108582450504	0.285676078398607	0.83732964567722	0.565303163382854	0.692637488901235	0.537737355655208	0.47799508962547	0.69756959658212	0.301133553511365	0.741315497603087	0.807978751108701	0.501593304627337	0.693793373451634	0.71790649711507	0.590364127056812	0.707435634665754	0.791473661408924	0.659734280073183	0.531603377171955	0.648400004863022	0.799902635300299	0.390421958388961	0.555853232380043	1	0.367947576877942	0.29201075037246	0.426369822522484	0.517138615962307	0.663362512036449	0.552943590376534	0.786949316100862	0.364911366330764	0.624681419088202	0.497515578716994	0.514085279941882	0.82601252419091	0.263121420886932	0.679448910893714	0.808941030415407	0.530267458147406	0.398286240634288	0.0539022734627796	-0.0864719327963529	0.180133333847407	0.442836207324313	0.209204560108948	0.815912237280497	0.516974198597787	0.423984499851682	0.0978237464087281	0.635183430520619	0.748574934772021	0.514691944869522	0.511566006124797	0.332257425114015	0.439916912954902
LPP	0.319356656712301	0.391763487265724	0.475348207362734	0.544761379693347	0.572304031374415	0.358628829349366	0.376025389248738	0.365223283534807	0.478870174584846	0.335499199282328	0.578611240256417	0.554928737666625	0.628256766834975	0.553640737041912	0.467406192180595	0.49882587695176	0.439417086694885	0.147687411462052	0.271792565633406	0.0459694787635842	0.343823276980735	0.309478132661968	0.44316062895182	0.248926918836559	0.478184193149895	0.435271273107144	0.150417684690935	0.454216802917696	0.443630377388572	0.450223504341879	0.557108859318257	0.369503148461134	0.479268041253401	0.377352921164954	0.586486577419663	0.327760172193288	-0.0230202509652407	0.367947576877942	1	0.126177255474324	0.444999086691676	0.352602004489982	0.461465973216081	0.414362904530009	0.568672106737665	0.221390764977892	0.453511722970411	0.365950240349274	0.182635944738445	0.457125819043384	0.598737675384903	0.313529602759069	0.435929832302858	0.131517000596729	0.130368175071842	0.26171562160719	0.229846853340116	0.275293897999343	0.645269427440215	0.285443157849142	0.36578699684593	0.235239452238752	0.497054498446168	0.307107790510841	0.249907954961265	0.545868012744948	0.557769521771278	0.581369629243379	0.467178125473997	0.665427233398081
TLR1	0.488593831263641	0.705039961743148	0.381024726488429	0.15950554062361	0.394394619947836	0.411454696349803	0.311599725840374	0.682989654841287	0.502552329090746	0.594524319950121	0.227701764192151	0.35320824470759	0.310926508101136	0.160412639648437	0.28236040688507	-0.393947164104576	0.17056124525277	0.833751850722895	0.547730282884974	0.756188963188199	0.562271194514809	0.545151686287693	0.638147553257378	0.680224597728351	0.457315954328053	0.462811375316176	0.720667813323458	0.631485644315477	0.692657671188177	-0.0234761844591206	0.218948284979397	0.589231932075591	0.575525122122975	0.768981037732809	0.278797264976751	0.394514929587638	0.825606701641816	0.29201075037246	0.126177255474324	1	0.289123127910868	0.326849984385207	0.378618421979242	0.203936887974524	0.513739279805227	0.243750185736083	0.308443024405412	0.225135834702076	0.69486337069196	0.0105585309112186	-0.34569606843102	0.599355671380133	0.582472839479913	0.159572686319395	0.735245125118554	0.183400957309183	-0.228441597725889	0.550130310441192	0.203271724208161	0.0206833564312025	0.467365964250859	0.768171645340292	-0.189795442578817	0.68079562027084	0.504046133714732	0.462509919888071	0.423951797608695	-0.127925769049796	-0.20091592448602	0.113786070236451
TLR6	0.526990038206483	0.511122678240015	0.657578210350691	0.672803401914541	0.490901112197031	0.27422306724771	0.240922531789495	0.450741651594966	0.744590943391195	0.388081740609062	0.415027749734824	0.599608546345594	0.542210466933259	0.618379141992236	0.311528324982449	0.61959099079522	0.431179708020501	0.403209691863064	0.617103611521132	0.25276656315159	0.101969098981395	0.600254319725307	0.423701054066563	0.350296438072987	0.54815372963075	0.222658970710798	0.367060770870128	0.457445783034316	0.627942522979298	0.273782784432601	0.305357644930087	0.532861535595053	0.594686073659143	0.335299690585646	0.701756090045161	0.282066239545034	0.348728013371591	0.426369822522484	0.444999086691676	0.289123127910868	1	0.0657544077155996	0.670021450903696	0.189913251668162	0.644342821529174	0.605362930140283	0.652059655512651	0.532412760475608	0.123659880970759	0.498586284509887	0.288707184730968	0.612037255551928	0.440963450998311	0.0245244637851317	0.433915597661202	0.527296765964408	0.475595361806317	0.139329660958389	0.560302326612332	0.501166100764598	0.602209787480077	0.136012788653955	0.66092069404948	0.399550818522748	0.184756224525879	0.550437654370009	0.544642875929164	0.628886639034311	0.344522008157126	0.517776069995842
ALOX5	0.6509450972812	0.612999934207108	0.597683250719557	0.456808446384094	0.687615310087236	-0.0718088132913433	0.497637291805122	0.547810953163812	0.289048093831067	0.587952633631123	0.784630286806499	0.675968259798564	0.643828153701023	0.228731052042378	0.815633027349199	-0.0483722075396212	0.663217108979869	0.458254922053439	0.657284849411125	0.504056338317437	0.891062533436927	0.538824400762537	0.22295360361835	0.695239373874031	0.486382658866101	0.874173777799208	0.65763047840009	0.565145244498289	0.440500013071838	0.581804783898798	0.608021287489863	0.497407495444799	0.585374272803657	0.588991437725558	0.488147122964884	0.619268037817555	0.331745106582108	0.517138615962307	0.352602004489982	0.326849984385207	0.0657544077155996	1	0.460403491142452	0.750615412854841	0.456746415737161	-0.0427911675024301	0.0857838366549963	0.522133346932243	0.758943021345231	0.550104333586493	-0.0445905160602109	0.617736623416047	0.538931566885247	0.343412008853421	-0.0818446562024976	-0.137863631394416	-0.0644989137952784	0.191024495937033	0.486343330003275	-0.311560332380293	0.383286872145996	0.526641605874089	-0.140456268097755	0.0671181402071794	0.752221259698558	0.571340644787718	0.496061161786699	0.21060149391786	-0.0339889784818867	0.211083234712877
ADCY7	0.822124419579733	0.712299622384485	0.879660418269489	0.838659544909679	0.835977731896667	0.0966074602330162	0.517884469564288	0.69842745953024	0.76827754935235	0.692672192684954	0.710849439107029	0.783252587720545	0.815731130792191	0.559560863704343	0.704800980869036	0.503076327110122	0.75261008590101	0.542711158382927	0.773452714374424	0.528712684841069	0.423418145125549	0.752092437532706	0.631930278342703	0.699362472465118	0.827591872346366	0.531954457347578	0.695790212822555	0.667302746444601	0.646830445400055	0.459378632235487	0.647168795931192	0.782326443681373	0.725232376842624	0.531624160396721	0.883309041748504	0.468260036542868	0.478671896333001	0.663362512036449	0.461465973216081	0.378618421979242	0.670021450903696	0.460403491142452	1	0.36041057234411	0.876302675205235	0.592659236747234	0.788606998135964	0.752224277580872	0.502886154494364	0.658842094795083	0.3038495902677	0.753479148916065	0.732170360359399	0.224019352512141	0.462334742993585	0.533612886314071	0.284244865817584	0.0863022903733543	0.574570552580828	0.253275036477626	0.820237111338718	0.507538328415504	0.591495428976108	0.402806321811664	0.471744154345486	0.850073395208946	0.708502231075506	0.715176071423824	0.47999268442535	0.605887879995035
C1QBP	0.664205728134395	0.642796726992655	0.570289249269787	0.558451802327055	0.564001486981443	-0.0825579210970083	0.497126792964086	0.38696084442696	0.396041116770518	0.353278298838452	0.662027966977512	0.557972713250597	0.535585060234514	0.323908851933214	0.62625983067944	0.122247132728097	0.757715860126336	0.474861017695268	0.603576823097156	0.527953387870366	0.688388481375556	0.608820956167968	0.267667001223607	0.504673325610914	0.559513912695593	0.792313152736734	0.479797627962459	0.685748842505785	0.371319655455742	0.604563276838202	0.439757633566658	0.536100030035661	0.675856863743938	0.58993367234986	0.447551985028182	0.272997548711571	0.189579028502592	0.552943590376534	0.414362904530009	0.203936887974524	0.189913251668162	0.750615412854841	0.36041057234411	1	0.424349698182559	-0.111857533813128	0.151256203394583	0.375473081846148	0.585556407603151	0.536450363170019	0.163074935894972	0.634087314708007	0.636323949393943	0.673807845784895	-0.0879659217851952	-0.0764645845499333	-0.222464369254705	0.0124091061609123	0.521595207843494	-0.265645362546778	0.358411342673489	0.368752067375487	0.0885946923736956	0.165723474096032	0.570598952233381	0.604705412163453	0.55208328612457	0.196640557494129	-0.158316499193069	0.243545753688709
PTPRC	0.834840487385458	0.729182456739106	0.88430425077576	0.822715591514463	0.900636088345231	0.122512671878652	0.721650983364535	0.846843206852907	0.755520011436396	0.829091877686502	0.783249157123539	0.794117074057196	0.881832205981949	0.645281183455389	0.653823492061488	0.34859428792996	0.761364571893178	0.618443245482948	0.720921154436795	0.5587174384218	0.525035813600415	0.75714725295309	0.692809577469457	0.804140097581195	0.916153352934603	0.584910353965698	0.708352347946768	0.802903679380429	0.814179347801887	0.590704914930786	0.776866940821468	0.828367705827088	0.714769601147027	0.715737850344423	0.907957684003293	0.542361752293172	0.587101630087043	0.786949316100862	0.568672106737665	0.513739279805227	0.644342821529174	0.456746415737161	0.876302675205235	0.424349698182559	1	0.629457322703249	0.802705420833547	0.61865969994192	0.590122869576746	0.693430870307057	0.279701456458681	0.751690552121237	0.834454144407818	0.325920008942793	0.601751450040311	0.425090773272484	0.104740450763254	0.364574845203478	0.564864791101294	0.391476881020298	0.864678527423571	0.662498881152505	0.539785595923577	0.473242925555748	0.504800630194121	0.877782874873275	0.666984012190234	0.670489417519935	0.508146764484579	0.646295891015783
PILRA	0.479671509942533	0.264625850785723	0.589890684388443	0.555610429407128	0.504601995496385	0.133691253156883	0.260031150413939	0.516558352632979	0.584338309256914	0.626240697414242	0.349187931462711	0.521077402147269	0.483067449598239	0.506128983330734	0.21498435936293	0.426704312821465	0.37539677857922	0.233733935032629	0.326421064085658	0.0635861507768327	0.0833348967360558	0.416358487192032	0.537279140500951	0.439170209715024	0.490636924023053	0.0600796104252397	0.342341650167735	0.287551971616144	0.58380994464723	0.257092902799232	0.448376221898948	0.462570834662587	0.256003163808702	0.268672740598302	0.59874843257904	0.433851795429234	0.311201153900687	0.364911366330764	0.221390764977892	0.243750185736083	0.605362930140283	-0.0427911675024301	0.592659236747234	-0.111857533813128	0.629457322703249	1	0.689558772541576	0.291713424807766	0.0710019529895084	0.302182355984465	0.0183173217505312	0.399085897050744	0.26583522918148	-0.151467069374962	0.524697483529215	0.602538162715039	0.184944695272089	0.217035926484382	0.327066032028059	0.590100009598144	0.569560129627659	0.359798888963477	0.565437386178585	0.3325636604105	0.0770660142544476	0.443564552257697	0.247812683722632	0.472739314937945	0.558960599857595	0.338002011633571
CANX	0.626713531009702	0.59801970720749	0.742436385924046	0.796837763021206	0.653099957425756	0.0186665032064542	0.566986777373931	0.563399940770135	0.781427021261193	0.558489196054597	0.489032745023097	0.504637765134397	0.617257953644762	0.556797471661819	0.435431089228245	0.556724902959863	0.607031253413977	0.412628353767269	0.478627664023348	0.401652359603685	0.0952928670930622	0.642189539379209	0.706885130627958	0.496972512133099	0.80667640777705	0.217839535101683	0.480346853757251	0.576498826223536	0.498058235645949	0.29561562789112	0.505533297775218	0.767669218320582	0.523010533025634	0.395053838639121	0.784752966291046	0.127935818990419	0.402386579571479	0.624681419088202	0.453511722970411	0.308443024405412	0.652059655512651	0.0857838366549963	0.788606998135964	0.151256203394583	0.802705420833547	0.689558772541576	1	0.53165068860571	0.188672232977786	0.435556404418893	0.397022241815559	0.517200274901852	0.694543492104699	0.229647995365	0.656883743421659	0.647549410966578	0.125101058788339	0.0112273024678681	0.492426787981133	0.392428984108191	0.804307109026342	0.345584511824593	0.724913729137658	0.502072278904782	0.285497658022122	0.756666114472249	0.635438882132129	0.654469283428344	0.464182059867958	0.714679459005904
