""	PTPRZ1	NRCAM	SDC3	DCC	APLP1	ROBO3	PTPRS	NLGN1	NRXN1	ROBO1	CDH10	CDH2	GPC2	NLGN2	NLGN3	NCL	TNFRSF21	LRP6	TSPAN12	FGFR1	GPC1	LRP1	NCSTN	NCAM2	PTPRA	SLC16A7	ROBO2	CHL1	PTPRD	NRXN2	CACNA1C	PLXNA2	CNTN1	EGFR	EPHB2	NOTCH1	LINGO1	PLXNB2	APLP2	LIFR	ITGAV	TNFRSF19	PLXNA4	DDR1	SLC16A1	NOTCH2	MYLK	PDE1A	INSR	RPSA	RAMP2	PLXNA3	BMPR2	HMMR	ADCY9	GRIN2B	CAV1	EPHB1	NGFR	NRXN3	S1PR2	VLDLR	CADM1	UNC5D	THY1	PDGFRA	CALCRL	EPHB3	LRRC4C	NOTCH4	FZD3	CHRM3	NEO1	LAMP1	AMFR	PLXNA1	PTPRF	MCFD2	EPHB6	ERBB3	CD46	ITGA7	DAG1	LRRTM2	FLRT3	NPR3	PTPRK	TYRO3	F3	LRP8	LRRN3	NECTIN1	CD9	GPR19	VIPR2	NRP1	EPHA4	ITGB1	ATP1A3	LRP10	ADAM22	AR	MCAM	GP1BB	ACVR1B	RTN4RL2	DSCAM	ADAM23	KREMEN1	DCBLD2	TMEM67	PVR	FZD2	ANTXR1	CELSR3	CD47	NT5E	BMPR1A	TFRC	LRRC4	ABCA1	NECTIN2	PILRB	CNR1	GRIN2D	ACTR2	NRP2	GPR37L1	DIP2A	RAMP1	SORT1	IGF1R	ASGR1	EDNRB	RXRA	CD63	LRP5	CD99L2	ATP5F1B	F2R	TSPAN5	KLRC2	SCARB1	SORL1	JMJD6	SMAP1	STX4	IGF2R	TNFRSF12A	CANX	RACK1	CLEC2D	CD81	CD74	CD82	TSPAN14	TNFRSF1A	C1QBP	CXCR4	HLA.DPB1
MYLK	0.0528850023894061	0.366217684778421	0.385228821222847	-0.0438520557417628	0.0539831183274773	-0.0356130352998056	-0.0474965673198397	0.101494932139404	-0.0498726885618069	0.0141062821631502	-0.0156878521139869	0.247716961895842	-0.103590339822747	0.129834313066886	0.0663936303212877	0.115527997274064	0.449128988570427	0.119431579571627	0.110287200178706	0.520537205915165	0.598848784564272	0.327409334394045	0.50484554468106	0.153928365347386	0.33969075667591	0.193311690050275	0.0433519501935745	0.312071767111277	0.0563159178699972	0.078614200018235	0.374096512613572	0.0350781115933419	-0.0596419074596629	0.236654936906242	-0.0251447932078797	0.212200804818937	0.0561361245906067	0.588438506719614	0.53200886939426	0.517349656399897	0.4249850620423	0.716892483833904	0.155064866006892	0.510631153128903	0.553242333100208	0.55183238608697	1	-0.0151600771336772	0.258378183081944	0.0864770651606879	0.0689978054863831	0.101023725656008	0.293135106011678	0.000414978792706354	0.31347363677384	0.121340577152248	0.702665990711019	0.32170798155412	0.145832311156084	0.233303843972145	0.256806458146708	0.424962752339135	0.217069870433079	-0.0177822520184692	0.491090245357166	-0.0841822234653279	0.351620819964912	-0.00463913337134649	0.0992364771778998	0.232168689837435	0.293153021836012	0.197804817385661	0.285852015593179	0.431658623775506	0.382269404023611	0.225923812662712	0.603743194206765	0.63070481421384	0.0821463140690018	0.070229186078662	0.218629738779587	0.54149577230488	0.461313299459861	0.0795093738434874	0.112905113805246	0.193617359959851	0.312853225434473	0.277573228450563	0.659748783181774	0.0465240637851167	0.139571455039851	0.196954640490942	0.679958448636383	0.0238155829122247	-0.128835635520529	0.337246540079814	0.455327582326874	0.571988561643004	-0.054117218529875	0.755537255029692	0.0197762818480224	0.521715066965245	0.514886802979176	0.163247484667582	0.0849290625120779	0.0165106804470874	0.0461953773793782	0.16925825078293	0.221507074084561	0.494955725265687	0.208688069568601	0.256612567784173	0.172546561223559	0.362927033120606	-0.0160167229013196	0.299370974104611	0.0520147957638748	0.259395327075562	0.134857391313097	0.0378679816110085	0.521641877459492	0.64225946570451	0.11814695311099	0.216752914074624	-0.0625617739744532	0.237490357524189	0.447118172009965	0.417108946913719	0.194943424775554	0.591825445691576	0.345799995392087	0.283025306267631	0.13943335916958	0.54471528778435	0.540024930346402	0.566881099277961	0.108989867964252	0.159135778013605	0.116038741807787	0.340058867570252	0.129270420558139	-0.105636157379717	0.402381609586977	0.251439694800058	0.293984842126274	0.220133353384135	0.331634812506433	0.460296185977917	0.389562551687785	0.546793630133284	0.291214552131198	0.047721842918438	0.507323945789917	0.145149103910533	0.081091010316325	0.251768173082356	0.63521932966409	0.0747114393957563	0.162691096332766	0.127863430714242
PDE1A	0.0768220043181304	0.495753380809269	0.199736943318241	0.856409986140075	0.852879203626404	0.809445413669229	0.895193634154876	0.451824039636689	0.884920671863243	0.877373555213521	0.48644149340648	0.577540567761136	0.873507400848766	0.469592018897688	0.176124879057038	0.466969168609101	0.140646813180018	0.64418946977853	0.0621926170597523	0.292373406486507	0.229595661723012	0.25741130336224	0.328341926211616	0.312339720423901	0.456435173402449	0.555262293823087	0.851366842539789	0.266058085552604	0.297417989787917	0.570340074764918	0.586520511438293	0.821573972052999	0.158511218641555	0.57572893953874	0.734557237713931	0.0279640889037444	0.400650607316374	0.284862438028454	0.267673928895506	0.031160933271545	0.15126721813984	0.147531444258699	0.635482247616895	0.178809001061471	0.0366728204828887	-0.0461626364288826	-0.0151600771336772	1	0.313996675195142	0.375712634588639	0.536059276469019	0.815112448584813	0.653971182929172	0.177579195136839	0.475163545544315	0.669267100932656	-0.0685094321037499	0.0830939426792743	0.650156266730804	0.754486001681664	0.178159304760208	0.253352032554153	0.289367784700359	0.851617212510129	0.14897998158736	0.220319677692919	0.134184142936581	0.26768851959017	0.191474091920533	0.290090478889709	0.704145821135426	0.313933260145113	0.251213394538671	0.195788058618899	0.371188823179584	0.467390583679791	0.115890104405058	0.332911594332488	0.84677332284225	0.00298186403692313	0.649809908799652	0.595509670698071	0.129946500295744	0.564696627069599	0.798107401077904	-0.0864290395568264	0.544748991741734	0.0208857444280094	-0.0894604934266443	0.74210916348226	0.815518101079331	0.498345958108175	-0.0828978855428888	0.533427139655508	0.296942913885949	0.562849338634074	0.324627284666161	0.297204635683132	0.807445363534109	0.0234805380870081	0.777079712156702	0.0793071632077611	0.127859905805003	0.824320146076866	0.758738733324447	0.548801667792285	0.823730905622676	0.521176429918235	0.367421845118907	0.399216085808732	0.5113507206179	0.411214514085388	0.275858656746272	0.284649433167379	0.692212085178831	0.406694222079405	0.0500349271318623	0.532704752913066	0.503733970933792	0.460745307419602	0.331785674892321	0.280311051439813	0.503044640175388	0.705072489270849	0.813406865441935	0.558203189796177	0.295865708916895	-0.0247596075802638	0.602001706947625	-0.11626476971201	0.300171412666665	0.588117833146006	0.671623124296244	-0.0871462006942825	0.0946548478861437	0.180510092086729	0.292661492166227	0.792076237842401	0.509560081123638	0.607903001920985	0.85609589781075	0.5760560990223	0.205684014527778	0.190094733136795	0.393090754430352	0.552323548142188	0.190985407586233	0.419216723531875	0.0429911126824261	0.213018202797009	0.37677123379891	0.448530793544689	0.0299778761410486	-0.00657430035129492	0.0630263276494343	0.560678682821496	-0.0880964431061446	0.405958920164755	0.0382505312830349	-0.0330725010625912
INSR	0.210563104971839	0.483137029769727	0.385763475219443	0.531679576679384	0.446442316846384	0.47948166384964	0.38827961437629	0.487946763260601	0.50436352413268	0.451339533114753	0.289107750552283	0.563716135020548	0.443819401200803	0.422811606859785	0.241082433568564	0.415998722200352	0.386532876998799	0.68529382337415	0.161282081642371	0.469525543606933	0.345835601314158	0.384568767223195	0.5254660714027	0.328468788896164	0.515563932068081	0.578658180734918	0.480823309952306	0.318022746486986	0.294485290084627	0.500620588079027	0.810084446769792	0.701638451665391	0.191355786742265	0.517415093398349	0.408491656747528	0.275356063353917	0.404268101145196	0.67169201909227	0.535299274857386	0.342542573883346	0.473223340534419	0.381452656778709	0.750464673377861	0.415868838773732	0.235173188030258	0.214844926326014	0.258378183081944	0.313996675195142	1	0.192508719359407	0.413953959403537	0.586430027132751	0.751707980752734	0.200099817101298	0.639088900325415	0.652588505153441	0.195930827319017	0.326792203486346	0.681739537888541	0.481612660028943	0.188113959268903	0.542241489705657	0.446016294546453	0.387735988404381	0.239910053158782	0.196832151164319	0.69796588587988	0.269769209336257	0.325721519250825	0.935651948415929	0.695818165367175	0.550598887374386	0.487388443644534	0.394887102334824	0.533853974574195	0.521688483901196	0.393373722080222	0.49694618030461	0.361153394993149	0.15371088404412	0.693892187772969	0.406801758673837	0.386353387899498	0.623741660211744	0.600217352125666	0.123714798195634	0.652550929250039	0.276857060856783	0.200793135239041	0.590903803696074	0.520631066452484	0.680391674935971	0.233522671796937	0.425258082471282	0.167650901206693	0.771478351537863	0.443426513976146	0.616266344286616	0.558493705584616	0.405771079877764	0.467465635509966	0.299943058542524	0.603453689037749	0.536321311020467	0.567645904557025	0.388651243531315	0.530589275419302	0.482578022825812	0.412982938264833	0.519691036533449	0.522639263735359	0.748141472491384	0.245415613782423	0.488896501761065	0.619473600636236	0.418997866035658	0.185675622607184	0.582127942396797	0.501671408267488	0.609438802560424	0.591703125519936	0.528031327560225	0.607007487609645	0.471176516957905	0.437352826115938	0.578505023943621	0.83375681463668	0.235758869526299	0.66981079952289	0.115958656662762	0.507713458961377	0.672507603112612	0.42952173183139	0.189161648805018	0.587924335960052	0.330741894606759	0.352669306370815	0.401252879703327	0.35480711267949	0.686423184795019	0.558191030462877	0.358114500930228	0.649388938718526	0.352165916371263	0.525009213512135	0.46751791290919	0.470573757824086	0.764396834410723	0.300853633723462	0.516051989382476	0.248805022714735	0.378234513711234	0.29148320896094	0.206073359986169	0.230302832090056	0.718741756535455	0.231786063653474	0.260074360455851	0.202952862473442	0.162202946499506
RPSA	0.813685355755814	0.676961493174086	0.717326472447872	0.249682137236931	0.628506436604444	0.127343875450263	0.407055034929133	0.785846331396636	0.42932519107638	0.535336649315115	0.729949206628804	0.811459087462651	0.468724170179732	0.812993014767311	0.825849351182926	0.921968638872654	0.704485980862199	0.689937737872035	0.840419895711342	0.469541125758584	0.66348400207793	0.780294724156069	0.598328377108699	0.803569593387104	0.826843472642276	0.694032822872657	0.259183447642113	0.556328333562851	0.800562282184365	0.787593457533181	0.175217236669044	0.237457636007567	0.865731819604952	0.357905331441362	0.756607843818248	0.760284224396802	0.86021200404851	0.50124066686417	0.675402179394471	0.470505738335793	0.708508464909567	0.272517313556199	0.186963211970013	0.63045631390837	0.128746161754487	0.585930564277956	0.0864770651606879	0.375712634588639	0.192508719359407	1	0.905088249968666	0.32555662568882	0.571539448783889	0.752431012929448	0.522429540058529	0.413094975933996	0.191214003277163	0.663831373924569	0.247959945687209	0.13983317846952	0.857008161540603	0.450123358957643	0.855387115036986	0.465640142172665	0.62937562776254	0.851338127842721	0.63111576371767	0.803769029832221	0.818093900750374	0.404882636978232	0.45483825707633	0.652155507901641	0.702457393084766	0.787879869964749	0.791549587791363	0.650010759871402	0.414324734825846	0.674117772391715	0.29805128569464	0.769547136677032	0.653230331641089	0.28932939610084	0.69908147747092	0.720492040943161	0.461035674451976	0.718841794016054	0.516610447268307	0.690178938997514	0.307407585438575	0.614504527492854	0.488262467382994	0.462325561267232	0.271403563910987	0.816943177223591	0.774238753070717	0.0370462905369927	0.582863023955076	0.304225036116332	0.607466326836754	0.353490602676913	0.615686509669904	0.606760337979061	0.45577101382917	0.408023834576738	0.487142567082128	0.848060611055448	0.334581556130791	0.719962587959053	0.729287364402308	0.723759585820181	0.735216836921381	0.508727441091225	0.770643705364607	0.747233099694656	0.579827584661605	0.811621579884164	0.861776900019267	0.742663711007367	0.7863013871963	0.766684593564167	0.205289150037723	0.647372353352842	0.653676809092373	0.418934224682345	0.190781313609972	0.74959593382439	0.202246649617493	0.603496098733388	0.601831463402008	0.355989674316313	0.731731146568857	0.32694028105754	0.693369721041417	0.404184313282074	0.212795752630388	0.748426063993794	0.853723145476706	0.616750678958157	0.930772615482628	0.704039055193818	0.56192325720723	0.872070015949321	0.264200146075223	0.179496719808006	0.734918861645923	0.893134105925811	0.606843560138517	0.470071442498304	0.733031869694591	0.531569907081127	0.926258862070023	0.610680245851239	0.672115444932561	0.0797949898254077	0.807200346857732	0.320800042512884	0.529732393568744	0.977514307731192	0.00618128950373233	0.0514928827071457
RAMP2	0.69823145594385	0.707619588032437	0.687898860218282	0.499496523456363	0.798493867784822	0.376153624260239	0.610138000731249	0.7995269845152	0.635660672179514	0.70785013205011	0.711485533077716	0.878357676755288	0.668359788627223	0.819065151825283	0.764264270638008	0.904695933441603	0.678113781102731	0.826405843912901	0.687134257526424	0.493906751630583	0.635329532896937	0.720513026736868	0.632167015004236	0.760033850012282	0.859290097066745	0.767508107017421	0.48981355942763	0.562178515690105	0.723052482843021	0.856656866295661	0.41203883329425	0.511231088841759	0.773214705590864	0.498813556774467	0.809452109406781	0.647809759288449	0.87333142062579	0.547471809065612	0.650098270041498	0.412961535066509	0.621621343582742	0.270847613933921	0.430527883852465	0.61185454460476	0.097501328705227	0.438730187406074	0.0689978054863831	0.536059276469019	0.413953959403537	0.905088249968666	1	0.553849847979732	0.73000481840523	0.638727393614955	0.657200147260036	0.625265472337579	0.140793459830445	0.59347374717421	0.481422267398322	0.350801936257922	0.772185641839887	0.486756776792647	0.783779735334344	0.6452110740774	0.552129590224777	0.770873422372141	0.650156072382769	0.751514524492244	0.768754462977526	0.590531146101962	0.637682180236526	0.698882336980568	0.691670010891431	0.710904608157823	0.796916504616381	0.72456662301816	0.397952022603409	0.644502815682984	0.500725499867983	0.665577258831215	0.766896533775747	0.409465881664753	0.639902015868742	0.828313463689144	0.679126056808481	0.577661899227465	0.623991600778619	0.614815049137638	0.252396767794528	0.773073946492461	0.675302297259552	0.621913807096922	0.189395897277368	0.842871101929209	0.745213013696124	0.260985624426585	0.575150928184967	0.368292873070941	0.79776676492718	0.301663298938524	0.738527209543497	0.529297107544127	0.490300081964624	0.61583040127913	0.677980406017012	0.882753679895724	0.556403695092535	0.803773394050776	0.759340443767902	0.725750375516121	0.781906523365113	0.632388391409676	0.699716241350117	0.721998257219697	0.744710738629649	0.788553742965512	0.737812024345664	0.809472483089192	0.782197231870289	0.823196693952624	0.290779860361124	0.647792077410658	0.737118706361937	0.594105991377825	0.414647664660856	0.79101318406522	0.352186154252931	0.533060691870535	0.722491063429365	0.251365810715946	0.722886451947894	0.483838812948479	0.818918594728918	0.308152050645311	0.257739381339981	0.653266389155574	0.836756328269151	0.729854160871456	0.921928862638405	0.803039257005422	0.755898636750524	0.917914265347543	0.323349199205846	0.165430865794862	0.733827263013304	0.931402502695381	0.559461494914871	0.587787640277013	0.667993580536636	0.52474048138134	0.857786707380582	0.608422661231308	0.551945843939071	0.00872057984690644	0.716463575083835	0.470151014585963	0.383075354691382	0.945982389784344	-0.0435172842634767	-0.0220487720755293
PLXNA3	0.10320665223411	0.560304550118278	0.31494641398128	0.932591588870832	0.878221457239863	0.895683039970619	0.895556038908472	0.556070924754475	0.911701324779653	0.910355526517826	0.487014417638846	0.688813742139539	0.9039810571831	0.523824449073901	0.202909730874973	0.52268532208615	0.229969067943919	0.787650925052505	0.0360500272690643	0.502056354905339	0.271230928575518	0.351312655058439	0.494731098591319	0.353871357392216	0.559100419931532	0.692253769314087	0.903738040281721	0.328145540922455	0.325116781155346	0.669417299080115	0.793054934557438	0.914052537405688	0.166251049263346	0.648154003832925	0.748606544451329	0.0730448545406928	0.444857320237603	0.511582548444105	0.438576642956876	0.179324895129768	0.258848923111563	0.340223908253726	0.861798039346616	0.310700218254679	0.211987294662971	-0.00692444009057835	0.101023725656008	0.815112448584813	0.586430027132751	0.32555662568882	0.553849847979732	1	0.821293730192743	0.188828794448752	0.666674117038224	0.833309321824516	0.0759480064282876	0.181318573546739	0.825830618414879	0.808095010410014	0.208411909198096	0.450348129957566	0.373210658059693	0.853426571929994	0.057677894616016	0.219989703091581	0.321260145439118	0.34499841251218	0.268341475456865	0.53853190061733	0.881738418822154	0.482283625037305	0.361830395691168	0.290475150071551	0.507180455539623	0.610534975427051	0.317023669117216	0.464558758964942	0.841563931585524	0.0342781597530603	0.799688498182146	0.596862867899698	0.237835373099961	0.693118106474735	0.933540146420057	-0.039839826105401	0.576640273188175	0.109479256575913	-0.00616723994650037	0.836781211127269	0.883887847642893	0.713099049172719	0.0788372164343575	0.552946075309637	0.307182356430722	0.737412044491987	0.459201771019867	0.348026364593584	0.882642934802024	0.145637408028799	0.780846192518446	0.17140577552787	0.200832756996498	0.873997106050557	0.875063595001498	0.57673978155603	0.896241560659956	0.599308829079141	0.501610744907672	0.518883280156759	0.63737229054041	0.607006845326336	0.311243235795086	0.351163998368724	0.813146862600334	0.49572717485484	0.0658247273720268	0.654909035493402	0.594285753580301	0.594725273528571	0.608319292062935	0.348473625554215	0.661405039226237	0.79384621386465	0.876639943815722	0.664327286814771	0.54526239246859	0.0422504070699655	0.76785432704457	-0.0934003128613592	0.426808480348353	0.766963969633042	0.723786972455706	-0.0405772963262174	0.407966614412883	0.225654104546575	0.392392537037141	0.770931961822057	0.539909461736036	0.702662038006861	0.884466828117194	0.587766947059836	0.473933503750872	0.310093082852203	0.549926502479146	0.626807006801223	0.340596120807089	0.646058973349837	0.212583774494839	0.445718776665969	0.412580260827243	0.466894570481259	0.119633002990878	0.0879283678870104	0.113356892129766	0.713228148259961	0.0134691096017821	0.40745510858425	0.139213633044303	0.0489370729326103
BMPR2	0.493099733805209	0.837115534248081	0.695519095832996	0.736389027998009	0.836128191909342	0.627417822690299	0.758065917301906	0.825264215041407	0.819546110597995	0.844940889785531	0.678306145527771	0.902231192204592	0.728005447072724	0.779422462461874	0.564008866221001	0.773258164894799	0.63280144243869	0.928874036738152	0.435586057021269	0.666524716312293	0.632920193458049	0.734538608434717	0.800082321270251	0.675779606935349	0.854927323149518	0.878047211037041	0.776864375778985	0.645805479342727	0.62249195058143	0.865538646080193	0.84362912613871	0.809172635271954	0.494848839890738	0.746516449030055	0.787880334180784	0.514115944152942	0.680979508118154	0.822000844258992	0.790897261183913	0.559928831153541	0.698382845554312	0.563394294087225	0.802682343668963	0.671213706152814	0.285603135115656	0.437189570197509	0.293135106011678	0.653971182929172	0.751707980752734	0.571539448783889	0.73000481840523	0.821293730192743	1	0.432034184409315	0.868492418977429	0.900167892161852	0.221161676365723	0.567090326593912	0.739141970631354	0.719309621425269	0.538149675311739	0.723551238342043	0.719062021478202	0.749883405812851	0.399411296297335	0.519932079429233	0.721657594328864	0.597157269565169	0.616066154425116	0.764272799883003	0.926470297572329	0.750444652708538	0.732338018971745	0.691420060076073	0.815387147422087	0.842449645036938	0.559135537128286	0.765327083168377	0.631647619900697	0.415498797792341	0.95219519846915	0.659819988272833	0.651501845660612	0.898318666773965	0.881043860075553	0.365360260862936	0.766548464287822	0.52019880298025	0.350634675916931	0.905012214301343	0.836979673262584	0.811055956198498	0.279295558024001	0.70334485959163	0.460539044058226	0.712498159440299	0.698713190661094	0.577884750104312	0.833531522817462	0.518464686171622	0.848068996152171	0.582488297643238	0.558725367144298	0.839017802123881	0.850040161000021	0.767577929967247	0.78721825007562	0.833251092804589	0.752514752228641	0.787350700063263	0.841317059306711	0.84940762135413	0.57295731445519	0.739922278682048	0.877729781845997	0.804862806961611	0.44620354865828	0.900546288053894	0.833268035634819	0.844746160027374	0.732712812550345	0.695481905621435	0.852504121735113	0.83775266582611	0.61407196262713	0.874149545819407	0.700454969757591	0.467168988040737	0.932658191266797	0.282344639662436	0.793895671020744	0.839217262326119	0.820578390740786	0.359709922538961	0.578069079125697	0.595675622686008	0.672766040747163	0.821722056235414	0.721350189559021	0.910391626462488	0.86594213375978	0.711392136403861	0.649279756383299	0.491985500194591	0.776775878074235	0.827690671374421	0.640851816749254	0.911303914713208	0.539029841429596	0.679258260175439	0.616028232543083	0.693394516878248	0.535159597297689	0.233101459138583	0.464377012127271	0.808589020212897	0.433311043687784	0.629605795427707	0.224292336392892	0.168687505780532
HMMR	0.660076934731337	0.479893769032247	0.516507082083095	0.119750174844192	0.392027447886326	0.00518711781440733	0.21357468134178	0.714926954826403	0.243730808094723	0.387968442254099	0.505158148104615	0.634529799097713	0.236129626667398	0.582610277259295	0.588377350203117	0.807748610605617	0.437515552097352	0.529533786952223	0.663087511920874	0.409859495658835	0.485887590058219	0.585704520073995	0.429188270587171	0.602536278260776	0.596630767998017	0.592927670928416	0.073170169656302	0.307544073888426	0.709870847156543	0.607685902778278	0.16197734924733	0.123334801882264	0.742285857200106	0.178277457798486	0.564667886679187	0.602730170656705	0.630444177208022	0.396742775067137	0.539057211175	0.38143744136048	0.599699111708891	0.277025399601701	0.161241291288615	0.386986814588749	0.162484339715381	0.464966583658312	0.000414978792706354	0.177579195136839	0.200099817101298	0.752431012929448	0.638727393614955	0.188828794448752	0.432034184409315	1	0.351529098641943	0.250725959914544	0.155452903554769	0.479836218398044	0.178228328886491	-0.034466490208127	0.638362102923995	0.374290571005166	0.787314911009904	0.292987551178128	0.417053623737348	0.732823139321912	0.561636580611779	0.769751837191969	0.597885377638042	0.34891776256106	0.307095690809614	0.474019620662046	0.528618101550135	0.614432800675117	0.597253111299466	0.526525369755172	0.350882393972788	0.511416402854726	0.0803642869852604	0.590291193836213	0.52561508484325	0.162309569745683	0.509348229477282	0.606574838999205	0.283428865511757	0.529877755513275	0.322307196885263	0.486770847194555	0.126582635871617	0.442120940625762	0.20801771213948	0.362070290390385	0.231160053870064	0.606498834425552	0.512596862850034	0.000448741940908613	0.431911718156103	0.208271616298434	0.446708289461576	0.191621478645781	0.423817362565091	0.518307301198172	0.423682987230397	0.209268345776502	0.30797070226097	0.626018688043847	0.103183182851774	0.526307526336594	0.49440110060373	0.712017098995549	0.615502855575568	0.50634120333714	0.580002623315007	0.531803507164765	0.516172305467774	0.657073427799236	0.702619050670222	0.548406956308237	0.625956125484623	0.675471593935452	0.170922682941232	0.515430825076962	0.696565425530215	0.203173291463992	0.0462936628365722	0.606993134776977	0.242337555902934	0.372259117037588	0.483628558278496	0.128063805567529	0.619116398094021	0.249520328169885	0.449233242556074	0.20827758447256	0.245084565672683	0.546456745691638	0.745335302837353	0.35672351829263	0.799612829391287	0.603532437139618	0.360395711699938	0.580045046522262	0.279548882436292	0.110553917205168	0.681792675553583	0.676014380931042	0.413923831174331	0.345837136031627	0.734445707798798	0.490104196676883	0.697639780298736	0.563626650329061	0.434389940185108	0.0337307354967458	0.55555496338116	0.206881450591338	0.404773863764631	0.738007379830069	-0.0189168599039062	0.00871899703573628
ADCY9	0.547497027226004	0.842812370710071	0.751632469131973	0.574760416009531	0.703835296114489	0.475222723482709	0.617440649882531	0.779706326702878	0.677672670044359	0.707693983489646	0.690573544525509	0.836911263451262	0.601845054629945	0.73508971289923	0.613176622281262	0.679323548351271	0.69539863157042	0.832303954374812	0.476496066808933	0.573852802789251	0.658723052089382	0.735708063498501	0.77966267176527	0.725318751962282	0.82246367572121	0.795373354046838	0.665118698891711	0.748508426482166	0.592059659039449	0.812166820366462	0.699654129680406	0.626010024909451	0.480322146759992	0.685855814824627	0.681045984251528	0.573741970734615	0.628756519338138	0.759598294563965	0.748239755212437	0.650420943578117	0.662725905949869	0.573438655830845	0.66234885370021	0.755214061628812	0.218324792454717	0.524318961510784	0.31347363677384	0.475163545544315	0.639088900325415	0.522429540058529	0.657200147260036	0.666674117038224	0.868492418977429	0.351529098641943	1	0.854643359890577	0.168358849035236	0.660882709205126	0.593453405974166	0.599524948457645	0.533630632783697	0.768484174259776	0.685116476986906	0.618046980042956	0.396364461864277	0.483202671624158	0.673642066235789	0.552602990882126	0.643323673983553	0.660490166632967	0.812739432538915	0.691882996428755	0.766153029159839	0.689020848969742	0.786322687173066	0.722500651305264	0.558881384457114	0.70002290954765	0.514503583131253	0.498777415997937	0.80445095368716	0.608658521524343	0.725587337572491	0.812481384127666	0.756731145640818	0.483485123032066	0.687217508576856	0.607072732128779	0.530755722597748	0.785684948885339	0.773822271512349	0.664366230189564	0.208951732513063	0.659294600774547	0.41990310366244	0.499638209113993	0.717861301603736	0.454765060334775	0.676470380938922	0.508342957931067	0.728876774895461	0.675576117710694	0.498676340281516	0.702844037064491	0.724790144699469	0.673911784269247	0.637548838744249	0.789969504092705	0.753670229082288	0.70412270226642	0.8095532975966	0.744884237677488	0.582237533191497	0.759231241465989	0.756347192461349	0.787102015946947	0.466824886286018	0.848829542097801	0.695973851127298	0.774167111804209	0.617406768971833	0.625657751857664	0.723456107332821	0.809660692042526	0.503847780792281	0.708277789727008	0.520203134004272	0.592239801600429	0.790921797811105	0.441295458506538	0.814018197474617	0.746740608750693	0.728164788326936	0.5242038639139	0.484680240635746	0.541135901941634	0.662440175368361	0.733855884252469	0.631805198815145	0.805072844955051	0.721205340379147	0.635933414059366	0.495164340323742	0.345744264757598	0.627252916039502	0.741350678705268	0.506614742955092	0.861781197574162	0.535144262107316	0.585778349899219	0.52908961546077	0.580410521062351	0.540097237914283	0.0889050147860614	0.443661857448831	0.606423966004145	0.457925022962884	0.581309096429375	0.0502622529658539	0.0369285451077638
GRIN2B	0.420402811243339	0.778246852809971	0.610837647365009	0.776322293254438	0.816829343443117	0.678680829283672	0.783246180453518	0.745405752318231	0.851276891652654	0.847221535480102	0.676389736647835	0.803034072011172	0.758605496439219	0.704825667654916	0.508252477941907	0.624792562992634	0.51277136604661	0.877679658252981	0.334171416181551	0.525734604300994	0.464519451301228	0.60935127058903	0.699588026942832	0.623314352770423	0.754236606390089	0.818066429597083	0.835473484590508	0.660232870940116	0.539106592231573	0.820658305284794	0.779575828186011	0.809335602084186	0.387416828532349	0.737980511963929	0.74067678235802	0.41511918268653	0.565276007709998	0.653202095105795	0.60953969695602	0.478462133293447	0.502562533186293	0.455295443724461	0.802068380621132	0.579966795482508	0.1625389752305	0.28681112999559	0.121340577152248	0.669267100932656	0.652588505153441	0.413094975933996	0.625265472337579	0.833309321824516	0.900167892161852	0.250725959914544	0.854643359890577	1	0.0395420599502365	0.503471915316762	0.734415388401166	0.744108346544928	0.416314399425808	0.697900565227108	0.57570678651262	0.762711096412453	0.196681039423048	0.414630965556902	0.55441929888361	0.503341754269949	0.540466199675	0.617304180425459	0.897406995058988	0.681302302025768	0.655082273529013	0.517604421344943	0.707061548068163	0.728345311593856	0.446414047628298	0.564664226288754	0.65033407894148	0.339108153756236	0.834961070475378	0.587766357288639	0.54611017874961	0.855040063182371	0.88606543154717	0.28428858314893	0.639173023925531	0.437025727972954	0.296625282015428	0.882176104471434	0.855350002276884	0.757353542140755	0.0754487836251887	0.65032362634109	0.369096352803692	0.5900058424795	0.632983271618546	0.357280288232014	0.816402927023303	0.333443034733721	0.829364067769167	0.468793033846718	0.335026542105157	0.86144693552633	0.838828781864708	0.687637954337675	0.805972501068425	0.816723653920061	0.735782230264473	0.592064296843271	0.773263734038384	0.717697200529063	0.484872995099024	0.63294502974515	0.863416452679988	0.701891825402002	0.317474712025177	0.804419100217793	0.676386196534443	0.765610981052224	0.609442230254214	0.435880462293543	0.738743505229944	0.891315762587597	0.679303550374598	0.695754177851813	0.495710837798466	0.366295907018706	0.827931322910918	0.197560441105011	0.706287722656081	0.842756556158617	0.757439086799018	0.287676894278597	0.436814835292196	0.354641540507343	0.551950372485155	0.78685588094224	0.565145211139817	0.775975619297969	0.835884954459758	0.67254344273791	0.480187974278695	0.333447127976661	0.580560971131699	0.700021212729081	0.421045562270706	0.802087748680686	0.370351927877937	0.502186833770622	0.429368283126154	0.625188559607455	0.334006362574552	0.0657253687096475	0.298956493290888	0.646530610794275	0.230246419674469	0.493712650800669	0.0627785810076966	0.0201214347106291
