""	PTPRZ1	NRCAM	SDC3	DCC	APLP1	ROBO3	PTPRS	NLGN1	NRXN1	ROBO1	CDH10	CDH2	GPC2	NLGN2	NLGN3	NCL	TNFRSF21	LRP6	TSPAN12	FGFR1	GPC1	LRP1	NCSTN	NCAM2	PTPRA	SLC16A7	ROBO2	CHL1	PTPRD	NRXN2	CACNA1C	PLXNA2	CNTN1	EGFR	EPHB2	NOTCH1	LINGO1	PLXNB2	APLP2	LIFR	ITGAV	TNFRSF19	PLXNA4	DDR1	SLC16A1	NOTCH2	MYLK	PDE1A	INSR	RPSA	RAMP2	PLXNA3	BMPR2	HMMR	ADCY9	GRIN2B	CAV1	EPHB1	NGFR	NRXN3	S1PR2	VLDLR	CADM1	UNC5D	THY1	PDGFRA	CALCRL	EPHB3	LRRC4C	NOTCH4	FZD3	CHRM3	NEO1	LAMP1	AMFR	PLXNA1	PTPRF	MCFD2	EPHB6	ERBB3	CD46	ITGA7	DAG1	LRRTM2	FLRT3	NPR3	PTPRK	TYRO3	F3	LRP8	LRRN3	NECTIN1	CD9	GPR19	VIPR2	NRP1	EPHA4	ITGB1	ATP1A3	LRP10	ADAM22	AR	MCAM	GP1BB	ACVR1B	RTN4RL2	DSCAM	ADAM23	KREMEN1	DCBLD2	TMEM67	PVR	FZD2	ANTXR1	CELSR3	CD47	NT5E	BMPR1A	TFRC	LRRC4	ABCA1	NECTIN2	PILRB	CNR1	GRIN2D	ACTR2	NRP2	GPR37L1	DIP2A	RAMP1	SORT1	IGF1R	ASGR1	EDNRB	RXRA	CD63	LRP5	CD99L2	ATP5F1B	F2R	TSPAN5	KLRC2	SCARB1	SORL1	JMJD6	SMAP1	STX4	IGF2R	TNFRSF12A	CANX	RACK1	CLEC2D	CD81	CD74	CD82	TSPAN14	TNFRSF1A	C1QBP	CXCR4	HLA.DPB1
PTPRZ1	1	0.735418220802444	0.866721604392108	-0.00177901618646527	0.380664786037281	-0.164926807172166	0.186610208119764	0.840996531464096	0.238873099714109	0.328269409546441	0.802949103306445	0.739819970628919	0.189383168613587	0.838286987276885	0.968173281294335	0.801625257110998	0.769121006483129	0.615173923327987	0.964327318594013	0.470520535934684	0.652501549301127	0.881122091852554	0.660221859287585	0.909439584732144	0.797295808693757	0.694176054210392	0.0867217208686459	0.740150414810714	0.912137814603965	0.774546724825679	0.120792382314885	0.0373699782676009	0.951960271506412	0.350754963169149	0.601069685893746	0.957351856492675	0.797022424353773	0.522013840078116	0.693236214109165	0.685011781333073	0.784794671770426	0.38679954763023	0.0965502944669499	0.730546251348202	0.155423945018898	0.748844047666095	0.0528850023894061	0.0768220043181304	0.210563104971839	0.813685355755814	0.69823145594385	0.10320665223411	0.493099733805209	0.660076934731337	0.547497027226004	0.420402811243339	0.170688807007551	0.85699224956454	0.0440167951357773	0.00491953731060197	0.858549520689397	0.632579693729756	0.872272100433862	0.224981225667917	0.571906284725792	0.928260472381912	0.749435247742705	0.863502963199328	0.962082882635691	0.370153731906766	0.362834188579419	0.768407879710124	0.839215466794794	0.789346703469083	0.783542191651074	0.655770499640045	0.520628537754993	0.601724452385848	-0.0548927761800653	0.944454879078653	0.539221700448891	0.138007582586089	0.840461743799105	0.713169230127982	0.274259556719469	0.909592168417898	0.484742880702752	0.897524135396236	0.47085233251929	0.533114722076132	0.304302508890164	0.428869625937233	0.25902474902983	0.724394014986371	0.750506028337789	-0.151155923547906	0.641057800162534	0.164836523422262	0.366281779310884	0.395005768900014	0.521967247970186	0.753541336604166	0.44494477722725	0.269315309075795	0.332828266815526	0.77156911092236	0.160115805663394	0.748703280149751	0.78501439957222	0.618928106282291	0.730188148163629	0.554047293957464	0.821525520119371	0.85726748975156	0.505254162250116	0.83859853498255	0.963585235326956	0.70950205370027	0.695644384597544	0.769608654186035	0.183943079839036	0.533574427442205	0.61747073186115	0.347547392391693	-0.0831908516348115	0.564071251538841	0.0660695131444282	0.798711687593854	0.558159922553301	0.484223067491121	0.82963972335855	0.345781952935106	0.507049826090795	0.583430888118923	0.220637452064367	0.640641335007083	0.82763585866571	0.437933462826628	0.706185365546398	0.5736101343214	0.304419112065056	0.736235591176028	0.280753935383866	0.11479408773803	0.607394140759664	0.719440132678375	0.499350756676735	0.505667610440254	0.704796100676338	0.526292054818477	0.690223936975889	0.673290150734278	0.66878005199736	-0.00229811774158976	0.849302208095702	0.143048432629004	0.574408422098398	0.78879217258499	-0.0794430348020495	-0.0298807003075003
NRCAM	0.735418220802444	1	0.902089633080385	0.460723289920441	0.717021943237324	0.325290217975519	0.593888245900851	0.881039791214239	0.641384880799548	0.691480096770912	0.836515383192086	0.908429482583131	0.526385290108822	0.872836630713283	0.779795750255138	0.779727469843361	0.786598651940759	0.818808518744048	0.698866683474853	0.659740141109168	0.750525264334455	0.900109550630454	0.862327797446898	0.872349846642221	0.930839952144213	0.853508171997897	0.603367329196837	0.892727850672667	0.776199026367218	0.896331910082025	0.590750663187055	0.501975706306932	0.650388229979677	0.738932657315169	0.753415802302543	0.744485179727384	0.660034687145259	0.756060686652903	0.861908052312202	0.814647735697179	0.78410606816738	0.680767028727615	0.547046813095878	0.834829679527979	0.318937658307497	0.707107859359307	0.366217684778421	0.495753380809269	0.483137029769727	0.676961493174086	0.707619588032437	0.560304550118278	0.837115534248081	0.479893769032247	0.842812370710071	0.778246852809971	0.274232889790587	0.852533257337778	0.47004951780155	0.570294105675483	0.703523958392549	0.8467224132868	0.82432972227763	0.613306019511794	0.495826204111991	0.652885789243653	0.764202245520958	0.687256989368923	0.794061715482866	0.53682349554816	0.804716693403208	0.769954844585258	0.893721606834099	0.811705730332933	0.88223964009094	0.773611641373559	0.67555754387775	0.821883378852689	0.417453254404464	0.674517595562137	0.78963014268392	0.550483009510922	0.8710577481892	0.851974320041412	0.680701657246151	0.67945190380159	0.690301090226049	0.75266623018359	0.62873817035371	0.775568373728259	0.734731432885322	0.621582000120003	0.330270817645502	0.734766215235716	0.526835256927445	0.356786725085743	0.839560213865971	0.396037957848109	0.629037433282784	0.598247826823284	0.791997423601988	0.828983601561436	0.484424074166423	0.702667160889767	0.659762624822277	0.780039459404197	0.587954316672171	0.903340087931843	0.814885813877491	0.773116422951015	0.854673059089093	0.735844347107158	0.778896376803119	0.884315504694554	0.723204371626772	0.932597523706485	0.651459513997587	0.888251812166684	0.756916131232584	0.795913827205039	0.578650025924667	0.680351396404683	0.739943043515895	0.795010881055791	0.355383777925082	0.726426958336722	0.398520092806731	0.730547049986807	0.796115783180818	0.584844699867301	0.910036764287729	0.735774227689783	0.760000103134646	0.665173337410492	0.439315691126966	0.655159070440514	0.71392279728718	0.792440798530912	0.691919231394387	0.792115819437138	0.712158469815392	0.717120053945298	0.477926934806293	0.325664335261868	0.67908262109174	0.806368569197128	0.545419642333243	0.810635899196709	0.58785423227221	0.674573106873097	0.664191683115764	0.719611169590499	0.662181197334964	0.0633497987657009	0.545038004747434	0.504581833818843	0.58677216466527	0.681543246239832	0.0277534441606868	0.0168804173183206
SDC3	0.866721604392108	0.902089633080385	1	0.159895350547295	0.512984566945231	0.0145835931565174	0.326929735505929	0.840215284414936	0.369165538153218	0.455126510140001	0.774516255096584	0.830328039807302	0.27988212080438	0.868802320964231	0.8875483995561	0.76130828134656	0.891688380682074	0.693120557688829	0.819250468896994	0.643162740062695	0.810215857931279	0.958061430010238	0.887973997844387	0.909559022164557	0.91106181980215	0.748463406628981	0.320320861952744	0.908548395050935	0.822917593746456	0.83320694937789	0.402879551615759	0.230419317788437	0.776554283657452	0.536992699995691	0.599541944495573	0.898263073865005	0.708910804852466	0.747914589735529	0.880449644654989	0.88037254294569	0.861271115191106	0.668847543178015	0.313856340094046	0.902637782822533	0.328148268225161	0.852251943273626	0.385228821222847	0.199736943318241	0.385763475219443	0.717326472447872	0.687898860218282	0.31494641398128	0.695519095832996	0.516507082083095	0.751632469131973	0.610837647365009	0.354159649888102	0.945946647881333	0.254659730488125	0.308399776669492	0.835422913473562	0.840731628354529	0.852853191116051	0.373508225483187	0.576362145853754	0.749837373041306	0.821416855588201	0.757791623124925	0.89148106026786	0.499682757898974	0.60246137451599	0.79553918393431	0.920664701225826	0.884846464580216	0.88513450964772	0.749313585141833	0.715743444544529	0.807703344263428	0.158253143916831	0.843068837688975	0.666999986029565	0.40896160872772	0.960957674294882	0.773193579501458	0.463821715968321	0.853957234934156	0.592752853172967	0.901989874161515	0.719443834427397	0.623927416179865	0.50153184797506	0.513854013220213	0.421220644475737	0.677974596302008	0.571606903974465	0.135564944773913	0.79175622660288	0.349570510528894	0.442423271063689	0.671464500910837	0.585315141441229	0.897325384631852	0.551023424802426	0.481080562000691	0.474656557739876	0.756921383267342	0.333307419920533	0.864052977468609	0.846662583808297	0.750277820631379	0.806589485011373	0.679720745144521	0.832551465069111	0.918598633040151	0.579488374063898	0.92787527652543	0.803108817659498	0.819775235922567	0.723725952113634	0.757282516214683	0.487239646569969	0.715104501876299	0.657715362914711	0.616877569425168	0.0726231312883661	0.658380326671236	0.31156400909585	0.883361265647096	0.687246201894237	0.68509248476972	0.934465259401303	0.555688459365307	0.653390596034752	0.766679419977859	0.446560089759878	0.745407728283387	0.792786000413171	0.606470310921536	0.679982473964948	0.690543796295591	0.485266616040549	0.665227880602568	0.439992704708194	0.300425944770929	0.671637664246188	0.759570688851134	0.601975511459851	0.741238858037228	0.73757550860795	0.690889936091507	0.705880869156982	0.656497131648594	0.788245865419271	0.0877817007449901	0.724949440952404	0.358084456195533	0.733123320924482	0.721967127821238	0.0264024148054813	0.0410733929618733
DCC	-0.00177901618646527	0.460723289920441	0.159895350547295	1	0.852863957982864	0.95785328459308	0.913632892256762	0.467423987661552	0.948014974998605	0.890982409632852	0.424998331540694	0.590566290769059	0.925021649851464	0.424249062388757	0.110759207306405	0.427790269742632	0.0860230296037378	0.724564567707304	-0.0511879438755103	0.29380234543457	0.150586889865529	0.203864739838459	0.322552908814219	0.243899097547312	0.438570989247959	0.603198469356688	0.937381220218755	0.221743462605397	0.204034077882499	0.571277984997159	0.734180573649204	0.933539842213637	0.0747833682806555	0.63967234366944	0.702382435053369	-0.0554504370967765	0.36553814580565	0.337656075209181	0.261795061484139	0.0280368440757555	0.116885332737331	0.144469104551982	0.841841743732851	0.187783598896787	0.0129603937255773	-0.175604976276737	-0.0438520557417628	0.856409986140075	0.531679576679384	0.249682137236931	0.499496523456363	0.932591588870832	0.736389027998009	0.119750174844192	0.574760416009531	0.776322293254438	-0.129745356048495	0.0455613868496705	0.851072637868453	0.817407148399516	0.0798800053723532	0.28141125807658	0.254827364346918	0.875778606939256	-0.036433693990708	0.129566462722131	0.192460920938615	0.23006342139333	0.158171214535048	0.459906833629864	0.821219274663246	0.348390023775973	0.263452710232793	0.149702792744848	0.376285827467346	0.478768290058728	0.107157078897195	0.305008915500627	0.862074825220205	-0.0717843809362733	0.71274970202824	0.554496288933642	0.0965313604340906	0.623981436388635	0.921372226651325	-0.164359721880577	0.48213787893398	-0.0188420780292336	-0.138250667872164	0.783552963545377	0.880222468397457	0.633284717683874	-0.133892747065028	0.501447116940079	0.255576099083142	0.706433631219336	0.31385767589821	0.266698951685702	0.877012860486179	-0.0142953407815386	0.783629542269235	0.0344900912684804	0.0997906874555503	0.833643927136111	0.831138401891242	0.494395246153787	0.912006684889031	0.519356852966956	0.367477419870026	0.381659226038045	0.503454650751653	0.492580013683249	0.186124232601854	0.235433242047726	0.78927141310702	0.360616948829856	-0.0335024754177853	0.557397429375405	0.500757547041302	0.519515803316787	0.452611945611046	0.207223294622386	0.553317260669216	0.764514424976902	0.908512748613328	0.566642773101825	0.473852454883164	-0.087258702290193	0.66579756309272	-0.185411567486244	0.284479250339668	0.673862505956324	0.681680003717166	-0.139222554083283	0.20951419963764	0.0726218166089785	0.258717365500394	0.756908258513179	0.443478075571665	0.61212155599872	0.886477187228594	0.55460361471009	0.310337989105724	0.236115032728092	0.398969070758888	0.533117333735039	0.214286490756622	0.517378766866027	0.0298512228142452	0.242514346691451	0.275457374118269	0.385845569625986	-0.0261145953156693	0.0286462420722288	0.00349780169585214	0.664266299792644	-0.167484076676688	0.331906991769598	0.0594658744146006	-0.00316671040785908
APLP1	0.380664786037281	0.717021943237324	0.512984566945231	0.852863957982864	1	0.76760886866744	0.926272449138901	0.727246655354459	0.930242731568532	0.950940816178337	0.684238158142227	0.836283863104566	0.931195010332372	0.737601775789221	0.493596748025987	0.728036399143011	0.440083388177198	0.860840375275297	0.340552553740906	0.460774498223537	0.482476128228683	0.553308660231184	0.58583719893143	0.597722403815001	0.749100154196654	0.770645747260008	0.869519473727203	0.505907286462992	0.537436491215951	0.828723005623614	0.646066419719809	0.822480637100865	0.451981903951756	0.672994832894131	0.882432719412029	0.333626933852261	0.652556501999958	0.506286620602858	0.531858429857017	0.298744268888761	0.416771526601358	0.307621629444339	0.725475310488663	0.488984384003373	0.0829714382580943	0.179819807020408	0.0539831183274773	0.852879203626404	0.446442316846384	0.628506436604444	0.798493867784822	0.878221457239863	0.836128191909342	0.392027447886326	0.703835296114489	0.816829343443117	0.00344210777521694	0.390585473927928	0.709407183760476	0.727430653447241	0.47549991826308	0.485371709626782	0.57474955777769	0.897132130661316	0.266462023557034	0.493680106156474	0.423920169718206	0.545162224258882	0.510572847583705	0.495716652210581	0.848471972843177	0.567828950709484	0.556078094856051	0.496047444257892	0.661425491602708	0.703863618101885	0.326917607753446	0.555670687709924	0.829137676193946	0.329774666457151	0.834503743400999	0.607234335070297	0.430438755078006	0.808094954973041	0.919747674830312	0.223895554604631	0.633489488194764	0.354199466104166	0.113011824786827	0.903867996925974	0.926360804533663	0.672729549861143	0.0222426871911394	0.74775163371783	0.536558791990746	0.532947582347809	0.555143306963344	0.319962603428059	0.945803654184406	0.20419088943218	0.88829263632642	0.364359142901498	0.2734664098347	0.888076285665684	0.880987362817964	0.784373160303511	0.864182027023637	0.776786352255603	0.646013568185172	0.630989330372416	0.736216054732373	0.625420752255158	0.539256022643078	0.544289447607594	0.864312893826001	0.685109408618568	0.364271184253325	0.771993228308447	0.725281249582604	0.727741298575994	0.461785582390389	0.478678281957458	0.727447428140185	0.832047065170159	0.789928462440213	0.754606892109568	0.420183046663769	0.285440705523154	0.797118781964354	0.0967313851021356	0.58723613872282	0.677347362227691	0.865103053886201	0.142393915938993	0.260997216723225	0.408730837489717	0.605477991077212	0.915468697358661	0.757525262426461	0.783046584863252	0.95619798018757	0.816082990038593	0.336864473929803	0.265366866971297	0.623635657829035	0.815809469454938	0.418276329220912	0.624053967983722	0.365454107358251	0.429276995386011	0.624449212123618	0.599270517057735	0.30984788206387	0.0317646793984151	0.359813517891495	0.638152220122368	0.149429925738695	0.689897978629251	0.0287728410733698	-0.00772807894537287
ROBO3	-0.164926807172166	0.325290217975519	0.0145835931565174	0.95785328459308	0.76760886866744	1	0.832669268363791	0.303641608113686	0.878430583670919	0.795482550626553	0.290494317998385	0.451325415769069	0.892765022721083	0.268632674920937	-0.0531160485648551	0.284747909015567	-0.0115072775095229	0.603754637706266	-0.193321299320523	0.219644787795871	0.0427164134618969	0.0532239003491199	0.215289699397385	0.107407433841071	0.303136529210382	0.479211552876851	0.881732308564184	0.0950893625602899	0.057680778968401	0.427786014290761	0.652619093229594	0.901467304733909	-0.0978039237330372	0.533084714228563	0.601341596717565	-0.201624736791292	0.229365174059627	0.245098256167268	0.155134959310936	-0.0697274003837859	-0.00728185364579188	0.0868380266879183	0.79129774653962	0.0853953680381857	0.00192757532197344	-0.277382197199871	-0.0356130352998056	0.809445413669229	0.47948166384964	0.127343875450263	0.376153624260239	0.895683039970619	0.627417822690299	0.00518711781440733	0.475222723482709	0.678680829283672	-0.144075741713605	-0.079402609401899	0.807222406038109	0.778694884831384	-0.0589085103916788	0.178332466687663	0.113372280297357	0.798379344610708	-0.11315237216252	-0.0433737633218594	0.070660628594849	0.0930281921622566	-0.00266457398716639	0.377092961873129	0.731775677784225	0.205869292425378	0.115131048502511	0.044851708528839	0.254154113481959	0.319783070965657	0.0430923445813082	0.214027683778127	0.881198532224697	-0.216725154805499	0.613708561544799	0.541590150935353	-0.0359290821582736	0.461614481619912	0.853759655318266	-0.289897479080896	0.398143501166543	-0.1534469167879	-0.17360937451695	0.669291923870433	0.822196347745385	0.529908090469577	-0.153487344675899	0.417913758530757	0.122688629732309	0.715572183739969	0.24454907384354	0.245340455960723	0.788301225542647	-0.0550350722372258	0.644716028445471	-0.0803291309947226	0.0257695089903672	0.754073638892276	0.755496340708644	0.358896675596466	0.845185993899957	0.378463241139357	0.244583308215023	0.280002693987823	0.381591290095412	0.375865852516757	0.0669168317203882	0.0910580234275821	0.676530904742273	0.22890217187216	-0.189405676079634	0.428225151186569	0.368403370844755	0.371576759684555	0.416421549794152	0.136369559001848	0.40840643041304	0.691266861631514	0.93039311898575	0.467436034094309	0.455990824093196	-0.211467594011917	0.550636869045991	-0.226764236559306	0.153966386825468	0.617502773020591	0.584170324635452	-0.202404761916072	0.196088323511908	-0.00801443721373605	0.124788088221365	0.653444731865217	0.340574191494402	0.514903835611246	0.815021159507171	0.425776836449622	0.262033516985529	0.205454518782782	0.304764489326241	0.412101127258813	0.134649833901181	0.418192512379872	-0.0660163704189266	0.155501600959506	0.182209579747707	0.256607058647822	-0.104301768325463	0.0359970771001498	-0.134459093754175	0.62444674778129	-0.216420842010202	0.204994262836378	0.0718985140215685	0.0107226922463116
PTPRS	0.186610208119764	0.593888245900851	0.326929735505929	0.913632892256762	0.926272449138901	0.832669268363791	1	0.595699302713798	0.955461749590563	0.946886468874507	0.579657109192525	0.686801355005407	0.919304496535145	0.584801425617471	0.302599757457877	0.546698101440024	0.218471280546808	0.751803461752458	0.131472175997142	0.354147964175359	0.301129425497067	0.368850642913659	0.434954654792089	0.411884282269537	0.558051664938919	0.672678740276943	0.9335143299793	0.395765884820251	0.380089194619113	0.700696134782296	0.670695959126856	0.867224990321694	0.259775702527436	0.683688887132372	0.785256733576193	0.120151059704856	0.483133463899695	0.364767994514941	0.356698496619596	0.170122628806126	0.226492107678017	0.22230126536458	0.753650310780624	0.292263447151695	0.0184644083681696	-0.0123052957341823	-0.0474965673198397	0.895193634154876	0.38827961437629	0.407055034929133	0.610138000731249	0.895556038908472	0.758065917301906	0.21357468134178	0.617440649882531	0.783246180453518	-0.109805259374113	0.197651388922925	0.716323807787131	0.804098871851801	0.267682001000768	0.350470253173258	0.371459667874204	0.916480845313896	0.0869379723462132	0.320832170489956	0.234034494754249	0.373755728390997	0.334086682930483	0.382317814208203	0.814642194821443	0.43546804217702	0.378906938169732	0.275198062762463	0.458666186281759	0.630343637813388	0.183852217319631	0.378487765325683	0.838872395107073	0.122909212114591	0.742671426692588	0.579433314817966	0.237588139507337	0.6977333724163	0.901865801132814	0.0267615034167491	0.553891384602281	0.155264589789061	-0.0285795624763668	0.855165682163897	0.896365352041674	0.604205079086642	-0.111338480527682	0.570686681539848	0.41266290508793	0.570948109815676	0.424485539471661	0.229137205655036	0.87930501148198	0.0444498107075015	0.873001174503019	0.185293988805452	0.128178458589104	0.871774160590231	0.84652355679731	0.630422642146774	0.897480706934085	0.648610384215102	0.49495385248364	0.454858645247346	0.624764904728909	0.556508808155604	0.348470037048665	0.372974605304432	0.805644452969863	0.510796913661528	0.140710780160185	0.639650596557568	0.592528041101892	0.582854413605016	0.426267159193083	0.291137045309968	0.636748712349453	0.816543772739016	0.816782637261142	0.612353405989171	0.351798835314456	0.0846661387687307	0.725282597500005	-0.0719175439118748	0.409306130728334	0.636856456884152	0.780774929027094	-0.0116457094908879	0.140300604333709	0.185175075609212	0.410310393033139	0.860201827078942	0.558869767598506	0.637781450685236	0.897452350354827	0.663698767460412	0.239389837294839	0.240323942369814	0.448337349415627	0.627411320539877	0.255259911237603	0.528419222332192	0.132897149245882	0.275755614179343	0.402400308524145	0.530388204500027	0.0924627794057369	-0.00316925066147221	0.155918441152039	0.616924961673582	-0.0492750552532859	0.471497830060523	0.0247740291460566	-0.0408094578228782
NLGN1	0.840996531464096	0.881039791214239	0.840215284414936	0.467423987661552	0.727246655354459	0.303641608113686	0.595699302713798	1	0.648077182050101	0.72035832385035	0.870540000503809	0.942210279764314	0.564552758977251	0.916273676306108	0.848423285668165	0.917472836814657	0.697625356997509	0.883162847036783	0.776456579427564	0.631658911765481	0.682086897098084	0.884424281415678	0.772176074514169	0.888185847699034	0.909305597513359	0.918346422913883	0.520025438809404	0.739629311345106	0.900198349596393	0.949387825545756	0.533788615298252	0.487442034161582	0.835686421805049	0.61792489065275	0.837535187631499	0.790384431579672	0.82496582081208	0.69278030054069	0.789438687860586	0.666761944444072	0.781047801840266	0.528813859077904	0.54128219471261	0.723251408160149	0.235915381344246	0.594116626296599	0.101494932139404	0.451824039636689	0.487946763260601	0.785846331396636	0.7995269845152	0.556070924754475	0.825264215041407	0.714926954826403	0.779706326702878	0.745405752318231	0.159941988870227	0.767928021912533	0.449916875542465	0.41457523474857	0.766156808953747	0.736538886076762	0.908541499899801	0.596545285431874	0.466752615426954	0.848912090221966	0.785235760055086	0.872513852793039	0.882130665548762	0.573933401881215	0.742825785626204	0.84904373828523	0.860795556140288	0.779495487266315	0.872842618395881	0.844771077856756	0.586603108637256	0.729322772150501	0.341111333191561	0.747193113818235	0.846241802217369	0.438450628174522	0.78941122088025	0.932043264165145	0.679240697276072	0.676424650907164	0.668433173338631	0.758527614810871	0.364121626201132	0.841807672617526	0.657511781340884	0.700881938718299	0.235640688171028	0.816400560906543	0.689217309074158	0.274723641988926	0.743477606825019	0.319997130314256	0.719451680386086	0.391692096126131	0.829763741298196	0.725798104296742	0.485228720605459	0.63734462048323	0.699731643106764	0.882886738567395	0.555126240770299	0.892182010447107	0.835048346994427	0.806160442423992	0.911545599083749	0.799262976570497	0.779667145219359	0.856074158179121	0.836591647340578	0.927580406273177	0.787737772971375	0.894054887726751	0.861342466899356	0.933503477487787	0.484948545280715	0.620309232418403	0.880125017417597	0.675099009393893	0.342616078389999	0.791307494518534	0.369852384607118	0.640561773195951	0.851644208570125	0.32687129360729	0.895147415709693	0.672424949152212	0.762099707899389	0.446322959901009	0.403529888507544	0.615058237949466	0.855609641499667	0.729716247633597	0.830846074363438	0.832667807360777	0.678737496797722	0.840152824191897	0.486589919125314	0.279279080411677	0.783494026175788	0.875565842603457	0.555103372249198	0.755010318509346	0.690595765090029	0.656751885934389	0.725762750171979	0.818895616520595	0.577061800610629	0.0535856866379526	0.686039765066742	0.494558052360754	0.472259427082302	0.805534982314815	0.0153943350895016	0.00645507160689129
NRXN1	0.238873099714109	0.641384880799548	0.369165538153218	0.948014974998605	0.930242731568532	0.878430583670919	0.955461749590563	0.648077182050101	1	0.945898178074654	0.639220382119893	0.734758672281019	0.94369206130967	0.625719282139264	0.350160045893149	0.586120982248809	0.269487271618719	0.822568056633763	0.184879255991604	0.386158048374377	0.302974247179251	0.417526842978189	0.483832011260087	0.465699831736744	0.609092469641725	0.742520462748213	0.953072510329365	0.429366808674717	0.429284159453849	0.749154381496232	0.708585476807959	0.918551781968522	0.299490777236674	0.703560067916517	0.828424449282238	0.177691951219188	0.520700632893465	0.42160077097415	0.410888005972024	0.207710241825133	0.290990179950824	0.238736110758375	0.804874079092282	0.352331456628305	0.0428373589473959	0.0215066272931024	-0.0498726885618069	0.884920671863243	0.50436352413268	0.42932519107638	0.635660672179514	0.911701324779653	0.819546110597995	0.243730808094723	0.677672670044359	0.851276891652654	-0.104345344020307	0.263131259876985	0.780205858197317	0.829895922207413	0.280122417052516	0.423146480569101	0.432923907932704	0.926862823765826	0.0982237876310514	0.349448379953008	0.341059601344248	0.420161313892483	0.387857187565736	0.469261905497091	0.87053589081757	0.510442520886503	0.451451701756344	0.331505690429629	0.530910996110543	0.620847304760627	0.237395969379332	0.424501039623716	0.83024408961575	0.169293038196807	0.809275467815408	0.593134655198344	0.294879111009005	0.75392965921809	0.949979566124716	0.0727826862247321	0.592085196136564	0.201467435004272	-0.0039533458129386	0.89521544871329	0.931001328288416	0.666834927059873	-0.0900808735710861	0.661078173775557	0.431016927167707	0.627039633083593	0.467099506132515	0.269544430900398	0.922332827320122	0.080884142086325	0.905014854575732	0.219521553697931	0.173598940494592	0.889800532810244	0.882347574737099	0.668446176038513	0.937172567099032	0.695206630536328	0.543852951959301	0.50247278710223	0.656381784752497	0.598963516557607	0.396663949808465	0.434578815491742	0.878301503530898	0.562235133206159	0.190228995874183	0.706306346917852	0.644265219375532	0.658735039898678	0.466624446172003	0.322446073114424	0.665431187097719	0.849545864048226	0.854528097560649	0.661853391332501	0.422554517224822	0.11789236235044	0.777639292922875	-0.0404623629372614	0.471424446616183	0.746545724901369	0.789875673551878	0.0273779437619981	0.216540391221185	0.213437752312129	0.430063279188931	0.869501605526967	0.578022869506635	0.704653505612839	0.934326273612337	0.712776053518566	0.32613330090914	0.260810375201207	0.506732626214426	0.668304713185202	0.306331118700388	0.603335745179618	0.162214864230161	0.329798480131125	0.417133880297085	0.574631500408606	0.132736005685231	0.0220479338894601	0.202702357922278	0.659895314884297	-0.0169532377995939	0.494612215900331	0.0352607182193249	-0.0159004905715631
ROBO1	0.328269409546441	0.691480096770912	0.455126510140001	0.890982409632852	0.950940816178337	0.795482550626553	0.946886468874507	0.72035832385035	0.945898178074654	1	0.660414269330006	0.801467039923575	0.908257076282516	0.683877117508504	0.421466956802854	0.69600548789295	0.35189021839869	0.848865498909449	0.272703411456655	0.470515512946351	0.415177825118376	0.505753201610695	0.540356830814173	0.543255560145155	0.684053782175159	0.782255159829457	0.894371831153208	0.466646540525359	0.528221748736932	0.802990292407944	0.703469961560171	0.845675434370075	0.401283640533192	0.69823922512662	0.868846625817405	0.27367604792417	0.604116595450945	0.49732978422898	0.491304316180623	0.267910296873826	0.37513417800184	0.316678137724354	0.756145697722338	0.415714926174646	0.104604348885143	0.132705869379583	0.0141062821631502	0.877373555213521	0.451339533114753	0.535336649315115	0.70785013205011	0.910355526517826	0.844940889785531	0.387968442254099	0.707693983489646	0.847221535480102	-0.0118389244175394	0.313511237004767	0.742118175499555	0.756767122536148	0.401298983876714	0.473343866985418	0.537660687949947	0.90329745787829	0.194856090045721	0.453224789081682	0.373204771573555	0.531525894408514	0.450008781041848	0.466441332232417	0.858165834633158	0.546785528357253	0.49883506880691	0.421266170783355	0.604913773086643	0.720383305236422	0.291844674681406	0.505486392994657	0.812864793537002	0.248863017090263	0.836292683109819	0.600890074671416	0.375641290898194	0.805158801338727	0.923303633130933	0.144567269769235	0.615015950387292	0.283178617785421	0.049368037134285	0.914544333638188	0.903407311892034	0.695066765008861	0.00200535404223767	0.680855927918464	0.47660257451733	0.566249451187409	0.521618448745514	0.296974670348156	0.92411816691308	0.138442652412953	0.908474700315674	0.328546628011333	0.235503531806497	0.890935599976183	0.878968135176761	0.738535598436046	0.867451970027174	0.7321060509201	0.610210898378111	0.603517028847572	0.741258543955544	0.635333683377214	0.462478595532737	0.496560995658532	0.878801173572619	0.644890661436382	0.289047452854706	0.742669156069784	0.70389622898359	0.715884958583271	0.491798030676671	0.40707516149132	0.752347764851788	0.839006261616038	0.7867561808318	0.725737933132849	0.402488657183628	0.192684740526192	0.799678947313515	-0.00485657661922825	0.559118217188151	0.709894806732728	0.833571432778266	0.0653314923609557	0.253146190453818	0.322934316420943	0.570003723836096	0.883508432408978	0.698451621168152	0.771409523755952	0.927256968859072	0.745945337062413	0.363198061308669	0.268549335197895	0.590641966199693	0.752452750933658	0.345743290609388	0.629576572519212	0.31380666201708	0.416035569564809	0.537002967104316	0.616776853203787	0.211927248768392	0.0173475505837565	0.273813582293272	0.639384986349658	0.0788687659849475	0.595551577541506	0.0410536606934592	-0.0237870564271774
