""	THY1	MYLK	TNFRSF12A	PARD3	TNFRSF1A	CHRM3	ITGB8	LRP6	CAV1	F2R	IL13RA2	CD9	PTPRS	CELSR2	CD81	MCFD2	KCND2	PTPRA	PLXNB2	SORT1	CD47	NOTCH1	ITGB1	ITGB5	SEMA4C	KCNJ10	PODXL	LRP1	ERBB3	APLP2	SMAP1	ITGAV	PLXNB1	CADM1	CXADR	ITGA3	NRCAM	OPRD1	TRAF2	EDNRB	IGF1R	LINGO1	IGF2R	LIFR	MCAM	LPP	GPR37L1	TSPAN15	LRP8	TRADD	CANX	PILRB	HLA.DPA1	NCSTN	SLC16A1	JMJD6	TSPAN5	NOTCH2	RACK1	AMFR	STX4	CD63	TFRC	LAMP1	CD74	CD53	SORL1	ABCA1	TSPAN14	LAG3	ADGRE5	CD44	CLEC2D	CD69	CXCR4	PTGER4
NOTCH1	0.906841450108811	0.944435767430408	0.965561517545374	0.973937903995151	0.97521859600305	0.944229883981075	0.964876467920294	0.982138311782524	0.798259672504884	0.967290900012025	0.961213359858422	0.977660065052165	0.949046243849688	0.970909585133975	0.968689763920502	0.96052073836845	0.893594672487343	0.972387719536849	0.976622411816171	0.992725761091346	0.968148068158478	1	0.984366737150147	0.951593157430314	0.91226797599845	0.713744681832592	0.950011657738834	0.972324292757836	0.92204480735089	0.996940648863872	0.961746917647413	0.99163045133981	0.917860783097051	0.955096890593611	0.982530567718	0.933438862695463	0.986477728977428	0.887232081269668	0.950847259978942	0.945446419394791	0.986939937173963	0.86477388842787	0.946328968839808	0.959499957825403	0.96003408481583	0.995522351445418	0.89811874377867	0.818067404495643	0.922423623992164	0.819530449661918	0.966472169598118	0.986432320120911	0.869558166819424	0.963315632779703	0.983888267350389	0.992023414308923	0.993229893544952	0.982254722200888	0.827721197080371	0.994073965608521	0.986535950823296	0.985307932080416	0.950376929912063	0.978200738430547	0.919681015217368	0.734968757446183	0.935875051485039	0.98758661702057	0.970461995444776	0.831862435851677	0.929150416522895	0.952364239049694	0.711286248166863	0.439038426041248	0.660410460938631	0.659607242382671
ITGB1	0.924986777093844	0.979865050465098	0.984595165794659	0.947574777575363	0.991696498059494	0.888103075976424	0.924716519075286	0.958742944352026	0.8837162106453	0.992897222673796	0.952401951236024	0.965221811998806	0.926189263121492	0.940275157326963	0.988738590043947	0.983944662466284	0.837931057177226	0.978358720288285	0.989019522983172	0.969623067502796	0.970627839053207	0.984366737150147	1	0.969248769726026	0.910759452650301	0.643190306937169	0.961580488360997	0.943766714598374	0.870940288463016	0.986216016150194	0.950265877409774	0.979277031205549	0.873255567179231	0.916082978377962	0.954184094100873	0.979452287176459	0.979192618127562	0.839002906234926	0.97292552169784	0.905716020636891	0.988351911641738	0.81178401886393	0.963739385896243	0.929032392951655	0.976411047093193	0.988836809550461	0.840574505819768	0.848181180560956	0.952728486513105	0.839887138914947	0.985274874148048	0.973287526437733	0.890159797870222	0.963288769608977	0.985507558459607	0.970658379030647	0.984832597687313	0.97440572398512	0.870123413845569	0.982026019704044	0.995515499125225	0.997281713489413	0.965781826146314	0.989892696415252	0.942433038405836	0.751683237188709	0.929636674060635	0.964848627660293	0.965605008098067	0.854180981458909	0.934821619279258	0.959517620402636	0.68402564409246	0.426475957804389	0.639603428539303	0.659896752585475
ITGB5	0.833512292209506	0.940774489044237	0.965269495389867	0.901424804693302	0.980227088969147	0.833131507422586	0.871792217005053	0.928878032545698	0.87593149613796	0.972243829008413	0.891055737917393	0.961964155935185	0.957301747133782	0.881870398334977	0.977918495501416	0.98578948431852	0.85011064857328	0.982601514120429	0.964163516728703	0.945361724593177	0.977080615559533	0.951593157430314	0.969248769726026	1	0.958316962815589	0.688788252707345	0.97287893872527	0.917439935342658	0.85608531139777	0.943050319657951	0.968935248317727	0.929876042584132	0.898548937160762	0.834225909124449	0.942609101834517	0.956543190428165	0.920999386926679	0.728213270362381	0.977426263998266	0.888019945581965	0.943769196811445	0.848262715535982	0.985243086464953	0.848440989865632	0.970743922236126	0.9548426943212	0.857607755344179	0.902576361199236	0.971691673638881	0.830929934987066	0.988036523834307	0.970317532993829	0.843496432692569	0.978470003463691	0.97948223465144	0.94996994882139	0.952315648369706	0.921464604677515	0.898215021943999	0.940432128267303	0.96304635670948	0.96780337715713	0.978051815624168	0.982863113179091	0.922518468327723	0.791868910249448	0.901378731473101	0.918539973571196	0.97845954965121	0.863732187620291	0.921448874487312	0.940706401595472	0.754876950647908	0.491807232794994	0.656580496523274	0.693622368887174
SEMA4C	0.740980383893576	0.852513258147876	0.912966347204977	0.847082002106651	0.936275884623442	0.796408577836911	0.823931061790806	0.876445629971867	0.804799109792301	0.913203797988232	0.794133719729632	0.96348485312978	0.959708394571398	0.818118767122236	0.933487317144409	0.925989178861875	0.842317135370423	0.943992396126888	0.919148004751242	0.906670131404061	0.95250153753447	0.91226797599845	0.910759452650301	0.958316962815589	1	0.767466174143602	0.939540011154128	0.872670896685899	0.817259589482874	0.895698269706375	0.933418902824224	0.873317858377185	0.915684786528639	0.786305551754095	0.930754692220594	0.893854271478136	0.860539803640438	0.670020807144756	0.925422923127855	0.839244989252913	0.885551653653575	0.858514447393623	0.94310840868358	0.775418651476841	0.910714086258903	0.898415653005727	0.876795168824439	0.889079035576611	0.914013181778567	0.791270730865532	0.949234331204298	0.95015187508553	0.764529835533071	0.969901636754092	0.933192745858956	0.90798083669267	0.901311263249137	0.846605773181717	0.873219309230538	0.90332521971086	0.901847533593309	0.913943442129863	0.936002259895786	0.944531930085105	0.867589842457429	0.781434018528085	0.86373795585062	0.865649223528407	0.959859855953119	0.843879358710802	0.905142984231896	0.898403871342693	0.78202014502187	0.51551296121625	0.654226878869752	0.685415278989801
KCNJ10	0.416727032372274	0.532517440081281	0.600253214082857	0.706614825124805	0.665221527315411	0.738080972134009	0.730303942223669	0.728741711244814	0.362077614198413	0.629831026526453	0.633569521150696	0.778158469053442	0.788535483640297	0.702633207978622	0.649080416670951	0.649587465588488	0.876432303417161	0.710762398493997	0.63167360579269	0.74591224364761	0.713437985429122	0.713744681832592	0.643190306937169	0.688788252707345	0.767466174143602	1	0.724426314612057	0.776461769776643	0.821543787328714	0.691212460578899	0.764227006184631	0.683355566831863	0.877540889521381	0.639634359519549	0.754611579642425	0.548843076770386	0.644836233996911	0.544029951743163	0.626627526276195	0.78393838733265	0.645435226247753	0.865137545327382	0.696925498514238	0.638972293886596	0.650931273064425	0.685044455404003	0.891400447216739	0.556021543770988	0.600466606504975	0.573845429486621	0.674979231986434	0.756937478159221	0.502613776198494	0.755722586484162	0.697828337368236	0.750979967484737	0.696952753946797	0.666210804977849	0.59051260929731	0.690702337792665	0.663002871465179	0.653948821079991	0.687010838737037	0.697858660528693	0.567086745308931	0.610073107941396	0.685046555868088	0.717098762019173	0.776106747468544	0.479035012988802	0.654659070589525	0.666557545706115	0.714584337890867	0.56671901063647	0.660409398364037	0.644007833763853
PODXL	0.844318448983854	0.948451339055124	0.959528943962107	0.930428872926923	0.968531354072165	0.853893911650046	0.892246619209845	0.942526450821463	0.86570994074988	0.964234477214308	0.905350267014221	0.962282469961841	0.938025507543775	0.903278933622356	0.959739757918262	0.982420175466648	0.883384474708345	0.964331718701168	0.956396042982036	0.956084144994674	0.944027829695653	0.950011657738834	0.961580488360997	0.97287893872527	0.939540011154128	0.724426314612057	1	0.935678343367303	0.897212719183245	0.944087173580869	0.964495496309448	0.935712204759726	0.927711685947921	0.835888504003702	0.941601685917523	0.937786088456495	0.924317323943768	0.732295823206736	0.942785429712625	0.928306192917064	0.944320736316842	0.887005787826624	0.969607210663452	0.862398718449959	0.987533834304921	0.96008318372919	0.884294571647913	0.882288157580438	0.95377209130817	0.753354036987085	0.977108751169308	0.956575652368177	0.809275419024637	0.963036266943615	0.96770407723327	0.949173706107577	0.940450116705843	0.925720638640339	0.840944482527459	0.931140947442774	0.953077717009737	0.958866158458475	0.945521881798459	0.969776231963481	0.877211349403107	0.699624473046724	0.857664566657075	0.917284183274786	0.964338124703241	0.788336587660495	0.867296018200963	0.890609585402079	0.67604398042562	0.380401397787518	0.562188329553452	0.605497275081175
LRP1	0.866208203999779	0.89718691395406	0.922528139009902	0.987021663163643	0.928540657740002	0.9749340782672	0.988958672266025	0.994449973829024	0.711200333598874	0.92508829047062	0.966786905180409	0.963598207260671	0.951195459290707	0.986372617665702	0.910405820985002	0.918008554484455	0.962177779751203	0.936163112339291	0.923841996172164	0.988630694545398	0.924556783112432	0.972324292757836	0.943766714598374	0.917439935342658	0.872670896685899	0.776461769776643	0.935678343367303	1	0.980247386193143	0.973593506863634	0.955837409809124	0.980042495493911	0.95286974386373	0.947848808040297	0.97595903008264	0.87785103768062	0.967619603512538	0.87893583185089	0.894226172901425	0.98449095248183	0.958616849595122	0.927150311501355	0.900652708611027	0.961397171112544	0.926082903836112	0.972954540243563	0.954329237858621	0.726619600014309	0.858603787605282	0.753110119187534	0.920370645062334	0.957840879819644	0.794740918700869	0.929996909573452	0.959449589614307	0.987327414703271	0.969286505328463	0.977824388612616	0.748323225858582	0.964274709125414	0.947426076666433	0.952853248154068	0.900438055793795	0.940499434555365	0.833436102692229	0.67176922598963	0.888803228338049	0.982433475614434	0.947278979209119	0.729816297115742	0.871237161750056	0.901843096583486	0.700396855106324	0.43292996739485	0.644533145394131	0.632958076652267
ERBB3	0.784586744952969	0.820518955131251	0.848041216998576	0.963347810291519	0.856076578915673	0.965429641827281	0.968570107398517	0.965294879606885	0.597343836917883	0.848528161505977	0.928305112733813	0.915175028502535	0.918466154741251	0.959392177808554	0.832421910408393	0.856018351728589	0.98701819936274	0.877096591567595	0.849746661709111	0.956442201204878	0.857629337440372	0.92204480735089	0.870940288463016	0.85608531139777	0.817259589482874	0.821543787328714	0.897212719183245	0.980247386193143	1	0.91816482420828	0.924845517914397	0.929463221162049	0.962218576050351	0.903980890086233	0.938145690903554	0.779494605662295	0.907405576400214	0.837469861583222	0.815605416856227	0.991513501503695	0.894833525642384	0.95903712866945	0.841759760627172	0.923783997570551	0.875753975009737	0.922737295710119	0.969800985677332	0.665550876692925	0.790697281814767	0.655346629883612	0.852663421227297	0.908560454229901	0.711287248539551	0.874008559955972	0.902995139592195	0.95014530297923	0.912171411685297	0.927714093634427	0.652668394448316	0.902313458589082	0.880456867685158	0.881439272862068	0.829699451128735	0.873146201152587	0.742387074168929	0.589984345068881	0.814133344320339	0.940064051247582	0.899457984997729	0.630169336699454	0.781072972607954	0.818651049438277	0.669320478856514	0.388056292281264	0.589846688077576	0.570295584735361
APLP2	0.921258305703435	0.950376260874333	0.969822277809919	0.976446412284513	0.973459417136447	0.948073031994627	0.970381218963551	0.98398029594268	0.80305521778551	0.971679414117394	0.971150084146255	0.971739143366005	0.938356326036137	0.978303369884472	0.965662677464688	0.955708482201831	0.884415253925788	0.965996613908676	0.978746157199855	0.989654238909135	0.960166329660063	0.996940648863872	0.986216016150194	0.943050319657951	0.895698269706375	0.691212460578899	0.944087173580869	0.973593506863634	0.91816482420828	1	0.951724997244928	0.997220446548011	0.904203462609719	0.9633304216721	0.979300847836116	0.942006942418268	0.995310295288606	0.900823009438867	0.947128068718921	0.943659643404505	0.993846255547428	0.846860212354322	0.937398829867806	0.969382718735624	0.955868884989949	0.995795728752632	0.888304915972497	0.790466931468172	0.912207263232483	0.817502949432809	0.961137794512734	0.979776998573608	0.870307045835408	0.954892143556317	0.983112166624239	0.989011820894541	0.994678163945417	0.990998353420837	0.81721930386467	0.996920635608876	0.986199926822402	0.989488695729299	0.944811727709522	0.97644213583619	0.914754400950016	0.723669738693172	0.935413659971081	0.990492227667422	0.960915422490942	0.820470602803138	0.93016878108794	0.951717976320419	0.694084096055736	0.424063428701004	0.653253182696587	0.650104644780286
SMAP1	0.808202611449301	0.90963403573778	0.94985543708094	0.935853911612231	0.967100644216263	0.895140144859343	0.918021701656155	0.959973539986336	0.782308312091609	0.941071129024405	0.912562162589322	0.968593851796046	0.961776953240935	0.925255776548303	0.955571121045522	0.96067701024731	0.915990660024114	0.979683795370246	0.94821826798333	0.973523926938409	0.974400847708706	0.961746917647413	0.950265877409774	0.968935248317727	0.933418902824224	0.764227006184631	0.964495496309448	0.955837409809124	0.924845517914397	0.951724997244928	1	0.94025890237896	0.94341001874632	0.86375577693516	0.968656637567325	0.903787277215524	0.928161492051883	0.767796405334332	0.961224263992225	0.949096668908323	0.938709453156548	0.909167053742132	0.964773695515839	0.879573074541451	0.961303993053277	0.962770937643184	0.918699361557656	0.867736203959294	0.941797267364747	0.838469031594752	0.969885968476238	0.968235335475887	0.848580668585585	0.972696364496858	0.978789015858169	0.978208171163412	0.960197234338978	0.939229728134104	0.877205302768709	0.949414453129182	0.958211647553321	0.954899430229615	0.961443326094408	0.972253829102116	0.90174194520229	0.798944944877436	0.922540562310406	0.935885962449689	0.984786442017505	0.834418466898246	0.912919830030904	0.930099440902058	0.773328913083067	0.547342708551759	0.709710726161501	0.736565961657141
ITGAV	0.93068054073546	0.946346461262929	0.959570445358239	0.984960919415546	0.959186049033283	0.959342885781965	0.98069005676776	0.988767580019254	0.787288265040266	0.963287465949353	0.981382807560285	0.962566368957354	0.930885920031155	0.987294231022716	0.949020802199539	0.944329599541181	0.893108818963072	0.950602960113707	0.965478452159801	0.987823565035202	0.941858020785723	0.99163045133981	0.979277031205549	0.929876042584132	0.873317858377185	0.683355566831863	0.935712204759726	0.980042495493911	0.929463221162049	0.997220446548011	0.94025890237896	1	0.901064720953858	0.972139323495853	0.973756658154447	0.931633758849594	0.997422659284225	0.912935537899293	0.927935382065622	0.950372627002717	0.991597049756097	0.851019318698641	0.919345714848345	0.981365249634615	0.947045125151956	0.993099312086139	0.890796893580101	0.757160009840361	0.893094493289283	0.789626528282822	0.945249162670139	0.969208871583397	0.851912439653319	0.936994017866033	0.974620138957669	0.985821639538275	0.98980045825982	0.995021062174099	0.782565682867568	0.990984707649451	0.97799216566838	0.983258594072879	0.925199674877005	0.963258655012507	0.891061534292102	0.684471075205377	0.915994777793825	0.99343045468203	0.945715181266112	0.788218002865661	0.908067515726929	0.934850228606176	0.668379977636823	0.391703922507514	0.62716435509819	0.619307419709474
PLXNB1	0.731552605170854	0.806990621092782	0.861814122483676	0.926163223261908	0.87886204242308	0.913907185166781	0.92095886969134	0.935002881983911	0.644706238765552	0.863432433657975	0.859207582035286	0.953192905618637	0.962894727124574	0.902903474713359	0.859550840889648	0.876010199002423	0.978441977485221	0.909651274958174	0.866387280442312	0.946860849156544	0.89955735358296	0.917860783097051	0.873255567179231	0.898548937160762	0.915684786528639	0.877540889521381	0.927711685947921	0.95286974386373	0.962218576050351	0.904203462609719	0.94341001874632	0.901064720953858	1	0.850621267130915	0.952815839095784	0.80068249928424	0.87576999541995	0.750969221773406	0.846765169683082	0.958156002764337	0.882655193819752	0.979625502200893	0.881253724097882	0.852913819162509	0.885317976264227	0.909988841688797	0.987792890310587	0.759211123205241	0.824101777615601	0.691728642462584	0.888965738230968	0.937042207954148	0.697275897516337	0.931426881891788	0.915922040979472	0.941722956337873	0.906308575354832	0.886869201864737	0.730124690733167	0.898482940657398	0.877449398057381	0.88311867191681	0.867223520856565	0.897669110783227	0.764867837430785	0.669673098236794	0.822768935037781	0.913708652292232	0.940610265584111	0.705582984531079	0.826530741090738	0.841173417650233	0.772556150291361	0.45864120216317	0.628695864003458	0.624437563282598
CADM1	0.91431912071293	0.866736147872421	0.887271571017036	0.961461673190649	0.880171786708744	0.975992569439867	0.978976049345957	0.955512672136766	0.659255027513697	0.885578920395044	0.955286174822176	0.907625866651738	0.877369171927277	0.976128207819251	0.868506662227682	0.848599696075788	0.860585280969576	0.87408581101523	0.900339586347282	0.949373934153679	0.873425536845675	0.955096890593611	0.916082978377962	0.834225909124449	0.786305551754095	0.639634359519549	0.835888504003702	0.947848808040297	0.903980890086233	0.9633304216721	0.86375577693516	0.972139323495853	0.850621267130915	1	0.940123711505015	0.845155924605114	0.97208950431274	0.973942218386258	0.842341636694372	0.912734490757479	0.949664972262795	0.802018481970869	0.817209279497515	0.991008526859396	0.854121983814589	0.946450884652281	0.860194782322127	0.631257469608018	0.783614707559866	0.730301973696263	0.856063423780983	0.916868191290236	0.799077569379175	0.861165948461234	0.908970538345354	0.945786351053424	0.950833878796785	0.964364139810998	0.66991724592561	0.961615016172661	0.919203201555454	0.924443730681558	0.837089886032934	0.887421930200466	0.82256700638755	0.605266563027171	0.876410743204484	0.976443632247008	0.872631519401091	0.727048019711633	0.86124027982547	0.885915232838855	0.622051188506991	0.34621496195418	0.603545602840767	0.557557081879033
CXADR	0.861915238391355	0.901612692569081	0.95469985616397	0.967837627305741	0.954907649683112	0.953867534332928	0.966293223251435	0.980586495068667	0.749259115119069	0.941601495899718	0.930229798663352	0.9861546801264	0.974642190833061	0.961773071376212	0.941605895225242	0.93248173602625	0.926907783788339	0.962906931560321	0.956174982598359	0.989019479110325	0.962663386482292	0.982530567718	0.954184094100873	0.942609101834517	0.930754692220594	0.754611579642425	0.941601685917523	0.97595903008264	0.938145690903554	0.979300847836116	0.968656637567325	0.973756658154447	0.952815839095784	0.940123711505015	1	0.902160036278768	0.966965046042246	0.860430946448715	0.932699232281165	0.956799236406017	0.96827208100015	0.906056002147812	0.927047230962645	0.935382669210329	0.93640025871858	0.976806540767413	0.942910205655413	0.795134658430413	0.890381604195612	0.800255866582274	0.948752320071524	0.981573285398332	0.814756196503904	0.966268804164079	0.9790840632332	0.988846640527048	0.97956325315092	0.962817692225276	0.807421190295282	0.9819982539733	0.954789886307404	0.965129514506881	0.934455946600197	0.963235173601306	0.873921230473291	0.732132154929305	0.917714225159861	0.971938105213628	0.969196702193392	0.819797999416215	0.925319259270765	0.929727224530714	0.762427215480171	0.473144556622523	0.673131519161559	0.669694145920038
ITGA3	0.901657516416343	0.974961231906316	0.978846971911726	0.880642042876211	0.976626030491557	0.798189274452029	0.849261438546639	0.898386228110719	0.93958546612549	0.988719912097488	0.900942530079405	0.925335709255294	0.882954715737217	0.871755632439765	0.978343243818486	0.970826039077715	0.747248537855875	0.955446050062159	0.975514202105982	0.910620867199083	0.946382977974932	0.933438862695463	0.979452287176459	0.956543190428165	0.893854271478136	0.548843076770386	0.937786088456495	0.87785103768062	0.779494605662295	0.942006942418268	0.903787277215524	0.931633758849594	0.80068249928424	0.845155924605114	0.902160036278768	1	0.939246738073943	0.758503197295205	0.966913531844354	0.82807921525014	0.960895397472507	0.721828943493954	0.951967778872099	0.859365896738045	0.953962285678875	0.945316452452563	0.757873423547165	0.845514631306556	0.947262944436036	0.835060381292221	0.972632539875765	0.934134986235588	0.871478243327483	0.938977446689582	0.959699032301006	0.914247378372892	0.945783953241176	0.930096036404182	0.885663233067076	0.941145279005202	0.966560033227013	0.977857777827625	0.956081051791426	0.972437491630876	0.933966627336438	0.755087855837576	0.897832128773864	0.906777644248345	0.931057453121028	0.864445293437114	0.926261088044526	0.939681864806673	0.662752718684259	0.40848911745503	0.605321805661395	0.64291769511556
NRCAM	0.943524107698928	0.951892398636746	0.965163466689423	0.976161372504309	0.958987518164778	0.949641959355176	0.97279341127149	0.98040251083218	0.800016519636931	0.964586584918607	0.978439330448401	0.953322350542593	0.914725929400871	0.982448377290776	0.949782950520368	0.939276432092695	0.865800556661944	0.945391496054984	0.969026923852163	0.978585147251226	0.937657136531037	0.986477728977428	0.979192618127562	0.920999386926679	0.860539803640438	0.644836233996911	0.924317323943768	0.967619603512538	0.907405576400214	0.995310295288606	0.928161492051883	0.997422659284225	0.87576999541995	0.97208950431274	0.966965046042246	0.939246738073943	1	0.917449406588675	0.929064080040241	0.934161576355423	0.993932195957724	0.819521931988494	0.91211229212842	0.980112403718176	0.942193461721068	0.989572745584895	0.866593534763693	0.74974273950276	0.889208197105021	0.797637801017363	0.94164587187773	0.960336343419145	0.859325207605254	0.928728699049307	0.970987009136877	0.977536629007821	0.987798429375571	0.99418937636462	0.784956196065657	0.991171031018039	0.976472219502225	0.984147036329722	0.92270618317104	0.960606182547229	0.895599976858801	0.684116635610098	0.919175134000019	0.986657150755534	0.934612323987317	0.797872467650936	0.913608311614596	0.935417640504604	0.654150497193305	0.384602521039013	0.622444009411817	0.616104996169306
OPRD1	0.873353072414174	0.788313149234387	0.802219799443843	0.897712075314786	0.791249612929394	0.936756121833859	0.930171552844148	0.890463147467911	0.549790529121681	0.796079132110611	0.91555179301045	0.815343027839204	0.782954232755128	0.930805227456666	0.782280738272032	0.752570878015954	0.778123238632158	0.778654511588413	0.824307587362737	0.879080276499017	0.777163516089166	0.887232081269668	0.839002906234926	0.728213270362381	0.670020807144756	0.544029951743163	0.732295823206736	0.87893583185089	0.837469861583222	0.900823009438867	0.767796405334332	0.912935537899293	0.750969221773406	0.973942218386258	0.860430946448715	0.758503197295205	0.917449406588675	1	0.749683583734667	0.842239190522243	0.880520919714227	0.703270916614239	0.71353864927659	0.961135651190922	0.759088472930215	0.872518803152181	0.772573625025565	0.508048764448302	0.685289573134233	0.64757314667429	0.758205607283069	0.829057696826238	0.749954262423868	0.759339883354653	0.819104696584814	0.870396542647154	0.878059272738049	0.905864201629539	0.556431535822177	0.89805119559973	0.842971233461033	0.850516692746521	0.737596603821809	0.798968549307412	0.753278426655336	0.516323288171304	0.81352976924754	0.918230547410843	0.774381508655037	0.638174501529697	0.778939888652853	0.811049745683839	0.49776275175838	0.260310553927804	0.534063633161362	0.46198743760906
TRAF2	0.842748559881946	0.947745101658565	0.977417988430287	0.884833929561266	0.990158395830908	0.820721255494232	0.859434297449011	0.912553241734607	0.881656777800296	0.975580261780354	0.893160891925514	0.942663443834765	0.917597638579784	0.87976321554464	0.990708700724726	0.978148386820733	0.791863865657796	0.987278728239212	0.980199235921127	0.935624120445265	0.987424642007728	0.950847259978942	0.97292552169784	0.977426263998266	0.925422923127855	0.626627526276195	0.942785429712625	0.894226172901425	0.815605416856227	0.947128068718921	0.961224263992225	0.927935382065622	0.846765169683082	0.842341636694372	0.932699232281165	0.966913531844354	0.929064080040241	0.749683583734667	1	0.863026351934026	0.951072509885155	0.774218491165883	0.982566177397619	0.852698146026568	0.962644811043902	0.954412507360899	0.804626921263912	0.901277154365297	0.977278370418401	0.900499357524342	0.989457843336268	0.961120287610042	0.910415808437728	0.970008150881804	0.979499649435334	0.94477944512424	0.960912077713185	0.92909562099429	0.940149200402944	0.952538516479575	0.975540417758761	0.972099832374676	0.99022109893465	0.987294423232385	0.969717355930986	0.851574809986849	0.949290191701294	0.91387705308526	0.970320957970108	0.915100104287935	0.959586309148447	0.968101933635125	0.761790158447042	0.545408791466413	0.71727889150244	0.755303117493907
EDNRB	0.820944389796685	0.869615946883792	0.896650292403455	0.976010438016537	0.897155254551309	0.962926428122745	0.972841844321629	0.978333197451245	0.664922426950611	0.890572761885261	0.947746898247878	0.930980525983764	0.925172361750081	0.971935502847115	0.876400960267512	0.897478011418647	0.967416378547288	0.912454159982669	0.896321172191292	0.974214488744826	0.890182300658421	0.945446419394791	0.905716020636891	0.888019945581965	0.839244989252913	0.78393838733265	0.928306192917064	0.98449095248183	0.991513501503695	0.943659643404505	0.949096668908323	0.950372627002717	0.958156002764337	0.912734490757479	0.956799236406017	0.82807921525014	0.934161576355423	0.842239190522243	0.863026351934026	1	0.929227887069936	0.940295926682838	0.883446034023579	0.935920088249428	0.918631524043363	0.95174916218282	0.954525202696223	0.720281683737768	0.841498577239004	0.694485179566256	0.893112718001116	0.932126991710489	0.758984058659639	0.903085153989194	0.936533268363143	0.967971380143262	0.939326331618384	0.951244115007353	0.703151421916861	0.929392620346365	0.91404992197498	0.914819564288195	0.871765065699935	0.908614987941844	0.792137687957679	0.624863862208311	0.846804883311108	0.952803855772272	0.92278989149768	0.684966261418746	0.818768316084698	0.849257299733457	0.680658610613917	0.384485431339441	0.593333506066023	0.587420656569947
IGF1R	0.933216606946445	0.966364426084441	0.981702652054086	0.965538376594067	0.974982984728641	0.925005743682739	0.954829652380282	0.971617027402437	0.838811292446483	0.983204556395651	0.967845006896422	0.959573150479952	0.92448193367249	0.966234195314694	0.968982381503454	0.9613528655535	0.855779805912078	0.966097130946709	0.985743299221325	0.97705775944246	0.955014167326361	0.986939937173963	0.988351911641738	0.943769196811445	0.885551653653575	0.645435226247753	0.944320736316842	0.958616849595122	0.894833525642384	0.993846255547428	0.938709453156548	0.991597049756097	0.882655193819752	0.949664972262795	0.96827208100015	0.960895397472507	0.993932195957724	0.880520919714227	0.951072509885155	0.929227887069936	1	0.81637343408177	0.940947862714881	0.958543035344178	0.960721889056438	0.992932116878418	0.861782034692677	0.793809590339382	0.9165103735881	0.809178625191018	0.963683857327754	0.973364335903972	0.867083511097346	0.950246792700312	0.984574578142106	0.977224065413315	0.99228206853102	0.989428261117109	0.81721850142488	0.990865078881942	0.985625701168719	0.99179357305278	0.948853054467147	0.976226078004595	0.91539914365883	0.714394548301203	0.925218220344425	0.980807185411231	0.951759037636646	0.830548383042005	0.930463105542814	0.948140582697275	0.691794130356668	0.392381588216077	0.625609688906526	0.629034767203922
LINGO1	0.691362517990087	0.750751031101219	0.794526631254948	0.90060154913814	0.813068781281382	0.890870242812433	0.891495618778014	0.906878849220892	0.576533000624271	0.79137966191704	0.819004957425733	0.905235539993713	0.925656575479548	0.868649109054362	0.786727371537371	0.820306145281005	0.982460212613522	0.844808072190457	0.788281962372059	0.906608624263974	0.832720107835653	0.86477388842787	0.81178401886393	0.848262715535982	0.858514447393623	0.865137545327382	0.887005787826624	0.927150311501355	0.95903712866945	0.846860212354322	0.909167053742132	0.851019318698641	0.979625502200893	0.802018481970869	0.906056002147812	0.721828943493954	0.819521931988494	0.703270916614239	0.774218491165883	0.940295926682838	0.81637343408177	1	0.814276816551453	0.81322112884969	0.838667887995432	0.859493621853848	0.977221368296776	0.709760419405994	0.763826252429735	0.609041401144715	0.825071942080286	0.871871570216121	0.621678898881413	0.867081096992875	0.856656218832077	0.89994889348701	0.843838700999105	0.835993785715309	0.652879983828271	0.832932730396966	0.815077770062639	0.820546787508153	0.792419926135115	0.830849495776346	0.67715077937232	0.580900565492394	0.739599425533767	0.863849733145047	0.884429222646464	0.615419960191642	0.73188275341081	0.759820296725743	0.696721842307552	0.413241917045656	0.557787200236401	0.556931929312995
IGF2R	0.806699358670204	0.940161736462217	0.962842735094242	0.884653609303552	0.983030604473688	0.811929089696274	0.854173358668018	0.911152362609578	0.87173902090309	0.970510944739787	0.887109677766895	0.944739508374445	0.928738879272635	0.87283975459886	0.985094563521022	0.988518720616223	0.826343323477412	0.985893578274118	0.97157826312156	0.937039868982876	0.975120931150541	0.946328968839808	0.963739385896243	0.985243086464953	0.94310840868358	0.696925498514238	0.969607210663452	0.900652708611027	0.841759760627172	0.937398829867806	0.964773695515839	0.919345714848345	0.881253724097882	0.817209279497515	0.927047230962645	0.951967778872099	0.91211229212842	0.71353864927659	0.982566177397619	0.883446034023579	0.940947862714881	0.814276816551453	1	0.837105628281898	0.97537418224095	0.950916604168161	0.835174541946652	0.915389870705139	0.983423027426067	0.8389570734132	0.990176181607191	0.967331124830766	0.868746022164077	0.972671279441249	0.975516454099668	0.9421108961596	0.949169172765645	0.915965930986336	0.91110187853427	0.935297122819751	0.966463534770229	0.96016779981587	0.990919134427132	0.984080280818302	0.944924096988862	0.813451708197319	0.919288514682019	0.907724628071422	0.976260806086422	0.868643095139693	0.924057361930646	0.942601810654545	0.753219920827606	0.496262168741374	0.666871497049659	0.709953419062753
