""	CD2	CD3G	CD3D	KLRD1	KLRB1	CD44	DPP4	CXCR4	ADGRE5	SMAP1	ITGAL	CD69	PTPRA	APLP2	ITGA4	PTPRC	IFITM1	ITGB1	CANX	PTGER4	HAVCR2	ITGB2	LPP	CD46	SORL1	C1QBP
CD2	1	0.839908288540964	0.583264768335411	0.860762130886423	0.911550568605614	0.835950125606204	0.302301359147083	0.847045725189753	0.47966449418771	0.42263187111923	0.870960449041402	0.821970397104181	0.603891638597238	0.645340493590353	0.547324474035533	0.760291093040941	0.934328832060938	0.863856291227065	0.440151678544721	0.770391748012175	0.107062317970469	0.597117737556455	0.438295088469187	0.194773607690158	0.500233486449824	0.649000268988883
CD3G	0.839908288540964	1	0.060362983152875	0.576508600968731	0.894044002678177	0.548726584596825	-0.226495386680851	0.770565666396981	-0.0562211214737832	0.629608101986399	0.82669634515327	0.889900322587607	0.59064108384916	0.732032524616182	0.0189219971760664	0.526571334655747	0.758286781781889	0.714775399661673	0.18510447389808	0.679694532094369	0.214543971153998	0.455922008040438	0.556036170264296	0.233915218900622	0.649587152930641	0.25115240896458
CD3D	0.583264768335411	0.060362983152875	1	0.777961871777153	0.355104863563963	0.718074948954915	0.870413560432687	0.374302620868388	0.944052203482505	-0.228905628237976	0.365051727729036	0.164611114450343	0.196332049520499	0.041601878393737	0.981738646313387	0.575481191025273	0.592701791100745	0.485545544527106	0.500056502638596	0.391953202611136	-0.192067535807585	0.349938914568247	-0.0830550473865058	-0.0609932005504057	-0.114727220209334	0.805656350835598
KLRD1	0.860762130886423	0.576508600968731	0.777961871777153	1	0.725924657458231	0.84053521139533	0.452513866938272	0.642554295019538	0.594650378254122	0.0572187035364687	0.707451469135417	0.602877731510672	0.548433873498066	0.398516137732807	0.702569969769048	0.71968364718604	0.863221173256092	0.627655858240087	0.34620826422878	0.742685236128346	-0.0974096161809612	0.331353681200102	0.169789064218041	-0.0183353607745033	0.148941226636658	0.638072817228413
KLRB1	0.911550568605614	0.894044002678177	0.355104863563963	0.725924657458231	1	0.645097260350592	0.0582223190104738	0.783865683988972	0.245633258207527	0.432964034934333	0.753640449713417	0.918755606751619	0.581277198980442	0.618407550173902	0.338040898754299	0.62972604293866	0.771779981914048	0.788272182924555	0.305943744418024	0.757714695363606	0.233196631311299	0.511780120917361	0.453020281515221	0.208790441404753	0.576039250184744	0.484769287976664
CD44	0.835950125606204	0.548726584596825	0.718074948954915	0.84053521139533	0.645097260350592	1	0.46761741205425	0.801485844286664	0.649906143135676	0.202187654605416	0.844627501987657	0.578266700352088	0.638575646900755	0.495750948393108	0.650491664648792	0.812522039011192	0.916026816742843	0.672430221083658	0.534851219680717	0.768976007177822	0.0915777145488937	0.448287650190032	0.442909373510347	0.229273532485198	0.359347070814596	0.591682392681487
DPP4	0.302301359147083	-0.226495386680851	0.870413560432687	0.452513866938272	0.0582223190104738	0.46761741205425	1	0.168966880462535	0.936567013608997	-0.352305773910652	0.0570465369683507	-0.0650013760991416	-0.00288947461635346	-0.0923871854849176	0.920187045931367	0.432134346449923	0.284659298799394	0.324734997759534	0.493724304424766	0.0989135470985803	-0.166090116109958	0.31829819456505	-0.185337478481319	-0.0635243212910739	-0.162787647363647	0.735805398994392
CXCR4	0.847045725189753	0.770565666396981	0.374302620868388	0.642554295019538	0.783865683988972	0.801485844286664	0.168966880462535	1	0.349270232511608	0.530706722303039	0.863707501787131	0.816812109045823	0.796574523098327	0.840668952021742	0.344346535063101	0.864269406684481	0.844173462439359	0.875681676486385	0.615046190772574	0.818918835800824	0.538143132403077	0.632023042503625	0.816370037412465	0.592449222597576	0.819302609416077	0.528720885319856
ADGRE5	0.47966449418771	-0.0562211214737832	0.944052203482505	0.594650378254122	0.245633258207527	0.649906143135676	0.936567013608997	0.349270232511608	1	-0.220447343637317	0.252594696977126	0.0895635546172953	0.122229195289474	0.012269394535493	0.970121859520926	0.545166997676681	0.464939765761246	0.448054555784461	0.546731283097072	0.293219122653995	-0.0688659791051083	0.375335479214494	-0.0240016903008117	0.0437483940836281	-0.0522325770272185	0.768126840107393
SMAP1	0.42263187111923	0.629608101986399	-0.228905628237976	0.0572187035364687	0.432964034934333	0.202187654605416	-0.352305773910652	0.530706722303039	-0.220447343637317	1	0.602792353868518	0.447367478821178	0.288572487081885	0.596788810050011	-0.243681862161662	0.241035195284081	0.453996752260101	0.555624122125482	0.305808708554679	0.26449979798009	0.338486892607414	0.668524077961814	0.557430689040199	0.465512060015531	0.67229235840366	0.102186615572337
ITGAL	0.870960449041402	0.82669634515327	0.365051727729036	0.707451469135417	0.753640449713417	0.844627501987657	0.0570465369683507	0.863707501787131	0.252594696977126	0.602792353868518	1	0.699358298580828	0.62698252857241	0.692626963534584	0.283716695305918	0.676540774556596	0.957302443972466	0.780243374895447	0.474245978046313	0.714837171686239	0.132372064487341	0.595412954872146	0.583740695526634	0.310589032509467	0.570868569265406	0.464458024156811
CD69	0.821970397104181	0.889900322587607	0.164611114450343	0.602877731510672	0.918755606751619	0.578266700352088	-0.0650013760991416	0.816812109045823	0.0895635546172953	0.447367478821178	0.699358298580828	1	0.787193541306143	0.781455639845716	0.145784541020794	0.698655770562091	0.681979380196976	0.697400750602075	0.186446216734465	0.858327424890682	0.428999654879942	0.387105296199662	0.61800868952328	0.335311438552025	0.701298476453097	0.277113141292068
PTPRA	0.603891638597238	0.59064108384916	0.196332049520499	0.548433873498066	0.581277198980442	0.638575646900755	-0.00288947461635346	0.796574523098327	0.122229195289474	0.288572487081885	0.62698252857241	0.787193541306143	1	0.807425266123167	0.12874939319601	0.818170444194412	0.616841403020349	0.516383180882614	0.237931196374786	0.925352482412634	0.582816577567559	0.205796054620657	0.741411774026582	0.526386921813594	0.645457601430887	0.161684311178799
APLP2	0.645340493590353	0.732032524616182	0.041601878393737	0.398516137732807	0.618407550173902	0.495750948393108	-0.0923871854849176	0.840668952021742	0.012269394535493	0.596788810050011	0.692626963534584	0.781455639845716	0.807425266123167	1	0.0250600171481574	0.657421026281769	0.624825417269783	0.720223726072602	0.277231682969923	0.706089325821863	0.56782780502267	0.457103248168419	0.842614910154535	0.627449398170157	0.800304324314799	0.228069806210284
ITGA4	0.547324474035533	0.0189219971760664	0.981738646313387	0.702569969769048	0.338040898754299	0.650491664648792	0.920187045931367	0.344346535063101	0.970121859520926	-0.243681862161662	0.283716695305918	0.145784541020794	0.12874939319601	0.0250600171481574	1	0.539030569049421	0.515473050454351	0.495215764982468	0.510234062394042	0.317504624194383	-0.155770566497599	0.380070276728331	-0.0960488089894017	-0.0454869729631647	-0.0967392107775237	0.82759197105779
PTPRC	0.760291093040941	0.526571334655747	0.575481191025273	0.71968364718604	0.62972604293866	0.812522039011192	0.432134346449923	0.864269406684481	0.545166997676681	0.241035195284081	0.676540774556596	0.698655770562091	0.818170444194412	0.657421026281769	0.539030569049421	1	0.754093134954168	0.727792748796721	0.638318427286062	0.831947956517867	0.455584692080758	0.534467622517251	0.618022448524771	0.419461255363127	0.629697840050464	0.590725487135345
IFITM1	0.934328832060938	0.758286781781889	0.592701791100745	0.863221173256092	0.771779981914048	0.916026816742843	0.284659298799394	0.844173462439359	0.464939765761246	0.453996752260101	0.957302443972466	0.681979380196976	0.616841403020349	0.624825417269783	0.515473050454351	0.754093134954168	1	0.804004744502077	0.505331598567405	0.751063919738216	0.0428730333856399	0.592479463064359	0.458408242852566	0.220010728665827	0.446201283594232	0.617547415401317
ITGB1	0.863856291227065	0.714775399661673	0.485545544527106	0.627655858240087	0.788272182924555	0.672430221083658	0.324734997759534	0.875681676486385	0.448054555784461	0.555624122125482	0.780243374895447	0.697400750602075	0.516383180882614	0.720223726072602	0.495215764982468	0.727792748796721	0.804004744502077	1	0.700533148224097	0.580086639923915	0.342063687390762	0.841403991733671	0.582495373087803	0.460977474628073	0.70002632749245	0.783054161543919
CANX	0.440151678544721	0.18510447389808	0.500056502638596	0.34620826422878	0.305943744418024	0.534851219680717	0.493724304424766	0.615046190772574	0.546731283097072	0.305808708554679	0.474245978046313	0.186446216734465	0.237931196374786	0.277231682969923	0.510234062394042	0.638318427286062	0.505331598567405	0.700533148224097	1	0.24654449051568	0.352849651276552	0.802540750434011	0.422189409648117	0.456938918559516	0.54178366333748	0.765986474155142
PTGER4	0.770391748012175	0.679694532094369	0.391953202611136	0.742685236128346	0.757714695363606	0.768976007177822	0.0989135470985803	0.818918835800824	0.293219122653995	0.26449979798009	0.714837171686239	0.858327424890682	0.925352482412634	0.706089325821863	0.317504624194383	0.831947956517867	0.751063919738216	0.580086639923915	0.24654449051568	1	0.433202044100646	0.244135702237051	0.61509939572807	0.399189719297345	0.540179468811506	0.288083274476874
HAVCR2	0.107062317970469	0.214543971153998	-0.192067535807585	-0.0974096161809612	0.233196631311299	0.0915777145488937	-0.166090116109958	0.538143132403077	-0.0688659791051083	0.338486892607414	0.132372064487341	0.428999654879942	0.582816577567559	0.56782780502267	-0.155770566497599	0.455584692080758	0.0428730333856399	0.342063687390762	0.352849651276552	0.433202044100646	1	0.224946645318341	0.812635758482951	0.861168968168947	0.786000139639766	-0.0149511250597869
ITGB2	0.597117737556455	0.455922008040438	0.349938914568247	0.331353681200102	0.511780120917361	0.448287650190032	0.31829819456505	0.632023042503625	0.375335479214494	0.668524077961814	0.595412954872146	0.387105296199662	0.205796054620657	0.457103248168419	0.380070276728331	0.534467622517251	0.592479463064359	0.841403991733671	0.802540750434011	0.244135702237051	0.224946645318341	1	0.39446528329383	0.348857097419905	0.613875714072871	0.744785729844569
LPP	0.438295088469187	0.556036170264296	-0.0830550473865058	0.169789064218041	0.453020281515221	0.442909373510347	-0.185337478481319	0.816370037412465	-0.0240016903008117	0.557430689040199	0.583740695526634	0.61800868952328	0.741411774026582	0.842614910154535	-0.0960488089894017	0.618022448524771	0.458408242852566	0.582495373087803	0.422189409648117	0.61509939572807	0.812635758482951	0.39446528329383	1	0.828881535775132	0.895775489585362	0.0874696979239973
CD46	0.194773607690158	0.233915218900622	-0.0609932005504057	-0.0183353607745033	0.208790441404753	0.229273532485198	-0.0635243212910739	0.592449222597576	0.0437483940836281	0.465512060015531	0.310589032509467	0.335311438552025	0.526386921813594	0.627449398170157	-0.0454869729631647	0.419461255363127	0.220010728665827	0.460977474628073	0.456938918559516	0.399189719297345	0.861168968168947	0.348857097419905	0.828881535775132	1	0.718635520828226	0.102914932875625
SORL1	0.500233486449824	0.649587152930641	-0.114727220209334	0.148941226636658	0.576039250184744	0.359347070814596	-0.162787647363647	0.819302609416077	-0.0522325770272185	0.67229235840366	0.570868569265406	0.701298476453097	0.645457601430887	0.800304324314799	-0.0967392107775237	0.629697840050464	0.446201283594232	0.70002632749245	0.54178366333748	0.540179468811506	0.786000139639766	0.613875714072871	0.895775489585362	0.718635520828226	1	0.230077015746922
C1QBP	0.649000268988883	0.25115240896458	0.805656350835598	0.638072817228413	0.484769287976664	0.591682392681487	0.735805398994392	0.528720885319856	0.768126840107393	0.102186615572337	0.464458024156811	0.277113141292068	0.161684311178799	0.228069806210284	0.82759197105779	0.590725487135345	0.617547415401317	0.783054161543919	0.765986474155142	0.288083274476874	-0.0149511250597869	0.744785729844569	0.0874696979239973	0.102914932875625	0.230077015746922	1
