""	SIGLEC10	CD40	C5AR1	CCR1	CD86	TFRC	CCRL2	CD163	CD74	LILRB1	LILRB2	TNFRSF1A	TREM2	ADGRE2	HLA.DPA1	SIRPA	ITGB2	HAVCR2	ENG	THBD	SDC4	TLR4	KCNQ3	TLR2	ADRB2	TMIGD3	FPR1	TNFRSF14	GPNMB	CD93	ITGB1	CD44	IL6R	AXL	STAB1	HLA.DPB1	NECTIN2	CD63	PILRA	CD4	CD68	PECAM1	PLAUR	APLP2	ITGB5	ADCY7	TSPAN14	UNC5B	SORL1	CXCR4	CANX	CD81	ITGAM	IGF2R	ITGA5	CD72	ADORA3	TNFRSF10B	PLXNB2	TLR7	TLR1	RXRA	TREM1	ITGAV	TRPM2	ITGA4	CD33	SDC2	NOTCH2	LPP	LRP1	RHBDF2	VSIR	PTPRC	PTGER4	SLC1A5	RACK1	SMAP1	ITGAX	ITGA6	SORT1	ADGRE5	SCARB1	CADM1	CD69	C3AR1	ABCA1	NRP1	MCFD2	TNFRSF1B	SIGIRR	PTPRA	NCSTN	TNFRSF21	MRC2	CD47	RPSA	LRP10	IL2RA	TRADD	CD46	C1QBP	SDC3	NCL	PTPRZ1
TMIGD3	0.259211615750293	0.609876202718828	0.0981279738282706	0.503534090294349	0.353903855234522	0.553950397304251	0.82746790576838	-0.00536587050942131	-0.167819480972375	0.22410604058843	-0.245811744699572	0.135260905964039	0.540260162056362	-0.0899291344500525	-0.406447387008799	0.383264876227853	0.277269157694121	0.837424178232531	0.238118369960967	-0.17700902316307	0.419031973964321	-0.0536722177837395	0.0721732698415245	0.328211568715718	0.83387908851114	1	0.569575770839481	-0.30555924969001	0.493452145451297	-0.135694256619888	0.410892140060813	0.0143957041959223	0.703911691977744	0.488326942266136	0.0446418147195112	-0.526449753848389	0.0717642652705913	0.284347188087372	0.47267330263487	0.206084197301298	0.326359304944498	0.109261873722153	0.606165394450076	0.421912621349889	0.136211325503495	0.0547894286985739	0.663808704906059	-0.0497147195893727	0.630175838366664	-0.3344845270825	0.0403868620585587	0.272959079455836	0.107636765736156	0.0227000876790264	0.479142011107166	-0.620216360959944	0.18026710372483	0.401266481540233	0.113349189023139	0.383842012790488	0.352122407147045	0.381713854085633	0.159565821052577	0.643256710876952	0.259506303754134	-0.330729479014625	0.133298183447858	0.217854773263928	-0.351901094811356	0.0765359990518982	0.268407741792166	0.378055821198789	-0.0265850928836305	0.239287074530823	0.655898067588813	0.389713248560698	-0.156234543026239	-0.0898367785397983	0.702296709671966	0.280330610008469	0.456812825602463	0.203189548743655	0.52027574704143	-0.348480195607269	0.320374301555987	0.656114180060317	0.517250407740322	0.260412797386961	0.0745111752216299	-0.0700114029127486	0.10640905168932	0.0477001228594752	0.30144318956497	-0.324821022723108	0.113914414281022	0.171146585942768	-0.0864133560217153	0.218499170343422	-0.374460316787268	0.173353788476843	0.0628560293305246	-0.016492171929702	0.150641921223992	0.0119355019808659	-0.0403606668665102
FPR1	0.647904967215408	0.751226164914708	0.554155428962555	0.6325846662315	0.674014838233524	0.645550256560346	0.544124369655436	0.42329073290617	0.514262720028649	0.706085762377412	0.201341518618114	0.46579092514286	0.760751827559832	0.478917069295527	0.238223002841251	0.535756307606261	0.678292809420911	0.71783562425211	0.56366183376334	0.241729229644263	0.268265095799336	0.448740418287036	0.572855310123583	0.647594653155186	0.414471548445183	0.569575770839481	1	0.283422035053076	0.306112531768552	0.379988802330864	0.570946354221791	0.400220995046757	0.67986332802662	0.751253114599884	0.454459554358594	0.110276735197299	0.470879703218451	0.457078932997705	0.57450266049626	0.654933073519145	0.554039487699549	0.353056181667485	0.573654615769783	0.602366948560422	0.531868483275247	0.478579163986286	0.787157453006343	0.426045597531103	0.624201314476768	0.00460302916409685	0.413249923105159	0.630938538906395	0.437991150692898	0.231517534289351	0.474888190198565	-0.134297350501815	0.55471026875359	0.522356368330879	0.463895766882411	0.689954942925431	0.601430198464022	0.459638336948615	-0.0199038993747094	0.738371205508718	0.599271024767169	0.280240151077052	0.534998377398488	0.0876297334130515	0.0664678921958657	0.354512640881004	0.522551726466852	0.567564226419351	0.513951213725632	0.708991271318495	0.781053688273963	0.574437118010973	0.402087680843428	0.309845779690128	0.309187339934707	0.596737834487747	0.455563388177747	0.228862845921405	0.522735640914238	0.145084549836378	0.518376638155142	0.751745775137505	0.544285808640247	0.511654076106573	0.361410818352831	0.505390552212861	0.347521303394446	0.250023993661503	0.413221752774235	0.0523971508096795	0.29422800462191	0.496981577753738	0.421879916523882	0.595056816388692	0.221665484057809	0.427180163111503	0.483715000217433	0.361279235463814	0.379118262350865	0.433417025312783	-0.0107831213678398
TNFRSF14	0.623850275805308	0.294537713935839	0.606837002056339	0.31830289941224	0.417149264045834	0.0651698714324797	-0.185808913602917	0.705905062341526	0.774192054341006	0.505359788062287	0.661903696522295	0.635490038356262	0.440954411094883	0.512271617251975	0.73091127428193	0.555254869710308	0.656274410436111	-0.218672019250241	0.604227486568487	0.74267382113815	0.196678681111355	0.563484025038216	0.444698824930812	0.323719000466301	-0.448089244528905	-0.30555924969001	0.283422035053076	1	0.252416934140284	0.784330223478988	0.544108776566746	0.752174294913965	0.0740845497220292	0.35775781920468	0.700614456615604	0.715926069277646	0.693142067271693	0.579018026446658	0.225646954273125	0.694342311682172	0.578435496092655	0.378060849194988	-0.0717207539880003	0.529624952333255	0.665540296902393	0.64897980346437	0.187900224473547	0.681961349647502	-0.0782956919298807	0.106945180468813	0.720218313570775	0.658938863288428	0.598299818559219	0.582693366718789	0.251234929142383	0.580837245162045	0.658914757054238	0.229387876124344	0.637531869527263	0.236749878345603	0.106477318165666	0.435773100624106	-0.0444126016740734	0.271877737940594	0.583020228412911	0.829770386660409	0.665462535383443	0.212378207636576	0.698813577752592	0.557723291035725	0.598073324455906	0.0315579744766286	0.354356579058128	0.538377393664209	0.153601158586671	0.304794330022686	0.859725092444432	0.766769440319941	-0.511579954973036	0.447625325632126	0.164184325624526	0.266485159102005	0.272623006208785	0.671326286491677	0.0967328394929424	0.0820144000507341	0.37399285117932	0.577718860552134	0.655742222224068	0.581088349773614	0.58793364528757	0.39875596570402	0.461472094452419	0.635753494814531	0.353112530645272	0.646582862885358	0.811531854412088	0.63895407749938	0.801567580129158	0.635278314082083	0.658159440646112	0.689035498080412	0.528515077754522	0.708250482769021	0.171297093848608
GPNMB	0.541544898213773	0.438924536257808	0.242603488851252	0.660672948392596	0.358451061756145	0.14372784962665	0.405554652940798	0.559364858952324	0.0540173957284806	0.254245013647874	0.387490076620481	0.455980856038395	0.495972694194647	-0.104253167876129	-0.0830829764374988	0.731073257454797	0.561053659338401	0.246080679161305	0.581110373223805	0.511709806200474	0.742843582386782	0.211968520140626	0.0370256420443677	0.380654078426071	0.353360269680071	0.493452145451297	0.306112531768552	0.252416934140284	1	0.429837245587698	0.59845754278933	0.59124772308116	0.410844305142905	0.311538902320468	0.574838789553109	-0.177201406463623	0.46984834016739	0.665878632753216	0.457906698591224	0.436592951280546	0.776852175046087	0.0748916161717246	0.129917563937532	0.690253705330422	0.561053010337503	0.388177939568567	0.299417215569255	0.199384571081236	0.0907823519589057	-0.39519724201389	0.558049229679152	0.485253087430913	0.606594997050136	0.614291402482108	0.546932767049532	-0.108976216047443	0.605099060512677	0.398440467491885	0.442521185803175	0.0397635838661978	0.0409824152144362	0.616950824803191	0.422842923449653	0.386541002759149	0.549132810089604	0.175321886971503	0.387675819481889	0.557526297611875	0.146986692891149	0.309279270894012	0.62790246484485	-0.0751934211534218	-0.302962801590756	0.158599339566933	0.179344472111265	0.332825505624197	0.156141715733154	0.48720401081197	0.14840289230804	0.121992892179147	0.368893110049875	0.34582413518649	0.434019413301489	-0.0468941032075622	-0.182512176067615	0.436578842503671	0.655660935877412	0.707721245920574	0.492070899190453	-0.128810143744451	0.302773902285503	0.134988025078597	0.502185971741353	0.161434820604086	0.0809647986941885	0.577073563652722	0.249529975811501	0.329013077353464	0.3027000389476	0.607989962288979	0.400077669400266	0.368555164003734	0.400324639454199	0.436707443873054	0.00643748543546851
CD93	0.86087841219947	0.377751691437487	0.547678534758185	0.66047777725607	0.341468149048491	0.0156221148891823	-0.118494858598421	0.955097738000843	0.606961799781044	0.603526737337297	0.840997030449936	0.74138602573897	0.469681894149243	0.334330562324983	0.462747740539432	0.652697709966123	0.817785303115031	-0.161159821215921	0.869113968824938	0.888505081885365	0.26137300860326	0.528854889114592	0.357625379234484	0.51468277822832	-0.355090344611182	-0.135694256619888	0.379988802330864	0.784330223478988	0.429837245587698	1	0.566336086393461	0.877415731605186	0.178015084723914	0.283005004181203	0.937883514967118	0.39610547289324	0.735687038431854	0.697814707175529	0.0847799781826846	0.831181307496857	0.815903885150613	0.160328280160133	-0.160582400322182	0.749187833477198	0.90322805179366	0.647621379175955	0.255860124540107	0.652560319454642	-0.187514143494149	-0.231993733616099	0.892833831854546	0.770890644701073	0.875731128239578	0.736047493377911	0.421133715696105	0.419929564191438	0.83818781918217	0.195651306703208	0.73222579930478	0.190441255547886	0.217613704821275	0.589392357665735	0.0704981450077571	0.344289293443385	0.808866824839605	0.852706996544223	0.802747408653092	0.267585109246449	0.459128955077794	0.530521771523951	0.765240106155039	-0.105376861573657	0.0932820898311579	0.496601455382675	0.114745137929161	0.338222304203602	0.660144785744621	0.817423169921879	-0.461999232673841	0.393499484087655	0.194411138369369	0.390456092292221	0.201551472096456	0.444245099628181	-0.0599582246874848	0.278149760748065	0.39216300355729	0.851115178452538	0.733349439590397	0.373707875203825	0.426725075553793	0.32072152514294	0.556076846528549	0.580838196132608	0.241484031329644	0.813612121778345	0.751801280514632	0.612700096603497	0.889654488139677	0.709035578401816	0.715198209589937	0.755765317824632	0.58352695121935	0.749167442306073	0.0798572098764962
ITGB1	0.699469329728447	0.695033331318094	0.48655676206346	0.642886229540764	0.479613973499925	0.470211662285571	0.352683159737932	0.574336477364679	0.433708592134908	0.517593260246676	0.36596472538336	0.81141476338787	0.758888518682392	0.347621977572022	0.232816232525217	0.768510024188236	0.74922595715884	0.366350644822461	0.756232711727515	0.514253400641614	0.578239119483695	0.407141665903791	0.443385268643204	0.444198240932444	0.194207348004688	0.410892140060813	0.570946354221791	0.544108776566746	0.59845754278933	0.566336086393461	1	0.712241767923694	0.606084048515307	0.652753606350207	0.604370697453059	0.143970070627787	0.827059204411911	0.856854441592421	0.452196456143806	0.726983676084258	0.713295714566341	0.329276818772506	0.278530343751616	0.845617879009135	0.68129405157653	0.454564483638447	0.644707555693444	0.635400349517314	0.39730907501518	-0.161155322856729	0.764147633448986	0.811885301549209	0.59753423614099	0.576520029895974	0.658321366122928	-0.0554186869711249	0.645556679194335	0.57218007044099	0.707009738482168	0.459932473532036	0.288872328455347	0.690009701015199	0.206840891577312	0.760264126068717	0.648950374594956	0.517316042541285	0.648886461737931	0.589181638515916	0.438704995495835	0.740005325653335	0.771399071026787	0.261991371765084	0.162048081249758	0.610519122207294	0.526989558666596	0.480185645423432	0.675431739513979	0.644079636152598	0.080467448593853	0.699886228428419	0.591035955078805	0.602963642922853	0.555660427488614	0.431232790953571	0.307437406807265	0.413112475747665	0.703822150002984	0.700460491371267	0.79546754853046	0.447950297953876	0.619830645855879	0.61229304544635	0.696621294886225	0.46936679089042	0.586727005748997	0.796139613940069	0.740243381201439	0.813445683179906	0.368330171359399	0.770342957069502	0.701369777927629	0.732399503533804	0.713464422542118	0.804717871346471	0.311355696894093
CD44	0.784916542364439	0.452627329191987	0.594101241495653	0.671059768093694	0.457537842807145	0.109061442394859	0.125498349232442	0.881133934564623	0.561857724475803	0.570352067240512	0.760554391996307	0.734449408075165	0.552100516650508	0.295645509235644	0.401700072176248	0.761088312006464	0.817935744471239	-0.041599462977148	0.83736096587876	0.899023537496465	0.563764236714265	0.517322157957166	0.340424404860917	0.424107906307691	-0.146174786041045	0.0143957041959223	0.400220995046757	0.752174294913965	0.59124772308116	0.877415731605186	0.712241767923694	1	0.368729017975448	0.379428421802232	0.873218504586166	0.344888028479541	0.798911262256744	0.780685226506357	0.331551110290973	0.774597401933457	0.838231188511316	0.258719091444322	0.091194607639347	0.846149668459901	0.823729836298935	0.53901261830505	0.302253247142814	0.630006772816086	-0.0740008664877244	-0.288583971563057	0.87996966318466	0.770070455156471	0.814975378734633	0.775702805241982	0.533059994923491	0.33094872192293	0.751244198956772	0.350319909847088	0.669807997824415	0.293343900227555	0.144554653691508	0.599425839020146	0.225473370715399	0.46088744388823	0.696287789319496	0.770324715940185	0.763760363322511	0.459775709177605	0.540223679044755	0.570076492590947	0.800995567205087	-0.103722971230092	0.0438877848823891	0.457676604819985	0.214385990763738	0.323371867046173	0.689983841039925	0.807287503977099	-0.336371146488727	0.416855423337351	0.235130788637286	0.382666538240222	0.396325314844509	0.470505395967217	-0.0834427203595472	0.223690697929578	0.609589692845699	0.83631965186444	0.765889131575893	0.346604830210412	0.51353313950661	0.381361525967549	0.583181173813529	0.607604634447353	0.321602772431059	0.812310602978753	0.74045889341269	0.643682800254921	0.754250120075129	0.738417289354851	0.68916948147492	0.710976956182942	0.625327519204548	0.775895155509771	0.123059470360195
IL6R	0.447747632630722	0.705814151814089	0.432174735772894	0.576555835938927	0.486093581523409	0.714803048609589	0.707760308574003	0.246325692478511	0.170250598858348	0.465344655221321	-0.0325890971122201	0.411288643187906	0.67973521224655	0.230900964363271	-0.113591041818842	0.520981956555079	0.503515881788116	0.775213066163142	0.47053198109689	0.126828638067905	0.438727046803922	0.17236691601684	0.430372684170965	0.485980551302009	0.56497595583309	0.703911691977744	0.67986332802662	0.0740845497220292	0.410844305142905	0.178015084723914	0.606084048515307	0.368729017975448	1	0.69601079519674	0.296689629197284	-0.209355361915321	0.396541339676206	0.44546096447872	0.542620427609759	0.469729051448144	0.469489544281148	0.264354546658105	0.700319379685081	0.590378050614571	0.373563873659355	0.214061329368264	0.762666054556909	0.245213951873367	0.676549676652773	-0.250307161022678	0.299334840201378	0.555952085440882	0.309367778788527	0.272477772109995	0.620115515718269	-0.347867223241154	0.325504923804105	0.591026844882509	0.424101707288726	0.513997774397716	0.354610648084245	0.44714698905314	0.159575721569899	0.82090861239265	0.42238325810091	0.0625254137144363	0.37807881274186	0.265318974109672	-0.0280725713283237	0.358987276679765	0.510237160942506	0.490361847145611	0.218446774908905	0.475280609678755	0.716779453434128	0.492347322680154	0.191829863472529	0.167161830824942	0.537395231632137	0.567003362248468	0.498929970366224	0.366735603462429	0.57802330877747	0.0307764612056237	0.417906886317491	0.593216783073013	0.671164351924044	0.423328021459596	0.331465223287502	0.279775293105309	0.251888011165387	0.294965775966334	0.423867939183736	0.00188551057096433	0.382498646284445	0.406504213457977	0.229796526968409	0.512960613603374	-0.0407592363269217	0.321689606771719	0.346828710528745	0.22995084341681	0.358176054535905	0.316399099832971	0.102470405060508
AXL	0.548643352879808	0.706566441972004	0.492194412908449	0.463404160656449	0.625487228967699	0.677343596985685	0.485408373566011	0.331765662552747	0.561164281790058	0.532387314640433	0.108609674294638	0.507642380880913	0.825889837524288	0.531720543040559	0.346802322441243	0.59565856638825	0.608491397149528	0.674610772741464	0.485625572914816	0.140526286704244	0.313786543789466	0.435342622692436	0.592103722734895	0.524663589968257	0.353166945806781	0.488326942266136	0.751253114599884	0.35775781920468	0.311538902320468	0.283005004181203	0.652753606350207	0.379428421802232	0.69601079519674	1	0.384785642773023	0.24287583235268	0.47089275039422	0.519449793504127	0.66954456574528	0.566300352084299	0.503575737040933	0.41830693082863	0.539885852893676	0.542286715862304	0.441758338709753	0.390317413612608	0.746818748280825	0.48539247696061	0.684159782948274	0.139373697732277	0.380689017940706	0.675694167951412	0.317248041503577	0.230485545184409	0.421859649948812	-0.0238610693192001	0.493418973759723	0.583554201015446	0.557833240914883	0.597075136037881	0.318171777689087	0.456504559843821	-0.123251325806883	0.763455718437247	0.521232015695825	0.257744313176996	0.505635834151342	0.160941475191969	0.197910712960209	0.497555414227186	0.554385627426275	0.538864450226586	0.537013322600217	0.665143760521258	0.680845598685929	0.603595569356437	0.485993654969023	0.342828720282128	0.240774567619594	0.695591261879386	0.549991901908839	0.260494789891984	0.553600766826462	0.35895841955185	0.529016398092038	0.593313644100918	0.642482435363617	0.432661798307493	0.388814489409997	0.547876591210139	0.426468239871337	0.395839578882721	0.510570770770937	0.129743224469726	0.46630715204169	0.502017960503372	0.459505279895407	0.660472588045395	0.226077463412739	0.478272495444344	0.511491143483499	0.406874003900138	0.434765762024938	0.474843173620678	0.173038032855808
STAB1	0.900249267766138	0.448875483039651	0.523132863476418	0.781842096422576	0.417919496891911	0.0999378462477348	0.0247986500211984	0.977531066447907	0.595159956795425	0.649224570909782	0.836530756250301	0.750392809467875	0.59306362693041	0.295661429600225	0.410457350876493	0.736902145846678	0.8524963084031	-0.0102178197094614	0.924806629385217	0.822741620526254	0.340045272209185	0.530276359083745	0.36656448957469	0.514159096844153	-0.193461812082175	0.0446418147195112	0.454459554358594	0.700614456615604	0.574838789553109	0.937883514967118	0.604370697453059	0.873218504586166	0.296689629197284	0.384785642773023	1	0.311142011084234	0.727018953109988	0.726767723654592	0.217499735806525	0.86648250259253	0.892521527348431	0.186701350190398	-0.0847781354047426	0.813782424728873	0.919190314874896	0.646442615440054	0.335825992158475	0.673368683882367	-0.0906613437895844	-0.299319935859745	0.873409113629651	0.826164961670933	0.887225659327714	0.724391181598179	0.424605520312491	0.293776369598802	0.899489081695911	0.262848813788077	0.757517214246954	0.260367372521447	0.273778233920691	0.610497846960168	0.0166964522183252	0.453402680692547	0.864677906722598	0.799530320728078	0.827880034525404	0.241041572621271	0.373315192155959	0.498823831445798	0.815185562177903	-0.0684725221887746	0.0889922431743163	0.501639002535845	0.215091839543275	0.387126108926949	0.590384804999628	0.773429946127916	-0.350729057786414	0.401740565521672	0.239298154215687	0.344675214269297	0.354910808471714	0.391125260553069	-0.057176780572183	0.394632337881057	0.498612985609837	0.914581299724618	0.687868814536745	0.307063281623771	0.412704101019228	0.273495026474501	0.643300818113559	0.487402275433127	0.236743799738506	0.798922285558794	0.703234876965677	0.623787969937162	0.831328014480152	0.731678148039773	0.709717318440393	0.709933144950021	0.570240529097848	0.712940525780186	0.0342647179687589
HLA-DPB1	0.232271911190537	-0.00407685098576288	0.474503015071478	-0.168208351101533	0.291614333736878	-0.00549694225498658	-0.292795498760396	0.334543053897404	0.870349715406354	0.294443516892943	0.448555928487149	0.180153584106872	0.261534413997901	0.653233978677668	0.975353371109493	0.170290046991825	0.252844645674104	-0.289584277912637	0.164393945774463	0.358018615339267	-0.0592623432124412	0.623774783725772	0.395062527658588	-0.019015803952795	-0.519769869341275	-0.526449753848389	0.110276735197299	0.715926069277646	-0.177201406463623	0.39610547289324	0.143970070627787	0.344888028479541	-0.209355361915321	0.24287583235268	0.311142011084234	1	0.27770010319949	0.0797607215975497	0.263692766551451	0.349991121870484	0.116444783723125	0.413923043008329	-0.0127005181834825	0.0451661540675605	0.189169067468979	0.424745734278483	-0.0699976532809596	0.516258976024056	-0.0882624641798711	0.430873222110483	0.218504780928991	0.300902998058084	0.110756523386293	0.077761433398566	-0.17500852243795	0.753728857670982	0.312714488341764	-0.0257607313510648	0.271824506045943	0.268795918144558	-0.0464810322350881	-0.028301595477453	-0.380818088459027	-0.00437051613594336	0.192658550901624	0.586923427349002	0.343989044193741	-0.214432066593075	0.494725449360265	0.185305050146964	0.140936424167403	0.0357464992397971	0.570045020306282	0.357855238400686	0.0542892714703612	0.0658527224536519	0.735160259859619	0.35469863334122	-0.593136105013456	0.192154234801609	-0.134439308956309	-0.180213285015332	0.0601131512531436	0.698666040643207	0.103543040685713	-0.165712214074646	0.0917536599604824	0.0760081451688587	0.153186102795304	0.633586945675435	0.432331183326132	0.0747313941429496	0.120013128942752	0.366438458583597	0.0902481498936279	0.184119603774347	0.539068645712067	0.283792564122845	0.627200018672387	0.262348641916204	0.28271154583574	0.286358166601895	0.0879796443745055	0.322348710951281	-0.0584454848391091
NECTIN2	0.713821164935386	0.500683538298079	0.559972486891939	0.639138195441547	0.453694590650482	0.358955974659737	0.0221055910571178	0.73068992486778	0.522563424900713	0.59191367477245	0.586696036289367	0.879139218983042	0.578860261451652	0.40220875645521	0.340132893472249	0.719939407557267	0.746657458557787	0.0673999413635061	0.807495444358139	0.693328882829553	0.389438680163565	0.431909280105009	0.529756486149104	0.506288228043226	-0.146118481135968	0.0717642652705913	0.470879703218451	0.693142067271693	0.46984834016739	0.735687038431854	0.827059204411911	0.798911262256744	0.396541339676206	0.47089275039422	0.727018953109988	0.27770010319949	1	0.801050708358716	0.26852864730206	0.77944840960298	0.70602461006986	0.270193361500498	0.040010427577858	0.797642226805981	0.792125235109516	0.572070368428456	0.495752915929269	0.722154841618045	0.177563246102579	-0.0947182822277946	0.875726243574439	0.813825424997237	0.690784003601054	0.664205474803388	0.570343633760327	0.15112981561092	0.698955791769007	0.463602242222455	0.751172547594952	0.403465426361683	0.309075824620051	0.656597506789433	0.161004668851444	0.585560770919489	0.691636840744215	0.759546813815665	0.736511221686036	0.503005269388102	0.62040531646864	0.767270581838747	0.783140706562933	0.205112695307124	0.224194326869948	0.650630945892179	0.347291391647093	0.3289263291505	0.726151273352775	0.767579658288882	-0.141700649232753	0.664411788206854	0.460426233087898	0.623923001916517	0.419202731102353	0.579043141593316	0.18109386039558	0.271206086826088	0.522593879527309	0.721313544729424	0.840810414916305	0.521059148092588	0.549533586168883	0.634374993584366	0.695877786416837	0.645181001671371	0.583763074259905	0.814113862592267	0.80734198567769	0.809324249069654	0.602016927077755	0.744398020519792	0.792851352723621	0.788250538425533	0.752571708378833	0.872168084420672	0.36484177963668
CD63	0.763225120270638	0.608058813399031	0.377957172819381	0.708983489908708	0.415235045906027	0.201824987859992	0.242835563633214	0.704731536231743	0.361203382274476	0.487817254206339	0.498069512166311	0.872728954670349	0.585520776487035	0.150567658629235	0.179114161023471	0.815589881134436	0.766634511062678	0.186896459502726	0.783920100117305	0.64221597163579	0.557039489549023	0.362163407160254	0.317068117877213	0.494419191650063	0.0937326302519232	0.284347188087372	0.457078932997705	0.579018026446658	0.665878632753216	0.697814707175529	0.856854441592421	0.780685226506357	0.44546096447872	0.519449793504127	0.726767723654592	0.0797607215975497	0.801050708358716	1	0.29259947488748	0.713314413336935	0.816339355347571	0.211974965356058	0.0895632100159667	0.904327829759061	0.79134844989041	0.497801127697215	0.471742049611626	0.557807435755208	0.140780813515693	-0.276606494206922	0.882130328742152	0.804612926659385	0.745095024324487	0.732705528600978	0.661012195525414	0.0472332727019191	0.733479711200466	0.508801727597887	0.757365341142094	0.236881320488288	0.180940718862025	0.797519397234713	0.269010051247435	0.625616061898254	0.709534901594622	0.548747922457093	0.694803405821874	0.672674187054413	0.433882309140564	0.822619205253539	0.917236328025198	0.00650916709568616	-0.0459874295400955	0.489013833086079	0.302879943532337	0.477000808968512	0.582862777722425	0.808210676644454	-0.0617235819076844	0.613567322008671	0.644173588800587	0.62798352652462	0.500993386555863	0.435716527805629	0.0829784345466006	0.409499471833086	0.685735813670163	0.84015265208663	0.883985503766975	0.214023442698781	0.513324666901473	0.695835810570752	0.783168418608763	0.59837837697246	0.620074623730438	0.879915818914886	0.702040425012929	0.781423726590987	0.521011117492208	0.826154806360074	0.803894550223179	0.838036324265383	0.862983531937291	0.855586244701711	0.500853300122744
PILRA	0.29463025076137	0.514429791905839	0.507516498304294	0.287444888530046	0.636571480068873	0.548221345520893	0.586494589843874	0.214333562891782	0.463806298500162	0.321098263114945	0.0643454610036769	0.190792402832464	0.664802354157356	0.443236401042406	0.340022205864543	0.52486232408916	0.385986425893104	0.543562080699795	0.255068159535027	0.133948808366475	0.541828694837163	0.430300474920805	0.301666016558574	0.319926678106945	0.459844386095063	0.47267330263487	0.57450266049626	0.225646954273125	0.457906698591224	0.0847799781826846	0.452196456143806	0.331551110290973	0.542620427609759	0.66954456574528	0.217499735806525	0.263692766551451	0.26852864730206	0.29259947488748	1	0.324790351605545	0.382605693924794	0.532485078372438	0.668541820521334	0.382022590478773	0.195148510400284	0.255041538802394	0.445472116995061	0.239165514298172	0.576711312102011	0.0666381257846385	0.136864498295632	0.406248381154804	0.122577296769926	0.10167525438215	0.286505673144556	0.0938838096668732	0.301439513261987	0.492763001657851	0.26117782601472	0.554296397635458	0.120084191790458	0.260520916798092	-0.0186605585372559	0.525060362736104	0.261629000042962	0.0423610604452888	0.241798763050976	0.134344020608285	0.146188347449194	0.126616474420128	0.343084127836041	0.372847362313731	0.397284897905883	0.360105670827598	0.530560063318409	0.332422832558262	0.305583359745094	0.127365983196398	0.239916040005186	0.309486651350684	0.296894828988319	-0.0711262216506419	0.578644372682819	0.197908068836	0.201017940612519	0.414588691276369	0.709293462710579	0.243717472617023	0.12052979390531	0.330148963540601	0.386380162173951	0.0720310769472315	0.248432845396392	-0.0400661045906329	0.0917471064556813	0.234871564770417	0.166908747370291	0.344850177936848	0.111427802934345	0.287308912729687	0.19454445874106	0.0572353217385532	0.148055481740882	0.18412823214878	-0.0874489684453631
CD4	0.879300165885798	0.635677992935468	0.626684105974246	0.746416156234053	0.497967669998886	0.372472641989702	0.176667711152517	0.842484469208926	0.693644919585284	0.774754243647365	0.659276190147704	0.793253072158626	0.728770738499409	0.444818861111107	0.460910817084336	0.728412305170352	0.86528155382495	0.241618292336812	0.89720837805062	0.660524685196253	0.273708898917879	0.594157448393393	0.571015726236061	0.561224180078647	-0.0503826926473193	0.206084197301298	0.654933073519145	0.694342311682172	0.436592951280546	0.831181307496857	0.726983676084258	0.774597401933457	0.469729051448144	0.566300352084299	0.86648250259253	0.349991121870484	0.77944840960298	0.713314413336935	0.324790351605545	1	0.807480809640633	0.352942538840681	0.14580183255836	0.809077366139016	0.869589619270791	0.728188097379742	0.571014014531314	0.780013132229521	0.218024040195659	-0.184449740073702	0.827666611577414	0.907999421266527	0.779057493908941	0.575012538269713	0.500862861899081	0.179709550960389	0.864102923726492	0.428756502278807	0.782389427260424	0.491222427257026	0.458240960729382	0.635831843063615	-0.0911884446442044	0.672848470180841	0.872064024971229	0.773987515067404	0.85842805122149	0.198517840623293	0.363925106804571	0.583181000484449	0.791221861037121	0.232687648243201	0.355855923974502	0.734083087735134	0.5195884549791	0.516656983235758	0.72439509313829	0.710702191081812	-0.149116829065643	0.654171268336161	0.39844720791115	0.400046866025456	0.483102380509977	0.483681560259167	0.292636111772536	0.498284437275057	0.554685126072428	0.816206232353662	0.699365840348856	0.557607604354964	0.575755976905457	0.405373015425677	0.673801707754307	0.445125226366528	0.392765419027779	0.792634948479897	0.80282201124483	0.786308830302963	0.684497174965514	0.719787451105183	0.738836634291118	0.726436713450888	0.63422551882948	0.744045018542393	0.10351443422583
