""	ERBB3	LRP6	KLRC2	ITGB8	PARD3	APLP2	EGFR	THY1	NOTCH4	CHRM3	NRCAM	TNFRSF12A	TNFRSF1A	NOTCH1	CELSR2	ERBB2	CD81	CD99L2	PILRB	CXADR	PLXNB2	CD47	F2R	CD9	SORT1	CADM1	MYLK	PDE1C	INSR	AR	SMAP1	GRM5	KCND2	LPP	CANX	PTPRA	PLXNB1	LRP1	ITGB1	ITGAV	PODXL	GRIN2B	ACKR3	KCNJ10	IL13RA2	PTPRS	LTBR	ITGA3	CNR1	SEMA4C	TRAF2	TNFRSF21	PRTG	NOTCH2	IGF1R	LRP8	ADCY9	EDNRB	MCAM	LRP4	IGF2R	RIPK1	LRP5	ERBB4	LINGO1	TNFRSF19	SLC16A1	MCFD2	GPR37L1	AMFR	RACK1	TSPAN5	SLC16A7	TFRC	RXRA	TSPAN15	HLA.DPA1	S1PR2	JMJD6	TNFRSF14	TRADD	CD2	ABCA1	CD63	TSPAN14	CD53	CD3D	CXCR4	ADGRE5	ENG	SORL1	CD74	C1QBP	ITGB2	CD44	RHBDF2	GPNMB	CD163	CD69	PTPRC
NRCAM	0.669752840548483	0.836940740391852	0.356269953853323	0.973583071336412	0.931042530101059	0.97449160374236	0.463025003877588	0.865612303227234	0.807535929054825	0.912991478599846	1	0.897389281885705	0.953797303784136	0.844591373243813	0.951665924062488	0.931728015635892	0.946344038660689	0.945636626960237	0.872801577522918	0.711194521212889	0.972073291378029	0.938108768727477	0.793331163418018	0.916390170979925	0.967066351251227	0.917072871088939	0.907303258324695	0.93196497899128	0.823057645024459	0.962005394129	0.842249931566757	0.666477889548188	0.846000066893967	0.955783293822002	0.959351810877637	0.948565057730478	0.9402612714148	0.945300109828753	0.950431241533895	0.984073164284888	0.904061309593025	0.886087877948103	0.764865983146597	0.823384408304616	0.914262166014691	0.811392751439038	0.924474722471788	0.922502641986547	0.819801590215213	0.72534765897581	0.535715399556146	0.87752702161029	0.822825477762275	0.970498226221752	0.939853778634565	0.769815873772931	0.914380193906477	0.936775026024897	0.842809524662359	0.956669982561021	0.904319441790701	0.900580936598936	0.866256447879258	0.957010545847817	0.745256278094364	0.929918363898852	0.91460756360088	0.952087956642867	0.912458501682553	0.972057235873184	0.685294827016911	0.86418380928343	0.892558460386321	0.728144593248794	0.956119679234667	0.646395214645076	0.688118987560446	0.652352843111147	0.834815245098816	0.63048991982362	0.815575967788442	0.181210164944233	0.96864115891997	0.950871653010119	0.906018327093956	0.420630420280924	0.107642165559382	0.339389164563865	0.781789145075052	0.47544576408569	0.807755463284926	0.642926165123559	0.678877900689127	0.424583931860054	0.504115273271619	0.822517552581489	0.495591368020568	0.397082989892879	0.116151564836437	0.364733017905831
TNFRSF12A	0.703517277373087	0.828874388898601	0.415925252781557	0.889668811396903	0.903664005608685	0.900337346653635	0.357655135183293	0.872493997039168	0.82844492910222	0.888447045570023	0.897389281885705	1	0.892059359355041	0.831079250134891	0.895685982587103	0.827578233762023	0.891853182515608	0.86098668459638	0.84129804595176	0.75336617343966	0.919392644372838	0.896506887365545	0.780678212264434	0.910386355854692	0.895535822586479	0.851518523658036	0.787774762590548	0.8050386080212	0.838596496902533	0.89784149442474	0.839747215956081	0.640339208518414	0.797912683901398	0.920714439747193	0.898820854033609	0.863981579569543	0.874917347953601	0.869014824058204	0.936500498480454	0.880445727762481	0.878159814576426	0.79092149614656	0.721735161610197	0.736606624983212	0.880557970443212	0.778192471388581	0.819617884377081	0.909608066326633	0.702895396709274	0.77412466671281	0.578484447769477	0.868499582529436	0.79244734258267	0.871098010941612	0.904211878631098	0.692674624873109	0.855020386322432	0.860044765702057	0.894991847646274	0.848375052046494	0.804619841781081	0.869610219712869	0.870792886659075	0.862193363089198	0.725208691738764	0.835135917907973	0.901446062895696	0.900868569001499	0.835582718226584	0.910005180501055	0.746358090646088	0.878688319970872	0.811230760038861	0.723301228225838	0.867770004071564	0.704057703095803	0.634292876744297	0.684609251282219	0.852658727767089	0.60098122481074	0.815744448879967	0.178365631571765	0.854394650870334	0.94482898644418	0.887064406000652	0.40287483487812	0.118861299079732	0.348615858014358	0.829170299812467	0.499501490884021	0.740114964718266	0.583602848917864	0.752210704093671	0.406156425614622	0.492354079694868	0.790673994201482	0.460515507632019	0.375091972392304	0.120918912023902	0.349638079592342
TNFRSF1A	0.755477272997725	0.860065190177967	0.404204796550311	0.949134198422765	0.895393886110687	0.960675726280703	0.439592181976553	0.918081412016893	0.854604681841514	0.91357325246834	0.953797303784136	0.892059359355041	1	0.883536990530361	0.956446713670735	0.902101097739243	0.97194590752527	0.936682473591953	0.858725345462441	0.80982154568891	0.954045631344309	0.93745503095395	0.819459553738569	0.950515532044281	0.954252963235823	0.867078406547657	0.893218431705319	0.872651629209628	0.835094522474219	0.948924129700294	0.876995110843576	0.691822454911263	0.874082267435066	0.948252343830421	0.964875332223197	0.95175410094285	0.943112051686352	0.954890103585191	0.937188904053259	0.95649514726297	0.92621357175672	0.851472303719931	0.825486896033923	0.855383537526091	0.932382468474802	0.792739424552061	0.953772516377545	0.914108840490263	0.791368040243249	0.788670536791099	0.60931603113846	0.897813139290478	0.844146333237915	0.9453571459344	0.89094681046014	0.751133703258127	0.879901819971476	0.937321988314047	0.8509205291693	0.928008154998345	0.861214704112517	0.928519589196666	0.865130530021548	0.888089788083927	0.772042544541633	0.929696538937101	0.907492159058981	0.95177706065966	0.937128160847605	0.947310529338976	0.770926240254543	0.85180446577625	0.902061331464292	0.767860388388774	0.917024762736963	0.691208014938683	0.671514048256315	0.770103198425846	0.868880666202821	0.650568832448052	0.843296941139189	0.164999283706072	0.946027322798578	0.975621262731483	0.937404345283445	0.413198728916596	0.14176749943915	0.366846307384123	0.767211608900157	0.523976354021303	0.809430146618749	0.636434633001791	0.788019999436314	0.422701860876424	0.500209360939021	0.839483784447297	0.456464374246126	0.402330039116372	0.138539519911716	0.346941063986303
NOTCH1	0.771459069750696	0.929520448616526	0.437584049458358	0.863536995256677	0.848996148378569	0.91505775806131	0.505050726952865	0.944538999962464	0.882550992528417	0.900680285991161	0.844591373243813	0.831079250134891	0.883536990530361	1	0.91025959754658	0.815137125343256	0.90026313920207	0.867842461595297	0.94282624560097	0.814017606268459	0.868275980074103	0.926179138416332	0.89088360898018	0.920599529900652	0.92787539700997	0.824513601727653	0.748453339852996	0.78275225018497	0.87922479961647	0.848673809700809	0.952611716362158	0.764328456889897	0.840241267162707	0.924520298145129	0.913267351338815	0.923332485234214	0.880974235998279	0.883204325403707	0.90661805981206	0.871534605184861	0.853834550640487	0.766131558307714	0.853578648872857	0.806691169576345	0.870474631313821	0.848741132722974	0.820155898179965	0.836318997738897	0.647089913850211	0.861492122732475	0.816832594286012	0.863945374781663	0.86892976810341	0.859150672554377	0.87483922792806	0.821857318123208	0.804788929213723	0.880453362364718	0.908203165502346	0.858945789903713	0.776974525673153	0.917667146699874	0.886252319241583	0.846293534040603	0.860740848232785	0.808069446572552	0.949188450303142	0.901203491784847	0.893343537615229	0.893854580700495	0.798869148705053	0.914354288846345	0.881994506672459	0.810835262612759	0.828650476905872	0.787069095764789	0.576867573358977	0.768404210233295	0.914223445881366	0.584741297575485	0.765196278012423	0.152336264462359	0.841099250027469	0.909034396777801	0.901883488740414	0.399102384691013	0.115841615093965	0.369001674865931	0.751379663308092	0.483065611439782	0.775569248716343	0.534793664108646	0.835838787343823	0.38248034932786	0.406266791454201	0.756321962465126	0.398784732550608	0.351354948676028	0.159691128208127	0.337280203055387
CELSR2	0.767955699725968	0.891196098133095	0.493408372199904	0.965900625644884	0.918200401786869	0.966940793862361	0.515177829197537	0.925984601460965	0.869985993570963	0.931902686291623	0.951665924062488	0.895685982587103	0.956446713670735	0.91025959754658	1	0.896979409063711	0.957853244495086	0.938750183972864	0.887756283534114	0.811333814159572	0.951060146127847	0.968621206741209	0.845128857747781	0.947557618982924	0.963963059698622	0.900203777590722	0.871106084491757	0.891506578462477	0.883120913293799	0.93240184620639	0.910139775307936	0.759500393005245	0.899930906376994	0.969940063729174	0.964313737520838	0.968431661216956	0.971355539023121	0.970155898501417	0.947979284978489	0.959691236130109	0.922380904144455	0.870384667497223	0.825427191990944	0.858478819944808	0.923964445860818	0.867271747612248	0.918534266321864	0.929006360684615	0.761245798041033	0.818812035370606	0.642837741661257	0.913967785253601	0.904372263490613	0.939853575825068	0.937127989166766	0.827846821774305	0.913625141939677	0.93167462441865	0.882628438150865	0.950719507428325	0.854614790434005	0.934872443833831	0.893199204958749	0.930689817169131	0.845992673593214	0.882602120808604	0.939084892951096	0.956156575012399	0.955516624902648	0.96534244442959	0.746044351501106	0.883610659508657	0.924595495568731	0.759967473583826	0.920347160077972	0.718350654938211	0.637255183835325	0.750649045675122	0.90218005826556	0.618195574125124	0.80464305443009	0.167445579312191	0.933129787968731	0.967246515316332	0.932130933392986	0.382203649284554	0.110804851105356	0.338760567888782	0.78942031877251	0.492271300803632	0.772764481450716	0.596611293865621	0.767190167149516	0.380872718675717	0.451776467418498	0.818533845800663	0.423702590446379	0.356866484457594	0.130501455414615	0.342159765777793
ERBB2	0.637252931022957	0.772876950985626	0.189464891417008	0.948761955073322	0.866561471096741	0.911816162108593	0.32152966155464	0.798552765922504	0.778002029936534	0.844257227163596	0.931728015635892	0.827578233762023	0.902101097739243	0.815137125343256	0.896979409063711	1	0.861994393516426	0.907977098787542	0.844732705184926	0.598742174949917	0.936685671668632	0.876878215590963	0.742451198716373	0.857394272500511	0.916668000623707	0.838533630084537	0.826177378496388	0.837388554011517	0.73481576136509	0.917716343173493	0.775404083906723	0.558134539275854	0.724051693868112	0.892987199977544	0.901977900402233	0.869338620008027	0.886004099761033	0.86492303012588	0.904383406091307	0.935392417009802	0.915761082976043	0.876243678791344	0.797141283792037	0.761662178643327	0.875378605605644	0.694842690089208	0.889646377713353	0.861909218491394	0.704577167128568	0.691977451832317	0.54926319743958	0.763962032859678	0.725585531252952	0.924234902823004	0.848207793953183	0.646742192630979	0.843036229492595	0.90596634839898	0.816613424371783	0.895498537265979	0.810075056142945	0.832018333659529	0.76634488899074	0.865333449192939	0.624511437884974	0.861546673718565	0.837053586353916	0.877896798475137	0.865403290096245	0.905180499003666	0.621087369346335	0.793887780617983	0.776028577818982	0.655131205185756	0.89824811006674	0.624610133743016	0.682931524122615	0.545128967708949	0.739439484145059	0.592223242470601	0.774375646325004	0.208675650958748	0.886784618967385	0.899151549343339	0.877703271807787	0.420544788994408	0.0942209478548315	0.37529851315129	0.777289102753432	0.478010437409006	0.767363149691619	0.657507893093252	0.630705860089517	0.420625699517461	0.496960987238153	0.727589504803506	0.39773692094567	0.379840950424279	0.197205334385345	0.369220403067422
CD81	0.754470062917964	0.883117775871576	0.49512607579956	0.925083850518057	0.899927646100072	0.964804981613567	0.514461799893094	0.93564471169477	0.876475606407683	0.911824002118178	0.946344038660689	0.891853182515608	0.97194590752527	0.90026313920207	0.957853244495086	0.861994393516426	1	0.91809061836537	0.88411563783448	0.82900467047962	0.941181612623797	0.946462211613417	0.84830408021949	0.96236461973419	0.958143611707975	0.906203137292259	0.877789179498233	0.885301344305335	0.879342526890221	0.931142206383375	0.908191922546702	0.7539061426178	0.883910874584662	0.95259100585239	0.968708816874451	0.971374110318416	0.951470003917736	0.960034742929303	0.944136209619875	0.944379638128054	0.893652586160938	0.802407088152692	0.786314661506358	0.867214013986643	0.908612351878877	0.845643475232361	0.944553569460152	0.925455947964273	0.798147059294537	0.806848195770015	0.654251740016045	0.926060114111987	0.882019789928372	0.933049602939539	0.918398110015401	0.813523562312383	0.907303675149927	0.919742343028753	0.860148173257988	0.928904979348749	0.870388876411822	0.94836140256094	0.886960324500824	0.914232076213478	0.83623185711612	0.901549187695692	0.932582020353406	0.953599606853772	0.93294681621666	0.953673294326344	0.799974701070565	0.892998923209964	0.92442097662463	0.82421140057137	0.923464208627775	0.739788472341546	0.712577055385255	0.789154510191643	0.906069832583845	0.687805671320747	0.850331105208647	0.172508195069377	0.945781408137019	0.966285995157664	0.935330913614994	0.483218820451634	0.160267138013405	0.396017389773241	0.793713914893637	0.559521982758289	0.846216308929437	0.672253771063409	0.802563859985746	0.493124868065312	0.52232309359592	0.881897045787565	0.524377589895671	0.472051766895052	0.148603484767961	0.398497599081494
CD99L2	0.723242920902482	0.848979366291358	0.366858852573727	0.958588419043408	0.903953105397594	0.95041201046112	0.414359364143204	0.880526287075961	0.810400098704672	0.926622566470991	0.945636626960237	0.86098668459638	0.936682473591953	0.867842461595297	0.938750183972864	0.907977098787542	0.91809061836537	1	0.884011110271423	0.758274497760932	0.963559150262584	0.949626447080637	0.783030931962096	0.910041578134561	0.954994136005939	0.878380206581432	0.872762304537699	0.890815629876569	0.830325959727535	0.922866575975756	0.861181123795222	0.683102410905533	0.839921362596429	0.943722048316823	0.945564337779371	0.927411246307378	0.926017405390608	0.93202086709464	0.940303805655692	0.960434826940205	0.929414538943549	0.903100985612956	0.827591635119832	0.83515329428218	0.892161780609692	0.799184212846538	0.900596659841347	0.905841164176488	0.71974436891009	0.783672685588992	0.574642464515998	0.887869469017057	0.808938884819141	0.929354221115559	0.906212958802528	0.746971487233455	0.856721076128868	0.955374971648427	0.87706450591781	0.927837906120182	0.839416534286333	0.90254565676711	0.86617638143832	0.9061388033065	0.76025926818047	0.873334322047333	0.91253078870029	0.923942423470115	0.92516216275961	0.947410337767731	0.708008264029794	0.849159043539369	0.864729365404998	0.736650821519883	0.927461285410908	0.699356725668864	0.67118286226121	0.67401466123992	0.836474284194805	0.603889529153482	0.769883217066395	0.181555099973677	0.917353923842688	0.938024716462558	0.924955954627508	0.407529624631747	0.105173929516758	0.352096278941322	0.787356449425608	0.486434217392623	0.786674494482603	0.637206985119967	0.71565850317962	0.416138216402728	0.481541772136857	0.80387590164213	0.438203017463911	0.388316447402086	0.139888096514848	0.357040639862704
PILRB	0.713057171972179	0.912005865535497	0.351859808477538	0.871630511801495	0.884299984005359	0.924950425713605	0.456344707673062	0.893367081307536	0.866444939929538	0.897884680668938	0.872801577522918	0.84129804595176	0.858725345462441	0.94282624560097	0.887756283534114	0.844732705184926	0.88411563783448	0.884011110271423	1	0.712327056675198	0.895567473309072	0.930016357818633	0.879412643626211	0.898808700491945	0.931056568629614	0.866136700645252	0.763426390397932	0.779957727896209	0.862251008830764	0.862183947430361	0.916480039105285	0.715296504112836	0.771421428708358	0.926949427628626	0.915975993493416	0.908374194142871	0.854695074694133	0.851137092925527	0.933628797461188	0.887674900633563	0.843480036462382	0.806606592251072	0.811147970918811	0.732700870244042	0.85714909065092	0.848630332806509	0.795908709866148	0.83696219843747	0.655310857807044	0.82348339519262	0.761265990853845	0.832850523718617	0.844449326209499	0.887616212842236	0.895546569124215	0.784953830832296	0.820308593864871	0.891799156063096	0.921461124884855	0.857265247927663	0.823034054102789	0.900314620355358	0.88010745923276	0.888381632397874	0.791997773073058	0.815005469448603	0.942934590876315	0.902347268675243	0.846478557442547	0.905368146841839	0.76818329593692	0.928582592547534	0.855936241411669	0.815678774854912	0.863641263475622	0.784452538164115	0.645081788033513	0.665057352413403	0.889449348980454	0.637166539823509	0.789304782905256	0.243163680552678	0.857992782038601	0.899044522891067	0.901332310553169	0.478152288090374	0.166816732835992	0.43440124848017	0.803943682739218	0.509285647312079	0.801534288486625	0.606919981757969	0.760730739946071	0.464301506017438	0.505945304053631	0.774603726107907	0.453131120090995	0.413793333968359	0.221152720355101	0.435216853534846
CXADR	0.794713901713607	0.802467579064924	0.709650135053264	0.712311393577541	0.690610499107919	0.751995871218248	0.532412350641979	0.887932634350701	0.813529249519737	0.838634333741946	0.711194521212889	0.75336617343966	0.80982154568891	0.814017606268459	0.811333814159572	0.598742174949917	0.82900467047962	0.758274497760932	0.712327056675198	1	0.736629728498058	0.796631823218882	0.696850125522384	0.844873148627077	0.791730928450418	0.661981544988176	0.667907575999322	0.699092478982936	0.796543101088195	0.701463200639054	0.860390972132637	0.792638318700383	0.872261233312039	0.769982811905413	0.766450984614182	0.805302904171666	0.808607373331299	0.837865307242917	0.751340975864105	0.705218184503125	0.786218463150204	0.547550641364126	0.704703894640218	0.818365731805326	0.769376779747985	0.738029376953277	0.774812717176454	0.778531636647035	0.589632129581524	0.813949992781372	0.658966551741353	0.872929464714833	0.838998731141351	0.689276010356857	0.730227074822739	0.740037909414855	0.717739061780711	0.752448919408577	0.756630362576612	0.734784680720266	0.579602953159973	0.832350237280763	0.765987462882978	0.667218346331506	0.852096194100621	0.685415086398312	0.804788297540966	0.75953719121414	0.826325120580056	0.742681703454759	0.752702929586985	0.756762179302952	0.808884364086908	0.68418091188777	0.656043767053584	0.671486859694821	0.38354795489443	0.87120705138517	0.814157897070983	0.465941341895324	0.620978512493392	0.0146918245309105	0.695727886404867	0.809767107868254	0.785613764095309	0.205063671820164	0.0818982483287103	0.192842236010179	0.580296811284274	0.420723594120372	0.597829712235346	0.353199677876814	0.842587436219073	0.208487763110303	0.228732028439618	0.717123564487212	0.259032654340695	0.215311820456065	0.0195080105615717	0.133612886378885
PLXNB2	0.71075934491907	0.849323910741228	0.34439116338554	0.968320905463795	0.937655526431715	0.970748403621104	0.389274813278733	0.880430770591704	0.839278517842109	0.933506418899143	0.972073291378029	0.919392644372838	0.954045631344309	0.868275980074103	0.951060146127847	0.936685671668632	0.941181612623797	0.963559150262584	0.895567473309072	0.736629728498058	1	0.951384053690398	0.801122448774636	0.931422871114811	0.968792791148887	0.904335738472225	0.870773402234252	0.893134413661863	0.847600690195771	0.948606760136414	0.854821085661146	0.654277497562469	0.833429838641814	0.962978217881213	0.96400716402547	0.935751973046811	0.934718771813955	0.934949487337137	0.974507348509194	0.971933658601248	0.940218109196332	0.890206947178664	0.78626524921442	0.809628406093837	0.918741356069444	0.79518012555155	0.915850449328667	0.929098047297004	0.759361577598752	0.765494490394832	0.573807397756741	0.891187715045285	0.824367577419505	0.955169356863457	0.939770762877922	0.734302825912473	0.900038582743968	0.949797648458383	0.897187616948625	0.931742486446366	0.881441819404683	0.907031074509364	0.88926562445282	0.932351886855257	0.726456932661927	0.908518243159998	0.921907108213392	0.948792099963348	0.908067932529503	0.971518926388221	0.72820263024639	0.880677968961616	0.86596742011119	0.759388592800101	0.954189829799954	0.705552509297075	0.727724219713639	0.667806973924116	0.847230436220843	0.649829855546013	0.824190196795739	0.202556426966914	0.945047814485368	0.966806164654545	0.94300474712207	0.470085682196784	0.1282025479163	0.389066089026845	0.84118863926872	0.535772200246789	0.836845455381707	0.690478242962376	0.724876768988499	0.47910555275838	0.546602300607111	0.85234549930137	0.501196064308108	0.452386818672487	0.15509726738024	0.400858412193335
CD47	0.768140709164033	0.913819319712285	0.477132796703041	0.955390028811671	0.918198058309216	0.967834779527502	0.513203163939862	0.930199525648854	0.857055668390072	0.940372432649466	0.938108768727477	0.896506887365545	0.93745503095395	0.926179138416332	0.968621206741209	0.876878215590963	0.946462211613417	0.949626447080637	0.930016357818633	0.796631823218882	0.951384053690398	1	0.863098287612178	0.942203157036971	0.963405480136124	0.90268519102781	0.85225630308465	0.886430931505532	0.912951213454897	0.920531051353625	0.928272845987841	0.773659752475257	0.8920433956625	0.97691674304572	0.965651939339726	0.957390036399177	0.943882660670203	0.956875658774496	0.955580948436274	0.956991959275384	0.909017347683144	0.88366375138887	0.854000220628791	0.845959939566173	0.903550696187856	0.883164810034416	0.891352471742586	0.9227138961119	0.724637564157011	0.848920316177821	0.670340614572373	0.918763552738827	0.893646247545759	0.926997104320746	0.935383756894628	0.827280603806021	0.889421670994692	0.942625296986506	0.913805758677283	0.932741016313854	0.858723881948784	0.93099355873885	0.909233044286366	0.931148816399772	0.85150244418973	0.863588026780403	0.96122620313812	0.953954092720498	0.946390974376661	0.965744084315863	0.763424849861935	0.901939346510883	0.921635089268333	0.806028423864336	0.93007459846958	0.7625115336523	0.662570378849253	0.728688946319168	0.913331325402185	0.644161438577111	0.816722191716779	0.214768326412851	0.920986765507418	0.958797528239645	0.942992476612634	0.438278768069107	0.139348538766691	0.389467203600144	0.820834907621728	0.514040534481509	0.793456685750728	0.626974873263169	0.770572076582369	0.435120124519428	0.506507071980521	0.817859961545005	0.457805677246233	0.411548406605935	0.171631315795983	0.401928117626546
F2R	0.709688883582688	0.89220061463751	0.408415364993248	0.805633506955506	0.837191197239175	0.867505606376531	0.539785926431683	0.856743549152279	0.809551769186922	0.792487177621606	0.793331163418018	0.780678212264434	0.819459553738569	0.89088360898018	0.845128857747781	0.742451198716373	0.84830408021949	0.783030931962096	0.879412643626211	0.696850125522384	0.801122448774636	0.863098287612178	1	0.833895314410046	0.837501957006693	0.824195000774542	0.713565435758239	0.699957105524682	0.857807608037273	0.819740383171742	0.886244284781665	0.650572828205278	0.738869699761607	0.886996530159757	0.874389751597987	0.88054056267956	0.821646357675652	0.801335664091509	0.86866409157655	0.821369262141344	0.746126362759101	0.731419551371506	0.729021597339876	0.663211678729473	0.842186772654856	0.805470130022413	0.752196988488779	0.741343712960893	0.650582765044208	0.763780949305042	0.714795222057459	0.80210049012258	0.817521830112261	0.844696241311752	0.848615287935388	0.800038582375824	0.748431673593606	0.808320806241711	0.850002422362969	0.817980740834932	0.806503444156351	0.864010646295744	0.873690211890115	0.832977580765505	0.771651275302535	0.772299731690207	0.904916542054358	0.88529787747614	0.792217196340436	0.847323266849482	0.823723416058669	0.868281685578745	0.876013905711048	0.795641410531591	0.784996946600558	0.747609856177617	0.561672070625511	0.710062845334629	0.919242981348303	0.637492879335097	0.812673016335587	0.282933454181925	0.819841372412961	0.856739912580303	0.83718266469145	0.423966789864311	0.263814745852756	0.464655648811127	0.744121375230365	0.52334992414571	0.712005408843477	0.516342421411481	0.796750830382404	0.38436650860388	0.477526700800721	0.729742648843129	0.386460712136574	0.329126517378414	0.257129647544742	0.429383810284082
CD9	0.745371146207419	0.863663019710312	0.49642080280322	0.918789141334439	0.879218375477515	0.948641727910365	0.484999582447249	0.932741723479675	0.87941577708501	0.92555819936949	0.916390170979925	0.910386355854692	0.950515532044281	0.920599529900652	0.947557618982924	0.857394272500511	0.96236461973419	0.910041578134561	0.898808700491945	0.844873148627077	0.931422871114811	0.942203157036971	0.833895314410046	1	0.955496007619302	0.853520222201123	0.859621870603306	0.867197819865811	0.86266811283225	0.911730712516893	0.910613889423686	0.740622820351075	0.887102718871105	0.937562820168744	0.942603677400919	0.945800426249551	0.934294222287229	0.948748562034426	0.93289609051053	0.921471294017522	0.898086697820578	0.79268964652189	0.822333017557247	0.861663679747168	0.917139335244812	0.830994327869287	0.901360297578062	0.91546738935803	0.710396271790449	0.814839083014181	0.659598821609246	0.906185917444731	0.858472899229021	0.919033763847499	0.895082947440898	0.778037449777209	0.88218083616786	0.912121800853251	0.876839656425818	0.919569632723762	0.816698657912016	0.936570031228607	0.868077478839356	0.876812758192163	0.835998776778944	0.869705885400878	0.933318019375284	0.9244413960801	0.927745362857584	0.932592869621981	0.762841486370868	0.885651901508906	0.896752198660249	0.797905575937452	0.887812096948168	0.735027659230558	0.660752269773528	0.781360230674374	0.895110043056745	0.639743310266438	0.808270073522817	0.155199540111128	0.910387541401246	0.967538281270071	0.924242086739378	0.43412778373967	0.11636373211475	0.365400762345621	0.777109648929203	0.494970988357673	0.800442705171374	0.617483660976694	0.786626779544505	0.441184281225948	0.479512619977224	0.837038303943191	0.483649776747422	0.422417482772922	0.136494191022463	0.354944229334844
SORT1	0.711171332692325	0.886836531229514	0.415858431596644	0.958129168144073	0.926477446918764	0.979680277501404	0.493112811156618	0.926000793862099	0.871389613224234	0.94127765154338	0.967066351251227	0.895535822586479	0.954252963235823	0.92787539700997	0.963963059698622	0.916668000623707	0.958143611707975	0.954994136005939	0.931056568629614	0.791730928450418	0.968792791148887	0.963405480136124	0.837501957006693	0.955496007619302	1	0.91127253821553	0.879838034806251	0.911025543150264	0.866809996132855	0.934146942982239	0.913807194564587	0.736516509002996	0.869547977122804	0.962975603392803	0.964867560944932	0.966760436445652	0.95155503054821	0.949887452731755	0.964562573678767	0.965747041609075	0.921331793213275	0.863378201184976	0.814756950415447	0.845172944399133	0.932040272597873	0.860265297523953	0.910024285342296	0.938063606443094	0.7818778320144	0.800368547470989	0.659840861360592	0.896317929196272	0.864500809616774	0.956102311858834	0.943332253171477	0.80783631073933	0.906897216945679	0.942519383743078	0.89289889764431	0.944703914464258	0.868248276514611	0.934148860282507	0.902861538995667	0.936168092861784	0.821422517071178	0.91382539280532	0.95370126733791	0.954842204516235	0.929872708662869	0.961112586394417	0.734628553676775	0.915468072305917	0.906722483224441	0.773577559823284	0.933573960566285	0.715280617014301	0.660287945550697	0.712644531339115	0.88212724409441	0.612767247325291	0.793321486454801	0.145448465732516	0.942943883751042	0.963493053177078	0.934789220395303	0.411851935802763	0.0869167960110349	0.337366847575793	0.786499086966634	0.473119256755392	0.819464874451477	0.617355877381693	0.75260632059984	0.410221143595651	0.468967650503548	0.832396098602725	0.466971153748479	0.390928626061568	0.110171824895069	0.339589126102175
CADM1	0.622586614677717	0.864593662266158	0.406199395119398	0.900958422321958	0.92188624991362	0.931489909441449	0.526816883430383	0.831258811703294	0.764615491229219	0.826181347814005	0.917072871088939	0.851518523658036	0.867078406547657	0.824513601727653	0.900203777590722	0.838533630084537	0.906203137292259	0.878380206581432	0.866136700645252	0.661981544988176	0.904335738472225	0.90268519102781	0.824195000774542	0.853520222201123	0.91127253821553	1	0.82573778090834	0.831738257456636	0.839824866173414	0.899090361757106	0.836720975634702	0.638330312587599	0.750824070862265	0.923983144600009	0.91981274694239	0.913565010570427	0.900343135222778	0.862386906984565	0.925533995787393	0.917027093619409	0.800657954775599	0.851116176325176	0.696259819807712	0.713260056740313	0.867115925915765	0.84759080495409	0.8202706083364	0.857341516705729	0.844434896262954	0.732675264965567	0.570458401641695	0.838912822782947	0.803004562866692	0.913522469278897	0.940809684459569	0.845315953013882	0.869714111492359	0.85944972036853	0.842213696625521	0.897303933969511	0.896943231154367	0.861363386624395	0.871294456045726	0.94444163225056	0.76305646701643	0.865020014631702	0.903716409807837	0.919519785289229	0.826841627225222	0.923448092767133	0.704034274808024	0.900681731848738	0.869667590242415	0.753927888570502	0.906943156141212	0.661973490440867	0.68348067244497	0.6143894283635	0.877458326674403	0.613157656098187	0.773924134259125	0.16801088743865	0.918430368084692	0.894850915478228	0.865587712945219	0.46508399527302	0.109888477566513	0.350969638178559	0.774103250013648	0.452540623621683	0.782009160318583	0.639271615727759	0.671760442228167	0.464630599122588	0.510156905098449	0.813111492556764	0.533841465751942	0.44638820779125	0.107482239240641	0.395534584995051
