""	PARD3	CHRM3	F2R	ERBB3	ADGRV1	EGFR	KLRC2	PVR	NECTIN1	CANX	ITGB8	NRCAM	NOTCH4	CD99L2	LRP6	IGF2R	KCND2	SMAP1	GRIN2B	CAV1	PLXNB1	CADM1	TNFRSF1A	CD9	SLC16A7	APLP2	SLC16A1	TSPAN5	CNR1	INSR	TFRC	PLXNB2	MYLK	LRP8	THY1	HMMR	CD47	NOTCH1	PTPRA	NECTIN2	MCAM	KCNJ10	GRIN2D	AR	CACNA1C	PDE1A	TSPAN12	TNFRSF10B	NOTCH2	IGF1R	ADCY9	EDNRB	VLDLR	PTPRK	SORT1	LIFR	LPP	LRP1	RACK1	LINGO1	LRP5	GPR37L1	ASGR1	TNFRSF12A	NGFR	MCFD2	TNFRSF19	ITGB1	CD81	PILRB	ITGAV	RIPK1	AMFR	S1PR2	RXRA	ABCA1	NRP1	TSPAN14	CD63	LAMP1	MRC2	C1QBP	STX4	SCARB1	SORL1	SLC1A5	CD46	CD74	CLEC2D	CXCR4
ITGB8	0.723312204061375	0.771197816268053	0.666713747441635	0.883166155656262	0.645971039823563	0.506616283966495	0.648978242689547	0.669715542489532	0.4691489765805	0.622643752959144	1	0.864540446541358	0.466296636007735	0.533526485277329	0.668388942012251	0.68781786038559	0.804629048041392	0.723708943785502	0.562731078580877	0.248857082185728	0.895014270716042	0.883832588109772	0.717868830413428	0.33706053232496	0.736079956488072	0.82925777599527	0.236899770513833	0.403484587577335	0.534246612536559	0.3494531916289	0.701969518021231	0.699031900935377	0.290385505347307	0.581743560732142	0.588107220712526	0.589580598241711	0.905103928901114	0.941960734055306	0.876959668494194	0.663825329170143	0.553153193606183	0.946789407650929	-0.0128428361505809	0.901706767372417	0.32085768790729	0.114013245519081	0.889505719219009	0.682386134115101	0.851657997198857	0.497065226813612	0.705576689535142	0.771429400328797	0.806458581773708	0.570709142546607	0.940201334619174	0.866602307309617	0.803587995545611	0.939631445276254	0.653824214188621	0.704193392801975	0.793310181164277	0.881967923720867	0.583068938537832	0.751210280610113	0.17952468532499	0.742689513964928	0.599632673104159	0.3090181950548	0.769458535758352	0.665482013822146	0.870579289292574	0.835885694220594	0.863053124361341	0.819403841891044	0.381532204899653	0.397628189308684	0.0326549951506457	0.284438696456259	0.719205373617373	0.88368499611891	0.814887242089808	0.710770497148586	0.555006838051484	0.376695534096617	0.25540611711952	0.445098527088663	0.623624183879816	0.0625338358487615	0.682838966267585	-0.0144909564879585
NRCAM	0.768322250176542	0.769954844585258	0.792115819437138	0.674517595562137	0.543180451658723	0.738932657315169	0.717120053945298	0.735844347107158	0.621582000120003	0.674573106873097	0.864540446541358	1	0.53682349554816	0.792440798530912	0.818808518744048	0.810635899196709	0.64966370692958	0.806368569197128	0.778246852809971	0.274232889790587	0.863893744855119	0.82432972227763	0.58677216466527	0.330270817645502	0.853508171997897	0.861908052312202	0.318937658307497	0.712158469815392	0.795010881055791	0.483137029769727	0.756916131232584	0.756060686652903	0.366217684778421	0.775568373728259	0.495826204111991	0.479893769032247	0.932597523706485	0.744485179727384	0.930839952144213	0.680351396404683	0.484424074166423	0.771429051082795	0.355383777925082	0.828983601561436	0.590750663187055	0.495753380809269	0.698866683474853	0.644551671246042	0.707107859359307	0.735774227689783	0.842812370710071	0.665173337410492	0.8467224132868	0.690301090226049	0.910036764287729	0.814647735697179	0.796929116717659	0.900109550630454	0.664191683115764	0.660034687145259	0.71392279728718	0.730547049986807	0.760000103134646	0.58785423227221	0.47004951780155	0.821883378852689	0.680767028727615	0.396037957848109	0.662181197334964	0.739943043515895	0.78410606816738	0.830628938928662	0.88223964009094	0.703523958392549	0.439315691126966	0.578650025924667	0.356786725085743	0.504581833818843	0.655159070440514	0.811705730332933	0.675390269512109	0.681543246239832	0.545419642333243	0.477926934806293	0.325664335261868	0.456592043308989	0.78963014268392	0.0633497987657009	0.719611169590499	0.0277534441606868
NOTCH4	0.637634646622379	0.600454499171744	0.733596532547898	0.332544301465221	0.108329307383627	0.501648202309504	0.496128635947995	0.771540332955269	0.667082474947917	0.548642106296521	0.466296636007735	0.53682349554816	1	0.44482436246749	0.7328334933035	0.764765100386148	0.345910730053972	0.597855526956718	0.617304180425459	0.202580034680327	0.515151339921022	0.572796823338552	0.337202465022981	0.251217485878657	0.606279970656307	0.621209333332935	0.180139006060131	0.571823695313586	0.461895839210744	0.935651948415929	0.600506093575398	0.711791921722105	0.232168689837435	0.616260295414315	0.363637310113036	0.34891776256106	0.52200803697838	0.422564275377667	0.631967167591861	0.61970687165659	0.667313272702559	0.412071492482173	0.354327147914775	0.395248357631938	0.729233815073582	0.290090478889709	0.333661146043321	0.726513113289458	0.328149545351209	0.568724801733729	0.660490166632967	0.269976884931702	0.529906434511407	0.674621643742772	0.600603596176247	0.393010044445766	0.657532605688898	0.507498985392972	0.431171474673915	0.553299067228147	0.52330392315031	0.370533177658244	0.526172346596655	0.46439881165266	0.615293627281548	0.559462147005084	0.333924576680691	0.618733664420844	0.440156863583458	0.680978097690103	0.580299209638279	0.58423560398066	0.638755745815883	0.368731823216524	0.537362744098531	0.529341750130626	0.668021325801339	0.717041853902361	0.476409866887927	0.535256609236108	0.376652455473156	0.472587050647692	0.588374206708755	0.610662855111798	0.372712863616076	0.335019472180332	0.722503422404656	0.231303023776911	0.40552801497107	0.202351814781192
CD99L2	0.69461758205043	0.565178787061518	0.757111971894805	0.395408811563259	0.199175756715461	0.708863096662949	0.751267710467642	0.646137652647999	0.571109539002697	0.448260494806831	0.533526485277329	0.792440798530912	0.44482436246749	1	0.815958499404836	0.674655406343857	0.448824094271742	0.76976238019887	0.78685588094224	0.0436510485821874	0.644860506244114	0.593374286847004	0.291431275304283	0.073873293019373	0.759659995904849	0.607761895583456	0.107420638315423	0.897186882883078	0.865341962836025	0.401252879703327	0.720696708078729	0.545199256153379	0.159135778013605	0.844326840478319	0.347247844784296	0.35672351829263	0.738051124709347	0.415641659844935	0.773072682296196	0.53885630733652	0.326878209265694	0.442122302487533	0.67589846973962	0.493308111690529	0.616088191144758	0.792076237842401	0.421442040270783	0.483910401282103	0.338096352270917	0.681449008198013	0.733855884252469	0.33502710592698	0.557564625654159	0.645861928439519	0.654328348281267	0.444576445276192	0.570739198980095	0.633027454097988	0.594237590498524	0.602738433825753	0.579838125144717	0.41586657707442	0.824486073398248	0.367312925761218	0.620851967521256	0.62376611601072	0.388252826064634	0.356180121802514	0.425826911739065	0.679118771014962	0.506892735276572	0.582625387547901	0.693805217014905	0.541776001921231	0.242617896800584	0.490026073659678	0.503329713747357	0.626139247605121	0.483766642961946	0.580314592272651	0.311377390078407	0.655297861328613	0.444924497198529	0.31977678967484	0.321805647912275	0.278112345236067	0.823306135386761	0.0674692349658981	0.600287618190229	0.0524190393558848
LRP6	0.835973773199735	0.799807901549246	0.894139145966696	0.524174807709871	0.127689324144812	0.702536684249143	0.847534064571673	0.801555919872571	0.828131745383577	0.633917543768766	0.668388942012251	0.818808518744048	0.7328334933035	0.815958499404836	1	0.825863885736494	0.610837124863875	0.89273778808203	0.877679658252981	0.12175427576631	0.684748452080978	0.788940531688971	0.32474597690954	0.181700168457294	0.93069508070651	0.719775419017067	0.210421262850605	0.860717552787045	0.768660993011189	0.68529382337415	0.842684652079995	0.721024460221242	0.119431579571627	0.929677181717626	0.380821854289912	0.529533786952223	0.8173188195745	0.579207416705934	0.879666437514325	0.596853802184552	0.471404010769383	0.58494638742663	0.610512969276505	0.531228564697496	0.727630206844316	0.64418946977853	0.566648059162205	0.809889814330974	0.393300290330059	0.783078504349037	0.832303954374812	0.294258282166887	0.677273330899029	0.731594879256042	0.792478453987004	0.493516367226512	0.728264390188192	0.7306784208362	0.672200769617681	0.780224126238813	0.751789057170299	0.452707298859886	0.813336834478817	0.546122325231561	0.714981056748975	0.692000705730018	0.434992833969517	0.432106696945154	0.47170434652834	0.868563453138841	0.655703613659771	0.727491754834395	0.84249115672744	0.605159316278222	0.47802680091483	0.580793908163996	0.547702174615918	0.678651430534296	0.533537163870194	0.666541508327445	0.383347006060486	0.745026915464262	0.580580538902493	0.562007321260784	0.325803392951823	0.331417300826641	0.942139582544404	0.0998486783948594	0.716331440275845	0.079216822062672
IGF2R	0.749677427001358	0.757177620586735	0.836029083196387	0.439284320477529	0.390314834353358	0.675981807520298	0.534737382585996	0.830225074666025	0.748298520122653	0.753210994926919	0.68781786038559	0.810635899196709	0.764765100386148	0.674655406343857	0.825863885736494	1	0.415082730933291	0.726025535935522	0.802087748680686	0.352538218849105	0.742768022315705	0.693355595699965	0.585579819332248	0.42536282072465	0.802989999501982	0.854341239496539	0.405439164918734	0.660457258447777	0.721256266640618	0.764396834410723	0.768977144556599	0.917177893163871	0.460296185977917	0.746494185883278	0.448732870930547	0.345837136031627	0.779792249736679	0.565646909629996	0.821365004494065	0.727812704515278	0.624514730875531	0.57782954871942	0.402252403339906	0.663506416418795	0.808948448945141	0.419216723531875	0.450935333276837	0.756446240077907	0.570330130814454	0.813303880014026	0.861781197574162	0.504456036623049	0.79419588602605	0.750431357534202	0.818837089998536	0.669031077892651	0.887624455580717	0.767453718159783	0.541014217507101	0.576731466594043	0.596083511412789	0.554224775656957	0.677733767991375	0.56041845745507	0.604442908248596	0.806443741809801	0.68499647089566	0.639204057059904	0.631626477751281	0.77160147626682	0.77521196967363	0.816828430733719	0.817231706236772	0.527689552144214	0.716871057073717	0.81356451316973	0.679049261707852	0.771281447694607	0.645834996706616	0.734102042728091	0.663148968429769	0.510068981808152	0.692101234134477	0.742136431841985	0.562951960865407	0.562459034363034	0.872569605881312	0.320753421266108	0.665929194290221	0.313064900687208
KCND2	0.615404036252573	0.745916845738278	0.548945784280505	0.907175525911014	0.237944183776977	0.298474840188156	0.79938552225869	0.507777607857899	0.439048659013772	0.466145932374979	0.804629048041392	0.64966370692958	0.345910730053972	0.448824094271742	0.610837124863875	0.415082730933291	1	0.726702488290334	0.361321850767233	0.126384618423495	0.64226283723143	0.81694114361387	0.433354262853151	0.190944191662659	0.654994056656008	0.591626879547749	0.101930320731555	0.336337190776874	0.284822375475869	0.161106771330565	0.706412441528314	0.432027813536659	-0.071314220062915	0.555370836343768	0.542300552810794	0.68246020402609	0.767990679880277	0.877645559939262	0.73688107562316	0.473899391099904	0.384959422536168	0.863113956036669	-0.0235552656431055	0.621420817658988	0.0860111538953194	0.163016805162	0.914781637501021	0.666968929276127	0.627435065031277	0.287537178364628	0.454701708861615	0.393766290703166	0.508612675036028	0.463663287077887	0.711465413906004	0.511113649080029	0.55914384918823	0.806762399340467	0.71108448938018	0.84893478226012	0.844105981199122	0.701680325051623	0.525066392787115	0.646325318401472	0.0553368408445346	0.513399492521089	0.237150137847259	0.117987188746638	0.562180053019166	0.629303703559994	0.689784804416548	0.665084498500226	0.712915638554091	0.833428921703017	0.130561436617445	0.0977971540007865	-0.157273639197429	0.14268754512739	0.579633098954476	0.693524792445224	0.491800156425631	0.832108099162212	0.468355019391018	0.26186426884708	0.0641290568541177	0.260776044371851	0.534262235836885	-0.0242377768484269	0.656217783320079	-0.0816480711184055
SMAP1	0.877845604280632	0.789953400880108	0.876876381463453	0.647607817897725	0.116591370601964	0.574166094873983	0.893830197430093	0.685005679461473	0.726549646468984	0.714642872184236	0.723708943785502	0.806368569197128	0.597855526956718	0.76976238019887	0.89273778808203	0.726025535935522	0.726702488290334	1	0.700021212729081	0.29665145142467	0.699559936797689	0.86583982188939	0.512840793720351	0.369460960191446	0.882934514170872	0.79856487933724	0.300037506885035	0.782249570744384	0.648004690824595	0.46751791290919	0.884957571940891	0.712029050672438	0.220133353384135	0.816923755592434	0.552837042202848	0.676014380931042	0.886330678422505	0.681835883350879	0.929744907066974	0.723073743454897	0.504995353005405	0.646905630980414	0.446665088948717	0.618824531836849	0.522305173910335	0.552323548142188	0.703708907267543	0.813659376542199	0.538842800164398	0.631216950097436	0.741350678705268	0.368928995566258	0.624827592645308	0.662209098802044	0.820313563102269	0.531077345591462	0.745325648967318	0.817963668468398	0.906175941640745	0.855799729751437	0.853260131378607	0.549817441415633	0.813140193707655	0.733774877842972	0.547484370684457	0.803757122805836	0.47717693853399	0.445229697576916	0.643272271597966	0.808195238526368	0.739376877347222	0.777969644934207	0.901302743061391	0.785656516693831	0.479555254077759	0.525118059379111	0.374735174483186	0.561747585162264	0.742496388998437	0.79647636289506	0.476754815991441	0.917653555063227	0.675789730755694	0.518952513286625	0.311110848103622	0.492734956310556	0.874305640130278	0.135053292013486	0.691876116322729	0.10131832165224
GRIN2B	0.699507196953844	0.681302302025768	0.775975619297969	0.339108153756236	0.243439368665794	0.737980511963929	0.67254344273791	0.717697200529063	0.757353542140755	0.502186833770622	0.562731078580877	0.778246852809971	0.617304180425459	0.78685588094224	0.877679658252981	0.802087748680686	0.361321850767233	0.700021212729081	1	0.0395420599502365	0.62298276677094	0.57570678651262	0.230246419674469	0.0754487836251887	0.818066429597083	0.60953969695602	0.1625389752305	0.835884954459758	0.891315762587597	0.652588505153441	0.676386196534443	0.653202095105795	0.121340577152248	0.882176104471434	0.196681039423048	0.250725959914544	0.701891825402002	0.41511918268653	0.754236606390089	0.435880462293543	0.335026542105157	0.459252330940731	0.679303550374598	0.468793033846718	0.779575828186011	0.669267100932656	0.334171416181551	0.585285310589613	0.28681112999559	0.842756556158617	0.854643359890577	0.287676894278597	0.697900565227108	0.639173023925531	0.706287722656081	0.478462133293447	0.631457926812596	0.60935127058903	0.429368283126154	0.565276007709998	0.551950372485155	0.366295907018706	0.757439086799018	0.370351927877937	0.734415388401166	0.564664226288754	0.455295443724461	0.357280288232014	0.334006362574552	0.738743505229944	0.502562533186293	0.63310173055661	0.707061548068163	0.416314399425808	0.436814835292196	0.609442230254214	0.5900058424795	0.646530610794275	0.354641540507343	0.517604421344943	0.353547927369412	0.493712650800669	0.421045562270706	0.480187974278695	0.333447127976661	0.242393091842955	0.834961070475378	0.0657253687096475	0.625188559607455	0.0627785810076966
CAV1	0.261253541100155	0.431603286065042	0.271194084676561	0.136670306294803	0.0966534810062822	0.0708665556154368	0.0178160666716856	0.21061868099825	0.292294460241684	0.785452159278658	0.248857082185728	0.274232889790587	0.202580034680327	0.0436510485821874	0.12175427576631	0.352538218849105	0.126384618423495	0.29665145142467	0.0395420599502365	1	0.211528641710286	0.236569591408144	0.486864589348162	0.964441298683456	0.287208370484693	0.533018341878469	0.920240666969987	0.0208921777374864	0.0110424389928971	0.195930827319017	0.190062730831285	0.495452399235287	0.702665990711019	0.0318272414209992	0.338129432428876	0.155452903554769	0.319048181081305	0.215826069711373	0.306684656780864	0.497112235772295	0.305236177716895	0.169072911867838	-0.138576948698975	0.3259281462955	0.24138825564649	-0.0685094321037499	0.172746331017569	0.244883705672397	0.446441313475648	0.309912409749554	0.168358849035236	0.213174093862017	0.384463972858031	0.211201280347637	0.265216995396004	0.391708064829744	0.407646268330839	0.339092645159772	0.478560335424503	0.153325779966223	0.231957913258375	0.236944070280489	0.0470052209216714	0.48329017741482	0.0308984268774419	0.620765112720821	0.696687842339182	0.336040591302918	0.340239532413341	0.157046616972127	0.319757919847488	0.322218555977615	0.374912321463028	0.373343105728679	0.648372948618437	0.5328506824264	0.246439546730453	0.0956751437187568	0.477440861712734	0.312608149800682	0.393874616508415	0.173968766482953	0.294611375378653	0.592761253252418	0.0798067101717584	0.636467963475376	0.233391986404119	0.0424645660044185	0.103868449359812	0.152285129845503
PLXNB1	0.743071792258302	0.666103232846806	0.708242419037529	0.778395969467742	0.701361117099861	0.566151033150946	0.599527575761794	0.712108551986994	0.462874678078386	0.572785542267487	0.895014270716042	0.863893744855119	0.515151339921022	0.644860506244114	0.684748452080978	0.742768022315705	0.64226283723143	0.699559936797689	0.62298276677094	0.211528641710286	1	0.800136814848005	0.700741616497018	0.276123720538199	0.702611544865842	0.79959969384788	0.183517745879515	0.53434610148869	0.68911399990921	0.424714711792583	0.664033816186127	0.72555345533772	0.42276042668911	0.637529626989	0.555846053346254	0.462078574311226	0.861849114201064	0.824383116237759	0.865626852467499	0.726817632996528	0.590784940592905	0.828132504988634	0.146596722456487	0.920512427168332	0.483145059330233	0.236571426864415	0.726135507056455	0.620300794236101	0.806481916255149	0.527741699929885	0.77061559834399	0.816681872321251	0.786119430026133	0.607420019145409	0.892596647642379	0.880882758247252	0.820109543843862	0.876245092841032	0.603164176852604	0.654774105595479	0.72762321542938	0.859672685286542	0.701871455518939	0.684807304808708	0.351858839446606	0.758439898154743	0.620544912818762	0.377557341595344	0.764134060984387	0.663631445076437	0.824996083575583	0.725968846439655	0.828891748154477	0.73251923276005	0.355651512985407	0.460514551879498	0.191521050463304	0.417587665910093	0.706775663994325	0.863094362362732	0.773213111686976	0.661936755446505	0.549270373279139	0.332394448264529	0.314923146762738	0.408471832802879	0.665152108364117	0.0715487398075802	0.629277394554104	-0.00511631446029784
CADM1	0.817768840779843	0.751959754663304	0.807466463018124	0.805068098408302	0.363698547004856	0.497074583860588	0.768057996828118	0.716482244833346	0.582468321645538	0.674236056501607	0.883832588109772	0.82432972227763	0.572796823338552	0.593374286847004	0.788940531688971	0.693355595699965	0.81694114361387	0.86583982188939	0.57570678651262	0.236569591408144	0.800136814848005	1	0.655024683545281	0.34320110932497	0.827749448218143	0.835315042887724	0.243005958986893	0.559096010125851	0.509968952573307	0.446016294546453	0.829016923194627	0.717407578981503	0.217069870433079	0.678574835807385	0.61449814885368	0.787314911009904	0.915884646040372	0.869363095786219	0.904141690508885	0.729062266400856	0.604637397524134	0.818559533038908	0.158121680861548	0.794583561783075	0.407923566250692	0.289367784700359	0.864695594799514	0.815891562743034	0.745044256788287	0.535147208629656	0.685116476986906	0.571013845317765	0.733962576024617	0.630865376257743	0.925819818578945	0.708526824031568	0.806787911792034	0.897194609961023	0.80035401502104	0.810937103699924	0.8690248446392	0.698801050815691	0.660707780013582	0.785474058671253	0.361374245821769	0.788096006705889	0.520858910312762	0.425227934770881	0.740486839505229	0.791354635972969	0.884970766929247	0.823090641509382	0.886177809686949	0.816056099113526	0.436776712101171	0.430980862953897	0.176453593860716	0.429499646515626	0.76749512702769	0.888921431350381	0.647475528002299	0.84339983515863	0.656209449268617	0.460252305730125	0.308414664579005	0.476653222386025	0.762645137361384	0.152937863441765	0.746656956577812	0.0771478531593783
TNFRSF1A	0.550044676498178	0.451814529656667	0.50342943878409	0.582639332585428	0.620480099530682	0.249197075456443	0.251438762180204	0.452349520225211	0.211144331054921	0.625037987150291	0.717868830413428	0.58677216466527	0.337202465022981	0.291431275304283	0.32474597690954	0.585579819332248	0.433354262853151	0.512840793720351	0.230246419674469	0.486864589348162	0.700741616497018	0.655024683545281	1	0.608501855497841	0.40577782704394	0.818858037929716	0.362839249129798	0.166575744915429	0.295449229058302	0.231786063653474	0.560735538778209	0.731912541692998	0.63521932966409	0.220035315204726	0.670360454019307	0.404773863764631	0.676915700498348	0.706183701854641	0.651196995680352	0.800952026248798	0.64426377859216	0.64387147910371	-0.201449033098308	0.79993175289246	0.199537812113574	-0.0880964431061446	0.620110755361197	0.506465773696856	0.872340021347143	0.285471004496495	0.457925022962884	0.803280854546546	0.613341456607317	0.422340719013678	0.734402958689582	0.772903235081114	0.782338560008212	0.75089034622532	0.61021897488273	0.413445967870083	0.528601197523519	0.73752218470075	0.370560301769842	0.72935661214238	0.0301819669146641	0.788731332338445	0.631225249628673	0.566673390727337	0.939024211114935	0.382124578791191	0.854393605423888	0.713882061231686	0.682728849907394	0.663848165761721	0.556986593381919	0.520984671809446	0.15410382274189	0.376456096389484	0.891482584864902	0.876449365265955	0.895983554422381	0.482827156650382	0.723101339400556	0.434584627918499	0.544287614752542	0.793610122750331	0.437424282349878	0.455545254619352	0.422628110173897	0.384563252860992
CD9	0.316586546306422	0.478508436573048	0.329065341932648	0.212570893647619	0.150194463692637	0.105605294150453	0.0641314420593947	0.262441937043463	0.323946268826735	0.838914900708908	0.33706053232496	0.330270817645502	0.251217485878657	0.073873293019373	0.181700168457294	0.42536282072465	0.190944191662659	0.369460960191446	0.0754487836251887	0.964441298683456	0.276123720538199	0.34320110932497	0.608501855497841	1	0.35038876747803	0.636477241508133	0.906814119406781	0.0394661758935399	0.0364065005139523	0.233522671796937	0.307642677976978	0.571257176876648	0.679958448636383	0.0708045702614155	0.379087134961132	0.231160053870064	0.405956437009565	0.311401907136353	0.385952700127477	0.55914722208638	0.351568915871611	0.255199885855062	-0.147106704467735	0.394357931183974	0.249861114780886	-0.0828978855428888	0.270879877228352	0.349914750620483	0.521955137548107	0.34022952120103	0.208951732513063	0.295412331718241	0.433485648948159	0.242717722933669	0.366074738830657	0.471531971933602	0.491432265997911	0.435470010301936	0.545949277302474	0.204959172566827	0.292935628826284	0.289036950266896	0.0906957091968241	0.548417389693147	0.0489772626251133	0.699650206269066	0.721434571814923	0.390626646407905	0.47554483799196	0.213130388300585	0.448302820447623	0.43511633024116	0.458794157285919	0.43802752812663	0.722509231038801	0.609989934861942	0.273766641681972	0.17880263021286	0.580128717578116	0.441012665243459	0.490897157385517	0.236292657390238	0.43400952042014	0.653149684604498	0.215056977548938	0.735241561863287	0.306519856196532	0.183613613956735	0.198780682374751	0.280319856963054
SLC16A7	0.826274164089431	0.859080844470769	0.8592408114016	0.57449751296482	0.192936127346334	0.668214201251598	0.79557428655054	0.800326100529386	0.815393116163614	0.741353488842845	0.736079956488072	0.853508171997897	0.606279970656307	0.759659995904849	0.93069508070651	0.802989999501982	0.654994056656008	0.882934514170872	0.818066429597083	0.287208370484693	0.702611544865842	0.827749448218143	0.40577782704394	0.35038876747803	1	0.776252919362108	0.400982882958748	0.757879581686704	0.724698394628415	0.578658180734918	0.826518977356966	0.718209093563318	0.193311690050275	0.876314658729675	0.39807887063718	0.592927670928416	0.88352772665852	0.647408982928328	0.879997765220509	0.605574197482744	0.439189596736941	0.638458285706859	0.472099193741521	0.61212974440655	0.658978493648685	0.555262293823087	0.640337939196694	0.765759656291057	0.49013103593917	0.810261021422464	0.795373354046838	0.343602545838059	0.728155344471474	0.677459028962153	0.82992164718259	0.604777618655992	0.752323900227624	0.78393233196474	0.707739533691657	0.757292148719461	0.763611511091835	0.479064446109642	0.744965765974103	0.609703947059641	0.597441701734501	0.758823365763011	0.595986968203303	0.366164786244724	0.486719299493433	0.850703508162982	0.694074711070021	0.758027208544569	0.856957007190156	0.681449117553959	0.518135126965597	0.61092857351125	0.454883534422419	0.55761429079866	0.559420664517372	0.693254978035713	0.466776195524111	0.725655707070993	0.532062773323826	0.593381002736798	0.261106982875009	0.400485769805546	0.90672999903203	0.0302564305414539	0.775621817391522	0.0335234836680553
APLP2	0.768551100397334	0.76778365826733	0.774021349603312	0.63195782215414	0.467309952131674	0.567792909471384	0.574564180175362	0.723290008822415	0.590282092876813	0.863182374113667	0.82925777599527	0.861908052312202	0.621209333332935	0.607761895583456	0.719775419017067	0.854341239496539	0.591626879547749	0.79856487933724	0.60953969695602	0.533018341878469	0.79959969384788	0.835315042887724	0.818858037929716	0.636477241508133	0.776252919362108	1	0.518985436810265	0.543257109612274	0.594038193849673	0.535299274857386	0.811985594241015	0.902722008114438	0.53200886939426	0.616519642570902	0.559628983244216	0.539057211175	0.899799554305933	0.743419701245276	0.895736609715679	0.823220597209751	0.606127319191129	0.729776201493862	0.176725252249313	0.812768886264042	0.546164941193539	0.267673928895506	0.667931565014519	0.762225566911645	0.784290063579858	0.649203130391469	0.748239755212437	0.664064737176582	0.811526014937901	0.636966580908721	0.902380776648212	0.810544078938986	0.886310073673945	0.91059002439063	0.767551789337597	0.62268469206993	0.720922460069826	0.710295929376301	0.647069476406692	0.770133148538313	0.387618275951523	0.947193710939417	0.756806748136258	0.566011391666286	0.846919581533296	0.712991024563214	0.902069210658305	0.898138142349033	0.903874050119943	0.746353974736346	0.714536756435138	0.759202338729789	0.443874923103652	0.610717061609362	0.849317384337149	0.915189870760257	0.79269507371324	0.667594302659456	0.784922542884201	0.683767689993481	0.551001560909305	0.758129527607782	0.785681591512587	0.354115775184151	0.653721923147453	0.337136307958442
SLC16A1	0.247667350913842	0.485435626911926	0.271218887853	0.0925483719093934	0.0755143605450685	0.138026099605587	0.0506549054605075	0.276231715351081	0.368336154333887	0.822587304742241	0.236899770513833	0.318937658307497	0.180139006060131	0.107420638315423	0.210421262850605	0.405439164918734	0.101930320731555	0.300037506885035	0.1625389752305	0.920240666969987	0.183517745879515	0.243005958986893	0.362839249129798	0.906814119406781	0.400982882958748	0.518985436810265	1	0.0902602719284198	0.103090595141933	0.235173188030258	0.235573005474937	0.478171399509875	0.553242333100208	0.136599279436682	0.126493243077952	0.162484339715381	0.352411258702072	0.167469940819816	0.303733897816952	0.358223410987028	0.141327417480746	0.138376707196929	-0.0018956451096645	0.271213429004909	0.332136011249492	0.0366728204828887	0.124277146012891	0.253986606995719	0.350174708869971	0.483580120016892	0.218324792454717	0.114644192350908	0.451069444899593	0.197105237149282	0.278871135141579	0.395004363006903	0.378992704602474	0.336237713749944	0.418407914294953	0.105803916874995	0.201688263753188	0.110548853303098	0.0676095562811665	0.383870609374145	0.128137978662354	0.598788714086678	0.747550622008411	0.196972495574855	0.212466148980559	0.228702778444848	0.272698924914781	0.322666436128647	0.365461872507424	0.296296999443384	0.709006828021024	0.625379919381791	0.324759162276925	0.130190643992316	0.322511121902254	0.245518978588068	0.320464358904245	0.113184023009099	0.246167560914621	0.662698844016405	0.0990308206662272	0.601698113276209	0.315282020616835	0.0280369740514171	0.232499668298171	0.161195502080403
TSPAN5	0.732880674348456	0.532092076487484	0.809548326249185	0.247913874074901	0.0170033449533086	0.705321219981853	0.755636515948945	0.650848007920335	0.676671073733582	0.437512206415205	0.403484587577335	0.712158469815392	0.571823695313586	0.897186882883078	0.860717552787045	0.660457258447777	0.336337190776874	0.782249570744384	0.835884954459758	0.0208921777374864	0.53434610148869	0.559096010125851	0.166575744915429	0.0394661758935399	0.757879581686704	0.543257109612274	0.0902602719284198	1	0.857810440219849	0.558191030462877	0.693622349047349	0.539509010472029	0.129270420558139	0.882080480160285	0.275437483525561	0.360395711699938	0.652426856432948	0.280785247855341	0.731106999494664	0.52447428151699	0.357047101178937	0.295475218909397	0.802500019765181	0.362961189651357	0.720111765452569	0.85609589781075	0.284448402035405	0.523473859416468	0.187657210007298	0.731924211935715	0.721205340379147	0.175123951285364	0.513658398836829	0.650946515244873	0.585101995592691	0.313729865730459	0.528368416091217	0.509910570650179	0.576114632712886	0.587243851732742	0.543425500703573	0.258968687697697	0.846786542906239	0.34676774556551	0.805397713070313	0.584067838116643	0.321819136193643	0.421183743200294	0.310723301352031	0.707382655637298	0.424683136281355	0.512676555430635	0.650386222159085	0.403398235319277	0.308644969260943	0.497664015461465	0.637412524626399	0.690848161451358	0.417501009352882	0.493235944557133	0.162900351390107	0.625522589916178	0.429758329927608	0.370319831996939	0.287629233444642	0.219227668252467	0.849162113279575	0.049748489033774	0.558640092032078	0.0399751124965939
