""	NCL	CXCR4	CD2	CLEC2D	PTPRC	BTN3A2	CD69	GPR171	ITGA4	CD44	BTN3A3	SELL	CD3D	LAG3	CD3G	RPSA	DIP2A	PTPRA	ITGB1	IL2RG	SLC16A7	CD4	SIRPG	S1PR4	CCR5	CD47	TFRC	CD8A	TNFRSF14	CD8B	CCR4	PILRB	CD96	ERAP1	RACK1	JAML	TIGIT	PLSCR1	LRP10	SORL1	TRADD	FAS	CD247	IFITM1	KLRD1	ACTR2	ITGB2	CD226	KLRK1	SPN	TNFRSF25	CD74	CD46	PTPRJ	LAMP1	ITGAL	CXCR6	IGF2R	PTGER4	CD81	CD63	CD163	TSPAN5	HAVCR2	SMAP1	TNFRSF1B	KLRB1	TSPAN14	JMJD6	ATP5F1B	APLP2	CANX	LPP	C1QBP
CD4	0.767286380207536	0.397938773171522	0.2933048803039	0.45212592297335	0.489139278817688	0.147353484359001	0.387727253860006	0.199858143374785	0.740682701170301	0.723384012803976	0.138497363920214	0.530122026375849	0.351449855619993	-0.246863502569733	0.370225966301748	0.704290785374776	0.627303193666653	0.491784629830509	0.771207897654015	0.531498052809941	0.359658837161189	1	0.48988340101533	0.553334365379991	-0.218899351117527	0.68485034198226	0.73969036643577	-0.396745181894743	0.680419172350711	-0.372950901332148	0.536414437046641	0.163699110422302	0.232958292568936	0.430547733488976	0.799999167882168	0.492509913386415	0.621099310183932	0.6004629841495	0.776785239393147	0.732053736970027	0.485506942779362	0.498826725463181	0.393924689509186	0.13713783163621	-0.348587994774896	0.804759685030086	0.65709203346487	0.643052482001122	-0.413745121154432	0.501457160679584	0.465810631436945	0.694305683961742	0.644791947312292	0.578601663384442	0.755688915229814	0.421722244293119	0.0513475159947972	0.438188987908984	0.405562570635683	0.714669485487998	0.661594999837574	0.611234000017786	0.519061747644529	0.49707066800787	0.814996349605247	0.836988098821941	0.405895593448401	0.729567177292367	0.517788125615849	0.721080862471779	0.739390163709903	0.750292267867662	0.658016819097885	0.629891184563744
SIRPG	0.488692413507069	0.245441921949391	0.768773339446753	0.761809290229587	0.798057405327833	0.579453865658095	0.138351367983847	0.216590149735366	0.695132656871675	0.36703192062541	0.456762342546147	0.233357770613093	0.762097284957365	0.273598600073194	0.770951320724453	0.319068591825288	0.438886945597395	0.707234203375126	0.577968529879542	0.815711956790658	0.412439254705456	0.48988340101533	1	0.410156363834743	0.279268412512305	0.527788252675956	0.401139189084992	0.27224560913815	0.60069297477664	0.264495169486714	0.712443388310549	0.224302199256817	0.727188032630537	0.385623479470349	0.406394086556138	0.419827596262711	0.751935694945402	0.252939618333237	0.538180497022193	0.0330795743726158	0.237962931461797	0.671190846554842	0.683361084327076	0.469981417930825	0.19391782420733	0.415411163070585	0.308403478419392	0.420175536214254	0.237941250821321	0.571812222289424	0.282738049897306	0.248078620361044	0.553058304277947	0.39307872847509	0.294642058561819	0.60492459026873	0.632051226323504	0.438959903093766	0.231370052358106	0.287051886218398	0.213961562648778	-0.0350420607024794	0.727786165075256	0.364803578753917	0.498516484482193	0.652594011769993	0.14911079548809	0.369784304804893	0.362890358926996	0.314047348959355	0.202857530364149	0.251719787291749	0.392881416699398	0.173811959637249
S1PR4	0.64136681628181	0.394002276326057	0.524891913386271	0.366247786536481	0.637963404018873	0.16383586991187	0.341859972426615	0.464850228384258	0.602872572730722	0.430325668099033	0.182464399658623	0.533603575410052	0.628810961833636	-0.126540964166675	0.616317484609866	0.767551082220153	0.120935742327207	0.360253803384146	0.664664275334629	0.630269797524124	0.481522500611155	0.553334365379991	0.410156363834743	1	-0.128959639994297	0.563542551827174	0.245514838495335	-0.243742433493448	0.515322304603444	-0.0843116142758661	0.311117770548227	-0.171106066025255	0.495572038057598	0.275147664658635	0.745358720670279	0.416137410006178	0.367309217610578	0.228486075930402	0.415130054033837	0.333356294588727	0.765574076242669	0.25518054277685	0.574214793518748	0.519895163277081	0.0109120679426953	0.428995956117162	0.34575198488007	0.635009849160727	-0.183022374709076	0.334764569450941	0.631311436271508	0.287184546192953	0.544159970328509	0.0824739174163089	0.277933039140592	0.297491617153233	0.174560529435141	0.126422948917741	0.389814147944323	0.34220231961767	0.309657483255253	0.0366388649870048	0.467787636360341	0.109681134176193	0.646907958264557	0.448916783135831	0.61453041713591	0.429776588562952	0.311054912766479	0.504196913331025	0.24357522453219	0.2951907038393	0.13337150528613	0.476816690117962
CCR5	-0.0414231712822253	-0.375434320587041	0.409629914914179	0.270410835524797	0.401667702326215	0.423178694933785	-0.434165976198986	-0.102286626503239	0.200635481969082	-0.184368095210972	0.471225214953666	-0.512296631962071	0.381281443072076	0.69606416316714	0.31861321465364	-0.291039534004378	-0.00450180813581446	0.450607880645219	0.0425220204710492	0.260962111483524	0.0112750650859991	-0.218899351117527	0.279268412512305	-0.128959639994297	1	-0.010370417175571	-0.0130651657341063	0.835384058896683	0.0498910290171729	0.743297596167509	0.108255245624282	0.322910419216234	0.338888863294714	0.331385321592101	-0.220454818754929	0.0884777949208289	0.0346778496328314	0.219098463944053	-0.0447511202998224	-0.407733373231828	-0.338304428560525	0.227284056647185	0.118470983086946	0.284864587983359	0.515053351548869	0.120204665547037	0.244822454567627	-0.305755108668608	0.743750294259684	0.202461569749065	-0.33206073004167	0.128498195850597	0.132968299801366	0.264451842875295	-0.0645864775671577	0.398080026028491	0.525113277489059	0.347143695686742	-0.263967358950421	0.123698014303479	0.0470940110216751	-0.0808267983749544	0.125721722327177	0.424728438097506	-0.176385945186731	0.0433343735130004	-0.446915663994096	-0.231479712060706	0.00248669608097754	0.0457242496657173	-0.0406435688406083	-0.0510922259181138	-0.0291056647792044	-0.0439906936713973
CD47	0.712540286271171	0.165729414002923	0.476762521314313	0.532080128482141	0.635562220342457	0.244691162603663	0.127647722559831	0.130510339101626	0.695726556417504	0.603574165018181	0.256495626885576	0.332910520684206	0.468289378766687	0.00341506669822956	0.504473077546499	0.634357416640007	0.520993170511343	0.594554031063543	0.708913457923816	0.60978992952551	0.423441213840429	0.68485034198226	0.527788252675956	0.563542551827174	-0.010370417175571	1	0.578593300920201	-0.164148125076428	0.649280452636129	-0.15764870331187	0.484288032206797	0.218487213562975	0.396804094912554	0.504609853621611	0.695434898634916	0.342370452244327	0.593048395484462	0.483465901954303	0.645241410011066	0.453196366360577	0.438999390143394	0.5178897016777	0.464942849452806	0.35190517882331	-0.133003257385475	0.674005361766375	0.553116827445153	0.626408959920682	-0.197813603274948	0.509938507813263	0.515755905473103	0.542003185074633	0.709222415794239	0.420513523361134	0.629298279140516	0.482473955650175	0.225492535865289	0.485272620863645	0.191340902243268	0.596725661013253	0.579957644660029	0.321234830788005	0.512518105687919	0.443608536747048	0.683477148126129	0.640303315093717	0.341783384391004	0.526456967681399	0.368006698399562	0.641925938744867	0.553459901933047	0.606334500323526	0.542709748033919	0.534213541949484
TFRC	0.608461574512587	0.222425055936235	0.170200768059514	0.470732094881077	0.37402325478444	0.226455789684181	0.196484883351331	-0.0247440177252024	0.616821491457626	0.765023642155247	0.324906150901788	0.239362979114797	0.221727272971309	-0.05950308754686	0.205865875738527	0.365306070858027	0.729487496263933	0.606431506173123	0.621376844374529	0.394463782874814	0.166489776018131	0.73969036643577	0.401139189084992	0.245514838495335	-0.0130651657341063	0.578593300920201	1	-0.153774099679745	0.661295613165522	-0.233268688530909	0.534399401914162	0.446475170243938	0.107216014962153	0.396571027213373	0.52777638183476	0.318570940001951	0.63744168128564	0.621409435042422	0.768080265605223	0.645143511904597	0.168533689299872	0.547954336129672	0.218978476635449	-0.00122895925648958	-0.30634010388925	0.752394450561314	0.606677847133701	0.375385100610626	-0.243084817200995	0.466642601281956	0.199104744354831	0.689778927976876	0.520307641869309	0.654588408397587	0.829125927166798	0.488876416960889	0.0486240920143884	0.684392946058221	0.243114063902944	0.707031021931273	0.721759310491479	0.645838550787048	0.436201182456912	0.646937235354279	0.669043340549806	0.809871565154722	0.0463327824669377	0.663847043574693	0.510148602250161	0.614306206746959	0.793482895127826	0.827628977085836	0.80109838796872	0.466496678101528
CD8A	-0.195707745017458	-0.361011283259253	0.388902061273051	0.286884189211023	0.325151751778272	0.478400923246846	-0.430884622073162	-0.0609031160601575	0.0905782015144528	-0.336500853169405	0.458191294250532	-0.53770975346261	0.343633931245144	0.813359709515802	0.280274795292666	-0.450299420553601	-0.0641081067859529	0.360185794249284	-0.107131067508658	0.211078981917399	0.00292191865970607	-0.396745181894743	0.27224560913815	-0.243742433493448	0.835384058896683	-0.164148125076428	-0.153774099679745	1	-0.0642949370453511	0.899193003690367	0.0529351488641335	0.288640231286039	0.404648010548435	0.27897359930243	-0.400019722598051	0.0221157534264586	-0.0229534558269005	0.0688247793605329	-0.171733753639816	-0.548692980752062	-0.464121565730931	0.185334343846591	0.119359907025543	0.298574493601073	0.624029027626022	-0.0784363770163574	0.0348864083543081	-0.380459419912288	0.879060243267132	0.164480578878097	-0.426611162571954	-0.0622940516184213	0.0438553877139105	0.121908229743127	-0.215825566732278	0.327355377587903	0.557927751137189	0.289419838489875	-0.276353836561968	-0.0778864456281479	-0.160007734563199	-0.250092267252041	0.110216761181863	0.330690149793169	-0.314539186617634	-0.0816785858882942	-0.494053952306783	-0.32689172811666	-0.0581695967935268	-0.163317050901088	-0.233443306763523	-0.231171123121638	-0.123369653609117	-0.236456231429293
TNFRSF14	0.622486679303509	0.334684023720981	0.507385002415307	0.606262412053011	0.616006814225374	0.423209742915914	0.258903544476293	0.242182753757571	0.675276303389716	0.646706060210996	0.457058266192895	0.333967933064672	0.536007637899697	-0.0387487402628122	0.544960589422617	0.453198595366079	0.621791695107507	0.579490572196369	0.624187657320098	0.605850591222553	0.381951834020407	0.680419172350711	0.60069297477664	0.515322304603444	0.0498910290171729	0.649280452636129	0.661295613165522	-0.0642949370453511	1	-0.0311355837726629	0.578889818988228	0.259164652744401	0.433911289668642	0.394060226973942	0.561802246597937	0.467616307975407	0.658278037650902	0.453855031283256	0.673061299605926	0.446440422803023	0.356399791027094	0.526512713518165	0.496964356771248	0.285086603614507	-0.102574437944777	0.607992841505474	0.461096857653383	0.509743114289501	-0.0856934651213783	0.570600652065993	0.364797708838638	0.440949026191835	0.66300713970598	0.466118275714051	0.581078552211566	0.520042159076888	0.271386686269145	0.564595747925024	0.329528264454233	0.503689211125953	0.466140799765199	0.33897782931598	0.562654603135264	0.442051538530527	0.703042486017987	0.745400840710856	0.244869263504683	0.633886326272974	0.515038464652666	0.487456423627454	0.497646373303226	0.564822041912304	0.601072315825675	0.364239750386373
CD8B	-0.142448427744639	-0.275024150470462	0.417707803781795	0.281078259335364	0.36715217242377	0.506458615736252	-0.347799244281547	0.0447145198986058	0.0859233194150571	-0.339604548322121	0.400859020862348	-0.464679293661258	0.417995657990205	0.753327861583393	0.342109037380427	-0.347518078942472	-0.142282801214369	0.313874474366774	-0.0561354842529358	0.262213692723799	0.0790636600022446	-0.372950901332148	0.264495169486714	-0.0843116142758661	0.743297596167509	-0.15764870331187	-0.233268688530909	0.899193003690367	-0.0311355837726629	1	0.0110301016037733	0.167933022851271	0.449075941791942	0.22871728426615	-0.31931127997638	0.0806329367386422	-0.0649580339212211	0.0379969324967596	-0.196385284506162	-0.547515012911141	-0.366276572468893	0.173627750121367	0.136136773044649	0.41878880270398	0.690729392414484	-0.0910566339178669	0.00718779594737058	-0.339534285528198	0.869782601209457	0.143705690331866	-0.346241394223083	-0.0907129362194254	0.0648250572773777	0.0383423122181086	-0.259502883723801	0.324757571318602	0.545592265786032	0.21158425108765	-0.223815262757331	-0.0905665717060064	-0.179205480760191	-0.299659400562267	0.153051935243805	0.242200606884103	-0.245893385543711	-0.112156216466297	-0.388190351471473	-0.35229605719185	-0.00533625684602081	-0.131858918095134	-0.271650928511586	-0.263712080653289	-0.228000254046704	-0.203290965480613
CCR4	0.490586150121866	0.481184665898166	0.52481462761041	0.659389555939045	0.611209361446613	0.499955357257365	0.381170404954144	0.327369072975168	0.628726018543526	0.51658226673632	0.395992433165466	0.403110047531674	0.515303162947556	0.0899482240321062	0.563417874389041	0.285733326203487	0.571079456226046	0.573087343046666	0.532695882052047	0.592619383497571	0.369763032736693	0.536414437046641	0.712443388310549	0.311117770548227	0.108255245624282	0.484288032206797	0.534399401914162	0.0529351488641335	0.578889818988228	0.0110301016037733	1	0.197459652967448	0.452966648047709	0.322226390832967	0.415014025919081	0.284675376029821	0.825107975673105	0.14732562158193	0.623045842881412	0.187648051522541	0.250515344576996	0.697644300286714	0.57045461539326	0.131272474396829	-0.152436626297775	0.39433694282912	0.225673320219443	0.415029922368646	0.00590124607353813	0.517630836921727	0.297583207955793	0.215813678123788	0.39610187304195	0.288989136017489	0.386448892963017	0.576773959353543	0.371660442146164	0.415746965660507	0.423669505487392	0.278533775110253	0.208616707731139	0.0293843950663711	0.687880465615809	0.301773703351775	0.555787446602142	0.734700084238306	0.163208152228918	0.518912950370918	0.364479037148563	0.253695013884706	0.258300902907753	0.312544224007328	0.471975689326786	0.176391183382768
PILRB	0.0908050145965717	-0.284016946528955	0.125583147279428	0.31641096051218	0.183470905663005	0.176092697038496	-0.275991629436709	-0.296689756325837	0.234351161854902	0.201929681640474	0.282130510514571	-0.297073528190779	0.0730583463118714	0.304885866484485	0.0814016719075624	-0.135946532084943	0.500358061396155	0.43026667070446	0.0938448459776759	0.182999557236164	0.0310090535869807	0.163699110422302	0.224302199256817	-0.171106066025255	0.322910419216234	0.218487213562975	0.446475170243938	0.288640231286039	0.259164652744401	0.167933022851271	0.197459652967448	1	0.125040615550867	0.287764988082049	-0.0307558347385667	0.0498758967732553	0.251628343434488	0.356287845820321	0.280042440422777	0.0886339032802415	-0.28731661552939	0.345730799794738	0.010199590571284	-0.0278625124371409	0.0661852658108139	0.279015602302628	0.271707835426275	-0.0862560760951454	0.159138646464341	0.354659308586368	-0.0971702240921957	0.289842998797625	0.270141230570416	0.471584179056096	0.380440044105094	0.352869669602487	0.125572480552477	0.572852887479315	-0.181359996945593	0.276411151418123	0.284956312354429	0.276345022767867	0.00146964693075178	0.448077735208178	0.122519539179269	0.332028366911732	-0.292017090762129	0.213816046516135	0.144881699673595	0.204182646620521	0.313941869577816	0.32597516269098	0.526099736115466	0.0345039681118886
CD96	0.315604453982208	0.118206076547573	0.856067952290279	0.662254065164376	0.802736982247569	0.524310909779815	0.0125179588061532	0.341040267328201	0.561380881460471	0.12275767344912	0.441973386351096	0.141249994040496	0.822711493781378	0.378772506704034	0.832372100862029	0.292103862773961	0.160569879204025	0.584409463014229	0.436488615281997	0.787446113329048	0.421886202161716	0.232958292568936	0.727188032630537	0.495572038057598	0.338888863294714	0.396804094912554	0.107216014962153	0.404648010548435	0.433911289668642	0.449075941791942	0.452966648047709	0.125040615550867	1	0.384788112693228	0.288272281916418	0.321079754745298	0.469187315736543	0.0883709092376321	0.245163680222473	-0.161455772912371	0.242374292770995	0.385038556025973	0.719048702875237	0.660626966737583	0.485603727291307	0.182197984864982	0.151923502303528	0.323238497540792	0.43266706073947	0.464939760012917	0.338926820059193	0.020599327004621	0.515211046504654	0.140834753453252	0.0248493133535947	0.491466672360901	0.667307542493279	0.30288465319956	0.141862521692146	0.0737227003992418	0.0147590566123439	-0.286969338406008	0.530013494482322	0.1859518870037	0.326766295572285	0.387244029026368	0.264791299992796	0.113806928977172	0.171079534194649	0.153599977489098	-0.0739707165460168	-0.0292299656743593	0.117648349756026	0.0855949749640268
ERAP1	0.470925715457546	-0.0370842381032873	0.389221367811346	0.512133061637766	0.51068242506541	0.334809149007595	-0.0706927170466427	0.0551627041793804	0.6088351641242	0.324775094514917	0.355198865292602	0.0607450675453497	0.375823562031151	0.329036707211692	0.366471916175123	0.283608048800373	0.421403043241686	0.52178135461596	0.474110109541686	0.484427381297008	0.451381995951896	0.430547733488976	0.385623479470349	0.275147664658635	0.331385321592101	0.504609853621611	0.396571027213373	0.27897359930243	0.394060226973942	0.22871728426615	0.322226390832967	0.287764988082049	0.384788112693228	1	0.375330874308798	0.34378890545904	0.310173655241729	0.475499425734949	0.382300600882517	0.261355101044797	0.123984314800859	0.417164367504014	0.33892274506048	0.254775607879769	0.0658995391337677	0.538792547566466	0.502670266290178	0.334750026472419	0.118137125857853	0.502684209423564	0.240048194796429	0.489043699696423	0.573234504843487	0.483668491256738	0.464073650015922	0.470146817369882	0.336504716171539	0.551340508242897	0.0235264594309401	0.495371391513835	0.408952677799852	0.297156664214751	0.423673941432955	0.534324257667344	0.386217394267461	0.476849160732833	0.067577207142517	0.3462264916829	0.269974318732477	0.467818124356593	0.404375536716908	0.44119101899895	0.420814501410417	0.34845785695124
RACK1	0.894441725931772	0.529310737366036	0.363735356331393	0.405786936557551	0.580332875451739	0.146551404518585	0.53284176173658	0.403379145698959	0.719252533948362	0.731029235961728	0.10688502666081	0.694063952523174	0.442274182375054	-0.276475922905513	0.460060659197692	0.957300848379068	0.337045093378555	0.45803432592785	0.825930480840743	0.538656403789376	0.466031359355003	0.799999167882168	0.406394086556138	0.745358720670279	-0.220454818754929	0.695434898634916	0.52777638183476	-0.400019722598051	0.561802246597937	-0.31931127997638	0.415014025919081	-0.0307558347385667	0.288272281916418	0.375330874308798	1	0.576204858642129	0.473820668392555	0.483918420351145	0.674987455206739	0.622172410725584	0.7021437208747	0.372223546547923	0.514557232015796	0.293011115207207	-0.226903576626258	0.742759704847037	0.629536666838832	0.690647627228471	-0.367199779021733	0.415871030035223	0.633862911880281	0.607192598400572	0.621212738168017	0.298963277688571	0.586687727367885	0.383378710152598	0.0341143737440476	0.205196447016441	0.536880906813583	0.68093985886654	0.633330365126836	0.365110132019912	0.544379151776025	0.340960535415086	0.86043485308745	0.618788984799133	0.661549142976484	0.651971189480446	0.502499075307855	0.80650640565371	0.598302134193102	0.651737440091009	0.410305470334196	0.81725903251426
JAML	0.647664428613426	0.338331762854252	0.344848108343147	0.332476685667324	0.502352862111694	0.330368255573892	0.280345776857123	0.316904352371921	0.601639583979531	0.434949224331756	0.248474062212379	0.264054530026428	0.380792353261497	-0.0623527444204707	0.417622275505926	0.484705638629289	0.223848459894061	0.38817228972393	0.550346655869468	0.403518825840419	0.422367326094511	0.492509913386415	0.419827596262711	0.416137410006178	0.0884777949208289	0.342370452244327	0.318570940001951	0.0221157534264586	0.467616307975407	0.0806329367386422	0.284675376029821	0.0498758967732553	0.321079754745298	0.34378890545904	0.576204858642129	1	0.294143845305858	0.479147847577213	0.493959868124402	0.326002312830382	0.313901083485524	0.31625966267833	0.375945416324831	0.262697249715387	0.0965086536481263	0.611262649718183	0.573205609601565	0.412778731521036	0.0695996725432197	0.380481293952849	0.209001833749051	0.508655861214896	0.389004516808261	0.268467912023866	0.328716898249548	0.407327828491733	0.221277960562495	0.149554638392897	0.343437898166997	0.551087854305175	0.422000928055824	0.297562554638167	0.41454086391076	0.390777901565578	0.548237876838497	0.45166264681716	0.232588347553442	0.414302885391935	0.565126070772682	0.597501173810698	0.442389332659782	0.458700135296919	0.296678719091096	0.597698648413426
TIGIT	0.547040029524945	0.398894508741414	0.541052250872342	0.722668460241036	0.623988974608315	0.501396635843707	0.300993586904286	0.17337886296753	0.644475266492162	0.614996379629538	0.376576237792828	0.353639411255382	0.548898275757465	0.0670236081849432	0.564619655521617	0.340637891719251	0.59125458811702	0.622547785037866	0.573659969685408	0.674603716031533	0.336334935289204	0.621099310183932	0.751935694945402	0.367309217610578	0.0346778496328314	0.593048395484462	0.63744168128564	-0.0229534558269005	0.658278037650902	-0.0649580339212211	0.825107975673105	0.251628343434488	0.469187315736543	0.310173655241729	0.473820668392555	0.294143845305858	1	0.260167918861917	0.702083104607619	0.238203677436332	0.251880219536729	0.750531905470508	0.569180982973208	0.205014381519939	-0.111711746787587	0.493448671262139	0.310952537148404	0.456829699619407	-0.0265518007095485	0.535092589521562	0.331183457629381	0.317300004158045	0.471984552951506	0.414939060008388	0.490131402266948	0.636271560212508	0.389104339127062	0.466544022743257	0.320500726383859	0.365986144454054	0.346062757289363	0.124131860495277	0.675856860482433	0.381656376725251	0.613486277641294	0.797751081853642	0.129021181251783	0.588784393650151	0.367881676325132	0.351946316875587	0.375386770644546	0.432954643449839	0.564751049254757	0.21107454744993
PLSCR1	0.62611639992339	-0.125944704469838	0.130072915029472	0.271457660688538	0.380174781435844	0.218558868095538	-0.147469807702063	-0.172927691174692	0.606009008978058	0.468735264695188	0.235206075106222	-0.0634012237613657	0.177456721280363	0.154305050504592	0.115670261992626	0.348313400152078	0.525773302684042	0.536554028958665	0.555445219503172	0.282125402968336	0.0896420198137538	0.6004629841495	0.252939618333237	0.228486075930402	0.219098463944053	0.483465901954303	0.621409435042422	0.0688247793605329	0.453855031283256	0.0379969324967596	0.14732562158193	0.356287845820321	0.0883709092376321	0.475499425734949	0.483918420351145	0.479147847577213	0.260167918861917	1	0.524039207741804	0.497662082754778	0.050625844442903	0.356875938362516	0.0374777683315007	0.21147437131761	-0.0227864922243758	0.866092242646665	0.904817638006968	0.231261460377681	0.00412572416948907	0.367086970495944	-0.0325217021155975	0.896779845034788	0.486874721868843	0.706088770540127	0.737041410631551	0.431467578975994	0.0435228079815348	0.556697113285361	-0.0509630654552509	0.869581497707057	0.804751410411505	0.803714368018324	0.190007775747062	0.816257883982028	0.499065656733572	0.541747738632883	-0.132351379610849	0.426573578244405	0.466236187545152	0.77789542249871	0.845164559884547	0.8029662823334	0.566207082767908	0.687228948253615
LRP10	0.748813079971725	0.425841724622101	0.307646365517512	0.587664465578224	0.507272199725766	0.335997801929736	0.385933980250835	0.152910453641287	0.716987850093138	0.781218551509012	0.328512001965315	0.412004460801437	0.339588446748294	-0.0998242302092841	0.371319834252955	0.546135915182334	0.655465511352976	0.585358729868407	0.740246235438346	0.486284392709636	0.35330781746279	0.776785239393147	0.538180497022193	0.415130054033837	-0.0447511202998224	0.645241410011066	0.768080265605223	-0.171733753639816	0.673061299605926	-0.196385284506162	0.623045842881412	0.280042440422777	0.245163680222473	0.382300600882517	0.674987455206739	0.493959868124402	0.702083104607619	0.524039207741804	1	0.571607753095569	0.322482478246608	0.616572486005545	0.38971819514516	0.07157128460307	-0.230514222532436	0.739791248003098	0.577526863471447	0.500953455238972	-0.228299733148615	0.555142010468816	0.294489737855885	0.620595992925699	0.590102545926415	0.508845065367721	0.70203820706275	0.542510537485046	0.169923485709208	0.520666617048468	0.412219253773249	0.675309932011848	0.652246712492491	0.476827702850064	0.589282117335904	0.521309206748342	0.779474681615998	0.802146401249239	0.229800531482526	0.71050315466576	0.515356368745608	0.645735187949519	0.697437213499437	0.746479871000523	0.71351612062517	0.530124272969334
SORL1	0.565265255456281	0.359864714720635	-0.0964560510671116	0.146662319073013	0.09536051546182	-0.100573282452601	0.406262385152757	0.112029950497235	0.397224068954409	0.678489548944891	-0.0218641309448788	0.4725612077912	-0.05329901483855	-0.3908945059617	-0.0315737782215509	0.562636457176326	0.518311341770641	0.152169578506957	0.502979683197453	0.0961268047875507	0.165473543899885	0.732053736970027	0.0330795743726158	0.333356294588727	-0.407733373231828	0.453196366360577	0.645143511904597	-0.548692980752062	0.446440422803023	-0.547515012911141	0.187648051522541	0.0886339032802415	-0.161455772912371	0.261355101044797	0.622172410725584	0.326002312830382	0.238203677436332	0.497662082754778	0.571607753095569	1	0.414583060698622	0.157008084367465	0.0753555549355505	-0.15798663735311	-0.502136468692617	0.601700645109011	0.506563478206466	0.520635819768909	-0.581494247427128	0.254896357640248	0.388556668712929	0.573220093812236	0.44277167288467	0.425081988766308	0.700170109038612	0.152635459374636	-0.271752555685267	0.342220146908495	0.401099653163859	0.595110625565988	0.552954319068383	0.731659948524353	0.214665723426857	0.345857200939365	0.600171805744359	0.553329096549633	0.408221953836948	0.696802135627098	0.463470671834883	0.541464502458056	0.692468090686685	0.701321509080567	0.612840088747138	0.524336952155158
TRADD	0.542639910395495	0.498251182369148	0.330493278437559	0.190960855802732	0.417414308385492	-0.0311992378945683	0.509648704762541	0.491738159674097	0.427109742149914	0.414501439217792	0.0223200526905887	0.700188089408499	0.387764615633732	-0.355698971388412	0.422522188260822	0.780209464842761	0.0612045948979462	0.170603663585161	0.562358951248006	0.413035776225821	0.423277228594353	0.485506942779362	0.237962931461797	0.765574076242669	-0.338304428560525	0.438999390143394	0.168533689299872	-0.464121565730931	0.356399791027094	-0.366276572468893	0.250515344576996	-0.28731661552939	0.242374292770995	0.123984314800859	0.7021437208747	0.313901083485524	0.251880219536729	0.050625844442903	0.322482478246608	0.414583060698622	1	0.119094197836044	0.474483245189284	0.33114914767631	-0.189931397398602	0.260013638553986	0.153959236245968	0.667644952822515	-0.410204676655786	0.20260156291056	0.700697348574074	0.121553388020165	0.373335150232492	-0.111642824641528	0.221522964296697	0.0606816644492859	0.00643655476429659	-0.0334987095003986	0.520723457113567	0.202759942059952	0.19406128068176	3.40755081321647e-05	0.385849913794744	-0.0874761031636951	0.543382248812539	0.318337064803911	0.776271073286285	0.434931788965697	0.243160062133673	0.352548314547814	0.144739556212852	0.218365725003551	0.0902101449785184	0.40810077449956
FAS	0.515609368707973	0.259706710786933	0.495643774943713	0.733020845305214	0.604566566563172	0.549007027601562	0.19439113490808	0.136767513017776	0.597979095502454	0.52603987599831	0.413240997758122	0.183355395465227	0.478946767671603	0.264442099716575	0.495051655357027	0.23135031660664	0.575182928314649	0.642903100525346	0.583266112337715	0.589876440241957	0.380677018376743	0.498826725463181	0.671190846554842	0.25518054277685	0.227284056647185	0.5178897016777	0.547954336129672	0.185334343846591	0.526512713518165	0.173627750121367	0.697644300286714	0.345730799794738	0.385038556025973	0.417164367504014	0.372223546547923	0.31625966267833	0.750531905470508	0.356875938362516	0.616572486005545	0.157008084367465	0.119094197836044	1	0.466720781745362	0.222918959191203	-0.0539053571587684	0.51586293511636	0.356324587189615	0.366681101830135	0.127347600815644	0.538950506336314	0.215274348903156	0.377409390672724	0.478374876939037	0.446570150808723	0.477483867993027	0.661541279120874	0.40954557306207	0.579097988710051	0.272347136777189	0.429718131835152	0.342855481172002	0.157658243857024	0.634742480138694	0.478029482978814	0.489572110881996	0.691879942921607	-0.00499116902808347	0.478822265910148	0.40252168208314	0.380391841106499	0.391757926115021	0.4513894696636	0.518092844176216	0.217336132306169
CD247	0.48006877762319	0.442140358304024	0.806579751061756	0.597657615939498	0.777678723549739	0.46142143936398	0.371167303945334	0.548686300419089	0.645837351756136	0.361106295767968	0.451383407635202	0.476966429765697	0.764581668702061	0.173616082942279	0.822534875066641	0.529753125211061	0.188928684323765	0.488596480232666	0.547556053699262	0.797924380570112	0.442718742579264	0.393924689509186	0.683361084327076	0.574214793518748	0.118470983086946	0.464942849452806	0.218978476635449	0.119359907025543	0.496964356771248	0.136136773044649	0.57045461539326	0.010199590571284	0.719048702875237	0.33892274506048	0.514557232015796	0.375945416324831	0.569180982973208	0.0374777683315007	0.38971819514516	0.0753555549355505	0.474483245189284	0.466720781745362	1	0.534823246332556	0.202236098643504	0.243450130557086	0.147698804355212	0.491108003267357	0.147576311950183	0.49336619292061	0.490361597107756	0.0281003216197954	0.519036351337084	0.133391907126061	0.139381616857006	0.474337221173815	0.519504428051577	0.1779376851321	0.467057919789215	0.134158056829884	0.043178278820374	-0.226786277631071	0.620543047928023	0.127927157440381	0.52746460224528	0.498343424718198	0.545152520261605	0.360999265187798	0.28821574064874	0.222379456422195	0.00324028953108498	0.0721757941282313	0.139954543616189	0.229693458461459
