""	EGFR	LRP1	ITGAV	ADGRV1	ITGB8	NRCAM	LRP6	SDC3	CHL1	EDNRB	RAMP1	GPR37L1	SORT1	CD9	ADORA1	THY1	C1QBP	CD46	CD81	LRP4	LINGO1	AR	ADCY1	GPR37	KLRC2	CELSR2	CNR1	PTPRK	TNFRSF19	PTPRS	S1PR1	CADM1	ERBB4	SDC2	TGFBR3	FGFR2	FGFR3	ITGA6	CALCRL	FZD3	IL1RAPL1	EDNRA	LPP	MRC2	TNFRSF21	TNFRSF1A	ITGA3	CHRM3	NT5E	GPC1	SLC16A7	NOTCH2	NOTCH1	FAS	CD47	COLEC12	FZD6	RIPK1	ADCYAP1R1	TSPAN5	ITGB1	NRP1	TSPAN12	F2R	PLXNB1	FGFR1	ATP5F1B	CD82	IGF1R	GRM5	CD44	APLP2	SLC16A1	RAMP2	VANGL2	TYRO3	TLR4	INSR	KCNQ5	MCAM	CANX	ANTXR1	KCNJ10	SORL1	NCSTN	ABCA1	PTK7	RXRA	KCND2	CD63	LIFR	F3	SIGIRR	DPP4	FZD5	SMAP1	PDGFRA	ACKR3	IL13RA2	RYK	IGF2R	SEMA4C	TNFRSF12A	SMAD3	TNFRSF10B	PLXNB2	CD99L2	TFRC	MCFD2	PTPRA	AMFR	KLRK1	NRP2	SIRPA	DCC	RACK1	PLXNA3	MERTK	TSPAN14	JMJD6	LAMP1	PTPRJ	STX4	ERAP1	ADGRE5	LRP10	RPSA	HLA.DPB1	CD74
AR	0.867432456765422	0.869918440637427	0.833068363436332	0.810915970921003	0.820749951022254	0.886824582544408	0.778305883250266	0.820813099691703	0.843933233510997	0.809593690123051	0.783862664705727	0.835446658175	0.820296750623428	0.816109412696313	0.84743614728304	0.49066593806077	0.756522519083384	0.840974375729	0.731417879161826	0.612031549476071	0.58237446157063	1	0.733869794879098	0.755021102452421	0.797498940791382	0.842139926455444	0.787297740615361	0.745780960735612	0.79420630547239	0.721877453165948	0.620907637215665	0.848449118611897	0.880196347826668	0.816004408518111	0.748762104862059	0.753569245895996	0.68026925819187	0.746886117075205	0.790467043024953	0.848388205194041	0.508522104165723	0.724356316070207	0.798775199740426	0.752588648715445	0.775188292048397	0.778892331130352	0.661020821289199	0.794914348005928	0.815751502796526	0.668056348536518	0.879544639481395	0.830891120755112	0.66745598622385	0.765739567872798	0.794835425222403	0.757830750023612	0.841408263847443	0.817029914295407	0.696104833753422	0.796054187972519	0.656238821416961	0.647077152549976	0.725234155363898	0.609805730673582	0.802548629515347	0.704947950072778	0.748967593365021	0.519338415999382	0.503740510776571	0.817408825577706	0.587388017974628	0.81271121443051	0.821926459390585	0.351178018466223	0.781446758930152	0.568240982849905	0.589607678528016	0.313960858526837	0.76040911744289	0.479366030747273	0.799015406475165	0.695513715772719	0.804249213693984	0.707758580920339	0.849058985668983	0.6583676913058	0.690040038366108	0.733649286418337	0.70790153270381	0.734578172198717	0.86388635914441	0.756510378869919	0.66542470714487	0.730842179277709	0.719211874796743	0.837052433195927	0.475438119400619	0.693000789175638	0.568451637450615	0.82989756470249	0.782291449941604	0.678861300452364	0.579717808579395	0.604801812510597	0.644630958880424	0.674944154318414	0.79903292306236	0.4987123523655	0.80087328138845	0.876092169040253	0.73504006378295	0.756813138044436	0.565433771740058	0.763888604124092	0.772330744626058	0.612952527218394	0.581808233634588	0.555673863607369	0.575688263414856	0.60653532953675	0.792785435603186	0.556715149868787	0.624280661849933	0.677203747895892	0.294664632195886	0.779805159853891	0.4622700058368	0.185011685076203	0.129833899205796
ADCY1	0.77290697842428	0.713101055491519	0.743131258048939	0.606098869156558	0.745991687835201	0.74222614026508	0.642836009398999	0.650247243182256	0.702362351339708	0.639261571119786	0.548646087641777	0.724775777758706	0.677441287305523	0.552249536739061	0.658387736235546	0.381329608568426	0.602047068703748	0.696799366741394	0.474493272081408	0.690431121315511	0.447141871491702	0.733869794879098	1	0.696129112179984	0.652917235420417	0.652500467740524	0.731358797757422	0.567883352387027	0.688174976222357	0.651790214053414	0.330121762437627	0.711965033685112	0.802225581846835	0.584866399075171	0.621219909050914	0.63667730100932	0.596505638570811	0.614580698764948	0.669943398283783	0.71150508817827	0.333926462041684	0.624980326950193	0.710077987855751	0.600963970913954	0.66668773809739	0.58042230143162	0.58665014899228	0.697746784521572	0.693113618452717	0.556691802049452	0.75700592089715	0.690860072223773	0.508080618379174	0.598700417497238	0.635375841466017	0.641637165862815	0.745094131395195	0.649437476034237	0.59629777264536	0.634041448588698	0.49126265330391	0.558374810926597	0.56892413744165	0.476725768334007	0.57404587032101	0.548451333695498	0.492927034164391	0.406201714011709	0.361282590343347	0.820957744319305	0.425010792400838	0.662567812169731	0.722375810946225	0.253745729153992	0.640408345646965	0.534357645025954	0.436538222966215	0.189016446032473	0.647519615393582	0.366526227414866	0.661854048160694	0.61127277684515	0.657254018529704	0.653954315564849	0.620739733993323	0.588199752131329	0.526863418291216	0.597508506414407	0.560541007451738	0.583536722226359	0.752607794274866	0.561870717899307	0.473605851811078	0.51313761630607	0.587221010222235	0.62052558717604	0.423350444611556	0.571154359968702	0.394557250603077	0.629444923973497	0.692615665717817	0.541649858512335	0.488233056676042	0.57611506921762	0.51291594667345	0.602816460479056	0.689346064782857	0.360523324674185	0.659659611716204	0.722972872369568	0.644620183470497	0.764258459886426	0.439400023304396	0.695626547268356	0.679997516470675	0.477508569815498	0.38943505149563	0.525948542879661	0.394068703463492	0.506605628257685	0.602646442534233	0.523468217322335	0.535407112358624	0.695376915193981	0.519699399321278	0.60905390250994	0.352908940965982	0.272663087706304	0.220574719426135
GPR37	0.826241108595468	0.828186342700932	0.844103545423194	0.74612312183609	0.761913658696808	0.797916483426158	0.548463082057218	0.777007534522557	0.779347744101302	0.828939107566204	0.720960791226161	0.81011306412049	0.732746155540015	0.74981841498217	0.839742344601018	0.245990171284918	0.651136640657726	0.71405667692341	0.696836053454363	0.54242647371012	0.36194958925385	0.755021102452421	0.696129112179984	1	0.680800150621412	0.745474209497386	0.802209388287684	0.61593926498777	0.627072903498078	0.598929963313483	0.535460592761444	0.813725071079001	0.813402930477299	0.705418916234348	0.672884856496347	0.811961046954447	0.587841492081006	0.708654137447688	0.826185181742007	0.725590735538078	0.307785331778112	0.744302325061313	0.745454698577246	0.736636339844454	0.771637625574111	0.791195174124436	0.612615186279351	0.636667253926576	0.745209376247603	0.601538846463224	0.781580649133931	0.845159103483829	0.536067478701639	0.680452011798814	0.695273128374653	0.753876495401885	0.783057937507584	0.673770879886105	0.779080426432114	0.618265908454282	0.505406311188112	0.59394293401385	0.585205498193021	0.443535123174385	0.781641682148386	0.496167155500945	0.62486034140298	0.342784985531873	0.284594068644474	0.729105155069742	0.700934637211078	0.766953747885883	0.72567376311957	0.250952862896561	0.62087468693468	0.442821378311617	0.510083609477471	0.194992567754056	0.783482904613232	0.265043262969336	0.724737886041883	0.604144415711966	0.775376500838444	0.790686672160442	0.798106155110012	0.694590459665912	0.630702845639582	0.578536613847259	0.43377302077379	0.660949124425679	0.802990224051114	0.81307346950395	0.652011185883538	0.66262472677447	0.636426733440196	0.677707453241888	0.24997682339957	0.609150790447139	0.438706223410532	0.662448280472149	0.775451963453752	0.570461315669798	0.48948155509325	0.564835934509394	0.47935174417383	0.618245905264784	0.747105211317214	0.341685970214875	0.714015318738675	0.814362853883747	0.703613923429451	0.750474231391846	0.576962457526035	0.827407330364809	0.611711311864397	0.45694856951455	0.382879385474787	0.56668831979479	0.465005247715142	0.515157909278303	0.766504080776506	0.545274557364171	0.538499328613392	0.783733794228948	0.43713166752803	0.671468401744483	0.316952453315122	0.312904306143596	0.261743640481568
KLRC2	0.816902945168177	0.764490382517278	0.768333797569555	0.585496746118567	0.798699725299766	0.818872097762703	0.81814012070492	0.723803616479821	0.771431002092964	0.686512800343424	0.88812859740552	0.640288530994916	0.836311651793533	0.862849841355543	0.743266204979532	0.751946870968678	0.921614987099035	0.757753616561846	0.776105967651296	0.602253477079357	0.758818396899851	0.797498940791382	0.652917235420417	0.680800150621412	1	0.835321094615913	0.711401268620865	0.725588975588431	0.777711898420017	0.807349331724764	0.575060718193084	0.814870843636255	0.77642998662152	0.784277658983975	0.806188145844101	0.569580294359995	0.508923213908256	0.694582378342963	0.659599818525083	0.832312512222124	0.57256866469662	0.679975583763676	0.773809203585747	0.706561487661231	0.79936306060248	0.767676650365493	0.60650679405778	0.875846349540363	0.891930443041674	0.671212421406326	0.877504556572773	0.811391289777453	0.773144869251743	0.714627459588134	0.854311445513692	0.700808283215578	0.858114642978355	0.789250697948717	0.550101470696148	0.817616976729352	0.778205272182077	0.655183352688782	0.926895896762651	0.712329675850546	0.621812939942626	0.798008486317704	0.912363158306862	0.783865850655579	0.59684970825444	0.713539464096939	0.553800012443377	0.869606408503246	0.9141272638866	0.658582585225691	0.79884439252688	0.710464146323953	0.642934922017199	0.390852516432815	0.695971064443185	0.601812745585192	0.880668787766167	0.736463931588968	0.733657115362196	0.648573998953031	0.851374036481341	0.616957311735057	0.730081401817173	0.724294775665928	0.845912619241762	0.879625940045399	0.78464420416754	0.602951594037623	0.693479968686949	0.758046329523526	0.736569059350073	0.893144594041902	0.595194168812935	0.641189698226724	0.793127870729435	0.85113473449248	0.760960174510556	0.572708961667353	0.671817030833603	0.644623198622017	0.758460994332264	0.723866517416224	0.823563016633125	0.627670529947887	0.85259323200139	0.891826021808265	0.718423138512921	0.639921335644332	0.5767453919096	0.611750139479268	0.809512674296461	0.83406375919668	0.627759364101786	0.502831814405078	0.645195943051115	0.782487266225709	0.790486632333593	0.597960558769193	0.70909010757112	0.663228749682737	0.442410643885404	0.762175308414149	0.737714517126469	0.338638257890104	0.246956290818215
CELSR2	0.820883313413435	0.925864807710175	0.906957512513056	0.74863318903832	0.928831885961918	0.905843842810597	0.852726179027644	0.91706074558809	0.906685219203661	0.845520904864897	0.866542642840651	0.80868843236225	0.919490332428074	0.835199642918927	0.856401791249455	0.591494311444705	0.851256498680372	0.799537980728169	0.880020782435853	0.670406663957469	0.650562604027721	0.842139926455444	0.652500467740524	0.745474209497386	0.835321094615913	1	0.871870900885982	0.868453948976383	0.861093750520572	0.748597226492045	0.766098576350948	0.92135649664107	0.865764463175784	0.921980735815354	0.910410924803973	0.726941452137958	0.584293141367756	0.795890914394867	0.813333709314166	0.901237648906319	0.656992661470638	0.857080335902387	0.852208865892546	0.808990738981666	0.843724324795823	0.856422905531803	0.677054495379267	0.807010826237772	0.89247414715442	0.706405291034011	0.906509613117806	0.903963042901071	0.825698272469735	0.809867187916912	0.900217523689471	0.863817325721805	0.891002559623593	0.829295110510534	0.698075232284299	0.863548984267228	0.780207705414548	0.766791825001257	0.79996500018816	0.734607391455153	0.798303180839431	0.821262713661665	0.832802190775269	0.586479974690367	0.634333282465002	0.76581931800044	0.742529890616073	0.925024584591636	0.842328029233738	0.44927304791231	0.840995847749303	0.66197330424104	0.752300737339626	0.478253408140272	0.824370606333756	0.665461353320329	0.905883086281292	0.818166683318043	0.852578314689908	0.802207921307439	0.904014566757541	0.734548331750597	0.759449484635213	0.849315977442459	0.765813681502153	0.812372218374388	0.911829669756535	0.76897487944217	0.750312076355241	0.794486831336887	0.808070676507051	0.909462651728465	0.48572438992679	0.721057399673367	0.708810897006821	0.859170163619083	0.843656807607246	0.745675043233843	0.578399683330196	0.751145329149458	0.762632880335136	0.800234904435507	0.84370136251011	0.632482790081384	0.899532934266156	0.942794503573219	0.799184356129587	0.615780329315503	0.638039293086671	0.756305991363425	0.873336748875816	0.730424592705292	0.684549921600955	0.629878784060579	0.740476053258035	0.689517231034334	0.925824176304482	0.705560989229634	0.735118634885225	0.720859082788757	0.31848347002949	0.855660510276207	0.564836770888541	0.307172381113688	0.276133433264333
CNR1	0.787986892776803	0.902432976257058	0.925617418281324	0.78808790400367	0.917034076191004	0.887342778105861	0.755723824412166	0.870414203055439	0.888756597513482	0.840738470316913	0.732704626157702	0.828302808175969	0.867995331967757	0.697489739074381	0.840802831257847	0.400294342030087	0.722305936658467	0.818573448874728	0.773591869701679	0.6240641493829	0.469473776202553	0.787297740615361	0.731358797757422	0.802209388287684	0.711401268620865	0.871870900885982	1	0.802673493835987	0.808948902187826	0.651674212542247	0.668763469100588	0.898025208945109	0.871945036230336	0.831985122333825	0.863368364708608	0.774818880328976	0.539382203131642	0.789383665708762	0.847906964585779	0.874460730168884	0.564496772481538	0.870737589706771	0.854461038075555	0.799520763001693	0.830107472551775	0.821226604954383	0.742076948362354	0.69515082708358	0.816884375984298	0.681104266809563	0.867119594602681	0.894457452099602	0.717538206079229	0.829847892182787	0.832371576676136	0.881394111776481	0.845480875078419	0.72790476821871	0.730325528159454	0.771760239752845	0.678969513940592	0.757116321850617	0.663507135014157	0.647370798198419	0.828025435391715	0.705777184006444	0.651183788037691	0.44361743799355	0.532702648827074	0.814262283885385	0.754736101722759	0.872209239075622	0.774032555546553	0.29876824984183	0.741988008381422	0.60092399433092	0.685454259373568	0.399014638729717	0.834814871286308	0.588579951083983	0.837203398292998	0.748659611306873	0.866043218579596	0.832142795893606	0.82389924437065	0.758611514930661	0.730648878105843	0.809945730177814	0.60477542366822	0.726100396046033	0.889563014737163	0.790718639826961	0.684176606088954	0.733068448800177	0.772071037500983	0.756071663289612	0.326332497446437	0.725000379172441	0.527235586175709	0.774793969265626	0.850322663902846	0.703772501652991	0.548267517925393	0.744491213245859	0.668846879368643	0.792747811990189	0.787843029605706	0.528604124607485	0.839859501425479	0.889627995945747	0.799848263890212	0.71915351908036	0.626123529945856	0.822655210735768	0.808627412471776	0.583006462020446	0.487524896546737	0.647096958472843	0.64060183757167	0.568809018655687	0.873240558827965	0.690662513836639	0.685828952710655	0.835234919816856	0.337602876526271	0.837243638126625	0.397937606380595	0.326142548604454	0.290924057412357
PTPRK	0.73371119242381	0.860446927909526	0.846746249398047	0.739633977090638	0.863826609181334	0.877369887494282	0.845530509957334	0.861659024452791	0.866280079970967	0.799941412850177	0.719023093976987	0.694045041420705	0.854372252429926	0.684671777493308	0.776020316985649	0.484235096352133	0.687843551208578	0.786888411456387	0.784473257673118	0.536200572811387	0.52818094222112	0.745780960735612	0.567883352387027	0.61593926498777	0.725588975588431	0.868453948976383	0.802673493835987	1	0.841266712637027	0.75235141253254	0.777731553009171	0.848549009631377	0.785077436366767	0.860030296354797	0.834081396439931	0.70129478641486	0.605549333136921	0.842567901489801	0.818714723656173	0.840105150878138	0.725582706589337	0.857278605712662	0.784185546806112	0.787048588521444	0.690883810634491	0.80665145528322	0.68373614042085	0.703791073596859	0.770550044792124	0.681089746186745	0.802141515385549	0.804479189669205	0.791453939417809	0.818860852293294	0.818863076758422	0.834251772308284	0.781222675196076	0.70496460841578	0.634310892221323	0.773754661316939	0.75410603079364	0.744534792708055	0.647824319001479	0.795965220164178	0.741383143192394	0.79730650005681	0.667039316188137	0.483670615616861	0.738959628093002	0.68778482554791	0.729712278544205	0.846741413556065	0.705712061375634	0.331390923169711	0.793947888516599	0.493602503395093	0.788627799467444	0.634291923737903	0.782014612972079	0.689795094103719	0.805073650992898	0.689839695803548	0.83823352309271	0.74488146103921	0.799555888992647	0.677941278662368	0.664973429224065	0.762635136292277	0.639598713129581	0.66606116773356	0.84934581104573	0.748153747542832	0.649125138059861	0.78170577601298	0.740465552750883	0.814927028062243	0.341247247396399	0.695199628025318	0.520937216184454	0.852731923833835	0.797345840534161	0.793436364663702	0.489752279964546	0.820197568613197	0.678138320546305	0.802704992742561	0.709860098474556	0.674870369192646	0.854174187020953	0.857441174349713	0.798036412701478	0.533381941360756	0.664991201098997	0.709922712578794	0.793846598542993	0.596334688160361	0.545864724101418	0.574507465623217	0.763763421984568	0.530684955858199	0.87366521604323	0.596701014368302	0.712683853042474	0.687561232389721	0.143165396272465	0.874448336129721	0.424134353437297	0.217167099832919	0.196835610752283
TNFRSF19	0.742093698703985	0.861712524565284	0.84910739769774	0.763249219688193	0.885588397185377	0.902111358349266	0.914515158684048	0.804682550647139	0.841690471914573	0.688704130287539	0.668251809351426	0.721471979360924	0.916521605777839	0.65026591096115	0.755273662235812	0.631458046248875	0.761140946643707	0.889874342895953	0.67161478305964	0.619910016966065	0.622141424356783	0.79420630547239	0.688174976222357	0.627072903498078	0.777711898420017	0.861093750520572	0.808948902187826	0.841266712637027	1	0.753906422187769	0.656479146760208	0.84692367997306	0.80452142678584	0.869992086612919	0.884783659189959	0.627874304763118	0.562807052369654	0.854388548198943	0.731294342897298	0.93765344852348	0.795090084287054	0.831186357856886	0.915432112541791	0.828505808618892	0.805907458548802	0.829788249357994	0.835221846240033	0.87149505859555	0.834294451945537	0.848581682744354	0.873177549898357	0.80683255143566	0.840175365317632	0.897910516004654	0.869512012227479	0.892322015818988	0.891628981524578	0.805856351805647	0.51884080710886	0.92258403198427	0.87035744257848	0.853599791463423	0.698348310846587	0.845858304054244	0.663856585953095	0.917565263594933	0.695277586363561	0.629825643231489	0.79806364647539	0.794826964280331	0.6946163776433	0.897337403298657	0.825823723791915	0.330507341304143	0.811602660580773	0.594632443407284	0.823949301085143	0.654211305104795	0.770173591709157	0.76005260662913	0.886273149266669	0.780943113726836	0.729998178076437	0.796569861673212	0.802158039219456	0.790423023849111	0.800604493203447	0.851406696748411	0.760195336406464	0.801970347030115	0.879027486282052	0.683588188162448	0.593386307646804	0.808282814074037	0.811969996650823	0.794307558763775	0.476930438673884	0.584657971340373	0.560035260876664	0.894421510695602	0.903223531327125	0.714324867633796	0.652007869460193	0.863629874960894	0.868370221429445	0.83579249515538	0.784708207764889	0.808855348405083	0.900751469745756	0.872762496521325	0.80590801453412	0.679798273311061	0.751911478611701	0.699627377453281	0.919350763977484	0.737391379105229	0.65523207638872	0.697783917421014	0.836795402803321	0.697347844692077	0.772607999085799	0.764833200477859	0.824308986768999	0.77592541517604	0.396024338726885	0.882631734648697	0.568765153253786	0.404518675292155	0.35369460903249
PTPRS	0.761023090045874	0.734570191562209	0.722928854652207	0.567136484857115	0.781426224011052	0.771603788434077	0.800005311561991	0.736917486060091	0.724169889444555	0.647460781425645	0.736953359756152	0.616643511810002	0.77542406405511	0.718556878833659	0.63500095824973	0.631607382881347	0.754526352184182	0.712525836395297	0.64974463539691	0.676698547025485	0.653919203258932	0.721877453165948	0.651790214053414	0.598929963313483	0.807349331724764	0.748597226492045	0.651674212542247	0.75235141253254	0.753906422187769	1	0.497459130912345	0.78687073897918	0.736820373214339	0.710383383632121	0.722759493876849	0.556356163406801	0.574772529669333	0.650478758758649	0.623356787909545	0.769905618547694	0.618798162319148	0.675178476762321	0.728762238066557	0.662634004437372	0.695544616290235	0.680510005451489	0.553515520496304	0.800686833547388	0.769298819195368	0.617604737233239	0.800787973930357	0.709959734283267	0.731942321274157	0.685343476082026	0.744161264029651	0.659532401056181	0.788357975147943	0.724172189673186	0.487378776698948	0.756506429327379	0.727060948731616	0.625214029531123	0.724773404513849	0.711949316761464	0.615632811633828	0.762419955953324	0.747327878697146	0.682207637721998	0.608037575718816	0.680066395682625	0.51895779440205	0.773366171846274	0.825527089889896	0.482413183595307	0.84322701325549	0.58435123911883	0.601188307874381	0.419140360864873	0.663919036987469	0.590786975787764	0.793481937547958	0.689403814204565	0.661791123053905	0.586225272633973	0.744139732504205	0.602597521418744	0.661856705718369	0.664980276408668	0.742209090452688	0.727144971775576	0.783320585575318	0.543666050877636	0.541301011285459	0.71632015256031	0.712866075861885	0.805534747492132	0.55364288514209	0.654293417960126	0.631725101705518	0.81791077544264	0.700618613802331	0.699579405529443	0.590364630618229	0.689791272089432	0.667826684413613	0.66275433238255	0.773377540149751	0.607391888273853	0.771238045266531	0.808940154126221	0.665320420531101	0.53229869025665	0.504454009282683	0.602379853975425	0.747436816463663	0.698865669675328	0.65168845412095	0.491451999446496	0.635066358506894	0.674945705358602	0.720703486277117	0.542972059202194	0.640256029421933	0.603997410308511	0.332037509692719	0.729107402227766	0.601889319522686	0.269897326848036	0.215471235726893
S1PR1	0.637176651934585	0.784896173403894	0.725669543758851	0.695355810688696	0.752726483205821	0.739486297767183	0.6536848797486	0.786363057507681	0.725994665330576	0.715870594212377	0.626960213526815	0.61105146732621	0.726560653022866	0.636867128304275	0.688951556399116	0.276276931401452	0.567631569893298	0.610447125370315	0.760152487682786	0.298357481065104	0.320799417863604	0.620907637215665	0.330121762437627	0.535460592761444	0.575060718193084	0.766098576350948	0.668763469100588	0.777731553009171	0.656479146760208	0.497459130912345	1	0.706683764738401	0.605705524197943	0.798971056879137	0.754704411753972	0.703412474145195	0.533474457275275	0.824643615151032	0.710111094644334	0.673716460270758	0.569831011404868	0.740964289312297	0.624147716650249	0.702212018892764	0.56677436028091	0.753214193825157	0.59061130394043	0.530105711271687	0.625923975574405	0.580897395939553	0.59200331218252	0.733665761028932	0.688117423335158	0.716593848562037	0.643107315271935	0.779534091432459	0.62491001972083	0.608792228584969	0.627168608791119	0.622469000475652	0.619505656855648	0.659018752404165	0.533516312303787	0.700586613670032	0.715187572263591	0.636673318267295	0.586588973680901	0.334745611660689	0.642704380707467	0.504284365287788	0.704821665008064	0.735146343649871	0.498587334672834	0.273002621408641	0.622322502966416	0.33304907369194	0.763014012442284	0.659577739668692	0.714392265701983	0.578436263781517	0.662784723106467	0.537846485491998	0.775589600360923	0.715983367832116	0.718166024546201	0.612600112584003	0.549924589540838	0.641225367608696	0.454063277734793	0.55858113365082	0.720873805007232	0.663392816672556	0.634309834263767	0.673264984703357	0.510606198018175	0.667784161958945	0.139086327506074	0.458003229981222	0.397216886743703	0.717348066343572	0.682606864932388	0.601956566863471	0.297709245205457	0.664477676122653	0.563667470238998	0.676192290420978	0.583658019492927	0.618993199426749	0.732202730980069	0.744633893473487	0.658819600992295	0.379992182063399	0.682090384291988	0.63713602973093	0.676759845518705	0.459544559745159	0.405495029966356	0.483711622581224	0.723903816328445	0.356995248446357	0.773512503077222	0.517983993207876	0.603124465774301	0.5868132380952	0.00964026482961688	0.810753299224668	0.303700825859359	0.253571333161361	0.23349636942667
CADM1	0.876783656697046	0.943430038171944	0.950860190729627	0.811267365815673	0.937083302368204	0.934855131295716	0.805123070017135	0.918725590665055	0.942295508243506	0.896880601819835	0.823794690408088	0.867972080606748	0.907054922029672	0.810638282604353	0.910552419987892	0.485583115311833	0.789976038598219	0.870582649725797	0.822726049538387	0.677115655247702	0.565940933091239	0.848449118611897	0.711965033685112	0.813725071079001	0.814870843636255	0.92135649664107	0.898025208945109	0.848549009631377	0.84692367997306	0.78687073897918	0.706683764738401	1	0.933559043668752	0.886741450018621	0.870592075406244	0.826435130147431	0.678725738311553	0.830559776810619	0.870949016780441	0.906282861544684	0.600625216821773	0.871397673417978	0.874416489013137	0.817931105739628	0.855461052324825	0.847399226494026	0.689863645515798	0.802206225929569	0.880131338449095	0.672090994981757	0.919569537822394	0.926917968621092	0.772147237809708	0.821970021848603	0.880529019216634	0.881552277237821	0.916361683645151	0.838750165553313	0.786570129234431	0.836826434667125	0.719966256036526	0.764461852853925	0.749330385231169	0.681349043067817	0.837536723825596	0.761835437272918	0.759636053031332	0.528521290135708	0.580169377832905	0.857662361710897	0.74189874963642	0.916537171589322	0.850114439108436	0.332418053313854	0.829800727157261	0.581881553926059	0.718485325210183	0.403144885646519	0.85822504361135	0.541083211460264	0.885037684608021	0.777671054042042	0.88743361838034	0.842581532883979	0.876823539981626	0.79220608548136	0.760075699388332	0.821965274646832	0.67569345585821	0.775141767447496	0.945763909771182	0.816086020240664	0.727883086932014	0.769199059771892	0.810181444364948	0.875178909220879	0.459635373141459	0.779959590396302	0.594889589334352	0.864735900445532	0.864412565191848	0.789924957079212	0.535610736492228	0.768132767635126	0.709149509150766	0.764863321120796	0.883920336152279	0.593769781925879	0.878846845210559	0.949931963871305	0.755879179565165	0.732491411687276	0.64960208913489	0.842447464481972	0.849564213162079	0.638468635363929	0.610453576960012	0.69684340820749	0.690076837035944	0.658855960666093	0.901945914657096	0.665342260843671	0.725522133709442	0.785551114748412	0.34881834472318	0.862573202668258	0.477800173698648	0.333477642311739	0.307886861800112
ERBB4	0.908007416560044	0.919097773517938	0.916837521578914	0.841766838373595	0.900698933507086	0.924572302735035	0.759742911750759	0.877523636938548	0.925839773716309	0.89366889618808	0.764800302269793	0.863766056432282	0.835492901048936	0.785900894101444	0.909202131887137	0.384440554263426	0.717856974014517	0.862234836098969	0.73585145533966	0.669172060236602	0.502414371692342	0.880196347826668	0.802225581846835	0.813402930477299	0.77642998662152	0.865764463175784	0.871945036230336	0.785077436366767	0.80452142678584	0.736820373214339	0.605705524197943	0.933559043668752	1	0.816571139983972	0.788132781230924	0.825826571336555	0.701570128419295	0.77643493761511	0.874322707059578	0.86866301151714	0.508278046302751	0.80877140694881	0.841127439223261	0.782453389665897	0.79053715700106	0.784743028678764	0.671273557920712	0.760872223341879	0.845065326137167	0.611273068615387	0.89783344614076	0.898906248578485	0.664839817367664	0.753605400501339	0.802075918647346	0.815571051838107	0.889500154876234	0.78678263863226	0.810896727073036	0.767246492404727	0.608508030232347	0.667572947799372	0.663869467260533	0.566063742153707	0.829426376011263	0.674942796279444	0.676826939295489	0.421363904662662	0.479170300717101	0.900203135962724	0.645546364464616	0.831512832825856	0.814239908160793	0.244419981612064	0.786722344255257	0.560928156021263	0.608944431883053	0.263227460086368	0.845241463029595	0.43692253298612	0.792181059101981	0.731826135390973	0.873380374068233	0.788190223875431	0.829497024338054	0.703646117289167	0.679392248957891	0.758202575208357	0.625844430797414	0.683350258414449	0.921224081314004	0.812903725745802	0.695168722274337	0.747302504133627	0.750396179571915	0.811276302510159	0.405061869315042	0.776626166124409	0.49824964411003	0.803164800546982	0.817478196367538	0.733931887011337	0.508672253040193	0.710616218378818	0.614871336260553	0.704628724402369	0.828144940565346	0.454224931498088	0.79994025892891	0.911791163023427	0.71081336775903	0.816481128261587	0.566603187177309	0.857676246954555	0.80242817138624	0.530816571536734	0.559413973772438	0.61921960941601	0.547722651945159	0.571472021516517	0.827340752833856	0.561559662656378	0.621583382459082	0.748626845717539	0.335666413105341	0.791383784558232	0.369996097762506	0.22250203116149	0.189403070325022
