""	EGFR	ITGB8	GPR37L1	LRP1	NRCAM	SDC3	CHL1	TFRC	ITGAV	LRP4	LRP6	LRP8	THY1	CNR1	CD47	CD82	TSPAN12	SORT1	C1QBP	FZD3	TSPAN5	EDNRB	AR	ANTXR1	MRC2	ADCY1	ADGRV1	NOTCH2	F2R	LRP5	CD81	CD9	LDLR	LPP	NOTCH1	RYK	GPR37	CADM1	CD46	RIPK1	TNFRSF12A	IGF1R	PDE1C	CHRM3	S1PR3	TNFRSF1A	PTPRK	CELSR2	PLXNB1	TNFRSF21	PTPRS	GPC1	F3	CD44	ERBB2	RAMP1	ABCA1	FZD7	FGFR3	MCAM	ROR1	PTK7	KCND2	ADORA1	CANX	SMAD3	TNFRSF19	VANGL2	KCNJ10	NOTCH4	PLXNB2	ITGB1	NRP1	ATP5F1B	MCFD2	FGFR1	INSR	RAMP2	SMAP1	TYRO3	LINGO1	PTPRA	ADCYAP1R1	APLP2	ERBB4	PILRB	NOTCH3	PODXL	PDGFRA	IGF2R	PRTG	EPHB2	NT5E	TSPAN17	NCSTN	TNFRSF10B	AMFR	PLXNA3	CD99L2	SLC16A1	PLXNA2	LIFR	ITGA2	HMMR	DCC	PLXNA1	CD63	RXRA	APLP1	MERTK	ITGA6	RACK1	SIRPA	STX4	EPHB3	LAMP1	CDH10	LRP10	ADGRE5	JMJD6	RPSA	TSPAN14	PTPRZ1	SORL1	HLA.DPB1	CD74	ERAP1	NCL	CLEC2D
ADORA1	0.752173393838874	0.841716257163898	0.83645240836295	0.777886317807134	0.773128471436496	0.89208988180389	0.827688500936061	0.771974478578298	0.839893945061665	0.726717801264896	0.647222998685571	0.716716054018395	0.544865045692828	0.66942586031077	0.771285019013889	0.598841365403791	0.728275708184387	0.761799592705702	0.799596672722322	0.833953963015786	0.719183699661501	0.80228142566306	0.769122319345581	0.743542939551657	0.808468046859452	0.688664334169398	0.865013282057904	0.73761684544507	0.713722085095792	0.694800979297285	0.846921798217735	0.740292501266979	0.737713207878904	0.769404032775034	0.702170177893928	0.75378305508212	0.695803532045336	0.810102938763431	0.703658881013538	0.771272401210822	0.795036971003641	0.58805906222719	0.793008146915637	0.748299686791927	0.609062550722307	0.852165610684559	0.542298802600934	0.770403830135798	0.762626680435825	0.766064439517271	0.673610523866872	0.826437205264365	0.857515513464598	0.278590646959966	0.721764093909542	0.861814059910953	0.688032907302674	0.702173364236212	0.634565504966908	0.398169047756179	0.653006437534228	0.655780394860642	0.692092816696223	1	0.820132718616648	0.652100723451158	0.62600145040724	0.710163025893465	0.824380115787348	0.55613031551378	0.697336591380526	0.616620030441084	0.539842162943883	0.756118799580835	0.800502362854196	0.718900143557553	0.322457291149024	0.72222482620133	0.811738192964086	0.782461772787834	0.617290091656155	0.820861583346636	0.383560283597598	0.804452276594851	0.747056314769893	0.606502651149876	0.526950091691259	0.635208810264748	0.0902285542523603	0.708701970814208	0.654473432208085	0.718229943532173	0.761313642590729	0.744151701009899	0.738332200849856	0.658547085077514	0.785221836370327	0.740090519285408	0.730236336239965	0.785365173828712	0.59767951988682	0.724986423108309	0.565010352234904	0.451005561312702	0.532926097851532	0.754753961792432	0.769651260647885	0.700954738539605	0.788389670006663	0.631424552148391	0.555132855749828	0.70616531061798	0.694024286104002	0.786389525013049	0.599823388375661	0.830812072723695	0.679491128646636	0.748375716313201	0.718365418254914	0.63890432430621	0.705031850614162	0.560328149175659	0.831230538236843	0.611504339144353	0.495440108342333	0.515127652010518	0.774473645109688	0.75898879875491	0.618546926713974
CANX	0.877074334042577	0.957636380030312	0.900341736354849	0.953465090195492	0.880704614492528	0.897677020627497	0.964412281557507	0.950401280710723	0.962400869105483	0.909570560648198	0.886791761576268	0.934338507313166	0.658736397818753	0.897213558007844	0.968877581076847	0.889504137925661	0.956584780916082	0.951892884926252	0.958813112654559	0.946301612248025	0.957879851733122	0.926179377473466	0.895124826467012	0.925767127682507	0.973609667612256	0.905999878781936	0.834618497899772	0.955281546548754	0.826500712441049	0.892708058169851	0.969301368847244	0.87573182741323	0.762947659540823	0.858766083650438	0.922267421301197	0.972042480258936	0.828016841842507	0.958154635222502	0.885262455287358	0.968004627024343	0.815665619145002	0.735820578002052	0.910769364165618	0.887910819568846	0.737968500595207	0.935683437867768	0.767227847364722	0.970667476307641	0.788113240600505	0.957845369661643	0.841095500876041	0.829673195831286	0.875145192937452	0.202822002067422	0.894593893825429	0.965622831296231	0.860298801974331	0.837425674814012	0.458057689093281	0.58200680480432	0.886078420229858	0.924499772884541	0.886713921661291	0.820132718616648	1	0.888674670385013	0.923541753455278	0.90697946342557	0.8917016286656	0.747451123696396	0.943203869422197	0.826114869839943	0.683828877076399	0.970420679849751	0.978154282053984	0.942465124151989	0.473827546727993	0.932936817939803	0.973109340270834	0.945256432814517	0.80585757447583	0.983146813893401	0.316102876274665	0.987129809996173	0.798731976791911	0.852822260067171	0.713277246665982	0.672380789810581	0.142779618847399	0.904385375755593	0.850957280204481	0.927876024607983	0.948192555768126	0.914438137053751	0.96383228112628	0.862311721640418	0.973047514680939	0.871859305233463	0.945191809639584	0.984180922081247	0.728894653349491	0.764887396852235	0.666551275323258	0.686476589611376	0.817927116204869	0.920164063380689	0.959029060302717	0.903187529543587	0.903944535471952	0.845811264176322	0.512336295601124	0.949204754369056	0.798299034809859	0.94424484310638	0.827200635162997	0.964530365220908	0.848034225219317	0.868556585181584	0.834448189518955	0.858942360254748	0.956023083282184	0.7452110310303	0.929788025231704	0.701137451198231	0.623243657842369	0.641538782359398	0.930358785125453	0.974025246785606	0.817882880359799
SMAD3	0.820562475210606	0.87245444231448	0.789178952417603	0.885700615605225	0.835595278729704	0.803195958621995	0.868964344654045	0.874606518362437	0.888336045274897	0.865287613393148	0.910318783989684	0.890889474701021	0.675637491362793	0.810944605515631	0.86417189208685	0.802704659756203	0.871012210902911	0.863969135340347	0.824892223356619	0.874790656169761	0.859255589101727	0.840169797865856	0.843928833399953	0.898633106431642	0.878922498688554	0.845551529481664	0.748566978212482	0.910300260230331	0.763234954437958	0.820821617172896	0.870215206121675	0.819526894588998	0.677537332726164	0.826541608828917	0.910172567150731	0.908471527594212	0.765230374871472	0.877411475124207	0.885689747559506	0.887025464845498	0.623330755347913	0.780501997835203	0.793355602808673	0.754662863558483	0.691889699914802	0.823483170253035	0.79818120931078	0.896464077927823	0.76612006009341	0.898696613699317	0.84805304445706	0.663769761907833	0.766438317763901	0.157232685600106	0.825080588533158	0.836535482354509	0.870856190654955	0.730093893329701	0.429517634504464	0.629697482675053	0.802923195373118	0.857903953919615	0.826890672332227	0.652100723451158	0.888674670385013	1	0.854311160936843	0.86000546159949	0.838302648886705	0.737140780116324	0.864886283536303	0.800479275843402	0.667688805686067	0.865638514757751	0.886029866876487	0.880483095136426	0.523763910667655	0.824664933021179	0.861629052361226	0.858444920209866	0.772630218479859	0.890157849603745	0.295036735010043	0.87377918935296	0.785211587336582	0.863149126930365	0.68846041169784	0.629327635536186	0.158754039717272	0.864267307445763	0.849157515838023	0.833026865782147	0.854935498334665	0.830944069748158	0.90119828286305	0.844770584455477	0.883340687437056	0.860754064149935	0.871695053696555	0.862370731889271	0.746958298546827	0.697956344463473	0.639271746231751	0.635578103912545	0.801358480696586	0.825015734670538	0.809297230948351	0.868780548340473	0.788056111423987	0.847576268819429	0.489561822120089	0.84964568366572	0.719436263384464	0.861731943532705	0.731674958937065	0.866769076557475	0.807809673132154	0.806447746306657	0.717115779218733	0.850659509810386	0.849836165294373	0.757970238059644	0.847741512725307	0.667841425366613	0.60025114330233	0.610476369545645	0.826933163582345	0.860586871343306	0.798960781967818
TNFRSF19	0.793217087686199	0.861008818473103	0.793517164420012	0.900980058370014	0.741207561341957	0.755586465393254	0.890503575022782	0.878661901200658	0.879012534545642	0.88219239485468	0.862194219037707	0.899863594444104	0.518402172003963	0.904213429249839	0.930977656827834	0.931994674548671	0.956872772817824	0.912595758075145	0.882818324393594	0.847526282778935	0.958160669272102	0.846615184425607	0.780463307559899	0.853239835254302	0.917827205823724	0.882307987863585	0.686662798868462	0.924553496835888	0.705933206291516	0.864936152484397	0.848000981888965	0.763257247693092	0.621792289381101	0.728954601770894	0.897397375217491	0.932590203792913	0.721538180870343	0.906702539589616	0.818485770540915	0.927168876628622	0.686474248777419	0.646656114227858	0.828718102876204	0.844276790974941	0.654859151995129	0.805317063672518	0.731421328499578	0.939556858003396	0.619139015426904	0.886774612794319	0.768017046573272	0.642801299176	0.717512808587716	0.0404404724197611	0.835394980015028	0.871963062779826	0.778864337274002	0.743088778510589	0.223299510203962	0.549126533082943	0.897230436512657	0.949089011680588	0.888668273043082	0.62600145040724	0.923541753455278	0.854311160936843	1	0.876685566842415	0.776843996328704	0.697417496779792	0.942517832662339	0.781924105267834	0.595743700498297	0.941659802848056	0.908250508832498	0.92005451437662	0.426185563112861	0.890551425574029	0.876883189403534	0.896112493639494	0.765890860299352	0.92352293294019	0.151468672230621	0.937923810829828	0.65993915925023	0.871493588097094	0.701474309200097	0.528153326890792	0.134001268098949	0.831169440088319	0.831167296477677	0.91345020048468	0.915287925388142	0.876583511328776	0.928569125106096	0.845107952398419	0.913883703474385	0.788919203855529	0.91095622461418	0.938432360657151	0.625950201825597	0.620641892219567	0.548843503111707	0.791695757836348	0.851027146657788	0.866039551867967	0.91289386943022	0.836147207951994	0.803110198206817	0.83747278857181	0.324594506238279	0.932855598386532	0.691157053602599	0.852839656234158	0.88178419171211	0.860181647974555	0.798085572614328	0.75456125414187	0.772827361400238	0.801890005049943	0.938653469014223	0.685575217661873	0.844957587357038	0.580951420677457	0.535877886546777	0.552251870575148	0.879176693383104	0.936962369709618	0.820349539202785
VANGL2	0.813943552135596	0.9007748271289	0.76651962408013	0.868162398831904	0.847476142773639	0.821550807836781	0.858862498522393	0.84140199580926	0.902707097049146	0.857014064495143	0.888769372678239	0.870365193904873	0.613667640437117	0.810335623916329	0.904981295469426	0.787090716610046	0.880633034703616	0.905495891975361	0.811503455371374	0.908043331547735	0.854216884874546	0.865310762980013	0.859893893407928	0.871291022039599	0.891203013761387	0.847579459189223	0.756681753017204	0.911675254242866	0.818927284672039	0.815032718640742	0.87189267036295	0.814706483561826	0.759414437858878	0.82216047635039	0.907042993343553	0.911730206349242	0.779040798278575	0.883714395974033	0.849118128641961	0.8935972949796	0.706635146961861	0.75903798484281	0.808663710440355	0.814581584836564	0.714451882319107	0.84831276451558	0.773108076341489	0.914188718085857	0.757312742790129	0.853315797181542	0.821474290621004	0.751348904683762	0.803883840971033	0.269220155975572	0.870868678445368	0.868250323621691	0.839058039351461	0.786501815462313	0.438323476251919	0.558910636115561	0.828999776193388	0.870619452123966	0.834746166888134	0.710163025893465	0.90697946342557	0.86000546159949	0.876685566842415	1	0.854364630160411	0.672163581479804	0.896959204244127	0.768356345282016	0.605152384382944	0.857707750924617	0.89901770927877	0.895709075132005	0.421478079234948	0.792803684103452	0.86570562747517	0.896332011418583	0.756206256335392	0.910906244936425	0.334914917890732	0.895439130608118	0.782392423801219	0.855861430004692	0.689040062720939	0.60341247197942	0.141445264021753	0.841821552983081	0.825997027290161	0.854074292410008	0.834920699461745	0.834215044466554	0.880427281853988	0.82805784675761	0.908807029467141	0.803182549010609	0.892499027780589	0.89034960257353	0.635910069160057	0.760937602898628	0.664431935510425	0.700213001398494	0.766163496366373	0.845443164972001	0.842270810269221	0.871242767951008	0.837408301947533	0.811985626912143	0.475756765138159	0.856260871823593	0.77054964713321	0.847878000812666	0.802809586080426	0.889596806219745	0.74856085609568	0.843321228419927	0.753458684219386	0.779527016923689	0.842956698238973	0.689808541502728	0.842327172936244	0.648322182606606	0.536268393053751	0.557489272878981	0.866615037932865	0.872806843383676	0.838339560411938
KCNJ10	0.857755863461544	0.925570393608466	0.854360882644692	0.887592727108849	0.867980859795124	0.905201679159974	0.88852627094827	0.862051171839627	0.932702222096957	0.852396696724347	0.869262755768713	0.820504176195735	0.702900861012718	0.761354719618714	0.847579964689115	0.75494727869527	0.860018497733726	0.877658817133652	0.827708118697867	0.896869542579739	0.805602767207772	0.871356005332595	0.875885388075717	0.90059670111986	0.863048708914666	0.807217583107108	0.822495640953805	0.899141093544786	0.786268782300352	0.826902559316578	0.913789173459434	0.886132114172732	0.766538064954781	0.856431661496149	0.882090913260396	0.903885904236232	0.785827421605391	0.917545440539315	0.880781348993373	0.871379784736151	0.700249766232561	0.765860154379297	0.851387560047921	0.796766440567262	0.65723658884811	0.876257076710153	0.759102575642887	0.866820443509735	0.85474999945041	0.887290270580391	0.846435405775979	0.727169765645323	0.855207732616942	0.210784152521137	0.821112723674621	0.897501301226243	0.822427245653154	0.717617234267027	0.572652773736362	0.573831168015165	0.734184654350653	0.778797472291107	0.855744618215718	0.824380115787348	0.8917016286656	0.838302648886705	0.776843996328704	0.854364630160411	1	0.694938684913198	0.830559871180627	0.755280506271175	0.635324052524181	0.854722124303058	0.892465341306641	0.880451499496673	0.469036918518502	0.795236068576318	0.876328619702547	0.892460148360436	0.782001495447008	0.907167614231074	0.336404185344987	0.876354327204357	0.861534143625822	0.826614573769621	0.610214380115604	0.637228506579078	0.221012521985759	0.843490753019791	0.799940951954356	0.785136680167464	0.85261274735353	0.824764418435098	0.862399223653812	0.852574748118725	0.878935040541455	0.844318300574039	0.862046374971202	0.852767902312754	0.715575559353532	0.783090308284248	0.682160085854138	0.654091288143858	0.663593325376351	0.831495072640362	0.796736528937005	0.879704979532634	0.852397036833985	0.818060720785979	0.562624548566613	0.840743855983198	0.737978901028511	0.892997596302004	0.741607252123996	0.890287234900179	0.764197359222084	0.845474697329573	0.799717777565034	0.802736453565874	0.807875901048153	0.739460218199438	0.914134551336126	0.702550360537496	0.624921915441976	0.635927560626617	0.847531316585147	0.833574760483612	0.803594209141977
NOTCH4	0.652326926576131	0.675617766594806	0.624824687624862	0.72130765815747	0.680284446804323	0.647350777282124	0.704071315848465	0.760770601284626	0.754530109169868	0.674033896546915	0.74556888591666	0.744746142216989	0.647485166630628	0.657559426794254	0.762310468923169	0.682666694995285	0.69781098472244	0.796857178498064	0.691093350457163	0.694667383809886	0.703998148853294	0.68128299249917	0.680350571123176	0.768461150588769	0.738941395481438	0.700825378433174	0.612391410090332	0.775637191667416	0.748344795284802	0.731519279699329	0.748807021488779	0.678604929713245	0.708249556724618	0.764159775734386	0.738784506286377	0.759426233892268	0.645574674830505	0.741150176077002	0.86165882079607	0.802007999478545	0.54332752291892	0.777782400938973	0.742938923737549	0.613821512002735	0.802963308815938	0.7365883549586	0.852144477230483	0.738917213627296	0.707865732095841	0.792588331683318	0.635673052895259	0.554414666738767	0.610162173555698	0.171952434469466	0.692148224535743	0.677366067554146	0.75235337368162	0.596367000511289	0.317804760036722	0.891431590590962	0.701065527482532	0.70507268876419	0.688919975846469	0.55613031551378	0.747451123696396	0.737140780116324	0.697417496779792	0.672163581479804	0.694938684913198	1	0.811206490512361	0.944131253656581	0.900355743333812	0.740834140007612	0.740511736305108	0.799356475860794	0.902155202447855	0.793970559673989	0.715480648419768	0.717566242244517	0.588980797366066	0.710898175872719	0.193590680556681	0.770704355877365	0.645776504285847	0.793075576855959	0.826254661626173	0.819317484198378	0.170121506479944	0.876700604331165	0.672266965495742	0.677420969041851	0.715555598179426	0.707629459228769	0.799209435758944	0.740645632965028	0.736804740185442	0.721519656308866	0.748874280345179	0.740823538499352	0.885029601042005	0.591450342737709	0.678008857136805	0.619633711997682	0.631028134440713	0.730937529096905	0.659420610670695	0.777323384981354	0.737570649360265	0.811067252760707	0.594819233308717	0.718166087098077	0.669197706818873	0.77969946308646	0.582503388586558	0.744696055370501	0.57031913561752	0.727927881995375	0.596330748622263	0.820054387823923	0.688923804197818	0.879248222603207	0.66855422667204	0.784451482017018	0.791949546131703	0.791560534790011	0.745832185669031	0.707500438242321	0.725516591498704
PLXNB2	0.825195309230296	0.88304192668697	0.797038545549627	0.907859850654844	0.81692338186171	0.799529811450041	0.892826526840924	0.896360662481834	0.916024599118142	0.858914278710914	0.897813893739927	0.902381601101019	0.624728269226486	0.872821867774296	0.958157681471516	0.891979263785764	0.927853656712727	0.948703223163985	0.887451009076917	0.878650656369473	0.923610734912915	0.861492821377991	0.830809997922273	0.89979343655424	0.928636200305658	0.889492226002122	0.726193787965045	0.947241512314684	0.808299870829857	0.88281023796257	0.895667216750829	0.821637316121219	0.738733256542847	0.817284020678558	0.916197657330737	0.942400725054493	0.779792869899591	0.922617340212623	0.902115351559867	0.953472354761871	0.73621058294326	0.739668402880712	0.885004018152365	0.847392135104045	0.764967341915345	0.87236292951699	0.825333565421808	0.946271871779915	0.733972146926029	0.916479945190455	0.800973887198387	0.718734351892297	0.76387120566467	0.161891021095944	0.870165870365514	0.887187966448929	0.845017974123144	0.765171553609675	0.321886329259761	0.680363090986489	0.893573215662376	0.928298886639149	0.875733526961156	0.697336591380526	0.943203869422197	0.864886283536303	0.942517832662339	0.896959204244127	0.830559871180627	0.811206490512361	1	0.883809302061207	0.732820366315834	0.935293233289655	0.928753188399753	0.946493940846376	0.572345126793706	0.901912317060668	0.898790039823672	0.907637885476376	0.774716193141499	0.926653715709926	0.22151071319569	0.954138846707077	0.73490716403456	0.890905312452321	0.784349154354885	0.661093015666021	0.167080562232327	0.917655854039914	0.848631243040749	0.905743943385328	0.906798603664285	0.886502158692478	0.953487796908044	0.850420843029334	0.920930559903921	0.834988694832331	0.917121771792192	0.944129680862312	0.736886729472831	0.701148091886646	0.663753197528431	0.761466093410501	0.82526464551418	0.887017929585528	0.901414119078514	0.895414497538438	0.871338818025378	0.887971857580282	0.465891347193735	0.929646359963606	0.768312575683502	0.902665792332099	0.827264796161463	0.903648388041385	0.769985826351137	0.827429330057565	0.785893419899996	0.865186130096178	0.919058570566499	0.798066290409816	0.857272943447133	0.720926200218466	0.670191477913866	0.684797916362935	0.911807962166822	0.932445845802477	0.862689376158163
ITGB1	0.72740691880449	0.755942155958053	0.681068669128663	0.79325455349128	0.773741798310282	0.703331317039817	0.777309596563962	0.831544087303566	0.831797608665448	0.739405133995523	0.825873416271058	0.814433658992325	0.69750209245513	0.73408800151247	0.843629325447728	0.743120999908584	0.766119062844505	0.872385118539252	0.771997210584073	0.779962225411219	0.778105676283269	0.735787865115726	0.744655384957888	0.841545540184132	0.815291922750737	0.767354367972059	0.64555589589519	0.850595044694467	0.819276003071588	0.810200669475421	0.811752191375079	0.744192751614449	0.732110501313547	0.836108796130446	0.818020942181469	0.841680196526535	0.707478410323916	0.817255007263409	0.914219342016493	0.866547791582485	0.643795863043856	0.793879098515915	0.801165827421025	0.713400364949372	0.834419720088083	0.811596336131299	0.88411011620422	0.815771971779379	0.732189137966161	0.860407500846092	0.735323053744595	0.634329005127363	0.663356098661252	0.193665995699128	0.777964257161582	0.749713318927493	0.818952577665665	0.643279520831515	0.30203881676458	0.899763697856189	0.786577120106757	0.790729591148262	0.74396293364701	0.616620030441084	0.826114869839943	0.800479275843402	0.781924105267834	0.768356345282016	0.755280506271175	0.944131253656581	0.883809302061207	1	0.904318590325061	0.823041217817904	0.82449712450833	0.863462361723303	0.838791208189725	0.845699655355573	0.782543772109651	0.785891758924804	0.679113511170425	0.790942770726302	0.172284647288189	0.851837331124137	0.715659586184795	0.839558304326236	0.860999949749986	0.804983891001124	0.150723181626799	0.939756208866109	0.767860349221717	0.759927078817919	0.789285197563445	0.79971683996534	0.873313771017795	0.806728838964778	0.815481377523146	0.797330025464104	0.811320931954267	0.820297102714633	0.871801570268313	0.623750061457535	0.692696673151685	0.675019888628007	0.71011116321683	0.816432991486332	0.756555615569469	0.842108941200199	0.789117496502037	0.864531007832093	0.579632734225457	0.811573901901651	0.70605777044936	0.848840213486058	0.657368423725307	0.81369536523391	0.639773484830717	0.777955525959226	0.676425183337388	0.882674665958034	0.773228128399284	0.912062716480959	0.74100467932287	0.799183176870045	0.808653574666378	0.815029093531073	0.823823799888272	0.795580753447091	0.795429945245826
NRP1	0.558759716254219	0.617193301696635	0.525789293272993	0.641355485849764	0.689437166021578	0.568652635633708	0.682830656926686	0.706848643619272	0.697194420141698	0.578710935261413	0.685583641446261	0.694844855434237	0.596306703451774	0.619551775269767	0.692506584637978	0.530736793684568	0.573541769508609	0.738063888336268	0.622504619201709	0.653890610907362	0.611713531806259	0.64043367458938	0.681451309029976	0.732604805973908	0.678417957619489	0.573045975255051	0.594341189863799	0.690318976605847	0.769226966519701	0.667323627901057	0.716208976730238	0.585169733763595	0.68976761494468	0.781820522176359	0.62789291970243	0.683698680093055	0.660492832057458	0.665270443291309	0.820598837051973	0.733691529586059	0.54007196061301	0.752247465745669	0.690426413171486	0.542856489323402	0.804000689010567	0.742942363363815	0.778849714503419	0.663590017281385	0.682007302443752	0.723446052029832	0.568665529910988	0.569761170396372	0.599507454031755	0.335159285306831	0.658364534354638	0.606944718725981	0.763393285472862	0.585335498217114	0.376459108323623	0.833639266701438	0.650602159053369	0.61788886642116	0.533060054786762	0.539842162943883	0.683828877076399	0.667688805686067	0.595743700498297	0.605152384382944	0.635324052524181	0.900355743333812	0.732820366315834	0.904318590325061	1	0.653378088631702	0.688332940683069	0.702980807795421	0.881141741778929	0.696436705016659	0.639641823311607	0.623686708632503	0.473885193944781	0.633250028537792	0.270410450095082	0.699174468770783	0.608092618445058	0.721655347526251	0.730838673763173	0.802909328575939	0.113032826532387	0.856842126599996	0.623918761925228	0.574668779347189	0.634946713825029	0.625543967469911	0.735518113948004	0.65729356296415	0.661092131016066	0.679621526536587	0.662227609644986	0.65046169984515	0.809171635534466	0.620069179165875	0.703009928615398	0.516336191333272	0.573679363436023	0.670320375423724	0.596293342488818	0.737044643709575	0.692574341808075	0.774212958544389	0.668700902490825	0.616995256925965	0.671148209655071	0.740996259695756	0.430295434043313	0.711625002490585	0.507534630163888	0.745290318382527	0.479623855020895	0.784974195968574	0.580286768102162	0.857257669266505	0.575240205979084	0.833846278076145	0.842500018625799	0.8388996367231	0.715812334218711	0.616743332338037	0.64716956181532
ATP5F1B	0.842496312153275	0.917377632466546	0.891649129318071	0.945128713009576	0.828945900304156	0.834536825038217	0.937404075541153	0.951297050726214	0.931452454330295	0.894306439034684	0.868188661335982	0.913315578690352	0.617020636762961	0.912065082992469	0.947325324560853	0.936531624631239	0.960354094687666	0.918358858182725	0.972487120075023	0.892723309605762	0.971861422921086	0.856272243213841	0.814326981325269	0.894212005139317	0.947772197674939	0.892393107279619	0.743142867466793	0.949089109465387	0.736498772721978	0.904716643032662	0.917076212786626	0.848275087524588	0.675584734356935	0.805138283718026	0.908381739209414	0.96464937768618	0.759488759066112	0.954603330491605	0.862821394518411	0.952628497728739	0.806981813695572	0.66809164580013	0.889074345298711	0.899276353759087	0.667791470036597	0.877723023561856	0.735965658638391	0.941722053809197	0.707407566915709	0.953594225325765	0.821324453836439	0.74165537734446	0.787143722531316	0.0397107804165829	0.849447675402607	0.934125162502498	0.8013455253242	0.748316481980782	0.309342928446426	0.592209365662666	0.902653790505219	0.929711327478242	0.89398041473893	0.756118799580835	0.970420679849751	0.865638514757751	0.941659802848056	0.857707750924617	0.854722124303058	0.740834140007612	0.935293233289655	0.823041217817904	0.653378088631702	1	0.955021182836922	0.936425916870877	0.470902695365185	0.95268449918957	0.935823266192256	0.92750390497837	0.819348181017202	0.958150618684717	0.143518400102425	0.978624930414252	0.748002757845697	0.830844903792161	0.693488505692632	0.593670952339874	0.141106419972625	0.880168841046725	0.862257457793944	0.929780750445247	0.967513099377532	0.931272716282875	0.956802289318665	0.879855521367606	0.945267778606765	0.855031956491723	0.920805158190325	0.97392406667368	0.732839187943184	0.642517088406089	0.56001387858982	0.724445108777035	0.824312154172191	0.918728323956747	0.966229347967618	0.867985662349658	0.853444540869037	0.841638264162793	0.385430904493577	0.978184140991215	0.692522873782731	0.933574785004078	0.844137923089123	0.901300504618846	0.831643990668063	0.780219053057473	0.856061056792131	0.862248840186252	0.975183497815681	0.743330532088723	0.920612757756697	0.634983354270168	0.608396550570087	0.623724909593358	0.89603528872598	0.98189921190847	0.795963086146434
MCFD2	0.86961130958494	0.959769477123926	0.879909083497129	0.947176658653162	0.893317247552896	0.892227285564033	0.955171047454747	0.94855299590695	0.96139438636863	0.900509348188795	0.899097076822193	0.921825416811644	0.652322599778822	0.887066228212819	0.955281260706377	0.863819442244678	0.93419213508853	0.938044894263512	0.934210284697636	0.949822793795292	0.935075938422465	0.911012031229442	0.895655039177373	0.928453155497906	0.960150615090875	0.895296292835987	0.819756848742487	0.950832413566318	0.827519958650336	0.88671167098716	0.957734423435994	0.862381476477993	0.750290608755535	0.880366555822651	0.913291607375509	0.965552173798994	0.819737762070495	0.941729471655803	0.888158607847795	0.945112891458813	0.8120272200025	0.7595131831933	0.910163932129155	0.894444346589981	0.723920340977037	0.922241680890932	0.777194807027217	0.946425251430027	0.782374211655294	0.939200360238164	0.850279125661527	0.81701096861934	0.870136424581937	0.21191310284457	0.881611928604727	0.949217199162283	0.869776648601612	0.809682578925059	0.458631995896025	0.590755765889695	0.879167289164043	0.918882383866965	0.880011739941342	0.800502362854196	0.978154282053984	0.886029866876487	0.908250508832498	0.89901770927877	0.892465341306641	0.740511736305108	0.928753188399753	0.82449712450833	0.688332940683069	0.955021182836922	1	0.933341026607153	0.481104246237107	0.919112049263553	0.960127576894392	0.937591094172982	0.786666612034292	0.973460682944821	0.294145045266425	0.971914937091327	0.810051971919435	0.851779071989563	0.69534237904799	0.669242079196837	0.138667838494769	0.901011893300866	0.841883099269652	0.893340800479421	0.938933805621643	0.905143575832816	0.958464204388524	0.877247837036451	0.959883362788272	0.86817359891625	0.939641319682326	0.963315941210555	0.74871251460859	0.762318265277289	0.668353151776385	0.67426780390296	0.803437037379949	0.900769954370417	0.943880587209416	0.896704071877949	0.883830520387543	0.854496327086502	0.506786123469789	0.942058833389014	0.77202364120868	0.944859958796885	0.808352337045114	0.950633141702246	0.848924683206051	0.866481260786248	0.819659556635008	0.868216673089126	0.932488104316393	0.752309675015439	0.931935404794413	0.687573150665989	0.624421021756284	0.639875731707062	0.90262025313823	0.95635724120129	0.807896455550265
