""	EGFR	ERBB3	KLRC2	THY1	CD9	LRP6	ACKR3	CANX	INSR	ITGB1	PTPRA	CAV1	CD47	NRCAM	APLP2	SMAP1	NOTCH1	CADM1	CD99L2	KCND2	RACK1	TNFRSF21	LPP	KCNJ10	CELSR2	PLXNB1	ITGB8	TSPAN12	GPR37L1	TNFRSF1A	IGF1R	C1QBP	LINGO1	AMFR	TSPAN5	NOTCH2	SLC16A1	LRP1	SDC3	MRC2	CD46	MCFD2	CD81	TFRC	SORT1	ABCA1	ITGAV	CD63	TSPAN14	RXRA	CD74	SORL1
LINGO1	0.349590857242113	0.762970171898131	0.754864071664205	0.846809653186017	0.569580628832718	0.800722943291671	0.613343269782312	0.687173319577275	0.479443190684624	0.704067405386339	0.727024551809135	0.681165980001771	0.686246707459228	0.680635324577643	0.668477358544865	0.776764840003703	0.766190289161498	0.658199237088071	0.605784739808779	0.786479154607052	0.774692001081212	0.429718198010935	0.67913352056872	0.481492697639448	0.619165453504399	0.510008512357073	0.588991314784489	0.71713408790727	0.125359739861772	0.471410047411493	0.608832530615026	0.81181071840263	1	0.550962870117863	0.625057409643982	0.4580517776529	0.73792122083921	0.720067032948491	0.560357742634919	0.451579515281057	0.604155227016986	0.676773741313526	0.493946774310648	0.26726400378286	0.638293728597555	0.265039726597369	0.562783263134927	0.650784916026355	0.432137976463533	0.493607491598048	0.0708008083893745	0.0302739606572963
AMFR	0.224591169886995	0.524855842818068	0.372781048310534	0.587499863979203	0.833583489950061	0.574300669915111	0.891092672678307	0.909209222905073	0.658925207168044	0.874554382378111	0.89981182142548	0.813663125751869	0.755159168039295	0.727282183167175	0.900899581298514	0.702428374450643	0.788416638310001	0.53315703750634	0.8590118746972	0.701155271660705	0.74868314806816	0.235116136725324	0.911311386287724	0.460558919013268	0.827547668128757	0.72120663489373	0.884411681029613	0.76652982468334	0.253316951284924	0.90125267394086	0.886557732940737	0.706463759600853	0.550962870117863	1	0.723157153626015	0.795488890650125	0.819850646368979	0.853710674323555	0.807688347781899	0.834492748263974	0.870842799579187	0.85198023887202	0.89678722614935	0.719775734822765	0.846725787740339	0.838128333170433	0.91114238243219	0.8881318820092	0.794399721997173	0.756987820532716	0.530442164946174	0.559516478496577
TSPAN5	0.287890159843807	0.707142127424155	0.659870920409289	0.633299156349576	0.740559719844223	0.603171027899988	0.700607423119606	0.78202156765803	0.736363564882878	0.784178902048042	0.79416034900601	0.752937533126205	0.765009402788441	0.583049598021172	0.719271651636514	0.792350462567246	0.73760337249369	0.696287224995428	0.717742039782102	0.694229301952257	0.73487733628049	0.342543462991555	0.771391799495914	0.550722947648782	0.74315883636934	0.676333943562217	0.790346271982037	0.641108844258857	0.198712323545902	0.675062368351235	0.741847309677451	0.727943676364707	0.625057409643982	0.723157153626015	1	0.513679837779224	0.646359225648994	0.676159422361392	0.763923217830524	0.524741778760431	0.817144480131588	0.835995476884696	0.657146919931435	0.461037765819418	0.78658739500033	0.608234709765827	0.623028869171918	0.763443039084785	0.634874758291835	0.524773146844297	0.228593372617364	0.25945765407886
NOTCH2	0.290154018061082	0.352621871181305	0.17233734728539	0.487354176900075	0.707402433526409	0.548061327535773	0.746423563021877	0.810070227054964	0.49495453969594	0.717085246999645	0.801204232748263	0.616360516324387	0.524689032255063	0.825527774521433	0.838668274567175	0.615603444568585	0.730501314437638	0.586159875558181	0.81972589370792	0.584786947354038	0.588242257184198	0.270132934894411	0.794931842197788	0.332614339775319	0.72333425808742	0.760864232716426	0.774027461748761	0.722827969461074	0.489574494770547	0.800782415570001	0.767650284531715	0.543116116367115	0.4580517776529	0.795488890650125	0.513679837779224	1	0.822384787254874	0.827780185586603	0.724116772385017	0.870878225738646	0.748252824878836	0.694989900763913	0.877325804359996	0.668392432626026	0.766267643753249	0.823529470130491	0.910702619721296	0.734815561043395	0.678620609132416	0.859858929821449	0.53523202946261	0.597944140600485
SLC16A1	0.259996723751414	0.585930674220914	0.484692613732259	0.710362515109062	0.784749965672889	0.683297515177897	0.807494312117053	0.896021632334833	0.463410150394555	0.860505190369656	0.917336892651813	0.788797849019748	0.725550860401227	0.77818230377481	0.908651265974779	0.775482805726505	0.819190541885542	0.629716206374012	0.854860441394601	0.782064060414201	0.811942681523917	0.340577769215578	0.873669162991586	0.347951314475349	0.74494478343744	0.652710263723489	0.830750012906335	0.833467529372169	0.307094693590106	0.782849881670203	0.841157404881271	0.80288444451828	0.73792122083921	0.819850646368979	0.646359225648994	0.822384787254874	1	0.867207820058475	0.773562013797118	0.830380677921737	0.765011579751925	0.81801384304827	0.817843030677162	0.58412834737237	0.80780354764246	0.658664503062785	0.847265862849785	0.848751061336962	0.651845318481097	0.838420061271999	0.393784588554059	0.381348707442952
LRP1	0.282580494376606	0.690444272394222	0.464852518036707	0.758193130003617	0.803132091403552	0.758361483560669	0.809484097266349	0.921767457687674	0.699890240958952	0.851056145291476	0.877825983184042	0.797809792040195	0.771587746612618	0.863300631250904	0.911143004075863	0.772855999698679	0.84369216701806	0.706776540303862	0.858158611587567	0.77919967641896	0.818664998946613	0.442079629571246	0.923512474600935	0.594676722922393	0.834538984717137	0.780209973735118	0.850565636901365	0.828529571051114	0.38453469756812	0.826461483010641	0.838304240869439	0.753962963113434	0.720067032948491	0.853710674323555	0.676159422361392	0.827780185586603	0.867207820058475	1	0.811134388386947	0.803244517671003	0.865457175701402	0.856142746594153	0.910362891488894	0.660987988367521	0.879394122331257	0.739672701257173	0.922715877682496	0.851930447326425	0.759195324145248	0.777930280984895	0.477840115705928	0.49030509849265
SDC3	0.339934051831954	0.660227629115535	0.442819737338009	0.616374629648381	0.858211584149744	0.547135603593406	0.841541000195104	0.901059586387619	0.716852114170863	0.82108309841206	0.809949475227951	0.8300791098307	0.76059646307067	0.726844871411634	0.819787146022094	0.713447951014619	0.800334943523418	0.687833872529085	0.876860113435984	0.75855341679425	0.727135406794154	0.267299860834164	0.881325198860769	0.602910330190682	0.855433387303677	0.816578086238225	0.92576192030747	0.766382591177685	0.460968741297835	0.825483724458707	0.870587291984574	0.734501340843493	0.560357742634919	0.807688347781899	0.763923217830524	0.724116772385017	0.773562013797118	0.811134388386947	1	0.678079688880331	0.870528425964935	0.845786832495959	0.820431270921757	0.575279585068517	0.865831126805655	0.755488785029926	0.772407209920281	0.84616695487937	0.668281630557756	0.733919221660234	0.262873413271182	0.351882456280245
MRC2	0.147115909460644	0.315095964763744	0.26816246216061	0.482456392268285	0.755744583754773	0.539228003906165	0.739982509581683	0.837913322327424	0.421002124989973	0.787001349946101	0.827592026596001	0.691122423128608	0.597349775394345	0.679135069563355	0.8800079900236	0.643741954771423	0.714640794428932	0.502255780493102	0.800245694822703	0.581679527659563	0.653752358876179	0.219047630228019	0.809188814936375	0.199268731344737	0.724848719687423	0.60905492004392	0.770359131451144	0.75800785563061	0.274211589201148	0.829520076769423	0.827245109928491	0.605475951754693	0.451579515281057	0.834492748263974	0.524741778760431	0.870878225738646	0.830380677921737	0.803244517671003	0.678079688880331	1	0.725396888287802	0.740390260155386	0.842503970449901	0.706962528785838	0.734576821978682	0.827297345371887	0.900081489827346	0.785375564330869	0.704426970519099	0.84932055055926	0.595599280325319	0.602342287168928
CD46	0.36792759974346	0.613462987248856	0.432592620797984	0.617673138732856	0.812792314837405	0.608618069614647	0.814501465497308	0.905374975139676	0.783672593436675	0.862667142485173	0.846621326562783	0.805610201486211	0.734758323721916	0.746326913677863	0.841985556864877	0.74957371384465	0.826703289724821	0.647496521587559	0.86768674001727	0.736546759523852	0.750650876845414	0.255592415543898	0.905054886787848	0.535035749935624	0.858469635369084	0.819025615159892	0.870407213947939	0.735010145944132	0.30177168334827	0.859314871718256	0.861535039420046	0.713244910488881	0.604155227016986	0.870842799579187	0.817144480131588	0.748252824878836	0.765011579751925	0.865457175701402	0.870528425964935	0.725396888287802	1	0.845795868663335	0.860357971381608	0.690240261259921	0.878813356321352	0.797547464181933	0.83396262371909	0.858173415996015	0.79614056353513	0.727543198617532	0.453603269518719	0.521007420155862
MCFD2	0.152254715933491	0.728051136958807	0.657141521685578	0.740698221728774	0.918746076185488	0.64315546079622	0.848778705953316	0.927621921060401	0.706527494202759	0.89690120972122	0.875920483692174	0.91220269393109	0.898829781820883	0.71555059190611	0.896878233253185	0.866333445315365	0.848644787434775	0.699921261824955	0.809131250612023	0.794787336753325	0.888914309812695	0.386112252638919	0.924229230781047	0.574432674464807	0.803465463810939	0.677797230226811	0.907035536951422	0.772501745959354	0.280436501978536	0.863335704690077	0.857459273742763	0.832709536355024	0.676773741313526	0.85198023887202	0.835995476884696	0.694989900763913	0.81801384304827	0.856142746594153	0.845786832495959	0.740390260155386	0.845795868663335	1	0.827395363223281	0.570570278349323	0.874550700456728	0.74941163313382	0.834604806219978	0.931638703942518	0.706584622192703	0.679295996131385	0.366998511192158	0.355471096651303
CD81	0.225319491535885	0.489053787176683	0.262400192547219	0.546473937901696	0.789507697416094	0.53558865275783	0.818341102162062	0.886211942066013	0.624286316671157	0.824424373864087	0.846064651275281	0.739600079677944	0.684359765464845	0.76666236907908	0.881220258819304	0.66413901355434	0.773409630352582	0.581163539133284	0.853795165713133	0.627842549887216	0.719588649501963	0.271890603424184	0.90326156150902	0.503869786822193	0.795312382767906	0.772895162562352	0.848927245977385	0.732263691939017	0.464279567101065	0.903799236057122	0.842892148389684	0.640545626022934	0.493946774310648	0.89678722614935	0.657146919931435	0.877325804359996	0.817843030677162	0.910362891488894	0.820431270921757	0.842503970449901	0.860357971381608	0.827395363223281	1	0.783980811628991	0.872302975076444	0.886160084744375	0.928007967800159	0.844449223628918	0.859675462247546	0.790790351390182	0.668911959139076	0.698810420402973
TFRC	0.0280766679956793	0.203322008299942	0.0453329050628437	0.309691059135375	0.559552815992432	0.291446063778845	0.502414315341392	0.675083408365409	0.396223300757696	0.719784376259566	0.60633224791029	0.544622182638166	0.395263728967658	0.410709694760039	0.698717718987505	0.492100109972113	0.544182517867343	0.325002330442195	0.58715999573265	0.467709423882637	0.557514129161239	0.0501597588142772	0.691322374151554	0.0961698628866374	0.568999165947937	0.516581639627195	0.537601711272916	0.516575285713598	0.0867075964654524	0.767972901081939	0.630885641490132	0.490975804118402	0.26726400378286	0.719775734822765	0.461037765819418	0.668392432626026	0.58412834737237	0.660987988367521	0.575279585068517	0.706962528785838	0.690240261259921	0.570570278349323	0.783980811628991	1	0.653136575254944	0.774687765456798	0.654529007397866	0.683828719637127	0.877984088539365	0.593745214557363	0.826627497442622	0.852346554123717
SORT1	0.208952077963039	0.718836231702551	0.453330484578773	0.716018455250292	0.872057294371449	0.650262398178978	0.846834577170781	0.927373919474146	0.737659634417806	0.855932078431561	0.854414828475494	0.850450795345251	0.81083254391999	0.753459540107609	0.875884993663147	0.78965329858253	0.844295518863198	0.726754493258289	0.842974957230555	0.788226998076972	0.824937230858029	0.428870701857163	0.9120233884491	0.604536604487118	0.834746670481742	0.773213734939501	0.909838941495502	0.791925383057725	0.341649878465636	0.83585839065471	0.84840439840859	0.778518855754378	0.638293728597555	0.846725787740339	0.78658739500033	0.766267643753249	0.80780354764246	0.879394122331257	0.865831126805655	0.734576821978682	0.878813356321352	0.874550700456728	0.872302975076444	0.653136575254944	1	0.74271657049604	0.836981410277003	0.883115139555399	0.740293036524191	0.717941819203333	0.430265483318305	0.462035203804082
ABCA1	0.168266128669151	0.258354266681655	0.162100254441146	0.300131333125126	0.731019446466601	0.318984750443193	0.687361054665252	0.783315476755726	0.576482083340782	0.741105214058233	0.745738383578531	0.647038803578034	0.531539890893317	0.621421494388227	0.7725510943372	0.537944280596911	0.652586221482294	0.439060310480431	0.770384046278522	0.454709003900425	0.542621331915743	0.080356587296672	0.777790501711662	0.357567947420176	0.749979116060325	0.739157200193341	0.757434984442363	0.571908072135848	0.375147656564676	0.875001235098799	0.799017434703405	0.469091912381145	0.265039726597369	0.838128333170433	0.608234709765827	0.823529470130491	0.658664503062785	0.739672701257173	0.755488785029926	0.827297345371887	0.797547464181933	0.74941163313382	0.886160084744375	0.774687765456798	0.74271657049604	1	0.846015295835453	0.757011699308497	0.828326699548532	0.74635875215381	0.665659725630898	0.733743280946051
ITGAV	0.23079438132205	0.504898716959619	0.347798785976045	0.607234741359607	0.820418147107818	0.634622501264795	0.862576705701834	0.893944105066813	0.624926297915064	0.803139518710526	0.887997569013891	0.762009987461375	0.717193204183365	0.852313522536048	0.904852416878389	0.69514110120767	0.808996824164289	0.588226275087266	0.86643233085781	0.663904063122061	0.718831890685079	0.32477706739727	0.895288611323561	0.48637393177882	0.805759701182788	0.772621803188414	0.870695656367598	0.768873059142331	0.408491238444543	0.88202845114145	0.855401364592879	0.650776438633584	0.562783263134927	0.91114238243219	0.623028869171918	0.910702619721296	0.847265862849785	0.922715877682496	0.772407209920281	0.900081489827346	0.83396262371909	0.834604806219978	0.928007967800159	0.654529007397866	0.836981410277003	0.846015295835453	1	0.842919374768954	0.745437341105212	0.816910934791744	0.529653409193571	0.557044286881362
CD63	0.0382190416491371	0.6796707761138	0.558519565357861	0.7445177309971	0.949623074482022	0.562211624569346	0.875564960749132	0.9557160735503	0.618577060511527	0.95145519508659	0.854489319811406	0.959050743604109	0.872209292740397	0.681466146657097	0.9437334211981	0.851610339316978	0.86293750348753	0.599407400719359	0.808472080872074	0.869782913865972	0.915504137762161	0.295124408382937	0.95806146368246	0.426317043357452	0.806265717483177	0.659611356427006	0.898407663400844	0.820110978180887	0.164324483441636	0.936413529661084	0.880468436419559	0.887067128381993	0.650784916026355	0.8881318820092	0.763443039084785	0.734815561043395	0.848751061336962	0.851930447326425	0.84616695487937	0.785375564330869	0.858173415996015	0.931638703942518	0.844449223628918	0.683828719637127	0.883115139555399	0.757011699308497	0.842919374768954	1	0.751255073421758	0.738310572046051	0.453258886748185	0.43536653121779
TSPAN14	0.156625367395318	0.374876390048048	0.197181720400525	0.427915814644515	0.620601903829001	0.418852631322832	0.60231626524381	0.735895752382284	0.572017018614507	0.789371583333146	0.727114592839554	0.637270737215972	0.54561354452111	0.548030276877037	0.736975417229331	0.603016846456464	0.687058445463295	0.416125358889403	0.665626684917215	0.531724938595661	0.650952598637339	0.15412132721048	0.79476992471358	0.32522029216016	0.67095418988854	0.651972335038704	0.638973194059099	0.565247380511913	0.18068509794048	0.820591632494293	0.698704128223343	0.586034894922367	0.432137976463533	0.794399721997173	0.634874758291835	0.678620609132416	0.651845318481097	0.759195324145248	0.668281630557756	0.704426970519099	0.79614056353513	0.706584622192703	0.859675462247546	0.877984088539365	0.740293036524191	0.828326699548532	0.745437341105212	0.751255073421758	1	0.589205194455031	0.790088793703104	0.809500698209297
RXRA	0.292860554274601	0.33352380576984	0.228661144985411	0.420063154099226	0.706551941878163	0.499655267230003	0.705570391585658	0.831312908775841	0.459151645735548	0.771223496031917	0.785868512699616	0.637790010294477	0.511008365146267	0.674612429284402	0.8448790505641	0.537633545356509	0.623350824359879	0.488763986874299	0.872422578183568	0.635047568816208	0.580377400972038	0.0535678587876906	0.755091745450656	0.226287975832913	0.770957774986068	0.632625518418991	0.757315466463851	0.708676622519229	0.342071429717183	0.764365409740754	0.850171411729636	0.541324122791353	0.493607491598048	0.756987820532716	0.524773146844297	0.859858929821449	0.838420061271999	0.777930280984895	0.733919221660234	0.84932055055926	0.727543198617532	0.679295996131385	0.790790351390182	0.593745214557363	0.717941819203333	0.74635875215381	0.816910934791744	0.738310572046051	0.589205194455031	1	0.479136328933465	0.513937185780684
CD74	-0.0543702126188372	-0.0742433497374926	-0.143478587601385	0.0391187183922198	0.310229103817541	0.0908111294764798	0.279918266506743	0.420536886997524	0.201179073451402	0.493950397863826	0.41635864537029	0.280429538268684	0.16072677726758	0.213545361882111	0.498890963648637	0.233388076786508	0.291760775856901	0.0453424489067316	0.388730868611909	0.163698291520561	0.338546096098372	-0.121652430740759	0.456742808110924	-0.0851271504421889	0.327950496908344	0.27468511128655	0.284490620832062	0.248471248538626	-0.014064406869184	0.609128097313748	0.41853619664206	0.20204640781705	0.0708008083893745	0.530442164946174	0.228593372617364	0.53523202946261	0.393784588554059	0.477840115705928	0.262873413271182	0.595599280325319	0.453603269518719	0.366998511192158	0.668911959139076	0.826627497442622	0.430265483318305	0.665659725630898	0.529653409193571	0.453258886748185	0.790088793703104	0.479136328933465	1	0.951294055835846
SORL1	0.0666241385548725	-0.0856214071528045	-0.218202772718002	-0.00538044402826602	0.316567102435741	0.0872960590525998	0.314882867403172	0.439707084199463	0.282747775874891	0.472016170572986	0.437947539537934	0.26033725369801	0.118243003029436	0.281280679579188	0.493368255956712	0.194519876123592	0.288964156376341	0.0717471999262734	0.45464038709851	0.135726557127432	0.260562578504418	-0.157015523604496	0.477532757480733	-0.0317102063130264	0.416236364813447	0.416348784775917	0.336670508602289	0.255576428132906	0.0857161585898161	0.628731965484273	0.450268010150567	0.148878678856646	0.0302739606572963	0.559516478496577	0.25945765407886	0.597944140600485	0.381348707442952	0.49030509849265	0.351882456280245	0.602342287168928	0.521007420155862	0.355471096651303	0.698810420402973	0.852346554123717	0.462035203804082	0.733743280946051	0.557044286881362	0.43536653121779	0.809500698209297	0.513937185780684	0.951294055835846	1
