""	CD3D	CD3G	CXCR3	CD2	DPP4	KLRD1	CCR5	CD247	CD8A	CD8B	F2R	KLRB1	ITGAL	ITGB1	ADGRE5	FAS	CD53	CXCR4	IGF2R	TNFRSF14	ICOS	TFRC	ITGA4	TRADD	SELL	PILRB	CD44	ADRB2	TNFRSF1B	CD4	LAG3	TNFRSF25	S1PR4	ITGB2	CD226	ACTR2	CD69	RIPK1	SMAP1	VSIR	PTPRA	TSPAN5	PTPRC	SLC16A7	TSPAN14	CANX	CD81	ERAP1	SORL1	LPP	ADCY7	STX4	CD74	PTGER4	MCFD2	CD63	C1QBP
TNFRSF1B	0.528682282026319	0.535086327070052	0.367628512828265	0.541393040440742	0.377008990358843	0.442101926557335	0.0977608941030089	0.379277248210582	0.411718954317397	0.451355991718832	0.648852894306291	0.24731353035865	0.390802491587177	0.879565353155722	0.483180097338413	0.667845613720753	0.682909885362882	0.704873990952438	0.750562648029606	0.681608106788063	0.441120547780732	0.6895377427986	0.813933322808182	0.532161851123556	0.507621199311846	0.645506505352291	0.792628960292596	0.242538484003513	1	0.806149947403125	0.470735495574434	0.609572885177034	0.595449701528956	0.676251553672433	0.433823644102959	0.91593511019123	0.484384286806693	0.811313899188335	0.736254185117084	0.690859793885381	0.808390563016768	0.662486150783595	0.691330438409523	0.703128640059559	0.916598326545442	0.861954202459571	0.766437379558907	0.480727076256726	0.732285520148852	0.81765307398773	0.746043654133322	0.695624956705907	0.662732626138317	0.552851304489123	0.789688007656388	0.719552079034055	0.64531598107811
CD4	0.442398269795129	0.327767895489568	0.292274620477509	0.304210144581912	0.506191416765125	0.0475858854782507	-0.142819178902076	0.218346109651788	-0.00272949971476996	0.0633847225994204	0.23454678070091	0.344535508551056	0.011895673113403	0.748436498673843	0.233346797182933	0.584888482899554	0.723052087229434	0.566655018122978	0.5372640552213	0.448523340985818	0.46279646674235	0.487595202684375	0.566136975495881	0.561216434402671	0.54363266318936	0.374476589273535	0.56580195987014	0.0638782699517922	0.806149947403125	1	0.219700938272108	0.552429392301664	0.469202373181797	0.834196331802819	0.477671882105308	0.90275312542295	0.466430689695152	0.625095184874661	0.565671946261643	0.864369061522105	0.604694201062906	0.248342755997068	0.44462325367576	0.454292794241339	0.83275782280378	0.805141914101619	0.803029598393018	0.636567911253405	0.802140089354514	0.688282337065748	0.774823135670597	0.686403385291279	0.821962263108386	0.293152345433534	0.607687090183093	0.748727052753323	0.608956749057771
LAG3	0.758301246259802	0.832368315137623	0.562641025158084	0.775493710455422	0.632737057016273	0.804911368413694	0.185962527041665	0.855883600132799	0.755985973850012	0.804230588909094	0.399395992063167	0.578885696362585	0.51583855927397	0.497815796637441	0.519983460339727	0.586249363765783	0.551355495529403	0.775791984681036	0.399509044188458	0.609868013689562	0.598380308705173	0.41068740771994	0.66095086483729	0.687839307434688	0.61697897945154	0.263222993811391	0.774546972583218	0.472677508513337	0.470735495574434	0.219700938272108	1	0.613397221397301	0.762657560439658	-0.024478531998943	0.667740300324931	0.483404196554045	0.751395930000919	0.460607212869155	0.68309579129069	0.173345351285306	0.627853508143147	0.598281719828776	0.771167656445664	0.5299820599281	0.493437795639939	0.337882403013596	0.355619249515755	0.324097532729538	0.141443127303457	0.294654530017188	0.159759620513478	0.341101702157758	0.0153144834150184	0.64396856221362	0.434890395333259	0.450514582104553	0.654628882409359
TNFRSF25	0.854851122857911	0.697897887479368	0.41104121580843	0.655485716022108	0.733017136906724	0.524680213363973	-0.167252124318163	0.584233562403572	0.512645267405528	0.463742529086759	0.281032160484716	0.617518935802854	0.357017287692211	0.62339076508158	0.389399893620481	0.73444058417476	0.805028670793664	0.869055796626859	0.330362384589562	0.761108886860411	0.689302302280056	0.410791277430589	0.666899938618729	0.812260630078338	0.880217461534115	0.516698621708771	0.826549680754669	0.161856953842488	0.609572885177034	0.552429392301664	0.613397221397301	1	0.868761949418161	0.173113779365733	0.831683086104823	0.63269080982188	0.8668951923267	0.430953511774645	0.859884420876648	0.422082917309992	0.649438587302241	0.499704013974965	0.814921194038721	0.653566299373644	0.665750110401574	0.422316293656306	0.438706976208574	0.719827928136223	0.357467830043595	0.435603552400194	0.450897983228152	0.439418559635318	0.16047493195494	0.575579137133921	0.495869360659796	0.508915827038247	0.653553771694156
S1PR4	0.923064750980477	0.897482567434515	0.632178510706885	0.849332954816796	0.775930426448678	0.743130398278719	0.100190256026203	0.799746575688769	0.686216514770128	0.700209529638254	0.343073871945655	0.759231994422711	0.536514589097039	0.665636034713071	0.603936363547943	0.84804996712745	0.809572250316334	0.936125437601249	0.406604923197911	0.811523519798068	0.792904484396788	0.380817118301621	0.723875811051683	0.841525097433539	0.869224149700312	0.471300077288257	0.864905487881983	0.458174695711227	0.595449701528956	0.469202373181797	0.762657560439658	0.868761949418161	1	0.0841655691908738	0.873861189991827	0.614109238470137	0.912872288101033	0.424522219150487	0.809165842240235	0.321601451644458	0.692496809592517	0.566426105023486	0.907943921777237	0.718026465951018	0.594068061651334	0.394774605454726	0.39809844916143	0.525922205730631	0.211413686367223	0.294568418125382	0.29823759295465	0.418038865529752	0.0777009745943705	0.699273467272099	0.486266648393759	0.481519776730913	0.661096592011989
ITGB2	0.0933285631536271	0.0054610082324881	0.0536307064463645	-0.00140851314470607	0.136489743417305	-0.129154513654221	-0.104466824348845	-0.131296807989473	-0.13504110666397	-0.0785607637282971	0.149937545997196	-0.0243877591746699	-0.120574620222035	0.557098935049865	0.0673952992777823	0.225779779839403	0.471592728360091	0.247333202436564	0.392809038399815	0.233652598869105	0.0991748911831124	0.314411222964858	0.390103570683782	0.232645403200283	0.169570564017993	0.205974477360914	0.275546972507924	-0.0938039281373327	0.676251553672433	0.834196331802819	-0.024478531998943	0.173113779365733	0.0841655691908738	1	0.078990895034087	0.756636332893752	0.0970702521554893	0.49611080353234	0.306663500114069	0.918921951587033	0.337350926871709	0.116630569511844	0.156241564194868	0.195084920812957	0.646074502255938	0.7135743994134	0.755338292202964	0.409321035559451	0.879970720169196	0.575683734792805	0.791060117236695	0.634578034054576	0.977124819922553	0.0910203971958847	0.403405538958741	0.608764156619946	0.384963490729714
CD226	0.908144294556285	0.792576984908204	0.631307989480168	0.676966713463269	0.862661759598577	0.556849423650733	-0.0345240942537223	0.763090754298973	0.427839749089958	0.466191649201365	0.0781521890622877	0.877509342785885	0.255898338100475	0.577827909309724	0.45373305684058	0.680854934169276	0.841658055861637	0.802751339118579	0.32432846959595	0.650043652458655	0.762398117585665	0.344522750699287	0.504066228695428	0.905017362253046	0.890310773462071	0.38505438572677	0.717965660673188	0.377097010357328	0.433823644102959	0.477671882105308	0.667740300324931	0.831683086104823	0.873861189991827	0.078990895034087	1	0.533016698635559	0.912423320067753	0.259793857253643	0.727031555997142	0.328482147800343	0.618526364573086	0.378018280867371	0.756155644402983	0.503004676425035	0.504723591112097	0.369868071455996	0.425233742330413	0.580069720538912	0.222344415381968	0.284657232511808	0.275458401426936	0.507702127410711	0.0889761190517787	0.619283267271956	0.384335428861247	0.510975894293978	0.701807581194324
ACTR2	0.577376663150269	0.521202267970839	0.35486543064398	0.502147978132909	0.496407816307374	0.347698053002328	-0.00385572077739812	0.386908369599748	0.326846637462999	0.368445590067251	0.464988205865001	0.336064414834535	0.234704457988231	0.872906187920787	0.400656526106112	0.673683628994307	0.774011431067763	0.706321558952625	0.645151632857596	0.635078242458751	0.547901007282493	0.638835280711959	0.727287705482975	0.62666791092304	0.572090597731654	0.50167991046702	0.792331100586448	0.139049493560794	0.91593511019123	0.90275312542295	0.483404196554045	0.63269080982188	0.614109238470137	0.756636332893752	0.533016698635559	1	0.570885987176529	0.767280908944641	0.771757795092709	0.817935485760862	0.776564626120728	0.571165807092499	0.640026369945822	0.541525736248567	0.923885999784605	0.888307076953601	0.884700226135467	0.547966855410965	0.738331618857684	0.756003900832996	0.712514885208879	0.763836358901831	0.777667062001875	0.464115827520119	0.780533226319909	0.851102376250212	0.769872443156031
CD69	0.934370008526627	0.818028511971198	0.560989266432494	0.736500395283183	0.858668079537415	0.643208707566247	-0.0214282363380484	0.769130139941615	0.601544787889149	0.571122952492946	0.126975373267854	0.796772339022354	0.399064915929418	0.579836699969595	0.515994216605869	0.74753166787346	0.834378380878258	0.891832513418701	0.259240377259802	0.705021930512727	0.778705730817585	0.266272983996198	0.60959237521109	0.892525189566826	0.872740364550829	0.36626979316587	0.779159582048102	0.346592499116031	0.484384286806693	0.466430689695152	0.751395930000919	0.8668951923267	0.912872288101033	0.0970702521554893	0.912423320067753	0.570885987176529	1	0.265656571019562	0.787313212235989	0.348896501295832	0.589913007949006	0.410995659458057	0.813175060664448	0.544334181831737	0.521325987316135	0.326944357973435	0.413050025107035	0.671135881147164	0.255063645438975	0.212894403702838	0.289586944026625	0.462759337031584	0.114170996915093	0.637610444476261	0.346753425470686	0.488739057479168	0.669652098750686
RIPK1	0.285099911425043	0.34882501333171	0.162869796574701	0.397484030335497	0.222194889325689	0.295319593021279	0.00163360231216599	0.313990181181305	0.31647363997457	0.389077962319976	0.659661767841101	0.0613993223161726	0.219374260512099	0.679974338329584	0.220328812142951	0.443669009032819	0.36886424648412	0.491108620109781	0.724126338661969	0.44570061624606	0.283342940554943	0.7765631318212	0.676782937024809	0.297543169874229	0.320748555058689	0.43286083552411	0.673449736343224	0.153844152834914	0.811313899188335	0.625095184874661	0.460607212869155	0.430953511774645	0.424522219150487	0.49611080353234	0.259793857253643	0.767280908944641	0.265656571019562	1	0.567268516219949	0.532362383741276	0.795322089289383	0.672651502359693	0.478902365236691	0.574249010154114	0.842359291048386	0.793007965383269	0.68333237742715	0.292497674114814	0.524816992074678	0.815312840154021	0.488241040141779	0.526370529330504	0.522316861749919	0.279703401964886	0.808019855384717	0.693486473347019	0.605552258347336
SMAP1	0.794763853299783	0.707781633917886	0.348958606382482	0.63517443921647	0.555776896657285	0.650982217343133	-0.0190429296315856	0.551935376858408	0.623059313556993	0.593847782068708	0.46027610544789	0.456362240287263	0.455782911422612	0.781942706871783	0.504482847028044	0.7190611160828	0.78364307628644	0.83755541710696	0.523925602565361	0.79109127359543	0.618149656067141	0.594764306539309	0.706357217190284	0.743475603982014	0.730035710936548	0.616661273083323	0.937785483826002	0.171899480012821	0.736254185117084	0.565671946261643	0.68309579129069	0.859884420876648	0.809165842240235	0.306663500114069	0.727031555997142	0.771757795092709	0.787313212235989	0.567268516219949	1	0.502541728855745	0.782559657901944	0.751495015459963	0.816768183128133	0.618284210910688	0.778409877001031	0.629464919940682	0.666665887297972	0.543008461581249	0.448511943968042	0.569485838083191	0.468142340910032	0.65430625615193	0.339633394878881	0.614464347012592	0.698681622917458	0.723568529597016	0.823788357770284
VSIR	0.299788382055313	0.154915551820848	0.0843456127240955	0.120684663645154	0.325633560168253	0.00168205892390331	-0.238948929846851	0.0249844228050696	0.0346313091973274	0.0742593109619107	0.0665411431905989	0.161587308706887	-0.127841438387259	0.581036181863367	0.0474935595739976	0.345542390197921	0.610095080266846	0.42785426675207	0.383405184798762	0.372169806618675	0.272028201137752	0.327604795630636	0.462616204077398	0.403009297706015	0.403504317852256	0.182869186852476	0.444571775105407	-0.09158829656425	0.690859793885381	0.864369061522105	0.173345351285306	0.422082917309992	0.321601451644458	0.918921951587033	0.328482147800343	0.817935485760862	0.348896501295832	0.532362383741276	0.502541728855745	1	0.41821517918823	0.225447647084567	0.313974948069109	0.26617648372149	0.742991442132633	0.698762620019979	0.793438738108514	0.534612807887228	0.846869230853316	0.534452179143868	0.743473704791774	0.649207259952284	0.906046810862768	0.138544451759002	0.4166266545797	0.695329751680671	0.542199057243842
PTPRA	0.598825798288114	0.637897160563804	0.439915845388916	0.604635354913823	0.553723190179922	0.539922065487859	0.0307091019325213	0.56939570742856	0.452247818859039	0.545192066903635	0.635500849282458	0.496088214963317	0.341388833660653	0.854239993185583	0.470721346795654	0.66289555408136	0.607990150979791	0.716905076479832	0.756549643499282	0.649486534828655	0.559377413553764	0.89196710447935	0.688322033222795	0.628937061493699	0.546336457314489	0.607098514827591	0.848636196658734	0.401526561933232	0.808390563016768	0.604694201062906	0.627853508143147	0.649438587302241	0.692496809592517	0.337350926871709	0.618526364573086	0.776564626120728	0.589913007949006	0.795322089289383	0.782559657901944	0.41821517918823	1	0.705817215247512	0.676732043638979	0.707390462870501	0.806333111045064	0.837053772262211	0.750292388073576	0.435820356181785	0.424699762426659	0.758830912665774	0.450406909285532	0.711537049047791	0.384844587387139	0.53587631525815	0.888511520711722	0.812193833627582	0.835151734667998
TSPAN5	0.501877418923205	0.573444784602856	0.219284103772825	0.56894632399109	0.109591175069515	0.724237351884589	0.281349200623699	0.455635362547589	0.720726670818261	0.727494038123557	0.708433891589917	0.0927696664889122	0.57282395326252	0.65529899080911	0.523227201966325	0.504140881578219	0.415554376121012	0.566953400814142	0.686968830123094	0.648387193133368	0.30504961728397	0.627926084596752	0.657201261264454	0.347094458338339	0.385953512081627	0.670704319272422	0.795538599284988	0.278331906475381	0.662486150783595	0.248342755997068	0.598281719828776	0.499704013974965	0.566426105023486	0.116630569511844	0.378018280867371	0.571165807092499	0.410995659458057	0.672651502359693	0.751495015459963	0.225447647084567	0.705817215247512	1	0.692152652361685	0.549934810793855	0.64975532166639	0.557929047910146	0.464459893214232	0.0893706509693392	0.215092441904579	0.566696930222196	0.224873492966829	0.463531981197173	0.145138774607346	0.567324553631059	0.687864439963773	0.506039983390778	0.574765971849595
PTPRC	0.91775278774819	0.9336181116816	0.694485280370518	0.921548252662387	0.64333712808236	0.844782571297664	0.35975214497636	0.806134806667567	0.778983259572959	0.771942573019102	0.550383768177978	0.608417496373154	0.736389702119323	0.737050646961157	0.763957955013879	0.82299900275995	0.823525155417151	0.939878825210124	0.499813612937296	0.89010344540606	0.659764839386958	0.388289473411742	0.875362490409698	0.79745828417119	0.81744128677915	0.638044666634595	0.874729804219413	0.516752325688025	0.691330438409523	0.44462325367576	0.771167656445664	0.814921194038721	0.907943921777237	0.156241564194868	0.756155644402983	0.640026369945822	0.813175060664448	0.478902365236691	0.816768183128133	0.313974948069109	0.676732043638979	0.692152652361685	1	0.778264100542415	0.613299184760163	0.415121771334869	0.354762356971006	0.49263112990871	0.304139714870838	0.382767660515021	0.401873970579528	0.401933300988626	0.119809862635123	0.880463177076544	0.517035390292692	0.397385405724195	0.570315658296271
SLC16A7	0.617498748031702	0.701636896913884	0.516274252467195	0.719063075103772	0.493722733916925	0.62262086405521	0.223835088041161	0.56650758781843	0.550271593977729	0.641110626228537	0.669463983623429	0.480658443850409	0.639887825933947	0.706734758950455	0.558358434292188	0.739096449569683	0.535578767589822	0.7698787761834	0.576687810271511	0.736266989699279	0.439824700692769	0.536359089248055	0.814936560872473	0.541151943803158	0.592334127483176	0.563009431487014	0.704346191658768	0.553264770452376	0.703128640059559	0.454292794241339	0.5299820599281	0.653566299373644	0.718026465951018	0.195084920812957	0.503004676425035	0.541525736248567	0.544334181831737	0.574249010154114	0.618284210910688	0.26617648372149	0.707390462870501	0.549934810793855	0.778264100542415	1	0.590325493773414	0.461275209628903	0.323958717846353	0.429024696257846	0.319876877211698	0.446027264414022	0.457442081969419	0.278696292921124	0.136251420975162	0.702919259141523	0.56249409452324	0.359769870717448	0.448218947062864
TSPAN14	0.51915243944954	0.458043666716877	0.210072241188477	0.43770736678962	0.421603966518485	0.358489780872491	-0.135839292270916	0.338758689392923	0.33877789110071	0.384189158252813	0.523918620455817	0.243545699204812	0.213425183706642	0.822513422365386	0.288019406863628	0.655174551165758	0.672053151903245	0.664170028248667	0.709822283710925	0.624692727255059	0.493323360012982	0.719871432977256	0.713302796468237	0.548314897822021	0.541315255186948	0.559328007614202	0.805681858276707	0.0890608831997534	0.916598326545442	0.83275782280378	0.493437795639939	0.665750110401574	0.594068061651334	0.646074502255938	0.504723591112097	0.923885999784605	0.521325987316135	0.842359291048386	0.778409877001031	0.742991442132633	0.806333111045064	0.64975532166639	0.613299184760163	0.590325493773414	1	0.867031854485475	0.822996826154978	0.528131804970884	0.720731151259638	0.85686966165091	0.710061292384871	0.709970500429671	0.655281395601287	0.398204227404215	0.794636869048335	0.818718679050176	0.748451113323795
CANX	0.328596121634889	0.317878806068679	0.227990270610337	0.283180266119495	0.312553332145143	0.221547192827398	-0.0507572223102315	0.226070162139026	0.141652145672884	0.261285152304917	0.501543148448943	0.222744575395118	0.0599969754759837	0.832322529139966	0.276677068558829	0.486384695049697	0.539066451257247	0.464727790982669	0.787220154314571	0.454341405532048	0.343620703549493	0.835902778679938	0.54634662044997	0.425489853064511	0.327323516972888	0.526818325414602	0.652961691842056	0.175889279099229	0.861954202459571	0.805141914101619	0.337882403013596	0.422316293656306	0.394774605454726	0.7135743994134	0.369868071455996	0.888307076953601	0.326944357973435	0.793007965383269	0.629464919940682	0.698762620019979	0.837053772262211	0.557929047910146	0.415121771334869	0.461275209628903	0.867031854485475	1	0.923718272296276	0.379491462818396	0.69296412294869	0.874838479500516	0.656046816083204	0.815117844461869	0.756676907441215	0.310436281785609	0.867302775252314	0.891592997444403	0.753756060936923
CD81	0.357611878731466	0.278837232971698	0.153257204877286	0.187413276950967	0.369779061778843	0.155341971997979	-0.207241532696347	0.191571495699299	0.0993508540666677	0.187533393775014	0.294746111033392	0.250251175081973	-0.0528115678051126	0.770555587668692	0.187451087280161	0.4027898425412	0.579347851267027	0.465276972123893	0.598337669109137	0.366392105392502	0.359687563643123	0.703874481658947	0.439446866640508	0.485791861384962	0.362346951271773	0.347041463634325	0.635182675150401	0.027934265176647	0.766437379558907	0.803029598393018	0.355619249515755	0.438706976208574	0.39809844916143	0.755338292202964	0.425233742330413	0.884700226135467	0.413050025107035	0.68333237742715	0.666665887297972	0.793438738108514	0.750292388073576	0.464459893214232	0.354762356971006	0.323958717846353	0.822996826154978	0.923718272296276	1	0.448554419954522	0.731094867657457	0.753276746882442	0.644018290690121	0.887619835908766	0.831600148886488	0.226919459255114	0.751507544989135	0.967587409393744	0.845001674774415
ERAP1	0.587132139675451	0.373065942246859	0.261143669678318	0.343786739786321	0.678693858974013	0.16747724024179	-0.206096000682419	0.351278547070049	0.149221100012984	0.0929571934838503	-0.00196872516273916	0.487098124256376	0.147681494943011	0.494400509975331	0.269044161513532	0.463429033650252	0.679561437475647	0.651256432054787	0.174770253775619	0.4212358595176	0.497726665311585	0.198883025110816	0.491565034407787	0.679571734014695	0.682157950168214	0.284757168112769	0.512409838600896	0.10090681406449	0.480727076256726	0.636567911253405	0.324097532729538	0.719827928136223	0.525922205730631	0.409321035559451	0.580069720538912	0.547966855410965	0.671135881147164	0.292497674114814	0.543008461581249	0.534612807887228	0.435820356181785	0.0893706509693392	0.49263112990871	0.429024696257846	0.528131804970884	0.379491462818396	0.448554419954522	1	0.588203587102753	0.349050034909129	0.553206713807536	0.428342251459194	0.405460933798474	0.36123407186276	0.260436125001457	0.44583024256295	0.444290529094438
SORL1	0.264321035966719	0.126976589358049	0.12765852749761	0.0658863569918076	0.212903596897284	0.0104521111890712	-0.131066059770759	0.0363095456769989	-0.0608267551800956	-0.027665955406146	0.169709674563987	0.0534180346403899	0.0148930476359564	0.609423337126437	0.193012307982898	0.272560368838743	0.541440710337411	0.376095848762938	0.424827315713251	0.29197401091559	0.119888375013838	0.362901144080187	0.463696817329266	0.383879138881306	0.327570982981023	0.329169264467756	0.386707361959682	-0.0495087339509985	0.732285520148852	0.802140089354514	0.141443127303457	0.357467830043595	0.211413686367223	0.879970720169196	0.222344415381968	0.738331618857684	0.255063645438975	0.524816992074678	0.448511943968042	0.846869230853316	0.424699762426659	0.215092441904579	0.304139714870838	0.319876877211698	0.720731151259638	0.69296412294869	0.731094867657457	0.588203587102753	1	0.677725675345448	0.910302489474569	0.682909399050641	0.850591715028048	0.271955248330621	0.439006495589358	0.609269415885876	0.448989546394626
LPP	0.265798369455784	0.238275654594299	0.124920552084867	0.218791033848102	0.191950986039087	0.164866498435413	-0.128255371360304	0.165641159354748	0.0793020665524108	0.145721931501214	0.582751297071203	0.0431107467352332	0.0830544766643254	0.712506061390298	0.183551499326701	0.399682598674539	0.440040852071931	0.385252861717419	0.725970725579992	0.395706263310082	0.24906220376131	0.81509418136546	0.507256458460631	0.355950656481126	0.296169279253683	0.598399585977028	0.6020407059059	0.00480438713565855	0.81765307398773	0.688282337065748	0.294654530017188	0.435603552400194	0.294568418125382	0.575683734792805	0.284657232511808	0.756003900832996	0.212894403702838	0.815312840154021	0.569485838083191	0.534452179143868	0.758830912665774	0.566696930222196	0.382767660515021	0.446027264414022	0.85686966165091	0.874838479500516	0.753276746882442	0.349050034909129	0.677725675345448	1	0.703983901177037	0.704906465097417	0.587204184569068	0.278721756458127	0.807450510225333	0.733078413861441	0.63402548720282
ADCY7	0.332363045148002	0.218895717608012	0.207234417089406	0.162993312010924	0.265605583679691	0.0890935561062025	-0.145813304402629	0.088381929434147	-0.00573135498463986	0.0270832619920668	0.304203511762345	0.135502859959844	0.113938654447137	0.631544302370324	0.246931269205137	0.382284087997877	0.582170589820874	0.438404755104203	0.433290121703443	0.386308852742727	0.152175469613248	0.396619932954229	0.53468387348205	0.424738246182519	0.373018752993591	0.453384681715992	0.429982632445309	0.0256552266904692	0.746043654133322	0.774823135670597	0.159759620513478	0.450897983228152	0.29823759295465	0.791060117236695	0.275458401426936	0.712514885208879	0.289586944026625	0.488241040141779	0.468142340910032	0.743473704791774	0.450406909285532	0.224873492966829	0.401873970579528	0.457442081969419	0.710061292384871	0.656046816083204	0.644018290690121	0.553206713807536	0.910302489474569	0.703983901177037	1	0.63800544205862	0.724972428262888	0.366227763973923	0.450523697530696	0.536261524548118	0.428846423780799
STX4	0.445637611519224	0.351744020372421	0.258599055777485	0.215065259344278	0.384612747995071	0.228843545414717	-0.131270510657461	0.231373807388432	0.111204711820919	0.164235530238775	0.269928773244664	0.313375460273954	0.0319969642210873	0.758311507500353	0.320548497520588	0.365604131437503	0.64968862891955	0.477914181763843	0.556818600459188	0.383906733391881	0.361892579220022	0.642179815378417	0.377144699541961	0.563243358946344	0.412432284660556	0.490826171872794	0.61704275839413	0.0682070315923681	0.695624956705907	0.686403385291279	0.341101702157758	0.439418559635318	0.418038865529752	0.634578034054576	0.507702127410711	0.763836358901831	0.462759337031584	0.526370529330504	0.65430625615193	0.649207259952284	0.711537049047791	0.463531981197173	0.401933300988626	0.278696292921124	0.709970500429671	0.815117844461869	0.887619835908766	0.428342251459194	0.682909399050641	0.704906465097417	0.63800544205862	1	0.689885041910939	0.327635293079804	0.650689871095018	0.857974729458499	0.786378438384357
CD74	0.0802050692303324	-0.00809637411669001	0.0160493526568146	-0.0317944884002538	0.142351957412419	-0.139319780313316	-0.135905294612883	-0.12187377569328	-0.136136606073417	-0.0805246831441377	0.137817675026342	-0.0216352442675356	-0.160981781249965	0.568870358940792	0.0478206097743715	0.187419942607919	0.447082321157181	0.233545130015567	0.400702160147945	0.183310353448721	0.120820672845693	0.364327244577029	0.344778669858093	0.232408967515003	0.135858186835326	0.167123584633317	0.306332414617001	-0.121343240156527	0.662732626138317	0.821962263108386	0.0153144834150184	0.16047493195494	0.0777009745943705	0.977124819922553	0.0889761190517787	0.777667062001875	0.114170996915093	0.522316861749919	0.339633394878881	0.906046810862768	0.384844587387139	0.145138774607346	0.119809862635123	0.136251420975162	0.655281395601287	0.756676907441215	0.831600148886488	0.405460933798474	0.850591715028048	0.587204184569068	0.724972428262888	0.689885041910939	1	0.0434255603225618	0.462113097013507	0.697399332329528	0.462367730802139
PTGER4	0.812014341828162	0.868293264901345	0.794421513590917	0.831716174129554	0.518772319017572	0.794987907139571	0.578453467892481	0.786425625333604	0.637103601895019	0.671718421840063	0.515509634630226	0.565199366298782	0.768881172860736	0.686113505225121	0.85631166224075	0.666958267945869	0.694346922603411	0.758023346420141	0.439700001464297	0.736038531244719	0.445911912349073	0.301955046374527	0.76324205444326	0.702124596912895	0.654600126581259	0.599986044388075	0.648929333004421	0.632638335783052	0.552851304489123	0.293152345433534	0.64396856221362	0.575579137133921	0.699273467272099	0.0910203971958847	0.619283267271956	0.464115827520119	0.637610444476261	0.279703401964886	0.614464347012592	0.138544451759002	0.53587631525815	0.567324553631059	0.880463177076544	0.702919259141523	0.398204227404215	0.310436281785609	0.226919459255114	0.36123407186276	0.271955248330621	0.278721756458127	0.366227763973923	0.327635293079804	0.0434255603225618	1	0.402006690980126	0.241989859898096	0.415354826816501
MCFD2	0.403443936004534	0.448973799728176	0.289518261099826	0.439930440319965	0.300628096908683	0.35541549452079	0.0703893667555781	0.351878334416437	0.280435107845338	0.366409977779681	0.70435761854431	0.223883988674722	0.298933533497686	0.829678563109192	0.396941135737585	0.550973695138845	0.463755787467517	0.527683989690861	0.745610939259687	0.528773124229852	0.400977188872588	0.899848647581003	0.58384158429749	0.425846518226857	0.352342448688338	0.602263340097275	0.741216396338024	0.201018421922239	0.789688007656388	0.607687090183093	0.434890395333259	0.495869360659796	0.486266648393759	0.403405538958741	0.384335428861247	0.780533226319909	0.346753425470686	0.808019855384717	0.698681622917458	0.4166266545797	0.888511520711722	0.687864439963773	0.517035390292692	0.56249409452324	0.794636869048335	0.867302775252314	0.751507544989135	0.260436125001457	0.439006495589358	0.807450510225333	0.450523697530696	0.650689871095018	0.462113097013507	0.402006690980126	1	0.792916414480015	0.725878215601325
CD63	0.427853335833944	0.362062703211873	0.193791142555434	0.258105049656025	0.455738699077054	0.217741171079974	-0.237543152140201	0.288334260376339	0.153344526117313	0.249753155640472	0.313701464846912	0.334802436482785	-0.0298860138453899	0.775970735350186	0.196657831710696	0.466801774246902	0.576295310786636	0.522718264772906	0.593474734183545	0.386309571558846	0.440461871778858	0.763355763715026	0.42530639638042	0.555256958232072	0.440989405860072	0.337462659885313	0.700968816163216	0.0540816675658793	0.719552079034055	0.748727052753323	0.450514582104553	0.508915827038247	0.481519776730913	0.608764156619946	0.510975894293978	0.851102376250212	0.488739057479168	0.693486473347019	0.723568529597016	0.695329751680671	0.812193833627582	0.506039983390778	0.397385405724195	0.359769870717448	0.818718679050176	0.891592997444403	0.967587409393744	0.44583024256295	0.609269415885876	0.733078413861441	0.536261524548118	0.857974729458499	0.697399332329528	0.241989859898096	0.792916414480015	1	0.928140054909742
C1QBP	0.637208417490873	0.579549854535969	0.360423118998734	0.452866568163651	0.609535710043987	0.431622918936102	-0.188176026864314	0.514207243574642	0.34382394496128	0.430123202288532	0.310050954903512	0.521055781259848	0.108326009433677	0.747978537516524	0.299489174025457	0.575527285164228	0.66109490989496	0.665693630558993	0.517321601314635	0.51738455111498	0.570103957854404	0.723595834678666	0.475097865191426	0.724316576923379	0.620013594238631	0.350561857668019	0.798104656068739	0.15808267879677	0.64531598107811	0.608956749057771	0.654628882409359	0.653553771694156	0.661096592011989	0.384963490729714	0.701807581194324	0.769872443156031	0.669652098750686	0.605552258347336	0.823788357770284	0.542199057243842	0.835151734667998	0.574765971849595	0.570315658296271	0.448218947062864	0.748451113323795	0.753756060936923	0.845001674774415	0.444290529094438	0.448989546394626	0.63402548720282	0.428846423780799	0.786378438384357	0.462367730802139	0.415354826816501	0.725878215601325	0.928140054909742	1
