""	CD3D	CD3G	CD69	CD8A	PTPRC	CD44	LAG3	ITGA4	CD8B	CCR5	CD2	IFITM1	ITGAL	CXCR4	CXCR6	CXCR3	S1PR4	CD247	CD27	CD6	PTGER4	CD47	CD4	ITGB2	ITGB1	TNFRSF1B	CD7	SIGIRR	IL2RG	CD46	CD96	TSPAN5	F2R	ADGRE5	SORL1	HLA.DPB1	CD5	TRADD	SPN	C1QBP	EPHA1	TNFRSF1A	KLRB1	TSPAN14	CD81	CD82	CAP1	LAIR1	PILRB	RACK1	CLEC2D	SIRPG	PTPRJ	IGF2R	PTGER2	PDCD1	JMJD6	TNFRSF14	JAML	CD74	ATP5F1B	RPSA	SMAP1	CD9	STX4	PTPRA	CANX	CD63	LRP10	LAMP1	APLP2	NCL	PTPRZ1
CD82	0.442191372560713	0.409546750777578	0.386723816515036	0.0666317247673502	0.27091564141829	0.418633157456439	0.104201332746969	0.388704911245314	0.102316473794526	0.106988198221738	0.47218485463311	0.427182201421877	0.362975382817658	0.353912060994399	0.388075938568656	0.301999577475159	0.443002073913928	0.362067901283431	0.0471331440693253	0.551107594518204	0.462283844869965	0.762549778070855	0.558319496798981	0.435498688431082	0.661970607534131	0.474381745795144	0.501452163449096	0.533733830446065	0.59969410057618	0.656897408347986	0.309897849731626	0.362483423432082	0.298569692942372	0.528608031581794	0.325096082603545	0.238572099765591	0.411522281854229	0.616537637293668	0.547808713180236	0.83995885133042	0.206660971633915	0.523486895181984	0.616113614220597	0.491502101199934	0.823373452734976	1	0.691308962779431	0.548751570147738	0.312245253586574	0.760527924507381	0.582991418981628	0.173257543929805	0.269837637147212	0.475056400157102	0.630546574702786	0.132102324884695	0.63870756796264	0.473077092566985	0.259791444192089	0.240249297309495	0.797056662284818	0.725515042068448	0.859811093053507	0.669797158565685	0.538492152221264	0.709408111348066	0.800029766072264	0.704705554744233	0.694949043283045	0.698863020076712	0.55217235669847	0.856740482848261	0.509057009561215
CAP1	0.859079592833688	0.85523412117964	0.829940502852697	0.445333516638472	0.712620254752631	0.823673258117353	0.480732557002844	0.75373731921042	0.473229843594066	0.414611530343795	0.893805385164859	0.774968683449125	0.731483655398945	0.790984372214786	0.771802133165526	0.621568421780129	0.827262025951032	0.789302169186044	0.406732999953437	0.867363041834972	0.843578515200542	0.900510487630109	0.811587748136363	0.816487867571801	0.892334677261256	0.881571513711822	0.876521040826671	0.89401628572956	0.949607679754736	0.803262102652943	0.732493256461938	0.540929194102575	0.533153825369509	0.892536536381872	0.60844676002678	0.608537060718987	0.761980387336427	0.892457377373919	0.862165036994805	0.567324085685359	0.575201182631722	0.508702279223365	0.892810584912863	0.791392075695104	0.599210522826588	0.691308962779431	1	0.78287295453675	0.416134759129526	0.90180570713987	0.917157206208887	0.496874218448222	0.42927658065696	0.741580846986573	0.896270425778746	0.473180485294872	0.842475300523652	0.862897565612706	0.698250027492878	0.514050859321887	0.623243481982604	0.899670011968637	0.827229492541436	0.17412477266004	0.570248322129107	0.297635074805758	0.328495053194679	0.217312321772273	0.873614087525773	0.699175965147238	0.183571895589376	0.724827196116815	-0.120603874783876
LAIR1	0.546517310008823	0.557488748939276	0.547367837236817	0.0541118983703536	0.323983382431218	0.588371211105771	0.133757011994381	0.424597972021281	0.0790052544943362	0.0827602400975992	0.656389008884826	0.677711358904551	0.370942636748338	0.565695065011142	0.457379725024843	0.329889183398137	0.734346067664484	0.489910605368582	-0.0382728677842554	0.771830854505635	0.599212035887302	0.754409620663591	0.891704093385795	0.842850617087649	0.649179746604473	0.736548777492447	0.789779155389579	0.740220554304146	0.781114024623981	0.668106689565546	0.366795918141269	0.18593986390162	0.151179002301706	0.625499526866168	0.682920766083703	0.529828360002696	0.65508750029057	0.850011449429442	0.692026145671494	0.389178675121641	0.330771875930164	0.455827045236146	0.880292954807136	0.582861680030684	0.393608421104175	0.548751570147738	0.78287295453675	1	0.117400806447377	0.77694185753593	0.818663004954761	0.240463285289383	0.25360750173239	0.522450345583821	0.816957797983122	0.29553835972071	0.699006688581762	0.676373883496921	0.339047003823881	0.65776741597751	0.582249291440406	0.817604999299631	0.621336008470372	0.18530413684072	0.475789244230667	0.0677050982034661	0.335690556659785	0.200883331164293	0.824328350822154	0.489921669608967	0.369804457342187	0.532836233335675	-0.0405154774444644
PILRB	0.562860763490288	0.489680416800745	0.589643884784914	0.404455056211814	0.45101380138067	0.619138088900713	0.617600894907379	0.35613730933567	0.378173811845177	0.44809148639019	0.440430130388201	0.338656346054453	0.477074179055615	0.549238853892155	0.362279965493806	0.610414097083748	0.35687956234343	0.516465186002221	0.5508116215604	0.415162645891876	0.287721928451911	0.513588890171564	0.116084849257923	0.345815046284411	0.521303402348925	0.314489132277451	0.165484910806171	0.471180908615102	0.394269325527391	0.269083501301969	0.552844889335805	0.586459441169528	0.388938043333096	0.388386724467474	0.235166769653564	0.419069503490817	0.385835789282387	0.376712381320498	0.544877707950556	0.179027163228641	0.595008751767415	0.394941739780897	0.190806802684723	0.397929046746578	0.364831967849952	0.312245253586574	0.416134759129526	0.117400806447377	1	0.44717073743902	0.467388267820912	0.134504644313454	0.177992398062755	0.342102862437232	0.206361675129049	0.454750091197678	0.418339436258542	0.44847374411888	0.459995486173077	0.234850437031159	0.318743475810842	0.435378616660028	0.437638939159221	-0.00785743609813423	0.242404186462303	0.297269430977787	0.1085006367663	-0.0178813692576222	0.27276233137343	0.29365968267652	-0.0281329271233274	0.281686541031856	-0.0778590902139274
RACK1	0.732216421763264	0.707104211681172	0.759806866467662	0.329838607740759	0.476265501853526	0.797461383286959	0.389481792211027	0.492745746744097	0.312382203022189	0.242441597142818	0.76343281666181	0.735905951575236	0.520233997571759	0.772027038409104	0.570878536212974	0.592105348606882	0.813735336380003	0.694729045019971	0.322794280231355	0.830553526399028	0.626104684626636	0.934069997577189	0.772579716627453	0.809944742951093	0.796215826665549	0.702649344052284	0.774727259545447	0.853756383490984	0.851460706115875	0.686040818379655	0.560960648405188	0.510045209840949	0.419706919235116	0.766569071219918	0.519666389929244	0.640190453625225	0.778280218894922	0.868509354893361	0.809497549589142	0.675547714904167	0.608356069044307	0.64460755979063	0.843634479336395	0.606879790761635	0.710516244882242	0.760527924507381	0.90180570713987	0.77694185753593	0.44717073743902	1	0.875484332297436	0.415050510621069	0.24581988536224	0.512519175517719	0.820435481252592	0.487144662655784	0.799638460816214	0.78793917689987	0.534764206415795	0.619265435803821	0.825227379089989	0.982301068029987	0.838021553264621	0.284312527713845	0.528672744093934	0.318378744584292	0.450649558018803	0.344598883296633	0.855040800825813	0.565955762801124	0.290195170557306	0.714469241776501	-0.00109330517010341
CLEC2D	0.865544937686193	0.864139544225219	0.856415775331768	0.456766015032009	0.624300335223775	0.872530042137043	0.529402720808716	0.641945946271073	0.457706272798018	0.412865897293264	0.921611012941846	0.813690614128774	0.678152168908804	0.859166095879543	0.704338614644336	0.644329906202042	0.89535991802539	0.838273210511012	0.41568550156177	0.941964294710137	0.768571798516496	0.887305742426691	0.819822831313297	0.869354531616346	0.807569976114166	0.877625348124886	0.845055001710667	0.903655315028561	0.911560049921319	0.760867495335211	0.697702282528802	0.582262311252352	0.509219329042249	0.869216564215909	0.564530807795629	0.579327045052996	0.787360672106029	0.920924542211965	0.920597570991522	0.389886278082576	0.686925055675907	0.450169906536186	0.868403082368472	0.734755098307233	0.451971178069764	0.582991418981628	0.917157206208887	0.818663004954761	0.467388267820912	0.875484332297436	1	0.511110379332724	0.382970681361971	0.621853869291745	0.839019636420428	0.599727841651049	0.844328681992995	0.878894249011171	0.621395834646406	0.541033599319494	0.580701117177993	0.902178588250721	0.700118736398224	0.0179209710859685	0.518905622265087	0.100701734036997	0.193819234724202	0.0351995276908305	0.86659493815913	0.500667726779234	0.0815026149378588	0.568628977678158	-0.233092878202672
SIRPG	0.646326185855282	0.657122095512645	0.646277950968661	0.854061857727163	0.554013222564926	0.594213007437826	0.561365751451805	0.480708004209138	0.794871848862916	0.384887049097617	0.619364223800665	0.560441025893138	0.663091554427282	0.726549190379701	0.643837571074756	0.510736604702569	0.676697666966864	0.701856612439359	0.741202300303593	0.464935249364897	0.56808465616921	0.401626679440113	0.288703344322387	0.493138898391446	0.442790913732009	0.495047946255812	0.583161891398764	0.52931023990895	0.45551690085925	0.563985080047164	0.547203546110999	0.513833634635294	0.736590196413317	0.737285799278761	0.19504127387962	0.433989592716379	0.565271620570853	0.342921397084818	0.466840474056835	0.166751487894698	0.467494576154511	0.297996657692884	0.349088905660732	0.529623674805323	0.245543806139808	0.173257543929805	0.496874218448222	0.240463285289383	0.134504644313454	0.415050510621069	0.511110379332724	1	0.553748357225613	0.194917860661969	0.451355560944501	0.601757010977759	0.445363289191372	0.604237482265485	0.657698788376665	0.268672826984108	0.174070723557085	0.399868007237732	0.194667647242206	-0.202645987443354	0.48439327660435	-0.116281498744502	-0.0982884026205056	-0.188931968993851	0.500945582427277	0.191814826541622	-0.177237161851048	0.106067456051571	-0.365938762510435
PTPRJ	0.531062139335519	0.547109615881383	0.403442479244831	0.524860801442675	0.600009879423184	0.306982866802571	0.472073272595603	0.631785362795721	0.630316143255974	0.573192581670455	0.517960525629065	0.279719160909053	0.67205858281337	0.40142819064497	0.631369985885766	0.319583960855396	0.383632145909293	0.449799538155692	0.398149313699731	0.355668417204452	0.58565365819178	0.382498499756506	0.281137560837529	0.336553650434055	0.425355993948946	0.495202710879681	0.481600938396053	0.318484846333096	0.412819494533746	0.651325506970691	0.513209946232979	0.344692501982342	0.554244870590507	0.574085848436975	0.408970433922351	0.218524984438533	0.282542534495552	0.300109303168381	0.330776958880062	0.221967446511226	0.183364161027914	0.21282547834472	0.296623492336219	0.586689561878698	0.208947653037181	0.269837637147212	0.42927658065696	0.25360750173239	0.177992398062755	0.24581988536224	0.382970681361971	0.553748357225613	1	0.377923162829885	0.365321693626261	0.197337031405528	0.439023453600121	0.446794550898884	0.514659379513973	0.0607348306698269	0.0618755926290422	0.233909840687363	0.296658083973008	0.0564491604682529	0.324470645230462	0.178333268906777	0.127413443325815	-0.00786582350229725	0.472040126207125	0.404081742597145	0.061231231791735	0.303881451878012	-0.0941838994997792
IGF2R	0.665415849694332	0.721821220618459	0.575474463696396	0.322012584693868	0.722456917036663	0.48856593223781	0.334733577277694	0.83998115541675	0.423091401780271	0.504132989912985	0.702841758341046	0.3913640006311	0.677489000530644	0.428969996670034	0.693588770868047	0.358074051017393	0.461734216422967	0.536093239302092	0.226686856118014	0.625297488012488	0.849015915410826	0.613224770021999	0.561989965057465	0.572571783279237	0.768774141931892	0.80527429277857	0.652276105371905	0.554973988720712	0.726846624304615	0.710776509411325	0.656455910135107	0.470962107539902	0.313699922754595	0.665836827927433	0.623902666316213	0.26938283196463	0.32928887387774	0.585314977313506	0.606420947611929	0.350180391273608	0.294304576621503	0.117972263431043	0.655777495627939	0.771264257157482	0.348398922455925	0.475056400157102	0.741580846986573	0.522450345583821	0.342102862437232	0.512519175517719	0.621853869291745	0.194917860661969	0.377923162829885	1	0.663303578614616	0.163623540592069	0.698264108676516	0.630927250221622	0.597829610591823	0.151090251820072	0.218971484193672	0.483976017306784	0.701432731347169	0.172960721963114	0.513238632814973	0.388623566054238	0.293326909959549	0.155787559094223	0.594922835361407	0.736460644254166	0.176266881352952	0.64391247235377	-0.0363222464693236
PTGER2	0.721614887994083	0.714654303882802	0.69888251234209	0.291452206907025	0.552257018914711	0.675097909614618	0.235177086087223	0.686430691551923	0.294217698891681	0.216405813223963	0.778035533306649	0.705426082185888	0.651086248982242	0.638072877358954	0.695931749226993	0.439215728870058	0.788648438804547	0.591037010180855	0.190711825560066	0.805790529969107	0.810720643201525	0.807311149300881	0.898096296886356	0.786483267681736	0.822212181850006	0.805855699534281	0.909980178176561	0.828729283234967	0.939013396640734	0.79195053636296	0.558515684229666	0.251680456948879	0.304684569411355	0.839012257836885	0.622118352130059	0.519545526706845	0.732208137136214	0.902770761554271	0.773386204843031	0.467285273314876	0.377390183527796	0.347571194338183	0.970672902074884	0.775912301947064	0.452333280038308	0.630546574702786	0.896270425778746	0.816957797983122	0.206361675129049	0.820435481252592	0.839019636420428	0.451355560944501	0.365321693626261	0.663303578614616	1	0.26879702344005	0.714662037898697	0.787667581905618	0.536341349838999	0.502420586075855	0.517261151188444	0.835022471202783	0.763825216670156	0.138372161173972	0.459395209350285	0.167854756667148	0.306806156847276	0.19400608917438	0.81687906334502	0.70128152911574	0.191416409758978	0.621586778009179	-0.116212893962426
PDCD1	0.660063937025046	0.625322091680257	0.682145291826905	0.724678236520826	0.405790628749418	0.79032192860145	0.644357830294158	0.265533381818204	0.560685411491785	0.312479605794117	0.626868574448631	0.632903513795183	0.434333278293516	0.818647814916431	0.45406285447542	0.678849544803419	0.594990345141229	0.78307153004003	0.745121100745798	0.619013307223393	0.357619805368939	0.46365558315914	0.274168222169435	0.50062298773072	0.336779146775368	0.46562852058224	0.383400186909646	0.601938063590999	0.439848922368564	0.317271542482791	0.589651493577137	0.612129312245885	0.617072909332298	0.605655743883728	0.0262949145168023	0.456850626569126	0.575319588439582	0.432122725261414	0.575842914274383	0.0709948642726046	0.67507507666401	0.277490818220603	0.267344213330149	0.311127409639527	0.180711161642696	0.132102324884695	0.473180485294872	0.29553835972071	0.454750091197678	0.487144662655784	0.599727841651049	0.601757010977759	0.197337031405528	0.163623540592069	0.26879702344005	1	0.409118718904071	0.488345029042673	0.460615564484522	0.310918349234897	0.269883170625853	0.52425491412135	0.12904620050056	-0.323177131061933	0.382119504380226	-0.172692185069326	-0.187857002596927	-0.322278207767145	0.421772810780627	-0.00785006785244381	-0.32294568102551	0.0501538424978892	-0.420334420838676
JMJD6	0.749218020985142	0.825426656486228	0.729462399364553	0.423181213070808	0.596405238954104	0.671429313304038	0.432048274338298	0.636364316977138	0.497611424303241	0.455242496415565	0.813139386689678	0.587518426229333	0.675722890745473	0.714128008219099	0.624290197080741	0.468501146931193	0.739600532489434	0.745724065988352	0.368394103880671	0.809851759383249	0.754547771988956	0.789578482613257	0.68739040536007	0.799400922325609	0.75020292624623	0.801719148704166	0.714623021860626	0.690266345411899	0.771597167151622	0.795229029391828	0.574572836047276	0.672635179125054	0.476333090627097	0.788781574189325	0.580042608729547	0.466012341859191	0.578151452486781	0.716475913919389	0.792182248596261	0.519255709648226	0.581010048368851	0.418827292277244	0.74870323955501	0.669041847360215	0.516704300648063	0.63870756796264	0.842475300523652	0.699006688581762	0.418339436258542	0.799638460816214	0.844328681992995	0.445363289191372	0.439023453600121	0.698264108676516	0.714662037898697	0.409118718904071	1	0.804231200693116	0.606816799898434	0.438567694496452	0.57301203659754	0.772799907745044	0.783979740529324	0.211546777450013	0.656156115135659	0.278501876436572	0.368985449196996	0.214782836310887	0.848741795345953	0.505456979703808	0.275044759831132	0.653616500833382	-0.0493788981034075
TNFRSF14	0.878548422521597	0.88524469670312	0.913918373445478	0.562296871613842	0.75470015322165	0.81092001450219	0.616219620193813	0.735934477952867	0.639699601850876	0.552051352578227	0.879975266577677	0.725362376752968	0.746063486059065	0.843292856242914	0.766958357641716	0.702488623646761	0.879653265429794	0.820692155785728	0.50137177198604	0.801448795321769	0.820239273781628	0.794905038516222	0.654572840689056	0.855358238280851	0.808523608621642	0.833746117250729	0.849071591846968	0.863922331565504	0.866797299409604	0.731815863930911	0.751191972597344	0.592386916078225	0.494023709424123	0.842803854733481	0.652050469647734	0.631431279409752	0.751145641707824	0.820801692557136	0.821417217124394	0.317793626181537	0.697819034546445	0.463645137225229	0.794587636072275	0.789403528384646	0.405500867456468	0.473077092566985	0.862897565612706	0.676373883496921	0.44847374411888	0.78793917689987	0.878894249011171	0.604237482265485	0.446794550898884	0.630927250221622	0.787667581905618	0.488345029042673	0.804231200693116	1	0.80920997025405	0.548153515322235	0.454521301324172	0.782056408012544	0.673955467017374	-0.0811110376828272	0.470998930531401	0.051214286842779	0.0811746944384054	-0.0371626986184942	0.817987027135796	0.484845356523936	0.0325079743754348	0.481057665292275	-0.303540356185271
JAML	0.853931648402965	0.826371716071948	0.807381940758874	0.735916809054858	0.908185052702695	0.750874641868144	0.766385498609317	0.77279350323035	0.798211661149844	0.763368537974173	0.772432876674908	0.545699553128122	0.778837798229664	0.768405538065448	0.745869224735121	0.746110360613705	0.661203444657654	0.792396929022156	0.728951001619675	0.560849107250103	0.774375844419838	0.558595216404194	0.325583377470021	0.626103529664543	0.708002136524445	0.713266302733635	0.614490578162259	0.728719103264769	0.672071823652747	0.552200711594603	0.855061494898316	0.648360372798127	0.685231790453238	0.738948553514492	0.5637715334538	0.637394076920511	0.628250930405054	0.536767018235653	0.678550427495924	0.19976197034252	0.638840591456971	0.353418861309826	0.477563330297498	0.754774809992329	0.342954654392037	0.259791444192089	0.698250027492878	0.339047003823881	0.459995486173077	0.534764206415795	0.621395834646406	0.657698788376665	0.514659379513973	0.597829610591823	0.536341349838999	0.460615564484522	0.606816799898434	0.80920997025405	1	0.394482805330453	0.195336378284869	0.508102070534597	0.510277464703455	-0.198402029638354	0.473964928331568	0.0749129265831713	-0.0982000992467809	-0.173050084763623	0.562042873968196	0.412521369245576	-0.104828158996511	0.340142610684221	-0.407428655935848
CD74	0.373656890111934	0.331393628774902	0.467648925057653	0.115718280796797	0.20724730806841	0.554314437626819	0.191596021048329	0.109646259379724	0.0726388821030906	0.0484657599100988	0.354267633457727	0.475215389955707	0.237266837100752	0.566659747654248	0.156275871445841	0.318960466290213	0.600061317196225	0.342872808080105	0.157350396839789	0.416878645810643	0.247710878992088	0.508421364337936	0.560559997193967	0.783300789928307	0.481012976793784	0.381703667543976	0.450202764114085	0.585404433805469	0.470262504641703	0.30456596446063	0.200885116586733	0.070385039373687	0.164733652315183	0.378204027062641	0.61015073170475	0.903936515536531	0.655331804198064	0.559555899232996	0.46870311810327	0.183494514926928	0.456149644708084	0.594883573447228	0.525672076185966	0.313759133695188	0.395208224205201	0.240249297309495	0.514050859321887	0.65776741597751	0.234850437031159	0.619265435803821	0.541033599319494	0.268672826984108	0.0607348306698269	0.151090251820072	0.502420586075855	0.310918349234897	0.438567694496452	0.548153515322235	0.394482805330453	1	0.489560055260667	0.629708544761606	0.372206434068123	0.000958571459195669	0.323428192515749	-0.103877185415799	0.110760756891625	0.0476857837008475	0.487439005837832	0.208668147504712	0.34227717446605	0.181611122242143	-0.181448529527249
ATP5F1B	0.359269087309517	0.305417365160065	0.407446008267651	0.038222059153127	0.126749246092007	0.468829270972874	0.104840886539338	0.151477957464568	0.0287210714453655	-0.0170184358043757	0.380412398878175	0.542891268610982	0.20454084598412	0.444068456662786	0.226785880478416	0.312835063196127	0.549527218264494	0.347751612527318	0.0357246874246033	0.492010339996376	0.261630502350548	0.746295890531642	0.493148984340456	0.498196591954907	0.569937082574071	0.374710557489425	0.474765897475221	0.550063839891831	0.486320899307343	0.479160886640824	0.208685661586324	0.346843638241553	0.288607960020126	0.419819213129308	0.277832752507738	0.425280372990698	0.525706892700523	0.576133762162662	0.475736875205073	0.851850388525431	0.292608687301127	0.741608224266917	0.537456508901065	0.332884953681923	0.870231332361073	0.797056662284818	0.623243481982604	0.582249291440406	0.318743475810842	0.825227379089989	0.580701117177993	0.174070723557085	0.0618755926290422	0.218971484193672	0.517261151188444	0.269883170625853	0.57301203659754	0.454521301324172	0.195336378284869	0.489560055260667	1	0.805538256342045	0.733957449212219	0.639460790073779	0.433889305522189	0.533999025614367	0.66694789626751	0.703239485018244	0.660364721271909	0.491868971484665	0.573671770416183	0.757338584331853	0.367213194113157
RPSA	0.739267069767407	0.706483492533245	0.770974167522165	0.313118325646939	0.450104449025014	0.825023054738977	0.392103808361012	0.474486736586111	0.27560478017953	0.209404791085724	0.775189352499668	0.786404784401557	0.515171498972657	0.787444321611585	0.565155363491874	0.615803715064907	0.824686499033282	0.705455484040502	0.304623440376084	0.866891279202866	0.615202958727952	0.925959903097861	0.810424096164329	0.816877745220177	0.769389249921139	0.719053932738722	0.787619726154187	0.881791744876003	0.870668737085733	0.6683810367674	0.567549319326902	0.468560374039185	0.402522850445967	0.775960884682431	0.489607966837436	0.634354098410984	0.798634026423872	0.916441927988957	0.837461635764228	0.614813624606384	0.60069395615694	0.610669172488601	0.862553736600399	0.607565064355498	0.650272850220108	0.725515042068448	0.899670011968637	0.817604999299631	0.435378616660028	0.982301068029987	0.902178588250721	0.399868007237732	0.233909840687363	0.483976017306784	0.835022471202783	0.52425491412135	0.772799907745044	0.782056408012544	0.508102070534597	0.629708544761606	0.805538256342045	1	0.784434210608809	0.220077883408091	0.496700687616881	0.243173244418908	0.381046224699227	0.283539728222364	0.864340840602546	0.538744603550532	0.23489565907628	0.667479951160244	-0.0530412902209427
SMAP1	0.631999226859149	0.602571030493269	0.577244302117465	0.164343365691159	0.545021703018792	0.557057561395714	0.250821065130196	0.628461910250833	0.251231810906357	0.360744330563884	0.638757945733435	0.520187339314613	0.569042605938644	0.493505553912761	0.55254696870627	0.415581362831057	0.610819070368618	0.490146436341212	0.156345696107499	0.639575406518505	0.678476975483345	0.820616533906111	0.631905616416181	0.615425851198608	0.851512308965435	0.667635498609986	0.656734199606922	0.687430888363678	0.763848421415906	0.727408954030416	0.514641470901941	0.450360171308094	0.345255284182871	0.647414941770922	0.585160334745596	0.42741322304494	0.567598162135462	0.718923634776802	0.681298801284873	0.757530702811641	0.350504806186001	0.513207599765336	0.75285549530853	0.6916616883374	0.767112400859248	0.859811093053507	0.827229492541436	0.621336008470372	0.437638939159221	0.838021553264621	0.700118736398224	0.194667647242206	0.296658083973008	0.701432731347169	0.763825216670156	0.12904620050056	0.783979740529324	0.673955467017374	0.510277464703455	0.372206434068123	0.733957449212219	0.784434210608809	1	0.506608604664866	0.531049214372283	0.610524726786559	0.637892570750006	0.548780679654119	0.751762567180929	0.761374876748134	0.469137318900142	0.870952477364884	0.246320574343088
CD9	-0.167924534960709	-0.1729018243819	-0.199216117567203	-0.331785385146606	-0.163347659333686	-0.195495854397169	-0.351126587205818	-0.0123662138101648	-0.267608566145837	-0.224955698571952	-0.127460396743375	-0.0462066214100217	-0.0787579224260205	-0.23115051615225	-0.0801165044341258	-0.2574252790289	-0.069105998854977	-0.228555967720627	-0.393022135695817	-0.0433714621744229	0.00353143375140195	0.317961256210414	0.129957096597028	-0.0271630422592533	0.243699991379944	-0.00377332386005292	0.0415377867945375	-0.0640505125730695	0.0125341145941226	0.27171369048722	-0.216397338773336	-0.00417581912291493	-0.0412125690686196	-0.032868215065213	0.136493001304042	-0.100531056885899	-0.117008312612797	0.0454532863121093	-0.0578882725024461	0.783019794354332	-0.316997409351252	0.400235622076326	0.124203236764261	0.0983099383883761	0.70994859985177	0.669797158565685	0.17412477266004	0.18530413684072	-0.00785743609813423	0.284312527713845	0.0179209710859685	-0.202645987443354	0.0564491604682529	0.172960721963114	0.138372161173972	-0.323177131061933	0.211546777450013	-0.0811110376828272	-0.198402029638354	0.000958571459195669	0.639460790073779	0.220077883408091	0.506608604664866	1	0.312442666540893	0.76382126701508	0.847059177081639	0.948911431121819	0.240738386847971	0.533621148002266	0.800372659331446	0.693903784817092	0.730840764619008
STX4	0.494858716904009	0.523638210742237	0.465311143930081	0.452835548531906	0.426329451020132	0.484801419426059	0.288908036156236	0.413039658708173	0.412744825510874	0.222659403633887	0.51277647681801	0.433638902650773	0.485063524901968	0.51511875295163	0.440264396299564	0.333341589308729	0.474985804847693	0.528753589474793	0.388872418673307	0.481235406590485	0.554290224604638	0.553873645815567	0.402040356173792	0.555763408472828	0.599895914356985	0.541710470315574	0.45378575839153	0.475791369816639	0.468649781546152	0.652370165191688	0.405827048591436	0.508215587508008	0.534192801489998	0.598131416562273	0.434146999865423	0.368650998095698	0.408217704622042	0.387732966416203	0.498102967132252	0.486886444015491	0.291236506253405	0.436716623853146	0.414955298914902	0.526153256493616	0.567515110958876	0.538492152221264	0.570248322129107	0.475789244230667	0.242404186462303	0.528672744093934	0.518905622265087	0.48439327660435	0.324470645230462	0.513238632814973	0.459395209350285	0.382119504380226	0.656156115135659	0.470998930531401	0.473964928331568	0.323428192515749	0.433889305522189	0.496700687616881	0.531049214372283	0.312442666540893	1	0.372562524065787	0.395785727694443	0.29287517766131	0.564773598659415	0.521443459969377	0.424731851429311	0.488394774855086	0.147055356382582
PTPRA	0.096874840223736	0.0666285621679629	0.0172400713598252	-0.0607502651473734	0.193325421213525	0.0157320459796976	-0.00136720638650719	0.274011237308232	-0.0074735504896127	0.119513467378171	0.0751558319370182	-0.0275326774827251	0.164655613177708	-0.0619738372950975	0.143335359978776	0.0291439785266702	-0.0391163692069943	-0.00972639830605418	-0.0682863758068699	0.0581607198488068	0.208757832758344	0.41571832351878	0.05966212269589	-0.0438538592124626	0.452116832863394	0.143016733274509	0.0946111639779674	0.0708872192314103	0.158263758503341	0.410671221456737	0.14658078332797	0.25920175111478	0.230957152384735	0.133782980483482	0.174675925599147	-0.0117732973540999	-0.0556609330762931	0.106692840697834	0.0748695164098407	0.765813022186782	-0.0792239146415181	0.426175812268307	0.116065713585114	0.286592658192536	0.760445492516745	0.709408111348066	0.297635074805758	0.0677050982034661	0.297269430977787	0.318378744584292	0.100701734036997	-0.116281498744502	0.178333268906777	0.388623566054238	0.167854756667148	-0.172692185069326	0.278501876436572	0.051214286842779	0.0749129265831713	-0.103877185415799	0.533999025614367	0.243173244418908	0.610524726786559	0.76382126701508	0.372562524065787	1	0.811007832652034	0.799269766646607	0.210132330689827	0.68515532006235	0.628442965421833	0.783812119806453	0.745487839665681
CANX	-0.00649057770587131	0.00265457424037668	-0.0308413190548552	-0.211626798274237	-0.0725646418029686	-0.0131807097415386	-0.245573692548689	0.104848839379337	-0.172763958868218	-0.183909693728148	0.057666646036917	0.071611358754328	0.0291641941735003	-0.0538882385247655	0.0507389514352723	-0.121904650622014	0.0850866576878287	-0.0560972482585336	-0.285746004639302	0.165535961482439	0.15305738394554	0.465831798754565	0.303896814682848	0.165100392342373	0.366633669984019	0.157784403082409	0.200545163334892	0.091189689107071	0.192399107570361	0.46861598197987	-0.0817256744913281	0.130130726038589	0.0257765302728151	0.147991286505976	0.251980528439312	0.0184439971789385	0.0205107649836934	0.220007456542968	0.121818456691454	0.776228548750401	-0.163180680976745	0.461787427680564	0.300380333763031	0.211885295085695	0.741027336226287	0.800029766072264	0.328495053194679	0.335690556659785	0.1085006367663	0.450649558018803	0.193819234724202	-0.0982884026205056	0.127413443325815	0.293326909959549	0.306806156847276	-0.187857002596927	0.368985449196996	0.0811746944384054	-0.0982000992467809	0.110760756891625	0.66694789626751	0.381046224699227	0.637892570750006	0.847059177081639	0.395785727694443	0.811007832652034	1	0.863711435368716	0.405940746095621	0.602060269238885	0.78937933458256	0.749830214407633	0.813357755388367
