""	CD68	TREM2	CD33	CD93	CD4	CCR1	ITGB2	CCR5	TLR1	FPR1	LILRB1	HAVCR2	LAIR1	TLR4	CD81	HLA.DPB1	LRP1	TNFRSF1B	ITGA4	C3AR1	CD44	SORL1	ITGAM	C5AR1	CD163	PLXDC2	NRP1	TFRC	ABCA1	PTPRC	TNFRSF1A	SIGIRR	TMIGD3	PTGER4	C1QBP	ITGAX	ITGB1	ADORA3	GPNMB	C5AR2	PLAUR	ADRB2	CD69	ADCY7	STAB1	ITGAL	RHBDF2	CD74	ENG	SORT1	PTPRJ	ADGRE2	TLR2	CXCR4	SDC3	CD46	AXL	MERTK	EDNRB	TNFRSF14	KCNQ3	VSIR	UNC5B	SLC1A5	ITGB5	PLXNB2	TSPAN14	CD82	ITGAV	CD63	CANX	TREM1	APLP2	SIGLEC10	IL6R	PILRA	THBD	NCSTN	SIRPA	RACK1	JMJD6	CD9	CD47	TRADD	STX4	NRP2	LPP	ATP5F1B	NOTCH1	RXRA	CADM1	S1PR4	ADGRE5	SMAP1	LRP10	TNFRSF12A	MCFD2	LAMP1	PTPRA	RAMP1	RPSA	CD2	CLEC2D	NCL	PTPRZ1
CD68	1	0.901227898506026	0.90044153904271	0.880158130166843	0.909870840267616	0.934995091740013	0.927458137986529	0.859642304766491	0.919214382510576	0.92422341152345	0.934868568114226	0.925886297953635	0.901135549812207	0.688865013649703	0.877730035993955	0.848034250333837	0.560063092511156	0.925899698217617	0.675122161190254	0.951453227294118	-0.370294842962054	0.901160614400201	0.839409146380469	0.687723495376851	0.948131052121837	0.904033818792943	0.899273751450255	0.909482085218344	0.0246892891919501	0.734425549542641	0.807564801923022	0.812307844403838	0.935870939247517	0.900825568775661	0.0993710180842577	0.936980906894664	0.628408410519287	0.916578646703491	0.754996215260803	0.907570901773584	0.950298242373628	0.719164496732219	0.82127015304177	0.686856419121237	0.812952083148868	0.867753744824801	0.912343301983327	0.886319359494025	0.896025614240287	-0.115242459489889	0.893242606479242	0.931002138157117	0.716817792523743	0.587670627131925	-0.0658129484190248	0.445700940990233	0.908263751451521	0.962234510975457	0.84241667563746	0.558053809040679	0.948401653008141	0.941754873360017	0.858234598705358	0.885246023570758	0.716211122975593	0.867332538553315	0.919154480179169	-0.442957346368965	0.57380065726564	0.649656189227524	0.354032185156095	0.743486770280346	0.697863096925161	0.920190812939131	0.937690723623807	0.636202861669563	0.696251121229548	0.584331742285471	0.934901337166505	0.323611111997137	0.760808371955886	-0.21094845497933	-0.284310838205802	0.879401757664484	0.662792618083038	0.609897846765212	0.0272016675746834	0.405110986907842	0.265064016076191	-0.188810159862101	0.328033713412442	0.275805649464084	0.539056867291729	0.397586886359291	0.760413950968696	0.0124074697188334	0.212749204374313	0.837833691169917	0.137520036028973	-0.24400212926861	0.615228099797423	-0.191714986450729	0.707527451711793	0.386076335675666	-0.236844225227663
TREM2	0.901227898506026	1	0.958023657716748	0.980051752662137	0.961166888870944	0.966016661026637	0.987546357121653	0.82489913449803	0.980985198779929	0.979349998728486	0.95286829214444	0.993656638910491	0.97104912564394	0.393047592042391	0.89814795970668	0.922570396975606	0.47451337553957	0.782539409053554	0.799391753329507	0.961062650304433	-0.473417692517333	0.91900526247097	0.889800271622887	0.512758300642456	0.953613237499896	0.877764187461732	0.985733182010227	0.926991348107002	-0.259617080875554	0.798145473664812	0.885147556341739	0.637094299229418	0.952185134643183	0.946453712210391	0.0430003112248156	0.9368870089789	0.59829155616157	0.984920543067239	0.490746493013192	0.729223423302584	0.946844232845121	0.822864339045061	0.947532800847754	0.643443629300729	0.894402724667524	0.956518035558519	0.960778704333605	0.966054822519494	0.967829319356337	-0.260696054589436	0.902331845429713	0.90043917122999	0.620526072519596	0.621602420747673	-0.110281848734462	0.279599692911567	0.978215511999725	0.911814894750018	0.82968018958391	0.348600918945122	0.861852405082957	0.955097387071888	0.92490731039778	0.785399080282493	0.733326080682661	0.85621460450305	0.933266885418246	-0.65833657094106	0.652535729695836	0.61267352926407	0.269017651239431	0.525842754257674	0.579394607729213	0.963128941609451	0.797172186943033	0.336429753249029	0.435801243884227	0.588575418510894	0.976731087701289	0.282649204074576	0.669056311318633	-0.291541403457289	-0.256510375237348	0.889036813068135	0.527354512131379	0.332125928572956	-0.0227035615988894	0.407744047514941	0.297264806762921	-0.325247355387472	0.306304239836067	0.417148508448048	0.578593188556343	0.395114523853759	0.670675355658506	0.0378949673835964	0.137278422630931	0.748177327734638	0.0999272945437162	-0.212535516604421	0.588637261881872	-0.0462414923660515	0.766219982354016	0.38181385978104	-0.24877931964308
CD33	0.90044153904271	0.958023657716748	1	0.945191080555965	0.963174087382388	0.964133791688024	0.954831938628267	0.832405418590221	0.973752132022923	0.96547069664072	0.911516515492694	0.952366953581699	0.97319321085728	0.422457151003742	0.910888709918149	0.914543350751317	0.504932541782071	0.753860701377628	0.784865040520708	0.918819155556523	-0.448085435605796	0.880199146878157	0.86661300349072	0.486203811920147	0.928178889400072	0.865671556401771	0.971592278129694	0.893927118227195	-0.252490993793111	0.739224081762648	0.890293690858527	0.624500287509874	0.962967444490599	0.929731154929101	0.119368225643158	0.899844679654115	0.60564926921998	0.947928976955899	0.479561798150997	0.739176510457714	0.959047826518745	0.795392157344801	0.870834541516321	0.713310536209513	0.898599831878023	0.884966207961679	0.91112719701227	0.960997045568153	0.907865807343091	-0.200956849486845	0.892347928484002	0.905204218736751	0.547095687263753	0.540732033619153	-0.0739459199049886	0.260302053997234	0.965498333044667	0.87200642062929	0.84259692381363	0.368419067348845	0.882861326600913	0.96824465344865	0.817871738263663	0.725629414908145	0.764011393700093	0.828304799377789	0.920797609036173	-0.583355287166335	0.664636745546526	0.6237728667578	0.282860538861288	0.501491763248997	0.578654947634865	0.939371792137902	0.768317056586051	0.438290192753389	0.57701316786298	0.498248458511058	0.945191445002783	0.333607498935524	0.607304241613233	-0.271764330384744	-0.212146136758501	0.925721264474155	0.521606414851459	0.323521051909377	-0.0129080588984009	0.444228518618356	0.343956433929331	-0.320403561526015	0.34473266786707	0.394072977701362	0.563415109207288	0.436080217122066	0.590655985254332	0.0420122617611634	0.172061573575092	0.762041211260047	0.10834592222247	-0.210957286304263	0.649560056819078	-0.0990842155841426	0.761280877982141	0.403289291907653	-0.215249698208286
CD93	0.880158130166843	0.980051752662137	0.945191080555965	1	0.972980923306104	0.952516981982043	0.968104525326342	0.852039591752341	0.963798912639153	0.985363708098227	0.961075002499081	0.971720057171589	0.981315779402941	0.41454593860348	0.884287597221809	0.956331720030626	0.406704477765962	0.782650478039068	0.857261090222535	0.91871889950753	-0.405373864718666	0.939702123598926	0.942166950662487	0.564058710209495	0.96029253451168	0.904212624701934	0.961749955731986	0.927074790480876	-0.332572244548073	0.833050798891358	0.833097317168305	0.610080251892983	0.965200780732268	0.954647494623479	-0.00913290645941896	0.936557143775047	0.507249259782967	0.983807742733082	0.418237698690121	0.71949214438171	0.944528192125716	0.841185265738795	0.922369272757361	0.721774663332377	0.943047521768159	0.958688125901149	0.965891572819452	0.982728712209772	0.944203896446664	-0.30976539872354	0.862494424201785	0.914696519842954	0.644297245286452	0.645310610363772	-0.170709243276782	0.210457168404602	0.976927257761741	0.866111532485152	0.790655897522432	0.331958096863821	0.832810795201483	0.953573252685699	0.9097619601006	0.711617158271405	0.688461081160107	0.791251744210076	0.906546677766078	-0.628165569028608	0.612254418662961	0.520043712505868	0.167914273142614	0.517319057575309	0.496389167714216	0.976711633495147	0.76842417652454	0.391777110314669	0.455262951922782	0.545780085327881	0.971890820613853	0.223687306873153	0.587345799130015	-0.383559675656226	-0.314811414736909	0.87878525568627	0.474192687564621	0.252787557779643	-0.0726363872509636	0.345059775020131	0.24324749536483	-0.395903184483962	0.218423627106282	0.49690219339823	0.548576392449286	0.323223910487179	0.616823365347944	-0.0317088652082823	0.0334290056223238	0.677134029035504	0.0243226259134352	-0.280298681263404	0.552383972788158	0.0273795980914088	0.752314883785701	0.31637702485525	-0.309508905070909
CD4	0.909870840267616	0.961166888870944	0.963174087382388	0.972980923306104	1	0.961551323062181	0.95880987003324	0.877489562339304	0.966664895783559	0.976640973356477	0.956418249398824	0.964047837606027	0.988370721957312	0.478924689232578	0.936262145449162	0.956176373956327	0.519307055218556	0.801972505684379	0.830474530678153	0.912861619672854	-0.443621733345783	0.93647485480876	0.930309869609023	0.573766964828566	0.966514617604374	0.92578953452419	0.963852569360662	0.945646836666792	-0.259925354934505	0.775776686881545	0.880825838421183	0.589790441957504	0.970351242989729	0.960629716396099	0.111789312075859	0.943866909662827	0.595525387727942	0.980284465323688	0.467400826780927	0.773620326221075	0.973206599481935	0.793289601981376	0.885476237236357	0.74150292217472	0.944517179515538	0.932079885758013	0.96202306658825	0.982368732154826	0.932163415887064	-0.188861846003846	0.896531663725853	0.947112128763586	0.638756410849258	0.579934816430581	-0.0532973707821949	0.307991273782932	0.977988355169426	0.886779623020419	0.862390848124566	0.434894990090094	0.893090089473042	0.966295340951836	0.883709118738224	0.749749807683253	0.760550129980457	0.844133231663659	0.917246522818254	-0.615183798972404	0.694917534604651	0.605457978232389	0.2921526831923	0.535946689974078	0.590087404495152	0.971305187792311	0.795559612235882	0.438099961174654	0.529824977425716	0.580060576400884	0.97163338386023	0.34638979108879	0.635813911248866	-0.268557548483377	-0.213215753236403	0.93432528907068	0.577951007875105	0.334801483146746	0.0378875965416115	0.447967273106294	0.341768111605353	-0.317260656216178	0.339462300409253	0.407672720561803	0.554190153138795	0.430981357757476	0.656901149155623	0.0703136485614523	0.150728069280822	0.754610155610159	0.127820969323492	-0.193177271097167	0.653301921582877	-0.0826356277700364	0.788163837952839	0.417348698727987	-0.207158520305664
CCR1	0.934995091740013	0.966016661026637	0.964133791688024	0.952516981982043	0.961551323062181	1	0.980102582658884	0.843864119558121	0.967226373261635	0.984746279543314	0.950407141719947	0.977021995340467	0.970260030352229	0.502314643589127	0.899299908985977	0.907191382425271	0.494707320881404	0.82642326413642	0.794729666583521	0.967842987163804	-0.386852721170614	0.912673988229108	0.905262221865467	0.555532925787077	0.971044134964391	0.898443271649094	0.974285354663246	0.919453929301165	-0.185632438469113	0.812192971150695	0.871853764219647	0.6848669746096	0.966072332712635	0.946797310284092	0.0495786264765572	0.925192299354362	0.594853639693527	0.968380375190614	0.583631265756614	0.773911097617754	0.971829264983095	0.846259727506237	0.912942501209285	0.745806789516519	0.909375236837069	0.944958590119348	0.95996422876623	0.955549684761422	0.957097606879562	-0.23298562859777	0.894967926906523	0.924842483914383	0.620662938879573	0.628223211673692	-0.133090681616414	0.291583131557801	0.956923961291046	0.9168577701899	0.854896559828679	0.375367023109898	0.897396031823095	0.976019862450179	0.884104545528594	0.780614671995054	0.723043760527164	0.853338172737945	0.956099681645063	-0.55728830017734	0.618591101986607	0.610117355185294	0.266170984239479	0.589525335259694	0.602118949354236	0.965740951716337	0.854627529756069	0.483208279182831	0.613719011646707	0.552440819185263	0.980167007847478	0.277624613434511	0.656409882384163	-0.300036480665294	-0.27642515582919	0.919259291838353	0.535915399183838	0.391069364577762	-0.0524225931120977	0.382767276097482	0.2742299658153	-0.297337342599624	0.292623036272493	0.428123564419838	0.579806763979842	0.378955423240954	0.663953525076655	-0.0178053205921686	0.134949862441563	0.75825344475493	0.0708227417858926	-0.266762262891428	0.59980376623196	-0.0522563744173922	0.749680201940444	0.367774572949612	-0.276310740892334
ITGB2	0.927458137986529	0.987546357121653	0.954831938628267	0.968104525326342	0.95880987003324	0.980102582658884	1	0.820444794998629	0.970049610074886	0.982189922053983	0.956088664354008	0.994349874501004	0.966605612393583	0.447749366591093	0.903236604188968	0.913662511668426	0.512896576763481	0.798766182113325	0.818528631476036	0.975961971289811	-0.38261675842762	0.917936483993379	0.890347019695808	0.521362722691519	0.958466934253866	0.875371429621864	0.977764805920021	0.924456215296653	-0.220763033402457	0.842752401005821	0.896720617903585	0.705729138511388	0.949299033070775	0.96243518453036	0.0858311796720045	0.941602912779914	0.628296304346071	0.979857730579804	0.543390466147379	0.756998828496601	0.96123878449675	0.844300729910517	0.96285543475446	0.66465941770728	0.879804204962092	0.948931908749025	0.956462053927986	0.957217038308272	0.973969260234178	-0.229693420572237	0.926071440303552	0.918560232419387	0.62522367129311	0.686170430295968	-0.0944378764686467	0.338601278699414	0.961676113070421	0.928387976050877	0.848701732502761	0.396319252011702	0.884108660142151	0.970331385277263	0.91711044211037	0.81022815739306	0.755695668067635	0.883734063478893	0.968351364076476	-0.580471468546421	0.651467519657485	0.64308624486734	0.296956270870542	0.561676389935862	0.624360913966465	0.958165093331063	0.837719289298427	0.393102788558577	0.516539044662609	0.578388143304717	0.981846033167595	0.317077224956768	0.693133300817233	-0.270127093682811	-0.243419596626774	0.91888389221529	0.56066074805177	0.372947477642203	-0.000312581239962331	0.433756015084395	0.329575284407111	-0.295380414161199	0.33195334546221	0.473846402501523	0.65634438230961	0.419108231781153	0.699963115938066	0.0412320905206547	0.162873136767096	0.775715467845756	0.128846974670803	-0.207332404777541	0.634103575789513	0.0122266110086276	0.797911765050621	0.418107165018726	-0.233981684642386
CCR5	0.859642304766491	0.82489913449803	0.832405418590221	0.852039591752341	0.877489562339304	0.843864119558121	0.820444794998629	1	0.878159556448066	0.864926363890037	0.92080866619573	0.829336581126045	0.886857395364126	0.699916984557146	0.841124594865177	0.929969402067256	0.456372462969839	0.887645078289116	0.741683488096034	0.811057589258066	-0.286599222102429	0.942874292356391	0.902785974527342	0.828485127222279	0.916797303635733	0.950908645587623	0.802480523789441	0.935179974837403	-0.0152588136866561	0.730990168808893	0.695846258000679	0.608357979893235	0.885992484946864	0.894026367078785	-0.0141303809727875	0.929141127604843	0.493573476041834	0.891427130159203	0.466299821152634	0.882484550570113	0.901735625003299	0.62976985372343	0.720491668585689	0.760344151747302	0.898459755284195	0.832769191638222	0.888967028363386	0.905642017905776	0.770035911920576	-0.102953511379323	0.759190913839117	0.937637766019571	0.767049096968343	0.581483923972388	-0.113551043159557	0.339690970809378	0.883537913222298	0.857394663126631	0.743778321535469	0.617924967475934	0.90325483117682	0.904013343305763	0.809126954462714	0.728699222504725	0.596184880603122	0.723765927409134	0.796846210861486	-0.49507582521908	0.582110812910522	0.475578181300566	0.253869912796167	0.68827639542855	0.513985110266674	0.912064767438267	0.806142672479111	0.63196258323511	0.555184313145301	0.622964570199782	0.864056248037671	0.286539763002628	0.693829843587414	-0.274119780560121	-0.275481855252115	0.82349475092017	0.603361453912249	0.486359043573423	0.0507160038179535	0.28829669126331	0.159170303110242	-0.222180840718723	0.222572384833857	0.362723444874146	0.39166796823687	0.289469632908614	0.650143064198135	-0.0169581895867875	0.1524750037706	0.694919004355241	0.0750764984080764	-0.278617849512064	0.516041534243706	-0.112723272499136	0.711733983553084	0.264598283729857	-0.29350780840876
TLR1	0.919214382510576	0.980985198779929	0.973752132022923	0.963798912639153	0.966664895783559	0.967226373261635	0.970049610074886	0.878159556448066	1	0.977799883698992	0.948436426932306	0.976810735199149	0.980831135976654	0.464064086168636	0.903630490178766	0.936537956348635	0.481517421132211	0.814443513592676	0.779827575083216	0.94981775734457	-0.464237250446075	0.925221280157785	0.898121590338572	0.568622596319702	0.959722711974605	0.9055387152293	0.976575118124211	0.93957143407798	-0.219436212522643	0.768689846051167	0.872137525511157	0.651553210108119	0.967863719358913	0.952661583529545	0.0383241244340717	0.94402093004785	0.59178322730722	0.978863912305215	0.506488899187001	0.780043567008446	0.965851234582872	0.796824867752437	0.897466319645789	0.680573826289975	0.912119316935146	0.925949943331762	0.951068595365185	0.97458307368639	0.930162974540901	-0.233429491492208	0.890259177027306	0.923692225829302	0.635851826733073	0.591370279858448	-0.116884873003685	0.270888935265875	0.983869855973983	0.916660624126247	0.837955857212647	0.417104058180728	0.907207407468782	0.975645882918064	0.883993052916195	0.778915955993367	0.723259174670545	0.851589662485607	0.920525172896429	-0.653936302208837	0.648103194862093	0.601482922816863	0.2743331429893	0.550461853664529	0.572585134513465	0.965283980304033	0.802600023164982	0.433565795301644	0.514737753697869	0.573838567276159	0.964536514923422	0.291348684755831	0.673904714608587	-0.296300547372523	-0.269476212952666	0.908730943047492	0.539882945313041	0.382864775426712	-0.0289906147599998	0.393171884151351	0.276798676588768	-0.334025204689999	0.301211000811875	0.390781550442578	0.539909453598077	0.382632730580633	0.662487832355737	0.0133030193711574	0.152776793006675	0.761683209599597	0.081666111617909	-0.247695727955474	0.59319475275676	-0.0971185782469624	0.761529290077378	0.353489785287156	-0.270951873634517
FPR1	0.92422341152345	0.979349998728486	0.96547069664072	0.985363708098227	0.976640973356477	0.984746279543314	0.982189922053983	0.864926363890037	0.977799883698992	1	0.967249562431626	0.980403597943255	0.989462187801544	0.494575236205981	0.895884022902903	0.943349493539461	0.441402383243869	0.826680814311973	0.835477363188439	0.949830792662142	-0.393052678196552	0.938612047167033	0.939352604154621	0.5867216077834	0.978568125237325	0.919257752181664	0.972144723036182	0.935615196055129	-0.264884798048791	0.832774991277595	0.848571564878733	0.66474126410181	0.981182486093607	0.96638779056424	0.000458179843179414	0.945898000941283	0.539636490405751	0.985133023719682	0.509840936385736	0.772753390263708	0.975891362367257	0.85047540856688	0.916709576530982	0.75619125469601	0.940842573106539	0.957655209872146	0.970843691052596	0.980651385875675	0.951585191541465	-0.288539741559959	0.875841656952001	0.936366325783665	0.651925706778638	0.642406682407454	-0.175383790775816	0.241212193109994	0.977000038921652	0.904393558527023	0.827162798569555	0.360643737314755	0.884075985950468	0.980333106584282	0.899127029512193	0.749415232399289	0.69744178374325	0.828981968563765	0.937508915170228	-0.599266298539548	0.603406545834749	0.551188370333785	0.200333138112225	0.570539308725045	0.54145385585574	0.983370825027347	0.82482409447827	0.47431255813358	0.570317314151928	0.533806053577286	0.9827375110435	0.233412662084469	0.618644959877109	-0.367688577619316	-0.323786293528428	0.910364534568887	0.504381214596322	0.333705457569189	-0.0841432322805313	0.346224179070293	0.240011933805042	-0.365691965712482	0.234444177861494	0.47674226222188	0.562844815114518	0.334837169279983	0.645508091874292	-0.0505379016218834	0.0629773356464374	0.720873662569907	0.0252103236233765	-0.303152238907118	0.568342549322447	-0.00717471307408633	0.752052618036211	0.320025111203281	-0.32010824729358
