""	CD68	TREM2	CD33	CD93	CD4	CCR1	ITGB2	CCR5	TLR1	FPR1	LILRB1	HAVCR2	LAIR1	TLR4	CD81	HLA.DPB1	LRP1	TNFRSF1B	ITGA4	C3AR1	CD44	SORL1	ITGAM	C5AR1	CD163	PLXDC2	NRP1	TFRC	ABCA1	PTPRC	TNFRSF1A	SIGIRR	TMIGD3	PTGER4	C1QBP	ITGAX	ITGB1	ADORA3	GPNMB	C5AR2	PLAUR	ADRB2	CD69	ADCY7	STAB1	ITGAL	RHBDF2	CD74	ENG	SORT1	PTPRJ	ADGRE2	TLR2	CXCR4	SDC3	CD46	AXL	MERTK	EDNRB	TNFRSF14	KCNQ3	VSIR	UNC5B	SLC1A5	ITGB5	PLXNB2	TSPAN14	CD82	ITGAV	CD63	CANX	TREM1	APLP2	SIGLEC10	IL6R	PILRA	THBD	NCSTN	SIRPA	RACK1	JMJD6	CD9	CD47	TRADD	STX4	NRP2	LPP	ATP5F1B	NOTCH1	RXRA	CADM1	S1PR4	ADGRE5	SMAP1	LRP10	TNFRSF12A	MCFD2	LAMP1	PTPRA	RAMP1	RPSA	CD2	CLEC2D	NCL	PTPRZ1
TFRC	0.909482085218344	0.926991348107002	0.893927118227195	0.927074790480876	0.945646836666792	0.919453929301165	0.924456215296653	0.935179974837403	0.93957143407798	0.935615196055129	0.971841822990519	0.938804432337731	0.947943242846474	0.61705982355477	0.935401412877309	0.953723397001072	0.557954542495601	0.884511955099817	0.807791396172416	0.907079288886264	-0.395335330878647	0.982302116279184	0.933436347289545	0.716070858917487	0.965954057551053	0.96841197823167	0.910230404638525	1	-0.0813397871766428	0.787310839668182	0.845832445974325	0.625055414921719	0.916650712344727	0.957849300415096	0.0914131433733804	0.988106979050111	0.618140870315823	0.968014616480802	0.509458381601986	0.876229430416884	0.959754512430148	0.694644294041933	0.863616916285308	0.740574222798761	0.911842086039526	0.919450435056795	0.970190860676006	0.95535620303483	0.911272750856444	-0.0867632682882774	0.863694986127779	0.964325701525642	0.703208217025718	0.610368085564786	-0.0137749158320398	0.436096222317506	0.9568005429488	0.940151424951688	0.86599673577631	0.570785461722415	0.945622569774437	0.950276621849263	0.938721976165798	0.82659473656249	0.722570719465192	0.869131274071636	0.905465550959686	-0.56384710070522	0.707402332414857	0.620389240705721	0.363575740835075	0.6919574737928	0.637481284933386	0.966644279157956	0.860178535090429	0.468365313743502	0.479626710585851	0.696292900895168	0.9553923315095	0.372929438753737	0.767785107776517	-0.198686984120451	-0.20446752661605	0.890873667135064	0.682061951572934	0.46659459333432	0.129248620328845	0.423064811390915	0.310248779292039	-0.204284676142571	0.362892160332775	0.367384031871622	0.544835952913301	0.427742311379261	0.716490976189428	0.112625561317434	0.23556034091324	0.784422168298746	0.198463808616503	-0.157628447927527	0.623689184298026	-0.111887979376216	0.80730311699765	0.416044214479525	-0.184294719719371
ABCA1	0.0246892891919501	-0.259617080875554	-0.252490993793111	-0.332572244548073	-0.259925354934505	-0.185632438469113	-0.220763033402457	-0.0152588136866561	-0.219436212522643	-0.264884798048791	-0.121254697917051	-0.212657060140255	-0.279973541179007	0.448143576084534	-0.0758864809897011	-0.289175299784371	0.329568404882902	0.168373514757111	-0.437708557586117	-0.0773135800374196	0.0937400572552587	-0.1097614987898	-0.296803527562281	0.166719438475142	-0.141185722445008	-0.0655822822416532	-0.22935458972581	-0.0813397871766428	1	-0.276180088465461	-0.116502671340318	0.141298460450088	-0.234129526264021	-0.219123256832216	0.177351603053565	-0.0848729435055544	0.265871687855827	-0.231884397017288	0.494637002453109	0.279147770471197	-0.139866874682381	-0.427828118169824	-0.260272709286474	-0.158792901492863	-0.334204494493022	-0.239496915971337	-0.167625207056723	-0.294807532058965	-0.170140254251315	0.519415221309962	-0.0622722032557801	-0.0890750923051259	0.0130523633961982	-0.154504138365172	0.320457165410007	0.577961779072813	-0.237963676661582	0.0786604788616501	-0.0493498878303246	0.429747646117148	0.076425736801041	-0.167911987712274	-0.0627765190789547	0.313288228673434	-0.0428630647246308	0.0741489990829261	-0.0744726233240928	0.352927791096623	0.0255548439513185	0.21983113261007	0.500601109928001	0.469819180075709	0.384527804002953	-0.201325389091282	0.25418877480114	0.266067810083062	0.123974377780937	0.312622159639734	-0.191651092566781	0.330205843843697	0.434154755031729	0.55195597676625	0.261542095690709	-0.119191900823683	0.433051574355893	0.717686276640932	0.418245500218935	0.0967212048623041	0.0501552594779545	0.752964082172087	0.295882849650439	-0.481766381839943	-0.14331337537432	0.210251440587278	0.237243817523782	0.200937871756596	0.524954933411723	0.21911098858141	0.398269318127601	0.227710011454915	0.0550190151595924	-0.425771920719794	-0.0360972516072988	0.202807511199519	0.300038376260998
PTPRC	0.734425549542641	0.798145473664812	0.739224081762648	0.833050798891358	0.775776686881545	0.812192971150695	0.842752401005821	0.730990168808893	0.768689846051167	0.832774991277595	0.836696671861493	0.8158967617493	0.801322293634083	0.431700405875397	0.715410584459187	0.83579344464811	0.333984279568539	0.677900459618819	0.922564496177745	0.785296693468831	0.10169643062235	0.833561381370035	0.861037678036497	0.566209536385371	0.824689638133636	0.763650728211906	0.75352083303673	0.787310839668182	-0.276180088465461	1	0.667077950309287	0.690210961031588	0.785256374511004	0.854005814672943	0.00104050939133039	0.809833702711783	0.401048621721071	0.824125546158476	0.358179815877905	0.610666187890522	0.783995813448239	0.823172310482026	0.875103798113076	0.709356451362735	0.804727171294159	0.84775932365434	0.822390190081736	0.823487487417191	0.817007912213748	-0.240276237264899	0.736212294349346	0.815711606833208	0.635457725905934	0.905095255043661	-0.19518773262856	0.268213680087637	0.766846464286712	0.724501620899872	0.652811916990894	0.384487317395872	0.690953016227375	0.827576272492466	0.788475615961778	0.586804524469497	0.569025979568773	0.653405560449346	0.84267322820416	-0.29644841488628	0.468873374902131	0.401731355986261	0.0657621688368401	0.519380879438358	0.410881755356257	0.823432227393611	0.701554718168741	0.397540545909287	0.443896480370178	0.468410614249762	0.830996346789299	0.182892642252141	0.511477548412092	-0.389555648833467	-0.307154361759631	0.742159546965275	0.402427233201701	0.186115695843062	-0.0376048083626231	0.252881601310443	0.217566572346308	-0.339305667822798	0.133566032682045	0.788709190545583	0.738791371086627	0.208513229165398	0.556568540670205	-0.101430269678921	0.00150975730516144	0.519460270824765	0.00480284263483696	-0.288294761771344	0.504092837486957	0.469395110560565	0.732846680323868	0.266430311140453	-0.307306551585827
TNFRSF1A	0.807564801923022	0.885147556341739	0.890293690858527	0.833097317168305	0.880825838421183	0.871853764219647	0.896720617903585	0.695846258000679	0.872137525511157	0.848571564878733	0.825140735099313	0.896070572350322	0.868018587862074	0.319823222716069	0.944138684582878	0.804114814305733	0.762791272700676	0.616134577720804	0.718439019728936	0.861350629844684	-0.439969284472507	0.782740961324843	0.726656094588241	0.295841681555904	0.819071740149668	0.749056355269865	0.902387733006791	0.845832445974325	-0.116502671340318	0.667077950309287	1	0.512366262915566	0.805655964804394	0.861522118292418	0.458397641372969	0.83214351882479	0.857435854312674	0.869476800079285	0.440184029368832	0.660332643358322	0.869086874343626	0.669733108821504	0.873837757042264	0.525699234026247	0.749707641433382	0.803636068789262	0.838917186621134	0.849788816446823	0.903449437096151	0.12811403291219	0.944064492729602	0.827008184623298	0.441873365377213	0.518273759028071	0.298228398789773	0.54038685313746	0.863966428557735	0.837194377284686	0.916244346002094	0.447112579712307	0.839747493154319	0.866716374861833	0.815251433737057	0.804118705339287	0.911657240564484	0.938872542030462	0.920974075155131	-0.509618127949594	0.883098383668897	0.871072040261505	0.619972782688843	0.438320762507973	0.805488244897265	0.824475936632471	0.73127647507795	0.191710559444163	0.384724738111773	0.693095156762819	0.874972587252636	0.649739058056499	0.754548403533001	0.126738137389748	0.181200837475209	0.922531773117038	0.729501701683698	0.3829715502662	0.352172404188759	0.749497220970215	0.671747096704943	-0.0180726598643088	0.678916282856525	0.320382372567501	0.742106446533968	0.74883970128791	0.700622618796548	0.434832730808269	0.505891849266822	0.889769915324498	0.493597452347039	0.202654887324924	0.858574677766613	-0.106611084661723	0.887379735492936	0.732833490332723	0.17425200827869
SIGIRR	0.812307844403838	0.637094299229418	0.624500287509874	0.610080251892983	0.589790441957504	0.6848669746096	0.705729138511388	0.608357979893235	0.651553210108119	0.66474126410181	0.673197116625689	0.680047198773241	0.598291116651842	0.623703370900359	0.559379663852388	0.567416649403563	0.352488410001111	0.766860409712607	0.485785982517744	0.766196993295921	0.0102175239060306	0.664087772634028	0.572731563057398	0.595849335079228	0.685649185496354	0.615980333841641	0.617427054823854	0.625055414921719	0.141298460450088	0.690210961031588	0.512366262915566	1	0.670896349497899	0.664793019733226	-0.00256148527557912	0.690441323733644	0.41065644576719	0.635842392468343	0.759146704172818	0.741619105657421	0.678640536283233	0.589730111939999	0.651536710726672	0.479237718254884	0.481824768969124	0.590610313714408	0.625134039281195	0.597064058521828	0.638175860149777	-0.134569422370189	0.683992331216024	0.666359195825412	0.544236449184424	0.680161981422037	-0.18314691179656	0.39131899314017	0.623529228421289	0.768848583097686	0.543296419050952	0.525098854423897	0.723388263012977	0.718279113107403	0.60633375677027	0.717256837987602	0.47067784178155	0.622519221735444	0.736592285564562	-0.101335602136172	0.235556918499596	0.444547735678514	0.167129495845196	0.682292203069564	0.520986555773605	0.637330733228269	0.794348376825506	0.655614568889751	0.656069088510033	0.329021591359436	0.669645994047999	0.13474905468511	0.618050007010738	-0.27003204517287	-0.396179281809218	0.602346582887724	0.455542575111339	0.573457433638417	-0.106819640630036	0.191452445853905	0.0999444381978045	-0.172592864942655	0.134208685394056	0.367344905067827	0.561638821179102	0.164646157968281	0.600496978209338	-0.165013255168089	0.111666348178486	0.618641252587722	0.01389615551186	-0.334106388275311	0.410858615822496	0.0733328119434139	0.525107944286772	0.190807505014255	-0.305845630207739
TMIGD3	0.935870939247517	0.952185134643183	0.962967444490599	0.965200780732268	0.970351242989729	0.966072332712635	0.949299033070775	0.885992484946864	0.967863719358913	0.981182486093607	0.953972026933645	0.951491938521456	0.975370318330148	0.529730823328012	0.879549921081203	0.936777170795683	0.424128010781506	0.847829516798927	0.799179238174905	0.919618190954059	-0.402151025496363	0.925504801496786	0.922542599115186	0.628460210892056	0.971162176551413	0.925280402315476	0.949349504544839	0.916650712344727	-0.234129526264021	0.785256374511004	0.805655964804394	0.670896349497899	1	0.932764548139057	-0.0101114857971718	0.932273311356734	0.509764792362297	0.961915503330537	0.545744296594182	0.794784497529157	0.965811490326548	0.808921083927326	0.85367111916001	0.765472287549455	0.939358150460545	0.927086431980775	0.948068975418942	0.968956926701659	0.910341626560407	-0.274900418852134	0.851453886108091	0.934518298429855	0.682536376657292	0.601356630914301	-0.183784905652785	0.229389692144886	0.965410632568748	0.884853631748362	0.815261247574055	0.404450725744563	0.884855104614387	0.965692312869173	0.850329528705708	0.73563591256777	0.668298630080675	0.789986245688374	0.897464445963278	-0.573091249213342	0.5705218490928	0.521579487007466	0.182259509048956	0.577247941717365	0.522881279903586	0.968862204429842	0.820188816051704	0.550629683184213	0.625743999947195	0.516457219502394	0.958661428590367	0.214255153259013	0.591127480158563	-0.378474783739964	-0.344844799338174	0.894334874009454	0.500281593763809	0.371911524995824	-0.0927338349353658	0.32181767977098	0.208251527745699	-0.369159783659327	0.205266268584969	0.398634250962873	0.478567951559127	0.305034016735128	0.646843996855195	-0.082691377937	0.0520868194805288	0.718623033968927	-0.0014942550506353	-0.334684443002165	0.552352939495087	-0.0705610676169762	0.707989232784216	0.280701605716676	-0.337556681540826
PTGER4	0.900825568775661	0.946453712210391	0.929731154929101	0.954647494623479	0.960629716396099	0.946797310284092	0.96243518453036	0.894026367078785	0.952661583529545	0.96638779056424	0.962731846454814	0.954207426567611	0.972641732995356	0.54112088161892	0.908517654964086	0.959785118513828	0.501836986448551	0.81868292235433	0.855122906306833	0.921136272027821	-0.314883771756297	0.953606365650021	0.930362958646378	0.616957728022793	0.95638825714877	0.921401863100622	0.930310726672618	0.957849300415096	-0.219123256832216	0.854005814672943	0.861522118292418	0.664793019733226	0.932764548139057	1	0.0714931180947688	0.964973910327378	0.589906675549162	0.974203376988057	0.444647965255307	0.804902516206086	0.973694358286314	0.787481375261123	0.920654837370257	0.726240316191583	0.917299886830951	0.924376992496206	0.952191237883485	0.971417633564496	0.918225446386177	-0.191975489192786	0.87936578551063	0.958544390991728	0.667044692222803	0.705839995358031	-0.0919215372259305	0.349036546348905	0.952570110633649	0.911067409479001	0.828098309050846	0.491000966176996	0.910093079147167	0.976781802676698	0.89878844461672	0.770592213580659	0.720603233756427	0.863739338647454	0.936791930992689	-0.574135816526562	0.666155836415951	0.590126075743537	0.28323780793271	0.584221754235703	0.581162858802245	0.963435427614612	0.819929204889022	0.462738940980233	0.52983949385046	0.579594169246698	0.957600213073877	0.332725200128553	0.690948767310403	-0.2783357713164	-0.235072952333342	0.934724666769296	0.585459689700572	0.36667471973224	0.0418945619794913	0.409024575375805	0.310681499304345	-0.30565684188259	0.311352838805412	0.540601442841174	0.640001377462124	0.402298729566025	0.689451452825468	0.0480870763923052	0.147630970527597	0.750795696617739	0.139519129797803	-0.212735843404139	0.6338204142164	0.050703665454601	0.847593415634949	0.391476194132911	-0.242761601191784
C1QBP	0.0993710180842577	0.0430003112248156	0.119368225643158	-0.00913290645941896	0.111789312075859	0.0495786264765572	0.0858311796720045	-0.0141303809727875	0.0383241244340717	0.000458179843179414	0.02955977223517	0.0719303870483972	0.0408510906789191	0.0109268880094503	0.380359351051292	0.0386130102561189	0.798929714350599	-0.0820074054421866	0.0964819367899395	0.0576603252905728	0.00114193539106391	-0.00419286913215088	-0.0607047424788085	-0.192116845160925	0.00853027485705418	0.00505390718300922	0.07411576216231	0.0914131433733804	0.177351603053565	0.00104050939133039	0.458397641372969	-0.00256148527557912	-0.0101114857971718	0.0714931180947688	1	0.0624998612001533	0.728003490572957	0.0375561406158173	0.0693237431760104	0.0793905357469129	0.0771051814271793	-0.0737182423482735	0.0868193817995925	-0.0500459135313646	-0.0348723683431174	-0.0316727302786262	0.0245986257687518	0.0334978898801894	0.143495212474196	0.837173205615121	0.398744894886952	0.138047612359513	-0.036475146181213	-0.0103507208111581	0.921163476395473	0.674415875876317	0.0343632919620989	0.0851649711167226	0.427948472560578	0.360645169743988	0.180316350411942	0.0778940275888984	0.0318524370331395	0.270642919949351	0.676872489227988	0.363459287339672	0.22514151953684	0.216704160377582	0.674857264269298	0.743974788017714	0.793652133249508	0.0137640917005577	0.686672167800342	-0.0061769915414234	0.104105605276453	-0.139114312863214	-0.00485872766728559	0.43987561288189	0.0723150431558444	0.87466799264718	0.36222819119633	0.793669335035696	0.844462470782126	0.26558209570996	0.632502896617987	0.191966569257259	0.84399265583653	0.916719999544325	0.936690831283721	0.547647701517765	0.892257896647859	-0.0840134493712953	0.556758968709329	0.874134603212409	0.292417377611809	0.898241818280471	0.793307881258384	0.534630015783715	0.861227141970871	0.857044465221357	0.794160173168703	-0.108309089809841	0.438938391921609	0.897586593852882	0.882229462467479
ITGAX	0.936980906894664	0.9368870089789	0.899844679654115	0.936557143775047	0.943866909662827	0.925192299354362	0.941602912779914	0.929141127604843	0.94402093004785	0.945898000941283	0.983380542328282	0.949483423256723	0.948261338840458	0.627590298691548	0.916361457045367	0.951216797193856	0.529914034929274	0.897971457807089	0.806056848064301	0.924897552837364	-0.368372612743518	0.98241322386423	0.922072757704499	0.7201899553176	0.968480957179696	0.957024172385016	0.913365403949409	0.988106979050111	-0.0848729435055544	0.809833702711783	0.83214351882479	0.690441323733644	0.932273311356734	0.964973910327378	0.0624998612001533	1	0.606434653022102	0.971425761349696	0.544594786401159	0.890426770772742	0.965952327912313	0.700166091172857	0.882078234398694	0.712264097415949	0.8929633654477	0.918686853906381	0.964355960478149	0.95546564839879	0.914532504775404	-0.135210797077753	0.877359915594367	0.968133387238221	0.723802657846213	0.658775399855209	-0.0609567053864775	0.430149343310883	0.957902961972012	0.955143968537398	0.839393214006028	0.576033690569857	0.944436761387835	0.959480658700116	0.936029662156114	0.844497726380222	0.704503217419998	0.870001657303036	0.917214990778815	-0.541459506620162	0.661770962729483	0.609606122430751	0.331164866153782	0.706305551595505	0.631396895191987	0.966638925829631	0.882576073454379	0.50281659565723	0.518957967332448	0.661054963310624	0.957843481364188	0.338649307874805	0.767785749093075	-0.236888265917492	-0.252617548344902	0.893117232623622	0.664728563443793	0.484065179451819	0.0908757011344821	0.399606467490774	0.280393858995182	-0.235945537205917	0.324512920983861	0.391482624359983	0.559030327910626	0.395294511764632	0.737759943145701	0.0685196756671409	0.19386921478969	0.791351714792147	0.167469630324628	-0.19889822291472	0.611740760762693	-0.0801132992368249	0.801538960178303	0.388832336237293	-0.230717416024389
ITGB1	0.628408410519287	0.59829155616157	0.60564926921998	0.507249259782967	0.595525387727942	0.594853639693527	0.628296304346071	0.493573476041834	0.59178322730722	0.539636490405751	0.584435141755458	0.623801354055157	0.557111466196778	0.344369097924504	0.780070688767114	0.503052755101147	0.930457326722592	0.465940087153458	0.397775559169324	0.639811145290443	-0.33165038110378	0.523142892536649	0.397101080464109	0.18138939648417	0.555213499270074	0.510776992464107	0.618322668028217	0.618140870315823	0.265871687855827	0.401048621721071	0.857435854312674	0.41065644576719	0.509764792362297	0.589906675549162	0.728003490572957	0.606434653022102	1	0.582495654534072	0.495300173848882	0.57682652957523	0.607225074659033	0.325742976743445	0.609198285945891	0.230405638725674	0.422339862447947	0.518460825305237	0.576730822752892	0.535938172359434	0.670379718293915	0.52157450323256	0.822251013982042	0.611705602962027	0.352699872654624	0.360692294127925	0.637481914481339	0.797021814437125	0.563226061011089	0.670164162985935	0.79262439063588	0.580910563418401	0.683684791547151	0.599253468392387	0.60077921103854	0.804341232098555	0.882834136259909	0.850836188284104	0.719024044631375	-0.271154576787708	0.887838257622798	0.979397981035959	0.899226393041194	0.439194983960504	0.95524256874571	0.531941679584843	0.644597383115699	0.124937682784537	0.262744447826852	0.796829234913578	0.596213257187599	0.872577536822115	0.842305927638714	0.564826335582992	0.525387119194777	0.721304946630368	0.893869956013205	0.590858195265073	0.685720362567773	0.911914378127402	0.828496844874249	0.416845995841885	0.889450140860461	0.0510656532115817	0.685065196598124	0.914488296336886	0.765653550513351	0.71521326349562	0.794737983102084	0.923833294564577	0.787965177625736	0.542103889083819	0.90416354163899	-0.230280044402293	0.793907442558853	0.912941598946479	0.527339924898944
ADORA3	0.916578646703491	0.984920543067239	0.947928976955899	0.983807742733082	0.980284465323688	0.968380375190614	0.979857730579804	0.891427130159203	0.978863912305215	0.985133023719682	0.981304800089922	0.986852855722109	0.985498686925947	0.488544300424443	0.91950569778	0.96176057123423	0.487339302816839	0.831966271763821	0.837796015246009	0.949965988279942	-0.420401230563855	0.963443041034046	0.941418384173783	0.614549678170956	0.980917162714879	0.931986634327698	0.968638852379955	0.968014616480802	-0.231884397017288	0.824125546158476	0.869476800079285	0.635842392468343	0.961915503330537	0.974203376988057	0.0375561406158173	0.971425761349696	0.582495654534072	1	0.484220779363471	0.787742913727499	0.97136324706937	0.812000247219604	0.929591742914511	0.711366083355393	0.934320026627982	0.964568553181059	0.982605611360772	0.985974698920628	0.956699031291337	-0.231453681554762	0.894696947195913	0.948673038446648	0.683049684474643	0.640992388073564	-0.109771994391979	0.311267472654993	0.985415905011765	0.925950404248882	0.846785463777747	0.42714987660742	0.899020085287908	0.972634666747157	0.936870922782569	0.788272499211512	0.725744827510596	0.85617604185582	0.933555425222492	-0.624341365678701	0.664057835366338	0.592660239271242	0.268664468300508	0.580992049014861	0.579811270270439	0.986743626072857	0.823626693212088	0.411250206760606	0.480038591482737	0.611845501934496	0.988886245082125	0.294850288357919	0.685543188327282	-0.301254746221676	-0.266661165623474	0.909766490830332	0.566501517370473	0.357887755815572	0.0029261771528335	0.394664385418581	0.281497683254932	-0.323259231643343	0.296078518072875	0.442942732229202	0.570999554656329	0.382689909740924	0.684001893380937	0.0344312303814888	0.133802583332562	0.748258443544575	0.101659790391802	-0.228528797413455	0.597522234123564	-0.0410678681606937	0.784672732229182	0.373632473127355	-0.262708371191789
GPNMB	0.754996215260803	0.490746493013192	0.479561798150997	0.418237698690121	0.467400826780927	0.583631265756614	0.543390466147379	0.466299821152634	0.506488899187001	0.509840936385736	0.548303425114079	0.545568717632271	0.438152259403176	0.693468578404375	0.488013483754357	0.332205410260349	0.459157558001592	0.761475981928689	0.159219205409462	0.670003980182306	-0.240300076846958	0.495267123036197	0.384830082803785	0.51666128403421	0.585105638481562	0.536289491686042	0.517250497374837	0.509458381601986	0.494637002453109	0.358179815877905	0.440184029368832	0.759146704172818	0.545744296594182	0.444647965255307	0.0693237431760104	0.544594786401159	0.495300173848882	0.484220779363471	1	0.730870010276943	0.557200782606763	0.365399347354117	0.430463095820679	0.374830883197438	0.333534967943097	0.4954748154494	0.537865037708988	0.401217805272201	0.564334137493204	0.0456427676894733	0.576601085352312	0.535558750633286	0.491143318124896	0.309325870071466	-0.0154629775431272	0.504027694038896	0.471580036202118	0.708445105494383	0.540079732608038	0.471261064292395	0.654550633687138	0.537539385085529	0.5355229364185	0.771788009771987	0.420211806033936	0.598771777243209	0.598214845114748	-0.106115784562878	0.22757882499055	0.51090501503903	0.380260416964226	0.76263738372487	0.649671458315161	0.505730128975245	0.825352448777023	0.622123745428928	0.651338131252361	0.431970695154956	0.550911885461395	0.210924863772583	0.675084137280222	0.0203450625998292	-0.233338590721295	0.475859136553833	0.579309370424855	0.824959151178173	0.0285547106319451	0.224964392422097	0.0905347060283224	0.155151494318246	0.254278252513279	-0.134475447148163	0.268481526446055	0.250155333598127	0.659117711375111	-0.0563524088640828	0.269399438623504	0.648395725826949	0.123612005885928	-0.193858521038037	0.343480422647508	-0.370401892795163	0.308845661960732	0.260709069177599	-0.136125615053181
C5AR2	0.907570901773584	0.729223423302584	0.739176510457714	0.71949214438171	0.773620326221075	0.773911097617754	0.756998828496601	0.882484550570113	0.780043567008446	0.772753390263708	0.848675610237481	0.763506432359058	0.768946780354853	0.866192960744289	0.795271299525088	0.766446400305764	0.553554129816708	0.951192679463601	0.554820038668678	0.79863504628622	-0.301075338365358	0.862694160484635	0.754191535380493	0.817255813063361	0.846332202713432	0.890852918842496	0.72463956684111	0.876229430416884	0.279147770471197	0.610666187890522	0.660332643358322	0.741619105657421	0.794784497529157	0.804902516206086	0.0793905357469129	0.890426770772742	0.57682652957523	0.787742913727499	0.730870010276943	1	0.858928555280141	0.461554331140266	0.638203451525323	0.677691843367644	0.709331901210533	0.71861921176394	0.808659837827609	0.765649643534131	0.725629168309905	0.0329605426475686	0.741196503556859	0.879543668480381	0.693538531135413	0.498841903925804	-0.00803481592240058	0.555539951752037	0.786504319958602	0.907373243083472	0.740000362596747	0.73362144243578	0.939670079597789	0.833042943583741	0.780181657757741	0.857284751073243	0.58905429603741	0.784522099768534	0.786765636746249	-0.328207065574758	0.525929997450392	0.57221871739447	0.410884215071336	0.873603760435764	0.672928803080917	0.81377494190508	0.924725290950787	0.72732046468685	0.671432908051793	0.611905878778729	0.790946159521336	0.355952983274068	0.812516908567651	-0.10278049604984	-0.241731181350364	0.770695973914129	0.746270932044499	0.743051780306938	0.146255632988757	0.333298764898847	0.191954103513052	-0.0195289151831148	0.322728009136088	0.149127272179009	0.395878469629511	0.357910859115156	0.731314248087411	0.0431174754515907	0.279559273435407	0.793501965814014	0.200167560469201	-0.202225375700702	0.541232504413892	-0.282382567894054	0.659086695896545	0.340711239590746	-0.190923301785801
PLAUR	0.950298242373628	0.946844232845121	0.959047826518745	0.944528192125716	0.973206599481935	0.971829264983095	0.96123878449675	0.901735625003299	0.965851234582872	0.975891362367257	0.963023796166945	0.959548823944851	0.980180014724051	0.596355506274289	0.926111138419614	0.938318114191453	0.527925440151104	0.862542510614	0.79942795488331	0.938233214180267	-0.394248415338598	0.944159026357444	0.916950313456252	0.63036268773904	0.972336526491494	0.938578993579956	0.948976528518083	0.959754512430148	-0.139866874682381	0.783995813448239	0.869086874343626	0.678640536283233	0.965811490326548	0.973694358286314	0.0771051814271793	0.965952327912313	0.607225074659033	0.97136324706937	0.557200782606763	0.858928555280141	1	0.767343567077284	0.879301498111363	0.758289528590883	0.914562930930469	0.912172607254022	0.954194053222346	0.967221594628944	0.921694506947788	-0.173905710993991	0.884121434444184	0.963766232197745	0.654683890384523	0.609611329269316	-0.0875710117360705	0.36049954235716	0.966111331005484	0.940829712687041	0.871903227749816	0.493620819372272	0.952902379513978	0.986465065409566	0.882280353888086	0.806436393940422	0.723174815392663	0.881120775565279	0.940605092849784	-0.549707382865251	0.656927414169984	0.616324024305012	0.316595264308824	0.633753842414366	0.622457415231989	0.969829696119502	0.865043624994808	0.537290248606293	0.641518036386168	0.566427080481829	0.96813984850936	0.333097710730235	0.697492922213349	-0.261682473877642	-0.247601708828668	0.951049935361144	0.612582307035934	0.449898389257633	0.0232703895882349	0.40746406825193	0.297342262433507	-0.272413111346466	0.324268007027722	0.404807884989193	0.563647202919324	0.414354434066328	0.691774349298058	0.0311769830860981	0.178292371750532	0.794350167465481	0.135447732902527	-0.234761966425152	0.63591805329532	-0.0978596713904651	0.794768397043234	0.387779050810225	-0.245385305466959
ADRB2	0.719164496732219	0.822864339045061	0.795392157344801	0.841185265738795	0.793289601981376	0.846259727506237	0.844300729910517	0.62976985372343	0.796824867752437	0.85047540856688	0.757640262328349	0.824275520003566	0.814565301632648	0.246325681781653	0.66753991819943	0.748007756139394	0.258815223847926	0.582909604375079	0.781436400797805	0.804294039961529	-0.141771890485118	0.71648149911844	0.806653807646954	0.39305185589037	0.79847708414884	0.672195307547307	0.806277708239967	0.694644294041933	-0.427828118169824	0.823172310482026	0.669733108821504	0.589730111939999	0.808921083927326	0.787481375261123	-0.0737182423482735	0.700166091172857	0.325742976743445	0.812000247219604	0.365399347354117	0.461554331140266	0.767343567077284	1	0.821048027604291	0.638446215499472	0.791079122335508	0.828136383331738	0.783610148730169	0.799436488085758	0.809894387622954	-0.39469499920113	0.724549300282998	0.717433209831086	0.53406729624635	0.646346990502123	-0.285915234542831	0.0326713552350686	0.775454562577976	0.676600428361378	0.650411718181435	0.0951230079933083	0.628192310687344	0.803497625141795	0.696659858137445	0.51182686702383	0.564025114587917	0.605237278405396	0.793105218624121	-0.47111477212608	0.387031306882342	0.350670448569456	-0.00967444603889063	0.293216292931424	0.333192453865499	0.79579551173495	0.584490480505596	0.317170849961736	0.471404382570164	0.304058461677358	0.829368795452264	0.0628826407040681	0.357951800487639	-0.48472261784489	-0.367926597304732	0.7340457794155	0.22958748228339	0.105173669066913	-0.263012717404807	0.19775834502361	0.144276372022899	-0.452887346333188	0.0642190233178175	0.659387142617851	0.604604779467195	0.159115063182664	0.428473308021378	-0.206939636314972	-0.0943392741512734	0.451446951116099	-0.149376845939978	-0.392098815750044	0.405108523394012	0.277134451309095	0.566147940456745	0.180633698121033	-0.385653449672088
