""	CD2	CXCR3	CD3D	CD3G	CD8A	KLRB1	CD8B	KLRD1	CD247	F2R	CCR5	KLRK1	ITGB1	ITGA4	CXCR4	ITGAL	ADGRE5	IGF2R	PILRB	TNFRSF14	ITGB2	S1PR4	LAG3	TNFRSF25	CD226	ICOS	ADRB2	FAS	SMAP1	CD44	TRADD	TSPAN5	TFRC	CD69	PTPRA	PTPRC	TSPAN14	CANX	CD81	LPP	TNFRSF1B	PTGER4	CD74	SORL1	VSIR	APLP2	SLC16A7	CD63
CD44	0.643465410463056	0.304247408595106	0.715103778020666	0.756625033201436	0.192996020448188	0.465025775686102	0.374854448249249	-0.295251522665572	0.413082456324795	0.4302534644982	0.0942202591479385	0.121344700479658	0.804539764547853	0.702949392435368	0.78396723651002	0.192401700268725	0.749771070219912	0.0370067857798974	-0.144951595509901	0.641187792078262	0.482309768113075	0.577289211795003	0.308074119563854	0.624745022522218	0.590254317841594	0.799873086243736	0.332777392392153	0.550996277369846	0.742030853363422	1	0.727686841887408	0.439439647878851	0.480289337504384	0.761028067263714	0.512962407238443	0.759477332357418	0.387783310302987	0.474739058966932	0.511204205656621	0.249586942129841	0.636654841186537	0.762702965294717	0.447954569382633	0.196613936425822	0.437253180231338	0.208294114722692	-0.0124201619641799	0.4231766590547
TRADD	0.474426587825097	0.236419448831401	0.663637371070812	0.590773032711621	-0.0227043679820425	0.797015708214615	0.311676039418851	-0.519005711821074	0.0803244839824978	0.0396867206945651	-0.20697641607678	-0.142549203207359	0.621777446452562	0.415404457395664	0.618110872844508	-0.0831260755330558	0.658379145284645	-0.17803171269411	-0.253981394887829	0.722226334830607	0.334602603224084	0.698728315771811	0.257883330141476	0.785205916877631	0.569581527165778	0.69354576434052	-0.0646867123185959	0.131606123297505	0.723944485867374	0.727686841887408	1	0.151481792654854	0.398927175586396	0.70294555819101	0.283072025952402	0.427526003199246	0.236788027517816	0.514393966528192	0.447819273567681	0.161781396592296	0.360149301537009	0.75707103781783	0.337620175626709	-0.00598115875543674	0.427566029468563	0.131280296870422	-0.046587604501357	0.448068681940533
TSPAN5	0.560670561978066	0.494328770226428	0.493931863813638	0.544813411623041	0.467825091885249	-0.023641818251725	0.348372644097487	-0.0988208870279173	0.480622003584138	0.579470108655257	0.465481366644218	0.133968222262584	0.49227990782483	0.371263891958067	0.267230556174437	0.228897622742638	0.303917580304334	0.237298062575727	0.0579322292348585	0.379756801117367	0.417872797141911	0.267736051516734	0.430832030583847	0.0396612883894757	0.00751781943656681	0.197299364285432	0.216934811518454	0.53129756206653	0.341452367021166	0.439439647878851	0.151481792654854	1	0.00373440630595644	0.138879992164725	0.463680797704838	0.446534297385974	0.177964542187016	0.292090065772909	0.458110885289752	0.165405638348474	0.370993495426439	0.124904413463625	0.184428231742725	0.0910062231467215	0.1691648165934	0.204866126818497	0.214677251140944	0.279301109378806
TFRC	-0.0427783906969624	-0.318260357574767	0.0115300513874878	0.036765341615981	-0.255682894052053	0.165140976953959	-0.0787629706685349	-0.266636521448604	-0.126404060616062	0.120041380774213	-0.398548859190694	-0.0763825246105914	0.516436044001195	0.368303636668432	0.532120639083631	-0.036579642045045	0.530227242253546	0.146826078161359	-0.264802668310963	0.173425424462063	0.198746838113531	0.00834044763083237	-0.130661641358772	0.488790370515086	0.442140767174298	0.606582646853233	0.212142852801638	0.325554139326277	0.382724732852978	0.480289337504384	0.398927175586396	0.00373440630595644	1	0.633132433483467	0.423932500861688	0.341958922465568	0.560573575937027	0.511399176746183	0.451495922943707	0.488016545611181	0.547975425814281	0.651991345103782	0.53743461214123	0.44421443403627	0.368078463211124	0.517387029771688	0.295566815104963	0.476839417445742
CD69	0.258953468419477	-0.0133994471668719	0.472161106089518	0.447823221146892	0.076598769688289	0.443760165728451	0.419804191589639	-0.315821168132395	0.154228709212188	0.105738835061524	-0.238034747767941	0.0734509810148579	0.62155793102591	0.568775435778393	0.916454548461272	0.164445268457545	0.762800665481532	-0.237904674676498	-0.230044108965432	0.475703149218839	0.248201175491914	0.340961467500535	0.0971325085883944	0.609990810930233	0.469953913729045	0.822801640885933	0.295173858315408	0.387099238366177	0.583471444785107	0.761028067263714	0.70294555819101	0.138879992164725	0.633132433483467	1	0.309421734964865	0.50714122375962	0.292633354732265	0.288436621295537	0.317853775263498	0.171947763404252	0.431250760735699	0.909504301126983	0.356260024631292	0.0539181235283784	0.273619637188165	0.142398035609552	-0.037669802645888	0.303004200329062
PTPRA	0.400918157436117	0.0324472346711378	0.205113347821247	0.343451204039498	-0.0585433085429644	0.200877140528296	-0.0442440613604693	0.0738754313608681	0.379568686485769	0.581165858126405	0.0665804127710804	0.224769917355102	0.631717671050673	0.506632715054823	0.28763265290627	0.177861534600649	0.280136874973905	0.439039236460688	0.0489414814655645	0.301741053139245	0.302754405897077	0.270602262796918	0.0691312673917337	0.345419792042401	0.429509612055022	0.342238617502203	0.246764277053467	0.474636187188631	0.484560650442478	0.512962407238443	0.283072025952402	0.463680797704838	0.423932500861688	0.309421734964865	1	0.596208393226125	0.603350182574203	0.568370369482948	0.591234785053367	0.613869083747169	0.566539939896758	0.313106098889982	0.355659170402444	0.429604784307516	0.376180308864607	0.520641827663638	0.620947850651138	0.514598075050632
PTPRC	0.772676627227131	0.207344731825213	0.544682270954867	0.74432029619288	0.249894290801364	0.287973963181811	0.255643462161315	0.11774315878851	0.675877479727441	0.650811892207192	0.34470956538302	0.366398584004703	0.705192405592084	0.81799278311562	0.50919430507592	0.443029444312278	0.517966327793438	0.18188892988718	0.175892258083728	0.431311137027523	0.34924116191378	0.463949533734796	0.211066247364772	0.479127689086718	0.583331033075606	0.570858896191611	0.421890749456046	0.632268998614514	0.498405458863947	0.759477332357418	0.427526003199246	0.446534297385974	0.341958922465568	0.50714122375962	0.596208393226125	1	0.393383295119854	0.241291323977615	0.280514256365799	0.198618515042042	0.625612953406911	0.460828709944543	0.24674016116383	0.21305778037516	0.305726575547983	0.0185544166910553	-0.0456482909810396	0.172858813605948
TSPAN14	0.114013998841419	-0.0846243258529358	0.00958161286078195	0.0999442788319711	-0.196305762510122	0.099673956573618	-0.0509772084178319	-0.0608499580627324	0.0309859424684708	0.320287837223963	-0.0165381699908851	0.166207680404631	0.574399085615205	0.348063849729895	0.129177534082434	-0.0152382837532207	0.309620782238279	0.493361593300671	0.105788389043626	0.211035535084258	0.369111846232354	0.126015895387003	-0.0628473276695986	0.248009372435174	0.427419077132372	0.336910517522019	0.0703158156333457	0.243996848527404	0.450057180659854	0.387783310302987	0.236788027517816	0.177964542187016	0.560573575937027	0.292633354732265	0.603350182574203	0.393383295119854	1	0.580194081595247	0.555227379213276	0.615635174785699	0.488620945806734	0.261905233195255	0.577040107398526	0.591734272617722	0.498302000900294	0.575594818883032	0.368308028599774	0.59382628049664
CANX	0.182897001526005	0.0628358354659053	0.254087972483067	0.216322600810496	-0.233534445133547	0.409717072493866	-0.0568114926219129	-0.342369589343077	-0.0751652449139356	0.250974463040206	-0.168000918582738	-0.134673858949691	0.647705354244823	0.181339314679913	0.203065285655306	-0.125290623753159	0.347501858857009	0.311148844732399	-0.10761675099943	0.397347241982013	0.486407525944643	0.34416544441255	0.0988189484620466	0.481219041126032	0.425847567340345	0.343448806930904	-0.0255911243613417	0.178755051569706	0.696708533218581	0.474739058966932	0.514393966528192	0.292090065772909	0.511399176746183	0.288436621295537	0.568370369482948	0.241291323977615	0.580194081595247	1	0.852136500693487	0.66119782995468	0.423826388403651	0.36448807602834	0.605182045277701	0.49233801407675	0.649986129032342	0.819213365804668	0.530755326266317	0.877374721208
CD81	0.260547313271537	0.303870100217591	0.368640182202907	0.293045516399004	0.000367635995675849	0.2280070758993	0.103541140334683	-0.274992160630186	0.0701695540999519	0.389796036495403	0.00112796694996993	-0.0799270871949661	0.710086146343662	0.252248549769185	0.31323622493102	0.0386122342065482	0.387446962669148	0.340349115006709	-0.140055486013387	0.48724245144799	0.731767383022029	0.381232127174531	0.378771285207552	0.270493314690537	0.261334708407313	0.346700102745734	0.168899996599929	0.331669737648601	0.634408153323644	0.511204205656621	0.447819273567681	0.458110885289752	0.451495922943707	0.317853775263498	0.591234785053367	0.280514256365799	0.555227379213276	0.852136500693487	1	0.671801288593735	0.590445449741493	0.370935231916395	0.759195700325943	0.516278402741966	0.716785357482879	0.794884324045156	0.44877764443067	0.898188794869373
LPP	-0.044009955911952	-0.149156825069056	-0.0968167829427201	-0.0980578570080226	-0.394496710826099	0.157478229418008	-0.261136521636872	0.0923067537692308	-0.047968080893455	0.338364701065141	-0.144066392022275	0.0188316053783065	0.497829767631377	0.2278424949755	0.0620559776838303	0.0464787652578748	0.0872894013292211	0.401533415902554	0.0714863145769977	0.101479146335945	0.369243130488425	0.0640380406863557	-0.0124899205753007	0.199271580132146	0.357299584213401	0.25284167602651	0.199316694502178	0.323881669303683	0.425935378817524	0.249586942129841	0.161781396592296	0.165405638348474	0.488016545611181	0.171947763404252	0.613869083747169	0.198618515042042	0.615635174785699	0.66119782995468	0.671801288593735	1	0.450195667406643	0.208936967217148	0.470758828812479	0.621082148772549	0.52124462442486	0.739669974090933	0.639045832246526	0.708190690224127
TNFRSF1B	0.424404246281753	0.274836130930989	0.390597031335396	0.450117307875291	0.0794790836626099	0.138155987151852	0.0308901596179769	-0.0534948172353645	0.3578451818823	0.472703594387022	0.0472483177102104	0.0586700746379932	0.625085074917198	0.545246353209397	0.455698637399846	0.297820464115618	0.455428379823131	0.369751195452734	-0.140502862135338	0.438695739258845	0.66412141909904	0.333623614615333	0.36026415406719	0.317459578488973	0.380264306245372	0.570980177816641	0.445845479201512	0.510549310542235	0.394960526854556	0.636654841186537	0.360149301537009	0.370993495426439	0.547975425814281	0.431250760735699	0.566539939896758	0.625612953406911	0.488620945806734	0.423826388403651	0.590445449741493	0.450195667406643	1	0.443644187424206	0.623320511666236	0.4464362756278	0.57814817460068	0.372332815229201	0.0764403598763118	0.453548026176878
PTGER4	0.250787391437919	0.026392164740177	0.480966827626826	0.444163920360431	0.00883554237694477	0.519733910732703	0.334291230292484	-0.371719799093492	0.10542375466541	0.0463399846624062	-0.305142889291111	0.0497960954191832	0.611377506250992	0.50249162342971	0.863968207132207	-0.00273129827497524	0.753498520288561	-0.18931257218069	-0.313986300620665	0.541459878902637	0.297763261191033	0.430438137737321	0.17403345376471	0.674623269782187	0.541310253063382	0.811313663069704	0.276081307445	0.26239610723927	0.59457036237697	0.762702965294717	0.75707103781783	0.124904413463625	0.651991345103782	0.909504301126983	0.313106098889982	0.460828709944543	0.261905233195255	0.36448807602834	0.370935231916395	0.208936967217148	0.443644187424206	1	0.393653396947297	0.108515835161868	0.335841332635818	0.160307068442138	-0.00212678109707535	0.325667227090752
CD74	0.054442617838032	0.0833507717202247	0.163154766109882	0.105944871813877	-0.0444346472606216	0.137721563354061	0.0829641527223507	-0.208078959768811	0.000470748076299806	0.149218659241068	-0.0959732188546103	-0.0499595392645349	0.533882101488547	0.228107044970398	0.328036554178775	0.0250456967771022	0.370789317183329	0.271461338998126	-0.123716371132752	0.379076044809907	0.660631927763131	0.16705277587391	0.128169997338843	0.209987349252698	0.238963611326044	0.329357829467498	0.233338405529266	0.154135655529627	0.41860309444979	0.447954569382633	0.337620175626709	0.184428231742725	0.53743461214123	0.356260024631292	0.355659170402444	0.24674016116383	0.577040107398526	0.605182045277701	0.759195700325943	0.470758828812479	0.623320511666236	0.393653396947297	1	0.666571363637601	0.816323578953648	0.608991795839897	0.104682608546091	0.691745957395508
SORL1	-0.124546608620834	-0.266447984220825	-0.248160187822983	-0.162036281200302	-0.389090037081794	0.0366485832225816	-0.326897096682981	0.140058763024911	-0.0142367451172146	0.164056273658883	-0.0959356866553706	-0.00126391382818552	0.284114601030075	0.161053971872173	-0.0271102806836758	0.0180769815323986	0.02140146744463	0.557829973736633	0.13910753474787	-0.0761888741270039	0.332005791557122	-0.122162278540696	-0.196796016200224	0.10221256582145	0.257055422816438	0.100730408694067	0.224315274484504	0.190164382213288	0.243765826673147	0.196613936425822	-0.00598115875543674	0.0910062231467215	0.44421443403627	0.0539181235283784	0.429604784307516	0.21305778037516	0.591734272617722	0.49233801407675	0.516278402741966	0.621082148772549	0.4464362756278	0.108515835161868	0.666571363637601	1	0.646409378495054	0.600320915383898	0.404064448474854	0.488121482144942
VSIR	0.17474292237091	0.11541218868759	0.223582676680915	0.195762953313614	-0.165457693676849	0.385824448343293	0.0199867267404846	-0.127108280519322	0.201812823063148	0.170364743758453	-0.0441352621621556	-0.0668673373920189	0.580606226808371	0.204439332831057	0.203955644987896	0.0271715744234101	0.31583619244328	0.337575802476296	0.0410245582600357	0.459374911907789	0.621262304389253	0.369293865768961	0.173237381505617	0.303072020280248	0.328177631343682	0.265532829059676	0.140113531938912	0.171847385371496	0.497633446796153	0.437253180231338	0.427566029468563	0.1691648165934	0.368078463211124	0.273619637188165	0.376180308864607	0.305726575547983	0.498302000900294	0.649986129032342	0.716785357482879	0.52124462442486	0.57814817460068	0.335841332635818	0.816323578953648	0.646409378495054	1	0.548702108251871	0.116501477388477	0.702256784046132
APLP2	-0.161093643879121	-0.111908766430378	-0.114890908972541	-0.164782167115803	-0.259277798395386	-0.00662464566068198	-0.177810144797319	-0.140568216695775	-0.195497235631858	0.200825372812469	-0.193504345852123	-0.119321219759582	0.445635319318203	0.0337770302277755	0.0815124269514877	-0.0735798959189998	0.123142247765398	0.443907121155431	-0.0720328625859802	0.121218205164372	0.431809898606031	-0.0334620102754168	-0.0106852481195407	0.0967101018673287	0.12292277119311	0.136739693322588	0.0951219405027205	0.205697722495311	0.383703963922871	0.208294114722692	0.131280296870422	0.204866126818497	0.517387029771688	0.142398035609552	0.520641827663638	0.0185544166910553	0.575594818883032	0.819213365804668	0.794884324045156	0.739669974090933	0.372332815229201	0.160307068442138	0.608991795839897	0.600320915383898	0.548702108251871	1	0.639218995749633	0.842052847225779
SLC16A7	-0.190125094512476	-0.251412283508451	-0.26009343803066	-0.220901863223068	-0.343486887322238	-0.0173979926023107	-0.300533457588249	0.0122400406328202	-0.163664054785164	0.200102459854213	-0.164608485438834	-0.00297484979573764	0.197787061006554	-0.0308554477032871	-0.109691854204635	-0.0932961076994815	-0.0616011435195017	0.350063888516043	0.0413298987372327	-0.150173529206614	-0.0647533431054387	-0.149343097329348	-0.176561434525141	0.0722800660461999	0.113038025288528	-0.0153876261908966	-0.0185039670885349	0.171317955792733	0.247941302805594	-0.0124201619641799	-0.046587604501357	0.214677251140944	0.295566815104963	-0.037669802645888	0.620947850651138	-0.0456482909810396	0.368308028599774	0.530755326266317	0.44877764443067	0.639045832246526	0.0764403598763118	-0.00212678109707535	0.104682608546091	0.404064448474854	0.116501477388477	0.639218995749633	1	0.41767272143136
CD63	0.0967481024004208	0.106816353278179	0.191430240400066	0.125727593366805	-0.157029376988683	0.30268450992749	-0.00798815849969361	-0.242392669395723	-0.0254321583629887	0.244067802132656	-0.165211395893972	-0.102998633302148	0.654611354673977	0.204201291774127	0.2152083632158	-0.11072085140945	0.301442370686967	0.311143516177686	-0.126369696183259	0.435573512178374	0.604888453363964	0.262896391972371	0.14959878414478	0.308959371045543	0.298591216838328	0.313481345727946	0.0249970393316254	0.184585785726038	0.619769274071476	0.4231766590547	0.448068681940533	0.279301109378806	0.476839417445742	0.303004200329062	0.514598075050632	0.172858813605948	0.59382628049664	0.877374721208	0.898188794869373	0.708190690224127	0.453548026176878	0.325667227090752	0.691745957395508	0.488121482144942	0.702256784046132	0.842052847225779	0.41767272143136	1
