""	CD3D	CD3G	KLRD1	CD247	PTPRC	CD44	ITGA4	CD8A	CD8B	KLRK1	PTGER4	CD2	CD69	CXCR4	CXCR6	KLRC1	S1PR4	ADRB2	CD226	ITGB2	SIGIRR	CD47	ICOS	TFRC	TNFRSF1B	PILRB	SORL1	CD46	TNFRSF14	ITGAL	IL2RG	CLEC2D	ITGB1	SPN	C1QBP	ADGRE5	TRADD	F2R	LPP	TSPAN14	CD81	TSPAN5	RACK1	PTGDR	PDCD1	JMJD6	PTGER2	CD63	STX4	HLA.DPB1	CD74	VSIR	LAMP1	ATP5F1B	PTPRA	CANX	RPSA	GPR171	SMAP1	APLP2	PTPRZ1
CD46	0.626785481539007	0.593673468734267	0.668719038258445	0.670025451107853	0.634054698271855	0.569639719583134	0.605240540150623	0.585832244409701	0.586902193939629	0.620834218129908	0.579047708801125	0.603692735399563	0.552436604573168	0.616854891735851	0.569999900162738	0.629653411154649	0.559782152312942	0.639799753737484	0.634744247495745	0.586491083620925	0.560399335617813	0.810371766955122	0.505261251143707	0.878764838172885	0.536197100580925	0.866019877679384	0.641877140542	1	0.694342250930373	0.597488695595345	0.607649352314723	0.603009972462811	0.740075572946766	0.634412863931883	0.592786603126539	0.640585840873715	0.614308443793426	0.507541434917167	0.784488849170783	0.707326312511848	0.470811768006952	0.420986856008411	0.656538566382352	0.626263576595871	0.601768417935186	0.613167301758739	0.618636486129581	0.267794924392005	0.594691377415817	0.42105490106107	0.299652490365974	0.519850892956364	0.71694687330829	0.621656230027664	0.743412613994401	0.798315590956789	0.647153473855117	0.61043132700631	0.722442573010797	0.548986953390492	0.15377937649594
TNFRSF14	0.938197612276127	0.893589622939246	0.891721946116467	0.93028691747605	0.910866547532734	0.949851301397125	0.865170549794562	0.936283307966237	0.88924067790035	0.936341149854555	0.914727770142477	0.910438058609502	0.919376285170635	0.947049502437546	0.932024758860213	0.923502197180901	0.920208527355799	0.904171523744446	0.776682357262319	0.875081584834059	0.926331863330222	0.726638223066245	0.653226360432859	0.570752200547445	0.760036204042379	0.475964014283955	0.644317936727507	0.694342250930373	1	0.820201434105209	0.88897999675075	0.824931902984663	0.847599003303595	0.936906325275621	0.73949305691162	0.944424460122474	0.953086516541513	0.669168591358474	0.797891002092333	0.872769142194249	0.499395528417482	0.443177973168163	0.934763017477186	0.90792329105659	0.884342848184323	0.825614107673797	0.846343481611784	0.36373937979326	0.757637572548308	0.68994357341121	0.434651118494399	0.575881762690279	0.616716910761485	0.538215706723569	0.529228612306015	0.676694137159524	0.93687450939685	0.903790294002986	0.753515643414651	0.347694216813364	-0.395118803404486
ITGAL	0.941571494467989	0.963566731617421	0.897698843795667	0.939221637096649	0.963083215875455	0.815496148441541	0.958425903657478	0.715752086596234	0.949021480917837	0.887500549185351	0.929194241196635	0.952052003482016	0.886242325203099	0.902022080361656	0.885939887178482	0.845818506202786	0.917905362552175	0.632541839587407	0.880027419375779	0.72037349341564	0.903379645676897	0.675257624959623	0.913377009526145	0.396901295697969	0.929859058631987	0.459255599101737	0.430712185852377	0.597488695595345	0.820201434105209	1	0.962214115029908	0.966147315391118	0.911146175975976	0.939694990133306	0.816517751656319	0.85329222866099	0.880756622586783	0.253063267070052	0.677686820217769	0.728006421626131	0.215450296329427	0.0506212990753954	0.904743726015007	0.938214292144801	0.943435054267828	0.921212646751034	0.968753326448541	0.159489830698515	0.876045952073715	0.387040225591904	0.142949773899007	0.249776229721162	0.303933119167229	0.516442062442128	0.343136418725988	0.596191396973592	0.881124655889932	0.705705977655248	0.700907522196694	0.356948836139685	-0.418289852615419
IL2RG	0.979608193103728	0.992555340155905	0.950929135912371	0.974112758228612	0.994431463758246	0.898483719442127	0.994800408270379	0.805898312789409	0.993442466302785	0.961291313555118	0.957854198354579	0.993957418848133	0.941141023505256	0.957068999689997	0.939336858179408	0.921450726428079	0.945981651183817	0.745638707542511	0.927162576008089	0.756135441089935	0.951736484828774	0.71903713140098	0.89450795333528	0.414729484739984	0.94343701478447	0.426917239269866	0.480816532687798	0.607649352314723	0.88897999675075	0.962214115029908	1	0.98477174468155	0.870682232148246	0.967951178377011	0.826065635235705	0.915729457088194	0.943715851481645	0.370055805896603	0.754598440277185	0.798702405600801	0.238184238062327	0.131156741244646	0.927158166202685	0.981048708233792	0.992077807316688	0.958555039913375	0.985236679150322	0.157709736937872	0.887986574198757	0.437233972107999	0.164318458621594	0.277834062954215	0.338943428064308	0.500544087039478	0.366771072293771	0.623004138192729	0.913587465386788	0.767800703540215	0.6947286929193	0.352301507857779	-0.4344208073287
CLEC2D	0.946840764229153	0.974705590271039	0.92532538619171	0.946979688459067	0.979309068511806	0.827340418849447	0.985437783816556	0.712929178827306	0.976022988927049	0.915654284263506	0.922596036231051	0.970596634901657	0.898808111362245	0.915949701849033	0.891471446091199	0.874673061312114	0.906184411221046	0.663215227874509	0.929545206007943	0.691279328613059	0.904191664538401	0.718211810785245	0.951266179243251	0.385976676035983	0.975555816504945	0.441059500688988	0.443449832083623	0.603009972462811	0.824931902984663	0.966147315391118	0.98477174468155	1	0.862640832800364	0.938770359561118	0.844049630143014	0.849721486694877	0.900655646716285	0.246191520981388	0.725715388491868	0.739490852517526	0.179565345399468	0.0383599840700143	0.894824888668506	0.954603732513292	0.978610961681351	0.962213450804452	0.990353401735055	0.113210539695763	0.909020823152838	0.351596236943304	0.10958084350967	0.195359783515108	0.261986575951353	0.508799291368329	0.350088114101425	0.62216128428391	0.873134318191416	0.679824952609611	0.679562758821025	0.385029139020054	-0.373478191199985
ITGB1	0.877210824816503	0.863012429001932	0.853630693048484	0.893466956220576	0.88583372829695	0.755360034792225	0.858976926411646	0.707524292217351	0.84302666373151	0.815215876495205	0.834356175352999	0.861587699689118	0.787545725569604	0.833747785167867	0.803510970416201	0.79308781033681	0.828510109208485	0.663828391641656	0.832942574700967	0.797513979810359	0.840066354675244	0.717102479825386	0.801851897451444	0.628854018256023	0.825627986458688	0.56761658377136	0.576316203596276	0.740075572946766	0.847599003303595	0.911146175975976	0.870682232148246	0.862640832800364	1	0.876370362193285	0.800576930484051	0.829675747410007	0.82737811563172	0.39576156967036	0.738709941510934	0.774098422143057	0.470280206872334	0.206876925196851	0.904616159674144	0.855519875801565	0.846229040745194	0.844468416172217	0.88711677611747	0.4185552974367	0.797326555079837	0.526346660105107	0.365726672028716	0.499219127580749	0.499739442236431	0.680611346188325	0.485705373172697	0.726359683978203	0.879773493172449	0.731579660481027	0.810903438907209	0.470341036374773	-0.31125984625821
SPN	0.989977270556712	0.981893652527814	0.923227440886119	0.973307439436399	0.982714413787313	0.94773868446378	0.956602293451993	0.880377879716727	0.973357029804977	0.966379526510631	0.988925083259244	0.983245194117584	0.977617872155601	0.985678556663387	0.976365600048158	0.933418255975788	0.98795747120182	0.817774699603557	0.830812020415636	0.805588209327088	0.974634316604406	0.741073427784499	0.812897804855231	0.434743967949203	0.883958944800686	0.434095607186152	0.536282620498919	0.634412863931883	0.936906325275621	0.939694990133306	0.967951178377011	0.938770359561118	0.876370362193285	1	0.824133339025048	0.936589566507776	0.982308108995326	0.463256114560992	0.740262634712408	0.840173427855942	0.325439414162221	0.265334688511057	0.958631306839402	0.97212285602356	0.965771053326119	0.905558087166435	0.942189658653058	0.21594404051988	0.870487963586588	0.541630653893682	0.242632871916265	0.370186873624515	0.447782805032387	0.514320076659134	0.431905572770694	0.621795929054778	0.952379391391901	0.842333020958038	0.729714956542926	0.34603903288764	-0.425062819627055
C1QBP	0.803821322718654	0.833165507199668	0.820700744661468	0.804072017754971	0.846812271938735	0.708817429141421	0.845571553039388	0.643438144481909	0.835684025125987	0.808113997208144	0.797055829598954	0.821622546412685	0.786102511362461	0.808572917751114	0.76743311613315	0.777513733909033	0.786325142728824	0.674952079165849	0.769163714090921	0.65002499569512	0.778670829580243	0.802547110471928	0.781375900875274	0.35988841213685	0.825389265323975	0.319044427339492	0.553887998771636	0.592786603126539	0.73949305691162	0.816517751656319	0.826065635235705	0.844049630143014	0.800576930484051	0.824133339025048	1	0.701018062329649	0.778825038636432	0.220050307908447	0.671226336261607	0.731335831815065	0.462733655016341	0.225176887202665	0.855125392421055	0.838732335945876	0.841760067797011	0.901258229988932	0.838509847347796	0.341945923333235	0.894053668990174	0.430324069300459	0.256535668010783	0.241437155151004	0.269714256311888	0.772792730586942	0.540872714191527	0.804897186897352	0.836752713199456	0.598422066726641	0.795662183627634	0.643424248591143	-0.0179298216129868
ADGRE5	0.960429546056812	0.920494116579295	0.935890624098854	0.962106979264287	0.92080088060495	0.951089722258734	0.89476342928551	0.945048318515381	0.911361477938261	0.958145027000741	0.924268094725535	0.933432684503256	0.91941616206852	0.953997995904081	0.945343297148109	0.956820880704544	0.924882327684623	0.884952325628932	0.832549268397225	0.86764774464536	0.929456271987327	0.686191304693426	0.682507925761854	0.55022956560431	0.762034567059305	0.477467732533025	0.54655185224802	0.640585840873715	0.944424460122474	0.85329222866099	0.915729457088194	0.849721486694877	0.829675747410007	0.936589566507776	0.701018062329649	1	0.943478413400526	0.690921238381911	0.755874649615335	0.860368907535461	0.402382119710212	0.424184309711971	0.934133628875044	0.939225589794607	0.896540665513011	0.836556248888928	0.883600733060479	0.299073104688975	0.747794395214795	0.62475268139674	0.311613697317497	0.511836289873464	0.562221396095809	0.512876231125049	0.450124962451276	0.61080790941227	0.947771305554798	0.942323445888425	0.748073655138096	0.295253083418593	-0.479144196919203
TRADD	0.980621399373899	0.955599915758628	0.908262456508564	0.960804453794126	0.957554884703896	0.964634979108664	0.92585329551226	0.910933625839253	0.950516973837883	0.963369740149326	0.971188211793122	0.96510508891476	0.973046189380113	0.983238213166938	0.972315230776832	0.935479912074409	0.9763992354021	0.855323860176292	0.795768921715131	0.818940827879706	0.962337755387597	0.713441930784276	0.761207616055358	0.44394302774221	0.847027820403071	0.39970738947264	0.543741503573569	0.614308443793426	0.953086516541513	0.880756622586783	0.943715851481645	0.900655646716285	0.82737811563172	0.982308108995326	0.778825038636432	0.943478413400526	1	0.540451483145488	0.739119628264383	0.847337330962745	0.340503303117851	0.337646743285443	0.949413136857292	0.952167326027867	0.942587988368829	0.862810288113704	0.906750457595876	0.219699781159016	0.818563079466662	0.585281116945158	0.273220209293081	0.412490997069494	0.489597311504447	0.475977427760647	0.438035967562506	0.595139139185742	0.952963552076674	0.86942177838899	0.722942813375269	0.288160909047465	-0.460715998792242
F2R	0.498552929807363	0.378348047304522	0.516527301009192	0.517901407092292	0.391565997949372	0.630593381528783	0.333187419259754	0.784471581780915	0.369458593807603	0.546549711376172	0.440313075643332	0.416071545828255	0.468792454957847	0.527580978945231	0.526515039760122	0.60557470482157	0.45913966058104	0.78430558590363	0.330723294356228	0.675969323730386	0.469385222096237	0.422776502609132	0.0109335735437933	0.62657266706287	0.117498671749103	0.399352064119331	0.49133309947831	0.507541434917167	0.669168591358474	0.253063267070052	0.370055805896603	0.246191520981388	0.39576156967036	0.463256114560992	0.220050307908447	0.690921238381911	0.540451483145488	1	0.532040516729157	0.614581924276612	0.567430407521088	0.799826471891515	0.533823575091487	0.452181115212894	0.354139879824788	0.280633322559693	0.316585348612385	0.440952298541654	0.181999090334256	0.676674906628604	0.459597399526514	0.730962353843145	0.731747980025033	0.377476461370075	0.494789970310583	0.425954173973058	0.590017909125511	0.819707098791085	0.559302553644287	0.1350384808913	-0.224485669552479
LPP	0.751435184472135	0.732274647465978	0.766075163626294	0.758834816071571	0.773126837769848	0.732610795089664	0.75271255627649	0.701877213897455	0.739922284433583	0.766646905946313	0.721628261705403	0.751733272602553	0.711866653055177	0.757372133740491	0.719922947692635	0.755626896346269	0.694012309301503	0.739921717531947	0.756646762484979	0.642201264647687	0.724762302892568	0.836214876999857	0.604304093761032	0.67411172032628	0.696886446977947	0.607289303958076	0.73637992454275	0.784488849170783	0.797891002092333	0.677686820217769	0.754598440277185	0.725715388491868	0.738709941510934	0.740262634712408	0.671226336261607	0.755874649615335	0.739119628264383	0.532040516729157	1	0.842717538064151	0.433539306693163	0.269700230422063	0.742001496080483	0.748807896431372	0.753470848706589	0.751504600183362	0.733902616715615	0.244101332384726	0.721453721765996	0.46824331536191	0.325034071749449	0.505455675507988	0.533627394734438	0.535785843342893	0.565469442103931	0.759598941831881	0.725493967367888	0.672423301446839	0.692816791926821	0.543299878218327	-0.0720173519191044
TSPAN14	0.8406121511635	0.810705902411681	0.814556005781118	0.829469999116536	0.826200031809102	0.855959446144079	0.796436450062993	0.851489488829949	0.805105970179745	0.857782688983409	0.834747943076793	0.822345131021723	0.838692840775593	0.877676814793968	0.846402721865887	0.865839040143981	0.817040768117897	0.879663720821222	0.709008876067686	0.816592317741679	0.841741768197118	0.850047935277344	0.570910220836227	0.617868273742487	0.703175416920586	0.470356196099476	0.794294268256561	0.707326312511848	0.872769142194249	0.728006421626131	0.798702405600801	0.739490852517526	0.774098422143057	0.840173427855942	0.731335831815065	0.860368907535461	0.847337330962745	0.614581924276612	0.842717538064151	1	0.566432965829212	0.4139686254022	0.865996237541233	0.835446629321184	0.805868383534878	0.786666062040915	0.754239555959107	0.366834681552491	0.786511688375967	0.71984136108321	0.482913911394169	0.58548983476101	0.590910229779456	0.553890802702745	0.544364458096173	0.722656526789248	0.856198586790444	0.84377170880346	0.740998215981431	0.507829467936228	-0.227548436722957
CD81	0.319285553528352	0.24542278640813	0.383482380234084	0.342609750037823	0.289074154588258	0.330089714641349	0.218839146955215	0.46625702754625	0.229082833229571	0.337920968799545	0.260101646319466	0.25131931964405	0.267806956309329	0.354313028546485	0.292505245335237	0.404623892036357	0.273653874808589	0.577480299350838	0.247200819338926	0.697526292492104	0.315486443115107	0.452529748489007	0.057671031361709	0.520533742530635	0.160171580105553	0.259745344572127	0.78795554145726	0.470811768006952	0.499395528417482	0.215450296329427	0.238184238062327	0.179565345399468	0.470280206872334	0.325439414162221	0.462733655016341	0.402382119710212	0.340503303117851	0.567430407521088	0.433539306693163	0.566432965829212	1	0.634246432395797	0.525538800762884	0.313210781157018	0.23238767789954	0.308357486542203	0.228620760784934	0.905595508375747	0.296305233706205	0.819886812817882	0.850941412990547	0.804387180274505	0.642093791700758	0.745148084534012	0.595463339311588	0.709765825917816	0.524537223390995	0.526744370601894	0.669009095424077	0.670477191649126	0.0985294722940649
TSPAN5	0.270691419516351	0.166407385932899	0.32941932747876	0.295405394600901	0.169408486598213	0.389610454869144	0.104988724216462	0.586256559280971	0.156047795589208	0.340267708171375	0.225800929860328	0.176773842519873	0.266644388451845	0.320313001818993	0.2999137475188	0.417978812315063	0.261249182763987	0.663902440054385	0.0639570059309657	0.463603817066611	0.230749076084698	0.310417790331819	-0.168099214454063	0.475034373523679	-0.0965444285237988	0.303843150674334	0.398234775095866	0.420986856008411	0.443177973168163	0.0506212990753954	0.131156741244646	0.0383599840700143	0.206876925196851	0.265334688511057	0.225176887202665	0.424184309711971	0.337646743285443	0.799826471891515	0.269700230422063	0.4139686254022	0.634246432395797	1	0.374077625076382	0.268493373441345	0.139739276494318	0.123128409682783	0.0888643173501131	0.434103691758353	0.101530671281326	0.54962206788574	0.381164913427546	0.55706941078698	0.695039746650287	0.479379686709266	0.644315742685119	0.462791290446982	0.443262593451458	0.616626651857688	0.551387542177156	0.232106316229786	0.115893444943572
RACK1	0.964586464428587	0.937533117774999	0.935375693418058	0.963861452697781	0.947111938739496	0.898211112047701	0.911408371470004	0.873446651195683	0.922596590471639	0.934476199506855	0.929261754348155	0.939240734120345	0.915404445015578	0.957808087176594	0.927186810645333	0.935243607764066	0.931675070919041	0.844923007176118	0.832200532279055	0.903551819392447	0.925867578946711	0.742223378715219	0.77675063364489	0.516878150002653	0.845987285983785	0.435750125316196	0.646830739284681	0.656538566382352	0.934763017477186	0.904743726015007	0.927158166202685	0.894824888668506	0.904616159674144	0.958631306839402	0.855125392421055	0.934133628875044	0.949413136857292	0.533823575091487	0.742001496080483	0.865996237541233	0.525538800762884	0.374077625076382	1	0.945876421793771	0.913365379852786	0.89128947543647	0.918683702268787	0.429853919139073	0.845094165320453	0.689643043603207	0.437522024691752	0.53122911970741	0.520681637610833	0.675062449046874	0.493065183271141	0.722520651625269	0.994020877296929	0.883837128921227	0.852611096811192	0.474391722453407	-0.394683044352188
PTGDR	0.982197709833253	0.98806089683761	0.973214786792542	0.981599714705069	0.984723061929912	0.925590588898255	0.979996803999578	0.869239966774344	0.988152307336293	0.987664987804962	0.962842561785334	0.98590762316791	0.958505954233266	0.978202668729932	0.958890562237706	0.968975450544711	0.95498787919582	0.830887155632951	0.893366619669248	0.783957967651598	0.948677448261433	0.745185258398115	0.829424207459566	0.437181896902755	0.889016360755041	0.42519451218573	0.513526547317159	0.626263576595871	0.90792329105659	0.938214292144801	0.981048708233792	0.954603732513292	0.855519875801565	0.97212285602356	0.838732335945876	0.939225589794607	0.952167326027867	0.452181115212894	0.748807896431372	0.835446629321184	0.313210781157018	0.268493373441345	0.945876421793771	1	0.980559052623482	0.955055038938045	0.960464282933722	0.204813244815423	0.877338900478004	0.495420825205214	0.193343719969024	0.315957752244434	0.398252796296539	0.540999295058829	0.425970695820211	0.657775734930303	0.942856701664772	0.836513184682488	0.740147709419593	0.37842912738174	-0.399159313233065
PDCD1	0.969428096483589	0.988750061988806	0.937626045486172	0.958488170159811	0.988626891445041	0.906031775000955	0.992500717917524	0.807792949502875	0.994879397376452	0.96556591241945	0.959950010090345	0.989898646868633	0.952485212407173	0.959603747186859	0.944339038235774	0.921381809824722	0.945669298422657	0.759642873917587	0.904520625103198	0.722878091366976	0.95383005438848	0.745266877118912	0.877010524978957	0.388113481945172	0.934528703161347	0.398281937334309	0.483365788342248	0.601768417935186	0.884342848184323	0.943435054267828	0.992077807316688	0.978610961681351	0.846229040745194	0.965771053326119	0.841760067797011	0.896540665513011	0.942587988368829	0.354139879824788	0.753470848706589	0.805868383534878	0.23238767789954	0.139739276494318	0.913365379852786	0.980559052623482	1	0.964015289673959	0.969611437325459	0.130596946072133	0.904246476032025	0.419558006622452	0.139762813076985	0.240629397374853	0.315628498415008	0.493768328889167	0.38273653624313	0.630196297779473	0.899563953519779	0.75225342735849	0.672832374432183	0.370883764663033	-0.38513963345519
JMJD6	0.915731718287497	0.950154580501558	0.939363345026305	0.920762046071041	0.955400357892465	0.817475146795762	0.969571532231341	0.73166957214404	0.959825316819861	0.925168488795797	0.890164813420873	0.944255483015761	0.880424247443928	0.904943859451656	0.871089428318187	0.896706202797539	0.869372481397711	0.728745849470714	0.92843138951142	0.702051534057788	0.885635322146553	0.771472173431899	0.88394698198988	0.400998113031044	0.927027914295015	0.403907980210603	0.521389284685511	0.613167301758739	0.825614107673797	0.921212646751034	0.958555039913375	0.962213450804452	0.844468416172217	0.905558087166435	0.901258229988932	0.836556248888928	0.862810288113704	0.280633322559693	0.751504600183362	0.786666062040915	0.308357486542203	0.123128409682783	0.89128947543647	0.955055038938045	0.964015289673959	1	0.954246848555226	0.208874137803688	0.923189907087122	0.407017541871197	0.185462135199945	0.221684540121293	0.264362483478434	0.605096456127789	0.434108553811815	0.719448478181802	0.870790265202063	0.689345799864351	0.717087162809262	0.503307190433969	-0.247618429654419
PTGER2	0.957537132834043	0.971778872216865	0.949111680455738	0.967343455919395	0.97993703603006	0.836518323585522	0.984279010392233	0.740312301369554	0.970231667088848	0.924150390909446	0.91897550126013	0.971993817043183	0.89300994046605	0.92217258229622	0.895253671657933	0.892805955290129	0.904778390624681	0.690524240853448	0.947670816743146	0.740054239847447	0.902076564417784	0.718030200774286	0.935884024909557	0.440884694460447	0.957650688898784	0.454721346451574	0.455813132414865	0.618636486129581	0.846343481611784	0.968753326448541	0.985236679150322	0.990353401735055	0.88711677611747	0.942189658653058	0.838509847347796	0.883600733060479	0.906750457595876	0.316585348612385	0.733902616715615	0.754239555959107	0.228620760784934	0.0888643173501131	0.918683702268787	0.960464282933722	0.969611437325459	0.954246848555226	1	0.179351274750005	0.890466484331857	0.399762166504509	0.15729231612266	0.270315653195847	0.307026994701975	0.548431532798557	0.346013663094478	0.637935017004374	0.901306920938907	0.729030644598871	0.728619332548439	0.384055193144528	-0.4038349564045
CD63	0.224558120992437	0.149181557753018	0.308299105604781	0.262575792351138	0.195133490371729	0.178514843199722	0.132754241330145	0.316614425445157	0.131026948074611	0.212645555665623	0.13250921838115	0.156763156453423	0.12638517517872	0.221842098587797	0.160149683747026	0.284652214962867	0.152849287374859	0.394907153764598	0.226880714136297	0.66765753685296	0.202310191926401	0.242827072839237	0.0616992340591683	0.385792444381243	0.114053381888025	0.0838547591746173	0.606184907641357	0.267794924392005	0.36373937979326	0.159489830698515	0.157709736937872	0.113210539695763	0.4185552974367	0.21594404051988	0.341945923333235	0.299073104688975	0.219699781159016	0.440952298541654	0.244101332384726	0.366834681552491	0.905595508375747	0.434103691758353	0.429853919139073	0.204813244815423	0.130596946072133	0.208874137803688	0.179351274750005	1	0.143319831049427	0.738372375694017	0.826884008224873	0.764996045897571	0.454506019428168	0.673339832818362	0.298486980376479	0.522667020113111	0.426165042276732	0.409955294589986	0.566831801265297	0.555247415166169	-0.0818570745689647
STX4	0.84972556863207	0.888825803583348	0.827630703750553	0.840818625722243	0.897022836067528	0.757093336329178	0.9020458406063	0.64064557961362	0.891924933367895	0.839034031674277	0.856700942278593	0.87905308722285	0.842364057923441	0.855668634211487	0.819485387673098	0.79747387513189	0.83236903185599	0.65839174546042	0.810279871206266	0.615635044283449	0.843802909656404	0.793232660562607	0.850991597170243	0.353859151947695	0.904873355862232	0.401761033996396	0.56642790485187	0.594691377415817	0.757637572548308	0.876045952073715	0.887986574198757	0.909020823152838	0.797326555079837	0.870487963586588	0.894053668990174	0.747794395214795	0.818563079466662	0.181999090334256	0.721453721765996	0.786511688375967	0.296305233706205	0.101530671281326	0.845094165320453	0.877338900478004	0.904246476032025	0.923189907087122	0.890466484331857	0.143319831049427	1	0.384443653863792	0.184812166310977	0.180222373828365	0.289963176179699	0.581406863937739	0.47275458628715	0.706427821670778	0.812620190447115	0.600654995611142	0.686599709374499	0.558416294564218	-0.131896578423728
HLA-DPB1	0.547016318667253	0.45873200554875	0.517815502361262	0.539662777003915	0.481966478699088	0.593004869600881	0.400875133174262	0.688501336128906	0.435066063375574	0.53622787526423	0.5073905989834	0.475343025964547	0.523716965396031	0.592684165344744	0.553247329842845	0.605685436739467	0.522469863420247	0.728910722566318	0.352018942590776	0.870600632447773	0.554123568327909	0.444392646454024	0.188632584625728	0.472397481244091	0.333906846041894	0.222811920386675	0.799185084121513	0.42105490106107	0.68994357341121	0.387040225591904	0.437233972107999	0.351596236943304	0.526346660105107	0.541630653893682	0.430324069300459	0.62475268139674	0.585281116945158	0.676674906628604	0.46824331536191	0.71984136108321	0.819886812817882	0.54962206788574	0.689643043603207	0.495420825205214	0.419558006622452	0.407017541871197	0.399762166504509	0.738372375694017	0.384443653863792	1	0.897560704776639	0.853933555924488	0.655484432602381	0.513361955030145	0.390761488165635	0.516006767367052	0.686285154481301	0.755886212615775	0.62148079683043	0.429973410798157	-0.33206297118463
CD74	0.247271070608122	0.163836112626449	0.249288450175058	0.252931126494741	0.211836950891031	0.255291428539724	0.129362503944163	0.350834110001012	0.141243260147972	0.217197062385329	0.186204223657829	0.180232051785512	0.193174945288682	0.279923634404172	0.223100245965438	0.295916958244251	0.196999813366892	0.439430579530947	0.167396131379091	0.684508344558569	0.25421798311815	0.265403330311559	0.0286937181255907	0.416814328272358	0.150385878656013	0.159123921120127	0.773664829801262	0.299652490365974	0.434651118494399	0.142949773899007	0.164318458621594	0.10958084350967	0.365726672028716	0.242632871916265	0.256535668010783	0.311613697317497	0.273220209293081	0.459597399526514	0.325034071749449	0.482913911394169	0.850941412990547	0.381164913427546	0.437522024691752	0.193343719969024	0.139762813076985	0.185462135199945	0.15729231612266	0.826884008224873	0.184812166310977	0.897560704776639	1	0.845017552256515	0.545288546684027	0.486148127655652	0.299781064091181	0.455371050790919	0.41247568781061	0.444859940478984	0.468872150852044	0.488117846517613	-0.147390639380846
VSIR	0.39074713778372	0.271794338000409	0.396845232546972	0.412464649702237	0.321374278285752	0.402999805634031	0.233969891861576	0.537800619667522	0.243367458041424	0.353137229182759	0.30562301214689	0.299275512270452	0.294872004959222	0.393285538411572	0.348069450553413	0.428349849737393	0.320619272628204	0.58516111076766	0.295183862251138	0.763279639266396	0.348021463666607	0.373936476618021	0.0721052728582518	0.697046540694431	0.163489724457249	0.394492409733262	0.742988695346297	0.519850892956364	0.575881762690279	0.249776229721162	0.277834062954215	0.195359783515108	0.499219127580749	0.370186873624515	0.241437155151004	0.511836289873464	0.412490997069494	0.730962353843145	0.505455675507988	0.58548983476101	0.804387180274505	0.55706941078698	0.53122911970741	0.315957752244434	0.240629397374853	0.221684540121293	0.270315653195847	0.764996045897571	0.180222373828365	0.853933555924488	0.845017552256515	1	0.738875488586877	0.524883176438028	0.376074339174236	0.531580432638562	0.534081880805741	0.650080681984864	0.614390708879122	0.440339850037244	-0.224394206471394
LAMP1	0.438635374527737	0.346873293223238	0.436039316106883	0.461465277284496	0.376310321753143	0.498262934331326	0.299900336841013	0.602633046648088	0.324469853617632	0.44094749861826	0.395337944891644	0.362159677957909	0.400011743868942	0.463490918499622	0.436452265686996	0.485188068350303	0.4152747071193	0.636087921072482	0.288943954578748	0.626918883065483	0.423488588755867	0.447740140279632	0.0902956202468784	0.754796510227525	0.186027385818537	0.683134389896426	0.661281724106347	0.71694687330829	0.616716910761485	0.303933119167229	0.338943428064308	0.261986575951353	0.499739442236431	0.447782805032387	0.269714256311888	0.562221396095809	0.489597311504447	0.731747980025033	0.533627394734438	0.590910229779456	0.642093791700758	0.695039746650287	0.520681637610833	0.398252796296539	0.315628498415008	0.264362483478434	0.307026994701975	0.454506019428168	0.289963176179699	0.655484432602381	0.545288546684027	0.738875488586877	1	0.457867377351938	0.669604325191701	0.573176496339609	0.537847610241606	0.653204517189782	0.560936847197805	0.328291683602334	-0.0345551116983799
ATP5F1B	0.517571079816696	0.491784748195276	0.62377267821077	0.56308647160605	0.527139857349794	0.398997840857258	0.504372326784106	0.460104676578249	0.478718279092734	0.510830312616692	0.435712241046554	0.483498649853751	0.409502575543434	0.498969031465072	0.431374991885584	0.544150789788533	0.436083623063218	0.549354385397469	0.575135351641206	0.632337701289741	0.445801256478951	0.633972216846184	0.46309910124822	0.574522325391629	0.46413389084225	0.433012249331898	0.601350336543267	0.621656230027664	0.538215706723569	0.516442062442128	0.500544087039478	0.508799291368329	0.680611346188325	0.514320076659134	0.772792730586942	0.512876231125049	0.475977427760647	0.377476461370075	0.535785843342893	0.553890802702745	0.745148084534012	0.479379686709266	0.675062449046874	0.540999295058829	0.493768328889167	0.605096456127789	0.548431532798557	0.673339832818362	0.581406863937739	0.513361955030145	0.486148127655652	0.524883176438028	0.457867377351938	1	0.647229976041234	0.881894377489154	0.673695795180057	0.51882436130512	0.871844157536218	0.797282241432147	0.201631509774694
