G1	G2	Consistency
VerMES	VerCL	0.06952336605451646
VerMES	VerNL	0.08821633661881526
VerMES	VerPN	0.1461737214353019
VerCL	VerNL	0.004015526368313038
VerCL	VerPN	0.022360663815883364
VerNL	VerPN	0.01033218664901231
