""	ITGB2	TREM2	PLAUR	CD93	LRP1	CD4	CD44	CD68	C5AR1	ITGB1	PTPRC	CCR1	ITGA4	ABCA1	APLP2	C1QBP	CD36	HLA.DPB1	CD33	SORL1	CD47	CD74	FPR1	PTGER4	HAVCR2	SDC3	C3AR1	SDC2	SCARB1	LAIR1	TLR1	MRC2	ITGA6	TLR4	TNFRSF1B	RXRA	CD163	TSPAN15	LILRB2	CD81	LILRB1	ITGAM	TNFRSF1A	TLR2	ENG	IL6R	NRP1	PLXDC2	GPNMB	AXL	ADCY7	SIGIRR	ACKR3	STAB1	ST14	ITGB5	C5AR2	TNFRSF14	TNFRSF21	TLR7	ASGR1	TREM1	KCNQ3	VSIR	THBD	CD46	CANX	ITGAX	TFRC	KCNN4	CD180	SIRPA	UNC5B	CXCR4	FPR3	ADGRE2	TMIGD3	RHBDF2	RACK1	PECAM1	ITGA5	ADORA3	LPP	MERTK	SLC1A5	CADM1	PTPRJ	TSPAN14	SMAP1	AMFR	ITGAV	ALOX5	PLXNB2	CD69	IGF2R	ATP5F1B	CD63	SORT1	CD9	PILRA	TRPM2	GPR84	EPHB2	NCSTN	TRADD	TNFRSF12A	CD82	NRP2	ADGRE5	IL2RG	MCFD2	NOTCH2	JMJD6	LAMP1	LRP10	PTPRA	ERAP1	RPSA	CLEC2D
ITGA6	0.778086685551855	0.833811319475787	0.696322164423887	0.80738874524767	0.624092663392886	0.776121269710575	0.596293855803772	0.464856381215187	0.421516029707022	0.794240447902722	0.779207108623416	0.606674586216731	0.797440426715942	0.0474645394664861	0.759384101966277	0.602946157922647	0.247066646597144	0.614028460556211	0.754161383143716	0.818983558369985	0.755544027656036	0.713503968858665	0.817243259124264	0.769199134535162	0.791525736402211	0.468708623670576	0.814128762450933	0.194242315514294	0.744173570520613	0.862020268777728	0.774504305348822	0.827982347038705	1	0.684685784857911	0.682264589305494	0.616540768564688	0.694574494888391	0.777433118772875	0.739742336374992	0.809450131225931	0.830969882558365	0.704002606015595	0.819752222464989	0.811370719544959	0.781043787098803	0.539099640017682	0.685662299856237	0.869917211634957	0.0802108650518052	0.64685755073056	0.797562907506221	0.709034003243999	0.413613620646874	0.687649334886528	0.718912486045259	0.553186881880742	0.329033684873036	0.456677165724541	0.597402164952163	0.790138155675528	0.6091914122848	0.356956235268157	0.735870165621001	0.771602396214727	0.568814898800894	0.75135022422834	0.722352831726519	0.15314689311539	0.665168907190145	0.58246310070755	0.549076225299451	0.828155129780176	0.796496045363543	0.611079048369139	0.699807651443419	0.801752965499301	0.531495439353301	0.784605968302999	0.686714134349497	0.652517955512017	0.508100689556379	0.754906178476736	0.733565956384526	0.664211296903461	0.665019276655558	0.655629934991979	0.766976945992459	0.767718525180029	0.664594569952627	0.596448913373791	0.823311846339136	0.753258927491933	0.717396341276698	0.715593193861339	0.355442588779816	0.655362218693155	0.735397937892042	0.67035266416339	0.676175708819437	0.345255857213514	0.78279524628418	0.745563899951162	0.701115029305447	0.781762815308282	0.755946172319544	0.561595466095265	0.485704202323959	0.472772370470949	0.709530598125056	0.666009923846312	0.673471862351995	0.549073028575818	0.527330093729655	0.518320867514474	0.733175522830802	0.781490690936069	0.77097490105008	0.619963712280977	0.695780947627786
TLR4	0.694128173714034	0.770704206914829	0.764380408421124	0.694100846884221	0.870389135814458	0.81814946710489	0.68430931496228	0.804302791207222	0.792646324620426	0.835584266480305	0.659134813458029	0.745470148364344	0.570823202574064	0.516066696386937	0.852740306015178	0.412521900312924	0.42627924663945	0.604482034695557	0.679211292795669	0.673054629317029	0.653751412136439	0.678629511978	0.671109485470167	0.657242144797736	0.708209094568174	0.720408861827206	0.767450122621523	0.577351059198975	0.746871069279379	0.775718487583321	0.722191660520546	0.668256590175971	0.684685784857911	1	0.817133634166529	0.608152685992554	0.832134534883017	0.700839621467095	0.708214118578417	0.831777844360255	0.769113566589008	0.747240824146328	0.766722652627311	0.799277610617168	0.733727055516236	0.575599074675085	0.771018225274007	0.780737802816406	0.526648724759395	0.605658567141306	0.726954456407533	0.666157987622085	0.47759145346953	0.743439516330594	0.686428230718685	0.753100988514267	0.505152759889089	0.762619137043057	0.724698064004461	0.697238180355541	0.443973525952299	0.454037402964646	0.744106632345909	0.613123538586263	0.500414579334373	0.780696991293529	0.720079750584343	0.598274190529984	0.804300161729901	0.391414995520778	0.471004382481944	0.815895403005754	0.740132868314506	0.549920994433526	0.825246418557646	0.7991900115476	0.726712221283074	0.792868877774754	0.599719171125521	0.757039925227084	0.546062118437588	0.753070016535374	0.836454763940531	0.804326469245555	0.462469014754799	0.757729960761324	0.760303337686489	0.852379390079489	0.749364153462381	0.758761898164338	0.855080125717446	0.584770140270535	0.73439602276415	0.456421484065531	0.651746011718275	0.480017992435545	0.776938676188359	0.612423958617081	0.78567651949378	0.653719741792187	0.707893026157302	0.623438867599098	0.773871571474137	0.731683360926769	0.746229455532501	0.479188695723227	0.730654262831821	0.759733292455437	0.692541914601807	0.635782443543106	0.718376420991089	0.720453469679913	0.542056637820925	0.809744459906056	0.767678727834104	0.688908335486411	0.679255615668844	0.459377648127173	0.762515201918911
TNFRSF1B	0.798663270184914	0.781033652146367	0.813227470289947	0.622786733520936	0.766026796546261	0.770822798400502	0.764548222311973	0.752489768548872	0.735417871264659	0.847665528073355	0.780207956066725	0.728888727678544	0.655555597033096	0.500431283669301	0.820900192903336	0.486220380172077	0.373089812792031	0.626198049230449	0.725988126340195	0.761199797116612	0.674262424558384	0.696556890551739	0.725657283296611	0.72853727204747	0.778399227803725	0.499013480318152	0.797492299433885	0.549471323929261	0.751040284433391	0.763215867959978	0.772017591105031	0.668622158111526	0.682264589305494	0.817133634166529	1	0.644181233523262	0.709230601512814	0.68977157340213	0.681717249634477	0.769918692053147	0.761112761277958	0.7607414873798	0.782546777257003	0.792146681656164	0.691321521346399	0.630201636232667	0.669275148505869	0.809476108277763	0.540197790941106	0.665730894014394	0.737264328852208	0.773524504916971	0.535093343553286	0.575078398127781	0.655462642931663	0.624553302346287	0.535971401621381	0.802743131967546	0.659846259120755	0.693095971411966	0.518629193857858	0.525463563344552	0.763238800675737	0.734018357185284	0.510069265964865	0.839940810348244	0.751355848586882	0.581342711827559	0.783102150545688	0.460255876841343	0.583717734166112	0.78737979068561	0.693137025336107	0.697407296401641	0.708064591015137	0.797054083684999	0.646488652421012	0.818769725597923	0.701038182052363	0.704462538144392	0.560440416913544	0.692491169467293	0.836689124406827	0.63293146959043	0.531819483706985	0.750080468414999	0.704173346555551	0.819720996602287	0.812141863620372	0.773745010781008	0.80408630579136	0.657112871324011	0.730025241115595	0.604049157966237	0.617479332416803	0.564461215804939	0.782008027369774	0.686772975194501	0.83437007286364	0.618621649819549	0.657321742521182	0.66209916912041	0.690208258653657	0.736415858743692	0.796813664776722	0.531998417811863	0.664711875230955	0.724032674760937	0.724605916516978	0.728904283690202	0.739020959917013	0.750274870556729	0.667592415185298	0.758557818637583	0.816174916647886	0.720463092240245	0.637948027958761	0.56732578351623	0.771449808919362
RXRA	0.839606367012748	0.618309584399864	0.842860518004344	0.733488909373555	0.621966612258571	0.806681962232287	0.890154441634106	0.479163773591844	0.280765899859181	0.815659422705563	0.785766400648364	0.771805864708202	0.825910001450693	0.339170841980289	0.810126940457763	0.760415468204667	0.673476713467117	0.209620645912071	0.828685820210706	0.706266197777933	0.819576079391531	0.318144033575826	0.567603680492545	0.574358911144359	0.781077462806013	0.254612583295961	0.656088019198677	0.415040516648498	0.700179237186553	0.726479251604494	0.521353708406667	0.669687421240494	0.616540768564688	0.608152685992554	0.644181233523262	1	0.648718295689258	0.78147626371922	0.599987543277896	0.779693779218262	0.61596246305839	0.86440097576652	0.78840933015641	0.728031557467021	0.81365000564897	0.800880934261942	0.673277507660168	0.667057470127229	0.418171310184364	0.294633205825242	0.746349782055512	0.813514421776375	0.757353216554669	0.548270581319754	0.849538856051056	0.597243222127858	0.664384756096703	0.576828768432208	0.767455799739174	0.545411660989536	0.834283497367906	0.805525042252861	0.589067619545908	0.616011694434005	0.848407442527822	0.714338263879835	0.873578756732249	0.413819778352199	0.565759203904981	0.802324038926021	0.823921424758784	0.784900743477607	0.485017075481568	0.592955600994075	0.681416968017216	0.586528481560881	0.436725760670374	0.585837286650523	0.844825852150966	0.284404666456948	0.863833265387864	0.414878693728535	0.77682448900675	0.457373928644835	0.757968075721721	0.382563026937371	0.769405671588304	0.684868297519114	0.821411245315886	0.753723164081433	0.595420193239587	0.834070383735923	0.852149030511957	0.663721916191769	0.597059965036349	0.800028927109841	0.826650625988143	0.693125617812239	0.612442139664345	0.0713844735870858	0.708330287246721	0.723559924046061	0.694068416809265	0.783231928488309	0.753123280568132	0.830964525825684	0.682266535649994	0.728254356300038	0.818840580198216	0.703336292466895	0.859922332854238	0.690530051156637	0.764177138702593	0.624984940822414	0.725493034990686	0.823217918315216	0.720115175453905	0.826156538517285	0.606357181606756
CD163	0.718572692431625	0.832949997941246	0.798160199114548	0.825137230063442	0.918417964346676	0.895245817858442	0.612870570585172	0.802535822576726	0.650156165083687	0.87137743626705	0.616022156961292	0.824802016274368	0.601712946817866	0.410026935441211	0.916286620596335	0.46793718282578	0.572792058757831	0.488863449182421	0.71709879498235	0.617873879889897	0.703178429403794	0.593195670798965	0.674030476714754	0.562559259097206	0.721409738187486	0.805938013555995	0.779676713893201	0.530818787057372	0.782770810802397	0.853463854927333	0.69485093572515	0.720812507112386	0.694574494888391	0.832134534883017	0.709230601512814	0.648718295689258	1	0.840813024345646	0.745508072551197	0.931365745118984	0.798337023087703	0.776213210492842	0.797087133403483	0.833811397522308	0.875199899611368	0.544358202283292	0.930685176318215	0.754136456483221	0.467557616311245	0.462809483104195	0.770906485867537	0.601706679514887	0.551251402290156	0.902463631196099	0.838032106565031	0.883563583686813	0.466921328100616	0.656437673802448	0.789617734126001	0.734379637833156	0.525390883330595	0.532491406756777	0.70280428165936	0.536787613793752	0.591131407906578	0.747056863254553	0.761844527777703	0.514649251687836	0.705566337001178	0.501386395768552	0.487590730230609	0.874048505398855	0.755860399136174	0.399076423793919	0.922077861971034	0.791110663058465	0.848571542273258	0.772883091778662	0.565887295034483	0.657697988903807	0.614710386595158	0.821269282031636	0.814607002388765	0.888432264206669	0.521550135016881	0.64638496622515	0.827683934896533	0.833193016646595	0.702630260234826	0.687492112792415	0.801476188600282	0.607633979338279	0.775215578250365	0.359128647510139	0.664255068714161	0.527355536119036	0.855255968128545	0.489534826417281	0.703975904543154	0.53315901807836	0.803549450847225	0.633231745544474	0.838673577188724	0.781043347997852	0.740539487324423	0.604877072115563	0.78805984173719	0.725233847415819	0.662719392192748	0.506388734745455	0.748573651481207	0.586809634950441	0.501570147299948	0.855010414509296	0.68512133927687	0.661934413466041	0.757830366674779	0.46475840426771	0.608790324571799
TSPAN15	0.872433804696131	0.847431340269894	0.858540065693549	0.881122501139818	0.741612636367679	0.866952260221392	0.749536349494088	0.597835058298257	0.421613735458222	0.880209628752154	0.820359953707226	0.790334342945573	0.850522551585098	0.173412670158381	0.884937767774592	0.751598711018604	0.573496267044453	0.497641957936382	0.876080680560224	0.799635750429248	0.88477981743246	0.60629489927008	0.775070662557219	0.700430779784117	0.854408545564469	0.497220015575602	0.854867553960529	0.34576147820847	0.805327221912961	0.913224721961426	0.733969744453766	0.779472176538143	0.777433118772875	0.700839621467095	0.68977157340213	0.78147626371922	0.840813024345646	1	0.805608399699326	0.921821419013237	0.846675704215701	0.824501249940567	0.914503823423335	0.875168575971328	0.940736150200523	0.687653487501788	0.826535126460361	0.833158220982709	0.248528499726454	0.515172667917879	0.859173406704648	0.780491683522522	0.592937731487183	0.751158390843231	0.903443154578155	0.689561520149553	0.466434901679989	0.559672984344578	0.769733378264472	0.787392529583497	0.785899448281964	0.618920372704365	0.688481768428814	0.740847869860368	0.786188190213294	0.800428260826168	0.877892895088239	0.296390143982105	0.679506684105432	0.768267447837256	0.711410723443791	0.902566973528299	0.709181792002391	0.598658031526684	0.83301392302474	0.778353671355792	0.653311928231891	0.764355880677004	0.810198923825184	0.511835657624484	0.729404220550872	0.737909765398841	0.821441753965313	0.695326683433197	0.791055112904452	0.547517381513716	0.839463018095101	0.770133922142481	0.786020218036313	0.693513646894832	0.777894787780332	0.849080169539866	0.827372602869154	0.64842886736212	0.523005356648148	0.796531095257976	0.88885724922378	0.634640390666403	0.68986589976461	0.294889279904557	0.856215366667683	0.823180808542535	0.768664619914839	0.85909086024649	0.832355415739512	0.775607603876581	0.65705440081282	0.633823036634818	0.773412729700693	0.6213099839793	0.843626342105229	0.606134693478745	0.6661117862405	0.691596303094812	0.791077225347613	0.820131974390252	0.824620883174819	0.757799131150945	0.634309117787654
LILRB2	0.743082931767443	0.794433759646216	0.704282915259375	0.728822713956304	0.643856075338494	0.717828826326519	0.653019589230916	0.57332901817192	0.531031460838085	0.7611277020557	0.785938733519019	0.613962127699899	0.763203026326051	0.0433448507802164	0.758471896853764	0.685590441559129	0.374074638979927	0.706159714606899	0.803558623421295	0.804122573445076	0.803112988156099	0.770539719672037	0.826012706543324	0.721660774046897	0.756486007899802	0.492495451400643	0.838883380065389	0.246796172000275	0.724127497003754	0.867775468148499	0.768920158797234	0.708464743234711	0.739742336374992	0.708214118578417	0.681717249634477	0.599987543277896	0.745508072551197	0.805608399699326	1	0.800820600407386	0.833674769058705	0.707644320783792	0.853481581888741	0.836282419701859	0.800868509965659	0.617658740375067	0.652179023538267	0.836792700948499	0.107984158689734	0.660104821360613	0.823642146213009	0.742303299693429	0.348933530506032	0.637209743470924	0.733198204005173	0.505005724607467	0.314216782287825	0.515546369752913	0.669049701611619	0.838140342862024	0.66033458831617	0.328444992409611	0.653913191902999	0.797696370944205	0.648547342008443	0.76460399055821	0.766892479304559	0.194974064987804	0.727654215736895	0.640458954530353	0.551582332219066	0.810233351772036	0.711508781840069	0.64988589830331	0.778463571947401	0.770126188933305	0.515243115772034	0.730020248154681	0.74490964956747	0.635170235359881	0.532007813284292	0.719458388953765	0.744497858522869	0.646972339610655	0.716718464375211	0.572496278566046	0.72524250361196	0.71682294021728	0.72935776635018	0.595239436835667	0.799559479993247	0.75541125923075	0.679223745675373	0.630546913478257	0.363055502918237	0.717430408803535	0.759301791545847	0.581011509127343	0.67507838340434	0.480212506401339	0.798140795969089	0.807975161914608	0.700336339234099	0.74186151727935	0.801566518682605	0.567558973766701	0.445140264142125	0.499834919471658	0.678109173886453	0.559999730437478	0.707726820033647	0.559545439406488	0.563842741375031	0.609230736733041	0.79826716614329	0.736424240579374	0.755244613949699	0.669940380752719	0.632630495646141
CD81	0.856240734606946	0.894382597368758	0.889570997355952	0.905366769981523	0.874765377966478	0.950766081362193	0.744485970071615	0.719624934777641	0.573612516878264	0.950146694020501	0.778855432668002	0.843770577868015	0.787796431879186	0.329915343620794	0.956362190617208	0.642796926321581	0.557274681272072	0.520366579683422	0.836677735021858	0.771416694222664	0.843275806200423	0.640404747189983	0.774519024485497	0.70349039024344	0.838726392010528	0.6763289145319	0.864601863565608	0.472179349665883	0.85863587616259	0.932464829216426	0.756281800642339	0.836479340325446	0.809450131225931	0.831777844360255	0.769918692053147	0.779693779218262	0.931365745118984	0.921821419013237	0.800820600407386	1	0.872626241052241	0.878112611514177	0.905980650150152	0.910130776766443	0.942908895684944	0.660685973959804	0.911284711303832	0.868055930818016	0.392837712553556	0.545816130996128	0.866989214695858	0.766202969999085	0.638531564810739	0.873932313564382	0.906326189948541	0.828736768900966	0.53175638221862	0.664785173993529	0.824937782216502	0.799278908150131	0.682876997014895	0.623337218491705	0.782014594127458	0.688903575118138	0.712629941702238	0.830785106759757	0.872746647725949	0.443706684658781	0.760055957087924	0.671158625029815	0.659582581057017	0.95354464567217	0.806887484128136	0.560320508223867	0.920770634735111	0.851062290573324	0.771024584495306	0.835197244801254	0.736970882432598	0.655645068269315	0.707372348234664	0.818889670563781	0.884793724306981	0.832946209650913	0.697824351240658	0.681889668395701	0.900499925176632	0.878523001551751	0.800886537564515	0.774344040212118	0.865342539251718	0.78507018631271	0.877583044325376	0.583112611271102	0.624740716373786	0.707438131877519	0.919798762515814	0.657003642786215	0.776277091093274	0.423357194250988	0.879270908720619	0.776479175913352	0.851393274212275	0.890017143945289	0.831974844217794	0.734054175323785	0.772536856972948	0.726249371600274	0.803406372370554	0.665607840277687	0.843023001184865	0.661725902854826	0.631514246680042	0.80012661326854	0.79975050187959	0.824049576981043	0.846634711500946	0.653777022608733	0.7105593739576
LILRB1	0.829246376205611	0.919553438896568	0.782291575380016	0.805257273822901	0.723407709917804	0.805516880456032	0.638770136112531	0.656462042911912	0.561689055578519	0.843057849749792	0.814600605380852	0.69427051289454	0.791736206384148	0.127285709505083	0.829553286599274	0.624944294390333	0.29779662260049	0.730038448954687	0.811187076917045	0.833620554478988	0.805455359446514	0.821440484504121	0.894741859390835	0.813718056871139	0.847585141983336	0.582616687828686	0.911165858838594	0.322226735520126	0.8029151359679	0.920418819520679	0.883383637524093	0.796777702464122	0.830969882558365	0.769113566589008	0.761112761277958	0.61596246305839	0.798337023087703	0.846675704215701	0.833674769058705	0.872626241052241	1	0.762547035950616	0.885933524810156	0.865949067202417	0.828088223844154	0.572328267818424	0.739736168905361	0.913601543582074	0.196991734962993	0.752033926869337	0.85964191273575	0.742624854537727	0.383889655562325	0.726144608533603	0.751780802208165	0.629000133800099	0.301311513104344	0.583040747016717	0.649541576538634	0.847186016461922	0.619516483225348	0.391529152124769	0.774540512676326	0.82460588811475	0.586532495848057	0.831423312525356	0.784692133603738	0.284844667841363	0.746663512474606	0.6082138047436	0.562908080324692	0.875894776246702	0.830988040071349	0.680601716149568	0.803502916223047	0.856629839427183	0.645901886639366	0.85726317038707	0.714866345222476	0.726123588286762	0.525612006906937	0.855918613473891	0.787346020882197	0.730011827323713	0.690208404704628	0.694989456086765	0.777606219497963	0.822502971960479	0.740452623606984	0.628190123892007	0.87500489993661	0.772693586799043	0.723198726262048	0.693575391328434	0.406763891168335	0.685479890098297	0.823322533147499	0.639885556415979	0.774546813214644	0.525207439238312	0.83132318447193	0.816617422096904	0.743686358321826	0.816975670684905	0.856920914328987	0.588343708188279	0.555523056833697	0.515520428112449	0.703104970154645	0.642695701177934	0.723484107434341	0.564071307920706	0.554418063797699	0.684227222128492	0.826821065626233	0.766226322667643	0.768253278478837	0.619947722701033	0.696246354517498
ITGAM	0.881924798708731	0.757252990431349	0.897824087364214	0.789965177945913	0.767226047320665	0.883436224616924	0.871562632712003	0.635789833527096	0.474356101522551	0.905332609653013	0.825555424010674	0.810588147272325	0.823242042981996	0.400023287537039	0.8971457591555	0.70868621382899	0.575348260576991	0.406847504653457	0.840884408650092	0.769687494941427	0.824345617070969	0.517431073022276	0.699042339988815	0.685591204913309	0.829367258139797	0.468315110075967	0.77940709939885	0.483468412967962	0.785719748499359	0.820797450142577	0.667965405957683	0.761967809970727	0.704002606015595	0.747240824146328	0.7607414873798	0.86440097576652	0.776213210492842	0.824501249940567	0.707644320783792	0.878112611514177	0.762547035950616	1	0.8581817719683	0.840088912859989	0.85876916483783	0.771395538583392	0.76654881535591	0.809411751377392	0.479981571050402	0.476018513252328	0.819171079995761	0.839777124852247	0.698130179908198	0.693952144328188	0.859220655408195	0.700860079041559	0.635978244111068	0.688318695065558	0.810980828184309	0.687072988182715	0.748556422400912	0.742240064961003	0.712838880271915	0.682325007020645	0.765915109350507	0.816938636639202	0.893125752843582	0.5104995405241	0.697373972562323	0.738923104112353	0.777235685050084	0.87072441157461	0.645090449337645	0.665698452527737	0.804983811332653	0.746244191459707	0.586907647346866	0.736971942099247	0.820801342542872	0.513129822756628	0.801101052915548	0.596441964373758	0.867204579787356	0.632557154428819	0.728180920497335	0.566389781749769	0.822859759345148	0.825869683383342	0.871066836811479	0.812360389777611	0.75280866426144	0.82285246719217	0.871669510294836	0.668834956438022	0.64110801396492	0.767732565375786	0.878637954161554	0.695557864759062	0.753248643708774	0.297109325240683	0.786155651740965	0.784221439441924	0.758804801710305	0.840966359935484	0.807840833955295	0.780364800025771	0.735358619109526	0.747520634158796	0.824906303821896	0.735535616520223	0.865581666456895	0.711400551932596	0.750709876352161	0.75254945437433	0.808303421498898	0.825501663232692	0.778345439505537	0.758911103128092	0.721175792781451
TNFRSF1A	0.913008451736996	0.863324599660803	0.869525734735939	0.82438192635707	0.729077088751294	0.854953147010097	0.826635593275853	0.621090801485416	0.486073794580414	0.904318454368657	0.910084947160698	0.792087749211274	0.889888911148296	0.199631627206187	0.900830626905435	0.806822741410833	0.525529268805092	0.602657648484303	0.92188092978907	0.89021296492679	0.937590880901946	0.703870961582211	0.848446620256203	0.768175954647659	0.89930214042105	0.456567272612796	0.908337744778701	0.352786760938238	0.840513515531836	0.947741288567564	0.807475266691235	0.797448275213044	0.819752222464989	0.766722652627311	0.782546777257003	0.78840933015641	0.797087133403483	0.914503823423335	0.853481581888741	0.905980650150152	0.885933524810156	0.8581817719683	1	0.887621604435866	0.907572410325064	0.76462754377167	0.7630601061543	0.893762981242287	0.270866094270692	0.62657881068442	0.899045898561229	0.878459008592846	0.544452140902532	0.686016805608414	0.871629314907948	0.624742037101778	0.467516728810673	0.632045125479823	0.755047042387504	0.825651475374308	0.795326965521754	0.57258984483795	0.723054561738448	0.849424375545999	0.785244045483668	0.875253315186644	0.932660791568608	0.309223220182279	0.729200879124711	0.781670824023742	0.76089317514554	0.914764796646727	0.727743663021199	0.721958007929916	0.808518188021759	0.811483984829259	0.596139049645573	0.799954734125754	0.887438688595076	0.587150020257209	0.723912139781436	0.732912411230636	0.864338201296814	0.652719575111356	0.843382844430006	0.610955684501629	0.831724863500822	0.805289495654379	0.864919838744515	0.747291945100031	0.856595055172396	0.889190602957961	0.845268433294813	0.75306307510272	0.520746878643878	0.855138768231988	0.910356256579785	0.748267187800764	0.761588275787512	0.378299832192565	0.855620217012044	0.871816953153037	0.775002829172887	0.885024544008944	0.891509721431813	0.761767544534199	0.645480877806837	0.662558138304246	0.825110121361211	0.702703429968003	0.885766936391131	0.701431132303771	0.727872192462446	0.712317104469783	0.878735463366291	0.884178362175796	0.831989845776694	0.822772587497039	0.741572123756205
TLR2	0.851277577392531	0.888174997645399	0.850489346830957	0.846019785529767	0.797175815045152	0.860990411786617	0.737029861180285	0.659655137764402	0.612880365343916	0.899722503070137	0.820361804629037	0.732707673483279	0.798595674226402	0.245095213361564	0.870732825899472	0.638490554183703	0.415787329651133	0.644348681073794	0.820682799149046	0.833226655427153	0.810151983463388	0.736484187037713	0.827586398254026	0.784201083252533	0.842649312600759	0.571105359577158	0.891069313548908	0.407998660297548	0.83134722204063	0.90015627531791	0.798331624462408	0.812451832045391	0.811370719544959	0.799277610617168	0.792146681656164	0.728031557467021	0.833811397522308	0.875168575971328	0.836282419701859	0.910130776766443	0.865949067202417	0.840088912859989	0.887621604435866	1	0.881369940490437	0.623631944401489	0.800805888593987	0.913780252781926	0.307775747423642	0.660734222505671	0.854652122445215	0.791621862910724	0.554367494216803	0.755474615516257	0.800109179874157	0.690632619622041	0.515936569115035	0.642307450158361	0.757194879258508	0.829193898871045	0.664603061600815	0.537891514774805	0.792956639470529	0.779180636484944	0.673447506623515	0.842393904724453	0.819433966167211	0.381348282280892	0.793484426328362	0.641197026142236	0.603711088955457	0.902720321486904	0.793631615178549	0.669414276111313	0.851945216273118	0.877967304034203	0.652845689368433	0.860304741176507	0.763515702719221	0.718997066941987	0.619184610695308	0.794616014603085	0.866416718586927	0.765946653302304	0.691876655686365	0.727579642784301	0.844161094136156	0.850746584402637	0.786150725953095	0.732789624341851	0.865609197685239	0.791987120678693	0.797806929353609	0.659510040144263	0.530193467407511	0.698247951363829	0.84341636129826	0.667834014039112	0.819973675895732	0.487294743591188	0.842767513607882	0.809235692745968	0.781801351780231	0.821982082959485	0.840674391912162	0.660459832081728	0.630026357641355	0.636520350240135	0.776312501690417	0.693958234242283	0.776550323008386	0.648235726242699	0.648158817765413	0.69433609916196	0.851445948206775	0.815396466935674	0.800116023234284	0.661308545421846	0.746324954314258
ENG	0.856378312699718	0.83655874770879	0.860869693093368	0.900248541868909	0.780541209179449	0.904275066310725	0.756688327734552	0.598239362730389	0.420739528355431	0.897000421440584	0.794275720874978	0.810945316609791	0.834541369366969	0.210017843755375	0.908184905407277	0.759685576678151	0.600916058812117	0.437272277740251	0.866771186497203	0.781093422491069	0.884515913785858	0.555987142945171	0.742273644808795	0.660098340448976	0.840071060354758	0.550499639920308	0.834110712447116	0.360969144708699	0.82916047892066	0.913479703425923	0.697328968939886	0.794950645898611	0.781043787098803	0.733727055516236	0.691321521346399	0.81365000564897	0.875199899611368	0.940736150200523	0.800868509965659	0.942908895684944	0.828088223844154	0.85876916483783	0.907572410325064	0.881369940490437	1	0.714929445434139	0.864108340524442	0.828989208648594	0.270089933823489	0.467637732099865	0.876759092915958	0.777444252146187	0.616582026128872	0.818439109125796	0.923451140162433	0.739228018009467	0.493630559741658	0.54213740958667	0.803552649757734	0.771417685949214	0.771136158356644	0.626849361420909	0.68433753982231	0.691858539337848	0.811564538872006	0.793032058719498	0.890799591777837	0.326680761103922	0.688448311089738	0.785768485101282	0.706737795616609	0.934046532884392	0.71187063082125	0.534276714152839	0.863533893610892	0.792718463578471	0.657304865303918	0.755506687205081	0.801258687683899	0.522128479807076	0.755071113113766	0.719297358485735	0.854432664585295	0.740161293539202	0.78172030860281	0.524730523585678	0.891061632487837	0.800278493587986	0.776029102757808	0.717713701225624	0.790347093895301	0.833512398058883	0.853056462137229	0.617913223052426	0.567631428991232	0.792192803431507	0.891374927760152	0.638591552312069	0.678779125699136	0.275733167980157	0.87597699896394	0.822716957436261	0.819941236739277	0.853166691068557	0.805389557601779	0.788761634533207	0.696811996257756	0.662145372103708	0.796994561757133	0.616136288859143	0.865686939302241	0.617069634543153	0.650754634581494	0.707636162165179	0.77414346536841	0.838133821173804	0.848663942831706	0.75423698733931	0.646706825242704
