""	TNFRSF1A	EGFR	ERBB2	CHRM3	ITGB8	AQP1	PARD3	CD63	PODXL	PTPRA	NRCAM	LRP6	DDR1	SDC2	SIRPA	INSR	CAV1	HMMR	LDLR	LPP	NECTIN2	PVR	SDC4	F2R	CADM1	SMAP1	NOTCH1	AR	CANX	APLP2	TSPAN5	EDNRB	ADGRE5	CNR1	MCFD2	ADORA1	IGF1R	TSPAN12	PILRB	IGF2R	ITGB1	CD99L2	ITGA3	PLXNB1	MET	IL13RA2	DDR2	PLXNB2	MTTP	SMAD3	RIPK1	TNFRSF10B	RXRA	NOTCH3	NOTCH2	ITGA2	PDGFRB	AMFR	NT5E	ITGA5	LRP1	TSPAN17	TNFRSF19	NGFR	GPR37	IL17RC	SORT1	GPR37L1	ITGA6	MRC2	MCAM	CELSR2	LRP4	ITGAV	SLC16A1	CD81	SDC3	GPC1	TNFRSF21	APLP1	SLC16A7	FGFR1	AXL	RACK1	FAS	TFRC	TREM1	NCSTN	CD44	SCARB1	C1QBP	ABCA1	LRP10	CD47	SORL1	TSPAN14	GPNMB	PTPRZ1	RPSA	CD46	CD74	TRADD	HLA.DPA1	CXCR4	PLAUR	NRP1	NCL	CD68	HLA.DPB1
CADM1	0.72294889424287	0.463341076403112	0.712231389649668	0.629878390210067	0.916101093756651	0.11762239479868	0.746512367056434	0.696619209802055	0.624136511004457	0.86613120334118	0.612134575592813	0.618998680191936	0.88087428309439	0.505734286802941	0.634345759182822	0.540068518851371	0.186725953102807	0.554041274470778	0.577683005823297	0.574376515907867	0.669277930433417	0.575931359205963	0.295358443744332	0.434942837909852	1	0.860120447517232	0.805825611556348	0.780789780881976	0.804472174634672	0.889468604197834	0.860156387376094	0.763725909813943	0.581658272889773	0.607333381724183	0.719073660323762	0.776543302119173	0.549995356377473	0.663332735004181	0.700451715073738	0.45473791931795	0.24572846505366	0.786840640107087	0.622366521811806	0.648225898392906	0.360692302443113	0.788060410968042	0.167562357599341	0.612938732916516	0.82931344189696	0.555203578846797	0.749766877559187	0.556276873327827	0.635899620375052	0.15156580759761	0.505505224108939	0.404328859030498	0.0250009242365958	0.781390478308722	0.288653791918895	0.15838318281942	0.592219035991503	0.641384720418642	0.848931780538509	0.565893768867508	0.519615104138034	0.770881676076454	0.786192175289594	0.58552662122784	0.539297154932223	0.614394293614962	0.472013536765007	0.689075748757293	0.581841972351868	0.711844907259836	0.577156269407916	0.586654389891636	0.851799393570979	0.616700764000267	0.762848659411778	0.847053792475876	0.686867471521806	0.808701379097158	0.591756878456972	0.586777677522311	0.45198270033029	0.498299504360685	-0.0160789327677189	0.767318185679581	0.566269531603003	0.449089746802899	0.737559224267699	0.552795787678172	0.704577113492618	0.721756645080746	0.581676298063572	0.615335969862633	0.300467139511626	0.794988712201769	0.627235107818626	0.629246366217883	0.253973796827068	0.574734920636101	0.267140885575858	0.353441154784135	0.245613830028529	0.219142647368637	0.811130248660209	0.177531131244447	0.181459278329203
SMAP1	0.862424715782512	0.29971316655034	0.821419228661691	0.682645401943069	0.822448331097702	0.0925794997389251	0.835302584745229	0.854141069321538	0.767873986290706	0.897169622354738	0.75089427366234	0.587044980629346	0.733301962492914	0.768551196260495	0.74656385389761	0.692804286455903	0.506195315723525	0.356758849800826	0.735778249535505	0.797088626361782	0.865147837232375	0.749249927111654	0.52485120082295	0.681997664719749	0.860120447517232	1	0.772164856067908	0.749353551407382	0.905109334895074	0.92359533709288	0.91031479669929	0.644561691300802	0.727814597843713	0.707077523691669	0.887383191470017	0.839205738936272	0.709960511305443	0.441307644389908	0.593793073670343	0.686207409278469	0.573227548033178	0.877979804573741	0.767999595189529	0.606600035788664	0.53957857174719	0.701641985229105	0.495364487856166	0.782262589168703	0.690810318785269	0.738147527193361	0.881658691722662	0.747553197434562	0.707281409973202	0.415999055087742	0.72577829775591	0.670321833648481	0.338895004829453	0.851385817195724	0.553550704892707	0.48346149795302	0.710016099342271	0.69284112044207	0.817593278990157	0.314550752857625	0.653322317995981	0.853198893398303	0.856383595344518	0.344535447742209	0.489594317272472	0.791766401653644	0.497092329391163	0.654700131255901	0.49035829531267	0.8632098686986	0.715873273411916	0.768126437740794	0.724911291466974	0.805194402990647	0.851681614629186	0.886388116057178	0.838372849741473	0.87041221119397	0.80322983065671	0.815376607619917	0.7099588089874	0.65727997700435	0.226586274377345	0.838250929069221	0.767853977135648	0.689732024668017	0.89303274288407	0.744988996086682	0.876947480152479	0.887543206418635	0.657631628282791	0.716743292890917	0.397109290284514	0.789247603969237	0.82477024881067	0.75385594727915	0.38321748032069	0.819946120379636	0.386725998519344	0.464832815469557	0.494180935603372	0.542289698999711	0.921533363363013	0.38614827651077	0.347054457095777
NOTCH1	0.600918000301987	0.535909897752466	0.619064848326727	0.605825035526463	0.763722878500034	0.104312027382743	0.741589825404784	0.561567718159635	0.522304437593883	0.74726478499432	0.480744849333285	0.576033145048934	0.769012242331055	0.512483174630485	0.543259963652856	0.499796718748288	0.189639157830301	0.558616086679839	0.443909236180599	0.52446149347954	0.605543211224038	0.494203041914384	0.267471830563039	0.497880459511118	0.805825611556348	0.772164856067908	1	0.679099424236276	0.719729679386256	0.773171915511287	0.747638960785797	0.684614609816629	0.565627731065424	0.460320340641349	0.630626886169433	0.639205657087193	0.590974660559282	0.646465440064412	0.697690164980371	0.378600137508042	0.37019886438229	0.716942357457594	0.499668922521366	0.597520087306127	0.251308779127984	0.651881132109843	0.280172347304744	0.574419128036049	0.758653216319324	0.520359150163982	0.656649843624454	0.544167409001568	0.594768423694744	0.368903783192212	0.590187301436174	0.413921917443381	0.240391258347543	0.691703903777712	0.314228702680301	0.281079599153638	0.547564021360853	0.603409898798493	0.751262809241682	0.478699281707628	0.388186168852959	0.64433111170243	0.705179475223512	0.561456562789621	0.485750703662961	0.576117303356693	0.573208420333689	0.682235094418049	0.581200019181449	0.632921044717272	0.540155750693696	0.55061717461796	0.754859011005422	0.551050485987588	0.755613479313038	0.712723187012486	0.57923013517572	0.683936158858782	0.555633615108983	0.563605138769563	0.422180748181935	0.55097622503201	-0.0185915359135243	0.650851402905136	0.486349520512538	0.487068008554852	0.654089385056766	0.463801539009396	0.620707370100678	0.664360428672898	0.510711901440281	0.581304040092556	0.288598553243342	0.673241021912639	0.593771878575412	0.566597519443705	0.323951543775452	0.498094928526755	0.330944106991904	0.333789414234457	0.346914585689913	0.317533341696475	0.736045083704549	0.198483735695111	0.298140018184849
AR	0.756650474785793	0.293548119923876	0.770900398234398	0.608818389675904	0.860343171044778	0.0966697739206403	0.611163279758281	0.688076696219742	0.7099209070004	0.845331766913236	0.729558617401746	0.748345967380135	0.648261837257317	0.567547155497591	0.781631184739829	0.728151474729815	0.371341275347241	0.334334704870129	0.687572925817093	0.69330915702242	0.689191931902949	0.704382126340285	0.509215835928198	0.477578963255363	0.780789780881976	0.749353551407382	0.679099424236276	1	0.78747575734452	0.801690178504514	0.70873662728198	0.56446795806206	0.682038297689091	0.696382201578486	0.74103234998578	0.784085681501361	0.652375576120597	0.325535642010692	0.672252514795741	0.631706294797702	0.368110092365469	0.797238431970925	0.675584633142014	0.640730823748785	0.602708827913818	0.505293364826887	0.395882903425184	0.713477103146234	0.649690992178779	0.662163727386136	0.695292335411162	0.690267529656599	0.736790990294909	0.216838618095318	0.586464824888807	0.538349334074323	0.177303248059867	0.808773450961581	0.407067163536083	0.296201833302946	0.770358975666058	0.567905402601217	0.76076060470733	0.286391320957616	0.667500721220891	0.760517335311141	0.805931418995404	0.35666844392083	0.468153548618372	0.755502985020285	0.445716319366536	0.704945251662189	0.486202536840088	0.776360133426648	0.651945748965072	0.702411929236189	0.717884329030654	0.68372717609816	0.765354012310962	0.769547081579008	0.762480943375577	0.804523858096589	0.650545202544095	0.582605207323582	0.568204253730784	0.61437295077238	0.202391283120302	0.780375026713688	0.639559288055181	0.586605032080508	0.657435706769431	0.696291783481312	0.74542266521906	0.679576816150072	0.715381863275826	0.626875327308864	0.288013121180521	0.809841313267724	0.547487606021801	0.766834687625047	0.292876219248484	0.677405571178377	0.301724290927173	0.397107442184743	0.397884607887535	0.403868720810008	0.719211034672528	0.308514917393395	0.231225826783507
CANX	0.955870835082467	0.1335985489851	0.883976014563055	0.695238816228965	0.828195119097103	-0.0234680290228118	0.816816221849017	0.944946514079562	0.860071644814915	0.950636182005699	0.896939041196615	0.682994047849416	0.612365412015851	0.775119634555041	0.842402454642336	0.76897125935077	0.588802053384881	0.321793909580642	0.865172553451835	0.889460610058192	0.917595384295582	0.870408914339008	0.659214035553998	0.700373521960044	0.804472174634672	0.905109334895074	0.719729679386256	0.78747575734452	1	0.968660219539853	0.81747380456419	0.468839382829044	0.852485809945451	0.832468280164679	0.943348276842192	0.907149070438441	0.782960542141855	0.292627123534545	0.611317647905691	0.798633111275742	0.605682206254255	0.924275686907884	0.903055449047074	0.592992207657371	0.738635096639797	0.679854028626719	0.537615003787946	0.89183645965105	0.640742916090538	0.843966357130163	0.908377776647057	0.867831250410771	0.804177363655743	0.366348927135844	0.717567104060094	0.75995827487839	0.317843144101986	0.946732594068813	0.617445205682726	0.514413852215458	0.804835621698036	0.708512352522927	0.789190211416626	0.198207434434595	0.785164284451529	0.91848441347302	0.93248861227458	0.141165349913249	0.373608456897174	0.904621861558709	0.497652409219755	0.715922366765998	0.318303677154632	0.942714747263432	0.806198173734904	0.827688703807068	0.709338540759364	0.935796511926372	0.902481487201516	0.947918883426514	0.923024401479976	0.923149442757876	0.845855547144969	0.87808752319017	0.794114864319245	0.729321052028518	0.31447229626268	0.921491321619925	0.905288534953827	0.78880481137311	0.932875208722836	0.868178255792759	0.953084065690352	0.930678130540178	0.765157376000934	0.790690545722367	0.445851337283352	0.822265942414872	0.848981626975734	0.87103385509107	0.467550850126475	0.855604743041125	0.479617427287306	0.558498819420275	0.601809253726563	0.634324481240433	0.924864030352798	0.503303372085443	0.419808139280632
APLP2	0.904375847354573	0.240336955395754	0.843544436873315	0.718483546999166	0.875652514727842	-0.0228610985551903	0.84769417840152	0.89441824765696	0.774534111370695	0.935467321860881	0.818938813894206	0.669016150776022	0.732442200152729	0.721936375442284	0.775268466582433	0.705865830428875	0.51006212674237	0.43910251268495	0.776763654127603	0.803998855078123	0.883972543167132	0.789159768379588	0.607082835658588	0.659509202905556	0.889468604197834	0.92359533709288	0.773171915511287	0.801690178504514	0.968660219539853	1	0.873894200017217	0.58279802501045	0.801130425188981	0.750597418523485	0.915739936057987	0.881820815996302	0.732771239046414	0.44108751987343	0.619723472057025	0.704217052976377	0.545432984010339	0.907374247013359	0.851561920694674	0.588517917437854	0.621773991986156	0.771802488254682	0.462279376456951	0.824621817407936	0.71753264573291	0.750042102460742	0.901606006820379	0.808181773255099	0.748967700617657	0.330887647174441	0.702716995533273	0.691035496131149	0.24821279141273	0.919803660368469	0.584478291734881	0.458871608791782	0.73907378500669	0.744533466235921	0.833508070638818	0.351541189833737	0.689217263344244	0.89503744655282	0.901142508259961	0.274397977521074	0.405858194998195	0.842336339493447	0.49357189091771	0.697450946136819	0.399882169738395	0.885572683228704	0.784061055755277	0.756366475300431	0.801439331842887	0.867188434272326	0.881286407832355	0.940375127171168	0.866258378399135	0.918599378391353	0.776032280497201	0.847815988085595	0.738779568023278	0.6740967613482	0.27402260557592	0.887967326894963	0.824422788501943	0.714946129204611	0.917129487671836	0.77744724812326	0.901829801165264	0.909616482465248	0.680894964986313	0.747894192299717	0.429351668995599	0.796892062263962	0.844927953312456	0.808051309783367	0.401505483223377	0.803121383980263	0.42092653387315	0.526678577722149	0.533755480499803	0.548859671532404	0.939339477047309	0.430159989244276	0.359600145141815
TSPAN5	0.762394646620671	0.325183275508765	0.755925566022783	0.599050780377427	0.805313525819046	0.206089845182758	0.836831574910065	0.737790848510521	0.640808690454081	0.825845616704796	0.628836164313309	0.514973639128547	0.766702639633499	0.761227468628148	0.670547387439651	0.603690934246081	0.413879060267851	0.498908131289883	0.595745463194708	0.684282778226938	0.792399612925459	0.588854323620861	0.452664604489896	0.687054640387694	0.860156387376094	0.91031479669929	0.747638960785797	0.70873662728198	0.81747380456419	0.873894200017217	1	0.712447244450955	0.554594186033434	0.568963707505709	0.840890605877523	0.753934594721549	0.64008341029984	0.507842219784738	0.584042487709086	0.567288244687807	0.565646632011171	0.823073849828867	0.643313088898922	0.625644130928657	0.390427818313346	0.668511918753815	0.492150010005875	0.682099604067541	0.752676335322447	0.629957398662759	0.811301922482215	0.64205502431276	0.66246116475575	0.45386865046223	0.730667211866163	0.579916216413398	0.39681217660956	0.783360407198129	0.506789612741099	0.494521366406198	0.672784798414351	0.657980069206422	0.803018635045786	0.410093839848454	0.513177433958919	0.802389898230224	0.802492937894228	0.464659714161034	0.554927237159928	0.717568166521301	0.461805030036025	0.650752319924765	0.543238427987976	0.777903259878691	0.620556223293016	0.707851818917339	0.705324838202385	0.690112777622555	0.81533295253056	0.816497240275561	0.740678706781199	0.830236093271746	0.737612569461714	0.745694311278056	0.659447346376963	0.543056523838866	0.178626944270352	0.749558855761438	0.637775122255403	0.630081208155769	0.820333629371507	0.608136645794582	0.792934680598191	0.836650543602154	0.577658972726152	0.630820662001476	0.375304517369524	0.704274554392918	0.794810972524047	0.671184099513771	0.290877632290777	0.73359784893251	0.298899016038027	0.434513461750923	0.44617961852719	0.48795527931003	0.875731865183293	0.306023780043458	0.288525971825113
EDNRB	0.380944511054127	0.400577212544563	0.420585906822518	0.409262315341453	0.709704247201291	0.413488225875193	0.482312105367586	0.334830261862159	0.296292207685464	0.548214216722602	0.227308521922822	0.329201177843711	0.889124701081217	0.323767064561584	0.401172683809288	0.206476823379033	-0.121001298929739	0.376771511138538	0.15871216311708	0.210930103009689	0.325027782437037	0.179244953371017	-0.012511474275702	0.166796286873754	0.763725909813943	0.644561691300802	0.684614609816629	0.56446795806206	0.468839382829044	0.58279802501045	0.712447244450955	1	0.176133741759399	0.227225514553252	0.420130771631028	0.506663379276211	0.257519330221541	0.698020165696015	0.405236066566289	0.0936427282845237	0.0189455506568573	0.511910035413297	0.230327235675118	0.490119968518898	-0.0660658916761243	0.541321005023726	-0.0328186847949216	0.281816869443271	0.753114256727205	0.229803174333861	0.442364007883203	0.195416700964901	0.370654025208994	0.0982919456343879	0.267967688757729	0.137608327089001	-0.0262100167646959	0.444279729351471	0.0768419632992115	-0.0546916162524028	0.365211109384806	0.435749929088257	0.636655436294091	0.591600051395878	0.145556896003501	0.531243995566515	0.493962869647826	0.815983355502933	0.73085238212947	0.285066971625628	0.293089977118007	0.542690888910417	0.782618580483463	0.400010582524143	0.185197408766122	0.380372332940947	0.733021054644901	0.236079504045106	0.612288711345551	0.518919570933751	0.347069656767349	0.451806518729959	0.348744948211633	0.282263955864969	0.155796947940235	0.242839930128678	-0.205019290019009	0.41462759203964	0.194112344358491	0.162449296166036	0.432398255912172	0.188927156113112	0.382940395403351	0.424226831788115	0.322843187546904	0.298763429831021	0.213981254217184	0.562525118153493	0.3673939804584	0.271332855508001	0.114509309381336	0.302987585423402	0.110870001810465	0.0552323318476678	0.011000433404132	-0.0897798674601277	0.501115122742021	-0.0561401983712471	0.0544032637934805
ADGRE5	0.838807522824156	0.149523186229726	0.775149710392309	0.648859543366738	0.633213332969801	-0.221946318100945	0.619575506175401	0.84615237420954	0.786441329503984	0.795006837830215	0.84643983520028	0.699534145070959	0.380401032100737	0.636544160707533	0.721819329019827	0.742716451398052	0.646632698792115	0.12300610288404	0.830822644166916	0.843150998973226	0.817568262252856	0.883304909781308	0.708183563347903	0.611594720602932	0.581658272889773	0.727814597843713	0.565627731065424	0.682038297689091	0.852485809945451	0.801130425188981	0.554594186033434	0.176133741759399	1	0.780864012093179	0.793372967010184	0.774231626074455	0.762133647986579	0.097042527850065	0.497420913004291	0.773972302592919	0.579384344396611	0.779575729258381	0.860516169955484	0.387870479961252	0.800340083961264	0.52901932598424	0.556513200339104	0.819717918580027	0.373998638921791	0.770171894671578	0.783922652445399	0.840743861405404	0.696312173801847	0.307415621023143	0.648451808390752	0.764657110771872	0.261067594429674	0.83364746797419	0.626436661229155	0.510727991754458	0.711207955622209	0.621172828297899	0.573738884976891	0.0809362372151826	0.77821105001904	0.730855284096189	0.748538283515906	-0.104208027338205	0.112765853971716	0.823887831875399	0.395260804948495	0.539172924684522	0.111634033975003	0.831635307905219	0.785428760048547	0.700737223618662	0.514489775709303	0.877795437139367	0.698333191458255	0.783772649941688	0.843688549257081	0.786109121771533	0.706963519764096	0.791747366686889	0.763738362784342	0.672256396880794	0.438870017263223	0.804541742833825	0.843598693028756	0.722732822890812	0.804412464871619	0.845733681288845	0.834858052818613	0.78622545729296	0.663261956890882	0.694909338357971	0.279500611570121	0.687860299829564	0.709712276230912	0.82092132022872	0.38894792135919	0.777935201948204	0.397323910654056	0.558498108959857	0.573426065338396	0.639698258237148	0.775480470675301	0.472610860006939	0.354312102998385
CNR1	0.879580289119211	0.0187048122064751	0.874079323020283	0.459561500242167	0.735702828800406	0.050558370975016	0.548810159432022	0.879747181028167	0.948232843444654	0.877056167057054	0.940202131890335	0.739283865600418	0.39032006643319	0.654404411909879	0.855910310255123	0.766658336497429	0.457538247734728	0.0125671275690611	0.955894176851637	0.871811180424891	0.752849741594104	0.902392963455194	0.487863365621409	0.561927569684813	0.607333381724183	0.707077523691669	0.460320340641349	0.696382201578486	0.832468280164679	0.750597418523485	0.568963707505709	0.227225514553252	0.780864012093179	1	0.770232708528203	0.839418038147878	0.709705247516541	-0.0521384263313284	0.569987988412423	0.844631119277407	0.414468271075782	0.849033962851839	0.810409019778134	0.666588258466821	0.898990859719088	0.368579261942178	0.428076676194117	0.817766331900314	0.376562829890111	0.893976198553835	0.754897717539478	0.718269900171572	0.775285110640669	0.139042817390034	0.525760278781263	0.609465755191369	0.215100679819018	0.855425001414647	0.33927485234243	0.342668509174458	0.838780614607269	0.370324727803763	0.555956444170008	-0.0531086503218278	0.967853652285751	0.824385084962666	0.855665959916484	-0.00186809580801439	0.336273885915261	0.87127982343681	0.349877186774485	0.637882307029783	0.201689749734884	0.883609865251989	0.613369964786816	0.847502222813752	0.509559621139525	0.844444015591354	0.724964424787597	0.787391705717003	0.876825900394118	0.840363399657087	0.755549316322509	0.614285594128539	0.641625526435183	0.566497505771963	0.154214059523002	0.904524678553187	0.817594790635057	0.655849179686892	0.719986244534268	0.896192812333694	0.870072722095059	0.681824322692596	0.871983183122164	0.710539096269637	0.289236515025885	0.896091974536176	0.543701291038296	0.851658074184647	0.378786035865574	0.724698101861557	0.369476560021074	0.406581201925382	0.422073213945057	0.533231988343311	0.683892618711289	0.410914754513994	0.27606776502641
MCFD2	0.929992731984909	0.0424288969610497	0.862177939082449	0.618945139809778	0.752374679062978	0.0175867061331882	0.84330854984415	0.925299852906816	0.81969115772337	0.884983738438752	0.868760209113388	0.604835983034971	0.532648053792948	0.874767347240862	0.831265083335322	0.781880365455979	0.71093420310776	0.268257529396496	0.837694859319823	0.909896392559388	0.959009943996234	0.830146138711682	0.738932341425119	0.795550660561825	0.719073660323762	0.887383191470017	0.630626886169433	0.74103234998578	0.943348276842192	0.915739936057987	0.840890605877523	0.420130771631028	0.793372967010184	0.770232708528203	1	0.862810577295541	0.780435413003067	0.187502468215252	0.519448099930404	0.837521818007154	0.753135459518863	0.874769890288294	0.881484998254429	0.51732221024354	0.718476527972721	0.608164999199785	0.705487442092444	0.890013029165247	0.572545227129549	0.840600672391618	0.895105710938423	0.900894423741094	0.783377255695893	0.520095186978148	0.806211015931001	0.834917825087061	0.508922540252574	0.906850920178045	0.717901649263393	0.675769856531273	0.813409682514638	0.713212810540428	0.757745976235607	0.116821427487041	0.736350312218297	0.88716392625583	0.891278503779639	0.0694670217330394	0.362885967150404	0.917370408671034	0.483021882651711	0.651187994141511	0.277681427860674	0.933815415694636	0.79422725194304	0.854489146575471	0.614270618405657	0.929061957301947	0.869163563049344	0.881539175504158	0.90784825143367	0.889931854183041	0.883978842538351	0.923870766046188	0.88376996464971	0.710664074616723	0.435287465325226	0.880506062325543	0.901166189077502	0.863890134669049	0.934966445104625	0.869692671209469	0.953908757903406	0.947688787146249	0.710778303402806	0.763132233264551	0.458403335760934	0.728875176602762	0.89540084121838	0.865370272576158	0.44459807308826	0.926925922163237	0.455661532380996	0.554782281594857	0.678055587135348	0.760791782369914	0.918324544567146	0.537532898579092	0.436315439166668
ADORA1	0.949282053829088	0.0212231410663834	0.876196608510029	0.588701832691181	0.835718144784407	0.152183920862211	0.684704373962471	0.888124999394933	0.877684970885343	0.919414768441985	0.895070363503918	0.691635336325856	0.604099776886797	0.680203089165342	0.859595118438964	0.710518520809187	0.48014943278393	0.15968943850487	0.834532934703472	0.84695315172359	0.829796846392782	0.816037188542876	0.567025933176226	0.56438485655318	0.776543302119173	0.839205738936272	0.639205657087193	0.784085681501361	0.907149070438441	0.881820815996302	0.753934594721549	0.506663379276211	0.774231626074455	0.839418038147878	0.862810577295541	1	0.718983613007251	0.172645725868952	0.531594944156815	0.742719922102468	0.455792526509352	0.866224072435562	0.886407230963862	0.611178799438996	0.706385480370203	0.555365284101255	0.421803532916695	0.875773015970962	0.659021774084818	0.817101185718513	0.792033909980812	0.775492199048551	0.808698564965564	0.232707958855085	0.573862782664418	0.709849389195443	0.224420313709997	0.915653039166141	0.51689609182639	0.374027487437549	0.83996185315712	0.613485751697296	0.698473371141995	0.121770676048692	0.79133395251353	0.919990428308774	0.903411417960043	0.197033911178433	0.52574656246836	0.884779437834645	0.426509724107808	0.767656705274269	0.384178986260147	0.905289863397179	0.641034039924317	0.853839310323575	0.668233022510142	0.876816679853698	0.863156982415248	0.888979185079019	0.897124857152053	0.847398557339062	0.792035496087338	0.750980342703402	0.70873785854747	0.658613955641338	0.243977353545278	0.856329203545157	0.868524345996423	0.680238516360337	0.840208754376163	0.840612801670319	0.909924481041771	0.817255915300268	0.813687598608606	0.735493663322214	0.395614086592342	0.855037226488403	0.706120329973399	0.862178560915403	0.411280346946709	0.806372418500638	0.39486953169895	0.460766336773929	0.48933105010094	0.498068352878857	0.784257550671805	0.401963051340279	0.316489117839127
IGF1R	0.785276523342602	0.172267265285448	0.774666132613569	0.507748296526553	0.623970815873242	0.0608920152487185	0.647840615897002	0.741440105380194	0.747320478263335	0.750767964102515	0.776047593229437	0.631125859425519	0.395783659336378	0.729842725278401	0.750900632655679	0.785533525424598	0.649736478937756	0.172033818167025	0.767320580595482	0.834531344601893	0.800498491011504	0.776355524618686	0.659961652419439	0.674667467393704	0.549995356377473	0.709960511305443	0.590974660559282	0.652375576120597	0.782960542141855	0.732771239046414	0.64008341029984	0.257519330221541	0.762133647986579	0.709705247516541	0.780435413003067	0.718983613007251	1	0.0383419251055719	0.485253110264426	0.781507154929074	0.655520140701839	0.734642912445719	0.742387225481329	0.529189885612044	0.702510223933161	0.408974880457586	0.661621860499066	0.792148339436021	0.419881192095491	0.759159810969222	0.756725121755465	0.778277972417651	0.726265232389135	0.434815709721349	0.730572025336282	0.740475208575857	0.460913062896171	0.801858414273347	0.614575716672604	0.622837768411287	0.775263162608953	0.53279195447412	0.591175810379384	0.0120356615873791	0.713295493307456	0.716118743879887	0.783971511032761	0.071036024947268	0.295442221349839	0.830128077656533	0.438125994041068	0.661873275736537	0.234704087257863	0.830201077736961	0.726875429725166	0.792276633972001	0.485107565473906	0.784131720028582	0.745739950473888	0.702530698621246	0.78409509390649	0.784935462857855	0.758506300432388	0.731920129840773	0.742719045234342	0.735036195999885	0.448357158388163	0.756066631157801	0.756260839677223	0.79700645746595	0.726827927164196	0.798235345030447	0.797101059903358	0.739035505305466	0.679388595546183	0.642987023723098	0.303989248457931	0.684442045230493	0.677888291498632	0.827981508971875	0.404436937624109	0.76888234443352	0.399419477838478	0.492989689334964	0.61498459718656	0.685021689386513	0.725997291642551	0.46545548101567	0.387738572772861
TSPAN12	0.102425258741876	0.663130729910314	0.115221032635208	0.411444131473194	0.480877887201842	0.00769197053758118	0.423947344952313	0.109300465278893	-0.0247366336555788	0.337769025240497	-0.0606725760370449	0.194051448705691	0.75913985928254	0.044872161422006	0.010653648601106	0.00209837437783199	-0.245872633541371	0.721197148116778	-0.0836380940103929	-0.0574578077981944	0.140787880499461	-0.00272630150524196	-0.137538957767032	0.0659675124888148	0.663332735004181	0.441307644389908	0.646465440064412	0.325535642010692	0.292627123534545	0.44108751987343	0.507842219784738	0.698020165696015	0.097042527850065	-0.0521384263313284	0.187502468215252	0.172645725868952	0.0383419251055719	1	0.472209299338808	-0.15929666094474	-0.0822642268677813	0.282781070646625	0.0257336434964941	0.27497511740172	-0.284268349529845	0.675097162190399	-0.204904350010534	0.0275188568224916	0.579434020696846	-0.0520899789641481	0.254280163409641	0.0450746075954957	0.111971398702939	0.0431023269163924	0.187541498782692	-0.113520701542078	-0.183423598110494	0.209083887052436	-0.0460123951865566	-0.153545790298486	-0.012222596676168	0.40086362108773	0.570195984853124	0.803351603297075	-0.134546670763682	0.215669371069049	0.239997538678397	0.705874895325615	0.278537257793382	-0.0126794313408875	0.278600394953486	0.282556596088252	0.582390314987	0.119922082686293	0.211119395401621	-0.0304730166134625	0.632473335402271	0.0386348132003831	0.297212280365363	0.382895912225628	0.0938185424074349	0.283613251544976	0.0512867060711483	0.146210504408759	-0.0617010389669523	0.0292534660731745	-0.275847058771215	0.218684182981446	-0.0484484894524509	-0.0644904537042499	0.282162417509884	-0.0923724916977683	0.10021304767868	0.290141540349482	-0.0116436303602507	0.151244056954942	0.0292348031850347	0.265074507794647	0.272466681740864	0.00651390742274595	-0.0684315956951311	0.000319272754949979	-0.0329739961737235	0.00699436705427384	-0.144993668408228	-0.23202046365226	0.414165950518478	-0.177520540113277	-0.0714967128444885
PILRB	0.525731332665383	0.570830302615953	0.608554736233173	0.453647158055074	0.733499437575761	0.0420976460063709	0.527696428851862	0.48748061106863	0.546983926570283	0.714791595554777	0.506514731136865	0.623416663204806	0.54422886064606	0.39372731057493	0.555251206591148	0.5598895124225	0.156618823878607	0.629377076146377	0.525358564600515	0.525177619063178	0.47880572728202	0.523759446686717	0.222364908554638	0.397702274886731	0.700451715073738	0.593793073670343	0.697690164980371	0.672252514795741	0.611317647905691	0.619723472057025	0.584042487709086	0.405236066566289	0.497420913004291	0.569987988412423	0.519448099930404	0.531594944156815	0.485253110264426	0.472209299338808	1	0.448728949122454	0.234306505119377	0.626057043264085	0.432743417404346	0.714742653238619	0.413750876551753	0.510221735742501	0.240183487786027	0.539124056220693	0.58855738096813	0.55188572389139	0.542317117427309	0.490551686826852	0.657734017042023	0.180123839603612	0.546587872004501	0.309758982771576	0.105282862748012	0.630123170594874	0.126941867477273	0.174033755003496	0.593494669860723	0.338568963475216	0.655181497213998	0.354129952697508	0.517825231807507	0.518571883232318	0.617375308222383	0.42402562748057	0.288120959843822	0.540335782573083	0.406705579403513	0.576044689849196	0.449718588635251	0.614444494712683	0.555348494460259	0.515773302086769	0.549628456915729	0.4644449387238	0.51168544035998	0.674691810122881	0.592255293071258	0.667756059670583	0.516285708905076	0.358766223613415	0.362462433537277	0.400982265636009	-0.00756597401000059	0.707847938525585	0.406685167554783	0.382450631460942	0.458205682154849	0.533974860309132	0.52781290399927	0.522627828201661	0.611756664112673	0.486926068546037	0.169851676495584	0.707042758232292	0.365864512005044	0.555950908522673	0.196044502096093	0.389594243943656	0.20448152382886	0.315209396704288	0.230009430480776	0.245238654627424	0.580841248486742	0.205096773351643	0.146670729448079
