""	TNFRSF1A	EGFR	ERBB2	CHRM3	ITGB8	AQP1	PARD3	CD63	PODXL	PTPRA	NRCAM	LRP6	DDR1	SDC2	SIRPA	INSR	CAV1	HMMR	LDLR	LPP	NECTIN2	PVR	SDC4	F2R	CADM1	SMAP1	NOTCH1	AR	CANX	APLP2	TSPAN5	EDNRB	ADGRE5	CNR1	MCFD2	ADORA1	IGF1R	TSPAN12	PILRB	IGF2R	ITGB1	CD99L2	ITGA3	PLXNB1	MET	IL13RA2	DDR2	PLXNB2	MTTP	SMAD3	RIPK1	TNFRSF10B	RXRA	NOTCH3	NOTCH2	ITGA2	PDGFRB	AMFR	NT5E	ITGA5	LRP1	TSPAN17	TNFRSF19	NGFR	GPR37	IL17RC	SORT1	GPR37L1	ITGA6	MRC2	MCAM	CELSR2	LRP4	ITGAV	SLC16A1	CD81	SDC3	GPC1	TNFRSF21	APLP1	SLC16A7	FGFR1	AXL	RACK1	FAS	TFRC	TREM1	NCSTN	CD44	SCARB1	C1QBP	ABCA1	LRP10	CD47	SORL1	TSPAN14	GPNMB	PTPRZ1	RPSA	CD46	CD74	TRADD	HLA.DPA1	CXCR4	PLAUR	NRP1	NCL	CD68	HLA.DPB1
TNFRSF1A	1	-0.0143891720055134	0.900097444391018	0.623350179916683	0.776400142547982	0.0459147612287423	0.731879311042776	0.955883739587351	0.911590145040809	0.924955114523029	0.952880200064082	0.656667109801201	0.506396407649925	0.764301252764436	0.878009391528583	0.773947909840398	0.634196543896828	0.138431522347655	0.915478297340425	0.933568688554607	0.907758110240449	0.886707327271825	0.696983876236244	0.668153778905495	0.72294889424287	0.862424715782512	0.600918000301987	0.756650474785793	0.955870835082467	0.904375847354573	0.762394646620671	0.380944511054127	0.838807522824156	0.879580289119211	0.929992731984909	0.949282053829088	0.785276523342602	0.102425258741876	0.525731332665383	0.846429004464441	0.592789179480443	0.897773066347393	0.948887193263586	0.58721833218951	0.800682595211296	0.552770740089852	0.558561482959962	0.92475113844383	0.582295323913569	0.88810949177459	0.854119924135045	0.860584726854548	0.812164753971447	0.317869405591498	0.671837663922383	0.801527560692847	0.322750672792638	0.931333602443011	0.634703771653598	0.519968952639306	0.847652929478184	0.648343558509596	0.706533416232082	0.0224280108799245	0.839053033615038	0.919032428000102	0.919828801164556	0.0358581308218701	0.404804743766632	0.938424482076754	0.428974060768353	0.711058243966038	0.270254395643459	0.955206382508428	0.753501656968994	0.880286069803405	0.601095700836109	0.953852737652879	0.875350830404608	0.911355509348399	0.951947709662498	0.89089655802683	0.856430387341121	0.85265132371359	0.814397451114061	0.727531346985341	0.366206579369019	0.90249080235452	0.953722848282228	0.777785168941797	0.907556927978062	0.915151081050822	0.968872542836651	0.895766919022272	0.813735645476215	0.772305310301283	0.431515219396495	0.822903301633099	0.792797397971117	0.892872280725405	0.454243071883822	0.884896271959645	0.444201974678464	0.526635662151459	0.599737493785565	0.646119664592884	0.850134072735209	0.510861117636523	0.382836616051779
EGFR	-0.0143891720055134	1	0.107298705107927	0.308405919664045	0.359669727763987	-0.102204540916277	0.266346702257898	-0.00803624344315047	-0.0200187275952565	0.248226982752804	-0.084868172522603	0.291381915874419	0.523998249497035	0.018929581406677	-0.0259480475213468	0.149153982442509	-0.182898795059404	0.589899542334936	-0.00250646827265746	-0.00150366758957366	0.0565153814704512	0.0602058633368403	-0.184461109920042	0.101993104072255	0.463341076403112	0.29971316655034	0.535909897752466	0.293548119923876	0.1335985489851	0.240336955395754	0.325183275508765	0.400577212544563	0.149523186229726	0.0187048122064751	0.0424288969610497	0.0212231410663834	0.172267265285448	0.663130729910314	0.570830302615953	-0.0791378355441958	-0.0308986592180519	0.200192850793542	-0.089032837388569	0.325040992092952	-0.140996097775966	0.349315678863328	-0.061294240441404	-0.0227525066365987	0.314426574427612	-0.0154920242555253	0.177058065133013	-0.00189000971827514	0.108348070716581	0.0889609217683328	0.263840065393441	-0.13644883749403	-0.0716837072079982	0.119500453806902	-0.165518386127175	-0.0636060262421577	0.0359298009258448	0.116712338229172	0.368260934478604	0.549315913404969	-0.0120970261396167	0.050851984137909	0.108787664567305	0.585738655656358	0.0840211540969812	-0.0159822674736441	0.254712181758456	0.167288719183865	0.488119143994776	0.0742671607282873	0.207866270650048	-0.0467520308844252	0.323048852507537	-0.0774991095886417	0.0948249603307524	0.207676952666519	0.0870456081453201	0.243901625030304	0.0185088097100057	-0.0247392703450994	-0.0681571515979027	0.017209910224321	-0.234439692651883	0.187843856330538	-0.152376097980124	-0.0565434257549303	0.0740772439543995	-0.0421375709569296	0.0253740553067091	0.0946549889493281	0.0212668914214166	0.0868785463381532	-0.147736382696998	0.285841056892073	0.0447611653099688	0.035012594709821	-0.161713963982317	-0.0415204236910901	-0.140631294548745	-0.031512342639158	-0.165137417766965	-0.127968515549299	0.254889767482566	-0.192817031229773	-0.153265644488561
ERBB2	0.900097444391018	0.107298705107927	1	0.606061343632535	0.795633412092652	0.164486664401588	0.680512921349371	0.872521446848087	0.905059259542015	0.913041763927889	0.900214692735514	0.712230493953664	0.519855018314312	0.741901874065937	0.885611138246927	0.796575222111492	0.558272359516729	0.169485377928545	0.884629130853562	0.896085742433778	0.842510021401986	0.861175595443003	0.602588605184521	0.676763665468032	0.712231389649668	0.821419228661691	0.619064848326727	0.770900398234398	0.883976014563055	0.843544436873315	0.755925566022783	0.420585906822518	0.775149710392309	0.874079323020283	0.862177939082449	0.876196608510029	0.774666132613569	0.115221032635208	0.608554736233173	0.845064379773828	0.554597400864806	0.906749779196353	0.839755272627259	0.696867783968715	0.792929716833161	0.481312282573024	0.561067710482182	0.868428225630353	0.539044013276881	0.871225905128504	0.838943457983787	0.760752453937879	0.83182686818573	0.321042461099321	0.679644619589925	0.727995559366227	0.350721404398091	0.909278630729774	0.534958080482556	0.49566809651194	0.885458459343069	0.534882524693235	0.711143485973965	0.101830363410897	0.85545881926528	0.87035274207935	0.894323011071982	0.166585559742805	0.440095851869015	0.904968791546622	0.407204194225661	0.762136705804763	0.345363050616339	0.924446979906915	0.722914136137832	0.888960940519629	0.617970289086186	0.849080155858369	0.81358735321916	0.848284312414286	0.889143983630345	0.903951933364812	0.819174078118422	0.737501413952583	0.750229009886277	0.658684620658537	0.289469200859315	0.891677991671671	0.826666227967678	0.740861410965485	0.796316720466928	0.88904922815854	0.912137174759754	0.80124118312141	0.844724455613113	0.742596746132861	0.338147627711297	0.865103746113523	0.690131553784827	0.881350894290471	0.410761573239154	0.811203918840669	0.394437193605687	0.481441477909057	0.52968966205466	0.603245420122834	0.808462013449013	0.436652084584806	0.330934112130239
CHRM3	0.623350179916683	0.308405919664045	0.606061343632535	1	0.58188191092913	-0.260704789601821	0.600971820784353	0.607618213307005	0.491476752794641	0.652525521433149	0.554093256714234	0.449161477527946	0.545941259263977	0.385872132095265	0.447958693251869	0.592502649841268	0.420348830840836	0.269764435872126	0.557369082127149	0.578456076086285	0.612160017592402	0.661600658996039	0.513057087962749	0.425176461223234	0.629878390210067	0.682645401943069	0.605825035526463	0.608818389675904	0.695238816228965	0.718483546999166	0.599050780377427	0.409262315341453	0.648859543366738	0.459561500242167	0.618945139809778	0.588701832691181	0.507748296526553	0.411444131473194	0.453647158055074	0.467523733761222	0.362319610605047	0.63963443832984	0.640598793222183	0.329272103427373	0.436629389191331	0.576519073917181	0.308715049077955	0.557083536642646	0.424988983467682	0.486368257858591	0.667184164055569	0.585710445504405	0.452179123069405	0.191295385745528	0.458894422100626	0.521831181461936	0.0560983634669439	0.610760404329447	0.5015804080323	0.296568694366178	0.408501351125843	0.558684220944933	0.670032419202764	0.227162180641465	0.446662084144194	0.616025944120631	0.579536342790054	0.10957580439323	0.140511374263658	0.538499797217929	0.36676397051688	0.474188660014772	0.319213767197382	0.578739739084523	0.732270087354548	0.394181469154459	0.569184684423582	0.582518808793532	0.583471951740009	0.713405093499677	0.613979508132722	0.666397809388977	0.467821816831028	0.622589129618031	0.513051629066197	0.557801540040727	0.251082566343422	0.586132855821085	0.580094776622583	0.480548585761132	0.626327646908167	0.519472651184048	0.610459642854617	0.668917125924865	0.408002366695285	0.5241572299412	0.20933058452445	0.52103708991256	0.59739738355967	0.527418611040847	0.237913965572351	0.600554845509878	0.273935479350168	0.36071968271705	0.323765927291505	0.367104881577411	0.727458024332821	0.249337764609825	0.203050397858096
ITGB8	0.776400142547982	0.359669727763987	0.795633412092652	0.58188191092913	1	0.184263995649733	0.678106197116588	0.727455845047883	0.737357607275391	0.911563353465936	0.723295386189584	0.770536493462533	0.810426428297394	0.553756795129702	0.780584612446582	0.658503751338325	0.231036080657262	0.43686290060243	0.670630738186003	0.660917676783822	0.678396137244268	0.666083567091235	0.354201665778201	0.452332632402201	0.916101093756651	0.822448331097702	0.763722878500034	0.860343171044778	0.828195119097103	0.875652514727842	0.805313525819046	0.709704247201291	0.633213332969801	0.735702828800406	0.752374679062978	0.835718144784407	0.623970815873242	0.480877887201842	0.733499437575761	0.56873088441953	0.264254624621031	0.828816299299554	0.671384999632078	0.729762421649571	0.525293932935716	0.654801694877282	0.243346043819402	0.69889452056882	0.771268012696276	0.673769809745633	0.750970364710695	0.62125986771729	0.749314168625769	0.147540791318281	0.528239936656562	0.48004554190297	0.0822355867947105	0.847437335148198	0.290489013126935	0.178185513766978	0.755445416653038	0.591629942997898	0.794721293332513	0.441673451632323	0.661315698222302	0.814587247923895	0.854186886603144	0.528397928116851	0.610626270508909	0.731187760400528	0.47707652777471	0.747460968713364	0.597217552739284	0.790446886411781	0.588576803060952	0.718030178385338	0.840926461673486	0.664756810751691	0.80445362522088	0.8342497259484	0.745907580802187	0.84623599733127	0.670508950748812	0.56648169460388	0.507553265670585	0.546127547240904	0.0198005611326502	0.830888279679418	0.617124308421538	0.535214566864259	0.703497921065588	0.667638083883258	0.760243669598431	0.696608346952756	0.7312233971997	0.665799658070433	0.305125962643269	0.8906852357785	0.568995180210913	0.752243523692034	0.300159381269193	0.622575849826501	0.314316734648696	0.380110879531391	0.29795589526828	0.285065597426187	0.766863834845363	0.226065938245525	0.2132783986448
AQP1	0.0459147612287423	-0.102204540916277	0.164486664401588	-0.260704789601821	0.184263995649733	1	-0.0777901314565917	-0.0644803523121942	0.136716095136608	0.074627177927854	0.0269938359766267	0.0490358179086314	0.196331069075736	0.133269667666553	0.284322434840645	-0.0112009552057036	-0.156234462862064	-0.1151777422705	-0.0518598923240674	0.0118920882817913	-0.0657639769034941	-0.121594984133589	-0.146974834022523	-0.0510109352498496	0.11762239479868	0.0925794997389251	0.104312027382743	0.0966697739206403	-0.0234680290228118	-0.0228610985551903	0.206089845182758	0.413488225875193	-0.221946318100945	0.050558370975016	0.0175867061331882	0.152183920862211	0.0608920152487185	0.00769197053758118	0.0420976460063709	0.0600932402508785	-0.12877904701262	0.0710674888200367	-0.101032421780074	0.412564635598001	-0.0914897500385003	-0.168456665067801	-0.0416959825625638	0.013011901469376	0.260767641609284	0.0881205293018614	-0.0438099302355285	-0.151654288916138	0.252559101162875	-0.0271483124349378	-0.015379039273153	-0.0544772386788297	0.0858824222754939	0.108378857855588	-0.123140375563297	-0.0955810316453531	0.332755814292649	-0.0866120535689123	-0.0120189177644332	0.124545338010745	0.0699735291636091	0.103681420833097	0.131642163652877	0.537589883215785	0.726861936927684	0.0480228103614543	-0.0602140261852346	0.390352592876692	0.492488178899271	0.114811178708941	-0.209000575530164	0.352624541650983	0.147962651724128	-0.0879480706789994	0.166698809618177	-0.0244038772098543	0.0198528213382359	0.0505161787452563	0.142260122536259	-0.141267626358153	-0.0864718807777089	0.026896966911954	-0.148488423356857	0.0163018247262733	-0.0553166337195336	-0.033530977226326	-0.0678873766909888	0.0372725677178247	0.0525714667046513	-0.0699466145435604	0.345548738024806	-0.011970600183769	0.114211443478491	0.23405826329492	-0.109486350223819	0.0684579303707297	0.140416824529999	0.0189805797164186	0.0639218300299084	-0.114280406139857	-0.0175501958503494	-0.129323052071717	-0.100294725584019	-0.0103843390242775	0.0707569446508237
PARD3	0.731879311042776	0.266346702257898	0.680512921349371	0.600971820784353	0.678106197116588	-0.0777901314565917	1	0.763237623861848	0.602831011822316	0.765155779686695	0.601188922994705	0.515438283149009	0.594909017579066	0.796293050730996	0.581736788647059	0.589410490651499	0.491021638385296	0.487606024232172	0.610806901981549	0.70648213784781	0.85799657601352	0.624906859635213	0.469542150652022	0.81272112463403	0.746512367056434	0.835302584745229	0.741589825404784	0.611163279758281	0.816816221849017	0.84769417840152	0.836831574910065	0.482312105367586	0.619575506175401	0.548810159432022	0.84330854984415	0.684704373962471	0.647840615897002	0.423947344952313	0.527696428851862	0.606088576872434	0.725936115606969	0.769761300758622	0.67412580033143	0.455693457240708	0.411193674485438	0.675968975098138	0.589032210839917	0.727202384979906	0.585536584732061	0.664090046968446	0.836431456354847	0.749005619137163	0.608820350557104	0.631401547441243	0.741987882718508	0.610756915401513	0.559210612760055	0.745874631951813	0.52948853761713	0.637162930602966	0.559694347275452	0.736525883369732	0.748651964447649	0.318421436671551	0.475789052785512	0.755534864638314	0.75491931432738	0.211203201546734	0.294988164782078	0.719709343435721	0.63355361735067	0.541937455232438	0.322103930267689	0.740523471165556	0.643929241625265	0.631782544103725	0.640688308219353	0.753631881883354	0.794314636235816	0.773759666827566	0.701981253932241	0.792710951801047	0.733911411336471	0.832029029507827	0.708294897457004	0.596222616397162	0.178917920447461	0.737564566696135	0.680933252846532	0.738881653466918	0.861207333045469	0.600018591268064	0.784221632734558	0.846387350402623	0.486660475993171	0.702758026738666	0.406808753849934	0.58010893431342	0.871487892884408	0.680300068913717	0.38910376863103	0.722174035221584	0.412499249246053	0.510966600258984	0.566286564856534	0.646417505721541	0.900337115699179	0.362332260583608	0.419848773462283
CD63	0.955883739587351	-0.00803624344315047	0.872521446848087	0.607618213307005	0.727455845047883	-0.0644803523121942	0.763237623861848	1	0.890956171968313	0.898868802396079	0.919974300064884	0.612360683356953	0.488342437625733	0.795823426883625	0.818514983759805	0.724891359390215	0.62912557603409	0.131771884507296	0.916157957346132	0.915550648782714	0.921718352515316	0.897341772904128	0.65075991562217	0.715704611744826	0.696619209802055	0.854141069321538	0.561567718159635	0.688076696219742	0.944946514079562	0.89441824765696	0.737790848510521	0.334830261862159	0.84615237420954	0.879747181028167	0.925299852906816	0.888124999394933	0.741440105380194	0.109300465278893	0.48748061106863	0.830961041162825	0.630392714417903	0.88335995581432	0.920007728443055	0.516385760861931	0.799558765048363	0.624269505935364	0.566068957374326	0.892111896339543	0.49515314344047	0.886859061943922	0.894608718921549	0.849986996164861	0.723940270328039	0.341240075417777	0.666093650207617	0.787495371732725	0.338212183537073	0.896672246829603	0.613087210874557	0.541260810768292	0.767797012851	0.633445075173028	0.694223484274388	0.0556720340878396	0.84167661645126	0.895069991737822	0.877091124120314	-0.0254405778693878	0.267332778504375	0.897289449296724	0.400858859799386	0.606140222965415	0.17541001185635	0.935077780032216	0.721423066601632	0.831410459553326	0.573611337150124	0.958676187206002	0.827215559075622	0.908921072683297	0.913955355374218	0.869866965723847	0.843696631783689	0.880541407367225	0.825531259847401	0.635686227966212	0.332704228927692	0.911071659720409	0.929428248903502	0.767970333769548	0.94722799560839	0.902142870134584	0.962956723383182	0.911104298634485	0.730033748482022	0.748513685913813	0.382914835005312	0.787156097528402	0.844870936277653	0.841295516922055	0.411065237075393	0.859407663283978	0.406948943308859	0.505627536231745	0.561430165644273	0.657450498020878	0.89324767844431	0.475045617516706	0.351413874955142
PODXL	0.911590145040809	-0.0200187275952565	0.905059259542015	0.491476752794641	0.737357607275391	0.136716095136608	0.602831011822316	0.890956171968313	1	0.88946748714036	0.936103789463008	0.712086034600623	0.403118322452354	0.712520242667093	0.887340956635091	0.796770908607293	0.534746993369621	0.0114789783977592	0.930709251156357	0.910859598489456	0.814432593287302	0.900929473518022	0.537980335912662	0.610427193340651	0.624136511004457	0.767873986290706	0.522304437593883	0.7099209070004	0.860071644814915	0.774534111370695	0.640808690454081	0.296292207685464	0.786441329503984	0.948232843444654	0.81969115772337	0.877684970885343	0.747320478263335	-0.0247366336555788	0.546983926570283	0.86160793733495	0.497636647275524	0.866332625853621	0.836767984957286	0.667755577763399	0.862786311771449	0.38082116497972	0.493389001446413	0.870967682975117	0.444092456462266	0.914264526591349	0.775173089030256	0.757444139720139	0.813845969615676	0.279866724800748	0.562438879781294	0.689221780875651	0.319527859393388	0.88278018794053	0.429038944367874	0.414934110487974	0.869423725662972	0.458897806077224	0.594547598015863	-0.0440352060447205	0.927986691158842	0.853004926951504	0.898219604960841	0.0417114496624826	0.419776515067469	0.89804539803686	0.458396670874361	0.707127600801438	0.255592624594888	0.911413458381649	0.638687197925376	0.894990294440731	0.536112822793323	0.871209490222759	0.794176873429654	0.809818926685373	0.889146948209937	0.847266393959806	0.832112580110159	0.683714680211793	0.679037300218866	0.640516381770825	0.206263939472339	0.890342778222426	0.852935321898974	0.718057424305066	0.765845371190414	0.901748498345664	0.902915127217852	0.735040379074544	0.88341712686825	0.778098012426125	0.334520209733662	0.882145737301633	0.615344988780067	0.88694369110938	0.444236962880087	0.786827685745515	0.422561261146017	0.439859957436783	0.487448924658891	0.593530635693391	0.717859338369166	0.447821670136085	0.340680842259516
PTPRA	0.924955114523029	0.248226982752804	0.913041763927889	0.652525521433149	0.911563353465936	0.074627177927854	0.765155779686695	0.898868802396079	0.88946748714036	1	0.88554038272892	0.768293813336177	0.692164604419819	0.71367658113841	0.865904341114311	0.768271175665889	0.435094829156407	0.332076347027041	0.861323276100907	0.852504929392451	0.844456078525479	0.854677434639941	0.51654096702922	0.631224178969641	0.86613120334118	0.897169622354738	0.74726478499432	0.845331766913236	0.950636182005699	0.935467321860881	0.825845616704796	0.548214216722602	0.795006837830215	0.877056167057054	0.884983738438752	0.919414768441985	0.750767964102515	0.337769025240497	0.714791595554777	0.763748013506954	0.473764471122419	0.940820484247452	0.834277711666794	0.722001141423469	0.719582217301602	0.633763212543057	0.433997784140026	0.857416039559699	0.682225265354709	0.833099197048907	0.857422226893082	0.769879701097792	0.833811325950109	0.273089260660268	0.662924846801022	0.640947268978624	0.244344461699278	0.944464096632147	0.438613480587897	0.377399953894557	0.839211523528949	0.615503708799239	0.821853209656666	0.253606706495649	0.825700816821693	0.918318510895973	0.947409989217004	0.29072035114784	0.484731298897089	0.879200460459349	0.499205866259031	0.781313250170623	0.453713695635053	0.928668679893658	0.725037720810668	0.835382789176155	0.753468871483472	0.864877044622356	0.886176167782724	0.927816842507588	0.898036243930496	0.933999389969061	0.808506771617773	0.738815300497821	0.676134985846488	0.64634339722757	0.143507495054806	0.940541270686327	0.814650076457047	0.69153899835903	0.85452863140185	0.839961484380231	0.916238121456193	0.843401812897529	0.824643151673645	0.78356915469096	0.351501467051061	0.931288993066969	0.715387959507085	0.865214955894217	0.381718942049513	0.779709346479251	0.383127774934407	0.452237872057376	0.453486321869784	0.502901504030828	0.872724810013365	0.372175727757597	0.298299887939681
