""	CD2	CD3D	CXCR3	CD3G	CD8A	CD8B	KLRD1	KLRK1	KLRB1	CCR5	KLRC1	CD247	ITGAL	DPP4	SIRPG	CD47	CXCR4	CCR1	ADGRE5	FAS	CD53	LAG3	PTPRC	TRADD	CD69	SMAP1	TNFRSF14	CD44	SELL	ICOS	TNFRSF1A	PILRB	TNFRSF25	CD226	S1PR4	TNFRSF1B	VSIR	ITGB2	ITGB1	CD4	SLC16A7	TSPAN14	ADCY7	RACK1	CD9	PTGER4	JMJD6	HAVCR2	PTPRA	LPP	TSPAN5	CANX	SLC1A5	CD74	SORL1	ITGA4	C1QBP	CD81	GPNMB	APLP2	CD63	HLA.DPB1	TREM2	PLAUR	CD68
CD69	0.472471229958572	0.696993308384523	0.489352471099189	0.631332376608263	0.527820922997536	0.753150109270499	0.373064366117892	0.577438252084751	0.652345164329408	0.17486998798049	0.380761857298503	0.638963236609566	0.744275331148817	0.596198510074374	0.708273367989608	0.673122994286823	0.651556099162794	-0.271327248647664	0.586755065019607	0.722863182504688	0.388659656431279	0.33257138422487	0.551644012236658	0.676444055395508	1	0.139246915253738	-0.100620905914047	0.283887340892877	0.742672622246261	0.422932187949529	-0.13598833622084	0.395061920738869	0.616732239436717	0.513966259351204	0.840903383582947	-0.209036103555188	0.0743776360876113	-0.0266373758613635	0.425215694837998	-0.154490681566084	0.571975855638257	0.38128926167968	-0.205255542652706	0.422546916313655	-0.45086182542181	0.594670791699177	-0.0747001515045659	-0.285949894666054	0.0982099650723521	0.159657995688169	0.59454019946319	-0.185253189899769	0.274502141300005	-0.119712230093543	-0.220613015070736	0.578974960592991	0.393573958677864	-0.356219437453357	-0.588423799047354	-0.302589739071231	-0.250224824748877	-0.0899539216180599	-0.144093316248056	-0.360414777631823	-0.413211922822435
SMAP1	-0.331342953556639	-0.20994903420541	-0.26883954037062	-0.278561308420818	-0.338987269142228	-0.318947118384786	-0.463709528799012	-0.266363898523269	-0.135839995933199	-0.141666193883203	-0.208208204148924	-0.185928213921299	0.231528435609203	0.050752569308238	-0.0519013517883578	0.424835978485714	0.0916878668846185	0.638205467296519	-0.300170974301075	0.234674693682423	0.475739123242838	-0.406279929410949	0.0622353412006677	0.252792680398028	0.139246915253738	1	0.523811300631729	0.690133810805834	0.0755855192697033	-0.137699908697666	0.782997317943275	-0.0320073975732533	-0.0921390524711131	-0.271815963710651	0.0195223090927936	0.852374323884383	0.833727693738177	0.757835603321335	0.784384386914666	0.675044712275244	0.0555428266657132	0.509248782361415	0.455328584322616	0.815239010665896	0.65700432682114	0.623456478937007	0.291688523318021	0.764168467896821	0.468623054697366	0.551785078490532	0.0282641921586394	0.837332339938375	0.741969366223251	0.747130027501253	0.721008392132384	0.573218229575757	0.65571242904809	0.524223145140017	0.525094884005125	0.760625862313136	0.79841510089127	0.790088280959984	0.666924050965128	0.762831003545134	0.730501595822174
TNFRSF14	-0.0216663520123956	-0.0400476069871605	0.0187031840182127	-0.016795012445207	-0.149466755133456	-0.213815419865173	-0.188327440031273	-0.180095855112053	-0.132322059097956	-0.0819262062716581	-0.097068476558636	-0.11181806485661	-0.00249402380463054	0.15793305706753	-0.0512552297737092	0.138340422130383	0.132613093949588	0.341530081284104	-0.0728792030155163	0.0348904819114606	0.204565550497461	-0.172521373226672	0.0762057683453229	0.25517468430003	-0.100620905914047	0.523811300631729	1	0.706223271160014	0.0213174450398258	-0.00146559588910514	0.289990574901611	0.05238758030799	0.00809620112047833	-0.0693182269472254	0.00756411880632727	0.661725552492201	0.396557416528259	0.2835285083478	0.346843150847889	0.165668726762203	-0.0710119862655429	0.454353901164284	0.105791752695579	0.427157154446628	0.432492557211645	0.324327289126512	0.139261720501285	0.383281305674119	0.178435975283878	0.15604832328833	0.0378341998360138	0.41255409300568	0.234758303987062	0.248802842166797	0.278351264984793	0.166100475212768	0.196550324820145	0.0212915662054997	0.585052748389927	0.315081909762613	0.377828414056775	0.308930107323788	0.141935711806637	0.399224932836151	0.513573464851312
CD44	0.0755108452291575	0.139749956832043	0.148554295509275	0.126456336622685	-0.0224867552018073	-0.0827921566400854	-0.128181027834683	0.000582099317981108	0.101985153851701	-0.0589398168060016	0.0642730309941225	0.147690134335453	0.482553343206466	0.260384150485515	0.166051997748618	0.541542492089043	0.377971244538132	0.379035686226112	0.135447320197336	0.304356461184286	0.550337514204867	-0.11544607734349	0.323039087968372	0.561871826389915	0.283887340892877	0.690133810805834	0.706223271160014	1	0.25552968809191	0.0745298339405364	0.529372446993779	0.274257603678317	0.0927747401066932	-0.0210009972757131	0.200845364826305	0.668671457058327	0.625103223590785	0.543821939961741	0.629660826795204	0.405121025008263	0.270756814213854	0.685242704890057	0.273143838976002	0.782696683350888	0.385687874943607	0.711038329270353	0.206425567010671	0.468374529526865	0.486942568631553	0.455493351454682	0.236500637060874	0.544365458474878	0.604815810075975	0.470107399156947	0.376551025903711	0.632392189707391	0.668443580953182	0.164434377662063	0.272976295558713	0.42993865310487	0.505924421821008	0.543923154599128	0.361374722752825	0.454751890983584	0.43954169629989
SELL	0.109231080410605	0.340135617184646	0.137364139260176	0.324577819436443	0.079321549325436	0.418400930624073	0.0685424206590918	0.124936356474127	0.734320253867439	-0.330830923876029	0.216231707703509	0.278178452672434	0.517263274989784	0.700681834893814	0.349228208294188	0.4447806610102	0.174314831655699	-0.524897064916575	0.214070286401221	0.694853046234156	-0.0341060568503176	-0.127346997344771	0.0442372800614999	0.760943925532926	0.742672622246261	0.0755855192697033	0.0213174450398258	0.25552968809191	1	0.0362889344475674	-0.236103020148379	0.0605633709576076	0.82294588806529	0.305350799835816	0.925023934915981	-0.204346568389392	-0.0639339486327592	-0.232434855499724	0.422941722053122	-0.202722239231255	0.102245017479413	0.25671275922975	-0.338217705196067	0.439955704025886	-0.266487003937318	0.344803715380375	-0.504137424448425	-0.412525956221941	-0.121605000137035	0.101256183181818	0.389075611621588	-0.247029124083278	-0.0437083691614846	-0.255218300716557	-0.0952347221799701	0.379224784842404	0.199251149569287	-0.370238447431483	-0.393302928636264	-0.283458473242124	-0.317610692978831	-0.231994323859769	-0.267687023230975	-0.285097604019599	-0.371100951784649
ICOS	0.898359427155229	0.869740577786145	0.878219439314763	0.836524510125825	0.836465142686392	0.731160263848809	0.674210496089344	0.863011919090852	0.227216054786702	0.733631950852072	0.639498197012801	0.846726645838949	0.392683899852991	0.238058030531966	0.83475220712594	0.498787123269681	0.770535360980112	-0.00628334679943473	0.77675839649441	0.0405204718263989	0.564552954425955	0.820312323127823	0.793256396084792	0.14411857699107	0.422932187949529	-0.137699908697666	-0.00146559588910514	0.0745298339405364	0.0362889344475674	1	-0.249769045034437	0.610780058992177	0.162286412785944	0.788075672177189	0.217995748217675	-0.263308741485462	-0.114575820312065	-0.0818121443301551	-0.0418512587916762	-0.297583252653576	0.750428110361059	0.388846717215059	-0.273907858294893	-0.099491038708423	-0.457339916507118	0.121365260960472	0.321851441820449	-0.234415814658205	0.173401300619149	-0.198840856003841	0.743075987781316	-0.245430546448844	0.215556800990696	-0.251970677726434	-0.540632791671961	0.180127769287096	0.187976690962634	-0.427391762281075	-0.49140854661556	-0.43175658041019	-0.246116895620071	-0.239403604635123	-0.274629678809478	-0.502300549005653	-0.456326889034375
TNFRSF1A	-0.405470065248657	-0.379196022881273	-0.333791892616991	-0.434448339157149	-0.425354660312233	-0.521072061791967	-0.498106076868628	-0.371062076607384	-0.349431228461911	-0.0797148667228593	-0.297924151784641	-0.324876228296003	0.152675748345145	-0.224870446593773	-0.242278676810844	0.351886573111084	-0.076858616668999	0.823150241944305	-0.346443953646124	0.0307329637084745	0.55788317992182	-0.415957633573413	0.0810057518732805	0.0961157741849263	-0.13598833622084	0.782997317943275	0.289990574901611	0.529372446993779	-0.236103020148379	-0.249769045034437	1	-0.00073070245164841	-0.316056326314237	-0.37574314014015	-0.309389715348964	0.828086012251015	0.925452309637545	0.937664725811053	0.700443642883776	0.918442245790474	0.00638034877743374	0.390691278382942	0.758219771254728	0.678301530975787	0.687996350473167	0.480483081456488	0.415031219749694	0.932254417631838	0.612960366632332	0.692592645164611	-0.139249611512233	0.948763662369873	0.795958984654618	0.960825806468629	0.868051893524926	0.610045825112777	0.733741932347197	0.84927305961048	0.460845603844205	0.957134845307257	0.943884275028319	0.950400491499408	0.930200485449982	0.880398373407582	0.802913248402551
PILRB	0.71089511841171	0.657677282229801	0.701201681944784	0.597275932322327	0.608356712704917	0.455227796502627	0.6360936691009	0.606914540272681	0.30409217969352	0.378117789105846	0.573645310715994	0.623695043609404	0.444635615843845	0.244629742820756	0.543923699927574	0.566254288926013	0.609246847075352	0.0361791278762172	0.656290904583059	0.299593741871376	0.553312560732465	0.484249455894646	0.713412858293555	0.374713544488799	0.395061920738869	-0.0320073975732533	0.05238758030799	0.274257603678317	0.0605633709576076	0.610780058992177	-0.00073070245164841	1	0.17246290736213	0.488573306769126	0.129534120857178	-0.112257035075072	0.0503798271363278	0.0716846585224691	0.123575560806555	-0.0341357333421169	0.68904365571972	0.604489891524472	-0.038843752044898	0.0689643029798798	-0.185548137230264	0.359115829908999	0.198619706697916	-0.0849521791330224	0.303692173996593	0.189888936200899	0.797573568027909	-0.0709347851847624	0.334887019456523	-0.033841091709069	-0.183086981698989	0.360983809845153	0.370700687449289	-0.159662115542515	-0.474482082541585	-0.179832192438832	-0.0574576494211377	-0.0455535193919844	-0.0584524831631748	-0.322136329222796	-0.362642514572302
TNFRSF25	0.204663765678025	0.348405499857962	0.183264794332152	0.3158653708759	0.0974918125769655	0.398150916464483	0.21541745975361	0.124795454890716	0.711703708293239	-0.35721912998648	0.256567133618282	0.260361092571867	0.313230866783355	0.760644268404761	0.273189331953388	0.367541992804018	0.1038352025453	-0.551929424979555	0.237680622683595	0.601810991716253	-0.0688146907511574	-0.0732684994553265	0.0941842235064082	0.651492402195979	0.616732239436717	-0.0921390524711131	0.00809620112047833	0.0927747401066932	0.82294588806529	0.162286412785944	-0.316056326314237	0.17246290736213	1	0.478498589706017	0.748568953522044	-0.288767263643093	-0.151156708310647	-0.309052927562643	0.246662200048484	-0.230006977844846	0.0326934766985324	0.254255393633352	-0.246872973584573	0.229917535963849	-0.391054746327883	0.146844650883199	-0.573179248283465	-0.469986560560246	-0.159466905343758	0.0487636967769431	0.397954985241055	-0.366639353248968	-0.173248419159353	-0.311949097671172	-0.149908917079716	0.29666421520484	0.0334779337651554	-0.36854924884445	-0.460003208923079	-0.351611232530556	-0.420679113242814	-0.330160815047831	-0.306131223038474	-0.382096606005962	-0.449982773271544
CD226	0.796577431922951	0.771942890194981	0.749424231339287	0.75349744352328	0.663137881175184	0.711690946957813	0.631765804431204	0.645149328028069	0.430371977437009	0.461643931027066	0.567578849728094	0.674939570007571	0.273184356292777	0.481170170115938	0.650193212615347	0.529710518189415	0.528157967028505	-0.272146967234573	0.700940723388659	0.289313829642502	0.380561132890913	0.620567812822507	0.660206833000603	0.405201901231961	0.513966259351204	-0.271815963710651	-0.0693182269472254	-0.0210009972757131	0.305350799835816	0.788075672177189	-0.37574314014015	0.488573306769126	0.478498589706017	1	0.40237727474022	-0.381481470950419	-0.152014751374215	-0.218271313127632	0.0147974073535973	-0.315219475100285	0.421185815402244	0.260111399253438	-0.269162190695673	-0.0549550061449334	-0.625020154786104	0.00880934785766568	0.0517911002133319	-0.386728157180802	0.0652402183042351	-0.151288215055515	0.636347160071377	-0.389329867924108	-0.0205063698907611	-0.299425490111757	-0.493460348839099	0.221241892498498	0.0747892686260081	-0.448798184686063	-0.643104432242431	-0.497469477392384	-0.409319079288315	-0.312729133881044	-0.275165464802868	-0.561338003593497	-0.546519734071522
S1PR4	0.284994425747901	0.531286228821444	0.341824342810032	0.524382558313116	0.302584496775366	0.624930539480726	0.188942212900724	0.344174474798378	0.680817970629706	-0.0742247793543707	0.261673970572242	0.433648459354866	0.598554381144659	0.712106570102602	0.545710235346627	0.479386248931558	0.408058413126436	-0.500904901707713	0.415230542047973	0.686960549469909	0.0747125913706588	0.106964104011143	0.234484735457611	0.703045074330315	0.840903383582947	0.0195223090927936	0.00756411880632727	0.200845364826305	0.925023934915981	0.217995748217675	-0.309389715348964	0.129534120857178	0.748568953522044	0.40237727474022	1	-0.299041720418966	-0.105738874035566	-0.25078970678464	0.352920796886606	-0.302666651291456	0.282293805466897	0.230061277697932	-0.405380669872664	0.358014956803273	-0.408085589626918	0.395448123960796	-0.351404100668326	-0.461574655038203	-0.125848195330841	0.0635272888275218	0.469354492961959	-0.304933675376033	0.00583396094789677	-0.316237626110441	-0.253421445697132	0.388870041341385	0.196173765743503	-0.489407322369778	-0.482632202343118	-0.390267889164626	-0.38689013275719	-0.287949010240121	-0.333577558944922	-0.40290415066312	-0.459676744223731
TNFRSF1B	-0.410404598106349	-0.404140153095953	-0.372804921278167	-0.443026965523917	-0.459164014711113	-0.554825835012346	-0.499715906660233	-0.430029298855803	-0.330405476834507	-0.15260231734227	-0.284327417746302	-0.376557147211573	-0.00360067102233965	-0.213480901617829	-0.289234634991453	0.160214211156792	-0.101357421031375	0.770916440568677	-0.429581274127644	-0.0459213053791607	0.376425097967974	-0.449955985295855	-0.0551799460615689	0.114478896109702	-0.209036103555188	0.852374323884383	0.661725552492201	0.668671457058327	-0.204346568389392	-0.263308741485462	0.828086012251015	-0.112257035075072	-0.288767263643093	-0.381481470950419	-0.299041720418966	1	0.81941277351682	0.768714430624837	0.641837977746053	0.710333017405172	-0.154331314950745	0.443171831740484	0.557347238243374	0.667972227073381	0.76158877710479	0.445265761344491	0.331895114229543	0.873568392864407	0.452703310188514	0.431467181383018	-0.216563657277585	0.863229328744295	0.615779536400015	0.783695797749306	0.77172383389027	0.394351474165332	0.506932028951445	0.62707505888982	0.748230332107989	0.843392247689343	0.859579429254687	0.819570083401057	0.70557734145866	0.892719308700615	0.910286166247703
VSIR	-0.246951078177739	-0.193739245744908	-0.171887804872947	-0.254826612801661	-0.301008974521663	-0.330311412879991	-0.424011662759817	-0.267731580930837	-0.243592699478335	-0.0123527831037092	-0.263960041494363	-0.215103009757128	0.268453143445183	-0.00832557878703883	-0.0891375043600699	0.535732881216019	0.0959409709065326	0.762840443583331	-0.199166946968087	0.211609949649061	0.683603582057923	-0.338633731040852	0.249000979238393	0.296004332830714	0.0743776360876113	0.833727693738177	0.396557416528259	0.625103223590785	-0.0639339486327592	-0.114575820312065	0.925452309637545	0.0503798271363278	-0.151156708310647	-0.152014751374215	-0.105738874035566	0.81941277351682	1	0.949223811428687	0.779752282096667	0.868685826154369	0.0777656960227032	0.461454173889427	0.703149544950846	0.804212600132395	0.507395804605385	0.595158189858406	0.427894287637949	0.879272964010798	0.527162194207947	0.710104642771887	-0.0251248703261077	0.900362708087938	0.850098466818539	0.948202998710493	0.784195712185306	0.760954847747326	0.807927989712755	0.708683009042907	0.349136155654524	0.878785565788329	0.872145334744442	0.947167022274305	0.912555542174564	0.814759328061172	0.746367243908831
ITGB2	-0.218241222659044	-0.199284895911059	-0.160696047011595	-0.270331412599975	-0.232051710141012	-0.346248554559678	-0.374176157048421	-0.202944554045377	-0.337075221177046	0.0861048397686921	-0.248125557428379	-0.167805774485172	0.235580194914802	-0.169278352979832	-0.0755040776527388	0.472415150431557	0.118169730347667	0.83902417446575	-0.204869085871855	0.0843835068199451	0.722679446784695	-0.240774076992498	0.288951788115179	0.135848682188735	-0.0266373758613635	0.757835603321335	0.2835285083478	0.543821939961741	-0.232434855499724	-0.0818121443301551	0.937664725811053	0.0716846585224691	-0.309052927562643	-0.218271313127632	-0.25078970678464	0.768714430624837	0.949223811428687	1	0.660251547666166	0.859370914884427	0.159073664950803	0.381331284242328	0.75158231823049	0.681800264047378	0.508124820768195	0.514998018874855	0.490308686375165	0.91939200095031	0.522358316276768	0.646695879599321	-0.0646666848403328	0.890355591555755	0.882412029147764	0.950312284644249	0.732131084778998	0.712232472539961	0.813783331006501	0.724194393484923	0.350799431952146	0.887795885248998	0.903168677088155	0.945513840671264	0.926727467864981	0.81161624477642	0.742105262087618
ITGB1	-0.171705479981837	0.00263709772880805	-0.103875641968715	-0.0796373202467622	-0.214703471746984	-0.0777815543573468	-0.252947173561055	-0.105125800926327	0.228374319807284	-0.133929597914543	0.0422714369698205	0.00208237643523586	0.466851471426983	0.258001481609171	0.135516709354385	0.662574487434631	0.138680170958389	0.440505249314198	-0.0825671124234576	0.487443747619109	0.543906567035306	-0.340785677222263	0.20977452763377	0.596203850171213	0.425215694837998	0.784384386914666	0.346843150847889	0.629660826795204	0.422941722053122	-0.0418512587916762	0.700443642883776	0.123575560806555	0.246662200048484	0.0147974073535973	0.352920796886606	0.641837977746053	0.779752282096667	0.660251547666166	1	0.614139315450783	0.130223602560572	0.634064676225799	0.357064658242357	0.876842441094161	0.446295666176015	0.647070313041069	0.11798796201968	0.562070083444061	0.521274308172116	0.579446420213183	0.263800612032132	0.687009132934463	0.706422786254935	0.648830996680481	0.651220750260745	0.756813557491977	0.77727261546683	0.449966995166343	0.173472102912684	0.620329433946102	0.641119625231423	0.65214783684232	0.607876128772839	0.544529908254578	0.46510237955062
CD4	-0.426997803985777	-0.41791693466041	-0.343171353139588	-0.456743243591277	-0.500148538110079	-0.568744941140156	-0.552202025520857	-0.473944808889217	-0.393639199629114	-0.166948710169248	-0.385873638898377	-0.432651991750619	0.0965410085364092	-0.158050764930866	-0.338162384598438	0.327162059411608	-0.179055445561708	0.697070702998525	-0.363121326527159	0.0713787563028474	0.473158670126862	-0.512571108930615	0.00503501901614946	0.118102803010284	-0.154490681566084	0.675044712275244	0.165668726762203	0.405121025008263	-0.202722239231255	-0.297583252653576	0.918442245790474	-0.0341357333421169	-0.230006977844846	-0.315219475100285	-0.302666651291456	0.710333017405172	0.868685826154369	0.859370914884427	0.614139315450783	1	-0.0796806983070447	0.318183458638898	0.798780544694723	0.623876206836405	0.540585932790097	0.4794468528167	0.367824434190579	0.829192964980033	0.486567692809804	0.757289292829118	-0.163172812585045	0.862006317046231	0.71174316432466	0.944480025670786	0.876783075973675	0.579386603922354	0.675450885744649	0.917674502047379	0.308320175198932	0.915142146822308	0.8227334363293	0.922447165370868	0.943417444109505	0.83784214158909	0.703383087544077
SLC16A7	0.737286034913923	0.806561842679126	0.75609159786157	0.757028703917315	0.793505421551779	0.677240644278149	0.484554976012811	0.817386958052391	0.157019012507963	0.678493487033633	0.430401618595208	0.814305089486453	0.715277791154497	0.1246022296296	0.838080089583336	0.612053301238642	0.872983843836163	0.126965658618805	0.736144800260497	0.211880275990304	0.675371750175135	0.689699209949289	0.810081667972494	0.223698153455277	0.571975855638257	0.0555428266657132	-0.0710119862655429	0.270756814213854	0.102245017479413	0.750428110361059	0.00638034877743374	0.68904365571972	0.0326934766985324	0.421185815402244	0.282293805466897	-0.154331314950745	0.0777656960227032	0.159073664950803	0.130223602560572	-0.0796806983070447	1	0.451533208248209	-0.0978301419028477	0.125300207963291	-0.313928177581434	0.492282922297336	0.403638060885967	-0.0786694809964037	0.232524979591263	0.0707198043058962	0.72146947014653	-0.0325921885677192	0.501514734563169	-0.0284824632107112	-0.330176275892788	0.414762879855731	0.481691164432171	-0.22629939088174	-0.482336935249001	-0.21517843162581	-0.0534414017832749	0.00843606288874433	-0.0721031339162581	-0.324940011666832	-0.338317215933778
TSPAN14	0.328715773486273	0.377911471438475	0.355464260868238	0.299131596084327	0.202975042747776	0.110272149992248	0.223041503055648	0.278084474752081	0.321929507108665	0.0741159088985511	0.465458447403391	0.373845221270126	0.47879851165269	0.236324833327779	0.410233999947905	0.597298918982873	0.42627506744568	0.263780697959003	0.29616797862796	0.302792107938895	0.594497145389156	0.0561474999746798	0.480676723163034	0.531067228148025	0.38128926167968	0.509248782361415	0.454353901164284	0.685242704890057	0.25671275922975	0.388846717215059	0.390691278382942	0.604489891524472	0.254255393633352	0.260111399253438	0.230061277697932	0.443171831740484	0.461454173889427	0.381331284242328	0.634064676225799	0.318183458638898	0.451533208248209	1	0.219501356866636	0.57208670530019	0.223586127708488	0.630699910044654	0.119632665665029	0.29914130243973	0.46517939912955	0.358949967141842	0.6274313117111	0.360865057164661	0.545452928210429	0.319138645135944	0.258196594956661	0.564495962351703	0.614013778429921	0.167760284276391	-0.0202495233075357	0.237286891326483	0.351714041434672	0.362782649055808	0.247121579413147	0.178313190812688	0.158994444560385
ADCY7	-0.314135489802985	-0.357387208571105	-0.330206729647831	-0.406004442744347	-0.320802604607457	-0.462522977770534	-0.371356649637729	-0.359767106377557	-0.415249108616703	-0.101077199800885	-0.375954768408881	-0.34331641995634	-0.086829041808022	-0.261469712571501	-0.308477061657871	0.161074877416445	-0.146337139910042	0.590878992950631	-0.318628594861095	0.0174811011903086	0.400478508244301	-0.299932820355572	0.117073967290972	-0.0828995340896607	-0.205255542652706	0.455328584322616	0.105791752695579	0.273143838976002	-0.338217705196067	-0.273907858294893	0.758219771254728	-0.038843752044898	-0.246872973584573	-0.269162190695673	-0.405380669872664	0.557347238243374	0.703149544950846	0.75158231823049	0.357064658242357	0.798780544694723	-0.0978301419028477	0.219501356866636	1	0.345802678719363	0.333106523327515	0.347648244122075	0.269447504043555	0.749426768509587	0.388209630582249	0.615937760152051	-0.253019495294239	0.664348588013264	0.507733067320936	0.817368992330759	0.700797962339479	0.443440714306131	0.444046175212017	0.817499072196461	0.237074792376618	0.761158218576406	0.649138941079122	0.795330251421787	0.829595444625656	0.694543720290617	0.603366242665284
RACK1	-0.20245687781491	-0.03525542066196	-0.0842549366074869	-0.0889352005906114	-0.255646797310662	-0.138454019321908	-0.31142988069012	-0.168881318781994	0.211105878042256	-0.222179984449099	-0.0455059232520166	-0.0431333449949652	0.533372730042686	0.335873913078267	0.0686745845379773	0.647576880599485	0.167794379246732	0.40924419721711	-0.0461354894117676	0.434085052732162	0.52945010333672	-0.390853526563499	0.162928890297026	0.633997451780966	0.422546916313655	0.815239010665896	0.427157154446628	0.782696683350888	0.439955704025886	-0.099491038708423	0.678301530975787	0.0689643029798798	0.229917535963849	-0.0549550061449334	0.358014956803273	0.667972227073381	0.804212600132395	0.681800264047378	0.876842441094161	0.623876206836405	0.125300207963291	0.57208670530019	0.345802678719363	1	0.427694681046457	0.727776055529397	0.154988726687336	0.552475997073961	0.443334944115786	0.66041264091634	0.153358822663326	0.670411665728195	0.711088365398225	0.666027505708411	0.618290242912495	0.822810966037489	0.818327256533974	0.375595833616765	0.193232601779667	0.606464080908206	0.633277674441187	0.708399095597734	0.602451262435359	0.607010713183168	0.51113858756385
CD9	-0.636073027334447	-0.631582061742325	-0.574863519736662	-0.650488642367051	-0.627889321134258	-0.71406506617192	-0.541492420923459	-0.555893056189087	-0.287291398910282	-0.321857662678544	-0.255609655812248	-0.522834736136694	-0.194838847094064	-0.312493543502203	-0.479903357304273	-0.0952284301384047	-0.42322591002224	0.612309307357497	-0.586186674126977	-0.271625516429947	0.0066575163556843	-0.580247402039044	-0.409470045426103	-0.143110661884074	-0.45086182542181	0.65700432682114	0.432492557211645	0.385687874943607	-0.266487003937318	-0.457339916507118	0.687996350473167	-0.185548137230264	-0.391054746327883	-0.625020154786104	-0.408085589626918	0.76158877710479	0.507395804605385	0.508124820768195	0.446295666176015	0.540585932790097	-0.313928177581434	0.223586127708488	0.333106523327515	0.427694681046457	1	0.111157151851794	0.198581300020191	0.693358516893649	0.432111546866283	0.362951441251689	-0.277183233325584	0.753231971568122	0.338049921039988	0.562049899069873	0.736132741159581	0.0621669647415674	0.279760549532123	0.580239755370108	0.800281410589112	0.750094020835188	0.78624953287135	0.581509052917696	0.501388179872108	0.785312872005002	0.778592372102728
PTGER4	0.144572733416903	0.308804431676971	0.226635326902429	0.270061204145761	0.161113971894224	0.172423667541991	-0.0954984732422296	0.168695247671129	0.0794238081784275	0.102440520671359	-0.0130803710440075	0.230744058178751	0.66451926853943	0.238059075634185	0.355408957640426	0.621272577568628	0.534708523564982	0.288933151233816	0.261228893021349	0.524869443879527	0.592310390624006	-0.0190670060433035	0.448564232198233	0.550046772726424	0.594670791699177	0.623456478937007	0.324327289126512	0.711038329270353	0.344803715380375	0.121365260960472	0.480483081456488	0.359115829908999	0.146844650883199	0.00880934785766568	0.395448123960796	0.445265761344491	0.595158189858406	0.514998018874855	0.647070313041069	0.4794468528167	0.492282922297336	0.630699910044654	0.347648244122075	0.727776055529397	0.111157151851794	1	0.285104452998656	0.337298361751138	0.380951686558751	0.573259827348472	0.365741462840711	0.452441600718783	0.689491745950396	0.477384512089974	0.346550076626814	0.72200170351318	0.71223458123008	0.266149589900961	-0.0816536397175739	0.344455027703611	0.353069825989326	0.542393208241858	0.402480073570286	0.318582086920007	0.220246466963604
JMJD6	0.197828451400201	0.154670146979515	0.28937860446214	0.161823405669306	0.274552749152733	0.0681031398186155	-0.0515604867162781	0.238886061484688	-0.512145433652177	0.699014812198285	-0.122644354067624	0.0786887283002922	0.148474346351295	-0.31358973386683	0.232720617163403	0.248959699668242	0.361611351317111	0.676861093277891	0.230127742586178	-0.319714776977448	0.553987107400563	0.328335934768505	0.415766302451667	-0.220514764685139	-0.0747001515045659	0.291688523318021	0.139261720501285	0.206425567010671	-0.504137424448425	0.321851441820449	0.415031219749694	0.198619706697916	-0.573179248283465	0.0517911002133319	-0.351404100668326	0.331895114229543	0.427894287637949	0.490308686375165	0.11798796201968	0.367824434190579	0.403638060885967	0.119632665665029	0.269447504043555	0.154988726687336	0.198581300020191	0.285104452998656	1	0.461063492170469	0.379071639726162	0.266690360208976	0.0698482257094383	0.510230985989737	0.522639352159303	0.447715105709669	0.149940713244418	0.180289669888886	0.383732384567595	0.303440768125562	0.148755032733293	0.337887428630384	0.446065800168588	0.464203833922583	0.405430592637012	0.294025035786321	0.324189361771103
HAVCR2	-0.399033979175281	-0.430178061564212	-0.363074455185237	-0.487094521747281	-0.410685780354274	-0.555527987679307	-0.466917550611592	-0.377422183201536	-0.466763645616156	-0.0119847100765096	-0.32141517237603	-0.36700561476517	-0.0439736323618744	-0.338178663994508	-0.301229115773048	0.204021515553206	-0.0975538461921164	0.90783346602175	-0.40873283896866	-0.0979076949940983	0.517235427027461	-0.356238923636599	0.0657262506633378	-0.0694890024330336	-0.285949894666054	0.764168467896821	0.383281305674119	0.468374529526865	-0.412525956221941	-0.234415814658205	0.932254417631838	-0.0849521791330224	-0.469986560560246	-0.386728157180802	-0.461574655038203	0.873568392864407	0.879272964010798	0.91939200095031	0.562070083444061	0.829192964980033	-0.0786694809964037	0.29914130243973	0.749426768509587	0.552475997073961	0.693358516893649	0.337298361751138	0.461063492170469	1	0.508123033504133	0.547405959040585	-0.242231959202881	0.928532891085842	0.725949490467391	0.931250927941625	0.810271436233198	0.453785066567121	0.589922241932538	0.780305058607815	0.623797315421872	0.934083255671431	0.955883054944774	0.92506563850935	0.898406662307726	0.90120150299914	0.901225412227886
