""	CD3D	CD2	CD3G	CXCR4	CD8A	CD8B	CD247	CXCR3	KLRD1	F2R	ITGAL	CCR5	KLRB1	ICOS	PILRB	SIRPG	SELL	CD47	ITGA4	RACK1	TRADD	ADGRE5	FAS	CD53	TNFRSF14	CD44	TNFRSF1B	PTPRA	TNFRSF25	TNFRSF1A	SMAP1	TNFRSF9	CCR6	TRAF3	IGF2R	PTGDR	LAG3	CD226	S1PR4	CD4	VSIR	ADRB2	ITGB2	CD81	TSPAN5	HLA.DPA1	ITGB1	CD69	SLC16A7	TFRC	CANX	JMJD6	PTPRC	TSPAN14	LPP	PTGER4	ADCY7	CD74	HAVCR2	SORL1	APLP2	C1QBP	CD63
ITGAL	0.76083719491995	0.816605094454708	0.821150212739864	0.698682400526367	0.375095303573524	0.34763877471833	0.756652587159197	0.668270996921081	0.350433813181418	0.639593776131731	1	0.673137877289727	0.297463205266434	0.538550329216611	0.603495889692783	0.665012379946487	0.146816565806557	0.678892862163582	0.795331845726649	0.502545122171081	0.30858205581622	0.850744477784493	0.662226186780657	0.689088383680621	0.741739704571829	0.851449622917589	0.712080675735896	0.749712306640385	0.39635316834784	0.555656475847496	0.602533273324794	0.641003817434697	0.492764270953446	0.706975533360453	0.718646769400661	0.32659758765766	0.683066291699867	0.44628895897008	0.554180711149212	0.512147465941955	0.442562990580276	0.491778881646104	0.785705675522514	0.656013117220804	0.811786463928736	0.470874468991874	0.658367636984763	0.542085742432049	0.699863573965233	0.633999209697501	0.586096554547903	0.649933781470917	0.89035172518679	0.720666271295942	0.66278433456032	0.469680000609843	0.737256394312053	0.499863424996124	0.689723125227774	0.476732774093711	0.332716682698098	0.436546026042215	0.444012268963846
CCR5	0.402990658398385	0.521619081097696	0.442342619447181	0.318004103787405	0.689099422805474	0.63733846546878	0.388203576466394	0.59668206413148	0.39717965062359	0.720555818294474	0.673137877289727	1	-0.161498814741428	0.0876432880323382	0.608866591678903	0.281005405590494	-0.318215918008976	0.271679001063378	0.441429989665193	-0.0103251376435588	-0.184936821525598	0.615105540344087	0.251434412857643	0.209622786917478	0.301446373711148	0.497408040149107	0.288585983464163	0.336894404422576	-0.11757921093321	0.334343142357075	0.139928340562349	0.31116788669343	-0.0218769508748886	0.326418673982194	0.377636958813892	0.618949001500373	0.620141062229826	-0.096467142721929	0.0825330435180405	0.000308818203319036	-0.0886554947661082	0.625144183385421	0.519616577215757	0.603945984514336	0.463165012565372	0.290919642013285	0.196101407387675	0.0754958292226507	0.285304378084851	0.270776608781869	0.167919596724171	0.598356808678599	0.575283779553444	0.264590451701064	0.252903271047097	0.0512627924704797	0.421831042554432	0.251025351146937	0.404014718043313	0.0122750019244524	0.0561086534930379	-0.0505570385371023	0.135135823308169
KLRB1	0.633520045951496	0.529562521430686	0.596769379125386	0.626349814714822	-0.401441236367106	-0.35026452713955	0.613856312146629	0.123058189376671	-0.0500527880360131	-0.0532524448532714	0.297463205266434	-0.161498814741428	1	0.52898031855467	-0.0937840045121637	0.546087040471229	0.651277503554296	0.597497504578519	0.439708623634065	0.819428847428885	0.854816579812618	0.34523786053024	0.509553232895033	0.770559126923059	0.632242048373613	0.439668369889507	0.492673830432492	0.52692698861214	0.882423199226783	0.417415135816914	0.76977054322352	0.286599536084029	0.768863052339058	0.493641715047497	0.351276623966334	-0.346770081990877	0.0486539069561788	0.818754896901602	0.757225596355877	0.737846443707252	0.860490666949991	-0.168151178749095	0.454582421365927	0.103128970942897	0.55268951684511	0.226668250627023	0.664662299930749	0.816025656226288	0.445249497571151	0.446332409088911	0.632487833890199	0.0446233753738199	0.365022815436428	0.625714980808557	0.490160026235206	0.714011524951734	0.372833541940862	0.309013856402214	0.352847046491002	0.603771522972417	0.267267783616026	0.785953605320306	0.412285419118991
ICOS	0.762726841898402	0.741181137399026	0.667661590209433	0.554965555842745	-0.353690290188284	-0.310153217065277	0.701306874661165	0.425293968976292	-0.159678687580118	0.00730970924561183	0.538550329216611	0.0876432880323382	0.52898031855467	1	-0.0680448556856165	0.894441707781114	0.426304871166801	0.615321724181515	0.742745188578909	0.657085476914912	0.602519231963092	0.429906733358249	0.856209754827736	0.768956944493765	0.780766140137371	0.59375913961157	0.907272316584803	0.729551779099007	0.739350549243864	0.48776883884684	0.755394500808148	0.831184249281561	0.823784459442615	0.777988631205285	0.582759938128369	-0.310308908122836	0.356301125400347	0.721197024824754	0.75499083364286	0.845894235828352	0.657027757955514	-0.118750350437	0.590691602761261	0.1881041249861	0.650290838569466	0.393118993182189	0.650630177215018	0.598179731197027	0.51709092695107	0.676329799248229	0.591183395515289	0.133169193934132	0.640636001903137	0.772453973112847	0.691972141788308	0.425918720521824	0.549956515328135	0.436609492583585	0.708551318094747	0.494793875859064	0.412280570859536	0.58926815506567	0.46773991181635
PILRB	0.276081037958312	0.365629625189079	0.414670674473213	0.372349498735512	0.673171910240343	0.605195431972626	0.343709559867773	0.399579361913198	0.524091955836978	0.733186693648919	0.603495889692783	0.608866591678903	-0.0937840045121637	-0.0680448556856165	1	0.0806361983416399	-0.116847039634119	0.358969526405296	0.37140315873214	0.0944413788459345	-0.0941250450632903	0.661417110864705	0.121671352036116	0.203324479948398	0.256827945397433	0.526301807261414	0.160532462367328	0.326175525080754	-0.0929273282525441	0.33220196114733	0.136866611487989	0.157333188639432	-0.0489797823390165	0.248518236535099	0.424204895749964	0.612974585957704	0.5603887655055	0.0112893248940648	0.097479188369074	-0.0152829102227342	0.0269431641959957	0.674380321380484	0.430926762440259	0.658470720207466	0.378139120246073	0.292490116046911	0.327601737834176	0.171330578163075	0.428863267656297	0.268533969800209	0.299891934779357	0.613588297646425	0.570108137844787	0.290248737180566	0.317873601067667	0.245422419776715	0.481660856777694	0.313102460343559	0.272864220932897	0.205240740718611	0.190683730628006	0.0808551905218732	0.237037025400888
SIRPG	0.836448493325369	0.838854954324393	0.753709684035669	0.616262091678632	-0.213955075222568	-0.177302537341254	0.787096931495789	0.50688262984822	-0.049971578862401	0.134930715739197	0.665012379946487	0.281005405590494	0.546087040471229	0.894441707781114	0.0806361983416399	1	0.338290377525286	0.63269997040808	0.819634959412558	0.637105270520588	0.570625540643022	0.539186458594742	0.875278992811511	0.804486862044465	0.827528659156682	0.661359892605468	0.938639428491619	0.775432516805824	0.751255342318904	0.540499240510335	0.784695303443149	0.859115726570968	0.83492775715339	0.817515237785304	0.63223899045483	-0.15197021185859	0.454307091866982	0.69795500252	0.752663157848968	0.836073145027853	0.638760041458315	0.0196132872814572	0.700587714843167	0.271775033511742	0.765082515890571	0.429426802364027	0.657237027943205	0.625995710323043	0.53765439372001	0.720459327573478	0.60100177905505	0.247222257019041	0.721415240768108	0.816163718268732	0.690993003839258	0.4361987815642	0.656602991376952	0.465307789300385	0.75745579663248	0.493441781829081	0.382110471514752	0.564068731922276	0.480691342218836
SELL	0.422770167558286	0.249499871940175	0.480280551317696	0.524332575490853	-0.399990354717332	-0.37005527892322	0.420852644628353	-0.0392590676524925	-0.185057174907803	-0.160162837107896	0.146816565806557	-0.318215918008976	0.651277503554296	0.426304871166801	-0.116847039634119	0.338290377525286	1	0.585187560577509	0.269016140381358	0.833956512227413	0.872042823427932	0.212437828922363	0.404912650941374	0.610079845366807	0.527136725982813	0.427361058269161	0.303963027171427	0.427681772044752	0.690162991203167	0.22393504842576	0.628283469275138	0.182292525068079	0.601378247836998	0.442286780108125	0.342559051024926	-0.425461539774269	-0.115214542537442	0.685998259396606	0.687717496502729	0.564943660807349	0.761389770493055	-0.129159368592816	0.234861182232804	0.0342893933787327	0.301186479419129	0.139955412325256	0.635712154870978	0.715234686273414	0.53735520796594	0.394258706364769	0.561055308984979	-0.0479866149351964	0.308980032256289	0.54923980669754	0.425393640820661	0.76758009805001	0.338270563177398	0.236731247536251	0.133750338559901	0.646141999928088	0.298071581050847	0.782916514739876	0.295891791379927
CD47	0.799842909118079	0.73712534967592	0.857048894138228	0.856616659122412	0.0932587663456191	0.116042024779512	0.803904701412409	0.511451871087551	0.233823762722805	0.350279799216741	0.678892862163582	0.271679001063378	0.597497504578519	0.615321724181515	0.358969526405296	0.63269997040808	0.585187560577509	1	0.701796811795064	0.819904545768714	0.694836169157196	0.770403477357879	0.664838345385025	0.862006285760121	0.793199262186867	0.840319546997517	0.655120746683551	0.774564557998474	0.653013434212257	0.611401701809595	0.797905189020176	0.50561382891085	0.658356261156748	0.735789508519395	0.648954065100569	0.0350598261122597	0.431386277014617	0.726839271576607	0.800968986210921	0.64538414293823	0.705843396214894	0.27208280798145	0.718303157977098	0.582827859945483	0.727937747396005	0.478385214932349	0.821550373792893	0.838181537766901	0.781135997310345	0.664932172945766	0.714778339750684	0.486554003653247	0.787767357975622	0.800317345777093	0.712869036198543	0.789016873327861	0.659112418143641	0.525004612788988	0.57389710720251	0.690032361549491	0.440730722234854	0.759279155226562	0.548834716421589
ITGA4	0.788617643937883	0.838453501704563	0.803500746901825	0.658219787649357	0.0102438906303222	0.0157810192418165	0.786034660506131	0.543998114756285	0.118752488549712	0.403503598863184	0.795331845726649	0.441429989665193	0.439708623634065	0.742745188578909	0.37140315873214	0.819634959412558	0.269016140381358	0.701796811795064	1	0.580539117874598	0.449516868657295	0.736597368304351	0.797568772290051	0.764071067917271	0.808657845763125	0.822947993782345	0.859703259143503	0.859076931805244	0.580448387878326	0.52246301870699	0.713442646404363	0.769818429887893	0.722796493162398	0.823386908906863	0.767001667039409	0.0695874884748184	0.511346788936433	0.660110871191224	0.690567687678808	0.724244483313195	0.539294870077407	0.246083736694193	0.730715222488534	0.442275730513502	0.80892141134765	0.438877089006884	0.728024996516265	0.613385377341876	0.700033492651047	0.768992657721511	0.627623072627429	0.415984284453374	0.887894858680321	0.819744041884356	0.743338279851599	0.50495198386569	0.729901645630998	0.476857032871893	0.741248281414283	0.522260007052802	0.399670136686363	0.503924159587236	0.477014050846416
RACK1	0.781800612255958	0.644602448530153	0.791788364168538	0.817406837102518	-0.202211347105894	-0.153904497652351	0.750847640279733	0.319905285817813	0.0187594513594479	0.121680124208179	0.502545122171081	-0.0103251376435588	0.819428847428885	0.657085476914912	0.0944413788459345	0.637105270520588	0.833956512227413	0.819904545768714	0.580539117874598	1	0.917228204517262	0.548384495672565	0.656740502889407	0.893516529269617	0.823099476506099	0.708629235377451	0.613649893619127	0.696289111140779	0.851369286152029	0.561850732265797	0.880929582778809	0.440362790458431	0.780282974565221	0.688708317664146	0.570261975343168	-0.270942136777403	0.246971942937335	0.825673233365203	0.900236243267734	0.766833722313821	0.916179533806408	0.0529419411781299	0.615138530064464	0.376088210218904	0.65614675072097	0.411468357448071	0.864613163628842	0.90175294100204	0.68605162320457	0.617033343240582	0.796577901723133	0.275553029545615	0.614764626328405	0.804254227461877	0.675232569758855	0.869931793935588	0.575640887063844	0.496841646177424	0.466737995459828	0.743655810036846	0.442915485297648	0.943099254760555	0.536333622210707
TRADD	0.646572788202999	0.487543260555506	0.649394678894389	0.680186308792209	-0.408263263453303	-0.345851738673649	0.623108373165097	0.121031292742454	-0.124614096928218	-0.0864529195050482	0.30858205581622	-0.184936821525598	0.854816579812618	0.602519231963092	-0.0941250450632903	0.570625540643022	0.872042823427932	0.694836169157196	0.449516868657295	0.917228204517262	1	0.350203916384819	0.566044263392106	0.80036511053315	0.700173042123152	0.52927910141877	0.525165050333236	0.579364971152818	0.870218831664097	0.415839712232656	0.794922693201671	0.363985530790976	0.781493290250128	0.569590348430967	0.41699036705858	-0.420009967899965	0.0187130844488319	0.828276475291764	0.844679874175186	0.751272150541935	0.871111268516985	-0.136322159293352	0.446560586771788	0.124948990963288	0.525906447308448	0.264164606113137	0.729988739968243	0.853569847259943	0.559993279969003	0.526416116436088	0.65892273934556	0.0474362344882047	0.424730579575204	0.692831955417861	0.542145846435355	0.803068633191246	0.428613929012982	0.345193614899448	0.335854391617035	0.683261866352385	0.333094261942677	0.862762211313437	0.423619172483197
ADGRE5	0.743760420168901	0.767005993681707	0.816607942679982	0.791675233663088	0.484675111129315	0.462215808456282	0.764832801869306	0.60863571804897	0.520511673166955	0.637134809038545	0.850744477784493	0.615105540344087	0.34523786053024	0.429906733358249	0.661417110864705	0.539186458594742	0.212437828922363	0.770403477357879	0.736597368304351	0.548384495672565	0.350203916384819	1	0.537584410041947	0.711991341945896	0.691763244317974	0.870139880475205	0.586245408420059	0.702568159311112	0.371269530825399	0.584670569431416	0.599810825578188	0.493686887999423	0.40796433812159	0.652090035838054	0.696456427152746	0.407587627463803	0.683085088109913	0.468138037545576	0.566888002055961	0.439773151134351	0.459579207065814	0.60471110737375	0.790646901330569	0.738350726208711	0.720443418676918	0.48315940834637	0.679265813440224	0.634271061041584	0.706963852146959	0.591679664797309	0.600630475296681	0.733755413060751	0.871693313316191	0.691630376832261	0.612089790108971	0.623412260805709	0.728911732350134	0.507027771983706	0.60361985597328	0.487296971217844	0.33233484851693	0.488477872809076	0.454617481269687
FAS	0.800292061185622	0.800834577429942	0.753510492047181	0.633529720029718	-0.184104099360216	-0.154467420870531	0.764582049667569	0.523790087043787	-0.0712702500422837	0.158345802565268	0.662226186780657	0.251434412857643	0.509553232895033	0.856209754827736	0.121671352036116	0.875278992811511	0.404912650941374	0.664838345385025	0.797568772290051	0.656740502889407	0.566044263392106	0.537584410041947	1	0.775269971348126	0.814159854057841	0.714874637634451	0.87880014376216	0.788107447980485	0.691843070759629	0.486258476890394	0.76003696642732	0.790254071375881	0.784486165370066	0.799423943596646	0.635362780881717	-0.187778868889359	0.438723473383473	0.672859055265243	0.756764292582559	0.789271640527102	0.624919519227964	0.0598636573119113	0.660755702672148	0.299218422490311	0.738047501097331	0.395949976475994	0.68119571594397	0.636745292652112	0.626053040279216	0.691406950411039	0.597409135443371	0.268508843628858	0.744232632093353	0.805087936025239	0.696881907549915	0.479896632005651	0.639940853351768	0.445757236429811	0.712543035965505	0.506819396475007	0.379858779362042	0.573873784261805	0.441933726194033
CD53	0.905251671279414	0.828182753661577	0.890299204698204	0.871146793129333	-0.0963846397749175	-0.0480105069377629	0.888402944944665	0.514078760446989	0.141097940976597	0.211356987078548	0.689088383680621	0.209622786917478	0.770559126923059	0.768956944493765	0.203324479948398	0.804486862044465	0.610079845366807	0.862006285760121	0.764071067917271	0.893516529269617	0.80036511053315	0.711991341945896	0.775269971348126	1	0.904473775638898	0.809972650562638	0.795196178712376	0.810509074169386	0.836665228782595	0.639239702709568	0.907433437637324	0.634715420694826	0.816980222877744	0.796969392132306	0.674660048933172	-0.130327952066592	0.428044347529223	0.841900540093149	0.896959766800684	0.835982563379617	0.85641953326624	0.139269306189287	0.813179647051608	0.476794364242848	0.801564000788816	0.533285919040723	0.845021690290805	0.890545048599135	0.713050113554054	0.724952001205476	0.782035982487931	0.39564858635425	0.767772796706196	0.87689738162512	0.72709641828128	0.787004972552568	0.706822043884394	0.586339957638395	0.698079248707055	0.729992864230425	0.450952949768056	0.825101850042474	0.573726260141927
TNFRSF14	0.903811497346401	0.857627901973963	0.890173488317659	0.81561918993678	-0.0303178720125134	0.0182180839989113	0.862543852206321	0.59302068560198	0.0966358512851274	0.303168461521689	0.741739704571829	0.301446373711148	0.632242048373613	0.780766140137371	0.256827945397433	0.827528659156682	0.527136725982813	0.793199262186867	0.808657845763125	0.823099476506099	0.700173042123152	0.691763244317974	0.814159854057841	0.904473775638898	1	0.820250764552665	0.828724192110933	0.820131263935796	0.752389260488502	0.598359157113135	0.858032116009184	0.688269473144313	0.782252918159414	0.817134983166017	0.691802143354726	-0.0985205591581027	0.497481980241907	0.732292302787159	0.853185843397562	0.788164706228587	0.75524576572694	0.161221721438524	0.78248793134308	0.481536669402724	0.812506957774149	0.479555557904085	0.806487573686768	0.789683358207715	0.680401386382764	0.736957759768712	0.740737923382652	0.441766391250474	0.809401939328062	0.86144382986544	0.747765049032713	0.68715990536605	0.69813880095159	0.538066346882727	0.698917987223371	0.63748661768463	0.426630829573635	0.752679192355302	0.537795141335461
