""	CD3D	CD2	CD3G	CXCR4	CD8A	CD8B	CD247	CXCR3	KLRD1	F2R	ITGAL	CCR5	KLRB1	ICOS	PILRB	SIRPG	SELL	CD47	ITGA4	RACK1	TRADD	ADGRE5	FAS	CD53	TNFRSF14	CD44	TNFRSF1B	PTPRA	TNFRSF25	TNFRSF1A	SMAP1	TNFRSF9	CCR6	TRAF3	IGF2R	PTGDR	LAG3	CD226	S1PR4	CD4	VSIR	ADRB2	ITGB2	CD81	TSPAN5	HLA.DPA1	ITGB1	CD69	SLC16A7	TFRC	CANX	JMJD6	PTPRC	TSPAN14	LPP	PTGER4	ADCY7	CD74	HAVCR2	SORL1	APLP2	C1QBP	CD63
CD44	0.808698928904921	0.810740027518391	0.895409248848048	0.836550472986953	0.246208608599124	0.23509642461442	0.792353264215709	0.575471568182801	0.246692448437842	0.529669421554759	0.851449622917589	0.497408040149107	0.439668369889507	0.59375913961157	0.526301807261414	0.661359892605468	0.427361058269161	0.840319546997517	0.822947993782345	0.708629235377451	0.52927910141877	0.870139880475205	0.714874637634451	0.809972650562638	0.820250764552665	1	0.714964374375836	0.835056488631841	0.526982908769546	0.572397342367896	0.714089784834694	0.595268151845424	0.611079705436645	0.77241589705234	0.778081395114766	0.164324784588584	0.58152233871676	0.629485222878851	0.716674614648909	0.606523793065445	0.599127365530636	0.472961704949892	0.770272109770321	0.634288434783009	0.799279653082041	0.494073984081603	0.805163147698188	0.748036438127364	0.844350717944604	0.736931957742478	0.699829812750661	0.621784666380444	0.939087277049369	0.820247467424886	0.73734382301707	0.719415945610642	0.77745708295637	0.535592149858334	0.654823115548612	0.6350909862467	0.411356523436804	0.618396812092392	0.477010414452237
TNFRSF1B	0.809225455658824	0.819794859272831	0.743657687605201	0.599989212450123	-0.190358970588122	-0.170954455522119	0.772348665386193	0.516714358885386	-0.0271911964237584	0.206910632803093	0.712080675735896	0.288585983464163	0.492673830432492	0.907272316584803	0.160532462367328	0.938639428491619	0.303963027171427	0.655120746683551	0.859703259143503	0.613649893619127	0.525165050333236	0.586245408420059	0.87880014376216	0.795196178712376	0.828724192110933	0.714964374375836	1	0.826409613578002	0.693036085587486	0.591027903823151	0.766008339348071	0.899944698062408	0.833899599289736	0.849626811061857	0.695891817291031	-0.121607594235568	0.488611539099206	0.700809357820045	0.731891882461082	0.851896500616262	0.628198400803067	0.0526741062239079	0.714628662900172	0.336293375544422	0.78878733084796	0.504563136496911	0.711938592560004	0.587843797875815	0.606684218645198	0.780799970247773	0.6546770216404	0.29956303151158	0.777780727690649	0.849792711701433	0.785755493823982	0.419945190805259	0.706584558289244	0.545814362550425	0.824070238161522	0.552526217910382	0.48532861417832	0.548705721207608	0.551690963436113
PTPRA	0.780746897061431	0.789436403356718	0.808739999040092	0.699510624290884	-0.0469963331368404	-0.0208249281066379	0.772932682427263	0.471949200369201	0.1223774525885	0.372414163560019	0.749712306640385	0.336894404422576	0.52692698861214	0.729551779099007	0.326175525080754	0.775432516805824	0.427681772044752	0.774564557998474	0.859076931805244	0.696289111140779	0.579364971152818	0.702568159311112	0.788107447980485	0.810509074169386	0.820131263935796	0.835056488631841	0.826409613578002	1	0.642829114287356	0.592871653796629	0.764590055298933	0.714606150622949	0.748301245329485	0.833038555214032	0.766407200909582	0.00875323019268755	0.461540526742244	0.71545568116015	0.745697980323104	0.741488803874215	0.655024237785913	0.206448346411372	0.711610820287291	0.489860768941926	0.80677644514763	0.480146100950682	0.811669872400237	0.690514752230911	0.76353897564412	0.782669203097063	0.718713005665158	0.413671255355195	0.842418121495882	0.859501532200992	0.807843355356856	0.615228361731118	0.734914661611575	0.540679640415517	0.715727914322414	0.652634226043002	0.511538940848561	0.651468584860941	0.596611389216552
TNFRSF25	0.717786127600058	0.619076880480817	0.670121031953128	0.64528399700356	-0.476934804252481	-0.434658150987213	0.687570143535055	0.19876988247168	-0.171459840620822	-0.0936745714943419	0.39635316834784	-0.11757921093321	0.882423199226783	0.739350549243864	-0.0929273282525441	0.751255342318904	0.690162991203167	0.653013434212257	0.580448387878326	0.851369286152029	0.870218831664097	0.371269530825399	0.691843070759629	0.836665228782595	0.752389260488502	0.526982908769546	0.693036085587486	0.642829114287356	1	0.441818409627527	0.831634320679059	0.538091992597976	0.875197852664341	0.631191764830708	0.477160733656426	-0.418390530145034	0.11390487366636	0.873356251183331	0.84634123249239	0.876991581903387	0.879143401705265	-0.166455509748504	0.524291864715473	0.0979244975016531	0.612625534862239	0.289666639076216	0.72843154352602	0.816308924603603	0.530539973888673	0.586182937318469	0.684790996801063	0.0169613027295879	0.483144952066558	0.763652528203969	0.601933749582016	0.686090887987212	0.516846771862728	0.381580035154677	0.499899163232933	0.661451815886025	0.364219367607287	0.79924175543556	0.473854500556943
TNFRSF1A	0.609548953779368	0.576306958098291	0.563171503409727	0.551233490338596	0.123871096093254	0.152819555142982	0.604669237046642	0.441064849881215	0.251835825424655	0.436894685946785	0.555656475847496	0.334343142357075	0.417415135816914	0.48776883884684	0.33220196114733	0.540499240510335	0.22393504842576	0.611401701809595	0.52246301870699	0.561850732265797	0.415839712232656	0.584670569431416	0.486258476890394	0.639239702709568	0.598359157113135	0.572397342367896	0.591027903823151	0.592871653796629	0.441818409627527	1	0.647984024164707	0.448637495526644	0.473734019719205	0.592457665584313	0.53340466667503	0.0808386452963647	0.519174628786981	0.461525592004585	0.536692883746774	0.549038460538265	0.587333455449485	0.258582822200662	0.690866268965279	0.717335848937395	0.613360433069706	0.722906940523126	0.715122617123312	0.471838176202488	0.476660605437044	0.607580028905798	0.757575958664013	0.471207590926283	0.546748436717605	0.660559113120448	0.731260337828682	0.401475924381913	0.598806350124025	0.764252695147932	0.676583353711796	0.575794605862484	0.706444953857292	0.628061690439361	0.795727961262083
SMAP1	0.844517897059826	0.767062964410043	0.812246358848232	0.77481283943199	-0.179276569960693	-0.135934109950471	0.802888243718454	0.44430231859615	0.0423065155025105	0.186849314618857	0.602533273324794	0.139928340562349	0.76977054322352	0.755394500808148	0.136866611487989	0.784695303443149	0.628283469275138	0.797905189020176	0.713442646404363	0.880929582778809	0.794922693201671	0.599810825578188	0.76003696642732	0.907433437637324	0.858032116009184	0.714089784834694	0.766008339348071	0.764590055298933	0.831634320679059	0.647984024164707	1	0.61329567954508	0.82931654229032	0.781821612915937	0.61193831000382	-0.176883298475923	0.362934044276954	0.803492771209915	0.84468158785541	0.834760222467437	0.852903588429244	0.0565349738020516	0.701373637755582	0.414261792019525	0.756350738667364	0.465081162670637	0.837239516570138	0.826909282613462	0.633445590755825	0.704525970110346	0.789077576757443	0.286363243575431	0.67950745131602	0.845808279607856	0.758295984271699	0.721560385591	0.622129952835386	0.537688349139671	0.633009032548926	0.684419983525457	0.485525277428365	0.839808456711716	0.606623774961432
TNFRSF9	0.667690990014368	0.699012993861516	0.605837500438868	0.456225682676969	-0.13926757118884	-0.120557226345275	0.648592865895261	0.446379936343371	-0.00150056324193083	0.143403195725383	0.641003817434697	0.31116788669343	0.286599536084029	0.831184249281561	0.157333188639432	0.859115726570968	0.182292525068079	0.50561382891085	0.769818429887893	0.440362790458431	0.363985530790976	0.493686887999423	0.790254071375881	0.634715420694826	0.688269473144313	0.595268151845424	0.899944698062408	0.714606150622949	0.538091992597976	0.448637495526644	0.61329567954508	1	0.695086720906152	0.754766091556664	0.630470316220802	-0.0455128333816715	0.433966118807792	0.536950668325141	0.56700627954709	0.719515824142312	0.450361828918328	0.0986504559686391	0.610184437486566	0.259149760119633	0.662882822097634	0.407449718034753	0.538323116708448	0.425667617213938	0.483306761546977	0.695920841272519	0.505302222711576	0.24358770554895	0.690753644970302	0.734275558339679	0.656931165330965	0.266851043266653	0.636381680036758	0.437621224093147	0.704628754493121	0.413331301375629	0.397612418120155	0.377496103792587	0.455111479417796
CCR6	0.714364137789589	0.657667063118231	0.684415660972763	0.594197221030304	-0.477356594089867	-0.445278228472974	0.686170227397085	0.233319743270317	-0.209535051136847	-0.0328495488878084	0.492764270953446	-0.0218769508748886	0.768863052339058	0.823784459442615	-0.0489797823390165	0.83492775715339	0.601378247836998	0.658356261156748	0.722796493162398	0.780282974565221	0.781493290250128	0.40796433812159	0.784486165370066	0.816980222877744	0.782252918159414	0.611079705436645	0.833899599289736	0.748301245329485	0.875197852664341	0.473734019719205	0.82931654229032	0.695086720906152	1	0.758028719539857	0.582076178025509	-0.363416385192582	0.153216676583092	0.877395535852122	0.81461090597731	0.909644057602917	0.800572257723723	-0.124494928547926	0.544182782514289	0.0927431517612392	0.69096195912672	0.358561136475049	0.753707556221149	0.74477894025205	0.597706848607941	0.700048385288912	0.677216728589904	0.0475391378555816	0.611579359935187	0.835909931883802	0.711508735430327	0.616269978241745	0.60133466948008	0.431248720477168	0.586122696162083	0.664347327591679	0.420127232515222	0.707814986053698	0.48572778462694
TRAF3	0.792277399837409	0.794090418639581	0.785128469768823	0.640869572966003	-0.0828218130345801	-0.0785471544672456	0.760109021488364	0.486085667924144	0.0327785655254648	0.30799954084048	0.706975533360453	0.326418673982194	0.493641715047497	0.777988631205285	0.248518236535099	0.817515237785304	0.442286780108125	0.735789508519395	0.823386908906863	0.688708317664146	0.569590348430967	0.652090035838054	0.799423943596646	0.796969392132306	0.817134983166017	0.77241589705234	0.849626811061857	0.833038555214032	0.631191764830708	0.592457665584313	0.781821612915937	0.754766091556664	0.758028719539857	1	0.733647710272782	-0.0406076191863434	0.486270046228184	0.696577030809773	0.713996355124074	0.775801459977884	0.632518856693853	0.16545339385013	0.719851768626476	0.458146300559526	0.77321101336534	0.511852439302073	0.765786072356218	0.629828334211804	0.70024029259177	0.806735233828207	0.715171248415629	0.321757490784137	0.81425530633332	0.843315097334925	0.797280243512411	0.553982244601052	0.700856613933523	0.569368137262421	0.751406129249006	0.621841609348109	0.515145404716634	0.652265707395749	0.577051823138588
IGF2R	0.625816951620839	0.660042866547719	0.678272805992167	0.564988769512607	0.0711014314181675	0.0265138411825462	0.643936100191	0.389308344362982	0.171166881284978	0.382360477623165	0.718646769400661	0.377636958813892	0.351276623966334	0.582759938128369	0.424204895749964	0.63223899045483	0.342559051024926	0.648954065100569	0.767001667039409	0.570261975343168	0.41699036705858	0.696456427152746	0.635362780881717	0.674660048933172	0.691802143354726	0.778081395114766	0.695891817291031	0.766407200909582	0.477160733656426	0.53340466667503	0.61193831000382	0.630470316220802	0.582076178025509	0.733647710272782	1	0.115959795151179	0.496718992120948	0.579300613721479	0.580154311554415	0.626399486364162	0.540119566057125	0.395565680079567	0.682451501319613	0.518683271532709	0.648002649202947	0.488406142025943	0.731974792045552	0.526952610896506	0.701702422530007	0.745547180817824	0.686735180367647	0.410050902163968	0.795293023792563	0.769511872823279	0.736284552828651	0.522930193450827	0.733846501423731	0.576475450379884	0.654390802256142	0.614646655693056	0.564908748404823	0.528248792652472	0.578720708553396
PTGDR	-0.0273335275108677	0.0661609999668745	0.0470796224869703	0.0531172188850783	0.731595708775682	0.680535292359856	0.0653916893801213	0.272468704055389	0.653762907899164	0.591362295665642	0.32659758765766	0.618949001500373	-0.346770081990877	-0.310308908122836	0.612974585957704	-0.15197021185859	-0.425461539774269	0.0350598261122597	0.0695874884748184	-0.270942136777403	-0.420009967899965	0.407587627463803	-0.187778868889359	-0.130327952066592	-0.0985205591581027	0.164324784588584	-0.121607594235568	0.00875323019268755	-0.418390530145034	0.0808386452963647	-0.176883298475923	-0.0455128333816715	-0.363416385192582	-0.0406076191863434	0.115959795151179	1	0.386438988032014	-0.325795306950698	-0.247780381068835	-0.368239102111244	-0.314694486558961	0.630724184850518	0.180926509356569	0.457108167583857	0.0489282917454433	0.0738184389614795	-0.0880721663671755	-0.161153906307478	0.0747057965463468	-0.055507410357555	-0.074160606468646	0.446976845867937	0.22690538219942	-0.0574137755566436	-0.00549012022585788	-0.0681667526559658	0.177258427206286	0.0339034626675242	0.0316222215120097	-0.132219615140665	-0.0798748728644799	-0.26049872409651	-0.0292490498441962
LAG3	0.599568949489038	0.663328618634111	0.579570511415281	0.502062313044807	0.5501676839015	0.526243672625042	0.559091090954122	0.710516028942242	0.418692934238092	0.593980760185475	0.683066291699867	0.620141062229826	0.0486539069561788	0.356301125400347	0.5603887655055	0.454307091866982	-0.115214542537442	0.431386277014617	0.511346788936433	0.246971942937335	0.0187130844488319	0.683085088109913	0.438723473383473	0.428044347529223	0.497481980241907	0.58152233871676	0.488611539099206	0.461540526742244	0.11390487366636	0.519174628786981	0.362934044276954	0.433966118807792	0.153216676583092	0.486270046228184	0.496718992120948	0.386438988032014	1	0.125185811154902	0.318202235380012	0.232700101337772	0.207088501311721	0.476403694225607	0.627019241959462	0.691838713819103	0.546751369894864	0.42556585164697	0.402642794983475	0.258893401678274	0.375985464270621	0.352766207572144	0.398693618891548	0.698808539851557	0.654982218970143	0.4312882736273	0.42666344426508	0.19618251671207	0.49497900327631	0.429931302165096	0.561412457604206	0.198034562331144	0.252361720821625	0.227424473696766	0.354515571915302
CD226	0.664145638921257	0.584795469009987	0.672040353191657	0.659343928834382	-0.44382905712239	-0.400327405615784	0.684921880979982	0.168054449082482	-0.0797640742969985	-0.00801202997029327	0.44628895897008	-0.096467142721929	0.818754896901602	0.721197024824754	0.0112893248940648	0.69795500252	0.685998259396606	0.726839271576607	0.660110871191224	0.825673233365203	0.828276475291764	0.468138037545576	0.672859055265243	0.841900540093149	0.732292302787159	0.629485222878851	0.700809357820045	0.71545568116015	0.873356251183331	0.461525592004585	0.803492771209915	0.536950668325141	0.877395535852122	0.696577030809773	0.579300613721479	-0.325795306950698	0.125185811154902	1	0.787982201794838	0.857936580397879	0.845050301442345	-0.074505326932049	0.5257983748606	0.163058873401476	0.628693747962623	0.334606920206139	0.792164371619555	0.819939775504036	0.660393459348702	0.662059327403215	0.727508858542185	0.0606590781069614	0.589641899472946	0.805222164713944	0.689138732263654	0.760162805112404	0.600504436431224	0.426511200227046	0.542283252506136	0.737729280458992	0.439357698671146	0.771151042702294	0.520392846279518
S1PR4	0.843710435865084	0.736171648640456	0.824638003607518	0.81714500651587	-0.191368986284388	-0.132330769930278	0.815309177869515	0.432078327628831	0.00258388687634148	0.110122608576771	0.554180711149212	0.0825330435180405	0.757225596355877	0.75499083364286	0.097479188369074	0.752663157848968	0.687717496502729	0.800968986210921	0.690567687678808	0.900236243267734	0.844679874175186	0.566888002055961	0.756764292582559	0.896959766800684	0.853185843397562	0.716674614648909	0.731891882461082	0.745697980323104	0.84634123249239	0.536692883746774	0.84468158785541	0.56700627954709	0.81461090597731	0.713996355124074	0.580154311554415	-0.247780381068835	0.318202235380012	0.787982201794838	1	0.783225889109293	0.821433741551284	0.0536116833295955	0.651895093982154	0.323620805459098	0.701734279159674	0.388581868601346	0.787261002543606	0.865896919227834	0.662666578236613	0.635228733985773	0.685533250959398	0.300606361022754	0.666223213387921	0.810347541835477	0.652267728705918	0.754828450437154	0.577809575643314	0.445692873938463	0.549931222647235	0.648788674712237	0.349550857089521	0.801043925328704	0.458417409421093
CD4	0.720565703825141	0.676907086680481	0.669926670093294	0.574490110958789	-0.473566924305665	-0.450035723545686	0.687996251887083	0.267755164231405	-0.197342855205397	0.0161347706543361	0.512147465941955	0.000308818203319036	0.737846443707252	0.845894235828352	-0.0152829102227342	0.836073145027853	0.564943660807349	0.64538414293823	0.724244483313195	0.766833722313821	0.751272150541935	0.439773151134351	0.789271640527102	0.835982563379617	0.788164706228587	0.606523793065445	0.851896500616262	0.741488803874215	0.876991581903387	0.549038460538265	0.834760222467437	0.719515824142312	0.909644057602917	0.775801459977884	0.626399486364162	-0.368239102111244	0.232700101337772	0.857936580397879	0.783225889109293	1	0.829556225813281	-0.120529521762505	0.634975795473856	0.213932881735606	0.668973580447978	0.495714790434704	0.774610299478172	0.692565870967233	0.57496633129725	0.763480634000295	0.769856977131621	0.0441984918774756	0.607723972895698	0.858935294097832	0.772650803507888	0.562130765089531	0.655120865512456	0.585885897010625	0.720937639979491	0.713360721120077	0.571655029677247	0.7310599806397	0.623013434035157
VSIR	0.695319669356644	0.575063535869019	0.677545669568494	0.690752608119735	-0.340529614429427	-0.306049022287713	0.675993846063571	0.218484984348649	-0.0273604121889086	0.0419464019790053	0.442562990580276	-0.0886554947661082	0.860490666949991	0.657027757955514	0.0269431641959957	0.638760041458315	0.761389770493055	0.705843396214894	0.539294870077407	0.916179533806408	0.871111268516985	0.459579207065814	0.624919519227964	0.85641953326624	0.75524576572694	0.599127365530636	0.628198400803067	0.655024237785913	0.879143401705265	0.587333455449485	0.852903588429244	0.450361828918328	0.800572257723723	0.632518856693853	0.540119566057125	-0.314694486558961	0.207088501311721	0.845050301442345	0.821433741551284	0.829556225813281	1	-0.0406469441644393	0.601054565665401	0.303462929759159	0.615271895952885	0.468627600118484	0.837344456018603	0.81675000201786	0.582906971697185	0.608883138366639	0.824554567359796	0.15676080958062	0.523087523571944	0.794833467071477	0.681352676399206	0.755684563602249	0.579370464871574	0.569148313518725	0.514204429630341	0.792053169583445	0.532135506120998	0.90518184977789	0.608630444623734
ADRB2	0.203416575564268	0.244953705155791	0.314891127178547	0.346115196855475	0.696124937327853	0.631026333997571	0.245142603445377	0.289978001233604	0.548151321542853	0.598653087207788	0.491778881646104	0.625144183385421	-0.168151178749095	-0.118750350437	0.674380321380484	0.0196132872814572	-0.129159368592816	0.27208280798145	0.246083736694193	0.0529419411781299	-0.136322159293352	0.60471110737375	0.0598636573119113	0.139269306189287	0.161221721438524	0.472961704949892	0.0526741062239079	0.206448346411372	-0.166455509748504	0.258582822200662	0.0565349738020516	0.0986504559686391	-0.124494928547926	0.16545339385013	0.395565680079567	0.630724184850518	0.476403694225607	-0.074505326932049	0.0536116833295955	-0.120529521762505	-0.0406469441644393	1	0.363991726064289	0.58319110036044	0.235721466565502	0.237396883829326	0.206064355144026	0.13901233552978	0.34260747218715	0.219740903683432	0.199745154386814	0.605429181527849	0.471955529663659	0.21373868502057	0.189813910579823	0.244850903050977	0.400507981692135	0.239937760585839	0.165448345955787	0.127273500804467	0.103549687437253	0.0141413174609861	0.13817640112717
ITGB2	0.82260475264033	0.828838605401346	0.790057462903302	0.730881796766345	0.253793235956482	0.26635007582632	0.817771008018931	0.675676212307778	0.352532545558024	0.432018395720513	0.785705675522514	0.519616577215757	0.454582421365927	0.590691602761261	0.430926762440259	0.700587714843167	0.234861182232804	0.718303157977098	0.730715222488534	0.615138530064464	0.446560586771788	0.790646901330569	0.660755702672148	0.813179647051608	0.78248793134308	0.770272109770321	0.714628662900172	0.711610820287291	0.524291864715473	0.690866268965279	0.701373637755582	0.610184437486566	0.544182782514289	0.719851768626476	0.682451501319613	0.180926509356569	0.627019241959462	0.5257983748606	0.651895093982154	0.634975795473856	0.601054565665401	0.363991726064289	1	0.726759853867415	0.779876011938911	0.7150261667906	0.685537365234662	0.619269270744471	0.570335366063883	0.67240218511316	0.712656725947283	0.564713809841331	0.777024125983197	0.748237104202735	0.675974518219664	0.518898738699959	0.745185898066146	0.72913204519626	0.788131007011344	0.587002933888403	0.509429496576271	0.589512429490323	0.611320408808463
CD81	0.524169102477117	0.542944003721896	0.565741370837682	0.572375172091898	0.60708575508822	0.602464679458811	0.536061504263394	0.59728220170573	0.522345338267068	0.701523662906762	0.656013117220804	0.603945984514336	0.103128970942897	0.1881041249861	0.658470720207466	0.271775033511742	0.0342893933787327	0.582827859945483	0.442275730513502	0.376088210218904	0.124948990963288	0.738350726208711	0.299218422490311	0.476794364242848	0.481536669402724	0.634288434783009	0.336293375544422	0.489860768941926	0.0979244975016531	0.717335848937395	0.414261792019525	0.259149760119633	0.0927431517612392	0.458146300559526	0.518683271532709	0.457108167583857	0.691838713819103	0.163058873401476	0.323620805459098	0.213932881735606	0.303462929759159	0.58319110036044	0.726759853867415	1	0.532573484017294	0.697184718553389	0.553602594062154	0.34468060597787	0.467659347413511	0.450213721714375	0.608368921818747	0.729639781543421	0.615311576525479	0.472827792825728	0.547081027519919	0.375538369778494	0.563727981431567	0.70765235869414	0.559732204894542	0.442429653463515	0.555588689848292	0.419612656324206	0.640396173531741
TSPAN5	0.855160252112394	0.864054002880499	0.856988130231125	0.754435651881384	0.110962800060649	0.131293282651058	0.834937930748218	0.620030675723765	0.195395459658319	0.449324995725422	0.811786463928736	0.463165012565372	0.55268951684511	0.650290838569466	0.378139120246073	0.765082515890571	0.301186479419129	0.727937747396005	0.80892141134765	0.65614675072097	0.525906447308448	0.720443418676918	0.738047501097331	0.801564000788816	0.812506957774149	0.799279653082041	0.78878733084796	0.80677644514763	0.612625534862239	0.613360433069706	0.756350738667364	0.662882822097634	0.69096195912672	0.77321101336534	0.648002649202947	0.0489282917454433	0.546751369894864	0.628693747962623	0.701734279159674	0.668973580447978	0.615271895952885	0.235721466565502	0.779876011938911	0.532573484017294	1	0.447228398815717	0.739016064137198	0.693002696708155	0.645371328905719	0.668123689989928	0.653389829691969	0.508155302527862	0.814788413336323	0.76813308563845	0.701661338795754	0.556016431410294	0.673699743079527	0.476328596226563	0.702123948682102	0.537682941985138	0.349991654136525	0.604079437932942	0.489067291230667
HLA-DPA1	0.440146402947713	0.433680580966892	0.419169713912021	0.406637024453812	0.106464514000765	0.117058830392092	0.426105352283486	0.365911019154487	0.160902714282622	0.292599881712788	0.470874468991874	0.290919642013285	0.226668250627023	0.393118993182189	0.292490116046911	0.429426802364027	0.139955412325256	0.478385214932349	0.438877089006884	0.411468357448071	0.264164606113137	0.48315940834637	0.395949976475994	0.533285919040723	0.479555557904085	0.494073984081603	0.504563136496911	0.480146100950682	0.289666639076216	0.722906940523126	0.465081162670637	0.407449718034753	0.358561136475049	0.511852439302073	0.488406142025943	0.0738184389614795	0.42556585164697	0.334606920206139	0.388581868601346	0.495714790434704	0.468627600118484	0.237396883829326	0.7150261667906	0.697184718553389	0.447228398815717	1	0.547900353803712	0.303977419929974	0.371061175169042	0.581371246301077	0.647085842443689	0.361245010200545	0.47675056082343	0.550708584266135	0.586930929807202	0.274205551280228	0.587343668327196	0.956183059644546	0.702224814976739	0.622494804932857	0.744131116158698	0.45586689237986	0.72281995810302
ITGB1	0.736376083347751	0.678797520674161	0.781938435141504	0.742071835824467	-0.0983801342191947	-0.101262640191226	0.741058660898195	0.365971482017839	0.0917814515441512	0.383146517496405	0.658367636984763	0.196101407387675	0.664662299930749	0.650630177215018	0.327601737834176	0.657237027943205	0.635712154870978	0.821550373792893	0.728024996516265	0.864613163628842	0.729988739968243	0.679265813440224	0.68119571594397	0.845021690290805	0.806487573686768	0.805163147698188	0.711938592560004	0.811669872400237	0.72843154352602	0.715122617123312	0.837239516570138	0.538323116708448	0.753707556221149	0.765786072356218	0.731974792045552	-0.0880721663671755	0.402642794983475	0.792164371619555	0.787261002543606	0.774610299478172	0.837344456018603	0.206064355144026	0.685537365234662	0.553602594062154	0.739016064137198	0.547900353803712	1	0.767129819480865	0.777851236282686	0.748648565501244	0.913098611366884	0.38124277151229	0.757103999631465	0.893724604972353	0.867292345921734	0.762329552729563	0.737150335366339	0.649421490995514	0.626091795489924	0.79163698971089	0.651447933695252	0.868938565553886	0.702605255815735
CD69	0.803189666875603	0.695900891450257	0.836887586786947	0.907747644243663	-0.0861012598602348	-0.0278147754005161	0.802290298744731	0.357433641641785	0.138095495748588	0.149339233479291	0.542085742432049	0.0754958292226507	0.816025656226288	0.598179731197027	0.171330578163075	0.625995710323043	0.715234686273414	0.838181537766901	0.613385377341876	0.90175294100204	0.853569847259943	0.634271061041584	0.636745292652112	0.890545048599135	0.789683358207715	0.748036438127364	0.587843797875815	0.690514752230911	0.816308924603603	0.471838176202488	0.826909282613462	0.425667617213938	0.74477894025205	0.629828334211804	0.526952610896506	-0.161153906307478	0.258893401678274	0.819939775504036	0.865896919227834	0.692565870967233	0.81675000201786	0.13901233552978	0.619269270744471	0.34468060597787	0.693002696708155	0.303977419929974	0.767129819480865	1	0.680278146778504	0.573229161524044	0.658342825578401	0.35745162890856	0.653639976208492	0.747015059439017	0.55817294285569	0.897902841542594	0.566575348902025	0.363093636221513	0.428091726714812	0.662412501279384	0.247404607097058	0.803457219262158	0.38037017310532
SLC16A7	0.617517612501922	0.608622006055496	0.731935981090722	0.693252597517206	0.0708737159326107	0.0310907330230099	0.640342529362515	0.332688146915616	0.156588933066911	0.395276385956117	0.699863573965233	0.285304378084851	0.445249497571151	0.51709092695107	0.428863267656297	0.53765439372001	0.53735520796594	0.781135997310345	0.700033492651047	0.68605162320457	0.559993279969003	0.706963852146959	0.626053040279216	0.713050113554054	0.680401386382764	0.844350717944604	0.606684218645198	0.76353897564412	0.530539973888673	0.476660605437044	0.633445590755825	0.483306761546977	0.597706848607941	0.70024029259177	0.701702422530007	0.0747057965463468	0.375985464270621	0.660393459348702	0.662666578236613	0.57496633129725	0.582906971697185	0.34260747218715	0.570335366063883	0.467659347413511	0.645371328905719	0.371061175169042	0.777851236282686	0.680278146778504	1	0.667408810692399	0.6766414241081	0.421108052671809	0.798217075093904	0.764401277477832	0.720604634257462	0.696537926143469	0.71522598159272	0.444596817101076	0.525972413074113	0.660533419351056	0.432197465313136	0.623052736209393	0.462047967905177
TFRC	0.641118484631189	0.656058355756417	0.655610021556075	0.559011446859025	-0.135112192059916	-0.135165809801462	0.641562206533789	0.295319288851116	0.0166236881053258	0.285370989525619	0.633999209697501	0.270776608781869	0.446332409088911	0.676329799248229	0.268533969800209	0.720459327573478	0.394258706364769	0.664932172945766	0.768992657721511	0.617033343240582	0.526416116436088	0.591679664797309	0.691406950411039	0.724952001205476	0.736957759768712	0.736931957742478	0.780799970247773	0.782669203097063	0.586182937318469	0.607580028905798	0.704525970110346	0.695920841272519	0.700048385288912	0.806735233828207	0.745547180817824	-0.055507410357555	0.352766207572144	0.662059327403215	0.635228733985773	0.763480634000295	0.608883138366639	0.219740903683432	0.67240218511316	0.450213721714375	0.668123689989928	0.581371246301077	0.748648565501244	0.573229161524044	0.667408810692399	1	0.740847676776545	0.259962479366979	0.734440526793978	0.816495296222757	0.815609057394899	0.508847005239508	0.696240507700327	0.647434101036765	0.758158788155067	0.677663157487538	0.672140635896866	0.597840550835242	0.663233157021249
CANX	0.65106513940798	0.605945125730086	0.664468877239563	0.6235786859306	-0.112174847415236	-0.117282184176241	0.658620710298718	0.302614524071854	0.112121812955123	0.343928805718824	0.586096554547903	0.167919596724171	0.632487833890199	0.591183395515289	0.299891934779357	0.60100177905505	0.561055308984979	0.714778339750684	0.627623072627429	0.796577901723133	0.65892273934556	0.600630475296681	0.597409135443371	0.782035982487931	0.740737923382652	0.699829812750661	0.6546770216404	0.718713005665158	0.684790996801063	0.757575958664013	0.789077576757443	0.505302222711576	0.677216728589904	0.715171248415629	0.686735180367647	-0.074160606468646	0.398693618891548	0.727508858542185	0.685533250959398	0.769856977131621	0.824554567359796	0.199745154386814	0.712656725947283	0.608368921818747	0.653389829691969	0.647085842443689	0.913098611366884	0.658342825578401	0.6766414241081	0.740847676776545	1	0.311727692663639	0.652326973622321	0.845492269587713	0.870875495682011	0.652762590676566	0.731813349794022	0.763857730013997	0.667797321793004	0.807859030781121	0.784177317087532	0.853072549419865	0.822692533778541
