""	PTPRC	CD69	IFITM1	LAG3	IL2RG	CD2	CD3G	CD3D	ITGA4	CD6	CXCR4	CD44	CCR4	CD247	KLRK1	CD8A	CXCR6	CD28	CD8B	S1PR4	CTLA4	CD4	ITGAL	CCR5	ITGB1	CD226	PTGER4	FAS	KLRD1	SORL1	CD46	TNFRSF14	CD96	CD27	CD7	CD47	ICOS	C1QBP	TIGIT	TNFRSF1B	SIGIRR	SIRPG	SLC16A7	SELL	SPN	ADGRE5	TSPAN5	TNFRSF25	TRADD	CLEC2D	IGF2R	ITGB2	RPSA	RACK1	HLA.DPB1	PTPRJ	TFRC	HAVCR2	JMJD6	TSPAN14	KLRB1	ATP5F1B	SMAP1	CD74	LPP	CD81	PTPRA	PILRB	ERAP1	LRP10	CD163	CANX	BTN3A2	NCL	BTN3A3	CD63	APLP2	LAMP1
CTLA4	0.552990508363218	0.522548279426357	0.107985694356301	-0.0926531672204151	0.608580484003201	0.455113843468592	0.549074427273924	0.471754831688806	0.649443074591284	0.244053975066396	0.604844322324924	0.626169749925944	0.814439238163927	0.617542313725581	-0.165755136786452	-0.15621581192045	0.282310635781716	0.742825349188676	-0.172348858104846	0.409784510552637	1	0.672069004879652	0.565738519268403	-0.0930452373006023	0.573371097396607	0.517407355956184	0.549477207390814	0.689227523649975	-0.253776289568154	0.355664440049559	0.449234208126388	0.645605590239519	0.376647285493482	0.545319258737346	0.395299877000483	0.51274975803677	0.822096409537417	0.260117049866063	0.849013844664062	0.793792637793447	0.342534414709809	0.667301574083283	0.411186440500459	0.525449326173507	0.552234093626348	0.338489726493147	0.624924806032436	0.354298643519989	0.34074149394407	0.629050729074502	0.308983400929272	0.262828729778628	0.404670708336733	0.528023379073899	0.280570817442465	0.318841577526941	0.582866054129109	0.264760426304131	0.498027467959052	0.629350754573183	0.288077296992372	0.344131016150196	0.657124591017794	0.26602330706931	0.511355822148973	0.343121609720666	0.43830888774658	0.120055227734393	0.29288251299	0.70455346895948	0.120049039211772	0.393619291318961	0.456083265262501	0.588671129452017	0.340115676241549	0.258579817617844	0.346553946983493	0.422248411886573
CD4	0.489139278817688	0.387727253860006	0.13713783163621	-0.246863502569733	0.531498052809941	0.2933048803039	0.370225966301748	0.351449855619993	0.740682701170301	0.201592304987103	0.397938773171522	0.723384012803976	0.536414437046641	0.393924689509186	-0.413745121154432	-0.396745181894743	0.0513475159947972	0.645806036512643	-0.372950901332148	0.553334365379991	0.672069004879652	1	0.421722244293119	-0.218899351117527	0.771207897654015	0.643052482001122	0.405562570635683	0.498826725463181	-0.348587994774896	0.732053736970027	0.644791947312292	0.680419172350711	0.232958292568936	0.283779772963979	0.462068101736233	0.68485034198226	0.640197442264083	0.629891184563744	0.621099310183932	0.836988098821941	0.452376109132205	0.48988340101533	0.359658837161189	0.530122026375849	0.501457160679584	0.185854465187106	0.519061747644529	0.465810631436945	0.485506942779362	0.45212592297335	0.438188987908984	0.65709203346487	0.704290785374776	0.799999167882168	0.643093366766062	0.578601663384442	0.73969036643577	0.49707066800787	0.517788125615849	0.729567177292367	0.405895593448401	0.721080862471779	0.814996349605247	0.694305683961742	0.658016819097885	0.714669485487998	0.491784629830509	0.163699110422302	0.430547733488976	0.776785239393147	0.611234000017786	0.750292267867662	0.147353484359001	0.767286380207536	0.138497363920214	0.661594999837574	0.739390163709903	0.755688915229814
ITGAL	0.650580860865269	0.116477816343642	0.310055248400849	0.366339374923228	0.603447614367092	0.496090441119787	0.560205993814997	0.544456650408423	0.626057010178459	0.341259873800097	0.210919431984538	0.430229837298716	0.576773959353543	0.474337221173815	0.282892611560759	0.327355377587903	0.370374312146128	0.555606057511866	0.324757571318602	0.297491617153233	0.565738519268403	0.421722244293119	1	0.398080026028491	0.509418027321105	0.224400417246058	0.192369724468387	0.661541279120874	0.140269731885535	0.152635459374636	0.436465492018468	0.520042159076888	0.491466672360901	0.695549943292405	0.38122410423379	0.482473955650175	0.593644344115943	0.308850226218888	0.636271560212508	0.619033466403385	0.272218222945154	0.60492459026873	0.36993672254606	0.0691950934369989	0.543053152178204	0.592793113696391	0.486654290058506	0.112084441310362	0.0606816644492859	0.672947896617944	0.466964194010962	0.475777132818588	0.25439700109382	0.383378710152598	0.493937460456587	0.425437371544866	0.488876416960889	0.55962966671985	0.453728722547681	0.435271767882597	-0.000223666139092223	0.43496259755465	0.534366516576876	0.429320445082006	0.390607923643097	0.463688317929041	0.632419741615878	0.352869669602487	0.470146817369882	0.542510537485046	0.158968522760727	0.382254194482468	0.632967814721572	0.529872350142113	0.397772224174277	0.352269972530256	0.374988549886136	0.395700067557963
CCR5	0.401667702326215	-0.434165976198986	0.284864587983359	0.69606416316714	0.260962111483524	0.409629914914179	0.31861321465364	0.381281443072076	0.200635481969082	0.187221050455285	-0.375434320587041	-0.184368095210972	0.108255245624282	0.118470983086946	0.743750294259684	0.835384058896683	0.525113277489059	-0.0563799332582653	0.743297596167509	-0.128959639994297	-0.0930452373006023	-0.218899351117527	0.398080026028491	1	0.0425220204710492	-0.305755108668608	-0.263967358950421	0.227284056647185	0.515053351548869	-0.407733373231828	0.132968299801366	0.0498910290171729	0.338888863294714	0.489633828653449	0.13429384511714	-0.010370417175571	0.105343643395852	-0.0439906936713973	0.0346778496328314	0.0433343735130004	0.0234572150093754	0.279268412512305	0.0112750650859991	-0.512296631962071	0.202461569749065	0.491548805060343	0.125721722327177	-0.33206073004167	-0.338304428560525	0.270410835524797	0.347143695686742	0.244822454567627	-0.291039534004378	-0.220454818754929	0.239323869439066	0.264451842875295	-0.0130651657341063	0.424728438097506	0.00248669608097754	-0.231479712060706	-0.446915663994096	0.0457242496657173	-0.176385945186731	0.128498195850597	-0.0291056647792044	0.123698014303479	0.450607880645219	0.322910419216234	0.331385321592101	-0.0447511202998224	-0.0808267983749544	-0.0510922259181138	0.423178694933785	-0.0414231712822253	0.471225214953666	0.0470940110216751	-0.0406435688406083	-0.0645864775671577
ITGB1	0.707619094795299	0.412983452624621	0.395636482648042	-0.0231337869634506	0.660678149569065	0.519510171689151	0.58082659325688	0.574900584457271	0.756584252365135	0.438150874321721	0.439755993610288	0.730791129206937	0.532695882052047	0.547556053699262	-0.0872736154735337	-0.107131067508658	0.299270327351759	0.621134942141183	-0.0561354842529358	0.664664275334629	0.573371097396607	0.771207897654015	0.509418027321105	0.0425220204710492	1	0.639769618837373	0.506192751797655	0.583266112337715	-0.0752543600199998	0.502979683197453	0.693794805339202	0.624187657320098	0.436488615281997	0.429361170259937	0.589000846566999	0.708913457923816	0.66966930771834	0.658796109935208	0.573659969685408	0.71816902521331	0.588651127782479	0.577968529879542	0.454617896203581	0.515681467524647	0.508653867006339	0.488836137740315	0.683031040102553	0.476211689121416	0.562358951248006	0.536098263529747	0.480459363291762	0.625727708564281	0.752147760168998	0.825930480840743	0.645219243406394	0.427653289265241	0.621376844374529	0.509206555324533	0.54448692591616	0.607580834194538	0.448018438057558	0.710010707966252	0.787418219187036	0.61792135792364	0.493165304697841	0.672853513527928	0.688331556870445	0.0938448459776759	0.474110109541686	0.740246235438346	0.375320941127959	0.683422925815398	0.353085377320677	0.847798295152213	0.245781794584541	0.660455548688606	0.624269370569767	0.64782981481551
CD226	0.498390554632658	0.415841187611781	0.226569758489555	-0.31261801980648	0.466594070861092	0.378306792988051	0.468563608712387	0.36559907446875	0.548422329221602	0.396304562650882	0.428368228884439	0.544390852553233	0.415029922368646	0.491108003267357	-0.394241870686932	-0.380459419912288	0.145474129736691	0.591921145011527	-0.339534285528198	0.635009849160727	0.517407355956184	0.643052482001122	0.224400417246058	-0.305755108668608	0.639769618837373	1	0.471005348042324	0.366681101830135	-0.246818403829969	0.520635819768909	0.537112857359678	0.509743114289501	0.323238497540792	0.175224501438732	0.514699952452416	0.626408959920682	0.520664510501047	0.422103205829462	0.456829699619407	0.536674321523679	0.517292972662336	0.420175536214254	0.506496181094295	0.572225650886395	0.321001401640198	0.0950044236495167	0.44924922987169	0.708501316031909	0.667644952822515	0.374413878199747	0.221595435641484	0.314091458854182	0.675038531279416	0.690647627228471	0.293207053404864	0.168689950201443	0.375385100610626	0.130133234184691	0.345135458072907	0.608115506038708	0.615001005416873	0.418030872723508	0.591965507583172	0.307343394839805	0.391336591660685	0.370361440468745	0.330815375434974	-0.0862560760951454	0.334750026472419	0.500953455238972	0.207619612728621	0.424942153036716	0.062945694265251	0.61812802398206	0.117893931467825	0.34453705354892	0.345861127786136	0.434581025382818
PTGER4	0.319509704409871	0.897864690185148	-0.0313312666280082	-0.264351722635038	0.23496572331462	0.224822161597483	0.310741143983758	0.224854870633872	0.321566777734932	0.253292149412924	0.886147370281032	0.552117451414325	0.423669505487392	0.467057919789215	-0.176746853220108	-0.276353836561968	0.077706046844349	0.547074497904712	-0.223815262757331	0.389814147944323	0.549477207390814	0.405562570635683	0.192369724468387	-0.263967358950421	0.506192751797655	0.471005348042324	1	0.272347136777189	-0.197916854430913	0.401099653163859	0.252818854436604	0.329528264454233	0.141862521692146	0.0982163081626929	0.21592665433554	0.191340902243268	0.408878149617535	0.298852701032669	0.320500726383859	0.372406522078577	0.311961499570311	0.231370052358106	0.390893111159078	0.758357633739986	0.171073218580022	0.357618550073955	0.424016540608715	0.443308080574002	0.520723457113567	0.321165487996966	-0.013609332961452	0.0549366751821791	0.517255921956262	0.536880906813583	0.0502329682256929	-0.0465111155227361	0.243114063902944	-0.0189457964117617	0.428798725521958	0.531533943532826	0.618106707160075	0.197466303624812	0.514029563046616	0.0427944336343277	0.132113475199528	0.156014460596916	0.10916531577978	-0.181359996945593	0.0235264594309401	0.412219253773249	0.00678616833442517	0.203221655568648	0.228068739606602	0.503518804671873	0.111570538892711	0.0681992927668863	0.13264159776037	0.141564166495794
FAS	0.604566566563172	0.19439113490808	0.222918959191203	0.264442099716575	0.589876440241957	0.495643774943713	0.495051655357027	0.478946767671603	0.597979095502454	0.261757251400157	0.259706710786933	0.52603987599831	0.697644300286714	0.466720781745362	0.127347600815644	0.185334343846591	0.40954557306207	0.628088583448435	0.173627750121367	0.25518054277685	0.689227523649975	0.498826725463181	0.661541279120874	0.227284056647185	0.583266112337715	0.366681101830135	0.272347136777189	1	-0.0539053571587684	0.157008084367465	0.478374876939037	0.526512713518165	0.385038556025973	0.655735296193921	0.405982218634835	0.5178897016777	0.71266515696162	0.217336132306169	0.750531905470508	0.691879942921607	0.346655431958323	0.671190846554842	0.380677018376743	0.183355395465227	0.538950506336314	0.453093110698233	0.634742480138694	0.215274348903156	0.119094197836044	0.733020845305214	0.579097988710051	0.356324587189615	0.23135031660664	0.372223546547923	0.409058432695979	0.446570150808723	0.547954336129672	0.478029482978814	0.40252168208314	0.478822265910148	-0.00499116902808347	0.380391841106499	0.489572110881996	0.377409390672724	0.518092844176216	0.429718131835152	0.642903100525346	0.345730799794738	0.417164367504014	0.616572486005545	0.157658243857024	0.4513894696636	0.549007027601562	0.515609368707973	0.413240997758122	0.342855481172002	0.391757926115021	0.477483867993027
KLRD1	0.345454870086854	-0.330673237677989	0.476877513099991	0.59624831630331	0.264385153947778	0.433386571011227	0.332462388898339	0.409819626730532	0.00717305441006866	0.295159160529888	-0.290370831884523	-0.30335997908108	-0.152436626297775	0.202236098643504	0.756622916373192	0.624029027626022	0.515318141473653	-0.19340158326724	0.690729392414484	0.0109120679426953	-0.253776289568154	-0.348587994774896	0.140269731885535	0.515053351548869	-0.0752543600199998	-0.246818403829969	-0.197916854430913	-0.0539053571587684	1	-0.502136468692617	0.0116465582440777	-0.102574437944777	0.485603727291307	0.287393277699521	0.288079051116292	-0.133003257385475	0.0142646242005395	-0.14622065788203	-0.111711746787587	-0.196331630342681	-0.0315037410881375	0.19391782420733	-0.0346599493573622	-0.369776802907394	-0.0368141134277942	0.34554567780308	0.0285785848717776	-0.176939847850046	-0.189931397398602	0.105775813699442	-0.0229786016482373	-0.0216211847192384	-0.167525670060282	-0.226903576626258	-0.0442186415167732	-0.0331087320609127	-0.30634010388925	0.080734843037229	-0.164800458953059	-0.401041671692525	-0.164333878337776	-0.131339022476606	-0.251335305375965	-0.149966169844859	-0.322102899055238	-0.147477877664991	0.147451338295773	0.0661852658108139	0.0658995391337677	-0.230514222532436	-0.321165653981918	-0.279872445025541	0.367171143485017	-0.168047440792759	0.26461823233281	-0.162155766451697	-0.281920066545288	-0.290408050484018
SORL1	0.09536051546182	0.406262385152757	-0.15798663735311	-0.3908945059617	0.0961268047875507	-0.0964560510671116	-0.0315737782215509	-0.05329901483855	0.397224068954409	-0.0520885024761429	0.359864714720635	0.678489548944891	0.187648051522541	0.0753555549355505	-0.581494247427128	-0.548692980752062	-0.271752555685267	0.36524698119011	-0.547515012911141	0.333356294588727	0.355664440049559	0.732053736970027	0.152635459374636	-0.407733373231828	0.502979683197453	0.520635819768909	0.401099653163859	0.157008084367465	-0.502136468692617	1	0.44277167288467	0.446440422803023	-0.161455772912371	-0.127755057401286	0.104078848075719	0.453196366360577	0.233097766512159	0.524336952155158	0.238203677436332	0.553329096549633	0.306231842861721	0.0330795743726158	0.165473543899885	0.4725612077912	0.254896357640248	-0.0425604438824611	0.214665723426857	0.388556668712929	0.414583060698622	0.146662319073013	0.342220146908495	0.506563478206466	0.562636457176326	0.622172410725584	0.446901316478483	0.425081988766308	0.645143511904597	0.345857200939365	0.463470671834883	0.696802135627098	0.408221953836948	0.541464502458056	0.600171805744359	0.573220093812236	0.612840088747138	0.595110625565988	0.152169578506957	0.0886339032802415	0.261355101044797	0.571607753095569	0.731659948524353	0.701321509080567	-0.100573282452601	0.565265255456281	-0.0218641309448788	0.552954319068383	0.692468090686685	0.700170109038612
CD46	0.667232160255357	0.151956357691317	0.388365397040476	0.137886912803285	0.665684615634686	0.596391928910728	0.57604137147092	0.590289013295361	0.695476269717506	0.430057535919607	0.172452676972513	0.528540198241288	0.39610187304195	0.519036351337084	-0.0364251529937217	0.0438553877139105	0.40401649284634	0.541967932636191	0.0648250572773777	0.544159970328509	0.449234208126388	0.644791947312292	0.436465492018468	0.132968299801366	0.693794805339202	0.537112857359678	0.252818854436604	0.478374876939037	0.0116465582440777	0.44277167288467	1	0.66300713970598	0.515211046504654	0.520396727256628	0.622400950018585	0.709222415794239	0.573700887472844	0.45774173899922	0.471984552951506	0.616774281478813	0.44819128102681	0.553058304277947	0.419662421479558	0.310898475048675	0.620920826886229	0.397490822126637	0.560809961885689	0.428267951426149	0.373335150232492	0.578918044688304	0.593272220867498	0.531485591257428	0.588567025027531	0.621212738168017	0.507921858267826	0.518374479734396	0.520307641869309	0.51528187519864	0.309313759194941	0.49337769930779	0.349732044303229	0.543928571145278	0.638821730899046	0.494541898344027	0.534154146733075	0.536323153252856	0.596987178710397	0.270141230570416	0.573234504843487	0.590102545926415	0.326298769103867	0.534392553530532	0.279071530642521	0.64798064065869	0.38342775006885	0.488520873985168	0.443336209946958	0.569219847558315
TNFRSF14	0.616006814225374	0.258903544476293	0.285086603614507	-0.0387487402628122	0.605850591222553	0.507385002415307	0.544960589422617	0.536007637899697	0.675276303389716	0.299334312687533	0.334684023720981	0.646706060210996	0.578889818988228	0.496964356771248	-0.0856934651213783	-0.0642949370453511	0.271386686269145	0.62589099741035	-0.0311355837726629	0.515322304603444	0.645605590239519	0.680419172350711	0.520042159076888	0.0498910290171729	0.624187657320098	0.509743114289501	0.329528264454233	0.526512713518165	-0.102574437944777	0.446440422803023	0.66300713970598	1	0.433911289668642	0.46918837328541	0.495294018981476	0.649280452636129	0.658407899311318	0.364239750386373	0.658278037650902	0.745400840710856	0.423653868536354	0.60069297477664	0.381951834020407	0.333967933064672	0.570600652065993	0.349485324716436	0.562654603135264	0.364797708838638	0.356399791027094	0.606262412053011	0.564595747925024	0.461096857653383	0.453198595366079	0.561802246597937	0.440730655269883	0.466118275714051	0.661295613165522	0.442051538530527	0.515038464652666	0.633886326272974	0.244869263504683	0.487456423627454	0.703042486017987	0.440949026191835	0.601072315825675	0.503689211125953	0.579490572196369	0.259164652744401	0.394060226973942	0.673061299605926	0.33897782931598	0.564822041912304	0.423209742915914	0.622486679303509	0.457058266192895	0.466140799765199	0.497646373303226	0.581078552211566
CD96	0.802736982247569	0.0125179588061532	0.660626966737583	0.378772506704034	0.787446113329048	0.856067952290279	0.832372100862029	0.822711493781378	0.561380881460471	0.665784806808707	0.118206076547573	0.12275767344912	0.452966648047709	0.719048702875237	0.43266706073947	0.404648010548435	0.667307542493279	0.492579295915733	0.449075941791942	0.495572038057598	0.376647285493482	0.232958292568936	0.491466672360901	0.338888863294714	0.436488615281997	0.323238497540792	0.141862521692146	0.385038556025973	0.485603727291307	-0.161455772912371	0.515211046504654	0.433911289668642	1	0.694545054128797	0.721221584490159	0.396804094912554	0.601031552642649	0.0855949749640268	0.469187315736543	0.387244029026368	0.378749102759764	0.727188032630537	0.421886202161716	0.141249994040496	0.464939760012917	0.545677420498672	0.530013494482322	0.338926820059193	0.242374292770995	0.662254065164376	0.30288465319956	0.151923502303528	0.292103862773961	0.288272281916418	0.139422266372514	0.140834753453252	0.107216014962153	0.1859518870037	0.171079534194649	0.113806928977172	0.264791299992796	0.153599977489098	0.326766295572285	0.020599327004621	0.117648349756026	0.0737227003992418	0.584409463014229	0.125040615550867	0.384788112693228	0.245163680222473	-0.286969338406008	-0.0292299656743593	0.524310909779815	0.315604453982208	0.441973386351096	0.0147590566123439	-0.0739707165460168	0.0248493133535947
CD27	0.757814011741847	-0.006543507952014	0.500080116834267	0.551012826394549	0.793993732261683	0.777034829430739	0.732808577725628	0.768543821014564	0.597474068602402	0.447481328519008	0.100761030150499	0.240632287279125	0.625320981252258	0.623305981761122	0.46506844858685	0.501155353027	0.673111612941241	0.503913992529754	0.509974224764441	0.308122121632845	0.545319258737346	0.283779772963979	0.695549943292405	0.489633828653449	0.429361170259937	0.175224501438732	0.0982163081626929	0.655735296193921	0.287393277699521	-0.127755057401286	0.520396727256628	0.46918837328541	0.694545054128797	1	0.567482460564048	0.425264326118024	0.651104965671406	0.0739478397118685	0.676872514409437	0.545108594541754	0.275043975054379	0.770584451577448	0.356706257740383	0.0243951848894614	0.612738250701663	0.600539833729398	0.620720474189942	0.147510473114807	0.0465139353730561	0.714198023313498	0.485715860948805	0.266219319097586	0.142417043046506	0.240200069918471	0.295727927303294	0.384309772449248	0.307921624348665	0.434219428661924	0.267609919749569	0.239847432098783	-0.0371768856895214	0.223819636635722	0.353582505001866	0.183798525587485	0.282921091924098	0.220353645114778	0.698029597650608	0.317235920099421	0.482309194500008	0.362697401685699	-0.13919313412912	0.140899537529628	0.629205735150447	0.356107710126957	0.47591564733288	0.130080335616799	0.0769542796400847	0.202127565675242
CD7	0.78654394220208	0.11420695929375	0.676303675815283	0.196617294930239	0.840931078546309	0.796127617592017	0.798737241938096	0.830006331915645	0.599110143856986	0.709850725119628	0.161720993709415	0.307526738970176	0.386749466433887	0.708596896573178	0.0954429283686176	0.0749271447414023	0.488124049984636	0.60089525629518	0.133705386239189	0.69702443935716	0.395299877000483	0.462068101736233	0.38122410423379	0.13429384511714	0.589000846566999	0.514699952452416	0.21592665433554	0.405982218634835	0.288079051116292	0.104078848075719	0.622400950018585	0.495294018981476	0.721221584490159	0.567482460564048	1	0.570082910154316	0.67671489350373	0.290060277449733	0.485488663068175	0.493166902064706	0.572219539179155	0.647552426603447	0.398062867088861	0.321707507449161	0.406193732047776	0.385169974839421	0.558764359603945	0.585532906018892	0.544749558881925	0.573830486980685	0.282114562661267	0.272740688016287	0.610577047599116	0.574112856277932	0.267418676240596	0.220846844484542	0.256685838476753	0.212472716099374	0.163855613982712	0.295365674075001	0.508427676025055	0.372197681068658	0.50908274803816	0.174351181444951	0.184520328099325	0.233410013709851	0.550360270889229	0.0832166943168768	0.394529271770652	0.358310403657067	-0.11162900718509	0.168998998903923	0.270561809596865	0.463052554751	0.321241868108364	0.211372936650013	0.0973657763235451	0.254609444552748
CD47	0.635562220342457	0.127647722559831	0.35190517882331	0.00341506669822956	0.60978992952551	0.476762521314313	0.504473077546499	0.468289378766687	0.695726556417504	0.444341272444358	0.165729414002923	0.603574165018181	0.484288032206797	0.464942849452806	-0.197813603274948	-0.164148125076428	0.225492535865289	0.588548778347447	-0.15764870331187	0.563542551827174	0.51274975803677	0.68485034198226	0.482473955650175	-0.010370417175571	0.708913457923816	0.626408959920682	0.191340902243268	0.5178897016777	-0.133003257385475	0.453196366360577	0.709222415794239	0.649280452636129	0.396804094912554	0.425264326118024	0.570082910154316	1	0.568335186412575	0.534213541949484	0.593048395484462	0.640303315093717	0.532056316078804	0.527788252675956	0.423441213840429	0.332910520684206	0.509938507813263	0.24637381136253	0.512518105687919	0.515755905473103	0.438999390143394	0.532080128482141	0.485272620863645	0.553116827445153	0.634357416640007	0.695434898634916	0.540976221059752	0.420513523361134	0.578593300920201	0.443608536747048	0.368006698399562	0.526456967681399	0.341783384391004	0.641925938744867	0.683477148126129	0.542003185074633	0.542709748033919	0.596725661013253	0.594554031063543	0.218487213562975	0.504609853621611	0.645241410011066	0.321234830788005	0.606334500323526	0.244691162603663	0.712540286271171	0.256495626885576	0.579957644660029	0.553459901933047	0.629298279140516
ICOS	0.762933481718657	0.355459243815743	0.394244762247335	0.0727721723563961	0.801374147719989	0.698324088503704	0.742122010153854	0.706887006770839	0.718889696205626	0.480206356020407	0.421115237881454	0.524119574490243	0.792536986997199	0.72320819248002	0.00587052995740555	0.0274113265601077	0.447048066545027	0.77992644039955	0.045401950151766	0.531402922026279	0.822096409537417	0.640197442264083	0.593644344115943	0.105343643395852	0.66966930771834	0.520664510501047	0.408878149617535	0.71266515696162	0.0142646242005395	0.233097766512159	0.573700887472844	0.658407899311318	0.601031552642649	0.651104965671406	0.67671489350373	0.568335186412575	1	0.270843795876372	0.804751160604616	0.782627187838484	0.509618322895019	0.793528395989942	0.462675173212907	0.437913138922407	0.604612116988018	0.450089406267488	0.724608395268347	0.447410461969015	0.454005506291242	0.716794648143971	0.39587504842566	0.293838941926808	0.504709822109948	0.56688481296188	0.305325167879683	0.303729363639002	0.515339260169328	0.277370272537975	0.398048510995685	0.51526319201244	0.355310664232659	0.378968494678576	0.633965985937411	0.250541412968751	0.452071857695173	0.321813548765667	0.631835856101711	0.172861661243929	0.371831250129561	0.656226011115103	0.0287708553530595	0.344786318827173	0.50707038143327	0.575214697298918	0.409478149668811	0.268489030635584	0.263715234292324	0.415775203258585
C1QBP	0.412615374962827	0.280948716823855	0.203725118417608	-0.159339629697582	0.268640114380775	0.136902871190366	0.18677826215671	0.207969211504421	0.612824046723007	0.166737757289518	0.26516026364503	0.556987523550084	0.176391183382768	0.229693458461459	-0.206638940477844	-0.236456231429293	-0.052260542616847	0.335406903631642	-0.203290965480613	0.476816690117962	0.260117049866063	0.629891184563744	0.308850226218888	-0.0439906936713973	0.658796109935208	0.422103205829462	0.298852701032669	0.217336132306169	-0.14622065788203	0.524336952155158	0.45774173899922	0.364239750386373	0.0855949749640268	0.0739478397118685	0.290060277449733	0.534213541949484	0.270843795876372	1	0.21107454744993	0.423915001082908	0.424874598111982	0.173811959637249	0.299796248779762	0.385432949394584	0.299577047311017	0.166222926037341	0.264694766924882	0.314722408146181	0.40810077449956	0.166414234671776	0.165396217910068	0.814364762038499	0.750406036424637	0.81725903251426	0.766588222300793	0.355525415687438	0.466496678101528	0.512013690973268	0.482832021633531	0.4434914646874	0.337120541793504	0.91135875414172	0.672583217377727	0.757536270206575	0.335202251984315	0.808853362054687	0.392794676902152	0.0345039681118886	0.34845785695124	0.530124272969334	0.528070176304046	0.722440360400644	0.0982034869354969	0.831383802595589	0.0671892597494226	0.760381725405961	0.706156101140874	0.567005496468416
TIGIT	0.623988974608315	0.300993586904286	0.205014381519939	0.0670236081849432	0.674603716031533	0.541052250872342	0.564619655521617	0.548898275757465	0.644475266492162	0.295562646684528	0.398894508741414	0.614996379629538	0.825107975673105	0.569180982973208	-0.0265518007095485	-0.0229534558269005	0.389104339127062	0.694360658878019	-0.0649580339212211	0.367309217610578	0.849013844664062	0.621099310183932	0.636271560212508	0.0346778496328314	0.573659969685408	0.456829699619407	0.320500726383859	0.750531905470508	-0.111711746787587	0.238203677436332	0.471984552951506	0.658278037650902	0.469187315736543	0.676872514409437	0.485488663068175	0.593048395484462	0.804751160604616	0.21107454744993	1	0.797751081853642	0.347609379731229	0.751935694945402	0.336334935289204	0.353639411255382	0.535092589521562	0.341697915911179	0.675856860482433	0.331183457629381	0.251880219536729	0.722668460241036	0.466544022743257	0.310952537148404	0.340637891719251	0.473820668392555	0.334060007833843	0.414939060008388	0.63744168128564	0.381656376725251	0.367881676325132	0.588784393650151	0.129021181251783	0.351946316875587	0.613486277641294	0.317300004158045	0.564751049254757	0.365986144454054	0.622547785037866	0.251628343434488	0.310173655241729	0.702083104607619	0.124131860495277	0.432954643449839	0.501396635843707	0.547040029524945	0.376576237792828	0.346062757289363	0.375386770644546	0.490131402266948
TNFRSF1B	0.631936317365417	0.305637948924907	0.189282909698008	0.00494326433260459	0.666066443860162	0.461836118662393	0.510921196646028	0.511450790768013	0.775210702148902	0.243696333227659	0.3618089416862	0.707858422588484	0.734700084238306	0.498343424718198	-0.138005062994632	-0.0816785858882942	0.251923219796749	0.712050947375661	-0.112156216466297	0.448916783135831	0.793792637793447	0.836988098821941	0.619033466403385	0.0433343735130004	0.71816902521331	0.536674321523679	0.372406522078577	0.691879942921607	-0.196331630342681	0.553329096549633	0.616774281478813	0.745400840710856	0.387244029026368	0.545108594541754	0.493166902064706	0.640303315093717	0.782627187838484	0.423915001082908	0.797751081853642	1	0.441492551922647	0.652594011769993	0.358534341027297	0.354705170554265	0.596308452799662	0.386964777924615	0.626575860924773	0.339549881734348	0.318337064803911	0.684092505687686	0.630960717893923	0.579279811250947	0.470155860909411	0.618788984799133	0.586720886301403	0.610460009937723	0.809871565154722	0.585322157759373	0.531962136113751	0.70753581840383	0.185931741340792	0.577538069067945	0.736533844249921	0.604333773544958	0.711921921257737	0.62524067112958	0.66214942879617	0.332028366911732	0.476849160732833	0.802146401249239	0.481232334706131	0.681644823287577	0.387653993192548	0.668975478738387	0.378961437089793	0.558645211162589	0.643780248516215	0.719946657141019
SIGIRR	0.582583219879248	0.261818175742586	0.364357800424381	-0.0545199172811259	0.521061404173543	0.433928295006025	0.461407582660842	0.498236261099171	0.579590186771391	0.36155164649618	0.291955199037094	0.413643165796112	0.367071087750607	0.416497394693818	-0.118298626117386	-0.0733559800330575	0.165366942165332	0.519112903508635	-0.0118146111529493	0.640225170016301	0.342534414709809	0.452376109132205	0.272218222945154	0.0234572150093754	0.588651127782479	0.517292972662336	0.311961499570311	0.346655431958323	-0.0315037410881375	0.306231842861721	0.44819128102681	0.423653868536354	0.378749102759764	0.275043975054379	0.572219539179155	0.532056316078804	0.509618322895019	0.424874598111982	0.347609379731229	0.441492551922647	1	0.39634082259911	0.365761692776808	0.377541234496878	0.271787826658558	0.208261598460468	0.543762300044909	0.514947346218161	0.583999314365559	0.389733558089951	0.28898045535439	0.379586176652832	0.596202779157124	0.619448633013694	0.387266214424897	0.129063570483338	0.359697783890218	0.227923158683176	0.296544346960552	0.351649724636465	0.398916569901363	0.461333302137616	0.513758389089414	0.341982156690588	0.259448557387417	0.397576724515588	0.509272239026228	-0.0476938182629427	0.297983524073112	0.408410614926695	0.135492064029596	0.34608999737802	0.156008844237875	0.551772083491668	0.252210221846086	0.359445194198754	0.287601454653613	0.321514373706865
