""	CXCR4	CD2	CLEC2D	CD69	PTGER2	NCL	LAG3	RPSA	CD44	SELL	ITGA1	CD3D	ITGA4	PDCD1	TIGIT	CD3G	SIRPG	ITGB1	LRP10	PILRB	CD96	DPP4	SORL1	CD46	SLC16A7	CD47	FAS	DIP2A	ADCY7	PTPRA	LAMP1	TSPAN14	CXCR3	APLP2	ACTR2	KLRB1	PTPRC	CD74	TRADD	KLRD1	CD6	CD82	TSPAN5	CD8A	ITGB2	TGFBR2	VSIR	KLRC1	CD247	PTPRJ	CD226	CCR5	CD8B	JAML	S1PR4	TNFRSF14	TNFRSF25	STX4	KLRK1	LY96	RACK1	PLAUR	CCR1	CD63	TNFRSF1B	PTGER4	JMJD6	HAVCR2	ITGAL	SIGIRR	ATP5F1B	GPNMB	SMAP1	CD81	IFITM1	HLA.DPB1	CD9	C1QBP	TNFRSF1A	TREM2	SLC1A5	CD4	CANX	LPP	CD68
PTPRA	0.179646248944403	0.0670285722727971	0.0991404098087231	0.0982099650723521	-0.0636144424932553	0.604569577267928	0.0941721525372844	0.363187894912672	0.486942568631553	-0.121605000137035	0.14298991247821	0.0841141080895175	0.460044067166122	0.0506784439920229	0.0917117248018962	0.0691140872515403	0.147881321485447	0.521274308172116	0.546335223624958	0.303692173996593	0.159039800359554	-0.0295666974657063	0.395063673004198	0.469220114244502	0.232524979591263	0.467332000228182	0.0253626988535962	0.445499054333159	0.388209630582249	1	0.474460631762576	0.46517939912955	0.131170959744889	0.460711955901902	0.592767302512733	0.0236536545924338	0.355620157717638	0.519101640509501	0.208254167146244	-0.0254919940289605	0.231763473692006	0.478686771404593	0.206208786110627	0.0166055110933123	0.522358316276768	0.516558417027579	0.527162194207947	0.241956756481016	0.20431227745072	0.581968250195165	0.0652402183042351	0.174749899561637	-0.130546352058367	0.167582133391301	-0.125848195330841	0.178435975283878	-0.159466905343758	0.495983165484594	0.101001913484936	0.398071820982635	0.443334944115786	0.365716685618256	0.492271145775445	0.543868819144777	0.452703310188514	0.380951686558751	0.379071639726162	0.508123033504133	0.322096961980145	0.322810050770587	0.605181963102836	0.086742015561853	0.468623054697366	0.445297184062886	0.0804354675255036	0.517270106499191	0.432111546866283	0.556184214133603	0.612960366632332	0.493435383059383	0.527252591889849	0.486567692809804	0.530172606716527	0.464191287815874	0.316551936001744
LAMP1	-0.0614624556643057	-0.430613822876028	-0.303094242224433	-0.196465317699958	-0.341071184138394	0.651966441165358	-0.448236437800252	0.427406113195274	0.617424497828436	-0.203413606173584	-0.382859396146144	-0.401309127016989	0.487969976650784	-0.328162260435313	-0.268491366888109	-0.45228469413855	-0.253107336802894	0.675518622234816	0.61077764199487	-0.0698754676204351	-0.34575204660253	-0.213940710989787	0.797173369685331	0.584220341902304	-0.0536214244384687	0.239833756937818	0.00854303134703369	0.355393043279716	0.601757974501684	0.474460631762576	1	0.437297291161358	-0.361560208291341	0.901763961457972	0.711547599426077	-0.34113793908675	-0.00618036832111986	0.848066115686642	0.101254647292919	-0.515344687328926	-0.192371669195797	0.131084585862964	-0.157848551016901	-0.454431367263584	0.856014207157584	0.810768166650389	0.851459156545946	-0.291547674645035	-0.348278755171401	0.770953853831741	-0.462353939871895	-0.142309569728772	-0.544675681576048	-0.0613994309555021	-0.267336004105815	0.540739673683946	-0.322205822854091	0.781907299891443	-0.399025113383728	0.907961167322778	0.672182376695972	0.881014056588512	0.819653142950365	0.94857014516116	0.913529778756755	0.437946479527739	0.320361281615233	0.922211349021369	0.0782180406286922	0.159524113134493	0.674910254059758	0.690507097368428	0.843612323785138	0.673948688634662	-0.372244934308416	0.859200708462371	0.782933166302551	0.634738284851345	0.902681815799972	0.785370739548209	0.730636395919129	0.761140954550066	0.924180431143338	0.52679029990861	0.89616868880454
TSPAN14	0.42627506744568	0.328715773486273	0.418436587293538	0.38128926167968	0.465958264563808	0.661415027477695	0.0561474999746798	0.64478430901246	0.685242704890057	0.25671275922975	0.231907155064734	0.377911471438475	0.564495962351703	0.264606713257057	0.422292915409663	0.299131596084327	0.410233999947905	0.634064676225799	0.617344249820734	0.604489891524472	0.41406733002437	0.236324833327779	0.258196594956661	0.379540931345783	0.451533208248209	0.597298918982873	0.302792107938895	0.327665491998658	0.219501356866636	0.46517939912955	0.437297291161358	1	0.355464260868238	0.237286891326483	0.456727942160237	0.321929507108665	0.480676723163034	0.319138645135944	0.531067228148025	0.223041503055648	0.532997940599267	0.751680467014653	0.6274313117111	0.202975042747776	0.381331284242328	0.34000230843995	0.461454173889427	0.465458447403391	0.373845221270126	0.547491322823219	0.260111399253438	0.0741159088985511	0.110272149992248	0.571531567601016	0.230061277697932	0.454353901164284	0.254255393633352	0.374545474058887	0.278084474752081	0.204939150112196	0.57208670530019	0.178313190812688	0.263780697959003	0.351714041434672	0.443171831740484	0.630699910044654	0.119632665665029	0.29914130243973	0.47879851165269	0.727608111027277	0.507153798228372	-0.0202495233075357	0.509248782361415	0.167760284276391	0.265141634745534	0.362782649055808	0.223586127708488	0.614013778429921	0.390691278382942	0.247121579413147	0.545452928210429	0.318183458638898	0.360865057164661	0.358949967141842	0.158994444560385
CXCR3	0.827973038858249	0.951376157085686	0.646476618956308	0.489352471099189	0.570853596488825	0.276907886847073	0.809620546307573	0.208932295282783	0.148554295509275	0.137364139260176	0.709801180795147	0.916760641601875	0.220246253005939	0.773021849178814	0.86996733623037	0.931508627439972	0.807816285966958	-0.103875641968715	0.0690930209452133	0.701201681944784	0.900134744978085	0.353084102564135	-0.620822472357273	-0.0546128620679406	0.75609159786157	0.521435814501939	0.184227635575256	0.304338807669611	-0.330206729647831	0.131170959744889	-0.361560208291341	0.355464260868238	1	-0.524063855178911	0.0854190817387956	0.269036297787533	0.820300963638718	-0.314545658932144	0.315377674790099	0.7012633651401	0.937453473917105	0.711255215465576	0.745061344091628	0.863090522488696	-0.160696047011595	-0.18369579305411	-0.171887804872947	0.612140387415622	0.841311068817539	-0.193605741284523	0.749424231339287	0.673652554029555	0.754319816237648	0.715503485428588	0.341824342810032	0.0187031840182127	0.183264794332152	-0.392716150443824	0.851417871392833	-0.536146136476555	-0.0842549366074869	-0.599035971762582	-0.164568114315967	-0.363593000755011	-0.372804921278167	0.226635326902429	0.28937860446214	-0.363074455185237	0.511813483843929	0.644411786862583	0.195026411117762	-0.631989136544188	-0.26883954037062	-0.5209951729937	0.848099841413284	-0.301282245085476	-0.574863519736662	0.204870735136302	-0.333791892616991	-0.336390591571959	0.159131320803296	-0.343171353139588	-0.346221852992921	-0.101591497982703	-0.573999220897485
APLP2	-0.284307711054372	-0.582615747329981	-0.477684048990746	-0.302589739071231	-0.491431971992288	0.575840857862949	-0.579615291659061	0.311213412805097	0.42993865310487	-0.283458473242124	-0.525485493107978	-0.572867971157907	0.46709517065617	-0.438601122996469	-0.452105736273466	-0.617420936717391	-0.443055724029401	0.620329433946102	0.58730501128813	-0.179832192438832	-0.539953364906984	-0.274538899926012	0.9217734129347	0.477651960739334	-0.21517843162581	0.181409577429495	-0.0388426234641661	0.338943935232615	0.761158218576406	0.460711955901902	0.901763961457972	0.237286891326483	-0.524063855178911	1	0.73982401093972	-0.447363370540139	-0.127522937692919	0.942109269444654	-0.00405033188121239	-0.641643592479772	-0.3896404703499	-0.068595634940468	-0.317957426401236	-0.603198013111268	0.887795885248998	0.828566808113717	0.878785565788329	-0.465378034879583	-0.543477890056023	0.793239599626531	-0.497469477392384	-0.217237435160945	-0.672452793204517	-0.250987924321437	-0.390267889164626	0.315081909762613	-0.351611232530556	0.863374114672315	-0.575912617432237	0.947583898196293	0.606464080908206	0.952773412018053	0.794548770908197	0.939186583928044	0.843392247689343	0.344455027703611	0.337887428630384	0.934083255671431	-0.0472309362288898	-0.104891780579489	0.637382716085586	0.593535796679576	0.760625862313136	0.87734678199658	-0.52444775029789	0.925317043832279	0.750094020835188	0.592674900830755	0.957134845307257	0.925015849803239	0.665995182288615	0.915142146822308	0.94467948728055	0.647184412845791	0.878522676765266
ACTR2	0.331633833053919	0.00738811033604453	0.0293494356432987	0.180935497701154	-0.145135306132553	0.922021702841603	-0.0354015758404903	0.58798751228036	0.521426559509431	-0.137612887709167	-0.0124061256907085	0.051849888756755	0.805434162518505	0.0429898534046838	0.106887825608735	-0.0207224077235589	0.163813425364211	0.669046284438303	0.74535370348241	0.247547400863339	0.0823587814248419	-0.078369018427171	0.581712749684325	0.608782179812645	0.393011504102344	0.64919046507628	0.180615481015275	0.47012248229938	0.666073278315796	0.592767302512733	0.711547599426077	0.456727942160237	0.0854190817387956	0.73982401093972	1	-0.222260480621718	0.494342196222813	0.876570753091461	0.231123057918535	-0.200104896487579	0.197512554990126	0.450619434797683	0.159801239120116	-0.00863171857217963	0.93883509934017	0.707221191741371	0.89335212039764	-0.0739395981289441	0.0745227911232613	0.716225532291752	-0.0100635606485228	0.262967927441834	-0.109906350723345	0.257662637170331	-0.108172977749409	0.124211606186947	-0.233808008165578	0.73313527546252	0.0431781369098273	0.641503452223544	0.672993874145064	0.618418271445986	0.758339556663478	0.786408214720173	0.59467212499154	0.607199281560861	0.558856083774634	0.784699578334377	0.431514258276547	0.351081711735846	0.933965983608667	0.0765225027045905	0.673336471655117	0.640993179015741	0.0989776717677245	0.867439106117095	0.318654744585006	0.900298328850047	0.857929719027985	0.859002764089378	0.941021679535992	0.806404005012435	0.790301599495549	0.660679020693606	0.524621059514617
KLRB1	0.176878033124352	0.281300619814664	0.724481553298265	0.652345164329408	0.774230578637802	0.0317985935808003	0.114914845055849	0.457878981056964	0.101985153851701	0.734320253867439	0.348770910535611	0.414276904010307	0.255925790900969	0.125028735187749	0.169896603384702	0.350590997412708	0.396637805327751	0.228374319807284	0.120989292504613	0.30409217969352	0.393020494730954	0.543463374613303	-0.284071998692935	0.0217671298552956	0.157019012507963	0.311487367455276	0.417365630733508	-0.374665162394957	-0.415249108616703	0.0236536545924338	-0.34113793908675	0.321929507108665	0.269036297787533	-0.447363370540139	-0.222260480621718	1	0.150836558786335	-0.397728354943294	0.56379777788098	0.53948081537772	0.294183677490606	0.368448485245805	0.449315285528959	0.260523960066471	-0.337075221177046	-0.480780806309289	-0.243592699478335	0.694339452338819	0.488496988802281	-0.193893885723142	0.430371977437009	-0.220771741741209	0.461011508742664	0.484432228631999	0.680817970629706	-0.132322059097956	0.711703708293239	-0.254693931596709	0.390487210978359	-0.500761769766943	0.211105878042256	-0.449723472107105	-0.505772204730198	-0.381376006377254	-0.330405476834507	0.0794238081784275	-0.512145433652177	-0.466763645616156	0.453847501677399	0.469457855002207	-0.117012627639986	-0.46699675289144	-0.135839995933199	-0.485315094023621	0.434820572103318	-0.390421096803534	-0.287291398910282	0.0757907505597546	-0.349431228461911	-0.392143478802276	-0.170700379353977	-0.393639199629114	-0.44244045203684	-0.0415861620844777	-0.495027598906281
PTPRC	0.870710804986912	0.833400890048233	0.621312697447687	0.551644012236658	0.388780719356773	0.588093828078677	0.738338296928489	0.382783878897227	0.323039087968372	0.0442372800614999	0.684006000480162	0.829179298963053	0.541597723483578	0.758491466347865	0.811298828066277	0.774441191188815	0.778653405309625	0.20977452763377	0.374814979204322	0.713412858293555	0.826302842634135	0.23941302748493	-0.267883447391697	0.319710176506178	0.810081667972494	0.728944423471708	0.340911419304689	0.426294716359674	0.117073967290972	0.355620157717638	-0.00618036832111986	0.480676723163034	0.820300963638718	-0.127522937692919	0.494342196222813	0.150836558786335	1	0.121411991018675	0.342504308552609	0.56468825822371	0.79891600263286	0.762700636661524	0.684114052864607	0.79070697401371	0.288951788115179	0.111405585148838	0.249000979238393	0.459238863272151	0.785560860332449	0.106707930429357	0.660206833000603	0.697468138000959	0.668289787379719	0.679899717598683	0.234484735457611	0.0762057683453229	0.0941842235064082	0.051042784398908	0.777371587830365	-0.181246777271135	0.162928890297026	-0.255470492922845	0.195253397397444	0.0150950806535545	-0.0551799460615689	0.448564232198233	0.415766302451667	0.0657262506633378	0.549463538893502	0.724339111409854	0.528176987043869	-0.496809518225516	0.0622353412006677	-0.174147874336283	0.775054846425359	0.121314660797444	-0.409470045426103	0.502716891554667	0.0810057518732805	0.102201446591718	0.517267771314848	0.00503501901614946	0.022881622597538	0.147107895022319	-0.24548315827834
CD74	-0.0730687448604389	-0.383392220844457	-0.322749973578374	-0.119712230093543	-0.376146099329965	0.71582877191682	-0.41076296732154	0.420117437846118	0.470107399156947	-0.255218300716557	-0.369649224039776	-0.374048304503706	0.63368552914353	-0.27138262818916	-0.267808273398603	-0.428770278468148	-0.273779319058195	0.648830996680481	0.71314515040788	-0.033841091709069	-0.356278525367042	-0.186078640575618	0.851683862018841	0.538156257428387	-0.0284824632107112	0.372707234158846	0.0792196795894814	0.403247876229618	0.817368992330759	0.519101640509501	0.848066115686642	0.319138645135944	-0.314545658932144	0.942109269444654	0.876570753091461	-0.397728354943294	0.121411991018675	1	0.0992147430678226	-0.49235475118573	-0.201980212433484	0.0941574225136983	-0.176884035070219	-0.416104639998141	0.950312284644249	0.850408783252938	0.948202998710493	-0.36738328236597	-0.364055702369998	0.829844371598406	-0.299425490111757	-0.0610107833971151	-0.49746532829361	-0.0954013426863571	-0.316237626110441	0.248802842166797	-0.311949097671172	0.911237258634322	-0.389858105094068	0.89293253045989	0.666027505708411	0.87198939177567	0.805701452448531	0.910678763089394	0.783695797749306	0.477384512089974	0.447715105709669	0.931250927941625	0.102679312016317	0.0435303434254278	0.759727320428619	0.391085846855125	0.747130027501253	0.855374056081779	-0.329509191048198	0.984322196579699	0.562049899069873	0.718935426563995	0.960825806468629	0.98485967549856	0.787609392656886	0.944480025670786	0.921396404277718	0.72130924003124	0.796903411588962
TRADD	0.329978348318636	0.273016551930295	0.549190954505266	0.676444055395508	0.788260999150448	0.446008510967273	-0.057579089766289	0.799844669691722	0.561871826389915	0.760943925532926	-0.0868807263109126	0.409545829749532	0.67037198317632	0.0507176176549959	0.170034690801393	0.394844583448907	0.345207562346023	0.596203850171213	0.643357990963877	0.374713544488799	0.245550980568226	0.642667855219773	0.0883526883406702	0.208994175290866	0.223698153455277	0.696343425229371	0.740450211241863	-0.0526257123290206	-0.0828995340896607	0.208254167146244	0.101254647292919	0.531067228148025	0.315377674790099	-0.00405033188121239	0.231123057918535	0.56379777788098	0.342504308552609	0.0992147430678226	1	0.0853825038888698	0.461196809695309	0.343389553770246	0.470790348114934	0.110622570573552	0.135848682188735	0.127446931325027	0.296004332830714	0.235637658540033	0.298564328342927	0.278232044061904	0.405201901231961	-0.175209073047856	0.299599378759767	0.597598363111967	0.703045074330315	0.25517468430003	0.651492402195979	0.196082019362847	0.118978277155308	-0.0533153742198942	0.633997451780966	-0.0494010699980919	-0.164800236584757	0.00788199107938751	0.114478896109702	0.550046772726424	-0.220514764685139	-0.0694890024330336	0.615628693691699	0.641054120939413	0.358450650211833	-0.313390844482414	0.252792680398028	-0.137175486409573	0.471273577823961	0.111526836173046	-0.143110661884074	0.525067039617485	0.0961157741849263	0.078100906997688	0.305964851513765	0.118102803010284	0.037788492465411	0.277221395580697	-0.113000976702925
KLRD1	0.531685235087446	0.751272515984358	0.611633871699158	0.373064366117892	0.498595682664994	-0.0206659356215606	0.687221233484898	-0.0485827461095108	-0.128181027834683	0.0685424206590918	0.862037548505073	0.672996800035972	-0.0262882123401283	0.659997107535273	0.707322937538039	0.618381540597901	0.541549997589024	-0.252947173561055	-0.233365144668422	0.6360936691009	0.768934416045997	0.212390583532137	-0.65929393654312	-0.204082596364147	0.484554976012811	0.176830044136257	0.0680046030510069	0.0925153388086874	-0.371356649637729	-0.0254919940289605	-0.515344687328926	0.223041503055648	0.7012633651401	-0.641643592479772	-0.200104896487579	0.53948081537772	0.56468825822371	-0.49235475118573	0.0853825038888698	1	0.574499557168297	0.589265386447422	0.577026206013134	0.741755736978127	-0.374176157048421	-0.446128174647485	-0.424011662759817	0.828655552619591	0.753721254407762	-0.336837259233911	0.631765804431204	0.411218396701592	0.643823988026412	0.398702298680025	0.188942212900724	-0.188327440031273	0.21541745975361	-0.4853361986679	0.810657071808019	-0.641739893562855	-0.31142988069012	-0.680340329404002	-0.330342665581888	-0.478859471952295	-0.499715906660233	-0.0954984732422296	-0.0515604867162781	-0.466917550611592	0.211684452586127	0.429276555676566	-0.165289804312447	-0.576748432260549	-0.463709528799012	-0.590454758164056	0.581992191379576	-0.494840941659921	-0.541492420923459	-0.104665664552534	-0.498106076868628	-0.48385382548494	-0.144750864917317	-0.552202025520857	-0.567795940250979	-0.304971280800334	-0.623548440687721
CD6	0.845646394606682	0.881984600388557	0.679397616611221	0.556139693216645	0.628839680221229	0.427589635369378	0.684097575659085	0.392033510418475	0.32453014858523	0.248453778806716	0.605662400258458	0.900625363245348	0.357553446132022	0.647674014579084	0.850308390288857	0.910906161026109	0.828785071684582	0.101063115662955	0.243652138660121	0.734324717837452	0.874357515133765	0.402245153825984	-0.463846177574376	0.0477316426049257	0.802987739160334	0.627031639763764	0.291814562859651	0.298084977715169	-0.282908969431814	0.231763473692006	-0.192371669195797	0.532997940599267	0.937453473917105	-0.3896404703499	0.197512554990126	0.294183677490606	0.79891600263286	-0.201980212433484	0.461196809695309	0.574499557168297	1	0.786308139715841	0.821760809057042	0.772047013503774	-0.0490524978996102	-0.0746352169924096	-0.0347404318856249	0.586777483336717	0.82585692313019	-0.0519646543160882	0.67240111599771	0.58720071962288	0.684102861178256	0.781992204589877	0.424988522566962	0.117391216975792	0.23013223057023	-0.255211009699045	0.786739566436039	-0.419203992908442	0.103196205620496	-0.470056789160722	-0.0912429361104285	-0.232652251041415	-0.215116435055671	0.412799554134836	0.249893949932003	-0.256821898128945	0.646370293406005	0.74356260712025	0.335464849644878	-0.555348732922359	-0.0617611107382188	-0.4105895817969	0.842736311029541	-0.173765035261895	-0.426144690735151	0.361454218320752	-0.185420878260312	-0.240695009080416	0.312945327941227	-0.203214662715791	-0.201997324783577	-0.0015140539601099	-0.473528158691173
CD82	0.748886446810462	0.671127208252465	0.628133917050454	0.511737102707447	0.457748673087137	0.655553973976318	0.535851629948814	0.499738089996183	0.465674854919401	0.108293773932721	0.670955619881048	0.697341848042018	0.518627020573292	0.589601451768077	0.716185465036662	0.619748231584716	0.714193007493581	0.311892879923892	0.392677565693471	0.795805982301758	0.787064601529816	0.196734073651614	-0.146562442532061	0.311554432072482	0.801474964494638	0.624502329837161	0.167163357849484	0.361268280692132	0.0129908394038932	0.478686771404593	0.131084585862964	0.751680467014653	0.711255215465576	-0.068595634940468	0.450619434797683	0.368448485245805	0.762700636661524	0.0941574225136983	0.343389553770246	0.589265386447422	0.786308139715841	1	0.755268287157711	0.643083535595338	0.259326493829918	0.108204997961407	0.217349460692986	0.697686552251095	0.753064283977807	0.229003746666248	0.439451525092377	0.473466895024594	0.47017611429107	0.712730494256214	0.220286723083097	0.121220150147667	0.10389719034838	0.0432548835260333	0.727539932820738	-0.125928373784493	0.313966713767599	-0.148459087833157	0.201617892057972	0.130290124788335	0.0778480050245945	0.534782925383386	0.319038936380402	0.0847097489063618	0.638916781479247	0.798563719764538	0.517185213400415	-0.34139390813292	0.214520198121249	-0.11504533405031	0.599989029980722	0.131291979589329	-0.0725399511440764	0.576374352209841	0.161676018682104	0.0413858142366415	0.538079975185259	0.0544660663283468	0.0909908361523657	0.219754799085851	-0.175957327234333
TSPAN5	0.669467404109876	0.749940114898666	0.700645702629285	0.59454019946319	0.672823112895563	0.416881749064847	0.474224937417277	0.453101692640651	0.236500637060874	0.389075611621588	0.559707939589121	0.789614213320947	0.347263749319021	0.56978370235391	0.767883652305245	0.729034325172556	0.741140383798207	0.263800612032132	0.239880857733773	0.797573568027909	0.778418239050311	0.467165171825441	-0.289470243417426	0.16363038053081	0.72146947014653	0.705530549948163	0.460106014436902	0.207851744913928	-0.253019495294239	0.206208786110627	-0.157848551016901	0.6274313117111	0.745061344091628	-0.317957426401236	0.159801239120116	0.449315285528959	0.684114052864607	-0.176884035070219	0.470790348114934	0.577026206013134	0.821760809057042	0.755268287157711	1	0.631140626146159	-0.0646666848403328	-0.195381482596443	-0.0251248703261077	0.634862122271922	0.737737776931567	-0.00197316598597219	0.636347160071377	0.368888007730945	0.636834479543435	0.704083236514483	0.469354492961959	0.0378341998360138	0.397954985241055	-0.168508927093263	0.680861871293066	-0.425113822383731	0.153358822663326	-0.443442093656308	-0.153284681741128	-0.170280644766362	-0.216563657277585	0.365741462840711	0.0698482257094383	-0.242231959202881	0.526962808234772	0.680551978667047	0.341406805546571	-0.555700369492934	0.0282641921586394	-0.329162640135405	0.691302118415569	-0.174105246845568	-0.277183233325584	0.367951211731448	-0.139249611512233	-0.205473904873984	0.305903789277716	-0.163172812585045	-0.13822627627841	0.094603472255474	-0.48704194022274
CD8A	0.818627402320288	0.917710137975902	0.637211204866183	0.527820922997536	0.387163674371253	0.130136010594734	0.942656307335864	0.0476483999869195	-0.0224867552018073	0.079321549325436	0.829922269509321	0.920524883364472	0.0784934667605336	0.807945350028452	0.833285917607972	0.899635545611555	0.876078236079719	-0.214703471746984	-0.105592106523348	0.608356712704917	0.930776496001748	0.121406787886996	-0.700225967809246	0.0716620885134393	0.793505421551779	0.354240753793765	0.110554100913504	0.172692719067633	-0.320802604607457	0.0166055110933123	-0.454431367263584	0.202975042747776	0.863090522488696	-0.603198013111268	-0.00863171857217963	0.260523960066471	0.79070697401371	-0.416104639998141	0.110622570573552	0.741755736978127	0.772047013503774	0.643083535595338	0.631140626146159	1	-0.232051710141012	-0.325978495005494	-0.301008974521663	0.555924683329594	0.88283961484935	-0.421380397237792	0.663137881175184	0.785132460499067	0.884140211291719	0.64919261565122	0.302584496775366	-0.149466755133456	0.0974918125769655	-0.450322522513227	0.94860705682577	-0.610416989584049	-0.255646797310662	-0.662273055649406	-0.171948490707115	-0.445325034528852	-0.459164014711113	0.161113971894224	0.274552749152733	-0.410685780354274	0.445531377499618	0.543853615398646	0.0682331208114289	-0.603022633675611	-0.338987269142228	-0.563883050395945	0.856191834410888	-0.390272111362024	-0.627889321134258	0.0439352233650959	-0.425354660312233	-0.428195839600895	0.0496995558416781	-0.500148538110079	-0.435539016037489	-0.293307782211989	-0.606016814297677
ITGB2	0.118169730347667	-0.218241222659044	-0.161354381927476	-0.0266373758613635	-0.299908332837787	0.820138167139729	-0.240774076992498	0.495419347686859	0.543821939961741	-0.232434855499724	-0.203105867904956	-0.199284895911059	0.712232472539961	-0.0986105511179534	-0.0994737032060753	-0.270331412599975	-0.0755040776527388	0.660251547666166	0.712060022912671	0.0716846585224691	-0.16266616948332	-0.169278352979832	0.732131084778998	0.588897925043543	0.159073664950803	0.472415150431557	0.0843835068199451	0.43428443751178	0.75158231823049	0.522358316276768	0.856014207157584	0.381331284242328	-0.160696047011595	0.887795885248998	0.93883509934017	-0.337075221177046	0.288951788115179	0.950312284644249	0.135848682188735	-0.374176157048421	-0.0490524978996102	0.259326493829918	-0.0646666848403328	-0.232051710141012	1	0.8055308904977	0.949223811428687	-0.248125557428379	-0.167805774485172	0.759721657526292	-0.218271313127632	0.0861048397686921	-0.346248554559678	0.0747741300404146	-0.25078970678464	0.2835285083478	-0.309052927562643	0.823101331600915	-0.202944554045377	0.830063612228866	0.681800264047378	0.81161624477642	0.83902417446575	0.903168677088155	0.768714430624837	0.514998018874855	0.490308686375165	0.91939200095031	0.235580194914802	0.21886971405751	0.840097271931516	0.350799431952146	0.757835603321335	0.724194393484923	-0.15757256793845	0.945513840671264	0.508124820768195	0.813783331006501	0.937664725811053	0.926727467864981	0.882412029147764	0.859370914884427	0.890355591555755	0.646695879599321	0.742105262087618
TGFBR2	-0.0353921611127135	-0.264319330701585	-0.432801252926313	-0.245665556075174	-0.365265239736947	0.588168202843573	-0.290109192900393	0.292107628483864	0.552644319140881	-0.356299267801526	-0.387746983707485	-0.309202759371122	0.454583484718496	-0.231513501849027	-0.223759713752328	-0.308511987929654	-0.255042703556073	0.5275641208143	0.61019878774459	0.0337709947448427	-0.304054138353539	-0.241532784150868	0.724862219134075	0.398054724542607	-0.0494643140257568	0.23874771348268	-0.0965288702652885	0.585812963721902	0.644642949485031	0.516558417027579	0.810768166650389	0.34000230843995	-0.18369579305411	0.828566808113717	0.707221191741371	-0.480780806309289	0.111405585148838	0.850408783252938	0.127446931325027	-0.446128174647485	-0.0746352169924096	0.108204997961407	-0.195381482596443	-0.325978495005494	0.8055308904977	1	0.827405698588186	-0.355212675203019	-0.368533722846264	0.74723615011506	-0.259962494294941	0.0871462751926945	-0.473933347672327	-0.0673225961495618	-0.383138149916653	0.489728069229002	-0.414052980127713	0.766092514097694	-0.353761160316762	0.866846938509541	0.553857351494908	0.805978828793861	0.830863329197462	0.829584561433319	0.82642507472894	0.426289897975015	0.583108241280492	0.852691654853783	0.0617297560212724	0.0490042291780719	0.62392675769338	0.527470304008936	0.619978718344389	0.715954864137256	-0.261549558711931	0.85358668995254	0.602900572667667	0.575327339899608	0.840671757442911	0.806334985235329	0.65342704232767	0.79834348491731	0.858272569933276	0.557164296138233	0.808268228193896
VSIR	0.0959409709065326	-0.246951078177739	-0.125750666149581	0.0743776360876113	-0.162521705167046	0.807834946490092	-0.338633731040852	0.617739788696857	0.625103223590785	-0.0639339486327592	-0.315671019443946	-0.193739245744908	0.760954847747326	-0.184529461339052	-0.160329831918116	-0.254826612801661	-0.0891375043600699	0.779752282096667	0.821665615212945	0.0503798271363278	-0.211638312113575	-0.00832557878703883	0.784195712185306	0.614880741495796	0.0777656960227032	0.535732881216019	0.211609949649061	0.41451059682466	0.703149544950846	0.527162194207947	0.851459156545946	0.461454173889427	-0.171887804872947	0.878785565788329	0.89335212039764	-0.243592699478335	0.249000979238393	0.948202998710493	0.296004332830714	-0.424011662759817	-0.0347404318856249	0.217349460692986	-0.0251248703261077	-0.301008974521663	0.949223811428687	0.827405698588186	1	-0.263960041494363	-0.215103009757128	0.787568061447323	-0.152014751374215	-0.0123527831037092	-0.330311412879991	0.12919662163054	-0.105738874035566	0.396557416528259	-0.151156708310647	0.891963661088767	-0.267731580930837	0.841966892436687	0.804212600132395	0.814759328061172	0.762840443583331	0.872145334744442	0.81941277351682	0.595158189858406	0.427894287637949	0.879272964010798	0.268453143445183	0.264614596621251	0.817619165680929	0.349136155654524	0.833727693738177	0.708683009042907	-0.142355205714571	0.947167022274305	0.507395804605385	0.807927989712755	0.925452309637545	0.912555542174564	0.850098466818539	0.868685826154369	0.900362708087938	0.710104642771887	0.746367243908831
