""	PTPRC	IFITM1	ITGAL	CD6	LAG3	DPP4	PTGER4	ITGA4	CD226	S1PR4	CD3D	CD69	CD3G	CD8B	CD2	CXCR3	CD8A	CD47	CD7	CD96	CXCR4	CD28	CD44	KLRD1	CXCR6	F2R	ADRB2	CD247	CCR5	ITGB1	CD27	IL2RG	TIGIT	SELL	CD46	ITGB2	SPN	CD4	TNFRSF1B	SORL1	C1QBP	ADGRE5	KLRB1	ICOS	RIPK1	TNFRSF25	TSPAN5	SLC1A5	JMJD6	SLC16A7	TSPAN14	PTPRJ	SIGIRR	RACK1	CLEC2D	PTGER2	IGF2R	CD81	ADCY7	PILRB	CAP1	HLA.DPB1	PDCD1	FAS	CD82	TRADD	TNFRSF14	SMAP1	TFRC	RPSA	ERAP1	CD74	PTPRA	LPP	STX4	ATP5F1B	MCFD2	LRP10	CD63	CANX	VSIR	LAMP1
CD3D	0.91775278774819	0.936371805717689	0.556546947756667	0.875224652998456	0.758301246259802	0.809534804644346	0.812014341828162	0.682627595822488	0.908144294556285	0.923064750980477	1	0.934370008526627	0.924294553075874	0.627350515778707	0.850895513478368	0.728449577482917	0.634301453798938	0.838893124297605	0.901036598402779	0.864009754344492	0.92586260304975	0.131835632944828	0.807982123294039	0.734692319284254	0.461848168332888	0.271174675390605	0.422403434559725	0.829523122478332	0.203782854679336	0.664934814554967	0.531450264515336	0.959836248058282	0.171837891804775	0.913099465913442	0.612494765030038	0.0933285631536271	0.765572556571807	0.442398269795129	0.528682282026319	0.264321035966719	0.637208417490873	0.681544994658506	0.774588151573707	0.769642214236718	0.285099911425043	0.854851122857911	0.501877418923205	0.866477305141007	0.576213577986322	0.617498748031702	0.51915243944954	0.231546886429131	0.786850820150489	0.84639386819336	0.70824333476053	0.938768252475646	0.302844412184778	0.357611878731466	0.332363045148002	0.484194959295491	0.620377745185499	0.448921704661425	0.406533602945345	0.792520193771745	0.578924889446455	0.940992199903896	0.796898663064791	0.794763853299783	0.280350479667398	0.856849943506638	0.587132139675451	0.0802050692303324	0.598825798288114	0.265798369455784	0.445637611519224	0.602960893618464	0.403443936004534	0.40373825052744	0.427853335833944	0.328596121634889	0.299788382055313	0.35817802546466
CD69	0.813175060664448	0.922407738997653	0.399064915929418	0.77732159035591	0.751395930000919	0.858668079537415	0.637610444476261	0.60959237521109	0.912423320067753	0.912872288101033	0.934370008526627	1	0.818028511971198	0.571122952492946	0.736500395283183	0.560989266432494	0.601544787889149	0.803967785589909	0.955571636231269	0.748105986965355	0.891832513418701	0.0371218969862434	0.779159582048102	0.643208707566247	0.445962629086029	0.126975373267854	0.346592499116031	0.769130139941615	-0.0214282363380484	0.579836699969595	0.396541992981649	0.944179051005385	-0.0106057940388564	0.872740364550829	0.543694230995026	0.0970702521554893	0.704848731138715	0.466430689695152	0.484384286806693	0.255063645438975	0.669652098750686	0.515994216605869	0.796772339022354	0.778705730817585	0.265656571019562	0.8668951923267	0.410995659458057	0.837815260670774	0.595153312324141	0.544334181831737	0.521325987316135	0.145964825126795	0.850200103275793	0.867316406896559	0.623898320781173	0.923109445967021	0.259240377259802	0.413050025107035	0.289586944026625	0.36626979316587	0.655263296647208	0.450230866687522	0.385568874463878	0.74753166787346	0.561263597464172	0.892525189566826	0.705021930512727	0.787313212235989	0.266272983996198	0.882958108907168	0.671135881147164	0.114170996915093	0.589913007949006	0.212894403702838	0.462759337031584	0.641249068441407	0.346753425470686	0.347367515186919	0.488739057479168	0.326944357973435	0.348896501295832	0.379791334500242
CD3G	0.9336181116816	0.871193605942791	0.710680613027529	0.814584167759333	0.832368315137623	0.731649199068824	0.868293264901345	0.745291762589741	0.792576984908204	0.897482567434515	0.924294553075874	0.818028511971198	1	0.78246238172263	0.955872065199376	0.827603989523196	0.740202170990717	0.782138598438159	0.827362351316568	0.942046063606698	0.904808758242154	0.199256168848426	0.803882271185122	0.852007275894106	0.615822955046611	0.468712065605347	0.618382230145029	0.912184820589741	0.427129041167288	0.670525415581768	0.62343806714414	0.867299826673516	0.402483781112671	0.785800568466042	0.572641915461958	0.0054610082324881	0.795434729196631	0.327767895489568	0.535086327070052	0.126976589358049	0.579549854535969	0.786515833764383	0.748197346521729	0.731582044540633	0.34882501333171	0.697897887479368	0.573444784602856	0.732446793903859	0.562716951748027	0.701636896913884	0.458043666716877	0.2510662825226	0.67914444089715	0.719231089316801	0.787719030461474	0.807807835272021	0.413893833795917	0.278837232971698	0.218895717608012	0.480999048377281	0.551383132284023	0.370708412237983	0.422489609847258	0.804693222505439	0.550170454996726	0.837219910854625	0.794492804041062	0.707781633917886	0.343128146059091	0.719283009654361	0.373065942246859	-0.00809637411669001	0.637897160563804	0.238275654594299	0.351744020372421	0.549934271884216	0.448973799728176	0.444109893507159	0.362062703211873	0.317878806068679	0.154915551820848	0.31594100899226
CD8B	0.771942573019102	0.606194319514339	0.691212159875689	0.402426660627945	0.804230588909094	0.372762915900987	0.671718421840063	0.7015831228586	0.466191649201365	0.700209529638254	0.627350515778707	0.571122952492946	0.78246238172263	1	0.790090102284582	0.469363856156946	0.917127654133959	0.472743382416423	0.585413903219984	0.712132375469333	0.686828726852597	0.0321656113291132	0.710630523664174	0.937714470012539	0.502501586723909	0.557463219130093	0.645704199009403	0.688676034715046	0.417604298747809	0.48547325893643	0.496615607262528	0.632723273186786	0.454625633086577	0.456525448982483	0.344647097810951	-0.0785607637282971	0.555148145378573	0.0633847225994204	0.451355991718832	-0.027665955406146	0.430123202288532	0.594828973069001	0.419555542903647	0.449351293725801	0.389077962319976	0.463742529086759	0.727494038123557	0.355810283530686	0.605688979248151	0.641110626228537	0.384189158252813	0.272847982903863	0.507895058468327	0.442439961864604	0.791871844475062	0.521260385556081	0.496085904682968	0.187533393775014	0.0270832619920668	0.422399590955727	0.368471028466941	0.237532647082888	0.436012738722194	0.614525568570778	0.521313586821026	0.451509166086728	0.731325233592123	0.593847782068708	0.351582360056268	0.441122789838187	0.0929571934838503	-0.0805246831441377	0.545192066903635	0.145721931501214	0.164235530238775	0.424684435997809	0.366409977779681	0.290884815234692	0.249753155640472	0.261285152304917	0.0742593109619107	0.290157147254303
CD2	0.921548252662387	0.776236634196184	0.758232116943434	0.755492073329107	0.775493710455422	0.683630841458101	0.831716174129554	0.810313577256103	0.676966713463269	0.849332954816796	0.850895513478368	0.736500395283183	0.955872065199376	0.790090102284582	1	0.788292035081081	0.780211846564423	0.705153020176474	0.746607080803598	0.908313627887049	0.878143157715173	0.381112580250211	0.762842539557872	0.826566575098863	0.671173778783159	0.556876872638926	0.613769351121186	0.872784264910134	0.495471665008379	0.626739158651382	0.700542222877186	0.79272065233409	0.540354556795027	0.71509577857921	0.546800534893301	-0.00140851314470607	0.811408047249945	0.304210144581912	0.541393040440742	0.0658863569918076	0.452866568163651	0.771871324619837	0.653980368836131	0.722545912884619	0.397484030335497	0.655485716022108	0.56894632399109	0.60235616536192	0.580851434217156	0.719063075103772	0.43770736678962	0.311487739794378	0.626509119161305	0.60349602210266	0.839898487087763	0.737497480347071	0.401417043200581	0.187413276950967	0.162993312010924	0.486592458412594	0.455931977847105	0.334018948513583	0.548029947710594	0.818551550948859	0.534788119180826	0.743394852661868	0.827040532809235	0.63517443921647	0.319230042357293	0.596036544886975	0.343786739786321	-0.0317944884002538	0.604635354913823	0.218791033848102	0.215065259344278	0.442381581643639	0.439930440319965	0.393525168268617	0.258105049656025	0.283180266119495	0.120684663645154	0.271697265740161
CXCR3	0.694485280370518	0.691101740998183	0.507066307433412	0.701050307372411	0.562641025158084	0.657331786912616	0.794421513590917	0.532033116726675	0.631307989480168	0.632178510706885	0.728449577482917	0.560989266432494	0.827603989523196	0.469363856156946	0.788292035081081	1	0.370486536455151	0.688474700671914	0.615164270875521	0.833877552449969	0.653280439817035	0.194754938655696	0.45021171415472	0.547374535585526	0.524609130228872	0.27724556033328	0.659645462434456	0.796780680510279	0.562093603016797	0.542170317278732	0.460479772880527	0.592866354667015	0.343607053121936	0.628753372734077	0.450352849459692	0.0536307064463645	0.683913502310883	0.292274620477509	0.367628512828265	0.12765852749761	0.360423118998734	0.73950017916899	0.741142038425497	0.529927838830099	0.162869796574701	0.41104121580843	0.219284103772825	0.639565183847356	0.184572253669689	0.516274252467195	0.210072241188477	0.163485577579203	0.390528972324948	0.531113236558092	0.553809745979269	0.608768888820051	0.269953822972946	0.153257204877286	0.207234417089406	0.283551935006007	0.387215217428557	0.295190108526386	0.106753956004052	0.583654481363614	0.189578924138349	0.726817998831597	0.52027234652829	0.348958606382482	0.197258928472369	0.515960637397384	0.261143669678318	0.0160493526568146	0.439915845388916	0.124920552084867	0.258599055777485	0.335645643332331	0.289518261099826	0.390474168337501	0.193791142555434	0.227990270610337	0.0843456127240955	0.164122749038487
CD8A	0.778983259572959	0.566016884037787	0.721468671943149	0.464977307632975	0.755985973850012	0.340332589441413	0.637103601895019	0.6964586610496	0.427839749089958	0.686216514770128	0.634301453798938	0.601544787889149	0.740202170990717	0.917127654133959	0.780211846564423	0.370486536455151	1	0.388263082147437	0.573984039233389	0.705045930497924	0.689000704456	0.168250369742348	0.700728227046531	0.905286796798792	0.552034956838524	0.522217230431569	0.440264575375959	0.643604951932177	0.366248175831126	0.406584695845655	0.577280487469961	0.677846045215278	0.484522851784077	0.439222234581683	0.317951876977498	-0.13504110666397	0.529569297313434	-0.00272949971476996	0.411718954317397	-0.0608267551800956	0.34382394496128	0.578161605134454	0.325013349093695	0.464727875284322	0.31647363997457	0.512645267405528	0.720726670818261	0.316862353629877	0.613750858384892	0.550271593977729	0.33877789110071	0.194033891977468	0.521837868041612	0.396490325707744	0.774168998945854	0.532209015052344	0.312469505256575	0.0993508540666677	-0.00573135498463986	0.409302156106319	0.284848314372544	0.204743123997842	0.462481596368841	0.576447840927679	0.529970875069473	0.429274736910995	0.744896330483593	0.623059313556993	0.228586866590314	0.397706527028934	0.149221100012984	-0.136136606073417	0.452247818859039	0.0793020665524108	0.111204711820919	0.325722109217999	0.280435107845338	0.191335820287788	0.153344526117313	0.141652145672884	0.0346313091973274	0.168451274009472
CD47	0.765647217741562	0.850504620804374	0.412704034222668	0.713005731383567	0.617555721431789	0.804258953652027	0.726998956160783	0.641919888628957	0.841047551517455	0.767744238887594	0.838893124297605	0.803967785589909	0.782138598438159	0.472743382416423	0.705153020176474	0.688474700671914	0.388263082147437	1	0.795774943140626	0.742866616032568	0.81344912001986	0.0203522225025209	0.760663972992661	0.565851606568818	0.370559437147616	0.347077431228374	0.51416216244714	0.721945195314334	0.186438630750269	0.800798917829302	0.380666100948208	0.782021632683973	0.0450237591020897	0.782301554298755	0.790552770248416	0.255947032879448	0.726612969494022	0.592798291321934	0.615432665647948	0.384376547787285	0.734120676490782	0.632194369021133	0.77785018966539	0.672146151775407	0.4223576205924	0.749080389372732	0.444449491661842	0.869667803519353	0.553925734485846	0.639611445278802	0.596731797594635	0.322033678020608	0.747093271895784	0.853601967870632	0.632247141471447	0.807043791775801	0.530260215364672	0.57558405518327	0.400000123295733	0.573520583354164	0.738019397951646	0.508620198956491	0.285740827748503	0.71951067394679	0.545065030105613	0.876697663230263	0.689846246394357	0.756483772598229	0.5511571837918	0.835492677439749	0.657394551667741	0.284170423034038	0.782975175779813	0.475259799132749	0.622793734549257	0.713663537466378	0.614295366122691	0.672664412766221	0.630334125273337	0.592957860941352	0.361214433110357	0.590744608639632
CD7	0.771456253970827	0.948756989236136	0.351562512021289	0.754219721156194	0.758242517471775	0.908348125349969	0.599005346472454	0.544325903439232	0.93648910627021	0.899864949108029	0.901036598402779	0.955571636231269	0.827362351316568	0.585413903219984	0.746607080803598	0.615164270875521	0.573984039233389	0.795774943140626	1	0.753612056190881	0.851643303672889	-0.0437352492811183	0.715411136682854	0.635304636915691	0.547327169247186	0.0864347272605283	0.444535454008501	0.812844543281269	-0.00928843283624512	0.49115080935283	0.34155630200008	0.87917169686494	-0.0291114344005711	0.863493178184611	0.478738483398817	-0.01752553868013	0.710256095018871	0.369830397244911	0.36885734284258	0.116556600581003	0.636493499548674	0.455356982313895	0.895111487437404	0.791328875101772	0.210961398620292	0.817069610969791	0.327726120698379	0.800382025799617	0.495938074341699	0.546203465132205	0.416561042223769	0.0518414547688534	0.83607762850211	0.830094997226477	0.591236173152206	0.923923749832963	0.229911884048447	0.317138253238772	0.165359026028008	0.268653247041317	0.579965679243474	0.359219179212621	0.368761421084628	0.70671275465268	0.450986127621375	0.875651908095275	0.669716826227294	0.694107861888635	0.257317999019311	0.851292019457305	0.610939809671943	-0.00322818057614768	0.569866698854067	0.129134810003486	0.357907369186914	0.583164516608333	0.281494487785679	0.291000896397122	0.417275942025775	0.24793281839106	0.250553676358011	0.316318604126133
CD96	0.870156124146944	0.790985173520484	0.771473594932715	0.769483460072302	0.741842510451841	0.683252274477619	0.901923004816866	0.69670915944913	0.690069076271576	0.785657250773527	0.864009754344492	0.748105986965355	0.942046063606698	0.712132375469333	0.908313627887049	0.833877552449969	0.705045930497924	0.742866616032568	0.753612056190881	1	0.826921876759741	0.156995371938639	0.664979901898751	0.832404254113834	0.629698125239102	0.42866997441453	0.665956269452323	0.870973611066368	0.513886760432989	0.58588759991468	0.631619677144318	0.7703389733367	0.449913330793833	0.668690800352141	0.491655280133168	-0.0577806599697374	0.805331681036116	0.202002491101815	0.428262276689717	0.102495062857457	0.410984194412783	0.845963640108924	0.725009560153327	0.63222475804504	0.162328471639817	0.597105849849067	0.439198021063438	0.657180405395448	0.39837005673534	0.663388557062103	0.290299803581801	0.141259452238392	0.552352751974407	0.592525867045566	0.744007522800894	0.726211467592836	0.297373000834707	0.138584911536781	0.212086260502524	0.472125249618515	0.420696336277885	0.268307056085676	0.232248609871237	0.721790503072876	0.378901885116264	0.774710739093921	0.745774708253984	0.595652443716621	0.221607922235945	0.585542079559847	0.378516866824002	-0.0865651066287252	0.51606518481032	0.117126862775181	0.261268602459723	0.378491867069707	0.321904180560213	0.329304615274408	0.192398537102049	0.190257422315674	0.0303846206052064	0.172503149131018
CXCR4	0.939878825210124	0.843844827278387	0.617683699044294	0.793900569409088	0.775791984681036	0.785694262705226	0.758023346420141	0.82638989190982	0.802751339118579	0.936125437601249	0.92586260304975	0.891832513418701	0.904808758242154	0.686828726852597	0.878143157715173	0.653280439817035	0.689000704456	0.81344912001986	0.851643303672889	0.826921876759741	1	0.279098158695437	0.902967817495429	0.73049727654503	0.439013487676633	0.446555306403239	0.437909905370796	0.775065854031448	0.178683125788466	0.754009087282244	0.592488284003106	0.925052362355644	0.259702365153749	0.863994757186438	0.697742122117274	0.247333202436564	0.846557674523055	0.566655018122978	0.704873990952438	0.376095848762938	0.665693630558993	0.677915218216577	0.689488867523183	0.782562281494182	0.491108620109781	0.869055796626859	0.566953400814142	0.785689588412731	0.733663088449107	0.7698787761834	0.664170028248667	0.406667495057424	0.772302617305498	0.826884924451588	0.788118047187957	0.86858943994193	0.435613865501975	0.465276972123893	0.438404755104203	0.515413425866146	0.707732774993432	0.57029461291174	0.552210786746676	0.853393647631876	0.695260063160951	0.88041226959125	0.839006965409944	0.83755541710696	0.399735336549936	0.825499704524417	0.651256432054787	0.233545130015567	0.716905076479832	0.385252861717419	0.477914181763843	0.685818345145517	0.527683989690861	0.50023119212769	0.522718264772906	0.464727790982669	0.42785426675207	0.507409211625027
CD28	0.284916553463277	-0.0715321419632465	0.402500656862032	0.284589204477422	0.0073305408663282	0.0366318366327406	0.207338946389427	0.40515235816917	-0.0714478670072411	0.191757739642429	0.131835632944828	0.0371218969862434	0.199256168848426	0.0321656113291132	0.381112580250211	0.194754938655696	0.168250369742348	0.0203522225025209	-0.0437352492811183	0.156995371938639	0.279098158695437	1	0.20203050439768	0.00840527865485501	0.19843192623055	0.413688314857328	-0.0950826771654216	0.135306242577888	0.290109269051444	0.220794845054056	0.587396740959522	0.130871086727707	0.618181238791054	0.137108765738799	0.21203664588573	0.112384403231249	0.285705474785762	0.24063704310613	0.334423161839566	0.0676899559386771	-0.116389705333498	0.266811398091193	-0.13113719462088	0.272176966697391	0.366510294862884	0.17509518634258	0.165973617680956	-0.0519019229453841	0.29241853831438	0.347800287995308	0.21359265153607	0.350723499633868	-0.00497956349461981	-0.0449746530737918	0.339277487828661	0.0429357786020522	0.0353153488734656	-0.0547898206377799	0.11533995596772	0.153695106406589	-0.0146320006168888	0.125673980409629	0.593900924797101	0.331513342820677	0.24598134263913	0.0745139640016276	0.232494973849475	0.0758573138984338	0.0205988153449291	-0.0604856377913305	0.12039246210903	0.0713120332788179	0.120655709401394	0.16789217302886	-0.136325778058586	-0.0448870181548886	0.218171260433134	0.123306303210869	-0.0717960350744756	0.0599207215013368	0.0435490140708288	0.0168398252048412
CD44	0.874729804219413	0.737493764452517	0.560684775713863	0.679959762672675	0.774546972583218	0.594860413191523	0.648929333004421	0.787696204167333	0.717965660673188	0.864905487881983	0.807982123294039	0.779159582048102	0.803882271185122	0.710630523664174	0.762842539557872	0.45021171415472	0.700728227046531	0.760663972992661	0.715411136682854	0.664979901898751	0.902967817495429	0.20203050439768	1	0.733046548494526	0.337665196006091	0.59022196641946	0.316380683685123	0.656670938976256	0.0938075142670776	0.814561327805671	0.504313083924736	0.858451130381	0.205395931046181	0.732244964926785	0.785038618792164	0.275546972507924	0.651374849877427	0.56580195987014	0.792628960292596	0.386707361959682	0.798104656068739	0.587289536440365	0.494189377294311	0.710313945518096	0.673449736343224	0.826549680754669	0.795538599284988	0.713203094936714	0.868559896769429	0.704346191658768	0.805681858276707	0.518011304758424	0.767970817567613	0.810676271451807	0.757504942622741	0.755016884649368	0.615022412562129	0.635182675150401	0.429982632445309	0.625537345892345	0.768838659023966	0.563198714080741	0.610845990576249	0.787634478960386	0.881615578718188	0.752835230705267	0.812659629397478	0.937785483826002	0.633042257042504	0.80767698231588	0.512409838600896	0.306332414617001	0.848636196658734	0.6020407059059	0.61704275839413	0.816479310642841	0.741216396338024	0.675700898895215	0.700968816163216	0.652961691842056	0.444571775105407	0.683657516646785
KLRD1	0.844782571297664	0.690779861188298	0.786900193775516	0.562224997530675	0.804911368413694	0.414418948002958	0.794987907139571	0.702547444879307	0.556849423650733	0.743130398278719	0.734692319284254	0.643208707566247	0.852007275894106	0.937714470012539	0.826566575098863	0.547374535585526	0.905286796798792	0.565851606568818	0.635304636915691	0.832404254113834	0.73049727654503	0.00840527865485501	0.733046548494526	1	0.515809617921249	0.541169063430796	0.651651510528252	0.76870169038757	0.471583717045799	0.518018775467056	0.548763146274643	0.720433141276047	0.488214258928033	0.532420821886467	0.39008608482792	-0.129154513654221	0.61690310921662	0.0475858854782507	0.442101926557335	0.0104521111890712	0.431622918936102	0.740691774665687	0.473401046484485	0.480794167739378	0.295319593021279	0.524680213363973	0.724237351884589	0.46726044627006	0.546493738001042	0.62262086405521	0.358489780872491	0.211584006957285	0.527944516832665	0.489813049655863	0.802283633488269	0.596720468049402	0.465814619273826	0.155341971997979	0.0890935561062025	0.558088836977388	0.36427879732187	0.19816450407539	0.341676512209451	0.639125763499355	0.532510797709794	0.559271475950259	0.760187025349702	0.650982217343133	0.304875998093911	0.492267760825215	0.16747724024179	-0.139319780313316	0.539922065487859	0.164866498435413	0.228843545414717	0.404186078548614	0.35541549452079	0.291888017356639	0.217741171079974	0.221547192827398	0.00168205892390331	0.231211365890443
CXCR6	0.458139857050615	0.498281971511083	0.427211502652211	0.41432743844327	0.521524299229791	0.508476841525924	0.400292495017878	0.343818361362537	0.434650300178422	0.477333638518899	0.461848168332888	0.445962629086029	0.615822955046611	0.502501586723909	0.671173778783159	0.524609130228872	0.552034956838524	0.370559437147616	0.547327169247186	0.629698125239102	0.439013487676633	0.19843192623055	0.337665196006091	0.515809617921249	1	0.246183713569776	0.429821495809849	0.637090429582851	0.398141366745776	0.159898120405923	0.492623986088851	0.388832365317828	0.388113995831972	0.248749879894199	0.153178312400811	-0.281581731484746	0.438631033273207	-0.0763280130312958	0.0585896241850391	-0.349504374951513	0.14261648411731	0.391115510979178	0.566237534879356	0.624282307799655	0.0243323687360066	0.232722470842968	0.172720037780116	0.257189694189613	0.188004916908731	0.24836068785826	-0.01310189260104	-0.0692663100382041	0.430650639654136	0.253639641729334	0.385407602022003	0.37966423130307	0.0860415899459788	-0.0881487973765606	-0.278954262296388	0.12657602437731	0.124397090969902	0.00799187915501019	0.290095703920858	0.41644695140824	0.10239676238177	0.378080038186545	0.469448191437813	0.219405712530886	0.0891946231858962	0.244430427231992	-0.0040868487043866	-0.257128189395334	0.261715055464032	-0.14254488192937	-0.0374403177794312	0.0994711299760055	0.112537902215625	0.0906579425553235	-0.0255692263128569	-0.0381283499686434	-0.199689038984172	-0.111470222416353
F2R	0.550383768177978	0.14666940620557	0.654514016673701	0.284874410135721	0.399395992063167	0.0685528812985674	0.515509634630226	0.68829298181688	0.0781521890622877	0.343073871945655	0.271174675390605	0.126975373267854	0.468712065605347	0.557463219130093	0.556876872638926	0.27724556033328	0.522217230431569	0.347077431228374	0.0864347272605283	0.42866997441453	0.446555306403239	0.413688314857328	0.59022196641946	0.541169063430796	0.246183713569776	1	0.365192625661074	0.333011523837901	0.399027507066859	0.63751673788674	0.529652125328458	0.24862561715122	0.624864486050776	0.147999832626995	0.611409873352763	0.149937545997196	0.475918838987593	0.23454678070091	0.648852894306291	0.169709674563987	0.310050954903512	0.510050193868101	-5.50294571166402e-05	0.18175654053097	0.659661767841101	0.281032160484716	0.708433891589917	0.112509458210899	0.619326941812375	0.669463983623429	0.523918620455817	0.494282129285394	0.258361455275351	0.191691276954136	0.629336842277604	0.167380050310288	0.636849431075565	0.294746111033392	0.304203511762345	0.643839349747707	0.290979577385922	0.228002709926154	0.468061717082613	0.472025639308701	0.617146947148644	0.182292081453458	0.562350899351584	0.46027610544789	0.658028097035283	0.152698675370036	-0.00196872516273916	0.137817675026342	0.635500849282458	0.582751297071203	0.269928773244664	0.356088650573971	0.70435761854431	0.595395085671725	0.313701464846912	0.501543148448943	0.0665411431905989	0.45623190990023
ADRB2	0.516752325688025	0.480039138311818	0.536592273866156	0.300361286365908	0.472677508513337	0.394688564090179	0.632638335783052	0.501799322496309	0.377097010357328	0.458174695711227	0.422403434559725	0.346592499116031	0.618382230145029	0.645704199009403	0.613769351121186	0.659645462434456	0.440264575375959	0.51416216244714	0.444535454008501	0.665956269452323	0.437909905370796	-0.0950826771654216	0.316380683685123	0.651651510528252	0.429821495809849	0.365192625661074	1	0.672120368391154	0.603604336234213	0.374484528326255	0.299146270965019	0.311921748543638	0.422308354518019	0.302282680732103	0.212181249322459	-0.0938039281373327	0.56560097908441	0.0638782699517922	0.242538484003513	-0.0495087339509985	0.15808267879677	0.674803591684647	0.591059917794334	0.220661313406994	0.153844152834914	0.161856953842488	0.278331906475381	0.278766759223043	0.140078868067304	0.553264770452376	0.0890608831997534	0.128532977690588	0.268139526798894	0.236200439985449	0.580327739119424	0.285026819608186	0.515080275555315	0.027934265176647	0.0256552266904692	0.352984594160557	0.208942123202449	0.0492268525185186	0.0330437316170443	0.427681998805808	0.0784344605318401	0.343845880875114	0.387351183171061	0.171899480012821	0.22280157637014	0.214403469875045	0.10090681406449	-0.121343240156527	0.401526561933232	0.00480438713565855	0.0682070315923681	0.196748655795196	0.201018421922239	0.236111504317294	0.0540816675658793	0.175889279099229	-0.09158829656425	0.153214316197708
CD247	0.806134806667567	0.868354376670111	0.590740720570295	0.816468595731396	0.855883600132799	0.737212209992392	0.786425625333604	0.644276629601523	0.763090754298973	0.799746575688769	0.829523122478332	0.769130139941615	0.912184820589741	0.688676034715046	0.872784264910134	0.796780680510279	0.643604951932177	0.721945195314334	0.812844543281269	0.870973611066368	0.775065854031448	0.135306242577888	0.656670938976256	0.76870169038757	0.637090429582851	0.333011523837901	0.672120368391154	1	0.405642817322127	0.500014555221541	0.422330573127407	0.755299891276383	0.305611087860669	0.698839046327371	0.423091254042751	-0.131296807989473	0.70811915549943	0.218346109651788	0.379277248210582	0.0363095456769989	0.514207243574642	0.710151945868525	0.771326925472758	0.641390994337096	0.313990181181305	0.584233562403572	0.455635362547589	0.65267956779881	0.430501405908199	0.56650758781843	0.338758689392923	0.0512920614587701	0.639396277828976	0.629861274774789	0.730467761720834	0.754055160545821	0.360164130170705	0.191571495699299	0.088381929434147	0.306759457064172	0.434697234357359	0.228791351081799	0.372962065057757	0.652104244250351	0.41436835222185	0.758160993382742	0.581929561128115	0.551935376858408	0.284943627736962	0.636591535737395	0.351278547070049	-0.12187377569328	0.56939570742856	0.165641159354748	0.231373807388432	0.476685564382203	0.351878334416437	0.369359443178036	0.288334260376339	0.226070162139026	0.0249844228050696	0.188752342703582
CCR5	0.35975214497636	0.134308566964839	0.684069298856405	0.177403865380861	0.185962527041665	-0.0706225114006121	0.578453467892481	0.342970616724752	-0.0345240942537223	0.100190256026203	0.203782854679336	-0.0214282363380484	0.427129041167288	0.417604298747809	0.495471665008379	0.562093603016797	0.366248175831126	0.186438630750269	-0.00928843283624512	0.513886760432989	0.178683125788466	0.290109269051444	0.0938075142670776	0.471583717045799	0.398141366745776	0.399027507066859	0.603604336234213	0.405642817322127	1	0.220090986309489	0.58653802822955	0.0998578178572883	0.717650584988147	0.0222062053990349	0.0551498445489856	-0.104466824348845	0.259481524305677	-0.142819178902076	0.0977608941030089	-0.131066059770759	-0.188176026864314	0.727682736208869	0.071142922025305	0.026895156410468	0.00163360231216599	-0.167252124318163	0.281349200623699	0.00916683318322466	-0.0223056252052772	0.223835088041161	-0.135839292270916	0.168884501040714	-0.139675407045313	-0.135589990381924	0.432606067533118	-0.0532223667679113	0.265613490202268	-0.207241532696347	-0.145813304402629	0.301783904656919	-0.0795550050459299	-0.0344459390140021	-0.0144777675700646	0.187405501650002	-0.0877883453990951	0.0682616001347014	0.238912946295253	-0.0190429296315856	-0.07894977133395	-0.175242011041495	-0.206096000682419	-0.135905294612883	0.0307091019325213	-0.128255371360304	-0.131270510657461	-0.160076563390192	0.0703893667555781	0.145234267743777	-0.237543152140201	-0.0507572223102315	-0.238948929846851	-0.165720610879045
ITGB1	0.737050646961157	0.560789313574752	0.457539396298083	0.535830613560903	0.497815796637441	0.522466982258909	0.686113505225121	0.752364960670956	0.577827909309724	0.665636034713071	0.664934814554967	0.579836699969595	0.670525415581768	0.48547325893643	0.626739158651382	0.542170317278732	0.406584695845655	0.800798917829302	0.49115080935283	0.58588759991468	0.754009087282244	0.220794845054056	0.814561327805671	0.518018775467056	0.159898120405923	0.63751673788674	0.374484528326255	0.500014555221541	0.220090986309489	1	0.431897901581175	0.665221096834382	0.215869611134104	0.598806156320992	0.925761473367925	0.557098935049865	0.642529946880699	0.748436498673843	0.879565353155722	0.609423337126437	0.747978537516524	0.634028512838555	0.445908221313117	0.516066935284157	0.679974338329584	0.62339076508158	0.65529899080911	0.733526159033241	0.759487286691124	0.706734758950455	0.822513422365386	0.664427101300598	0.626585749956872	0.76496882673459	0.632899614465821	0.579609774268141	0.709309271462327	0.770555587668692	0.631544302370324	0.673891795817239	0.836563201437669	0.70183612876688	0.400788768609421	0.738055495595686	0.736383887747748	0.689348130633371	0.722217025400993	0.781942706871783	0.716587765785245	0.717767392385372	0.494400509975331	0.568870358940792	0.854239993185583	0.712506061390298	0.758311507500353	0.814063350689796	0.829678563109192	0.848540278978005	0.775970735350186	0.832322529139966	0.581036181863367	0.823214689590522
