""	CCR1	SIGLEC10	CCRL2	LILRB1	LILRB2	ITGB2	C5AR1	TNFRSF1A	LILRA1	SDC4	CD163	SIRPA	ITGB1	PILRA	HAVCR2	CD4	PLXNB2	TLR2	KCNQ3	CD86	TFRC	ITGA5	ITGAM	IGF2R	CD40	KCNQ1	NECTIN2	TLR4	FPR1	APLP2	KCNN4	TREM2	CXADR	CANX	PDE1B	ADGRE2	CD74	INSR	THBD	AXL	ENG	SIGLEC1	CD81	TREM1	ADGRE5	TLR7	TNFRSF10D	TLR6	PLD1	TNFRSF11B	ITGB5	P2RY12	CD300LF	CADM1	IL6R	GPNMB	UNC5B	TLR1	ITGAL	CLEC12A	P2RY6	ITGA4	SCARF1	ADCY7	TNFRSF10B	ADRB2	RXRA	RIPK1	TSPAN15	ASGR1	NOTCH1	NOTCH2	SELL	SDC2	RYR1	CD9	TRPM2	TNFRSF14	TSPAN14	PLD2	SMAP1	TNFRSF12A	VSIR	LPP	ERAP1	CD226	SORL1	CXCR4	CD99L2	TNFRSF1B	CD44	LRP1	SEMA4C	ITGAV	AMFR	TNFRSF21	PILRB	SORT1	PTPRA	MCFD2	PTPRC	TRADD	SCARB1	ABCA1	CD63	PTGER4	CD69	SLC16A1	EDNRB	SDC3
CCR1	1	0.286096787423934	0.21585270850885	0.443531591883105	0.628995567824498	0.810889689299667	0.873944349426932	0.780190442675979	0.145897882609579	0.934102456230179	0.911805061851702	0.915672610780792	0.890736743808099	0.312973954835931	0.663683387152319	0.577709874765057	0.715667286080693	0.491740759297213	-0.182631763612645	0.082308910574842	0.834022265052712	0.934662271990867	0.272883271388998	0.947329950110636	-0.0314000938253397	0.36715242271482	0.908918794524231	0.870112245846251	0.242534722302688	0.963253014438011	0.631556363417609	0.0588596543583671	-0.0874438270426239	0.949343888086474	0.842709863806261	0.340674051879767	-0.195591662680929	0.416271958825932	0.897977197066143	-0.175682027716603	0.871881688522543	0.810058978508101	0.422525394446286	0.635340430177983	0.378415877922853	-0.158769480227146	0.38492686700839	0.496661815795191	0.765690589808196	-0.31552656263941	0.865290864750777	-0.385204672334482	0.793764386406112	0.716352659257487	0.931424629948822	0.910917512034786	-0.185311053355331	0.197312739000008	0.155651904674103	-0.0573882551422203	0.161231633835029	0.580569023760636	0.298739930849635	0.659896766590221	-0.0174090850338848	-0.114473102342282	0.888654225626281	0.493712965896657	0.353013126384433	0.886783086043026	0.775712430863304	0.869459952287213	-0.0632457500429127	0.931954945663849	-0.211684610459917	0.583701162697372	0.51796887525177	0.886412054407135	0.835690894747555	0.404772910289885	0.849556228873367	0.260534495000768	-0.31073682167463	0.826029725577303	0.877579985929713	0.744487902361249	-0.130259558055341	-0.130018537268547	0.84301360583557	0.625386798580629	0.914775224962773	0.889196598546722	0.231494824433626	0.563797665434401	0.89820177360071	0.944505172712923	0.62736157549721	0.40892207467816	0.658365171646109	0.926180744482947	0.358712582255296	0.561145896192971	0.789560151866416	0.933560203196178	0.923580562898555	0.179761863288288	-0.309428787724414	0.44734686340538	0.835170057761035	0.793762878961464
SIGLEC10	0.286096787423934	1	0.753695262420178	0.620948405028301	-0.131900833668901	0.608184153436114	0.5422381292869	0.579911997896254	0.192727168549728	0.141745694322147	0.328716271896964	0.480286510175853	0.49983154307578	0.899060335373355	0.801507593200517	0.651071506923144	0.600125500179376	0.708707167875944	0.655627827435413	0.899710721911123	0.552970646271156	0.237658946975717	0.680280249143229	0.123750685844357	0.790164514042017	0.647637050516798	0.398598608774838	0.219241307222461	0.707078210561675	0.321785595227631	0.464332040048699	0.853839578719486	0.672030592573792	0.348167729772822	0.450302802669904	0.581640289526696	0.813655816178499	0.223003919556636	0.0805465726416056	0.804840862062473	0.334520904725413	0.162764579834155	0.867440028501878	0.311254889414452	0.608815214993069	0.705336095509313	0.629395475175408	0.556084218271069	0.450837460384322	0.630210400046953	0.394951787892746	0.664751893323438	0.211646012400516	0.514862145195602	0.353682519131957	0.202982013690207	0.755252426545432	0.675121444075698	0.527186835717495	-0.279342785578065	0.600146080444935	0.0486345071796716	0.716681465460444	0.714548973636506	0.810862830791179	0.746444334285207	0.0922876535590654	0.790855070898336	0.488130638085212	0.00501289611636891	0.474688581123643	0.255173433728662	-0.135209711780905	0.0992950084141475	0.72448734234468	0.586543700092367	0.700159178318031	0.407848227054962	0.60766542967445	0.748638885196503	0.562717613297789	0.688009512377246	0.618748230427729	0.427247321006471	0.155047292045556	0.533526751746606	0.799776510248847	0.606389314237802	0.347505137389808	0.538150600500304	0.136196886234955	0.260400064512457	0.748987811956044	0.726657092040959	0.194825590580556	0.162601508530245	0.417484384626042	0.773134564059428	0.641372996932326	0.43917625124223	0.768852136717005	0.673565017582664	0.417697342713706	0.215920123895043	0.448343132145932	0.764496671872461	0.656250661505112	0.606611250185332	0.0301436703768555	0.176017029534977
CCRL2	0.21585270850885	0.753695262420178	1	0.376133647576054	-0.168652330148689	0.363786154205118	0.57550394710518	0.338057045463959	0.170753083706513	0.112780526614068	0.171277520564803	0.299362109246605	0.32314254997121	0.706027383141194	0.584057618186737	0.426129520113701	0.356400206673052	0.559110001741465	0.466170031280641	0.768568235066979	0.4966383012223	0.189838038608884	0.540315124218658	0.0361548872340373	0.699080437685828	0.481639266317162	0.261206833697702	0.0417303780948605	0.699802897558222	0.202129889125263	0.21682519913231	0.630040454274967	0.496700507882895	0.193712190985435	0.390636353059727	0.588215944568094	0.630511251594538	0.0838798067609086	0.0835427734589677	0.558073011347223	0.13914418712178	0.00514738191767103	0.619380444255025	0.440961451218872	0.593450711373177	0.429488251209454	0.636166035832149	0.302673849869246	0.307322901454993	0.707448706812184	0.239563881946666	0.589828613979601	0.111942250696715	0.284040685352779	0.305339916151157	0.088974698573664	0.606411368715316	0.381462352478136	0.361523077375842	-0.190947855053737	0.30407194812722	-0.156792335986448	0.596475441861093	0.497373042804211	0.825722026019633	0.654370979065481	-0.0137775981008464	0.69804718826591	0.250590897908473	-0.0578247848902781	0.392358092508865	0.144236452864629	0.0172265312119716	0.0479568500612194	0.693678722171861	0.361236833872979	0.502049135333336	0.251324671164373	0.395581502356994	0.565209240822274	0.370009286508403	0.620379985785116	0.445963565873581	0.233505440718519	0.0106375893572368	0.437435707367665	0.564872497320799	0.537985974667967	0.188742243290718	0.510790041629907	0.135951840769387	0.100438456001522	0.46163078472806	0.518493987067267	0.0483523740832544	0.0604494900979934	0.27231297092866	0.550305489877395	0.451038796459031	0.277807435680126	0.595672490835453	0.386938444211202	0.240368727670692	0.111386687339088	0.27931625100234	0.737804427440692	0.766392127022726	0.553444616206303	-0.000432437100182605	0.011815402290597
LILRB1	0.443531591883105	0.620948405028301	0.376133647576054	1	0.436049531027363	0.604143684558209	0.517217324523465	0.707497500103845	0.407387620189018	0.29868199459244	0.616349269867778	0.602712323189554	0.617392164684093	0.603454036059696	0.665493508555262	0.664489880332247	0.690897572901497	0.802505158703803	0.561797704450168	0.557018426237013	0.412427489385282	0.455115616836304	0.728980021908804	0.329990797420622	0.429268790871459	0.696704855037899	0.564081704940587	0.581303286702815	0.464613884729395	0.47035570187082	0.641855748252784	0.524862980353203	0.601052636274992	0.559547352161384	0.492968668404505	0.613408079229459	0.39452575004845	0.291809088767205	0.320361358820193	0.503976305836019	0.595281663871639	0.385210266240085	0.546836208392152	0.354433527157303	0.575907712129333	0.559703712120014	0.587714767859136	0.765455979221854	0.534637229032762	0.234959006251381	0.433606442336936	0.227408453803192	0.328935568808297	0.572721062899726	0.541835021077619	0.294002025864625	0.557176111742849	0.797385950166814	0.333007936133563	-0.126827414836154	0.551000978443271	0.493784256559733	0.684165536286873	0.686368265968783	0.473956970787959	0.466802074434311	0.503955993557371	0.672397861335513	0.659570895906053	0.2464936540505	0.495449976302985	0.47770053349819	-0.140752858380188	0.248983878448222	0.342989405898909	0.614734211299582	0.659990400242444	0.457685434211428	0.653013530333068	0.681515336857463	0.635698925693352	0.476861421788738	0.230595977351598	0.623579463302016	0.477453200744509	0.444298494202718	0.434626914349565	0.150603723001974	0.509060596137901	0.682841727386443	0.405230186301679	0.516501329641332	0.592475816879228	0.788707056591658	0.408523424157475	0.332672202837439	0.484282698137885	0.456467605189002	0.646821473588358	0.488244884053955	0.712079611732929	0.481501460666992	0.493690962686654	0.445343030651855	0.451287845713236	0.541390660061529	0.21691031813564	0.47412401140321	0.327271153106524	0.394365514590709
LILRB2	0.628995567824498	-0.131900833668901	-0.168652330148689	0.436049531027363	1	0.374554852746729	0.453149137982913	0.461880072624345	0.493920273958125	0.64063316264855	0.681372173066112	0.50853253101165	0.504614266960194	-0.098157003370512	0.158321759859872	0.235049359657422	0.372128120182434	0.370778089676112	-0.30416075148111	-0.237702836915673	0.258293718693894	0.674141576757545	0.186319044403537	0.616129603369434	-0.335175592872542	0.195963851053688	0.56865168925354	0.704308165109222	0.132509732307035	0.577663656998214	0.440690348566836	-0.287040154665548	-0.206865780985925	0.623754606028403	0.405688879499917	0.299240987453037	-0.462722230865613	0.334525658406875	0.710962733154373	-0.373079681208173	0.598261572504957	0.515490712884989	-0.098618705010936	0.478227870592734	0.236036762558713	-0.275791553012729	0.133728983628827	0.358359067596281	0.403395561172074	-0.517794626881012	0.351995741161256	-0.607872900093155	0.60121414699602	0.277991901519253	0.657873132989764	0.471579206389449	-0.303791667063396	0.0871992992268006	-0.0559294253895205	0.356336165613036	-0.0322903145127772	0.657493332146112	0.0819010251697088	0.219611826000366	-0.264371280649963	-0.325641649412123	0.817119154334595	0.0900934155389822	0.236063377563415	0.698370149629933	0.432881972675893	0.673609327716742	0.172762977472751	0.559582886015317	-0.439506579146421	0.248279666455325	0.134497941159778	0.448371227151203	0.391616365584179	0.0733725786261244	0.50006370199042	-0.0278391607927364	-0.418391936463869	0.491559153835947	0.662172963268183	0.248319771149274	-0.437801227130309	-0.381037161307836	0.50051835890575	0.580984807007377	0.756553753146062	0.598627121620908	-0.0696392128160561	0.258130286809489	0.575923146463119	0.543775035078979	0.396524080097367	-0.1422292415936	0.305819063575901	0.458760516352549	0.179547439006591	0.107388842964807	0.3974196723741	0.59022380277204	0.432418587189703	-0.0981067445015992	-0.540109727249855	0.0282984958682737	0.666809152678915	0.49759723838533
ITGB2	0.810889689299667	0.608184153436114	0.363786154205118	0.604143684558209	0.374554852746729	1	0.793184834658549	0.937176548411206	0.0650781553402624	0.683694063752015	0.862671280073434	0.944370332712267	0.882130654366372	0.618424924483483	0.90269842685571	0.904623932715118	0.931113633361504	0.647857905186765	0.235126678669805	0.417211061994582	0.838231667357889	0.754146941975584	0.624158088032246	0.781605566947535	0.340333200998197	0.694982100362787	0.892905877299584	0.829675586073574	0.386179696399099	0.882612677592971	0.8202810693135	0.531891140157666	0.366565105094093	0.881458659115963	0.753105645669237	0.394730085189067	0.244710949384371	0.496968476115969	0.639716289360121	0.314938923003487	0.889110375302048	0.831489947190424	0.803313026630101	0.370796870977462	0.467081603006171	0.327601438475166	0.46040408361088	0.637753633771356	0.847998088937696	-0.0590409443601775	0.917553873377234	-0.0384960153421726	0.738787212690412	0.9069527879743	0.82603666487875	0.825569199251128	0.253625284153125	0.564434228750767	0.405413478357147	-0.15088447242358	0.552576376514066	0.682035248457413	0.611450047046142	0.877965440611983	0.305570798846774	0.219789104956319	0.737874389173858	0.672752723088418	0.712180015549799	0.660807741151213	0.769108969965422	0.773844371829073	-0.105445445919426	0.651537649834867	0.117135375411533	0.816754993198241	0.831612611241878	0.907245615198735	0.946366468966476	0.681679734934011	0.879544688387509	0.524167597011283	0.0640510488532935	0.868006508880239	0.783621337172856	0.665957323986367	0.248593565700719	0.151879968294993	0.860868165341803	0.599484153793593	0.642871681973775	0.864856947619186	0.627230226679753	0.824773050420946	0.812038272324444	0.796444825793039	0.673121900205143	0.705960216414974	0.838334001741628	0.88985413217549	0.599120857958153	0.827516620699119	0.910184331761274	0.821445127845919	0.91323863193581	0.485240480315067	-0.0345419120604041	0.622324077265689	0.598341780845673	0.831177946070824
C5AR1	0.873944349426932	0.5422381292869	0.57550394710518	0.517217324523465	0.453149137982913	0.793184834658549	1	0.735205848504074	0.230879417213668	0.811818081336682	0.81009650333468	0.868515273645059	0.85961474391605	0.491207092082726	0.760590158890268	0.617954554756201	0.734222813072651	0.691549538127324	0.0606201347279936	0.370137330496026	0.920447430768632	0.837939579391483	0.440457012933369	0.779832104085394	0.207083331953568	0.438102599858894	0.829677663755964	0.733922531963424	0.531346390272935	0.875150508337177	0.575524575978063	0.262033383267643	0.104294260396943	0.843787295209499	0.833169134166568	0.624282795055441	0.0676267268097433	0.407069155473525	0.779223847595735	0.0716647529680837	0.758210593813726	0.658094428576894	0.556221426612347	0.729811695655048	0.61052155520914	0.0348394740684188	0.623089791550613	0.528893822530626	0.741573318335451	0.0076251557267916	0.800364851520282	-0.0952962516368198	0.6699885739732	0.702499912882517	0.903731490760197	0.769264577096011	0.105054136356911	0.334881572398821	0.319427486382167	-0.0681669387009182	0.171833114012173	0.432309741917618	0.520184170844246	0.737423105393012	0.338528166895486	0.161449416708376	0.716769962890603	0.708101922142074	0.35847416923985	0.711286955261968	0.854041019903526	0.80009480085179	-0.00513892036623391	0.770828884363507	0.126564239623979	0.641968273558877	0.597063442267009	0.798025800468615	0.845123521302474	0.529832099470953	0.833954986776809	0.477177692209266	-0.124901903986037	0.758549375797597	0.7149278863117	0.754042411626786	0.112378889799072	0.156889613071566	0.758100691963036	0.791411614328998	0.817444951299964	0.760116192870926	0.356680851973156	0.677655698301167	0.748668077950558	0.777415925396714	0.627443744100044	0.577964356780594	0.734113112859598	0.865072777976685	0.573147228580421	0.594443118192574	0.74009126501089	0.788641093073842	0.856120835059437	0.515713517817694	0.0490881379553704	0.615683070095733	0.684435747101688	0.649160047187349
TNFRSF1A	0.780190442675979	0.579911997896254	0.338057045463959	0.707497500103845	0.461880072624345	0.937176548411206	0.735205848504074	1	0.127521240233519	0.653349349292903	0.875357522786924	0.903438015453223	0.876113176750067	0.629886387790721	0.853743527367653	0.894391791047779	0.926938579187176	0.683572252463964	0.26723907079426	0.437733737711114	0.727581665262764	0.755184725955009	0.64727394997233	0.729487553772422	0.346407003340927	0.751693569042174	0.883859365718776	0.838605511151557	0.336222125429166	0.832891022858011	0.836818654470545	0.510693909008225	0.425308444463223	0.873231291072867	0.722041776345057	0.395227335075251	0.262165994509702	0.481074287803454	0.62435134282269	0.347558252840816	0.893402439260248	0.789179185651372	0.76305656081448	0.367342393409509	0.451311712610393	0.375612691463042	0.491267996827072	0.653438641589586	0.816185576515545	-0.0303077204985512	0.839473299397497	-0.0393853203680867	0.680636170120842	0.856311750279291	0.794153817948151	0.751773807348499	0.296199373764865	0.629769719758093	0.308061764019008	-0.179671075903248	0.608580855068076	0.705166909441583	0.622964805175657	0.850977576799164	0.304627874527736	0.256743724872778	0.742822697715775	0.690714402357337	0.760662595933706	0.609750383925746	0.73124566589945	0.753925040681649	-0.150485397275441	0.608934779420746	0.122133562246803	0.803924959414931	0.806352978513295	0.868579829956372	0.905025499391132	0.718466390535344	0.877428493329772	0.519321213037492	0.0975825433949692	0.866949138233574	0.787902012135963	0.638553978612592	0.248617477812812	0.106690185354531	0.848965096265952	0.596106665889496	0.646391928531422	0.861101341779887	0.650700630821477	0.849890715428415	0.762308212852487	0.747283541153781	0.652949213810095	0.630540109353768	0.838614570573672	0.840493775246453	0.590195379841648	0.764951929396526	0.870796947035431	0.807626915936536	0.8498369713643	0.455651852962275	-0.0214752494060584	0.615166053371782	0.624969346447656	0.791786546761697
LILRA1	0.145897882609579	0.192727168549728	0.170753083706513	0.407387620189018	0.493920273958125	0.0650781553402624	0.230879417213668	0.127521240233519	1	0.0615726500445449	0.105695678775308	0.0817577811065667	0.125432087248039	0.139603218592378	0.113303000342476	-0.0071623241984721	0.0495637806898812	0.451806805392377	0.145969142031472	0.183513616793821	0.0117247060286752	0.128939454661215	0.308492566015248	0.0133949406407775	0.102856380704489	0.100025472594729	0.0619758548283741	0.126396197201429	0.610447502737598	0.0833835090857406	0.140532069065171	0.0568453786322612	0.068157205449145	0.0716231934138737	0.144706841359093	0.591741783050813	0.0947473711456389	0.149943859093309	0.145936044891239	0.0727381534300978	0.0142783580103078	-0.106369306720972	-0.00569336918371575	0.340930652148402	0.436384448362261	0.0920835488938106	0.28658907670662	0.371091445167394	0.0888091447455015	0.10557488983984	-0.069309382418359	0.113355733939038	0.201402847192704	-0.0523454015633839	0.248515570076628	-0.0979224801414969	0.117099305351186	0.22559242716374	0.305716842366462	0.489410111584003	-0.0597149886928278	0.0716701583248996	0.124688443112629	0.100532936264406	0.186694837128852	0.13358845068491	0.212477157649691	0.162482304508625	-0.0167981795117222	0.130384421857779	0.159800766872873	0.182070533083976	0.44073143429151	-0.0107429574870337	0.116517501534915	0.0360096735698187	-0.0359267861964973	-0.0522471576115689	0.0918257831099737	0.0471712558770056	0.17799371817589	0.143232368038597	0.189095083297119	0.0694831903898778	0.0591530679029952	0.0289220061168253	0.109317495579096	0.0350098894173362	0.00777537034658946	0.585809403768624	0.201305052519852	-0.0288450399190649	-0.0221795589703263	0.109260524708527	0.0322538538906955	-0.0829304353440705	0.156687842446421	0.065197373595862	0.184642562421432	0.0336877480653165	0.495144875191971	0.0304917015536141	-0.0530539244188495	-0.0534712903662734	0.0232798367787253	0.147802636171609	0.114773810628707	0.0226092910997229	0.0979793356746283	-0.129042078911581
SDC4	0.934102456230179	0.141745694322147	0.112780526614068	0.29868199459244	0.64063316264855	0.683694063752015	0.811818081336682	0.653349349292903	0.0615726500445449	1	0.858313000437932	0.817152719801976	0.826322160381139	0.151952361969623	0.495158191848699	0.430027051370042	0.585299624918419	0.379742769354217	-0.328985070767647	-0.052833798835116	0.753660625457573	0.928718281532658	0.103908288900496	0.909665317330272	-0.19029391787788	0.231851660466649	0.836760767966117	0.805939936327813	0.118714545040583	0.907660961642139	0.518880043352842	-0.131674170306477	-0.256739671541017	0.89518780226526	0.775426891731577	0.248481911812427	-0.338009337204343	0.400832188843665	0.934151416072947	-0.331649075288758	0.803937815728258	0.747341232242876	0.254265800371492	0.655096487285362	0.268071476744223	-0.310948412775075	0.320927360122936	0.350784286920976	0.662572252660154	-0.427601988232148	0.77598104245329	-0.518496748109531	0.736370676774919	0.588191360385661	0.868299447743596	0.868889285838966	-0.32624960308329	0.0310025871285249	0.0428660224720933	-0.0219678420382059	0.0200542342964908	0.552777002877066	0.177601320153059	0.518876743461281	-0.132189403315167	-0.222340529521783	0.841571136194539	0.383566334694981	0.234571500698758	0.877478698736845	0.753000421767092	0.841288700111889	-0.0794650877768073	0.936124008688186	-0.312842927440829	0.486622254560162	0.363675109352746	0.814971800447579	0.718064662293626	0.2548631077439	0.783847574823783	0.151548318237116	-0.443198627045337	0.7444567882158	0.842841257681366	0.676774912378943	-0.272210093433518	-0.122988350848233	0.777479618836413	0.545049903762059	0.953826304408351	0.839940781921282	0.0868359355641161	0.42339324794599	0.832072068548134	0.913683175104131	0.574898074356608	0.252737291037446	0.564487888127495	0.859441677558273	0.203670238980484	0.435753248313757	0.695452560390668	0.895588342206351	0.843835032087343	0.0967919966735714	-0.408817218749156	0.371607756270346	0.850218154336225	0.732491805432897
