""	CD2	CD3D	KLRB1	CCR4	CCR5	CD247	CD3G	KLRD1	CD8A	CD8B	KLRK1	SIRPG	CD47	CXCR4	ITGAL	SELL	FAS	PTPRA	TNFRSF14	ADGRE5	LAG3	S1PR4	CD4	CD226	SLC16A7	PTGER4	ITGB2	TSPAN5	CD69	PILRB	TSPAN14	SMAP1	CD44	ERAP1	PTPRC	ITGB1	BTN3A2	TFRC	HAVCR2	CD74	IFITM1	BTN3A3	CANX	LPP	CD81	ITGA4	SORL1	CD46	CD163	C1QBP	TNFRSF1B	APLP2	CD63
CD2	1	0.932285523611966	0.305284314608329	0.52481462761041	0.409629914914179	0.806579751061756	0.914605951275677	0.433386571011227	0.388902061273051	0.417707803781795	0.427152908937833	0.768773339446753	0.476762521314313	0.146496110229858	0.496090441119787	0.19476462752809	0.495643774943713	0.639954470091215	0.507385002415307	0.595720871921586	0.461070352370734	0.524891913386271	0.2933048803039	0.378306792988051	0.352672097770856	0.224822161597483	0.21959607095167	0.621243431455366	0.066609763083371	0.125583147279428	0.208490795613313	0.38966018885178	0.221228019854279	0.389221367811346	0.887370975345693	0.519510171689151	0.527161559516547	0.170200768059514	0.268280099921136	0.0649495902579951	0.719013739297401	0.496757552313751	0.0445954052040436	0.153059927260407	0.144120186531088	0.619111269489296	-0.0964560510671116	0.596391928910728	-0.241036554775741	0.136902871190366	0.461836118662393	-0.0271540147668394	0.0662961578036705
CD3D	0.932285523611966	1	0.308093169153529	0.515303162947556	0.381281443072076	0.764581668702061	0.911553661760103	0.409819626730532	0.343633931245144	0.417995657990205	0.396141796656769	0.762097284957365	0.468289378766687	0.202835640218864	0.544456650408423	0.215157710457029	0.478946767671603	0.641326664855105	0.536007637899697	0.58335302115441	0.412975081048225	0.628810961833636	0.351449855619993	0.36559907446875	0.363952743288939	0.224854870633872	0.271814597034221	0.649731401236234	0.114541686935489	0.0730583463118714	0.214790901970068	0.468751124562031	0.27189793126824	0.375823562031151	0.885566945956599	0.574900584457271	0.524872201346334	0.221727272971309	0.296875803812396	0.138595634142281	0.747992263211838	0.450448310700241	0.0973725036014905	0.139132625784822	0.200017282599312	0.644466545789393	-0.05329901483855	0.590289013295361	-0.191501381492127	0.207969211504421	0.511450790768013	0.0303670239967121	0.143071932375629
KLRB1	0.305284314608329	0.308093169153529	1	0.163208152228918	-0.446915663994096	0.545152520261605	0.405154070381915	-0.164333878337776	-0.494053952306783	-0.388190351471473	-0.411683995849561	0.14911079548809	0.341783384391004	0.582975969146548	-0.000223666139092223	0.803738616187577	-0.00499116902808347	0.0150237232677895	0.244869263504683	0.12822223850011	-0.392275105701394	0.61453041713591	0.405895593448401	0.615001005416873	0.405138754305773	0.618106707160075	-0.0253624253636947	0.313624689045735	0.640403003923845	-0.292017090762129	0.390680972524812	0.497601788517704	0.345193885744849	0.067577207142517	0.314923484486456	0.448018438057558	-0.0813183915698156	0.0463327824669377	-0.255592801699166	-0.0674001865563963	0.25401740039535	-0.0547152592296057	0.0478593606687454	-0.00978652012799057	0.0274569680259593	0.291913069494625	0.408221953836948	0.349732044303229	-0.122098411852236	0.337120541793504	0.185931741340792	-0.015546716649206	0.00876616947440279
CCR4	0.52481462761041	0.515303162947556	0.163208152228918	1	0.108255245624282	0.57045461539326	0.563417874389041	-0.152436626297775	0.0529351488641335	0.0110301016037733	0.00590124607353813	0.712443388310549	0.484288032206797	0.481184665898166	0.576773959353543	0.403110047531674	0.697644300286714	0.573087343046666	0.578889818988228	0.414667416878773	0.0899482240321062	0.311117770548227	0.536414437046641	0.415029922368646	0.369763032736693	0.423669505487392	0.225673320219443	0.687880465615809	0.381170404954144	0.197459652967448	0.518912950370918	0.555787446602142	0.51658226673632	0.322226390832967	0.611209361446613	0.532695882052047	0.499955357257365	0.534399401914162	0.301773703351775	0.215813678123788	0.131272474396829	0.395992433165466	0.312544224007328	0.471975689326786	0.278533775110253	0.628726018543526	0.187648051522541	0.39610187304195	0.0293843950663711	0.176391183382768	0.734700084238306	0.258300902907753	0.208616707731139
CCR5	0.409629914914179	0.381281443072076	-0.446915663994096	0.108255245624282	1	0.118470983086946	0.31861321465364	0.515053351548869	0.835384058896683	0.743297596167509	0.743750294259684	0.279268412512305	-0.010370417175571	-0.375434320587041	0.398080026028491	-0.512296631962071	0.227284056647185	0.450607880645219	0.0498910290171729	0.491548805060343	0.69606416316714	-0.128959639994297	-0.218899351117527	-0.305755108668608	0.0112750650859991	-0.263967358950421	0.244822454567627	0.125721722327177	-0.434165976198986	0.322910419216234	-0.231479712060706	-0.176385945186731	-0.184368095210972	0.331385321592101	0.401667702326215	0.0425220204710492	0.423178694933785	-0.0130651657341063	0.424728438097506	0.128498195850597	0.284864587983359	0.471225214953666	-0.0510922259181138	-0.0291056647792044	0.123698014303479	0.200635481969082	-0.407733373231828	0.132968299801366	-0.0808267983749544	-0.0439906936713973	0.0433343735130004	-0.0406435688406083	0.0470940110216751
CD247	0.806579751061756	0.764581668702061	0.545152520261605	0.57045461539326	0.118470983086946	1	0.822534875066641	0.202236098643504	0.119359907025543	0.136136773044649	0.147576311950183	0.683361084327076	0.464942849452806	0.442140358304024	0.474337221173815	0.476966429765697	0.466720781745362	0.488596480232666	0.496964356771248	0.503112027581572	0.173616082942279	0.574214793518748	0.393924689509186	0.491108003267357	0.442718742579264	0.467057919789215	0.147698804355212	0.620543047928023	0.371167303945334	0.010199590571284	0.360999265187798	0.52746460224528	0.361106295767968	0.33892274506048	0.777678723549739	0.547556053699262	0.46142143936398	0.218978476635449	0.127927157440381	0.0281003216197954	0.534823246332556	0.451383407635202	0.0721757941282313	0.139954543616189	0.134158056829884	0.645837351756136	0.0753555549355505	0.519036351337084	-0.226786277631071	0.229693458461459	0.498343424718198	0.00324028953108498	0.043178278820374
CD3G	0.914605951275677	0.911553661760103	0.405154070381915	0.563417874389041	0.31861321465364	0.822534875066641	1	0.332462388898339	0.280274795292666	0.342109037380427	0.32033498632501	0.770951320724453	0.504473077546499	0.263432787117845	0.560205993814997	0.276971694533462	0.495051655357027	0.623576027689646	0.544960589422617	0.595602216914296	0.30902963223403	0.616317484609866	0.370225966301748	0.468563608712387	0.438897489061758	0.310741143983758	0.219118131437951	0.626172137657132	0.169653163108403	0.0814016719075624	0.294734072343955	0.489498695106533	0.288422502573612	0.366471916175123	0.876317791778545	0.58082659325688	0.538818490094763	0.205865875738527	0.216430016747634	0.0759113697087997	0.717244279060746	0.466849146112143	0.0681193876799072	0.162563863505051	0.173118904705284	0.644660004366742	-0.0315737782215509	0.57604137147092	-0.228730607140871	0.18677826215671	0.510921196646028	0.00460963801170479	0.103611334819129
KLRD1	0.433386571011227	0.409819626730532	-0.164333878337776	-0.152436626297775	0.515053351548869	0.202236098643504	0.332462388898339	1	0.624029027626022	0.690729392414484	0.756622916373192	0.19391782420733	-0.133003257385475	-0.290370831884523	0.140269731885535	-0.369776802907394	-0.0539053571587684	0.147451338295773	-0.102574437944777	0.34554567780308	0.59624831630331	0.0109120679426953	-0.348587994774896	-0.246818403829969	-0.0346599493573622	-0.197916854430913	-0.0216211847192384	0.0285785848717776	-0.330673237677989	0.0661852658108139	-0.401041671692525	-0.251335305375965	-0.30335997908108	0.0658995391337677	0.345454870086854	-0.0752543600199998	0.367171143485017	-0.30634010388925	0.080734843037229	-0.149966169844859	0.476877513099991	0.26461823233281	-0.279872445025541	-0.322102899055238	-0.147477877664991	0.00717305441006866	-0.502136468692617	0.0116465582440777	-0.321165653981918	-0.14622065788203	-0.196331630342681	-0.281920066545288	-0.162155766451697
CD8A	0.388902061273051	0.343633931245144	-0.494053952306783	0.0529351488641335	0.835384058896683	0.119359907025543	0.280274795292666	0.624029027626022	1	0.899193003690367	0.879060243267132	0.27224560913815	-0.164148125076428	-0.361011283259253	0.327355377587903	-0.53770975346261	0.185334343846591	0.360185794249284	-0.0642949370453511	0.509544229046347	0.813359709515802	-0.243742433493448	-0.396745181894743	-0.380459419912288	0.00292191865970607	-0.276353836561968	0.0348864083543081	0.110216761181863	-0.430884622073162	0.288640231286039	-0.32689172811666	-0.314539186617634	-0.336500853169405	0.27897359930243	0.325151751778272	-0.107131067508658	0.478400923246846	-0.153774099679745	0.330690149793169	-0.0622940516184213	0.298574493601073	0.458191294250532	-0.231171123121638	-0.123369653609117	-0.0778864456281479	0.0905782015144528	-0.548692980752062	0.0438553877139105	-0.250092267252041	-0.236456231429293	-0.0816785858882942	-0.233443306763523	-0.160007734563199
CD8B	0.417707803781795	0.417995657990205	-0.388190351471473	0.0110301016037733	0.743297596167509	0.136136773044649	0.342109037380427	0.690729392414484	0.899193003690367	1	0.869782601209457	0.264495169486714	-0.15764870331187	-0.275024150470462	0.324757571318602	-0.464679293661258	0.173627750121367	0.313874474366774	-0.0311355837726629	0.527087403257653	0.753327861583393	-0.0843116142758661	-0.372950901332148	-0.339534285528198	0.0790636600022446	-0.223815262757331	0.00718779594737058	0.153051935243805	-0.347799244281547	0.167933022851271	-0.35229605719185	-0.245893385543711	-0.339604548322121	0.22871728426615	0.36715217242377	-0.0561354842529358	0.506458615736252	-0.233268688530909	0.242200606884103	-0.0907129362194254	0.41878880270398	0.400859020862348	-0.263712080653289	-0.228000254046704	-0.0905665717060064	0.0859233194150571	-0.547515012911141	0.0648250572773777	-0.299659400562267	-0.203290965480613	-0.112156216466297	-0.271650928511586	-0.179205480760191
KLRK1	0.427152908937833	0.396141796656769	-0.411683995849561	0.00590124607353813	0.743750294259684	0.147576311950183	0.32033498632501	0.756622916373192	0.879060243267132	0.869782601209457	1	0.237941250821321	-0.197813603274948	-0.245798505294353	0.282892611560759	-0.467930723487334	0.127347600815644	0.269846869684356	-0.0856934651213783	0.518035098347625	0.769224827518424	-0.183022374709076	-0.413745121154432	-0.394241870686932	-0.0663030695747986	-0.176746853220108	-0.0055200384938813	0.0842641543755957	-0.315080792317561	0.159138646464341	-0.391305275832793	-0.297763034422092	-0.324626409423919	0.118137125857853	0.338837372543263	-0.0872736154735337	0.552413130147219	-0.243084817200995	0.245100384803708	-0.130955230626144	0.394929505010128	0.388908453829868	-0.297554400710464	-0.275166515018211	-0.137438981397172	-0.00170876671988575	-0.581494247427128	-0.0364251529937217	-0.325052477844043	-0.206638940477844	-0.138005062994632	-0.294391064355226	-0.204786683022583
SIRPG	0.768773339446753	0.762097284957365	0.14911079548809	0.712443388310549	0.279268412512305	0.683361084327076	0.770951320724453	0.19391782420733	0.27224560913815	0.264495169486714	0.237941250821321	1	0.527788252675956	0.245441921949391	0.60492459026873	0.233357770613093	0.671190846554842	0.707234203375126	0.60069297477664	0.522559387377689	0.273598600073194	0.410156363834743	0.48988340101533	0.420175536214254	0.412439254705456	0.231370052358106	0.308403478419392	0.727786165075256	0.138351367983847	0.224302199256817	0.369784304804893	0.498516484482193	0.36703192062541	0.385623479470349	0.798057405327833	0.577968529879542	0.579453865658095	0.401139189084992	0.364803578753917	0.248078620361044	0.469981417930825	0.456762342546147	0.251719787291749	0.392881416699398	0.287051886218398	0.695132656871675	0.0330795743726158	0.553058304277947	-0.0350420607024794	0.173811959637249	0.652594011769993	0.202857530364149	0.213961562648778
CD47	0.476762521314313	0.468289378766687	0.341783384391004	0.484288032206797	-0.010370417175571	0.464942849452806	0.504473077546499	-0.133003257385475	-0.164148125076428	-0.15764870331187	-0.197813603274948	0.527788252675956	1	0.165729414002923	0.482473955650175	0.332910520684206	0.5178897016777	0.594554031063543	0.649280452636129	0.24637381136253	0.00341506669822956	0.563542551827174	0.68485034198226	0.626408959920682	0.423441213840429	0.191340902243268	0.553116827445153	0.512518105687919	0.127647722559831	0.218487213562975	0.526456967681399	0.683477148126129	0.603574165018181	0.504609853621611	0.635562220342457	0.708913457923816	0.244691162603663	0.578593300920201	0.443608536747048	0.542003185074633	0.35190517882331	0.256495626885576	0.606334500323526	0.542709748033919	0.596725661013253	0.695726556417504	0.453196366360577	0.709222415794239	0.321234830788005	0.534213541949484	0.640303315093717	0.553459901933047	0.579957644660029
CXCR4	0.146496110229858	0.202835640218864	0.582975969146548	0.481184665898166	-0.375434320587041	0.442140358304024	0.263432787117845	-0.290370831884523	-0.361011283259253	-0.275024150470462	-0.245798505294353	0.245441921949391	0.165729414002923	1	0.210919431984538	0.800329106224052	0.259706710786933	0.0528229803447687	0.334684023720981	0.261382234240653	-0.393126052356811	0.394002276326057	0.397938773171522	0.428368228884439	0.369951194387049	0.886147370281032	-0.0115905617890691	0.460132699172832	0.962338143842272	-0.284016946528955	0.518622766237012	0.558390093025642	0.540469967945105	-0.0370842381032873	0.259899569994288	0.439755993610288	0.264317884883313	0.222425055936235	-0.124926715216363	-0.000677989586038699	-0.0884370104598768	0.0512175699970814	0.14725622550406	0.0909805000203676	0.0951207580709178	0.300752742206928	0.359864714720635	0.172452676972513	-0.0521001961139992	0.26516026364503	0.3618089416862	0.0898029451677846	0.0178687319232308
