""	CD2	CD3D	KLRB1	CCR4	CCR5	CD247	CD3G	KLRD1	CD8A	CD8B	KLRK1	SIRPG	CD47	CXCR4	ITGAL	SELL	FAS	PTPRA	TNFRSF14	ADGRE5	LAG3	S1PR4	CD4	CD226	SLC16A7	PTGER4	ITGB2	TSPAN5	CD69	PILRB	TSPAN14	SMAP1	CD44	ERAP1	PTPRC	ITGB1	BTN3A2	TFRC	HAVCR2	CD74	IFITM1	BTN3A3	CANX	LPP	CD81	ITGA4	SORL1	CD46	CD163	C1QBP	TNFRSF1B	APLP2	CD63
TSPAN14	0.208490795613313	0.214790901970068	0.390680972524812	0.518912950370918	-0.231479712060706	0.360999265187798	0.294734072343955	-0.401041671692525	-0.32689172811666	-0.35229605719185	-0.391305275832793	0.369784304804893	0.526456967681399	0.518622766237012	0.435271767882597	0.54318409696885	0.478822265910148	0.403576872246056	0.633886326272974	0.192252917085004	-0.240082775948214	0.429776588562952	0.729567177292367	0.608115506038708	0.380987244095142	0.531533943532826	0.437448129940287	0.456445072572724	0.508005082877784	0.213816046516135	1	0.724000876716778	0.766489237265341	0.3462264916829	0.36459886803901	0.607580834194538	0.173198567533927	0.663847043574693	0.382245737890864	0.468345897808255	-0.0282261926863418	0.179706155719905	0.644776022618109	0.688443106115	0.535578748899903	0.578992703541091	0.696802135627098	0.49337769930779	0.495941275603995	0.4434914646874	0.70753581840383	0.590563049933177	0.474039730787811
SMAP1	0.38966018885178	0.468751124562031	0.497601788517704	0.555787446602142	-0.176385945186731	0.52746460224528	0.489498695106533	-0.251335305375965	-0.314539186617634	-0.245893385543711	-0.297763034422092	0.498516484482193	0.683477148126129	0.558390093025642	0.534366516576876	0.594538078343603	0.489572110881996	0.534805337350709	0.703042486017987	0.323362493903714	-0.199189458841372	0.646907958264557	0.814996349605247	0.591965507583172	0.419647964979673	0.514029563046616	0.580866420182654	0.594552172177786	0.517809356342453	0.122519539179269	0.724000876716778	1	0.764884814870886	0.386217394267461	0.570274700043611	0.787418219187036	0.296052504522501	0.669043340549806	0.406207834009521	0.57577169617329	0.222814502884323	0.227167900390802	0.670523553307049	0.530313109464156	0.657988890579895	0.754754463363809	0.600171805744359	0.638821730899046	0.385114481636463	0.672583217377727	0.736533844249921	0.619686389702051	0.615142110218894
CD44	0.221228019854279	0.27189793126824	0.345193885744849	0.51658226673632	-0.184368095210972	0.361106295767968	0.288422502573612	-0.30335997908108	-0.336500853169405	-0.339604548322121	-0.324626409423919	0.36703192062541	0.603574165018181	0.540469967945105	0.430229837298716	0.525513421725768	0.52603987599831	0.491965693197524	0.646706060210996	0.226050806594005	-0.212131983697287	0.430325668099033	0.723384012803976	0.544390852553233	0.29295603330046	0.552117451414325	0.500572186280042	0.521921978273195	0.537652797208461	0.201929681640474	0.766489237265341	0.764884814870886	1	0.324775094514917	0.413669396444101	0.730791129206937	0.278617880468972	0.765023642155247	0.430069191704431	0.544707486644613	0.0384719142421993	0.223652736023894	0.781989960483736	0.697805601161902	0.6344682064837	0.583983906068201	0.678489548944891	0.528540198241288	0.480432656570352	0.556987523550084	0.707858422588484	0.711516427951211	0.674738946025127
ERAP1	0.389221367811346	0.375823562031151	0.067577207142517	0.322226390832967	0.331385321592101	0.33892274506048	0.366471916175123	0.0658995391337677	0.27897359930243	0.22871728426615	0.118137125857853	0.385623479470349	0.504609853621611	-0.0370842381032873	0.470146817369882	0.0607450675453497	0.417164367504014	0.52178135461596	0.394060226973942	0.355273035091897	0.329036707211692	0.275147664658635	0.430547733488976	0.334750026472419	0.451381995951896	0.0235264594309401	0.502670266290178	0.423673941432955	-0.0706927170466427	0.287764988082049	0.3462264916829	0.386217394267461	0.324775094514917	1	0.51068242506541	0.474110109541686	0.334809149007595	0.396571027213373	0.534324257667344	0.489043699696423	0.254775607879769	0.355198865292602	0.44119101899895	0.420814501410417	0.495371391513835	0.6088351641242	0.261355101044797	0.573234504843487	0.297156664214751	0.34845785695124	0.476849160732833	0.404375536716908	0.408952677799852
PTPRC	0.887370975345693	0.885566945956599	0.314923484486456	0.611209361446613	0.401667702326215	0.777678723549739	0.876317791778545	0.345454870086854	0.325151751778272	0.36715217242377	0.338837372543263	0.798057405327833	0.635562220342457	0.259899569994288	0.650580860865269	0.280035914503612	0.604566566563172	0.752869883486435	0.616006814225374	0.649849133836033	0.382528987843529	0.637963404018873	0.489139278817688	0.498390554632658	0.470668486568634	0.319509704409871	0.488798986217983	0.671794328066711	0.165562023596748	0.183470905663005	0.36459886803901	0.570274700043611	0.413669396444101	0.51068242506541	1	0.707619094795299	0.614919686860011	0.37402325478444	0.466432298896033	0.356526134680478	0.676163028565759	0.553396665393639	0.315298700964225	0.279316290075149	0.432219950860299	0.794969661577251	0.09536051546182	0.667232160255357	0.00795729336311566	0.412615374962827	0.631936317365417	0.258267707007299	0.323713412018197
ITGB1	0.519510171689151	0.574900584457271	0.448018438057558	0.532695882052047	0.0425220204710492	0.547556053699262	0.58082659325688	-0.0752543600199998	-0.107131067508658	-0.0561354842529358	-0.0872736154735337	0.577968529879542	0.708913457923816	0.439755993610288	0.509418027321105	0.515681467524647	0.583266112337715	0.688331556870445	0.624187657320098	0.488836137740315	-0.0231337869634506	0.664664275334629	0.771207897654015	0.639769618837373	0.454617896203581	0.506192751797655	0.625727708564281	0.683031040102553	0.412983452624621	0.0938448459776759	0.607580834194538	0.787418219187036	0.730791129206937	0.474110109541686	0.707619094795299	1	0.353085377320677	0.621376844374529	0.509206555324533	0.61792135792364	0.395636482648042	0.245781794584541	0.683422925815398	0.493165304697841	0.672853513527928	0.756584252365135	0.502979683197453	0.693794805339202	0.375320941127959	0.658796109935208	0.71816902521331	0.624269370569767	0.660455548688606
BTN3A2	0.527161559516547	0.524872201346334	-0.0813183915698156	0.499955357257365	0.423178694933785	0.46142143936398	0.538818490094763	0.367171143485017	0.478400923246846	0.506458615736252	0.552413130147219	0.579453865658095	0.244691162603663	0.264317884883313	0.632967814721572	0.0420482559316553	0.549007027601562	0.475525461510844	0.423209742915914	0.612240326713433	0.465267059158921	0.16383586991187	0.147353484359001	0.062945694265251	0.286279496471074	0.228068739606602	0.222608072127667	0.496234693801974	0.157237531639443	0.176092697038496	0.173198567533927	0.296052504522501	0.278617880468972	0.334809149007595	0.614919686860011	0.353085377320677	1	0.226455789684181	0.331740320068352	0.142861081202406	0.394911957753457	0.488984057365745	0.144080384733543	0.150705224938865	0.204599876403715	0.427764403532552	-0.100573282452601	0.279071530642521	-0.0912177026539374	0.0982034869354969	0.387653993192548	0.0956402407256445	0.100678122313787
TFRC	0.170200768059514	0.221727272971309	0.0463327824669377	0.534399401914162	-0.0130651657341063	0.218978476635449	0.205865875738527	-0.30634010388925	-0.153774099679745	-0.233268688530909	-0.243084817200995	0.401139189084992	0.578593300920201	0.222425055936235	0.488876416960889	0.239362979114797	0.547954336129672	0.606431506173123	0.661295613165522	0.229220659179291	-0.05950308754686	0.245514838495335	0.73969036643577	0.375385100610626	0.166489776018131	0.243114063902944	0.606677847133701	0.436201182456912	0.196484883351331	0.446475170243938	0.663847043574693	0.669043340549806	0.765023642155247	0.396571027213373	0.37402325478444	0.621376844374529	0.226455789684181	1	0.646937235354279	0.689778927976876	-0.00122895925648958	0.324906150901788	0.827628977085836	0.80109838796872	0.707031021931273	0.616821491457626	0.645143511904597	0.520307641869309	0.645838550787048	0.466496678101528	0.809871565154722	0.793482895127826	0.721759310491479
HAVCR2	0.268280099921136	0.296875803812396	-0.255592801699166	0.301773703351775	0.424728438097506	0.127927157440381	0.216430016747634	0.080734843037229	0.330690149793169	0.242200606884103	0.245100384803708	0.364803578753917	0.443608536747048	-0.124926715216363	0.55962966671985	-0.151107404289061	0.478029482978814	0.64085909890161	0.442051538530527	0.393037679783827	0.450238254770686	0.109681134176193	0.49707066800787	0.130133234184691	0.0716939033238471	-0.0189457964117617	0.811010295990452	0.304813000641578	-0.162083356893286	0.448077735208178	0.382245737890864	0.406207834009521	0.430069191704431	0.534324257667344	0.466432298896033	0.509206555324533	0.331740320068352	0.646937235354279	1	0.802329167448741	0.210621248392268	0.390695407071381	0.703346768098952	0.546085962880121	0.789680275773058	0.623593547266914	0.345857200939365	0.51528187519864	0.659868326398426	0.512013690973268	0.585322157759373	0.719976741081438	0.694745657180838
CD74	0.0649495902579951	0.138595634142281	-0.0674001865563963	0.215813678123788	0.128498195850597	0.0281003216197954	0.0759113697087997	-0.149966169844859	-0.0622940516184213	-0.0907129362194254	-0.130955230626144	0.248078620361044	0.542003185074633	-0.000677989586038699	0.429320445082006	0.0652221267993776	0.377409390672724	0.528514380701045	0.440949026191835	0.159860763781034	0.0319158912971903	0.287184546192953	0.694305683961742	0.307343394839805	0.147219442078305	0.0427944336343277	0.94300450460035	0.27041859337083	-0.0193674251301542	0.289842998797625	0.468345897808255	0.57577169617329	0.544707486644613	0.489043699696423	0.356526134680478	0.61792135792364	0.142861081202406	0.689778927976876	0.802329167448741	1	0.0925549578045565	0.160309134969702	0.876117585340414	0.572701735699416	0.950514838892512	0.63952352753763	0.573220093812236	0.494541898344027	0.810692026872595	0.757536270206575	0.604333773544958	0.9026350067771	0.866851700442427
IFITM1	0.719013739297401	0.747992263211838	0.25401740039535	0.131272474396829	0.284864587983359	0.534823246332556	0.717244279060746	0.476877513099991	0.298574493601073	0.41878880270398	0.394929505010128	0.469981417930825	0.35190517882331	-0.0884370104598768	0.310055248400849	0.0357215796444796	0.222918959191203	0.452948684342925	0.285086603614507	0.423704656482189	0.430028380985921	0.519895163277081	0.13713783163621	0.226569758489555	0.207361597374043	-0.0313312666280082	0.236243190122499	0.316761886388742	-0.135743004907858	-0.0278625124371409	-0.0282261926863418	0.222814502884323	0.0384719142421993	0.254775607879769	0.676163028565759	0.395636482648042	0.394911957753457	-0.00122895925648958	0.210621248392268	0.0925549578045565	1	0.265515994958473	0.00874845318480943	-0.0477192008751526	0.148793407776626	0.391154483860535	-0.15798663735311	0.388365397040476	-0.195058452866528	0.203725118417608	0.189282909698008	-0.0266596887901164	0.113095156345957
BTN3A3	0.496757552313751	0.450448310700241	-0.0547152592296057	0.395992433165466	0.471225214953666	0.451383407635202	0.466849146112143	0.26461823233281	0.458191294250532	0.400859020862348	0.388908453829868	0.456762342546147	0.256495626885576	0.0512175699970814	0.397772224174277	0.00898011681857012	0.413240997758122	0.476621313893108	0.457058266192895	0.469601147911117	0.413739983489618	0.182464399658623	0.138497363920214	0.117893931467825	0.183510838523138	0.111570538892711	0.205562554566627	0.312053457532117	-0.0395091270380263	0.282130510514571	0.179706155719905	0.227167900390802	0.223652736023894	0.355198865292602	0.553396665393639	0.245781794584541	0.488984057365745	0.324906150901788	0.390695407071381	0.160309134969702	0.265515994958473	1	0.17654263635744	0.256439503527847	0.221624365864225	0.47299401231027	-0.0218641309448788	0.38342775006885	0.0122485114512611	0.0671892597494226	0.378961437089793	0.132182505613511	0.145339592152426
CANX	0.0445954052040436	0.0973725036014905	0.0478593606687454	0.312544224007328	-0.0510922259181138	0.0721757941282313	0.0681193876799072	-0.279872445025541	-0.231171123121638	-0.263712080653289	-0.297554400710464	0.251719787291749	0.606334500323526	0.14725622550406	0.382254194482468	0.207203246837828	0.4513894696636	0.535825572754013	0.564822041912304	0.129027302614569	-0.11942451472164	0.2951907038393	0.750292267867662	0.424942153036716	0.189879956329057	0.203221655568648	0.814541016384214	0.358935318283348	0.157189522569343	0.32597516269098	0.644776022618109	0.670523553307049	0.781989960483736	0.44119101899895	0.315298700964225	0.683422925815398	0.144080384733543	0.827628977085836	0.703346768098952	0.876117585340414	0.00874845318480943	0.17654263635744	1	0.74379626207627	0.898246733635012	0.603948944959849	0.701321509080567	0.534392553530532	0.802830798944829	0.722440360400644	0.681644823287577	0.945977111473269	0.916196071614624
LPP	0.153059927260407	0.139132625784822	-0.00978652012799057	0.471975689326786	-0.0291056647792044	0.139954543616189	0.162563863505051	-0.322102899055238	-0.123369653609117	-0.228000254046704	-0.275166515018211	0.392881416699398	0.542709748033919	0.0909805000203676	0.390607923643097	0.13864126671856	0.518092844176216	0.55268179927027	0.601072315825675	0.116311879595287	-0.0616520211822469	0.13337150528613	0.658016819097885	0.391336591660685	0.221654564758175	0.132113475199528	0.501810144422054	0.380077472813761	0.0772222279842729	0.526099736115466	0.688443106115	0.530313109464156	0.697805601161902	0.420814501410417	0.279316290075149	0.493165304697841	0.150705224938865	0.80109838796872	0.546085962880121	0.572701735699416	-0.0477192008751526	0.256439503527847	0.74379626207627	1	0.595224469622598	0.545339623999459	0.612840088747138	0.534154146733075	0.603117806017528	0.335202251984315	0.711921921257737	0.691523290362366	0.60384461236724
CD81	0.144120186531088	0.200017282599312	0.0274569680259593	0.278533775110253	0.123698014303479	0.134158056829884	0.173118904705284	-0.147477877664991	-0.0778864456281479	-0.0905665717060064	-0.137438981397172	0.287051886218398	0.596725661013253	0.0951207580709178	0.463688317929041	0.145646208265769	0.429718131835152	0.572468229071023	0.503689211125953	0.219803541307009	0.0230639105906939	0.34220231961767	0.714669485487998	0.370361440468745	0.210368130242131	0.156014460596916	0.942761712004696	0.341101801299436	0.0787034305769419	0.276411151418123	0.535578748899903	0.657988890579895	0.6344682064837	0.495371391513835	0.432219950860299	0.672853513527928	0.204599876403715	0.707031021931273	0.789680275773058	0.950514838892512	0.148793407776626	0.221624365864225	0.898246733635012	0.595224469622598	1	0.691045180058796	0.595110625565988	0.536323153252856	0.757130922573026	0.808853362054687	0.62524067112958	0.904223487476576	0.90530625296086
ITGA4	0.619111269489296	0.644466545789393	0.291913069494625	0.628726018543526	0.200635481969082	0.645837351756136	0.644660004366742	0.00717305441006866	0.0905782015144528	0.0859233194150571	-0.00170876671988575	0.695132656871675	0.695726556417504	0.300752742206928	0.626057010178459	0.349060335652567	0.597979095502454	0.74248374748349	0.675276303389716	0.457570950671111	0.154375073578702	0.602872572730722	0.740682701170301	0.548422329221602	0.501869289789094	0.321566777734932	0.689347013435324	0.658089278864	0.217002304263085	0.234351161854902	0.578992703541091	0.754754463363809	0.583983906068201	0.6088351641242	0.794969661577251	0.756584252365135	0.427764403532552	0.616821491457626	0.623593547266914	0.63952352753763	0.391154483860535	0.47299401231027	0.603948944959849	0.545339623999459	0.691045180058796	1	0.397224068954409	0.695476269717506	0.356506739756053	0.612824046723007	0.775210702148902	0.570809401574878	0.570039895702255
SORL1	-0.0964560510671116	-0.05329901483855	0.408221953836948	0.187648051522541	-0.407733373231828	0.0753555549355505	-0.0315737782215509	-0.502136468692617	-0.548692980752062	-0.547515012911141	-0.581494247427128	0.0330795743726158	0.453196366360577	0.359864714720635	0.152635459374636	0.4725612077912	0.157008084367465	0.152169578506957	0.446440422803023	-0.0425604438824611	-0.3908945059617	0.333356294588727	0.732053736970027	0.520635819768909	0.165473543899885	0.401099653163859	0.506563478206466	0.214665723426857	0.406262385152757	0.0886339032802415	0.696802135627098	0.600171805744359	0.678489548944891	0.261355101044797	0.09536051546182	0.502979683197453	-0.100573282452601	0.645143511904597	0.345857200939365	0.573220093812236	-0.15798663735311	-0.0218641309448788	0.701321509080567	0.612840088747138	0.595110625565988	0.397224068954409	1	0.44277167288467	0.731659948524353	0.524336952155158	0.553329096549633	0.692468090686685	0.552954319068383
CD46	0.596391928910728	0.590289013295361	0.349732044303229	0.39610187304195	0.132968299801366	0.519036351337084	0.57604137147092	0.0116465582440777	0.0438553877139105	0.0648250572773777	-0.0364251529937217	0.553058304277947	0.709222415794239	0.172452676972513	0.436465492018468	0.310898475048675	0.478374876939037	0.596987178710397	0.66300713970598	0.397490822126637	0.137886912803285	0.544159970328509	0.644791947312292	0.537112857359678	0.419662421479558	0.252818854436604	0.531485591257428	0.560809961885689	0.151956357691317	0.270141230570416	0.49337769930779	0.638821730899046	0.528540198241288	0.573234504843487	0.667232160255357	0.693794805339202	0.279071530642521	0.520307641869309	0.51528187519864	0.494541898344027	0.388365397040476	0.38342775006885	0.534392553530532	0.534154146733075	0.536323153252856	0.695476269717506	0.44277167288467	1	0.326298769103867	0.45774173899922	0.616774281478813	0.443336209946958	0.488520873985168
CD163	-0.241036554775741	-0.191501381492127	-0.122098411852236	0.0293843950663711	-0.0808267983749544	-0.226786277631071	-0.228730607140871	-0.321165653981918	-0.250092267252041	-0.299659400562267	-0.325052477844043	-0.0350420607024794	0.321234830788005	-0.0521001961139992	0.158968522760727	-0.00432670194516461	0.157658243857024	0.239065135737849	0.33897782931598	-0.0745671750931365	-0.163557026913541	0.0366388649870048	0.611234000017786	0.207619612728621	-0.050885767637948	0.00678616833442517	0.738519456135762	0.037224533966232	-0.0277441776994204	0.276345022767867	0.495941275603995	0.385114481636463	0.480432656570352	0.297156664214751	0.00795729336311566	0.375320941127959	-0.0912177026539374	0.645838550787048	0.659868326398426	0.810692026872595	-0.195058452866528	0.0122485114512611	0.802830798944829	0.603117806017528	0.757130922573026	0.356506739756053	0.731659948524353	0.326298769103867	1	0.528070176304046	0.481232334706131	0.859321886582367	0.711240914619603
C1QBP	0.136902871190366	0.207969211504421	0.337120541793504	0.176391183382768	-0.0439906936713973	0.229693458461459	0.18677826215671	-0.14622065788203	-0.236456231429293	-0.203290965480613	-0.206638940477844	0.173811959637249	0.534213541949484	0.26516026364503	0.308850226218888	0.385432949394584	0.217336132306169	0.392794676902152	0.364239750386373	0.166222926037341	-0.159339629697582	0.476816690117962	0.629891184563744	0.422103205829462	0.299796248779762	0.298852701032669	0.814364762038499	0.264694766924882	0.280948716823855	0.0345039681118886	0.4434914646874	0.672583217377727	0.556987523550084	0.34845785695124	0.412615374962827	0.658796109935208	0.0982034869354969	0.466496678101528	0.512013690973268	0.757536270206575	0.203725118417608	0.0671892597494226	0.722440360400644	0.335202251984315	0.808853362054687	0.612824046723007	0.524336952155158	0.45774173899922	0.528070176304046	1	0.423915001082908	0.706156101140874	0.760381725405961
TNFRSF1B	0.461836118662393	0.511450790768013	0.185931741340792	0.734700084238306	0.0433343735130004	0.498343424718198	0.510921196646028	-0.196331630342681	-0.0816785858882942	-0.112156216466297	-0.138005062994632	0.652594011769993	0.640303315093717	0.3618089416862	0.619033466403385	0.354705170554265	0.691879942921607	0.66214942879617	0.745400840710856	0.386964777924615	0.00494326433260459	0.448916783135831	0.836988098821941	0.536674321523679	0.358534341027297	0.372406522078577	0.579279811250947	0.626575860924773	0.305637948924907	0.332028366911732	0.70753581840383	0.736533844249921	0.707858422588484	0.476849160732833	0.631936317365417	0.71816902521331	0.387653993192548	0.809871565154722	0.585322157759373	0.604333773544958	0.189282909698008	0.378961437089793	0.681644823287577	0.711921921257737	0.62524067112958	0.775210702148902	0.553329096549633	0.616774281478813	0.481232334706131	0.423915001082908	1	0.643780248516215	0.558645211162589
APLP2	-0.0271540147668394	0.0303670239967121	-0.015546716649206	0.258300902907753	-0.0406435688406083	0.00324028953108498	0.00460963801170479	-0.281920066545288	-0.233443306763523	-0.271650928511586	-0.294391064355226	0.202857530364149	0.553459901933047	0.0898029451677846	0.374988549886136	0.146276111561795	0.391757926115021	0.479080291252403	0.497646373303226	0.0867490444367314	-0.113019872319218	0.24357522453219	0.739390163709903	0.345861127786136	0.116520956168481	0.13264159776037	0.834360618321645	0.250792973603251	0.0814824246095911	0.313941869577816	0.590563049933177	0.619686389702051	0.711516427951211	0.404375536716908	0.258267707007299	0.624269370569767	0.0956402407256445	0.793482895127826	0.719976741081438	0.9026350067771	-0.0266596887901164	0.132182505613511	0.945977111473269	0.691523290362366	0.904223487476576	0.570809401574878	0.692468090686685	0.443336209946958	0.859321886582367	0.706156101140874	0.643780248516215	1	0.894377438840519
CD63	0.0662961578036705	0.143071932375629	0.00876616947440279	0.208616707731139	0.0470940110216751	0.043178278820374	0.103611334819129	-0.162155766451697	-0.160007734563199	-0.179205480760191	-0.204786683022583	0.213961562648778	0.579957644660029	0.0178687319232308	0.352269972530256	0.0975921080369061	0.342855481172002	0.573056874185927	0.466140799765199	0.108803254457747	-0.0668661622014208	0.309657483255253	0.661594999837574	0.34453705354892	0.109733593018718	0.0681992927668863	0.833647376996882	0.287690631262612	0.0328677025238336	0.284956312354429	0.474039730787811	0.615142110218894	0.674738946025127	0.408952677799852	0.323713412018197	0.660455548688606	0.100678122313787	0.721759310491479	0.694745657180838	0.866851700442427	0.113095156345957	0.145339592152426	0.916196071614624	0.60384461236724	0.90530625296086	0.570039895702255	0.552954319068383	0.488520873985168	0.711240914619603	0.760381725405961	0.558645211162589	0.894377438840519	1
