""	CCR1	SDC4	CCRL2	LILRB1	LILRB2	C5AR1	TREM1	SIGLEC10	CD163	ITGAM	LILRA1	PILRA	APLP2	SIRPA	TNFRSF1A	THBD	TLR4	CD40	TLR2	CD1C	CD86	CD9	PLXNB2	PVR	CANX	TFRC	HAVCR2	KCNQ1	NECTIN2	CD53	FPR1	PECAM1	ABCA1	ITGB2	CD74	CD81	CCR5	ENG	PDE1B	DPP4	CD93	SDC2	IGF2R	TNFRSF1B	ITGB1	TNFRSF21	CD4	FLT1	NOTCH2	KCNN4	RXRA	ADGRE2	CD44	ITGA5	CD99L2	TMIGD3	STAB1	LDLR	VSIR	CD36	PLAUR	NOTCH1	SELL	SORT1	INSR	GPNMB	NRP1	TNFRSF10D	TNFRSF10B	FFAR2	ADCY7	IL6R	CD47	STX4	ADRB2	TNFRSF12A	PILRB	LTBR	TRAF3	FLT3	LRP1	CD72	CXCR4	ITGAV	SORL1	LPP	TRPM2	SIGLEC1	TREM2	ITGAL	CADM1	NCSTN	TNFRSF10A	ERAP1	ADORA3	ITGB5	ADORA2B	TLR6	ACVRL1	PLD1	DYSF	CD300LF	CR1	SCARF1	CLEC12A	ASGR1	TLR1	AXL	STX3	RIPK1	S1PR3	ITGA4	SMAD3	TRADD	SCARB1	ADGRE5	CD226	TSPAN14	TNFRSF14	SMAP1	RHBDF2	IGF1R	SLC16A1	AMFR	MCFD2	LAMP1	PTPRA	ATP5F1B	JMJD6	RACK1	PTGER4	PTPRC	ITGB8	CD68	TSPAN17	SLC16A7	S1PR4	CD63	SDC3	CD2	CD69	CLEC2D
NRP1	0.891089568690303	0.250196095256165	-0.0817879869944026	0.111071053962905	0.160021776827886	0.749722965609359	0.43853846120321	0.413156712397756	0.840183791526534	0.222886489220885	-0.329980369018131	0.872215062815632	0.941847081430533	0.8633345498149	0.791323250348101	0.353890652088188	0.783251895665012	0.0277311385407624	-0.261951046709725	-0.142822673416181	0.343450537350228	0.968259742913592	0.590779237858178	0.332685185047881	0.947140072132018	0.857276334372213	0.808287298702115	0.740207320145152	0.581282155478064	0.590643662437926	-0.180962434326064	0.809009650605807	0.972069392693249	0.806103510193804	0.131916112316511	0.939292597971804	0.749819286349183	0.858080516572565	0.935233579180867	0.892588994858824	-0.438812529447309	0.976174321464373	0.97357820502437	-0.0245253200056036	0.894583516470987	0.957587191667264	0.702528215613902	-0.201052004346162	0.755148859387827	0.0649980399554191	0.271818201246422	-0.213077389098094	0.157575368106175	0.482566945000159	0.927917935380584	0.932593002396595	0.953278375153023	-0.327701615409919	-0.0784400939975768	0.923419311958888	0.859308015534015	0.198351182052877	-0.452314624661648	0.893433707185196	0.306155411865558	0.960873720279984	1	0.400267015993595	-0.191128389899464	-0.452803618475761	0.470799633920589	0.405096787866779	0.667626526839431	0.707409116112923	0.805903504032692	0.820007518389094	0.716590531996038	0.879815102313965	0.468534658651	-0.160902858107492	0.974804261606463	0.443450080041614	-0.118602710660562	0.88481254769536	0.8712758272429	0.856020883915461	0.933104871667483	0.932750613488319	0.957611825093957	0.386259053119481	0.924808980958019	0.95579315621444	-0.234681858896866	0.855038560593081	0.926391409607945	0.921691252453691	0.859652763231752	0.879268396285473	0.941375517675493	0.900028444011685	0.86767787374589	0.636452380369551	0.914758909074916	-0.268313385833102	-0.261829877647857	0.897001054091211	0.855167490455889	0.0520871330847119	0.908142203069736	0.758555271062231	-0.221166294096121	-0.0095083258905893	-0.124229389476558	0.344805395679019	0.893385955782602	-0.302293369402144	0.204526931105198	0.888221452961536	0.90271514768048	0.827032925786471	0.576752174180408	0.824610739072922	0.734437163322824	0.932611858222967	0.936190256672223	0.955444016971802	0.811330523125857	0.693186006766715	0.440067664656323	0.43409183853601	0.101042478734511	0.0806234464260358	0.495064290431135	0.957074607348553	0.747103764131392	-0.137342383049828	-0.148722629814246	0.947541198317985	0.953617445869651	-0.021828001102656	-0.128731105987627	0.102531536382366
TNFRSF10D	0.677851415197319	0.82266179102986	0.671577126403036	0.841007152398698	0.714968418861831	0.705868421766814	0.784174940192531	0.51015120511041	0.669278960428129	0.728034387174666	0.615306372203754	0.540448452577405	0.472530222670122	0.743967062035708	0.701421824232166	0.87267301387173	0.604261478505311	0.119491494127873	0.650339917360724	-0.0642721144337832	0.460349313708072	0.424409456463944	0.629779526125507	0.859467174521647	0.570100598164098	0.545063236659467	0.635137625388526	0.300755367307532	0.360382666601318	0.83684823500945	0.59047589266595	0.572635504089502	0.454825897459467	0.510861773788185	0.102072603198456	0.424185084983642	0.62992229321456	0.673887603564708	0.350804646016341	0.289681169705638	0.491373343120994	0.410232297689895	0.370578515201304	0.750973413333196	0.685957797944843	0.372742841869999	0.450137284575278	0.644294547038141	0.558481558747291	0.721663332773186	0.786742743819087	0.70113104387628	0.825331250480208	0.881273101238973	0.374263573203422	0.30161972501508	0.397377921043435	0.363167412312019	0.377257230380809	0.284044260570501	0.587985854112269	0.648348147790681	0.269709132182986	0.575942731507513	0.219460597561045	0.291730993403677	0.400267015993595	1	0.396811168383441	0.296769594935917	0.331440379988669	0.856119242511673	0.658488373545082	0.587288544997301	0.662582769869156	0.641741871887125	0.442780137934933	0.598070693632832	0.809273442099036	-0.0176870983079709	0.389675956109546	0.153422765440623	0.194885949243184	0.650004409522222	0.38411088839601	0.530201181547391	0.388633930861114	0.246129728241718	0.327576748954788	0.607027373168242	0.265481718839508	0.47720304652492	0.611313032647266	0.567716320251129	0.307751242467717	0.315972520626396	0.539471576299233	0.494313167112216	0.491094240878198	0.418066056799128	0.384747356977475	0.608389528463199	0.330718348679751	0.396963092750027	0.354787286422283	0.443577887137576	0.386599764891994	0.0734026560937736	0.388609905688151	0.475525314273357	0.570560159630139	0.153745409100814	0.446087706002662	0.261216336137947	0.289910919825536	0.628570747176022	0.166982115028764	0.66698214300914	0.445511661917867	0.526128843243308	0.789248245398111	0.430870435620618	0.615419927434633	0.48419916663135	0.450021518651017	0.350886039591181	0.518066813768582	0.648732492152777	0.694768802925309	0.574003141832092	0.194142531386238	0.351690145884129	0.539836742799287	0.376660382398182	0.670703164959234	0.626940970674399	0.41334108297774	0.427611721763264	0.280284536175507	0.107358729268825	0.07745216602924	0.141458941542634
TNFRSF10B	-0.0331335467446335	0.467339366120359	0.34631643017216	0.519143885135115	0.701742367002677	0.109060966813039	0.218745948606231	0.679401448838025	0.0614713653653362	0.503662564312394	0.459097317944644	0.0929080322483744	-0.134103337776147	0.0765185363859051	0.22934017473725	0.343728684467816	0.0132704553897705	0.648627998564075	0.484247251203084	0.732646579995444	0.776253044433488	-0.108618568280354	0.569444309252495	0.426765488492127	0.0942810296170068	0.207558992008742	0.25349702277714	0.312048080172486	0.553312862782406	0.504659108111786	0.859660273619838	0.128004138748823	-0.162981135851251	0.34353537715671	0.728143423424805	0.00504040467155349	0.381597954147367	0.242579671957357	-0.0746572927058625	-0.179766622082539	0.34482510004741	-0.204942676152377	-0.223964718339437	0.749602556276125	0.130003449201594	-0.109262208494351	0.481136004821186	0.39873630791987	0.378703667896954	0.462394513183692	0.289729154600314	0.652493245294071	0.379734871194256	0.246986201610236	-0.0781485010570498	-0.26758642684553	-0.166586051685151	0.162225432936627	0.940750816285138	-0.252330118507373	0.255882908161393	0.677016599021317	0.533632171783317	0.0595650475200413	0.625464031557234	-0.280255327091256	-0.191128389899464	0.396811168383441	1	0.100403267102485	0.635283324704437	0.457543878659982	0.481948899500208	0.453594919870458	0.192865648324607	0.247698932951252	0.214913808771989	0.224082781202075	0.517288060468175	0.774439892248381	-0.20266714373438	0.510334901267975	0.871754218460902	-0.0255040014317095	0.0318124153290496	0.230197439788192	-0.0550978481831549	-0.272871267176059	-0.205728185053979	0.49187974587818	-0.171724324811883	0.0224928387765754	0.673246663553734	0.194210035375593	-0.117658927981157	-0.102523365252283	0.0478885282615667	0.10974120251626	-0.0813681943474001	-0.202329360111371	-0.118497355765543	0.3630935157968	-0.230513196463438	0.736761007866142	0.871708724011687	-0.120975255423858	0.188211661186134	0.743709502974133	-0.0219515896859638	0.263408356415839	0.23054534028707	0.793099248294258	0.795877030771019	0.583143353554657	0.0305523377555228	0.507936394206112	0.596171187014731	0.132488927799597	0.0979287568412961	0.325956299115064	0.524336501364885	-0.117928411362785	0.249000677472261	0.0462788938128332	-0.0294887678229163	-0.216043381343842	0.263546065129874	0.475727515829988	0.719830844299668	0.726919623040673	0.804415803032445	0.862704767359897	0.0626690245500535	-0.19176629088601	0.317603232601	0.602808429971696	0.824464186050896	-0.116310335419996	-0.28649261017183	0.386217252631967	0.586249361832258	0.400904736902843
FFAR2	-0.0703287226603171	0.301653326906843	0.723318496433531	0.49341004787718	0.26233915826022	0.0179079745985384	0.323662181543666	-0.168709776126587	-0.0657854652600841	0.239238272724856	0.77636913110027	-0.265136744787202	-0.271491090637965	-0.0874104707396509	-0.0934131948099469	0.381168252174366	-0.0527139954591391	-0.262924680953187	0.797178192123446	-0.342062392503193	-0.314063709502348	-0.44738144978677	-0.239500902597858	0.284354597690244	-0.382511946303266	-0.460399926656512	-0.112226434687155	-0.571128849197036	-0.510546862981601	0.104190340818514	0.43758603163368	-0.20746590925948	-0.388126945694965	-0.413981280656187	-0.432609694910157	-0.429043685816034	-0.354902729502598	-0.338028486508511	-0.492947577803051	-0.387000315468057	0.878568395899094	-0.382483940853269	-0.395054354488826	0.424037774422828	-0.235428532151977	-0.499750664597201	-0.498934690974607	0.710698444761099	-0.413935817365646	0.406759740722192	0.547680915861472	0.625100492246899	0.564708344205528	0.40231669777446	-0.477134362707121	-0.352872293038685	-0.397407140372606	0.714117927858537	0.000369419902008108	-0.376778509799421	-0.329271766937309	0.172179015733218	0.646472728481184	-0.203337391457289	-0.498088451545776	-0.43240969738429	-0.452803618475761	0.296769594935917	0.100403267102485	1	-0.466292429837347	0.34817230583224	-0.243157470884806	-0.308155108059905	-0.265673364732214	-0.270711688660232	-0.497552498565912	-0.359893212248823	0.108123801112823	-0.329733897177459	-0.432634946843141	-0.598940652824112	-0.221728253030274	-0.168526349756107	-0.535244525085312	-0.451367281746177	-0.456976799315816	-0.439433750794523	-0.421533467011131	-0.191421568968625	-0.49103186834784	-0.419695680686451	0.572048257547213	-0.369205392817135	-0.512599859631633	-0.461153525030254	-0.282613644971978	-0.440842541323175	-0.403617613280428	-0.300843437940069	-0.263551254213002	-0.108529218467745	-0.36151940476014	0.347540183026289	0.115599474471541	-0.291517590518335	-0.506561189722384	-0.449677538406837	-0.398201651747635	-0.444520815237532	0.702689585072782	-0.352588737220745	0.20250978827734	-0.462390659033154	-0.555328910246287	0.704113876559844	-0.390374586618085	-0.268426533949368	-0.488941577846043	-0.42399657006618	-0.0283782316588238	-0.417054932958984	-0.339659884025539	-0.428206311122747	-0.370860663411573	-0.389459518242136	-0.366129413291818	-0.24248447054807	-0.0751549328607999	-0.24617938407912	-0.404634911530829	-0.17839273394909	-0.0445098293580603	-0.366025100152289	-0.26576408597613	0.510573454687489	-0.018609750661571	-0.33912225567918	-0.432322318219331	-0.345337455561618	-0.323064255999591	-0.442807297867281
ADCY7	0.399171684786022	0.30454721954522	-0.0520801079889081	0.187880388070727	0.512927282562838	0.429642971308362	0.155915799953648	0.796249317055326	0.458183189240892	0.235481850831659	-0.133315677220744	0.557246391781215	0.461745296998389	0.46338012468126	0.578985710997811	0.188503547852871	0.423792679661155	0.715972489597801	-0.109852206854174	0.641458480957348	0.876094121495228	0.535045277021439	0.772110829854891	0.253366177970414	0.658595226524499	0.712624612664203	0.675283723880801	0.859088114805146	0.910372135016418	0.617894338757355	0.443367090812263	0.597376416070522	0.502162578348756	0.778995514184	0.89456016909232	0.618164914628333	0.72232191299162	0.67236837151733	0.63566220576083	0.45370264991006	-0.303778148352604	0.44731529501605	0.453379664706013	0.388389757485346	0.568439065504433	0.584850318639954	0.86876493553187	-0.143229595473753	0.845743572004513	0.0645249262063016	0.100251040692414	0.0782969372732701	0.0482086025311831	0.179461345311985	0.59196548315988	0.394485682520539	0.502181258277226	-0.286324449449915	0.71299853475126	0.409537475501486	0.709097114358528	0.60043075139461	0.0616390728637438	0.525838202579994	0.806658558335959	0.433065228180725	0.470799633920589	0.331440379988669	0.635283324704437	-0.466292429837347	1	0.431509954461415	0.780333453802713	0.802269209400917	0.571863171146504	0.612212790558465	0.669579479226159	0.726365902125099	0.513679918539775	0.749744482039367	0.473627622945562	0.925553232404752	0.720496515330063	0.417945118862353	0.654943500558958	0.778219117572147	0.581499496589627	0.44355790289061	0.463072128359495	0.53520140098435	0.571510912152747	0.622719414025309	0.144623952913022	0.70729890071207	0.590536746681774	0.518702216754585	0.525950408103201	0.705170135714757	0.508566698071944	0.37356957975155	0.519424032006381	0.674574068478188	0.432644421973545	0.383217806333295	0.460247733191446	0.487425110519804	0.778116643830273	0.780174988602626	0.627466108751345	0.813647617317491	-0.285768843978666	0.815970713101366	0.536974384888825	0.876702510177571	0.735935913096734	-0.0660593402208049	0.807717713363869	0.620419397924858	0.734554326813787	0.819211941734907	0.651407245006259	0.415219592874909	0.59663050046738	0.6520106903226	0.568511299923036	0.456286149919424	0.704971704537933	0.736073931304459	0.808748635045005	0.856293064767015	0.866730943385723	0.851733135277509	0.221790975322601	0.46106272705236	0.654227967417867	0.146987273286399	0.537189359953332	0.496409576659574	0.42599582604439	0.374452980789994	0.476846519986526	0.485642514995423
IL6R	0.69309395573751	0.821848381394486	0.72081514863435	0.842679703772112	0.782734393944188	0.756324608024965	0.767106652526389	0.635692554029914	0.711505602221093	0.669312290357702	0.622731380804029	0.604924089863844	0.531816780674724	0.749372127457599	0.769117579236829	0.839312975145268	0.66623695463982	0.261476195804011	0.667413862372225	-0.049758749585706	0.495747742516037	0.447759206267507	0.677382169841496	0.783023333722706	0.59577202425234	0.559476617288666	0.746875166579912	0.344919565349673	0.452181846552101	0.90287853220242	0.66289306577994	0.631175018631666	0.482138228457087	0.570948710635259	0.220277193220091	0.490867898168026	0.623954628200553	0.671917869401774	0.420971520305828	0.353098534741017	0.501457922193087	0.440127400242524	0.432208964221862	0.787567573742921	0.700344620813716	0.404880838208817	0.504550575707733	0.623067434455611	0.622601021494944	0.651843691040917	0.827350058090266	0.674283988209864	0.814013432239056	0.855080233297406	0.425631171235243	0.393095402357366	0.433617923065323	0.349103590572872	0.447992418893593	0.352866254860568	0.631291846158687	0.741559645265213	0.355602298158055	0.648990448211173	0.203185864039605	0.342810861127328	0.405096787866779	0.856119242511673	0.457543878659982	0.34817230583224	0.431509954461415	1	0.717437656353599	0.675880341765418	0.673451803213713	0.644099705059147	0.476154945001076	0.628556803377631	0.829897513531399	0.0719834062911787	0.415455831417307	0.229882329311206	0.232479499105417	0.670395533060677	0.395515560738035	0.593472356498357	0.44656297384168	0.3121975107175	0.376003594107724	0.564638324776107	0.348874381053833	0.528501119513371	0.684341442116501	0.612881237757731	0.340659269673079	0.39521429939762	0.601101033391131	0.500917637004	0.512757844166299	0.473841783293635	0.484697892691924	0.701881643026324	0.379553009339157	0.518300763570483	0.322490021750189	0.484766770709902	0.471457550912064	0.0819964227631142	0.502848076415777	0.539141712304797	0.504255311812366	0.239707961226061	0.518978142096647	0.376037307201457	0.384378802621531	0.652811365831613	0.290919523808058	0.698976156648002	0.53161245584229	0.602089542528228	0.830138165427104	0.409873951127366	0.580779226577022	0.557480801332529	0.51303038217057	0.401190311257889	0.616428696941891	0.693768804214147	0.753716675350482	0.63599668084746	0.242324364654029	0.4681420553577	0.524588537289003	0.434610863812355	0.695848177718648	0.586973581460702	0.379935173256512	0.490278192838733	0.338805228717972	0.0480878236514274	0.0454250284827168	0.0831113522012377
CD47	0.68371597709669	0.635107196809378	0.197174980024656	0.487750284849418	0.581411269591046	0.607230158994591	0.582181626340972	0.803940382643895	0.668417834344321	0.614749636176185	0.0891795125773336	0.747186216191898	0.654484577514428	0.780241867236897	0.773528153041941	0.584008756394456	0.589614222174986	0.592209968928429	0.147428207347036	0.241442889066099	0.782436389035086	0.680977606931788	0.947703152417153	0.652488874268467	0.845901072340823	0.848619506333101	0.79952659327702	0.696164298476622	0.872920591560568	0.85796816251811	0.394237596868884	0.675478732527917	0.665269204147072	0.927564461785254	0.612543063682546	0.767711800019002	0.862464433294163	0.865068115797286	0.693126900632161	0.563653180220361	-0.0916488394358199	0.648585961593778	0.633802269461483	0.511057722182519	0.854233087446823	0.665127241047639	0.892647747954396	0.217260074739616	0.913777540223556	0.498528050912691	0.458636913672993	0.313599326288451	0.483192407073183	0.615181588924105	0.707633965314515	0.5368726524661	0.609063064950492	-0.160968152656195	0.513403374285539	0.534661169882639	0.834548337123501	0.658545128820784	0.0267682475524217	0.762096777870123	0.551291944818978	0.56001907230415	0.667626526839431	0.658488373545082	0.481948899500208	-0.243157470884806	0.780333453802713	0.717437656353599	1	0.840058354516575	0.78773173286483	0.860540500633385	0.800845129601713	0.841359072088802	0.863904042809472	0.378640815718169	0.639142668361181	0.661217535213613	0.440333092616209	0.711145159911673	0.649488082269278	0.905348547928068	0.671250623138093	0.530432138338844	0.599098599395535	0.792741964436643	0.643568019644683	0.787378232338681	0.3364713861863	0.899147658631958	0.612461440814676	0.654735012812445	0.772329277966747	0.775693976560312	0.752717281903399	0.62665233139385	0.630961017954149	0.696528621741697	0.559347455444167	0.452389605381227	0.297605332581059	0.599662688450385	0.766782941619834	0.444398995162505	0.704582261904612	0.865525457167854	0.10205545116897	0.559047524771349	0.530169359520748	0.781491035860573	0.730078618662272	0.233945490965774	0.680629131260231	0.814304660614033	0.831888969497856	0.900855451430216	0.839307856909399	0.662302778676441	0.860746686072709	0.790707279979316	0.73519980058183	0.598934727979296	0.875990400308437	0.960182074463378	0.89254838185245	0.927694927963882	0.581289335504549	0.685023898815728	0.54900206414451	0.623583043853039	0.881588967958356	0.343232246076261	0.531801559644223	0.68457305028456	0.554024923992967	0.327403500231594	0.343722669478734	0.443688048999456
STX4	0.726692852536526	0.545049832742699	0.250465198849834	0.439351655861728	0.622763611182151	0.758067490866318	0.575459752626721	0.757452091603373	0.76091892767074	0.485838581638538	0.0298201110644979	0.86645965740461	0.744628898275759	0.80780364260732	0.870133148960443	0.554468008898494	0.709999436494944	0.378772273869719	0.126659065663028	0.362313596974573	0.814242802344987	0.788911546183862	0.833254527148789	0.513626135157875	0.84611677577898	0.845075635256899	0.870731385961626	0.83539481262293	0.825724576591681	0.842583158243794	0.396166179857754	0.802319102450798	0.735084456392792	0.862142671420872	0.558172951479119	0.83196574787893	0.903926541487238	0.900133789202532	0.757855599174369	0.682838737195369	-0.130493012972914	0.699323620279893	0.693677348642504	0.52802377464865	0.851879020398326	0.756395122088645	0.889407280981863	0.0934031522986592	0.890751978352427	0.310009883975109	0.478854224152777	0.230356162165218	0.374284821791054	0.55121729615971	0.753196579061074	0.668116083340713	0.728948929293856	-0.191397042201951	0.540861756621525	0.656391604652641	0.934683536552264	0.621309044875569	-0.0926852893941028	0.840633088165972	0.690611895477661	0.66272725048834	0.707409116112923	0.587288544997301	0.453594919870458	-0.308155108059905	0.802269209400917	0.675880341765418	0.840058354516575	1	0.834452876488299	0.822746890895107	0.784192881960024	0.914928349081693	0.68434231289574	0.3631618873228	0.711194579699795	0.764089548616598	0.507070101014257	0.726945835347401	0.789495708569662	0.889376952054859	0.81301209735254	0.649913589553078	0.715893575786347	0.614405222910727	0.662842892810216	0.828268234341933	0.199813770066707	0.810454123583243	0.739806612195601	0.771828112946994	0.806140834125696	0.787929016493747	0.756201079526521	0.66805912973952	0.674515155308006	0.770517402357812	0.66122444797232	0.224000596480211	0.344568892719654	0.726306117688548	0.891343440121902	0.531869684976174	0.776438102611749	0.77559363701109	-0.017422621356705	0.479703157712748	0.351860036008944	0.647671603463107	0.786555591642582	0.0933786094707076	0.483357532320467	0.892562125607928	0.841611634770918	0.919642702131002	0.887419114076765	0.618596556861379	0.74332183152227	0.865391314661916	0.818617034878886	0.697358007274459	0.891862560149361	0.832901766778137	0.833176642272094	0.802891275183845	0.604990532931784	0.603820627159785	0.550752552833565	0.718298221579511	0.808690288057108	0.233838953980084	0.406916179434413	0.766189660500798	0.654535800418752	0.279196659681218	0.316415430739963	0.365675017060021
ADRB2	0.832460110553919	0.570602507412805	0.254720770217126	0.49875020361446	0.508462708958906	0.814606977816088	0.621243217424973	0.625721696479101	0.840220943608269	0.558140090469525	0.0763676172547244	0.843685067530947	0.780775977860907	0.889670527862646	0.843880005896271	0.635552979972875	0.788301566624429	0.140442858147787	0.141365724698239	0.0209514761249555	0.564250968496101	0.805217269714676	0.78929920790146	0.635592357597689	0.881268887946631	0.881897786786739	0.794018826169081	0.712049997612249	0.644026068022331	0.774586529884138	0.192277325617478	0.771202644371038	0.813044029390801	0.81287307348023	0.247997005144678	0.805424683386517	0.874566735729313	0.923263786789595	0.76488240955735	0.646217190754013	-0.102067533797735	0.756338387192297	0.751885805030355	0.433308240462143	0.901620600275302	0.767416147512646	0.786458183417099	0.137802688600872	0.82484360912526	0.420977608314245	0.523566360739886	0.230392861539667	0.499373171999945	0.655094520293238	0.771790228738337	0.679807846042094	0.774320219033339	-0.157997528387684	0.269948373507868	0.648165190515959	0.853656621471265	0.512169795157672	-0.254013612173674	0.86786913964968	0.44815464185456	0.712147392311893	0.805903504032692	0.662582769869156	0.192865648324607	-0.265673364732214	0.571863171146504	0.673451803213713	0.78773173286483	0.834452876488299	1	0.844255187544597	0.797975312025864	0.874102411115393	0.706683891987166	0.0277010554416396	0.791399006926424	0.470045032335709	0.195953075903196	0.865866832695189	0.803242497191888	0.845504685213001	0.817807895561783	0.686769691331767	0.739200555366203	0.691024407419621	0.670246331823768	0.855240169669304	0.234530042086985	0.856621989655947	0.736078942467208	0.749617529878306	0.798543875096367	0.810508064242081	0.824096248594106	0.775830481732024	0.666922041582544	0.724595587868899	0.694474298641481	0.0343338480026882	0.145260859458022	0.755827017846394	0.749070684836296	0.245498435922732	0.731567919329364	0.73151780309913	0.0724380462134931	0.213690340248627	0.205171545807074	0.445553287163869	0.720694939462213	0.103711188604115	0.28120591990541	0.912233041751747	0.825045098736041	0.841187535879493	0.818811360527347	0.782820925989811	0.858397602988912	0.867458924941824	0.792409630600656	0.722812928363561	0.82713133082282	0.814587842556045	0.661290815736767	0.6535754472979	0.313021052434284	0.344304929464484	0.659661566996367	0.740370668287567	0.855225988938487	0.258847070787117	0.239441548716271	0.768083502063287	0.69965169341286	0.228555731480366	0.161183590401162	0.342215760970456
TNFRSF12A	0.837459602434418	0.537568009957852	0.186379622800472	0.434360716082152	0.494856126375664	0.750559583579279	0.631873568906796	0.651100480433676	0.804542762692096	0.54668056687155	0.0160699672689001	0.890619751161318	0.812816846998127	0.871667592359006	0.862157596765445	0.59064605500939	0.747911263610965	0.228264809500528	0.0858124412782459	0.0852899928300747	0.607518443448379	0.835339350251619	0.823477366941135	0.614441127506145	0.910670457542895	0.880180264319122	0.836006712155488	0.711480837829218	0.736397978345728	0.812004381400048	0.209665228410005	0.775381006309364	0.808453528345047	0.897405817832372	0.332638234140118	0.857565817164406	0.878155022036565	0.914919394944525	0.779582201061948	0.726355868189961	-0.163811684924964	0.806962567411197	0.784508129995722	0.373298169369354	0.935333991263666	0.809001948227659	0.836973757609884	0.110387787132734	0.835072970687804	0.42145327426874	0.493091811037133	0.197415906723824	0.450759481404864	0.690447807393825	0.816232580693814	0.709179286955099	0.778830827599349	-0.141769373297414	0.308290349480556	0.716071416969832	0.900674032782913	0.512258115266394	-0.183133315697339	0.860134962878426	0.484329631076486	0.731932140215744	0.820007518389094	0.641741871887125	0.247698932951252	-0.270711688660232	0.612212790558465	0.644099705059147	0.860540500633385	0.822746890895107	0.844255187544597	1	0.754855293255807	0.90590772753121	0.761880917282306	0.0747509263912883	0.803712054168273	0.528019996815845	0.202071861907846	0.856951380483109	0.772466072389621	0.872489866211538	0.805242786327183	0.698602652968429	0.768589660316257	0.664635398801341	0.721155100252786	0.88838375999704	0.172817455983252	0.893850915368845	0.754548924670285	0.794922082706012	0.822049026702471	0.822353947578684	0.870231634356723	0.755625000735127	0.717295127718676	0.73283144125119	0.743651666846519	0.10245423064762	0.135119968309019	0.764992418066114	0.806993596281633	0.275953087874051	0.789048534437947	0.794232134217172	0.0275840091567778	0.262684674743297	0.254674092971132	0.510799839859155	0.765876349492259	0.0672310613549129	0.374966578449837	0.880826307306263	0.828825747529054	0.879267739813606	0.785382094762521	0.738664046597804	0.827989814455198	0.872486933983708	0.859345892647361	0.770097092974554	0.875533034958967	0.898800104015965	0.739868182842546	0.747854211297112	0.352843556574236	0.391450160192458	0.5155381661826	0.792844309623691	0.896644406503441	0.265685565430579	0.266544641320869	0.821535787933286	0.727131396568358	0.174825284494085	0.136281645360584	0.282165404755611
PILRB	0.60199342792431	0.364339276580271	-0.0770061854860987	0.216408443065056	0.322014218845076	0.567490920694224	0.334746346563598	0.581919427532809	0.605909541658427	0.348363870987646	-0.194410852173175	0.719022956914952	0.665277797667709	0.677408942376747	0.697831813880627	0.342766027590042	0.571853072246527	0.354291570518268	-0.158398383366401	0.195144724748546	0.614184079800449	0.734756592842419	0.773078097451377	0.382168411233469	0.787239874177876	0.839371995400632	0.662104959102792	0.712336111545569	0.752188183969649	0.591885697373772	0.0618641726329386	0.695031419468682	0.71972519483321	0.79612849567125	0.468939505445443	0.756408009221505	0.78235595564565	0.790266646930054	0.736287934477594	0.584307891443157	-0.371124097982512	0.681743953220762	0.69051517182627	0.277337975685655	0.779086501818022	0.730825124614513	0.81215068017638	-0.110749928306518	0.843829903182192	0.204840281023282	0.186572795733593	-0.0132633693693262	0.186723941711502	0.369784127856726	0.783040211943459	0.598048694111861	0.662366069862732	-0.30605881147777	0.303384427249793	0.582449624045004	0.766003791318697	0.471802069826082	-0.255998908158015	0.713944529085259	0.577586486079125	0.64335284812387	0.716590531996038	0.442780137934933	0.214913808771989	-0.497552498565912	0.669579479226159	0.476154945001076	0.800845129601713	0.784192881960024	0.797975312025864	0.754855293255807	1	0.796243571730761	0.575275362435453	0.274289308780357	0.726109155856319	0.663715203988363	0.336786550945115	0.711580309818447	0.769388418246419	0.872178330966243	0.726205590258639	0.623370652852395	0.646579179727936	0.713918053839316	0.680948268920917	0.775885219650989	0.0375655004094623	0.823359263588204	0.701721499578191	0.703687461027901	0.77170512628593	0.775741238702205	0.761323988111823	0.715544694736024	0.603128499215028	0.627449236423803	0.627348012689226	0.0727789593105416	0.10990766277541	0.618663548525819	0.770277918262622	0.404173999617777	0.711641729911378	0.812916169882853	-0.170548801655274	0.458868371670232	0.325205015572421	0.670428788032023	0.761531200159349	-0.0823158443471774	0.512898600501333	0.797417932325859	0.835492025980618	0.856439878991414	0.676676667550841	0.814091068354666	0.834677444094479	0.802833214571101	0.732850925290821	0.644878343459067	0.827965277317251	0.758890551515374	0.6557505556644	0.706784746150096	0.481339613076047	0.495213555042011	0.516659446971226	0.651724492061336	0.794371964395567	0.164928350455344	0.378491407490756	0.677272266895993	0.648623985591228	0.488190052828344	0.393165069510111	0.590758719347893
