""	CD74	APLP2	PLXNB2	SDC3	SDC2	LRP1	TSPAN15	LAMP1	SORL1	ITGB1	NCL	ENG	CXCR4	PILRA	SIRPA	TLR2	TREM1	ITGB2	ACTR2	ITGA4	NCSTN	RPSA	TNFRSF21	ITGA5	CD44	PLAUR	ITGAM	STAB1	ABCA1	LRP10	CD93	NRP1	CD163	ADCY7	CCRL2	CMKLR1	MERTK	ITGB5	TLR4	THBD	FPR3	BMPR2	VSIR	LILRB3	CD81	TLR7	TLR1	CSF2RA	ASGR1	LILRB2	CSF3R	NRP2	LY96	HAVCR2	PLXDC2	PECAM1	AXL	ADRB2	GPR84	ACKR3	KCNQ3	NOTCH2	CD33	KCNN4	AMFR	NECTIN2	KCNQ1	PTPRA	CD46	TGFBR2	ITGAV	C5AR1	STX4	CD69	MILR1	CADM1	TREM2	EPHB2	C5AR2	DIP2A	SIGLEC9	MCFD2	ERAP1	IGF2R	CLEC2D	GPNMB	ADORA3	CD40	CD63	CD47	CCR1	ITGA6	PTPRJ	RACK1	STX3	PILRB	TRADD	RXRA	HLA.DPB1	PTPRC	FPR1	LILRB1	IL6R	UNC5B	RHBDF2	ALOX5	TMIGD3	APP	SCARB1	SLC40A1	ST14	TFRC	TSPAN14	TNFRSF1B	CD4	FZD1	TNFRSF14	TNFRSF1A	C3AR1	CD68	PTGER4	SORT1	COLEC12	ATP5F1B	CD9	ITGAX	CD180	LAIR1	JMJD6	SMAP1	CANX	C1QBP	TNFRSF12A	ITGAL	RYK	CD82	SIGIRR	CD28	MRC2	SPN	LPP	SLC1A5	IL2RG	SIGLEC10
CD74	1	0.680560121926558	0.561191699449743	0.517633695215686	0.230728061377898	0.626545421304209	0.669494778488512	0.690388333872774	0.915900396455431	0.734176454606974	0.504912432212393	0.624362825139401	0.922038538576518	0.847464703270279	0.719996362141244	0.797927089328907	0.240403448927758	0.757179729139045	0.655223694609122	0.633157120497611	0.599245646773501	0.497230350850143	0.432227260795233	0.306433848013271	0.4063479759049	0.759769809020006	0.616638153433426	0.602017815279586	0.333993391346758	0.812808916274088	0.539480329315513	0.585739031479639	0.694872979486211	0.771376098660045	0.812199470652893	0.89272818567887	0.718764362074185	0.547480572922775	0.721120871108543	0.349660398579398	0.578918701175851	0.726606124420275	0.923985074871115	0.647240575084936	0.758597054014112	0.887941889210282	0.860896290392357	0.936916126944559	0.336030662423585	0.62284127978439	0.882438034448003	0.427467021922675	0.878501548797697	0.850203536871393	0.896558624213476	0.822767362978892	0.929621130203154	0.88608683626406	0.723576147397338	0.313664789712842	0.790298951394245	0.590999294517272	0.743803082984275	0.362262169467443	0.63543397622087	0.674581264501349	0.681094088604605	0.68130732395589	0.772846909961242	0.811127012221109	0.792409902732967	0.802777139993133	0.828172392794131	0.88995521046676	0.84202663012497	0.722310963200607	0.908519336983609	0.588096840158913	0.355364852597731	0.524495724826404	0.599772609042275	0.650369163053574	0.662898356602827	0.383953604369967	0.686494310902896	0.208692298094246	0.917336958325655	0.851532317295253	0.703316052339488	0.652255755365486	0.532649755985232	0.800979438298483	0.67416664854594	0.676952967749453	0.425352422671408	0.585590763738971	0.771321014615331	0.346838845987218	0.978547602170514	0.800434958579133	0.896205626823709	0.910373519844216	0.473787253759553	0.870980714571924	0.863401929803899	0.543151306740329	0.651927515448797	0.269355622083373	0.679858638425603	0.800937764756189	0.382788615907286	0.802554508936371	0.777680080599382	0.871715160475816	0.666522115500721	0.699916002081655	0.550101651901667	0.821288849728736	0.931977936331396	0.671628741384572	0.888877662744468	0.625168946454036	0.255433118017094	0.52504650754945	0.78963507519046	0.516165671520866	0.346298273991452	0.837285599871806	0.705246583510081	0.665239147746372	0.679538862787761	0.418287750516392	0.34480556673835	0.759406255518757	0.594059013665747	0.468660972266705	0.679731931579924	0.659665160231397	0.683186899302816	0.519694671402583	0.706556131723126	0.639250818095586	0.636554311609439	0.927689110016902
APLP2	0.680560121926558	1	0.914154198532659	0.755266484727061	0.61244786052106	0.871806410789314	0.899627635237651	0.903612600879971	0.794068705686162	0.974903114799319	0.737474975416598	0.9334626094256	0.683382196178935	0.550630694350668	0.950417454480941	0.88386921570435	0.772080158482872	0.926935070898588	0.916976192166926	0.843497304557292	0.924025810519328	0.732922319473029	0.837048954940235	0.758767137398383	0.804963771841421	0.953871368603532	0.925545106869313	0.876595094829651	0.685742865044837	0.872349363367519	0.817194760584105	0.935852113649361	0.950599162320528	0.876887092708489	0.838743965408666	0.65942995826499	0.873632191069581	0.886095388257794	0.873551092825844	0.706581508035569	0.894247258369122	0.885211962043325	0.690704991947292	0.798648093116613	0.958969281659674	0.774629007453806	0.822696816379425	0.765292565138036	0.707875274402437	0.760178529062249	0.76989641731529	0.836553746283091	0.869583208549494	0.894265791400507	0.872224156930481	0.689482091409033	0.549654880621767	0.700981709695306	0.804867862886124	0.785149316176438	0.793369372353085	0.837120107176188	0.865964147619192	0.713482823625142	0.861863941696439	0.887868748324095	0.872936049860154	0.882564467109293	0.880396619923129	0.865025030068813	0.870768357898145	0.756182927552723	0.886135272933655	0.651880950860277	0.806031422976578	0.82795633717331	0.830654201854102	0.779836800084052	0.733839479163629	0.839367358713264	0.797517658641857	0.892746423039899	0.797306839373787	0.822340240115836	0.805428184776572	0.613403639443944	0.771100774861292	0.735625024964822	0.958237655953819	0.904718632802788	0.898762038947033	0.894767889518512	0.888151410178543	0.828405008082702	0.757412580605116	0.763532616367131	0.88654533541782	0.722867847294663	0.555946963697643	0.845801574882044	0.781920111606119	0.830666885796488	0.801186567982892	0.788142014182321	0.815291756456703	0.805491708023499	0.823184923549095	0.688578413746945	0.855216350864697	0.481144452683033	0.844430197005594	0.624173924405676	0.892699469592119	0.827670483260235	0.941252951214522	0.825644443299483	0.763457264476561	0.914855938225093	0.823166818346015	0.823065829902481	0.83078144294563	0.782481888295325	0.704735876012155	0.775564197792872	0.837608941877803	0.714970146859805	0.735028021306895	0.942601556112989	0.782634982433748	0.917933200802574	0.949073672668101	0.635849442038048	0.720089285343939	0.796304864423869	0.810769010408318	0.877183903456079	0.842532173871583	0.602628557655998	0.873849112656087	0.815376592389058	0.880289428992636	0.769169065061134	0.825469646444206	0.636439675093956
PLXNB2	0.561191699449743	0.914154198532659	1	0.700778157501784	0.530804551331371	0.814901661016079	0.864544393738312	0.789607819750125	0.702885528418208	0.891294479012952	0.727503446335546	0.928239574604084	0.570601810270354	0.384375851507868	0.892611020147429	0.813136436989504	0.742002798304837	0.859907110419073	0.905272428741925	0.857860373420109	0.880327286902501	0.721847484451542	0.780331162501406	0.81797024419507	0.80374478395016	0.866856422592377	0.915699923712858	0.892686698072334	0.620199268901061	0.753448256208155	0.859650864382388	0.889497017429114	0.888474933461913	0.841807066869975	0.730425365589019	0.543396466763532	0.807388545348086	0.837071274996781	0.804905400054136	0.737501614684143	0.871968778653077	0.837761175703708	0.581847789855872	0.68161424046751	0.899089947192177	0.694087262761292	0.737136573117817	0.672800073413949	0.705926194335027	0.718885158940511	0.692871397565581	0.809352458991416	0.733909257675026	0.796473747166396	0.79500245999858	0.5844429691249	0.41853098954932	0.613617098638898	0.748421668443756	0.781774675907627	0.746642407122707	0.756163205108549	0.804388091823671	0.716115708368959	0.812366329931879	0.848079812592161	0.835415921185128	0.856089815050402	0.818362443503	0.805505944534963	0.791177413334097	0.630813263739438	0.789635558706187	0.571703761344388	0.711922636785991	0.731898021248969	0.700635816194105	0.781773939264165	0.766783555668315	0.838848843095164	0.723056939759109	0.819751521078504	0.772049748123544	0.801301364812676	0.777956781800732	0.520335011956055	0.654842244608973	0.615729814090939	0.843514033199294	0.844813209621151	0.819771503831712	0.830693522176583	0.897453869585853	0.776642226945487	0.686815324644004	0.729126480711655	0.790829522831564	0.759070138948103	0.433665974255927	0.794042655962537	0.660925501412368	0.735765996133274	0.769843685583545	0.716237570923166	0.735439037729789	0.79202990379283	0.726743110975716	0.677937049788673	0.818387585952674	0.342161994106321	0.86400841924806	0.54687638290699	0.818258100156717	0.729093992575173	0.932841266916549	0.791270424907918	0.667428137986171	0.832122127080015	0.703676021593345	0.682802912106397	0.758521101254087	0.726493390086685	0.700316562231633	0.742455390335362	0.691442422522006	0.638758785714649	0.711701666480764	0.851436318079819	0.70539448702407	0.861815026475774	0.889169227987314	0.628014971405856	0.70300968487531	0.74062679681036	0.770134558809405	0.80043620741343	0.812448270236171	0.540566281993899	0.85049147700599	0.796364194259219	0.848070975163583	0.741343927323425	0.790700279696059	0.520376335332239
SDC3	0.517633695215686	0.755266484727061	0.700778157501784	1	0.565525744557184	0.914355877809477	0.564752070772829	0.716883272268394	0.629080855729997	0.7372334043494	0.248219575833974	0.657709867684318	0.436494095162757	0.548337247350835	0.769355108915103	0.695758491489904	0.435794918370744	0.556679541183762	0.566833005148343	0.441798753443798	0.700874616218946	0.224434851605866	0.712313936173262	0.393007240246137	0.403174054944431	0.724199215696348	0.69481675156125	0.82213501185041	0.744004272814147	0.693679112204343	0.60752376416889	0.802587697483212	0.842707889661124	0.648835983043295	0.610401167485184	0.637487067160329	0.911668375307717	0.884396967464547	0.796361060951128	0.275529639955092	0.868367209325278	0.713491794511647	0.339032841398379	0.691802235361829	0.826784066431456	0.684166902835778	0.612100472803332	0.613673648025601	0.269334883956528	0.415511716968645	0.709385724362701	0.555870995266361	0.662679091335195	0.616314044194585	0.72542552654378	0.787237680686744	0.474659939838551	0.55608036564305	0.440221279903718	0.583878517487468	0.63961370377113	0.727569238962765	0.484011055971104	0.254901927130157	0.691711548526785	0.51545712313195	0.60707727163017	0.608518102189244	0.678720114362427	0.760507906994467	0.783805958665234	0.738248722053837	0.708692129394472	0.337603148062685	0.512875962813347	0.764164884071675	0.649921464026259	0.497113010743892	0.51967054610908	0.737685338546	0.339220510889356	0.492930406992005	0.494813009278998	0.745170619096444	0.68824575728325	0.610656108856284	0.685682341087685	0.471534764284907	0.693947550496819	0.522175322338342	0.66875083989421	0.65097494124777	0.683430944442395	0.382584631373283	0.661616685242492	0.550289481002952	0.579617524251678	0.327150465981923	0.444260288945898	0.45062351337412	0.48196275150131	0.661366459359747	0.474870439740582	0.605457596999714	0.714427956202407	0.344747823557034	0.740021256925203	0.418316381892016	0.800503445073872	0.566774901435843	0.507083868047487	0.596144157784995	0.789734911906579	0.651488001734028	0.753804923516059	0.572641243124038	0.611126099832481	0.608150925217696	0.613453936547641	0.781445298607096	0.606071250667541	0.578153207015135	0.571305947585372	0.298683459951199	0.764360803939072	0.786337822294519	0.259475272156266	0.713195701828022	0.447659574570049	0.582198527255137	0.615141155613281	0.133411932774994	0.261050202711277	0.651226001468276	0.592100348137059	0.789245885396119	0.486492210404622	0.763056785371107	0.676507814924655	0.43515674125165	0.723422796047554	0.317745267017232	0.515858080650409	0.426880061099422
SDC2	0.230728061377898	0.61244786052106	0.530804551331371	0.565525744557184	1	0.651418220757946	0.388002903819413	0.690962388198411	0.350799784120675	0.595190334677075	0.240832765251419	0.441140945564459	0.361292451938156	0.436555626646697	0.564446807000469	0.471772492648409	0.690334353255346	0.517396977962202	0.401144068913115	0.281065988827052	0.561636796241264	0.289980852178308	0.64207632086526	0.460543429224114	0.545645816904108	0.570489409722868	0.603218989210251	0.434058899191325	0.863010329853653	0.546486341431269	0.287989820508621	0.585141481515052	0.5690292201464	0.453097679394603	0.494625330214373	0.275391599523646	0.552596224839949	0.672658451896813	0.572634699644969	0.263508409432362	0.629975872461149	0.528072027814996	0.207534835131696	0.645190628632003	0.535641375606284	0.311742093043907	0.366891140853038	0.37809624283943	0.287161005803976	0.250516796865334	0.397987294390705	0.653169552539631	0.54604153067068	0.473882800894382	0.427333770309798	0.387675328640999	0.194694978142579	0.327503575621638	0.337583121535756	0.66752214926812	0.45699638886576	0.586061975504355	0.39861376869424	0.318607507937726	0.66034800690292	0.394273137920125	0.44519636975447	0.482567724084362	0.561266396887271	0.539357293268775	0.508488991846213	0.59341269820812	0.529927466941923	0.160359591609382	0.336266643884751	0.630038773272528	0.404969768883083	0.341497469780525	0.489473757854752	0.61932351521169	0.329283043138586	0.490329043450636	0.306043288807554	0.712782707515796	0.477751215185565	0.874632839762138	0.340603621764483	0.346241243028731	0.580202620905108	0.434746536722525	0.683426785263951	0.386566690801334	0.445282186274143	0.408026914438796	0.646717601293142	0.442612760520633	0.48786005874168	0.385298461773151	0.159432412423406	0.377724446650716	0.260235029119866	0.378900085189659	0.56015450024651	0.301102003675232	0.451247512591187	0.380435402842522	0.526386009148816	0.448589373599232	0.517339772626049	0.218847135818807	0.461150805099722	0.365572042776216	0.573400531526383	0.505982333466396	0.533319119966106	0.443875287433284	0.708730808886113	0.431186180545608	0.37222050886306	0.708032522378093	0.377669949392122	0.473635498708987	0.576841580845829	0.293080903239122	0.623437969797825	0.717454997625036	0.462489456707349	0.474715173766798	0.485243132497154	0.576074427277093	0.572906087075346	0.166431582090949	0.401004283520108	0.434338454691577	0.450539344693516	0.697015156199901	0.492769106137387	0.447223975849173	0.415888361446814	0.351970721226456	0.504380747759754	0.267891238868011	0.514191405397222	0.181191884241174
LRP1	0.626545421304209	0.871806410789314	0.814901661016079	0.914355877809477	0.651418220757946	1	0.70314373426726	0.826039497385682	0.762250661574347	0.873114314657351	0.429364672305549	0.772245487213866	0.615344998291201	0.626634055362651	0.873648966265249	0.812828452613031	0.589077458285125	0.731408645611222	0.709699111376006	0.600829225825106	0.811102361939704	0.427947514795677	0.794841020582721	0.577153964687694	0.6019732907914	0.846016614410788	0.837515222052705	0.863148947258978	0.813278600427646	0.819966080791445	0.692133852694126	0.862010053828624	0.91402627053237	0.774089342554713	0.753774373995189	0.68699455886105	0.935262462456853	0.903822678637675	0.886512121047574	0.430255864528883	0.91276914610792	0.85760085930655	0.519578263058713	0.801796684552148	0.906470809625327	0.764161111035943	0.740021174830009	0.750717389221994	0.412903198456699	0.530126589861259	0.8151480779925	0.738560221947826	0.77981827147993	0.778344724765812	0.84326288969533	0.812640542378608	0.56767856517501	0.668407034745969	0.609634561275398	0.705103602579438	0.783266667806679	0.824733517928884	0.650373577577574	0.437374380788622	0.840144512026308	0.660341444125241	0.736136552274927	0.774276501208618	0.82440014522573	0.866174453882091	0.890520296345877	0.842912964351987	0.841579614671222	0.479172060537902	0.661493759622569	0.877609475508195	0.745340501814472	0.640414836216716	0.646166850433399	0.872335410823055	0.510397675903789	0.681294548766886	0.618221715906886	0.834450908702596	0.823220546861405	0.676786145596381	0.744190828405361	0.624066912650482	0.805267055771766	0.681697305099503	0.779141840721119	0.772564054441426	0.802684523047195	0.594841256505763	0.729702586982868	0.71470904609952	0.725661126347222	0.493222572641636	0.544665243499963	0.657978147007021	0.605661241510928	0.774254404208115	0.650395640820591	0.708290999641903	0.829422928451089	0.531294788483514	0.782354898311829	0.598174069506638	0.887637871150856	0.616265227172495	0.6181159425123	0.718633058295938	0.906759582850959	0.807358894745169	0.856633415387605	0.733767407183354	0.737455580971517	0.757653254533545	0.729697236912205	0.829219818247288	0.756662043237848	0.750120019356981	0.653939873685765	0.474459914024321	0.8608772869694	0.863445493008429	0.449511766321264	0.823137772173757	0.670299663024107	0.7409366168294	0.787713045628527	0.309220674214188	0.452464763588592	0.755095337649113	0.723198487152766	0.86432197871191	0.689079644025627	0.759721862827757	0.808933523079022	0.568223852676047	0.870878882771155	0.505997963114013	0.689475773974661	0.548091302702034
TSPAN15	0.669494778488512	0.899627635237651	0.864544393738312	0.564752070772829	0.388002903819413	0.70314373426726	1	0.826063015333824	0.718776747565578	0.889626706792656	0.875793227295339	0.944229005936307	0.659859050748997	0.428974369335787	0.884646649871849	0.826183594814719	0.721704682226545	0.907849115326176	0.957130062424485	0.926979592633899	0.866671509855891	0.874130622359816	0.772526610700651	0.781797460614806	0.838375706143864	0.893106603870131	0.854089552148834	0.790542732306598	0.45499986295408	0.808522686654572	0.830011978187137	0.832168701974536	0.854994763019939	0.854036191027265	0.79424805766019	0.579474210640175	0.739969274662697	0.735350271013017	0.775647745339512	0.823797102419214	0.792067054925787	0.788069262424778	0.744506042664069	0.701020046469583	0.878242245950535	0.735881277297811	0.776334725057284	0.701962104624945	0.839551241912133	0.874912351900395	0.684587816830254	0.770356030437869	0.805809722371926	0.865743562603751	0.807446872947848	0.561758882437972	0.515409195484721	0.654910392657068	0.842649732301763	0.706730387753951	0.689650524186153	0.728721143030745	0.896505951659633	0.825121437091597	0.760811707241596	0.90245303586322	0.854985627027257	0.82747584095876	0.814755491383695	0.771435840057565	0.751777604259411	0.604602350720182	0.806113797234641	0.662444129708752	0.796878868737222	0.643198670345756	0.758531568756839	0.811405496078254	0.657359412600846	0.706626831650844	0.866835893850916	0.916544076664104	0.797728736602763	0.70993291059043	0.705684760918593	0.407387457399698	0.706966598652631	0.72581239721295	0.886903021493988	0.925022036902595	0.799151706889201	0.861066105362914	0.865288347321687	0.910802911615681	0.660953861259712	0.66929736204599	0.866115376934436	0.812546174794409	0.555654382801281	0.880873251333443	0.764944768129212	0.782715742857945	0.792326232717118	0.729221535995491	0.695162313619213	0.901939126844828	0.702149602093146	0.63904341798267	0.76019425647786	0.368694794226223	0.883642809076986	0.524357855655281	0.77574022254691	0.729022110223982	0.884535311907362	0.779365178221143	0.651417203137894	0.898011550784077	0.796666282851136	0.698492907449431	0.814171329717968	0.672387377467881	0.670618258319536	0.892644549862403	0.67973361568182	0.522231222539343	0.78367746843515	0.897194285216807	0.789976099070764	0.894711921095332	0.917939777899482	0.814371037964085	0.775145424323224	0.723033021802999	0.785768157261793	0.690785644433582	0.848658726455307	0.43678467449327	0.80858466849541	0.887492908299943	0.804667678528905	0.875946511256298	0.752761868192531	0.653800171217624
LAMP1	0.690388333872774	0.903612600879971	0.789607819750125	0.716883272268394	0.690962388198411	0.826039497385682	0.826063015333824	1	0.742650991906145	0.907787429288708	0.637891490579204	0.817222149942603	0.707882956145772	0.697865840992818	0.881761799483405	0.790911378956436	0.748235858114513	0.870787837954997	0.797267960277276	0.692783305723051	0.839609291594104	0.658438407583554	0.827675689757266	0.625126985588809	0.725306707653816	0.918334931061642	0.832916204785274	0.734056753489893	0.741761302252653	0.88452535197167	0.621824523389492	0.843772299384819	0.880728426028673	0.792958601280513	0.855445244221976	0.689350444239546	0.824181210760211	0.847313209585002	0.833431365175834	0.559643838520742	0.849560066050203	0.775795062795034	0.67549305235913	0.848801550963622	0.881646678780522	0.721619572555184	0.767712141054036	0.747945029460897	0.595768806712011	0.666969162483616	0.728803958081611	0.772158208413734	0.908512618999827	0.883433614894917	0.80712818309218	0.671959584675886	0.59829035859051	0.717189291767021	0.723139762977079	0.691876071979757	0.715625416577479	0.78497084681119	0.806285811366876	0.607060105618168	0.833434733013324	0.769913963784251	0.760563677685716	0.761962203604466	0.855777989000634	0.836357044021061	0.81383369588458	0.802710932700896	0.870366546034148	0.615820779292602	0.74415294625908	0.744868871616394	0.823155523589212	0.668076030329529	0.586227446257051	0.744157409472258	0.73395048326769	0.832441748775838	0.660865226925987	0.799528580601868	0.696803774547575	0.74353000105604	0.781150606340532	0.734235571537747	0.919965578056281	0.81587332531055	0.873546383757589	0.7908137199988	0.784562445965355	0.785770012654262	0.774168184844322	0.633718867387734	0.848987370400193	0.629968388186995	0.59669806275774	0.781370718757774	0.716545741187713	0.793140083278899	0.773165404169098	0.702763935126164	0.75461587406949	0.732938182052847	0.810250408690739	0.541489883093793	0.803043022205801	0.527587942234033	0.731893771096324	0.618514810657842	0.852940488689752	0.806928488550985	0.830646487689905	0.704183636725162	0.818603037383551	0.843448398293338	0.829860662008231	0.937857243935209	0.789904571160969	0.659824618955949	0.653365141763687	0.691298091090311	0.862257829762222	0.75725093332645	0.670332808224798	0.873600818151929	0.787774131320211	0.853001258567598	0.891580218339183	0.55915978437349	0.616455233113242	0.726713709691831	0.700188466770143	0.820891977951877	0.773283139372247	0.609801220632328	0.718239114487925	0.710676221176146	0.77757038311967	0.702789187950957	0.716862192579358	0.657075479199124
SORL1	0.915900396455431	0.794068705686162	0.702885528418208	0.629080855729997	0.350799784120675	0.762250661574347	0.718776747565578	0.742650991906145	1	0.85224026283407	0.550480488408516	0.734259066928695	0.845786566482897	0.79656312483703	0.817213284366356	0.854043250683873	0.375025163962724	0.825846179337555	0.746423082869916	0.703944407145099	0.712271744462625	0.535293452866687	0.522328119175804	0.45448465431109	0.505040807078183	0.848480585656928	0.755945790665171	0.744759601449668	0.46927360440148	0.85837509153124	0.667605979992677	0.732361130206462	0.798694972953201	0.86632897882609	0.872651186583314	0.895332594059229	0.807409131089664	0.669753417502472	0.804082171031789	0.446699040227061	0.682997061716967	0.840548902939767	0.868753598161972	0.699655938673767	0.859710052051687	0.879110465936067	0.897676277049271	0.929244920580229	0.372859351329984	0.615658673819458	0.916496346739778	0.556448395610084	0.873223867990897	0.882546056737194	0.94784788984666	0.83823234787451	0.881194217384463	0.897178415245452	0.80233285323322	0.450568978322778	0.85722923544027	0.685373428512877	0.795000511116939	0.459071434335856	0.732094323517974	0.744623254373327	0.776407912388359	0.803208332842579	0.826493775196593	0.891773972039972	0.885201631874573	0.861779550401986	0.904106492198548	0.863912613583052	0.857245702303526	0.802510157643956	0.921106765727126	0.677721597062902	0.525245426482235	0.699889849699516	0.640261324506164	0.72461424099665	0.717917076760431	0.527941922585854	0.805788729729508	0.311040424981228	0.907368194137426	0.856526751052772	0.769622370961136	0.720139002938636	0.642017945942373	0.871126069557627	0.810565233806961	0.71113082657288	0.508759494670843	0.722807375590243	0.81576761907372	0.44270850300851	0.858682147064469	0.843110010166699	0.887333921791315	0.935576951209379	0.569753705059384	0.918963022319484	0.937088451136597	0.597535951620231	0.763637134817445	0.426891510727246	0.769678292711755	0.768567748594351	0.490028704255461	0.880682677440242	0.885427784853319	0.94186215030247	0.782012358280134	0.785037321049545	0.580835617597704	0.868752836594151	0.907017592626612	0.69226228395925	0.916548952872264	0.757838001650695	0.407168256487396	0.566140720640435	0.825316326784505	0.656981373842115	0.422730468943856	0.883388334657985	0.753930508870393	0.734718612169877	0.773568991088744	0.438576931706038	0.466833392406876	0.85904507961956	0.679428506467912	0.6342217340019	0.749037499331908	0.720716052874881	0.803882560798516	0.609423218430637	0.830286382824028	0.666622448286887	0.755235517672714	0.876271381559922
ITGB1	0.734176454606974	0.974903114799319	0.891294479012952	0.7372334043494	0.595190334677075	0.873114314657351	0.889626706792656	0.907787429288708	0.85224026283407	1	0.729868688902357	0.915461320893999	0.738282286686894	0.623763832267388	0.950630757980501	0.897618642574519	0.739753750706247	0.937687945020222	0.911478602426504	0.837747793935198	0.909521457862104	0.725479939171656	0.804762392879455	0.731719425919135	0.784324863559979	0.967658785894225	0.928624261745169	0.8612215969033	0.676314652679567	0.89843510995958	0.802987043873486	0.918855641161696	0.940590305349719	0.907613093718969	0.882969196888025	0.718548309608205	0.878891507268108	0.859101410027505	0.887687201880377	0.669140915594385	0.875869432100484	0.903874761972444	0.747033498462137	0.814536022178127	0.96102033128648	0.805841278869677	0.848268261715641	0.81663307138266	0.65800356489895	0.750288377324631	0.819968527998356	0.818512310706901	0.894884353737569	0.92709868552781	0.910044051760903	0.724149189888436	0.630857980497954	0.760937872054582	0.833320430979846	0.751240678111655	0.81841639910412	0.83133213788651	0.875418996001734	0.695666393208779	0.868704130803192	0.880712060275228	0.87508149692511	0.894915474128837	0.902110936553279	0.895250955059919	0.891813040175606	0.807713886338634	0.930845529483103	0.704246348321921	0.832972972791782	0.838869442826953	0.866272997950407	0.787703208720442	0.724962905720556	0.839066847988139	0.794203251142385	0.889245572108696	0.800928890934051	0.792872153188935	0.836725103187636	0.593408141736694	0.810221581188785	0.783903893790726	0.942895232221836	0.890359261587634	0.877175753280777	0.911820060768767	0.901195689558569	0.840164175052054	0.734918393580272	0.763228294899818	0.897541776496252	0.711300344250292	0.62133708652391	0.879093447647894	0.810542110401164	0.874802296530424	0.801863818057525	0.827680565218731	0.858884110756718	0.800167376870136	0.839479527878292	0.657847752610823	0.866450740749692	0.540050721877773	0.80209262818102	0.706132191449705	0.917341563276567	0.881798133880964	0.929357575475308	0.841377571729537	0.752608086791667	0.923777081049076	0.858633251455966	0.829560155792999	0.877006252681358	0.794972555442517	0.67341084774104	0.758663511901664	0.862900754868879	0.747653300332493	0.708862000031178	0.950813830393435	0.820704183712869	0.90860912060944	0.945612933849308	0.620838141980364	0.711134732391116	0.824456492238275	0.811578633800341	0.851574366994539	0.866508113309677	0.640821998365175	0.882603784936051	0.813395226525506	0.903338692861701	0.773081484137169	0.852807050927123	0.695021041481345
