""	CD74	APLP2	PLXNB2	SDC3	SDC2	LRP1	TSPAN15	LAMP1	SORL1	ITGB1	NCL	ENG	CXCR4	PILRA	SIRPA	TLR2	TREM1	ITGB2	ACTR2	ITGA4	NCSTN	RPSA	TNFRSF21	ITGA5	CD44	PLAUR	ITGAM	STAB1	ABCA1	LRP10	CD93	NRP1	CD163	ADCY7	CCRL2	CMKLR1	MERTK	ITGB5	TLR4	THBD	FPR3	BMPR2	VSIR	LILRB3	CD81	TLR7	TLR1	CSF2RA	ASGR1	LILRB2	CSF3R	NRP2	LY96	HAVCR2	PLXDC2	PECAM1	AXL	ADRB2	GPR84	ACKR3	KCNQ3	NOTCH2	CD33	KCNN4	AMFR	NECTIN2	KCNQ1	PTPRA	CD46	TGFBR2	ITGAV	C5AR1	STX4	CD69	MILR1	CADM1	TREM2	EPHB2	C5AR2	DIP2A	SIGLEC9	MCFD2	ERAP1	IGF2R	CLEC2D	GPNMB	ADORA3	CD40	CD63	CD47	CCR1	ITGA6	PTPRJ	RACK1	STX3	PILRB	TRADD	RXRA	HLA.DPB1	PTPRC	FPR1	LILRB1	IL6R	UNC5B	RHBDF2	ALOX5	TMIGD3	APP	SCARB1	SLC40A1	ST14	TFRC	TSPAN14	TNFRSF1B	CD4	FZD1	TNFRSF14	TNFRSF1A	C3AR1	CD68	PTGER4	SORT1	COLEC12	ATP5F1B	CD9	ITGAX	CD180	LAIR1	JMJD6	SMAP1	CANX	C1QBP	TNFRSF12A	ITGAL	RYK	CD82	SIGIRR	CD28	MRC2	SPN	LPP	SLC1A5	IL2RG	SIGLEC10
ABCA1	0.333993391346758	0.685742865044837	0.620199268901061	0.744004272814147	0.863010329853653	0.813278600427646	0.45499986295408	0.741761302252653	0.46927360440148	0.676314652679567	0.224832600897468	0.515494080718345	0.427412507608391	0.515219042036886	0.654125618622359	0.561279674767618	0.614189002844336	0.527276362326766	0.458325823667626	0.316275034510634	0.624651320239119	0.27598255642956	0.731239780453334	0.507661669919473	0.559764421244354	0.646093681000607	0.686940529289904	0.56252370602491	1	0.65698601154197	0.393022553598986	0.657575354289704	0.676320516432612	0.52905389073436	0.569070486734729	0.403842479374127	0.706127427299755	0.780295119883083	0.718135940260231	0.257583086841814	0.75218365444296	0.640526641860922	0.248225610653672	0.757122175572536	0.650015553233441	0.454456116806471	0.463802196136015	0.501062030690557	0.264809988791961	0.293334666266144	0.550012929599106	0.713812185319758	0.622279718409437	0.562652918788154	0.557967499758286	0.557297029822943	0.31753083248063	0.454643724420298	0.364410612873337	0.698618738556745	0.572795911461545	0.740293618611134	0.408826449524329	0.272982145734866	0.775983488679326	0.416044011634203	0.49927017610474	0.550271892066625	0.673050137151755	0.692251390261834	0.653139332239858	0.739028893574913	0.640746599669261	0.211858587608417	0.391619150769962	0.726159485830447	0.461272380265091	0.432071203363172	0.583789111998389	0.740801173358553	0.292123425053045	0.500562889765121	0.366829219783132	0.810737175748206	0.612007027822409	0.897659040106462	0.436524289763136	0.4056216358142	0.616221888283794	0.460282973896086	0.761537776730467	0.48331822011069	0.550782322407699	0.436937818244842	0.733523012865863	0.518838879142751	0.517318637683664	0.39481704793893	0.275154858641465	0.428292562320919	0.284156278708886	0.483364721784157	0.620775985666826	0.390921049570958	0.585430805514626	0.361309427685654	0.603041044927453	0.50661794548594	0.690609660875915	0.377984364735854	0.478793863666995	0.51458702969448	0.70757663789941	0.609954947019496	0.637351937206466	0.523373686007266	0.803835400648219	0.498817362745277	0.448334973738007	0.78254167493439	0.505397024920757	0.570452934554936	0.612361863928074	0.272824190712923	0.702100216011683	0.837471265135835	0.409700235953275	0.561086114003884	0.553719651468191	0.622709895635366	0.630667385994716	0.125446874441383	0.320766256191146	0.537996301556919	0.514160636490155	0.772015240921782	0.530447513336573	0.535012757465421	0.519347411021582	0.3871953506386	0.642934616380046	0.291747440685694	0.557136226239486	0.260985930376066
LRP10	0.812808916274088	0.872349363367519	0.753448256208155	0.693679112204343	0.546486341431269	0.819966080791445	0.808522686654572	0.88452535197167	0.85837509153124	0.89843510995958	0.626860715398205	0.797651138581273	0.796474006435771	0.741376367817942	0.870020895431502	0.831312228293997	0.569995506986231	0.851051367489914	0.807455246976109	0.728226270194085	0.79639173502959	0.649180754329274	0.727786993451133	0.592980105581841	0.691372208735862	0.897031457823907	0.831654708602765	0.739320695014386	0.65698601154197	1	0.686711535655743	0.780940571574159	0.844277764938005	0.866502243013124	0.907322800846261	0.771313674044184	0.84009808130915	0.761326611218182	0.873353429522276	0.540755840358104	0.803338791319401	0.857958668812231	0.78010254528787	0.841406993529126	0.885493424010777	0.799240071582765	0.832545412211961	0.86874790058669	0.535677372006863	0.718727694551518	0.848138569485416	0.739886301883636	0.919479126113002	0.902460561887306	0.893893501336321	0.773473871369172	0.742067467413579	0.824714882562285	0.798181428863232	0.62760461276042	0.814349367124387	0.80884921260692	0.814361487344946	0.544790419646295	0.834280077417972	0.777854661766295	0.79176270715502	0.826806252359965	0.896448708947286	0.898743423143115	0.891175658844936	0.862096022833847	0.905458619925926	0.743090556825872	0.807315969286689	0.817558095554734	0.846022164329348	0.727441544436866	0.627783905907608	0.760937876602773	0.682910124840145	0.80868502414412	0.719257693683829	0.694330808019129	0.801521441265119	0.551273123639279	0.817490098662885	0.809723536022325	0.863982812527048	0.80517676321546	0.802966051892159	0.846386483231293	0.81165850210383	0.808819600561374	0.68380134516386	0.721285761725532	0.861469237611355	0.606128948107609	0.748683427540907	0.846702465054175	0.775679558092865	0.875307352326484	0.732169130004911	0.819875933884317	0.849246783119719	0.698031398655019	0.785480354452413	0.560727786979092	0.807119351626871	0.647983658701472	0.654312049270933	0.758944904633756	0.896297104470644	0.893121769415241	0.848128705547698	0.77976669632304	0.767797586048685	0.885197092654438	0.862731123449423	0.842030818572048	0.893178883012394	0.769502203481943	0.555090028949453	0.660462373608282	0.854124029659029	0.715245144116846	0.57340526531524	0.898881170157455	0.821626783454687	0.851865133389623	0.881916088721942	0.530822971587556	0.550413461078844	0.806878067024747	0.744617970987108	0.751371538207694	0.811375776305416	0.639280970964856	0.792721705754819	0.705715698328582	0.849635660423319	0.727252823140719	0.780914936091623	0.770156981371687
CD93	0.539480329315513	0.817194760584105	0.859650864382388	0.60752376416889	0.287989820508621	0.692133852694126	0.830011978187137	0.621824523389492	0.667605979992677	0.802987043873486	0.701455377303398	0.896590155443193	0.488847450833206	0.280856613692533	0.815394173104393	0.783987553593744	0.585059433572926	0.764489422669089	0.882502900036007	0.872847020057567	0.809383072851729	0.67250062082633	0.649611672508649	0.768366549219881	0.703894415405898	0.792189817972571	0.836533237334525	0.886051925982261	0.393022553598986	0.686711535655743	1	0.820169268268592	0.809732711595189	0.825244548351912	0.659045710720092	0.503908048699542	0.746552081245968	0.708703581796204	0.710874179156345	0.745824347257532	0.76943727128334	0.762392821327816	0.577420871936724	0.523504297400799	0.829222190841055	0.691204579923589	0.716819885525022	0.627475447376826	0.690363872217185	0.729585253046434	0.648933282856751	0.669424656385543	0.629223230005649	0.711682465777345	0.759614054030808	0.55054775130261	0.412247317377225	0.582475524265727	0.768342461882301	0.668527149377157	0.681966553747996	0.645565026629204	0.748645346427959	0.682721021637553	0.647798920210815	0.826606009145635	0.80802855207619	0.786858952007342	0.707381765954024	0.731305518510769	0.71637639622952	0.518297810474311	0.699899794909429	0.576745666424644	0.70116420173458	0.636979744934707	0.635079350479418	0.789888589248644	0.740652672264196	0.719243974862206	0.677984621028125	0.723337161717283	0.766116196525483	0.63236744131377	0.727116436175527	0.229060145076301	0.625329277825956	0.588000946093452	0.725074496341234	0.764003044267655	0.685944850021589	0.805552323076983	0.872779711883245	0.711669528370261	0.545154395129931	0.645594817942511	0.681569274720951	0.694731442098925	0.428962664489575	0.729566756286506	0.660043427821527	0.707192387300482	0.648449542905144	0.70944326425881	0.699792493807415	0.734252081438945	0.689478697560262	0.602284520093447	0.733109888668362	0.294622895597838	0.790508271407692	0.52017198631507	0.737833045365439	0.663361547201258	0.875079503949671	0.744104821721686	0.483049750167828	0.778739631901916	0.628053713454524	0.520082856312541	0.735965414590146	0.655991861785912	0.610106416155216	0.685326564861167	0.52372911603038	0.45278485269543	0.606292243844645	0.806838977068952	0.600956854368321	0.765557796060343	0.784799904661486	0.605759905162166	0.648108550600466	0.696884985688708	0.726900248323897	0.654011851557271	0.737808567979602	0.473472739451471	0.821617742790177	0.777179955863192	0.772055409868451	0.720919580442389	0.717724325372777	0.509527700698194
NRP1	0.585739031479639	0.935852113649361	0.889497017429114	0.802587697483212	0.585141481515052	0.862010053828624	0.832168701974536	0.843772299384819	0.732361130206462	0.918855641161696	0.633276814835357	0.904315730187399	0.539531806348567	0.495241869796306	0.913529648783277	0.820339613578343	0.726342785465753	0.851802899799734	0.85598397044921	0.771768360033741	0.877495469251992	0.606249985464771	0.785087558110564	0.679291859111518	0.682002439054954	0.900472178687288	0.881962200765884	0.905417045391267	0.657575354289704	0.780940571574159	0.820169268268592	1	0.944099328860398	0.823829069593863	0.765929451113357	0.636521638213663	0.874198879647756	0.894185114899691	0.812309406409939	0.626298821548777	0.898331477512792	0.817011380817791	0.563066065761644	0.725101643590266	0.926641333373099	0.727136137996484	0.768742293328962	0.673697071097882	0.640267519135931	0.685372918850922	0.715087272776872	0.726723334236441	0.777141642436505	0.800465014872902	0.814611391259945	0.657921447572169	0.482153979483822	0.624005901194422	0.732261051415907	0.718573614280552	0.717299775203081	0.777793543507813	0.784395751964246	0.636116485277528	0.777875137108022	0.817868169191453	0.826140693072981	0.79607692002166	0.794326618469973	0.814482511340478	0.806250448939158	0.683056574076585	0.839185239043032	0.547800416815925	0.720332151895335	0.7507940078119	0.787976514966541	0.710060647465825	0.690871219022701	0.803492543657175	0.699202941232134	0.783592817157705	0.746972023788397	0.791070878723665	0.739542684850183	0.578302590009194	0.742685467420332	0.646275082663155	0.892850766755916	0.80226593139756	0.835175356777452	0.829650199338617	0.870512771637492	0.693209631776615	0.709895471732306	0.666923825377134	0.782370152746962	0.648096731819399	0.453598049672109	0.728879883380172	0.710570223890244	0.766540685867761	0.699972711431782	0.738238679238868	0.76960199052584	0.702650950390476	0.820879076388431	0.58253110337971	0.808645132383187	0.432790324092098	0.793985673140902	0.572417067401323	0.846015000162465	0.744956627614068	0.906259088704046	0.757974728397954	0.655669267195573	0.823786639037036	0.753082599237324	0.787854035519322	0.736252620247408	0.6810733862047	0.699965044874561	0.664333768461116	0.78469270207978	0.709353577296999	0.619164808910416	0.87950814447006	0.634573269017259	0.809460408225086	0.857911593116186	0.522264586027944	0.644606410088019	0.750374241708769	0.756989993260452	0.871504825945389	0.74153849326767	0.65871956924833	0.822120281479043	0.752336038627167	0.805186020630275	0.671731792618723	0.732238635390546	0.544170135524251
CD163	0.694872979486211	0.950599162320528	0.888474933461913	0.842707889661124	0.5690292201464	0.91402627053237	0.854994763019939	0.880728426028673	0.798694972953201	0.940590305349719	0.630427964325365	0.912608886691514	0.651694453574286	0.599112478916299	0.942766050438594	0.883919562492601	0.683394791695946	0.867393696070331	0.864777754905687	0.775932277003764	0.886351669720789	0.611678384500918	0.802799686981109	0.66019479443421	0.683061076031911	0.928998484219457	0.885734059132632	0.924654284235747	0.676320516432612	0.844277764938005	0.809732711595189	0.944099328860398	1	0.863728632265872	0.814941892058701	0.718474401178524	0.935936864599537	0.905112468169694	0.884871820661556	0.616431503029126	0.931587628052249	0.861778070657242	0.646677125675207	0.789844871129575	0.965846872942701	0.81593359413463	0.825830786035575	0.771954049533738	0.604225621938595	0.716765437238712	0.807977157455951	0.737581390869039	0.849311504241051	0.872638715745485	0.888715343126554	0.760081964583024	0.593947202755622	0.710101670109922	0.751324317786926	0.714527590863771	0.783911594706845	0.801795635245063	0.809485603455416	0.625592242988895	0.817553852414523	0.818889238404182	0.85125949948956	0.823194645449846	0.851300505391358	0.872732762900218	0.859613141731986	0.772648101509052	0.883687723261248	0.604187019286619	0.787446912424876	0.814130343198821	0.842181578804369	0.736584603104778	0.669422475156825	0.826014211122421	0.709351572005236	0.809329292799001	0.757163456237941	0.818520620567076	0.806193828909093	0.586070544724239	0.815391737459711	0.70729888841836	0.906217573337106	0.818942658725118	0.834329614011038	0.868601430177794	0.893476266991042	0.727774623714403	0.721110661801781	0.696261345663015	0.820937076387031	0.632717504148189	0.58370247238595	0.785340919527781	0.756512128531028	0.841260099719318	0.71650956259367	0.779137233023939	0.833941714322698	0.712805136642887	0.836870284594648	0.578718609056177	0.873159621675215	0.553787881926781	0.777079023809687	0.663118087360024	0.896970103066851	0.815281937463627	0.933759972213045	0.787329962981946	0.707773193146549	0.867541323942168	0.833747375653767	0.83316764735014	0.80979248305812	0.7059577122031	0.667269130461947	0.666418857113884	0.848616545307294	0.75550520619511	0.610198795453551	0.929320591260142	0.708413935071809	0.8331942540747	0.875587303242187	0.526008089592539	0.619105431187358	0.791757487247914	0.771233116288599	0.848414164786565	0.773172861761672	0.703105046297973	0.859344871668426	0.732708951422449	0.849314278696497	0.682005254847839	0.742471338207977	0.645099631947311
ADCY7	0.771376098660045	0.876887092708489	0.841807066869975	0.648835983043295	0.453097679394603	0.774089342554713	0.854036191027265	0.792958601280513	0.86632897882609	0.907613093718969	0.697554727683643	0.876650581068053	0.726229967078254	0.614627904378369	0.893901545723385	0.872506276349601	0.59210164505514	0.889334177538514	0.893193331900551	0.844926896463752	0.824057360063932	0.707175536197423	0.6726862481394	0.683375155402582	0.720172084105949	0.903458515551527	0.885231289217271	0.834548512673888	0.52905389073436	0.866502243013124	0.825244548351912	0.823829069593863	0.863728632265872	1	0.87655649176956	0.740618876435039	0.827426886197039	0.751636634473718	0.831048244133624	0.662826790061185	0.798995022315322	0.845919055944376	0.789376426360265	0.730315440484386	0.904847054496183	0.815546404280908	0.867483132193459	0.834141858954072	0.6121143023256	0.751400769742182	0.826513899067342	0.716256543893484	0.850743452162254	0.890263918586164	0.905681446962263	0.712899125559744	0.693737371808779	0.818002333200666	0.872064999137946	0.646693304920811	0.809699557085283	0.745602899967961	0.84894730391523	0.644119736157775	0.790883258418954	0.844847533753461	0.864613555150975	0.847795399874445	0.840071993904335	0.887814471828716	0.844943287832047	0.768495667011946	0.873904888935588	0.75824308829851	0.832348328746316	0.769439912781641	0.834542234376773	0.772522435091616	0.690337688408331	0.771580389208023	0.735994391997154	0.812273037195097	0.787003257552129	0.666592920218581	0.814170161692096	0.401108779722393	0.804227134720881	0.785827506559015	0.833806982590657	0.817535871289817	0.775472490748543	0.879405659991096	0.90064268490687	0.826771212749819	0.637427983489465	0.70750953271151	0.841224861619876	0.672737953893443	0.68407654020778	0.875293274387344	0.807156195981708	0.858869134950235	0.734261345899827	0.860817105891432	0.861547946286166	0.775138341285995	0.802669043916708	0.547299318333377	0.797130939863825	0.526395959638507	0.723103350348693	0.731036371325911	0.87392808496637	0.870271149909416	0.898920030563039	0.824683910029888	0.663311715642622	0.901949121769954	0.827827290142041	0.721342076922988	0.888256297875874	0.75524308506132	0.563895644990255	0.709591613065873	0.743067195911798	0.642985392590724	0.624990599588139	0.912652989483607	0.78435492538466	0.860876254261802	0.875838330134628	0.599338588224531	0.631683992467247	0.845285993017482	0.755585815400319	0.705353159475457	0.828198505013758	0.602484076049892	0.840372629906513	0.788775923288789	0.849789305672137	0.768554714609616	0.83730978955081	0.753863737526338
CCRL2	0.812199470652893	0.838743965408666	0.730425365589019	0.610401167485184	0.494625330214373	0.753774373995189	0.79424805766019	0.855445244221976	0.872651186583314	0.882969196888025	0.641065187768904	0.783933759505316	0.794445975711616	0.74705258384004	0.856083891403914	0.807135865167058	0.550020758008253	0.86184664744381	0.803508177466114	0.732993937579035	0.757509834635391	0.656603207918149	0.645481518961283	0.579990354378428	0.651947008338771	0.889486889732581	0.807238269633938	0.722236433025955	0.569070486734729	0.907322800846261	0.659045710720092	0.765929451113357	0.814941892058701	0.87655649176956	1	0.809174441910535	0.783554452248405	0.70664988125321	0.817861327528843	0.534936411080935	0.742293200731278	0.803867045892169	0.816988195270568	0.785292218443846	0.852006840611494	0.79967137864164	0.842567905386651	0.873840864025599	0.526493766853098	0.684408862000342	0.831820685503832	0.695092938979712	0.903595607945315	0.909503260069607	0.886348672456864	0.731969254803778	0.769146279265974	0.850068586961115	0.815338063721611	0.566090813841714	0.786174894475938	0.727500831703503	0.817037219380225	0.558914548695701	0.777957076201818	0.77102908018092	0.804150161481348	0.794180660626628	0.848826451216013	0.877307443665469	0.835738252158647	0.832684573204142	0.894940478127139	0.774878302518211	0.826280609284168	0.727706155007933	0.866237280036782	0.708744614303321	0.581532281481068	0.723128174320913	0.729574390680396	0.799300210910135	0.718378024235261	0.624528049774301	0.764326406968339	0.490037391104516	0.825664742822288	0.839780589622882	0.828322658320016	0.774395419436339	0.763272416224603	0.845648492725805	0.807938637945599	0.803718123239197	0.643466456080182	0.644998851504815	0.850825819702883	0.579760048758242	0.743230914749725	0.865629640336488	0.812849625281994	0.872219129584081	0.721668927830966	0.834304560843002	0.84823646343184	0.705553190282782	0.785778046590074	0.464331039524096	0.758217833613477	0.616832163956295	0.611562587819071	0.770025468397148	0.865829004691873	0.891776173499062	0.808269823386661	0.75938354709401	0.707818003920332	0.865930407604662	0.861545637252566	0.801844418844709	0.88086168805181	0.701234746886797	0.494603794962788	0.664420952427391	0.799031037490404	0.679073592087384	0.57139047450052	0.886652061203303	0.815520221537545	0.814815483860252	0.843249977082448	0.546358007326156	0.558157948124253	0.789595381867927	0.690034153382069	0.678804265392646	0.780549511877085	0.638584529489821	0.75210289170773	0.700532018858929	0.797586691555714	0.736492623592102	0.765893948321778	0.800509021707817
CMKLR1	0.89272818567887	0.65942995826499	0.543396466763532	0.637487067160329	0.275391599523646	0.68699455886105	0.579474210640175	0.689350444239546	0.895332594059229	0.718548309608205	0.356371857197019	0.582270562388705	0.768196968717722	0.857475783085756	0.699918945230836	0.727582433113539	0.210256072342486	0.683056612778734	0.574276577183527	0.515299747110143	0.561097153502993	0.338121363934147	0.413004644203275	0.224687891472287	0.283101176241042	0.741585257759314	0.58190701794706	0.65359991874862	0.403842479374127	0.771313674044184	0.503908048699542	0.636521638213663	0.718474401178524	0.740618876435039	0.809174441910535	1	0.771277916788906	0.607461117221534	0.721841444367169	0.24576980771104	0.609393329576511	0.685546229321342	0.779009598693444	0.632676605285989	0.759925285456269	0.839026041125241	0.808173083240256	0.867924013929784	0.192606506377793	0.487399219468654	0.850743809756654	0.372385252238678	0.831764808515507	0.780433443209475	0.856846340352089	0.834700725550145	0.892904346624643	0.866014487724302	0.637649600443152	0.285268634178097	0.73797301851633	0.566022851862587	0.644911329339812	0.252099057106044	0.598178452008779	0.582080316637016	0.632706099201761	0.609605717876237	0.71742906079224	0.808678140878814	0.785989074259409	0.822483135918423	0.818285663356729	0.782568231270321	0.754438651562351	0.681742811798738	0.889138583077278	0.511642264451028	0.344946941527693	0.547338841537913	0.489035939445511	0.552903745867761	0.588036063983095	0.412482019135452	0.667279668729916	0.275351574983238	0.906726583718921	0.785111165966081	0.668032960571312	0.55388310006623	0.526269575585876	0.750794683000032	0.67115006455901	0.531981200820846	0.426231124223904	0.531687329052203	0.698337758667297	0.234882303230967	0.858557566900608	0.683247684743297	0.817288013063166	0.865000251544198	0.404105363536924	0.837301497513401	0.852082171995383	0.404567956680665	0.73214696794316	0.187052214755169	0.691040047141773	0.813839697065644	0.315230268331099	0.808999209827205	0.794478151594725	0.836602715532317	0.642406908348511	0.616602912741945	0.488906616732556	0.734320570682888	0.858386008510952	0.700451403394026	0.805468386158126	0.555254943945451	0.263478986862045	0.385449952790627	0.785819275096454	0.601963457869678	0.222830804380608	0.787373975245384	0.597798349484573	0.568253992805554	0.606907879765847	0.260562434028762	0.248097216568269	0.750871498003836	0.522792841323947	0.531887373530154	0.568070766162231	0.760267331138647	0.6400903475422	0.430558336935139	0.671616762605772	0.495765782585591	0.559241099260702	0.833429683767245
MERTK	0.718764362074185	0.873632191069581	0.807388545348086	0.911668375307717	0.552596224839949	0.935262462456853	0.739969274662697	0.824181210760211	0.807409131089664	0.878891507268108	0.463946114700475	0.807379135707866	0.653725123350625	0.673637561048463	0.897296112041883	0.853577047117293	0.532507040568541	0.759185312662377	0.75139235275149	0.653672926582303	0.808110252300723	0.449454957136724	0.756590258848898	0.532017255249565	0.56189439096325	0.872864160248684	0.82947142843146	0.895623997380533	0.706127427299755	0.84009808130915	0.746552081245968	0.874198879647756	0.935936864599537	0.827426886197039	0.783554452248405	0.771277916788906	1	0.895662339948364	0.888322361374516	0.469289352913942	0.90939240080862	0.842556153262445	0.597261427231613	0.778053251218372	0.935584345628794	0.835210148107846	0.794577310572584	0.802150647557107	0.426099169837499	0.618384254879232	0.853054151373363	0.665084641792325	0.827740223560178	0.809722439729942	0.887211454517868	0.860703968618416	0.655357763997355	0.736153627572565	0.669905109465384	0.658572806874218	0.799658183457707	0.792719139681449	0.698968259933582	0.44169567867321	0.792611574226072	0.704673129386511	0.758256370923572	0.753653156376665	0.825782408384802	0.893977531795703	0.883966373123128	0.838189002863736	0.852922428207316	0.579051795202904	0.725848152557191	0.850303504307849	0.815192494146689	0.674838804975502	0.621684015957381	0.805393470486165	0.55506547545233	0.680802358605617	0.666360116306378	0.765262436831786	0.81285071489043	0.565392771568226	0.827184490864542	0.676050192626369	0.814852318417867	0.693455535022711	0.768138783755863	0.823065155997195	0.83579807576083	0.615402614436853	0.693296356450501	0.661600823253779	0.753595907440745	0.496526574720194	0.639875706671395	0.691873767893109	0.694623456226393	0.840804009845662	0.615574407642456	0.787007139572463	0.859807001415783	0.557887563135912	0.821942426248789	0.481903578694832	0.890336386794385	0.65007234077154	0.63398891330649	0.729552230931704	0.89899953815751	0.82647437570832	0.876905811854149	0.722404171573282	0.696771809858537	0.804795039578207	0.792143540436763	0.837045433667994	0.807966060175686	0.688836886589993	0.599305332826579	0.498475289065193	0.851355928562534	0.804780400713974	0.427447906198479	0.875791185237208	0.646592095550985	0.752619377172998	0.780939706019328	0.344535839161009	0.443772000642591	0.787812457211807	0.708331136857046	0.799702650006436	0.686807279551625	0.778803558276381	0.813085857691254	0.613255715812842	0.845627798402234	0.536579816235736	0.693610114239711	0.655508929049743
ITGB5	0.547480572922775	0.886095388257794	0.837071274996781	0.884396967464547	0.672658451896813	0.903822678637675	0.735350271013017	0.847313209585002	0.669753417502472	0.859101410027505	0.459948163303265	0.80941928899101	0.532489718664249	0.530243103356879	0.865908429807205	0.788034054388945	0.68506771285154	0.746875888942373	0.731404774808652	0.62342277468945	0.814931036160769	0.461340496555093	0.814071284075437	0.599149798392332	0.618432111453959	0.854280803551703	0.830880484968357	0.859363402970716	0.780295119883083	0.761326611218182	0.708703581796204	0.894185114899691	0.905112468169694	0.751636634473718	0.70664988125321	0.607461117221534	0.895662339948364	1	0.824562731214879	0.492553801654462	0.918417365497184	0.766708566995973	0.463363645875194	0.781359565566807	0.89934291970587	0.695408303644405	0.68167803571602	0.648214331012561	0.499547783329767	0.559733370664192	0.688778176582515	0.705964656400016	0.757013283970115	0.745965370724495	0.764376565472246	0.708819423625586	0.457275639257711	0.579685682933926	0.593267504139812	0.735947572903047	0.708030186302917	0.763211001724337	0.678285133080306	0.481188997145478	0.78550359244476	0.698475553688993	0.725355978271884	0.713663941864841	0.755745390879092	0.802508270956728	0.795917411896154	0.746152337294301	0.784026408313077	0.436043705345972	0.617340152563377	0.780444611089182	0.726137651869209	0.627711331437964	0.646994537485077	0.791145291938099	0.557460906948665	0.679309605029032	0.604093572024242	0.839428127795282	0.703021094356805	0.71144452516843	0.708447181781587	0.590916292177497	0.836503419187017	0.689075104908752	0.837632555560296	0.736965104363435	0.776517845689088	0.590991445310321	0.736365993499913	0.621554593872477	0.734482938941254	0.54144899964627	0.439756957931278	0.608233800291803	0.593096235191127	0.711875858244357	0.627023906969466	0.651065178413573	0.735126892967334	0.582740266149238	0.809234504853237	0.532166834090359	0.808366025465016	0.465186308618111	0.709794647280827	0.554780592137687	0.836106997005857	0.71079635093088	0.856349533742218	0.664595580355458	0.727321397694044	0.733247358807668	0.688177958430766	0.855948425999427	0.682540673510334	0.644939641039057	0.700274598492492	0.51187082932582	0.799805154406409	0.784468775019985	0.532908255814038	0.812605983327152	0.593401142290492	0.756775997736301	0.779544605920809	0.35171057046898	0.490882892866931	0.719331764012387	0.661693542726431	0.871995018951448	0.649515729069045	0.683122143457085	0.740731160266242	0.615557010453925	0.768319635776027	0.51069004946231	0.656678960208316	0.465200774998522
TLR4	0.721120871108543	0.873551092825844	0.804905400054136	0.796361060951128	0.572634699644969	0.886512121047574	0.775647745339512	0.833431365175834	0.804082171031789	0.887687201880377	0.567041888007578	0.792195114466618	0.714728320862848	0.649168940456629	0.868211934314614	0.842915413800099	0.540467905266658	0.770884693302946	0.78509830640846	0.682145512733559	0.812456809198844	0.571788989655249	0.78623066495932	0.610645789272172	0.683084749323034	0.85387689494376	0.827169710866568	0.802167919164694	0.718135940260231	0.873353429522276	0.710874179156345	0.812309406409939	0.884871820661556	0.831048244133624	0.817861327528843	0.721841444367169	0.888322361374516	0.824562731214879	1	0.518562091426252	0.852358166277405	0.869717563350637	0.658268821212819	0.795038965404728	0.889271421591906	0.806426361109439	0.794440050359498	0.810372578379604	0.48012972655824	0.670110973261782	0.83903691738148	0.756403502066116	0.86200696316412	0.835329521772943	0.874280894270085	0.794042483950795	0.639861599410456	0.76521313029766	0.681443676158364	0.67157392006353	0.773285114799101	0.840638258617114	0.71439909532735	0.508923099835258	0.852907013478231	0.732126092301022	0.779639248431756	0.822780482045864	0.879144823141854	0.895430236818555	0.889180184261673	0.836930318811504	0.872602353477499	0.621508187274836	0.749577277496254	0.844331990589583	0.759235680496977	0.708177745595528	0.656679282244988	0.829473269106838	0.601009110060488	0.756739229277578	0.700220956351855	0.76182200250576	0.837811690470186	0.584086798709149	0.758425414782964	0.697610585988311	0.829498684466822	0.76825912284878	0.797242458169052	0.827855323242304	0.829575068963191	0.723165805468697	0.720809910007045	0.733866575829154	0.775299902419611	0.573668775088325	0.654346990190164	0.765222278932901	0.678600720355088	0.824984202890565	0.737288094249925	0.732198265185249	0.812763408487541	0.630355448142987	0.754639157926925	0.61825455939481	0.874957946608116	0.639297481539511	0.66158706791544	0.744718199774421	0.890565202649695	0.834760901562896	0.84817431301186	0.754628986931821	0.750659933183128	0.831275181000806	0.780902519747395	0.817195121859193	0.835304011948919	0.756908960206399	0.585205433387441	0.600008692813637	0.826047332901574	0.741854420077595	0.544896532639757	0.877970469411359	0.75972249237043	0.816465714028525	0.836509579480171	0.462973314710119	0.503594762448506	0.769860941729422	0.757688498484155	0.782587423746499	0.768389732626028	0.646925314189861	0.81442279614198	0.648578626806861	0.864573293575517	0.641681112995557	0.728496153789622	0.657729473380135
