""	IFITM1	CD3D	CD44	CD3G	PTPRC	CD69	PTGER4	ITGA4	LAG3	CXCR4	ITGB1	S1PR4	CD2	CD46	CD247	CCR5	CXCR3	CD6	CD27	ITGB2	DPP4	CD4	SIGIRR	CD47	CD8B	CD226	CD8A	TNFRSF1B	KLRD1	ITGAL	CXCR6	CD96	CD82	SLC1A5	RIPK1	C1QBP	IL2RG	FAS	ADGRE5	ICOS	TRADD	TNFRSF25	CD81	TFRC	TIGIT	CRTAM	F2R	LAIR1	HLA.DPB1	SORL1	TSPAN5	SPN	SIRPG	TSPAN14	JAML	CLEC2D	TNFRSF14	PTGDR	IGF2R	SLC16A7	PDCD1	PTGER2	ADCY7	KLRB1	ATP5F1B	RACK1	JMJD6	PLSCR1	SMAP1	VSIR	LPP	STX4	CD74	CD63	RPSA	PTPRA	EGFR	LAMP1	LRP10	CANX	NCL	APLP2	PTPRZ1
ITGAL	0.13302257500856	0.331099150956492	0.54399610674856	0.344357256718433	0.62958830049279	0.0741817852101242	0.259899633906433	0.776568910574468	0.441430315839343	0.0768032846599155	0.549933244301539	0.0178714261210305	0.497318789340553	0.352307588917417	0.514639857216535	0.134766877279018	0.290729003670299	0.241253051352654	0.441852776735498	0.366457754170509	0.386677320112123	0.346164184806951	0.222991381588674	0.0875248531347291	0.418133605460861	0.393627972202138	0.489946311169343	0.15735768039757	0.355836534128059	1	0.584024795834032	0.425920838243394	0.155665839349489	0.1820607036941	0.333751374213134	0.14703226292484	0.251558503639626	0.482642727649963	0.454653710474512	0.320951647456161	-0.0910159930000909	0.183193342015848	0.153926209109963	0.165138469456875	0.585635601063385	0.563997185292907	0.492436386025112	-0.0412546487283141	0.328478969194383	0.108289471965962	0.523202698651225	0.206388630237418	0.393317784526513	0.355115305896424	0.300001555113356	0.241239651922947	0.142253971073151	0.589188781476598	0.438466376464572	-0.105200532614834	0.0996184330799739	-0.0583335404114205	0.346409009818352	0.0736416044195356	0.0862709414398805	0.0916912601522719	0.300259599146057	0.309782957469427	0.234543718319512	0.0722538111547701	0.321878569787283	0.27246292026875	0.204754145205967	0.207114258005486	0.0617635939976027	0.177131697207185	-0.185039958933047	0.262807557031617	0.379509946294355	0.0514759621325111	0.457022402368501	0.0839837885163559	-0.218312642048363
CXCR6	-0.398467721248444	-0.0428441262456689	0.201733415002117	-0.202434442480276	0.155442594005889	-0.431127743031108	0.00495158942827848	0.408272183929425	0.681439790261604	-0.318697740139705	0.441826709853018	-0.388760923000276	0.104285581270654	-0.13892359569526	0.200211485318331	0.533733256328837	-0.236301109269557	-0.301925138928569	0.167659846093083	0.100873447174251	-0.175214589033235	-0.221351632696249	-0.266021655032287	-0.398132709929727	0.716803800312777	-0.189279302238701	0.806383765615496	-0.271626143075074	0.69126394856963	0.584024795834032	1	-0.186787707552859	-0.188550111079653	-0.176422351643981	-0.188834188345825	-0.348638713587694	-0.259493874358314	0.24419840319963	0.0365703599929639	0.0128634570712021	-0.594003356733536	-0.277294060821797	0.0643148125204407	-0.128491833205753	0.290296989313295	0.426349360736393	0.762851013050968	-0.491548303865495	0.309057872917321	-0.0944047367578012	0.132310250817126	-0.233143388914379	-0.208039830292444	-0.150929459233388	0.623458797399157	-0.305116771351521	-0.307964414065534	0.388610326391762	0.151472292740886	-0.0416266882499733	0.518473096890064	-0.580396176818748	-0.12425739504351	-0.482033468644639	-0.159625122086716	-0.411700933039919	0.276628449776194	0.0231660314414962	-0.212541312298523	-0.259608896989356	0.102302162401147	-0.243678848787752	0.0927827798062363	-0.145817652767452	-0.438405691793488	-0.0814502619642941	-0.100578964174889	0.00139163960726854	-0.0319760379532907	-0.087837280312133	-0.0653740078098923	-0.0408661946601916	-0.125154625932657
CD96	0.865064804569253	0.765870802552018	0.639519826232991	0.85367993580218	0.770203439253618	0.793520293883487	0.470439892856894	0.48206864306842	-0.141335394232965	0.640219079328748	0.440956377015061	0.683821900389811	0.740087810982316	0.876304717755923	0.733778517265311	-0.415176437613254	0.790584522648007	0.811069075766891	0.614296851711581	0.627376907028998	0.685348963138128	0.658552115554562	0.807988829813733	0.798044468319263	-0.123529867776294	0.789927791102052	-0.204970784436343	0.736566266321881	-0.269274765001229	0.425920838243394	-0.186787707552859	1	0.627189624873433	0.717577699551471	0.738537756541358	0.804500048689194	0.765660315245595	0.488964372726182	0.816258800716282	0.669442115220655	0.714531018854663	0.693012272355318	0.272328182636014	0.49628425134639	0.623065981454548	0.475563508794385	-0.277765447417874	0.694661014447542	0.254561265660902	0.212728296839394	0.600008304239596	0.779644099085939	0.901674883378563	0.759936807161232	-0.334977179044462	0.871887924692444	0.617455732489936	0.365711633494074	0.414787927156519	0.0939737788169484	-0.273726923288435	0.765408322425511	0.669594755113652	0.787492650536486	0.603649196780234	0.842954914047686	0.318104819501774	0.481572361973546	0.757470433443948	0.644984019703134	0.123663441403889	0.753671729147615	0.286489101913916	0.609466869760694	0.844382320011995	0.362272709050075	-0.268634211241349	0.451855354311967	0.635536276763264	0.116939421372499	0.767266075928647	0.158511318949207	-0.294472922610816
CD82	0.689165489548555	0.746134383014634	0.635502655545835	0.77559936739307	0.466900765523602	0.7496880663944	0.543333630525273	0.134781415125526	-0.0719261121808175	0.607215024884909	0.279120644842041	0.571091038154991	0.752095326894288	0.622048970858311	0.653381935819576	-0.314955591358045	0.787533478639466	0.730641063119554	0.618446649785321	0.518074764431826	0.571457652039353	0.508689082173516	0.667825617459468	0.793799207954767	-0.0814561571756742	0.442813219247391	-0.236631518257668	0.542856468109734	-0.255003694960225	0.155665839349489	-0.188550111079653	0.627189624873433	1	0.515829544257988	0.444025890970345	0.654456602685365	0.687971640950589	0.411650323744659	0.698363496296411	0.33104401826704	0.64247522219918	0.659702151194661	0.318134729556237	0.428049930868652	0.387216339168593	0.262910603755237	-0.297734752955323	0.553643899614851	0.236525946801908	0.168906572493125	0.34509411991873	0.570229473592322	0.615456230392238	0.647065835609384	-0.305341271558259	0.615683812109607	0.72343846660145	0.188880070456756	0.29688193059033	0.264287470806892	0.0450231596402617	0.636141100664163	0.538397969780929	0.63201177368261	0.738225637891278	0.705825114176772	0.226201842477311	0.47317438908967	0.551760923837948	0.686768141093058	0.0397466713039041	0.597227915871728	0.288720938728847	0.560513905242721	0.703668564430065	0.228282470376166	-0.117526150435538	0.267987044002922	0.439245623047562	0.186439794885886	0.614671942437519	0.118273496131297	-0.156122166784819
SLC1A5	0.804324873483543	0.741807230009726	0.190993124764942	0.736121781301588	0.372099436217923	0.516561528766243	0.230902440423268	0.157796276563592	0.0243333718475004	0.458636955406709	0.633360131332153	0.573188953856638	0.609144103569972	0.697456488043389	0.67282341471703	-0.191488527907919	0.630935762878664	0.421918236415256	0.62419219306752	0.719926951004134	0.30417667478753	0.294279780572592	0.727282159064842	0.733401859132509	0.0682416691929532	0.414274411118542	-0.112062101597685	0.598255676493022	-0.0412293598773192	0.1820607036941	-0.176422351643981	0.717577699551471	0.515829544257988	1	0.501991106364233	0.770175764862847	0.663462304327084	0.319645270445363	0.707053683957562	0.353987600919336	0.593783844513985	0.247443909305381	0.464235394274853	0.478519190061413	0.47952355768391	0.424666610103108	-0.38808600576991	0.799310657763849	0.466542935486868	0.26231460485507	0.485260599470867	0.814740193627061	0.787186169908469	0.634299681836141	-0.234093788136729	0.584249519414975	0.338078668251261	0.312480272929353	0.399445602221764	0.246479107101184	-0.10195229751595	0.623514391797471	0.680559359913633	0.545946030465763	0.69928302031209	0.782057604979319	0.328571555032931	0.549682289233279	0.775355562840028	0.708639948463658	-0.0298718124336011	0.585146429345279	0.442790375306563	0.786811374316475	0.80989904191189	0.462852752800857	-0.0881914017093208	0.670446256097853	0.71400121684817	0.180888786612622	0.594286188136177	0.383067413750646	-0.120336220039122
RIPK1	0.617280739093804	0.374856561945979	0.6063157812663	0.571739269207202	0.773889464841843	0.604523035999814	0.314093463030541	0.464129396314829	-0.363960871913736	0.474098976438284	0.107788134379295	0.449024473710163	0.368459637274395	0.763732745080583	0.484032525691897	-0.343110070362885	0.481281290289839	0.546231960160219	0.281913358166857	0.499048639785754	0.511646954352142	0.527784049899189	0.471279977083584	0.555916609868554	-0.272511335998695	0.737225858212692	-0.344150986927092	0.512504590333842	-0.342375897306133	0.333751374213134	-0.188834188345825	0.738537756541358	0.444025890970345	0.501991106364233	1	0.633600354924706	0.377516620303992	0.474851801610638	0.650116579145023	0.485442091549333	0.517924184626775	0.646459564309162	0.185775941204602	0.4630532709871	0.491506951957277	0.257863554701852	-0.205332342870312	0.604884631332108	0.0796911960554478	0.349174989120875	0.640353876692465	0.44580005469995	0.631565312974673	0.758174741780349	-0.289130026572	0.712085017936182	0.512428156669435	0.232882190323951	0.410733594482772	-0.315439246333266	-0.588407962030278	0.591969588394206	0.572955436269697	0.637476595360772	0.376736854693029	0.627781837049342	0.335643635604252	0.46307572161164	0.493630095557396	0.632071657628513	0.205505549839037	0.659535851845358	0.235433377891951	0.390969522505679	0.630726476471571	0.453034837222304	-0.0729009113636237	0.314086662239095	0.665847237552038	0.190903278507796	0.644917956248443	0.244438930830068	-0.085640697765212
C1QBP	0.844625460699774	0.72180902319281	0.528204693702802	0.72420185832662	0.60308033721213	0.745185765833346	0.464290354335642	0.301293606480375	-0.242700014549031	0.665978803581488	0.432035708339371	0.628677023466614	0.645036141607702	0.81503546341669	0.580863362789653	-0.575715293984467	0.668931993964413	0.684222746758973	0.449435488190553	0.752466740402193	0.674433570195891	0.688956537300897	0.875352005978473	0.862122625612909	-0.242721047336897	0.761248240031699	-0.40837531068013	0.833186798757732	-0.441990232759971	0.14703226292484	-0.348638713587694	0.804500048689194	0.654456602685365	0.770175764862847	0.633600354924706	1	0.695285250469409	0.440717017916066	0.723132727326214	0.521482141956278	0.775509794200889	0.66150136161335	0.5023651001497	0.716380243783719	0.484570642582735	0.203483081733394	-0.462783717508282	0.90246371399331	0.441077121029153	0.451007266545758	0.576891425909034	0.795950802659656	0.826464874124547	0.81353467788056	-0.527131873095021	0.75645761666527	0.633608715312997	0.149246111859884	0.519462221876586	0.0681559789198407	-0.346030396284269	0.805921769171956	0.722004975781974	0.813508971924373	0.853599347746115	0.942176668106011	0.30216633760283	0.701490025386415	0.874665944324892	0.847416905612599	0.226743390777098	0.841975085080223	0.524339904246505	0.822889079770041	0.933953215156675	0.587075997831225	0.111163408890493	0.619866474680697	0.716115219138442	0.440984514870649	0.849680094883088	0.483211928298829	0.0646645418559782
IL2RG	0.875587505089612	0.904798368301682	0.442710092063198	0.903758335638388	0.451921431480992	0.801478543531325	0.542590479493949	0.242764488920996	0.11694566968703	0.765171347121284	0.449666010848942	0.791362185487042	0.850268702419508	0.570210410204231	0.674365471536066	-0.445059132834209	0.77610362383617	0.726415669246907	0.747592454213717	0.419806141192478	0.707913146253511	0.534036834796973	0.879325401495549	0.835587875800183	-0.0145864726256498	0.572911859562902	-0.172707873811131	0.597428771129001	-0.221634312338523	0.251558503639626	-0.259493874358314	0.765660315245595	0.687971640950589	0.663462304327084	0.377516620303992	0.695285250469409	1	0.377567623117087	0.658694356444374	0.516223685538786	0.826570183479	0.539495323304875	0.109511173884059	0.22926331550606	0.551767507951085	0.250819497628455	-0.490795040424467	0.581133712215132	0.103388043637716	-0.054173726635656	0.245525339193384	0.815164357794654	0.755315763564457	0.542283885596497	-0.300298694451325	0.756207268046247	0.737278703427114	0.363071195700958	0.226279977785308	0.34634425877155	0.100633458825193	0.82850873893819	0.400680996708945	0.77608545252571	0.640343769007021	0.816840654050871	0.106588548098525	0.32660681769482	0.716526964844036	0.644377441127877	-0.182357147685423	0.543264785853889	0.0657307729013382	0.524723698209782	0.807063559740673	0.0617903662909458	-0.383989253000346	0.240667701158375	0.361891914333386	-0.076451763979376	0.545136838261343	-0.0651345781984689	-0.420228281664386
FAS	0.41566741990174	0.485513193154617	0.642768600921448	0.417132903569498	0.726693745495324	0.448778582553008	0.629780772446714	0.686547091730059	0.20396626298126	0.536538001762156	0.399469013434192	0.436150204942399	0.595126540898894	0.384540382162933	0.678396494868568	-0.208995269354127	0.29864108603645	0.480117416732927	0.449239039585335	0.437864372823091	0.631382803987855	0.379676963826176	0.424117771891174	0.411650483543532	0.22014316326902	0.51928880831051	0.104065496647409	0.3655540520385	-0.0628359689613115	0.482642727649963	0.24419840319963	0.488964372726182	0.411650323744659	0.319645270445363	0.474851801610638	0.440717017916066	0.377567623117087	1	0.442469015393889	0.378884868816822	0.313077069948551	0.552075676022904	0.00625668152963233	0.170494573771368	0.642629421076348	0.171542827760123	-0.0451107866647375	0.23658809077125	0.111275307073472	0.022588493520596	0.58611798530188	0.378503770462381	0.393142215652119	0.587555374213209	-0.0533148504406808	0.349596124602873	0.492990121941001	0.447835006515107	0.447954646055169	-0.0552017066109872	-0.104152812219784	0.36872174165587	0.363413997614808	0.471826659589785	0.414623924298337	0.46207508229677	0.18203649708066	0.379323279403213	0.358504989279417	0.432243966264085	0.192597623111201	0.347617702945883	0.0886349842934309	0.271014842967819	0.422141853050731	0.185397891088647	-0.235748445942941	0.254122859047986	0.450147260775176	0.0199262971702635	0.528624120770021	0.0107999530325032	-0.269401471016898
ADGRE5	0.773616337159759	0.732820948907581	0.666534883810425	0.755261618519866	0.69108214007176	0.682912911537619	0.447602659357632	0.40649506604928	0.0225213320208061	0.523510380462287	0.501653026401885	0.502835758569963	0.724772433908296	0.792840565464806	0.657301332348658	-0.293124540898197	0.816670290836988	0.590521367562535	0.6928300103577	0.682135054031872	0.559725087887668	0.520609353002932	0.679542570422419	0.676034641092211	0.0705875635546155	0.627762089489461	-0.0525781481889548	0.58658015609197	-0.0660946347696513	0.454653710474512	0.0365703599929639	0.816258800716282	0.698363496296411	0.707053683957562	0.650116579145023	0.723132727326214	0.658694356444374	0.442469015393889	1	0.53698416477458	0.524018292769169	0.537207655208412	0.416709644456421	0.517992260698406	0.706604694078763	0.576217939085271	-0.0704858312537403	0.627147764054559	0.444900797053262	0.289366051517576	0.600527302019151	0.729859008817027	0.846888219247562	0.768423913652172	-0.115977469647091	0.693250144845594	0.530730426284464	0.419336596163229	0.642438575745149	-0.0448349789645097	-0.0665355010236051	0.569539429959176	0.644207939276727	0.631593546054057	0.689200872987276	0.725266238204712	0.420542465552635	0.654773408006621	0.662658390980567	0.689715391596086	0.184179385188821	0.673743122302432	0.442373398909805	0.659522703751602	0.720062719799859	0.459196406722412	-0.105381488486181	0.379839780658653	0.65656597463105	0.260788430562255	0.760017269985536	0.267154371219775	-0.155293866805545
ICOS	0.499598581398541	0.489577347448887	0.561166618440047	0.510983380677644	0.592547853827309	0.517051552867831	0.235629352571173	0.456157195439052	-0.0940201111633226	0.552812847569995	0.235386995222757	0.539074077720555	0.486068124589999	0.5686065377326	0.473040752196491	-0.384784637837708	0.511737496413193	0.587411384230125	0.416113547189851	0.421823444881139	0.527819391028544	0.598783954345103	0.556526270224821	0.519769119677563	-0.180501626209374	0.586308800032027	-0.149583126766629	0.590558503104168	-0.280497544660563	0.320951647456161	0.0128634570712021	0.669442115220655	0.33104401826704	0.353987600919336	0.485442091549333	0.521482141956278	0.516223685538786	0.378884868816822	0.53698416477458	1	0.476408966821409	0.545223380514659	0.218376724457342	0.360775337594959	0.386181630189329	0.189959261328034	-0.11783374373588	0.455354835131365	0.186432283387761	0.132690788169692	0.280003716749706	0.543167245912367	0.495424544527684	0.413775546000766	-0.234789071908517	0.545275595812487	0.379132779905061	0.0559425758205928	0.171082780417678	-0.0742003909887707	-0.146916571944411	0.517856881849942	0.397832658338254	0.549729849797043	0.389247190221199	0.551235028133114	0.093755460631155	0.258569200779869	0.460705182109794	0.42885725222365	0.0533312914809147	0.333177422977748	0.201844591376751	0.326703061962189	0.540722370802983	0.128442109983333	-0.295461178218269	0.262995051327347	0.372690935154985	0.0166939710245983	0.503510769593355	0.0397367776361857	-0.334208910166052
TRADD	0.892740906766538	0.709343438052927	0.375466474072642	0.788339451549833	0.396772745746947	0.89729588578958	0.466280323742596	0.0520492495239489	-0.296955136561071	0.877522456164645	0.0990482653506022	0.88347114418976	0.594977132334582	0.556361860609272	0.480511573974744	-0.658615080954425	0.655219037405725	0.750915672167808	0.455788859919378	0.353135029657111	0.66431565178384	0.564661714298214	0.827918492995263	0.899970863380078	-0.407988051823101	0.629813856099569	-0.575014788513597	0.693049509768423	-0.621507347364525	-0.0910159930000909	-0.594003356733536	0.714531018854663	0.64247522219918	0.593783844513985	0.517924184626775	0.775509794200889	0.826570183479	0.313077069948551	0.524018292769169	0.476408966821409	1	0.700782599324737	0.0329798847819977	0.25865902274582	0.339744830898333	-0.125071663742789	-0.761438766782274	0.749042417093539	-0.09822955612575	0.0188420696542776	0.226637516719614	0.795557448446715	0.638037759354691	0.519390399543902	-0.604231653949066	0.775936932410632	0.795000464937019	0.00826371570316521	0.110676686093115	0.254275281083855	-0.247152484112955	0.956329906360178	0.383893423833813	0.90729616182468	0.614409544033547	0.896729600319218	-0.0651730238014284	0.247358234892542	0.733139859436443	0.698245466308007	-0.20117256559241	0.602998886052138	0.0180188318069142	0.443405097240522	0.889678706569222	0.0676580176278424	-0.279894918759663	0.192383223809974	0.33788333661649	-0.0344546979143643	0.478198565709849	-0.0273187048745739	-0.296343815960893
TNFRSF25	0.635448177218341	0.524916295513579	0.778453628845286	0.597426605299963	0.726228080289965	0.794800699881118	0.549857230418267	0.383005741649074	-0.32124290711791	0.710914449244533	0.00579545826490637	0.570545115950035	0.581919628295632	0.636801280334191	0.455293959731157	-0.651218649959405	0.579694358491223	0.823883353863908	0.283043434269649	0.398011216127269	0.79008740756954	0.744728686965833	0.642278547840872	0.702021981988254	-0.363137768723504	0.81677025611563	-0.447939767588055	0.63094859298534	-0.617667991455187	0.183193342015848	-0.277294060821797	0.693012272355318	0.659702151194661	0.247443909305381	0.646459564309162	0.66150136161335	0.539495323304875	0.552075676022904	0.537207655208412	0.545223380514659	0.700782599324737	1	0.0485577938769124	0.38802306172393	0.428279412460695	-0.0334919446517538	-0.385615982516155	0.509131717043769	-0.0478100608954881	0.23562165519638	0.42882755862515	0.470943061430143	0.569142149510312	0.684541601427439	-0.573619756024241	0.690457170051011	0.76294491749484	0.0346382032370987	0.293630927438129	-0.0719939156808316	-0.372657841364853	0.708804676370992	0.452259489599304	0.792951558857627	0.502107943665666	0.686227831104753	0.081351749201107	0.383804342108696	0.477157733458426	0.633738412404722	0.2057236915084	0.675093626823348	0.124883295382705	0.273455755436103	0.662693326148615	0.179674935945939	-0.160590829582215	0.0483149213451723	0.399629402807268	0.142319852682126	0.647686103306757	0.0268783037243946	-0.168679725416968
CD81	0.153769326396334	0.201353901566114	0.261020415368529	0.167819472611201	0.192260016785962	0.112838204118349	0.00260614134315299	0.200082124309231	-0.112450024260503	0.0121098324677665	0.505120495703952	-0.0182576540780654	0.200005367067013	0.493745729623279	0.219626653273769	-0.0934340554252795	0.325826940570765	0.181700566274589	0.114282144405154	0.712249555412351	0.0578636658992021	0.442628541964018	0.254564828141087	0.345554048751977	-0.111816620454617	0.13441219567413	-0.122469845250488	0.547286824805882	-0.0411909543290048	0.153926209109963	0.0643148125204407	0.272328182636014	0.318134729556237	0.464235394274853	0.185775941204602	0.5023651001497	0.109511173884059	0.00625668152963233	0.416709644456421	0.218376724457342	0.0329798847819977	0.0485577938769124	1	0.757235408272504	-0.00291778910384443	0.346859106738752	0.203953199760653	0.541260298195341	0.895685280491972	0.751492242689327	0.281002053253913	0.26814633559017	0.321401894940914	0.466105662243689	-0.176000867595953	0.208959147071838	0.0424286655094352	-0.132469442409336	0.30103840902562	-0.0848800682570045	-0.0691398944063378	0.0963214409759105	0.590854297954716	0.131413758134695	0.607544559529798	0.329326204418942	0.369518237164034	0.781897714862113	0.46257784696186	0.452308736554296	0.572162457367242	0.431141390791577	0.957365317814528	0.807642465678614	0.338169747604391	0.701617436250312	0.552150308949173	0.676902084521631	0.589343230886117	0.778826975292079	0.63657880316955	0.837024108297496	0.486454206766182
TFRC	0.369411596479946	0.29102324750438	0.450403822543071	0.317388498003453	0.417029605680716	0.303230064603703	0.0515522771494691	0.24364807534434	-0.282861492186136	0.126292388346273	0.333060737333797	0.0779640119280643	0.308361772008848	0.67421152717573	0.259239960288672	-0.265691720391501	0.440053456659598	0.375466637166149	0.109206450753208	0.692656542715225	0.317942187213415	0.587366969451118	0.471282753093593	0.487859149252538	-0.21386186190601	0.513011053403909	-0.271629214759319	0.644522730440766	-0.26732342276908	0.165138469456875	-0.128491833205753	0.49628425134639	0.428049930868652	0.478519190061413	0.4630532709871	0.716380243783719	0.22926331550606	0.170494573771368	0.517992260698406	0.360775337594959	0.25865902274582	0.38802306172393	0.757235408272504	1	0.163540552756552	0.277574401893022	0.00898584702076828	0.665965106230632	0.637945441531932	0.7830984464701	0.464358168574732	0.327741408453611	0.553378159015709	0.690410687428584	-0.382945500173639	0.411665134593893	0.209421156772277	-0.0267295455569634	0.50620885912134	-0.140335966950715	-0.347965265399963	0.316298194011906	0.71264879330159	0.341489659998119	0.637986684082965	0.509913447730696	0.416854446556616	0.761811403316475	0.544787584688633	0.572882065335966	0.609786802707676	0.715813303872984	0.744380199087584	0.758779338028134	0.513361655510651	0.825255582144393	0.577014720933598	0.642701140443067	0.672036091853139	0.807606964064517	0.778866149607711	0.792822247705077	0.544347157258432
TIGIT	0.573996720775977	0.661508069625106	0.572641989248193	0.561653724161307	0.727043906479319	0.459250221903622	0.511008121469306	0.555783968281772	0.398591323799641	0.434048901849254	0.536783348398051	0.386767736473148	0.686054076043554	0.521204397077108	0.627399488334962	-0.159892770841459	0.454681468464283	0.372557117320168	0.702709401741393	0.518579877624198	0.554509873302366	0.256647633535051	0.555108687107855	0.399144513635195	0.412479903060708	0.610176282991434	0.292792949804695	0.30875217899131	0.181229818095428	0.585635601063385	0.290296989313295	0.623065981454548	0.387216339168593	0.47952355768391	0.491506951957277	0.484570642582735	0.551767507951085	0.642629421076348	0.706604694078763	0.386181630189329	0.339744830898333	0.428279412460695	-0.00291778910384443	0.163540552756552	1	0.529334312342146	0.00200808016845047	0.261547313440696	0.211730826966154	-0.0176975369110225	0.556544087487645	0.530178076218419	0.669059624776113	0.57013578410502	0.106367528229763	0.501014128927804	0.433425952947227	0.756372049647868	0.62300667159886	-0.051883753917324	0.0408416933617869	0.372539389879663	0.317490049108529	0.433803043451698	0.422778776490749	0.516380616751685	0.343402528624401	0.379098036685082	0.510522268889051	0.452478022964052	0.00336836844205668	0.48224400601577	0.0769388596982913	0.324886447272472	0.482405805991917	0.202055941406224	-0.308702245426036	0.213782327552857	0.438778779875424	-0.0351453619079115	0.530766510960222	0.00916669396978959	-0.344189923792605
CRTAM	0.247031042696217	0.401457952567014	0.33927465703618	0.376920988004183	0.453341505220541	0.0615240615926171	0.226153271818014	0.404639766644522	0.340091560695485	-0.130898467396186	0.618599559016551	-0.0255318384233396	0.426236505950267	0.536817433857617	0.523663088069115	0.30012435053878	0.359097858652656	0.182123498702561	0.495280422665858	0.470625407733348	0.0700825909221413	0.0631837129780676	0.231059915165812	0.106366985873197	0.479955330943166	0.174845119766467	0.496100460515924	0.144712140651579	0.565257875882637	0.563997185292907	0.426349360736393	0.475563508794385	0.262910603755237	0.424666610103108	0.257863554701852	0.203483081733394	0.250819497628455	0.171542827760123	0.576217939085271	0.189959261328034	-0.125071663742789	-0.0334919446517538	0.346859106738752	0.277574401893022	0.529334312342146	1	0.424562153036377	0.0848641392871706	0.523434547691377	0.150698856019005	0.437793262147247	0.194807156660683	0.526867208879007	0.414550829750116	0.407107902590869	0.341758453034566	0.0234920679541139	0.66811965833679	0.418857828180992	0.0221988699118802	0.153478648748548	-0.0003488084421903	0.386282850608513	0.0130795073425059	0.220111591057457	0.178386821706288	0.684566397703923	0.367559283401859	0.235534977918776	0.178708041233418	0.172994147032459	0.31742019182308	0.348544596300332	0.384393756846306	0.188983822527288	0.375487390618047	-0.102448670707318	0.407851799207748	0.372867857057241	0.13098761487533	0.395481058527114	0.20260528427774	-0.124319255131788
F2R	-0.592281822627571	-0.382945372580643	0.11433028555294	-0.419277147824939	0.0418124234963885	-0.529068786839821	-0.187386113459958	0.347393502130898	0.329132230233294	-0.573002371838935	0.183986957522024	-0.573458520269821	-0.230945397666832	-0.14164368071596	-0.11222808090805	0.488193937911755	-0.25461568545644	-0.351616830612767	-0.101887325248093	-0.0563423035564564	-0.300239279818088	-0.168414552824388	-0.514147994196057	-0.549995126014909	0.386012595540133	-0.271518468443489	0.584942759069101	-0.319283658315262	0.559912509877568	0.492436386025112	0.762851013050968	-0.277765447417874	-0.297734752955323	-0.38808600576991	-0.205332342870312	-0.462783717508282	-0.490795040424467	-0.0451107866647375	-0.0704858312537403	-0.11783374373588	-0.761438766782274	-0.385615982516155	0.203953199760653	0.00898584702076828	0.00200808016845047	0.424562153036377	1	-0.522600699976165	0.329183767401868	0.106545817967395	0.0726263061760457	-0.45222353698385	-0.295837737527386	-0.18295637905696	0.535221596488993	-0.364163325971144	-0.417571368889931	0.169914349886932	0.117728698691128	-0.311093041759551	0.270906424703189	-0.712422864198665	-0.107418188121234	-0.597473994240218	-0.307153470039924	-0.571582381666048	0.181093204736515	0.0202102562031851	-0.371255707262261	-0.495304295185543	0.407833676643525	-0.2540962787628	0.203112010446416	-0.128815525563584	-0.59418839036982	0.0944695629194722	0.2547875932332	0.00476846047452067	-0.113905419859081	0.206287187411479	-0.053936372835317	0.158443273006716	0.238578490242382
LAIR1	0.789709342575136	0.568562818642689	0.299751884552802	0.624839075597144	0.41165507722456	0.655886213587207	0.220475192155798	0.120949409375221	-0.393567786789725	0.59140362165116	0.300093472561522	0.641576106790204	0.426567627797511	0.750428440105474	0.438398056890202	-0.596832877975305	0.603930925675999	0.538783467133729	0.337735561436949	0.715218787965621	0.429951563109012	0.580412091787385	0.74892308485352	0.829464660141432	-0.434881858646702	0.608093876492585	-0.564695167295511	0.803461251024051	-0.519456119792692	-0.0412546487283141	-0.491548303865495	0.694661014447542	0.553643899614851	0.799310657763849	0.604884631332108	0.90246371399331	0.581133712215132	0.23658809077125	0.627147764054559	0.455354835131365	0.749042417093539	0.509131717043769	0.541260298195341	0.665965106230632	0.261547313440696	0.0848641392871706	-0.522600699976165	1	0.392251680975289	0.508270652961194	0.431332448766631	0.769584126588648	0.705198473943018	0.705046219942552	-0.601058861547682	0.661871597442767	0.496490606654642	-0.100184990384885	0.344205882428621	0.00626438526446098	-0.436490409550709	0.779227517389842	0.720163777782514	0.731020659358316	0.749574118085438	0.879631942367972	0.151241289251568	0.621898456130365	0.807417954361319	0.811833845323947	0.190303448684069	0.726750679064242	0.547819295606088	0.787143605501919	0.893959763903174	0.544993400509781	0.153285183170873	0.597635305436884	0.639798149711886	0.421368190031353	0.688605446803532	0.529501094088158	0.120298713064299
