""	IFITM1	CD3D	CD44	CD3G	PTPRC	CD69	PTGER4	ITGA4	LAG3	CXCR4	ITGB1	S1PR4	CD2	CD46	CD247	CCR5	CXCR3	CD6	CD27	ITGB2	DPP4	CD4	SIGIRR	CD47	CD8B	CD226	CD8A	TNFRSF1B	KLRD1	ITGAL	CXCR6	CD96	CD82	SLC1A5	RIPK1	C1QBP	IL2RG	FAS	ADGRE5	ICOS	TRADD	TNFRSF25	CD81	TFRC	TIGIT	CRTAM	F2R	LAIR1	HLA.DPB1	SORL1	TSPAN5	SPN	SIRPG	TSPAN14	JAML	CLEC2D	TNFRSF14	PTGDR	IGF2R	SLC16A7	PDCD1	PTGER2	ADCY7	KLRB1	ATP5F1B	RACK1	JMJD6	PLSCR1	SMAP1	VSIR	LPP	STX4	CD74	CD63	RPSA	PTPRA	EGFR	LAMP1	LRP10	CANX	NCL	APLP2	PTPRZ1
ITGB1	0.371278088661037	0.602041158722282	0.279798051041176	0.45100750164395	0.390579822343688	0.138188853687116	0.33844455758405	0.486179687141078	0.546205979737191	0.183538925274521	1	0.182542116059674	0.626904292227031	0.452386389301845	0.649507389470609	0.121600415552325	0.311374740333368	0.211768624435078	0.532552315317475	0.64460824731504	0.235872646883757	0.209627769658916	0.478953282364425	0.334678276746748	0.542341104150351	0.232246666597684	0.468476844215675	0.373851633688659	0.439517576416551	0.549933244301539	0.441826709853018	0.440956377015061	0.279120644842041	0.633360131332153	0.107788134379295	0.432035708339371	0.449666010848942	0.399469013434192	0.501653026401885	0.235386995222757	0.0990482653506022	0.00579545826490637	0.505120495703952	0.333060737333797	0.536783348398051	0.618599559016551	0.183986957522024	0.300093472561522	0.691813322413503	0.212491818854363	0.465455591228815	0.508600697941156	0.508285914315136	0.414987959158317	0.195222535939509	0.30109038366279	0.106550183728333	0.550548444972213	0.42533188408807	0.305161613335796	0.307843757813053	0.136619555549442	0.430981253846456	0.182316986781471	0.504117893454379	0.367435173884533	0.480869514566728	0.551488969785647	0.527840523577176	0.371640579589894	0.174993560779067	0.341613854971277	0.49729070725899	0.630256950993165	0.360509292285059	0.376718945357216	-0.0454143794508055	0.629592643228439	0.544514374227414	0.205406269044004	0.520706248962036	0.382726674333135	-0.0951800375625343
S1PR4	0.823409229977909	0.698319757535149	0.359834906052648	0.758641493770334	0.409689073688669	0.827937495261986	0.500005387293803	0.180514427829278	-0.117696877296559	0.889511986302241	0.182542116059674	1	0.588617438572614	0.48516583844515	0.621048947549154	-0.528170594617992	0.603679030584853	0.676668745943557	0.577174146858876	0.338569073767425	0.561584663412891	0.422168637903638	0.706177192555155	0.827610674448628	-0.263726143248638	0.498106518041833	-0.370578848001255	0.602401662305065	-0.429318321985395	0.0178714261210305	-0.388760923000276	0.683821900389811	0.571091038154991	0.573188953856638	0.449024473710163	0.628677023466614	0.791362185487042	0.436150204942399	0.502835758569963	0.539074077720555	0.88347114418976	0.570545115950035	-0.0182576540780654	0.0779640119280643	0.386767736473148	-0.0255318384233396	-0.573458520269821	0.641576106790204	-0.094414800076498	-0.168447808400329	0.246379258625431	0.800380687958656	0.514081398209279	0.408790551778061	-0.397675170720423	0.72348204929301	0.735902973709479	0.0660029354605925	0.027614279992599	0.245781323433038	-0.0999391655989546	0.861288720506729	0.316722271144245	0.811914697716903	0.558392785790417	0.819310690129451	-0.135991475095825	0.14324574116552	0.6846788437916	0.553942098782935	-0.296825236991079	0.414890479149048	-0.0486921762814771	0.391757760053473	0.802035413432713	-0.0987698636167377	-0.446051353574561	0.213477918613117	0.233899309318228	-0.207846756589456	0.382161378667369	-0.152054949976966	-0.48117877435086
CD2	0.739786724265007	0.940571138930367	0.654139049191491	0.860096757770082	0.596081410327182	0.658821357652643	0.610148490388269	0.40760795261409	0.334033534240253	0.635931761946064	0.626904292227031	0.588617438572614	1	0.584801417480847	0.844446330254074	-0.194113920860156	0.754553095881867	0.706533644017039	0.819586210192922	0.575632307499341	0.695481999218786	0.493289575180631	0.809309904422781	0.740073867752899	0.311605068433121	0.557676899728097	0.134125824335905	0.515234019915378	0.0183643861674563	0.497318789340553	0.104285581270654	0.740087810982316	0.752095326894288	0.609144103569972	0.368459637274395	0.645036141607702	0.850268702419508	0.595126540898894	0.724772433908296	0.486068124589999	0.594977132334582	0.581919628295632	0.200005367067013	0.308361772008848	0.686054076043554	0.426236505950267	-0.230945397666832	0.426567627797511	0.298966086397723	-0.018101109477917	0.422522628413575	0.697767641958355	0.730416539626615	0.615355085828419	-0.108793785877001	0.640337338316221	0.651407023530857	0.543360971087874	0.391864685664224	0.403521842198242	0.266610654148932	0.585625488427312	0.49531954904344	0.604708073862984	0.700051377684115	0.70221693449522	0.310080913473166	0.481309289849892	0.651456834451858	0.627259059173419	-0.0473007335239701	0.54959613483587	0.192590249222036	0.532544409416788	0.689895365425284	0.115863682236838	-0.385192663958062	0.323543957256881	0.508916775998251	-0.0230970997792735	0.634280543810229	-0.0337221016643903	-0.428974412010504
CD46	0.731193593130468	0.625327314039115	0.632689881283298	0.705400617118779	0.766934489748647	0.640161974167029	0.428445434750799	0.470856148321132	-0.259499271494666	0.454295805975332	0.452386389301845	0.48516583844515	0.584801417480847	1	0.639371256094582	-0.405299459870729	0.670938945378471	0.70207812261305	0.44955481838767	0.721232590790514	0.552336281179738	0.654414593959715	0.715265023135675	0.719009620913848	-0.183242926063639	0.752774528208523	-0.237667499971847	0.743031338227665	-0.244519198417455	0.352307588917417	-0.13892359569526	0.876304717755923	0.622048970858311	0.697456488043389	0.763732745080583	0.81503546341669	0.570210410204231	0.384540382162933	0.792840565464806	0.5686065377326	0.556361860609272	0.636801280334191	0.493745729623279	0.67421152717573	0.521204397077108	0.536817433857617	-0.14164368071596	0.750428440105474	0.446556272812725	0.479995559160902	0.676296262196307	0.652781190796602	0.847687789387051	0.86378753016146	-0.352176320282742	0.809948192301109	0.540095458246483	0.291525899726236	0.519667053413822	-0.0776339225633588	-0.401272632844809	0.647979671782272	0.765588997108581	0.685893971025651	0.646208387967066	0.783715469487258	0.479127993916347	0.631999781622135	0.690991987780971	0.714267026735081	0.324259858111694	0.823792007929957	0.51907252937207	0.700647347320041	0.789313459030377	0.612517574380308	0.0196604392453749	0.582578519263181	0.72767252675224	0.383127932191204	0.832592428519069	0.440602085479867	-0.00133717266011606
CD247	0.665529951397611	0.81885627932712	0.570776558760589	0.789069535774743	0.640069249234369	0.536201598815951	0.587066577325116	0.47701700992963	0.279790771535265	0.563411668896465	0.649507389470609	0.621048947549154	0.844446330254074	0.639371256094582	1	-0.0372815782120859	0.575610140837985	0.603832286972613	0.752895140068983	0.613595847055033	0.49190238526846	0.312891071767599	0.680574317691937	0.670774992822772	0.337366569666445	0.443876088108503	0.202961059598638	0.46415722105523	0.154616882920175	0.514639857216535	0.200211485318331	0.733778517265311	0.653381935819576	0.67282341471703	0.484032525691897	0.580863362789653	0.674365471536066	0.678396494868568	0.657301332348658	0.473040752196491	0.480511573974744	0.455293959731157	0.219626653273769	0.259239960288672	0.627399488334962	0.523663088069115	-0.11222808090805	0.438398056890202	0.33551533626567	-0.0703079580139989	0.564873898309891	0.646308290799682	0.625754049777274	0.593671879122117	0.0022477055807295	0.62613557109891	0.513205059075754	0.544076981184112	0.291710555588531	0.381946631382811	0.157888788449527	0.507741038191585	0.567455071963314	0.507552211387656	0.632876802347132	0.66415116763478	0.376528642024909	0.395175216638499	0.601386653596619	0.567390840398437	-0.0905439277149506	0.480776741005114	0.218318104640049	0.535995621637767	0.66292535446278	0.126952753677969	-0.440724150672545	0.511548960467852	0.572785389499197	-0.104969894890405	0.568237976067341	-0.00663056643192131	-0.489873782815748
CCR5	-0.505291265265249	-0.271543946802793	-0.302556128594539	-0.263493783434912	-0.365335193884149	-0.640628494694776	-0.328725509174422	-0.197570268398213	0.510241658722475	-0.608565982889315	0.121600415552325	-0.528170594617992	-0.194113920860156	-0.405299459870729	-0.0372815782120859	1	-0.347498546248957	-0.527852351204994	-0.0326818886714058	-0.227233977501296	-0.624544988024101	-0.691099037968438	-0.55160964411053	-0.541982269607556	0.705494886213681	-0.629358575902121	0.748496128166225	-0.620964286763171	0.813377983172952	0.134766877279018	0.533733256328837	-0.415176437613254	-0.314955591358045	-0.191488527907919	-0.343110070362885	-0.575715293984467	-0.445059132834209	-0.208995269354127	-0.293124540898197	-0.384784637837708	-0.658615080954425	-0.651218649959405	-0.0934340554252795	-0.265691720391501	-0.159892770841459	0.30012435053878	0.488193937911755	-0.596832877975305	0.0685903558643813	-0.320408468173595	-0.0898362248672028	-0.467083400274972	-0.392514307324102	-0.448620829468118	0.779525555340696	-0.468776695299351	-0.575183271737061	0.294145875837461	-0.144808360430241	0.262934423999229	0.4843076019117	-0.704591144669683	-0.269157949135469	-0.728727628516085	-0.377120959808836	-0.609141056144852	0.218915589568611	-0.284965565358279	-0.426216205443088	-0.509425518781798	-0.289108574810332	-0.514362114048859	-0.179615612039981	-0.277918894413565	-0.591008476538631	-0.189683906778987	-0.104121852493889	0.0285983608973753	-0.168954715917546	-0.28491092875823	-0.4582426106228	-0.188901093918459	-0.0917662856735671
CXCR3	0.777110426746494	0.782461632381126	0.536612700984671	0.836199337505497	0.446601271644326	0.748607448498258	0.324392466797812	0.179491183820082	-0.114876132643595	0.551646690810783	0.311374740333368	0.603679030584853	0.754553095881867	0.670938945378471	0.575610140837985	-0.347498546248957	1	0.731908638887031	0.745542212075377	0.481147651842129	0.621159531995939	0.574825256636485	0.705684242294503	0.787296737305916	-0.107219423323969	0.546799802021813	-0.228698470538964	0.544949019859776	-0.286582496985742	0.290729003670299	-0.236301109269557	0.790584522648007	0.787533478639466	0.630935762878664	0.481281290289839	0.668931993964413	0.77610362383617	0.29864108603645	0.816670290836988	0.511737496413193	0.655219037405725	0.579694358491223	0.325826940570765	0.440053456659598	0.454681468464283	0.359097858652656	-0.25461568545644	0.603930925675999	0.240368763969858	0.147536702885076	0.367332204438277	0.747668257233624	0.809152145771234	0.624675163532652	-0.330982471387064	0.641874396089635	0.62542825941699	0.214904226424946	0.405218324002575	0.15422529434323	0.0221445475576749	0.654507704043924	0.611906381302281	0.640244286880843	0.67077424659263	0.723414530317564	0.064502144219505	0.469296805930663	0.635531347454207	0.558324537995053	0.0474190321689841	0.577948119242816	0.272287069379244	0.615462362360604	0.730857085235251	0.22258888735933	-0.181084656370503	0.283803603961293	0.479475056186531	0.153521447076531	0.660625009831756	0.0890729318107844	-0.214852751874139
CD6	0.718434924101597	0.684147053110841	0.710257373915589	0.749436378115019	0.655937720814921	0.859553678856663	0.603420070608184	0.375997462042947	-0.252260072428765	0.73972720028006	0.211768624435078	0.676668745943557	0.706533644017039	0.70207812261305	0.603832286972613	-0.527852351204994	0.731908638887031	1	0.469011962758083	0.396554702856256	0.777412015383248	0.761927397018806	0.720942768558198	0.798342478170395	-0.30638868298947	0.657556365954582	-0.38034733326935	0.716994332941873	-0.500969335178839	0.241253051352654	-0.301925138928569	0.811069075766891	0.730641063119554	0.421918236415256	0.546231960160219	0.684222746758973	0.726415669246907	0.480117416732927	0.590521367562535	0.587411384230125	0.750915672167808	0.823883353863908	0.181700566274589	0.375466637166149	0.372557117320168	0.182123498702561	-0.351616830612767	0.538783467133729	0.0729338534166695	0.138570530356233	0.378141304023271	0.610861474631908	0.657139151676344	0.663714074268906	-0.487441692207223	0.788527155643928	0.793634062786074	0.143544628013687	0.199895171091698	0.177634923968691	-0.204739926186478	0.777005408626009	0.456492266761581	0.817431387847135	0.580788139176746	0.760232902231577	0.138998065752976	0.380882159593196	0.600618821341079	0.573763095904416	0.142420652267055	0.6291354945408	0.17024460932517	0.443651891501326	0.747009610598915	0.182140036812616	-0.243778120117641	0.227832485087578	0.421990660099935	0.107587355146476	0.675992700163154	0.0169800455563789	-0.25689663851458
CD27	0.638302763979305	0.872291124298543	0.423015280138178	0.759297990106908	0.388162397203506	0.505917659145715	0.363854804621842	0.241983266626213	0.388726480630579	0.482754669475399	0.532552315317475	0.577174146858876	0.819586210192922	0.44955481838767	0.752895140068983	-0.0326818886714058	0.745542212075377	0.469011962758083	1	0.473745439810427	0.447977424787573	0.186623906198276	0.628793144321172	0.612295116748621	0.377920549872786	0.322058856513981	0.229826154833077	0.28987945710278	0.160543300999444	0.441852776735498	0.167659846093083	0.614296851711581	0.618446649785321	0.62419219306752	0.281913358166857	0.449435488190553	0.747592454213717	0.449239039585335	0.6928300103577	0.416113547189851	0.455788859919378	0.283043434269649	0.114282144405154	0.109206450753208	0.702709401741393	0.495280422665858	-0.101887325248093	0.337735561436949	0.225522759298007	-0.215925192652002	0.272883182803849	0.688095288389984	0.640743506225621	0.406576321168917	0.0662787435610694	0.453719885716437	0.495175912442129	0.565359429202893	0.326065760837454	0.305857706133676	0.39423611092938	0.445349590109189	0.360755908695702	0.385671288761558	0.572270872509664	0.58061573127242	0.116396113870389	0.268298464024936	0.57196080404927	0.41729175908522	-0.260253302813091	0.298233517722271	0.0635881524883896	0.448065636647138	0.577050033243959	-0.0448172268122832	-0.47098093311449	0.296945922819096	0.317558450033962	-0.184379081653323	0.397679917818024	-0.152008965030789	-0.514049501809991
ITGB2	0.539830380989424	0.589075894228149	0.524215484081512	0.519245153078068	0.597529438205517	0.409600097486061	0.266968961123606	0.420355005134474	0.0919542017665507	0.358997885627557	0.64460824731504	0.338569073767425	0.575632307499341	0.721232590790514	0.613595847055033	-0.227233977501296	0.481147651842129	0.396554702856256	0.473745439810427	1	0.32703353381564	0.500942032301568	0.614379638854288	0.612102065233177	0.0559343305460173	0.526865376082953	-0.0274798134660297	0.724133770476668	-0.0357370777820904	0.366457754170509	0.100873447174251	0.627376907028998	0.518074764431826	0.719926951004134	0.499048639785754	0.752466740402193	0.419806141192478	0.437864372823091	0.682135054031872	0.421823444881139	0.353135029657111	0.398011216127269	0.712249555412351	0.692656542715225	0.518579877624198	0.470625407733348	-0.0563423035564564	0.715218787965621	0.749084750671808	0.584549083028292	0.532883517357168	0.555404068829549	0.642105831831714	0.708336459431191	-0.185924445346675	0.49730306112911	0.305927002983484	0.231521700144611	0.466092510737788	-0.00126217227969901	-0.146885817463849	0.40177431863616	0.707547267630193	0.428074266270689	0.722213865823503	0.661443356288148	0.488220667259904	0.784925794425802	0.746650509891273	0.723999965819526	0.362987028284375	0.677277153676922	0.773216451652242	0.782906287538794	0.66017233837635	0.603695855986962	0.121791395863721	0.692455527374659	0.719019805776405	0.472114263654855	0.747809153451634	0.613506165444075	0.0660238627196406
DPP4	0.642124973541907	0.64281402951747	0.71743706142302	0.63712557378399	0.704646780595902	0.75048052852541	0.687362567135013	0.566841272833813	-0.133639158250302	0.70272915821857	0.235872646883757	0.561584663412891	0.695481999218786	0.552336281179738	0.49190238526846	-0.624544988024101	0.621159531995939	0.777412015383248	0.447977424787573	0.32703353381564	1	0.789846795586376	0.736479737568297	0.660959603391836	-0.179316291314323	0.81552334703758	-0.28640955041376	0.578385690772745	-0.46747884073413	0.386677320112123	-0.175214589033235	0.685348963138128	0.571457652039353	0.30417667478753	0.511646954352142	0.674433570195891	0.707913146253511	0.631382803987855	0.559725087887668	0.527819391028544	0.66431565178384	0.79008740756954	0.0578636658992021	0.317942187213415	0.554509873302366	0.0700825909221413	-0.300239279818088	0.429951563109012	0.0441191926604816	0.140991496275491	0.436200574485877	0.593121012611169	0.662540039858527	0.66648228727883	-0.412737947359146	0.646670565615861	0.816816913557864	0.291762168699678	0.474345055517885	-0.0628054442375254	-0.218513819100674	0.702236908375306	0.420649232125675	0.79464822106797	0.521275356435729	0.694086653760964	0.0736785663672643	0.424958217478021	0.540116663515263	0.56026171356037	0.208181842412329	0.614875569189001	0.107737839089409	0.369146202409309	0.651734128067788	0.21064434097121	-0.1725985230958	0.127009299219571	0.397422835333251	0.157939422743603	0.694427062928292	0.0112334833696786	-0.201417793237976
CD4	0.502757977750209	0.422571115276601	0.696025917972637	0.494001728273031	0.666485842882528	0.672995164440355	0.413936234739631	0.567370306642974	-0.342482220431507	0.559646528285517	0.209627769658916	0.422168637903638	0.493289575180631	0.654414593959715	0.312891071767599	-0.691099037968438	0.574825256636485	0.761927397018806	0.186623906198276	0.500942032301568	0.789846795586376	1	0.62442214345732	0.637419439496097	-0.488354912023438	0.76406482167519	-0.477070204414944	0.812805108611759	-0.608077402804071	0.346164184806951	-0.221351632696249	0.658552115554562	0.508689082173516	0.294279780572592	0.527784049899189	0.688956537300897	0.534036834796973	0.379676963826176	0.520609353002932	0.598783954345103	0.564661714298214	0.744728686965833	0.442628541964018	0.587366969451118	0.256647633535051	0.0631837129780676	-0.168414552824388	0.580412091787385	0.287219751823197	0.554616343122436	0.349898703881302	0.483515433221373	0.572682872629795	0.671046595871904	-0.571496699296183	0.623762243362226	0.647444816573168	-0.0564488737870428	0.319115635835876	-0.194650603645244	-0.406169860774641	0.614101810100232	0.53942099196521	0.723327404169005	0.495466546832617	0.62424172141064	0.123192863023482	0.57486075774639	0.564591627118344	0.576448605975867	0.539685482629006	0.691852342377882	0.478860005308443	0.50369354246714	0.596791249297254	0.438693863489186	0.130545177103543	0.247462913479754	0.486377085777466	0.480326849028208	0.784162020496869	0.376009163750968	0.100081389850022
SIGIRR	0.877929988671726	0.886898747195476	0.491985507927892	0.832740385798873	0.548023304461252	0.74459214213798	0.509948936081105	0.284662617259152	-0.0533992010817693	0.712443841471179	0.478953282364425	0.706177192555155	0.809309904422781	0.715265023135675	0.680574317691937	-0.55160964411053	0.705684242294503	0.720942768558198	0.628793144321172	0.614379638854288	0.736479737568297	0.62442214345732	1	0.870303873465682	-0.0919760398321271	0.729927390739685	-0.271740095828634	0.742441029496132	-0.335560106053804	0.222991381588674	-0.266021655032287	0.807988829813733	0.667825617459468	0.727282159064842	0.471279977083584	0.875352005978473	0.879325401495549	0.424117771891174	0.679542570422419	0.556526270224821	0.827918492995263	0.642278547840872	0.254564828141087	0.471282753093593	0.555108687107855	0.231059915165812	-0.514147994196057	0.74892308485352	0.265599121401415	0.162556227340183	0.384461810060751	0.841285154918224	0.831851892682106	0.674664809952971	-0.465902808496565	0.753756525236027	0.69474834449406	0.290044701521158	0.374365102081043	0.290258779832331	-0.0862793112909556	0.82870410985511	0.6039602383876	0.791853894886692	0.746736172326109	0.914204421358741	0.230404062465153	0.472003420450237	0.808492967963735	0.777679660060089	-0.00925115513359774	0.73559903896988	0.271080716161775	0.638470978443461	0.91182879699362	0.270325273327009	-0.222093393358635	0.431110648654814	0.540898574097592	0.126059364584634	0.670993535770844	0.149594817387837	-0.249745834048239
CD47	0.885572416178225	0.820788758819389	0.529553078402161	0.861086093952724	0.495300438326106	0.860304928556976	0.468334417732224	0.180130692514176	-0.211425014457556	0.802057679131352	0.334678276746748	0.827610674448628	0.740073867752899	0.719009620913848	0.670774992822772	-0.541982269607556	0.787296737305916	0.798342478170395	0.612295116748621	0.612102065233177	0.660959603391836	0.637419439496097	0.870303873465682	1	-0.280363427698167	0.630720783085274	-0.451146671716558	0.788248249982495	-0.494823081637685	0.0875248531347291	-0.398132709929727	0.798044468319263	0.793799207954767	0.733401859132509	0.555916609868554	0.862122625612909	0.835587875800183	0.411650483543532	0.676034641092211	0.519769119677563	0.899970863380078	0.702021981988254	0.345554048751977	0.487859149252538	0.399144513635195	0.106366985873197	-0.549995126014909	0.829464660141432	0.21518244528087	0.221323580270239	0.345012288314383	0.834914020617431	0.737273156187056	0.686502533743129	-0.561987192972661	0.789081600546878	0.791549459264537	0.0810531911283269	0.237071407875079	0.263336172227634	-0.149073448802206	0.884883318233668	0.620961803546336	0.84066144423041	0.796930423772432	0.939395867092125	0.0908252603961079	0.498600403108099	0.824145830556671	0.798299399733196	-0.00314205930545102	0.705630304595255	0.310218886242709	0.675260489392077	0.93822992803712	0.252712254885411	-0.164457470831442	0.429743610295977	0.525229591183929	0.177007128306407	0.670022631136417	0.189854513506184	-0.197081322414629
CD8B	-0.13641251498743	0.218348960234522	-0.0101118520293759	0.0367255749082178	-0.0114332077544821	-0.36360703339538	0.114752152933319	0.116821716832718	0.84546992082784	-0.253739064822984	0.542341104150351	-0.263726143248638	0.311605068433121	-0.183242926063639	0.337366569666445	0.705494886213681	-0.107219423323969	-0.30638868298947	0.377920549872786	0.0559343305460173	-0.179316291314323	-0.488354912023438	-0.0919760398321271	-0.280363427698167	1	-0.251536305761184	0.918104559652507	-0.427518899274776	0.875326658130324	0.418133605460861	0.716803800312777	-0.123529867776294	-0.0814561571756742	0.0682416691929532	-0.272511335998695	-0.242721047336897	-0.0145864726256498	0.22014316326902	0.0705875635546155	-0.180501626209374	-0.407988051823101	-0.363137768723504	-0.111816620454617	-0.21386186190601	0.412479903060708	0.479955330943166	0.386012595540133	-0.434881858646702	0.225236661046667	-0.363501078106235	0.174385394384299	-0.0748803740156551	-0.0142662584789813	-0.131995130434531	0.735297417610222	-0.226322700516986	-0.278108587961982	0.691354931269863	0.238900974606073	0.345742889441179	0.66946604282357	-0.428988204908762	-0.113761293736256	-0.410537173264712	-0.0160847391131426	-0.262224558817496	0.338979186956337	-0.000177935503799185	-0.118036275230668	-0.17972790130366	-0.263586738897644	-0.242480822625597	-0.115621751190871	-0.0579076762638611	-0.273304578639817	-0.143603736949901	-0.272225593838713	0.102286309812677	0.0199229771609631	-0.296122395588766	-0.129508504055279	-0.210122248317566	-0.291613327808487
CD226	0.684661038408875	0.541692304606403	0.687225085967198	0.609183906411352	0.815654645700634	0.670209322039988	0.462105228245541	0.581531632440124	-0.226918767447217	0.578226579019114	0.232246666597684	0.498106518041833	0.557676899728097	0.752774528208523	0.443876088108503	-0.629358575902121	0.546799802021813	0.657556365954582	0.322058856513981	0.526865376082953	0.81552334703758	0.76406482167519	0.729927390739685	0.630720783085274	-0.251536305761184	1	-0.303113951287275	0.660623754457644	-0.454054937962352	0.393627972202138	-0.189279302238701	0.789927791102052	0.442813219247391	0.414274411118542	0.737225858212692	0.761248240031699	0.572911859562902	0.51928880831051	0.627762089489461	0.586308800032027	0.629813856099569	0.81677025611563	0.13441219567413	0.513011053403909	0.610176282991434	0.174845119766467	-0.271518468443489	0.608093876492585	0.122710145944663	0.362079423774084	0.606140515869189	0.586631020149687	0.759795784881326	0.756494348526726	-0.453332639828952	0.734127795961816	0.637062509345156	0.254206299462569	0.544411937706699	-0.236612571688988	-0.483340601287917	0.679282817816787	0.56415247030779	0.763521066977854	0.467411269965092	0.719886620715776	0.21319338079794	0.493115722910687	0.623366888813739	0.631431258711319	0.305720372662971	0.783048934156725	0.230947026316247	0.416396514383995	0.6929182771747	0.405873568183211	-0.05871469529953	0.26038919744606	0.520999210117194	0.249557012460555	0.747364117128818	0.220569755344912	-0.0708049757893303
CD8A	-0.329516061093449	0.0223945492622612	-0.0362639936834552	-0.102393722981079	-0.0257584029453374	-0.486697958203633	-0.00526029359894933	0.19894606713867	0.843929793864354	-0.381051077707558	0.468476844215675	-0.370578848001255	0.134125824335905	-0.237667499971847	0.202961059598638	0.748496128166225	-0.228698470538964	-0.38034733326935	0.229826154833077	-0.0274798134660297	-0.28640955041376	-0.477070204414944	-0.271740095828634	-0.451146671716558	0.918104559652507	-0.303113951287275	1	-0.463576731131821	0.915455571201384	0.489946311169343	0.806383765615496	-0.204970784436343	-0.236631518257668	-0.112062101597685	-0.344150986927092	-0.40837531068013	-0.172707873811131	0.104065496647409	-0.0525781481889548	-0.149583126766629	-0.575014788513597	-0.447939767588055	-0.122469845250488	-0.271629214759319	0.292792949804695	0.496100460515924	0.584942759069101	-0.564695167295511	0.216010776250591	-0.336390248474561	0.15340559811429	-0.210949076672349	-0.152137351240059	-0.273141062939627	0.830217778505861	-0.310174912066683	-0.416669996473428	0.581853377654764	0.138101156059886	0.205762470633545	0.602669875913987	-0.582443549861907	-0.234319139147405	-0.536081868778315	-0.228158065355344	-0.440829477994351	0.272544381763636	-0.137693923921274	-0.23116087290158	-0.393181032603446	-0.187833620564304	-0.361353426014502	-0.128158676351575	-0.181612646161804	-0.460462164283934	-0.178862105033683	-0.244076114507678	0.044003452681425	-0.134916066982664	-0.312010967918021	-0.206532445256623	-0.198906490857371	-0.257507761300873
TNFRSF1B	0.666185426659987	0.546356137274553	0.562360505438311	0.581933496911274	0.604788244697634	0.726366910619807	0.393487854632326	0.415612318570997	-0.274421256278447	0.648048210546922	0.373851633688659	0.602401662305065	0.515234019915378	0.743031338227665	0.46415722105523	-0.620964286763171	0.544949019859776	0.716994332941873	0.28987945710278	0.724133770476668	0.578385690772745	0.812805108611759	0.742441029496132	0.788248249982495	-0.427518899274776	0.660623754457644	-0.463576731131821	1	-0.526030115562935	0.15735768039757	-0.271626143075074	0.736566266321881	0.542856468109734	0.598255676493022	0.512504590333842	0.833186798757732	0.597428771129001	0.3655540520385	0.58658015609197	0.590558503104168	0.693049509768423	0.63094859298534	0.547286824805882	0.644522730440766	0.30875217899131	0.144712140651579	-0.319283658315262	0.803461251024051	0.429564473134363	0.531140233515826	0.361710473584056	0.663711005626091	0.634685979976005	0.669027415813704	-0.54859717661745	0.710069048670097	0.586391646802349	-0.0559071268103806	0.239971477988294	0.00812739059671049	-0.381175058633997	0.725367276904763	0.590482018270123	0.762158901335629	0.655079235184297	0.807579851260489	0.2415250597137	0.580035111583555	0.796374519814781	0.703468787113431	0.373990276014669	0.745505524356964	0.571502179254628	0.678757553487807	0.79192998170016	0.502944810656723	0.0936438508993794	0.479858760553182	0.54848589676167	0.447187909136163	0.744715967077441	0.478680460939926	0.0600393621412982
KLRD1	-0.336612339375746	-0.0546988297072442	-0.196632448424308	-0.150768824192814	-0.145247113114722	-0.558831589918585	-0.0740531727798163	0.0535916482647181	0.758431154830078	-0.492760636367083	0.439517576416551	-0.429318321985395	0.0183643861674563	-0.244519198417455	0.154616882920175	0.813377983172952	-0.286582496985742	-0.500969335178839	0.160543300999444	-0.0357370777820904	-0.46747884073413	-0.608077402804071	-0.335560106053804	-0.494823081637685	0.875326658130324	-0.454054937962352	0.915455571201384	-0.526030115562935	1	0.355836534128059	0.69126394856963	-0.269274765001229	-0.255003694960225	-0.0412293598773192	-0.342375897306133	-0.441990232759971	-0.221634312338523	-0.0628359689613115	-0.0660946347696513	-0.280497544660563	-0.621507347364525	-0.617667991455187	-0.0411909543290048	-0.26732342276908	0.181229818095428	0.565257875882637	0.559912509877568	-0.519456119792692	0.26371123876041	-0.291197021021002	0.0591112427523347	-0.287011513478289	-0.17789729551828	-0.280859263881979	0.865117172517719	-0.320239095947469	-0.508253781820134	0.565612609791101	0.0672900078010269	0.204755654505144	0.564989656917693	-0.599928505663121	-0.203932277549669	-0.594969312628424	-0.240582972541365	-0.464654919420722	0.394570535966316	-0.115125194852969	-0.29870674743867	-0.352888656996473	-0.203592284185166	-0.387530756288077	-0.0608721510978416	-0.132053142095093	-0.461396869517047	-0.0928381483207783	-0.163650392531975	0.0918529339692279	-0.0851049042857167	-0.258009476539912	-0.27779916050503	-0.119227003674143	-0.178437597370825
