""	CD74	NCL	APLP2	LRP1	ITGB2	PLXNB2	SDC3	CXCR4	SORL1	SDC2	ENG	LAMP1	TSPAN15	LRP10	ITGA4	ITGB1	TLR2	SIRPA	NRP1	RPSA	PILRA	ACTR2	NCSTN	MERTK	CD44	TREM1	ADCY7	TLR4	CD93	ITGA5	ITGA6	FPR1	ITGAM	ITGB5	AXL	LY96	TLR1	CD81	BMPR2	KCNQ3	NRP2	KCNN4	FPR3	PLAUR	CSF2RA	STAB1	IGF2R	CSF3R	TFRC	TLR7	ASGR1	ITGAV	VSIR	TNFRSF21	ABCA1	DIP2A	NOTCH2	CD33	CADM1	LILRB3	AMFR	CD63	STX4	CD163	HAVCR2	THBD	LILRB2	PECAM1	GPR84	ACKR3	CD47	NECTIN2	PTPRA	UNC5B	MCFD2	SIGLEC9	CD46	C5AR1	TREM2	GPNMB	RYK	CLEC2D	ANTXR1	RHBDF2	ERAP1	PLXDC2	TNFRSF14	CD69	TSPAN14	PTPRC	RACK1	ADORA3	C5AR2	CCR1	PTPRJ	ST14	LILRB1	SCARB1	ALOX5	JAML	IL6R	TMIGD3	TNFRSF1B	C3AR1	CD4	TRADD	ITGAX	TNFRSF1A	PTGER4	JMJD6	RXRA	HLA.DPB1	SMAP1	ATP5F1B	SORT1	TNFRSF12A	CD68	SIGIRR	C1QBP	SLC1A5	MRC2	IL2RG	CANX	LPP
TLR4	0.706694014689958	0.632585577322223	0.828565600190107	0.866665755616476	0.65441620511786	0.737074289921571	0.746339229066983	0.615103514190485	0.800457404023012	0.707947853825132	0.733301811586866	0.7881968037514	0.737564591601602	0.835379784168527	0.587198755780251	0.816424197342257	0.785887431916698	0.819507612323978	0.712254057052437	0.601948917388611	0.735293880805972	0.705387887507627	0.720658219778383	0.861230226233372	0.791271837714496	0.496155462107775	0.800274031466979	1	0.649884609570857	0.553098728080298	0.807526626931224	0.593347806088389	0.695155563595484	0.784881938872553	0.73320668332371	0.801117641738807	0.716452797144294	0.81198917026379	0.818376525799178	0.777041141981401	0.76180457807073	0.34552468587707	0.760672292602601	0.785906384677857	0.798814732073005	0.68672802950115	0.634736932035622	0.860384884839701	0.838571156381546	0.850817065443937	0.351824574633831	0.84412626953027	0.640348860523414	0.61898072722717	0.607122410898239	0.82580398818265	0.781504549457678	0.654063764303085	0.842876262760347	0.749797231003002	0.795055440659861	0.696691714043203	0.856271104629763	0.837490269883709	0.752357299629064	0.731886666784487	0.745147720348027	0.884518558320096	0.715447255129832	0.605369243952718	0.70405619477136	0.707051812472056	0.811308818604771	0.749948045718169	0.733346059727652	0.568391536470175	0.809079314379523	0.897129934879841	0.705669784414289	0.409310846182853	0.820466653919984	0.811666466164938	0.541717068501644	0.785304264694142	0.762155309774737	0.833460784554209	0.809986397588974	0.752648216781137	0.883797964006269	0.721776300351916	0.712308167133409	0.739414416764121	0.644290332416799	0.760307763671846	0.75894894581354	0.707576240521958	0.776218998618469	0.824823633182633	0.665831686562868	0.432988627477311	0.72382948599896	0.692474747850951	0.820868239319163	0.655503154971035	0.799033712381237	0.735279761722337	0.693604980784826	0.816290653290413	0.844069827484162	0.771932479674703	0.645974612242467	0.674546445271034	0.72322726144312	0.528196103533597	0.759941025372524	0.46988661419449	0.835584109879221	0.753300211383841	0.506468298193033	0.546159702394418	0.707144963801095	0.718571302106372	0.763192157088399	0.836029665915154
CD93	0.617134900969568	0.859032917390323	0.840421747164192	0.732246952542566	0.81306816975104	0.865888879997629	0.60076021511685	0.32508079359177	0.803385943682376	0.355198990255064	0.910058585464327	0.711385503261602	0.87273328934194	0.778257638136601	0.873835943538361	0.828043100891379	0.791429034718616	0.89240937915713	0.823484117896676	0.817407252360559	0.398842603842634	0.929452166033655	0.803254746406321	0.716376702410557	0.742384014917901	0.586529534747188	0.859140693373097	0.649884609570857	1	0.720644783801684	0.835107138190696	0.722705622905219	0.883872620176595	0.712242551234906	0.608317409772704	0.641890559496787	0.72462134637176	0.880773976677615	0.835984721880726	0.778267373806884	0.492386259251522	0.761834592051206	0.818949052042036	0.812630112378671	0.606134441061539	0.85792223501657	0.473195881893898	0.662495853808882	0.625076144203119	0.747679266905235	0.716390438516729	0.837124360232003	0.608425391835355	0.451923759913147	0.302272360591883	0.691120005761319	0.565788188518021	0.797775652420396	0.704223248628869	0.474587002297325	0.640155227716295	0.781210223028899	0.736247343652291	0.808746324589533	0.734662404353566	0.830637135816884	0.756708055818568	0.781323271598939	0.771845866243747	0.469600346357686	0.823657521839737	0.816588292816252	0.816082242971874	0.872556113675297	0.801941701128988	0.775689167097679	0.72631860622874	0.509737222905487	0.777664285790939	0.115815732582541	0.64076954866051	0.706772508284046	0.78923930630741	0.801562044417195	0.82363623740823	0.833561711489703	0.58296666188492	0.677367954110695	0.745772219090254	0.765478392327207	0.797007665901796	0.79554155253578	0.405587358514312	0.784507975308598	0.825985666012077	0.893079876456009	0.815876629849583	0.718970256452178	0.840473046538181	0.356130486299731	0.753657808048659	0.708878490544604	0.703758951582863	0.666940252237545	0.910953469287176	0.747363235183009	0.416282960302068	0.789688139816121	0.698605966425496	0.678088377677745	0.756861508177045	0.507085895148549	0.69166731345363	0.78989522866756	0.723939725011901	0.753473376219847	0.659463596822346	0.753313951562535	0.79964496107802	0.733534030359833	0.834901942391227	0.653808944763338	0.869054444350257	0.821362745195386
ITGA5	0.279396131065399	0.669679070667	0.734607675463792	0.643723729169626	0.63796037469277	0.721348466737149	0.51778276014646	0.163170649955423	0.540252081229226	0.468085136862066	0.735138994151147	0.620876011746967	0.68315264496616	0.594523144378823	0.628908860676175	0.69277641481914	0.496469825694115	0.718152335303596	0.75797569120845	0.709863480463452	0.26274945777153	0.760782757219934	0.657967183605963	0.600687942438137	0.785140522877672	0.746716315064246	0.60005314495336	0.553098728080298	0.720644783801684	1	0.651867705889442	0.423683560400926	0.796548387220673	0.723469676354611	0.283302661969027	0.482609016868383	0.464623259021414	0.725186208380096	0.627875335163234	0.579461555503956	0.657108479159329	0.615982998195504	0.666482369117075	0.706801956877607	0.347504747225336	0.70615131484414	0.576597995936783	0.405562540791885	0.430766815739645	0.494935147958692	0.688800058450145	0.613028590680607	0.308029526354081	0.526673802539852	0.594492198145502	0.602451724613604	0.552296209963636	0.56197854666161	0.619930720358154	0.423353381704778	0.660792707262148	0.693475373389795	0.604627012524249	0.590977118282497	0.529222213385787	0.684341168442804	0.527847609479425	0.578934436340389	0.532257304951667	0.523533574647805	0.640179496636091	0.620421357195821	0.663453519294135	0.594622210362881	0.712982023808679	0.579908037577248	0.584717506142378	0.410867094024872	0.501603768631835	0.50763741169331	0.597271161242724	0.657875894595007	0.559572990422803	0.539574236697713	0.630850980068656	0.563087628667504	0.59847982327086	0.447707611663292	0.638108235636447	0.522535259082082	0.672917755496208	0.514504227627858	0.479303838697383	0.708186118804329	0.741925854629508	0.74448415545746	0.522820118773917	0.668464201902891	0.569044684345461	0.294468458781937	0.762406626483658	0.618755549843964	0.533069249216239	0.394150978306566	0.763445811794291	0.592335196080627	0.456807465243843	0.580057632144401	0.491020291445601	0.608266194421762	0.806053830690721	0.182461379874559	0.680257788630255	0.607471687546037	0.570538229329125	0.701811003452555	0.61635668748323	0.642411179643501	0.631666110534764	0.534531019399758	0.668422724449648	0.608214913895735	0.750595651907166	0.605361842186144
ITGA6	0.747854932633034	0.837870664645007	0.885937398098052	0.786524569307001	0.807722139911645	0.807371678577854	0.647934586162859	0.545891579056526	0.857733976627716	0.551147041702086	0.853010279418962	0.793312224072481	0.879495375938715	0.85627462861231	0.828079521254613	0.886771932829657	0.839010368375296	0.906663368674677	0.786982175260095	0.805224875547157	0.576504477025913	0.875691206207674	0.818628603214155	0.787193295890471	0.777070371904969	0.537588093559471	0.873858569125997	0.807526626931224	0.835107138190696	0.651867705889442	1	0.753422699780353	0.810456111549691	0.742162129683695	0.742862469009066	0.771158318683724	0.810952693928581	0.865265934856429	0.864607711249121	0.795837041468098	0.576128344734888	0.607983980232751	0.816727725185819	0.827406025252928	0.755356480144857	0.764177663363174	0.524980370082677	0.779778806995603	0.734432308809867	0.824437590623648	0.605536903232978	0.891583181877848	0.713168657822043	0.526399653658461	0.380992078969247	0.799852408025925	0.682606209020681	0.792321188923197	0.842293933668439	0.618196006386684	0.701888069564558	0.8110646540594	0.833123583578495	0.84976744417402	0.811632365907662	0.782356581314278	0.838709870292488	0.864993795662908	0.792814608748095	0.520879608594465	0.845633880779241	0.842438678129962	0.854820801105129	0.861229046412313	0.81864131869299	0.746991361529427	0.828971159311926	0.666789756871916	0.818643482714456	0.229272890770571	0.709103302987485	0.759020580534087	0.754335402831801	0.851077655802845	0.842861892591545	0.899828681763259	0.73344241878018	0.780859272612672	0.804032461642379	0.834987334174576	0.833273604233768	0.843782177707586	0.488407895976359	0.795053768283222	0.794061477458174	0.878143546418379	0.866183876133006	0.79686869672698	0.831335107877638	0.472190868432699	0.751307808089946	0.719738815198583	0.784291087814461	0.752681037114116	0.891259741699926	0.813496015900168	0.532502930886837	0.860775782766607	0.814622362992585	0.774864633189545	0.676686551595627	0.668412819395702	0.755374277359977	0.759295819844372	0.768926739780834	0.677605193131842	0.79285066696136	0.813333720429179	0.759514967955581	0.736560475302542	0.854593679125612	0.727774684151931	0.867830559471832	0.844386735728453
FPR1	0.910689188309214	0.879122601893596	0.808603412212811	0.541404227363073	0.92506535732255	0.607140686509615	0.302159181788114	0.658393523607938	0.876077495415639	0.342733732371255	0.781933307688152	0.804501440519309	0.834429174557304	0.853088225547974	0.869129496260306	0.838543161847207	0.839448893957988	0.774394548974892	0.620103724621486	0.834100408939819	0.691018979694899	0.824712670842927	0.793305070196267	0.506860621485457	0.605633199105397	0.432069794845362	0.805314790283956	0.593347806088389	0.722705622905219	0.423683560400926	0.753422699780353	1	0.679977435151504	0.430099385362603	0.87242288522752	0.863158453561864	0.910055629426163	0.699826975230313	0.759003957359904	0.698433217505654	0.335657792270352	0.725903940483444	0.552829695624646	0.821306767896974	0.771333952213578	0.497752699447312	0.280488556628287	0.719808963077866	0.571762183348252	0.758439148124257	0.577250802375454	0.815712575210401	0.91319571155505	0.176114556851866	0.0652702642822661	0.582735601286231	0.540958906941872	0.928909285335242	0.741626257199804	0.640500522869473	0.517403100036003	0.857782627106358	0.73206558161612	0.74733832493582	0.918839980633417	0.665600360674284	0.855294966737517	0.746393613033582	0.857191629181056	0.124758241818881	0.903583568639103	0.880936639086821	0.791482697233457	0.845499623549975	0.79891571590922	0.904182041326668	0.829282704955673	0.554167975133901	0.953356421797339	0.0655860324258261	0.510862487041878	0.568384953520841	0.750857136528942	0.895174329684062	0.682120527886003	0.837110376106801	0.629945988170244	0.789224517933302	0.632837781572389	0.937092224621646	0.853334456824694	0.937397474616268	0.183239250690184	0.780136074690919	0.582615178126276	0.772127134677924	0.893306470421605	0.570527381036618	0.884419489772014	0.624590384327382	0.632230379853771	0.68132000221879	0.804287763608177	0.958335585258242	0.734102229820727	0.870088837167157	0.381553076625344	0.890385600291985	0.719229534704079	0.733736827942012	0.47987940372356	0.833738860361827	0.739500707326052	0.897729804439211	0.75801069177559	0.715419818640635	0.751399197289318	0.80611714624528	0.85661248331871	0.9007954604173	0.708070896004944	0.658078161163437	0.835946749435952	0.763158948490816
ITGAM	0.555613107776416	0.832605873166321	0.884844967637809	0.795919823399624	0.836907443100329	0.879850846545714	0.574225784259724	0.324702592138708	0.803644227179009	0.489444674775754	0.905262304642082	0.777173554259727	0.833520766081675	0.78754516941149	0.815889679039084	0.869096774294685	0.743175838850377	0.879558021823871	0.876675380642284	0.820311264136537	0.478926346040623	0.904245201101926	0.82679541970244	0.699982483272184	0.826696410163731	0.767554741395829	0.81373892324858	0.695155563595484	0.883872620176595	0.796548387220673	0.810456111549691	0.679977435151504	1	0.747798414053534	0.563914026422628	0.672553775823316	0.698419047764749	0.883612610466388	0.819023576992387	0.798562167641537	0.650762013138898	0.737063391957033	0.746968670217005	0.862422440621585	0.575936688117134	0.808421859894108	0.550127618107462	0.641238409930806	0.617978966285368	0.715337509772386	0.685848256354818	0.805033868948421	0.554507108360535	0.473655207639539	0.51166336451336	0.74492335112189	0.666576976274127	0.77500323075399	0.743535230911111	0.57830176024913	0.74832104988386	0.835458268414048	0.755484748699949	0.797442914106559	0.753759562998932	0.827690113883193	0.729554254443584	0.775185102488139	0.738450201694695	0.525771291215716	0.813947790871722	0.829616231787174	0.847013219506395	0.835787391736771	0.857585576938678	0.746634345875399	0.758572782547306	0.58158718586426	0.759425437567368	0.403504235771555	0.703876565107768	0.767268372884412	0.744670860627241	0.7811173485837	0.76423360210023	0.802290817803077	0.696259264698475	0.632862100657484	0.802153751569998	0.759853856661614	0.815282054502826	0.759582211168386	0.525200020975754	0.853397582644571	0.843995952633256	0.847482756676318	0.772779811686139	0.730177312583165	0.804178045157299	0.398869622942663	0.829377402990183	0.750828658129949	0.760771434790816	0.639537378637122	0.918202560994687	0.772281135527227	0.581019900825255	0.786781674059716	0.657953160627669	0.730824128656656	0.853701505314545	0.435136488583424	0.792931190981715	0.755294247924663	0.740283702945434	0.803022703700551	0.743007737390437	0.81476789994729	0.764104185890884	0.69664015597647	0.819621967039945	0.756877376560355	0.899955021659507	0.8139886564767
ITGB5	0.408430090254896	0.561637083166113	0.819057526607986	0.8909015038137	0.581770304688977	0.765535121260431	0.849156619884639	0.23177052266052	0.627556726052003	0.714804553279467	0.784911275671145	0.756173529066691	0.716762506333004	0.708162209768687	0.528658598619478	0.746619855978471	0.631477294255598	0.792448042526868	0.839424737982452	0.540812406807835	0.466306843214739	0.713166830070565	0.723289246459871	0.86633654393813	0.71955366996512	0.680080698063648	0.708735180120007	0.784881938872553	0.712242551234906	0.723469676354611	0.742162129683695	0.430099385362603	0.747798414053534	1	0.420438797789218	0.587417016673639	0.53331820681229	0.87218067535641	0.715980268145399	0.61357184943484	0.745013453038637	0.429136919717086	0.852649384066077	0.745371454116115	0.500169797549989	0.844167819766814	0.762198420946058	0.617497842788801	0.665083679562638	0.665837831796001	0.458294821236056	0.727504168188088	0.331878220455778	0.680184991921804	0.730567848713161	0.68988799581749	0.648798661185599	0.535171029972936	0.715074627262608	0.54160017842622	0.763995744145244	0.696157966221235	0.76320668505605	0.827823210941453	0.578665497217602	0.748036043935971	0.564975341721259	0.771035259537729	0.57262442122899	0.698126792118637	0.619817665019065	0.60839722580356	0.69597489892877	0.639181013693669	0.683345564226419	0.506265975974125	0.666832858684812	0.666654111586922	0.587599326390793	0.526240950242356	0.736155561018994	0.738092282027845	0.428002785424608	0.63442482556442	0.710960408744219	0.645403004204905	0.698827996951822	0.496836790696886	0.822048240842807	0.511429211523734	0.580067819028919	0.593466886542105	0.658143919203357	0.727591428587432	0.847759941326139	0.738312421875525	0.62529710511516	0.796809084339533	0.540799755500717	0.199767096198611	0.706736769119025	0.745664389147243	0.624184833095507	0.472458814031633	0.824604524710513	0.609056231648422	0.70649996296687	0.649852202686432	0.608098177502068	0.593764037085659	0.78533933723904	0.328970584646924	0.602148355027067	0.464143956149889	0.58815750845243	0.537889135120915	0.761353619278355	0.612995463687144	0.467754869209278	0.428760916330109	0.678217747181135	0.580524148145696	0.726713096819407	0.738734633234793
AXL	0.968427537710029	0.74627870155995	0.7382281534468	0.588123439594248	0.789062989035037	0.570562296451502	0.37758452928478	0.79278289856721	0.8837010713728	0.422202830197386	0.677627598113588	0.753218025889134	0.755174843231754	0.850155814339461	0.741293570695936	0.794435053158502	0.857785085427746	0.737072493765027	0.509431707349506	0.702278470785506	0.81606662506686	0.699797161016913	0.700575344836725	0.59358034486573	0.598848913153597	0.2577066790642	0.79810063306465	0.73320668332371	0.608317409772704	0.283302661969027	0.742862469009066	0.87242288522752	0.563914026422628	0.420438797789218	1	0.887880994736847	0.894229255026484	0.641825772821213	0.76423332723571	0.736915892926081	0.400384960548306	0.46857089245332	0.550166366593409	0.750046466576774	0.911901155159183	0.446362627421658	0.280535851955274	0.857449265073609	0.728385516828068	0.830542174609335	0.382924827123091	0.829621639139292	0.939873716462481	0.304367142827976	0.0982225901277366	0.661434682084581	0.620423556442304	0.838256545746998	0.765365262554556	0.712747196078359	0.544405224039058	0.721540153265934	0.789570862262753	0.742527414303046	0.895119071220553	0.595094242944758	0.843589347750127	0.80673532132414	0.820019338064488	0.199149875990233	0.806227773510716	0.797621173825781	0.778950616090074	0.80950361381407	0.705107209471696	0.754531918375953	0.82123390377609	0.745178101257996	0.886963635055885	0.0294350922934054	0.593867602519771	0.624974525684543	0.662235260656977	0.900909153257169	0.679033091378287	0.886214020375445	0.694079981263798	0.852847021555126	0.696907566474638	0.906842266761799	0.80154325031569	0.896262126876236	0.279773193267026	0.696022638681692	0.546344920962094	0.662307502330144	0.878503452873453	0.598580440416291	0.807223462447402	0.5932086260267	0.567251140967958	0.62764308329187	0.850980998838672	0.902461112238401	0.667596517291962	0.836325841134413	0.464000510036612	0.88349750570442	0.830677171808995	0.737044970127811	0.358761965358315	0.949922928838756	0.711340741751962	0.724097161938509	0.766152269619037	0.513017388321794	0.75944697545665	0.766063326021348	0.674011252218289	0.759981727344517	0.672151878410274	0.650027536079896	0.741498888162221	0.772526788205307
LY96	0.896378587146591	0.781700063605335	0.861012479752432	0.692705711504643	0.847932353761296	0.620376194276625	0.48064186158781	0.71010088762642	0.870311958046156	0.583506783408524	0.752011411197646	0.886733390931143	0.818859672412696	0.892730364015793	0.736836386147072	0.862026482505379	0.825488712003711	0.795553227912046	0.653321494031292	0.772194572485602	0.865151336106568	0.767643756503317	0.78745467746921	0.671239540101673	0.727727286833534	0.457426213652746	0.812498265140526	0.801117641738807	0.641890559496787	0.482609016868383	0.771158318683724	0.863158453561864	0.672553775823316	0.587417016673639	0.887880994736847	1	0.887483770064137	0.741490478718074	0.774992991760275	0.722266578581926	0.595730939298421	0.538481071772366	0.636960081157841	0.857350848586864	0.836639977517601	0.531689694095355	0.478875369552491	0.805020917814278	0.740132178736451	0.823611832893481	0.493143337214443	0.856139912091217	0.863827651285222	0.359585850847896	0.36868369962367	0.70947662729436	0.729304764069245	0.865574281396375	0.835966691000032	0.791157881389637	0.688032077589344	0.862771328561802	0.823713892094714	0.80682601413092	0.928554878156237	0.674253450023455	0.825089066891993	0.844566986666608	0.826058117643296	0.283925489968527	0.860635438329614	0.82230743893308	0.813326670007338	0.788865664448918	0.827826728134776	0.799614452405957	0.90596126888694	0.790794282211783	0.90207254742746	0.333453614040681	0.674007830227016	0.680739573441467	0.620138967824006	0.900282257074438	0.721956777525605	0.852389748449927	0.818215620111493	0.79928145046709	0.749477151330267	0.890636069800025	0.858972296929458	0.912693253412931	0.36381057221331	0.833425390985404	0.660670900670004	0.747875182515986	0.871812249314937	0.707204463235394	0.779713599379697	0.605329510323695	0.707163869788843	0.763260432787729	0.881322376769141	0.905099539994211	0.753796088383651	0.895941637876214	0.567651246767872	0.932048060765692	0.800899054811858	0.797556639911065	0.533445999940862	0.853793705575217	0.833686500602004	0.770806330487834	0.785899699149763	0.607727825087367	0.915622362207655	0.829431408819154	0.719476527740138	0.783845006889368	0.677407364176032	0.712687526852156	0.847615304132001	0.787850785174924
TLR1	0.906134597687094	0.844628504105695	0.837143612912426	0.646088031630696	0.879953801973193	0.667201151706278	0.395167903856605	0.679856460528953	0.891702706245405	0.436195893342536	0.785383026060118	0.814426545600241	0.840403205593998	0.882738370193615	0.846917779254364	0.85408827840934	0.866408579819161	0.821117630970398	0.643726931811442	0.823827471691806	0.732926396026617	0.82104949996853	0.784790101778549	0.612310366741841	0.688833812596285	0.429596190660509	0.824039330905995	0.716452797144294	0.72462134637176	0.464623259021414	0.810952693928581	0.910055629426163	0.698419047764749	0.53331820681229	0.894229255026484	0.887483770064137	1	0.732105245153679	0.809320918128996	0.752753722951276	0.473480133385435	0.634055951562049	0.63866172697063	0.822065217538302	0.836311172981314	0.562404469318511	0.388278237602201	0.798741298578072	0.669285556317145	0.798956351639935	0.556342258028724	0.854487672548662	0.903954231342182	0.332855672964081	0.193772775066791	0.685358790010708	0.63814163574448	0.901640242490312	0.807425161946215	0.694622455725775	0.593920858830201	0.841924103918321	0.799590518237018	0.788010015324943	0.921114882284764	0.696632014189476	0.864882975619065	0.818249702443834	0.837325131883388	0.241206273126788	0.881034043257028	0.876669266172453	0.826147726723842	0.862370742691986	0.821649806498059	0.851879027011088	0.857084616789699	0.666702409662334	0.915773423990124	0.146047242262762	0.611973014078891	0.65634606930042	0.748360244927049	0.9171427399217	0.738662061961321	0.894488647195196	0.738729224668377	0.818307805199691	0.717474285346482	0.929233549874329	0.874439128626603	0.920248799473408	0.286321148170776	0.804412689637673	0.645056975788656	0.782047217419599	0.905931384547475	0.657413392629609	0.875255260121619	0.614740292560764	0.695451160103664	0.689002126365194	0.842323375402069	0.907042976423444	0.779112619042497	0.876601036941955	0.469635884968068	0.912548718876137	0.790124879381494	0.770639826133421	0.52502322085031	0.846612971153165	0.784418188463664	0.839255928710604	0.78397880769023	0.667467934296369	0.809459260356686	0.821076376700395	0.800397715019515	0.836522574038734	0.76074595592871	0.694772187703674	0.849071813275313	0.819820207543737
CD81	0.647594749927742	0.784167464082163	0.941854667856158	0.907494254428384	0.79817257858643	0.881035910838313	0.798244815956682	0.369300081667723	0.843132541952361	0.638098304857648	0.940922100284567	0.876261220822177	0.883144635024827	0.86164275852131	0.756316183789051	0.908637368711699	0.824789719288658	0.915373819219335	0.92095955843186	0.726060841699617	0.58786863981429	0.891810231293706	0.870273637575644	0.887080330687117	0.757885091387055	0.690565491180679	0.871238849477937	0.81198917026379	0.880773976677615	0.725186208380096	0.865265934856429	0.699826975230313	0.883612610466388	0.87218067535641	0.641825772821213	0.741490478718074	0.732105245153679	1	0.86246308378399	0.774754112062912	0.674212727158387	0.639644496734619	0.890062996453993	0.893337471123899	0.656315986981843	0.913356091217764	0.660778308033645	0.744683590857769	0.764946499108121	0.810943640710908	0.555353415802859	0.888852437189117	0.571847010922337	0.58283879978226	0.554312093844719	0.769445165403039	0.673250513497034	0.757674871674251	0.776464739620066	0.611121247803143	0.786899540044018	0.854231050383727	0.851259041597425	0.944696242974169	0.791830440722579	0.857539222917222	0.771403757233007	0.880918817754932	0.783008231093415	0.576147887070977	0.81222761389657	0.812822499176083	0.855584932565174	0.856786862364364	0.826923964444388	0.721749585353371	0.803033347002948	0.715078515558366	0.825945480163692	0.35920291389085	0.774077183496169	0.810292438259787	0.629628481163459	0.834603550784295	0.830383223524757	0.832204035123717	0.717867515782158	0.690608175051749	0.885101270328198	0.747892103223807	0.748562961724551	0.823239700285899	0.570048075853627	0.858391221847035	0.917821987854935	0.869417737612557	0.838536864844984	0.829294302177639	0.762578727582453	0.29773941531071	0.765256128870808	0.855330774895909	0.802344548087586	0.704861057717225	0.958124133322152	0.773823775136572	0.685060699565951	0.842992033849344	0.743745843674759	0.706126159349699	0.803517919930792	0.537584426758731	0.712759562031997	0.695811974229207	0.757264671231431	0.725299817963291	0.835926137469194	0.76141397170874	0.684715800568004	0.656970529739323	0.823168822439212	0.70769272030933	0.880586295120424	0.885280652397172
BMPR2	0.754816249073694	0.835326621207189	0.878423743993635	0.811527597872026	0.826680863079749	0.840525444354259	0.634228096909676	0.546160531108571	0.891309567976729	0.563522320954026	0.871813677564076	0.794686358741028	0.839143919494987	0.884401735550649	0.826166563860755	0.906285919256946	0.876376680956671	0.909708001293747	0.792186502227405	0.791721475626543	0.628401979153661	0.883591425186895	0.808115977087183	0.774755007390962	0.799887985166357	0.554488922979965	0.889378641173646	0.818376525799178	0.835984721880726	0.627875335163234	0.864607711249121	0.759003957359904	0.819023576992387	0.715980268145399	0.76423332723571	0.774992991760275	0.809320918128996	0.86246308378399	1	0.825048629777809	0.623138622538008	0.629584786922208	0.772328619098895	0.854030461239975	0.781381804252295	0.743493120398606	0.506072818400873	0.835131904993901	0.750587660229837	0.847267526576192	0.57179479176688	0.901520429268031	0.730040084208202	0.482756925434786	0.408926769251453	0.797263686591383	0.714558000168187	0.815441881240692	0.819784334850531	0.713409171271661	0.7448660962215	0.80409858112289	0.859956860497592	0.855453970915261	0.847435424292664	0.805446197788324	0.834944379070057	0.855971239467447	0.840990509036167	0.495898227561912	0.851118642538978	0.861118064545519	0.900699783172087	0.897204242148704	0.827286942649289	0.74946326658442	0.830270480114424	0.732063373349566	0.829654376564853	0.237763972226679	0.712744215926023	0.825616252605043	0.751831326146123	0.882105854888453	0.807611197253103	0.912507853978498	0.752420959350519	0.807288893843595	0.857003416835535	0.859057816716638	0.835828846774147	0.843223068346466	0.514709182516956	0.839039578420035	0.806648425068038	0.831729850186817	0.874465543533387	0.770062760918449	0.841661822377766	0.492599531637101	0.788934858050077	0.703924116891105	0.846795463935684	0.75667554801357	0.893774668622092	0.813950201933688	0.595763052426869	0.884670715746181	0.821867979513893	0.79270420372781	0.691882997606176	0.676904543526359	0.756056999958953	0.75870318594276	0.842308119586049	0.700666144429748	0.775773880407463	0.851313179828288	0.740635419886659	0.726367813866958	0.842792168887056	0.770393941142828	0.886008370568868	0.882282706495569
KCNQ3	0.726914841901728	0.767997131888956	0.793319622086142	0.741069246625716	0.766942071585105	0.802418792335394	0.514753166734763	0.610917132194149	0.863769817000725	0.42683523802217	0.769739452150749	0.686101429836719	0.756055299583022	0.808038149128475	0.756217316690101	0.832813267693249	0.817128778193906	0.816779078800993	0.687758323100001	0.728945516741834	0.599882190863275	0.799813887470634	0.751700857261758	0.676794712595795	0.786022540094094	0.523963884089618	0.806871525546874	0.777041141981401	0.778267373806884	0.579461555503956	0.795837041468098	0.698433217505654	0.798562167641537	0.61357184943484	0.736915892926081	0.722266578581926	0.752753722951276	0.774754112062912	0.825048629777809	1	0.607691065986066	0.539729226458079	0.673439508368373	0.777034699415313	0.787874805439364	0.658177385682778	0.447614144443875	0.807111779415079	0.708020147275663	0.824621637017845	0.526344052370101	0.83094402118114	0.695955875775188	0.463595346418058	0.372207153851655	0.808640566616729	0.714689660452374	0.756336397437787	0.816036468297781	0.667946910137843	0.737584306408901	0.699012580841343	0.799334746745437	0.75319505919586	0.785350607017086	0.724551924724394	0.760027914479507	0.820871911221167	0.744402085465441	0.500666167304753	0.768164220503916	0.796036492940908	0.846128674993917	0.840027586031114	0.768301496471197	0.661936545254426	0.779013953445585	0.711714213202503	0.756154984435731	0.241443776722002	0.734802189808647	0.795637023028502	0.754209052746828	0.81025849674469	0.771853612850126	0.88948105069375	0.713599396465	0.763679535949506	0.804725264941505	0.810353242353617	0.792694309792553	0.755713273798949	0.547665175589918	0.766990256275791	0.74680063957507	0.747417187042078	0.811257545905584	0.712253299913876	0.816251947216322	0.523276077605367	0.719405547037049	0.579373604646956	0.837458796723418	0.69795541579476	0.822575715516655	0.767589538988536	0.572231329913004	0.795711765504383	0.798509696628926	0.768465329368953	0.68146907623863	0.674345264050769	0.758611523720265	0.672487227411448	0.800594297749364	0.633066439576267	0.682653661639859	0.813037485806846	0.656189820970449	0.675880106511914	0.811026271691232	0.75587587898426	0.805805735660015	0.85851684057953
