""	SIGLEC10	CCR1	TNFRSF1A	CD40	CCRL2	LILRB2	LILRB1	PILRA	SIRPA	CXADR	CD4	HAVCR2	C5AR1	THBD	KCNQ3	CD163	TLR2	KCNN4	CD53	TLR4	APLP2	VSIR	ADRB2	CD81	TNFRSF1B	ADGRE2	SMAP1	TREM1	NECTIN2	PLXNB2	CANX	TFRC	CD74	PECAM1	FPR1	IGF2R	CD47	ITGB2	LTBR	TNFRSF14	TREM2	PTPRC	ITGAL	ENG	TNFRSF10B	CD72	PTPRA	TRAF3	ITGAM	PLD2	ADORA3	AXL	GPNMB	ADCY7	TRPM2	SIGLEC5	TLR7	ITGB5	TMIGD3	CD9	CLEC12A	UNC5B	TSPAN15	RXRA	P2RY6	SCARB1	TLR1	STAB1	ASGR1	IL6R	TRADD	ITGB1	CD33	NOTCH2	PTGER4	LRP1	CD93	SORL1	PLAUR	ADGRE5	TNFRSF12A	LPP	CD68	MCFD2	CXCR4	TSPAN14	NCSTN	RACK1	ITGAV	SLC1A5	ABCA1	ERAP1	JMJD6	TSPAN17	CD44	MRC2	AMFR	CD69	HLA.DPB1	CD63	SDC3	CADM1	C1QBP	ITGA6	ITGA4	SORT1	PILRB	SLC16A1
TREM1	-0.169052909142427	0.294797090424432	0.206373122288772	0.31503544462627	0.397374511886398	0.0323804798142301	0.0628594602588981	0.222266447704332	0.418914138321953	0.339014425539681	0.218182747586906	0.369702680125811	0.223383437503171	0.3600187106668	0.101314598403738	0.228788137553024	0.268679742293296	0.613812212944602	0.342537156274356	0.0934958070545047	0.463223696773384	0.0274564745907474	-0.0544353149745227	0.146608334183781	0.365976906513058	0.00316860229474037	0.467021906511594	1	0.343630063727753	0.374604594292364	0.477400386181352	-0.0993572760024858	-0.0607721968012238	-0.112906607654228	0.234672889591262	0.530428737526746	0.397901654200553	0.413849349124699	0.246956777440493	0.377042445149289	0.204118624504804	0.286636393893729	0.153421297200461	0.359211093805031	0.268310083190751	0.214086942755922	0.202146041881044	0.383965442909217	0.473818849809599	0.156751128735339	0.0808247669550076	-0.0577711594887599	0.596210444430635	0.0423408039655922	0.210552049668911	0.434280087037322	-0.0680213826573584	0.182130431503595	0.456785239604734	0.679866433743525	-0.148740098307456	-0.0923202585390304	0.262527791379904	0.545513481955648	0.37625002301557	0.181786412690685	0.256141104468683	0.111217753888778	0.724444945415718	0.497959197188266	0.244373108358532	0.404370022973176	0.25649253745158	0.227164761823463	0.0236289256635962	0.275218618376859	0.432168548020566	0.195639462605913	0.569453902397317	0.103280303574532	0.680799030902479	0.241091791906312	0.371211762735761	0.354496123094855	0.445654728522007	0.164774757162282	0.355041491284743	0.396468868072325	0.0699381216985999	0.329558428787454	0.438240423611223	0.309715877991315	0.340355625862829	0.210903650559136	0.680125600606673	-0.0234923251095437	0.395428765868313	-0.0112639159071773	-0.156888475246295	0.508960767577611	-0.140218629327473	0.367068192387927	0.437910077975535	0.0499235709399793	0.375724111170187	0.25805887457406	-0.043545183543351	0.374991123421054
NECTIN2	0.768702420513772	0.881328970482089	0.940645397458972	0.866310704807651	0.834052676455647	0.70871682089098	0.869172916654983	0.55425834455311	0.899166753774514	0.902860268763211	0.912347868931817	0.938397331639008	0.579075190332289	0.734746916752179	0.763146508942328	0.93541619457388	0.897074528955051	0.790411161414952	0.936254160246186	0.736718959486232	0.933501373172642	0.864150140840581	0.704476895889402	0.878791725265501	0.797096156974913	0.763251760093365	0.776252586433126	0.343630063727753	1	0.872377072400529	0.922612240613004	0.51782884989915	0.819404907511186	0.730806746570913	0.909578754989854	0.517287185486444	0.924605128625563	0.951096515606758	0.916081603301538	0.437466011368958	0.929788406448511	0.960370737883092	0.834507218090455	0.932022396772016	0.791493897653854	0.647868782388883	0.833689090283419	0.553901268787423	0.89044603333788	0.810351845679925	0.907024078366716	0.816399760930806	0.181042130992286	0.823358177227519	0.845768070893864	0.851567335864629	0.775891241038683	0.783363977528808	0.879367865934517	0.598463667447119	0.55710728053786	0.778777254363164	0.906212964815384	0.570535176538428	0.865070908371439	0.803834677019056	0.907755595985194	0.845808116295808	0.242548000486486	0.627387722635929	0.908567280133397	0.941539324955253	0.922563882114292	0.587840647761701	0.672587483516006	0.84188057614172	0.741069862739423	0.924642823561926	0.862724216179731	0.687134968081759	0.751399492790991	0.885267486554784	0.817276538515497	0.873740128393872	0.43030540457284	0.846109983488655	0.895896826919971	0.878030574514104	0.849960064603025	0.89563983957952	0.289125980013434	0.861686895176232	0.824192477218923	0.888863255275935	0.330120573647869	0.726859126025314	0.607856496042894	0.683803524547597	0.697298202124225	0.900528755024154	0.723483181024216	0.805330556890862	0.884219661346743	0.841539544912581	0.908319080361028	0.834730564965119	0.741046279305872	0.822845066347096
PLXNB2	0.718527454024677	0.845275002746418	0.877132195032124	0.759099354194484	0.763168467203487	0.690518096887451	0.824106127961797	0.448131228808309	0.897066198767583	0.838027423127806	0.886419035559409	0.812163069204361	0.566074520175511	0.777442184946444	0.741496661823605	0.871189749293162	0.835220120851359	0.746702733642606	0.809310096321677	0.750774937321776	0.855785233841503	0.758420120872361	0.710664348116418	0.856282660320566	0.764215222604718	0.784799421508632	0.7557813585356	0.374604594292364	0.872377072400529	1	0.883076753610011	0.575943639465277	0.696661295006767	0.672652487432365	0.783808477206363	0.558049773419327	0.861918993686684	0.852107175196227	0.902856896428329	0.422569746150055	0.800400827309458	0.866556416928843	0.819410737272337	0.851832588798313	0.76396274579274	0.546401888269832	0.836081271658475	0.551718580593954	0.881619755962424	0.732617244318244	0.832155292518423	0.726110120202595	0.15894042642126	0.796869379185687	0.850906202833801	0.808818406432289	0.72353375512395	0.821429966873607	0.817663616322911	0.486514182692698	0.475344712687588	0.774141794008452	0.846708763830342	0.661370636417323	0.769894077379852	0.791420726108445	0.799501988926769	0.846028519292766	0.329857371526224	0.652230361333387	0.808915652322784	0.86525965296901	0.833124109879184	0.61168615053116	0.696711193517842	0.864162692807444	0.814232337515436	0.87699996265593	0.8294489338381	0.711888336287901	0.716599133142515	0.879126146449647	0.753655119393046	0.870039561379608	0.357857705051363	0.795619422710617	0.806003073709635	0.879842886218192	0.831565278664078	0.823858033583486	0.296648452350751	0.816300204433546	0.790468203620962	0.873940841851361	0.420585664057196	0.695032178573524	0.653888173918491	0.705090326457426	0.598844664626811	0.808042973628796	0.695251824144399	0.761035585118336	0.83585913783707	0.812898156999617	0.889715822534862	0.812392821941918	0.729718147304297	0.804559260510766
CANX	0.64248056862837	0.921003369140184	0.900386167963544	0.863742460315296	0.837528692466695	0.611989564082707	0.787666802625162	0.58459198289311	0.914521671724371	0.927041423793146	0.881210134546264	0.918936949114295	0.592633984149795	0.736696461149396	0.718584656311735	0.876083431454626	0.8469482250859	0.817181029587275	0.896184850510714	0.703711545169272	0.960546313847551	0.761757893407398	0.599196093831446	0.829415891369576	0.820775191760819	0.681357446773463	0.873262836327031	0.477400386181352	0.922612240613004	0.883076753610011	1	0.423831163022763	0.676984846176426	0.628787143449955	0.847454945208068	0.664741400775248	0.930936404712857	0.936102547613994	0.919049199552713	0.550218177978656	0.856398015582532	0.919652671748688	0.790275566822457	0.900157719381127	0.740629422593419	0.617791279370046	0.863154725909646	0.676033742722492	0.9030445492579	0.753947580310911	0.833666609539758	0.696673301723173	0.351978172370913	0.752436052125953	0.821654945581605	0.873999700635016	0.682421788050713	0.795715158894567	0.922574461299229	0.647462187832851	0.385335784178214	0.688139368885049	0.887543981297869	0.700145732114246	0.87855008078148	0.837417695426981	0.899825407774357	0.804344188322639	0.319221563553211	0.757634882559427	0.888074164916568	0.955764595342436	0.85682225911419	0.650603395840574	0.611229462661855	0.82426526534815	0.778923146925095	0.881749220407446	0.899032641466247	0.639486600106592	0.830481439091093	0.851695104724356	0.879344447378646	0.930398063383702	0.406992462007571	0.813272025230156	0.894332296106571	0.914855130616484	0.819228948804601	0.896502822741989	0.451470114452159	0.857547461787716	0.801335550639667	0.855616520385907	0.518829806397144	0.618757038339629	0.700120050452912	0.5988436293126	0.552976178934937	0.950621269875987	0.629750007605446	0.824142503695403	0.893172526859569	0.795358367683897	0.895374971518965	0.844758576909032	0.666654654899521	0.841477390445033
TFRC	0.699562483234036	0.484247480548758	0.58241556049355	0.455622918049808	0.599115092763194	0.610089128697845	0.697007848813164	0.385703463046611	0.595580260731651	0.512217764607003	0.672344934254282	0.441147119570045	0.733685033789838	0.609059108791509	0.651833723581642	0.554497662616905	0.568746165436766	0.150053634072523	0.372007624188581	0.737312910535226	0.348915008360399	0.600365248760503	0.785195666676446	0.689217468232872	0.628885697870799	0.861611378470158	0.473592289038949	-0.0993572760024858	0.51782884989915	0.575943639465277	0.423831163022763	1	0.638143080570507	0.771426583568501	0.409744967584473	0.216944381437935	0.389323573817622	0.399811118795466	0.556583265223338	0.28498027501064	0.480715885864316	0.585619211445793	0.713913843170857	0.450255818106092	0.616295364786686	0.529651032746897	0.626283121359404	0.364074667587298	0.504916048445753	0.62153014239326	0.586492166399832	0.706894516557902	-0.121161762435702	0.701006443094352	0.609572816304813	0.274147644578526	0.755204244597807	0.637243446411208	0.383625152208023	0.146352156863853	0.523342598532921	0.728579351327324	0.477545330308441	0.308849447790166	0.255263164781006	0.493560050620513	0.490062704286841	0.595792655365651	-0.0904997729617648	0.362132773395309	0.549072405364689	0.502633749742041	0.463206639572338	0.526918434484874	0.880931060759192	0.682825248221878	0.415991897701866	0.61067720396361	0.515880431658261	0.762760986074047	0.168026502242289	0.677560209889365	0.440409749426954	0.520396838283779	0.354893513752946	0.728023902570909	0.377049615304457	0.617533503557512	0.703660327635182	0.431094648542954	0.146803600155965	0.403557050835087	0.629829916610189	0.591121322238571	0.181542613394862	0.616084842930223	0.445458645830626	0.897424860341587	0.678678010909454	0.267757936790558	0.754944907273639	0.473200642795633	0.316577152386395	0.579836377243849	0.499721033986702	0.61065597716813	0.753347494251845	0.400348330025255
CD74	0.930367540942766	0.737667110494935	0.865300062559778	0.768353938160641	0.706232333783741	0.767994851894981	0.895047096924244	0.564241145460172	0.712655699441156	0.745176356846445	0.833874257763121	0.800009266977242	0.561060418155296	0.617773403065803	0.78014719890425	0.860983733479772	0.820056648733616	0.47151289427236	0.823949342443884	0.734811114455537	0.703944628684571	0.957388809107925	0.785315943629967	0.82987378103191	0.671087113063389	0.819712416558281	0.585497216654652	-0.0607721968012238	0.819404907511186	0.696661295006767	0.676984846176426	0.638143080570507	1	0.893175124282367	0.849928398264152	0.224876842657555	0.745067172564357	0.796769608765993	0.783655332249392	0.301783633065793	0.886640791988478	0.864409751301754	0.791306387747107	0.775251560817077	0.712384313009804	0.671601291686721	0.724138964004151	0.373331008887645	0.706588503555888	0.81637335245424	0.909393108806962	0.933964620611282	-0.098371692016055	0.845985541043583	0.739841946205726	0.599635606395137	0.888562024892952	0.66456333645514	0.623798518930968	0.36123722067474	0.772233021676403	0.809827205834048	0.779483720383488	0.26268953991077	0.673485481816981	0.717387370702109	0.815180236424819	0.750170260289256	-0.0629556693889532	0.363662727637208	0.834373267361205	0.778793353226283	0.849293388220997	0.500305645295375	0.756335332883557	0.734101629241466	0.510708803684011	0.868968322732854	0.649591077016626	0.702256329329064	0.369588125589597	0.788602669944795	0.664972987032927	0.683044668211008	0.46466810674264	0.809791662234793	0.722466561845867	0.734451909049776	0.838665035085195	0.752669203664974	0.0626716496233583	0.751517334038923	0.759723857550552	0.762728657976543	0.0369862417301357	0.755177365033865	0.439698315147964	0.762975953912416	0.956463118025163	0.66129828869791	0.817205881041362	0.712532220167846	0.663817807233065	0.798776641811311	0.747407299548974	0.729218291541987	0.829410480710091	0.618546078061996
PECAM1	0.885093440512378	0.725522689343383	0.815647950938732	0.686772673492113	0.684592744245996	0.778925952001314	0.870603574404228	0.586955621560708	0.722549045548778	0.700684267258999	0.81250610012547	0.699704613081097	0.705434794752396	0.627911763286179	0.813403861272237	0.776367281064775	0.766497891253249	0.303785662340746	0.664054241661185	0.828024773474704	0.609955650436566	0.865180165920559	0.801031148749017	0.822260189692053	0.711989109655268	0.884549283660812	0.624333905785257	-0.112906607654228	0.730806746570913	0.672652487432365	0.628787143449955	0.771426583568501	0.893175124282367	1	0.680045439529303	0.303036629846633	0.641163402884612	0.667048452281024	0.762526304052875	0.401988273595735	0.759927590751686	0.802084895778565	0.810166283001297	0.657222125902676	0.659825999190223	0.691582694775701	0.780005940530083	0.482350995614946	0.680796378903123	0.795791713030138	0.837682164958012	0.906463381700226	-0.0244957686610299	0.85067554657693	0.706923829891581	0.474351807299529	0.884173278335435	0.73657564869073	0.562566376154184	0.30738210973711	0.699044240934967	0.835240112139194	0.693320709775681	0.35273625935694	0.532021574614335	0.745302814172143	0.750052613910486	0.72006270742555	-0.088126653635648	0.447901536365437	0.795531586068917	0.718326946815644	0.70767375718578	0.566265848067734	0.847748204402402	0.765224602923411	0.478835820652608	0.816475589219789	0.633807218600679	0.786729116887941	0.278346732757793	0.78390262554862	0.695179179722872	0.695429232978135	0.460154847307162	0.834885965099664	0.620164393157234	0.755094481427061	0.856974916826681	0.639697961958189	0.175092776364946	0.63058589551337	0.746130533511546	0.742883784587271	0.155004745978254	0.711737792724321	0.506795561256184	0.823593422755402	0.887521257584651	0.568796799262019	0.842659341097864	0.671139219952594	0.53055546950016	0.788983564196167	0.674027617393505	0.766907215502738	0.862640129521701	0.509399108828203
FPR1	0.780276706935791	0.806646400746556	0.906753390670814	0.831087358776598	0.729164227229865	0.659150019716631	0.847866660231645	0.41915386741075	0.793718783338046	0.832069178879736	0.862440631921381	0.909561909764323	0.403287419754044	0.700047507451466	0.664055864495161	0.937292874058772	0.853592548705133	0.78925892498881	0.977462600019017	0.5811249886954	0.905568972600078	0.87911730169858	0.662706735047732	0.836517020758252	0.645617203627712	0.699806471919668	0.617254752055455	0.234672889591262	0.909578754989854	0.783808477206363	0.847454945208068	0.409744967584473	0.849928398264152	0.680045439529303	1	0.322768136127093	0.903546688284379	0.944148567038886	0.845413743528123	0.217662351643252	0.960713327102318	0.906586373737157	0.761402823665656	0.933704628530779	0.757222471525421	0.534719787925545	0.73227697572997	0.33857800126455	0.799773220313537	0.779168944625499	0.918431381581718	0.796300717662382	-0.0143645881732249	0.773951518039288	0.825688277260012	0.83297724032212	0.741375230302202	0.670793998092879	0.834256773409362	0.478790671442152	0.607814147337208	0.741391207680729	0.897263300264399	0.383487983183325	0.875318274123271	0.72653920063246	0.869214971652593	0.820109048669968	0.170196330308572	0.413975767809139	0.834893881934864	0.880021823720989	0.944869450636929	0.410850911854912	0.565915394665625	0.719730100296991	0.711332020732698	0.881415814871328	0.757059316058689	0.584658420581909	0.676247935248199	0.823557556373994	0.683942543680712	0.773976440686932	0.322486302512632	0.736274169543819	0.890227157290564	0.749122343671561	0.819556529810051	0.891750034834607	0.0747761333273637	0.866567610823863	0.736633063048467	0.825472024404349	0.113692082903411	0.727110048501772	0.414965170596247	0.609299284512542	0.705971847649409	0.853253228321594	0.688836219111266	0.70820990753416	0.882010315395722	0.800709058051549	0.869371974997854	0.703889600743922	0.676760431959878	0.83582966265269
IGF2R	0.181516012135752	0.633436814824019	0.469712548246038	0.525899929510181	0.599771580823625	0.229289416428553	0.337261841972099	0.600514541111947	0.583178203480958	0.642218495699385	0.469617227442569	0.557139690159406	0.592295770671751	0.335057829709741	0.503997880800263	0.418469471766912	0.485345751415225	0.440661223316672	0.422649744895812	0.561459033225955	0.585052493072522	0.293556756590654	0.217114345562953	0.446470386350145	0.698698880181282	0.318488137965706	0.722412791227087	0.530428737526746	0.517287185486444	0.558049773419327	0.664741400775248	0.216944381437935	0.224876842657555	0.303036629846633	0.322768136127093	1	0.494688082863772	0.513189266200756	0.523496335283988	0.689580377530549	0.374648853848497	0.52258049229657	0.451089639904576	0.427237552706964	0.341794122424305	0.520270341758694	0.560793391882234	0.716671072733069	0.600903797282267	0.391963474884425	0.351877698767597	0.306581729660172	0.68870037342878	0.343642223643321	0.360197889648039	0.48492282449525	0.28514662174091	0.55109642979237	0.545895412053589	0.690782749368547	-0.0371677691671898	0.285430349698595	0.418856277372573	0.706836902415119	0.416598685496422	0.515197697844922	0.554971961141473	0.378213923392571	0.254964904715189	0.772500280683958	0.536693978215646	0.627348501750817	0.354017777468854	0.643257451121131	0.354563473428247	0.57432089984553	0.420953829702417	0.493325396843044	0.661676247834909	0.382765139581353	0.626086917426299	0.490264822186163	0.692049665887329	0.626695419685134	0.421408403789953	0.563375318579928	0.472447820116584	0.600384508997635	0.404240802767979	0.440226973793622	0.757161581032819	0.437610028111462	0.505180094604972	0.45584457404383	0.634265773034243	0.183841991282995	0.742902427290694	0.290269080312113	0.159477271193991	0.64153330735477	0.31004817094251	0.659832027247877	0.407912314365056	0.394871821689436	0.470809674417607	0.620435482303636	0.321371669321071	0.420972646387034
CD47	0.713764519892887	0.856416121081698	0.896900597132263	0.803422255242304	0.748906323489673	0.697137744157279	0.823514348988345	0.432167542019621	0.877173212946316	0.843454487893563	0.877572869811039	0.890576029535385	0.435809750371494	0.745780784891228	0.674473979688787	0.899234140930653	0.843332833151523	0.842098020538285	0.930098422567931	0.632953293760236	0.927931401332238	0.806315973290726	0.598291897270965	0.820849670036602	0.690626481968526	0.679650172162257	0.744205273881404	0.397901654200553	0.924605128625563	0.861918993686684	0.930936404712857	0.389323573817622	0.745067172564357	0.641163402884612	0.903546688284379	0.494688082863772	1	0.946344034803791	0.90021702986641	0.350669122056974	0.890056144306274	0.906906798496431	0.793550849567082	0.924400751848208	0.755551438659938	0.53617286987186	0.803677839778013	0.49283009236392	0.885590213195599	0.73667617140757	0.870585942422246	0.734473636907651	0.124706836611331	0.784226852013001	0.838226678690211	0.890040247285015	0.704190288364215	0.744019519638188	0.869795342540403	0.515737769515391	0.520129279438536	0.709617945242336	0.901966575793121	0.572785703560609	0.921983082922048	0.79252250723041	0.856874436344939	0.829523585076329	0.371257892617161	0.597596515178796	0.850810031061587	0.908606431233759	0.920426855839217	0.542229897521977	0.546026766375017	0.770566443516154	0.800445893224962	0.874926704965857	0.810437443445052	0.63790375596821	0.766764734029054	0.844731498439291	0.761330663191661	0.864486769271509	0.356940271766066	0.746474896112357	0.912479945614317	0.866747765792847	0.828322424404478	0.934756113873715	0.203968793278686	0.903647260478856	0.759518320968947	0.874729614062654	0.376947174090421	0.658408585702531	0.576661566090787	0.579753667266793	0.629959762981508	0.900957009711809	0.64087711851526	0.746493847121769	0.953586170745426	0.823764470830896	0.936243564198035	0.77937481653273	0.689879454581929	0.881477031970059
ITGB2	0.731538866996724	0.882594387980825	0.933328472739563	0.876843239869999	0.821156786079616	0.661429744671268	0.843725552424745	0.549114775589264	0.88713149678672	0.914449891097089	0.891411637700373	0.959305848900946	0.507334762286592	0.711928189054314	0.736731326650091	0.932680791429552	0.877185501784551	0.845757181754717	0.972776764209033	0.648519824797015	0.967277755926463	0.861949228974491	0.634975466674063	0.843291594770475	0.771369754737079	0.693444067421378	0.776429574969473	0.413849349124699	0.951096515606758	0.852107175196227	0.936102547613994	0.399811118795466	0.796769608765993	0.667048452281024	0.944148567038886	0.513189266200756	0.946344034803791	1	0.903883092459912	0.419097215049424	0.950509869061021	0.946971661943157	0.789031628008184	0.963482944849886	0.759659893919328	0.612173884716048	0.781545410822536	0.518804280692366	0.893955573395105	0.811086620296608	0.902298452425783	0.785403083465092	0.209640009299445	0.778198753500698	0.831098522228687	0.881051348422766	0.733339158127903	0.738838159907528	0.913380521653571	0.623866784878755	0.517218128894233	0.721399675049358	0.931472342525179	0.556444534438219	0.913908619543089	0.794988595297393	0.917746375403586	0.822492174412138	0.272020926772319	0.592555131536325	0.892576841736784	0.954848328943415	0.937329796204614	0.526963310355913	0.584431787331382	0.803194546963817	0.751170334274598	0.911598130556301	0.879565943475839	0.606890147797431	0.799200856896954	0.86337123654935	0.81844602883992	0.858732608678391	0.409104684510936	0.77906193945173	0.916660014498649	0.865579173098156	0.823678235745443	0.911485742009483	0.279810239789938	0.889548183825455	0.812567014031333	0.858129410363505	0.314741170834121	0.694672772709174	0.565937468391002	0.588724547533895	0.65498782061959	0.944019218771485	0.653609187334102	0.805999978936253	0.91343850660982	0.795723761905106	0.915384996169947	0.791631971944029	0.671595590015067	0.835896646502244
LTBR	0.808582185622312	0.898703062981237	0.944792775674308	0.831233459922037	0.80362627200595	0.74846468503255	0.899646956077535	0.523287863476877	0.916734374580555	0.890511277024291	0.934863785007045	0.87610787612733	0.572343134713218	0.759138301160857	0.773175674151621	0.918248194480895	0.880857014672585	0.717971262812298	0.86609356171485	0.761861356707883	0.900309353954785	0.84869047130901	0.730104937423186	0.892831367512836	0.783633702274541	0.804680811150259	0.790722549768052	0.246956777440493	0.916081603301538	0.902856896428329	0.919049199552713	0.556583265223338	0.783655332249392	0.762526304052875	0.845413743528123	0.523496335283988	0.90021702986641	0.903883092459912	1	0.454401241880909	0.88282326518791	0.928595844255092	0.855552004704665	0.904235433546729	0.757326846510061	0.619945467101823	0.889383465161587	0.584618012994185	0.882507543764424	0.800863836565049	0.915643750236139	0.820861761052047	0.139068703749845	0.863633774611419	0.878112577760241	0.839289286090077	0.818338210721655	0.838856604131883	0.861272149950536	0.465923028292047	0.542888772565571	0.839542011056766	0.918675472036681	0.608279787209397	0.846802237041951	0.871286000319638	0.891817188268641	0.891017736531782	0.204715140030463	0.645005756920041	0.890414298198872	0.907675412410978	0.884162620523079	0.618473261741096	0.709734100671091	0.877154652647946	0.78209607075268	0.928056635729068	0.831613888910192	0.721416533669692	0.685901963729097	0.907049476891635	0.834445094184796	0.899446109566749	0.304750141015178	0.843908618775177	0.873073530985426	0.911414128663439	0.899237233323641	0.87440158726423	0.285988689715318	0.857315394541698	0.79641650752699	0.90854169400301	0.35160077465153	0.747580513281418	0.607692270045584	0.696849437027909	0.690292510660401	0.859261107949033	0.754848244102123	0.778728320568959	0.858804151772846	0.87924287478221	0.911162415204235	0.837787600897995	0.783342973622927	0.812848578990124
TNFRSF14	0.229035129601875	0.574854939091874	0.439149888232442	0.568123930078568	0.638108417957698	0.243427026671537	0.286015254045691	0.858038865215322	0.484430036581864	0.593124000162655	0.359098501005294	0.502838758921973	0.730143595836544	0.239705406316317	0.504832756709685	0.293007728020292	0.397085248095762	0.226562290901704	0.313813347312801	0.583582423305911	0.448380752559557	0.362708519719352	0.306441251513154	0.316070848881766	0.751798314072426	0.297737572222844	0.769220990992303	0.377042445149289	0.437466011368958	0.422569746150055	0.550218177978656	0.28498027501064	0.301783633065793	0.401988273595735	0.217662351643252	0.689580377530549	0.350669122056974	0.419097215049424	0.454401241880909	1	0.302658815782508	0.474683362757867	0.347571804210004	0.289639595585413	0.292393003466582	0.711377591007604	0.49274409874557	0.813547853066211	0.457863725443845	0.443507519127411	0.300018025763069	0.354551145951537	0.800536034752638	0.302368108648899	0.229151245610515	0.275116012379409	0.347462319161339	0.41396782466072	0.422044316473168	0.701179228978234	0.0203340548516807	0.200176714549777	0.307137866732271	0.622565580511099	0.309930028833818	0.462194534573102	0.545315436677415	0.164859639905909	0.0515360096043977	0.778674071497566	0.578735323385947	0.567016182956159	0.2628702159619	0.662110871884742	0.477426873430148	0.472797890226954	0.1443577323322	0.420220497405101	0.636324522497061	0.36173027087362	0.422168589801136	0.354781775435134	0.766769363928055	0.521548300613864	0.605381401353246	0.574637027693523	0.325585194779827	0.615814700041856	0.297140233382522	0.326231719210238	0.862070768486836	0.289934866876192	0.575732247604044	0.328953005951684	0.679639342740186	0.130919838874991	0.744874136608137	0.332639813712957	0.316771184948929	0.541953082119871	0.24493549759584	0.659638314052947	0.247922195834244	0.263537461225311	0.308107536326172	0.597860526148515	0.324401395237405	0.191003326619334
TREM2	0.831948083537658	0.843082504165427	0.936833785434183	0.852949203232283	0.789090169981178	0.701512193756146	0.900043665201069	0.50866167605322	0.833243962810307	0.880489334735612	0.908498719755102	0.940154876811878	0.493135768619927	0.684405418514526	0.759099985826995	0.96126118805455	0.866009920516988	0.750597537435805	0.960811549925349	0.661294235423301	0.915289568660791	0.905480961273152	0.707593128177712	0.900414466332099	0.707425431364447	0.76228745117457	0.676717794493774	0.204118624504804	0.929788406448511	0.800400827309458	0.856398015582532	0.480715885864316	0.886640791988478	0.759927590751686	0.960713327102318	0.374648853848497	0.890056144306274	0.950509869061021	0.88282326518791	0.302658815782508	1	0.932220260539654	0.812900551518355	0.946572379464022	0.744422477059749	0.588120136081742	0.776196238863357	0.401792492954541	0.825176680850738	0.831355837056868	0.956394674235179	0.870417071953841	0.051371768202072	0.826265413763664	0.843783108569624	0.835987446148123	0.814185010760463	0.743270191722978	0.866333154752503	0.519544096812478	0.604075988778188	0.800397096945946	0.932639397772028	0.405257496025907	0.866541530263259	0.786497406502045	0.901622295454658	0.857224433071652	0.126136465529349	0.456214442665104	0.874502692393826	0.914985758362374	0.930282228810966	0.449873628640454	0.628526164620964	0.815597585390268	0.694167887662997	0.925641272663537	0.801792260813526	0.637845643016046	0.668916330635587	0.86483793844522	0.778704568682524	0.813082832397038	0.333488713910708	0.812620229760992	0.894259670602276	0.791048165651907	0.865633926610052	0.866674934157651	0.141840394689477	0.853090687195788	0.773400416411622	0.845497206485326	0.107749431025148	0.788938695249911	0.472555862563934	0.646288483407609	0.75042654245924	0.880329637267505	0.766932918340431	0.759393077665598	0.844585741003898	0.82972186784762	0.86324222633841	0.757758107656843	0.729086140709589	0.783526021849927
PTPRC	0.807789149960841	0.904175325547382	0.955519145160143	0.887591755433676	0.859718413745126	0.72111203881711	0.904484346416734	0.606533761086795	0.925177367528571	0.917457168030083	0.936105348729397	0.952973327110574	0.654217268883759	0.74550081856541	0.815010330944377	0.945600644590887	0.915397667595576	0.719503083502455	0.931188747174002	0.772799864311183	0.919114069036555	0.897567593548682	0.74321152619327	0.905656898922862	0.836310953977885	0.815654971818213	0.804256715000506	0.286636393893729	0.960370737883092	0.866556416928843	0.919652671748688	0.585619211445793	0.864409751301754	0.802084895778565	0.906586373737157	0.52258049229657	0.906906798496431	0.946971661943157	0.928595844255092	0.474683362757867	0.932220260539654	1	0.869417279444286	0.923579286167195	0.795521199350536	0.705224158856803	0.864139278041537	0.583960597836384	0.900941721937739	0.858879937123094	0.923487611771441	0.87129275877308	0.182033827074755	0.859655007181356	0.855273905257736	0.806064205369284	0.826053065249251	0.811476232671864	0.870260039952088	0.591028028823958	0.594802171138213	0.817814997002955	0.910100580759213	0.5656839314097	0.846126409007447	0.847123393967801	0.930841731243942	0.843276183070165	0.157130834416768	0.640681615977053	0.940128899964574	0.955009442154202	0.911884697897564	0.618688489221577	0.75459309250262	0.851560081843419	0.71086406624165	0.946891978141889	0.878492953750919	0.751989059215945	0.712485882375276	0.920120157529279	0.834064700429075	0.888326964922215	0.480995527356812	0.875795429325043	0.893087929253057	0.906656030306377	0.898282736218341	0.894035785823905	0.319044990662352	0.856593367256969	0.843918947438955	0.883515167977403	0.331684193976784	0.746935410041171	0.619567746000284	0.744884424322702	0.765696220099823	0.880325812187055	0.770158190177051	0.84194922376355	0.850729663277103	0.861446514802237	0.909366439789645	0.861177018779027	0.790350840217098	0.802706262078757
