""	CD44	CD69	SIGIRR	IFITM1	ITGAL	PTGER4	ITGB2	CD3D	PTPRC	CD7	ITGA4	ITGB1	CD8A	CD8B	CD47	CD3G	CD28	KLRD1	CXCR4	IL2RG	ADGRE5	CD4	CD2	CD247	KLRC1	LAIR1	CD226	TNFRSF1B	C1QBP	SORL1	CD46	F2R	CD68	SPN	TREM2	KLRB1	ICOS	CCR6	CAP1	CXCR3	CD27	S1PR4	CXCR6	FAS	CD81	CD96	HLA.DPB1	TRADD	SDC3	TNFRSF1A	CD74	TNFRSF25	NOTCH1	CD6	TIGIT	PLXND1	NOTCH2	TNFRSF14	ATP5F1B	TSPAN14	TSPAN17	SLC16A7	RACK1	ERAP1	GPR171	LPP	SMAP1	JAML	CLEC2D	VSIR	CD9	CANX	RXRA	CD163	PTPRA	PTGER2	CD63	NCL	LAMP1	RPSA	APLP2	PTPRZ1
SORL1	0.464727051024236	0.500201489523791	0.534536806614478	0.371882628717273	0.515213056643528	0.429616740492354	0.78386512211481	0.220598917964853	0.393404686456574	0.171799101797452	0.531801540587225	-0.422393049860178	0.627840438932731	0.25920218067364	-0.66379747073125	0.284402959299628	0.687694012353782	0.101602419828844	0.589220478572146	0.370850834251145	0.157974727728261	0.866894305692216	0.268393361210185	0.616272424426319	0.123894948330836	0.803279230032007	0.726195889610699	0.641559877045644	-0.212678590203212	1	-0.346588178808628	-0.0164742068458158	0.704629796896415	0.384504940830863	0.858184613255925	0.403559009925098	0.683779288976737	0.305427496033969	0.627331249541761	0.169958695188874	0.221448834611615	0.13241732564152	0.147173243412271	0.769324516751347	-0.0613273117493821	0.180941179017345	0.872333531727538	0.453397066939611	-0.475266297424616	-0.277005703828226	0.85743113294781	0.0537832958071654	-0.530662895924931	0.333065056633189	0.654500793162734	0.649945360223315	-0.686417612778527	0.184099737605254	-0.331276722036309	-0.00611965639093906	-0.54930396044432	-0.0841947997971577	-0.420588586737771	0.231998525937876	0.174976622381985	-0.432919215371078	-0.513217454526237	0.570154657492798	0.201691244698148	0.679630593674928	-0.536443237584167	-0.474245993362625	-0.475881369709989	0.700740637485909	-0.527801323617137	0.310289096927491	-0.344379094714652	-0.544609835757094	-0.0918044345451085	0.0857371150331578	-0.366513069853476	-0.510648732238576
CD46	-0.854828512415589	-0.852900264444618	-0.821901096874711	-0.831127079469456	-0.758133564443896	-0.837774548546873	-0.422731226846367	-0.834624727129949	-0.867848363599604	-0.723565591978189	-0.789985481939956	0.824266648566903	-0.802676237242164	-0.398036947540494	0.832363234384633	-0.866551818109824	-0.757217242627484	-0.725394798758184	-0.893362812113353	-0.826064210708715	-0.676053164171775	-0.157934213590352	-0.863183631021481	-0.749603786712829	-0.73078842271324	-0.0589716006865683	-0.265441174107876	-0.480776260030499	0.641861880703867	-0.346588178808628	1	0.0129822266167975	0.143133929789224	-0.79363395179065	-0.0413946360735128	-0.86080620502303	-0.667582268396389	-0.700859214830503	0.283728390134574	-0.576128881543476	-0.870790665112357	-0.767093381275944	-0.727297942704495	-0.148154185889458	0.879959543593619	-0.708450653038759	0.00773279140409711	-0.664887037312504	0.881626760302539	0.939108080597729	-0.018447686679055	-0.555392494649048	0.816305311606966	-0.865480885762642	-0.623454496739352	0.0573070576357732	0.821017662210596	-0.792964998037447	0.817276342597036	-0.0351235727044077	0.307930266258223	0.0859819155073453	0.698892522852152	0.261723988546114	-0.819215574445573	0.902843062536703	0.838889471867017	-0.67993389407566	-0.823862372571178	-0.0552088725241452	0.889370808177143	0.814595371448058	0.868181411245947	0.163477136202798	0.810855455268976	-0.826447272809924	0.911980092964274	0.780789337747823	0.852023523480886	-0.308500653116672	0.910711183204439	0.816239675810828
F2R	-0.0181733966583459	-0.267597008576577	0.118001914849814	0.243564797922278	-0.0174253715092697	-0.0781856859645975	-0.257627748358802	-0.106014959557673	0.258594524946337	-0.348507540115872	0.395145034346301	0.476851165916043	-0.225087452876208	0.647473310137704	0.107257415215934	0.0753930478978349	-0.243010771971723	-0.0739369523574019	-0.0916887974553637	-0.0384967159984869	0.530781100820026	-0.0700262610323512	0.0985198222635658	0.31695498095074	-0.126335853734847	-0.49449803932217	-0.540989533042353	0.19821592049451	0.377020465898237	-0.0164742068458158	0.0129822266167975	1	-0.202361739576055	-0.0715017243625798	-0.245595010512006	0.0489971195392817	-0.324588532140246	-0.320320891188431	0.170287637272025	-0.539470968674913	0.144064890631863	-0.242172087506705	-0.328937577333411	0.246655768156232	0.163297650060147	-0.500809528188886	-0.141829385646507	-0.118227509989637	0.284842024254754	0.117821706842305	-0.233291294517376	0.492777380367323	0.0266644562655853	-0.0988449081104716	0.571545387759623	-0.653071471208379	0.147399925006966	0.226538665584557	0.210738616406393	-0.529704076745226	-0.306661748093416	0.588143740931408	0.460313115413986	-0.101591814170893	0.181756356535745	0.289171999852287	0.382963886836423	-0.0966845597500218	0.178608652871742	-0.622141081411156	0.262551659534709	0.26800135649241	0.234845614499876	-0.267140823535386	0.439542904357173	-0.26379137232422	0.21544899005185	0.311478659649804	-0.0891001344702248	0.569439038543325	0.154015849870838	0.319479446183628
CD68	-0.0687780951277068	-0.0303383695789751	-0.089263696432385	-0.201719474849382	0.144904892100271	-0.152239417881656	0.705854688598384	-0.327327426720603	-0.191203415196713	-0.367574227162454	-0.00104083441607703	-0.101895863101247	0.211708714468498	0.0573600017449315	-0.288248945956547	-0.268899990118839	0.260602609692488	-0.36915981951408	0.0338686978261656	-0.112346354922507	-0.308146496133333	0.8923039008344	-0.331367544455379	0.194383561113659	-0.354664649105181	0.852410984108018	0.648338458103973	0.478011899192194	-0.022085801397389	0.704629796896415	0.143133929789224	-0.202361739576055	1	-0.0646834213418904	0.94204675610624	-0.228474471861065	0.225769430615794	-0.285462665634267	0.691133489647148	-0.0381398440612673	-0.355475018012355	-0.366691781110857	-0.38663215738392	0.626728906469918	0.438444465528431	-0.264023591448871	0.930428551784578	-0.109714338370581	-0.0783012396984157	0.301158408407488	0.950942521962998	-0.59984939029531	-0.12600941943814	-0.296354874443426	0.193373542910721	0.714939348579682	-0.346768028384887	-0.451771354976968	0.060488760271401	-0.1914810404995	-0.595061381329535	-0.207505830562847	-0.207072031745945	0.187492855627636	-0.321093597358697	-0.0385928455047781	-0.0766076489592939	0.28346800818018	-0.43087954847521	0.829139616698995	-0.0802149359181868	-0.080876713335505	-0.0960599970998165	0.967323153036158	-0.19941296534696	-0.253981201814617	0.171237838499258	-0.261783972040947	0.437478272449655	-0.402774760812398	0.133015151944868	-0.151718107803296
SPN	0.892494883646786	0.857775086649076	0.850630479551937	0.881351767942068	0.900183185383723	0.926667755111861	0.601172430616511	0.918503630608324	0.884504063445634	0.727222403912387	0.787050837478198	-0.722500165977989	0.816588921544497	0.517760902852922	-0.76960218002617	0.930082113039011	0.797131451900476	0.891858565443698	0.860902389391802	0.949017858569757	0.756291387146011	0.313897589517117	0.910686057338606	0.791313202980998	0.79565459120253	0.23590910629115	0.405976723263672	0.697141861080167	-0.554351437350595	0.384504940830863	-0.79363395179065	-0.0715017243625798	-0.0646834213418904	1	0.0888788397903765	0.851404768770626	0.599901299309452	0.62685011507096	-0.0592994840456776	0.806032552540121	0.892072126514138	0.867310776303895	0.766508043390425	0.0171834292618355	-0.746189616919161	0.736371307162291	0.0828641255826815	0.542048332099074	-0.809315490437184	-0.855273277410169	0.130406904163832	0.399475971360339	-0.700364853563519	0.834647555729934	0.598941066520812	0.120433754173263	-0.686916032608603	0.762742872588708	-0.693803140746584	0.188562913387594	-0.136124740061724	-0.137604051422676	-0.651322836247601	-0.0687410560804109	0.916142156394031	-0.843566816875165	-0.758814226151979	0.830095926687378	0.808783755863128	0.23375712763385	-0.865079559807177	-0.811697975360427	-0.912612951269072	-0.00919880485237837	-0.812216512870014	0.820137197436292	-0.830515802597924	-0.655709155399624	-0.636297782254021	0.396363748130072	-0.845434663506756	-0.730729273364854
TREM2	0.13440525666243	0.223039094848359	0.149893082490675	-0.0158494739554214	0.287954491919698	0.0802543237385172	0.792130630218051	-0.109790706035511	-0.00276869278187555	-0.114681037738146	0.157789201561367	-0.27206870550386	0.428381784477417	0.0406726676282031	-0.444934724929608	-0.0694025980166139	0.476440087586053	-0.204581029876223	0.278182972028479	0.0730678338381538	-0.210513037033001	0.930756461321547	-0.118603725775637	0.32967223431805	-0.18100103897531	0.923569089440794	0.787756957638392	0.504055097805768	-0.126692004775868	0.858184613255925	-0.0413946360735128	-0.245595010512006	0.94204675610624	0.0888788397903765	1	0.0221970787480126	0.485723676100222	0.00423701050488518	0.690789869051417	0.102466558441989	-0.162183055801233	-0.163463769966173	-0.140533555723706	0.716888869854742	0.252461143382488	-0.0337351606953212	0.966926230900116	0.167545612017224	-0.262818988016821	0.0755955820908979	0.985669176807115	-0.395906580261125	-0.27980820053907	-0.0363583853863888	0.310467364143376	0.792202235928312	-0.504949724905548	-0.23462142042643	-0.0989963763527086	-0.0220718110299267	-0.559729891387844	-0.219781234420696	-0.338779275723	0.270098288357248	-0.179958593195576	-0.213402263672792	-0.293377512940556	0.388739649249937	-0.205082101147193	0.865786873872739	-0.283946593115431	-0.252489745884462	-0.257632485481973	0.934803277336449	-0.37078845972994	0.000923437995705615	-0.0389781928813304	-0.41307077520966	0.273858035003737	-0.269918918593232	-0.0612051607675448	-0.325490387468111
KLRB1	0.945286501331838	0.921390121522427	0.947793624379176	0.911303397316523	0.746166181256784	0.964641367490039	0.407501896775345	0.93759953237727	0.930923281036346	0.850438199685786	0.796755296938544	-0.64490511785537	0.774115370024559	0.358414368591047	-0.73420666888304	0.937701949405313	0.816662548782335	0.82185272991097	0.94311665364872	0.897596647241558	0.72729609331136	0.161847281075039	0.958659686809079	0.733647144901575	0.794008480774338	0.0889032434704666	0.346402435122076	0.48276233534862	-0.484431397757449	0.403559009925098	-0.86080620502303	0.0489971195392817	-0.228474471861065	0.851404768770626	0.0221970787480126	1	0.729368121394083	0.853849628810259	-0.120925048818401	0.648737446021532	0.929900911620959	0.884752483838545	0.86802963658789	0.126139752173281	-0.820096944236531	0.798817040745838	-0.00342522952958988	0.833142840493888	-0.802221317222602	-0.930322212399532	0.00677880808878523	0.715865614701556	-0.750470881854854	0.966466585672837	0.620666006037488	-0.0139312280550655	-0.711329037861394	0.923143132613755	-0.697911591206442	0.335499007622914	-0.0846382346390209	0.060801540949865	-0.499283625597214	0.0658390800215029	0.868095132762249	-0.804182258552269	-0.769395002845964	0.681294099552075	0.882014561444412	0.0236751309904386	-0.819788594904907	-0.710968266572817	-0.802930257887655	-0.203788748960746	-0.737283722522324	0.931703981405143	-0.834541628457594	-0.630070946953565	-0.778440580112598	0.597566380595171	-0.851518382923279	-0.742798050141693
ICOS	0.785459994089458	0.8499742595117	0.732883561392087	0.545446653901368	0.619280398695434	0.724592207783275	0.546604093732792	0.631776319186967	0.548544721389995	0.716599027126583	0.524557986524416	-0.690226401862828	0.834188071283386	-0.0372061179464367	-0.682190567118111	0.587297648224232	0.899179598218897	0.47032901986623	0.855412592057391	0.640781021211786	0.229924110974725	0.430284358890009	0.59036375820566	0.553784068201239	0.514667682471279	0.555070393113857	0.747531767061081	0.370793219518386	-0.394682809847355	0.683779288976737	-0.667582268396389	-0.324588532140246	0.225769430615794	0.599901299309452	0.485723676100222	0.729368121394083	1	0.805568671080376	0.233615048521557	0.537845558331419	0.524243651663438	0.613516418921646	0.689192064049524	0.469532437309544	-0.516726120937684	0.735359412875986	0.462917559438868	0.839247806803812	-0.704015428895354	-0.692176752907916	0.438034480487641	0.282147704593401	-0.575841948627993	0.760848607810033	0.431555034762395	0.496384563659268	-0.715522091223835	0.470254548995646	-0.523829196565629	0.444721412340142	-0.121241811174121	-0.146479546394629	-0.562944159389734	0.35085954869579	0.426985287265456	-0.666339541074432	-0.749666758234434	0.662405378456412	0.533333498565854	0.503852819846902	-0.750238311542265	-0.631741148802572	-0.666407933212624	0.225399753571386	-0.749742241795126	0.793353327776862	-0.66452275872942	-0.634182208690892	-0.393233604998133	0.24854450943805	-0.616984631116258	-0.688668789429301
CCR6	0.786021842895337	0.881452378473679	0.74488452619481	0.630448820125907	0.476379090449797	0.819291677567302	0.2368606711208	0.818053691445807	0.637528466151307	0.944266860534608	0.447584171277062	-0.643698962249147	0.671212672876108	-0.149193949408109	-0.524033768137038	0.711100709623943	0.742078788123856	0.66726487557203	0.814056430905285	0.687200535867951	0.321707892060296	-0.0252933462682771	0.750839772438014	0.363427218185758	0.706975441826693	0.148552415368577	0.442929754942129	0.0793518172114981	-0.446509136997714	0.305427496033969	-0.700859214830503	-0.320320891188431	-0.285462665634267	0.62685011507096	0.00423701050488518	0.853849628810259	0.805568671080376	1	-0.204087436026175	0.636914829462118	0.698921326267036	0.828534945351744	0.934204172933647	-0.00342075703394446	-0.759808442083949	0.921400970261875	-0.0510691325557707	0.906455219220689	-0.68693631419425	-0.840272995339346	-0.0429768313233353	0.575021592255088	-0.547578267055699	0.912917450692778	0.236209208669402	0.19705914868044	-0.555484436423207	0.752182506048153	-0.589274181375382	0.641314556116132	0.235351593611868	-0.0489303554657927	-0.450508192819202	0.235017584850139	0.567557912886308	-0.69139091060966	-0.744579259675739	0.475763741982855	0.713450766262931	0.116244125407691	-0.702957701494358	-0.584257422904412	-0.628518355213275	-0.252069557378386	-0.673771688969329	0.946673771229562	-0.743591267337434	-0.537958495683167	-0.627887539192136	0.406253538895888	-0.708134710264289	-0.667963334813036
CAP1	0.0165593148694153	-0.0665882804594353	0.0167240881644142	-0.0836973780500402	0.0463456761144209	-0.118182663663952	0.425966305524999	-0.256831664778828	-0.10905315846812	-0.303950175947931	0.132698457935867	0.25633141893285	0.148765109519545	0.114395257816729	0.0434645575899398	-0.180847581019138	0.178474279393531	-0.287038685906832	0.0124549818886741	-0.108798551650875	-0.120675282710727	0.677501920069402	-0.224465465759466	0.21327929690772	-0.333072596095533	0.590710378147555	0.451545941191387	0.36049622645332	0.494003786471979	0.627331249541761	0.283728390134574	0.170287637272025	0.691133489647148	-0.0592994840456776	0.690789869051417	-0.120925048818401	0.233615048521557	-0.204087436026175	1	-0.182470783764927	-0.27196777633891	-0.340457040715705	-0.301862457774335	0.657181393625192	0.60914948550176	-0.307527029172374	0.803661851402313	0.0273938990884352	0.264332532181662	0.347640715640251	0.720826578613684	-0.309946705179281	0.236678171497389	-0.226879014309009	0.31902969649635	0.517779387130699	0.0201648433810354	-0.296722470139899	0.468889938421142	-0.0175973259589461	-0.241207659264401	0.051768304348285	0.200981425797838	0.603706943168206	-0.231430977920764	0.289702557773327	0.246495645783682	0.278133191145854	-0.263232493117036	0.495928820240655	0.136761111565312	0.152398002449811	0.112153751952648	0.69081887145911	0.147881214191004	-0.214313200215801	0.354501532735321	0.226129757034337	0.589698098571227	0.204776617343282	0.355175707987695	0.259272343234699
CXCR3	0.681566399692697	0.793933967712025	0.568963822353726	0.558462249194791	0.706139561690817	0.769328557370385	0.574944672731979	0.817841823001227	0.561367172418683	0.765859850889566	0.355961045881783	-0.716075557267523	0.700948934501848	0.0801782332414969	-0.56320615804763	0.723073564968399	0.680357847612254	0.783314140140023	0.678877980024483	0.794763145656717	0.359642396160212	0.215475256970453	0.691335652984581	0.411347018061221	0.703805190584774	0.343086615976436	0.561370370459228	0.39056995229056	-0.631856964047395	0.169958695188874	-0.576128881543476	-0.539470968674913	-0.0381398440612673	0.806032552540121	0.102466558441989	0.648737446021532	0.537845558331419	0.636914829462118	-0.182470783764927	1	0.658682769894452	0.844952763084059	0.806578803273643	-0.2810785211986	-0.650026186059001	0.848991523509452	0.01383494711021	0.484857379282904	-0.730792970294017	-0.699183193219583	0.123876713620385	0.0827399231981571	-0.504397999872596	0.696391067060089	0.0895093601581458	0.333194749216518	-0.519046876791212	0.534733436621161	-0.597560757949378	0.519933211257894	0.142811488773778	-0.306329752797708	-0.636153609536191	0.0514069465874682	0.657458409611508	-0.764963746244085	-0.709320817478499	0.639515929632305	0.561335963511263	0.416290268279317	-0.738209364692244	-0.670362582535654	-0.78554267585991	0.0700834826405884	-0.788153885434471	0.776873863762104	-0.701918305931884	-0.605125412455875	-0.421400508666084	0.095714819086561	-0.683133318560819	-0.684575725189491
CD27	0.877843469550867	0.842051991430415	0.89428165186179	0.957128265877339	0.793566035964695	0.933575907835414	0.353308504960885	0.948956867622505	0.967994525286446	0.779911910415204	0.83735588705629	-0.63005019018717	0.714543272079748	0.547716875144337	-0.701716099128527	0.985297183726981	0.692776801994016	0.898297958423186	0.853662854732883	0.919454931181505	0.865789358229481	0.055820580911333	0.988096772646621	0.7781534578631	0.82882251162155	-0.0902337306670456	0.144542359151745	0.499703216748332	-0.537469398223622	0.221448834611615	-0.870790665112357	0.144064890631863	-0.355475018012355	0.892072126514138	-0.162183055801233	0.929900911620959	0.524243651663438	0.698921326267036	-0.27196777633891	0.658682769894452	1	0.889218409094637	0.815388720644069	-0.0465657462955979	-0.856702099920298	0.722284355481924	-0.185544011719348	0.639832257237905	-0.773675483251332	-0.928157075361537	-0.147218121931516	0.71816672541439	-0.721342818061418	0.915685036056329	0.626764276452016	-0.187952785618888	-0.618474697201486	0.930156694807167	-0.726923152644759	0.125679033127093	-0.0864851341294826	0.052518165981721	-0.520355820609314	-0.165919281235951	0.965980635495228	-0.802279177136978	-0.709284753427359	0.629269441353198	0.954868187457576	-0.127383209562762	-0.804192042004354	-0.727694157728302	-0.821497227939713	-0.306759672640884	-0.682019947202682	0.849425326524057	-0.858179640318482	-0.592246598159972	-0.836016569046307	0.571889982588469	-0.868695703475403	-0.681893422958837
S1PR4	0.84778007915288	0.877562281424684	0.812386427734374	0.798691407336715	0.720076577657272	0.93471037283317	0.329981860682517	0.963094837007189	0.795150542312204	0.924142625381138	0.573408876010585	-0.697719103458023	0.68561451707896	0.203720365664327	-0.623894650845282	0.898563648696684	0.709944864895623	0.917049824520453	0.814474010328661	0.884123106693616	0.623521391877252	-0.0231578544445956	0.914557638164458	0.539856104353373	0.878074378491138	0.0453718420511346	0.307330867972879	0.354587208737236	-0.579365709641208	0.13241732564152	-0.767093381275944	-0.242172087506705	-0.366691781110857	0.867310776303895	-0.163463769966173	0.884752483838545	0.613516418921646	0.828534945351744	-0.340457040715705	0.844952763084059	0.889218409094637	1	0.949951902748886	-0.2232544113288	-0.876990075635064	0.919693162512414	-0.211780936301324	0.673389040601702	-0.792649485566847	-0.913501418085848	-0.153538336057731	0.551072945280112	-0.632301384239843	0.928505874717112	0.299867029288978	0.0258982628803974	-0.547760152919718	0.813697143125837	-0.708534580607747	0.451506626314977	0.187684937385767	-0.131701358797757	-0.568726389970172	-0.0179860380251106	0.850430372130926	-0.810808129066251	-0.761223614503061	0.605110565382479	0.821141937822927	0.044850057388692	-0.800593425043133	-0.722576732363042	-0.811318775629943	-0.290171348401783	-0.76612767486229	0.932631571928897	-0.854072034966719	-0.580545702574679	-0.737405453225999	0.417942724017559	-0.842398801858324	-0.713227962998017
CXCR6	0.822767118787666	0.901741399302558	0.758593621821124	0.716748818771623	0.600114103691231	0.886212686681358	0.263763620836349	0.932623055595121	0.714054768078161	0.978769067410091	0.491579669107099	-0.670610111059679	0.691450638508448	-0.000673859076746089	-0.523984409322578	0.831857647930409	0.714679629894529	0.845361133661609	0.805891243176894	0.812181503516527	0.471355123991481	-0.0816384258670606	0.852051263964752	0.425523382552839	0.829488334314898	0.0585095618085105	0.371760357204423	0.163545226092106	-0.528528155176073	0.147173243412271	-0.727297942704495	-0.328937577333411	-0.38663215738392	0.766508043390425	-0.140533555723706	0.86802963658789	0.689192064049524	0.934204172933647	-0.301862457774335	0.806578803273643	0.815388720644069	0.949951902748886	1	-0.217083677851276	-0.82974483607161	0.969722748778497	-0.197512756771692	0.794668627196415	-0.720570249309362	-0.889632166747275	-0.155830529095888	0.537730614282434	-0.54083300107384	0.93629066065749	0.213166485904223	0.102005965360843	-0.500830911022349	0.797509541569258	-0.631832079594784	0.60367198711415	0.300788425855339	-0.0840427245641564	-0.502218500668839	0.125046858209199	0.731592993022301	-0.746589044311958	-0.737991238395313	0.535205715025763	0.802124782671261	0.0629158839116353	-0.744198602890086	-0.639935747900846	-0.722389360198592	-0.315359096231213	-0.70736660511257	0.966417727516104	-0.801223481072771	-0.531123612292861	-0.668169718479802	0.420634499080311	-0.762448089455229	-0.666307589608681
FAS	0.192060694592085	0.133384369115051	0.294041651896816	0.138953232221487	0.200597581962912	0.0606946865713724	0.421018783152982	-0.133850008765404	0.143396374711953	-0.173820251988956	0.414191318002355	-0.108817872431189	0.358632948384198	0.264741457052936	-0.38378637272749	0.00195629646745522	0.390017020546293	-0.235870316291643	0.306103857236525	0.0102411613271436	0.046823240460374	0.670961452901814	-0.022402084446949	0.464531634744799	-0.203336900946423	0.511093367595998	0.369298674679821	0.445913602086094	0.164610608173045	0.769324516751347	-0.148154185889458	0.246655768156232	0.626728906469918	0.0171834292618355	0.716888869854742	0.126139752173281	0.469532437309544	-0.00342075703394446	0.657181393625192	-0.2810785211986	-0.0465657462955979	-0.2232544113288	-0.217083677851276	1	0.196368234560515	-0.20773044670886	0.781763332672644	0.21843245689368	-0.141546854985345	0.00596811684392359	0.691379589982525	0.0144869081924828	-0.232132317896543	0.0244788687570168	0.57727568502204	0.332085024602724	-0.412398758510888	-0.101344447962676	-0.0110168927658429	-0.293528235649474	-0.63382763159479	-0.0594489607497681	-0.178506433955148	0.189867431599123	-0.0645674242535886	-0.0597779673019372	-0.154948848498369	0.326825717160107	-0.0328956819614592	0.389291848627611	-0.202457557299005	-0.202309615510958	-0.138400993949722	0.562744976095611	-0.160595737474866	-0.0304943459289764	-0.0413161537851791	-0.210850417960287	0.0691072918575982	0.0838430483196825	-0.0636824657698093	-0.1292602627822
CD81	-0.741613297447651	-0.790777475916209	-0.731336649982947	-0.737217756462157	-0.638520160045568	-0.825349086656408	-0.186041365981445	-0.868932566038469	-0.771149472708175	-0.819236318564869	-0.571770601121372	0.786866555571735	-0.61627463783745	-0.220763977693115	0.698883265032479	-0.828144198139058	-0.595095948725575	-0.79777126974704	-0.767211899981687	-0.782847906384064	-0.597638095025941	0.146971837624301	-0.858877137189631	-0.501082172127442	-0.804002999225209	0.120088823899525	-0.115147938688254	-0.264377974526939	0.737728720831111	-0.0613273117493821	0.879959543593619	0.163297650060147	0.438444465528431	-0.746189616919161	0.252461143382488	-0.820096944236531	-0.516726120937684	-0.759808442083949	0.60914948550176	-0.650026186059001	-0.856702099920298	-0.876990075635064	-0.82974483607161	0.196368234560515	1	-0.810821822921662	0.328686847406179	-0.590523781218826	0.853638787298383	0.94643397455115	0.272337543073142	-0.613474343945992	0.767303330131266	-0.870994729712891	-0.335137698769814	0.170079398577261	0.655063019663475	-0.812456438912976	0.878664331414542	-0.206301061809941	0.0192705860446434	0.124505709075684	0.65793644311579	0.356899074675357	-0.803731099108731	0.869070554226397	0.834407695254762	-0.461536067034333	-0.811274760186943	0.102433684728792	0.818341676725561	0.757434701286724	0.776469151865375	0.419210786450433	0.770059875299583	-0.844995639636769	0.927843495816646	0.721989285209985	0.934245574220449	-0.210954655581378	0.922856068877064	0.799927647527243
CD96	0.785608413892981	0.896674973956472	0.693392010865656	0.616902960532761	0.599010606783931	0.840451034965649	0.331059857345341	0.878940150757637	0.61634151865647	0.974195234579249	0.383793171085402	-0.742314961026534	0.714300818079622	-0.120274463593076	-0.550587252175157	0.749884235330617	0.747298089719255	0.798749851540084	0.790034723428273	0.781908237789539	0.334021241919623	-0.0194814190145837	0.765701983586001	0.3615883154902	0.81840834616831	0.191968312227794	0.499334710996679	0.151478785708327	-0.60385583467771	0.180941179017345	-0.708450653038759	-0.500809528188886	-0.264023591448871	0.736371307162291	-0.0337351606953212	0.798817040745838	0.735359412875986	0.921400970261875	-0.307527029172374	0.848991523509452	0.722284355481924	0.919693162512414	0.969722748778497	-0.20773044670886	-0.810821822921662	1	-0.112409410907078	0.775131752729596	-0.759457986390207	-0.857980893371851	-0.0591113854400998	0.377752194163411	-0.553100916774532	0.890958135605833	0.114425424860642	0.239251513844207	-0.553922512336398	0.684137926513747	-0.659296614398083	0.650770094171027	0.289869492751034	-0.16094660194048	-0.571129710215411	0.143309272698521	0.634634403444643	-0.780809506627938	-0.784305177769526	0.550007736393776	0.692607479864645	0.223193575077184	-0.760386152446863	-0.651569517804509	-0.733423629165144	-0.20822958951923	-0.776123277726518	0.954013426766564	-0.792048549071919	-0.605688356591086	-0.607337840851945	0.250498828486679	-0.749654621862922	-0.730032607585078
HLA-DPB1	0.13867488701712	0.165448398602024	0.138360960478046	-0.0217015439440067	0.253553004237415	0.0428147608949715	0.729943335047174	-0.151162227353162	-0.0117756016127667	-0.1771628042803	0.198741722447733	-0.190753764994903	0.39233676853097	0.083266924491126	-0.382564960281719	-0.091178475610276	0.441415933897055	-0.241362472198674	0.246667214562841	0.0326874106222396	-0.186246153816195	0.914731068015362	-0.140260769233035	0.337930688082589	-0.235034291042114	0.890991359736194	0.725856731059853	0.524387236893491	0.0216034168725407	0.872333531727538	0.00773279140409711	-0.141829385646507	0.930428551784578	0.0828641255826815	0.966926230900116	-0.00342522952958988	0.462917559438868	-0.0510691325557707	0.803661851402313	0.01383494711021	-0.185544011719348	-0.211780936301324	-0.197512756771692	0.781763332672644	0.328686847406179	-0.112409410907078	1	0.133509034116176	-0.166020331760113	0.121526271850594	0.977485319941953	-0.389659593689599	-0.190276079805741	-0.078760327380978	0.365413197687338	0.755470649707481	-0.430569349901218	-0.25996865149964	0.0133430866954897	-0.0693101819846423	-0.549151130349292	-0.19324538634913	-0.253801713661259	0.325380596838467	-0.176998656909046	-0.117952006014446	-0.197656318754457	0.435414979883716	-0.226421329457379	0.824902429078386	-0.223836387412223	-0.201868077929002	-0.199579618686634	0.912714332845987	-0.286493610838094	-0.0479867241294375	0.0229307549346593	-0.294377149588856	0.322811554899154	-0.172269037333618	0.0075147163135005	-0.213136387411655
TRADD	0.816043220323282	0.841764529215959	0.736207499090836	0.622496817375841	0.466212458194402	0.749281739936181	0.291362195001806	0.71604244363549	0.639147380466047	0.81571147093417	0.515711436316391	-0.481013229561331	0.682974489848687	-0.0691377299134705	-0.508056363292147	0.655558031707328	0.798478591414712	0.536998934217462	0.832163914878503	0.657287818274614	0.323240960575352	0.125915134088037	0.6814791211771	0.464918474669945	0.586384611919194	0.196372109509632	0.53298886679076	0.137047073542219	-0.353855511163065	0.453397066939611	-0.664887037312504	-0.118227509989637	-0.109714338370581	0.542048332099074	0.167545612017224	0.833142840493888	0.839247806803812	0.906455219220689	0.0273938990884352	0.484857379282904	0.639832257237905	0.673389040601702	0.794668627196415	0.21843245689368	-0.590523781218826	0.775131752729596	0.133509034116176	1	-0.598235516364798	-0.739217237240352	0.102708857936214	0.562456272298496	-0.55144517003578	0.844882563393485	0.383813493032136	0.162010381931183	-0.600661737890846	0.719742201426558	-0.478372154504094	0.576622135238636	0.0526294604927658	0.231741345671708	-0.258884603959593	0.42675535584829	0.49767949252491	-0.587212189299449	-0.613234948633558	0.508314148147556	0.651665921563922	0.138509985911956	-0.591691896970302	-0.407365020235338	-0.521020659688767	-0.134562446604401	-0.561584663483537	0.868290596230785	-0.585452923044734	-0.504610928707224	-0.531211758688692	0.520997198125618	-0.563156652176136	-0.61955704959138
