""	PARD3	EGFR	TNFRSF1A	CD9	SDC4	THY1	CD47	LRP6	ITGB8	INSR	AR	PTPRA	CANX	DPP4	NRCAM	HMMR	SLC16A1	ADGRV1	ADCY1	TFRC	TSPAN12	ADORA1	APLP2	CADM1	PILRB	LPP	TSPAN5	CD99L2	SMAP1	SORT1	TLR4	PODXL	SDC2	MADCAM1	TNFRSF21	NECTIN2	ITGAV	SLC16A7	ROBO3	KCND2	TRAF3	CELSR2	SMAD3	TRAF2	PTPRS	NOTCH1	LTBR	NOTCH2	ITGA3	CXADR	PTPRK	TSPAN10	LRP4	TNFRSF12A	EDNRB	FGFR2	GPR37L1	SCARB1	GPR37	JMJD6	NCSTN	LRP1	MRC2	NT5E	TSPAN17	ITGA2	TNFRSF14	RACK1	ITGB1	MCFD2	IL17RC	CD44	CD81	ABCA1	AMFR	CD63	ERAP1	TRADD	ADGRE5	SDC3	ITGA6	C1QBP	SLC1A5	TSPAN14	SORL1	VSIR	ADORA3	CD74	GPNMB	CXCR4	ITGB2	TREM2	PLAUR	CD68	HLA.DPB1
AR	0.722147030972596	0.955797110843451	0.948392104530172	0.854740973810281	0.817545599254143	0.970768742459623	0.969735251893154	0.933661435042642	0.957254422311108	0.833222778529694	1	0.979974268105629	0.938560990602041	0.802741429182702	0.970246209133041	0.907068642088287	0.869075439622785	0.736000093807282	0.989400083995269	0.526678654406572	0.944556417668782	0.972482436246791	0.957836849354596	0.976091416217641	0.957907395035615	0.908140442202911	0.945456677947958	0.870347206323637	0.82702537233312	0.986461087617	0.729626053763116	0.794790134841218	0.877484665285314	0.905600547336798	0.928039052875332	0.856955068788919	0.961742341159468	0.82733494097319	0.941666433658587	0.977843298292924	0.735739242718037	0.968109653689173	0.963777520323649	0.903164340420392	0.909222215520487	0.950612874382996	0.854674948868204	0.935916132680225	0.794955044933154	0.760216842852815	0.558111604298781	0.57035286818305	0.665985176892648	0.898057328281843	0.827312637427252	0.854432106741095	0.970217657088874	0.667059070514581	0.892022073264906	0.825151571596252	0.913235176693224	0.901687235625318	0.949255553283899	0.965534334248677	0.916559073323282	0.882651944819356	0.694213134905323	0.797474950403893	0.842662991152278	0.755575033165195	0.838728572406475	0.848236317938794	0.605558885830718	0.826382979181465	0.687094574085214	0.974858636570867	0.955681315623252	0.437798314491655	0.315678189356922	0.930740168407578	0.938157557850686	0.956024785558628	0.38683068406244	0.676188720256593	0.789156901677029	0.180606825061308	0.0510354404397169	-0.028795647219821	-0.0417704626695991	-0.395039418484865	-0.0838543273055841	-0.0104759898106965	0.133406989160754	0.00614719648223389	-0.0182491228419415
PTPRA	0.779167981885118	0.970032714551042	0.981895506362266	0.894953610557353	0.862522909108096	0.965441807139262	0.97356363616001	0.966372411325129	0.979634600597961	0.866320153278413	0.979974268105629	1	0.967051090197814	0.791310440119592	0.988222764663176	0.907707098884785	0.904439413545186	0.730296613589535	0.967860612439486	0.609897284849346	0.94375423759716	0.974180696074423	0.971321268383094	0.97570309190768	0.980895431304167	0.959386553968821	0.960891668328646	0.90938801994111	0.842981516789047	0.988616402758988	0.751715519442368	0.837455619013262	0.925267902076267	0.908110282223243	0.922562345737469	0.872214930756952	0.986765013200759	0.818055483895761	0.96773852356568	0.97975993602051	0.788874495859541	0.973661287804856	0.98062464766787	0.870556613307237	0.897279553464786	0.952766477996644	0.910354358412577	0.964208218791651	0.847458917664416	0.821466707412509	0.661215211099383	0.5433313741708	0.685194759239201	0.930504090695803	0.824542761632009	0.840524956496	0.951738067284228	0.71183568027684	0.923246936296848	0.890229941682056	0.938324574028338	0.944553650410253	0.967744493526065	0.989894697553392	0.957669507138632	0.890087658269984	0.714822788982804	0.848755011727537	0.889009244817766	0.820278386733063	0.833562849908475	0.869840995138918	0.666759496865149	0.893863130697582	0.750614495822339	0.990531537474795	0.954368272883988	0.494009655542009	0.37705719058231	0.94441186089466	0.975853395630473	0.974977631318867	0.49789681405237	0.708601312497302	0.81962193753586	0.231402716995826	0.0955753138915486	0.0177562292857305	-0.00676545632413781	-0.364258798369764	-0.0372142692840553	0.0293485643848419	0.187958457546046	0.0541328940669418	0.0300766852986418
CANX	0.806831924376501	0.987129547973251	0.968287119850132	0.965696370735805	0.879653034045076	0.921586035478028	0.967761400203577	0.919062409130212	0.972387703122166	0.812259376750352	0.938560990602041	0.967051090197814	1	0.749505187191164	0.974726444247928	0.899297961320634	0.965150995286834	0.758126603077471	0.930320482446068	0.685516459226366	0.957450618874442	0.962145567399958	0.980626823458883	0.973759844018416	0.985457571340777	0.958356847651019	0.959355966190427	0.861694832546285	0.85717456509693	0.970169098516868	0.752417161205502	0.783305243199782	0.958137895981127	0.903494248027525	0.918294371854425	0.869943569190833	0.966109912710639	0.887612833531415	0.981288629555818	0.951022952580786	0.850207283386079	0.9648487984212	0.97888223317578	0.891292885391561	0.816094831767358	0.933514363529292	0.897757326946264	0.920582419529836	0.914317593633437	0.828258006964033	0.624973901240931	0.67404607399242	0.783307204465151	0.89316956668557	0.86820342239684	0.820631443591133	0.908220437357029	0.837368174187014	0.860528718347432	0.893077290380422	0.948353901770867	0.974419415854764	0.954888286340858	0.971576231485952	0.926507784193807	0.849005912966906	0.628223212806276	0.903314154076294	0.881329927711959	0.891242298175508	0.888562249590417	0.883341824150123	0.669511777359537	0.884734612658554	0.678262101183544	0.961417362637138	0.918429982684493	0.474162855620662	0.286269475231645	0.894263142108572	0.951649086307692	0.957887453164942	0.63446333498739	0.653437190561797	0.793663055844165	0.245706769061625	0.139170370304578	0.0453561916356413	0.00854943665965561	-0.359000099765256	-0.0215551077952858	0.0582385105977431	0.200564598325496	0.080890994333534	0.0579152669178082
DPP4	0.71277950891781	0.751468782720101	0.710222619112901	0.618462185185929	0.444201254993528	0.878492480073639	0.865145829607632	0.78325410443587	0.788825814969359	0.49754681210296	0.802741429182702	0.791310440119592	0.749505187191164	1	0.757864444054487	0.735223465408491	0.636192090592417	0.844403767911694	0.839047550352177	0.127056857094159	0.848062422815631	0.765769587106146	0.816238780629731	0.810548453711035	0.80604317861118	0.664996918030239	0.879401533034595	0.677874721854101	0.847303014852172	0.829420682575257	0.78925780009227	0.445927240955239	0.729442093068502	0.867629123472652	0.864337149405918	0.681887452753054	0.776555475341322	0.816325440377283	0.711343023033274	0.81031952036259	0.563250079116752	0.801441882909492	0.812012124366841	0.796406187016808	0.603047964557969	0.801413808852285	0.654843788027319	0.678457121819212	0.54853286822986	0.577030627235061	0.280564330453363	0.62345097950331	0.638348688664577	0.576808203360386	0.880454038327906	0.945958844097485	0.864351332465319	0.380270077800236	0.885695336056136	0.61087105025202	0.840478514963304	0.658192133522714	0.693830426219551	0.749209719835492	0.692379334116188	0.903541133264993	0.404645952338963	0.521445692791292	0.668841495899719	0.664474975898056	0.847584155981212	0.736413909376876	0.412116514409024	0.513272207381808	0.575317718212503	0.804638218760771	0.718297197212769	0.350826128614217	0.433589563786246	0.686761710512635	0.754820052024619	0.82617739850029	0.454200726837813	0.387368333087615	0.565319352502591	0.0513255198890094	-0.0250903131219313	-0.114869976818392	-0.229874483758386	-0.331727520449394	-0.164131112564678	-0.107898443503849	0.00556380994201617	-0.150619948415598	-0.113751323786054
NRCAM	0.785956109638391	0.985857469129394	0.977448066642873	0.927179453038042	0.892347818181845	0.951822226160276	0.963946978328444	0.959158231826684	0.989679726635345	0.849966325853276	0.970246209133041	0.988222764663176	0.974726444247928	0.757864444054487	1	0.880712799188485	0.927740549898284	0.744080582891565	0.960738163636355	0.626877554277035	0.950994605138544	0.985631607038579	0.962644303666299	0.983330428698502	0.982856542353905	0.9643231451371	0.957111418270677	0.878061503593863	0.803229489165194	0.978564736970043	0.717684915409262	0.833000407607356	0.935742263716063	0.8964182407626	0.931293288191722	0.836285837235485	0.983536748899923	0.840503687399065	0.98547981331753	0.988077888777542	0.787826797001357	0.975155671729911	0.975541835114183	0.866793917185071	0.884781665969416	0.964090873007071	0.885790629178328	0.939738417808499	0.896829683673269	0.789812561458777	0.660483371316503	0.586073946782103	0.743408330474831	0.929031459027703	0.824561419903004	0.822672039514617	0.947904168305014	0.761601782544818	0.896026404576114	0.876674045157383	0.936787025356356	0.9639147459625	0.984263695488109	0.981374590470192	0.937811503826895	0.877069346041948	0.669670134659665	0.860185918199429	0.862453722417254	0.808606386115471	0.845193701014248	0.85580945641104	0.62968388119339	0.879460837297939	0.688052587307444	0.983768678462678	0.942186094579503	0.43886655379946	0.287798285509794	0.937695605098448	0.966640384770912	0.961406245199534	0.501259853250757	0.665404596796111	0.780125702372704	0.176893695043926	0.0435208706174065	-0.0365248706127622	-0.0485300912596686	-0.404854240283684	-0.0987370993628418	-0.0242538996643662	0.13187714108448	0.00566432931039912	-0.0208055808871842
HMMR	0.683294660943618	0.889427909779134	0.883521551556161	0.831910903450713	0.788566320297089	0.873300682655265	0.903551492685451	0.859598119782755	0.873940274535632	0.763737385448056	0.907068642088287	0.907707098884785	0.899297961320634	0.735223465408491	0.880712799188485	1	0.851929037711263	0.632575263726231	0.878992592377647	0.544074472855114	0.870095777943608	0.868032903502449	0.900467602377191	0.888016759371991	0.911291674290899	0.865110869817713	0.901012341009634	0.853615190398096	0.805117017937391	0.913725804481684	0.657740153038833	0.69321623847302	0.864148474141743	0.861530156550457	0.810366252556167	0.822472993224551	0.873795400136578	0.756509330345162	0.85812373902478	0.876143567845578	0.747313168888569	0.889549577434528	0.925070499781367	0.830799852994827	0.817301852293946	0.819873364453697	0.827116762535877	0.903414310863135	0.741523243734659	0.728902473213397	0.50846480950413	0.551106423040395	0.580668876674972	0.834956284457321	0.780951936167992	0.755962270007584	0.840861597371066	0.681859814755274	0.824296666277446	0.76759114325578	0.852364520087652	0.842819044422075	0.861656058061493	0.907179465370172	0.865980135181785	0.78718523411553	0.624153932346119	0.760326690934791	0.810764652914782	0.810402982393531	0.772007018228791	0.771529735038366	0.593889825430395	0.808630380137607	0.698302177708464	0.882613712657244	0.859800598387722	0.386760291936732	0.309027712609063	0.80964914232344	0.862758975957623	0.87220204865791	0.421279867080127	0.649088276711422	0.729488805932817	0.189135668874134	0.0929435443353338	0.0134074594539884	0.00978909149892808	-0.316578035865191	-0.0433589867752056	0.0250544448007688	0.144979875803682	0.0314910564149892	0.0138759261972716
SLC16A1	0.777796411799787	0.963775849921522	0.901697462995729	0.988330224416011	0.902416500909313	0.819408318812465	0.895674343279911	0.832975686183717	0.92561384474416	0.794613948282817	0.869075439622785	0.904439413545186	0.965150995286834	0.636192090592417	0.927740549898284	0.851929037711263	1	0.685640032324434	0.853811393912086	0.713919952723934	0.906522691037462	0.896291636887288	0.904603470272704	0.912671058684848	0.936114491268863	0.916184511211837	0.887179613642937	0.765478273125238	0.740678085431142	0.903953786307812	0.595398902999944	0.711971530405164	0.950859811135934	0.832858130194112	0.844025559952854	0.752774065096193	0.886094017288325	0.858138232704871	0.94961499922444	0.882798496389548	0.824019008843948	0.917572078187316	0.914748501512157	0.834761627509759	0.746454732435686	0.843878241302419	0.807462936150915	0.867782683333727	0.935494944879358	0.720685162541736	0.653451109157614	0.655118029768469	0.790208794607483	0.867110706754182	0.806787157036877	0.72331670392306	0.814942008337253	0.894113129715838	0.754609549328656	0.89043701930197	0.86086508297958	0.936429474075524	0.902087814058099	0.919650711710883	0.845911679039805	0.732650650905032	0.569338931854884	0.917098846817537	0.77753121065087	0.823837344914378	0.832711848759049	0.855330724083569	0.539868594871062	0.857566913790131	0.580367889245081	0.884039062366232	0.83290302287119	0.384536534870093	0.20581083888945	0.791105440170501	0.866242615948056	0.865121825892788	0.609166632927792	0.5516947708273	0.677702710763102	0.131483839408956	0.0202893194663117	-0.0670655385936672	-0.00802534870233846	-0.340027815260833	-0.126471646348189	-0.0611654145484094	0.0914717110150464	-0.0120349349093701	-0.0489705084738378
ADGRV1	0.835871101860804	0.769702458233347	0.674862584477558	0.694899826059647	0.42572177746295	0.813548302222232	0.825912168167523	0.715288052708054	0.803663278232914	0.351223036359977	0.736000093807282	0.730296613589535	0.758126603077471	0.844403767911694	0.744080582891565	0.632575263726231	0.685640032324434	1	0.79299525617726	0.182660449780181	0.868067162442857	0.761434515035059	0.797443680505734	0.810064548978923	0.791655080389771	0.641657227819321	0.85402370655952	0.474476339416626	0.775043896189197	0.779028785114435	0.811463955113884	0.363447069848521	0.735057595079214	0.755751329539798	0.906430602749364	0.615051641905467	0.740907977205738	0.915134833077277	0.756137256381646	0.76784234295391	0.560822684784331	0.812721392529572	0.79135143293755	0.736294739032676	0.434001745762105	0.828212539712964	0.600050113518344	0.559026242906316	0.662746378388922	0.556577318724029	0.229712407043958	0.831070707567049	0.884793812448105	0.480397714414375	0.955211758663495	0.904942556780682	0.837080459903568	0.527506791118468	0.749244824251303	0.570006380693667	0.864002122092075	0.715060691061386	0.691248341476251	0.704038323082098	0.61116913068022	0.866364820706589	0.164106793780407	0.512345671484987	0.584825093219545	0.701433066878577	0.947326253879646	0.679347064181588	0.355066217532965	0.468694407911479	0.344850950454585	0.772251112209066	0.617604747936148	0.140422387574461	0.0730300183955252	0.628086232197719	0.710888067681001	0.794291505418812	0.583861658134527	0.196332497072866	0.476444263067492	-0.0397016588794024	-0.0447193160473347	-0.167651967495045	-0.231545340355974	-0.482882935139493	-0.238423594132825	-0.139480221522259	-0.0781847746667577	-0.192086037322773	-0.176718648488584
ADCY1	0.765454467235271	0.949176685607023	0.929338077889316	0.841778511623619	0.772386616950765	0.976976339165003	0.97421387472637	0.925839162336268	0.95812036320176	0.778532857776695	0.989400083995269	0.967860612439486	0.930320482446068	0.839047550352177	0.960738163636355	0.878992592377647	0.853811393912086	0.79299525617726	1	0.466772955468572	0.95712793811903	0.967346929807549	0.954426771308288	0.975448744751106	0.952263350430079	0.8842876983939	0.952029082945569	0.832811921454562	0.84462403808456	0.979493274756992	0.758596648206312	0.747398676936032	0.870857609312882	0.906591112951816	0.957133620821714	0.831353942111932	0.951790553936157	0.859822428929847	0.932359885353698	0.975988163560659	0.708684941599334	0.969470778675278	0.960208747696446	0.89895193972656	0.873154140640772	0.954899370288704	0.834092346750305	0.903032136116415	0.788035157403574	0.739886764297606	0.523396089760105	0.61937619653869	0.707826517895108	0.859385846499407	0.866858148964251	0.884788771551778	0.979668710572287	0.639699038296866	0.900701968693459	0.811342849658947	0.927452430397928	0.8898844561994	0.928525875980386	0.949545115491398	0.889330970672664	0.908037623703953	0.628061269855749	0.770142259278963	0.812638896155003	0.752070932738252	0.874972336635612	0.838800730198004	0.56738094331315	0.7826415336307	0.642205131653978	0.972294062568417	0.927780839311986	0.393022032035351	0.276777227955082	0.909338566204586	0.924154341272653	0.958298496407171	0.406992415554731	0.61143697203964	0.753011168158832	0.137060135418873	0.0214636718417598	-0.066464205868026	-0.0782561901985029	-0.441076366467234	-0.124846056915543	-0.0468897703491273	0.0938596601200491	-0.0394450346315731	-0.0565476674243188
TFRC	0.404916957188269	0.628577006319578	0.720974382745502	0.728658244959532	0.823904082429366	0.439237512924595	0.522651177595534	0.564349944517177	0.57628872840494	0.734330757169489	0.526678654406572	0.609897284849346	0.685516459226366	0.127056857094159	0.626877554277035	0.544074472855114	0.713919952723934	0.182660449780181	0.466772955468572	1	0.474422398890397	0.612153817800128	0.616716970673718	0.572563386954358	0.603138442344933	0.768694766594532	0.49176493430415	0.670507828324399	0.48108543088235	0.561814070827734	0.409225550571055	0.788269428357324	0.633161643246968	0.425497289640495	0.40614034049202	0.696273501930882	0.645814842321154	0.39637691387121	0.689586801925515	0.535874971101928	0.802314080948941	0.549757826917586	0.598153575184342	0.487135726822718	0.587544483961184	0.546019342198392	0.754966088964143	0.690062517914799	0.719307995821662	0.78262525146049	0.707538428885783	0.272465014273339	0.380982142785009	0.74482332525681	0.321089517969046	0.217929855392506	0.416808014858278	0.819323979858291	0.382676368276833	0.754078381775889	0.533409085027525	0.751959367386114	0.682697528432383	0.646403364485036	0.721998623055061	0.341696995239094	0.684679170165509	0.869913329579183	0.755971056010834	0.720729754769846	0.379635052200629	0.619785384382997	0.770157846983184	0.852786898492472	0.558371984339072	0.583369280974627	0.662284402280016	0.653606407287655	0.289285406589773	0.663966888153706	0.663003623931559	0.593228839116317	0.587069337244211	0.755415317585799	0.744500534234467	0.622493996624519	0.512038715163344	0.488508034900001	0.435072578664856	0.107319011050709	0.447747031345591	0.481157075440872	0.58957632017801	0.56490611997405	0.511861800186964
TSPAN12	0.832676295964417	0.971149944577964	0.906925102679601	0.910358791356072	0.759008628446668	0.945769991063425	0.977032233350858	0.893372098699415	0.969417632451307	0.707254582112539	0.944556417668782	0.94375423759716	0.957450618874442	0.848062422815631	0.950994605138544	0.870095777943608	0.906522691037462	0.868067162442857	0.95712793811903	0.474422398890397	1	0.955756064907955	0.961076995058737	0.977012705060425	0.97206287708346	0.882051585186397	0.979893255265153	0.775747849150115	0.856111512637785	0.970078666177901	0.765585833850563	0.656147846367598	0.931764706053283	0.924645687563688	0.980004064270889	0.798537816098289	0.931205955584658	0.949823225398208	0.944586005746674	0.95635460272239	0.726296529253843	0.970873057829136	0.963504169822486	0.90495422106691	0.755873401815068	0.941468552709461	0.799720964008956	0.83988753631355	0.860960520289712	0.72190765428248	0.474633125911055	0.748718956851555	0.849967184400335	0.791343939707337	0.942543855754512	0.926982948669704	0.952738943287262	0.745288269686708	0.87988497912049	0.80313454188477	0.963937131047969	0.908678712623449	0.907040486033707	0.928815050519254	0.850327191736018	0.887518072722087	0.495856963747316	0.774800967378853	0.791275966821659	0.815232962409617	0.953629705436291	0.835882398277614	0.526539318422213	0.751038635564054	0.567432412993336	0.945220035822397	0.874127178683045	0.329201865303783	0.228477300138905	0.841158143113286	0.90767803848582	0.939787558624866	0.567559952109935	0.505514686688321	0.689727112529918	0.0814502287275531	-0.000532443380022025	-0.114382370885462	-0.148083532227167	-0.457852097157843	-0.185302113658494	-0.0928632501887422	0.0269834582348486	-0.0999554845962571	-0.108801685729094
ADORA1	0.760404048362114	0.973959950823308	0.968026513806561	0.90692308561374	0.85814194405318	0.951134734391683	0.964118601944228	0.938213066520643	0.973941229486292	0.821543548629118	0.972482436246791	0.974180696074423	0.962145567399958	0.765769587106146	0.985631607038579	0.868032903502449	0.896291636887288	0.761434515035059	0.967346929807549	0.612153817800128	0.955756064907955	1	0.967401558205942	0.989171208746954	0.969929066670008	0.947364989381398	0.953857288310834	0.864746222522104	0.821907265416354	0.97725209823748	0.748886428828907	0.823835349581469	0.914545739227801	0.890585322405909	0.941741601740853	0.863388149182435	0.978772626231387	0.859676845457746	0.976753707153509	0.984465476372373	0.783905464780634	0.966057375576407	0.970269925929254	0.888682609522256	0.871123022841431	0.974480322400908	0.876875106670214	0.908940370575946	0.874074389301362	0.807090561504842	0.58099146887209	0.63394534144293	0.755115577370077	0.894944196306567	0.839292805102142	0.844966516715537	0.95924624833315	0.765604529005643	0.876493531042095	0.840249378283597	0.945343475414391	0.952443471083131	0.972963656158371	0.957298193868761	0.92252782490115	0.871557330040904	0.659393261070822	0.840428221147692	0.87651779538246	0.817472008922802	0.864543109830052	0.847648433353082	0.653384897404167	0.851275825703963	0.642204930734019	0.975042330569605	0.957608077970952	0.458056599895546	0.283807303319416	0.943292885074825	0.961841711828641	0.963560473594323	0.504296108326124	0.679469178032333	0.802199462680036	0.230470414422458	0.109433684521407	0.0203444883866575	-0.0288105213776058	-0.367220497238802	-0.0455831058202989	0.0394296036729718	0.168744819655795	0.0562814001864777	0.0312111893636947
APLP2	0.786998034041787	0.962806871165587	0.965895314510451	0.904542489232706	0.808248869460131	0.957946772432262	0.985892029525284	0.926700941940688	0.96077213544616	0.787770018655573	0.957836849354596	0.971321268383094	0.980626823458883	0.816238780629731	0.962644303666299	0.900467602377191	0.904603470272704	0.797443680505734	0.954426771308288	0.616716970673718	0.961076995058737	0.967401558205942	1	0.981963221886669	0.978923669335908	0.936392067981741	0.97352452756806	0.874985520439513	0.909876414109263	0.98356093329834	0.839059396303151	0.779274658677144	0.918333659691776	0.921966777111281	0.93671920771444	0.921642784680668	0.976777746544357	0.890216237064063	0.960102812971559	0.955920590238608	0.835041697831457	0.964343148193542	0.983876614433848	0.913114418369227	0.820066511808672	0.956789515536919	0.914528570297652	0.91458090946329	0.838817115851666	0.862556061975868	0.550653589608544	0.67468077560241	0.749388978791626	0.862697600204305	0.894454691540632	0.878282867933408	0.944696017226696	0.761084630470795	0.893767098236818	0.855794289907428	0.96788760604302	0.947845358734122	0.945111974547377	0.964137574781131	0.933372099580414	0.902528671489165	0.650886800049323	0.850743350610929	0.912515596619267	0.891419490073187	0.906169196845983	0.889358126880466	0.718563854620998	0.860039104196431	0.715542891174832	0.973654971470901	0.9448685567828	0.521008501324382	0.352401670360749	0.92174374091988	0.964120463016957	0.982711088122796	0.616532003254446	0.690999758460538	0.84747816310617	0.312469427400429	0.214535115243935	0.118239306306334	0.0345082460404438	-0.337722047618009	0.0521205273941693	0.135369923998461	0.267465687416034	0.139063834670724	0.124280865178101
CADM1	0.772449272137101	0.982270879240412	0.955972791855549	0.914896334979668	0.83452353303905	0.966410123277745	0.9836716209082	0.933368374423075	0.978318830506689	0.795770584564983	0.976091416217641	0.97570309190768	0.973759844018416	0.810548453711035	0.983330428698502	0.888016759371991	0.912671058684848	0.810064548978923	0.975448744751106	0.572563386954358	0.977012705060425	0.989171208746954	0.981963221886669	1	0.984437601031051	0.933678919236408	0.977178981121562	0.846866790486258	0.850774917898265	0.989854429429909	0.77065889021662	0.775957191927263	0.927579357194049	0.925720042013644	0.958238125570248	0.860672173053307	0.975309190179372	0.903226195096618	0.973494409414853	0.984178208943035	0.795643297305632	0.978980888902642	0.984801293021247	0.91974514934473	0.848884130508666	0.973547231371835	0.861597125106261	0.902278864857774	0.862856846311722	0.787059010745147	0.552119048484772	0.687974251799837	0.782376554875186	0.877031977699451	0.886176303686277	0.884602977986329	0.968946023460488	0.763247369432369	0.890212133750867	0.837557886406815	0.955095156006781	0.944941079320235	0.966026289365733	0.958842970097883	0.910370442845629	0.898407788286632	0.623877332826531	0.83103687426466	0.864509042559558	0.827592064765692	0.907138187556148	0.871076912182753	0.626365019444054	0.828163010734002	0.657294768815681	0.976858682655504	0.938880621860099	0.42900069373819	0.282254899596618	0.919057819470787	0.952094880212877	0.967310251241793	0.523922828550685	0.634318641357731	0.780260086672617	0.185142554442009	0.0733821393052499	-0.0206845147795552	-0.0552281222946094	-0.394342475337658	-0.0861792395828	-0.00207462753122099	0.131595855482623	0.00901839719359777	-0.0124902708482233
PILRB	0.821416452764078	0.986961412745655	0.964666690920773	0.936620831337662	0.853276301069019	0.953230772997662	0.977555365746701	0.94727026039702	0.987550246051289	0.809000676378971	0.957907395035615	0.980895431304167	0.985457571340777	0.80604317861118	0.982856542353905	0.911291674290899	0.936114491268863	0.791655080389771	0.952263350430079	0.603138442344933	0.97206287708346	0.969929066670008	0.978923669335908	0.984437601031051	1	0.955481759288814	0.983895937892836	0.86625059092674	0.852261076527382	0.9853703780487	0.763777541929057	0.77128609402094	0.960407244268672	0.930217896032643	0.944908395000345	0.847756629504343	0.975646985018042	0.887999645199054	0.977739100934097	0.973353498304046	0.809144499787191	0.984168990753017	0.992219567757506	0.881734520074291	0.830003808234319	0.949532218957257	0.886213078824494	0.92325942902221	0.888960529888369	0.802718033004634	0.611563576492599	0.656872427142814	0.779277808738899	0.884445842282423	0.882765891872579	0.865346944551951	0.940075185242138	0.778425964308965	0.912459270426828	0.86596472836627	0.959342376586348	0.958433011953805	0.960968332666534	0.974563220129469	0.930367903749069	0.892631301231749	0.62039083901915	0.84408704745141	0.872446638355265	0.861857511788562	0.892882616551925	0.855211455764068	0.634363150211453	0.860389612977208	0.700395876058776	0.973998628041772	0.918025300444213	0.438234153638146	0.316137810928717	0.902391911418229	0.95831779091373	0.965343240636148	0.581353738557905	0.637344573017559	0.770603778839958	0.181597842785393	0.068041794284252	-0.025228015153586	-0.0626600760876615	-0.381044381397269	-0.0908854418429234	-0.0125374739259464	0.132357583279178	-0.000489213216059227	-0.0158370575280588
LPP	0.758710018377886	0.946488172837031	0.983397986259924	0.921491224701815	0.931779916281859	0.882897323419237	0.906148816365891	0.941287008896441	0.948031898333759	0.882493885243146	0.908140442202911	0.959386553968821	0.958356847651019	0.664996918030239	0.9643231451371	0.865110869817713	0.916184511211837	0.641657227819321	0.8842876983939	0.768694766594532	0.882051585186397	0.947364989381398	0.936392067981741	0.933678919236408	0.955481759288814	1	0.911274182776017	0.91617741317025	0.790050380467667	0.932351367961189	0.714816778207674	0.888511513237942	0.932240711701665	0.83382422842669	0.852726805210263	0.862883797295654	0.968951354013078	0.757258007564972	0.969420947927146	0.933110582928782	0.861543278750112	0.926973155943945	0.951298875269472	0.790811187288104	0.856879576541372	0.914670600928141	0.942234562972312	0.945931205778859	0.900748755555643	0.874364643968613	0.74985572711465	0.510151470121724	0.677585953306516	0.944337966647458	0.741414178599738	0.724203217229896	0.863345533885502	0.81072929448697	0.855670471995891	0.916274405632959	0.90256162489347	0.97682036017767	0.967839148504212	0.957656391838583	0.96795486258942	0.815470766450444	0.738790120547833	0.911088970506714	0.924546318976731	0.86786924243386	0.76524663139993	0.836274950704217	0.750030287072799	0.947339872043106	0.75376505366589	0.94646982939399	0.932180392563878	0.55815726393194	0.390205323056513	0.935692919547657	0.968874608971414	0.937793017186696	0.593412726321999	0.765999148969013	0.843374145849726	0.348777124354134	0.208312373508027	0.138302241602074	0.0848280692765942	-0.245238877332491	0.0763672228721225	0.138666433969544	0.303582949568559	0.181580580252419	0.15638601525294
TSPAN5	0.824622067100454	0.959233963552046	0.929696058481779	0.888729792851873	0.769965385706741	0.969876859002715	0.983259479982452	0.939145241054282	0.971332138820731	0.735582983322675	0.945456677947958	0.960891668328646	0.959355966190427	0.879401533034595	0.957111418270677	0.901012341009634	0.887179613642937	0.85402370655952	0.952029082945569	0.49176493430415	0.979893255265153	0.953857288310834	0.97352452756806	0.977178981121562	0.983895937892836	0.911274182776017	1	0.840313644298058	0.883266863871492	0.976988159501501	0.812449463538328	0.705859042822027	0.93921262583799	0.941317362260658	0.96119372921081	0.834592025074253	0.958770605973172	0.911180735576164	0.944470696010085	0.964935288838588	0.772394838857708	0.970084537241566	0.984485288461055	0.888970040329552	0.783741376786317	0.951594134467411	0.854189130702208	0.876882059997316	0.837562357896652	0.7749412629302	0.528339000199449	0.699864269079165	0.790836421235879	0.822530244558086	0.92611343007916	0.925845247130863	0.957836513380342	0.708105402267666	0.936064667901044	0.811940069948034	0.97029567802075	0.91894422100704	0.92447295215282	0.942521827685529	0.896375796401005	0.934874683838473	0.55415395414041	0.776011025859362	0.850342444226182	0.853512090511443	0.927441817683244	0.845282690404938	0.604845572948019	0.788447737857971	0.681213466695504	0.964649136397389	0.892656602120316	0.401891754101632	0.327343221489783	0.876218834262674	0.942934001950742	0.964239721495999	0.582080643405501	0.583495087051	0.741514795027617	0.150589513839108	0.0559254010838451	-0.046398046674423	-0.122791252815886	-0.405514484236783	-0.116623838241468	-0.0317658335577835	0.0986539215336349	-0.0404502669833701	-0.0418346270884854
