""	EGFR	CHRM3	F2R	CD9	THY1	KLRC2	ITGB8	TNFRSF1A	ERBB3	NOTCH4	SDC2	SMAP1	CD99L2	CANX	CD47	LDLR	PTPRZ1	TNFRSF21	APLP2	TFRC	PODXL	RACK1	LPP	PTPRS	CELSR2	CD81	NECTIN2	ITGA5	IGF2R	NOTCH1	KCNJ10	TRAF3	PILRB	KCND2	PTPRA	PLXNB1	ITGA3	INSR	TRAF2	ADCY1	CNR1	ADORA1	CDH10	ITGB1	LIFR	EDNRB	NOTCH2	ACKR3	IGF1R	AMFR	LRP8	LRP6	SLC16A1	FGFR1	SDC3	AR	PLXNB2	ITGAV	TNFRSF19	NGFR	LRP1	LINGO1	RIPK1	NRCAM	SEMA4C	RXRA	SIRPA	TNFRSF12A	MCFD2	TSPAN12	DCC	LRP4	S1PR2	ADGRE5	GPC1	SLC16A7	APLP1	GPR37	GPR37L1	NCL	CD63	SORT1	TRADD	NRP1	TLR4	LAMP1	ERAP1	SCARB1	ABCA1	NCSTN	LRP10	CD44	RPSA	C1QBP	SORL1
SDC2	0.531861972909037	0.625730025727543	0.927411875596511	0.795334978352111	0.574123368364615	0.154466527179314	0.692961720217769	0.901940678245149	0.732902216607438	0.863597363698959	1	0.832894576306222	0.81328512016182	0.852257630161562	0.859251407511266	0.658046449923324	0.810893275081682	0.850700032895277	0.860589887271702	0.66155839164062	0.614697317661535	0.77868617861181	0.716547706387484	0.546563303222792	0.742163638919214	0.922869072703771	0.922055974492637	0.446383448865004	0.796858968785177	0.810995467193883	0.790008863061284	0.794384702780896	0.703360600136996	0.688620667151033	0.869960321064074	0.752378516705291	0.805459394963913	0.572603392794275	0.665657291043036	0.392386187210993	0.878423430795551	0.911406163422944	0.588240218612928	0.716576308144038	0.857744599201634	0.890308010809208	0.860430431591441	0.631497504981595	0.521562984209672	0.879748659982313	0.663129206279918	0.711590865608059	0.683149422994545	0.70714760164695	0.86193002043814	0.853503240772326	0.871074015059316	0.932565200064404	0.710626926964219	0.921893444563914	0.672481798542314	0.282017862196398	0.76580231169281	0.903648659222877	0.836283616048486	0.760213782204252	0.849842123591217	0.691554408833952	0.834624740328013	0.642431613082988	0.304140025338358	0.64013338529848	0.665030999858909	0.402668493413189	0.881253608679728	0.424727413271128	0.787782432908563	0.846629275532854	0.750383399236851	0.699147332033533	0.863916495726331	0.816788720156125	0.708820310368039	0.551906814382198	0.852207033285423	0.912422342479409	0.686454916877341	0.7608364959131	0.860251044856627	0.823372117479529	0.917512902267178	0.734517589574298	0.734900608741481	0.830864474545382	0.694049486657498
SMAP1	0.800240204955221	0.879327881688124	0.793300372258857	0.824875367716804	0.86614242156529	0.587090065336348	0.932793768974648	0.922307088729415	0.84523615811912	0.846736770260638	0.832894576306222	1	0.935327193030369	0.962003199424577	0.959023083463718	0.866932322173336	0.943523181322588	0.952040293036357	0.9425149610272	0.889374814885874	0.783239563865871	0.880191846222915	0.910410276516741	0.823379290745481	0.943489173493738	0.926794223624885	0.911089006305085	0.739896348286576	0.887767540891166	0.922631254437901	0.803820766165081	0.87540478067079	0.864920279358578	0.892531201379704	0.962574931009859	0.79545255668591	0.856771106355439	0.820088999233942	0.846344025607505	0.76129682215876	0.716903778103078	0.779389629192988	0.818595013651508	0.891927715077252	0.888024406996257	0.733899427365124	0.933846654703828	0.844985893515456	0.699626652766985	0.926973848114184	0.887220983794925	0.907122977004406	0.722942749997368	0.917870220122363	0.881111989197288	0.888456818102757	0.893484647264793	0.887508454499362	0.859882064507205	0.772008542246749	0.916408824657364	0.710250346519975	0.934350113172177	0.917935987040812	0.83771224024541	0.862295092616773	0.675677760494349	0.714154572803701	0.954147881382876	0.856382250615968	0.686898801873923	0.898656450681757	0.872845635516481	0.777504125585205	0.861709263159152	0.779972384190139	0.939007936113363	0.878379195645093	0.863744292913373	0.925582423229559	0.934519159378483	0.918170751749377	0.738445901122836	0.629162099639146	0.809012637099789	0.950246766483016	0.88449171581806	0.737369368019108	0.689892136609022	0.927502887433124	0.868169208671299	0.507482344301181	0.853589287661589	0.927411619752938	0.549797721108394
CD99L2	0.825864584814408	0.865155820369107	0.788803479346177	0.793987723687704	0.794841665602328	0.508406331659386	0.906594748310599	0.913275493962312	0.793467040461022	0.850879399184398	0.81328512016182	0.935327193030369	1	0.946555752591259	0.929251992702588	0.858743423159442	0.893445305492795	0.91664379695154	0.931457104192638	0.882257907307142	0.794339048925122	0.853387177544704	0.918918598939093	0.794057082535838	0.915543918575218	0.870597679598647	0.890922205082512	0.749233077845118	0.890026628624644	0.898146289276931	0.752181263588888	0.880567711149392	0.85903033733941	0.817060861067576	0.915664528866857	0.773827798443134	0.862480268384225	0.824121693845498	0.812052015836617	0.747635562056821	0.707368549072429	0.738639222180171	0.792999776217182	0.891367709293906	0.850511911384044	0.703396933510053	0.91862039564736	0.776977774867692	0.721849593261227	0.906709720874206	0.870234219870245	0.888782774950169	0.759929990894994	0.898285990885773	0.842886854448457	0.866643984931312	0.902744165250966	0.86546820283257	0.870481543194169	0.723358035746707	0.868068052364725	0.639171819953917	0.903483951331837	0.893972720944718	0.836360018714206	0.86252888667911	0.64759157492399	0.714141792085673	0.928952334719837	0.766036503877166	0.643537123744759	0.856877236616424	0.849057288773984	0.751092747342665	0.857547436160073	0.739210832189591	0.898380963641927	0.84847356159433	0.794042550500497	0.897540989542835	0.89180621757893	0.91119689725268	0.741537452322017	0.682706142651989	0.81316672877322	0.910297866822225	0.884561379082134	0.763779830984787	0.679738341174926	0.921461416369509	0.840908143626772	0.546069279157742	0.823725831694258	0.873132623469798	0.567654404912056
CANX	0.830228020445603	0.910039675146754	0.809614012816913	0.832438595070815	0.844569962431047	0.4960806858305	0.951942065924061	0.947002365030539	0.808264271294498	0.858556774306237	0.852257630161562	0.962003199424577	0.946555752591259	1	0.968160682001674	0.905215283666763	0.921831755305644	0.973081910465312	0.987770944930878	0.921527887716262	0.825198998157686	0.908354826986867	0.944979674912842	0.834751114554301	0.950441929923717	0.890968419967468	0.913853583698338	0.77939170200054	0.933841169955276	0.92277873432366	0.760471118059523	0.922199457591517	0.902053515928456	0.858440856850817	0.949222507506467	0.772902401454265	0.902742458193642	0.843695010932067	0.848086477157996	0.764708185768705	0.755578126079053	0.761818112401611	0.839141517400656	0.936741112635617	0.879657640298161	0.714245579393635	0.938140811323496	0.813134486173566	0.755781746711706	0.937348428096583	0.896550502751769	0.934367470863771	0.815787257489961	0.947905490219949	0.856739072031909	0.902720150418042	0.951827796501001	0.903480916852	0.916505287481048	0.771983001011811	0.891032827167838	0.663572629321901	0.951128591103742	0.920653918662714	0.853459425831061	0.918779975226466	0.664805897603635	0.759952984478774	0.979700630009247	0.813988374765998	0.673703940514398	0.876660001074682	0.872664772540827	0.754796492458004	0.87867706709607	0.771721004104674	0.942522533288759	0.876461866016356	0.805294290938455	0.948728043796927	0.939644004658957	0.949418859888602	0.787582905081215	0.730073162762988	0.837978841201381	0.949495210611718	0.924688667983697	0.809494055379671	0.696160069001897	0.960413183317163	0.866757102730336	0.588593274104274	0.875979378656729	0.922500786805811	0.595521428151511
CD47	0.778618768282162	0.866567339013726	0.822091806135765	0.806426010088143	0.82812344738962	0.481658480480273	0.918264618447654	0.937416072442812	0.786728138595085	0.885814413990137	0.859251407511266	0.959023083463718	0.929251992702588	0.968160682001674	1	0.890001647398836	0.915000838494251	0.945176616704224	0.960835191628076	0.881948687294587	0.787942898703065	0.895294839414113	0.915927575487453	0.822002037522325	0.918703744603567	0.908451636001663	0.934560822539188	0.727937216228841	0.913146641959804	0.919066801153455	0.758614395207804	0.902309770144053	0.913679862935461	0.847934181060736	0.940809787645155	0.774231218155455	0.875740804041107	0.800516560035674	0.868993202269377	0.721452662422717	0.732428613248722	0.774047563791734	0.803561416667853	0.90670586209837	0.877853560434949	0.738981734616428	0.945556130887472	0.842236094756681	0.685191622668171	0.933562904682459	0.880666430732718	0.898980181652204	0.751395002799979	0.917990919587609	0.85761696398658	0.913018407023328	0.932224044749492	0.891619952307953	0.863928034933986	0.782223784460138	0.871817668304817	0.630903363231831	0.933742246098018	0.921682183709222	0.854663157012069	0.882219492693857	0.680186076205597	0.743302494716905	0.955670789015402	0.829723532962321	0.652915661379143	0.855452601635773	0.819654044900823	0.718896117835439	0.882503472607125	0.737547057486174	0.951355088369602	0.852466486582529	0.809180853050872	0.920825139650133	0.9351723871817	0.956177355858027	0.745084717501239	0.675040553580382	0.836109222673451	0.950342503903056	0.891728191841303	0.750382942644423	0.703097288581523	0.9364492828225	0.869851833790514	0.565979253668237	0.868817835606975	0.921798129698833	0.590939249678237
LDLR	0.849666637333984	0.903836573351485	0.619938374125791	0.649743948380102	0.836646360150249	0.570572364141832	0.924597504498616	0.811244183335655	0.693414156869239	0.765970644355572	0.658046449923324	0.866932322173336	0.858743423159442	0.905215283666763	0.890001647398836	1	0.808852897842611	0.88329574555829	0.894859482640409	0.900480175258906	0.822123955396251	0.856200222125512	0.910686830028402	0.861442937679903	0.888016488627149	0.71048785453326	0.802196097586584	0.799705861452082	0.856105874366686	0.862743604052385	0.60088814297472	0.853462863339102	0.90378354931904	0.785692849932677	0.813766925481325	0.676804452157113	0.818215190697339	0.83739054874122	0.842177094350986	0.828828135732199	0.547891619073337	0.536322976815939	0.825475634625168	0.923040711851707	0.722006868020909	0.488286484597157	0.829967075921444	0.798833762320767	0.692141554203742	0.796557409763834	0.889883645220472	0.895441750161536	0.707118890404296	0.950358514636111	0.707772207738898	0.791280360689941	0.842464824803772	0.734462788255863	0.840012094932294	0.57088795901833	0.84102926595188	0.743690763216935	0.911431853893692	0.777486970733291	0.739708254150384	0.831916459645146	0.437518558570843	0.693431023132164	0.897943720385043	0.74744476996761	0.799222754290896	0.852015397161789	0.811222157992867	0.811244328849294	0.729894168845347	0.80566480388574	0.888115895127613	0.744756837008122	0.679936463743419	0.946911059433015	0.85002213020206	0.883568702698573	0.677260062577572	0.717485580545574	0.676037241321889	0.801604356419205	0.874122056970458	0.622264467288578	0.460996278241065	0.868865364954277	0.684830381884081	0.388107458760156	0.862256447140111	0.844390886229149	0.420909147800875
PTPRZ1	0.728107487450508	0.844772256657422	0.826025505577403	0.743701575949978	0.780364053746524	0.579899423392891	0.915841894431361	0.875862626832286	0.915123253597195	0.814909294941558	0.810893275081682	0.943523181322588	0.893445305492795	0.921831755305644	0.915000838494251	0.808852897842611	1	0.915843074994594	0.896978814779497	0.820561604915614	0.769081142228532	0.737258673264526	0.884978255189705	0.850880238330801	0.94243986560419	0.914612398846709	0.87288902793134	0.701830003163185	0.881651789874468	0.940600487290281	0.909507869477802	0.8365522248084	0.840519827295873	0.918305763973031	0.975652068981078	0.863712231946124	0.834573443681963	0.83048169416259	0.727139731291146	0.736261830125028	0.786639317207723	0.846451146300212	0.860637235815465	0.79074921495139	0.947738755870336	0.802275952362921	0.942223269086037	0.783794448415275	0.667148971094937	0.911982187607226	0.894928512787345	0.924678596867642	0.609792098896093	0.871015863191475	0.929810867533029	0.909285184082337	0.833129730689384	0.9313948965635	0.814026998769534	0.814655216402111	0.960086688779594	0.67600033603935	0.883817167536695	0.957708772563191	0.836354651745743	0.877279705468138	0.745904701236279	0.560628433501484	0.91050638105574	0.784868237415277	0.682569678934298	0.93922392905708	0.855224287338965	0.727782028010133	0.794659438846765	0.751742269248692	0.878440087535387	0.910119830999926	0.947354943528807	0.837364073093505	0.836986780011957	0.873617612996624	0.615941555511569	0.501328779540924	0.830165119462982	0.923233212876474	0.850637414773125	0.697197905961402	0.760245674704876	0.861884825819492	0.897272065111743	0.484061246630064	0.701638877704212	0.825486955785018	0.620460274712097
TNFRSF21	0.796845273184664	0.884924251910131	0.786932242429349	0.808631711274945	0.850571666353221	0.519334085083337	0.92584654609469	0.925216870787638	0.811652146042106	0.834516781683279	0.850700032895277	0.952040293036357	0.91664379695154	0.973081910465312	0.945176616704224	0.88329574555829	0.915843074994594	1	0.959312209582311	0.877765564188813	0.815114214565924	0.895220581591134	0.894643616875074	0.792335967709136	0.937436527746217	0.889073309746528	0.899007226704252	0.724757342995696	0.895957040464068	0.902026395086834	0.761879219832033	0.882793485793357	0.861190038173976	0.863629710338899	0.932200672957635	0.759814317697743	0.87436571432844	0.804247877644765	0.828106703592071	0.766517133029605	0.740362983233625	0.775589835446043	0.824944729362142	0.896142866710569	0.860393279670836	0.708884214327919	0.910095812998874	0.811273555199748	0.686538737456618	0.903052846257981	0.886784092751768	0.900681946222873	0.755098822890953	0.910461834599134	0.848008016875605	0.886396920478647	0.91553830845589	0.894918309269261	0.87453723654988	0.791735659398458	0.878765122831516	0.678061206268057	0.939090563841734	0.903039419252559	0.816464642153166	0.873387082712416	0.650863723320165	0.720977050465447	0.952309515047132	0.816256291202138	0.655796402669606	0.864813743739493	0.860088017832024	0.735085604101759	0.849913579885175	0.745226460679462	0.935332927759166	0.875253784561956	0.820519007690999	0.927483168785158	0.942408696355297	0.902979295637235	0.754810409551456	0.693251793267548	0.789611146701885	0.942810560171945	0.886436018423227	0.759958335368305	0.667807467756253	0.933152734306556	0.843606704122518	0.512594822775781	0.882002856252888	0.936810640054166	0.547016652907119
APLP2	0.794363315995782	0.885178166662554	0.830345593726097	0.823334880884216	0.800034049084533	0.438405155610231	0.928086265219624	0.947775183575013	0.791492696334542	0.850486428400322	0.860589887271702	0.9425149610272	0.931457104192638	0.987770944930878	0.960835191628076	0.894859482640409	0.896978814779497	0.959312209582311	1	0.906928973196634	0.813849604431204	0.8980775607286	0.92999158246018	0.806857254365818	0.929192324809607	0.884012664408652	0.914975258167285	0.754900640852414	0.938905234072393	0.913850502169695	0.745752125372467	0.913304129178615	0.893096978782041	0.843443149027861	0.936290190871561	0.778786528029525	0.914152677342185	0.823559484557977	0.830827564361509	0.730214220526034	0.772260543234575	0.759901270370671	0.803561809288033	0.93031973535757	0.875485394211788	0.728722210365802	0.931291727043794	0.790813218011846	0.760733731393383	0.928221509310962	0.865659125642694	0.923291993256777	0.820864815100817	0.929231705990936	0.854827564458781	0.905833490568349	0.95906622838836	0.907464880849873	0.906061673737587	0.775730725888552	0.861297717177839	0.610316274363598	0.935937945144548	0.915190046652397	0.854620993556621	0.91879685695184	0.686101784890903	0.752521435003477	0.974801385540984	0.787601418542702	0.637226636086532	0.846064445321991	0.846874398548281	0.724006233969488	0.883525773931015	0.739081615746351	0.920944113545981	0.879022627270446	0.775459699195383	0.929856264729587	0.925252607881648	0.944470251950187	0.792111916435671	0.731231224573608	0.849330634310584	0.940735368366329	0.910416573479197	0.832563645997368	0.720709641675526	0.960161235949904	0.871093232985058	0.636018018696452	0.867428235340136	0.90316756553464	0.627671255121487
TFRC	0.876280987911259	0.932872858131593	0.611493741849773	0.77455974086905	0.860463568266962	0.572138727449242	0.939454789017417	0.847035392751522	0.703954251252175	0.74676763801884	0.66155839164062	0.889374814885874	0.882257907307142	0.921527887716262	0.881948687294587	0.900480175258906	0.820561604915614	0.877765564188813	0.906928973196634	1	0.794208996902269	0.871805147518677	0.939601249858557	0.831165759070088	0.897957483153037	0.741342494869714	0.777288588142543	0.871502570462878	0.859026997856235	0.838662005354725	0.594294750732441	0.868816198063684	0.859918499251696	0.78367694347958	0.83689859556579	0.630911179190922	0.833536568704938	0.85693990451749	0.832362778776058	0.836452707539346	0.57419546673523	0.559460742497425	0.820898432384692	0.94220127412607	0.7483968940232	0.502442785368503	0.832309686468564	0.770154684594128	0.816242673046989	0.838438471018977	0.869748464330724	0.89966303860067	0.823202787729836	0.944829711248659	0.700215836234243	0.767248673405596	0.86919333179469	0.735022910699677	0.920008933582615	0.544362926842943	0.847868260173069	0.745952359905527	0.902669964569527	0.781160638417491	0.754530877633007	0.874382193613945	0.452407829995125	0.749679263352304	0.910850895847354	0.787168073050047	0.76779935653708	0.843568950686136	0.880264767395621	0.835378299427802	0.762302170202394	0.809246013650539	0.884040306709303	0.732094251659524	0.67396027293243	0.950220958267144	0.855025753666787	0.888582402445744	0.774152263238312	0.784237264198811	0.734996683629121	0.82550737005456	0.903827886408915	0.76663736552519	0.504752296188254	0.888541697762538	0.706863141109278	0.462795603483039	0.838697471634528	0.83791857451776	0.471210053801335
PODXL	0.704757479810514	0.811274019417865	0.614699565281106	0.580788710280809	0.730292416229004	0.531005502289352	0.838854422922147	0.768025739093292	0.687914138131805	0.728481688616257	0.614697317661535	0.783239563865871	0.794339048925122	0.825198998157686	0.787942898703065	0.822123955396251	0.769081142228532	0.815114214565924	0.813849604431204	0.794208996902269	1	0.710533817567549	0.805625549041557	0.762071454984382	0.835180410095288	0.665494547359091	0.729058072717225	0.730532589537035	0.798309014953833	0.804122907505422	0.610910739566223	0.727175910250105	0.80836528729299	0.770347594246569	0.75697397468575	0.675137687380365	0.762481788890314	0.860278521606004	0.679424685043415	0.763234564254227	0.570874935454772	0.55222224854477	0.753435614866855	0.80159959673368	0.723065766955826	0.516975718862489	0.794671655019119	0.681428544029223	0.660295011597417	0.75056380314568	0.82756031479407	0.82846975285182	0.615041478369122	0.826814408440031	0.713310457815657	0.73459191288543	0.771537397057382	0.709900581677556	0.773301068344902	0.592327550292472	0.792345898929862	0.645609140109284	0.798260146826135	0.741033259773521	0.691582205426084	0.776317738108546	0.492448495904676	0.555672606285761	0.807011986535932	0.683071287127677	0.642935429587605	0.802380248037067	0.770863874333741	0.667349824330069	0.699226452335164	0.774888765425286	0.793511990545235	0.726547419794674	0.65793519551622	0.813351717977161	0.731419104077802	0.781204104445027	0.575904121645911	0.620049134636918	0.666857671133929	0.751035757792247	0.784448788235101	0.626573104834093	0.517306511264785	0.802240780887664	0.679031456552619	0.37584715399215	0.710353998117194	0.725023328545228	0.471003896820783
RACK1	0.774565750626103	0.841916040568145	0.647749839558324	0.83556217290576	0.870531368548557	0.450696392451758	0.842362984143397	0.883295035571592	0.594970641671479	0.802364842190205	0.77868617861181	0.880191846222915	0.853387177544704	0.908354826986867	0.895294839414113	0.856200222125512	0.737258673264526	0.895220581591134	0.8980775607286	0.871805147518677	0.710533817567549	1	0.833923669408242	0.679793525249663	0.807907794751825	0.790120473764396	0.842997798527676	0.728866473343003	0.798553162389043	0.755745404229103	0.514004224789689	0.856128780547964	0.791638860303022	0.690707032504318	0.799275416334518	0.535625243556221	0.818199086250907	0.687178985779041	0.896922180051887	0.687155761451144	0.570116947299717	0.605532190560376	0.683089042995007	0.935769983864815	0.668851248926215	0.517047038012537	0.792880564632213	0.770985384860635	0.653277745522504	0.835651655585871	0.775675750482017	0.771627650225597	0.84998268776864	0.880368704493931	0.654701643250271	0.735716940696592	0.903322177385976	0.726428924647759	0.848935250935689	0.632819793079036	0.710280717951316	0.624645337764546	0.884032627467432	0.744991426132725	0.735893076472199	0.770681920541438	0.457148586722592	0.90136000535268	0.898637417527231	0.801073724777472	0.598332228191325	0.695942091945182	0.776036964150288	0.702248106147814	0.843621885222758	0.689509832839155	0.917640227294237	0.698555812746163	0.599561538242882	0.929063179720493	0.969596483736406	0.862485247945614	0.857890226770513	0.807046640092803	0.688215836387588	0.866262403828656	0.819706425273189	0.718511158847308	0.485871995223344	0.893561462512606	0.699777844987699	0.510597270591595	0.978671517717057	0.962578513508969	0.401417497178464
LPP	0.895259417276678	0.923429253914165	0.704356475396314	0.758713600312415	0.811426272052093	0.526748402321618	0.958446257917812	0.861953532118103	0.75727301013516	0.805264235956523	0.716547706387484	0.910410276516741	0.918918598939093	0.944979674912842	0.915927575487453	0.910686830028402	0.884978255189705	0.894643616875074	0.92999158246018	0.939601249858557	0.805625549041557	0.833923669408242	1	0.881516526889105	0.932046266299822	0.79002446708043	0.82496610819365	0.838942299715349	0.922891913721194	0.896190011596709	0.706602001749191	0.89850096412002	0.906136191637217	0.806989765646948	0.89483099855442	0.730788063463128	0.857695648122417	0.879436134195499	0.806626605000887	0.81709946029571	0.649256560815842	0.636110874050493	0.876536361125862	0.927104435795741	0.827318097764509	0.613646963086424	0.899877413292072	0.785400362400222	0.794789702851794	0.881424363398899	0.905128047018057	0.941421299407635	0.785637203903335	0.953060939549959	0.792342654826665	0.845669213198739	0.889213735918228	0.818666840500006	0.912618642268894	0.635443679463241	0.898824519893365	0.697402876406763	0.907910747733137	0.864039385840062	0.80275916651956	0.911588979107282	0.563909612127831	0.70728697368111	0.9330230226049	0.751790831918279	0.741381531052732	0.888625331379667	0.866673323830066	0.813211225919779	0.798331237687737	0.803505052525319	0.877045153956546	0.802527515155898	0.752067465860372	0.93298384386509	0.843377455513178	0.919328913770564	0.734056447936579	0.755658431229317	0.801229893399311	0.858504518035531	0.934838960035173	0.76871444989047	0.608208546171667	0.899909214013511	0.79026236357953	0.523234776868828	0.798753995268041	0.82410554838295	0.563325123097173
PTPRS	0.792536896497397	0.853064993805796	0.567687792970899	0.574450757963207	0.785994551727443	0.675142981723586	0.914507803850112	0.704224454514485	0.755953217344923	0.657830484734446	0.546563303222792	0.823379290745481	0.794057082535838	0.834751114554301	0.822002037522325	0.861442937679903	0.850880238330801	0.792335967709136	0.806857254365818	0.831165759070088	0.762071454984382	0.679793525249663	0.881516526889105	1	0.878631789345703	0.676200252787983	0.700833048476795	0.783159980998358	0.813076062094872	0.838459732265284	0.689403635310232	0.787174279274823	0.881881614119561	0.839011363921148	0.818777847858709	0.721784680444259	0.712835781153889	0.865034931032491	0.726397160774642	0.828729227972074	0.541353812068058	0.529486637873817	0.854554070431862	0.789611666050872	0.754382418686099	0.494102730474181	0.813013591431702	0.766514140476922	0.701323861364883	0.751642236153302	0.88813329458754	0.911212939475737	0.567139806445445	0.881996971412549	0.722393476838057	0.781531573183059	0.719525841861631	0.70651558049352	0.779364264907494	0.528227080843078	0.905591252878767	0.778942085949356	0.830268800894718	0.76261863617686	0.705739210432445	0.823437654778773	0.452735611391819	0.485849810728812	0.831003056215962	0.711677575644998	0.823255725316062	0.906438135504939	0.786606547995828	0.819806341345748	0.619660410524252	0.838335403517943	0.813638126366335	0.725933863620898	0.764009144153213	0.849486053694268	0.701709857757285	0.815227142765939	0.49749107231006	0.515955249403558	0.646226245351683	0.733596519096949	0.827201519534194	0.555971818467582	0.477299054118285	0.77382002691096	0.668827677259414	0.299449608764922	0.665056772330512	0.700273392376063	0.44234589072417
CELSR2	0.827994533213865	0.906813716577941	0.737917809719593	0.756211699751177	0.846099942331088	0.623246418256816	0.962006470616854	0.875163820611521	0.852204266010112	0.79299825050806	0.742163638919214	0.943489173493738	0.915543918575218	0.950441929923717	0.918703744603567	0.888016488627149	0.94243986560419	0.937436527746217	0.929192324809607	0.897957483153037	0.835180410095288	0.807907794751825	0.932046266299822	0.878631789345703	1	0.852375925412754	0.838699396603897	0.791139054749592	0.91339480148226	0.931248092854393	0.79565526524595	0.849826781528967	0.8695498332131	0.9078403362683	0.940146005253192	0.811430443612679	0.860641656858639	0.890682923061756	0.785153033432555	0.838853903096451	0.698901037633712	0.720488286108273	0.882591831224493	0.876693499400257	0.888129238809939	0.678191615241191	0.912468401704317	0.810726519224339	0.746120035498228	0.892046238929172	0.925292492615372	0.950118252328647	0.703996280034917	0.927903144177294	0.868176254623015	0.876545562861437	0.874253870920734	0.864009483795657	0.874011744608794	0.711015047171861	0.956479134876278	0.762403477145309	0.924315105554407	0.895595431504223	0.803614000599338	0.892370177543608	0.628348003192312	0.623961592369744	0.939572454177854	0.813362624408318	0.759008018781379	0.938946569861784	0.898482439974533	0.806065797609274	0.794171688905586	0.838216588204073	0.897378323837432	0.877211170343984	0.866677641112403	0.914576588208186	0.858231940748738	0.892767338359765	0.687270425956632	0.630252911343736	0.785197057981064	0.895187667623068	0.908617662682222	0.73534035152105	0.654638463236303	0.901133784475367	0.833912760931596	0.459811453736035	0.78847387109445	0.854548066113926	0.546645311265163
CD81	0.621712347865229	0.722110472200706	0.889488079529977	0.838081684433015	0.715694442053648	0.414081888228067	0.79831160481201	0.93337571245857	0.842061893629927	0.863234994507683	0.922869072703771	0.926794223624885	0.870597679598647	0.890968419967468	0.908451636001663	0.71048785453326	0.914612398846709	0.889073309746528	0.884012664408652	0.741342494869714	0.665494547359091	0.790120473764396	0.79002446708043	0.676200252787983	0.852375925412754	1	0.934994873758894	0.567805972304855	0.840127121233086	0.882462155576622	0.866114003503646	0.801236918912382	0.745355231137501	0.822989969477727	0.946239280076636	0.828414159017146	0.827417467205246	0.681043052313812	0.71113482866994	0.551085642626912	0.817146429529009	0.918654938104657	0.713403257759754	0.760335476512418	0.919864570077303	0.882987333708709	0.915684035018222	0.760556621593886	0.569580507158043	0.918336787865843	0.767964889030331	0.80075999211208	0.643845012777422	0.777767803450326	0.93102393340031	0.885079133211093	0.864704198367363	0.937405889811016	0.750027205128105	0.883848376531018	0.835381361016794	0.509628014997477	0.837856482409265	0.942777054305796	0.866429514150743	0.805739439888331	0.839494851310921	0.646340488257179	0.881623229188154	0.776877329309391	0.478993519375059	0.789099892161208	0.771682857495574	0.593678899308744	0.885287998604236	0.587267817039966	0.860004112457793	0.907454008020009	0.889672806438816	0.768644890538554	0.894759749180701	0.837339233120863	0.713612515901565	0.517487642462604	0.862064597243076	0.961203126452072	0.769345108228785	0.73840037871352	0.838934310576232	0.861370328801256	0.942854605069637	0.625083374872153	0.747888790645938	0.874857412723081	0.684819126884426
NECTIN2	0.664127796876382	0.747132117203868	0.878818652458859	0.829328019122415	0.715702675001163	0.374109493130987	0.815872511684147	0.945584476532956	0.797174339361241	0.888060648545955	0.922055974492637	0.911089006305085	0.890922205082512	0.913853583698338	0.934560822539188	0.802196097586584	0.87288902793134	0.899007226704252	0.914975258167285	0.777288588142543	0.729058072717225	0.842997798527676	0.82496610819365	0.700833048476795	0.838699396603897	0.934994873758894	1	0.612164293602426	0.859590253803487	0.890162751756662	0.792799887827843	0.851005066340728	0.82133970752426	0.776927321746364	0.911277779343031	0.795460747178659	0.869340211566896	0.706654816359886	0.771548389703126	0.555689005321187	0.800698237612918	0.839949563311857	0.702663198443833	0.822171956524305	0.871881583291252	0.818749853950739	0.92142455575917	0.775958895750638	0.596910250806725	0.925360009468417	0.767834659873778	0.813140786883381	0.720810018694767	0.833165608601832	0.8814586654778	0.882589859023975	0.906496227951171	0.910341222054128	0.790099323226502	0.8425625524768	0.797907838139794	0.507861230638054	0.85117910716073	0.927106506045704	0.873794789515572	0.830358769697478	0.774490603268016	0.711397786567137	0.904204585768578	0.741987540568501	0.493388120152575	0.774983927448035	0.764545731945422	0.59142475875458	0.90969843659264	0.602177022953561	0.886481241007287	0.865939033079374	0.794468619308416	0.808381775220403	0.905932230647118	0.892015670197736	0.751965368357991	0.628253822239101	0.856100735273134	0.94015566086539	0.800211496891095	0.745389878276159	0.791338899384467	0.905158846039047	0.908473200445738	0.652922712794898	0.799930205968241	0.874134143158323	0.637170288398315
