""	PTPRZ1	EGFR	NRCAM	SDC3	PTPRA	TSPAN12	PTPRS	LIFR	CDH10	DDR1	NLGN1	NRXN1	LRP1	NOTCH2	SLC16A1	LRP6	TNFRSF21	GPC1	PTPRD	ROBO1	NLGN3	NOTCH1	ADCYAP1R1	CDH2	CNTN1	PDE1C	FGFR1	APLP2	NCL	NCAM2	NCSTN	LRP10	PDGFRA	NOTCH4	NRXN2	PLXNB2	CD63	RPSA	APP	NOTCH3	ITGA7	LRP4	TNFRSF19	PTK7	LAMP1	DAG1	PTPRF	F3	ADCY1	ITGAV	SMO	CD47	BMPR1B	THY1	ADORA1	DCC	APLP1	HMMR	LINGO1	CHL1	CD46	ROBO2	NLGN2	ERBB2	EPHB4	FGFR3	PTPRK	FGFRL1	BMPR2	NEO1	TSPAN5	NT5E	MCFD2	CD99L2	AR	PILRB	GPC2	EPHB2	PLXNA3	RXRA	EPHB3	ITGA2	LRRTM2	EPHA4	LDLR	PLXNA2	LRRC4C	CHRM3	PLSCR4	RGMB	ANTXR1	ITGB1	GP1BB	EDNRB	TMEM67	ABCA1	LRP8	PLXNA1	ACVR1B	FAP	CADM1	AMFR	INSR	RACK1	SORT1	CD44	STX4	TYRO3	BMPR1A	ITGA6	ACTR2	PRTG	SMAD3	ERBB4	MCAM	CNR1	S1PR3	DIP2A	LRP5	GPR37	GPR37L1	NRP1	IGF1R	ATP5F1B	F2R	TSPAN17	SIRPA	CD81	SMAP1	TFRC	ERAP1	IGF2R	CANX	CLEC2D	CD74	MERTK	SORL1	JMJD6	TNFRSF1A	TSPAN14	C1QBP
RXRA	0.846664680240262	0.82827894089148	0.872723382575223	0.814283245873798	0.895943843805792	0.865505276791992	0.851770612003411	0.757778752151048	0.738416177744587	0.900581930898257	0.901959738363853	0.831357117940968	0.873119359498725	0.909259898324077	0.875615864898817	0.923908176768165	0.893896077657519	0.726838613630406	0.869539062063583	0.867830006246165	0.840809696716401	0.897467234671462	0.330329340364758	0.878542005278669	0.787244086421108	0.844659352782389	0.91079691369347	0.884861047225381	0.863087454315208	0.851027624519049	0.902582603220988	0.861954140061447	0.193930051518083	0.777323384981354	0.847628949053227	0.895414497538438	0.811699195652445	0.845839643554044	0.909722743053561	0.703128492332496	0.839237533472168	0.843270637520958	0.836147207951994	0.843498902836234	0.89696786005633	0.840638585970166	0.866478874007297	0.79030601839482	0.845008714417394	0.904876072499583	0.854795584209521	0.885723903267998	0.533743279365214	0.747209579118814	0.700954738539605	0.75754667486178	0.873824316994924	0.688173856577026	0.763830920814944	0.859376313958982	0.912813730688324	0.859227079805382	0.804717497713737	0.854460065672673	0.856381324053804	0.464910640873348	0.842161975205213	0.82981727813409	0.932146909936586	0.826142909206141	0.842226191281637	0.835875471286221	0.896704071877949	0.875385624827917	0.880828372396338	0.864346540789773	0.731483259523813	0.815908840943561	0.863848482180442	1	0.745598110842966	0.739205177959133	0.857925325292592	0.865821301008652	0.763840385056684	0.760089480407911	0.849844184002061	0.788571148666971	0.431673434348439	0.802166183393392	0.925213948817066	0.842108941200199	0.852531914150089	0.83925704124464	0.892214386725667	0.875042991482042	0.877328325356799	0.844340703599456	0.849369228396881	0.744381042826183	0.895882400386211	0.896670889368932	0.587887334328352	0.866706999412544	0.910935202240467	0.257614135531919	0.890796804644815	0.880993499455289	0.889878615075514	0.572424694725346	0.919098941259057	0.835188234807805	0.868780548340473	0.819048415498932	0.687309525572128	0.785958899306387	0.747372862199775	0.924807128909649	0.830436955390488	0.801352286111696	0.769032792341483	0.737044643709575	0.832872768493495	0.867985662349658	0.847848897582894	0.8280807442723	0.783106399732465	0.902671578177779	0.872649593265647	0.864131221333978	0.861672359145307	0.901780181274308	0.903187529543587	0.835752653939126	0.708726468785162	0.861886481657813	0.753648981418171	0.863813521975045	0.860869451670527	0.814489984952093	0.828640329619064
EPHB3	0.806093338162157	0.757378374992114	0.66705933761931	0.727640087527222	0.832669572425242	0.876649866207323	0.737568149773959	0.539493745917294	0.72724548842963	0.746036184502276	0.882224906541065	0.763009167454306	0.813081832899425	0.847194169026475	0.844168361505106	0.787240738825837	0.778697265288654	0.573197445377807	0.779892664558432	0.845282327615319	0.857160349193576	0.840276487721011	0.105567855027727	0.828421923083144	0.714254870895818	0.757601200241024	0.843155768753552	0.839623172830029	0.836207895312282	0.803944765609204	0.805549918595726	0.649221621233552	0.215129543934005	0.582503388586558	0.766198727906955	0.827264796161463	0.798207479729719	0.835937218727465	0.81395817915259	0.610910944369588	0.807976653374533	0.827063995058688	0.88178419171211	0.82526213054175	0.766700680269029	0.79928331863477	0.732063046597034	0.632985759498182	0.830107822845004	0.790719143475315	0.850006918333669	0.833819328588616	0.289368763801253	0.542374967843121	0.599823388375661	0.704888221490765	0.739920403682484	0.79208240296445	0.75520536667571	0.767463586309844	0.727650493789615	0.843576403891766	0.681484757669056	0.767137032864823	0.807694007658703	0.227210238684444	0.667798035469997	0.714096269233603	0.805655884482211	0.78123641703757	0.836943559865007	0.813210428729182	0.808352337045114	0.831234999181377	0.683218319705405	0.812254023284615	0.596460918694676	0.808497192356844	0.726799102151499	0.745598110842966	1	0.481520279465328	0.877981035723248	0.821036348025402	0.560420540739588	0.556496462710817	0.791351788474383	0.752650195025222	0.179962890777667	0.676986580866284	0.763131132899508	0.657368423725307	0.705360381302953	0.74877206682416	0.836661350899757	0.658248518152034	0.77515099777973	0.76447472992308	0.726709708837535	0.815795753417116	0.830964972998012	0.829069956115405	0.323561748172144	0.842583756725705	0.823590951848426	-0.0303981391252496	0.762957351641768	0.846819828669779	0.807195883074135	0.254662791499696	0.818692706076987	0.723637487043314	0.731674958937065	0.64977845997989	0.471117287283195	0.760062164419542	0.55067711564053	0.828078559842178	0.785114931258231	0.582374006461859	0.75180459401108	0.430295434043313	0.589859328212641	0.844137923089123	0.606214037072249	0.793592813643322	0.585115444291685	0.750383311432776	0.794133462052657	0.758565796851323	0.799419505769682	0.706024267752571	0.827200635162997	0.783107502042878	0.444166481769701	0.709125815495108	0.471976235696077	0.660634294735424	0.693104067763363	0.559439177378375	0.780896808073024
ITGA2	0.522369373747711	0.538434468956923	0.687672179243883	0.614904763294203	0.646953226323293	0.587127079264295	0.584433104590787	0.87249858454619	0.428096311655588	0.800173449639918	0.611182966193845	0.528173464938127	0.5634476132259	0.641867267331539	0.626213905343933	0.659174658259564	0.598821558755701	0.648599826860419	0.590874126740604	0.543689705250393	0.51263350268965	0.643159695019782	0.688967847953172	0.596804851145509	0.568957952515399	0.580211144433805	0.639703591188054	0.627379807485827	0.559351433671521	0.608572306095811	0.639787680390724	0.851864692763243	0.0556184542766227	0.678008857136805	0.592100238002892	0.663753197528431	0.521474134311647	0.565480591365505	0.655512305265801	0.611424926572675	0.569830827740705	0.541314123753835	0.548843503111707	0.557498834054949	0.775732002101219	0.580904433745356	0.74644579431345	0.742731594275415	0.538171657863185	0.654189606836707	0.583008551003448	0.650488619586513	0.799436777506799	0.639280973669201	0.565010352234904	0.410224228327269	0.698503647422453	0.506330513130475	0.433107658274027	0.648800396774342	0.713699495142274	0.549888466924263	0.551335266519638	0.702680875478866	0.565406592133102	0.619600948863193	0.689881919969454	0.57918254767707	0.731112391099471	0.544307791881918	0.5475565807101	0.503332353604363	0.668353151776385	0.647940035904601	0.800641667934023	0.709544433825324	0.466339472426791	0.50919145371708	0.610512823655422	0.739205177959133	0.481520279465328	1	0.544065157525541	0.578197260501633	0.822495780012206	0.572767361319049	0.526523488710904	0.475597243102984	0.743417139797665	0.526126740939199	0.728677162213669	0.692696673151685	0.709815839527243	0.751693232890753	0.71759950102395	0.718034633094186	0.612184928390932	0.575494480039997	0.592204446280112	0.503099913719487	0.643954383264017	0.654953263204745	0.59658753848141	0.574735655710906	0.740805495894589	0.62527697386385	0.646252820988364	0.615624948928134	0.7406129016308	0.831152024924399	0.690692425327964	0.542246961021272	0.639271746231751	0.572455923076444	0.588981739717116	0.539121540218396	0.827457586603514	0.682552614052004	0.53402762619003	0.671675342927186	0.447019494124201	0.703009928615398	0.729524846196053	0.56001387858982	0.865098829462063	0.551253299887566	0.864756915994899	0.759974331025443	0.684800771372734	0.568341806246226	0.701851972099816	0.713043495807198	0.666551275323258	0.683890408871469	0.657040618635738	0.639911598691549	0.781751017758617	0.63711150622399	0.741110897357477	0.682789731912207	0.528717675721475
LRRTM2	0.858876963458201	0.83729606546158	0.788849294098688	0.747404280397427	0.903581591133575	0.929369825751738	0.824181348735585	0.592804720596332	0.776681763004584	0.794149341133043	0.954862229434637	0.824129481095507	0.891333948217426	0.938654209874731	0.920662570886836	0.900452076365319	0.892636112374724	0.627310912795742	0.845794271511375	0.945566331139491	0.910988148580187	0.927316459442959	0.0782581495697721	0.920139955729181	0.763698087849125	0.832370152268517	0.939638682225588	0.925199503041022	0.927057252770685	0.823546884893963	0.921878605761287	0.731533726984341	0.18366614242211	0.714841982625608	0.813443943210751	0.943567656885285	0.887627892341445	0.920792209950826	0.915913417668312	0.687690327658138	0.887065551201997	0.86953999970704	0.96320314172649	0.916212233138112	0.829771604018129	0.853445157987356	0.800388029524004	0.680462198644035	0.87842721748093	0.879753368057197	0.934800698061616	0.9203028567978	0.304376475445624	0.603463810885645	0.628144938054846	0.840878415996513	0.813980515897471	0.816316084959966	0.823587640117101	0.857686292663904	0.864688516554246	0.926260125083459	0.74530702189114	0.827585837198278	0.908293095870106	0.189196671842443	0.779464122282986	0.819809874813988	0.897227179219495	0.872801841016815	0.916447008019531	0.904152618642849	0.896066029942915	0.894759357531364	0.758240669733964	0.880188593108123	0.673328861970037	0.912106060152424	0.818936032472849	0.857925325292592	0.877981035723248	0.544065157525541	1	0.936692805973294	0.637553327366168	0.664102483312561	0.854143607673652	0.856324337372622	0.156543120658384	0.762193364207177	0.868647532874273	0.805037531067433	0.81749491442929	0.799233968019276	0.91491391784717	0.788335491635029	0.88789603409222	0.87872919501953	0.839325606754246	0.89912129962318	0.915325996495058	0.896395469047344	0.459641796853103	0.939813210903208	0.907855008599189	0.00775946319472151	0.864222245975351	0.89633093563902	0.861757139927935	0.298791400598848	0.920380829046469	0.870449635187611	0.856035316228699	0.71208109299208	0.606754889622489	0.88410092834898	0.623833922804984	0.927888754877801	0.878055651410929	0.704919503187905	0.783329814954375	0.612670479281162	0.6753526949292	0.932597398404874	0.694963708453958	0.885514560745219	0.647383103295176	0.827145295261794	0.855115930279634	0.874032008027302	0.871152057926301	0.847948748975084	0.909694324661001	0.85780047563109	0.576757748499856	0.85006889934579	0.582926315021504	0.833346219158673	0.792074150327203	0.729630057197509	0.864263147924462
EPHA4	0.860350364541912	0.807999464076313	0.78957468889233	0.786287359950403	0.936605231966264	0.935694724944697	0.815362169486845	0.655774682698474	0.799818207327365	0.83300979300292	0.938921147756917	0.816151871064401	0.921232299799223	0.938242898531556	0.942071978405485	0.887712857167101	0.90138689139266	0.694409884080252	0.84444005962871	0.945985868616494	0.92281295524532	0.902572843724363	0.178426671110604	0.935229220874828	0.763302394779914	0.849757537723512	0.924072093086334	0.947293240741491	0.938907672644496	0.818930574043319	0.944571972012623	0.786851271288824	0.131020392393824	0.722251684822859	0.82189285953579	0.942830745813752	0.919165567832082	0.923021356854794	0.940337609648843	0.71220599518181	0.928526965362243	0.87235823918416	0.9595626125166	0.952600528785305	0.881699507384696	0.907119284603009	0.864365307751961	0.74891958694048	0.878830298732465	0.909489628709505	0.930172851679607	0.939845873223461	0.382078255155051	0.547464825044046	0.661738570494785	0.863422104233337	0.821107242414441	0.719685474878454	0.768064126904212	0.903998883833676	0.851371699584371	0.941435213219845	0.782391805477227	0.860242824042732	0.944610946244476	0.284153444543782	0.753859568836315	0.853056051370363	0.911532727683608	0.912108451582973	0.948974892668452	0.919201850410577	0.927931864148002	0.92238863966162	0.813926229820765	0.860528176900937	0.663094692348323	0.908624298936375	0.829205783498601	0.865821301008652	0.821036348025402	0.578197260501633	0.936692805973294	1	0.667521154645005	0.672670575112564	0.856626716689457	0.879304402852686	0.281685756968589	0.690868911821232	0.875113249706683	0.810997066100444	0.845920891626362	0.84638351443915	0.907491198127039	0.832479762467167	0.93239843328618	0.890486828619659	0.868210267329927	0.866671974777701	0.908081952778277	0.921948443296969	0.466294613848518	0.928219981685832	0.918299297616984	0.108730051395984	0.873338778820174	0.907909042673689	0.874050521127496	0.372609420439917	0.926884267562569	0.856729543913781	0.8770463660113	0.708893639338357	0.573268062131779	0.898134709845649	0.693280069851984	0.91926993119776	0.865084957992637	0.781245510990124	0.807290437501968	0.641681419112367	0.705970027073931	0.936781014408704	0.753840795494417	0.896880259862885	0.712884799507854	0.872748206042417	0.889726604464449	0.902979863414454	0.874565679172221	0.87586869170951	0.935474556773366	0.822740802409473	0.588008850999753	0.860433274937947	0.625107020099907	0.834236570760801	0.844293473473683	0.727438272127463	0.89752698036867
LDLR	0.643908568814486	0.636919109866426	0.772543295255238	0.720145200168244	0.744416155006189	0.668698610381826	0.622616667182836	0.840287089952923	0.484542858206743	0.828761289942035	0.70408629461246	0.595714255248371	0.660573629991736	0.722817920485502	0.737083470856326	0.68236715877428	0.69110309011108	0.796047629160614	0.648325835293278	0.58767182631219	0.635948690967504	0.706215443198355	0.570757613128338	0.724859466075744	0.560681783439313	0.699481165697796	0.738753826362233	0.747781586676265	0.679135005162474	0.681593687271696	0.723055016373399	0.866989970565937	0.0847752445780061	0.708249556724618	0.670973695025643	0.738733256542847	0.65526872594486	0.653655300853803	0.718464491506628	0.656941401769018	0.694032559350675	0.601571376419301	0.621792289381101	0.62202085267507	0.828109018474251	0.695288622294	0.825006775308177	0.805194588193143	0.628936314414994	0.760936711910997	0.6750093967725	0.763283745832973	0.693539717750135	0.627674637226712	0.737713207878904	0.469154194340789	0.819535029519484	0.598894757221201	0.490676958797417	0.72850055097652	0.757858436593811	0.620123659830591	0.690040219979692	0.798987274816549	0.640493701605716	0.599577025830568	0.667797568602772	0.698231660251591	0.792901845918629	0.599189914174704	0.654800621679699	0.636593876103266	0.750290608755535	0.724611845022173	0.821866401639799	0.741088332602464	0.511298726978993	0.673019262893199	0.715726129762763	0.763840385056684	0.560420540739588	0.822495780012206	0.637553327366168	0.667521154645005	1	0.591383509283182	0.645754571300847	0.603862039235716	0.6379310265924	0.567823635378257	0.753677915958041	0.732110501313547	0.741284492912814	0.799045508944944	0.760807228315799	0.714606867879807	0.713453397183192	0.711011944353814	0.656576541469791	0.527360238482723	0.767523871745827	0.752116893786605	0.537109740992573	0.665671803270352	0.811430139391689	0.565626230056654	0.721589589923218	0.72208885646655	0.752276408606222	0.74471376605699	0.783307027476384	0.606420699004582	0.677537332726164	0.671197538892938	0.594171148034636	0.602277959035705	0.83372269082284	0.752698614594092	0.613005480922294	0.692287555880236	0.579627821969061	0.68976761494468	0.704735693590398	0.675584734356935	0.866162116197138	0.674530420290089	0.867336492477768	0.818350636450108	0.760216171033289	0.655124061980024	0.781620005672361	0.763850545383671	0.762947659540823	0.730785946226543	0.658213222203639	0.683084802303971	0.771204327280037	0.683691568142703	0.83715420860838	0.676679346633975	0.668881978142032
PLXNA2	0.75267852913376	0.695375615923927	0.727141276541655	0.708866054298468	0.710929620966485	0.676030414669487	0.720923210821864	0.505255841111275	0.643759903694153	0.683924263614708	0.717375055126583	0.755167492125851	0.750938260707524	0.776253686328828	0.711852222784495	0.771359788236715	0.800234911375294	0.540364646216748	0.753276788199789	0.697167994361953	0.693963471795216	0.742226904518464	0.084629623354191	0.72471214901342	0.642815506264035	0.748217718938109	0.756820218480824	0.739657263873288	0.709238513241915	0.736500399836648	0.774260222232124	0.643001944479093	0.206830311427204	0.885029601042005	0.778407274067187	0.736886729472831	0.65263546582431	0.671995505257958	0.764641617695839	0.726378297937706	0.677978744078385	0.719257344281162	0.625950201825597	0.671740866807792	0.711807520117389	0.712749624029608	0.62844297147239	0.597019126905086	0.716230467065865	0.768668277101694	0.659839535973683	0.718208680177454	0.283948599703816	0.700014711477801	0.59767951988682	0.639149160125737	0.685731973716704	0.468859572934255	0.674209340765589	0.682943985128485	0.850811773704047	0.676746519716918	0.708842594469213	0.649286217436202	0.673317169047334	0.346749276445635	0.848128583195838	0.749251134770234	0.804336018122366	0.667295990622017	0.663674453160559	0.736917724695545	0.74871251460859	0.710886851189949	0.645036374180451	0.702953406719658	0.714296484962359	0.638381370352573	0.757907047812307	0.760089480407911	0.556496462710817	0.572767361319049	0.664102483312561	0.672670575112564	0.591383509283182	1	0.759167947510662	0.647457379758395	0.17674900328346	0.701005215212592	0.773412710367129	0.871801570268313	0.726903237107207	0.621576581813294	0.683538730086889	0.744399249473153	0.712342038797576	0.700205654083587	0.7735140026174	0.497779656560095	0.71382855148425	0.708940435010645	0.815470511613771	0.712213045339119	0.709795461522792	0.0238404584478871	0.795308284980063	0.734319037447089	0.656736657760431	0.489091899927235	0.766849466642608	0.71079305751131	0.746958298546827	0.751195958195397	0.832816690104099	0.615937161442591	0.665924178747182	0.759750452501424	0.743335801347897	0.621674562228939	0.713923543045531	0.809171635534466	0.772922218821519	0.732839187943184	0.664131341932283	0.703641548714248	0.535699123180861	0.72639004309632	0.711589483911671	0.796327023895377	0.666684739890062	0.84302244073393	0.728894653349491	0.649729638730751	0.690913016157997	0.749248912931486	0.663568544430203	0.813657721762259	0.691634634489164	0.829488241586459	0.706844807159576
LRRC4C	0.955654367918605	0.893858609577026	0.827862657100673	0.907102047605092	0.925634938083789	0.894901777674955	0.874984949325051	0.637643425347482	0.870638744023146	0.859197765781208	0.906904605981416	0.921221013582128	0.945602973203345	0.915767280414782	0.902764031299463	0.881894458027064	0.914042636914468	0.709726799158393	0.916579559438937	0.871779142932596	0.928869027668275	0.889519148364702	0.154120468022134	0.924764393223874	0.814205150978646	0.889351210473136	0.892365417681478	0.904687362573261	0.916022585886295	0.914941540341966	0.90430477132582	0.728323038803158	0.209770545801611	0.694613268836385	0.929481252758984	0.861159720655908	0.882487736189236	0.871663098398285	0.915053435159607	0.65098491727737	0.901103229991931	0.916168819647017	0.834478530136215	0.867324336306241	0.857433583328768	0.92092320150129	0.797117529798554	0.792776160509531	0.924166415180803	0.925927050450725	0.843872385759513	0.870452581621985	0.359708770163337	0.657665956588337	0.778678724247918	0.795512486596721	0.798743038870808	0.564789188388526	0.850915034955905	0.872553017728788	0.865023011543039	0.915587189928693	0.846547420542965	0.799341651581993	0.862162975223625	0.387190398741165	0.777452320366657	0.895521299919829	0.894628329784801	0.863617928032483	0.87078822035901	0.918439412846412	0.904153017158058	0.867983251725184	0.793241576544204	0.769536429998372	0.762824805274039	0.840159633851772	0.880211781267309	0.849844184002061	0.791351788474383	0.526523488710904	0.854143607673652	0.856626716689457	0.645754571300847	0.759167947510662	1	0.879567999717653	0.233981651084061	0.780055303521615	0.88442511932087	0.759045446792423	0.789725026588204	0.80313793191518	0.825248912075657	0.800929298550357	0.86816704409809	0.87602538747004	0.88249917147266	0.661376906834493	0.879485412296655	0.895672929029305	0.44814440802527	0.887410520758246	0.836880631734841	0.0186972818376333	0.909167178561812	0.915604877182116	0.848482141328242	0.364198095243332	0.876589749018986	0.858408608093667	0.852568618468636	0.822818996704136	0.580385471219653	0.817258698714993	0.590422717207319	0.875472392003939	0.863328644587635	0.765323411734779	0.916989381043123	0.596271171264164	0.737943381005874	0.900513846573564	0.701575262747327	0.860842847797855	0.617824733696126	0.870721419661382	0.896663444233932	0.925520363686261	0.803879647204823	0.828091789110455	0.917329740129335	0.734793319454071	0.523672048994995	0.787214129073384	0.555423991927639	0.831394812911543	0.827666050183989	0.684144059559067	0.895841770788457
CHRM3	0.903969676147122	0.790720008410344	0.777515778739906	0.805634590066571	0.899152837610757	0.865882533043549	0.80329020090694	0.586826984280957	0.797009166019241	0.787411837136389	0.882358275926198	0.826957958971443	0.907039499347263	0.866971745603336	0.895697590258066	0.822556740419933	0.852681138865794	0.70762139131178	0.823481380154588	0.857891823832667	0.919381590613147	0.816120674829733	0.0510069542221808	0.922487508187818	0.745593595598914	0.876347918157814	0.86175514805479	0.893906085299096	0.922912361239004	0.830865251155704	0.879887753265387	0.670091238618985	0.158321875327939	0.613821512002735	0.805660356284145	0.847392135104045	0.919256499294528	0.868949767645998	0.886854503461292	0.578939937282254	0.885607461474094	0.840266423993462	0.844276790974941	0.878738315680846	0.802140788455851	0.876139287478431	0.758553036815576	0.750404960070964	0.857760822471191	0.878646683270206	0.846434852902675	0.859688492513641	0.288562278582227	0.523801708318207	0.748299686791927	0.78091891440094	0.752150884078951	0.554319232830244	0.779436095791358	0.854933630655082	0.788511033892369	0.896781968721859	0.808194816049762	0.756622489269396	0.850925083781498	0.229698260427424	0.655516055343256	0.870712898395343	0.836536849673121	0.832883921053009	0.876636613203746	0.906279682210713	0.894444346589981	0.82474604233559	0.735109693149799	0.69555902475387	0.707258057929351	0.829716870216877	0.817216675920019	0.788571148666971	0.752650195025222	0.475597243102984	0.856324337372622	0.879304402852686	0.603862039235716	0.647457379758395	0.879567999717653	1	0.169858774269708	0.685313809073915	0.831163627763727	0.713400364949372	0.751687181008033	0.746182678616679	0.779691578388222	0.714923875124512	0.849246928649411	0.873732421526462	0.842928103779195	0.66254994915233	0.845295886666165	0.851582999608538	0.355413704482347	0.898597512043875	0.804227870303278	0.00727081710194648	0.869634800895211	0.888684307649316	0.820530255692149	0.246834559638639	0.863630520303779	0.833150457681885	0.754662863558483	0.712218262540105	0.497615980930703	0.859403855697828	0.549550304856729	0.835221643825101	0.838636417466189	0.728130101347445	0.849480313210006	0.542856489323402	0.625620325615872	0.899276353759087	0.674049612496505	0.858725658786233	0.577674962342211	0.823937619263498	0.849950591417641	0.907550282312103	0.770106364335654	0.775674205005847	0.887910819568846	0.706391675063577	0.481606371621984	0.757475565914944	0.484644820302764	0.785919698076069	0.801125408221183	0.649833476461724	0.898619448446352
PLSCR4	0.245538895372253	0.226686605632867	0.433474508150009	0.451259260774371	0.405814026701031	0.311460779493653	0.247326224759401	0.837361170978175	0.233747379160676	0.61373227587433	0.28717557973093	0.264538541159532	0.290250913803846	0.307700934570151	0.333384658004646	0.32228743563269	0.279462059719966	0.5685258814252	0.300985800924731	0.208019699250891	0.225254092694942	0.296012040426694	0.942798852497914	0.2926888526466	0.367839054180538	0.279012122961174	0.282317488078265	0.325594749932095	0.258424826913271	0.360197233158832	0.312104727539388	0.71128833712442	-0.0235439757404319	0.268875677031655	0.344725424134164	0.308042781541515	0.259405777491038	0.264614861815649	0.360844881761245	0.284166743256245	0.327553358296621	0.271932369681836	0.230670590590694	0.249226619276666	0.579543269349975	0.376420935522722	0.591195278774327	0.678428500460557	0.21898933906515	0.384651693101031	0.261855757956456	0.354492207807436	0.922400553716965	0.34128009368975	0.459725927480795	0.135077512749616	0.471417729518902	0.153198535637947	0.0785328214377158	0.450473498695678	0.321820414998241	0.267918181715005	0.354646453529289	0.48842016805645	0.264111377057447	0.795187604207033	0.279381084805334	0.303287952117576	0.406044525644879	0.325401937743306	0.279074346330486	0.210256802990034	0.399160922823453	0.36648995385702	0.657035263660157	0.380321560062006	0.133896328061958	0.221751038010404	0.298795999401702	0.431673434348439	0.179962890777667	0.743417139797665	0.156543120658384	0.281685756968589	0.6379310265924	0.17674900328346	0.233981651084061	0.169858774269708	1	0.207776271255159	0.424657873074364	0.266842270028407	0.396634484455242	0.624522999021876	0.426921710072667	0.472249434021392	0.355303082567499	0.230075104069762	0.29520541453596	0.190784080556384	0.342700022045503	0.40066258876024	0.18258370694955	0.212195310840444	0.44055965243645	0.824576900447449	0.340734951860119	0.33861082066035	0.505287755817446	0.807236794027315	0.351131056392286	0.196725490231175	0.362170635410618	0.319987021145907	0.146015935721393	0.286699169105577	0.628301770171294	0.32186473738054	0.192595986938483	0.521073491863056	0.222954040290423	0.354022783527805	0.446158626529149	0.235946603636818	0.67733322537273	0.234011804055004	0.770606693600761	0.556880767120094	0.467505394942146	0.269649761517546	0.424302063616244	0.35559454818189	0.404150892438506	0.348364887105591	0.326198824590823	0.293330737724844	0.554070687189748	0.24410831643744	0.548453560250866	0.255442553850221	0.264928830642145
RGMB	0.76760735618602	0.753297505752141	0.830810416769004	0.681849116660063	0.749754207958026	0.747282314708109	0.823753784262979	0.524072150067787	0.67219416994709	0.730513611550655	0.772129353923923	0.767543653619735	0.750382536328497	0.78009878901081	0.758222678022001	0.817168582487078	0.789146492649262	0.637887095205288	0.737908674833736	0.74370051075698	0.736933579759375	0.824268435791253	0.134135726031041	0.750519595748347	0.702594239121318	0.713519064000345	0.779627035399242	0.736866228161335	0.771357146543616	0.777565984002929	0.743935939683109	0.649327167766032	0.216068507784737	0.609543646073609	0.753243869658594	0.724999441975708	0.698130295041477	0.775576637805262	0.748793753493644	0.54147908629673	0.712791383502015	0.757781153929905	0.697100750432398	0.704191240576817	0.720643864050512	0.720749619040445	0.675144538560707	0.610974793387063	0.760195274439677	0.749744575785072	0.720502143096422	0.747833943723919	0.321775559306221	0.805008468417301	0.58582843911137	0.64294521769895	0.738162390963027	0.547776624914892	0.756756302111166	0.685195979593866	0.788168427177083	0.71732834968159	0.717396321719397	0.691508629271795	0.698425543585012	0.338281928950229	0.738241338780126	0.721696697760256	0.774424270309756	0.69357437497288	0.709116921273197	0.731199193345777	0.769892251293879	0.739256491929178	0.684514967321753	0.709493064741457	0.727095363126062	0.724110729986814	0.791290121980261	0.802166183393392	0.676986580866284	0.526126740939199	0.762193364207177	0.690868911821232	0.567823635378257	0.701005215212592	0.780055303521615	0.685313809073915	0.207776271255159	1	0.795263598286935	0.668293602938161	0.658078498016189	0.646155386328445	0.729042198139898	0.718250434388176	0.731692459533887	0.727410831934791	0.741747977548612	0.587406828482968	0.769542805709603	0.763136137717909	0.422523132239724	0.786692925916	0.720620588674613	0.0565090710405015	0.774607805359381	0.753778654919563	0.726888000093248	0.342856881881996	0.783110943626289	0.769552913441076	0.778575398669753	0.802695300253748	0.573601354466521	0.650356187181177	0.52659734289606	0.759330437929544	0.724019984595612	0.595195475909645	0.701947699343249	0.512640614116713	0.67759333002356	0.764366294418679	0.612189626004634	0.725276159580598	0.551409842084278	0.734034171349923	0.761202043260573	0.757379212714907	0.697356787032198	0.748123767975065	0.768887594190887	0.660910706001998	0.531121204474177	0.652523925048874	0.531691300775186	0.75851445405065	0.668510412187525	0.659320986169816	0.739193890906795
