""	CD4	C3AR1	CD68	ITGB2	HLA.DPB1	PLXDC2	CD93	TREM2	CD33	TNFRSF1B	TLR1	CD163	ITGAX	SORL1	CD81	TLR4	ITGAM	ITGB1	LAIR1	FPR1	TLR6	STAB1	ITGA4	CCR1	C5AR1	LILRB2	LRP1	NRP1	TMIGD3	HAVCR2	SCARB1	PTGER4	PTPRC	CD180	TNFRSF1A	LILRB1	AXL	CD46	SDC2	TLR2	ABCA1	MERTK	CD74	MRC2	CXCR4	TNFRSF14	TFRC	ITGAV	C1QBP	VSIR	ADORA3	CD44	PLAUR	SORT1	ENG	CD226	P2RY12	UNC5B	ITGB5	GPNMB	ADRB2	RHBDF2	ADCY7	SIGIRR	SLC1A5	ST14	RIPK1	TSPAN14	TLR7	LPP	CADM1	KCNQ3	CD47	SDC3	ITGA9	CD69	IL18BP	PECAM1	KCNQ1	PLXDC1	INSR	SIRPA	CD40	CD9	ALOX5	IL2RA	PTPRJ	ITGA6	ADGRE2	ASGR1	APLP2	CANX	PLXND1	PLD2	GPR84	IGF2R	IL6R	CD300LF	CLEC12A	FPR3	SEMA4C	FZD2	CD72	TNFRSF10B	SPN	CD82	TRPM2	ITGA5	TRADD	STX4	PLXNB2	TSPAN15	THBD	PILRA	TREM1	RYK	NOTCH2	TNFRSF21	CD7	NCSTN	ATP5F1B	JMJD6	NOTCH1	STX3	RXRA	RACK1	ERAP1	SMAP1	MCFD2	AMFR	EPHB2	TNFRSF12A	EDNRB	CD63	LAMP1	LRP10	NRP2	EGFR	PTPRA	RPSA	SLC16A1	RAMP1	NCL	PTPRZ1
TNFRSF1A	0.880294521490815	0.908211637048027	0.757588778048645	0.888376551617439	0.389338821681454	0.752324079983446	0.585246540697773	0.895049315431492	0.847650317497028	0.8381578515305	0.828975996824168	0.678815850020198	0.669528861800042	0.744969054873673	0.89123401821525	0.600243226123545	0.795051442459012	0.893921444401308	0.915792948162076	0.934019376953165	0.702954874602516	0.696264123171868	0.662404227217172	0.824094790740631	0.712599823487374	0.635654604208377	0.747387247032922	0.64126354344535	0.776399653481614	0.894193082595719	0.703514045788517	0.551154087625411	0.803203709208662	0.609562407651152	1	0.738274300013699	0.486290345683731	0.740879214359682	0.436916751022795	0.749589649578448	0.688951745377572	0.726977452171016	0.679802045513519	0.587941835320576	0.318966888760378	0.728544096949743	0.687485509182226	0.814432907702478	0.802214466483222	0.570694576834066	0.902102357332379	0.640603122632231	0.863297743631314	0.784090604128519	0.800396364254818	0.747058025902818	0.536759825971135	0.647875142053621	0.502971580666578	0.329789312154708	0.658733352550001	0.800728004269312	0.710937670749956	0.652670621090375	0.762930519401764	0.77702349572077	0.808671771539365	0.818784507205215	0.67806788158285	0.74078046303752	0.579452134639951	0.613128145934874	0.83481936957543	0.660287320806155	0.587898474167151	0.576678774207056	0.651654752014281	0.486202292352047	0.82051508255826	0.120650172308554	-0.0086918739336205	0.841258814607983	0.819497801492215	0.562156925230247	0.862708299081692	0.356862809469695	0.81296094117129	0.723519640185573	0.68048250769698	0.602647799352679	0.836550787694546	0.895153745864397	0.777962925929844	0.757940982761313	0.762476457841656	0.622416692413794	0.759096018469549	0.676762691114377	0.274045005448486	0.398211880195283	0.508541934907696	0.558946201808735	0.516770023676043	0.75820231047479	0.628865449247579	0.609218634868626	0.846359489938945	0.674255644158743	0.868668645240913	0.785888365221966	0.824694538151113	0.742499722175825	0.522709668296643	0.613322033020213	0.708300925544772	0.702831255431302	0.626600225868597	0.664162643851225	0.718496280434622	0.755476448185883	0.859375235617027	0.836779651172481	0.641919082571847	0.693996492592657	0.815297499477452	0.848411145802553	0.698864905629695	0.906411799298011	0.892588987848081	0.571795627969255	0.58705565586143	0.590523940731436	0.622968204124871	0.835917376906059	0.793437695915881	0.848125102376576	0.666107796601249	0.287843482606607	0.781726178883185	0.851584699709795	0.576760135925881	0.589349281697947	0.831734072852764	0.297454170129884
LILRB1	0.728567932925774	0.719129902511689	0.357350158271802	0.672027717614571	0.485520668909076	0.848692155867962	0.64737272879858	0.622257496512144	0.665628033187655	0.863048586406343	0.885100542490416	0.48140890936988	0.464303937348676	0.62363002587144	0.550236836124335	0.706942308713679	0.665149762028065	0.755056230393591	0.728022171669495	0.738792369094814	0.769306529303714	0.440637324328238	0.847918116761536	0.608944201191967	0.538294134503797	0.765962193762746	0.451610048286486	0.394139655275728	0.511340377561262	0.774807855385933	0.409464468126252	0.791532124898015	0.881427754453647	0.331066804896295	0.738274300013699	1	0.597885644149977	0.705262689788603	0.0820338787394089	0.826281293500113	0.496717398928152	0.78499430653462	0.719861898436739	0.797059353464945	0.286829058399596	0.426933136460398	0.410325407193579	0.600143812325348	0.570175741614805	0.610569336704043	0.795769446220586	0.368940536632037	0.660628677897168	0.692740796689624	0.518928171559845	0.702746363969501	0.611650061195418	0.779120731555305	0.255921801283479	-0.0350300460952038	0.674016134328233	0.871827955191332	0.823899206188037	0.532390769270433	0.74309409147655	0.500102618184128	0.650108719719435	0.729657015885114	0.556543163972918	0.666004613220508	0.451556756510177	0.834757811655852	0.635834783617599	0.367686553889787	0.738156821557237	0.756785113985801	0.550728980331751	0.483713797052075	0.670919514710612	0.348366735708016	0.169608367535919	0.693690322509655	0.568027249944557	0.27909735046406	0.789843429359859	0.469718137159982	0.814746661396827	0.719793472497241	0.813927885688107	0.516093767543492	0.601914794477858	0.747758706917277	0.59732048581512	0.672043223221624	0.607599250613552	0.434811948811356	0.713884897827154	0.35102226521369	0.479179057599972	0.242091501935674	0.729059375607782	0.4088758840201	0.282175837764136	0.593494478216998	0.621430153161887	0.25469892437778	0.807972527311253	0.451335592398727	0.625126185252965	0.778397698035222	0.583055196820478	0.485277926010032	0.368568129688759	0.269247032946802	0.540330127758545	0.587616028236346	0.475374382381965	0.591701764529879	0.704112071397958	0.472189760032843	0.623438154358447	0.637630754439727	0.509631135091582	0.559401783427408	0.588077058603321	0.615191237976569	0.618301697333349	0.734163797331047	0.620790881276983	0.629553616149059	0.698007622164947	0.391250463784163	0.357388270645402	0.427055841545203	0.462466533037755	0.672830359963944	0.397683932399532	0.143709111869775	0.597104085682399	0.617963751440348	0.602262612242049	0.25580180775639	0.80979487392409	0.164242278205594
AXL	0.456068275702279	0.533544194483165	0.353625854801771	0.383032062914765	0.825917665691786	0.705023975252102	0.0910663310037854	0.494044901905689	0.399201010747248	0.511271536588925	0.545079820350712	0.318140224843872	0.185593087942462	0.513449951650102	0.496285869125749	0.730889457861551	0.206651654983007	0.441653978772861	0.514387745105643	0.42625360808866	0.444220134345227	0.247601055212396	0.496238846775022	0.182804657101256	0.338209400805275	0.588747569651835	0.295852515479848	0.0329642877202974	0.0648623879148848	0.491282889908038	0.386939928059884	0.594556755058978	0.47865856074807	0.21874434845805	0.486290345683731	0.597885644149977	1	0.531334326488663	-0.0379826875266088	0.646391341508697	0.342849393594442	0.61620207312612	0.835480600347127	0.505949906755208	0.710291437164066	0.332263851322532	0.313307488451481	0.371632256719767	0.335095929408169	0.509126574200305	0.622791757070333	0.173292495401519	0.39731855305322	0.405718767008146	0.22331811166679	0.337206903620828	0.134691149778439	0.542421844183724	0.156796226382505	-0.0242801459969743	0.451052949938381	0.564897295456424	0.503684812125661	0.379025872081254	0.505661971565312	0.384698811005167	0.412930178539177	0.571277231854377	0.678385209231959	0.394596563857802	0.739230009119072	0.610827952249252	0.487310319633167	0.23418145772561	0.549824131429699	0.394972950610494	0.513153574710095	0.768473647018451	0.466571111345419	0.668196171945807	0.230913855678067	0.552272186733866	0.310609826776063	0.490060296475325	0.418186064101716	0.585435825922511	0.486810559700604	0.445422521417592	0.466057601569959	0.318608587858419	0.331377201444316	0.462787672124356	0.498975374973837	0.433624989405384	0.191518957139511	0.317273850343609	0.399408583597753	0.525286296501951	0.605536698943491	0.532814233938988	0.599945463255947	0.364579579312067	0.475293384381633	0.383359984634434	0.569808033322317	0.0111309870807425	0.593181342370384	0.0832514346146026	0.417101727546727	0.498495784129187	0.241666345552205	0.280961358068196	-0.00867077972148127	0.282173803771358	0.123492477047165	0.254187293759437	0.431322994956515	0.411470881252285	0.40759393729367	0.35912521123893	0.336055893366075	0.366328561612656	0.233197624992017	0.501321454235202	0.184030253719444	0.363663880318848	0.358154599483487	0.418205922428215	0.423166955711773	0.485636515573019	0.596531801118621	0.128274994286736	0.166404639517339	0.30923818474646	0.299084265295355	0.504873005568138	0.160717105179967	-0.0578198092229514	0.367323164751083	0.345873960548815	0.254666671571315	0.0540291151190968	0.419328234558213	-0.0490809574143349
CD46	0.836750486673073	0.756187225364736	0.604648602789723	0.602745390367301	0.329619795083043	0.883037697178744	0.533690390159804	0.655741160804917	0.500602310216493	0.784238690089177	0.719772159963859	0.79680976122995	0.669311271380993	0.792236593482434	0.644647692674975	0.767369169127667	0.647353062795898	0.827968634792474	0.795516508025883	0.717472875399352	0.667692069177094	0.660345481615421	0.662027518808378	0.625508941192079	0.83075803149951	0.672469017437353	0.786440722202725	0.640570317328863	0.494765870318049	0.730606048828604	0.727680205431288	0.703146189550352	0.8361734737601	0.544943995824353	0.740879214359682	0.705262689788603	0.531334326488663	1	0.479079134110834	0.838328434358287	0.847060777138994	0.890427792991987	0.582118249476623	0.599215909617058	0.465092489808943	0.658518868074255	0.767327045128693	0.82289864831832	0.441536128717837	0.196041505401802	0.687601504642387	0.640473270632992	0.750737324425772	0.789803660747016	0.706067598793801	0.766120690731999	0.32978704772847	0.559031605945468	0.551651084091023	0.398935592426694	0.734113374454784	0.658073459861785	0.725041312322335	0.376378060610262	0.458395974679312	0.61136891441347	0.762993550449398	0.840443799443996	0.636524653367718	0.854576699533389	0.67966182212093	0.701379632493162	0.74413476257261	0.76089242286175	0.656030914123726	0.404591448622868	0.617450551450772	0.626310005618031	0.777022311220746	0.304401321899823	0.238240586039425	0.853147479664847	0.534642856392818	0.550246519565419	0.671801106889029	0.561668103722878	0.858383081063171	0.758483517834659	0.646263489137163	0.269702483065785	0.835126691108156	0.868219303755233	0.823991654976974	0.658878521825595	0.485060199760448	0.789803096016215	0.786751405588896	0.620349338492542	0.4451848566624	0.57157930168625	0.536183785368218	0.345943637531615	0.594462592893183	0.693224143580233	0.464738411697601	0.550887670511341	0.827081704138386	0.597038101866909	0.670957830865062	0.689682962989079	0.697234740288404	0.6211658156251	0.489353945174028	0.607700050466461	0.636847264324607	0.705511275886394	0.75866297370455	0.789526225810638	0.425002365035871	0.692413230560323	0.53860988669125	0.628942681270896	0.723533433385613	0.698156275909494	0.667365497171304	0.506552185316839	0.721921349868769	0.725124970582507	0.719226056965155	0.750603475065489	0.731202861246185	0.50893551856093	0.683985949101242	0.630774731120699	0.767862231161593	0.781273099519749	0.780291558766499	0.339933012540287	0.788045374287583	0.46774174410923	0.616571894631947	0.481523386977769	0.689491660852044	0.385296366731935
SDC2	0.58565060915748	0.497634995106472	0.742733591018565	0.500265893979271	-0.20238069264699	0.309556686266092	0.277661296228191	0.527379325654687	0.270741942867008	0.366260574155374	0.252774106300591	0.755653692373383	0.684865320802541	0.538995468979847	0.553075563269613	0.229504861028133	0.571285983097141	0.553892408681105	0.5024309205531	0.51378112422624	0.106323968319726	0.68886563739097	-0.0357669687679276	0.561072450625219	0.769649844591983	0.159470198905986	0.822966983543402	0.780416309960974	0.581177947256935	0.392011107817246	0.722618367561085	-0.028549882122652	0.316499399216516	0.68323096127493	0.436916751022795	0.0820338787394089	-0.0379826875266088	0.479079134110834	1	0.263972986333264	0.769018014443144	0.357976403306556	-0.013653868620684	-0.193813530646243	0.260741365136033	0.663263429440518	0.768914726140591	0.67723684353715	0.158328264725982	-0.239650531783714	0.271504705803597	0.739851306357618	0.622155499183698	0.431427517179861	0.772771906366578	0.533779789660211	-0.0745910362780692	-0.133332438855148	0.732905102168898	0.875838509950169	0.405119692082925	0.0491866352126097	0.197977785726873	0.233307100797606	-0.0380973567549542	0.559671433201989	0.581660865946297	0.429605730961334	0.362765192337305	0.594010798108503	0.363726306599818	0.0453203592225918	0.379548401505664	0.765242194221531	0.0613772466562599	-0.16470580538951	0.342814576297848	0.221145472645274	0.561922068116381	-0.2255705203253	-0.121826347625044	0.603349348791121	0.438432524291964	0.485066303181844	0.358472881019954	0.030560062014534	0.422033174178079	0.247570108574245	0.0274658286854128	0.0810931155681022	0.758706449018233	0.537243468659789	0.620346872899833	0.387202310471882	0.25913578209304	0.752080188066767	0.455752466228937	0.576276254830526	-0.0758512545927029	0.544620730717783	-0.118551761211119	0.219257969812483	0.58055960450347	0.490432615998281	-0.0209450967475434	0.713866522614399	0.30391791749743	0.647465383962855	0.526646838717369	0.194302108965916	0.631893139339267	0.703990583959436	0.691315576216532	0.875958086356747	0.694365851279234	0.377875225443789	0.526993449170471	0.541820874279882	0.032819309664914	0.542227438905556	0.297724812968661	0.428439701329055	0.305859540907767	0.490764932872252	0.658589037255266	0.268411623960534	0.378604235081548	0.393887803598303	0.476515843103674	0.289156875191357	0.178369853055946	0.302891489400446	0.529924737895343	0.699435463587006	0.807506011064802	0.449198101565519	0.787488964122303	0.116387298613216	0.41505357264501	0.232406147441978	0.0491597657993249	0.553163611627949	0.140865637100701	0.116875587629981
TLR2	0.792501856340251	0.748930238118131	0.465840917241487	0.602373029616743	0.49957782167753	0.933684727629037	0.571938364185462	0.635783327090842	0.556677201640589	0.853077400967035	0.814751842291141	0.645617241120264	0.589099582901379	0.759237198681812	0.592675962644024	0.806816259680785	0.628713524308436	0.810726271324885	0.777625790977976	0.734331412224756	0.800887421278266	0.54389762460688	0.773413959975273	0.632986315804506	0.724376858573834	0.744773786085367	0.620652808330475	0.454834103740497	0.452738689105345	0.785430136012873	0.55251376034655	0.822643455868201	0.888186344491231	0.413559379204025	0.749589649578448	0.826281293500113	0.646391341508697	0.838328434358287	0.263972986333264	1	0.693117496285816	0.907711523942858	0.71929280769737	0.74418468753386	0.457195804023677	0.5306413300995	0.584193630366466	0.738192021928859	0.480522384899575	0.435749002584955	0.766609452215019	0.502635866430438	0.699703914020843	0.746970797806014	0.588528016570699	0.739126475073803	0.489232419915347	0.742974587437768	0.402773688597141	0.14777434258558	0.714325582914326	0.819201603130692	0.748926380988803	0.499976267940133	0.584615014728543	0.539271409196251	0.704711491366906	0.856662632186185	0.627388591831989	0.780375523120681	0.607096117623386	0.796966150575286	0.679600872311035	0.551723524661221	0.714837949988213	0.594816106419088	0.64098665435649	0.628722488368404	0.734032327196505	0.400358096244361	0.255083824283983	0.816265178947019	0.520350728698591	0.444456484792535	0.7186818403984	0.556538772594579	0.831701969741437	0.724154961415247	0.78411584132524	0.322186835194721	0.720096724033104	0.806977020058077	0.750161589398831	0.704578642567885	0.519814820056794	0.623817744149019	0.797369849339287	0.512400642262566	0.518857397800341	0.413713772392312	0.645111396293005	0.386226921802492	0.468186046347913	0.671179653276195	0.578521761215458	0.350774588598564	0.866163344495963	0.492696293601109	0.636952352718705	0.758627253492842	0.631156792855781	0.526546301094421	0.385612849389071	0.431894070390863	0.585573939274152	0.635499623175334	0.661162469355101	0.750844755398307	0.565149161036339	0.60130038832473	0.559354106520665	0.648108952727713	0.626195090427755	0.663205429029649	0.604299811623518	0.559961516634137	0.70319882467993	0.718450518939973	0.682049479809511	0.708047129624995	0.697262407911455	0.409225434126754	0.503619043541703	0.496506809478084	0.610483460024932	0.735656053086803	0.578928577360722	0.209270400405789	0.675792230380695	0.522997718889717	0.597463048446099	0.345715606463625	0.746495189351784	0.248310873631828
ABCA1	0.806057249553644	0.749083463063677	0.742985078778038	0.617419990980716	0.0982880903870409	0.737278863937948	0.443911959571411	0.672378299441235	0.447605577548027	0.690380599407783	0.591387192786923	0.859321773433254	0.816522451948392	0.78894217385461	0.672643336824316	0.627685084964868	0.692468313977232	0.821163146007233	0.737627255958296	0.686728839725254	0.497054071195492	0.719841269011609	0.451129432912838	0.665407745933475	0.934462246566145	0.482766707577166	0.901840729133196	0.790489207936068	0.579395210985	0.658751401265623	0.843203918993972	0.508408665907282	0.71347042220703	0.692170355593716	0.688951745377572	0.496717398928152	0.342849393594442	0.847060777138994	0.769018014443144	0.693117496285816	1	0.777114617037803	0.352548220465329	0.336597881828314	0.44058475524256	0.754016858727155	0.881480555856225	0.859950945153051	0.366138276206955	-0.0178953272773837	0.567577803425024	0.802773726802479	0.820734510347879	0.740748755849956	0.803186251170261	0.755098399057752	0.208897462922375	0.317807229730487	0.675317298315177	0.733984401708176	0.698453791175142	0.459918616410274	0.534308840411637	0.336212451825581	0.266824826751566	0.650508487414589	0.79576769532928	0.791370754975045	0.58394262826969	0.868892078957059	0.641925378387388	0.481319032926174	0.659615678142503	0.856961555288733	0.458609698212619	0.203009915858677	0.607701041663776	0.527058781224182	0.750992678522308	0.0944634021939461	0.159767530467835	0.844932657485854	0.561640151877701	0.647045647768229	0.586011865001582	0.352734562557209	0.758707532599618	0.614507784470884	0.458812011082442	0.224760975828216	0.908145815226694	0.83554858810763	0.842824235024372	0.651666359006321	0.455050429947048	0.889919547783059	0.765707544734754	0.696930564652279	0.241709050531426	0.62872837745797	0.282906658507351	0.303827630479102	0.71806789797223	0.714194320171555	0.337088225583595	0.718905206221376	0.68605904148901	0.720877380364037	0.68646386881623	0.577644243579829	0.752293453697568	0.703187344933555	0.612707519928568	0.806227736348498	0.774670466503945	0.659656159357782	0.772537595671204	0.828986244814554	0.271950262263259	0.744878104728844	0.497343485985748	0.608680037976775	0.644443720914668	0.695039429159655	0.749254190709913	0.456211438040237	0.683661499623422	0.637709396369987	0.714295727311952	0.652001003959734	0.55244841090579	0.491122111828807	0.70837517056136	0.737356928806921	0.881285613065635	0.708270057687284	0.903323299350437	0.305226790497688	0.726616658146039	0.414834805002082	0.460963718954745	0.581778109476379	0.548225291844899	0.346196308544399
MERTK	0.783271707144433	0.780055178554172	0.51303062769523	0.584036055479616	0.389866076758791	0.94866026352412	0.50345384232733	0.649764820258867	0.49764375860962	0.816768402019148	0.781244235426256	0.714072820032547	0.637694111992133	0.804565424847162	0.594347057410987	0.809147501460855	0.6219152581535	0.82250173106498	0.765892880798544	0.704730121342636	0.760765502062047	0.562992367423872	0.72727403054442	0.57933016216146	0.772994170794832	0.718198640172725	0.683170562644508	0.540523185097116	0.448213118109753	0.759009449162575	0.662274789544365	0.833943456202731	0.878812267925952	0.472170564608048	0.726977452171016	0.78499430653462	0.61620207312612	0.890427792991987	0.357976403306556	0.907711523942858	0.777114617037803	1	0.637710791122077	0.674788411656682	0.500182162250591	0.54111674923185	0.689764213119038	0.779420301985562	0.429078056918177	0.278606332426791	0.707214283840983	0.535227827846867	0.725839921255522	0.77217415729239	0.632165150590527	0.756303277380139	0.416988639493122	0.664179721350324	0.465297702183828	0.272948553487659	0.808141739357059	0.741778080705894	0.738718025367509	0.36362452352928	0.501546254965383	0.544274065867552	0.754846866951348	0.86327506181082	0.69919539967536	0.840730446961962	0.676391624067382	0.829071917259523	0.660047757813798	0.61832418139488	0.728127676847915	0.519795717970267	0.673561132724604	0.687143483750061	0.739827365710712	0.386219137580437	0.300890061144247	0.831593227815091	0.506756932295987	0.506165133946882	0.666426880753227	0.537519497393045	0.879589742124051	0.737227668041929	0.734952742973857	0.281526553787684	0.76494832587008	0.815832472351877	0.81425326957756	0.723769490394247	0.507488067574351	0.716002462393784	0.818772287095381	0.562353016347561	0.456574233761464	0.519885567391058	0.615569746770577	0.308009375982237	0.544734927012223	0.702070200364172	0.512488304137366	0.399565375533364	0.858067485382824	0.517676623729147	0.613007825575103	0.762289329917794	0.631836201390347	0.576677074571693	0.379493209617286	0.527358214336088	0.617470009560266	0.646629343644598	0.715273377787633	0.800075766494058	0.470744753746232	0.647773083801863	0.513356063377435	0.580909450264717	0.653480315181513	0.683441568566628	0.612088643426992	0.481942351924003	0.710975207494348	0.677859772800164	0.671403410139509	0.723041878555029	0.725930194998255	0.417188870917279	0.561259728814874	0.530461920387842	0.668519194351052	0.693326718565863	0.657211967044053	0.225787334598482	0.697661343852317	0.455887784254238	0.555429704606521	0.379321593646035	0.721493163248576	0.267107529282171
CD74	0.617792413363362	0.649799038843176	0.468746351223904	0.60753681982672	0.886279615746885	0.709487125826178	0.391578479350344	0.625492446385704	0.635189709434791	0.669961003343946	0.704249618966649	0.417234134117447	0.205233892753702	0.477577488451566	0.644683390734777	0.687156690737883	0.418572846895339	0.57506414551107	0.720291010295236	0.63206636862059	0.547728276037929	0.435310103569099	0.666248155447316	0.425566284460282	0.413518856727631	0.742683872157036	0.354741023468715	0.165844388650578	0.268459090023803	0.635912602701956	0.3657813067363	0.598955509665231	0.603475705063078	0.273518608599694	0.679802045513519	0.719861898436739	0.835480600347127	0.582118249476623	-0.013653868620684	0.71929280769737	0.352548220465329	0.637710791122077	1	0.627690152630883	0.531207513299815	0.465141728388389	0.301044676214543	0.435438143395945	0.584659733504846	0.720174326077879	0.771630632415191	0.310012401289989	0.519149120100373	0.48177632859527	0.39071941888844	0.450004679068023	0.28558473064782	0.626910667808802	0.223759444455923	-0.0596122838679238	0.465195414291095	0.714068522578602	0.628573665825287	0.549767648732575	0.704044906394285	0.580556753153188	0.455660490871066	0.618384748742926	0.631789038831152	0.438325425710826	0.696343112785677	0.641481819391992	0.65749756233997	0.287780644073118	0.65127470506732	0.531966696735074	0.516199772934502	0.703009457997243	0.550957450808422	0.650580732305272	0.14563126366758	0.633679262380161	0.512522459162411	0.464557629334494	0.640397346734556	0.682379910182086	0.602053409515352	0.559425801416033	0.639948378278386	0.577741911809067	0.456809498363662	0.623830767405538	0.524396671477233	0.533561720024215	0.413136131124726	0.339954568417745	0.470064835145719	0.540739506051088	0.639927969287137	0.43189406153211	0.577463064570551	0.548014500365931	0.450132782119054	0.407371414210609	0.616353445055188	0.142777431916405	0.69898467891582	0.287666264917445	0.588040436281741	0.641760530671967	0.432402340174566	0.372840694479777	0.178030428791984	0.287740368440773	0.284794567935649	0.362469220385441	0.440763340949533	0.461391709552588	0.637107632349357	0.460192255376415	0.582948796843129	0.551744695715821	0.368374433401923	0.527811263775551	0.380996175930985	0.601161660371145	0.455271761899502	0.620214945882856	0.581810073178645	0.553710575240007	0.630796895814866	0.300018223905331	0.297624939373411	0.459258596769508	0.398410744336355	0.674162676210803	0.215400120172989	0.0620864095126613	0.517123751060192	0.608687767859862	0.383115861627539	0.17066940938944	0.601177181737522	0.0771307968881723
MRC2	0.489395499480941	0.510092825595227	0.0979473577330933	0.409659176840303	0.469282032461347	0.718618514023665	0.464688146820886	0.398913635625824	0.47275693535186	0.689711718815175	0.699832250694382	0.205096056450614	0.315929728155568	0.474703788436935	0.343585242615079	0.614131629964877	0.422404851798613	0.598100252776532	0.519794082772858	0.50436196274225	0.745328438445831	0.15462125293346	0.825192276821848	0.397911446093569	0.312599590729684	0.568921204752042	0.235881992443436	0.132236356651115	0.276507767951699	0.626422407430591	0.164558334593125	0.824206959175883	0.743981853004347	0.126263019712594	0.587941835320576	0.797059353464945	0.505949906755208	0.599215909617058	-0.193813530646243	0.74418468753386	0.336597881828314	0.674788411656682	0.627690152630883	1	0.202505933169822	0.248160047323949	0.195351018840434	0.411572812737609	0.560180749047127	0.553239500021097	0.628417109021471	0.207735132442436	0.438091124956951	0.659434330748011	0.248547457351112	0.518051961730975	0.668077606178686	0.805266055712977	0.0269069017644642	-0.250972831074412	0.495091464572304	0.792880828669225	0.669180444061133	0.382594245508277	0.68296778931367	0.246716750937167	0.467198652133062	0.627388494347915	0.347990939839941	0.51981673285982	0.34613065642907	0.758749023812274	0.576699577388713	0.225798204071386	0.645589656438723	0.777894137044252	0.463436036872293	0.388846163846288	0.420946485984364	0.348096422676687	0.396325174809047	0.499061623294882	0.388950874842557	0.262715559373302	0.571852278071312	0.364236549893676	0.63259523303981	0.668012834891085	0.779623013700602	0.355220118830474	0.392232334351663	0.612758749564523	0.396697595159447	0.517629867346852	0.483884549989511	0.273468205540448	0.602286368678377	0.169914739393754	0.441632622212112	-0.0228729873974996	0.7490672869712	0.264638200358352	0.0846315894965183	0.458126927594661	0.64263091964698	0.179566952589186	0.71601385573007	0.306056019378182	0.414846024776129	0.744818576180676	0.37896708961101	0.199665020579107	0.0960180512565815	-0.0284173502637928	0.345882014222951	0.615950210048927	0.462628232250711	0.532918353936747	0.617546234346497	0.394917018451133	0.583995711283948	0.519335902848526	0.647915515094801	0.371732566798526	0.365086299953108	0.577720151242719	0.475695221596754	0.637792265788862	0.535780426580462	0.587417631682678	0.613422684348772	0.503191701708599	0.400988443411779	0.237771569813883	0.234310554668911	0.565223661232327	0.27030640539905	0.421866935521196	0.630884167297013	0.558028509998948	0.779607146687913	0.298592671064516	0.833048237946351	0.451204630194355
CXCR4	0.316402476021807	0.400177491877034	0.379446923827025	0.156636886285805	0.637587742025457	0.565490364204618	-0.10817207513653	0.354873972922655	0.122245763822993	0.278048838922214	0.313907988010945	0.366545270610086	0.256942553105946	0.528570841688013	0.379665655087352	0.534803413263733	0.0957191897074587	0.313059929073897	0.373667197314233	0.249058951526332	0.202324174158135	0.134148459831254	0.100784239018301	0.0167036103243084	0.424658897033614	0.341622800420337	0.38031257019851	0.0260176147078298	-0.0183827278637805	0.285796747482802	0.465324353014527	0.408817012333693	0.249454799028522	0.214982228022377	0.318966888760378	0.286829058399596	0.710291437164066	0.465092489808943	0.260741365136033	0.457195804023677	0.44058475524256	0.500182162250591	0.531207513299815	0.202505933169822	1	0.318562135363048	0.438142689343731	0.347860138622958	0.0402988231602325	0.130561603448699	0.339867528206944	0.266032979468641	0.332559896881503	0.331939605782041	0.221121367416217	0.268041896085925	-0.105521932996702	0.181077023454313	0.315673399825367	0.251574940946593	0.394898489736727	0.241481609904667	0.253519853562485	0.309125193731188	0.176707330953922	0.296398303233554	0.416847485936049	0.453388915992691	0.608478058615829	0.411692278834836	0.665067969621464	0.342475720016636	0.358687646088589	0.355095024179538	0.294520596020262	0.131746493304004	0.354998170682369	0.754188766303109	0.397441884883125	0.515041300553046	0.335743264667756	0.501000449193995	0.119963910397813	0.593827908052498	0.229224350454892	0.336793340819429	0.289274397430561	0.240530468680691	0.16793680382106	0.0530851833710316	0.317963592702406	0.29427699459746	0.432490167800743	0.235624950164255	-0.0492652182635274	0.368682662275013	0.318685291203287	0.532818067442694	0.504165363894885	0.566260567169943	0.364043963482445	0.183186237581938	0.512668992229501	0.338298130179662	0.332499304382566	0.0838504847957583	0.362578776118225	0.101837262970785	0.312674508909078	0.346726226452668	0.163929000566236	0.322169202517282	0.0568770740394402	0.498184203525874	0.170182042910256	0.164000120325256	0.424488307826594	0.463666853192963	0.112450222399195	0.282268306431607	0.136611884046034	0.251934742450584	0.206118067042137	0.430542661316372	0.142139403267748	0.17685545404918	0.189191862620982	0.246344982741063	0.282714139506092	0.372521748382858	0.370628610908995	0.0440697904185454	0.161799536922605	0.286108164630258	0.32430665858545	0.426883146574269	0.318315889303769	-0.0539059169798761	0.284032208856159	0.0968538569365148	-0.0100256547591955	0.147686128508519	0.147368938769687	-0.0548581127148935
