""	GPR171	PTGER2	CXCR4	CD2	CLEC2D	CD3D	LAG3	RPSA	CD3G	CD96	DIP2A	ITGA4	PTPRC	NCL	CD69	JAML	TIGIT	CD47	SORL1	CD247	SELL	TRADD	CCR5	DPP4	TNFRSF14	CD8A	KLRD1	ITGB1	PILRB	S1PR4	CD44	CD46	HLA.DPB1	ACTR2	CD8B	RACK1	F2R	CCR6	TNFRSF25	PTPRA	IL2RG	CD226	IFITM1	VSIR	CD4	SPN	LAMP1	JMJD6	LRP10	ATP5F1B	PLSCR1	ADGRE5	CD74	CD63	PTPRZ1	STX4	SLC16A1	PTGER4	CD81	SMAP1	CD6	TFRC	TSPAN14	TNFRSF1B	APLP2	CANX	LPP
JMJD6	-0.199013923114878	-0.174062443834707	0.0343125290279485	-0.0889994989408798	-0.167960635387119	-0.168605379134203	0.240469179833694	0.110234722323253	-0.041745383444254	-0.169316398177601	0.427628095991661	0.0847266911590076	-0.126830441558694	0.701791909648989	0.16188107324849	-0.198140671634602	0.208227851997996	0.152104422150388	0.0921467666518052	-0.129253526334487	-0.387718459111163	-0.244587143709695	-0.0292409341350402	-0.276388253114831	0.041996739604527	0.123872169011783	0.214637575194456	0.391633473448925	0.123967770132843	-0.211077589614524	0.335508167824523	0.584432798876553	0.033481948112478	0.220326500070552	0.261364426189426	0.0978104009261425	0.505803385974588	-0.385449830694976	-0.223403339099422	0.612189111535246	-0.18870945745573	-0.17285140230042	-0.0863872123848377	-0.0900965936571481	-0.0763581278112506	-0.0850545725609725	0.469402705790711	1	0.515349877234382	0.502899565191468	0.408447677090747	0.252910632033539	0.0566647254326449	0.547053060631949	0.576533306827593	0.54300775631516	0.650854639017607	-0.0680864536586119	0.515262981697977	0.276249517106838	-0.00925181603935751	0.654112395976001	0.202588573075686	0.150943125298707	0.399653822005311	0.477943359789376	0.359507009150674
LRP10	0.237901233089345	0.212806143395855	0.0785833349225945	0.269540598850174	0.227660696216571	0.417641851621271	-0.0601001683956738	0.59629106635245	0.323891342900856	0.135790914445041	0.174650562030753	0.224357528915867	0.259350214550434	0.692463758933885	0.181676370391472	0.0578389989393206	-0.0727145555243851	0.553008588018499	0.505326123133071	0.247982184662243	0.378063051221358	0.392721054421885	0.178766538436477	0.39446652121496	0.555789294275358	-0.392623894263451	-0.389670353627286	0.691640271436714	0.0129331917841809	0.351258017139538	0.668551038879966	0.847740221576533	0.404339657207494	0.444294397173973	-0.308101323904573	0.637038599252946	0.164166465425501	0.351816805705276	0.299194072304844	0.860897195604923	0.330835526200533	0.145156446139287	0.414674302010668	0.437288669520077	0.597353741068206	0.359173046411812	0.489617228236394	0.515349877234382	1	0.772589015513398	0.44282188609448	0.348772234173195	0.37262199991471	0.646856522251913	0.675833765704009	0.73052642733924	0.675371473164179	0.447955132400973	0.797023218899974	0.81157305385433	0.256716861611469	0.604140487924153	0.494145325593918	0.415192029373036	0.607357477155551	0.693272769828471	0.785895813561164
ATP5F1B	0.348505091755687	0.331998772061046	0.178127310631488	0.251881841904541	0.18863539797688	0.384469311894562	-0.115134591470161	0.813354903400184	0.286301641342836	0.187427375086744	-0.0596931176844622	0.00777963512273883	0.247442703081559	0.893784635486071	0.207973634736643	0.217749076020292	-0.349308464549632	0.564865301660725	0.421979549595001	0.267696454891492	0.41023377281717	0.512532063624436	0.163888462043275	0.40051802910325	0.523694564602085	-0.437853842521135	-0.435741154770022	0.612476392951631	-0.0916541542386404	0.380098012354569	0.775553757470134	0.706734656298355	0.303868251667746	0.415420421605621	-0.392668575812964	0.797542781875514	-0.0409528175641585	0.421907523368589	0.405883021082067	0.74268685858015	0.251535586947229	0.188881707478775	0.387039828344982	0.356335445928766	0.543488721820546	0.162802216383911	0.455089180443695	0.502899565191468	0.772589015513398	1	0.386202043672805	0.181540991579108	0.212327477050666	0.736534395047601	0.511688722902479	0.65510372001858	0.616832499540141	0.437104900799244	0.797430962528095	0.882353265733538	0.233550528044583	0.681657354637919	0.338162480924662	0.226295488523479	0.533309192330385	0.709714540358888	0.503611828010657
PLSCR1	-0.241259905105476	-0.209326017604602	-0.0848232946185492	-0.201297963165069	-0.119162511173199	-0.241343559453183	-0.120141177999804	0.0711425328890574	-0.213609836936518	-0.227207976392684	0.144446970749183	-0.00217863254399406	-0.126655841170164	0.377477585083681	-0.205007668987316	-0.0708664390682116	-0.0721921496258271	0.111138420572181	0.44783824801584	-0.240771410545445	-0.197067861414723	-0.0944243994318954	0.273549099992244	-0.0626149282372462	0.285473087107863	-0.0941740310875802	-0.0419221028936394	0.555525356528692	0.271910999429998	-0.255452679624579	0.58899677335468	0.486020860314322	0.389079337077693	0.779900386245381	-0.152243527957509	0.0807799163452117	-0.0347993655208072	-0.183607765182729	-0.211468915859141	0.357919809971498	-0.207027009158594	-0.0921307661213881	-0.162356125358596	0.446807178375233	0.36262409696813	-0.0433461457373965	0.815989305059708	0.408447677090747	0.44282188609448	0.386202043672805	1	-0.0199416647355972	0.703337098135099	0.725340593698279	0.421415169017482	0.582251618016009	0.310070667554308	-0.141153653915489	0.706086230272544	0.220865905746835	-0.246057643476362	0.441759193267832	0.632288463850768	0.361260317734817	0.885498208324871	0.820586115843659	0.626323316015372
ADGRE5	0.568031288935414	0.601132151413167	0.699773965638157	0.819811315482532	0.738384386022182	0.714122828224528	0.660466049855546	0.373290742138817	0.86019360681616	0.741344764725027	0.582306323746922	0.843568884300857	0.776785901236941	0.12457956881172	0.759423193769378	0.52906493691434	0.476820933209981	0.690060356883733	0.617229284753074	0.725648017529306	0.390002384144351	0.475427272532814	0.607906551280787	0.564786152224891	0.580704581028546	0.346279174095257	0.264292105275994	0.653195130977662	-0.0507763122594364	0.589617056444332	0.328062519568671	0.542585445579456	0.527390354569236	0.261655263428763	0.415873368172254	0.423712371049683	0.639383735235786	0.408602372786838	0.548410495759153	0.224220706482977	0.75903582348763	0.659096766327959	0.707099954167664	0.42383991171982	0.464032310073634	0.805394315276101	0.0544854178619701	0.252910632033539	0.348772234173195	0.181540991579108	-0.0199416647355972	1	0.166187521259819	-0.220495643944264	-0.182209372023746	-0.0273618843216649	-0.118780732079042	0.711808419647907	0.0572160222265541	0.22274717748942	0.706379498755375	-0.298932719270968	0.472929004910898	0.744569838189428	-0.123459517400357	-0.0568164292647358	-0.0744151151318829
CD74	-0.0251238323602543	-0.00349495512471532	0.0977018718493117	0.0570499722034605	0.155741321440958	0.0739545873275184	-0.0799262952591091	0.0759389394903701	0.06379875465963	0.0590923324041099	0.25546529076003	0.356624261824598	0.170208244135273	0.141496738870005	0.00837274019448335	0.194333573603372	-0.00757090671569206	0.205918557317403	0.603014738102927	0.00762265001606035	0.138360750668997	0.119236970135738	0.280331680786608	0.102614021952272	0.490930022468585	-0.0281609012180286	0.0284916446661903	0.583299383081719	0.349570938306294	0.0149434534428936	0.434148122289607	0.415627848912715	0.795909451475784	0.799596161160812	-0.101200566897684	0.133221414692865	-0.00413192048710352	0.0852656659643463	0.066039182440736	0.15456632052678	0.0976834778982055	0.0998508059762822	0.020888797880759	0.745487853830103	0.542929025151558	0.246601435814243	0.531826126721129	0.0566647254326449	0.37262199991471	0.212327477050666	0.703337098135099	0.166187521259819	1	0.321478150178943	0.136535490786099	0.379669728832332	-0.0207720734587648	0.14016442157125	0.503429484951508	0.197694153819724	-0.0361934009368931	0.0951344426012279	0.779766238453801	0.666407827162836	0.625664671300519	0.482134645324358	0.53338059538632
CD63	-0.206303304639496	-0.209458991557664	-0.242336580459736	-0.285293949219761	-0.283416400371184	-0.180685345514421	-0.335562800800771	0.398677718184222	-0.275626301750916	-0.308283196063854	-0.103172736297532	-0.301366573660709	-0.25762967753659	0.720229605855085	-0.263524396307	-0.202307022040338	-0.335275033457393	0.124489545945207	0.156625945252932	-0.278823141286447	-0.0466166325165193	0.0186584159052666	-0.0835324775261788	-0.0325635442997064	0.255644783359141	-0.380401683698388	-0.330269531267207	0.407016299632653	0.152238115953533	-0.186608608855302	0.676142571040723	0.529753362064832	0.106483257069859	0.507901866226796	-0.387062096467323	0.355524816667968	-0.208560987179224	-0.054375242290643	-0.119151673009475	0.635727671258445	-0.254018127359404	-0.259115704647954	-0.171941157604699	0.273174133575297	0.309807996512066	-0.229254794873521	0.728134062988232	0.547053060631949	0.646856522251913	0.736534395047601	0.725340593698279	-0.220495643944264	0.321478150178943	1	0.689446967688592	0.839802904735844	0.685837127098207	-0.117546602370866	0.890309599891389	0.60304839050466	-0.305281359101637	0.817904507629339	0.277515651581151	0.0121196068225582	0.869091281336337	0.933910452520394	0.731982536877434
PTPRZ1	-0.256101272047318	-0.26418950949184	-0.300253484823849	-0.285455513510129	-0.294301105172006	-0.207920493510712	-0.209535256970457	0.117745174194331	-0.270782554794662	-0.322096689436713	0.0635620891755454	-0.264477094815201	-0.303160452746878	0.553140617283123	-0.252240171620793	-0.294449449892705	-0.15052224154553	0.0614406375003001	-0.0292196177086199	-0.28596380144961	-0.142671950407632	-0.129034135127383	-0.165743499090612	-0.173583113412951	-0.0452096830282185	-0.25316611117924	-0.224525828138216	0.209018132345493	0.211625145802314	-0.222911797743836	0.25694209664253	0.608623651750119	-0.0418425605929457	0.190200854037428	-0.229414487709578	0.173454651328454	0.0626971411999633	-0.154573435038201	-0.192067283637787	0.820468312957052	-0.268849492566605	-0.304045129508403	-0.190214406688966	-0.0599245604219291	-0.0370591847509772	-0.248111126296302	0.290768225909176	0.576533306827593	0.675833765704009	0.511688722902479	0.421415169017482	-0.182209372023746	0.136535490786099	0.689446967688592	1	0.759745676546358	0.88645840275236	-0.172048173659772	0.728924802179006	0.457710592153065	-0.28093862079254	0.81218009817108	0.138896525172266	-0.143317064262911	0.51053323265522	0.562809795721804	0.805938081853081
STX4	-0.157295972909811	-0.187044107531605	-0.216619098028892	-0.171490001238405	-0.148155307410217	-0.0287003648551667	-0.241605508085068	0.312548473602443	-0.128085821048215	-0.133507398343088	0.148884135318464	-0.0160994012307191	-0.106659750805796	0.614583425602312	-0.186658438338043	-0.164841016632134	-0.0549624117843649	0.174908738649467	0.153892551581149	-0.175528879790032	0.0828782047793782	0.0337700480079179	-0.110836568829318	0.0125951303465108	0.35744837717902	-0.136673430019003	-0.0885036250462302	0.458695268982678	0.478350120812682	-0.100846196290288	0.615212656779797	0.629741158903103	0.1763284038449	0.491843887919822	-0.180273337509682	0.313927809874081	0.0739138583882117	0.00925331020391004	-0.0410500460343667	0.74700000089405	-0.0834282461570815	-0.218794299898858	-0.147781920537726	0.307993143594394	0.315371139317071	-0.0229277508981452	0.610344344012155	0.54300775631516	0.73052642733924	0.65510372001858	0.582251618016009	-0.0273618843216649	0.379669728832332	0.839802904735844	0.759745676546358	1	0.678798310867954	-0.0328808993563504	0.839314452748102	0.545048173722398	-0.216323645494724	0.734419781680168	0.369502838805175	0.2218827580316	0.774071012085198	0.783774008489774	0.843878140345901
SLC16A1	-0.217419684920955	-0.219527060603298	-0.305038773138194	-0.208733782487441	-0.26275970622678	-0.139404962006668	-0.195602164736467	0.245650781616431	-0.201495819714807	-0.297931103504597	0.0445942336297435	-0.295250687762032	-0.286278266363921	0.728413984353529	-0.256846814872419	-0.343518695223882	-0.125365518977839	0.0835580378259717	-0.0690466188129627	-0.220015975785953	-0.105139079773468	-0.0669189379270253	-0.116605352656717	-0.0790942204697027	-0.0962849710477015	-0.322777054978595	-0.350392169317035	0.139427373034454	0.0852413591628042	-0.167902837127968	0.226801759758185	0.606842948708703	-0.115098684743083	0.0416036641190242	-0.294739322472083	0.283619052579516	-0.0167155722335287	-0.0898809606241748	-0.176241546420963	0.850987964562782	-0.206976626435587	-0.22223514314918	-0.0895744626230587	-0.111557355408085	-0.0548812366333898	-0.184393887322945	0.190129397682002	0.650854639017607	0.675371473164179	0.616832499540141	0.310070667554308	-0.118780732079042	-0.0207720734587648	0.685837127098207	0.88645840275236	0.678798310867954	1	-0.115297789884669	0.664937563512182	0.526731688144726	-0.212522041880433	0.897194103666667	-0.0283341399775452	-0.246823791230765	0.39457818978027	0.533814130356807	0.635848012556647
PTGER4	0.922739098792537	0.915481155745263	0.777811918328635	0.905002267038907	0.871146417963374	0.942286728317504	0.298070484923015	0.782860313403319	0.924372651534508	0.833356125215721	0.152131412125376	0.625378390650788	0.901442234604946	0.235590229764258	0.800608095349676	0.750816184894902	-0.10296874068458	0.905111850203505	0.717497770694618	0.91039485855626	0.803783360802108	0.900736828182578	0.603839560891262	0.838117963779055	0.799123579992846	-0.174690100704927	-0.233784795163992	0.671060565821528	-0.287013255706746	0.943397395504009	0.520710773388032	0.491605083713867	0.502666492590482	0.297907351994039	-0.113227638840471	0.822837544248759	0.261328730251706	0.830290121763565	0.92539390184523	0.27369455099758	0.874138723714458	0.792182087395445	0.933281393295989	0.581648354819983	0.754249870572967	0.770766754571778	0.034204736744806	-0.0680864536586119	0.447955132400973	0.437104900799244	-0.141153653915489	0.711808419647907	0.14016442157125	-0.117546602370866	-0.172048173659772	-0.0328808993563504	-0.115297789884669	1	0.17977790120559	0.580541075047753	0.88340870561733	-0.235350275809124	0.497531251405521	0.599138422156002	-0.0767007679099024	0.0371613722467111	0.0217141135567107
CD81	0.0777226762385064	0.0927753710194756	0.0636558793100625	0.040437601869135	0.0329049458191418	0.106572507218328	-0.114350701837831	0.545947975734804	0.0422172407226507	0.0196037984068463	0.0999496390666748	-0.00711792502515363	0.0760751909502819	0.719931378687917	0.0145964328036348	0.117496106272886	-0.293481868284929	0.437195116326261	0.439363836984309	0.032258265713812	0.184260587911499	0.283180666395697	0.135506981688996	0.177681803839933	0.484457457603496	-0.276704158412492	-0.281402375144746	0.663865899333288	0.166015238867504	0.0923858699430306	0.770795815618981	0.784092448634481	0.410627216333056	0.667637748979646	-0.289580075609372	0.564201124229493	-0.0244538756509967	0.185004472017818	0.167643918373212	0.777062378607181	0.0306475335843329	0.05037689737384	0.0965526062464306	0.496436586272042	0.501694813365452	0.010278254288502	0.667638255419528	0.515262981697977	0.797023218899974	0.797430962528095	0.706086230272544	0.0572160222265541	0.503429484951508	0.890309599891389	0.728924802179006	0.839314452748102	0.664937563512182	0.17977790120559	1	0.725345712309017	-0.0393537330239443	0.708396911529376	0.545889794098837	0.283636252602414	0.806579583790594	0.883238173140098	0.805966562276535
SMAP1	0.429398303364835	0.415844251607708	0.226542974997697	0.335110782836619	0.258841669243955	0.526716211519506	-0.203519486402187	0.861987153087338	0.375952043065365	0.242375874032775	-0.196079727066273	0.0143514701452799	0.31057106310311	0.723728291296017	0.277435702560518	0.283503737867969	-0.483024719848605	0.602275938213445	0.436145521620365	0.336151067549582	0.591199985433246	0.629905614551085	0.130808043774949	0.524787098083906	0.601842367200283	-0.604099151283886	-0.570859264725128	0.567659806327516	-0.220860243063595	0.500255981096446	0.688149563641546	0.651832949923431	0.385799555164799	0.320857485991137	-0.546754547681872	0.859309692252866	-0.161075120189456	0.579924102162518	0.548025078305307	0.659974964932063	0.363916104378353	0.226607659691289	0.502276084450519	0.436383142860979	0.625318352099961	0.256601414990634	0.297332352914605	0.276249517106838	0.81157305385433	0.882353265733538	0.220865905746835	0.22274717748942	0.197694153819724	0.60304839050466	0.457710592153065	0.545048173722398	0.526731688144726	0.580541075047753	0.725345712309017	1	0.273520024813669	0.505301090234165	0.305473878725617	0.221713383980466	0.426496430876409	0.573419252271119	0.531813287536544
CD6	0.896322687014889	0.881295981508855	0.768652824268161	0.898302948352699	0.876366816348915	0.840382187961708	0.485006495966409	0.564118466748897	0.896931754591586	0.809233761523564	0.341363804119262	0.691864160907124	0.891394692334172	0.103794173474842	0.798781845595148	0.673347189618678	0.133195094851603	0.827257754621065	0.659476438986661	0.927771713076149	0.586388417087446	0.743813592657826	0.623241107834963	0.68959562873841	0.598682098239079	0.0524821289782136	-0.0550691532064079	0.563020519196498	-0.278196304031949	0.895312347917553	0.352282523327734	0.377111153657757	0.304943502521972	0.157902698982266	0.148585693983268	0.608819451806043	0.484022719404633	0.651695684989393	0.773519199753895	0.197058959178286	0.817698670513157	0.816559416274484	0.90111118757817	0.357728985292775	0.556116232732354	0.743236830395647	0.00381657439106018	-0.00925181603935751	0.256716861611469	0.233550528044583	-0.246057643476362	0.706379498755375	-0.0361934009368931	-0.305281359101637	-0.28093862079254	-0.216323645494724	-0.212522041880433	0.88340870561733	-0.0393537330239443	0.273520024813669	1	-0.345860549504268	0.427399863819482	0.543306184976358	-0.228023800742636	-0.119567492133757	-0.17460641308505
TFRC	-0.329777380248881	-0.343060422519506	-0.410785223659667	-0.386870421716838	-0.4345599973576	-0.277520384471966	-0.320563228333898	0.232718276400871	-0.366887056984557	-0.448092443286848	-0.0558218289324647	-0.409902611364846	-0.421395726702902	0.816874530763628	-0.342136211831186	-0.436606668638809	-0.243451881621291	-0.0394482049071076	-0.116634772647849	-0.372952034928894	-0.19842032192807	-0.157044471410891	-0.266417966382684	-0.222874319527006	-0.0750970500916399	-0.38024135601825	-0.350597620290035	0.145182985325815	0.0804481444929626	-0.283922331742622	0.339473404752822	0.477591262000487	-0.12067132734993	0.144263701194771	-0.338128225292773	0.217992018449231	-0.145212478542513	-0.203302685578726	-0.277836238151301	0.710648212467916	-0.380389285251256	-0.406152048821482	-0.252464868116128	-0.0875493105077556	-0.0206159002451654	-0.36645390561257	0.399082790024252	0.654112395976001	0.604140487924153	0.681657354637919	0.441759193267832	-0.298932719270968	0.0951344426012279	0.817904507629339	0.81218009817108	0.734419781680168	0.897194103666667	-0.235350275809124	0.708396911529376	0.505301090234165	-0.345860549504268	1	0.00591967291497717	-0.238824934124287	0.579045355878538	0.688166279441782	0.629807793421136
TSPAN14	0.400864420201773	0.422270577153384	0.516168050034695	0.44431283700755	0.540691282533396	0.378737133853654	0.232013431433599	0.338510294805622	0.434874054644764	0.436237597166673	0.444859857903531	0.598977355223965	0.559017622518616	0.235838785361952	0.420708623609719	0.510409879327542	0.0288560203698969	0.642108197760642	0.866089257469047	0.422114629028218	0.287756931167386	0.415136941088949	0.592993271537274	0.356560456190012	0.732476834310152	0.0898209398871325	0.10520967750301	0.879484288577869	0.24774114072225	0.388932477842722	0.677977121006716	0.646348089249625	0.713103657224273	0.855382724838459	0.0686580975245411	0.401426406547188	0.342698823340496	0.294585215872567	0.407841376109173	0.344012235303354	0.39282359422724	0.461310829171954	0.391802630960758	0.749049815362255	0.70808841245643	0.493764365868624	0.64966783430673	0.202588573075686	0.494145325593918	0.338162480924662	0.632288463850768	0.472929004910898	0.779766238453801	0.277515651581151	0.138896525172266	0.369502838805175	-0.0283341399775452	0.497531251405521	0.545889794098837	0.305473878725617	0.427399863819482	0.00591967291497717	1	0.826567200565928	0.573849785769717	0.504397112348525	0.482528101418331
TNFRSF1B	0.453606036207674	0.460290048700518	0.56523009769678	0.604057934524808	0.635829751749943	0.572564272219004	0.411817864405685	0.309084338580334	0.647786540160321	0.590581023000128	0.556345435003702	0.847262723322024	0.703524329409285	0.0978029674094544	0.573522994111591	0.531028783549759	0.336379508862326	0.609165870965855	0.783580623470627	0.553158739137468	0.40561426690005	0.425969010539492	0.503806945697125	0.438905465606168	0.790174851907976	0.281310955048783	0.295830516033618	0.826664367246983	0.239806479623416	0.490476348914303	0.57083807523134	0.525436516025326	0.773426969782822	0.693943878026547	0.296948931248925	0.351159927185474	0.520934605853863	0.356687788612705	0.463528205389676	0.170277547231043	0.615894799554333	0.519620479162076	0.500827593034846	0.729018888489544	0.702761958782823	0.700548047287139	0.455177996136461	0.150943125298707	0.415192029373036	0.226295488523479	0.361260317734817	0.744569838189428	0.666407827162836	0.0121196068225582	-0.143317064262911	0.2218827580316	-0.246823791230765	0.599138422156002	0.283636252602414	0.221713383980466	0.543306184976358	-0.238824934124287	0.826567200565928	1	0.322712905760447	0.249096161549818	0.237852982333802
APLP2	-0.200387023888884	-0.212192760542293	-0.205363532677192	-0.237529759163425	-0.169136245243771	-0.14447139075642	-0.290767221481768	0.240288483961748	-0.225858415446297	-0.266062949676355	0.0387095684641437	-0.0621731151511659	-0.145760600633201	0.487850605014541	-0.236653963995862	-0.160681545838569	-0.186934979392455	0.134366692672238	0.376447531458514	-0.237625409476896	-0.0366780943474333	-0.00377061576901532	0.0465449967011985	-0.00880746251007661	0.405249890118474	-0.278557428030788	-0.209111053181074	0.554756273077056	0.266051119842716	-0.155010528633829	0.717290296102676	0.483549591761864	0.295806795400334	0.726964991373334	-0.29717512922679	0.211415083606123	-0.123805988102367	-0.0685780949030844	-0.13313588117654	0.462946851543276	-0.178317121636833	-0.210149592938261	-0.14490507559204	0.476840635388029	0.489569472774574	-0.0575435537038714	0.906606565702464	0.399653822005311	0.607357477155551	0.533309192330385	0.885498208324871	-0.123459517400357	0.625664671300519	0.869091281336337	0.51053323265522	0.774071012085198	0.39457818978027	-0.0767007679099024	0.806579583790594	0.426496430876409	-0.228023800742636	0.579045355878538	0.573849785769717	0.322712905760447	1	0.945388917118213	0.782250956825402
CANX	-0.0593793393653519	-0.0634425204551332	-0.1281482023104	-0.0977093015919634	-0.088125341253642	-0.0161772481713583	-0.184543261403894	0.442031987738747	-0.099446670017401	-0.150199619548243	0.0349793318692589	-0.0833439947499531	-0.0561700615628428	0.663000958132127	-0.154066174595755	-0.106532799878758	-0.209498456339309	0.285385916897417	0.385263428438947	-0.0921635482923894	0.058286653335858	0.151772887259665	0.102058499149122	0.125976674513889	0.431948744593595	-0.323622234261022	-0.352379811746604	0.600935333568092	0.0954242987016582	-0.0206318676534662	0.793814020790025	0.604217879785902	0.239769159543225	0.664046068340971	-0.319701502053548	0.409368976982423	-0.143846349215057	0.0675399723471356	-0.0133906938908861	0.608927962658797	-0.0698136915970986	-0.0839498091710026	0.00427498030217425	0.45507413207589	0.533927220021758	-0.0362823683572388	0.866941693275251	0.477943359789376	0.693272769828471	0.709714540358888	0.820586115843659	-0.0568164292647358	0.482134645324358	0.933910452520394	0.562809795721804	0.783774008489774	0.533814130356807	0.0371613722467111	0.883238173140098	0.573419252271119	-0.119567492133757	0.688166279441782	0.504397112348525	0.249096161549818	0.945388917118213	1	0.739536223362347
LPP	-0.133234643596117	-0.164362916080805	-0.243555188263619	-0.15837623149687	-0.0876161883553891	-0.00274896862193685	-0.311330414522543	0.230899411331705	-0.136758092012577	-0.192349002805386	0.0952984735379664	-0.00109882843244443	-0.0950667497344044	0.446564441005962	-0.21506673326287	-0.16918915142826	-0.147024344758403	0.196978656024146	0.285625382318967	-0.157440951429733	0.13240533759104	0.0680030510576309	-0.0102174964962742	0.0715591657782167	0.341803302068091	-0.330327090606228	-0.286443723500505	0.466277480660478	0.349324933126117	-0.0451560519785702	0.52150118217691	0.636151385803545	0.257033782367172	0.544838300986071	-0.342291676976608	0.282147147801154	-0.0160167574872451	0.0712561896467138	-0.0193250461792152	0.72081267832503	-0.0445591357949488	-0.195019860946749	-0.0570581980580928	0.400528326478322	0.404223911494204	0.0459853374932803	0.566487092619293	0.359507009150674	0.785895813561164	0.503611828010657	0.626323316015372	-0.0744151151318829	0.53338059538632	0.731982536877434	0.805938081853081	0.843878140345901	0.635848012556647	0.0217141135567107	0.805966562276535	0.531813287536544	-0.17460641308505	0.629807793421136	0.482528101418331	0.237852982333802	0.782250956825402	0.739536223362347	1
