""	PARD3	EGFR	CD9	TNFRSF1A	SDC4	MYLK	ADCYAP1R1	AQP1	F2R	PODXL	ERBB2	NRCAM	LDLR	CAV1	ITGB8	CACNA1C	AR	SDC1	LRP6	HMMR	THY1	F2RL1	CANX	PVR	GRIN2A	PTPRA	FAS	CD47	KCNJ10	MET	CD44	CXADR	PLXNB1	TSPAN5	CD40	CADM1	KCND1	CD99L2	PLXNB2	NOTCH4	HFE	NECTIN2	INSR	APLP2	SORT1	RIPK1	SMAP1	CCR1	TFRC	LPP	NOTCH2	SDC2	ITGA3	VASN	ADCY8	NOTCH3	ADORA1	EDNRA	CNR1	S1PR3	ACKR3	ADCY9	TNFRSF10B	VLDLR	MTTP	RXRA	IGF1R	GPR37L1	GPR37	TSPAN17	EDNRB	SMAD3	TNFRSF14	BOC	FGFR2	IGDCC4	PILRB	ITGB1	MCFD2	P2RY6	SLC16A1	TNFRSF19	CELSR1	SELL	SIRPA	GPNMB	CNTNAP1	ITGB5	CD81	C1QBP	TNFRSF11B	PLD2	LRP11	AMFR	ADGRE5	STX3	ERAP1	NOTCH1	ABCA1	S1PR1	LRP1	LTBR	TSPAN14	UNC5B	STX4	ITGAV	CD63	C5AR1	CD74	IL6R	TLR4	TRAF2	SORL1	AXL	NRP1	ENG	CD4	CXCR4	SCARB1	BTN3A3	ITGB2	CD163	CD46	IFITM1	BTN3A2	TREM2	PTPRC	STAB1
ACKR3	0.603669171542997	0.600431059945931	0.708983830721941	0.711427920757511	0.392081025013444	0.754989601875562	0.849220688364737	0.890055879402823	0.768994831145003	0.791802026790449	0.826202031296898	0.548097464990587	0.58225263207078	0.252898142545007	0.649561281214011	0.575650338576718	0.853312553380069	0.538126521686053	0.761441049230073	0.376053425643374	0.0470462644788059	0.796210688344411	0.553238814789357	0.322501884823879	0.875582290084195	0.616130311146394	0.694182679057344	0.0808890882288008	0.880636234909531	0.037968799899433	0.647401064289781	0.463986987459323	0.721036013988408	0.752614707361049	0.163662847391157	0.720165523542403	0.813026986468094	0.688507826318023	0.569411887915934	0.796659667640415	0.354409527602376	0.203248051281348	0.614567864425945	0.4594574112826	0.74425391479901	0.519312274481703	0.457330299453129	0.237674610902992	0.129338966858841	0.299463559961853	0.523353973250029	0.456452749033444	0.184149022475487	0.65524535553132	0.742205550679452	0.246241543625974	0.766341093874856	0.807209973565583	0.760529287417018	0.610311545255407	1	0.728011937575531	0.474307445292319	0.170334771017962	0.617495383774396	0.720617622521312	0.039059784214406	0.872659035673423	0.802873663862689	0.305227318891479	0.824749143808386	0.651393725828972	0.216469193481534	0.797738775486177	0.748419870621275	0.61124879789542	0.563693038202	0.300760296509545	0.401277979552484	0.560301577944549	0.338303183896526	0.578235937509776	0.682793815398877	0.569670428022911	0.35903925977455	-0.048966038864437	0.786450927535202	0.531227282282517	0.646741688600364	0.41959318982485	0.347047919772442	0.637426090237689	0.564179710301416	0.577409784283145	0.35163598282549	0.17541519278	0.613530198381982	0.364384069640199	0.572618625324812	0.807267589393193	0.616480111667048	-0.159911804302906	0.490396624480074	0.628875700955055	0.135501404474828	0.473191019329827	0.279829973868771	0.153483414196717	0.246156640742432	0.250806643534306	0.246306879644989	0.285564370713233	0.741208201524067	0.289170637980409	0.279763946542724	0.197808780940194	-0.10320241062911	-0.0837810444637372	-0.108120645109497	0.613736188829095	-0.15189291402777	-0.128623836132532	0.387680661348265	0.168122256643299	0.355752554344753	-0.110434028867533	-0.269547916127205	-0.095595871432243
ADCY9	0.86755855516862	0.856388855883109	0.883130568758553	0.886755228639009	0.750500467699384	0.864525985571146	0.636069677352903	0.715736989263851	0.799166530462084	0.818289198690881	0.776342093855649	0.812430137076756	0.819006096971513	0.673370278742267	0.813239734257195	0.730622511300913	0.759898561972456	0.81381711953699	0.860587396013442	0.56998518790595	0.553540293791481	0.888573362678899	0.845720153206486	0.646530411282011	0.710008878812924	0.854343947538309	0.879887169466476	0.568262862085133	0.706824408986088	0.46907848610071	0.887306931828532	0.803714774047959	0.854670720041773	0.85181060320766	0.587146292979794	0.795173266515592	0.732380102193899	0.850738963403979	0.793769502350588	0.793993927746293	0.663005264218029	0.594251150510395	0.790185810635319	0.762688682595701	0.871028623891629	0.812920993682493	0.794381367385528	0.476700903859249	0.568708959728834	0.64398560633933	0.770684575316509	0.765129546867046	0.565659597122585	0.852378531456589	0.776602386694597	0.483433937218743	0.846986820291663	0.733081035655475	0.708660725430714	0.868206877588251	0.728011937575531	1	0.798978113709818	0.590565749543901	0.846470162935917	0.860780680650507	0.510848090975087	0.826390811482916	0.733910930301742	0.721540056362168	0.83342828510852	0.836578421309499	0.649419064462858	0.797322483647958	0.74745655512864	0.880144891415101	0.791509696204557	0.669094084867439	0.78065996998085	0.713110700302989	0.69970529294058	0.825038564422401	0.829316958011806	0.822859926986596	0.722515250444908	0.431794509521668	0.778290770156526	0.683169419971209	0.80408241662767	0.781811777517425	0.502275946451639	0.677853327133347	0.845267167674479	0.823957452604919	0.633087704521518	0.64058697782086	0.798079901552735	0.710061750503257	0.766076538560777	0.774185816586135	0.744610356381954	0.286053012041724	0.789054542330662	0.777745105545157	0.60830442990766	0.770713661237538	0.710474408611317	0.259018384380154	0.429853635092481	0.539788979185735	0.509608820902528	0.689624400097296	0.746045467191169	0.551162542529028	0.648949770094857	0.504998629021811	0.0445897745949119	0.362214722543075	0.388488764157798	0.832578448751783	-0.0304927838698862	-0.0126802547973232	0.758008098287107	0.37540504196655	0.631790679695242	-0.00490971532993424	-0.130456808485944	0.0193059491631571
TNFRSF10B	0.937746936127924	0.900352871471398	0.85092370120286	0.895754050418634	0.926208716560478	0.835752501528993	0.408654462873964	0.571930892429409	0.798418944481057	0.695679110815378	0.768436840123028	0.939833253626035	0.8084749947689	0.89433792416841	0.910392294058439	0.847264417859319	0.668701215368634	0.907048983292726	0.835733411781382	0.674708306750343	0.719027680726086	0.781358502372658	0.933343873899535	0.819510074812934	0.559451190621995	0.856615064564202	0.842463507790793	0.745515762053983	0.491225772914415	0.822154099394112	0.893545803000379	0.88385500471435	0.778970749717536	0.863531275702125	0.792137020577053	0.85880094551083	0.650768968541164	0.866427698283534	0.938117172917229	0.657772777061829	0.757538091177299	0.895068254167865	0.783694067327699	0.974836516455582	0.879381893150563	0.922207170292334	0.901001250206618	0.625733825474173	0.818579561897187	0.895005529466486	0.938820108718421	0.888747080426434	0.880193486152957	0.779611263975911	0.6676967035726	0.664533913472083	0.66844344321576	0.574161239826876	0.628570128248242	0.886436219406952	0.474307445292319	0.798978113709818	1	0.754509981585178	0.798246694586855	0.865615917293271	0.810380450360052	0.674605026542635	0.587054729930318	0.857328933144629	0.704259062519304	0.909383246227258	0.818671434802366	0.678449498484012	0.680742987937013	0.89164320605922	0.915128727010701	0.933091779225889	0.909860196357737	0.762424115812427	0.884505658350946	0.828763328725475	0.802131626597878	0.828768263900936	0.813168436952298	0.533040797117558	0.602244267138092	0.664748074240184	0.878769220058213	0.843504332539679	0.667477377051392	0.692465256222425	0.904829429465692	0.896597369591888	0.901976479396368	0.793069216284738	0.914634676574762	0.803738665839154	0.922500844835445	0.585771873134836	0.900771399321398	0.51251661625897	0.91410892830807	0.812740793459213	0.849707563441151	0.96844547452377	0.89148515595711	0.482823309066062	0.555787564934469	0.762093918548597	0.730374289477398	0.83196555158887	0.760306476822028	0.761257271767589	0.934239720499638	0.727013237916069	0.296166812109413	0.695912748425229	0.74676298079468	0.799015615881123	0.186307526797181	0.211891647010791	0.924096286995742	0.369613397056794	0.804809661483505	0.205390198157318	0.0616328329415951	0.216334641077683
VLDLR	0.755787446917829	0.823214676181717	0.691118503243934	0.678140123062528	0.877221121346597	0.532758377516299	0.0424213448110588	0.20065937188287	0.474315746136095	0.347155693488808	0.446494326602147	0.782614545378787	0.607408062515805	0.842563837873298	0.712505264447446	0.684678610045707	0.270151642029486	0.709011133600469	0.61146734818958	0.801518559401043	0.919254523323805	0.599237869231217	0.842455822574743	0.832417629758329	0.180432941003486	0.824883436907078	0.647811430482749	0.956533499862241	0.196737839028775	0.768537263068726	0.739525229084532	0.913084854468675	0.646189096068682	0.618389648200344	0.906885079894752	0.610994213552445	0.330111002955811	0.695518620627496	0.730198222622533	0.491509412368218	0.83519057028481	0.867996535207803	0.49130856579523	0.784369380859781	0.672630084331146	0.775433426802643	0.868817996090697	0.381474927322358	0.85345828420143	0.830918768680269	0.747176773700314	0.853001149255024	0.811417405450537	0.706932546189149	0.373833755195333	0.806552637985334	0.574936588257857	0.145181891283899	0.261085687033475	0.798236074815787	0.170334771017962	0.590565749543901	0.754509981585178	1	0.816768033503368	0.579826926114779	0.880186290998536	0.507995077966747	0.198143253996471	0.910792952804888	0.399750644912956	0.657618525772156	0.882340307993182	0.321107230512811	0.461777641392827	0.707244233919306	0.751488779245078	0.81584170624153	0.91525172533677	0.42543652198053	0.916830285175245	0.775557250655478	0.636791722377126	0.684082173179918	0.812343608405991	0.877529885074014	0.24156770899173	0.69725317222883	0.59510409875971	0.874954917208802	0.375780967563817	0.378959306949821	0.815484331889902	0.799874153899354	0.772283399403252	0.930942872940085	0.728584206288004	0.748698188729633	0.666354472584878	0.28886875899546	0.595046707647692	0.755195948373925	0.754288720698976	0.514630701399917	0.90111080518937	0.751226783542625	0.882818729427118	0.271696305341009	0.322464111300147	0.635866019289565	0.541083997146838	0.887496448122358	0.388193947384792	0.538191274925725	0.795711151210361	0.547557350441085	0.13323319456922	0.767426281966866	0.851443089502433	0.598740420091612	0.0442315120711467	0.0559117081454433	0.868749604124133	0.665962701907919	0.797865478967517	0.0542462958626464	-0.00701713722811027	0.0622682996601936
MTTP	0.876489510038865	0.920162721657226	0.90860528856085	0.88845011887519	0.843370787001379	0.798820979180025	0.480144710259688	0.591525643314174	0.749912376283144	0.705613743426482	0.716760445789348	0.863927524213603	0.760151022266563	0.745845514624844	0.853107841841608	0.794765077344275	0.650014938969466	0.785781291325316	0.855015196922129	0.81968205138138	0.729330400842572	0.868499826820318	0.927185906817432	0.754661088340502	0.603383776876048	0.952553883290421	0.884128258041886	0.773502220988528	0.591912114297476	0.54831842700387	0.913494645203157	0.936034175464997	0.874142471242517	0.862857054785844	0.759072676682089	0.828935944855691	0.681599853676195	0.883430749081315	0.817957937200838	0.737330765219424	0.826901899855508	0.720909170103288	0.664880111593945	0.80470101708987	0.890157676798418	0.858963924119395	0.913137952530207	0.456681976085839	0.709373665511565	0.75653893991012	0.820251380851362	0.887791238131863	0.666482599937204	0.928691803186304	0.687659333326412	0.681718931380544	0.86083075466342	0.561902504959127	0.612690530802063	0.934443272192012	0.617495383774396	0.846470162935917	0.798246694586855	0.816768033503368	1	0.81504650478981	0.658310605530196	0.83621173258981	0.58826752397097	0.85312620627101	0.740105205777813	0.809269602766172	0.800582758006584	0.669216579567091	0.759659510231633	0.879659962755008	0.846659850924522	0.749171339930725	0.890325985104743	0.635944909388016	0.834286932862143	0.896729430133176	0.843350123669884	0.849322226416603	0.820803017915965	0.669126766928227	0.626845335152174	0.826090937217618	0.795452229315213	0.900315696244575	0.465651724106277	0.645004940597394	0.91338765465695	0.92298735804733	0.750589186833546	0.801599108639194	0.846511236924959	0.751335738623266	0.771884316403279	0.680862683163901	0.723468529650156	0.500595055333085	0.827493109903591	0.723870454846512	0.760270061925318	0.795809462457873	0.810145693860062	0.275966581803577	0.413259824880242	0.603098856747897	0.533547149186621	0.815747172923789	0.667861060353899	0.52643254685001	0.714825928647275	0.507037161098889	0.0627577127719666	0.528161787962274	0.555240206606375	0.824648671407633	-0.0312723052143038	-0.0156554457488395	0.855840017740643	0.640942646872982	0.791430034467408	-0.00993079510876423	-0.116618108086638	0.00328553607326448
RXRA	0.90521709634803	0.862296210146496	0.889022841978327	0.939508336874566	0.750608967017357	0.938229033786919	0.697740179285281	0.793973561036754	0.884292627547209	0.896529339531368	0.86520824900577	0.868801992177412	0.813034079891431	0.673690356394331	0.89243244425871	0.85016511028902	0.878515848165866	0.862939197104689	0.90395473215377	0.595710383629226	0.469079568067346	0.888828375429699	0.880162405686987	0.695458048123531	0.816224839332444	0.850066547551231	0.899593688496471	0.515790873154817	0.766468905607481	0.526712134717289	0.911673257208133	0.78836251837421	0.924750021357502	0.947805588690594	0.569085102314737	0.914741899673855	0.843564503237114	0.907910313260498	0.89849312976266	0.780357447839906	0.636397820847734	0.660197644625362	0.862651923015055	0.851265040194885	0.939265914983821	0.892296099304119	0.819774229703819	0.642648579032033	0.606810574519646	0.724773484509262	0.87506226916567	0.804665608114123	0.651418344694544	0.859528634595838	0.807611478835812	0.475352989684455	0.797863778604553	0.805724745773683	0.840218899621053	0.881758096293024	0.720617622521312	0.860780680650507	0.865615917293271	0.579826926114779	0.81504650478981	1	0.544346128903638	0.843296499237937	0.806649675342653	0.721196494513234	0.899160285400878	0.909929017428172	0.6817810650756	0.880312470044879	0.84827571097767	0.904792598984005	0.880454700666503	0.75429949536707	0.770839774590658	0.804943806648993	0.70706423819939	0.829045986919333	0.897374118198619	0.835539217574915	0.744943751056299	0.319359313715204	0.819441193198755	0.711128699790067	0.914821609948493	0.749839249627876	0.654115659329182	0.824031523808605	0.870646923571902	0.890719458591531	0.755183375859104	0.613548343090267	0.90440031891224	0.728391709306697	0.894737733134659	0.800535240917223	0.881377721880041	0.310264198669448	0.874882367639941	0.898924414529838	0.624220258435466	0.875549612453395	0.697337836949016	0.42826974916143	0.591864717541505	0.683330394105639	0.65589805555706	0.678873974189919	0.894998869587112	0.675699832570528	0.756857449252317	0.629849865797278	0.238473788736163	0.417277317728139	0.424837813783156	0.884884778097535	0.144198450493322	0.155047766447996	0.815574087377197	0.286969971989379	0.699792070261337	0.149375314387907	-0.00647694191715474	0.178215824199063
IGF1R	0.754952175327721	0.758297461637776	0.593100632886794	0.62338218549925	0.876106849585154	0.527122229734816	-0.0219518472197346	0.127377169100175	0.480059632299826	0.318331610678312	0.436075954592416	0.804068102341202	0.620722456450963	0.887741599768247	0.726774341375773	0.718864030410284	0.2551957746539	0.709300515187908	0.576337538027706	0.634769345411359	0.853441674669605	0.506694124328467	0.778662780651842	0.812100097454225	0.127497821161182	0.680696463703667	0.584551779627265	0.872182226954264	0.0675235053990753	0.920325451137002	0.683845023179405	0.809007714805872	0.52589578892901	0.567166776022118	0.847794931855041	0.609113773503845	0.287574417739224	0.616005372540476	0.769348509064192	0.396003727108169	0.706628830634844	0.928311173093059	0.532378280814822	0.831709098893145	0.615732888834778	0.764982830612886	0.80211387406934	0.412164331541273	0.843700873496238	0.90880982388852	0.806047962233916	0.817245780250117	0.923539463253655	0.549344460794734	0.378225014463849	0.729464950192617	0.417160065503275	0.137823406220661	0.277326896529964	0.722716124972024	0.039059784214406	0.510848090975087	0.810380450360052	0.880186290998536	0.658310605530196	0.544346128903638	1	0.336507929666746	0.17648967204891	0.826141021546623	0.331836500136948	0.655668632730306	0.833199107622782	0.289141509071474	0.381967233470931	0.681851605006733	0.775566077887487	0.902772075633876	0.855452774520181	0.472393553401143	0.899428853509744	0.69600122821965	0.588780174637198	0.624614575792266	0.71693594557959	0.731768124786676	0.186922613730246	0.550181304120927	0.565880635978051	0.751737994826462	0.41322563786414	0.361575732639449	0.745871272734554	0.736455550717138	0.817945290527705	0.859699867557341	0.696080587045656	0.728404884399152	0.745432669656388	0.190522421284349	0.659863797256066	0.678257201545006	0.764140171863986	0.514707312756043	0.911685376286646	0.822570721832692	0.874290769149102	0.332184866732414	0.334807662301615	0.670415016955662	0.623851081011974	0.849116696463998	0.376001521501453	0.609046364294474	0.90189248816072	0.593069673019753	0.205977035588154	0.8392504068751	0.934438443817532	0.536913319454043	0.109064899562194	0.130820203727787	0.852831292710254	0.423362654532275	0.709188372581221	0.109242347610818	0.0564201998339306	0.135001772851295
GPR37L1	0.784424614691648	0.809847373093095	0.891801935113123	0.876688276961764	0.65377034969772	0.853696738482374	0.781426912876299	0.856398817025002	0.839837080374869	0.856162844198344	0.861335251643659	0.753516530914538	0.748390703252345	0.513702191231528	0.81662990876845	0.723275264314306	0.842858202871971	0.699298189299935	0.890342045147855	0.630187498168344	0.395452585769184	0.888333937059129	0.795021953747263	0.56417783129946	0.84489863195787	0.865977193315825	0.86024541467409	0.430344280468138	0.869587825168361	0.28604736254291	0.845956607704574	0.746911342990588	0.903931920775681	0.888423809347171	0.482494544394794	0.854501297408515	0.854802217365688	0.880288122840572	0.758242403108638	0.842420586211822	0.630645519460663	0.479740550508196	0.690131663025713	0.666238578179146	0.900094601109097	0.746913745176085	0.731498052245834	0.343055327565663	0.426118900054504	0.556705772066942	0.71306654865689	0.703846597285414	0.436648646369741	0.887053585384205	0.780818772445213	0.516347161268371	0.908584665203208	0.778578338801746	0.770150400344364	0.841037749854744	0.872659035673423	0.826390811482916	0.674605026542635	0.507995077966747	0.83621173258981	0.843296499237937	0.336507929666746	1	0.774276646042234	0.625405710012038	0.878644056280067	0.793205851313714	0.515518372162087	0.853779083439759	0.827714051196357	0.815007248803621	0.743405501942168	0.543872182868037	0.682785570032381	0.652498364203722	0.603098574346614	0.820386693088914	0.825147889743557	0.762007685948695	0.62707521530531	0.294412210270778	0.809298895000951	0.723438287615921	0.783516069696846	0.710287315287276	0.443903292166204	0.698384773169374	0.814719238754768	0.814652450488706	0.585281058583347	0.490509318342035	0.775876138947447	0.597645728172033	0.720803807569517	0.783796940282636	0.72280182200951	0.124305605354902	0.682510916134768	0.730703024080963	0.442063711154743	0.669118267491614	0.57427042092523	0.217155687936297	0.334106033026321	0.422263043770408	0.384402099893656	0.580267767029123	0.767229672555569	0.423617326940289	0.517984882804543	0.350112661372327	-0.0617751577231823	0.162989876347297	0.196509782678245	0.803167929691035	-0.142507030839686	-0.12047397521497	0.659770417978543	0.459153250692541	0.622876688408061	-0.106310989292606	-0.275005439813754	-0.0965967633266981
GPR37	0.675989956831161	0.60830065231254	0.775431626253177	0.793473816470853	0.457302498064578	0.847044191699363	0.895689521614243	0.840560039719489	0.846039269756666	0.88220736281404	0.819344484960591	0.670832185726564	0.699714689206926	0.402426384878601	0.731924054969	0.668445045482376	0.924390933902953	0.57085399823661	0.773757957716105	0.288325881079365	0.119989319898625	0.756578978327464	0.611229573462548	0.414735118877372	0.945755927869759	0.598379936293016	0.794654273417653	0.12043486952063	0.788442112421853	0.209756981628388	0.756672975801202	0.492983423262922	0.746465420162208	0.814282196580776	0.213959199545276	0.762804314727337	0.857061043682543	0.790162888813302	0.638822364821681	0.64992243366006	0.396846736844051	0.2971559250223	0.665183838906161	0.559583266606803	0.777938024618054	0.634070329913033	0.526651376416266	0.355695772659389	0.214012556691753	0.437552079385771	0.628414516179689	0.551878795853123	0.292878183177009	0.675807373844851	0.840599067266084	0.145125528812377	0.711330102389548	0.941069361411024	0.878466682353632	0.657564873683172	0.802873663862689	0.733910930301742	0.587054729930318	0.198143253996471	0.58826752397097	0.806649675342653	0.17648967204891	0.774276646042234	1	0.395168295638492	0.840503527325401	0.729577409514595	0.315737800478682	0.85083937824718	0.817953367335453	0.697171926188423	0.617303474129847	0.459698676750931	0.452662725820322	0.734470622910328	0.358013570094853	0.643892436747563	0.717243586027043	0.609705646011125	0.449004030644682	-0.0299157534273877	0.922359374810257	0.458189061616877	0.751611368149885	0.458646057942279	0.479814529667479	0.746864081603139	0.605518559274659	0.660607626137331	0.429146849065385	0.242675496235993	0.634378251984157	0.365673378689691	0.714663939224317	0.887047947011374	0.731982951272295	-0.0970892265981063	0.569026206003552	0.808678415278806	0.263538906264283	0.627234997917448	0.395514858067339	0.211024593256606	0.380985751648131	0.347297248139846	0.332874448106521	0.297383659590828	0.812664875125988	0.395978022866796	0.428903548401191	0.32731863939504	0.00124486162832135	0.0285123662458572	0.0296430334916481	0.649305175920679	-0.0691590407555259	-0.0517006941083467	0.484889570619615	0.0341709409352286	0.351132304646983	-0.0432647276480087	-0.173665357919515	-0.0145053509883357
TSPAN17	0.844196157360642	0.863471765936825	0.826440046590797	0.811720067990208	0.921200569988499	0.662124987827987	0.232208987674302	0.348769878712581	0.635632188356153	0.53212809550619	0.57088415817419	0.852637686420819	0.7187955327159	0.890625408073491	0.79486443887616	0.737214134331636	0.440039280442082	0.790838302912475	0.721261993047552	0.797810101010277	0.897888161972145	0.699384320812422	0.919936904386845	0.832500906916851	0.368083902825187	0.908058774054073	0.764546500006882	0.916912795953509	0.357829795174682	0.777897188790277	0.845330905989014	0.941701204597004	0.739105110517907	0.751092443699631	0.912714430505927	0.715475328778904	0.50344670637027	0.825834659664791	0.833631717827166	0.573020615866038	0.87649118833944	0.882580832405207	0.594371389783145	0.866089622890964	0.783508396667724	0.849522008303315	0.932800002005235	0.50035157261268	0.871045058455913	0.84822112655373	0.825482522428708	0.891740301801054	0.818224796081197	0.814085422521559	0.521454466316253	0.775964037027092	0.684197370045358	0.347188615008048	0.402290426035903	0.891581167450327	0.305227318891479	0.721540056362168	0.857328933144629	0.910792952804888	0.85312620627101	0.721196494513234	0.826141021546623	0.625405710012038	0.395168295638492	1	0.553680740984307	0.770623169471894	0.916879852170809	0.504098892512383	0.575270357174088	0.8086746219363	0.806563501713215	0.858396095946805	0.956002767681564	0.639031574341061	0.919003257238855	0.868736653911093	0.720379145104043	0.76618085160656	0.892299089797974	0.793968290591028	0.434972101906802	0.740167494617624	0.760513427172878	0.94701131729756	0.489514968816497	0.520810664998825	0.904735283424871	0.871454711426091	0.832746629167597	0.903735340794089	0.81258577584021	0.82955940402115	0.745004140447223	0.454839169142146	0.708636693881997	0.69611869286036	0.837722480420399	0.683708177052516	0.909664867299086	0.838950944570524	0.933299301624382	0.347708805104681	0.461836663793808	0.708058939794083	0.604226915247811	0.900072578483038	0.54807966140317	0.641719736775149	0.839585005051368	0.658995427441868	0.209681392171059	0.731310722948817	0.800715475185328	0.731483672074191	0.120439789873809	0.117992583734642	0.925287574406873	0.661052903433764	0.862366430633592	0.1244596089948	0.0431694138467597	0.122350448047023
EDNRB	0.810585017767364	0.788935471062543	0.856687855555348	0.886564902935099	0.586706862573504	0.912224723314049	0.844644096058817	0.862741910442016	0.855954844979789	0.92927635031787	0.88634297493995	0.750354511438575	0.788119574012157	0.482412833171618	0.806562007957355	0.791053946602144	0.920172265127195	0.693463680043375	0.873185479342689	0.499565083680922	0.314795321640994	0.881076920165204	0.775351623684645	0.577043854273464	0.888290839991413	0.760434831966251	0.885103107293167	0.347856271790759	0.85787283334123	0.293540898529466	0.857376288786176	0.665798800568924	0.885894418621413	0.887426446100156	0.434557052105895	0.860955353662605	0.892551234320563	0.852512689323714	0.766823996929417	0.813312574610867	0.549996884904918	0.459955339524222	0.794261955475741	0.692116250337805	0.892557009254834	0.804798994771736	0.706913640443882	0.554645771977892	0.468412893833826	0.564604220652386	0.745944871323784	0.723094712440487	0.424890257719858	0.828253812330935	0.869749492359283	0.298532616660881	0.854830027725757	0.866128326073469	0.902429631623612	0.802082405323078	0.824749143808386	0.83342828510852	0.704259062519304	0.399750644912956	0.740105205777813	0.899160285400878	0.331836500136948	0.878644056280067	0.840503527325401	0.553680740984307	1	0.821739915822073	0.534147348326285	0.895425231844573	0.825853655517035	0.81949751431448	0.782665682348629	0.573212334727156	0.631326738721273	0.70589441379512	0.528307756564242	0.766202952593004	0.890514896857301	0.788420235105287	0.63728817497007	0.206007229406619	0.891108116581508	0.666060931727545	0.862104985385863	0.641047650578662	0.64538694911741	0.861975399550773	0.771792181952556	0.801187001970132	0.553466078641431	0.470837330693751	0.77338817633844	0.618661712139592	0.797758597113119	0.885855292481901	0.79996703827748	0.13555983845398	0.759983597255515	0.842701258862616	0.45095366709862	0.721160382004108	0.538891169359476	0.407151755869393	0.543826691413758	0.481895851496798	0.54725568488877	0.554183637400894	0.886761797933866	0.554486389702757	0.574802844833225	0.510457848566785	0.151890869509481	0.211012436761539	0.193079700898547	0.832916443292296	0.0468985162726873	0.0958752319660796	0.682154121321435	0.21315798889243	0.530813391040181	0.0979253540494193	-0.112731295656898	0.129096047271735
SMAD3	0.945055658403895	0.88900727807157	0.903198535740183	0.92809970511991	0.85780325833555	0.905335008591536	0.613528809642417	0.737933371283426	0.912197985245759	0.820588579959004	0.895457846450579	0.929863224992077	0.827942883362826	0.798855593497212	0.942140573750082	0.877115388443473	0.829217843211202	0.898949536778578	0.894431860937795	0.679055075434369	0.596544483531471	0.857947661647205	0.906825343663313	0.741156812888786	0.729760634176571	0.860997108216604	0.890864681897052	0.619797078305114	0.679695032291264	0.68140346201197	0.92162527431461	0.835117145246924	0.860726991185134	0.942774472522092	0.65953273235344	0.914177021727885	0.798575095096051	0.915810122247371	0.918970522946857	0.762284100774418	0.688146084277058	0.774011265967885	0.793001236927706	0.906142415720128	0.934561858488155	0.915552027071844	0.843286080973821	0.503290353885381	0.653193441901567	0.805931405166533	0.907252875351843	0.836102879679401	0.779218981105604	0.833916876848116	0.76249532308935	0.573770622449837	0.785558546769748	0.704522628361942	0.788060682223249	0.900055955132136	0.651393725828972	0.836578421309499	0.909383246227258	0.657618525772156	0.809269602766172	0.909929017428172	0.655668632730306	0.793205851313714	0.729577409514595	0.770623169471894	0.821739915822073	1	0.712460736379833	0.790847360561417	0.786178115102369	0.887340259249491	0.903042804949203	0.836057690465406	0.851218771703413	0.788677233747682	0.793909719338288	0.842287404271435	0.869956943766087	0.844652643052048	0.720637398278284	0.388175801459398	0.717922760612863	0.638101305393151	0.873658238425734	0.795621567376703	0.589301012225344	0.757672271850395	0.899859104845851	0.888852393079645	0.863568699754492	0.662153993190343	0.904171996347813	0.75735782494367	0.909843662594862	0.709717626241391	0.901552075474695	0.306556939438721	0.863554917037427	0.819254837842099	0.696424485834339	0.916321630561537	0.802949496440981	0.354007907717434	0.465889899363635	0.657291778336407	0.6143482662301	0.752099228621297	0.815000011986124	0.657003532603075	0.837226918999984	0.598273596657914	0.141480652556401	0.539139653193846	0.563734911570618	0.824511590040664	0.0284430054052038	0.0472613565167088	0.862046093885233	0.342069399418402	0.765498355350081	0.0380372198942205	-0.0326059399977061	0.0757936652554575
