""	SIGLEC10	CCRL2	CCR1	FPR1	CCR5	CD40	CD86	LILRB1	ITGB2	LILRB2	CD53	TNFRSF1A	C5AR1	AXL	TREM2	CD163	LILRA1	TLR2	PILRA	SIRPA	PLAUR	CD4	ITGAM	ITGB1	HAVCR2	CD9	PLXNB2	KCNQ3	APLP2	GPNMB	CD74	TSPAN14	ADGRE2	CANX	CXCR4	KCNQ1	IGF2R	CD81	ADRB2	SORL1	TLR4	ENG	P2RY12	TLR1	IL6R	INSR	ITGA4	FAS	TFRC	C3AR1	ITGAX	SMAP1	NECTIN2	ITGA5	TLR7	TLR6	CD300LF	TREM1	ITGAL	TRAF3	TNFRSF10B	TSPAN15	ITGB5	ADCY7	RYR1	LILRA4	PLD2	UNC5B	ITGA6	RIPK1	SELL	RXRA	ERAP1	TNFRSF14	CD33	PTPRC	LPP	CD99L2	SORT1	LRP1	NRP1	ITGAV	CD226	PTGER4	SCARB1	ADGRG5	CD93	ABCA1	CD69	CADM1	MCFD2	LRP8	TNFRSF12A	NCL	PTPRA	CD44	CD46	AMFR	NOTCH2	CD63	LRP10	NCSTN	LAMP1	ADGRE5	C1QBP	SIGIRR	NOTCH1	RPSA	EGFR	TNFRSF21	PTPRZ1	CLEC2D	SLC16A1	SDC3	ITGB8
SIGLEC10	1	0.658338239501891	0.79653133719358	0.944551401486751	0.67345451025516	0.765731993154371	0.917748426218309	0.935781525277226	0.888023047415693	0.883120978537747	0.911199871846765	0.945026536025058	0.731832289381745	0.832123435621381	0.907379875533555	0.751500295762472	0.829630856764661	0.882939366490697	0.813645027683945	0.890012080091786	0.519052398767923	0.949296783230609	0.85842966563009	0.757147874606573	0.945329129440767	0.717527319354396	0.85143153961388	0.91563319754297	0.803698069108047	0.107814620331724	0.942612578168277	0.898897680073456	0.905818589426084	0.823011642269088	0.57668982267748	0.89145093992854	0.749790494208495	0.957043831695012	0.758768741735883	0.892625800885304	0.856887924163505	0.833912175104779	0.818874531073169	0.930724157500335	0.685999915239097	0.588608997203993	0.733907063383452	0.818568588181446	0.81769083840086	0.947187975814943	0.805739445420054	0.767763402627726	0.741333870122785	0.697167207914191	0.941009763476346	0.845522321249566	0.837648793230117	0.624315882182467	0.808844096719868	0.543796992568665	0.81550549110618	0.828989549935698	0.75942845159987	0.908308001781883	0.763080241139097	0.608844633590437	0.774760723391641	0.885228403028662	0.849707401355302	0.898065879938997	0.814567908396722	0.730828959306935	0.909773807756529	0.646005703579256	0.916560320211903	0.956648649135622	0.851173781687269	0.833989486843944	0.887402592003399	0.847148888571278	0.635566827596059	0.929627112561545	0.906439040717433	0.790258302247949	0.833072342008624	0.455224570910267	0.795315863648945	0.469108588873716	0.701224280441285	0.808060906449347	0.840434369110475	0.76896701818271	0.6560503995364	0.914390725937457	0.805842599380552	0.211746470869507	0.905066699608557	0.825228214301689	0.754829822396148	0.749690876812971	0.86676762610694	0.855630475542583	0.811135387545932	0.647549845317018	0.91081848468223	0.822461231938484	0.750776401846213	0.905122605865066	0.546235126230142	0.636760667021021	0.518663236576643	0.698315593568656	0.66574706645003	0.676437225852528	0.535245464042837
CCRL2	0.658338239501891	1	0.721407690159165	0.735500332374813	0.622866035366223	0.715323246149871	0.746885442456989	0.615899107835065	0.715151215581519	0.709309344200037	0.693688804262734	0.668196825944219	0.907821558849526	0.638098937528508	0.670721990446141	0.608958555100846	0.607908135286203	0.794743104196747	0.733029210285599	0.716760157405616	0.856738356962627	0.733113113092603	0.693647954209608	0.725394134253019	0.701730402538383	0.761694975802879	0.716383231817637	0.705031873623473	0.699441549495664	0.357924460096807	0.685597784435937	0.714637422737574	0.769959344025074	0.699700675934918	0.703601710010185	0.696003440053593	0.731861026233885	0.691751787877197	0.649240643448329	0.672680065670073	0.695073042458207	0.652330082656729	0.477302505368211	0.599079272874289	0.693132192696692	0.52893626024727	0.594131932619787	0.679167138140908	0.77094147406338	0.737479967469912	0.835408753556122	0.694124480467181	0.682124553269203	0.730338615334021	0.661348987523261	0.585156489407775	0.542958779032856	0.821728833530186	0.681912178433895	0.559549590043297	0.72947066930475	0.560006109415091	0.68862029060965	0.680378883045064	0.547563666725127	0.34487413338481	0.689987378589603	0.677743143065764	0.638408639570799	0.736080723725987	0.503219871038217	0.712517320699262	0.625494942898674	0.66461051645944	0.603066365688946	0.719946736766108	0.689497433811252	0.586860129362021	0.695863707044711	0.713232096463212	0.580794748573894	0.712994044550032	0.647890785537895	0.843081655727749	0.670388817003946	0.281567073113357	0.682580331600566	0.631804548574209	0.816454453888814	0.669911729717401	0.699399831838695	0.60901416597591	0.648714620833816	0.716621679100887	0.666871649158335	0.479679231393242	0.727548520948385	0.632007298708702	0.672472104296383	0.693288714230654	0.686644286242638	0.737832205522103	0.721234126893824	0.661295503745763	0.666217449920129	0.67023179947034	0.608735952339501	0.682721085947613	0.519026608818635	0.629325885685562	0.513894368334564	0.505925246856054	0.582717791262372	0.625697264586283	0.517260866976455
CCR1	0.79653133719358	0.721407690159165	1	0.875060378458685	0.761102351473266	0.743047649468513	0.80666663775553	0.822894885075312	0.917802895483056	0.863286157777426	0.882115941151897	0.820476803190573	0.811201235266026	0.571990469144442	0.795084672996947	0.874420305944442	0.623838873982931	0.87183475083251	0.883701568238059	0.849001255788424	0.76251643402819	0.83567412550755	0.816548088607313	0.884187182505557	0.867166202562196	0.782013762150695	0.744847934876694	0.755083106738304	0.918716762333406	0.597174253656146	0.747034687629305	0.703592334772463	0.822713089201066	0.920224063790409	0.411873659574045	0.809235617130456	0.867602621832605	0.800424896061551	0.740906724580831	0.630586384037939	0.800911621312892	0.85773890035138	0.500468460382003	0.855498198141203	0.830022633530919	0.474818796190983	0.852036194863985	0.74802860150972	0.873315393765712	0.868849437600191	0.80687983325151	0.876579922708517	0.842593761944944	0.824763623944027	0.733374018160032	0.597665436058453	0.681645230972453	0.80029783213945	0.745195766461632	0.760730650749313	0.692623011761222	0.731351158639717	0.835126802281767	0.705584277773298	0.512515371464848	0.465475972397912	0.722396897209065	0.680121104903106	0.811048942235103	0.799400744888398	0.548185660753855	0.899552826668023	0.785072109002345	0.855933060885621	0.749458802346343	0.836593207852699	0.795798977142479	0.725631714065993	0.723694088669142	0.840958361351847	0.864996601139976	0.851825901265589	0.81027692362098	0.864903603864551	0.772906014727457	0.185697657138738	0.88002885071471	0.813142024196564	0.543062175765573	0.821186100885499	0.892063051923467	0.642434062299897	0.731196439251426	0.87176742299655	0.772777608757829	0.684192542761699	0.849857400834388	0.805425223792041	0.748490967001739	0.904329627210657	0.83114371611747	0.79969180633354	0.922490649242854	0.622569927405854	0.808668470688885	0.775974045610781	0.605982452166605	0.884039018201091	0.514891662651282	0.736752194163701	0.529221779266361	0.47942043312181	0.650504500944874	0.698829465514608	0.518052759255658
FPR1	0.944551401486751	0.735500332374813	0.875060378458685	1	0.7415856455505	0.831083403236088	0.932003198698648	0.949926963605628	0.95639040496044	0.915546514943056	0.962247298610165	0.934967232946752	0.827260017159834	0.799114378159946	0.94145000584899	0.850819886133436	0.812772013159933	0.952626319607801	0.880680703043367	0.955216867647411	0.679132294956184	0.961920670439452	0.918371529240903	0.851325334243781	0.976579745545165	0.823026388561807	0.845872844998731	0.913724867190753	0.896582453145919	0.287089740982663	0.922154233117039	0.866758039801627	0.933325660586187	0.898300575987826	0.566761894637187	0.905085041979173	0.830408919344445	0.957136878222289	0.806888966198329	0.847832413832645	0.893863521226975	0.898777746830309	0.748383780145369	0.948744828526513	0.777509895457958	0.546534354628465	0.850352186692175	0.862448454940068	0.888510141953357	0.965399792239783	0.879209272711603	0.843980127245851	0.810411588286482	0.818281713187309	0.908590830930551	0.81892199364146	0.83502390448476	0.783407014834765	0.863664788142944	0.645031074919456	0.81433642766524	0.886241326744283	0.844215184342402	0.871194133530428	0.687327418596412	0.571670945712807	0.803901857460034	0.855259200931402	0.853966907087795	0.885251486245348	0.728135708196778	0.815753490872922	0.878915877158961	0.732202915849833	0.901851151679341	0.97343511627712	0.870011120506642	0.833862792238883	0.882939470953241	0.887653437441955	0.764737043641408	0.941718972561943	0.922678509569883	0.881961236670348	0.825786125910754	0.382833641266178	0.88096521642323	0.603565081548695	0.701080425524229	0.853816339582029	0.892248923418185	0.761947053339065	0.719144141062198	0.955310972261962	0.821834971541249	0.389820147314037	0.909973118669627	0.848036746131935	0.758321392293163	0.848508704925495	0.872538396059066	0.887431516804535	0.899107882715873	0.718854478307979	0.933762522277997	0.859017718462745	0.700490900075323	0.943608251917895	0.549404606450246	0.693606467706124	0.535244424679682	0.621687464242271	0.688528242150225	0.69407466487412	0.536962005507678
CCR5	0.67345451025516	0.622866035366223	0.761102351473266	0.7415856455505	1	0.558990517623003	0.748691668574318	0.715611680310138	0.741364061627959	0.700857302213383	0.726455929038624	0.658247914787308	0.735435891364095	0.625454919333112	0.681209677014034	0.698414855565159	0.56496887149411	0.790176886213827	0.758846015209521	0.737203974010267	0.642707701257331	0.721732702149353	0.687447308386981	0.703793554451886	0.742862577943537	0.673482788227752	0.565825644384139	0.670019155595165	0.71929952346934	0.379306739312856	0.730677688214795	0.593754009634403	0.753443861264216	0.715256014599444	0.498595977559437	0.599222439586406	0.639020119334071	0.684959616686802	0.6498820578547	0.587689712832008	0.701528560218017	0.629435441441855	0.412283859947913	0.742868799606327	0.662929571577151	0.320146566671707	0.709601986434282	0.60105420887805	0.672510344587093	0.728494146531222	0.685069225318384	0.660325486260134	0.590847174809942	0.675766536305801	0.636554730620239	0.577876456510571	0.564041273554915	0.645680446253283	0.695305272591926	0.53226169714724	0.536391031669144	0.582571473700616	0.645689245272887	0.615905811668307	0.365639019092295	0.213808797186194	0.682650520809451	0.583160457804884	0.587391370687968	0.682970741871349	0.552400547086267	0.717068830834253	0.624562771388082	0.722118477144063	0.646364291410505	0.749366169346089	0.613129168333471	0.579312380338333	0.611523592624627	0.622833370487471	0.628138714572918	0.660188729096989	0.659814135258734	0.78935015769931	0.640010164821618	0.38898135265431	0.669327871496	0.63768888534956	0.584517654151428	0.673575013739161	0.728942774877136	0.424225438636638	0.48510422554756	0.751691731361638	0.580686347738251	0.478915829750129	0.69523996295693	0.651420275175242	0.560825626540059	0.663056915833295	0.621622726869952	0.581721484146211	0.699700623819648	0.569718760416366	0.673493659710188	0.65652243899039	0.39344760287744	0.741534142059542	0.297158749415639	0.518388671693191	0.309419093400078	0.370953316128458	0.426656249108851	0.457658237850107	0.310301212232658
CD40	0.765731993154371	0.715323246149871	0.743047649468513	0.831083403236088	0.558990517623003	1	0.793163443519646	0.735838100112644	0.828858979121349	0.717667119457509	0.820973298778243	0.792775340061461	0.731686139730502	0.667726318059416	0.806042692799001	0.669925590787445	0.721428469236477	0.834888275118496	0.757904326291168	0.805407340287717	0.643554828443745	0.814470675140586	0.812836842913649	0.781374434120108	0.828624201058892	0.80885672924822	0.777339801797845	0.822319240014638	0.762404694095867	0.336593372656363	0.739179920330165	0.792629010450794	0.809060442194234	0.801668611713558	0.509331782994912	0.823381261577218	0.751415644549113	0.813247877815435	0.75729026190835	0.741284044107601	0.809490784716677	0.775513008423034	0.662727426994044	0.76108127017219	0.712403923289549	0.5608292728405	0.701694781926075	0.756502263461646	0.814879404731685	0.84098908530794	0.836389776972846	0.769809311888469	0.732837090347185	0.740083428056108	0.790572342335829	0.699532795610934	0.696031778858116	0.673495807992	0.756362305877891	0.615475727128836	0.743688344494976	0.767191618499593	0.795645960754779	0.760675204238148	0.679448913682761	0.579701458532566	0.712086814042193	0.752446345191022	0.785470143730886	0.761415617269162	0.525172273554983	0.734823506902581	0.726776824666703	0.656821712463025	0.721414728162869	0.817542169251684	0.803824161033608	0.738981063694813	0.791177094675575	0.817022291144773	0.677790519388585	0.821212099550408	0.776955455597391	0.776554153027536	0.716658128179662	0.282357278108608	0.734276040657845	0.598106171319599	0.646598959236024	0.702376406198057	0.779283040194384	0.712724238521392	0.710224965378162	0.817191227371464	0.757317543565527	0.365187187278217	0.83204582089206	0.724337578314475	0.713434031674548	0.775749279501775	0.782469497567017	0.798045347062803	0.796394062964919	0.637400419900696	0.813617182445804	0.72468496941249	0.663662500479548	0.795571958057866	0.574046075358286	0.681108728260421	0.55662576885008	0.619303884190015	0.679459519856692	0.671767555018673	0.567594196317326
CD86	0.917748426218309	0.746885442456989	0.80666663775553	0.932003198698648	0.748691668574318	0.793163443519646	1	0.894946435214883	0.893554699907621	0.843961338450876	0.91980878290511	0.914307574539488	0.828741958630746	0.89031451897565	0.910027549797302	0.715247283237882	0.833501415051225	0.947114640225665	0.901894773477797	0.927784589483391	0.619012497597886	0.956094056250859	0.887140737489181	0.813623045047351	0.943712448588429	0.841491460202687	0.845863970647514	0.922524124401964	0.805545523257172	0.243947946964385	0.957379619318157	0.902006391771493	0.920052626726685	0.846789359055357	0.702164139562452	0.863184909618827	0.777669476058358	0.953560948434619	0.798654269625191	0.902702695198161	0.853267009625965	0.788385373797869	0.782538808964336	0.901326762922074	0.771008990369572	0.591220848313742	0.740164812430075	0.812479041431995	0.815548439730139	0.929640331422053	0.884107658019784	0.825097582120442	0.744694088948936	0.774745979907207	0.922488747252468	0.868652393061083	0.800620883909419	0.722976714167741	0.821926407080007	0.604113174494277	0.816917497123032	0.818030892512554	0.787382003333452	0.894567804918312	0.720281952751142	0.542721871956505	0.830121966667303	0.877027393462749	0.80415005363626	0.891804404697926	0.781902329913409	0.797369340124406	0.875294833725709	0.758990560423447	0.901264041761258	0.96404806370851	0.843892323677286	0.794703019162049	0.896929627027913	0.834188607374439	0.636970243059554	0.881263196497759	0.865037707075941	0.857260544398199	0.830101456726637	0.49167867991929	0.768289111925399	0.57690367645838	0.783114321724161	0.846049210367093	0.88255452644806	0.729859619301359	0.69674999665504	0.930953721901022	0.804850614841871	0.319515395817278	0.913107754665218	0.829343830738828	0.7797069822203	0.776836307523003	0.840713306562069	0.858146324357514	0.848539577906267	0.693511429748673	0.893170296901226	0.878722762451107	0.719327515031814	0.92362808014644	0.541716438347648	0.665306025465741	0.521047938201168	0.686817248260517	0.648436681277193	0.668606033754703	0.529409983631381
LILRB1	0.935781525277226	0.615899107835065	0.822894885075312	0.949926963605628	0.715611680310138	0.735838100112644	0.894946435214883	1	0.906318610483295	0.903450768598007	0.938777848812929	0.908500887542589	0.707674860980185	0.756903446302837	0.91672982853843	0.82415215081425	0.778596504417583	0.891903596598358	0.824826755752208	0.898935144574393	0.546767884373775	0.917858347482136	0.857026708088576	0.776796935258165	0.942214861718741	0.720356738497994	0.776877975384548	0.861302329570662	0.838715881575126	0.199205611736899	0.911234360203658	0.809018541093824	0.880992657026106	0.840817796772588	0.47189690614385	0.844116913868072	0.743500600822258	0.931503675899968	0.747741973734558	0.797479357050551	0.866683583536153	0.853554360972932	0.741369876944438	0.955681568624513	0.683257559357278	0.497575713010018	0.820371304840263	0.815805671489742	0.800998507022749	0.920066229804267	0.761493330465216	0.773152170316908	0.732293087828023	0.739840981906391	0.884547178288297	0.790112763982227	0.838421731278713	0.673485567991487	0.799813853205059	0.561798071278979	0.740398041315102	0.871017907608256	0.787783232791204	0.81952697247787	0.618148365327209	0.540423656572495	0.751388423431608	0.804563486146587	0.812614577345613	0.837933009188811	0.776471905508983	0.749125383474443	0.856772354197871	0.667523114851385	0.879351203827734	0.94673604909431	0.809807743640954	0.815167935517216	0.821068424950469	0.820558121289795	0.708008616125441	0.891929771733486	0.886090057578093	0.795897545285975	0.780607134441681	0.361532657013921	0.847452107067023	0.49976878855868	0.606589937769306	0.80742909696257	0.841731780506501	0.685073127793863	0.632482914749771	0.92023726334336	0.765726438924447	0.306497844129846	0.867381863327256	0.810193444533002	0.695049835619999	0.781684804813755	0.810015198738517	0.823065350457053	0.826801950422069	0.643967143047737	0.908974577685466	0.821111764708643	0.640209633130534	0.921646471522201	0.481232878557953	0.613229405678387	0.460176895043058	0.58453186995147	0.620644946093396	0.629403964972615	0.467330402910502
ITGB2	0.888023047415693	0.715151215581519	0.917802895483056	0.95639040496044	0.741364061627959	0.828858979121349	0.893554699907621	0.906318610483295	1	0.893481951452971	0.960627777675404	0.929747039776077	0.814782223709793	0.731142763905093	0.919062695886988	0.907772045122612	0.740321244511241	0.939834761407243	0.90435149283684	0.959391039443949	0.717154616201026	0.946767822897461	0.932204930528299	0.930196347428051	0.962564549804429	0.867936265308903	0.863134768910508	0.887336618784491	0.966372036890433	0.474743534895132	0.864967566463539	0.837757037229477	0.915759377778073	0.969036339871478	0.477093219462125	0.914484321852686	0.903874380251852	0.928340219006378	0.815211593317132	0.789034609710314	0.88508209936874	0.949916725200729	0.650501121715855	0.940784479486999	0.87119568186642	0.582425772283455	0.921578902565783	0.844747430505368	0.928737968719839	0.931866830311719	0.889061733583114	0.922227331088898	0.89758391694299	0.884268243814571	0.85502517985087	0.747083940385354	0.809255971587839	0.816559847598946	0.863472836675575	0.770213423239733	0.812852854760509	0.870199378142182	0.901230775803367	0.826048068124224	0.649499313862407	0.579492038146504	0.802740475348746	0.830748914643703	0.906689058627368	0.876943694588749	0.650282758026103	0.887493954274178	0.886581907063775	0.8203039898155	0.859405147199455	0.943478783336257	0.902815912047448	0.86107370084069	0.869576807905399	0.938437697442367	0.885257036690129	0.944908239864864	0.917602282274988	0.899492341273168	0.824716463273291	0.31010464782115	0.920329024306591	0.730174886140921	0.604897846762808	0.907321701901975	0.941181360011397	0.768743045804836	0.797953242279735	0.966105787928973	0.871667014359924	0.548161031169774	0.924539999091397	0.896900470122266	0.811492826251674	0.942512030648788	0.915052079774322	0.908301229824678	0.960246926404321	0.722724826991943	0.931356870274308	0.855166233134209	0.705488462891704	0.966429277436527	0.622263474762579	0.77652082961866	0.622756570143292	0.631285596969882	0.762342627636177	0.767449676819574	0.610160954000918
LILRB2	0.883120978537747	0.709309344200037	0.863286157777426	0.915546514943056	0.700857302213383	0.717667119457509	0.843961338450876	0.903450768598007	0.893481951452971	1	0.877972288902942	0.877456554767754	0.777496870480508	0.677116030418496	0.810976484573257	0.876472457880157	0.751210532160747	0.860621559186951	0.826328781972042	0.854555861017514	0.67100586243725	0.880474839882338	0.819537978767718	0.818801038710629	0.883861096672807	0.706523702952278	0.792186623320779	0.820631199355215	0.887000643546931	0.314222246938465	0.854344075168236	0.781698870427917	0.875599587365521	0.864737434197697	0.486192921429243	0.841793126523497	0.80094946361684	0.863681160658372	0.718078871709522	0.735294115780128	0.840267995889076	0.863170375064622	0.584926924164408	0.904099468172025	0.749363898173714	0.561155434252679	0.846545605558753	0.796745206195106	0.844411497707463	0.88497979823488	0.769267034766704	0.807857643163825	0.811738930035465	0.791592893203269	0.811910291241407	0.695400010088538	0.76476033891256	0.769619716829631	0.800896916848582	0.673424045312316	0.755814393206968	0.79203745339271	0.81362515730317	0.795346167148053	0.613422258425124	0.438279887443023	0.752029470507141	0.778406294729299	0.833763105123417	0.83152192502315	0.718168716182545	0.805015159399506	0.847380119695569	0.728987249239828	0.807879435289355	0.899680000512476	0.805432777337679	0.797746254662433	0.778815772309151	0.847764641527656	0.772127068481108	0.871552221325438	0.863627583037503	0.834705646399228	0.762324759339351	0.292965836629786	0.909958946336918	0.594032558658148	0.595599481235653	0.829017038069108	0.834607041094241	0.690471130667731	0.670574562897333	0.890290358468522	0.785457782111754	0.477124535482589	0.86560109681858	0.819840387535677	0.748888109008834	0.82398833725263	0.843359474804393	0.842224602365769	0.849658055974677	0.685275353826176	0.874407823811443	0.782911231034692	0.664892722431773	0.899211265238651	0.55126338740134	0.6850689087354	0.545697368298438	0.589574166096367	0.66933538715618	0.695447366145692	0.543944614816642
