""	SIGLEC10	CCRL2	CCR1	FPR1	CCR5	CD40	CD86	LILRB1	ITGB2	LILRB2	CD53	TNFRSF1A	C5AR1	AXL	TREM2	CD163	LILRA1	TLR2	PILRA	SIRPA	PLAUR	CD4	ITGAM	ITGB1	HAVCR2	CD9	PLXNB2	KCNQ3	APLP2	GPNMB	CD74	TSPAN14	ADGRE2	CANX	CXCR4	KCNQ1	IGF2R	CD81	ADRB2	SORL1	TLR4	ENG	P2RY12	TLR1	IL6R	INSR	ITGA4	FAS	TFRC	C3AR1	ITGAX	SMAP1	NECTIN2	ITGA5	TLR7	TLR6	CD300LF	TREM1	ITGAL	TRAF3	TNFRSF10B	TSPAN15	ITGB5	ADCY7	RYR1	LILRA4	PLD2	UNC5B	ITGA6	RIPK1	SELL	RXRA	ERAP1	TNFRSF14	CD33	PTPRC	LPP	CD99L2	SORT1	LRP1	NRP1	ITGAV	CD226	PTGER4	SCARB1	ADGRG5	CD93	ABCA1	CD69	CADM1	MCFD2	LRP8	TNFRSF12A	NCL	PTPRA	CD44	CD46	AMFR	NOTCH2	CD63	LRP10	NCSTN	LAMP1	ADGRE5	C1QBP	SIGIRR	NOTCH1	RPSA	EGFR	TNFRSF21	PTPRZ1	CLEC2D	SLC16A1	SDC3	ITGB8
PLXNB2	0.85143153961388	0.716383231817637	0.744847934876694	0.845872844998731	0.565825644384139	0.777339801797845	0.845863970647514	0.776877975384548	0.863134768910508	0.792186623320779	0.829915546476149	0.922138957751979	0.739743360579998	0.804076648586771	0.802563908076719	0.700351628503531	0.805240082744306	0.825938204607391	0.791482639032639	0.863694980011242	0.57196496225784	0.910675650303972	0.878605559351461	0.848387929538305	0.866988516210126	0.80699002395488	1	0.895154468942327	0.82576330297465	0.237748644116417	0.855163195522505	0.925893891999157	0.872198214781227	0.871830277483732	0.598740703996786	0.880452076192888	0.836427575674464	0.89969820680359	0.785954930067376	0.884834791867757	0.818848812609642	0.854648705496133	0.690242259283679	0.807670797094942	0.804134007421409	0.814769143375644	0.721603460346824	0.765245389160004	0.858477272697505	0.845841745528653	0.847321678853838	0.859075378078462	0.872878849839496	0.766290529737871	0.869790214358645	0.815843117249155	0.701992037967777	0.668230353411396	0.805984070572358	0.71867806386382	0.895137701754203	0.747937589049429	0.808950469325424	0.904557034193911	0.82708031280891	0.575192716774818	0.788290662766144	0.921218595353836	0.908250517439111	0.913394475404807	0.732418757964025	0.754725179046804	0.89909476575563	0.708898266852749	0.838191386847423	0.879697792987719	0.921847045068075	0.894019417982168	0.928461943045127	0.921821425403031	0.689338931138286	0.901749908248217	0.865381878284903	0.764641938283155	0.797974754474221	0.494271017368486	0.79578707755704	0.550780194946687	0.642706534283947	0.865544835357465	0.856880481613048	0.899540798084081	0.866109162474305	0.900075195710697	0.913301416662748	0.343416397492541	0.909956208273773	0.865035400583324	0.874170949447919	0.817070013901058	0.93234830558821	0.934030273452161	0.845093733661052	0.727369511951155	0.899755218783671	0.801261836291965	0.858367493034556	0.881316090172587	0.7927712767312	0.806005955719676	0.773765360958729	0.831096275130216	0.851408292524207	0.829861565640608	0.777081178521813
KCNQ3	0.91563319754297	0.705031873623473	0.755083106738304	0.913724867190753	0.670019155595165	0.822319240014638	0.922524124401964	0.861302329570662	0.887336618784491	0.820631199355215	0.892369540477328	0.927513702962268	0.779722407680453	0.892895373383061	0.883031491109757	0.704868368601446	0.847505151467039	0.910696319835737	0.845943998835502	0.910170162641735	0.582901180946824	0.950856814888243	0.916791532571467	0.822878396400836	0.930694919868299	0.834629855045017	0.895154468942327	1	0.809932592325507	0.193466537843723	0.93001773680956	0.938963637738619	0.897862700241302	0.84958148381571	0.66256937882751	0.888878085107529	0.798827515260185	0.946726051190836	0.850231515541597	0.938271866973516	0.865560868467209	0.821886869913551	0.795973296423989	0.8883570752449	0.780221505838367	0.674847891105142	0.74274348627167	0.809058112285995	0.837842521114114	0.913833075194176	0.889319965152664	0.832848439986358	0.76963929275006	0.793089413039374	0.937999204496183	0.902970609114415	0.800387331176153	0.674830553879706	0.852249730305912	0.655811039323321	0.856662570451321	0.840015020286011	0.804949075832717	0.928352905871915	0.817229170702609	0.563255396875249	0.823381440440695	0.923097003974657	0.850660661089026	0.912654082321191	0.755735821768341	0.77107330406845	0.877654360780777	0.700373164277526	0.888290397738693	0.949470241842875	0.90976982825727	0.869798472952752	0.929262330164541	0.886339328547761	0.652407116807282	0.903366507782319	0.865865746887411	0.823343874071667	0.819992075280771	0.526028935967385	0.774318434576578	0.553173017751321	0.736275964606396	0.831883080976387	0.858342673047738	0.807979123828399	0.749401495299306	0.92484095567762	0.856321912656238	0.277975191559948	0.916324425552951	0.854323953929131	0.808988151237421	0.779944800803588	0.870657641061437	0.882892992039919	0.837078053177268	0.71607428072338	0.9090312506404	0.838036120739798	0.788205057211832	0.905396334967758	0.64314459681326	0.713187611485373	0.620962849715068	0.772401364695012	0.737362546161979	0.732086566800518	0.629813686835771
APLP2	0.803698069108047	0.699441549495664	0.918716762333406	0.896582453145919	0.71929952346934	0.762404694095867	0.805545523257172	0.838715881575126	0.966372036890433	0.887000643546931	0.893208038785847	0.875298648395088	0.800336753249133	0.619190988716188	0.818235319787487	0.953445319831019	0.668788057570372	0.877509595464937	0.862693054694029	0.903737545227224	0.762620081283964	0.881601654442576	0.879243493076686	0.951687799256297	0.892517201029377	0.823032955777789	0.82576330297465	0.809932592325507	1	0.57112325581968	0.776522986297773	0.762903361855922	0.862998474892634	0.975596492883698	0.395595727514917	0.863943796185678	0.92421383375715	0.844930921668911	0.77551859609304	0.685742373589293	0.832616484775148	0.954523848793559	0.492751000162757	0.890052861898683	0.900036235198159	0.600615609136673	0.954956215911044	0.804381815173263	0.938706794653776	0.856451100376906	0.843341222217746	0.926969883211879	0.938943379070796	0.912737160916074	0.751630492198454	0.643825240220976	0.726927173238312	0.85317070779071	0.830461903983977	0.842700858751844	0.769062566916533	0.817482686065906	0.89301748845834	0.746389504438052	0.575393426217953	0.469081783564204	0.772985493874497	0.768371584083312	0.904256207179652	0.834105554805352	0.560358520371393	0.90818612711383	0.848189817599163	0.840398075833076	0.767572530279666	0.871122245793413	0.878051615999936	0.842464281789094	0.805903284167831	0.935860943640402	0.948402951130792	0.905118019360307	0.876338174173049	0.888261505624376	0.780921838168364	0.218140820996123	0.957629149867719	0.77996665327553	0.513933052280532	0.907440471905279	0.924650145393477	0.743778781330277	0.825393137601321	0.926479636848818	0.87530076689457	0.675706502953724	0.883371116521828	0.883755087365031	0.819346722023777	0.971268022726525	0.901861497825571	0.886406292073298	0.9606225656736	0.740560439215932	0.883045145931675	0.803338623115948	0.686096482480307	0.932351518311717	0.674681494667354	0.825718236491725	0.691112230392149	0.586050712993891	0.799112456397484	0.81351095584608	0.667108660318749
GPNMB	0.107814620331724	0.357924460096807	0.597174253656146	0.287089740982663	0.379306739312856	0.336593372656363	0.243947946964385	0.199205611736899	0.474743534895132	0.314222246938465	0.371008671431008	0.238226170417053	0.427902193406249	-0.0117996555567891	0.257892669588097	0.522785016448607	0.00327779497830098	0.384772964510657	0.5441884155721	0.381853506051354	0.593790574039065	0.255294640534772	0.355981037661384	0.611002641214695	0.305737232599207	0.528694327778728	0.237748644116417	0.193466537843723	0.57112325581968	1	0.0925346909564489	0.125048932011729	0.264657733659786	0.567221866024353	-0.0438745905120977	0.29737696963977	0.589780244499385	0.1948579965092	0.317251797528748	0.00269074002948432	0.29445816467982	0.426127288055649	-0.132719451233123	0.287247684791677	0.643462109008032	0.113651961909092	0.531745093817522	0.246270197683486	0.466775931799036	0.266181221255607	0.418869146702177	0.599867319710451	0.540774271716759	0.564505247761565	0.0721103525977822	-0.00263206011195607	0.16328008234596	0.564735725628351	0.275868985861272	0.693943187517528	0.215754557112138	0.223293478459987	0.489570898461851	0.0752924631344746	-0.0174221144463023	0.146880370485319	0.296863636710314	0.0789246963288083	0.36580028108013	0.231637235591319	-0.126059767637273	0.648316469425669	0.236464233303023	0.708481482634618	0.12563854209678	0.24159178380578	0.350352811161979	0.251401875219392	0.175529298438663	0.432123951720798	0.700650656107145	0.314008132585302	0.252724669570938	0.473142395253654	0.332363905836852	-0.270866185848554	0.455099439843738	0.878254739419859	-0.00431812034478343	0.455393716289923	0.512666681950152	0.14183656935134	0.48276182327965	0.339544583941884	0.349576358536952	0.909041599968159	0.343105979981247	0.389028833074829	0.38995311169394	0.65166948515048	0.377117566076377	0.312491613910195	0.59768124579051	0.247637532605584	0.223850026274524	0.328313838543254	0.137571330873795	0.382452952347988	0.24953823502716	0.50461936653383	0.315605204476043	0.0488639604140338	0.322550002449984	0.40753465788656	0.266025656745276
CD74	0.942612578168277	0.685597784435937	0.747034687629305	0.922154233117039	0.730677688214795	0.739179920330165	0.957379619318157	0.911234360203658	0.864967566463539	0.854344075168236	0.895489376710856	0.92363762828593	0.771385425005015	0.917279803258599	0.892794342286119	0.71526216356516	0.874225987804087	0.913694867780871	0.832833630087445	0.901660038195598	0.531880389472515	0.955993979563332	0.870231328857719	0.761055524815397	0.934344805299416	0.779848749545399	0.855163195522505	0.93001773680956	0.776522986297773	0.0925346909564489	1	0.905080070051313	0.92547602838493	0.805763279424997	0.713684138603928	0.853344836733691	0.717792554515397	0.962175958054997	0.774026016369852	0.91922776729593	0.843609041508092	0.775716076834874	0.770289081197105	0.915990311044112	0.703635976460045	0.619899136749383	0.737320957021784	0.778789846889801	0.781961736177973	0.918720352550622	0.820539028549179	0.768274959135966	0.717409372758988	0.720264607568031	0.943644654838896	0.890332249069082	0.822973439521434	0.653227889470521	0.826159017603931	0.539318672353683	0.799668415440178	0.812072195337163	0.764585887889922	0.920233548185409	0.747638367451726	0.481972478583694	0.804421726072648	0.90889584927167	0.80068024153046	0.90058791920887	0.845217704542776	0.713860347392072	0.893177599150772	0.678726465318609	0.913764404677224	0.966806659554522	0.831566602228008	0.818261564375272	0.892978171271566	0.808052925551398	0.584184142240404	0.867700530035965	0.876679953204232	0.818348663559655	0.810059197859863	0.583451587705678	0.766909460288743	0.450616728132681	0.771889417537742	0.842929342310548	0.837350596765878	0.740429264410675	0.648150455341557	0.92351463311374	0.789616754495279	0.198267049109652	0.896767866989931	0.828876448003788	0.759690654497163	0.718122168942615	0.829287242367409	0.849675343778289	0.788184377825197	0.676151787539404	0.913396317585331	0.837462244329374	0.725958581955264	0.911330404224351	0.541175293597832	0.619771710069008	0.512985595843818	0.7116887951179	0.640480854652451	0.649086709475763	0.526717376559251
TSPAN14	0.898897680073456	0.714637422737574	0.703592334772463	0.866758039801627	0.593754009634403	0.792629010450794	0.902006391771493	0.809018541093824	0.837757037229477	0.781698870427917	0.83511300861901	0.921729500997245	0.766781586583633	0.891094758584164	0.828789338348656	0.632400441312773	0.850527972215232	0.865797410736805	0.801414427218073	0.873519692915182	0.550222062862797	0.935144459111701	0.873272588095688	0.794869523970141	0.882211049394377	0.797946419915354	0.925893891999157	0.938963637738619	0.762903361855922	0.125048932011729	0.905080070051313	1	0.891849302838745	0.816031405301265	0.691841893675156	0.873458657892957	0.808782387899699	0.920999837385874	0.823997320337903	0.958731650628892	0.836390241662716	0.782191764238501	0.794555035798002	0.818716008247893	0.772271130980721	0.778843300270099	0.653980729161354	0.79352608446211	0.84310848071795	0.881107315674779	0.889483869146132	0.808740354223942	0.768454361847309	0.757706522177869	0.937603604338716	0.902543231714794	0.741282896713435	0.652161736067231	0.833069152567834	0.616770656418682	0.893603914715184	0.795814102698921	0.75594842979036	0.93862529154691	0.885487299970538	0.592992548185323	0.811191089742593	0.934711282092573	0.877367506947199	0.908972958656362	0.758272219801811	0.723996524828794	0.888413010667276	0.669045647862809	0.87398421175689	0.910792729823011	0.920803166575441	0.861195395970493	0.961851295368563	0.891259550682341	0.576926808766693	0.90714950714215	0.861863401648333	0.769167419516798	0.844053265621354	0.517094599612972	0.744775326148809	0.502029654104051	0.747738261613732	0.818147405071834	0.840440888688547	0.849806490717757	0.778116541266657	0.888711466710299	0.890089721827769	0.231772414711845	0.912996755896787	0.839726236440421	0.865638686539471	0.748110187349522	0.896571788024021	0.899693848537654	0.811489448163089	0.725467896667209	0.878171442235137	0.831311994849774	0.880909497702955	0.859932999152016	0.737503699856796	0.75443001583918	0.708254064868408	0.857869973724632	0.79856467542088	0.78566355568197	0.723786168755571
ADGRE2	0.905818589426084	0.769959344025074	0.822713089201066	0.933325660586187	0.753443861264216	0.809060442194234	0.920052626726685	0.880992657026106	0.915759377778073	0.875599587365521	0.902300093491509	0.910238873333735	0.841160215460225	0.822577742369669	0.891681245460408	0.809311319347258	0.795266732069503	0.935752203828165	0.846536740436531	0.92577412403788	0.69162056235989	0.944744614295832	0.881402894529392	0.853577671523211	0.930780206282021	0.838161364520955	0.872198214781227	0.897862700241302	0.862998474892634	0.264657733659786	0.92547602838493	0.891849302838745	1	0.875740420088559	0.610928768938975	0.86137382370387	0.814311207760932	0.932710900841363	0.79358707431065	0.845988480498882	0.867537786470894	0.856569702722087	0.657977009836787	0.899016922097649	0.79741916082886	0.650498419760863	0.814091480591635	0.808342826152908	0.890663639734173	0.914792532776259	0.886106253244736	0.827949554866354	0.82370913221761	0.806539810511563	0.894288700079725	0.795946752063994	0.776455305469097	0.759473394488137	0.843832444575575	0.643620808624724	0.812165357385107	0.813417389843854	0.833946173289405	0.871899571170763	0.706463282635418	0.491298753214563	0.826445577087698	0.876719731203244	0.863348977070359	0.888055194155791	0.744687145613586	0.76724939982003	0.879235389864714	0.747999315302887	0.848554461382935	0.941314406960678	0.880786392435819	0.83512248294203	0.893484330757105	0.87853567192563	0.717969605520807	0.917426158961627	0.896996086104064	0.874231351290216	0.852302236337512	0.442133909533881	0.856521782850343	0.602789867954061	0.734664867245121	0.885434780135034	0.871980469192821	0.772044025842711	0.741968310762949	0.932549202971066	0.847516359517901	0.375613214199185	0.906508651388058	0.861978691715049	0.811521228844078	0.82757212678748	0.882306382793732	0.878955710831372	0.866077069297452	0.734756979157232	0.912170704704723	0.846991921627	0.738951371368453	0.908200827869359	0.627820097711376	0.723217603448201	0.61303525752026	0.684857967411137	0.731819882793366	0.750987640403505	0.621307120258013
CANX	0.823011642269088	0.699700675934918	0.920224063790409	0.898300575987826	0.715256014599444	0.801668611713558	0.846789359055357	0.840817796772588	0.969036339871478	0.864737434197697	0.913007630329342	0.902727049476621	0.792497651178113	0.680347278531072	0.841763860820676	0.892244289813345	0.704254279417749	0.894132699023459	0.897399597759034	0.924317094297073	0.718879671710971	0.902993963178779	0.900284831033283	0.972952129984092	0.910561594678237	0.867016304712118	0.871830277483732	0.84958148381571	0.975596492883698	0.567221866024353	0.805763279424997	0.816031405301265	0.875740420088559	1	0.433056655209161	0.883831707095249	0.945364405948673	0.880706258295276	0.804179623443046	0.738828317534568	0.852076304237345	0.940535212167601	0.563016182160128	0.89293740752349	0.920795686602449	0.664670079923829	0.91290575256182	0.814108837846222	0.937016352191913	0.876126616301827	0.870895367345758	0.969557970929304	0.945912699307891	0.902670353345387	0.796904180407391	0.699685251443308	0.737134412539258	0.810236673156001	0.818559297039008	0.853795933512692	0.80277081541731	0.81709551356362	0.911049538937809	0.791439547558832	0.649025944579342	0.530770695411594	0.787611808163136	0.800451076561536	0.928790877639145	0.877056057115695	0.59935991279307	0.924442831948515	0.870989198419193	0.870906387705733	0.805533883470314	0.891883185022313	0.922909820376911	0.864512826078424	0.856637184195191	0.954999825240417	0.914445415265087	0.925696176010089	0.87305556282531	0.867575097873064	0.821862747348559	0.266451949496518	0.921055222911992	0.796010566862014	0.536110126722726	0.930822407415872	0.965462181767953	0.78964992883866	0.87436231415313	0.949662874156796	0.914862190448519	0.644981321612885	0.92906805684292	0.911461217447201	0.873250452675722	0.977924887497234	0.93484473028744	0.91402714206913	0.975936450129475	0.726960653754942	0.900711388076104	0.841718784662284	0.748068428746073	0.953340748016153	0.722937738676583	0.869115995827855	0.7341285191222	0.659739440012042	0.83087845737064	0.846922906733286	0.717328533830218
CXCR4	0.57668982267748	0.703601710010185	0.411873659574045	0.566761894637187	0.498595977559437	0.509331782994912	0.702164139562452	0.47189690614385	0.477093219462125	0.486192921429243	0.48640830414846	0.554214122388836	0.742143715570868	0.789163802075165	0.523582464989172	0.283761850993772	0.67576530862866	0.650443524726565	0.566438495725885	0.575279022551464	0.483151913820705	0.643865310636971	0.562130939411356	0.457933991303127	0.571296591369961	0.615311911363935	0.598740703996786	0.66256937882751	0.395595727514917	-0.0438745905120977	0.713684138603928	0.691841893675156	0.610928768938975	0.433056655209161	1	0.544938647044779	0.450299746249076	0.60746021344762	0.5450747251133	0.743226716747017	0.505248515238841	0.358462288138603	0.514144115351265	0.457576855752551	0.452832137136969	0.518796186491203	0.313958319494167	0.46805404826415	0.502942130143772	0.61426340765208	0.678847117613779	0.45770734306852	0.382871707723982	0.482214745587323	0.655121203879408	0.702994405071682	0.439277543997051	0.543752855991427	0.620282583568451	0.266370957109919	0.644169963094013	0.418771995974725	0.451573251167126	0.709561405430522	0.622428706533877	0.206492247097664	0.596324745989916	0.665425963640923	0.428496609196005	0.639018431910665	0.570645368724559	0.446621218950415	0.525863496109885	0.441990466060473	0.585258187675978	0.630910423162293	0.529538600375939	0.431419110872914	0.641930829766318	0.474638117161798	0.17728553374574	0.50520580271137	0.497933133105628	0.64271438734493	0.534686319291488	0.552729409564323	0.35714629452346	0.273569935226003	0.889919301371053	0.509148549014527	0.498643602609632	0.497961021511272	0.41981051415944	0.566417865398261	0.496611130151943	0.0374066481144049	0.581981400717588	0.497488192377662	0.547528554771057	0.35472616677403	0.511747093497001	0.560674791558309	0.440844362980335	0.579024965453374	0.523070036705087	0.556003662861751	0.562000258436165	0.520689781237124	0.386954908930789	0.406255159480626	0.353758362043202	0.537483169145802	0.401827905796679	0.402333862311314	0.371446455820515
KCNQ1	0.89145093992854	0.696003440053593	0.809235617130456	0.905085041979173	0.599222439586406	0.823381261577218	0.863184909618827	0.844116913868072	0.914484321852686	0.841793126523497	0.895448461430432	0.921370003081437	0.750982920798515	0.769013079200307	0.870244810980549	0.783835850960111	0.788465148735214	0.862528555830019	0.832917740971163	0.892767963478485	0.606543003320973	0.918260847457617	0.886457788685599	0.849860617389697	0.905953488742247	0.799832039460751	0.880452076192888	0.888878085107529	0.863943796185678	0.29737696963977	0.853344836733691	0.873458657892957	0.86137382370387	0.883831707095249	0.544938647044779	1	0.83696132370256	0.91314002197314	0.767632164775426	0.83909199939159	0.836398046873147	0.88831205463878	0.729316203516904	0.868483514626755	0.784081467081423	0.651433182597825	0.791921068602247	0.832825206549442	0.861800358301222	0.901787917989555	0.848754236240161	0.860535389314505	0.839382578363457	0.789432991044611	0.876340046229744	0.779884427524286	0.775758747081169	0.725228185004791	0.811834584201586	0.687524486027643	0.840008345458039	0.812746087691171	0.843738378265089	0.86140228923513	0.744058437309949	0.635180069577975	0.771165610653663	0.852297872323959	0.877285789182613	0.885079922930085	0.680254577568748	0.785801349691044	0.866465972365852	0.699566926858587	0.856662048383909	0.912002825719862	0.889748217458894	0.848628058042931	0.879482739332951	0.905370989308843	0.751711340674137	0.912651654252159	0.881604592419784	0.817142859685756	0.794785427020353	0.36942030236613	0.831604049112364	0.587493962352075	0.644092926963197	0.847422088536022	0.868360534075924	0.796468352265738	0.779485579555379	0.912683110990931	0.859625748879292	0.379463605285245	0.900149170841874	0.849950158331139	0.802348058587564	0.843587764936132	0.906056136122917	0.905381352872365	0.87380463035358	0.717038803730065	0.906265012151808	0.83064680589321	0.773330194035149	0.90573331208025	0.653939237441749	0.747858320412242	0.637837165846379	0.727222663432572	0.761242928573203	0.759289508084219	0.633653588193514
IGF2R	0.749790494208495	0.731861026233885	0.867602621832605	0.830408919344445	0.639020119334071	0.751415644549113	0.777669476058358	0.743500600822258	0.903874380251852	0.80094946361684	0.83261603105508	0.838433425164467	0.80594498258491	0.641218328157139	0.764062165054676	0.815607282085685	0.646889130889702	0.843216885583446	0.857276111031036	0.870594954857379	0.752148986351988	0.842442946345576	0.841814480646269	0.955760910572187	0.830121243387134	0.848223040204776	0.836427575674464	0.798827515260185	0.92421383375715	0.589780244499385	0.717792554515397	0.808782387899699	0.814311207760932	0.945364405948673	0.450299746249076	0.83696132370256	1	0.801928535327843	0.77444831314332	0.71325691972138	0.808757900518666	0.883272773317349	0.505044525488982	0.78262182626097	0.914651415761904	0.706751832002434	0.82535189228871	0.777117733671175	0.93923409058286	0.815542001243337	0.88213613585779	0.945575206777574	0.922526731711034	0.897250626238926	0.741289558296653	0.668675872498166	0.644238270902578	0.837504284775331	0.791311469941261	0.832984709328675	0.818745271281902	0.749483747953217	0.843150494906359	0.741992859691464	0.651908049363225	0.526336938467448	0.759875200128773	0.758079329587754	0.907293315582725	0.840017233809828	0.515526201229381	0.899159654774653	0.809685852643684	0.844130372353849	0.723001748351839	0.816398474278857	0.915646439850275	0.796908955651619	0.839581997875936	0.938984735256483	0.855187600012821	0.897155345022004	0.809147862545805	0.830651715775567	0.835453333369486	0.200176314310735	0.882112974996356	0.816815253761812	0.535456254687541	0.884853631408557	0.918179968943393	0.763313866364927	0.871241044371788	0.872984070287421	0.903202854751553	0.677454486260215	0.895238489574314	0.87339171907733	0.891545778741071	0.946796314283332	0.91275417261415	0.89503308935816	0.946269486113098	0.723783424282114	0.799086281141023	0.818852367788619	0.798686563577236	0.868717263073482	0.766306196059641	0.90210687771287	0.779828747967963	0.677969976905238	0.851189416098509	0.877109346882428	0.766975091118964
CD81	0.957043831695012	0.691751787877197	0.800424896061551	0.957136878222289	0.684959616686802	0.813247877815435	0.953560948434619	0.931503675899968	0.928340219006378	0.863681160658372	0.954496467175857	0.962163757259133	0.759732526934875	0.877735946806899	0.956993368247447	0.759937936984762	0.84876560413028	0.927366858261763	0.861965288937122	0.9485423694617	0.56418277129236	0.977329971865576	0.924436803714133	0.834383837419566	0.973094016153471	0.8355819568597	0.89969820680359	0.946726051190836	0.844930921668911	0.1948579965092	0.962175958054997	0.920999837385874	0.932710900841363	0.880706258295276	0.60746021344762	0.91314002197314	0.801928535327843	1	0.804524921428022	0.91403426633197	0.880803236117741	0.868707284830608	0.819473634751724	0.939698729785004	0.756434754723254	0.644476258735079	0.78802918346453	0.839561512927098	0.847676286383542	0.946308662039705	0.865807958372571	0.842973389552612	0.800374809488728	0.774139723026636	0.951602853094527	0.873393383833968	0.86046135776579	0.687139489429996	0.835774201920438	0.615748441942158	0.839341446717957	0.869635280832957	0.828093943247764	0.914395782316284	0.761778848270714	0.63893419401896	0.804111789597205	0.917715181335661	0.874236989116725	0.916795418727099	0.81470913344515	0.766277644715217	0.913748408544211	0.704932557835983	0.939790308514364	0.982758499951463	0.902235432983715	0.872241906441085	0.93583649420636	0.887657236554272	0.690161183785401	0.939443159136022	0.919525201680372	0.823950158487858	0.842000222001708	0.498561751813369	0.819388172788001	0.522898739751929	0.712887556220205	0.877227838908386	0.889977599654806	0.812935173577442	0.748961447790499	0.96731401850544	0.860024381723511	0.268972480554501	0.935106090917739	0.869529436477005	0.802352241239951	0.819352430345413	0.893983881986544	0.905408492089059	0.869654460836818	0.700098739727029	0.958695281778087	0.885137098686684	0.763616006333916	0.955587274451169	0.615579252033723	0.696488198272181	0.590560295174323	0.724155180100513	0.727423582647832	0.720329249539006	0.598033310553886
ADRB2	0.758768741735883	0.649240643448329	0.740906724580831	0.806888966198329	0.6498820578547	0.75729026190835	0.798654269625191	0.747741973734558	0.815211593317132	0.718078871709522	0.783831701285806	0.822882801738088	0.739530680297762	0.710556820768911	0.750518760067749	0.685354598234144	0.669932656658128	0.836899332701128	0.800783974669532	0.806939149104878	0.616601218525124	0.849259140378867	0.838602342163495	0.782864244269132	0.832575615675474	0.768493742016434	0.785954930067376	0.850231515541597	0.77551859609304	0.317251797528748	0.774026016369852	0.823997320337903	0.79358707431065	0.804179623443046	0.5450747251133	0.767632164775426	0.77444831314332	0.804524921428022	1	0.797870698361429	0.813510659352458	0.746576230237267	0.627681493027316	0.788768077728883	0.805934639514781	0.593863318668931	0.7040480739439	0.721049914899425	0.813358011092808	0.805391561736314	0.841554320775638	0.783399269808764	0.723480406365784	0.817940080677111	0.806334073886003	0.759017327270904	0.667225121804569	0.674569788445339	0.83789720028342	0.712154384207041	0.760568041565645	0.782569739009232	0.746506135951934	0.795606865210575	0.709517129518808	0.469508790525068	0.770291170961471	0.787343670778021	0.782182765593399	0.799438433331065	0.557235798881992	0.757124092345277	0.761751349266068	0.734114621222384	0.761639834972735	0.832697128211817	0.839157735010896	0.790549159540398	0.81919076266495	0.840349632237208	0.675290655683706	0.808195417199865	0.791063506032051	0.784040149526908	0.735068144474654	0.400675583961912	0.738896761698402	0.624181348296508	0.640572764752433	0.724154941501779	0.793045803680543	0.723242928777785	0.73934853988703	0.832886051282026	0.814663202301993	0.396237024884944	0.825247247811776	0.747613029582565	0.742149343259448	0.757331320515517	0.797363977120756	0.78493939060715	0.805053104697861	0.652377525517602	0.805444474059006	0.768021874611562	0.67524525367751	0.814292137290242	0.618609116626171	0.715394699756639	0.614940734371955	0.657410388458859	0.710359546210415	0.693747183638486	0.614783934874164
SORL1	0.892625800885304	0.672680065670073	0.630586384037939	0.847832413832645	0.587689712832008	0.741284044107601	0.902702695198161	0.797479357050551	0.789034609710314	0.735294115780128	0.813045243744835	0.893352340939974	0.724556773896025	0.94005624904494	0.82933419749794	0.559458753052001	0.849520523490215	0.842941399353948	0.766264676045309	0.851101605935229	0.471835139609674	0.913549187783288	0.850188284787685	0.708500410416062	0.872386969007872	0.760361242109293	0.884834791867757	0.938271866973516	0.685742373589293	0.00269074002948432	0.91922776729593	0.958731650628892	0.845988480498882	0.738828317534568	0.743226716747017	0.83909199939159	0.71325691972138	0.91403426633197	0.797870698361429	1	0.812953636378287	0.722766477118041	0.852665132006416	0.804552033057079	0.67907853206843	0.699207621138325	0.595003120541378	0.765014476286097	0.750151927744563	0.870719429756247	0.849490244256899	0.726074757316136	0.670554154684948	0.682747184739717	0.942162281229951	0.942041080471296	0.757978237273721	0.583251846938195	0.8180794938659	0.508680815214567	0.872643603626052	0.773503834245927	0.687002352473559	0.949664394285758	0.865412973135246	0.586936555834729	0.798026547123809	0.935255140505673	0.785847071625124	0.887276466668631	0.776598260212006	0.662844704275876	0.851994971426833	0.572085818505582	0.898337307241372	0.906959664700036	0.854910839557726	0.811967022056706	0.932437798587604	0.820047736696658	0.485032547685844	0.849173614266803	0.817359539172608	0.725051686766966	0.771947164059023	0.629639866374395	0.655899085750034	0.385151292354286	0.777236541562536	0.750113533827253	0.775134134112156	0.821632702504679	0.682371462505911	0.854963136571561	0.806519716108354	0.0993183508214841	0.865417481196033	0.774105368801726	0.767581916244085	0.648692761632525	0.820713653258862	0.849630121613719	0.730094978685692	0.689638191955333	0.855542938614835	0.784511914124564	0.807680281813148	0.82588504547197	0.626678414495969	0.635930414489323	0.589205962554995	0.823486262751862	0.701567829841842	0.664668224414601	0.6074350844015
