""	CD74	TLR2	TLR1	SORL1	ENG	ITGB1	TLR4	SIRPA	APLP2	CD163	PLAUR	THBD	HAVCR2	SDC2	ITGAV	ADRB2	ADCY7	KCNQ1	ACTR2	PLXNB2	LAMP1	PLXDC2	STAB1	VSIR	TSPAN15	KCNQ3	TREM1	NRP1	C5AR1	CXCR4	SIGLEC10	FPR1	TREM2	CMKLR1	GPNMB	TLR7	NRP2	ITGAM	LRP10	MERTK	ADORA3	STX4	LRP1	CSF2RA	CSF3R	CD63	ITGA6	AXL	CD93	CD33	CCRL2	PDE1B	TNFRSF21	TNFRSF14	NCSTN	ITGA5	RHBDF2	CD46	PLXNA1	ST14	NCL	PTPRC	RXRA	SELL	PILRA	RPSA	CD81	LILRB2	PECAM1	TSPAN14	P2RY12	LILRB3	ABCA1	ITGB5	IGF2R	CD44	ASGR1	IL6R	SDC3	ITGA4	UNC5B	FPR3	PLD2	HFE	BMPR2	AMFR	FAS	CD40	PLXNA3	NOTCH2	ERAP1	SCARB1	LILRB1	EPHB6	STX3	MILR1	CD226	ACVR1B	P2RY6	LRP8	DIP2A	TLR6	CD47	PLD1	JMJD6	TRADD	CADM1	NECTIN2	IL17RC	CD69	EPHB2	PTPRA	FGFR1	MCFD2	SORT1	NOTCH1	APP	TNFRSF1B	ATP5F1B	SMAP1	SLC16A1	PTGER4	RYR1	RACK1	TSPAN17	TFRC	DAG1	LILRA4	CLEC2D	CD99L2	TNFRSF1A	PTPRZ1	CCR5	CANX	DDR1	EDNRB	ITGAL	PILRB	CD68	C5AR2	C3AR1	ITGAX	CD4	CCR1	ITGB2	TNFRSF12A	LPP	C1QBP	RIPK1
ITGAM	0.554296807218823	0.807975877318292	0.877629347219527	0.956130095976519	0.922716656109004	0.890740045489292	0.517862031576238	0.821244432062237	0.73512010222852	0.90951298860847	0.709499207043645	0.383089919086407	0.896048592855181	0.583010372708074	0.921976781058747	0.859937118703517	0.774211114358889	0.930735259864521	0.854153316081377	0.891161259384506	0.531882694113352	0.90823121166982	0.873171237617646	0.398504346234104	0.89121678553985	0.922778094993073	0.824527690812914	0.888596470215135	0.723275708952958	0.0657138236865035	0.815956658230406	0.891055747822588	0.872656360794975	0.617267133928104	0.0575900857269426	0.776326317499557	0.797808422623969	1	0.804381255920166	0.732129247642336	0.719891078054198	0.815629336540034	0.768584886478058	0.796159465675034	0.774595719931224	0.642879734266819	0.915068514077686	0.553262767163099	0.441954376147813	0.841843065695464	0.661378971040425	0.853725894207115	0.317102241790962	0.246164602123608	0.69817040052239	0.711425213140709	0.921612655656542	0.479126197558728	0.625336724683973	0.474724269311445	0.878938151492066	0.88824123363517	0.830504891592163	0.114179521754648	0.788032151948939	0.851769614172196	0.803305196664891	0.00843289429495414	-0.0138294115833296	0.816279972873706	0.69044838524543	-0.0656939636525295	0.534545624923281	0.544695767966396	0.490673927701075	-0.0890500167435149	-0.344360209379038	0.817733947901394	0.295319188600353	-0.313768919949403	0.822960172873292	0.338546351765758	0.874139768811484	0.750490208106856	0.910800578989706	0.302627180331099	0.724935498687178	0.868819264145306	0.710337947356476	0.223816208336189	0.722548593600058	0.621833192614656	0.893501152001703	0.688439427163366	0.310533647293843	0.605537964534784	0.736849340141315	0.376340300990981	0.852018716755807	0.861292975765517	0.856616783601571	0.823827983235253	0.64033483892333	0.72138494103608	0.781314539056444	0.598502639248384	0.580796673728154	0.858760792887521	0.757984496192613	0.775576051379731	0.67051379308939	0.791167448338132	0.822621315776499	0.841119003809172	0.924251567757113	0.419114794180906	0.575470846268008	0.767336150415669	0.789574497660825	0.679507983451032	0.878863189353615	0.636286378682895	0.682718602389371	0.801845542916909	0.498515435031539	0.751948038029401	0.591902423710772	0.150060226942377	0.570366852358283	0.81879792280421	0.906539536736244	0.26241177532334	0.4170148349223	0.814675864099177	0.392679682146973	0.670521780547804	0.903923631660817	0.821326849348483	0.433439472818559	0.499721795085252	0.876280633607301	0.774901696330313	0.906162762901605	0.854913916784671	0.898844439611078	0.816855095651388	0.777379221449739	0.83930533634717	0.856132427243703
LRP10	0.781453795582633	0.666114156462416	0.677496895518745	0.823340070943931	0.796255416635258	0.866062368096465	0.806588328432104	0.898170827541507	0.929690292301369	0.85045263697753	0.844884555156673	0.271795869115377	0.829462939041402	0.774291090451595	0.737889927064162	0.74586604199599	0.816094329072019	0.757359300273892	0.927279817436187	0.784300160533015	0.850051774330741	0.918624894723613	0.840104769327091	0.127051509829945	0.732065749995927	0.716697934551228	0.685858515852355	0.863374171278073	0.866571422433673	0.257766834424996	0.610078182280237	0.68054212789972	0.822900966876675	0.85361126656432	0.511051504291277	0.862784351106897	0.926427904244408	0.804381255920166	1	0.878199139889261	0.867029963290241	0.860653030817227	0.92473721428391	0.758468409828192	0.81817871308404	0.818869497774367	0.861170961475304	0.8076692808987	0.197099153824218	0.876348555676964	0.815234886376739	0.775820559024576	0.691141831857524	0.611852043126525	0.884314493615433	0.735870784454108	0.732283993558198	0.808490262832728	0.785151003511057	0.794506566001364	0.866465694805885	0.81649903228514	0.8769712664437	0.132712827902278	0.828413550985871	0.894890620569845	0.901639395713508	0.234360866655591	0.417987859163819	0.932151072497611	0.40270524573436	0.280053456727714	0.847055312526861	0.841532002100757	0.792972507932456	0.310763456708918	0.0772665058650835	0.874041080847565	0.689981847590866	0.00502634546968865	0.641567019178431	0.683051066758825	0.75177096192159	0.819782588245031	0.888240550997582	0.664333730399749	0.587739450382578	0.736450405192489	0.721450247037947	0.621036928381346	0.763075356907784	0.870560103907868	0.746363880426413	0.677325509080496	0.681371739931586	0.764807966721182	0.50522674016638	0.662278511441346	0.680106956967281	0.707011641897504	0.764268305903727	0.779257706637441	0.842856838962721	0.827522633791114	0.529594336866136	0.77713783439438	0.773008286178231	0.73986926414038	0.748504400727545	0.551347621342864	0.699668938200333	0.826138665699172	0.643237975152955	0.915515767620733	0.861949097356874	0.534258913340052	0.663387652151603	0.620155278436042	0.907825291068251	0.879883240729708	0.768590966049502	0.822795355714758	0.392567484574022	0.898101710251253	0.642003543482692	0.715414233514402	0.648421451160203	0.515032700711995	0.711615232990582	0.861330151916724	0.881709618094691	0.250294762041264	0.361172236515373	0.926403790507234	0.328396448116897	0.687125238009141	0.70094743747687	0.706456517027043	0.742468145392444	0.400486233865944	0.849458803070868	0.7988677479339	0.885192634753315	0.79708290642452	0.911536292077481	0.687997526966522	0.882864773333892	0.88016295657767	0.860941343769712
MERTK	0.848376806229032	0.756254563248564	0.704139198384238	0.766630938411396	0.761651307963234	0.769342690364971	0.752829400360325	0.777276979362707	0.886339197234057	0.87708828094083	0.744378748883027	0.465060165130791	0.796489256396891	0.787134792227154	0.717258356594015	0.689691629860247	0.856497909606543	0.729799662621697	0.893829098751163	0.765687694819529	0.815704174578701	0.883405502515369	0.860767671753837	0.170271487295285	0.665941765485724	0.694392851977751	0.579551526219763	0.856559480174711	0.850226865522469	0.145592708835343	0.646779441724299	0.686291213362604	0.699970421358595	0.872090652566858	0.46853410141652	0.927638518093912	0.831589411032478	0.732129247642336	0.878199139889261	1	0.768985319737241	0.874578802378723	0.874391908063168	0.64862467163074	0.847907861738564	0.723831506604519	0.813700777937625	0.712049059702231	0.253610277330701	0.817893804074175	0.668806133033044	0.775441471909101	0.695100809309736	0.539686813433746	0.86196556971289	0.746117365426305	0.699563341287122	0.80578523746189	0.745351562682805	0.741746087101459	0.865986788031146	0.860843057579317	0.8352505821709	0.200084177890066	0.746053371576369	0.825869851167111	0.818402722907681	0.203080872978775	0.423600457682943	0.915878440504858	0.443677089999165	0.24700478427178	0.848108546293354	0.833016344628943	0.763986793382699	0.290821310670703	0.0858002185785703	0.732099197628089	0.732499647132283	0.0134771448952557	0.545372281487461	0.614385984741719	0.795318758216334	0.724800972885865	0.86465155591161	0.662192198069754	0.570195952578032	0.67912591908364	0.733459560596027	0.667501803132643	0.829374242783636	0.85074929543933	0.726948038013869	0.638379449967392	0.683650173335793	0.732829287518583	0.598580155608672	0.720076996756611	0.584325347191189	0.650936076388619	0.824307527790678	0.755069279248219	0.77258275526432	0.865115516322451	0.541258194368535	0.689481311750443	0.71631609847932	0.7819861478856	0.763441420487883	0.55358528948933	0.722221771265587	0.790958187577614	0.693175700578331	0.847469706830688	0.803585567389402	0.596294698485143	0.72425266426107	0.685300648337343	0.820022429325413	0.837588219271098	0.685503510736544	0.886326603884917	0.517131021492022	0.824964078918515	0.651382786823018	0.792781346337678	0.648946222546928	0.457499425966228	0.678529161974371	0.798290926018661	0.852640051945259	0.367664555686019	0.513064837879078	0.889005250882535	0.431452072812172	0.769323341133926	0.58487401500494	0.722137684538315	0.653622605049959	0.431687449007215	0.787935658697012	0.677779265263289	0.87269057856913	0.743713958897159	0.837802271235431	0.664393789691877	0.871298178842914	0.800161381185102	0.845266838586998
ADORA3	0.702273810916792	0.478930388472293	0.534745201691852	0.741611334434193	0.717739472428355	0.891676932785151	0.866419711992532	0.929988822835501	0.92497549720774	0.749553080643177	0.951416573512735	0.0850745828665785	0.812361801083644	0.765528060265543	0.649152441919513	0.703250194539738	0.761518355598428	0.666023387535388	0.869426961714529	0.70790657720159	0.85145824188651	0.875397076554113	0.725735257809148	-0.102339253739887	0.739522583532721	0.632371905576113	0.67815610662867	0.788783662694329	0.794512081470698	0.361694341602609	0.458204612910318	0.541769147769222	0.906916149918705	0.880346331249369	0.617295603559467	0.768425064886686	0.916269877805349	0.719891078054198	0.867029963290241	0.768985319737241	1	0.835468257315262	0.93029080895324	0.794867354789553	0.74266603216928	0.955217061610343	0.794633103326027	0.911285640215598	-0.0788131404881813	0.874833944214948	0.864898142810036	0.678718849571465	0.72265139988253	0.739838459602913	0.871092287450618	0.701051182195385	0.606516185195295	0.83751231205205	0.811434113260852	0.865005478166477	0.799210350162959	0.640212016553498	0.860077237284585	4.54861310505698e-06	0.902387022183199	0.912553238311214	0.968477300241372	0.229745039900005	0.513362643683293	0.867653071757411	0.217439522260279	0.359956639206223	0.802695925542835	0.758940681762313	0.846848461745023	0.33318266571498	0.160276310118511	0.904492305710541	0.64107179499066	0.0760946374467171	0.66550685880237	0.800413101431219	0.661277740238843	0.823671174912221	0.778943897952681	0.639493848076598	0.407313920390464	0.845305614643732	0.757517755578017	0.60791457415319	0.67091460179408	0.891643740210271	0.664218568090399	0.638815130831144	0.693801845464405	0.818479872786822	0.273920295773056	0.604289105743023	0.618181738447221	0.570272640838021	0.6170692822267	0.58945924084921	0.939609072872314	0.802994537945327	0.475482725210835	0.889888724530446	0.876502328671466	0.608926043146129	0.72738866679903	0.467728366178965	0.634375011225003	0.812196501063009	0.501214501893587	0.935500927778308	0.783128654246512	0.395821398372562	0.490053085191077	0.418299574139984	0.958840319584887	0.910070936130968	0.753695635818408	0.72937561174887	0.228491288736249	0.926726342771334	0.478019290397623	0.528605693878796	0.610166755927926	0.696168652203741	0.529216768059826	0.846297629890129	0.816484680081967	0.0831086796696707	0.268455397477159	0.880257578723814	0.158492135203147	0.552678514598271	0.699093282745949	0.512871127864725	0.882512446947121	0.350941350514441	0.880867795598755	0.897824881964586	0.767384290651562	0.747993817465528	0.91525117997709	0.632923592131518	0.842202367222459	0.917536576166746	0.782729679918831
STX4	0.762699103194596	0.726401057632323	0.712698769154049	0.826743021609624	0.807119844886506	0.880979580204706	0.728090907486557	0.856182694510978	0.880997597149911	0.888837043742102	0.838198866767257	0.366784204548272	0.856931946123966	0.806602896663565	0.784326717717728	0.77107355893187	0.894484832835889	0.799711241678017	0.91976000746754	0.770679299673249	0.784026231140111	0.922135395631381	0.858210826299509	0.123579212236324	0.752194657368548	0.766988112308046	0.6869524588102	0.849829596983766	0.844882408607694	0.246245332203157	0.674889435333668	0.724436437292555	0.842331891110745	0.867735486894119	0.419208212454366	0.874909248964906	0.886015926833061	0.815629336540034	0.860653030817227	0.874578802378723	0.835468257315262	1	0.887033964201028	0.742286913620987	0.835816094758882	0.818783873656381	0.855738277635939	0.760073442160071	0.235623178451761	0.877001718024297	0.762696939035847	0.782138549137158	0.607444007290621	0.558597808165874	0.862642144907296	0.746680376507391	0.733600053483159	0.766456339914071	0.790444747390575	0.721963676042004	0.899280524112985	0.839647675292289	0.8654207392584	0.105229469111936	0.840112350140693	0.913371486076658	0.899059595599694	0.18454854300189	0.373847460785017	0.909943818921935	0.448871449410756	0.220061840318018	0.776942566531251	0.736940207852099	0.715416316996958	0.224348723556615	-0.00640582791077909	0.826122596029973	0.624071264359916	-0.0542557494571983	0.673962829269013	0.643395351475508	0.850624532264331	0.801285718517423	0.875121975568374	0.617419413136337	0.582377694091056	0.812294728079041	0.839638430132235	0.568324265768806	0.769152822556141	0.847059222599258	0.791840791749852	0.703411927266976	0.626999413395224	0.781789713494138	0.563230389777249	0.567710497850556	0.694556606884061	0.67598634973337	0.839958240603411	0.731623012990709	0.832825248103291	0.867108070415022	0.639701113102416	0.791784643641555	0.796813619111326	0.795717890556689	0.761920576942009	0.652003377691882	0.772092399201431	0.854511919055087	0.730404004483962	0.922104718855723	0.855637378316069	0.610072766773789	0.682798584202866	0.683338247393266	0.891637249900743	0.869768216827572	0.819458356935972	0.833344860467934	0.537145703699888	0.902532078555704	0.575500472992266	0.781573083778866	0.694639679368569	0.481898911735137	0.71074444964439	0.842564792785955	0.870063126737017	0.356173141580331	0.488634229574719	0.889235820194472	0.440299540866362	0.71512515529331	0.735114977025357	0.723440789524837	0.69938875129576	0.347230217823556	0.870053148064424	0.811500503019904	0.890353233870189	0.818194984578694	0.899465334047319	0.754334874839499	0.882642221261152	0.898793124467375	0.862819865342964
LRP1	0.780267104454215	0.57318019165909	0.611416558672035	0.790230615569362	0.74447048849763	0.91050804883823	0.898721003462637	0.952541597798952	0.984615155184284	0.827275395287277	0.94103048064551	0.179292069645922	0.830934860528104	0.831695901433203	0.695031686531134	0.721768627337743	0.805474163533126	0.690472089907888	0.926972825428183	0.739150074729541	0.913972784238288	0.932513451148077	0.793898141675698	-0.080442648020648	0.714939697310958	0.681468858361461	0.696521599796345	0.83605613475498	0.878188775535814	0.36502279711287	0.499381351953605	0.583616317396132	0.863667074368237	0.901134278902516	0.637361301918805	0.874138523557744	0.958000406770475	0.768584886478058	0.92473721428391	0.874391908063168	0.93029080895324	0.887033964201028	1	0.77568235553358	0.830632557362517	0.923620302091082	0.858924586828944	0.902992442055713	0.0511013521529172	0.868826512171268	0.883995848899434	0.763909842061367	0.768575910157887	0.742821280663703	0.917884368246919	0.780816821789253	0.648521394970311	0.875131441804638	0.858203503834377	0.886085607329729	0.867771165310363	0.751562044671394	0.890392411201175	-0.00360012600902178	0.885622600106559	0.913640074998739	0.950439028326112	0.256556553714433	0.531451808992099	0.951113361246556	0.24416811556351	0.413337329301492	0.908745196260224	0.839199089920249	0.89606343376712	0.420161922673063	0.188195951065793	0.916215549670472	0.735746597133747	0.0935615020721467	0.623454061826813	0.804306642473329	0.704792036961758	0.839339722725284	0.842328004573752	0.72960276572358	0.507751873824441	0.79817896847619	0.796070174176603	0.693798225569679	0.756748300734652	0.948127967744882	0.694557078321843	0.681760625491487	0.777001964826366	0.842751437357377	0.391610971526595	0.684741456364658	0.598862588864353	0.641478855395003	0.714924670929725	0.702140745451589	0.918972547430081	0.849027228534666	0.444738108243373	0.828268703732192	0.876767492991062	0.674281133304291	0.775165287219448	0.471557908588829	0.722081539830397	0.862595894488959	0.588043163498384	0.958755907671591	0.837247101408083	0.533142941814567	0.675103334247233	0.505416743902951	0.94908022016592	0.944948624592315	0.785080325236087	0.83548724791473	0.316152700183157	0.924192381669012	0.595441838613921	0.687327508821345	0.71574607338954	0.663039391881057	0.663198212291538	0.89055751983044	0.843851476133496	0.251516148950536	0.352756770020108	0.948927212500959	0.31070241929192	0.692684572911676	0.703666557120475	0.650408806065372	0.859185866222608	0.341425668356777	0.875513660002929	0.886225513754576	0.842115600441614	0.791025880063712	0.927207291089764	0.680854879984726	0.919238840206353	0.913348321090293	0.866051004340617
CSF2RA	0.523855795811879	0.568232293896028	0.637181171514007	0.846142593189827	0.685698748692728	0.873044962951025	0.633405209492834	0.850475782961596	0.717727061421488	0.684340610292983	0.750656254079963	-0.00915927931056191	0.829794397886441	0.552511853442754	0.772249820656656	0.84924912145249	0.637787324070655	0.766458656589799	0.760788175665544	0.692626071515618	0.570848738246136	0.840021159723098	0.629156796885621	0.167168003298713	0.806555353744919	0.756952966869125	0.693532151045423	0.704183157776243	0.673857378443014	0.313516629604843	0.635982681876969	0.645717766767792	0.893570977408264	0.641151589349948	0.24891341698152	0.697763810914255	0.801489093080634	0.796159465675034	0.758468409828192	0.64862467163074	0.794867354789553	0.742286913620987	0.77568235553358	1	0.72688873500567	0.747529807692967	0.80548856957936	0.715199443817494	0.0310451994003937	0.833994330494212	0.818435009464664	0.627385526784123	0.405957003663191	0.399532038627172	0.665417257656541	0.530260803165989	0.755709165001511	0.572539856046126	0.722837383477597	0.559483782629304	0.765054911958467	0.671685117779931	0.759758658332338	-0.0571756832024166	0.863461555686011	0.814500835835766	0.832115958002672	0.0921080670510906	0.13500306483023	0.778852517595904	0.438286494008224	0.0550239330927351	0.536369699472756	0.539462906167468	0.552485115809323	0.0218768459334966	-0.204083767461275	0.843734957953376	0.352497129176367	-0.191031874497818	0.76598810892868	0.475547551321841	0.68806854764499	0.682821752597107	0.758626064193956	0.335382952834143	0.63854804491883	0.850191912506041	0.698024847579688	0.271376026476444	0.526702466789486	0.693119889007148	0.728909815185684	0.522356469084959	0.437328025269582	0.673084242827817	0.446734450785606	0.379644976497928	0.709434042781198	0.692033566654587	0.682351312471012	0.572523578182726	0.727615091070986	0.648174534290576	0.64571009352511	0.649192452738488	0.680687159029951	0.587457782217984	0.574483589315048	0.578570324969382	0.66449097664019	0.835431524372876	0.557641066328968	0.846713245389097	0.836551941330253	0.380520340564256	0.436367286743152	0.461057776726159	0.788935546120535	0.719630929888121	0.774425769768958	0.624027538770121	0.415110249764165	0.808661722702594	0.431916141670362	0.598974866932903	0.580492756713795	0.395018046138707	0.480836220216048	0.788786392568699	0.792024173116964	0.151622820100041	0.247832620818571	0.729135619918286	0.275917469587463	0.506629463832158	0.8337614240806	0.585248145047642	0.581074791451692	0.370266611747835	0.87274634994996	0.859626350641975	0.750114255421016	0.763369875272869	0.810960251627339	0.642908706822649	0.751491972533761	0.82292377857625	0.718251241639659
CSF3R	0.71636911664341	0.715242595911788	0.74500045855545	0.806441728247042	0.739785801590616	0.793364179672552	0.676436343685808	0.786903586678689	0.824433019995162	0.820974447367759	0.766437553301362	0.362233274567631	0.832706196991763	0.726022383419595	0.75720790086841	0.761767912250976	0.815305798936556	0.753100178332565	0.856327834106044	0.728262011410551	0.742935844603821	0.860904010932699	0.750999672663635	0.202545273778208	0.671741746650721	0.713670851135655	0.659033577631986	0.777954597515956	0.783547927184382	0.240872930247635	0.716426980965353	0.702102420781081	0.75168295704563	0.772428698943043	0.376813271794748	0.818928088483894	0.806505646758919	0.774595719931224	0.81817871308404	0.847907861738564	0.74266603216928	0.835816094758882	0.830632557362517	0.72688873500567	1	0.723203248829226	0.776351060011953	0.683150329042474	0.275133898100368	0.812514266808597	0.691412612425809	0.697994189713887	0.539088409403605	0.485847082369606	0.844674282465418	0.723114964104787	0.729000951827691	0.728613957204345	0.756031401318912	0.650712726229163	0.822912743838187	0.829574981233367	0.805688575039163	0.17597065131371	0.812510590403101	0.841037566095776	0.809768211926521	0.122394870142237	0.31268440437139	0.862962413246059	0.481024263856622	0.23124622497438	0.704427511022292	0.690768741380186	0.665208274441751	0.199284064118385	-0.0332942085910705	0.767993892130391	0.613565850791079	-0.094343636527862	0.608738213253482	0.556347450650424	0.775344569262418	0.691640891406575	0.816350877677903	0.563696058048764	0.618481501800634	0.735950186618669	0.694676956841919	0.533769639948218	0.705187943527766	0.796676910280722	0.745321574123885	0.628987648338168	0.61538517471412	0.667231306475062	0.641495947346141	0.666840042918745	0.652594384843366	0.65203174753305	0.778017778340323	0.678903382436998	0.713582460453352	0.762352562127039	0.609784339855267	0.661843271335004	0.667218080053185	0.712682083248752	0.72640244433252	0.612025100617219	0.683048071664954	0.794161535898005	0.633685905080579	0.822942515446554	0.833222678328326	0.553337975463315	0.6547331335641	0.653127889932304	0.808874517146058	0.798338320634935	0.726797771576512	0.822787034682469	0.484464859797721	0.847099871366152	0.630345722413959	0.781983427790112	0.608113819977148	0.425047161192586	0.661296783532772	0.764504890501668	0.827354847899785	0.310970574513386	0.465558401880709	0.805178520385355	0.381650037967049	0.731860651981125	0.666106647243432	0.730116436214972	0.612208507637297	0.348159278231944	0.790019903526775	0.730931051545265	0.821518844645849	0.749360001533976	0.826821116351712	0.632195910111023	0.824904212326377	0.820820270850061	0.794517213285879
CD63	0.640386856916216	0.359325249913862	0.417114141590134	0.66687667634595	0.635588962018845	0.871037019126474	0.874195081215395	0.921695833876571	0.918696038566385	0.684853533052881	0.975965773169468	-0.0170536941451012	0.770161845689884	0.805875933146845	0.561705886371918	0.622611219664017	0.720139889575205	0.567041829055326	0.821655006410206	0.598910333145277	0.895992247454802	0.821660557108291	0.640646869042036	-0.242000084346411	0.682700471298373	0.543398021616771	0.643169047265155	0.708446670386782	0.756386753929437	0.394363507273757	0.34529435327271	0.437557614217613	0.877875262781346	0.888245774045587	0.711660369981545	0.70866247573134	0.910334617536155	0.642879734266819	0.818869497774367	0.723831506604519	0.955217061610343	0.818783873656381	0.923620302091082	0.747529807692967	0.723203248829226	1	0.734585885376425	0.917676680732239	-0.159150749395568	0.830993981643847	0.904902061138523	0.621815098005275	0.726693265509257	0.816158417175707	0.8661039437441	0.69797684441319	0.491481067666629	0.856650144408641	0.813273701482902	0.880598986686731	0.731616654318039	0.546346961243137	0.809674947610783	-0.0866590546639703	0.895693141974575	0.888680591263281	0.956368048012246	0.18583830147662	0.561364529570456	0.827877257140201	0.100797744575005	0.45954839871211	0.820042647500286	0.760473343119374	0.855724964206345	0.405000926838379	0.233991612786222	0.859134726659752	0.670740374552604	0.0945889628621686	0.600331730136815	0.846129829027291	0.566714142116006	0.789347887202234	0.693343100716574	0.717771756691004	0.349923974374642	0.796598364097227	0.792323312739865	0.642895522734403	0.607740418166385	0.91767522293185	0.550442036146613	0.643263056268944	0.75426901496114	0.789785150261639	0.17992055027607	0.610277581136788	0.56539621771401	0.513876204072727	0.550942669395773	0.469068805793614	0.945192533724826	0.756527268586872	0.39163451662199	0.900820344745001	0.87293342330121	0.517054518047791	0.665618633000911	0.426209884757344	0.581484475318408	0.781910048354728	0.418972407215418	0.914604258624307	0.732919324215308	0.409431156777571	0.471101417204452	0.297775712837294	0.934902721694733	0.9237831667047	0.71698613472706	0.719149675314789	0.132117675845307	0.919268783803714	0.524970982363061	0.483374129803042	0.647771046589782	0.805875060005447	0.551623538481882	0.814206876802708	0.728966627381234	0.0866466806628904	0.267725470314763	0.830319531245799	0.131572437422698	0.52936630946395	0.654533035671995	0.443368180516548	0.93494578799022	0.263678508271178	0.848102255082808	0.908475610766108	0.68469698587507	0.688789579494696	0.875606134404959	0.596818108581192	0.807396973512194	0.90010406919509	0.706378089424691
ITGA6	0.617305685995605	0.759923932567167	0.802089532761267	0.943690171101225	0.885312250450617	0.921736291093142	0.643140119511605	0.886509852719418	0.834920593798912	0.901565841606771	0.770507873840687	0.301524273995197	0.897305467651589	0.705575566435184	0.904009187314127	0.828619484394396	0.76514065242125	0.846544437211723	0.903168430455544	0.874920331643256	0.657184336402332	0.940839360360784	0.872542545718793	0.195933153127467	0.887035678347029	0.876794648791854	0.805392452270665	0.914517462353468	0.795608992857201	0.0975196838967669	0.732454862186711	0.805328944735057	0.878868572700305	0.749331934736047	0.223644547555248	0.815890962495301	0.878980978676142	0.915068514077686	0.861170961475304	0.813700777937625	0.794633103326027	0.855738277635939	0.858924586828944	0.80548856957936	0.776351060011953	0.734585885376425	1	0.664248047857931	0.249983819525385	0.851212611560711	0.74732892684262	0.916079124731003	0.46677605066087	0.376763228187304	0.745840844414229	0.722814459665918	0.866859540224345	0.592919642149599	0.728382641769033	0.613912876247948	0.943295407561226	0.860660361955724	0.828219278688901	-0.034079953477273	0.793825921667545	0.868939956009635	0.857027999921535	0.0302270516695094	0.118877279189641	0.896916785347655	0.582371542108928	0.0137725222863284	0.701959750927166	0.614897901423961	0.65354469820684	0.0555843838461985	-0.213870604355085	0.862860506426671	0.474561056463552	-0.21616219061777	0.838713082211259	0.511311498673266	0.833630515352476	0.732553681000834	0.908782046757345	0.393858706092537	0.681100337817873	0.844260116167713	0.801688305420139	0.372557975483086	0.821259653182807	0.727589786707474	0.827338969516872	0.689732613499218	0.445811486655826	0.681649544350934	0.660643061082075	0.503542053215278	0.72008370221633	0.838711474854323	0.852262131150588	0.832071900683539	0.7645310856069	0.819567079304905	0.687732243444528	0.692044506924914	0.725021871093325	0.829052474603881	0.834462542823295	0.71544061670826	0.715348299185082	0.874600737954518	0.795519444153591	0.883935529992219	0.937190566028449	0.534700301040328	0.671130478672523	0.673532651684223	0.846972180818747	0.771110126551553	0.868812446138397	0.706398607093926	0.58466848427963	0.837506932457364	0.641337070291232	0.739736983641529	0.715653052410777	0.318554352425914	0.638626993567596	0.884907225467181	0.895295598248582	0.364520056205028	0.39518047195668	0.892306246758241	0.477315744883953	0.739216368375963	0.891800255320411	0.786192590462777	0.553906799197782	0.484830181119333	0.918210291955179	0.848089364312493	0.895780962144471	0.874018825693075	0.915931601664824	0.86018338744575	0.894068144045198	0.871636227692136	0.896539580137105
