""	PTPRZ1	SDC3	FGFR1	NRCAM	SDC2	SDC4	F3	GPC1	PLXNB2	LRP1	NCL	SLC16A1	PTPRA	EGFR	APLP1	ADORA1	TNFRSF19	TSPAN12	NLGN3	TNFRSF21	ITGA3	CD63	NLGN2	SDC1	APLP2	EPHA4	DDR1	SLC16A7	PDGFRA	NCSTN	MET	NRXN1	LRP10	LIFR	NRXN2	ITGA7	NOTCH1	CAV1	CD99L2	NLGN1	NOTCH2	ITGAV	BCAM	LAMP1	BMPR1B	LRP6	RAMP1	NEO1	TNFRSF12A	ERBB2	APP	DAG1	BMPR2	RPSA	PTPRF	CD44	NCAM2	INSR	MCFD2	PVR	ITGA2	NRP2	MCAM	LDLR	ROBO1	PILRB	AR	CD81	HMMR	ROBO3	SIRPA	LRRN3	DCBLD2	CDH11	ROBO2	ITGB1	LRP4	BMPR1A	FGFRL1	TMEM67	GPC4	SORT1	EPHB2	RXRA	TYRO3	ITGA6	MTTP	EDNRB	CNR1	ITGA5	CD46	NT5E	CADM1	PTK7	ABCA1	PLXNA3	ITGB8	ACVR1B	SORL1	IL17RC	NECTIN2	AMFR	DDR2	SCARB1	CANX	ANTXR1	TREM1	CD47	RAMP2	CALCRL	IGF2R	CHRM3	GPR37	GPR37L1	IGF1R	DIP2A	NRP1	ACTR2	DPP4	F2R	TNFRSF1A	TRADD	STX4	TSPAN17	CD9	PLAUR	AXL	TSPAN5	LPP	JMJD6	RACK1	SMAP1	TFRC	CXCR4	CD74	TSPAN14	C1QBP	CD82	CD68
NCSTN	0.770931014292858	0.569993140672455	0.737227153805217	0.890037826052349	0.767152590576778	0.634837018293697	0.784838792113263	0.882096827061026	0.817824649524448	0.870621352805239	0.709135903756965	0.688833088540444	0.872378461679292	0.378979047419487	0.903329017347382	0.855638228005357	0.756242416207371	0.0689217175083239	0.12297367942804	0.712466779771311	0.726190012796456	0.814559193946661	0.791766415378328	0.808102266018466	0.837674473615083	0.802707212294201	0.401637093268897	0.854128210367589	0.197459574899104	1	0.770490300272607	0.413288749582674	0.877833007406916	0.340682090342788	0.477713480706629	0.848453398111317	0.741287529364187	0.452382779461293	0.866181082971877	0.558192575799802	0.719811665098157	0.878221368596692	0.770674258579748	0.829224096459539	0.264016395774237	0.816287879902683	0.475737424811184	0.779780423641373	0.683265014835035	0.797826584625769	0.926689531545883	0.781725218865096	0.775056658648938	0.678558210898674	0.68838582895619	0.798241934890271	0.322866884479278	0.742345701946991	0.825735870604927	0.836575674866388	0.560195794385742	0.853536723094736	0.491724658521952	0.854498959786849	0.757557384081257	0.730973834836282	0.705300231106516	0.903633698701453	0.162619972631477	0.51648206991775	0.82475465733087	0.74089486935145	0.83786353785029	0.808103595937819	0.135158156733158	0.749045416551581	0.262430587878191	0.642331061313369	0.640941371494724	0.734563337840662	0.683790488693193	0.800728527537771	0.736623886484059	0.891220371658491	0.452862700297955	0.31656418614583	0.486692595058064	0.250709054913962	0.832690412256853	0.504868646847732	0.851253418764246	0.504928211452785	0.565983302770914	0.670625491283041	0.869458064800077	0.72919060864408	0.724399606534376	0.827902111834298	0.756715113760165	0.807944003049241	0.855482168722593	0.823680472950793	0.713847422711575	0.744719837107946	0.895056798676018	0.625079050291277	0.302514379795117	0.763523652913472	0.626257079017833	0.737557681134209	0.835035746917365	0.526918973001414	0.793044623158349	0.083622228015005	0.749926934227182	0.794662063380235	0.594260128048513	0.841463673361409	0.78509699576455	0.795053126208009	0.845426455007942	0.788688592686421	0.823590087406337	0.677509201331045	0.639704685937507	0.479991374466015	0.707675023752702	0.532778317608437	0.860444724199987	0.594232380841706	0.736877920796901	0.686266069631969	0.636655926529995	0.29458398906905	0.360255142938855	0.673038117393367	0.708798169847951	0.558888060421581	0.445208598860962
MET	0.509479460925714	0.176242788276181	0.377980725168721	0.905784604850951	0.514072751065254	0.803142288860092	0.546079502771798	0.824965349909216	0.900104405358066	0.846659117933679	0.370070749768345	0.740461323955135	0.597943177699357	-0.00407913700314864	0.63838359620798	0.821885199059762	0.417465312882557	-0.404251695805994	-0.395981369311847	0.393781682885105	0.774069362407762	0.630421454882959	0.766492652735013	0.807258212473148	0.528909154372922	0.923008275870916	-0.0714950710299185	0.814982685208893	-0.26321353850917	0.770490300272607	1	0.0807575522979883	0.743690111912072	0.191113492768221	0.0549844260338711	0.67344354930581	0.438880656647952	0.648242860413522	0.683981563691649	0.0995621760113016	0.437815606684161	0.678292282599211	0.53753248036718	0.495221181342197	-0.145121665565044	0.618338493024603	0.035875689941357	0.670471139733927	0.493676882538367	0.781009697137904	0.791906357255418	0.450143301282959	0.641496974203172	0.427699547011207	0.754137877074172	0.735237538873693	-0.00853256222847042	0.633124899927949	0.621854777599403	0.789835022664105	0.62357662082943	0.734882497875619	0.311972886492708	0.802501307449721	0.600388924467956	0.596638631666517	0.379820400565379	0.771397714080125	-0.156016295020797	0.380833724058738	0.816938486525546	0.416933584503039	0.841870539328119	0.847819971118458	-0.249037713295441	0.714751936082491	-0.0844471219086386	0.301354033562985	0.326367218909341	0.659055838189077	0.444128836879835	0.539417265399362	0.566990603617798	0.755483414628167	0.132333366995952	-0.0613502681721322	0.187629468899067	-0.2464830855847	0.773294228549332	0.712667182890985	0.797629567401599	0.573861506062895	0.1135856538147	0.554129965630653	0.907360332959119	0.844094342597777	0.36937708664651	0.909858625146462	0.703699538555557	0.640646995505101	0.685682345989192	0.767090118706273	0.682411565755581	0.801584445497395	0.730382948539897	0.35735868639372	0.519009997945102	0.540005123096467	0.355929872569129	0.586114714147114	0.887614504099085	0.300617856271585	0.886513907904386	-0.25562862766683	0.612112401322117	0.751986960007352	0.75038832593211	0.625636309218907	0.901162192852258	0.662017041761973	0.695259396588676	0.688855280436395	0.662468501131965	0.473015280198267	0.346102658719802	0.571708872720865	0.595837844001414	0.122408211700671	0.852085203626657	0.43430237257936	0.553258841121153	0.346551318946032	0.669517609688536	0.358457758808124	0.309734622765495	0.431691881889921	0.423512774115359	0.53572196877309	0.487768766260899
NRXN1	0.752639035128944	0.644951922195835	0.53620010520146	0.204763203845776	0.306850671657338	-0.194705398760575	0.408501177680706	0.187923335679177	0.17448183633613	0.345097172279714	0.424711344163528	-0.0374726026413224	0.594464241734801	0.637382542450907	0.436633336923916	0.343423030268298	0.5311169967527	0.4906742784046	0.630093052402883	0.39115759396764	-0.0239427504787678	0.312006976244436	0.294204272206209	0.287287728943914	0.43180006852279	0.143186337949243	0.808193258201408	0.208566219747546	0.39451200063171	0.413288749582674	0.0807575522979883	1	0.272393197476608	0.547350364222321	0.746939261264926	0.464357871582055	0.671606124488752	-0.283856859777793	0.451918466307908	0.777930047776413	0.478046293587312	0.413671083983696	0.492820512358076	0.473674543711787	0.634571990454026	0.520087348551398	0.479784664022073	0.437815959064336	0.100603648460022	0.365672448571921	0.375495636811679	0.664238786865229	0.326786678120504	0.206858802555338	0.0751378451829607	0.0355328023370477	0.713507148038581	0.387058473777877	0.236964344827801	0.190142310094539	-0.134447214395215	0.195291484102246	0.270016365714782	0.239393137332343	0.365255258937208	0.505195349877781	0.414718049645358	0.347473202057348	0.44331436590527	0.496732558481148	0.389079262912563	0.551676822263772	0.159315397641476	0.133419617184598	0.715303698865481	0.00926016547791855	0.630007405345296	0.3945019371679	0.398819222175717	0.301533848039409	0.344147128631496	0.608604178652306	0.270658693672403	0.456523833043922	0.566465722188483	0.649053006858751	0.225943996438307	0.648809805259698	0.417432855617315	-0.253232411850832	0.223660201173419	-0.235308832901832	0.585480842331761	0.184860497743984	0.166750577953821	0.204350412072013	0.705277641305467	0.106027578026633	0.352454182931652	0.268006403142807	0.184496738984807	0.25335724417984	0.0368722992244919	0.0820475647400864	0.341399622153682	0.327119546639824	-0.398353604641015	0.270771363594019	0.329408204637519	0.463037389863814	0.128266013607443	0.157589946100371	0.332554470880322	0.818335737133142	0.341237509075752	0.363718764282673	-0.220632380663621	0.270373673922648	0.155904913450116	0.313633111332647	0.227417562988586	0.156081881644181	0.236744698417155	0.186213913770496	0.351994036233728	-0.293491245065541	0.255858174935816	0.462870731430343	0.15715401791764	0.0374261576810718	0.154754094404606	0.44982547599721	-0.0207379613030951	-0.242045097788859	-0.0807414615845721	0.392840404755941	0.256734761150596	-0.0658089255117536	-0.181949344605677
LRP10	0.652942442940758	0.497208779128173	0.726751638786649	0.871201198110716	0.816703920646537	0.72742486293202	0.796977527126313	0.937688364848003	0.79567177212186	0.801623973414318	0.783388121685911	0.745554042856738	0.858737949104919	0.293156831816764	0.876373305332572	0.785565650978133	0.698518551439711	0.0987563352377502	0.0838867576856765	0.745823345249285	0.845408600116945	0.90803781701343	0.782474763346146	0.732855615184112	0.868610771244842	0.780974750219909	0.342279085090256	0.891714605398255	0.184948440283643	0.877833007406916	0.743690111912072	0.272393197476608	1	0.351917698395017	0.41867129732734	0.805590201560071	0.693733947031599	0.597917292560359	0.833427115290643	0.480001199226076	0.704526183339798	0.933194899783003	0.717826380775616	0.863704256671311	0.239624699346187	0.772914021871772	0.552556115187083	0.812829904677929	0.853182922211291	0.709905806262647	0.924863684928879	0.764401895525075	0.795305227770866	0.816683238804124	0.740454589102355	0.911969065058085	0.266269261795201	0.738155973722011	0.917329020385045	0.81697572502583	0.68959225097742	0.912532921012917	0.499238924287595	0.806510921765496	0.780972865288325	0.543507731777821	0.719791423985424	0.909857761415256	0.0230696510881267	0.553778429643552	0.739329382690897	0.775065592569329	0.883865814242755	0.841399733875933	0.0825325386643229	0.810845908894843	0.241105234853744	0.692401552294402	0.702905198857179	0.590697206352746	0.738488138037366	0.713583810302056	0.8056342047566	0.788911986532044	0.331610363551727	0.330676602266814	0.632985681348048	0.250620849648329	0.762903764236798	0.599104381815319	0.844818665453447	0.662610933217391	0.56915794332103	0.630305543677648	0.894345118033727	0.641516799702101	0.699460474898304	0.857771846671389	0.724076959151784	0.875705212464127	0.923390137022177	0.883120102523258	0.719613180516289	0.742202933482359	0.926126407612326	0.690930231583159	0.417519375657014	0.88016397327242	0.759239698627784	0.718316671805657	0.795183894566473	0.658990445145949	0.712341328363943	-0.101375323578813	0.786128603119891	0.678778190977967	0.686349977369832	0.895577173992414	0.760869609973781	0.763098218104204	0.922249293421098	0.911063738937943	0.891567890302894	0.794123859091958	0.735738703601925	0.611394107916176	0.809134680915213	0.601164269423257	0.921710634672726	0.676472508103761	0.880023760532322	0.75879763643548	0.694655151975807	0.371090479865264	0.442044362795656	0.70109200188758	0.831721883154344	0.608046896761492	0.524985699091553
LIFR	0.593646104389932	0.336370087598987	0.342162317015508	0.319021164468283	0.285712915585345	0.0398938677506765	0.509467555277032	0.30112243130581	0.318592190443577	0.464510939986525	0.151029110831956	0.00791360624142454	0.419435030535285	0.0841865757677028	0.317072690298313	0.457408721525824	0.268893199704363	0.00325808733698126	0.235001323977868	0.368672707282563	0.156305717748414	0.232310866790294	0.293748719706815	0.291194550519942	0.237022478150505	0.168749460949877	0.430658744785335	0.376947933420097	-0.123792307793654	0.340682090342788	0.191113492768221	0.547350364222321	0.351917698395017	1	0.467489048102886	0.31620474828087	0.468565588127149	-0.0462321404855178	0.394644109263254	0.427645892211934	0.168074634220598	0.404702283000622	0.299073274374203	0.317898686379382	0.48000135821534	0.263899768249402	0.224072283213168	0.505777004736097	0.13381142035641	0.342718561962638	0.376798245656061	0.472968993388888	0.345107862455872	0.0590295577984409	0.279921729417344	0.226752832536445	0.291574411801797	0.365256565036613	0.194715673641236	0.161306902249182	0.0316639312312681	0.217016186855048	0.120724868641708	0.29162874209911	0.211465626193548	0.265671230539184	0.307034238255719	0.484799383458732	-0.0656117423627365	0.43919076213776	0.453316870462833	0.424130594957863	0.23285084715976	0.262107727550524	0.15040681318274	0.102768085674732	0.559294054139216	0.184554469713812	0.487338928835381	0.222841325252871	0.350432351895402	0.443388823678775	0.222195246909748	0.39465479431771	0.28634919954007	0.607851894673985	0.318616504678936	0.313676463487713	0.432555966682642	-0.0360465787493399	0.240128708934997	-0.0318675698115985	0.220333126575804	0.237648087356337	0.268110805654876	0.249128000636699	0.391731670141852	0.265193428049689	0.384361053953863	0.349520287632671	0.203152541950474	0.396435977931926	0.0959820683414425	0.170717769403468	0.270108243253322	0.326069298783812	-0.14156274784383	0.188236521547515	0.185156371921588	0.502812283713877	0.218238978386381	0.117297884026811	0.376533500340549	0.388158347799423	0.202134606907676	0.218571549450035	0.00261670537433253	0.200198807513384	0.159817405610999	0.208995406114017	0.273905701525767	0.235064030801785	0.248554934152661	0.131948686669286	0.0860153205178414	-0.0688981273015215	0.353425052652729	0.160990094810783	0.276657093911757	-0.0601232598718398	0.081083630931938	0.20373255466779	0.111423437802398	-0.151120762988193	0.0120877948358553	0.227159165072608	0.120215235157178	-0.0935060035061161	-0.0240373203696445
NRXN2	0.686608429816848	0.695257580499005	0.708709891371867	0.291079708053686	0.418079407147314	-0.0349783334084597	0.533005768916378	0.317519721278305	0.195078909717566	0.392938081060187	0.563041995041413	0.155610190793854	0.677762643017847	0.61353492028492	0.548784622436005	0.310236221001649	0.603732504666617	0.549541961908927	0.644095714692483	0.488548512434836	0.191829853728786	0.422208948693835	0.368685881575508	0.307932082220279	0.590134857303195	0.135882239102318	0.806411475986506	0.356817173655607	0.472772757450388	0.477713480706629	0.0549844260338711	0.746939261264926	0.41867129732734	0.467489048102886	1	0.542162579671876	0.685647413769683	-0.108821747855903	0.586655094252799	0.782298122927093	0.590495889001068	0.535431488018556	0.640489162330378	0.599010312827433	0.630117231778373	0.586382003969855	0.637981395892939	0.496790224835667	0.364351557235597	0.37883134362913	0.475638190029637	0.726466062007488	0.4536371368022	0.391747661266821	0.261293299145064	0.284943826763457	0.58481357676325	0.490467006990705	0.418749039303294	0.316852789128022	0.113900617598844	0.388418150626401	0.331196849683914	0.349195766656149	0.417278486475896	0.48250827042767	0.600776054500545	0.472915165088514	0.401408830578466	0.537644355530096	0.378807683928868	0.606140742657035	0.280513094446951	0.162961273730023	0.611781342000729	0.139827624888833	0.614769476695414	0.527366077740885	0.650931336004217	0.366229722853559	0.500481225633879	0.641341424560775	0.472237328973849	0.526526676483704	0.556445828431139	0.707258559629016	0.38886530552091	0.713815972051059	0.400660048199922	-0.147171172942077	0.315269219299721	0.00482392400679512	0.704795631880486	0.271697403410507	0.213524422014322	0.197738299623371	0.722308398290096	0.178679692112006	0.402044023035123	0.403995836409953	0.372540436480085	0.310542638574309	0.193068545715112	0.211256083721598	0.471079273958609	0.459579470761782	-0.22801988145255	0.450218726333499	0.439249834482296	0.481120139611362	0.253726948129398	0.412501399901857	0.188016465063847	0.604441901047325	0.482021582544073	0.43994237369067	-0.0450222471765504	0.439810601583024	0.0749513998719581	0.370659425606581	0.410867761526355	0.333717490540452	0.406703098491959	0.362150890800951	0.491936884496347	-0.076581178190839	0.31875287253272	0.633584129985462	0.309702554217126	0.251065019262242	0.348665232970702	0.607700632211295	0.209649068703201	-0.0684723393802304	0.0443208825372889	0.488433304866982	0.437993451751185	0.0868166814345191	-0.0341673530938718
ITGA7	0.844514709646627	0.664296496720195	0.756284782858812	0.852748575417208	0.669848636624209	0.450340942137353	0.744039420458911	0.863082766602218	0.731789884289903	0.814305309868759	0.720754967195364	0.585932978701432	0.906253280678418	0.29614364531753	0.854485666406614	0.813969913974899	0.745322684847025	0.152133568364526	0.225169965165505	0.71843736748263	0.714699832374678	0.847980101917049	0.746135468938214	0.846636411789793	0.839003998262293	0.717000206542762	0.485007417485015	0.764512835998556	0.147385995401962	0.848453398111317	0.67344354930581	0.464357871582055	0.805590201560071	0.31620474828087	0.542162579671876	1	0.804257948148227	0.304597737078704	0.869057201425181	0.570937514618133	0.649166434764952	0.819386722607678	0.836125914125765	0.809655238926057	0.33985779894745	0.821346449815975	0.618867536892555	0.743045987164161	0.706799962873558	0.75926196111031	0.904959788903406	0.862949551376714	0.732005170778831	0.620929848059175	0.656897107569859	0.750720295585449	0.325276635978379	0.783550870970795	0.760464881807333	0.854514039588721	0.542028541539234	0.878967945579007	0.485254990213814	0.850026105709017	0.578458489288206	0.719354145678042	0.649363226193951	0.821285140605204	0.0835405411025717	0.585027293118318	0.770968612310407	0.774608001847551	0.824385387162798	0.651458880393814	0.305948200292215	0.571754711059136	0.358584127855305	0.660967171948581	0.733598792376911	0.639548852804573	0.691673555414329	0.872901006961353	0.795396051642764	0.820353199373369	0.577775512126349	0.38993970801327	0.446232234181957	0.344116653162452	0.891723288280889	0.329639046426579	0.816848797936312	0.367552246297032	0.6377962901624	0.586618121542726	0.787026418863882	0.728272493073498	0.755491009919286	0.740746282382528	0.806879981856098	0.781044586860193	0.762538134737765	0.744889700029083	0.526196335153473	0.765575045858987	0.866327431907172	0.562664498309242	0.0697571330824738	0.705861041411263	0.694680953566424	0.767586533610359	0.759201921336586	0.68535438217262	0.759773540294274	0.0769242192368965	0.685269279398629	0.837098079753481	0.521947176191626	0.76152094279963	0.683853352076819	0.674565177408158	0.874122363594201	0.702126743003688	0.819575871002882	0.71145018026617	0.662378121501518	0.269187429913718	0.630359920031524	0.579639517798062	0.808539374458397	0.453088300478774	0.682478295014191	0.714968536989152	0.58980248052483	0.129448112522912	0.252873378458443	0.756101659053376	0.700655087533827	0.303507375072515	0.287478225996719
NOTCH1	0.837700831379839	0.746893393290069	0.777922429917062	0.622773990951014	0.642205756767083	0.228045233383944	0.709603423424365	0.658279899228357	0.564225652333388	0.650699974532442	0.729656603479312	0.422904680457477	0.876815120687181	0.492492283149936	0.754426972940678	0.674432951083108	0.738535566837018	0.38764927945256	0.464763905735205	0.660459862355802	0.495671480980469	0.708113625743546	0.570213021487089	0.66532878347954	0.767842057785615	0.496969132617113	0.661067220634431	0.594250802351103	0.367373769451265	0.741287529364187	0.438880656647952	0.671606124488752	0.693733947031599	0.468565588127149	0.685647413769683	0.804257948148227	1	0.152509990178499	0.74533284027362	0.756775742581776	0.678485438709118	0.733041500371891	0.76904927835066	0.7663767042337	0.515282121043086	0.72671499873396	0.660943343126251	0.694716248327884	0.545995321954444	0.660939092640197	0.777343684484987	0.872500576345606	0.680035886757898	0.564004570374289	0.490572155496102	0.519289151001708	0.535102025288559	0.696457670090664	0.650934357238037	0.626499933742478	0.323259145741809	0.655658302589818	0.511407610737308	0.643006671312007	0.560061857646672	0.635871778484203	0.649957824648733	0.689199310056135	0.319182352673877	0.526934476007865	0.633752364601516	0.756819257994149	0.601139489713627	0.518509881981113	0.467492640285356	0.450631422745861	0.482435049752756	0.633492623305854	0.706645305211781	0.572959786480332	0.605294832162435	0.808410505622789	0.676329814250888	0.742482920979119	0.566560261175408	0.583637777154238	0.449076831426538	0.538950475846452	0.749902798819879	0.146271601832489	0.63293380513582	0.173237126058973	0.713395234898568	0.460318968824807	0.580293169954899	0.524765417712421	0.785609813669347	0.516674047713118	0.630241400337149	0.639968251466796	0.640379520132472	0.618655420442748	0.354574206823168	0.539755618444867	0.7384514887209	0.616046748649241	-0.0988866198392742	0.630954459683663	0.658539149660851	0.703265343802826	0.566882858139138	0.524324376966396	0.5818389273934	0.389459860808708	0.668430207486739	0.668769773389149	0.265006039158355	0.674703653585457	0.497033168544085	0.623783423061696	0.677554966074316	0.554814464542195	0.662880425587604	0.625921785618995	0.646494085478589	0.084277687894398	0.597487486036834	0.645646097578882	0.641694679625899	0.392420768710895	0.563727958141144	0.72278699124187	0.393643912174688	0.0341673926084838	0.139190824552961	0.715330294508112	0.619353488914777	0.210468312362885	0.117259905433492
CAV1	-0.0212927922011224	-0.028819884000274	0.240770819234869	0.571438656147181	0.552840172497316	0.859178103272043	0.367890167219539	0.590965087355663	0.586121774761573	0.483761897795231	0.365934835866379	0.844916393417743	0.3086928972365	-0.0108670900361821	0.399939277341529	0.340154144818206	0.162765027316575	-0.276933616914813	-0.400173403572237	0.24786929697235	0.727676565443365	0.455778506816381	0.40583079788309	0.397540723056834	0.414728356751055	0.603860694060014	-0.218708199720134	0.621788112467303	-0.0826256930319548	0.452382779461293	0.648242860413522	-0.283856859777793	0.597917292560359	-0.0462321404855178	-0.108821747855903	0.304597737078704	0.152509990178499	1	0.391903041098322	-0.0758740053026256	0.434197065425048	0.49838401548041	0.309141069932448	0.329884700552751	-0.250547649346632	0.320742836633857	0.00117943069969199	0.431639131631016	0.522343163952171	0.392053696353694	0.538370247554123	0.171526308320397	0.576096067674714	0.531532832538066	0.727378266955322	0.669935500649651	-0.129577966505087	0.453166915453421	0.596456095774861	0.496702509970498	0.809301429207593	0.514916883663263	0.409899010818644	0.401458761563172	0.497300105000505	0.154651925078234	0.294358719189355	0.531884066518094	-0.106156406717143	0.174677426869582	0.371058879192057	0.142257891677963	0.647337207237646	0.680312130308864	-0.398856596923405	0.75900185682377	-0.285554065862577	0.188810710676532	0.140674883045265	0.340715484123344	0.386900215363928	0.157293732496861	0.466725492503024	0.415408171978568	-0.171248634676082	-0.173222991546224	0.229265056906614	-0.305905779964122	0.272423939328995	0.917812416653929	0.630466901068518	0.840527682625948	0.0418703673455197	0.487132521493529	0.634461218146577	0.446823956255451	0.078551065118509	0.697201552699617	0.31464957154615	0.386257142201476	0.643965307413608	0.600875381711612	0.657594756553177	0.669379658108222	0.581213443424762	0.349644170160547	0.86145068418293	0.54900533323587	0.345990293905613	0.347472365902584	0.638529906165386	0.322590080490882	0.345214985200857	-0.496937650907443	0.622612955382756	0.399988078286495	0.879507315412788	0.610068825592495	0.541544736656833	0.544425294618342	0.511799024577153	0.692729331553803	0.53758966994573	0.409677829221901	0.350727949974449	0.798985207416146	0.589669723515918	0.211882069269967	0.723570265912961	0.593336602737024	0.629643225259808	0.351946229685744	0.667359059467791	0.504833764153361	0.368320294173395	0.307193673747904	0.419761625035476	0.740859647623988	0.524656268290861
CD99L2	0.806273487765999	0.616171895929395	0.76913343830244	0.827468838922495	0.7362311792896	0.519225205956181	0.812942071678757	0.837837670649689	0.762109012798878	0.842309659392	0.710160890763651	0.624245424779905	0.866488071313746	0.31102993713975	0.829394089147433	0.818338581878516	0.731983642266916	0.116747077640504	0.183066665957675	0.726296395247999	0.699281429478757	0.807219151536559	0.766604480234448	0.805094259469916	0.807234740693085	0.700237061778551	0.485127988019454	0.803022566946677	0.145155672702326	0.866181082971877	0.683981563691649	0.451918466307908	0.833427115290643	0.394644109263254	0.586655094252799	0.869057201425181	0.74533284027362	0.391903041098322	1	0.545871185771464	0.679320396324226	0.856137110590009	0.840670119941421	0.806743661803583	0.374809071294105	0.794588724527957	0.549505280533858	0.805554143606091	0.670225229698593	0.806245957519965	0.904318718810317	0.830567146925644	0.788372559676651	0.631713972478302	0.66224479366043	0.756858465674642	0.295851220030066	0.787731734226225	0.769151164499705	0.825070980324478	0.558860173650897	0.822793258885423	0.47751778805654	0.823790203731107	0.640890700123052	0.688526023563187	0.671660423654967	0.893134391346659	0.0628692626251142	0.56495541446136	0.778180438732805	0.762978855094473	0.80434513837483	0.716290002970454	0.222242970081069	0.646214794282998	0.279937325125234	0.670968112306346	0.730032401923435	0.681307245188829	0.698504485583518	0.802014540241649	0.728774050195019	0.868199563990075	0.558427416492793	0.453785780502521	0.435005116938431	0.371789963295273	0.844587695138173	0.416762878636689	0.761319070738831	0.412939343247696	0.592824955094643	0.598954665579811	0.790315980640092	0.685639020451787	0.759585076858014	0.733818815280897	0.783857017069273	0.762247725756167	0.779051115910157	0.753932523036066	0.603158357906058	0.698556450618104	0.864657476908331	0.642925099092275	0.182184706712627	0.724698517503861	0.663610409255169	0.748402569796974	0.790752220334304	0.524471830927951	0.722165046803623	0.134989589822279	0.719628965533634	0.803577397247311	0.517003651720095	0.779542597008549	0.680427868804748	0.726864098664213	0.834575050016632	0.778920548136298	0.807045921076629	0.702913832533031	0.60846343925475	0.364221611751942	0.688482615920541	0.570624922800266	0.820775437711449	0.498893485663637	0.694245871158168	0.673176685272685	0.661887809736728	0.238591858595547	0.317932299792345	0.709822786074107	0.680213856010852	0.425267311683999	0.352798704623091
NLGN1	0.723185704575496	0.808548031331854	0.768696498330692	0.332230279475331	0.465255096629417	0.0457819323450083	0.577116339508173	0.379425906301625	0.215546647732713	0.400086284202685	0.702147015797201	0.209242613693522	0.755766182223657	0.762825366140884	0.667425542142232	0.39066118246115	0.772753162086626	0.686264065102978	0.736285859429484	0.556275141449718	0.239978156027437	0.530073833315051	0.352286452778117	0.339890736787655	0.711040821012927	0.193721606321053	0.880730460717525	0.350953289885514	0.676033392348667	0.558192575799802	0.0995621760113016	0.777930047776413	0.480001199226076	0.427645892211934	0.782298122927093	0.570937514618133	0.756775742581776	-0.0758740053026256	0.545871185771464	1	0.713344745014802	0.593272530108186	0.547863490939386	0.719268305488836	0.602524064662729	0.587309583403774	0.735448296046441	0.511055714806505	0.428010336235724	0.327954872059978	0.528560511953617	0.782758745330092	0.422835858139792	0.517755659057244	0.257829322513559	0.301565417165111	0.748169796765438	0.449315474606451	0.52860626353147	0.318694993038817	0.0989452704996214	0.403261018180357	0.278922474043536	0.341760747947011	0.45616322316897	0.500344437972059	0.646595849803296	0.473659031078342	0.652001665783972	0.457389687125821	0.40479350849284	0.692698894907552	0.280492090299368	0.209029648867297	0.649891663826946	0.173029161805409	0.598012720130183	0.616166110403165	0.594647078821308	0.392493557239155	0.616514773356404	0.691110619005099	0.533667143269496	0.506076781234048	0.574463479493984	0.610461643504965	0.476885385996391	0.7281777425902	0.447091738733972	-0.107135283192233	0.371093858805979	0.0811350512245348	0.857236480338876	0.22654569097551	0.293652629994764	0.180605438958264	0.795569533830426	0.257829956361731	0.377544429439467	0.45492016978734	0.470943649401887	0.450676535522654	0.153081436693742	0.199776294936638	0.586490435997893	0.570514612618165	-0.175151645755946	0.586583289763959	0.537370390193935	0.45039761821358	0.22351492016166	0.498891842914793	0.253622038394511	0.625691418767348	0.509996150701396	0.402690152446009	-0.0187325939023479	0.506589360260754	0.210816832081701	0.452482705330552	0.47782972497692	0.423216560001569	0.462422923708169	0.449653366710454	0.677059454707199	-0.0404737872359553	0.349813645779125	0.758107400625285	0.327867205768609	0.354593400651333	0.456800819364956	0.733937002371969	0.149560241606564	-0.0815128884663457	0.0456924819522652	0.511761475255328	0.559794553787078	0.189075024372192	-0.0111335628792355
