""	PTPRZ1	SDC3	FGFR1	NRCAM	SDC2	SDC4	F3	GPC1	PLXNB2	LRP1	NCL	SLC16A1	PTPRA	EGFR	APLP1	ADORA1	TNFRSF19	TSPAN12	NLGN3	TNFRSF21	ITGA3	CD63	NLGN2	SDC1	APLP2	EPHA4	DDR1	SLC16A7	PDGFRA	NCSTN	MET	NRXN1	LRP10	LIFR	NRXN2	ITGA7	NOTCH1	CAV1	CD99L2	NLGN1	NOTCH2	ITGAV	BCAM	LAMP1	BMPR1B	LRP6	RAMP1	NEO1	TNFRSF12A	ERBB2	APP	DAG1	BMPR2	RPSA	PTPRF	CD44	NCAM2	INSR	MCFD2	PVR	ITGA2	NRP2	MCAM	LDLR	ROBO1	PILRB	AR	CD81	HMMR	ROBO3	SIRPA	LRRN3	DCBLD2	CDH11	ROBO2	ITGB1	LRP4	BMPR1A	FGFRL1	TMEM67	GPC4	SORT1	EPHB2	RXRA	TYRO3	ITGA6	MTTP	EDNRB	CNR1	ITGA5	CD46	NT5E	CADM1	PTK7	ABCA1	PLXNA3	ITGB8	ACVR1B	SORL1	IL17RC	NECTIN2	AMFR	DDR2	SCARB1	CANX	ANTXR1	TREM1	CD47	RAMP2	CALCRL	IGF2R	CHRM3	GPR37	GPR37L1	IGF1R	DIP2A	NRP1	ACTR2	DPP4	F2R	TNFRSF1A	TRADD	STX4	TSPAN17	CD9	PLAUR	AXL	TSPAN5	LPP	JMJD6	RACK1	SMAP1	TFRC	CXCR4	CD74	TSPAN14	C1QBP	CD82	CD68
PTPRZ1	1	0.715570584481308	0.738899264266779	0.688679513226841	0.544356471003509	0.181630151146513	0.733261152245893	0.661762902944749	0.607909560360675	0.761189760667505	0.594859595759272	0.285669970437307	0.873316200544318	0.416397389296242	0.755984198126405	0.797207586167862	0.767065096172809	0.247132902420805	0.40196764256142	0.694637759460864	0.432171959955788	0.668029391442024	0.677497111772146	0.735418025750868	0.704742577877808	0.551835227231539	0.68923494733419	0.626374949476271	0.179993329548704	0.770931014292858	0.509479460925714	0.752639035128944	0.652942442940758	0.593646104389932	0.686608429816848	0.844514709646627	0.837700831379839	-0.0212927922011224	0.806273487765999	0.723185704575496	0.550613120098119	0.732214608576574	0.746510747534817	0.749853811224885	0.564491904610344	0.766488265047118	0.590790999087222	0.725314703841146	0.455508474059013	0.720431837295794	0.775288741687935	0.87671794068437	0.609486530641386	0.41210921431107	0.443791308868479	0.500509276316214	0.499172467069775	0.687833963182666	0.585949938571107	0.659001507026721	0.20481936273498	0.647846001454307	0.370479771998303	0.729322840721886	0.516539501989901	0.732806138995414	0.61579296551605	0.733649405114344	0.173250581297634	0.6338586621338	0.758109396927641	0.808605479784516	0.586374048760546	0.504320994899166	0.486667038634711	0.339571124238272	0.585871215776474	0.616786311149155	0.726995019586696	0.613765949370443	0.603260857506248	0.891669637560831	0.590673727534753	0.774960943266016	0.713572932436849	0.623214782937883	0.41043016855664	0.543773423782855	0.848226996325538	0.018257192430649	0.599210577392653	0.045894166369324	0.642400074560906	0.445065668668329	0.615271665834816	0.593084627977892	0.837772584630018	0.546994487357266	0.731069886547611	0.693849198665753	0.55494197469084	0.620463855848945	0.334553844026812	0.486782524533097	0.698605398616747	0.545921065960685	-0.216637814902165	0.535961503718344	0.544945774571056	0.722610694468325	0.56952565570882	0.450926606786666	0.730551935648957	0.460400890079454	0.521192168955563	0.69895176548161	0.159016512670592	0.562514649911286	0.547641022509747	0.562292900903668	0.686436874401147	0.513189296565888	0.625158111862925	0.537012929230361	0.529205397360135	-0.0285313742238702	0.510595490429179	0.515039800589607	0.600599527879747	0.225751026595617	0.433578803054651	0.603033417258311	0.330347919097854	-0.0644974612863841	0.0817934354838958	0.621798281357488	0.521684019105998	0.0814345354675416	0.0649757829173001
SDC3	0.715570584481308	1	0.807214176860142	0.395556771268242	0.481717860609729	0.0901899408762271	0.557564134051307	0.453128689720922	0.279991759775701	0.39242280969162	0.726983607883946	0.29035564789556	0.743281759291736	0.596870221244225	0.646083077284421	0.499690505915793	0.812926388810013	0.658460543930754	0.701274736318128	0.683299817997149	0.347944130043752	0.616204157886868	0.41915600012964	0.384581256132629	0.725908342702014	0.242186461594084	0.797972329136585	0.402087913696107	0.612686026751442	0.569993140672455	0.176242788276181	0.644951922195835	0.497208779128173	0.336370087598987	0.695257580499005	0.664296496720195	0.746893393290069	-0.028819884000274	0.616171895929395	0.808548031331854	0.568505697761307	0.553185723296197	0.611014498683921	0.676125816471062	0.57260606003275	0.571226397477691	0.800769183935468	0.542934229491906	0.473732521316043	0.416369913239269	0.552439647163345	0.829595333804994	0.444556373022333	0.548487920592737	0.297281234950383	0.332328264040479	0.529102277329096	0.447936098209499	0.553842155912032	0.458285218046229	0.179193004342634	0.473034180651631	0.296920814151578	0.355520394977513	0.406146539684093	0.481354330992795	0.658597510609485	0.472493334586987	0.500085334763541	0.436412644536309	0.421682627627158	0.72096058565568	0.32556458540112	0.225832789895809	0.579122223900427	0.204915715537279	0.427339198404275	0.708198103156621	0.655319048215986	0.400267276665563	0.537190705653997	0.674106434853012	0.555014381787386	0.513803090284576	0.67275522845286	0.515873980394301	0.537716965309584	0.700423108499706	0.508687412703473	-0.0223874967710238	0.381539556406958	0.143509963468224	0.807077588486772	0.240942715202202	0.314171984559775	0.226341307647474	0.791831704251564	0.311445255063163	0.39492142408715	0.49781244970086	0.505554509928592	0.477414207074941	0.150403865674352	0.310923058320575	0.609702747832549	0.502536141316455	-0.179063949274461	0.560117616812728	0.624998843595818	0.456346763023556	0.307054568198535	0.603062917821318	0.346809766756209	0.501733620436353	0.502692620728971	0.438751580777333	0.0499877600709574	0.484397177630894	0.349323485954071	0.404558366511057	0.531959751585095	0.42983079870431	0.511706191940545	0.564176942059977	0.702304288491321	-0.0719170091260666	0.377404870963887	0.73953561741679	0.395056738494456	0.259178729204831	0.493513514224528	0.720229398730059	0.153012820114111	-0.115154951837612	-0.0309644214235865	0.550012546081925	0.611283260969261	0.135457701784412	-0.0629969242682123
FGFR1	0.738899264266779	0.807214176860142	1	0.615642349912248	0.663818617905515	0.363313295111273	0.736450633378395	0.654444041806185	0.475384944552203	0.613238034562419	0.848477476968374	0.533389058395024	0.874126788126836	0.556336473045105	0.801413770117656	0.613785943615887	0.855312874758317	0.543360360224529	0.549397284633647	0.761788384784802	0.564081650923255	0.771847228502592	0.618024209783237	0.566998534291091	0.881985498560244	0.479290654021669	0.729322096357928	0.616452054555137	0.561396122380555	0.737227153805217	0.377980725168721	0.53620010520146	0.726751638786649	0.342162317015508	0.708709891371867	0.756284782858812	0.777922429917062	0.240770819234869	0.76913343830244	0.768696498330692	0.744993563896637	0.799948307344789	0.738068270431553	0.849492931445808	0.538231555357447	0.744737094948948	0.794297421440457	0.669757645956842	0.708764574896554	0.518911837662395	0.754134415951346	0.861510737331594	0.66422702232223	0.737637652417091	0.510257757468441	0.627353111021489	0.544396529115273	0.639113439813415	0.795141319466875	0.634517573343184	0.447293459180179	0.704599788694084	0.435757181079061	0.633530556341411	0.612049304475601	0.575511971628752	0.757074762373831	0.696086539166826	0.393418197667722	0.494347708397763	0.585011092798633	0.816843667163338	0.565691744249795	0.466731298274361	0.43861568416162	0.461842776387485	0.410304170039259	0.760886296836814	0.795713950052785	0.60553598637885	0.720567120274282	0.75973699338977	0.753083217825009	0.679234529955626	0.632779666859916	0.553231407058206	0.591400644664235	0.628532995097805	0.614084404511222	0.201858868431137	0.60686238705481	0.355885585993579	0.868135803410728	0.402825993689594	0.566502435847932	0.41353562969859	0.865549304026614	0.525835465968094	0.581551865286313	0.710161140753145	0.744952892744533	0.640846502316814	0.424640471577061	0.513979474070173	0.810096644243522	0.738014296183355	0.0761133978138842	0.794914040828467	0.721100904900903	0.601277609306786	0.529842479121068	0.664162097280091	0.433650661995748	0.311201970692612	0.712084763891125	0.611364559379417	0.295907506889397	0.73800973893872	0.463033553095265	0.62443524849627	0.760927320671365	0.667033375172587	0.703540506156233	0.726884879456876	0.822926147602157	0.22701111345764	0.547785550758593	0.833549955269773	0.639866690088378	0.604154578919923	0.720598664842266	0.845535174111666	0.452687803687168	0.16699405497273	0.207981637638378	0.672383016617487	0.785594250825146	0.377977567605638	0.189130699549191
NRCAM	0.688679513226841	0.395556771268242	0.615642349912248	1	0.648489796701324	0.753613164936298	0.727481579339422	0.940235954644866	0.897366079907877	0.915800956895328	0.573371171398924	0.774114128509751	0.79421315350121	0.127547344165901	0.833317835744493	0.896284079081506	0.612908066393417	-0.178269251289232	-0.153561243720772	0.613497013044905	0.85380499191045	0.795662089142957	0.802831177099913	0.883473168577469	0.750123062576881	0.903200475553321	0.169816508709597	0.911458549586088	-0.0828016292164922	0.890037826052349	0.905784604850951	0.204763203845776	0.871201198110716	0.319021164468283	0.291079708053686	0.852748575417208	0.622773990951014	0.571438656147181	0.827468838922495	0.332230279475331	0.577234459763165	0.843503670746953	0.695686505391629	0.724214751925918	0.0799565932009039	0.761224813619975	0.332732426103888	0.76427518913265	0.707686925206208	0.816682846845766	0.929487053529353	0.68465333182477	0.75045059064956	0.583690815247497	0.811753655857797	0.880286206738155	0.117517406368691	0.754263612763005	0.775037545623969	0.887359898053904	0.675163905684014	0.898502662521604	0.381488094789539	0.911612640370244	0.657560688240126	0.684326880956684	0.588641009066327	0.896178462796081	-0.0839650083808814	0.50637542540347	0.855975065560427	0.650033364588023	0.92490410634827	0.834557663709897	-0.0625842915772956	0.742472399289653	0.163754913900018	0.494698785179963	0.603625157724384	0.726591509433251	0.644926959315733	0.73283043807518	0.755765762872859	0.85449253345113	0.323100798272169	0.169234146877567	0.407300949608124	0.0264893528908524	0.878271107988887	0.607661971695763	0.893005736778139	0.606486403929923	0.382729414008143	0.628149704713809	0.954422363457735	0.815910058625091	0.584507362834714	0.930509912268949	0.791656534409518	0.809449417441119	0.831829453917615	0.845176299289217	0.714007923112987	0.855418966633577	0.87501654556806	0.525693815414897	0.421078989628283	0.709339825982427	0.54906329512621	0.73959995846274	0.916311428476439	0.55549704780358	0.859552659881211	-0.168684508215403	0.70999640382286	0.815765617247614	0.731132592948175	0.762719117122614	0.845436340729608	0.726022720345025	0.88016957205346	0.793894392067987	0.81902996495919	0.653531569693343	0.547025427062066	0.530445552740357	0.669236218822578	0.366182795597571	0.934364774883248	0.550900606923265	0.69347562249951	0.569006495733216	0.711531956261967	0.329989617084148	0.325725874824705	0.601214950728225	0.622769627701817	0.526146471608994	0.470030130536828
SDC2	0.544356471003509	0.481717860609729	0.663818617905515	0.648489796701324	1	0.514193925147095	0.740292635482429	0.749704635725901	0.667477786805745	0.645161109887086	0.789872739453147	0.594171740047957	0.753276128320608	0.369369965547402	0.742645839614125	0.583885978541006	0.665477946459821	0.207502468225969	0.210820039503884	0.756256517094132	0.587327922923745	0.771043747660216	0.58858537625416	0.594169597536483	0.769095799372488	0.59870852496611	0.373179538667038	0.711978683422872	0.320407979809366	0.767152590576778	0.514072751065254	0.306850671657338	0.816703920646537	0.285712915585345	0.418079407147314	0.669848636624209	0.642205756767083	0.552840172497316	0.7362311792896	0.465255096629417	0.710209722133114	0.807454256908333	0.708797772835336	0.794395656994792	0.304345025045837	0.672889624258255	0.536486816444501	0.647425154030629	0.686624490873153	0.566795519616369	0.810764256473296	0.691767336203869	0.788670206451285	0.78237761896307	0.530613826217563	0.709336864447296	0.289173926242317	0.705349966544412	0.839376661341117	0.65498787730737	0.576093534255504	0.740986575442512	0.767800128877516	0.618963455047691	0.748400373661986	0.502945906420299	0.671929173004414	0.795411214576696	0.143049270242267	0.408305882640432	0.558057953710096	0.658110109171459	0.714909895908244	0.787371658543049	0.177776218924048	0.861028573888788	0.234124176145601	0.648042896771052	0.592731657298591	0.485984025241397	0.660414526213892	0.663045334260479	0.627381567652369	0.680901467032591	0.358493552772034	0.386768839847878	0.505662958385076	0.345476501453784	0.559771736194338	0.544779488286496	0.751677010098587	0.516778676189658	0.537268162880548	0.734528409726881	0.669149943865441	0.498612442352986	0.641537700116883	0.63584978374764	0.561909615802607	0.713379499411574	0.860741261458904	0.689968980347533	0.73974182424872	0.635706315872533	0.788383848183119	0.769162504028357	0.296130538694272	0.791630232606392	0.750280843117569	0.688093458639557	0.652838259818471	0.50862598639457	0.516941205468966	0.0231994512584137	0.760151508398121	0.612364736539602	0.580316337201646	0.880362091894501	0.573713284515464	0.838571605079636	0.735823125437388	0.772954728201735	0.747068598028038	0.691030380699873	0.617440941763965	0.529906119470459	0.847576609751271	0.650620849393434	0.781518107545718	0.645083726237961	0.805691577680885	0.711827264185143	0.570562920062304	0.322722069431681	0.409628204673692	0.741667186051189	0.766809338146833	0.600536538670951	0.424838697882438
SDC4	0.181630151146513	0.0901899408762271	0.363313295111273	0.753613164936298	0.514193925147095	1	0.507996376320001	0.732500347455106	0.704516537019339	0.659206572798619	0.420704770629893	0.856838722860198	0.456175398748583	0.0427005299286188	0.587743461968064	0.564497277339282	0.349997807219356	-0.280974680063148	-0.371777519104927	0.388842416887733	0.821308152117668	0.587969923332427	0.596698753375084	0.522084856721921	0.544441614047373	0.765874850903159	-0.129476509846175	0.772916993065071	-0.0635679882067277	0.634837018293697	0.803142288860092	-0.194705398760575	0.72742486293202	0.0398938677506765	-0.0349783334084597	0.450340942137353	0.228045233383944	0.859178103272043	0.519225205956181	0.0457819323450083	0.480891990882161	0.635142063092869	0.357902472385145	0.464464613087028	-0.216304587752209	0.465136222972707	0.0929899048880317	0.576508628888876	0.629185690319725	0.518706275175749	0.656164464014444	0.292114200044542	0.548090105396358	0.572773516943562	0.816161462688735	0.804941374958374	-0.0563566725163473	0.472787386545607	0.696148057244843	0.645850690751116	0.78552546112934	0.674111101972347	0.189737570395972	0.594001247266293	0.618921493533544	0.317940095697234	0.434712041399183	0.667834278470884	-0.0868103892058055	0.245863295487459	0.582413483663934	0.314131308299127	0.730768974847379	0.743022237743389	-0.365853419440937	0.750818625502474	-0.199138077206982	0.335813984240794	0.300170922724364	0.478060093936098	0.487511054504134	0.29136983315386	0.562790830421878	0.562961673098228	-0.0739498092925765	-0.161315926507073	0.368469003394181	-0.241622164692496	0.449670205871947	0.87545602481523	0.71753746184992	0.880054990135442	0.14750633045941	0.492908024258407	0.802304973819738	0.582917518882177	0.245139933331339	0.832785692927356	0.467700327551662	0.576331377146506	0.726814807174273	0.757455480703063	0.713141539423802	0.715919969832798	0.709936070784717	0.371723115298447	0.857735422682591	0.644772457505689	0.336874256114568	0.371683553143996	0.749746997776185	0.40651537732844	0.5528774123702	-0.451556862997852	0.631558488215851	0.515873932107207	0.844918135751604	0.653727453666902	0.730080699728338	0.588539044980201	0.675144385432196	0.756423467818739	0.628005854086826	0.496077551737222	0.455958319666289	0.8259946329245	0.551874219040956	0.235306527433047	0.794185542087943	0.602878750573428	0.677664582969773	0.416148376258788	0.694231163354145	0.492421723900734	0.372003198172773	0.308799487900689	0.507946081468091	0.778221818736334	0.611389945604101
F3	0.733261152245893	0.557564134051307	0.736450633378395	0.727481579339422	0.740292635482429	0.507996376320001	1	0.800634233996212	0.677707622628479	0.802010890604994	0.686783623788204	0.531057691931371	0.820403122664263	0.296404386185272	0.786435368293686	0.718765689629184	0.720916600309178	0.156032193693759	0.254400840967935	0.760930891290333	0.669729833531547	0.742580859327931	0.679837523100163	0.693911157657941	0.769579554777154	0.590021835825997	0.514447548720505	0.735395034018407	0.224949651682332	0.784838792113263	0.546079502771798	0.408501177680706	0.796977527126313	0.509467555277032	0.533005768916378	0.744039420458911	0.709603423424365	0.367890167219539	0.812942071678757	0.577116339508173	0.668611165822911	0.816927322473037	0.685362941892995	0.794155859450913	0.403564568055732	0.676716488981397	0.573432650787005	0.785278702368709	0.66248095984656	0.681733684870504	0.828214584761901	0.767239744648525	0.660569555994224	0.598385118633146	0.666858355944108	0.730829284194456	0.391587476561246	0.682353016215745	0.763489030285739	0.677173445620781	0.580665752734023	0.72956283460019	0.376933452358419	0.731223883039508	0.665924637538869	0.538204471048061	0.657039380081789	0.844682974671048	0.122054602584775	0.505412020217856	0.728137572880065	0.768212959215002	0.686657569042301	0.713785701976697	0.188557556328738	0.640406497420748	0.348849801778386	0.64755294746562	0.794521550543447	0.571728630660657	0.794679836201435	0.736084108560212	0.661512146781923	0.731073897061739	0.501336492559039	0.483902196355117	0.530148565984247	0.399585126715042	0.722474517275382	0.441460177720531	0.670251686331045	0.453061480215659	0.607498944664693	0.659460595577534	0.713431357285947	0.579052563141585	0.683424961003999	0.676123230735547	0.661919156420079	0.758065656858348	0.740232093162122	0.792918858768111	0.556093453599884	0.624791118074866	0.812696917849867	0.719338980194868	0.192517182177943	0.706986144396262	0.589154543887016	0.606019651473798	0.678708816287006	0.545503750325308	0.587202735962062	0.0926806216544763	0.68639439346587	0.632002811265342	0.477173914840044	0.738681311071114	0.54321427715851	0.760683811804964	0.816301018425793	0.729468492452999	0.771239662572351	0.658360123403898	0.60280218440879	0.350571332774274	0.63272665700475	0.604716269819861	0.746679957332225	0.484425110356556	0.649761581799761	0.666256489394635	0.554984185680863	0.114887428848847	0.207813283442007	0.582084362773344	0.662667448294009	0.42934004679936	0.27037059442918
GPC1	0.661762902944749	0.453128689720922	0.654444041806185	0.940235954644866	0.749704635725901	0.732500347455106	0.800634233996212	1	0.86231570897588	0.84901397352311	0.693378064013696	0.753648573040385	0.822485672411776	0.139163807016217	0.854927166966987	0.84942227185102	0.662127699419508	-0.0487540520524993	-0.0421554832785474	0.692811306148943	0.904213475739858	0.89807399783061	0.802829756421668	0.843044765987823	0.815602622240171	0.835150942347898	0.228483378626922	0.898723040319371	0.0296602672793078	0.882096827061026	0.824965349909216	0.187923335679177	0.937688364848003	0.30112243130581	0.317519721278305	0.863082766602218	0.658279899228357	0.590965087355663	0.837837670649689	0.379425906301625	0.623038296804599	0.874881441370557	0.697728302921776	0.795122026995619	0.135688258379545	0.739919611990441	0.470509021251741	0.792900696991488	0.819602856979783	0.788921732686969	0.935361805022987	0.729274327494226	0.754103670296292	0.716369605290508	0.775598247184121	0.919604204554931	0.160020692011777	0.724150397767946	0.849348475503681	0.86341793241766	0.711673779122451	0.928291839289435	0.439939867702564	0.882671728926373	0.696585004680749	0.564697522025421	0.635707729254318	0.900458419314905	-0.0634409288073757	0.50441137742203	0.784191795972813	0.731126838247744	0.930650857486662	0.857697252799706	-0.0186738095854446	0.782908529491791	0.16333878780342	0.612469786665424	0.683903303593051	0.615905713635953	0.703605988878975	0.722338502446783	0.80547540296989	0.792703831119275	0.328126498799961	0.208721944778569	0.520401460621766	0.115180019529106	0.857921425848259	0.619028885209699	0.857210395433352	0.632329194231424	0.482254545258101	0.648927805926291	0.933258339006833	0.743440811760015	0.608755738108723	0.897151416706107	0.749150938160191	0.85637110269294	0.880275732632976	0.882019086626697	0.691309247407773	0.798580649079174	0.912983623818701	0.600032185490094	0.390411872219244	0.799082870530528	0.694295963976352	0.697709947721538	0.846206519542029	0.647324493673305	0.798770480107353	-0.218128515846622	0.727203427265543	0.742684810823361	0.723155327385616	0.834357573248598	0.806606196759318	0.747946309241315	0.936360562027142	0.868554260511837	0.876239699241002	0.770027699977822	0.658373671477263	0.552236331914755	0.719469716694371	0.483393685977791	0.934156933569079	0.600362889428891	0.810928805552635	0.662392991719413	0.693221196395033	0.289938037194233	0.350859753601547	0.658362514877531	0.762455243662995	0.531404959368167	0.473856961842926
PLXNB2	0.607909560360675	0.279991759775701	0.475384944552203	0.897366079907877	0.667477786805745	0.704516537019339	0.677707622628479	0.86231570897588	1	0.865280648126998	0.482413722095592	0.697327693615299	0.687652445579214	0.078655834689704	0.712441607914936	0.840273336220511	0.517312821798988	-0.27701439524179	-0.237734813487096	0.53049922917373	0.739145870024783	0.702447888297676	0.733545357587592	0.84278538942722	0.616197387809752	0.855903258964107	0.0692231585028372	0.853402179720782	-0.175706192421416	0.817824649524448	0.900104405358066	0.17448183633613	0.79567177212186	0.318592190443577	0.195078909717566	0.731789884289903	0.564225652333388	0.586121774761573	0.762109012798878	0.215546647732713	0.494786005665693	0.756866851397373	0.656250048287249	0.63226443554611	0.0175120417168763	0.645500821357445	0.192161753281619	0.730885577874971	0.550048755249612	0.823669210874227	0.862921296683704	0.581673658296428	0.724194702877626	0.505982475465241	0.697271830733652	0.76305998637105	0.0932995957046556	0.714328712684095	0.67881330579077	0.787352434047005	0.580776980878149	0.769667102848455	0.460780363591708	0.83592804375817	0.652731863032967	0.629936117856223	0.484126781122566	0.851879411716859	-0.103137636261708	0.397465332829976	0.82967491916447	0.543545806757541	0.851554916401987	0.895880150742056	-0.144431875039561	0.775367648146726	0.0563665170710576	0.377286497698127	0.481647069208291	0.660527581220384	0.511550512606884	0.651185766340381	0.55864767704538	0.818298006311781	0.2284568856319	0.147449494703128	0.241726807531059	-0.0602603867069133	0.820939491042008	0.635755581988767	0.794207784523869	0.49935537995396	0.228252927006431	0.67319365768119	0.908292813788817	0.798971067437776	0.469150979720843	0.864193816571557	0.764176061551396	0.725031392697403	0.743865613673576	0.792289665715797	0.683625833966575	0.781829161206478	0.780230967775238	0.512625346609589	0.377878472107058	0.606291372794386	0.470975095488906	0.70321778634687	0.879649216804381	0.352390412507885	0.866659189048483	-0.177561709654126	0.657165042977694	0.765052280584551	0.685043442095832	0.729270839663084	0.852886272192017	0.746431181958572	0.75180288976027	0.726457344537939	0.736809584015601	0.535736616580813	0.403063754956959	0.528432868229221	0.70859401200067	0.249110981432451	0.872467397894566	0.454190807210798	0.610088001858297	0.438844849204427	0.674234503923075	0.351342123750213	0.386048610959484	0.599406217352117	0.503638714824986	0.474750617495992	0.497827457008009
LRP1	0.761189760667505	0.39242280969162	0.613238034562419	0.915800956895328	0.645161109887086	0.659206572798619	0.802010890604994	0.84901397352311	0.865280648126998	1	0.492241922175823	0.654203712086055	0.785669472587499	0.171225710544958	0.783804386870296	0.857290021600256	0.601263822601469	-0.200000846280243	-0.0902411238698829	0.601128358030891	0.728119208974071	0.675478489577626	0.763843647975931	0.860887661293694	0.68273182934247	0.835682996767342	0.280735540727823	0.847306215898661	-0.103266888628779	0.870621352805239	0.846659117933679	0.345097172279714	0.801623973414318	0.464510939986525	0.392938081060187	0.814305309868759	0.650699974532442	0.483761897795231	0.842309659392	0.400086284202685	0.584378664805796	0.819704325891219	0.717758425216209	0.689353733245916	0.174254106085797	0.776225565591368	0.271350928250431	0.794189244413013	0.553012684474823	0.814124802456008	0.903007979715517	0.682131751823736	0.738662509698052	0.446689152222513	0.794638711477993	0.77723679021169	0.210916414898953	0.761706248136608	0.694427103794795	0.813468561593273	0.593816205877833	0.794858059962316	0.379210709136903	0.888470451603204	0.635100189850628	0.724190671523323	0.566282887667842	0.916645722272703	-0.0531169521587838	0.583178987437703	0.90710720216869	0.606562150350354	0.835685666410697	0.803689253055372	-0.00899019651021567	0.68345825766662	0.256459925127403	0.449644711062144	0.599012803014266	0.737672105891892	0.669788300029973	0.739288710737968	0.658691865359894	0.8819382909329	0.403046540514032	0.296760386054239	0.304530821147051	0.0833834385194188	0.84677350687772	0.53588639905637	0.840363679927939	0.477711386900181	0.38380123988659	0.68372937622883	0.875595231952507	0.844347221938897	0.593510648787459	0.867676294330469	0.807256157061021	0.734637538133024	0.734336862748474	0.829637090786783	0.683333015401084	0.81226730044316	0.81242666970278	0.569342302035198	0.334368763471245	0.604989334553145	0.420448355179948	0.72457168037668	0.883780061187442	0.398240023213037	0.824323504881999	-0.00477848401293571	0.684545556482005	0.839307720692366	0.650691825820647	0.722307665116319	0.756637607834966	0.756063287246703	0.797837241531095	0.712264493771129	0.753911036146747	0.517087334850645	0.425708207912565	0.450027488109873	0.652928444274878	0.328750029544428	0.858246926002869	0.448012914244295	0.560182591812602	0.49367736731662	0.703963028536855	0.249469151580511	0.288419654738606	0.554356536432397	0.489787579690416	0.475241632143578	0.403956776765139
