""	CHL1	SDC2	C1QBP	EGFR	LRP1	NRCAM	THY1	MRC2	TFRC	TNFRSF11B	ITGA2	ITGB8	LRP6	LDLR	GPR37	GPR37L1	SORT1	ADORA1	CAV1	FZD3	TNFRSF1A	LRP4	FGFR1	TNFRSF12A	EDNRB	TSPAN5	RIPK1	CD81	LRP8	LSR	ITGA6	NOTCH1	SCARB1	LRP5	CD47	IGF1R	NOTCH4	MTTP	CD46	CADM1	CD9	COLEC12	VANGL2	NRP1	TSPAN12	PTPRK	CNR1	RAMP1	ITGB1	VASN	AQP1	CD44	FZD6	SLC16A1	NOTCH2	MYLK	RYK	FZD5	ABCA1	MCAM	PTK7	LPP	FZD8	FZD1	FZD7	ANTXR1	RACK1	SMAD3	TNFRSF10B	CXADR	TNFRSF19	KCNJ10	MCFD2	NCSTN	ITGB4	ATP5F1B	PLXNB1	SMAP1	APLP2	CANX	ITGB5	AMFR	RAMP2	ADCYAP1R1	ERBB4	NOTCH3	PLXNA2	GPC1	INSR	PLXNA3	APLP1	CAP1	CD82	NRP2	IGF2R	LIFR	SLC1A5	TRAF2	CD99L2	PLXNA1	PLXNB2	CD63	ITGAV	KCNN4	PTPRA	JMJD6	DAG1	F2R	STX4	EPHB3	LRP10	RPSA	PILRB	EPHB2	PLXND1	GPNMB	PTPRJ	SLC16A7	SIRPA	TSPAN14	TRADD	SORL1	PTPRS	ERAP1	ADGRE5	LAMP1	PTPRZ1	RXRA	PLXDC2	SDC3	TNFRSF14	NCL	CD74
EDNRB	0.870688669545054	0.862125420500268	0.864452805999841	0.935456508282342	0.923347731746264	0.882239938297649	0.89017510017092	0.927948958919382	0.913593292528681	0.942875261457862	0.890511566411425	0.954790879456864	0.917496855526564	0.856122072266087	0.92357202555288	0.871068385220257	0.843953593702225	0.841479735739623	0.644262487382938	0.965357258392341	0.937860960166565	0.621800420732211	0.91373573909212	0.781835554826746	1	0.953726328708199	0.905543847789975	0.919327566143992	0.901721742647039	0.833962676216754	0.860841786024143	0.940369761029105	0.872696078295875	0.914128392261018	0.917435648117865	0.71091742766084	0.863945021235085	0.942905861792534	0.803876863673146	0.937482479975772	0.884646493288916	0.784556147133984	0.899536890012789	0.869233341055684	0.945062371128563	0.790656661521886	0.84030185876526	0.877165108934216	0.930907373005997	0.585508698270474	0.770957175626689	0.795895007537152	0.901753477546068	0.817968521166564	0.92475532809082	0.83782083238858	0.932227468504941	0.93383030365094	0.497543160980119	0.889125826213124	0.826826309052254	0.900902763516741	0.800107057497521	0.92396912364804	0.833125170651887	0.915063415196545	0.852560618485638	0.881223548988617	0.929348585669017	0.913482937815782	0.920111582239216	0.940907513920865	0.918874279613946	0.93265798758433	0.814819516362657	0.839622451990229	0.901381903927323	0.928239012746249	0.921678169530141	0.932104073977277	0.834711035871653	0.945936538461769	0.880269905865316	0.803291200219037	0.901363580960665	0.827607252422207	0.817151331503545	0.870588649884375	0.422820850245678	0.882187888077124	0.881315149382725	0.858416520434828	0.874657307470203	0.935499058151829	0.79602345067731	0.926160756723368	0.660759258241568	0.846689195540905	0.909284866036665	0.869410655432242	0.88150908833439	0.9251607907585	0.932799233718047	0.908739437134285	0.94177251344823	0.9071434398604	0.953525425004109	0.825379460576616	0.858139765718322	0.869574765807678	0.943143417947376	0.842833890393071	0.832427482459896	0.867555827351225	0.785006039285713	0.413809199286593	0.769055059392381	0.921025664237441	0.875075197428427	0.833455023413085	0.820287073007914	0.636451625984212	0.822722760710286	0.814357264267753	0.882539797428717	0.919143447056942	0.878536091614857	0.800091718689505	0.324597013177213	0.928606156787369	0.723730138793096	0.931843191330415	0.25558021422503
TSPAN5	0.862822396002695	0.907451340572687	0.872869858897687	0.905719642256285	0.896916819516535	0.913604155300512	0.911140332198971	0.938055244951542	0.885175742629417	0.930823774532597	0.934076794764268	0.964196255877089	0.920757538766663	0.8383621778309	0.917863607125341	0.847118458930798	0.908905609663052	0.848568529026468	0.706614567444712	0.965465066246924	0.936491356362368	0.585148945588657	0.956017951028778	0.806106132867208	0.953726328708199	1	0.924621864290454	0.945069738235316	0.901481460839569	0.882351094017325	0.8932674795812	0.932243915028531	0.873018861385859	0.909044934936798	0.962698316534748	0.684067987696967	0.835446247160341	0.959276463829466	0.786839559258317	0.97617949675772	0.875492927473122	0.820784340329463	0.892567652476622	0.914960866098656	0.933865170658935	0.776882882200882	0.868486420094651	0.909886175622416	0.948159477055669	0.672689747534948	0.813102281268123	0.841026050375492	0.935020251348199	0.828380136841548	0.935046988751828	0.876203989005879	0.935547008408233	0.934909139144369	0.493563368274613	0.919805604243322	0.837725988512489	0.922999145585968	0.835698416627508	0.951505596722819	0.867994652312901	0.906706669978459	0.863482855273668	0.898200924342967	0.92606757213755	0.888479388326039	0.923716252765445	0.927757974644702	0.954847548766942	0.962023961607099	0.850167542614609	0.876821240460077	0.878146542537712	0.940913097823379	0.94537899606831	0.945892979380402	0.861851514018232	0.961548999547514	0.864212672641662	0.783966939231152	0.91062084861095	0.828356116315021	0.8285531973412	0.890533894195909	0.402677296137054	0.873927666122639	0.933515966671901	0.892428751577196	0.891164709481567	0.919985142460514	0.80600537254892	0.928876183561535	0.675464640145352	0.875980766324718	0.92715965816277	0.855849672089408	0.905213424379399	0.938391333132405	0.938114411725934	0.886066343881366	0.958570222531578	0.916387600472595	0.943580214286094	0.833072231963412	0.876707747200532	0.892353114381868	0.957325025747409	0.86465137068212	0.869240889675049	0.885149571377623	0.806631376144417	0.440782464166451	0.762378181410638	0.906690081226075	0.890087220050113	0.848093425325025	0.86054793750205	0.647137178350225	0.809049321914913	0.777331500351085	0.909409469266686	0.934451425242573	0.843909120110145	0.770465055645922	0.317319386548922	0.933464169464954	0.732772942921543	0.948979608960953	0.25519379157559
RIPK1	0.925855889929308	0.856959707622812	0.876023088277534	0.867930779050546	0.891166516283122	0.945639543916539	0.889624932728795	0.931364109223568	0.881778957370746	0.903811286196828	0.928032540553119	0.939434022175082	0.919352786227495	0.738015952024421	0.902663227929164	0.848464578916629	0.915720217571937	0.894689619325337	0.737963544093127	0.913843823588751	0.955711377196536	0.584765788514011	0.947288238643165	0.846738181401073	0.905543847789975	0.924621864290454	1	0.942209140862532	0.883668710528407	0.871294241357792	0.914602343602172	0.881331517176909	0.844970854271356	0.852397049568402	0.94896524798732	0.671995047899537	0.872587210698985	0.907291682837599	0.88786675685898	0.930373186284545	0.848641424446089	0.867671034548213	0.889571722095299	0.924194753007687	0.891859544032983	0.828152041634231	0.84377541991751	0.905266658947296	0.951089470677901	0.68216296304718	0.814211651309508	0.864377684037567	0.944442253180617	0.817115644034942	0.912532817439407	0.866552692730396	0.949302958928188	0.936118576704624	0.540927229690807	0.898490198573802	0.845123007533496	0.913097348527747	0.832333838400307	0.892516773565468	0.882975367661183	0.844724514172038	0.849022503621828	0.862187345547362	0.867438025282288	0.915272178380873	0.900350178929412	0.885074452682057	0.955128435283523	0.921234468513755	0.895988732524967	0.867236282034099	0.85055193074599	0.93682862712188	0.907122425097947	0.934265171816274	0.872111937611231	0.92097792300057	0.836888365421383	0.751212293193881	0.912935100764732	0.819078528620753	0.826173326416577	0.909709592980354	0.459290109971595	0.821990266377203	0.907331390244401	0.934194132271185	0.890613836398566	0.917580800500078	0.863798268819665	0.915526503370662	0.73467251192366	0.902867366065987	0.91247766273271	0.838140130811524	0.928395891544432	0.917398784852311	0.935234842282356	0.840322972388572	0.952120674010134	0.901725293518047	0.908749369794421	0.815888761398061	0.920190541338703	0.835395155864271	0.938264845113443	0.822016283191712	0.848126662343269	0.840463932936906	0.807827355591901	0.469771835627754	0.728695226254979	0.875847624692828	0.846744483713371	0.840607656846549	0.865835815083664	0.685703921932879	0.843126090877427	0.837963822192684	0.850706633994962	0.947342655492726	0.88601639362478	0.799269084191753	0.380325045906108	0.889467785867851	0.817075269033176	0.952253242776394	0.332965124599907
CD81	0.899992523363585	0.872725199184607	0.940901879964295	0.867648449531623	0.870866772687975	0.899800408620049	0.943300293329466	0.927586342139345	0.857397626838664	0.933411059987029	0.904970717273419	0.933021715985977	0.872046384100234	0.750122521726145	0.907459411474536	0.872743446873291	0.906101371314647	0.916860723718001	0.730242523751615	0.9202720124225	0.965222624053958	0.550520739885351	0.94048184651645	0.843913193152735	0.919327566143992	0.945069738235316	0.942209140862532	1	0.895112572022078	0.895554999659649	0.908661601603289	0.878401661095683	0.844595101254296	0.855246783721889	0.963663319709898	0.613463314424126	0.845484615610991	0.923848816676999	0.80650637557114	0.954370614431729	0.893548111772415	0.824272105026228	0.86945013228006	0.887803877331763	0.910372801649777	0.75558573227872	0.811727018364237	0.967634565750705	0.945231359788321	0.70573633478973	0.800151527526133	0.825021997226598	0.899834577910749	0.805019164984234	0.905358699848768	0.85702531232767	0.933568150106926	0.913629631984584	0.452755205659757	0.891070141233481	0.825013622893878	0.875364593925847	0.815670603324569	0.900455171613462	0.877543519611314	0.857287112767418	0.915258483483214	0.852341731641896	0.865206580073786	0.889274154228217	0.885702979927441	0.907770214485651	0.96956088392275	0.929677765296831	0.860242981513236	0.943022904432373	0.844652493051503	0.958530154325757	0.904417571996356	0.926707956743331	0.879851823887733	0.949525833527175	0.903301024380614	0.817299168244167	0.8926706671206	0.80485753515173	0.77199191236203	0.906347673194067	0.382391191908847	0.809727996927376	0.942732821215105	0.942387220679744	0.885005226183184	0.898351883110741	0.776844803553469	0.921292774820779	0.700388496131628	0.926206628555675	0.898577475245587	0.837678246932168	0.88491758915142	0.981120757797704	0.917743832218017	0.885347603552709	0.941818590684431	0.911961734895347	0.911381143882103	0.804666155306715	0.945148016922168	0.850375426468372	0.955228625643493	0.915603363147408	0.784264881163975	0.855792244420077	0.771200472762928	0.373949065421961	0.701860839571942	0.850298662523752	0.830944390321766	0.83288432847011	0.919066524443326	0.635980002265396	0.804235000518534	0.760508222329169	0.854712273721614	0.956647239116818	0.847930552161621	0.776342603495572	0.31157053312372	0.911091318889429	0.768085796665162	0.954457905085883	0.262258792985284
LRP8	0.853713759204677	0.77662450467287	0.885698259169985	0.879861049741496	0.869214269869886	0.841170870795549	0.895221561548563	0.898637719194424	0.865370869844196	0.891892309887086	0.825642762828344	0.903742091087673	0.846235308967439	0.77975271311856	0.858969966474222	0.90148380817751	0.826750476194758	0.88690590756907	0.566497127856574	0.913392067392751	0.900174323421023	0.529227949054967	0.866414101661502	0.768163881432853	0.901721742647039	0.901481460839569	0.883668710528407	0.895112572022078	1	0.81774159823521	0.846158115543634	0.88309528989902	0.850710424658464	0.872932800980325	0.883761277178372	0.586455396087992	0.816938815976277	0.872750806756111	0.759979337052124	0.901806407190106	0.825185957794054	0.711023139846218	0.826679163135952	0.820645331220139	0.917802798627457	0.728690176214086	0.789026888988925	0.880833165223882	0.911065372143216	0.546069511457142	0.70782854318781	0.732429737585246	0.854364011136428	0.743764448227764	0.874686047644206	0.80700342185119	0.873703415294035	0.873174835855055	0.381458620452796	0.865657409149764	0.755374574145432	0.850560597631814	0.725095893693079	0.87132664222513	0.766761771483883	0.827798421242224	0.800220909618407	0.817476688745359	0.847965386325322	0.874828457862732	0.866179556896885	0.907594885678708	0.89813660947345	0.892391281315526	0.775580308165627	0.854572477908078	0.834919050464163	0.913969704318733	0.874582680928868	0.890929371375484	0.827608259854991	0.889112764442611	0.874320396552475	0.804126645887737	0.866561226753353	0.745154838497453	0.768275428623138	0.865381878701091	0.391828748525152	0.793698728197281	0.886901886214992	0.84536577513583	0.859623786756052	0.896573825251773	0.753619554876131	0.895151127062091	0.596898925561941	0.872253331167675	0.860791829248225	0.834798808005959	0.830822897224094	0.907917227329108	0.897651977438571	0.87215906307993	0.905514901294919	0.871011749030696	0.919713480854208	0.774985966777709	0.847916132730958	0.871190632093344	0.899578405196502	0.824864178458891	0.771546825854576	0.859793148855192	0.756726566318624	0.303487806206482	0.728339910235491	0.882264273486776	0.79623952075974	0.853666730951092	0.799384670866561	0.624187042871288	0.798075740929011	0.747559116550903	0.825386773743423	0.902981587684712	0.864732036351328	0.769884670521958	0.293885087974041	0.91490175009502	0.72628606905526	0.909919071909107	0.260239444530151
LSR	0.804668645206314	0.776472280610611	0.889908851056313	0.792125517738583	0.744859918978019	0.818539076448321	0.83658238219221	0.804487362307733	0.757397168632654	0.818579095220022	0.838653344745705	0.846241242969597	0.799463887071773	0.636102003058288	0.775190705474213	0.773994469392585	0.850925690419635	0.807978964224617	0.705814692620303	0.827263962708105	0.859481824022548	0.486610651002397	0.839706639770144	0.78642437980063	0.833962676216754	0.882351094017325	0.871294241357792	0.895554999659649	0.81774159823521	1	0.778010788290771	0.778692665475475	0.752749473237307	0.788491933171322	0.895281599049387	0.517456992657357	0.75430013913568	0.839713072844529	0.731314206540054	0.869275754150891	0.806332839082752	0.710757201309206	0.775490551817962	0.815074601075017	0.814599842272528	0.683947586119496	0.724392077445959	0.888485419815424	0.85217926802075	0.67277275052104	0.689688337306158	0.719657319252395	0.838429892888489	0.72441608080756	0.801614426996251	0.748911031525955	0.854377051487355	0.823592471007613	0.416675730518294	0.833100319057457	0.723981703146647	0.814375875998269	0.725718226810269	0.810012118884559	0.774295034590541	0.754898682603301	0.858159504446402	0.742995983922589	0.77279719124441	0.81481963287912	0.818195725370263	0.798825049231726	0.899292619275807	0.851253207853021	0.791319469436531	0.897765377782864	0.765191680827828	0.900770897628187	0.794662170270613	0.818576041904563	0.751016857808743	0.855326703818658	0.814568722325858	0.668766469837772	0.802660405270588	0.701410029718606	0.681909237448912	0.832668143765296	0.310664987242293	0.716173397946931	0.869917684720671	0.891057261425407	0.861016546383292	0.804838593657447	0.724849744619969	0.817365856796031	0.626326201109898	0.887343080000742	0.795368261965558	0.697954170566268	0.797563553445252	0.896812378562779	0.810905169356645	0.766693103092118	0.857866688345652	0.891511254136082	0.812136613630689	0.665482195649937	0.888126886171119	0.801540201678403	0.84462757093549	0.880298293740065	0.775699559961493	0.706726061300645	0.663128157388834	0.344682665217409	0.552247607375243	0.75932960137834	0.72950234779483	0.767886768575817	0.886081198770957	0.538975395192239	0.723070642130054	0.691652693524728	0.789994633945391	0.869419325017967	0.744649321454243	0.687158593547174	0.24403180187389	0.810009804855389	0.72748944424577	0.892812941899464	0.232027306032788
ITGA6	0.898553107628539	0.819537463873431	0.806218358850617	0.802688243864004	0.845519945347851	0.917139087523384	0.890940595446808	0.919867520154459	0.790880290397505	0.856536638316069	0.904935730889946	0.898849082198506	0.869643884131298	0.761137147709304	0.905855478648257	0.815633311828575	0.890676451864157	0.86588494369072	0.650951406616907	0.869815042941127	0.914811212960836	0.462974188536794	0.920883142510734	0.745652173203643	0.860841786024143	0.8932674795812	0.914602343602172	0.908661601603289	0.846158115543634	0.778010788290771	1	0.862339409410886	0.782963888787291	0.773748497881107	0.922456922850562	0.631863128500794	0.836578801618236	0.891368167020057	0.844468513609973	0.925360497461608	0.765269391912801	0.879843920200927	0.862298681775574	0.914994929278589	0.853157672601406	0.80114923595163	0.793438171268185	0.888680761193074	0.91789528789483	0.691630218911231	0.818498949203594	0.868433733949144	0.905837822722925	0.725528110858571	0.887023522964846	0.884397057669187	0.884223020885282	0.89256115343833	0.464286344085055	0.888176687625738	0.787865647770331	0.883093740213169	0.799427631616204	0.883660550040245	0.856941332449006	0.784650411064956	0.74882144391877	0.831770532082517	0.831483736127467	0.837957552699862	0.846674875164547	0.864896798410171	0.908170863398774	0.863773066937134	0.864909127667528	0.80069169523336	0.836560778774044	0.862781333713543	0.887473317841431	0.886908200132369	0.870407955402257	0.893495469882587	0.801979065626276	0.791712803434724	0.89050470908374	0.7362223277375	0.834680886014601	0.879582537975714	0.514786676476492	0.767840695419474	0.891284556388167	0.848954717666993	0.831692694269482	0.901434174882678	0.809384367413493	0.913070134949411	0.642725218036645	0.858485755699891	0.89447656025768	0.843666399605153	0.883702972583517	0.870797339090123	0.925309255694356	0.794404611797594	0.905190377566739	0.831393422562851	0.869557885099167	0.836167575009254	0.833687376087974	0.78458159919877	0.911860955356044	0.739281954965846	0.788789785595376	0.867735786725386	0.838898087807298	0.416593755232149	0.761809945780976	0.852320837498605	0.80408958940587	0.79824432782375	0.789865708092314	0.710903338998437	0.778490348834394	0.810339730694419	0.797886240890441	0.920553548120528	0.854125567808808	0.729167433931726	0.402513950472915	0.879316607513101	0.794766115589851	0.876798764169771	0.333773459986619
NOTCH1	0.854248447853081	0.88089561536132	0.783838838082697	0.938408557885231	0.93980775018256	0.901418588559906	0.84067827003598	0.919680046288026	0.910182222314548	0.932621221692503	0.889967079883584	0.970363792677603	0.939189481363328	0.908220574709521	0.909832754118161	0.84991547285962	0.871765086857308	0.791418153737293	0.598540581452779	0.96995163500345	0.912571637005026	0.634665938157705	0.913357546962165	0.758972485848866	0.940369761029105	0.932243915028531	0.881331517176909	0.878401661095683	0.88309528989902	0.778692665475475	0.862339409410886	1	0.876750907819032	0.890974750304143	0.883893890211902	0.758276429604609	0.851230276913949	0.941173971638888	0.821898162169067	0.930385481287678	0.864005630591243	0.785529925773352	0.926316324090008	0.879371018936815	0.932421933141914	0.822141218917514	0.85310042342123	0.815946839704545	0.918947751031693	0.606351765377411	0.786153611874662	0.804602467267787	0.921577874911551	0.845590873057098	0.960535466638366	0.823782146493944	0.939262157416642	0.945080855343832	0.5584427840887	0.897458142754519	0.815103544013988	0.911294461936564	0.790743604088003	0.904766546915205	0.845167355812497	0.925990741662841	0.812131024201163	0.89717680534656	0.961601497767428	0.914959905337054	0.920943417913479	0.945501797436424	0.901387109821449	0.933332138133067	0.801216734963333	0.795907760553896	0.86691454687096	0.896024661273941	0.939402408081598	0.949746123427097	0.825527312610883	0.924071238477993	0.82889844032084	0.790491041157002	0.91226472223067	0.82762627481789	0.857365497537868	0.841426220353382	0.488040053789739	0.908038526762951	0.847192636212849	0.84525724015312	0.853551668860476	0.924153560396912	0.852395812916788	0.939453621131097	0.620332272998392	0.773165772867594	0.936911564664593	0.863389573702143	0.899058933494797	0.873036677029314	0.935193927654159	0.87582270080308	0.950969928081345	0.862842742038024	0.955102182019069	0.863014678176813	0.812506030081938	0.894256834557262	0.942130902886464	0.769632066990926	0.890676545274191	0.855906466365269	0.796341904923496	0.480501123595591	0.80724638465492	0.914585987816523	0.903758798866368	0.872977886056723	0.742638550877946	0.674189097061879	0.877064487299451	0.811726033087929	0.903649662216974	0.901666935218305	0.87807723000134	0.818467598885109	0.395575032310081	0.933889772055969	0.731923400850338	0.903468995047234	0.312332849952166
SCARB1	0.725458715358344	0.890065811805447	0.782164701669277	0.853229298225841	0.873488711707221	0.788224065240669	0.801849523364811	0.836979868278392	0.921322505638428	0.896564591138383	0.800699872240897	0.879150937501323	0.8541312128838	0.81646300304512	0.823059756677597	0.754839255168284	0.748907257523294	0.744772103442269	0.711687585155397	0.910864436843372	0.868038044590951	0.763376445495767	0.873721686985546	0.849666788264684	0.872696078295875	0.873018861385859	0.844970854271356	0.844595101254296	0.850710424658464	0.752749473237307	0.782963888787291	0.876750907819032	1	0.886421791646892	0.847553269393489	0.797618780876491	0.815467593531031	0.849203109995587	0.732688067699773	0.858193453113451	0.888818178828168	0.71296657182602	0.839962897384087	0.830237973753116	0.853429006437298	0.72160567823005	0.866728972653368	0.747020731289478	0.891120672091723	0.555607177712054	0.819407265055667	0.768052632421809	0.841143436125191	0.9066313919411	0.886584486359072	0.773108506807908	0.85523182383871	0.882797813717199	0.66346992367028	0.864108991573053	0.792049681516821	0.869556582130767	0.765452372932244	0.881160698743239	0.835294685416191	0.900286092361876	0.835551346722203	0.829185240410628	0.913929558295536	0.855209579428644	0.831808945627026	0.836324446080275	0.874747010116779	0.903897432640119	0.681755469227767	0.785860198636899	0.781533232310894	0.86431273547858	0.870470682400576	0.902185421607053	0.788897845666921	0.895197432364695	0.793014942080691	0.769705225363989	0.816612433514987	0.89546524965018	0.818477257839206	0.829664977921768	0.539591285194678	0.911325372120682	0.814086184710777	0.830251354850785	0.769674253826614	0.846657274472095	0.784441419345337	0.836737917976856	0.792390449548543	0.771703801846901	0.835471697003368	0.844298285446197	0.864213455255663	0.836630877973595	0.860329639532066	0.842319321055768	0.869016082096133	0.860454705486723	0.891089773381152	0.847484918790862	0.826571707286268	0.824750560265611	0.888770688774291	0.796673459809197	0.791161431751437	0.812403396828037	0.781199212633409	0.57810081375753	0.743776761200557	0.887019536201253	0.907983551770912	0.841280320565028	0.774020372693838	0.673647661361947	0.760705157851638	0.687236027183638	0.833436777317173	0.867598903026061	0.737423379013214	0.837390169833478	0.421418654446806	0.81422109503797	0.649328363702455	0.885142897150418	0.351177407734343
LRP5	0.783359759090301	0.826624640032022	0.791271255220638	0.878603722123255	0.873217804830981	0.815312933463805	0.809717952191921	0.862432372776058	0.880703374795068	0.889951618801554	0.846639156407341	0.908335921139134	0.87345046778062	0.795495949730263	0.838733641941743	0.80837122470399	0.798246134643246	0.768766813257626	0.610028414222049	0.926342132742216	0.876603189235247	0.635683111146414	0.875345950148875	0.748806936712788	0.914128392261018	0.909044934936798	0.852397049568402	0.855246783721889	0.872932800980325	0.788491933171322	0.773748497881107	0.890974750304143	0.886421791646892	1	0.862643596068815	0.675802881431578	0.796720175400761	0.90139337971222	0.734183992544611	0.891119302024772	0.838847517063428	0.724166264413377	0.834691213089172	0.840767316180659	0.875437823495434	0.722369162786586	0.808970697367968	0.79666581694822	0.893260550733736	0.531343518176503	0.744390922791621	0.740661224640262	0.864446941922831	0.816557089274629	0.894707195757288	0.762724642163579	0.870776694755232	0.878099045363321	0.542762888114036	0.854283136829893	0.797368285265344	0.870814422762677	0.777465214171228	0.869714164469212	0.774309750614905	0.889013229155012	0.802464027255504	0.845277805202503	0.897042192035984	0.854144709026666	0.872481852322865	0.86973310301294	0.871770999561995	0.917564121181672	0.772602820422574	0.784492673858804	0.830732570510271	0.87675766740393	0.883103849003854	0.894475648739597	0.790784888936263	0.89604484634982	0.801241860669941	0.716840673096129	0.823813670155805	0.814225813189601	0.793483073484102	0.817357622396461	0.430533710413119	0.886010742176696	0.840217527276358	0.810787147083376	0.817553415572503	0.862524706350051	0.791325976386874	0.853704588369339	0.66537695924648	0.78329419701104	0.844514544063661	0.847136395917722	0.85630882538645	0.84969139741124	0.874765011803205	0.851931071910413	0.898245855291686	0.846084737593009	0.905524006075323	0.770061447433875	0.808783180361324	0.834592398179098	0.906241107097442	0.779217951981459	0.844403485204831	0.826042590730344	0.762612993464606	0.469022477027127	0.723475227457285	0.866336137586452	0.860778325070477	0.831834554573764	0.773503635332257	0.618058222856548	0.771273449648693	0.737901690277611	0.853564333402699	0.853131793771494	0.790970498514008	0.76373695124048	0.321782620019455	0.874298547848456	0.66027066537755	0.87291096615084	0.271976101963992
CD47	0.871410598799285	0.890130959081611	0.896315046105172	0.833285914805851	0.846141296123351	0.917235963175798	0.930033207232703	0.929224739236015	0.840001138863899	0.899779472417055	0.945765592593924	0.930952943680565	0.884067234161614	0.756615179038174	0.906665760539433	0.807917761021954	0.919855170923192	0.86303477781606	0.770437886777698	0.914161887122825	0.941956079886549	0.519229719750929	0.95322164059911	0.827565813362047	0.917435648117865	0.962698316534748	0.94896524798732	0.963663319709898	0.883761277178372	0.895281599049387	0.922456922850562	0.883893890211902	0.847553269393489	0.862643596068815	1	0.629139992112232	0.828857616785745	0.926570308593882	0.800845008345337	0.969316622302029	0.851170551451485	0.855491259071055	0.861365849277407	0.924575853927284	0.883185479693599	0.760361045436039	0.835234864004271	0.941269106588375	0.956684668066532	0.758124979703915	0.824001851515516	0.862769493009139	0.935160820845717	0.791724413647982	0.916330407512414	0.89733441609495	0.9242817767292	0.905080730368555	0.477357519402716	0.917080536179707	0.831059515620432	0.90102404229769	0.84097845285908	0.937738008732486	0.881909171279693	0.843397746474426	0.864993933989645	0.847941779054422	0.879615680240714	0.871113343626234	0.877371935858842	0.88065220744867	0.975845933214999	0.933646597944408	0.876472170841401	0.898594684557352	0.882554169306178	0.934567646231386	0.917644131651571	0.91795486607952	0.861554030447163	0.945538139251857	0.868607957750156	0.752335189187355	0.89048473237044	0.801499042827973	0.810705769397231	0.907556598161794	0.40160064515067	0.833320422559154	0.956112803048616	0.920592939540342	0.8921338364837	0.913234326924956	0.79419642017032	0.900690706113518	0.7159824431344	0.906625899476481	0.917218853972942	0.836298566901151	0.917015802130389	0.943205980185825	0.921872603745908	0.8457026235798	0.935789084113308	0.907679415082697	0.89827324861016	0.816256948396826	0.907508347526415	0.835118944434186	0.951929090377156	0.876188536334129	0.821934346018047	0.874538560203116	0.813585393963463	0.409743102493874	0.713306691103579	0.878946680098659	0.836386532526173	0.825050624924481	0.908843462231273	0.663550671254887	0.77852943058002	0.755962849297082	0.878118262700748	0.951736928902595	0.811570526441748	0.744097137132611	0.334701859846662	0.887550836580088	0.768737890363503	0.949210771186231	0.273234604704432
IGF1R	0.571667729546199	0.801551971841767	0.47969565813222	0.732235905947004	0.811121540355321	0.676845842214385	0.55206702263854	0.698982819401366	0.826463723923958	0.729519763822288	0.698139766387079	0.727340288414395	0.771951992466644	0.775877294021659	0.725818893879572	0.520875137531248	0.546879891546998	0.486748660232165	0.60288431151195	0.762964669960109	0.692028853480522	0.842235846757222	0.733752128726275	0.709587243218791	0.71091742766084	0.684067987696967	0.671995047899537	0.613463314424126	0.586455396087992	0.517456992657357	0.631863128500794	0.758276429604609	0.797618780876491	0.675802881431578	0.629139992112232	1	0.713256380617414	0.697398967423187	0.683860666073547	0.641573228220757	0.722759968072558	0.701240947549752	0.76388360601294	0.697805084013672	0.696766382130228	0.736660792810208	0.808432340833957	0.464092230203577	0.696787389730924	0.345781677321925	0.811840808496124	0.73396040432735	0.717275237090667	0.841281769298308	0.757380174820903	0.693860031725833	0.721084243359928	0.755517821277703	0.783667132608005	0.679354681769917	0.701141665785735	0.773441050184646	0.698342046240405	0.720609742999143	0.7485133801706	0.836367896666708	0.631018248018372	0.744462602049795	0.8258800443471	0.713416472338017	0.668143269393121	0.662970148457383	0.652243653935344	0.719998993069914	0.557968529285696	0.471898357468722	0.6271815875718	0.635113830139577	0.742048032777324	0.765248284619767	0.647949170330694	0.713544802289373	0.537964671760663	0.652989748559442	0.700259828526911	0.831905106150039	0.791003514163119	0.639290386075417	0.593570076491944	0.845807212117156	0.558404420658224	0.596029546265843	0.574640639538062	0.699179121736009	0.759673496678351	0.688643814854343	0.708286587392148	0.507407776325828	0.710718229234456	0.720647270929919	0.739679375634718	0.59338575048665	0.728015155898664	0.654962789374231	0.707293579431418	0.638212830304985	0.730890303136267	0.785195138676801	0.595934378470435	0.624753757374043	0.721360885247968	0.529235136018958	0.675316709469368	0.62570434770814	0.651586364085323	0.700436074877163	0.693742437351912	0.790826168078272	0.856772973634979	0.616832073966032	0.516141398285368	0.557825937523711	0.668756144111452	0.646654788928334	0.648829759335722	0.659769604710363	0.62408019032767	0.713915148871697	0.414559983220805	0.618806012130362	0.523465366318708	0.69082887884788	0.297782988265112
