""	SIGLEC10	CCRL2	FPR1	CCR1	LILRB1	ITGB2	TFRC	APLP2	CXCR4	VSIR	NOTCH4	PILRA	TLR2	TNFRSF1B	ITGB1	HAVCR2	CD9	TNFRSF1A	C5AR1	TLR4	CD40	CANX	SIRPA	CD4	ITGAM	ADRB2	ITGB5	PLXNB2	P2RY12	TREM2	CD74	CD81	KCNQ1	TNFRSF14	PTPRC	ENG	TLR1	SORT1	TLR7	ADGRE2	IGF2R	CD300LF	PLD1	LILRA4	TRPM2	UNC5B	ITGAL	KCNQ3	RXRA	SEMA4C	ADCY7	ABCA1	NRP1	LPP	SORL1	STAB1	SELL	SMAP1	INSR	LRP1	CD33	TRADD	ITGAV	SCARB1	MCFD2	CD93	LRP10	PTPRA	PTGER4	NOTCH2	NOTCH1	NCSTN	CD69	RPSA	C1QBP	NCL	SDC3	FGFR1	PTPRZ1
CD40	0.697881672816773	0.901762787308158	0.74908146624883	0.715146797272925	0.812213779513302	0.790389522998583	0.797583078187878	0.847202535196439	0.752260779031767	0.611892113489104	0.690600843399594	0.785540448528548	0.637822352727928	0.732244835914622	0.777182821068934	0.781953346180296	0.634313113987359	0.650060939553577	0.87990573322968	0.655438809286878	1	0.785175905362194	0.748880304033596	0.770833929875078	0.744472725286804	0.736471163673182	0.717483568278484	0.668846451279539	0.550185751126624	0.73605887959382	0.772044833983591	0.795211535058969	0.618591833070324	0.76571481214753	0.735848012117178	0.792965060918752	0.522221582301405	0.752493969518995	0.667158103630923	0.816038571278167	0.762048767817915	0.592312786867904	0.687565855918391	0.66253665372745	0.696019652128121	0.502872931636756	0.751282034754156	0.450359604502047	0.604590977206908	0.432318833649473	0.525598725820503	0.761303009983204	0.6738945600506	0.760268272014919	0.677643867863721	0.620117948182983	0.417484293609938	0.775835810909951	0.482744528734866	0.743101542438495	0.680696073630713	0.79830770001854	0.675639572197269	0.746181774809414	0.819041543231156	0.430990581880241	0.757917306921201	0.677977895867863	0.850385111263829	0.676096003902297	0.53250772059772	0.768068914014738	0.765907385921835	0.787310023919575	0.784680610551149	0.847222592450449	0.478062114764127	0.62884561635508	0.105512389060656
CANX	0.867404999487668	0.805388742909228	0.871797311686916	0.819934314367194	0.906922835604755	0.933057314239585	0.733818103240056	0.954435163761272	0.683830323459398	0.732452196166548	0.806283544583896	0.883751421852411	0.730276910728047	0.898495459467099	0.946142948307482	0.915255082868139	0.794838573100612	0.824395107716542	0.747881228735944	0.72344600103628	0.785175905362194	1	0.915861318896242	0.888383043156189	0.769169286411166	0.683800295407522	0.890619836039062	0.803533341394322	0.70209694020067	0.88540149818833	0.839663539014548	0.956029692465799	0.637575618817967	0.844077261318735	0.89668171605367	0.908127178357589	0.793579206738154	0.9359717538392	0.752792832848198	0.805338883589326	0.899147762121729	0.742637758731462	0.855432410833462	0.774374573978119	0.829561324893533	0.763920538428918	0.840880872705344	0.749026638531592	0.735197162518073	0.63524378250579	0.735438591956213	0.857708522887443	0.721078548627214	0.922216491451226	0.858565151800134	0.725914195883483	0.522274766736773	0.926171064258789	0.618480478672973	0.908224503837202	0.806318440351394	0.910269318973993	0.837398291973575	0.876033339047502	0.938767586559055	0.465586522022677	0.897909713247147	0.907350031403588	0.705634697382528	0.828361424342329	0.59834878334907	0.899470604189963	0.652729038154124	0.918187278349113	0.91572648460519	0.90393558045143	0.663413077614137	0.614051019735761	0.301838433669451
SIRPA	0.776532850306765	0.8021745054078	0.924139713620656	0.763223119080531	0.908316050667631	0.94650261267104	0.676325524824008	0.857556278985062	0.60741562275026	0.638263121341228	0.731278913234276	0.815032663596584	0.6300793149633	0.837105982400182	0.901705866023762	0.88195209627344	0.875773710821693	0.731529956328244	0.709004920926715	0.69569192795342	0.748880304033596	0.915861318896242	1	0.858862897179253	0.656159803998147	0.618973585623109	0.922066403676105	0.695068619020258	0.591249252446861	0.947161260756509	0.756503126385583	0.931526635911777	0.591048189011549	0.759294350144634	0.825999126170219	0.91015773044415	0.728613198042524	0.879057162229517	0.688771831278123	0.724790489145055	0.878893331131294	0.670009401675343	0.901060818514292	0.835042352262948	0.78332817266196	0.704141969556083	0.756212731963208	0.680192080423471	0.585225337905172	0.462358441877743	0.69715523107615	0.781103218947882	0.679162197070556	0.859315781838763	0.774889402392644	0.71085056834051	0.434208357552069	0.809063327542047	0.461885077649088	0.78285213398079	0.776146651056586	0.881425076138189	0.69883859359014	0.775460452909495	0.918492714535021	0.34919274746781	0.902589204859568	0.770110421566693	0.675258356153463	0.714517650870903	0.403389063953266	0.8104148452605	0.654025848104644	0.826173592827401	0.82915759280342	0.788425655977543	0.511654125212211	0.501473480366243	0.126082258453135
CD4	0.922635431931557	0.786387534619706	0.90216636219326	0.859927224794847	0.914920341037693	0.852922427814231	0.726564808758511	0.898209713778857	0.763278381053277	0.867629868394041	0.788514509653066	0.895667625132772	0.850886608906884	0.9384796639842	0.919759556605273	0.909620957554618	0.624798682846242	0.882377765436708	0.776259832658885	0.767764887499686	0.770833929875078	0.888383043156189	0.858862897179253	1	0.818632579693575	0.744042893396938	0.843685223897588	0.880077695850629	0.817399367188372	0.805535867654984	0.91094506423825	0.901328616979374	0.800180128872864	0.848072084189474	0.922627338372801	0.850368479505449	0.793870905998574	0.919867661988013	0.851391312994479	0.780561105449929	0.811700910398724	0.709383990385164	0.739697636561243	0.64867484582139	0.8964647859149	0.823885122314946	0.821904121055464	0.768252896616998	0.760399467609387	0.613965709606218	0.803831514265977	0.894352466867542	0.80374032809267	0.90249946034318	0.93528326096966	0.866850209644753	0.559940088952675	0.833957475915861	0.524387854499759	0.879463834465154	0.89473663584799	0.850572460862469	0.802476238711169	0.811584648568311	0.911852994515542	0.639416239073521	0.826346556645812	0.787711637518304	0.704461472366838	0.767821168279864	0.437970481784171	0.868387002157598	0.689897165203751	0.863598366031423	0.863025138046443	0.853326039464747	0.602908265962454	0.523569113942504	-0.00282321137462
ITGAM	0.83752582682854	0.724041001883257	0.714443630376007	0.780477293395735	0.759947425337964	0.68192561737991	0.69165597708782	0.836911280654543	0.83265940058491	0.846805198446196	0.708668883220405	0.824601961792874	0.792328297507701	0.842641671014305	0.822901050947407	0.788128471289569	0.399091184662825	0.788079837664942	0.760502050784706	0.645410949836717	0.744472725286804	0.769169286411166	0.656159803998147	0.818632579693575	1	0.792058839503823	0.639517367691408	0.791360235742904	0.737352785724685	0.573253199126142	0.869683674466027	0.755966720215722	0.836726485203999	0.794536682282735	0.830475929040019	0.699681808195755	0.668323066433514	0.795217019604733	0.812602842477132	0.678061093719131	0.664872041566725	0.719612077841382	0.574071808640364	0.460057212530718	0.704128036644158	0.598311838109922	0.73924750921098	0.661154239530643	0.71122973617967	0.67170132092804	0.672015075620408	0.878259477793974	0.714837395088804	0.755101139145147	0.843658494013816	0.700929762081784	0.608509827708156	0.773796900501958	0.554460719938311	0.860904975956356	0.794258448608533	0.758080446817409	0.722780928594183	0.759870852148457	0.745610589491104	0.702266891649924	0.666682531737506	0.724930316175657	0.668004393160539	0.703346454558033	0.541516222451641	0.77143828704029	0.674600734801222	0.821476998526579	0.781290171377928	0.834152511544563	0.669861449341032	0.521996584565415	0.0507089716260071
ADRB2	0.734580357519066	0.779839085091039	0.725526429372861	0.681743587755789	0.695164139663185	0.611397208036514	0.796451898576002	0.780177676712563	0.903441472866179	0.748636593435757	0.758720188795697	0.740932816922236	0.813487396216259	0.756952569210411	0.766341844468534	0.744000877743278	0.418902723642	0.636727391197098	0.811162942346518	0.759159680496817	0.736471163673182	0.683800295407522	0.618973585623109	0.744042893396938	0.792058839503823	1	0.544593806354373	0.692577490030414	0.619982164967784	0.543491657507717	0.809943975171908	0.678304406541089	0.765880009849757	0.737980144383918	0.800232884887996	0.649719950250499	0.603114494973124	0.720656153769268	0.722152327352296	0.715647481114324	0.624303162716896	0.632840975506014	0.628816540269145	0.498883737663133	0.68139837807541	0.479513008647601	0.659433795460064	0.545579860445057	0.620447856232499	0.515415654387381	0.621021677439173	0.871612231283453	0.568654405772228	0.768656957379895	0.719413551352061	0.527718317040232	0.435041921431077	0.743669141613882	0.568419194852504	0.770817014042317	0.691006977274098	0.731296347407541	0.60954573498562	0.760050586476707	0.699899163848296	0.549747594876769	0.615322771502744	0.631191132622761	0.78561757611602	0.702978239663347	0.483083970429962	0.761101520199229	0.809740606806579	0.700190297094891	0.67504518482657	0.823102600050977	0.569421519466555	0.544413618018419	0.01730208504241
ITGB5	0.800720953672935	0.70964211996792	0.866486692723871	0.783592131465988	0.876967431034048	0.947067463192294	0.568126798621467	0.832123452288917	0.520939293031458	0.676010595489829	0.682928890476758	0.850168152724598	0.583905418808111	0.818704495290101	0.881622161266258	0.889201994202703	0.857862609508277	0.800344674120962	0.594479260120386	0.600429628188562	0.717483568278484	0.890619836039062	0.922066403676105	0.843685223897588	0.639517367691408	0.544593806354373	1	0.694800843813499	0.662197956834821	0.943965691476352	0.770371280283094	0.941292784352564	0.575397058770753	0.814776629780022	0.796996975521254	0.879503890299168	0.731477108008956	0.848851157350746	0.703583382593496	0.686799784805336	0.82410015826813	0.729263080952766	0.821397558511349	0.819438843730657	0.770442609675552	0.752437190670266	0.741130728892422	0.657960832212643	0.626804542438752	0.480218895277266	0.668972238173952	0.736098658623521	0.656210409481563	0.817045941304842	0.788391385966714	0.746462931314316	0.534337794937314	0.780709872182935	0.367868273779771	0.755690152752488	0.797805852027489	0.820519234240968	0.677419264848306	0.758581000100061	0.877166801896157	0.329028322137348	0.925953006623493	0.726330964572744	0.550258507440154	0.678153289311638	0.315870916478066	0.819495642435489	0.510601005249036	0.845402278811914	0.851517927523891	0.706702122215469	0.480605661052651	0.383803793636464	0.0571145325848171
PLXNB2	0.907571749587232	0.689362135463521	0.717942158998961	0.735567585336357	0.777547669815281	0.704764177297639	0.676767638886825	0.825349780400108	0.724921044270006	0.842605052856828	0.735219166486234	0.791872158000856	0.831782955566688	0.882075434827774	0.80178672709702	0.802496002296374	0.414315926528413	0.780857314712754	0.705555304410568	0.693001447275228	0.668846451279539	0.803533341394322	0.695068619020258	0.880077695850629	0.791360235742904	0.692577490030414	0.694800843813499	1	0.840736068442544	0.610127986993764	0.820394375560326	0.78438373053909	0.743113109819894	0.784721433097335	0.832360972229242	0.698316033423577	0.769614703989805	0.844980189277961	0.782463379445773	0.707879823577233	0.713769369182826	0.701105310961124	0.603981063470762	0.472346195405958	0.814691246802701	0.824557567512525	0.735689057395029	0.724540903023497	0.81901153743718	0.686307816584672	0.811460064814816	0.85254591118053	0.777172856107254	0.774164314434045	0.880528728367646	0.82609236388598	0.492595190856904	0.763121236053743	0.508576951035813	0.858483226949659	0.851086427470485	0.757766598675824	0.859762176304207	0.767976473172487	0.80099246322187	0.733485810161623	0.664852399606138	0.766223301338949	0.629712066388899	0.716353891110011	0.493333946511393	0.842660090020744	0.643985641663972	0.788973145249843	0.792000701327752	0.815781184457391	0.677101207294045	0.568770924156398	0.0910657658052306
P2RY12	0.878912253732133	0.476553994576138	0.659370498639314	0.755059768882804	0.679760186829049	0.637352240082384	0.445420275076535	0.738089826817203	0.587003209700884	0.874317776559679	0.585982436851985	0.752517606412393	0.81821006840277	0.838239167237858	0.749769857581129	0.768055856730356	0.310253706269201	0.843284228044933	0.496764748451092	0.556448190601732	0.550185751126624	0.70209694020067	0.591249252446861	0.817399367188372	0.737352785724685	0.619982164967784	0.662197956834821	0.840736068442544	1	0.551863325304661	0.782088928532505	0.72697027637882	0.776868109305972	0.770144439140664	0.785269413087908	0.594009110356532	0.796551223762228	0.765749576301539	0.841935557176599	0.566948241230443	0.537493005737611	0.679990336586771	0.451615155947866	0.403801624644518	0.716315555495011	0.794985272676935	0.667575971816013	0.71637865378417	0.817348799118255	0.676975918008311	0.782558209229913	0.780391596076323	0.771170819155363	0.68438751410411	0.88503565051288	0.832153034998416	0.631788847900669	0.660903462011788	0.326544030870655	0.748110132299942	0.848332328270224	0.614201646304604	0.785165016998215	0.672630084487031	0.68195647176494	0.747244500108755	0.621991274890001	0.631683176537589	0.419701685043562	0.586848223014825	0.272913427702712	0.742842303794618	0.418445670485224	0.725261211817526	0.729717471789533	0.669190473412189	0.606263867545081	0.308332244909778	-0.0966415424499376
TREM2	0.729952273709056	0.750131281779716	0.894315384278902	0.748909842372438	0.862203280121878	0.970671644188286	0.607426259314315	0.82410233281916	0.512452737284658	0.591407302601112	0.638841520407159	0.828754571150232	0.532642889926934	0.774935696484609	0.867998947683992	0.885302121496163	0.932455409067649	0.730964942199171	0.633928681085652	0.631223916977943	0.73605887959382	0.88540149818833	0.947161260756509	0.805535867654984	0.573253199126142	0.543491657507717	0.943965691476352	0.610127986993764	0.551863325304661	1	0.72651765876434	0.94288537145594	0.514383221763298	0.766688464605824	0.753460322435287	0.89158784721714	0.670228319553251	0.827063699398291	0.622558033475128	0.695760182835654	0.833842611965901	0.667294793110289	0.872423187753597	0.884761357006834	0.720187214787963	0.660138141868094	0.752509111189835	0.594278145946662	0.563676308208709	0.36614482935734	0.601823481142613	0.70028691815166	0.592671050284009	0.801421683671768	0.714711572062355	0.648416205396867	0.441227406034534	0.787703234112863	0.347714073926424	0.722807672914454	0.74434534931839	0.849119157395401	0.633492658093438	0.741988656518657	0.885709682597623	0.238787551528887	0.94376826051824	0.722210338727139	0.59258959505513	0.681530867753297	0.316440875813097	0.785233120995202	0.56437506743311	0.81677685858721	0.831305501338863	0.714353665332863	0.396748917908502	0.388776664899136	0.0758200789622166
CD74	0.900447828539125	0.739233298549018	0.849480530201456	0.869392416694683	0.831016108475151	0.794144805089242	0.741664908643329	0.886616747938032	0.859196870048737	0.926352676609158	0.785497359749188	0.944828276556324	0.834698409522544	0.925511732364087	0.895866951117307	0.902029838084579	0.530470712650901	0.895257834221567	0.767349509773009	0.745476725081491	0.772044833983591	0.839663539014548	0.756503126385583	0.91094506423825	0.869683674466027	0.809943975171908	0.770371280283094	0.820394375560326	0.782088928532505	0.72651765876434	1	0.864908701470233	0.845878458341737	0.895600480888128	0.871122954843896	0.800065887498785	0.709785041183307	0.873765612454929	0.850407105139358	0.754716739092482	0.676558590397927	0.785139032638402	0.628321412624923	0.586065013095728	0.776289127905356	0.708588783758257	0.81684909666362	0.689806271559077	0.799625263202274	0.63179256865724	0.645863627404175	0.900790229411497	0.701870319836106	0.837841053354595	0.915601837592026	0.740680386493372	0.693866992392934	0.841560776912673	0.575827874812322	0.904216350851747	0.884712875316464	0.845392962267591	0.742144922422849	0.768373671446103	0.816995825796959	0.597356724517585	0.796798592272705	0.760374614420013	0.666367195074541	0.758620579584255	0.469570510410971	0.8602465661455	0.68306040150537	0.930657850664274	0.897273477852932	0.870587100071381	0.586779669868508	0.48425123669993	-0.000350363969024387
CD81	0.881689042553709	0.793671545375307	0.896717578066489	0.843677504976599	0.909735383539621	0.978293597592799	0.680827640649914	0.92198551008058	0.662041087245774	0.769093336041865	0.736019116745099	0.923670107481969	0.689892601903584	0.891087401046325	0.941913742612945	0.954100733011816	0.833505173095198	0.844116276216007	0.712818456923159	0.687834529558904	0.795211535058969	0.956029692465799	0.931526635911777	0.901328616979374	0.755966720215722	0.678304406541089	0.941292784352564	0.78438373053909	0.72697027637882	0.94288537145594	0.864908701470233	1	0.679791362429959	0.881578286324544	0.860636733425689	0.915856632445837	0.774033876731609	0.914461134499329	0.755990250872095	0.745898089566427	0.857281392577695	0.808279378695683	0.849344226565731	0.847241744104033	0.797454188210064	0.752092326846916	0.826381917343995	0.694731453434081	0.742623597620959	0.53432144703106	0.705110564546822	0.837288112860921	0.715402965768596	0.869591591103618	0.854124200732526	0.760002807384926	0.569781665282632	0.886332587970636	0.465496579060961	0.86530388849034	0.847004747896018	0.915784748684702	0.770475637246245	0.831865326519726	0.927711209700583	0.450398631467425	0.946682542317734	0.823737130711114	0.661630444062135	0.772311074380439	0.429551259767739	0.899721359337412	0.638199006566815	0.935943855992296	0.927653773517594	0.841516920424	0.560753656617382	0.475572965688515	0.105776982868378
KCNQ1	0.796372479779684	0.568892579545465	0.73509840091814	0.767581646568077	0.67801337139951	0.586031305060314	0.546485260628615	0.680419161401299	0.776254693681242	0.885680024117517	0.637000776706125	0.749351717865291	0.811364238899445	0.793809493708844	0.750172690102925	0.75670347471161	0.277839474941556	0.769134651434441	0.618895981215922	0.649230570736334	0.618591833070324	0.637575618817967	0.591048189011549	0.800180128872864	0.836726485203999	0.765880009849757	0.575397058770753	0.743113109819894	0.776868109305972	0.514383221763298	0.845878458341737	0.679791362429959	1	0.714367513289878	0.750533589786162	0.616894916480441	0.640459188362763	0.702222780068491	0.795315972520887	0.532024350221548	0.511775718031221	0.624840771544848	0.471914361887691	0.407360388733553	0.638959968509696	0.609998458959736	0.63835149638301	0.658302864934709	0.67451178372716	0.53575140350504	0.676541985722954	0.799949738717095	0.629702633127486	0.655918310321633	0.819857594379609	0.742890955062694	0.588000872680122	0.649482622301969	0.430922995098785	0.763472941063205	0.798994147923479	0.649132519945553	0.628626423284306	0.619262380240235	0.649769643535522	0.663488814288322	0.605462956875169	0.60688482195941	0.580259556095785	0.570019283371804	0.336515380584479	0.694773566915123	0.64522346272835	0.744422253227319	0.723648354818743	0.710566221443959	0.563234748065845	0.352504363357538	-0.110339869180385
TNFRSF14	0.8877499709776	0.730593518813552	0.782995716722451	0.835894283876507	0.809685315700035	0.831755315168299	0.669896007624618	0.8712022416396	0.734934985374846	0.843534926000182	0.719122744692593	0.89998352660873	0.73820448761434	0.86631074872071	0.866054677033843	0.891064857131092	0.616261445232323	0.829271045193197	0.696298710358907	0.690377484176352	0.76571481214753	0.844077261318735	0.759294350144634	0.848072084189474	0.794536682282735	0.737980144383918	0.814776629780022	0.784721433097335	0.770144439140664	0.766688464605824	0.895600480888128	0.881578286324544	0.714367513289878	1	0.836341466562101	0.778986342627775	0.713978234130541	0.847716398780522	0.7323658764484	0.738663664005103	0.700310760915545	0.838062272042754	0.656365652275651	0.66491894222767	0.779491464306582	0.695199819826591	0.794362681304851	0.590093131420831	0.814437849078065	0.599456283187581	0.653303741760681	0.849805236804952	0.694866526188612	0.800548976541271	0.851933352648013	0.709637901119032	0.654944384643755	0.831698464387846	0.474997464400712	0.840521109275464	0.852064172636651	0.820757402653666	0.739933685548999	0.764735269381279	0.801074655106734	0.540239276769918	0.81587288930648	0.724846027374741	0.626188356358935	0.725497235977701	0.418667062737888	0.877363505888423	0.62761947033808	0.888729230416365	0.865954370671065	0.819890666490059	0.555810825514184	0.402074929521031	0.00175596459864093
PTPRC	0.908491222762967	0.767410884315127	0.86255173111855	0.838534642444919	0.875529321669976	0.810548628530086	0.736126916871977	0.926589214286101	0.799236758763828	0.827385241225928	0.842191023170547	0.865107820027777	0.88602989439675	0.927366159006321	0.935455348999325	0.880268323861071	0.623838068722046	0.829328361661638	0.753544003699658	0.772049068034199	0.735848012117178	0.89668171605367	0.825999126170219	0.922627338372801	0.830475929040019	0.800232884887996	0.796996975521254	0.832360972229242	0.785269413087908	0.753460322435287	0.871122954843896	0.860636733425689	0.750533589786162	0.836341466562101	1	0.835101150837005	0.839385580777962	0.940226741281481	0.819611837727706	0.786145789267956	0.826415028130336	0.689490036064323	0.781787296029487	0.616143443266665	0.875417905598886	0.746366643831899	0.84379013873612	0.813967148229378	0.729777731735968	0.655542033140703	0.836551743406542	0.928277789350024	0.77184074404754	0.945163036541436	0.92105442886043	0.724333829519863	0.539101128356212	0.863978401261204	0.638314692163419	0.886853834457691	0.837140116246902	0.840056843505898	0.805124667042404	0.861962626158799	0.887551484148361	0.591947579798353	0.789246686679611	0.822867799338297	0.702883677648672	0.800765963570106	0.531091470778964	0.87855586252923	0.692911909018461	0.817233003990146	0.800121863101213	0.890310898270109	0.662518770076884	0.530931325251059	0.0862760839749197
ENG	0.786702766078854	0.801117974845364	0.875762063557393	0.790254057417086	0.892641719413784	0.9316800399569	0.714626048604192	0.880686383888566	0.655327171406069	0.651020227983405	0.784599718262099	0.848052612052902	0.657494434662242	0.819405933138472	0.899254292208075	0.888748189137717	0.830683481599811	0.734975397632542	0.734968578294815	0.720767900925619	0.792965060918752	0.908127178357589	0.91015773044415	0.850368479505449	0.699681808195755	0.649719950250499	0.879503890299168	0.698316033423577	0.594009110356532	0.89158784721714	0.800065887498785	0.915856632445837	0.616894916480441	0.778986342627775	0.835101150837005	1	0.721762538140002	0.872056500285248	0.698060247607231	0.75598346498182	0.855467848434847	0.66442371310162	0.859731023839121	0.82736486156543	0.780767050469948	0.670209907104408	0.80906908842166	0.671006085317578	0.621410047340375	0.485019472257866	0.635771641765799	0.779177228341918	0.657283359736559	0.852268087746336	0.789075904821788	0.665902379983171	0.482948704395094	0.84790981303065	0.523957170023876	0.809264534091255	0.718542722407529	0.867264869461834	0.671954841695673	0.774943352240092	0.880403817541079	0.372036094894139	0.879023170718483	0.770974385896534	0.733702469790879	0.778137627979012	0.441231298540805	0.838062850164922	0.659886413760933	0.854699361885454	0.830073648184103	0.821833259652957	0.489437816508524	0.479639220437269	0.124637176319161
TLR1	0.860299321349395	0.540203665823495	0.741748234242041	0.72575022649421	0.74441946830438	0.723022901872372	0.482453422949911	0.774774704981102	0.566912795382681	0.74765704452596	0.677597423618012	0.755709352048858	0.780216872720681	0.853170189903014	0.817766991894743	0.806860378765104	0.546447041433314	0.776350650992633	0.493243644669868	0.604482148472297	0.522221582301405	0.793579206738154	0.728613198042524	0.793870905998574	0.668323066433514	0.603114494973124	0.731477108008956	0.769614703989805	0.796551223762228	0.670228319553251	0.709785041183307	0.774033876731609	0.640459188362763	0.713978234130541	0.839385580777962	0.721762538140002	1	0.832288185832853	0.744262027034179	0.601337715933013	0.70535504814033	0.645820000487199	0.66963191629219	0.567725919209685	0.721686863430056	0.783446144876275	0.704089899526062	0.798715297258563	0.713169720749316	0.585777214038094	0.836671893110795	0.780398274743012	0.697842995602957	0.75643733646368	0.841705429155405	0.711390757894911	0.513901442493491	0.691078284974786	0.440007465707636	0.737108952176685	0.772833425101294	0.677802332030075	0.770143523850528	0.743505547390788	0.732386448850583	0.580565408767088	0.730981654066261	0.680065120390879	0.452964309312174	0.648500240825544	0.299827993557073	0.779398293269962	0.453763363668629	0.69837989352323	0.698851695311982	0.702011187787252	0.599632576830763	0.364460126272704	-0.00475563383102025
SORT1	0.920953977996307	0.781098436556527	0.88141419030282	0.818489405094254	0.895827160474461	0.878215932840501	0.743308620713167	0.941222412125412	0.744745936500805	0.803154952635307	0.813660217685918	0.889537606835189	0.826116608427603	0.940529014758084	0.937835080891345	0.911062934060355	0.69955773242058	0.843279402577928	0.751098601334582	0.762867847498767	0.752493969518995	0.9359717538392	0.879057162229517	0.919867661988013	0.795217019604733	0.720656153769268	0.848851157350746	0.844980189277961	0.765749576301539	0.827063699398291	0.873765612454929	0.914461134499329	0.702222780068491	0.847716398780522	0.940226741281481	0.872056500285248	0.832288185832853	1	0.775631435791534	0.787282559324363	0.840654857888912	0.715024313662357	0.802007549909267	0.672288558379301	0.855181768568297	0.804948938953372	0.867076860475003	0.789318193375842	0.761766215540615	0.632279991952879	0.784257834930767	0.89042114009001	0.795147809315476	0.914251191246898	0.914246079402139	0.746047391844554	0.544864703559197	0.878062960898021	0.615475430536444	0.911634301386906	0.858432413895167	0.889217064602215	0.848664594483918	0.848212808036462	0.915598886265585	0.547992780761645	0.841671761022934	0.85151496414594	0.68423176472196	0.798673055134282	0.535607869977961	0.907625936315704	0.679676850239456	0.880160889009532	0.874223087124854	0.896097905936776	0.638382447459434	0.565245924496342	0.143291479029591
TLR7	0.825856052409802	0.632570833065986	0.772646042346991	0.808357201878546	0.769358386912341	0.683803005067243	0.577329036670612	0.807909801397019	0.721493768448774	0.844287684389674	0.68357967068027	0.802945529368038	0.825744253007986	0.866310192014821	0.820076028878422	0.799299242142991	0.410746306788474	0.843214339380026	0.655774004349866	0.631450265076265	0.667158103630923	0.752792832848198	0.688771831278123	0.851391312994479	0.812602842477132	0.722152327352296	0.703583382593496	0.782463379445773	0.841935557176599	0.622558033475128	0.850407105139358	0.755990250872095	0.795315972520887	0.7323658764484	0.819611837727706	0.698060247607231	0.744262027034179	0.775631435791534	1	0.670572212945723	0.653045771811804	0.659005595740386	0.553629224063187	0.459716739163197	0.743493929477805	0.731819511369328	0.682522452842799	0.710788446144244	0.71827974280472	0.66390435389068	0.719866238803071	0.842928212977174	0.692376866408564	0.7773322444743	0.872715125788752	0.804982144484309	0.638368876762313	0.714663386417408	0.414691567743661	0.797667065661738	0.833308971167078	0.676285523467508	0.729175115549286	0.734573851834742	0.754778371863825	0.690207176569005	0.704382552504596	0.669681913057412	0.557740455643457	0.629311069548947	0.379827589872136	0.736331548517691	0.53987274468842	0.768899572091137	0.772852085071446	0.750456060534413	0.632095206084928	0.434451093858237	-0.0421010943338994
ADGRE2	0.701021894504691	0.812638893083965	0.744514593107644	0.730984279613117	0.774075012687753	0.743336883522872	0.811955638576739	0.855294350124086	0.735429819985226	0.611918668539843	0.767234255771067	0.750691527138571	0.708507044176297	0.774268868417988	0.772214573225017	0.786646032442085	0.601351773656645	0.674139362580932	0.826108647366201	0.748481897191127	0.816038571278167	0.805338883589326	0.724790489145055	0.780561105449929	0.678061093719131	0.715647481114324	0.686799784805336	0.707879823577233	0.566948241230443	0.695760182835654	0.754716739092482	0.745898089566427	0.532024350221548	0.738663664005103	0.786145789267956	0.75598346498182	0.601337715933013	0.787282559324363	0.670572212945723	1	0.764537818040787	0.551942567898968	0.697090199201472	0.572490797054654	0.782691624264678	0.604820834258823	0.798414647205105	0.574012652158076	0.634548267472588	0.579342627495321	0.578302207212508	0.794300180099131	0.635796040768699	0.819270495286528	0.717441722718621	0.605174296811456	0.385795919328498	0.797562365893104	0.618410834829466	0.781810018407157	0.665792411916734	0.755210556315449	0.732845338048206	0.760428786266448	0.803547935985137	0.456829394734747	0.729270805152934	0.7074810324953	0.789523617741617	0.719810840727645	0.547758755006408	0.742448399335675	0.699837935220541	0.723594486875786	0.732396311750585	0.838575841086518	0.566561512210705	0.642384829686916	0.168274009466682
IGF2R	0.741356029474522	0.828947678850497	0.791727272400846	0.684649581638612	0.873935570406129	0.863878021788634	0.698597365667628	0.865337667429861	0.585067436591705	0.549756471726556	0.737904974325111	0.745987789932384	0.640978597960941	0.770077307735263	0.856957730702697	0.806897555570955	0.806343351904087	0.651820270176014	0.748579451867895	0.660229689101611	0.762048767817915	0.899147762121729	0.878893331131294	0.811700910398724	0.664872041566725	0.624303162716896	0.82410015826813	0.713769369182826	0.537493005737611	0.833842611965901	0.676558590397927	0.857281392577695	0.511775718031221	0.700310760915545	0.826415028130336	0.855467848434847	0.70535504814033	0.840654857888912	0.653045771811804	0.764537818040787	1	0.579707597177431	0.890495933147351	0.759995298609427	0.79570812838145	0.687445925540812	0.742182984156342	0.661993309543965	0.584759522782193	0.481571658321248	0.715579604926838	0.77521595404718	0.6460708392938	0.872944683623243	0.7164281182396	0.661246178576621	0.29792261122187	0.828085981803118	0.558283862196401	0.7860566602193	0.655476394564768	0.827540460636016	0.744043749900062	0.806048584255138	0.896754170733389	0.399430823937268	0.826120423247325	0.814704242308475	0.747833683898093	0.735393708210395	0.568985675396512	0.805759539520311	0.661341641950965	0.754672382225744	0.769788908587279	0.832673921819702	0.57922107464223	0.612836878408005	0.28174291347318
