""	SDC2	NCL	SDC4	PLXNB2	SDC3	CD44	ENG	CCRL2	RXRA	CD163	CD74	FPR2	APLP2	LRP1	TLR2	CMKLR1	C5AR1	PLAUR	CD93	TNFRSF10D	NOTCH2	ITGB1	HAVCR2	FPR1	LAMP1	THBD	TLR4	SORL1	FLT1	ADCY7	STAB1	ACTR2	HLA.DPB1	INSR	PTGER2	ADRB2	ABCA1	NRP1	TFRC	NRP2	SIRPA	PTPRA	SELL	TNFRSF14	SORT1	ITGAM	TNFRSF21	CD36	NCSTN	LRP10	PECAM1	PLXNA1	SLC16A7	ACVR1B	ITGA5	TREM1	VSIR	NOTCH1	ITGAV	LDLR	CD33	FFAR2	CCR2	AXL	CCR5	MERTK	SLC16A1	KCNN4	CXCR4	S1PR4	PTPRC	CD63	NECTIN2	PILRA	TREM2	RPSA	STX4	ASGR1	JAML	MCFD2	CD47	CD40	GPR171	FPR3	AMFR	TLR1	PVR	CADM1	ADORA3	BMPR2	DIP2A	SMAD3	SCARB1	LILRB1	LILRB2	ERAP1	SCARF1	CSF2RA	CSF3R	ITGA4	CD69	STX3	TLR6	LILRA1	CD81	CD4	CD46	GPNMB	CD68	TNFRSF1B	TNFRSF1A	TRADD	SIGLEC10	RACK1	CCR1	IL6R	PTGER4	RHBDF2	JMJD6	PILRB	CD2	CLEC2D	ITGB2	TSPAN14	TSPAN17	CANX	C1QBP	SIGIRR	SPN	PTPRJ	IL2RG	SMAP1	CD3D	IL2RA	CD3G	CD82	CD8A	ITGAL	CD9	LPP
SDC2	1	0.536053853717101	0.651336154241934	0.397486172912695	0.559538226757342	0.63317541563071	0.509422549201545	0.475427574762398	0.452277412063457	0.504833744871863	0.121018267708421	0.27376655498917	0.714969756885948	0.574515467767387	0.366715056123623	0.65678030862952	0.403319999391261	0.762789832071384	0.193060403085117	0.571188917623586	0.675097573688133	0.720942792368833	0.436316720453458	0.163257747110809	0.725167142140647	0.662906901173899	0.364099110997903	0.243096322153266	0.686762473342143	0.191373029845859	0.292715704142491	0.510304252501556	0.0271803656660845	0.0896512912816612	0.26099656795864	0.416959845567452	0.723391891860428	0.63568701398889	0.640075161385649	0.610737691938004	0.801134062500335	0.517140236957264	-0.100079492759621	0.465578677496426	0.723826087967576	0.742252632572922	0.731543149455168	0.662609251697321	0.599900146761449	0.431850168986537	0.21755617571111	0.613087390709716	0.162791596573685	0.795790456309176	0.638629451518996	0.683177510897079	-0.0258492360495623	0.136623209826361	0.228258146807858	-0.0725528529127811	0.479841046949088	0.0664374618940364	-0.141686297847178	0.127764468736552	0.55557228932177	0.344066168362884	0.679288274127655	0.668369184434721	0.140345907004642	0.312393724242349	0.245134581122493	0.810402895755976	0.372061324285143	0.648913787107763	0.301720672184554	0.400276753100413	0.528402023980373	0.395083866776232	-0.0679203299336322	0.677845482329622	0.576122843586639	0.46600532380214	0.219592318671589	0.420700113331468	0.526483142990004	0.319463081925104	0.512345302901997	0.185564254102605	0.425873686713369	0.361789027946437	0.435791589093791	-0.0844630809415431	0.478076598760957	0.333830808479009	0.166286870517947	0.521978445726098	0.450196574314641	0.0954628627751431	-0.0527564969524168	0.138599783702188	0.187925746407673	0.453717200941891	0.331570767910709	0.0420019479594312	0.562314067957175	0.374349456271085	0.489335020682743	0.652283721918245	0.684173179308575	0.296523060933636	0.375945813847694	0.284219578962022	0.118943195689139	0.413541488950738	0.838698083664521	0.498821596363896	0.201826290601602	0.370623934034878	0.423208445178765	0.402250007701196	0.196582528217438	0.192888429897811	0.590924632868215	0.620577882624047	0.661002097728342	0.668690992729873	0.559306965304539	0.369919519996682	0.678372617956752	0.515112382356812	0.47690580322746	0.568232841030205	0.213014094375441	0.513235494154931	0.222154560005006	0.884932515974486	0.404141912504862	0.460776473012511	0.549217016116954	0.70993039607676
NCL	0.536053853717101	1	0.625564094603711	0.728214016399607	0.326865935279936	0.658825365723577	0.763607337332494	0.437583590191414	0.467040610127958	0.515007535005791	0.557991975898765	0.0811453739982559	0.588783402150866	0.43380933868128	0.570702639818632	0.452563151339347	0.461145780333243	0.818254247838716	0.258469964745555	0.644783386826567	0.772510220802899	0.844021607251953	0.707491317421537	0.651988578945866	0.523170154072781	0.547275633798107	0.435028640319537	0.442007614254301	0.530721844877338	0.655550019131198	0.354658618270972	0.899180442870482	0.459733961727575	0.623687718189095	0.436849030730146	0.652202012378502	0.500906112983315	0.609417450541	0.717424881900921	0.574378546709281	0.715214383752305	0.839082243663526	0.418033739352044	0.778787335045761	0.694199981535332	0.623027430916637	0.587693012296107	0.319321724026864	0.696313199912443	0.721145066686882	0.534286253985425	0.780678184237853	0.601721208324358	0.712869519497858	0.754924235332221	0.527924115498996	0.609436448356725	0.719398672336725	0.460143761930662	0.372292352169075	0.747913874815879	-0.157979856447009	0.143271810136981	0.375298613379777	0.839660066511623	0.320971689637208	0.841536547818915	0.723155410791295	0.775124544147315	0.827711425187591	0.839073234551696	0.702861358398939	0.805168418782681	0.606665043160367	0.345949715918492	0.907113988891653	0.827804235064351	0.582296810565914	0.442691367304518	0.816209837225493	0.932164564292156	0.749330505685581	0.70578057114367	0.507860723966185	0.632630896695496	0.496449958955442	0.814711519228437	0.367276315471314	0.323918873479638	0.633652988896509	0.814303359596191	0.55425621021628	0.429360513244394	0.603288243137147	0.578933393398568	0.82623403020342	0.748960130551155	0.623866578893265	0.157053838857693	0.780553885214469	0.761467490026838	0.692869016149435	0.670974477128704	0.178446338959501	0.615545149499928	0.602119359004544	0.788135745335164	0.341535941463564	0.476850716903193	0.821204419890939	0.691047402990811	0.789007649927438	0.486583082242849	0.914892460639793	0.617193445249363	0.857964014773302	0.722105456721582	0.692876095330184	0.909591845161446	0.799708874907522	0.728453077407184	0.717404223985807	0.815846363012566	0.73977691725784	0.754369469618773	0.842784747712069	0.927525252120029	0.893089838010749	0.865682865351213	0.669153997267092	0.859125818601626	0.848496496013547	0.709658809588657	0.734998644196868	0.692359507086015	0.701645255561334	0.769922149983716	0.862335590086485	0.597030993881762	0.847067447204658
SDC4	0.651336154241934	0.625564094603711	1	0.276811993702376	-0.000785141549707527	0.891911928083462	0.407250713511582	0.705909644348261	0.663592425439433	0.250084025422332	-0.0317222083687259	0.6742839177721	0.337647935964802	0.0886334219561752	0.673319232616986	0.152459332544978	0.453665478344971	0.792687569072704	0.63292296422881	0.810144081031615	0.387544708193393	0.513076118951963	0.188066585536037	0.503903412264747	0.249220061484157	0.873177739483078	0.197697049001952	-0.0690969987808048	0.876626344820359	0.0357945187394149	-0.0662263452399418	0.481063691625716	-0.0521727172708871	0.0947113535465632	0.629556321526278	0.210784125090966	0.292804200938108	0.200816817619459	0.426792550269319	0.149475430914258	0.706237989549465	0.290539602924732	0.0869874918378059	0.302960538221488	0.420984468080937	0.831876438706526	0.270020669620181	0.108072059135709	0.278421112620214	0.121464954058941	0.0198998673551561	0.420495802666938	0.311859475023399	0.630567043078694	0.82151889554019	0.908761518203105	0.0546366248658191	0.17850377501355	-0.0167630011611512	0.274483405097322	0.412381676318204	0.285497012455494	0.359939677851389	-0.180423469150496	0.591373087208886	-0.101607209813745	0.498890144981938	0.837602455600609	0.298543397001088	0.489297077608822	0.255958502321069	0.480060629601591	0.336393271180662	0.40829589026445	-0.110602607187692	0.385201805256625	0.463980293760494	0.438391301030133	0.0455388683855574	0.379102214595665	0.64156134051918	0.564311191936604	0.264608670802677	0.0445650623529562	0.15365515626022	-0.0298760195620123	0.713339721658099	-0.190665858388644	-0.0965951387164769	0.113289924942784	0.284666641849945	0.191445513661455	-0.04734018628696	0.632872417360014	0.48974030563922	0.360342207860724	0.533566724040701	0.120468946601082	-0.178538249633003	0.149392713954498	0.276903522313533	0.254008457179543	0.170562222148564	0.507579684546212	0.184645640351492	0.0471316819363999	0.22134437313689	0.0687252853044823	0.196772147109194	0.499117770217225	0.192661318957544	0.242645237532858	-0.0917896316355426	0.425294343775104	0.654121667928015	0.61924906991173	0.120122186301144	0.325678492966124	0.514579717620015	0.193873515443792	0.299941333788344	0.26928371420917	0.359077925413685	0.399632804862695	0.372822975403234	0.445408929037385	0.651585141836881	0.58384037862829	0.676496072472779	0.269198797932516	0.627610707494624	0.370651321710522	0.304131153838549	0.407061005011612	0.301509045844268	0.68754520384371	0.393876761169675	0.436199241796908	0.214897537786048	0.490576309323051
PLXNB2	0.397486172912695	0.728214016399607	0.276811993702376	1	0.656682409420656	0.352480223343829	0.881799943483709	0.24744139239188	0.259889857974868	0.767175864575527	0.73493041592271	-0.25270961473356	0.691401435579145	0.751208616218051	0.507625256805149	0.67878223700826	0.489379354124034	0.670773911965811	-0.0383158079724919	0.381470271865536	0.767246934724318	0.807074080778661	0.862982420693516	0.578417311184406	0.652752386966053	0.281782306481714	0.612810914722503	0.858116803193542	0.181143013030901	0.860558012433347	0.814566723705055	0.82929121985191	0.48021496510979	0.534687180712147	0.0864442830789115	0.864267680025818	0.669887003603233	0.797136664210646	0.748297030578257	0.748019370150951	0.699320857657817	0.844424518135264	0.0981272304552486	0.802631082617626	0.768309402817855	0.468732121159769	0.707541620963443	0.398339250284993	0.869859850041498	0.828486312857851	0.659096419413659	0.883752288003659	0.318839854069096	0.618063798384155	0.445289497951096	0.22093358561621	0.701459999590356	0.730996822851326	0.8635461526092	0.00750965301248695	0.861871896197448	-0.327997576263968	-0.184841203016613	0.815133208768807	0.729975521820959	0.76216849055335	0.807430618214418	0.390280866396677	0.588497398251012	0.455511861803504	0.720510447519662	0.783540363657986	0.793397178850985	0.729420143525811	0.82105278329129	0.724062127319332	0.877528399147679	0.661970416887837	0.265964313591267	0.796644394683944	0.747465635679994	0.530122073618386	0.434878465304251	0.865589771023995	0.83102186777757	0.877656296378143	0.566236353227964	0.7998986900074	0.731918493874984	0.703429540204123	0.795041496321484	0.181188952105903	0.723749164453143	0.489106721237155	0.505533230650568	0.847684359504702	0.468033991974873	0.647544626905382	0.34285407368668	0.732736271322005	0.495711347372671	0.743661849674504	0.751767187690761	-0.128581766687062	0.900651519704108	0.900047617784522	0.84973801637407	0.539369868219471	0.713368289492748	0.664879457195648	0.913264040704923	0.659252665242691	0.8667142719489	0.735330660664066	0.51878096448861	0.678329674963387	0.813001892831648	0.913284047848818	0.750725284142766	0.819715443302059	0.455632363571746	0.478733521888054	0.885836139853589	0.807498714072724	0.765613741447721	0.882492678486304	0.645455496784374	0.59750238422621	0.52880177882522	0.921938973803508	0.4951199773619	0.834784590662081	0.451972498748407	0.617519841125215	0.429872236893282	0.547529215826121	0.527711936710451	0.655031064885035	0.865576441547699	0.787323707200774
SDC3	0.559538226757342	0.326865935279936	-0.000785141549707527	0.656682409420656	1	0.117196048861496	0.659056866498121	0.11947155102256	0.149932967863107	0.826601015027093	0.412771942478005	-0.359818816516988	0.865065723546741	0.971604261750272	0.137541621980805	0.957704361357914	0.455858141019674	0.387174770035102	-0.288139404121904	0.100373969134799	0.727790859019787	0.683535541911343	0.709646498958366	0.153847288859087	0.922799869712551	0.0332865587300226	0.690199680048957	0.799070680702479	-0.0708435984063232	0.578944860632402	0.844791605787987	0.539900795672844	0.167089571843915	0.195064979267786	-0.128276851077094	0.682567933129024	0.914948449849373	0.842727929855382	0.743039085074446	0.902046297633107	0.612974371596135	0.69228174193898	-0.178985410332824	0.670164964159515	0.74501542931011	0.219550180032521	0.900718210405687	0.839989493038975	0.824674501885459	0.721440639253141	0.613349112267227	0.695895811500054	0.11038145323157	0.592251245291778	0.116781818229673	-0.0325719623952784	0.239200123770607	0.376573073493396	0.73003062009013	-0.208753228809695	0.602634700584056	-0.311172744695822	-0.383177346070347	0.666490888963944	0.483887368665871	0.919925955701025	0.639295490012305	0.0545057099773857	0.162514423710207	0.0824583308339077	0.373515544354364	0.811441614111771	0.452716552967349	0.779590219365191	0.82159461319234	0.35921135593573	0.601549850969217	0.554083409345319	-0.0372594834232441	0.73573048097733	0.392978753950152	0.15877979237264	0.180642161198746	0.888517169432002	0.839469906672862	0.813780920234443	0.196107858827699	0.710154604642644	0.958205064806926	0.62822075430319	0.588336207391537	-0.200046095626459	0.907791312112469	0.196146860893783	0.177457810469946	0.656768630929212	0.0427905572834076	0.252100741224926	0.422149148874142	0.355020620251091	0.159556575065616	0.589871674359636	0.593831219639559	-0.325501107162002	0.873086355988914	0.786510470675175	0.728742776456252	0.946186253899043	0.951988004105493	0.268638722589244	0.745169005358014	0.344708078571597	0.653035093978676	0.373168069206323	0.549244831103796	0.360421485428788	0.456129221829723	0.564316880718197	0.315644278889333	0.604677958987791	0.165971466409681	0.204788674086297	0.637411221022404	0.785434645279002	0.763318673781449	0.748417814051056	0.24126506156563	0.172782547093762	0.251417831214715	0.774379364302039	0.106357830765042	0.668225631405482	0.190454790388861	0.470981014052047	0.196263904614135	0.575687181983087	0.313841116701803	0.386251164873083	0.791529664829822	0.603277271959962
CD44	0.63317541563071	0.658825365723577	0.891911928083462	0.352480223343829	0.117196048861496	1	0.509182029702998	0.786969594715726	0.828082819902965	0.444603388892845	-0.0697634249802347	0.701479042169653	0.509310037336893	0.22794131564711	0.829306527077399	0.280880317305364	0.652204208597015	0.80454856403312	0.757221914181376	0.803184825314998	0.454347594189609	0.615461437436229	0.276210780530978	0.55548750529678	0.3890349787834	0.889311147388571	0.408592278271572	0.0743837168435037	0.792447687289031	0.0991919704182647	0.0691739663184876	0.589702897938387	-0.139479854944426	0.0265330695210602	0.761775864814801	0.359505391648863	0.427001641555401	0.305531005003229	0.529985765987093	0.245875056086111	0.795188770804774	0.390016433921744	0.0829226053078364	0.392697965754473	0.506003653162716	0.834438986589669	0.336721238050766	0.219530503549604	0.381018675583157	0.207031245137233	0.171539395271895	0.470334844774917	0.479312493686524	0.753363177691809	0.852072474753758	0.876754745434808	0.121601738083947	0.321405953520727	0.128956426443134	0.346708129411601	0.479609655250834	0.420550332274078	0.435099847848177	-0.135472755120063	0.642554827997761	0.050604421217874	0.582646408540434	0.803605151133464	0.266632080206587	0.4863723441047	0.329763533544774	0.552219780039511	0.306219653643997	0.529167533617302	0.00713827205261851	0.389884671523976	0.536740974342805	0.538204659781252	-0.0809061309599716	0.448199116671563	0.693143237975965	0.444378707607854	0.302030301055356	0.14513069660751	0.267118269530315	0.0859262235626183	0.778473701415551	-0.104401946484127	0.0293186399600289	0.203468740790415	0.390066592392567	0.234060901612811	0.0439558382182828	0.786720394348989	0.616761728749386	0.46691492669447	0.459346097515243	0.0358105053666422	0.0291063791939133	0.163160649339728	0.320343318824364	0.298902741226446	0.235768151797774	0.599788814098741	0.272764508185513	0.149482465380038	0.316162332904232	0.184166528310007	0.328794366471752	0.623100923725069	0.334023395851872	0.219182899519622	-0.00187192040789991	0.44494441191439	0.742552001571274	0.727950692652995	0.129134561279666	0.390001113031133	0.588530739399684	0.278199515452297	0.373876242482447	0.351916766938786	0.397223391581595	0.549578040388756	0.456655736523489	0.529849304621198	0.621946514052277	0.604207258950885	0.622732338635681	0.401781156725177	0.585416897249088	0.449301845090893	0.388483708126416	0.461511899541029	0.391215172536304	0.775201726494462	0.498752365384734	0.544514319774252	0.280855799699732	0.505068990939379
ENG	0.509422549201545	0.763607337332494	0.407250713511582	0.881799943483709	0.659056866498121	0.509182029702998	1	0.328039800092111	0.40484680711921	0.767530162582642	0.513028671897472	-0.0912174548604338	0.749530374522158	0.740282068720722	0.536396834034015	0.696630817098266	0.545051789865452	0.69580588433565	0.116571785589656	0.551491692529271	0.733813371475736	0.903449283876557	0.722821989525328	0.51290481107567	0.713522516830521	0.421273730367622	0.616137262322865	0.759004962605602	0.322374916490756	0.678302504667263	0.750971095608234	0.794499943919982	0.251988532236185	0.51403193850573	0.199206802251948	0.792299208345425	0.703525967640144	0.832643065966666	0.783238155358218	0.784173757889183	0.772077784685384	0.836869504331332	0.0235139207630798	0.775802774399369	0.798894820121892	0.566911000620318	0.728459372755923	0.451621136295477	0.830371880462814	0.770995800593924	0.792368703774647	0.869344063539999	0.41445580051277	0.741707536257598	0.600341893252146	0.339983831877471	0.506811703765456	0.7429995973322	0.799825841073662	0.123471850697296	0.808198140440295	-0.241713143380623	-0.0833171889104097	0.616035465720537	0.782163346723324	0.695098671996937	0.877722741029501	0.495343193271372	0.483691538534621	0.474138626612695	0.633251228983958	0.818993504512539	0.757339373312922	0.73511492207335	0.706525869150365	0.68010431288531	0.846701765568392	0.6931670308491	0.117280982600158	0.83060252779048	0.766017124122515	0.492534311919235	0.465426814228609	0.792354981222875	0.816469387088188	0.75246902843214	0.710011421840865	0.628855701737561	0.669222138364459	0.827454530317083	0.803434648487915	0.150642421609775	0.630758298857609	0.53765981461804	0.503883724924488	0.843170146414714	0.453692329846427	0.445868116476604	0.271377134184617	0.624780461188461	0.504056778805152	0.628554104734175	0.662852979594579	-0.0347894045240013	0.843105535960518	0.793717833530266	0.817236480302571	0.562505321469218	0.719577922034736	0.667527419255641	0.85370988437076	0.574550658972214	0.674247099659578	0.692849358594367	0.617527593551143	0.688930018686112	0.656963263460414	0.835910969700388	0.712746650278212	0.811736912132427	0.529759111867376	0.537291651347794	0.7995045550086	0.835093536225064	0.804825460794469	0.890177551647775	0.672876584904159	0.640284492905939	0.559073627074877	0.849585590039363	0.528817443256921	0.812205168840665	0.538549725639184	0.688723820305178	0.522902646386022	0.690770817391461	0.605558779358132	0.703481548954013	0.819863865217516	0.811720834174226
CCRL2	0.475427574762398	0.437583590191414	0.705909644348261	0.24744139239188	0.11947155102256	0.786969594715726	0.328039800092111	1	0.825170920386878	0.451755937258599	-0.146205183035293	0.662478418257937	0.475592375910207	0.214109608356961	0.751965108668074	0.251008526501337	0.777787445098312	0.605159240116619	0.698603141406569	0.586085006785222	0.355421639349339	0.409928759051807	0.2798829317204	0.568440182476524	0.338667955807467	0.646889662973348	0.524756080150646	0.048443925992925	0.50572465292302	0.0826507945271451	0.00200664477254122	0.477787151914679	-0.175960922155418	-0.0749617430746175	0.744436594377765	0.207544337529141	0.412363474128261	0.129400500500305	0.419985965088162	0.140580489749872	0.611142669647816	0.246788293605716	0.0240924754216007	0.277874546570203	0.399327106953627	0.537558863527027	0.272931492349983	0.289057618198428	0.273562729771787	0.11452968294859	0.159575987965158	0.254538827944385	0.409814097847013	0.558454275468627	0.585150858406603	0.655622777443842	0.123952967498672	0.259580523319269	0.0822317373839715	0.397395856890257	0.323648876200835	0.481655889664626	0.54890948817675	-0.162852345864614	0.465559290460459	0.0709186532669761	0.333154978206601	0.479363518912964	0.184018327185307	0.317374864469059	0.225106768200114	0.40884049755362	0.134370812279843	0.492059417724661	-0.046048167616755	0.192853862170372	0.413050741746297	0.617015395484686	-0.125628571632627	0.285356622222019	0.490436830140285	0.213437879870147	0.0735641172706299	0.099263075077018	0.127527025491582	0.0872172507359719	0.579095662937686	-0.136341262328131	0.0670022193240109	0.112679550072512	0.188677240115294	0.217120952897468	0.046809338987578	0.795363227387562	0.677392442436183	0.32961824634602	0.23350192513564	-0.0349821807607444	0.223846510173176	0.0552206466503187	0.101409585625475	0.274826388314789	0.179160223181109	0.702961743804757	0.162208184064726	0.0401192530720727	0.191538947530833	0.203549179508011	0.2974730654716	0.563712861579446	0.305162206604616	0.0653988056694995	0.00173451023855167	0.274170821408856	0.579510119971982	0.60217452824627	0.0106364191411342	0.211881534300325	0.4013306225293	0.130404491464723	0.1274073987061	0.152815167741987	0.1921646538114	0.497146374010143	0.359725396787878	0.375496739799223	0.357557958838075	0.366740439767848	0.331989004483245	0.29253488308317	0.29011558726111	0.362206880916087	0.152602548849041	0.160321962413721	0.163499647576564	0.545613664938511	0.234988881170141	0.333500919790657	0.151229795108868	0.298383526602359
RXRA	0.452277412063457	0.467040610127958	0.663592425439433	0.259889857974868	0.149932967863107	0.828082819902965	0.40484680711921	0.825170920386878	1	0.535578473801167	-0.231971791987492	0.655773556627287	0.544908660152313	0.266501679914028	0.802989830120104	0.281203088523952	0.821055841160831	0.585275592526248	0.775093983360186	0.648986358151549	0.32072058314166	0.469449089393087	0.23280642928669	0.579645042853123	0.378188021306797	0.712003561375184	0.58949931568856	0.116867216367943	0.518821129688734	0.0556203788684456	0.0954995058949286	0.50024482413527	-0.314571145565828	-0.078099131317532	0.715061869553691	0.266139227712218	0.405334647741287	0.223779484985151	0.40543401304087	0.178182246803031	0.637448814335114	0.277316609710625	0.0811038891773194	0.26734602718336	0.465342314795951	0.627528520610215	0.276190571139945	0.293999374979895	0.312498877463111	0.104974038585885	0.25027524555077	0.274169650878843	0.581501434456228	0.649702361877898	0.705646225951982	0.668363051472885	0.171021140328882	0.339482928721237	0.168211143840762	0.50742720719765	0.366768216552315	0.487722194803517	0.626414248859761	-0.190242199356832	0.430348474706662	0.128259497303673	0.437757688739694	0.559608354975284	0.104316374260569	0.298417628847071	0.210718541763387	0.412118217748728	0.0829021190860732	0.488935012776326	0.0149679950528377	0.178749442939367	0.386220791058522	0.586151366699626	-0.235625895983548	0.315236614769281	0.467531369402209	0.101507769215117	0.079834321010936	0.107468862548674	0.167752861677229	0.104227527275411	0.661930445793738	-0.12990600289232	0.0840491786041548	0.158901272645454	0.21695273896808	0.178537704199689	0.0329351490248542	0.82571971879891	0.669053297633996	0.372946431765043	0.173225028766361	-0.158381793951349	0.356305996383042	0.0173579787979204	0.105874310707356	0.222836382920082	0.212505388603104	0.72549611865522	0.173558591651742	0.0875077505736501	0.218710544254252	0.208087512583469	0.318214669113948	0.612395076145835	0.352770691206614	0.00221957334511737	0.0102220270100683	0.266106559134444	0.683154539524058	0.659916128799806	-0.0630492237664171	0.267276355822109	0.40173390663883	0.179331257795557	0.168145272263739	0.1816138840135	0.225459802742972	0.515075035227547	0.375596897316289	0.406028081966191	0.371720598494743	0.395482657135301	0.34127633147407	0.315127027005611	0.244030179219417	0.326647487277437	0.196870664346418	0.214008936914128	0.21436432515729	0.602970242068913	0.313083037082333	0.395028351452852	0.163640097437863	0.305535651998958
CD163	0.504833744871863	0.515007535005791	0.250084025422332	0.767175864575527	0.826601015027093	0.444603388892845	0.767530162582642	0.451755937258599	0.535578473801167	1	0.347352898464878	-0.0934234255935079	0.899264487435068	0.901179278526913	0.588003994797514	0.868647903735493	0.814405495532701	0.59364970490313	0.0939799409385768	0.328626138036851	0.71740399045293	0.740397056976069	0.773346186853424	0.53440554235426	0.860650384696123	0.280122871402361	0.896302340812946	0.822732702456692	0.0719446298895888	0.636185789491285	0.828908204689903	0.74898273237755	0.068934660800606	0.173731192775476	0.244378620183031	0.772989086276071	0.853983175608649	0.796382210197958	0.825498779927236	0.783378720528953	0.776952193204689	0.718726152830023	-0.0709654790917965	0.716736066197607	0.816891662161337	0.451029555898915	0.802962129635886	0.686839336564825	0.852532193874889	0.670688860709461	0.621699478996554	0.730934451943212	0.414010474164474	0.747784593691674	0.384283277513511	0.208944319893884	0.474428505478579	0.544502961990971	0.797102254994952	0.0897623993209501	0.779477628708264	-0.0835091099422938	0.0169170341233901	0.58636542824928	0.641492605704314	0.873218092542427	0.728974199921356	0.298799023941028	0.261906260580554	0.225126946349312	0.499672962478035	0.814439449748749	0.475507019882174	0.873673414792517	0.771423180559662	0.424936608681193	0.745934106162729	0.785953165177526	-0.0845457422103229	0.720542163742049	0.576551548959879	0.19126376781345	0.210625206916941	0.838518234807828	0.773500060826297	0.806135203056767	0.508918555341826	0.620253809657765	0.823877165239827	0.557977938050971	0.635811095138805	-0.0567152620204412	0.742989900395641	0.629538207938362	0.580842938001133	0.767987723692281	0.0917916088838513	0.24093855044308	0.604027287997375	0.399912768727623	0.232762073775039	0.637535559027802	0.653922511654886	0.0716726616847707	0.829622822821917	0.785413932932672	0.734768263350378	0.768569234630394	0.89193068141138	0.613309870980782	0.863832443983885	0.335373512843439	0.706676910044175	0.480946904346247	0.725028816443082	0.64742249607858	0.465494493994189	0.72793499258574	0.53415610216743	0.615382140809301	0.259357648308533	0.290154276594791	0.694201093450601	0.886398035510036	0.763581578424319	0.826345891691375	0.379118722295081	0.371243442046184	0.312282434993491	0.860004320473864	0.198410710416459	0.721823558634615	0.28819215241637	0.499784103331601	0.28861941712183	0.661550245762904	0.424218291635546	0.546696003625596	0.771421378117604	0.613899012171691
