""	SDC2	NCL	SDC4	PLXNB2	SDC3	CD44	ENG	CCRL2	RXRA	CD163	CD74	FPR2	APLP2	LRP1	TLR2	CMKLR1	C5AR1	PLAUR	CD93	TNFRSF10D	NOTCH2	ITGB1	HAVCR2	FPR1	LAMP1	THBD	TLR4	SORL1	FLT1	ADCY7	STAB1	ACTR2	HLA.DPB1	INSR	PTGER2	ADRB2	ABCA1	NRP1	TFRC	NRP2	SIRPA	PTPRA	SELL	TNFRSF14	SORT1	ITGAM	TNFRSF21	CD36	NCSTN	LRP10	PECAM1	PLXNA1	SLC16A7	ACVR1B	ITGA5	TREM1	VSIR	NOTCH1	ITGAV	LDLR	CD33	FFAR2	CCR2	AXL	CCR5	MERTK	SLC16A1	KCNN4	CXCR4	S1PR4	PTPRC	CD63	NECTIN2	PILRA	TREM2	RPSA	STX4	ASGR1	JAML	MCFD2	CD47	CD40	GPR171	FPR3	AMFR	TLR1	PVR	CADM1	ADORA3	BMPR2	DIP2A	SMAD3	SCARB1	LILRB1	LILRB2	ERAP1	SCARF1	CSF2RA	CSF3R	ITGA4	CD69	STX3	TLR6	LILRA1	CD81	CD4	CD46	GPNMB	CD68	TNFRSF1B	TNFRSF1A	TRADD	SIGLEC10	RACK1	CCR1	IL6R	PTGER4	RHBDF2	JMJD6	PILRB	CD2	CLEC2D	ITGB2	TSPAN14	TSPAN17	CANX	C1QBP	SIGIRR	SPN	PTPRJ	IL2RG	SMAP1	CD3D	IL2RA	CD3G	CD82	CD8A	ITGAL	CD9	LPP
PTGER2	0.26099656795864	0.436849030730146	0.629556321526278	0.0864442830789115	-0.128276851077094	0.761775864814801	0.199206802251948	0.744436594377765	0.715061869553691	0.244378620183031	-0.126547912332198	0.673452224523064	0.264031553313601	-0.0397734982060296	0.637571918280684	0.0137862222567135	0.594164510995825	0.436134236267356	0.766270352058801	0.551226361384441	0.258389518963425	0.298749957107103	0.141108292262408	0.513687927995984	0.120068438415433	0.581672217475685	0.325266667254044	-0.153722802561804	0.437608281405873	0.0251797040629791	-0.185293375589605	0.416736481813651	-0.0605088400536382	-0.0936105270799153	1	0.0799626884150511	0.175476323178022	-0.0560691283268439	0.266767346586557	-0.0486465015702432	0.425711750613212	0.167931037982618	0.259959932752494	0.229635444152816	0.14541819674319	0.431438878545042	0.0443506983192399	0.0556062339818617	0.121136834448619	0.0649167375405089	0.0762970721009402	0.107272877005863	0.582516883141286	0.41594261548638	0.560397906539128	0.575036360663257	0.161451636334083	0.205097236996812	-0.11952750927097	0.464945263759324	0.195283643618735	0.572932912827002	0.633513607421999	-0.323147167550183	0.393330903455549	-0.161859364995198	0.222816669898161	0.465302932648913	0.202952909414342	0.478540911149482	0.296930079847639	0.200041787235232	0.105351730094273	0.28623852905365	-0.273182238275365	0.25879622745235	0.243594438760037	0.457771632091976	-0.0644124084220112	0.173430962944949	0.529436912428766	0.272302764259772	0.284382236430147	-0.135341903666096	0.0190489679254985	-0.135738601413049	0.570474985531793	-0.239121332188095	-0.190397939315917	0.0466754680152085	0.179319409986618	0.443651201371967	-0.121223167634799	0.713793244478671	0.615299654538683	0.261286414725116	0.317908304558834	-0.0207743244571734	0.080602994712323	0.0860752717114689	0.286065465744237	0.24521580824464	0.037141991534875	0.722156938252232	-0.0417429132116424	-0.109063464209609	0.111266913191235	-0.0448579820432219	0.0523123877884857	0.50253041688179	0.145817869421592	0.157736156510942	-0.129740406265325	0.326764297337695	0.411876687646753	0.539863825664638	-1.42142518234064e-05	0.063826132988157	0.434557085318823	0.0920034467638234	0.317557104885403	0.314078224970539	0.0867776413281719	0.300609410536447	0.225111216219119	0.233596985785854	0.409950586006006	0.511471907611068	0.34982935470884	0.14835244206887	0.393694407545155	0.270288269236699	0.33352737850925	0.189725161160554	0.333553390139654	0.430861233489857	0.345842807616721	0.378803698739083	-0.0777543561149478	0.220468542689569
ADRB2	0.416959845567452	0.652202012378502	0.210784125090966	0.864267680025818	0.682567933129024	0.359505391648863	0.792299208345425	0.207544337529141	0.266139227712218	0.772989086276071	0.570811189456821	-0.255952327308059	0.701627673555068	0.767679333943311	0.472659518013432	0.73127387580537	0.500703933426218	0.606142041864053	-0.0879053016214908	0.284764174234087	0.720216634064935	0.781686148248122	0.774638394769229	0.421745857429534	0.705668007452446	0.238145269996057	0.63176595817256	0.856080609470927	0.146092613205756	0.738773013516077	0.807715552033185	0.745545119005991	0.297490839102381	0.405625687198898	0.0799626884150511	1	0.688051261976001	0.810897316242349	0.778544444871273	0.764363928039026	0.685302953169207	0.81017816122289	-0.00453860710531185	0.80707447337391	0.76810422585172	0.445804743923387	0.695829252699068	0.456445463513072	0.833703354890811	0.776251689535433	0.610672997223082	0.841811390547164	0.313608386850852	0.633047300040141	0.372995565844476	0.178593287606791	0.562112381832333	0.676376182780902	0.827369487652809	0.0024269610223927	0.785817831549314	-0.275106473312409	-0.24690740193586	0.739654506567395	0.718768783438858	0.782340555570497	0.792827001565493	0.362116745434587	0.486496947186686	0.379307764257539	0.670637474604939	0.766138194164597	0.664837200482726	0.726647019693564	0.830959938125498	0.627224749953716	0.833429645121384	0.580244477876558	0.119105982425128	0.751474366535206	0.646905580600059	0.394364226515686	0.475279736008431	0.840061290040774	0.813317945981798	0.82900743900887	0.465136655859012	0.740179997320936	0.731395489743404	0.624968961923669	0.832023144329019	0.0627150835183288	0.70394232754882	0.421341226256518	0.398910099178598	0.816437793901473	0.304449089265032	0.468453063550267	0.397218932975153	0.636734918678247	0.516794661026737	0.628145837333161	0.705463365381478	-0.178532163917078	0.876571043373999	0.874962966621357	0.827895877032353	0.601054733613075	0.75267177909485	0.640175222376478	0.830881532888866	0.558808381312724	0.772870120655787	0.628792365332795	0.566474859384429	0.628552937539207	0.721791966386265	0.856780531116725	0.674802108472363	0.786794479214	0.517420750536366	0.528798027368853	0.819586591439583	0.807933158970224	0.72474737768637	0.833493261414845	0.524741120684283	0.493446289819778	0.475543839154599	0.882177031077071	0.467225205544648	0.757463774445019	0.524411244422155	0.676831088548822	0.520270710882158	0.600025324859817	0.629119966479581	0.705179796392063	0.865943492262664	0.718805585159243
ABCA1	0.723391891860428	0.500906112983315	0.292804200938108	0.669887003603233	0.914948449849373	0.427001641555401	0.703525967640144	0.412363474128261	0.405334647741287	0.853983175608649	0.375925225847782	-0.0559986019759131	0.942191354470427	0.928342513427629	0.36945662729071	0.945014972798128	0.615199952098527	0.603041160273348	0.0124070416642207	0.349444862505979	0.830642136024366	0.799846544943797	0.742903070115439	0.307038487576651	0.948843341132543	0.320124791066706	0.740018882909391	0.691853011057578	0.199108985461234	0.564699421349899	0.715059886333409	0.674839765554773	0.179463358718233	0.15296955249736	0.175476323178022	0.688051261976001	1	0.795419337250158	0.825599271141951	0.867826728669943	0.799819395404221	0.733441667805411	-0.11566411089278	0.724168379502775	0.791949521998059	0.426083600627034	0.913477929519414	0.836811869763808	0.854109530241532	0.725367134937344	0.583147178629705	0.742642894635241	0.235371518889535	0.753966097936572	0.355446018100313	0.263165301577472	0.242561223540359	0.400459672370624	0.637220850075432	-0.104153466323677	0.640521023339443	-0.0928185659510977	-0.203142292138613	0.533954620399996	0.612399436031205	0.81310178474478	0.726348664829762	0.264416704111924	0.236705939827607	0.252324043562365	0.449921219303687	0.90424371895852	0.49890119109326	0.850555721095692	0.691750630732949	0.451442236717115	0.692579501131212	0.662580464343612	-0.0446268005670985	0.805824672160435	0.591608029046927	0.316076122294941	0.241939482376586	0.810316073049962	0.822793074907898	0.721855828941721	0.395031814169379	0.600280905213752	0.851538381935175	0.60748976624105	0.623972251955795	-0.051367527768256	0.864030933434291	0.42120014987721	0.340838381876945	0.722424345663987	0.2453624794563	0.267946972291101	0.370788524102641	0.375612576614052	0.230480943252742	0.683421072965806	0.591994729187162	-0.071016784217273	0.852615202423297	0.709448474887494	0.74245298124126	0.925265127548514	0.956739273515331	0.413828173564553	0.746484372996286	0.398611734458129	0.560562617575931	0.489622534025349	0.699807420055202	0.569548229392946	0.455413461230582	0.570329605538512	0.467151563103374	0.6036818662169	0.234707948923863	0.269533343994211	0.674885650276493	0.87799630887865	0.816396327638744	0.827235930120102	0.433183012228262	0.35017191012399	0.425548275048017	0.811091026390437	0.285294525248664	0.761725710214136	0.258542386462354	0.530064509059192	0.266710257686471	0.762159566132333	0.402990617882567	0.501762241725729	0.761409525888918	0.705343754578146
NRP1	0.63568701398889	0.609417450541	0.200816817619459	0.797136664210646	0.842727929855382	0.305531005003229	0.832643065966666	0.129400500500305	0.223779484985151	0.796382210197958	0.512915381689801	-0.331941434522079	0.811231869721634	0.881896126197968	0.306315983644957	0.875257363450013	0.428205058791383	0.627122202317863	-0.20817282076067	0.29068116353843	0.781085006950444	0.849076159070352	0.755626296138623	0.249260667033211	0.860871412330467	0.239856988562342	0.598410373740461	0.80145157483913	0.20434228131695	0.641043220856284	0.84094938605189	0.71165535101948	0.237680602362591	0.403462794653809	-0.0560691283268439	0.810897316242349	0.795419337250158	1	0.830847137502552	0.92973511559331	0.731085402873273	0.824116546161151	-0.0971358186866485	0.762388080932061	0.87114846365503	0.498385325085414	0.863034227939042	0.669264122021769	0.886190185013544	0.780829802623634	0.660665022248317	0.87672896001635	0.248536355232618	0.751194763433088	0.414341575975909	0.182630844266314	0.374038943683434	0.570470215543838	0.796428126364629	-0.0949133147285646	0.759555381316875	-0.375344422496097	-0.373021155400448	0.66944105961925	0.671525015758754	0.825765924183696	0.871502515704788	0.425534517157479	0.330449990709608	0.272749930943011	0.540435220540265	0.884702127550936	0.66926492377653	0.768523814393075	0.827850137863769	0.578875984218813	0.777413348425592	0.52761477321175	0.0662322435090943	0.859519443335981	0.598751698201381	0.413008242520284	0.381713332089146	0.873185704490868	0.886870418547928	0.811696868287719	0.499803430711404	0.709170048771681	0.814605707781109	0.731243668551174	0.781944705174533	-0.059615375974969	0.79167439761579	0.29427914910416	0.269078176049802	0.815739483046914	0.322951707034964	0.376377977338579	0.29722527128875	0.51511311290109	0.38708344802476	0.620086916273566	0.651375297023376	-0.310278444745263	0.911386511156436	0.893165936333294	0.845877065257478	0.778684705500673	0.880767899191003	0.485031073298621	0.789947415356568	0.504029853617672	0.675240049543007	0.563893299512386	0.702156332761001	0.525742691312192	0.602380824507196	0.775967500444431	0.57086555675356	0.789274167640699	0.404644422673543	0.415743620762367	0.862789821926832	0.814408343940884	0.810836343596437	0.889457561250785	0.505330262499281	0.40168705420149	0.518375298249706	0.852850757874321	0.415077987199285	0.764339762311419	0.413674146775055	0.706535762067639	0.40780167871115	0.713970642352293	0.575478345348415	0.646296827668038	0.881316869438203	0.807912073311246
TFRC	0.640075161385649	0.717424881900921	0.426792550269319	0.748297030578257	0.743039085074446	0.529985765987093	0.783238155358218	0.419985965088162	0.40543401304087	0.825498779927236	0.486858566314266	-0.12088996926127	0.82536410415911	0.80219791780192	0.494044097960437	0.854155406669078	0.636978561549488	0.742570443571743	-0.0186923762803952	0.385154480539413	0.877250300162186	0.842844117575047	0.794091667947977	0.491447663423215	0.865875661403378	0.331102694941046	0.735815454719221	0.695702815104283	0.256457658093591	0.651134434707644	0.687781041413127	0.835986332807567	0.273981594400172	0.394446995625684	0.266767346586557	0.778544444871273	0.825599271141951	0.830847137502552	1	0.861430297424397	0.820948447183491	0.828326034448678	0.0355084499318344	0.88275689247461	0.806808796523756	0.513536488982996	0.846078731719533	0.650972590547677	0.864068913331041	0.784329236798284	0.615035761194215	0.860011275938035	0.367874259036789	0.807531195759247	0.463293052202881	0.303435617281104	0.436077619519167	0.579617799808888	0.655363254378593	0.125675887709407	0.814892829220353	-0.225350312942536	-0.0905974934026267	0.526659816705837	0.820517830777972	0.723840812981362	0.825416218994809	0.475315459403039	0.504834927245091	0.465513255349175	0.678052468740547	0.894309340078735	0.7227107662531	0.878213022150815	0.639935480084411	0.67062020863758	0.845751280085432	0.724221273188269	0.183564862413974	0.870490742991522	0.74876327299668	0.557170311596862	0.500580897893994	0.801330628858934	0.829426833515135	0.699134432083405	0.617612819520827	0.54473601651906	0.69373724993277	0.63320559339551	0.799344354865205	0.149852381601952	0.739593540294997	0.534663925342751	0.539487574410427	0.833873529211179	0.372474372434673	0.458011751539548	0.393342421483315	0.594316028255821	0.500424850860964	0.712194085655817	0.715230904707029	-0.0304155751301238	0.842454831383643	0.80615196003143	0.858616542761274	0.750191506858875	0.856884551630666	0.672017890214693	0.806366671188308	0.611791476790246	0.629389271209516	0.690034442323254	0.731671259432729	0.711646565749246	0.634818528499151	0.734013816464554	0.68742854197472	0.73435007411447	0.519029038304032	0.510055942404381	0.814350028620099	0.906385610133501	0.828935681372842	0.907305132520538	0.607530655620007	0.583584089044512	0.59051652732823	0.821914594390203	0.572095203672284	0.848507562513699	0.522315769643862	0.780502340743912	0.513541650963715	0.771093146123143	0.643590091450302	0.740341865882896	0.790232311053958	0.792387136597103
NRP2	0.610737691938004	0.574378546709281	0.149475430914258	0.748019370150951	0.902046297633107	0.245875056086111	0.784173757889183	0.140580489749872	0.178182246803031	0.783378720528953	0.546948741353591	-0.365693782431068	0.854047005415772	0.912641139584048	0.216211229238944	0.925921883198431	0.435582626591174	0.553895317615636	-0.25131279329888	0.230076824701647	0.84739916923672	0.834347506179368	0.792752203455049	0.260806024720457	0.920099169536297	0.12047746369879	0.649069565287476	0.779172670242698	0.0874285508091694	0.66075588247441	0.797179597000228	0.715864511941352	0.313835288201824	0.430858024193128	-0.0486465015702432	0.764363928039026	0.867826728669943	0.92973511559331	0.861430297424397	1	0.694587536260229	0.85030186215244	-0.029833752561446	0.819812282445093	0.81536237843952	0.328767905079975	0.910780408529853	0.776385687069808	0.885856126286279	0.84427706964081	0.711220837089879	0.849412899905515	0.251783051229123	0.687663933049865	0.305896571432509	0.0784596188271171	0.365547444129025	0.552879713279323	0.731664716775168	-0.0786649571192304	0.703217023337698	-0.365799914594499	-0.367385790316048	0.668373413686043	0.646087374542533	0.842142595307016	0.797689534705188	0.273859973103883	0.376851198908163	0.307666379383829	0.587352139114445	0.891266074436484	0.710262783049986	0.81060937901409	0.784215316699441	0.602036709062382	0.762374174339631	0.555221049797181	0.167080351105835	0.886901138404229	0.592348223644264	0.446792975395118	0.410489644859956	0.888546876973321	0.909687451793003	0.808247638484362	0.42344295767974	0.700684799279222	0.86577829951688	0.767116751695007	0.764799873680513	0.0241411356447561	0.875643614307736	0.261888117552167	0.268903428928841	0.792433096531931	0.301099716802987	0.453657983178666	0.36810832590599	0.565616087907331	0.405772100318606	0.689861851225656	0.693064220770116	-0.303228104668511	0.914454946775813	0.868595600889682	0.872984806207186	0.878750351378894	0.918372061595092	0.464226415990701	0.812307705419716	0.584691268824876	0.674643834084239	0.596726529035642	0.612785734784468	0.523283491504976	0.630865358371727	0.684273793013726	0.548880153792922	0.786180798416929	0.404978331882434	0.416145016675164	0.809343889267515	0.84733508925196	0.853397908630157	0.871587284526732	0.475785085137469	0.411101380282139	0.478353197217811	0.82452824613471	0.410222747122665	0.803809562966154	0.413700364442038	0.69454002768205	0.407999257497677	0.683229790040756	0.537878530143366	0.609729597670139	0.844958772313903	0.781694015270936
SIRPA	0.801134062500335	0.715214383752305	0.706237989549465	0.699320857657817	0.612974371596135	0.795188770804774	0.772077784685384	0.611142669647816	0.637448814335114	0.776952193204689	0.285455249252082	0.27293890560196	0.818590294634797	0.69853951479361	0.724419184530755	0.72428935549923	0.677940675917361	0.902817799681258	0.353364947566737	0.679800869093051	0.75533398383922	0.844302047767122	0.650362378711343	0.553668015103073	0.771575870638399	0.702873757260889	0.638155757753927	0.53030173223157	0.612221539742179	0.46626905958271	0.55025976037673	0.778137241416	0.083295546815463	0.190173528131399	0.425711750613212	0.685302953169207	0.799819395404221	0.731085402873273	0.820948447183491	0.694587536260229	1	0.691862336345139	-0.0258928313548655	0.683879123016405	0.812568690346046	0.81718844328482	0.755546998953479	0.559415220779611	0.774008223902781	0.575977667203445	0.421282699223935	0.808673737605843	0.329577872145736	0.893316688955326	0.725914599271314	0.688713774436841	0.275482557589632	0.432332387848442	0.535981676355509	0.036117469985564	0.773192345019218	0.0896017007984308	0.0257801068225585	0.356991135113127	0.773217888422874	0.555571424122152	0.826233776579935	0.704494928033708	0.349442258058448	0.419496574798059	0.475407134170193	0.90068474152187	0.577897717920238	0.833125067673376	0.515514064906526	0.543391877471071	0.795175404897513	0.691867262595997	0.020918738078784	0.771078868954156	0.770163811453343	0.532488913682809	0.308231679437537	0.641166431152234	0.681577393314409	0.558349180098795	0.717283717510188	0.364623858759273	0.544785379868529	0.480448385395069	0.631591414135217	0.0404371186901551	0.542784591929062	0.682298598254108	0.566742322311594	0.736859090839106	0.453522614388655	0.290565434522448	0.186253422549404	0.378553554944543	0.325805960759931	0.579994003045237	0.552663504496997	0.204854064089401	0.736209154381193	0.602956943304759	0.663400930735523	0.620897017257073	0.771202672989274	0.617912939059908	0.683963765601677	0.418106575937432	0.428568785511887	0.586864972654138	0.87024028605459	0.751286705049276	0.437849136652858	0.703153211578664	0.666943749443489	0.560222294919536	0.343887098549035	0.336653635921635	0.742818690590628	0.834346578765818	0.76044981157435	0.85525981718007	0.663941302095444	0.570961093280361	0.662229738708648	0.773032653837246	0.558849374025662	0.731745644156548	0.359333557099498	0.643528155634901	0.354009810250505	0.886015463680107	0.525403775450628	0.607600905045129	0.709457836665195	0.758018273859403
PTPRA	0.517140236957264	0.839082243663526	0.290539602924732	0.844424518135264	0.69228174193898	0.390016433921744	0.836869504331332	0.246788293605716	0.277316609710625	0.718726152830023	0.669477771978645	-0.262291891677776	0.779551986281395	0.75282291716988	0.388345594459874	0.744066841911441	0.464034112775042	0.664469213753581	-0.0643469087282913	0.400662183718332	0.881474151807711	0.898838854729856	0.868004584580106	0.508888191378514	0.772490954282536	0.234413798922293	0.623420261243859	0.74676686024797	0.200512921183342	0.806290386266271	0.672098711693493	0.882943518208988	0.482632278397368	0.652702545306886	0.167931037982618	0.81017816122289	0.733441667805411	0.824116546161151	0.828326034448678	0.85030186215244	0.691862336345139	1	0.286160560767058	0.902690540734447	0.805425794448542	0.395518669020445	0.805736649342533	0.596555302921443	0.886024493041274	0.91715141949031	0.736839359523182	0.869350093256832	0.49967138253133	0.685883210492704	0.485170272334596	0.205949663374467	0.620723392583058	0.768611200518932	0.710813031847708	0.188087630083344	0.78139929688459	-0.310393031614777	-0.145235772621837	0.668344975839769	0.808411763726114	0.68592175231434	0.863997818727098	0.421822517399471	0.703190059788689	0.662932402291761	0.86391806297895	0.827776843578917	0.827391162978422	0.75096647579535	0.673391125766237	0.846331492718819	0.871484580606482	0.618446633305099	0.39107310252456	0.926112936608559	0.82163846073547	0.588609588952539	0.684691427958765	0.803154063517023	0.849725330242066	0.789996540743602	0.598198988741147	0.658932505214034	0.706057961145088	0.813812341267992	0.919104251479297	0.376947606065424	0.752973441242539	0.444156861619804	0.456522416241492	0.898539037092713	0.527816109139417	0.641562789108034	0.365921262391353	0.826342199545912	0.720774922690417	0.776495065924042	0.816660395484331	-0.117419862095004	0.856060693765929	0.845453769948612	0.947846756383396	0.668130200426273	0.751043373991592	0.7411572790451	0.875962804886896	0.798843803348855	0.721608630644593	0.846159081509979	0.575564564522356	0.75692662333244	0.823399187679744	0.774007018529807	0.811287190929456	0.929623620360825	0.693785328291186	0.711062391243627	0.882892578313366	0.882219436814388	0.891189867509658	0.923680112342171	0.713277321569636	0.731375333151629	0.694799945886428	0.847398189603391	0.673020410780655	0.928291693093762	0.688508597898387	0.770856794140615	0.68211605891895	0.673348930525476	0.750260306125185	0.82669327244224	0.8015697592804	0.868343696334352
SELL	-0.100079492759621	0.418033739352044	0.0869874918378059	0.0981272304552486	-0.178985410332824	0.0829226053078364	0.0235139207630798	0.0240924754216007	0.0811038891773194	-0.0709654790917965	0.313732327101795	-0.039000411286654	0.0403164351825459	-0.144966973733182	0.0827910592625685	-0.129975997808409	0.00450642591691054	0.140707712306527	0.137057525724973	0.180132745587627	0.258123012334952	0.0977525294898736	0.277926618499827	0.502357744154234	-0.0374739689987336	-0.0213135018601278	0.0628442418753938	-0.0908885912752763	-0.0237162085010025	0.319171550152548	-0.228178163883363	0.386185144739947	0.462544450392812	0.50567981214817	0.259959932752494	-0.00453860710531185	-0.11566411089278	-0.0971358186866485	0.0355084499318344	-0.029833752561446	-0.0258928313548655	0.286160560767058	1	0.24434569429954	-0.00179847187242901	-0.0866206526717021	0.0369163169614392	0.0342942831476286	0.0881507960950293	0.227820022844383	0.112802926747119	0.0400221870122179	0.517509522991915	0.0118577733510963	0.234879604366301	0.0486166319347399	0.508627502675313	0.295003838915291	-0.187257087369811	0.470292106283477	0.219039733586724	0.0412070240047633	0.368812786297564	-0.00716671324028828	0.18031684701184	-0.202105985567342	0.0594295481518679	0.153410949142732	0.604603262673746	0.648613806379017	0.535058208119853	-0.00519417811453401	0.312581678177266	0.0690447459014782	-0.219154512241175	0.549275270058856	0.11959138443298	0.141194439923937	0.694563473676188	0.235091657875891	0.375714367035679	0.316140460983921	0.488916546708127	-0.0865778926702781	0.0161986197312467	0.00420490618905876	0.217276977945853	-0.0844527819899744	-0.144117255180976	0.149950038441252	0.198875753851063	0.714355823805956	0.0179697908889527	0.197512179948065	0.321126609914462	0.181722120343444	0.40460628342245	0.453891749563429	0.225956171168917	0.487526854178764	0.504881474490939	0.293782193555407	0.328457583866142	0.256829165229925	-0.0594170866177836	0.0206492460672526	0.235221749876335	-0.081419660916469	-0.119042339721052	0.371116163136077	0.194113904577987	0.540781920134426	0.0953410046563186	0.57794187333085	-0.0190200204800598	0.359726574848043	0.328006801184058	-0.00667901700227234	0.445591531040489	0.263295158899696	0.404435529809076	0.353300481330488	0.214816803485551	0.124731508413977	0.235293892095977	0.155016552539325	0.440355552275954	0.586377590376873	0.429007943529273	-0.0197497404854028	0.413000995567962	0.325691838731368	0.357738676998574	0.146682291409242	0.340419614953224	0.00606868334694909	0.265549822228132	0.262765431015642	-0.107230180965251	0.159323561559953
TNFRSF14	0.465578677496426	0.778787335045761	0.302960538221488	0.802631082617626	0.670164964159515	0.392697965754473	0.775802774399369	0.277874546570203	0.26734602718336	0.716736066197607	0.67563140781794	-0.284728572317358	0.723910221376196	0.73354965953401	0.390543429819134	0.745657981589163	0.494625201572335	0.649968185667069	-0.111903736682828	0.33550929120078	0.890185204395471	0.825265354837691	0.864169879068529	0.528639183555694	0.754974560397312	0.192544928593801	0.644069429081821	0.725931660966848	0.133057573811656	0.798728067334405	0.672007451791577	0.868343335078929	0.505029383107369	0.576764936896475	0.229635444152816	0.80707447337391	0.724168379502775	0.762388080932061	0.88275689247461	0.819812282445093	0.683879123016405	0.902690540734447	0.24434569429954	1	0.720740981321591	0.352686180309754	0.774431770476539	0.544402044889158	0.85784028390338	0.888590975561754	0.683095906125432	0.856253886790675	0.455731919791627	0.651166263563041	0.391390706595685	0.164913131879264	0.604524050371626	0.696897750666596	0.660201411686721	0.170373364700296	0.791063805053689	-0.322779777804923	-0.126985799500188	0.642745975945067	0.831304122753274	0.687590202707516	0.793465544744209	0.37026775540971	0.712543277903179	0.655440617481538	0.860950498997441	0.803460665623648	0.824947981694693	0.770951089145	0.648648244705318	0.830648996963799	0.850000691576642	0.657791012742439	0.395841083563619	0.871689050193808	0.81370186770036	0.609085542703875	0.702615362066457	0.797079003598916	0.857242394556205	0.740041490080835	0.56066063992241	0.64364200321096	0.66686420988795	0.717843240874453	0.889457838375875	0.373129955793302	0.758266467152185	0.439811459072945	0.513476993605849	0.858191334658541	0.480328332687424	0.651553030378061	0.408576802414887	0.809875692909204	0.71412411378788	0.793508669054754	0.780683583981257	-0.11665588128524	0.83948395459324	0.844692608460827	0.92838633208254	0.65407594594082	0.756760347702994	0.722634401575187	0.841935966304583	0.809095675303677	0.737311513812746	0.839437242318374	0.543010160583161	0.735820490086024	0.823037606282415	0.743411061283684	0.784028388066784	0.857800154990926	0.693404839261991	0.68620077352008	0.843328534991152	0.857429246300533	0.835496955797226	0.889045593249964	0.677233805893243	0.713928487201213	0.636275215867225	0.821624686567096	0.670792058425284	0.902330493844797	0.688129966620838	0.790323672975537	0.670331132633981	0.629209294890587	0.738658544165969	0.810098036703961	0.780490662402795	0.808681636376776
SORT1	0.723826087967576	0.694199981535332	0.420984468080937	0.768309402817855	0.74501542931011	0.506003653162716	0.798894820121892	0.399327106953627	0.465342314795951	0.816891662161337	0.369183772453229	-0.062260905272462	0.87101062393443	0.828798961482518	0.486350102731238	0.817532552208662	0.624454563801318	0.740274470618421	0.0480515311926124	0.475854792777566	0.781783170910661	0.867343249597349	0.738248925297357	0.427624325517629	0.84726497618987	0.432512976193069	0.69324479630892	0.709893774541801	0.358736972606052	0.565323476077086	0.680027762273482	0.765779976306444	0.134025170299301	0.39204137966066	0.14541819674319	0.76810422585172	0.791949521998059	0.87114846365503	0.806808796523756	0.81536237843952	0.812568690346046	0.805425794448542	-0.00179847187242901	0.720740981321591	1	0.622185269392085	0.858748258986801	0.693121861161794	0.864904197170318	0.694890540817978	0.596591825468037	0.812901767648855	0.395444548976922	0.829558814354427	0.581207221662825	0.391084854913858	0.421821111307982	0.570927221722584	0.699990669671783	0.112014762787592	0.764514756356866	-0.184515801720378	-0.0975872219793632	0.535609961894366	0.704081748002997	0.70577480081216	0.868000641878735	0.555287789976156	0.379379238281168	0.381103711857676	0.54414672125814	0.893542262807923	0.585958580724326	0.799236724130279	0.699511506001933	0.579477144186657	0.786167693429836	0.637551562749729	0.0454591521602637	0.842440723854963	0.673301694107764	0.382176049570468	0.346088438038934	0.770862381350863	0.776672357260776	0.738804641256203	0.608955552635485	0.546838373199693	0.717843050070847	0.644620724389993	0.721449895560618	0.0198563466932791	0.68839709096034	0.518383321750157	0.43730261055753	0.800848000268452	0.344340348245067	0.298193851403321	0.394890027036694	0.472406903598723	0.372116888902216	0.626518126083224	0.652637418910505	-0.0161369811480536	0.835443898965031	0.764582462200702	0.784131764118253	0.743413401521386	0.838742432232466	0.623893413642179	0.78757816911377	0.447885655760875	0.577229549703619	0.599949633759549	0.825992387600917	0.665581104890748	0.519522056453164	0.71908837941701	0.635591003611729	0.722652468948962	0.377106443691773	0.392456111331473	0.821610931319045	0.850112859694299	0.831902948988514	0.881893726349608	0.574358151512363	0.491663565785568	0.607770591714861	0.806357622536823	0.435761930926507	0.784900386109227	0.3920890764888	0.603603450600575	0.398355799906609	0.803003238554184	0.565800589542722	0.663632333922694	0.852240568057852	0.802352586038514
