""	NCL	CD3D	CXCR4	RPSA	GPR171	CD44	CD3G	CLEC2D	CD69	CD2	ITGA4	PTGER2	ITGB1	CD8A	SELL	CD8B	PTPRC	KLRB1	PDCD1	SORL1	FAS	ACTR2	CRTAM	LRP10	CD96	S1PR4	CXCR3	IL2RG	RACK1	TNFRSF14	JAML	TIGIT	KLRD1	CD47	PTPRA	TRADD	CD226	DIP2A	TGFBR2	KLRC1	CD247	CD6	CD46	CD74	PTGER4	JMJD6	PILRB	SPN	TSPAN14	LAMP1	STX4	PLAUR	IFITM1	CD63	TNFRSF1B	SIGIRR	HAVCR2	APLP2	SMAP1	CD81	ITGB2	C1QBP	GPNMB	RHBDF2	CANX	TFRC	TREM2	LPP	TMIGD3	CD68
CRTAM	-0.250749294546152	0.300497329953526	0.39852908693172	-0.380901739696602	-0.427599586715844	0.451333818318943	0.224983315032068	0.00873392917730588	-0.0118629525388577	0.285709461254262	0.414630261669219	0.149136375962202	-0.145778706286504	0.747611298926912	-0.498241525322864	0.749441596139501	0.252391049741967	-0.389954054479128	0.324761516563365	-0.337166954306015	-0.0764239507676908	-0.177149206109297	1	-0.174187178150854	0.273335083142581	-0.153210612705892	0.314907109529847	0.230566592446471	-0.34700590047552	-0.136097209899703	-0.0125603037033058	0.193560234629371	0.577434961989012	-0.367446696549498	-0.0965048904224632	-0.229238125636587	-0.359046991889613	0.205007851275978	-0.264807393617801	0.46128779758652	0.401564830916679	-0.203322212936747	-0.101760701048853	-0.218795373454628	-0.0482394008030631	0.419278884057207	0.34396735008958	0.166645965157695	-0.179862317944479	-0.237342877465193	-0.102237458798236	-0.18433076742419	-0.12888294923196	-0.215731708332513	0.103708285361431	0.17112266107164	-0.0856211202116123	-0.277040318204521	-0.249814192801483	-0.151168747935741	0.117190463295911	-0.374050702701559	-0.1588343335183	-0.124487183947998	-0.27566276713426	-0.18158196863628	-0.18254166054149	-0.239644820319916	-0.170734900806437	-0.175597694405886
LRP10	0.749023413406718	0.135428878048534	0.248024104219132	0.50940644491512	0.0313834906790069	0.433391902753393	0.347468420467226	0.350888536996743	0.062404788035551	0.248099257767577	0.306707091138661	0.181023622182365	0.773596726355663	-0.0967001241829382	0.155629286292891	0.076624189379079	0.412021594407091	0.209892734154739	0.0421824724077154	0.592795555243754	0.429144664987896	0.814327829077669	-0.174187178150854	1	0.16600763515659	0.234219719039234	0.195594240075175	0.361756157169652	0.700405808289098	0.669732509743519	0.203427304092681	0.0938894765433262	-0.209998673461459	0.536336626376365	0.72451465601014	0.547775474729243	0.0134278682928607	0.661067336434989	0.800122976343413	-0.337494782320441	0.0439497956108272	0.248258523398922	0.783694410480779	0.709089278371295	0.394764031181358	0.474128795405944	0.400389588339348	0.621745318340253	0.73803963581851	0.755527252939857	0.70056526299962	0.591316268785683	0.654731221922215	0.705884466379477	0.675985658396517	0.723313593104163	0.582210384865092	0.73241080724636	0.831070541840422	0.743642436723199	0.624511216667509	0.597889137485664	0.486190697003572	0.635186818353622	0.800721465826319	0.569024129177291	0.447423463127018	0.763742378994785	0.569776563620876	0.580619486004685
CD96	0.16679709227935	0.759089797066572	0.388583939471932	0.300936337343093	0.192780256946065	0.603732640552601	0.70431970613391	0.229155883583607	0.245021946844852	0.702776817369918	0.506473229920167	0.479654990056246	0.0165676426483031	0.416469190642383	0.0855266673661939	0.473604026282496	0.623980523186036	0.396514520068062	0.391046324763141	-0.236487991058888	0.344018422411354	0.200063077108545	0.273335083142581	0.16600763515659	1	0.404482835630509	0.330143110959217	0.697346063441911	0.188054618021043	0.234339312519452	0.280636996071874	0.42629157882529	0.232363302265981	0.352381499476983	-0.0691521167984769	0.306550883038359	-0.0603965485674367	0.260475471270353	-0.0224375119790786	0.316653952710389	0.453473658117188	0.577018352594379	0.027111586580378	-0.0428346710083118	-0.0314061107959954	0.124279387843676	0.233176838813574	0.461741231307895	-0.0336888579433279	-0.133895253987755	-0.199304066225608	-0.277462910704759	0.222790314883184	-0.149971348349799	-0.00505267449505179	0.222791178766165	-0.165639614106264	-0.234482556467484	0.058708670879364	-0.238422605271421	0.0801901499760893	0.116657865338877	-0.296898348076059	-0.207105704646474	-0.0783160134508756	-0.331922027467996	-0.332654172574912	-0.116102824410301	-0.298339798629956	-0.240491004903201
S1PR4	0.543069899071586	0.432091707904847	0.356019760715882	0.633138913189436	0.413677968746621	0.444123970336242	0.621209557187087	0.405863588672663	0.224784350986464	0.430222096632633	0.509634328771248	0.495671372189742	0.373001700645383	0.10089574850191	0.0999166511441933	0.0762084289450311	0.48290060407985	0.394427910534142	0.157193612972692	-0.0320548214735943	0.269628730203822	0.377456277736167	-0.153210612705892	0.234219719039234	0.404482835630509	1	0.1718375063689	0.56998163414017	0.573942884424372	0.483095642824147	0.444681188773775	0.241484267164216	-0.18091404562575	0.448377928873181	0.026898103619007	0.369793269677796	0.150642384184632	0.12127531073911	0.239241847234397	-0.114900263081304	0.126677924105439	0.585792903624041	0.180287526192189	0.269689788985616	0.0719806359049756	0.0716312139720495	0.104614262971109	0.463769345567215	0.188456430675377	0.136022265783432	-0.0397332582268178	-0.0733875818586933	0.549429336725964	0.180596052802444	0.209199372667883	0.241125570852836	0.007568584513771	0.0965487829734817	0.294534420510216	0.0206808743279769	0.130305915147003	0.479476854085672	-0.0687884538450895	-0.09811065835824	0.254959927662819	-0.1551784241593	-0.161070144898759	0.189299214937726	-0.100662540042822	-0.0414743559815828
CXCR3	0.268762184150374	0.335693647799984	0.301990464297243	0.210873040235731	-0.22675388011037	0.453896475178358	0.43060322306647	0.121547283800626	-0.0975694411950244	0.444840011442708	0.406213020963937	0.259748094602575	0.41101800934753	0.309296272355362	0.0168945947473279	0.505695866327467	0.427830186525501	0.0182410275321091	0.131321732372626	0.0589988915962573	0.312370837534399	0.343178442457949	0.314907109529847	0.195594240075175	0.330143110959217	0.1718375063689	1	0.588877894290649	0.24877257358579	0.396633311626293	0.24845200806745	0.379264973828067	0.240882949408828	0.252139142970153	0.24184066671924	0.280799590861406	-0.39967670093914	0.409942277375905	0.315361098980709	0.248053167410567	0.337526168204633	0.0366223700156428	0.407997708890205	0.219299295121691	0.223995166952974	0.204520180594165	0.324734062706727	0.593319716291108	0.278263161233832	0.197017558126014	0.151555534821932	0.0407047551230274	0.478462503332383	0.193534108960872	0.329998604537125	0.560006259825321	0.0306233798715678	0.0978298439084293	0.214744436025698	0.154674758209738	0.303993093809166	0.248505275290807	-0.0226386585121495	0.0652819036760997	0.217318715115708	-0.0052549578054353	-0.0647159625842761	0.123209070397584	0.0069465319900508	0.0311754245241574
IL2RG	0.458069283750234	0.627494682598736	0.360175992157182	0.542615197726444	0.0912364472472009	0.611039638294403	0.707301579103388	0.195829332517181	-0.00864733287077563	0.706098871537724	0.587868282091485	0.626631432249819	0.434233728059582	0.327105175279267	0.139378761267187	0.48468664550761	0.626963409827631	0.365203475115189	0.1985565542287	-0.0336409450611493	0.547937944618105	0.493957414687464	0.230566592446471	0.361756157169652	0.697346063441911	0.56998163414017	0.588877894290649	1	0.484664048072257	0.563906535792414	0.36505762919228	0.539975352605064	0.299297417075261	0.615251063428827	0.180170168706775	0.518895677268899	-0.13478783200461	0.347419588622927	0.350529726137348	0.232523829198768	0.613426414865098	0.50760627748112	0.367857341282894	0.273167950662674	0.0749449708091112	0.220076956136556	0.328709768504443	0.737502565613144	0.299840466046349	0.185729653441295	0.0811612644010393	-0.0553805470605305	0.666732492132793	0.200959636999318	0.297568480232907	0.532212376160159	0.0581110021088469	0.0861868986605699	0.319564792004271	0.0923494379820726	0.338230781745497	0.446739365213855	-0.089702890482782	-0.0197020412312779	0.245343094536817	-0.137139085608299	-0.151407328394199	0.136157443625055	-0.104423914969168	-0.0306439097632876
RACK1	0.87084889099687	0.0453391353521555	0.251572496990946	0.934029245717031	0.394818182976967	0.373345411118163	0.285927776053038	0.226260336183229	0.0898855800676605	0.117904875657196	0.418393515637633	0.256911277877072	0.783945122916184	-0.277698500487209	0.344276389970029	-0.118884985370067	0.309014721654493	0.510562971349598	-0.201865904887356	0.463292295013	0.489398494469726	0.84848260952296	-0.34700590047552	0.700405808289098	0.188054618021043	0.573942884424372	0.24877257358579	0.484664048072257	1	0.791275022230466	0.552737304454201	0.218263329839376	-0.256745468647057	0.792421587181534	0.506734741445873	0.741275595012107	0.109317806444852	0.423935746136179	0.75389371606832	-0.270549845792925	0.0884782461521714	0.382294069041138	0.572121505063579	0.799737207158115	0.423790693996339	0.190996673829412	0.132934772042648	0.620004928744233	0.653982307534812	0.67257430514944	0.515896911793092	0.452932117269437	0.777186240602874	0.652664184374158	0.45705534666023	0.560123204785874	0.364115835283614	0.633764138337956	0.807587491885423	0.538061061413156	0.481257835167591	0.917879689200517	0.308142506781661	0.413512240087334	0.781939784243621	0.331627103938542	0.251537872160492	0.673881105102752	0.322637401980715	0.431760093460628
TNFRSF14	0.650409991231144	0.0973544489628172	0.30646597085689	0.710503048447896	0.173340370701785	0.432894536474606	0.353174646851444	0.241820243372252	0.0107953449338271	0.260447508078393	0.270993264323181	0.174745819159813	0.690199081107911	-0.135825811065703	0.296993923044897	0.0898043323627015	0.375778146649546	0.415088969736763	-0.189617250421308	0.450330156843342	0.493454051212956	0.736144134279851	-0.136097209899703	0.669732509743519	0.234339312519452	0.483095642824147	0.396633311626293	0.563906535792414	0.791275022230466	1	0.478447051740684	0.312336230042505	-0.123009597414708	0.685387176267535	0.427767393238651	0.619083435681795	0.00132877163489001	0.446687518227906	0.749526592677642	-0.184960445469764	0.195510423727108	0.32966758693043	0.64060544076403	0.710029917183942	0.386901358566423	0.341685640799217	0.328075853433122	0.632630569842386	0.618016899024568	0.579440739906394	0.528295988575905	0.405837226615279	0.758871814202616	0.475520995461424	0.558197038960396	0.700026173703837	0.360293669805514	0.467768432620514	0.67597600469958	0.500533206224466	0.535799789852311	0.668217359823367	0.307019820153502	0.431721294699304	0.632271633550632	0.318457309940441	0.231615450577979	0.537825372758432	0.3138240676343	0.365275776864486
JAML	0.389371258745157	0.311026172433517	0.255254275928219	0.505639481916144	0.111444707106817	0.478074205285716	0.313666356952183	-0.0729086387905795	-0.0158041384076942	0.27080614401335	0.549064987784975	0.30143009965314	0.36954844723474	0.229359373126188	0.101809904965143	0.242924454236307	0.440200637970689	0.157299775942597	0.10786152606655	0.100453979147862	0.223781463488592	0.479440277924579	-0.0125603037033058	0.203427304092681	0.280636996071874	0.444681188773775	0.24845200806745	0.36505762919228	0.552737304454201	0.478447051740684	1	0.320691228114732	0.0049375796829329	0.446940715425942	0.119908069681091	0.470084454540356	-0.126899079742227	0.221191316323492	0.255553140662718	0.19658658192138	0.100923009158158	0.303477388244537	0.231237583646015	0.524920852624479	0.2051045791914	0.168234597827075	0.105245129485471	0.460738716061457	0.361801016309755	0.26844753627382	0.136250808398012	0.214388330355563	0.414626229979037	0.222584010305253	0.295979287487132	0.329643863137967	0.201917267853647	0.186628967315387	0.309171383573559	0.149187399963282	0.384835332778971	0.483880154468826	0.0334684132223516	0.182409959385626	0.294663222185494	0.0301608895318469	0.0206467024222631	0.194682049922544	0.0320070183673582	0.194320896487591
TIGIT	0.203783501593595	0.51433257508968	-0.0132365985837641	0.309710242257484	-0.130558444599908	0.327457651882117	0.338001689106517	-0.205955000399635	-0.159295325987402	0.358850730291683	0.305920529444383	0.338518314628182	0.165563008612622	0.231884731723958	0.230249198521834	0.342763133058733	0.195747116495811	0.0132250759276683	0.350519103979337	-0.138558541852291	0.454767102900793	0.246321042201595	0.193560234629371	0.0938894765433262	0.42629157882529	0.241484267164216	0.379264973828067	0.539975352605064	0.218263329839376	0.312336230042505	0.320691228114732	1	0.196619862637886	0.327844633795436	0.0360302296779192	0.297475509564733	-0.27704185313073	0.026223139562696	0.0289779592164551	0.254297770843335	0.214687750459465	0.00791262852345349	0.0267026974274658	0.0465446659525261	-0.0764674693384727	-0.0691387665312085	0.0887724514647816	0.397575353147746	0.149873805461073	0.0523541614221209	-0.100503241116795	-0.156216550835728	0.368022819559535	0.0548848371053527	0.070845603656223	0.25773600697583	-0.151440161885501	-0.0282970462907134	0.102515869712189	-0.0683070422638693	0.142045330941854	0.319578557495141	-0.169321700257624	-0.107141656976722	0.0649720295436366	-0.2396214328624	-0.200038316197881	-0.0470225298094933	-0.248855225517059	-0.132745324523433
KLRD1	-0.210003723234972	0.141833883730121	0.209570614829749	-0.238670791146267	-0.384292133701373	0.282693799023373	-0.031158389970148	-0.258519792187468	-0.122742132826802	0.0699042572506313	0.260637933774319	0.177717448605934	-0.145833308980467	0.52337386572311	-0.374778270466492	0.457023239903158	0.061424016016603	-0.115753001239822	0.135827752123761	-0.284566667834618	0.00768373943666989	-0.0996639758888003	0.577434961989012	-0.209998673461459	0.232363302265981	-0.18091404562575	0.240882949408828	0.299297417075261	-0.256745468647057	-0.123009597414708	0.0049375796829329	0.196619862637886	1	-0.102253372564982	-0.125698747531449	-0.120969172917417	-0.161001162767256	0.153895831812842	-0.207391433355995	0.728149046017137	0.678220072730951	-0.275890146977506	-0.150523871179167	-0.148809561497561	-0.0509305550025084	0.259426517387769	0.267460089701401	0.140756003546883	-0.0730304387229962	-0.138897709873574	-0.0785038806181459	-0.101676542103704	-0.00994365998535338	-0.154190597624879	0.0349241551659867	0.0520879467333726	-0.033114537852266	-0.231482505879072	-0.261679030160865	-0.131225111394807	0.160996582348105	-0.185494988350911	-0.133480301259065	-0.104295678373779	-0.25973052140321	-0.139482136147392	-0.130801946020787	-0.221236300253595	-0.171160943225491	-0.115019698646333
CD47	0.660398334406233	0.165202215133856	0.120496140418642	0.83642212869393	0.431116756241468	0.254242573177883	0.301776558071739	0.103226189797854	0.00933791680198827	0.222626078766632	0.246244032595543	0.336435878771269	0.564770727420054	-0.263176070337049	0.530681742673342	-0.111012063554029	0.319945265202711	0.641175515062879	-0.250134384483027	0.344442533123693	0.613011987638954	0.653498646123323	-0.367446696549498	0.536336626376365	0.352381499476983	0.448377928873181	0.252139142970153	0.615251063428827	0.792421587181534	0.685387176267535	0.446940715425942	0.327844633795436	-0.102253372564982	1	0.363936460213417	0.75278033883049	0.117773409829554	0.247379171414844	0.637031212645525	-0.0899665122833008	0.292792676378833	0.556880401059924	0.479124743706843	0.575421170808879	0.312870796004876	0.0334161447932228	0.079696909499251	0.551321182576637	0.514993589972453	0.461594478147799	0.342144161244636	0.261068736688873	0.662024907025685	0.434725233573604	0.259641351764637	0.409581059295354	0.20368699992879	0.422445131487231	0.582200161575306	0.326935573153878	0.360050738021235	0.769347461044092	0.151138706227355	0.238075739135593	0.552555508106606	0.142783736458238	0.12023661433588	0.450412249847446	0.134638678538831	0.247205659420137
PTPRA	0.728653022621961	-0.078040571739073	0.0417797501801724	0.284430439282747	-0.258022406021367	0.157725290393574	0.0808234296105093	0.105360970639901	-0.153524715978602	0.0477181665255495	0.217723957144965	-0.140705429714745	0.762498657581802	-0.131691109593545	0.0530902642648021	0.123842127595994	0.167983182445059	-0.0624432145731044	0.000764626782773221	0.443482115407592	0.322916009462013	0.67240151870237	-0.0965048904224632	0.72451465601014	-0.0691521167984769	0.026898103619007	0.24184066671924	0.180170168706775	0.506734741445873	0.427767393238651	0.119908069681091	0.0360302296779192	-0.125698747531449	0.363936460213417	1	0.325908423245069	-0.160563065157088	0.640498896491493	0.649091554247475	-0.15273594510341	-0.135126099030963	-0.00311641816119191	0.749932153509902	0.554678005628269	0.227181963928893	0.381413509969111	0.490109129473675	0.396235018431403	0.63339648383483	0.783387225906527	0.623587136268696	0.458441254033339	0.548961980759125	0.870076210104833	0.612234526753997	0.668226320308687	0.427727219005285	0.883614303293752	0.822878054729102	0.723073343137656	0.422948671441452	0.558593954104164	0.379436512021384	0.530732298248022	0.878080711172344	0.483923948089533	0.346327105931106	0.770882392367058	0.458272067597827	0.447824388510833
TRADD	0.572744566357076	0.0959693895090012	-0.0224260499238383	0.731079118739752	0.24769925433324	0.346675198447148	0.258831569106412	0.00558722391105636	-0.183546441394137	0.168992791875539	0.269688557899234	0.452282976930214	0.547420805885679	-0.0575445040418982	0.269461008969349	-0.0476107268246775	0.222838201195534	0.410281938782379	-0.116420036454979	0.36652404708511	0.700209751993701	0.690168747904744	-0.229238125636587	0.547775474729243	0.306550883038359	0.369793269677796	0.280799590861406	0.518895677268899	0.741275595012107	0.619083435681795	0.470084454540356	0.297475509564733	-0.120969172917417	0.75278033883049	0.325908423245069	1	-0.176307885340241	0.203290414611571	0.57286621822411	-0.291671291370592	0.312350153197357	0.320145013738694	0.41681914383717	0.587184447606181	0.22479528307055	0.120064833158419	0.262715135184811	0.533340563811812	0.51708324245842	0.586450814897879	0.420139083893744	0.393259043835676	0.629124300121521	0.473204448133619	0.223301847901837	0.427205564435229	0.332733739987426	0.444735114550781	0.555874753755053	0.450422986682371	0.517119340374362	0.708158350559834	0.255045859049582	0.317412243312277	0.533760077005229	0.279185183864312	0.230206345425029	0.519392025263029	0.243989049642217	0.370847628885595
CD226	0.0752436663590695	-0.0297872325739717	0.225186986556283	0.197890334638986	0.560356148679595	-0.128592467478686	-0.0489112118973362	0.371918452899429	0.512265471050738	-0.0755371883177781	-0.121081889693383	-0.165709887300317	-0.0860003644102924	-0.452452182118468	0.224405756054193	-0.388475662719161	-0.0665818206026064	0.432832135683478	-0.0969605101977184	0.00743088295472	-0.340496411341794	-0.0546558657730654	-0.359046991889613	0.0134278682928607	-0.0603965485674367	0.150642384184632	-0.39967670093914	-0.13478783200461	0.109317806444852	0.00132877163489001	-0.126899079742227	-0.27704185313073	-0.161001162767256	0.117773409829554	-0.160563065157088	-0.176307885340241	1	-0.0227249157577238	0.0221743308064962	-0.139555175456138	-0.113264404043572	0.286306141283376	-0.19819067004143	-0.0559716949405898	0.160794515776189	-0.187089543133959	-0.479413790297914	-0.202020490770451	-0.0507055404705338	-0.149935130131601	-0.0541381387851115	-0.0500040749807172	-0.141776465067132	-0.156324994734978	-0.127864429868014	-0.326971305957257	-0.109962292977414	-0.0954879468998882	0.080036210186058	-0.185905160948551	-0.304712097098878	-0.0124176830704413	-0.0788693018366091	-0.0804374032575859	-0.0280486776513408	-0.0154091572659616	-0.0778286065407741	0.00861527454009091	-0.0516835847028241	-0.0924190439418127
DIP2A	0.598678658062296	0.200282551049718	0.565230031540933	0.195580003743482	-0.20553573271259	0.516386001190621	0.370967537449043	0.336651885776113	0.254570019090771	0.327287575943083	0.565071464336246	-0.0223221117920918	0.666415218514936	0.151396415194345	-0.168142075872362	0.448271625425611	0.610318385286783	0.0686901415582182	0.129732278173288	0.458294413518358	0.0315367487050831	0.680028049839003	0.205007851275978	0.661067336434989	0.260475471270353	0.12127531073911	0.409942277375905	0.347419588622927	0.423935746136179	0.446687518227906	0.221191316323492	0.026223139562696	0.153895831812842	0.247379171414844	0.640498896491493	0.203290414611571	-0.0227249157577238	1	0.57215032166485	0.106705006769418	0.130682534533651	0.134094749893761	0.68239568839594	0.588468108307476	0.495517829099499	0.633170971667489	0.49679136238405	0.637861249092606	0.636951094468404	0.551584678798663	0.62337357758317	0.491813210691365	0.467920175864863	0.493803381778541	0.787214984842212	0.745450052520231	0.531576096975904	0.514741979589413	0.667295984753474	0.596847411572893	0.584480197373036	0.295634106028046	0.395695482852099	0.579703872816224	0.6056706239671	0.489183238280785	0.352268203902116	0.539799285897527	0.494544202351718	0.462977858426294
TGFBR2	0.710182481784932	-0.14543434731613	0.184754584461472	0.588791902574886	0.0717124270892539	0.290708496329523	0.155015518140713	0.242993468270376	-0.0760950654738024	0.0376323147035092	0.126764390125849	0.0414125665827296	0.833796066027435	-0.279795654868553	0.265732288177669	-0.0716558727424121	0.262109990700196	0.237235860043527	-0.312729400823412	0.732789399216839	0.423754385380457	0.81793276442284	-0.264807393617801	0.800122976343413	-0.0224375119790786	0.239241847234397	0.315361098980709	0.350529726137348	0.75389371606832	0.749526592677642	0.255553140662718	0.0289779592164551	-0.207391433355995	0.637031212645525	0.649091554247475	0.57286621822411	0.0221743308064962	0.57215032166485	1	-0.289905539711184	0.0243493200445723	0.237046825915298	0.826540552542059	0.819395260680497	0.469136607899041	0.397376637348597	0.330332504778109	0.561204632252062	0.794247978882161	0.803955258023704	0.732527254704225	0.647281083514314	0.766991299292588	0.690676933798026	0.674080312518467	0.681469056873447	0.58683267147267	0.732682616774973	0.744064480008019	0.772835449797234	0.633813534538881	0.662135885427349	0.51459528323441	0.689693760828554	0.780301871704226	0.624310771631705	0.514638010638516	0.71975806825107	0.653746012870329	0.639235606444491
KLRC1	-0.178389222415931	0.303453871854161	0.204693520175895	-0.21905211400664	-0.303841733400872	0.19955971760661	0.0291136039263774	-0.345621539614539	-0.0397635570399836	0.162092792272736	0.312098667138466	0.0254975058665396	-0.186869404449446	0.455811664624133	-0.277185947234942	0.530510419658453	0.174891210830029	-0.118802201981402	0.230526590480311	-0.337484779323802	-0.162984281373678	-0.173227106905443	0.46128779758652	-0.337494782320441	0.316653952710389	-0.114900263081304	0.248053167410567	0.232523829198768	-0.270549845792925	-0.184960445469764	0.19658658192138	0.254297770843335	0.728149046017137	-0.0899665122833008	-0.15273594510341	-0.291671291370592	-0.139555175456138	0.106705006769418	-0.289905539711184	1	0.359403834667166	-0.12270643951301	-0.206092517935518	-0.210844129856316	-0.156831890649988	0.14658425925134	0.016621347885042	0.0581590572730055	-0.127855674668782	-0.281939585944097	-0.226351381924121	-0.224037854831118	-0.0759994374759275	-0.21999928677593	-0.0357324320863605	-0.0384144446130443	-0.156897448841384	-0.284428723141469	-0.289746342100236	-0.262627921712974	-0.0224670042830639	-0.152550584476929	-0.211267952451302	-0.163206123229492	-0.279475546640327	-0.257176008970389	-0.212728113078988	-0.343256502666972	-0.277805947018356	-0.21156144077764
CD247	0.0100428498313778	0.259092179752122	0.337419075033639	0.17603302592532	0.0975772238946424	0.507139843213755	0.310996262068685	0.0444425875610168	0.0279630237303894	0.327246954684934	0.335606809468611	0.537454460638985	-0.0103007609710638	0.444866659634154	-0.19878872155025	0.349670270366292	0.321627778850619	0.269295663018888	-0.0256081247268382	-0.257996257465327	0.348633814905216	0.0770338049239588	0.401564830916679	0.0439497956108272	0.453473658117188	0.126677924105439	0.337526168204633	0.613426414865098	0.0884782461521714	0.195510423727108	0.100923009158158	0.214687750459465	0.678220072730951	0.292792676378833	-0.135126099030963	0.312350153197357	-0.113264404043572	0.130682534533651	0.0243493200445723	0.359403834667166	1	0.174233113417024	0.0440367702778617	-0.0257886098406176	0.0371086758867562	0.290182426577181	0.316222778201316	0.378453124060671	-0.0836426792608521	-0.0772693852788576	-0.0317922241153052	-0.130825204461653	0.264291612101308	-0.10793073668074	0.0128878462136717	0.187593695717886	-0.0824542631819213	-0.201655054579497	-0.0781150036050604	-0.11069714744946	0.224918478422711	0.0640781020581032	-0.198871750334272	-0.196339436773601	-0.11115105765968	-0.209880633112103	-0.238714250257614	-0.0904549112453135	-0.246036210618671	-0.18622956662599
CD6	0.301872218528877	0.472424329794136	0.343103689304651	0.497324435749364	0.610056583327281	0.335164946033153	0.652526243442578	0.504553223834915	0.396664152304236	0.567373383784671	0.269953955305063	0.344416925514589	0.149095925579205	-0.0378646543316309	0.449563187439337	0.0198758933446539	0.583791246096903	0.609327442778242	-0.0293489896929749	0.000667560067965032	0.246872939483248	0.198637088165053	-0.203322212936747	0.248258523398922	0.577018352594379	0.585792903624041	0.0366223700156428	0.50760627748112	0.382294069041138	0.32966758693043	0.303477388244537	0.00791262852345349	-0.275890146977506	0.556880401059924	-0.00311641816119191	0.320145013738694	0.286306141283376	0.134094749893761	0.237046825915298	-0.12270643951301	0.174233113417024	1	0.215275123553822	0.111757997100611	0.172641408173873	-0.0255247470746163	-0.00399697965059492	0.329831890185841	0.0661601370730159	-0.070648073953835	-0.0903178462154239	-0.144758558168515	0.268470495253741	-0.0544481820224966	0.0275505910604809	0.111238296335876	-0.0997641952770543	-0.0694776173532348	0.18472318187725	-0.143539966088929	-0.0267529573518996	0.239487132668444	-0.204916662048337	-0.133657200088964	0.0841186090690969	-0.178035353696905	-0.229765849955891	-0.00870526253586922	-0.14033016462714	-0.14724174165989
CD46	0.629947454788502	0.0233443402722244	0.275850314604074	0.353214865544248	-0.136077643149661	0.357164552644562	0.329327363653259	0.323723413416644	-0.0409487607936352	0.246519552884389	0.218393785597227	0.0731305526800113	0.802000421819734	-0.0244544140464936	0.132674848982355	0.145647558941573	0.448486161539859	0.086776371575813	-0.150734905216551	0.609864861347189	0.382769670981702	0.725493363783584	-0.101760701048853	0.783694410480779	0.027111586580378	0.180287526192189	0.407997708890205	0.367857341282894	0.572121505063579	0.64060544076403	0.231237583646015	0.0267026974274658	-0.150523871179167	0.479124743706843	0.749932153509902	0.41681914383717	-0.19819067004143	0.68239568839594	0.826540552542059	-0.206092517935518	0.0440367702778617	0.215275123553822	1	0.69917546842863	0.433113993032798	0.530591141518015	0.596021137720969	0.630582521492278	0.736331904306832	0.735452149163677	0.700146218409018	0.5504917006692	0.721446102502278	0.681301251261422	0.808032530991635	0.803927072842813	0.540972817292785	0.699992012403764	0.70562397488404	0.742401036930433	0.603971916018936	0.491046052020441	0.431398647730459	0.607687207912646	0.763619202000465	0.538986476653717	0.406567235934704	0.657590242974079	0.565822138408985	0.512806368858365
CD74	0.708576662272254	-0.14031005074505	0.222945233785231	0.587862978641828	-0.00724826927708717	0.307941965161545	0.0973912566576725	0.064786764822949	-0.107750107439576	-0.032877623330579	0.32614704029136	0.0670907790100009	0.778446488205924	-0.163089490856701	0.108180823598568	0.00509525383048992	0.318124051178139	0.159563456617862	-0.22249079217937	0.780602769630876	0.328115474589259	0.885406583512386	-0.218795373454628	0.709089278371295	-0.0428346710083118	0.269689788985616	0.219299295121691	0.273167950662674	0.799737207158115	0.710029917183942	0.524920852624479	0.0465446659525261	-0.148809561497561	0.575421170808879	0.554678005628269	0.587184447606181	-0.0559716949405898	0.588468108307476	0.819395260680497	-0.210844129856316	-0.0257886098406176	0.111757997100611	0.69917546842863	1	0.526373978765112	0.479720089784599	0.277124660277631	0.621661754810537	0.849490326152867	0.815698359080316	0.785148204704547	0.786923130664538	0.626033202167947	0.683405575095769	0.725956563617815	0.651107318471769	0.773605163614564	0.734171768418054	0.741441029476777	0.809561556679591	0.797515391719101	0.677536584881991	0.659979631873	0.808823247287364	0.760814169805559	0.678303370753253	0.655364631107137	0.680630185054393	0.720910314888079	0.792355343508724
PTGER4	0.330782161522766	-0.0652226959184544	0.593578311163881	0.318905535424706	0.255015551741319	0.343756037129331	0.19570636023398	0.487658374069172	0.51843819784008	0.00149989243040321	0.216169980706987	-0.00325979198068169	0.350890898451453	-0.116540712007458	0.265688106356472	-0.0480125475130811	0.364404619328261	0.357282860884286	-0.249924847550444	0.466127245757018	0.00353877729043505	0.399268994566151	-0.0482394008030631	0.394764031181358	-0.0314061107959954	0.0719806359049756	0.223995166952974	0.0749449708091112	0.423790693996339	0.386901358566423	0.2051045791914	-0.0764674693384727	-0.0509305550025084	0.312870796004876	0.227181963928893	0.22479528307055	0.160794515776189	0.495517829099499	0.469136607899041	-0.156831890649988	0.0371086758867562	0.172641408173873	0.433113993032798	0.526373978765112	1	0.321302960621267	0.131562183014368	0.483416330026622	0.513866392199994	0.2871065644365	0.515388592898925	0.532814888275905	0.260369865539768	0.134704025155913	0.466039154624271	0.342336275193244	0.33724600196637	0.216202064102464	0.357250869953459	0.361016197234306	0.397163970461551	0.230693412202296	0.333116326752196	0.409484828748165	0.293394661221164	0.426433852599821	0.277337243845816	0.291021163274389	0.354165885358704	0.380958470281987
