""	CD2	CD3G	CD3D	CD247	CD8A	KLRD1	KLRB1	CD8B	KLRC1	CCR5	KLRF1	KLRK1	CXCR4	F2R	IGF2R	CD69	CD44	ADGRE5	ITGAL	PILRB	ITGA4	ITGB1	LAG3	KLRC2	S1PR4	PTPRC	TNFRSF14	FAS	SIRPG	CD47	PTGDR	PDCD1	CD226	ITGB2	PTPRA	RACK1	SMAP1	TSPAN5	CLEC2D	CD81	ADCY7	LPP	TSPAN14	CANX	HAVCR2	TFRC	PTGER4	STX4	IFITM1	SLC1A5	CD74	SORL1	SLC16A7	CD63	APLP2	LAMP1	CD46	C1QBP
FAS	0.623990913350628	0.596792295309425	0.574272745355127	0.295604539152439	0.0356435857615366	-0.115653497148822	0.288394022886684	0.702125908421201	0.138944647090509	0.0554879615688391	-0.147520853429382	0.710286724541354	0.436849518048449	0.600180459664289	0.142615569841248	0.635809004595949	0.673731397620436	0.665572763406815	0.228416032062112	0.140265552426005	0.909205167738725	0.824885088277011	0.361559386543377	-0.374400286295415	0.416645362583279	0.850362783558002	0.492811334266163	1	0.743725359712037	0.501052902548519	0.408343077955075	0.475827133082252	0.695698879635957	0.424435591253158	-0.0387861773196914	0.453674642132163	0.356459563121455	0.363925521809769	0.669450745941818	0.564935501735234	0.435939678536282	0.53737143709731	0.00643787232190716	0.14800016627292	0.475665183789855	0.0658768130833631	0.819777250264661	0.727472229278658	0.467777839389141	-0.09945373079076	0.349809666398335	0.315021306292709	-0.197134568784306	0.485111822854569	0.264999921204316	0.303528649019389	0.780479783473355	0.215460691393821
SIRPG	0.531951326604802	0.622172844389467	0.695287964636074	0.557970378488028	-0.111467542807666	0.0897746532014174	0.456293618518879	0.648960824195963	0.646174890019576	-0.12524922554935	-0.174574659756328	0.514532589218271	0.431094267320737	0.429202683581094	0.140739731929148	0.633884729516418	0.292495290211706	0.714197502472354	0.312288038337785	-0.237963185459525	0.788902576929168	0.808008709439939	0.317232174815992	-0.0627905918341388	0.4884326029289	0.652620473080212	0.791419082910483	0.743725359712037	1	0.499475949031181	0.695690728416001	0.553175713802932	0.524038392819166	0.425081791881002	0.0598141449137013	0.689944967709091	0.313039375254082	0.47322406144932	0.334208766216717	0.635582334617693	-0.109428185615482	0.426305272318658	-0.078461133065568	0.120597162450899	0.510217782246621	0.0147012702736047	0.437979581968606	0.58899309370029	0.568542280450503	0.191487423603606	0.432857104639866	0.051750239355515	-0.182254065019151	0.710166977593266	0.10150591658221	0.113159937324299	0.508046708089927	0.460340990682443
CD47	0.214108438554002	0.376603745007842	0.306199387137272	0.286508852702619	-0.026151923216043	-0.150241461063095	0.246905432412958	0.406562519245885	0.256837913296231	-0.0109350091838508	-0.235548528881409	0.341959916880213	0.337225554722902	0.530298015847866	-0.00423090868180517	0.41413701730267	0.423106836211883	0.418572378626901	0.00121053500532394	0.401070485925296	0.452746592499493	0.466068277512671	0.18809860003727	0.146575912175164	0.168715779108689	0.414456548896217	0.297671183322766	0.501052902548519	0.499475949031181	1	0.0994906517272765	0.187167603712133	0.425952196842096	0.122740727877035	0.474023390572117	0.644486349975015	0.677982166644395	0.498686929878667	0.320516059551817	0.547571650312459	0.103741617553538	0.464611615863186	0.0651770389902113	0.524332764138225	0.268062592638945	0.380133956948927	0.431077888876894	0.611867221431292	0.11373985550287	0.0745927104623607	0.252411064101666	0.123101433120577	0.431465527103787	0.479786362426772	0.465223932298291	0.281288877608863	0.634010625100201	0.581373824852164
PTGDR	0.597677597644725	0.560790148463203	0.695407762763923	0.500297029181499	-0.0126510041311444	0.621099674372378	0.634260777305855	0.562460320021184	0.555786683008209	-0.161156927545482	0.355983023672038	0.392140167623857	0.446699459046726	0.0332742907625869	0.235108238247457	0.551357868965317	0.202480732313023	0.601840309927486	0.584842749037059	-0.42942969270432	0.539357347644658	0.429638243666311	0.192135185573131	0.237681895722688	0.707735708010858	0.460227738518339	0.571443385041952	0.408343077955075	0.695690728416001	0.0994906517272765	1	0.778349810477536	0.450903900637747	0.284479769808219	0.100426660649194	0.34370136634852	-0.0171532187848775	0.403352411599343	0.12037840492503	0.130284390175448	-0.357456630774277	-0.00302688162344029	-0.226165931467578	-0.166514371737402	0.29231020867593	-0.311093377910553	0.234266910496162	0.0912762336758185	0.718188494229008	0.303238265977483	0.0400923914195839	-0.332075167293971	-0.327482349201688	0.283137019677656	-0.316846356507124	-0.20488870373399	0.130026171510498	0.230533792194596
PDCD1	0.822881119734243	0.800566784583675	0.827434232271444	0.67209129172103	0.403428704742404	0.706955693181701	0.852632746078101	0.7254847979834	0.542972313237489	0.177697808136352	0.527383235611997	0.695783103948747	0.736282238491512	0.059013333465656	-0.0657744230072719	0.807674238209515	0.557661578712205	0.777607009386001	0.760574599826277	-0.0753837474249989	0.590839168781166	0.302981363966765	0.478966400890631	0.284691821256248	0.794801701213283	0.7013570288629	0.59901722321501	0.475827133082252	0.553175713802932	0.187167603712133	0.778349810477536	1	0.772219562628567	0.217314875507483	0.12336916006789	0.321871710535118	-0.113838489461208	0.269660956903692	0.440697748564555	0.0257464281224471	0.00273638173040388	-0.174424833025718	-0.270749027660957	-0.337650263341265	0.096075821420694	-0.517937946137355	0.547115185955095	0.194959691698076	0.844938755915604	0.189445641203429	-0.132073276743788	-0.434156856587779	-0.399547652598376	0.0998572174701195	-0.467684724931927	-0.36419778420015	0.149549231383983	0.0920567568917891
CD226	0.826259965935097	0.837849837974852	0.779896929926423	0.505443323379625	0.460918077712814	0.36420243868471	0.713455441505277	0.79812344008404	0.297484451144776	0.286984489792607	0.265635832497694	0.830042771891784	0.76842945448963	0.289355595021239	-0.106493625001776	0.860478226835656	0.720681931558954	0.824576778213523	0.573034858515048	0.250915033454563	0.696190086775122	0.388385672028056	0.65166833468257	0.0266303292485752	0.601022284015736	0.879414456919326	0.563886232000209	0.695698879635957	0.524038392819166	0.425952196842096	0.450903900637747	0.772219562628567	1	0.353976116704308	0.0892881622357174	0.323990099921431	0.0130435400311727	0.224926781189086	0.740020339722023	0.210241891324569	0.44588591226329	0.0641602629365959	-0.238658465978606	-0.195694601464227	0.216538341480003	-0.29103722477225	0.820789082808607	0.578319458999493	0.648291225491464	0.0783991600597932	0.0392620286622366	-0.0829665800227276	-0.306067593308236	0.115219917445598	-0.209158533519114	-0.156798483742042	0.434497866316383	0.0159192302327547
ITGB2	0.224458098615258	0.18422279507286	0.241311645666965	0.115118747752969	-0.123237462781396	-0.00677706049609189	0.109122112517556	0.191874888548043	0.119265501381507	-0.0296968550394466	-0.055123387907676	0.189189770545343	0.120746619821677	0.226056571580453	0.347635748630282	0.209643186470469	0.146979946611605	0.230132811013998	0.115959892118282	-0.105316291374185	0.380995376486111	0.453425935635307	0.0445290366583575	-0.217458874336334	0.264568866080915	0.438893152720801	0.416128107156585	0.424435591253158	0.425081791881002	0.122740727877035	0.284479769808219	0.217314875507483	0.353976116704308	1	-0.0902556118565353	0.132314387832103	0.0285180847147129	0.0183693749904256	0.242883984841267	0.585360981438283	0.324293579782967	0.463155024083022	0.28657075230216	0.0440341023762761	0.840627990240527	0.229212796216626	0.365035749044572	0.536588253555536	0.141565724739677	0.402783158160713	0.799021755978252	0.618213954655295	-0.269247312456764	0.341364389914039	0.249976482938013	0.341820670781704	0.38993985614293	-0.00515426452741844
PTPRA	0.109965704089704	0.110670822758761	0.125059065012695	0.11606149884985	0.12027970204594	0.150682833422386	0.118597885228678	0.0651800162930108	0.152768053404194	0.0805763612127818	0.0881523429354134	0.0904064506926988	0.102468244556473	0.429685996003745	0.249056368955559	0.098915504832106	-0.0503587464784814	0.0899866459829635	0.151725055352457	0.38415998515931	0.0366247109787793	0.0687189131171635	0.189161862170135	0.762123543670844	0.0736742158272103	0.00669266265317927	0.108720495216632	-0.0387861773196914	0.0598141449137013	0.474023390572117	0.100426660649194	0.12336916006789	0.0892881622357174	-0.0902556118565353	1	0.427709460368132	0.639585239071455	0.740612315225741	0.0880240091049467	0.236517330947845	-0.0607995863363728	0.187426563303654	0.165957405667435	0.513502788377375	-0.0889998719904025	0.427086415814273	-0.0238815678981578	0.182323912243317	0.118664977808873	0.517009773160374	-0.165007041523301	-0.211313860194579	0.650565121992084	0.218970623093274	0.276961473874678	0.237991805630565	0.360615141120424	0.616146401727642
RACK1	0.2455462983832	0.399995458423798	0.414242129637907	0.479134365327649	-0.0928775236629704	-0.0705402755569337	0.335813581381377	0.402455445971941	0.596839266226781	-0.110402201126708	-0.297434875698282	0.326531897010431	0.294704307755138	0.515376093130578	-0.153887009429564	0.429192367721216	0.130240665791607	0.497406033195918	0.0822466688797796	-0.0995205008576362	0.484588472646095	0.64563736080733	0.242727018793082	0.287420386569667	0.187177781417327	0.352228652537218	0.615479414603004	0.453674642132163	0.689944967709091	0.644486349975015	0.34370136634852	0.321871710535118	0.323990099921431	0.132314387832103	0.427709460368132	1	0.665020431371291	0.60868322170506	0.164446659050019	0.718666291862508	-0.193721376145362	0.265417227355931	-0.150920472231598	0.350584929241135	0.196712680283795	0.12738013154524	0.210770476559405	0.590213672680268	0.345653085059492	0.196559352696196	0.321601933718957	-0.166440259058163	0.151972002485654	0.877212542337398	0.221048356476936	0.115739024669771	0.418111081210594	0.871231580794889
SMAP1	-0.0636306505809943	-0.0401502450267438	-0.0375956267171382	-0.0689190156937119	-0.285603730778014	-0.434450995621226	-0.216783523456231	0.0716904930413491	-0.0155574307517861	-0.18886175546742	-0.452059626253437	0.0440984078545385	-0.129164801751478	0.580727156786641	0.125370267845717	-0.0195068830962759	0.0403021575269526	0.0311752710954159	-0.270081338776592	0.201205926230531	0.283122668668391	0.468167894374687	-0.0620300019605789	0.245777109614673	-0.152855293225959	0.0932331131097467	0.0530683128724525	0.356459563121455	0.313039375254082	0.677982166644395	-0.0171532187848775	-0.113838489461208	0.0130435400311727	0.0285180847147129	0.639585239071455	0.665020431371291	1	0.765759049952156	0.084286017185713	0.635916840465306	-0.00407428339548565	0.521033235981898	0.11762225802785	0.782758589692295	0.20384985267478	0.639951642889668	0.0925411193036639	0.496004820408109	-0.118863617205194	0.0800013399134716	0.237769665477163	0.175144005418393	0.649514887726958	0.608988385599717	0.688025546844564	0.515141284826196	0.660508170583533	0.837793143404889
TSPAN5	0.198846397597966	0.173544955672419	0.240182599823454	0.0271033777173781	-0.222107526298198	-0.0556993729943608	0.0400346009982015	0.231518155361879	0.159660156076515	-0.306313201609228	-0.262676702214871	0.161598072031645	-0.00604365209721687	0.493557241681488	0.369505462709858	0.157112200357225	-0.0495300588205279	0.241478699926927	0.0208194678786286	0.0455037848439914	0.344339902992479	0.442370396446322	0.139935330069979	0.541068158550981	0.0292360585912741	0.184085220071684	0.243208252632997	0.363925521809769	0.47322406144932	0.498686929878667	0.403352411599343	0.269660956903692	0.224926781189086	0.0183693749904256	0.740612315225741	0.60868322170506	0.765759049952156	1	0.0981415651248275	0.454771109650523	-0.178948601769002	0.426739789684619	-0.0966963653931236	0.659206386826467	0.149070449339496	0.467771225953831	0.072085612206917	0.370028382725048	0.200252177031268	0.33170916038554	0.0201386951325655	-0.102851288960879	0.578389375233013	0.498306281046942	0.398432946118827	0.374975645238	0.615271268416554	0.749490020955176
CLEC2D	0.815005310837854	0.750121662499978	0.672224391281665	0.430244303973901	0.67957973762702	0.0911359785396148	0.475404685533708	0.808415285918353	0.0953043354439322	0.6752325912214	0.244749948282963	0.888312483073543	0.718668622084352	0.553227588251336	-0.123691726382357	0.736386337989247	0.797314727587657	0.714006731699045	0.516658540544922	0.572996483368865	0.755660217087834	0.425869994530561	0.795819268088929	-0.247310268219315	0.497861848145875	0.87229761885262	0.459948723770838	0.669450745941818	0.334208766216717	0.320516059551817	0.12037840492503	0.440697748564555	0.740020339722023	0.242883984841267	0.0880240091049467	0.164446659050019	0.084286017185713	0.0981415651248275	1	0.221762255743055	0.762084886501049	0.201115049035569	0.117617767420934	-0.197825456082452	0.0908435084806142	-0.199734691388226	0.860203517528176	0.554034654396585	0.561132871279244	-0.0180291818612325	0.0272496565088227	0.0798532618665429	-0.26251458193643	0.0558291961029793	-0.0867751831863729	0.028304132724578	0.512468180116748	-0.132020279714773
CD81	0.0651375123945684	0.127420870194406	0.15820473395143	0.190792663463711	-0.311842728909022	-0.437485028096484	-0.0393014087920649	0.193224017319718	0.29520509492277	-0.13779135759047	-0.548126976593119	0.191179751858547	0.000464400833556846	0.693145308512651	0.205169334216764	0.172335948829868	0.0574244907377894	0.256771876534208	-0.217375419953945	0.027967076295837	0.483531097740627	0.805538399240218	0.0662546279716032	-0.0647383308987782	-0.022265384482462	0.359291962103089	0.477097849852532	0.564935501735234	0.635582334617693	0.547571650312459	0.130284390175448	0.0257464281224471	0.210241891324569	0.585360981438283	0.236517330947845	0.718666291862508	0.635916840465306	0.454771109650523	0.221762255743055	1	0.152841620293591	0.724231394888426	0.236738420433018	0.515927046303848	0.646305672741901	0.510220485952304	0.267239290768281	0.809371193078777	0.0426385487981448	0.222058786366468	0.804475693213175	0.472431702844612	0.165409693257398	0.889182828536949	0.612956038729565	0.58361968772352	0.694248172266582	0.614147066200888
ADCY7	0.376037319995344	0.258756740602591	0.141423217284912	-0.00660035444637232	0.471027565793591	-0.228239179487803	0.00604767470322759	0.301825031445654	-0.351089352690636	0.559798621129926	0.0588887812922804	0.52987016143743	0.284034172080163	0.422815997399173	-0.000181875287771203	0.280383744274562	0.595775939334916	0.21488079597736	0.0959225568284734	0.68399525635234	0.376369520978743	0.163565581194163	0.447022312594424	-0.421727465943495	0.0635752743720983	0.548357022767715	-0.00131585814509448	0.435939678536282	-0.109428185615482	0.103741617553538	-0.357456630774277	0.00273638173040388	0.44588591226329	0.324293579782967	-0.0607995863363728	-0.193721376145362	-0.00407428339548565	-0.178948601769002	0.762084886501049	0.152841620293591	1	0.272834723981772	0.340068556027297	-0.0990080602663033	0.108975734193037	0.0575060042715859	0.701704518300173	0.442113815589994	0.0671981228689155	-0.154254520124056	0.167177911068364	0.474420770865629	-0.1586544294931	-0.167183466992146	0.157301198289203	0.307313008653217	0.464878241016044	-0.358011479757042
LPP	-0.0539255447801355	-0.0899346476574132	-0.0514463483057636	-0.175560879481585	-0.420381228152192	-0.568244449169154	-0.344979503799156	0.0502250231064091	-0.113993432257331	-0.212847735708158	-0.597292437920199	0.0220862074206	-0.240202290598327	0.714849848268451	0.642180366434448	-0.0739950351978111	0.0485084178434487	-0.000256172822575379	-0.378102451076052	0.263660531070488	0.388346964836286	0.680161546351033	-0.0878118075081538	-0.252177291905821	-0.193585376119109	0.235267168547842	0.0868100052716757	0.53737143709731	0.426305272318658	0.464611615863186	-0.00302688162344029	-0.174424833025718	0.0641602629365959	0.463155024083022	0.187426563303654	0.265417227355931	0.521033235981898	0.426739789684619	0.201115049035569	0.724231394888426	0.272834723981772	1	0.478916331969874	0.648502873240617	0.634764824349024	0.730721188853659	0.23057507853692	0.600545438751424	-0.13983089981613	0.0917269935229168	0.64377755850311	0.73900112703465	0.357082980852137	0.525293238395934	0.78604990621474	0.870399291524621	0.817769631661435	0.28566912636286
TSPAN14	-0.0597038774625182	-0.164573797161308	-0.119364873116644	0.0946208790538008	0.0779021755096463	-0.201170412756122	-0.213771971995169	-0.137825025847376	-0.0282162230306232	0.369560540306522	0.0235447228852694	-0.0410459661065566	-0.0966579406475095	0.392062373875549	0.380139788614021	-0.146610480122114	0.0980145133530048	-0.223688605413483	-0.0677376632375399	0.428365202084796	0.0787689645066047	0.187725114451143	-0.0945276226163754	-0.204361446718706	0.0203242989755137	0.0376914276240434	-0.0989024986493659	0.00643787232190716	-0.078461133065568	0.0651770389902113	-0.226165931467578	-0.270749027660957	-0.238658465978606	0.28657075230216	0.165957405667435	-0.150920472231598	0.11762225802785	-0.0966963653931236	0.117617767420934	0.236738420433018	0.340068556027297	0.478916331969874	1	0.166424199116791	0.267872137972183	0.3813129114253	0.0741158394041475	0.106026764947751	-0.0540546843829672	0.0650808876886198	0.333681114895736	0.505578369496177	0.116903734294634	0.0569246288767076	0.45229121427614	0.527009560695949	0.278721118329274	-0.10874961979263
CANX	-0.392540406300488	-0.383648121464676	-0.367617748761545	-0.40468451146999	-0.566762570206806	-0.565172666605608	-0.522762705747135	-0.293795909415045	-0.231175340558607	-0.451339943693393	-0.63986984335029	-0.303222728617413	-0.488462566744698	0.428485527767448	0.422823160194523	-0.360105902988661	-0.254677155380829	-0.302162039234729	-0.554053164636984	0.190322381461743	-0.0370665822228865	0.288400809800746	-0.319009367941218	0.240155898101414	-0.457356174456706	-0.203918757397366	-0.184780124117649	0.14800016627292	0.120597162450899	0.524332764138225	-0.166514371737402	-0.337650263341265	-0.195694601464227	0.0440341023762761	0.513502788377375	0.350584929241135	0.782758589692295	0.659206386826467	-0.197825456082452	0.515927046303848	-0.0990080602663033	0.648502873240617	0.166424199116791	1	0.318781933507293	0.887560288293451	-0.163588395657815	0.359492572480638	-0.446210176862905	0.189370596751968	0.289655062284294	0.37851570582006	0.859085376545846	0.430209449036489	0.863022606964904	0.667612998732704	0.62125261593361	0.561956865951793
HAVCR2	0.066981322988166	0.0466392648587886	0.139808910899084	-0.0144840155489748	-0.38444699276707	-0.172962948090066	-0.0573147253949035	0.109502486838639	0.0604866380360332	-0.200290105494735	-0.260033537780505	0.000183196322209744	-0.0595918835312559	0.237659446622213	0.472171401965772	0.0633591038011489	0.0478305197728176	0.0945172881031131	-0.0749811353529466	-0.196045273902817	0.343807365740944	0.521940895401136	-0.163246698207011	-0.251910781456471	0.165034386512742	0.318633555206608	0.31077552845074	0.475665183789855	0.510217782246621	0.268062592638945	0.29231020867593	0.096075821420694	0.216538341480003	0.840627990240527	-0.0889998719904025	0.196712680283795	0.20384985267478	0.149070449339496	0.0908435084806142	0.646305672741901	0.108975734193037	0.634764824349024	0.267872137972183	0.318781933507293	1	0.420109496583328	0.235395127686624	0.608511818783649	0.0115636119902154	0.290629748916117	0.791602312024575	0.681402013163305	-0.0601554074014764	0.434556195179626	0.466991952432112	0.416220348576423	0.470903803866831	0.127756550034781
TFRC	-0.483430021642714	-0.490578163398322	-0.473712862320802	-0.511620858608235	-0.558244371430741	-0.623363558050268	-0.662270418989661	-0.416681013865057	-0.336108501204764	-0.380518122152198	-0.638637564179149	-0.392361418630387	-0.574217244776121	0.39230533912709	0.552244008291022	-0.47139705619492	-0.350928036355323	-0.423782007815185	-0.601199578879042	0.228633569417484	-0.124049063762278	0.216322811898105	-0.349570220294071	0.0929256605114844	-0.522946125100689	-0.261199072855836	-0.23913425020262	0.0658768130833631	0.0147012702736047	0.380133956948927	-0.311093377910553	-0.517937946137355	-0.29103722477225	0.229212796216626	0.427086415814273	0.12738013154524	0.639951642889668	0.467771225953831	-0.199734691388226	0.510220485952304	0.0575060042715859	0.730721188853659	0.3813129114253	0.887560288293451	0.420109496583328	1	-0.182077222363475	0.353354872458095	-0.570407707757899	0.244748193199215	0.422714560823695	0.618737902499916	0.765295666386509	0.316620421542393	0.899214433677012	0.777200527168764	0.582274478865006	0.370846902527301
PTGER4	0.775139675114628	0.748736167239053	0.641874324225615	0.420464746768553	0.487558291757033	0.154185907383552	0.503277487034024	0.778209137181024	0.10345313270536	0.450593369983796	0.246669373833966	0.886166028287843	0.720087402031678	0.450056239728213	-0.0775387692551029	0.790678236013576	0.894016842119432	0.747801399634827	0.488879817010418	0.44158931318934	0.808496314530729	0.500852459114522	0.601295533612578	-0.316702000420611	0.55662996490843	0.917335530521006	0.444835524716541	0.819777250264661	0.437979581968606	0.431077888876894	0.234266910496162	0.547115185955095	0.820789082808607	0.365035749044572	-0.0238815678981578	0.210770476559405	0.0925411193036639	0.072085612206917	0.860203517528176	0.267239290768281	0.701704518300173	0.23057507853692	0.0741158394041475	-0.163588395657815	0.235395127686624	-0.182077222363475	1	0.5982120168811	0.566321647890787	-0.0485632698755766	0.128319128880959	0.167942733112768	-0.322534105360278	0.111722579974009	-0.0228200044215578	0.0606528322747317	0.582776165192691	-0.0826370755606287
STX4	0.35040229978079	0.409508295059331	0.382602022809673	0.241121846918833	0.0114779336312308	-0.313222490738402	0.165602592539863	0.456054461077566	0.197865212222979	0.131288078531817	-0.364705437526511	0.47129322902987	0.300001381182307	0.640342020882422	0.0794410288560264	0.448481769504165	0.361575095093995	0.483571206948917	0.018103047596665	0.252087578541861	0.616862567414987	0.693270150564519	0.378419708081576	-0.140405860349601	0.121166414854902	0.635186881314839	0.522787368514748	0.727472229278658	0.58899309370029	0.611867221431292	0.0912762336758185	0.194959691698076	0.578319458999493	0.536588253555536	0.182323912243317	0.590213672680268	0.496004820408109	0.370028382725048	0.554034654396585	0.809371193078777	0.442113815589994	0.600545438751424	0.106026764947751	0.359492572480638	0.608511818783649	0.353354872458095	0.5982120168811	1	0.205767502999649	0.141314040366069	0.590330105434196	0.415536632702901	0.0662620172623965	0.622833099030357	0.446615265038463	0.369181947994172	0.737868730669198	0.37403810068191
IFITM1	0.898249732941269	0.87685599630022	0.918545822223184	0.790043579584514	0.594456940661084	0.677403688561388	0.846533579175223	0.835310460132918	0.64035003899664	0.454359760646965	0.566169360795475	0.773185985349444	0.831931185995043	0.204117014601591	-0.107781036881785	0.85742687396634	0.556158322648497	0.842659217436576	0.870263917509159	-0.0138094488198156	0.705325930429388	0.379872067758724	0.686608114134084	0.125886882371455	0.829343765771345	0.72525492581116	0.71706929508407	0.467777839389141	0.568542280450503	0.11373985550287	0.718188494229008	0.844938755915604	0.648291225491464	0.141565724739677	0.118664977808873	0.345653085059492	-0.118863617205194	0.200252177031268	0.561132871279244	0.0426385487981448	0.0671981228689155	-0.13983089981613	-0.0540546843829672	-0.446210176862905	0.0115636119902154	-0.570407707757899	0.566321647890787	0.205767502999649	1	0.208589443684099	-0.15234120920842	-0.45068449010516	-0.481668871583042	0.172408987278677	-0.519202451322846	-0.368163893498743	0.106307457757283	0.0669031459542748
SLC1A5	0.125032212012509	0.165960366221692	0.208644150274088	0.138487040204606	0.0706378704583048	0.391517963880593	0.193314681098211	0.0547965683998113	0.320705298306307	0.00999306692921083	0.204534035998703	0.043122600845147	0.149814150563564	0.100417598324309	0.32637145798718	0.145090265429789	-0.255411242971259	0.192574797801927	0.34752242354257	-0.033919982998829	0.013990837952586	0.0531007402674411	0.23459893939153	0.527905173143184	0.213450690675134	0.0199682091810551	0.46650658488364	-0.09945373079076	0.191487423603606	0.0745927104623607	0.303238265977483	0.189445641203429	0.0783991600597932	0.402783158160713	0.517009773160374	0.196559352696196	0.0800013399134716	0.33170916038554	-0.0180291818612325	0.222058786366468	-0.154254520124056	0.0917269935229168	0.0650808876886198	0.189370596751968	0.290629748916117	0.244748193199215	-0.0485632698755766	0.141314040366069	0.208589443684099	1	0.164350413545573	-0.0473054263824549	0.20903241546456	0.190715787110227	-0.00934191526356162	0.0262138515955929	0.0868109585326895	0.206893956896179
CD74	-0.133018941843895	-0.0962908973414344	-0.0419112353432124	0.0340168734418082	-0.423401900199962	-0.431736944222685	-0.164832883279472	-0.0355640852415431	0.151361601504437	-0.199760480248372	-0.490910927516085	-0.059208774416292	-0.161083823225018	0.357489958713315	0.267227271087552	-0.0504601855229676	-0.0609105466014086	0.0185694655574458	-0.318998248394041	-0.126110142575673	0.260447024249983	0.572224276782151	-0.166921317765223	-0.325982809964213	-0.0946010850749629	0.193599297115213	0.30317664511918	0.349809666398335	0.432857104639866	0.252411064101666	0.0400923914195839	-0.132073276743788	0.0392620286622366	0.799021755978252	-0.165007041523301	0.321601933718957	0.237769665477163	0.0201386951325655	0.0272496565088227	0.804475693213175	0.167177911068364	0.64377755850311	0.333681114895736	0.289655062284294	0.791602312024575	0.422714560823695	0.128319128880959	0.590330105434196	-0.15234120920842	0.164350413545573	1	0.703680812379609	-0.0698011061626102	0.614332831781855	0.512294117225423	0.538124998069772	0.423866785074318	0.214233235119069
SORL1	-0.275614573809536	-0.340572590828603	-0.340884921375574	-0.42040859816885	-0.41074174078855	-0.6288260294148	-0.554540801765538	-0.24199361481083	-0.432820934150612	-0.153880353524808	-0.503747129789231	-0.177204474064054	-0.402425992948802	0.309438999376507	0.484168249328136	-0.309540254340622	-0.000595626179240857	-0.300442795504752	-0.498625046223213	0.170843787829755	0.095088423240868	0.312396364512348	-0.303389206250874	-0.567091373106929	-0.317006096655043	0.0748078401292482	-0.181169384743019	0.315021306292709	0.051750239355515	0.123101433120577	-0.332075167293971	-0.434156856587779	-0.0829665800227276	0.618213954655295	-0.211313860194579	-0.166440259058163	0.175144005418393	-0.102851288960879	0.0798532618665429	0.472431702844612	0.474420770865629	0.73900112703465	0.505578369496177	0.37851570582006	0.681402013163305	0.618737902499916	0.167942733112768	0.415536632702901	-0.45068449010516	-0.0473054263824549	0.703680812379609	1	0.0942391475954165	0.159999907518932	0.691943238620195	0.739633642051471	0.502306767587322	-0.127755172718038
SLC16A7	-0.443483360823204	-0.415876753114986	-0.431666556519169	-0.405656630908862	-0.331876447382853	-0.40310634162377	-0.474582529171677	-0.379994197400552	-0.257834401928528	-0.287017369120906	-0.426723735908944	-0.37388031199523	-0.443109996420428	0.248401984262378	0.255983195058668	-0.417586956101493	-0.32789818725837	-0.395220944914784	-0.460834320056349	0.367610370914992	-0.294546256045232	-0.101977054549742	-0.238735959719601	0.48267079847012	-0.509364637316729	-0.401202985272422	-0.347529420730006	-0.197134568784306	-0.182254065019151	0.431465527103787	-0.327482349201688	-0.399547652598376	-0.306067593308236	-0.269247312456764	0.650565121992084	0.151972002485654	0.649514887726958	0.578389375233013	-0.26251458193643	0.165409693257398	-0.1586544294931	0.357082980852137	0.116903734294634	0.859085376545846	-0.0601554074014764	0.765295666386509	-0.322534105360278	0.0662620172623965	-0.481668871583042	0.20903241546456	-0.0698011061626102	0.0942391475954165	1	0.107373324574716	0.627498184790294	0.42547458983818	0.342835542414755	0.435739198013973
CD63	0.0561704061235226	0.163838095643376	0.217710798062713	0.304650995220276	-0.343537834001474	-0.309613433208133	0.0550851619419239	0.218537238536406	0.482419998542139	-0.243896940131876	-0.509772540272523	0.151342736269861	0.0273646814804544	0.606586763076009	0.0600699921611433	0.200457400262887	-0.0329642636271094	0.303884970573506	-0.148875446504251	-0.208311252647184	0.465924605585505	0.81225924309834	0.0378899853807021	0.0310095614035456	0.0324385694269542	0.254597811453227	0.548682057021052	0.485111822854569	0.710166977593266	0.479786362426772	0.283137019677656	0.0998572174701195	0.115219917445598	0.341364389914039	0.218970623093274	0.877212542337398	0.608988385599717	0.498306281046942	0.0558291961029793	0.889182828536949	-0.167183466992146	0.525293238395934	0.0569246288767076	0.430209449036489	0.434556195179626	0.316620421542393	0.111722579974009	0.622833099030357	0.172408987278677	0.190715787110227	0.614332831781855	0.159999907518932	0.107373324574716	1	0.432804037479324	0.372352555745771	0.495835982382099	0.752773000002623
APLP2	-0.409314385881609	-0.427342804739291	-0.425973408520663	-0.417061460636821	-0.562569816301929	-0.733541215113308	-0.617889959651668	-0.309553711582877	-0.339865720658727	-0.335908796824453	-0.676307268115617	-0.27087017009002	-0.506134589075599	0.52872366838841	0.44274786311435	-0.386032596477021	-0.111558890211297	-0.357577330311363	-0.636836663618669	0.240856750002623	0.047759698982001	0.416032280098384	-0.388576988752169	-0.137803650613559	-0.445278853568097	-0.0979375067553254	-0.23539354422224	0.264999921204316	0.10150591658221	0.465223932298291	-0.316846356507124	-0.467684724931927	-0.209158533519114	0.249976482938013	0.276961473874678	0.221048356476936	0.688025546844564	0.398432946118827	-0.0867751831863729	0.612956038729565	0.157301198289203	0.78604990621474	0.45229121427614	0.863022606964904	0.466991952432112	0.899214433677012	-0.0228200044215578	0.446615265038463	-0.519202451322846	-0.00934191526356162	0.512294117225423	0.691943238620195	0.627498184790294	0.432804037479324	1	0.817194519180173	0.683705424322415	0.380273540655812
