""	CCR1	SIGLEC10	CANX	C5AR1	LILRB2	CD163	APLP2	LILRB1	IGF2R	TNFRSF1A	ITGB2	ADGRE2	CCR5	SDC4	CD4	PLXNB2	KCNQ3	ENG	ITGB1	NECTIN2	ITGAM	IL6R	TREM2	SIRPA	TLR2	ITGB5	HAVCR2	THBD	TREM1	TLR4	RXRA	KCNQ1	GPNMB	TFRC	LTBR	FPR1	PDE1B	SORL1	CD74	LPP	AXL	TSPAN14	KCNN4	CD44	INSR	RIPK1	KCNJ15	SDC2	STAB1	SIGLEC1	PILRA	TSPAN15	TLR7	LRP1	TNFRSF10D	TLR6	TNFRSF10A	TNFRSF14	CD9	PLD2	CXADR	ADCY7	ACKR3	TLR1	ASGR1	SCARF1	SORT1	TSPAN17	CD81	NOTCH1	UNC5B	NOTCH2	ADGRE5	CADM1	ITGAV	LAMP1	SMAP1	EDNRB	CMKLR1	CD99L2	NRP1	PTPRA	ERAP1	TNFRSF10B	CXCR4	S1PR1	PILRB	MCFD2	CD63	EPHB2	SLC16A7	PTPRC	SDC3	NRP2	PLAUR	NCL	CLEC2D	PTGER4	SLC16A1	ITGA6	PTPRZ1
HAVCR2	0.759280872275	0.510247193864518	0.857164866916816	0.521992209867023	0.869806798817265	0.955818403592966	0.75997163074771	0.814716928712199	0.485406485462571	0.93349775169761	0.958749295838027	0.922583315515413	0.851673892126016	0.681252736344965	0.938753299116833	0.931714343330815	0.646434814653678	0.959279516626325	0.90767866663287	0.956667393793795	0.951702903326792	0.88792901717496	0.795642599821187	0.980571737457374	0.943882134796404	0.683731635543023	1	0.645272483524328	0.839347374693024	0.735088722435495	0.905852800804966	0.841708837824895	0.102617616900078	0.432081983846843	0.884715984314256	0.919568537322148	0.651773162389538	0.553437198466926	0.70683751724131	0.771485746334734	0.463923465208747	0.645285484022726	0.874315444070852	0.843964367345977	0.0761560386968296	0.891837261065264	0.87112979543957	0.311774806199694	0.741915085644326	0.109331414162176	-0.0804947808870396	0.890928569194042	0.528030947570901	0.595565108546861	0.765139602142597	0.166519901584078	0.839022517064436	0.428310830154737	0.704781855460476	0.837262952359037	0.553204911127079	0.597377289748295	0.741519618908192	0.818806496670766	0.824878347400167	0.638383495488851	0.679306385983405	0.841112030171639	0.895695882059042	0.724660568023215	0.670602040119153	0.480302837823193	0.413234114683291	-0.0248701637403952	0.918928517470257	0.574765996287903	0.86194004146792	0.433671493169465	-0.244738635134417	0.876608281884935	0.900052299276484	0.867022916671001	0.860446758847034	0.619890868785002	0.520040598829445	0.742191196482036	0.486734308616325	0.818872289076335	0.808764708171308	0.764421389437997	0.798082926501488	0.928814138515903	0.269200785086641	0.4851247852666	0.824906817809935	0.900347164593764	-0.000659977501552252	0.853481392220177	0.505883215688033	0.494277533656356	0.0263418293465039
THBD	0.807991825775088	-0.0426003157668719	0.822504802893725	0.760587165784879	0.454288723924196	0.569429633927797	0.812895320945328	0.366970533662285	0.570530055546877	0.618737378994277	0.637435112850896	0.456346386477045	0.403706041452233	0.695489032907035	0.548937252420721	0.666486748027613	-0.0460865607180241	0.56251673113401	0.739588898613546	0.665500096040808	0.576461370036648	0.488168136238763	0.201000559986832	0.617785834285316	0.61946976780246	0.78645774806974	0.645272483524328	1	0.835081388029006	0.526910602888208	0.592372807773153	0.486107999993832	0.584633563539795	0.736795621668121	0.580723476655079	0.522928992065484	0.136377245237167	-0.010446546540638	0.100287112099113	0.282103062681063	-0.0271815287975373	0.212767454064961	0.645284298360635	0.841959130829333	-0.00571619290347225	0.539276719245807	0.534832448943436	0.706007941589616	0.17257526893916	0.0353406749961007	0.414272232929906	0.565220425026044	-0.108670165429899	0.449991305896605	0.555222983036156	-0.137098879235835	0.622362718409546	0.795311998871588	0.637951498204179	0.490251226179782	0.520077173162421	0.081246442655434	0.763578144028187	0.306130093087582	0.457835614707136	0.0608793776632216	0.123763226148	0.529524931758551	0.521055214402547	0.236506680874891	0.117009987494913	0.577490885990858	0.423890469411321	0.122055371841689	0.401582314464051	0.808400234533833	0.73855173812316	0.65609300288693	-0.457810400712861	0.521247148621456	0.695519687061939	0.48402746588946	0.519965661950859	0.365066959784709	0.606782529874565	0.529144542494137	0.328991925121881	0.827925871251172	0.820495870816932	0.545942450975805	0.519560700706485	0.500525967951598	0.48352121754479	0.707792427581042	0.837300891298268	0.595818747135429	-0.378739762745177	0.4624445038185	0.314746933342796	0.0559115954694539	-0.0853868625564611
TREM1	0.824826424847191	0.0505532810302541	0.902917290592905	0.820681708556876	0.584959785714151	0.756021973264306	0.922917481753684	0.505329801538174	0.715325337814112	0.767856353110067	0.814508595398858	0.681442323440335	0.622851819205201	0.869620806069056	0.713970378057048	0.771270611453227	0.266520865899047	0.762090967771392	0.914709954904402	0.826718013810457	0.766467969739581	0.676097269683335	0.447006481566743	0.800259262407127	0.762181521829948	0.871922434790679	0.839347374693024	0.835081388029006	1	0.728048693502137	0.731109143301946	0.66621314896604	0.529030505653631	0.765318603852323	0.722112297602285	0.674534405196827	0.294966144358971	0.131256259792191	0.304103234451276	0.497418639026328	0.154219018410898	0.428502309409986	0.708945587000553	0.939273740878949	0.0362401554449783	0.705581106893224	0.63259726114989	0.707847731816416	0.380254935249026	0.198065196113302	0.26258915198377	0.719420529648936	0.0820695571497098	0.625592925947901	0.725383573466168	-0.06680121022616	0.686518511115176	0.722205184418302	0.799223143923788	0.612978654318732	0.700866107825834	0.185636059607293	0.883366574686944	0.490803323289017	0.526525139768178	0.289789522020491	0.314137209152329	0.615320164979063	0.679106748885869	0.411673319333856	0.306151835160068	0.623825869040922	0.454002189241685	0.204307191586334	0.643091826236074	0.843564466132363	0.848701526244775	0.743062228906366	-0.41612314531166	0.679673948288279	0.900367386169011	0.623524688780939	0.584255209323769	0.498322869881084	0.682251293083735	0.719506661290958	0.38581643409723	0.856740109926395	0.925066049326505	0.598025291735696	0.552973954530826	0.688205875133222	0.48490815476889	0.756736933952174	0.957563546946574	0.696411666022029	-0.246376105963079	0.661497476633267	0.438137514591704	0.217021144892242	0.0117265492320288
TLR4	0.66893381328729	0.301956784912502	0.770188123100421	0.654986739337349	0.512477553699346	0.771169274212025	0.776765312790404	0.575437542492859	0.752319258392492	0.676461144657824	0.70946463533095	0.694160555685468	0.499950043867016	0.670907515434618	0.678076634439139	0.76298031284532	0.503058975069173	0.627739110976259	0.803465825133129	0.67568534483948	0.752548730418926	0.708926238766544	0.573723311810279	0.681259903251215	0.729023323062965	0.73853789889385	0.735088722435495	0.526910602888208	0.728048693502137	1	0.72918567148461	0.578376822675914	0.408660927816793	0.560583021697899	0.70909450184645	0.618854136199262	0.517836982400109	0.361596736173692	0.434935934480133	0.702134612744853	0.413488063817875	0.782619871595182	0.497608475486822	0.681155838774372	0.10599762644238	0.624733340724694	0.437399329383834	0.496495366987149	0.580718392972924	0.496867283020191	0.303105566142415	0.699006053691056	0.392526141790381	0.848509270487492	0.778429067103834	0.420879631130936	0.602765763605339	0.55623950371069	0.65438007641302	0.64631484871782	0.598797598295141	0.482338550188375	0.681955254422797	0.671785159058796	0.456545726835656	0.4452552461379	0.548409831111831	0.57819986659483	0.637205948451597	0.485563341957534	0.51473835869928	0.680965260703405	0.377609906391585	0.436382781882847	0.677450116486211	0.686071834960539	0.665545487016915	0.63515467293734	0.122613651929897	0.57587554735006	0.824028052366545	0.551378878887567	0.579312026564261	0.365321598741485	0.574680995029492	0.602293544742338	0.438649903768089	0.664215040838972	0.731020800256712	0.684230068693083	0.362151809530776	0.603628840305905	0.500229509313739	0.66588233981353	0.732333353576329	0.526542877568851	0.207127517159126	0.552879101844113	0.238325542941122	0.521687832424418	-0.0846607131882544
RXRA	0.730724420040798	0.572083015633568	0.816065204856521	0.415191379218858	0.789613119981209	0.919696047692172	0.728787012785721	0.857684391016942	0.427813123091082	0.920014273055852	0.912243996621078	0.868403202380461	0.763855629579474	0.559091454947283	0.913301102203428	0.916302020528217	0.634854029359339	0.881278789441059	0.864228458918655	0.893210007243224	0.920271117697356	0.873789288498329	0.782819827360995	0.889945350148814	0.89491458495816	0.640028094535923	0.905852800804966	0.592372807773153	0.731109143301946	0.72918567148461	1	0.819618074960311	0.0533211391201293	0.39035462137588	0.845302546996955	0.898296953301498	0.618568650712523	0.633484342524356	0.736203307178018	0.803925660444459	0.553453372344679	0.695258902743799	0.857489190657054	0.755146887756578	0.0425258748438923	0.841485129708321	0.82889710421642	0.244348299312322	0.781726571726219	0.239265788154432	-0.0403341626487489	0.874211081590407	0.583208221436049	0.577844400953018	0.693657867780053	0.278612212469257	0.848248587802408	0.343877707161214	0.63528397320275	0.80597035586507	0.47614752808495	0.69178772632389	0.632339971322356	0.856933930495452	0.752813615646732	0.667969488738709	0.652600965315131	0.815083904646386	0.89035827076053	0.75726113114067	0.709303302597349	0.469261565376182	0.371068277060445	0.0354007211145223	0.889136408526463	0.545850606289633	0.86063095859951	0.35656993069982	-0.136559675376712	0.816619642763621	0.820757249694874	0.831358769316178	0.868302800273505	0.543092930956368	0.492984716812185	0.601114090596514	0.501812281642054	0.798233768912158	0.760825685991833	0.829949545477607	0.795143553192553	0.900492797860369	0.261716173094895	0.411339092083256	0.752896162139185	0.867289833622825	0.0904583990038611	0.836062339688303	0.425372664409257	0.538836173328371	-0.0474488958535871
KCNQ1	0.643988857204487	0.60497050565074	0.651081334458397	0.303039659594631	0.817741160536744	0.842843756484486	0.613751857126292	0.847955969912616	0.23537344871472	0.852692325482858	0.917298904197201	0.780776917646585	0.78357437241345	0.416298787203336	0.889377756589929	0.808908779220371	0.624197376034156	0.876988275966803	0.739478599963885	0.824177200917349	0.88855730136492	0.87837495775677	0.742558857147005	0.851114435008485	0.80135533521277	0.577876114474941	0.841708837824895	0.486107999993832	0.66621314896604	0.578376822675914	0.819618074960311	1	-0.10693001660622	0.281757240354191	0.783708038819248	0.871609429149962	0.503506483924539	0.568054938381744	0.734908652405149	0.621094355212892	0.435229099953685	0.518060702609754	0.782383295685022	0.658650557499662	-0.146244547090902	0.735106834248016	0.800377158333722	0.102545539799214	0.775339494578122	0.130364377420864	-0.241447955304888	0.833653666951814	0.538177748092587	0.391615366876772	0.679076177368037	-0.0286574256821573	0.683876507051528	0.18099209979083	0.476977929475402	0.747410780593021	0.382704126615699	0.57024414996984	0.641838798240043	0.745233301887254	0.815028029324069	0.620430996861237	0.574279667518194	0.792829201713097	0.86654623847291	0.802620879344014	0.603517017409201	0.248315819705727	0.245751358841413	-0.13367904191835	0.81425437265678	0.440929485648642	0.772950645125705	0.260932585046011	-0.2807803888163	0.757481432141297	0.700727466874663	0.766861593425443	0.788506811198619	0.433131239309113	0.453239935385292	0.550788926226973	0.281957648501808	0.651741951792943	0.672891446733097	0.694191153364585	0.760934535833081	0.865908071851486	0.0761115079044501	0.2498811369718	0.679474986384634	0.801722799861622	-0.0852493553771957	0.799485285801162	0.317550768112627	0.375529521967656	-0.097083630762196
GPNMB	0.47367713959119	-0.614029325353478	0.504424616202604	0.859086735108091	-0.261196474018488	0.00949711893656078	0.630163002865498	-0.305069995045041	0.82737488878542	0.020652600882599	0.0478569680973523	-0.088715020753446	-0.169453291207169	0.668012778294224	-0.080418031374415	0.0928809358627235	-0.431084775324403	-0.066833068458289	0.384937765517478	0.123315726959479	0.0263177105430492	-0.0253592634526453	-0.322745445221227	0.0168090375351359	0.0172197130492149	0.648764034156489	0.102617616900078	0.584633563539795	0.529030505653631	0.408660927816793	0.0533211391201293	-0.10693001660622	1	0.806120433476661	0.113858680240624	-0.173395885908976	-0.314293966302468	-0.525354156392215	-0.493371182674331	-0.119457667135772	-0.297083923349807	0.0121029732746068	-0.0374826591763368	0.501863362306917	0.151417097734172	-0.0172449783338027	-0.164446339528596	0.944978755946674	-0.406210578237221	0.378103230617166	0.8590475599834	0.0238681985443583	-0.602672928795188	0.46720784882326	0.256962714757074	-0.0877031154288286	0.0620709104322088	0.866603360843531	0.540231839045674	-0.114661766617357	0.559615000154847	-0.443722173163804	0.474507137711218	-0.219247664780464	-0.250247373084333	-0.434667089461937	-0.29993982394658	-0.109651850727713	-0.0449592463956346	-0.333106724375823	-0.41464527717066	0.684704594992281	0.375412168025929	0.644453548085106	-0.15577219938628	0.802529852988056	0.269876199964839	0.859822534698674	-0.141410390972462	-0.0963681483998444	0.4007313793075	-0.135729945081802	-0.171238230568586	-0.00530126700104701	0.512572025042179	0.298426068181992	0.0963714578917916	0.410361718039749	0.574501570876366	0.0991433642087173	-0.218946132144871	-0.148379163782476	0.725767952430105	0.857106068059695	0.569201788321369	-0.0833747900508808	-0.295087223530253	-0.167377713211515	0.0434055190506048	-0.137450619374315	-0.0190846585199046
TFRC	0.645152040198081	-0.284949079822691	0.722100338593105	0.835168179732305	0.108210415915315	0.379840981615007	0.85633391931541	0.101930798259454	0.808986372627909	0.443294185105659	0.42899345827856	0.251842299853585	0.183422609137538	0.808851729023253	0.306031943731425	0.430319783514823	-0.152958681897531	0.318427966291746	0.695642874989955	0.466264273316887	0.399892391451072	0.301488430532333	0.0102875151783056	0.395049595270368	0.378101754756377	0.849989557900251	0.432081983846843	0.736795621668121	0.765318603852323	0.560583021697899	0.39035462137588	0.281757240354191	0.806120433476661	1	0.390084885324992	0.217330017522102	-0.0812880525687126	-0.223128363903615	-0.130705872712727	0.22694158360122	-0.0775256652576523	0.209596430058714	0.384300517729955	0.740171380332842	0.164456146788934	0.400053999848688	0.250066706483955	0.901048210854778	-0.0454895258867846	0.350583782732726	0.603178375077886	0.340866475117491	-0.305449853744621	0.590907054182764	0.463583448848052	-0.0749710130726661	0.3802527872459	0.803771711073992	0.751609485338312	0.184727393594899	0.736067098665215	-0.100072217797786	0.745811121864185	0.0954473896704058	0.129628123183488	-0.110171047634139	0.0177014764949316	0.261596998769322	0.359140805802244	0.0992174219912099	-0.0725295395043903	0.701640346661871	0.490424204643836	0.569672776873769	0.229038993566233	0.892106953498169	0.637481464745685	0.856552480004203	-0.286890294244916	0.33074219790441	0.661917260818678	0.309072713363182	0.222160385826561	0.304567880445148	0.640467674997777	0.479872026695607	0.383539602671442	0.686362532562927	0.793822607304863	0.344341874021906	0.218410699617592	0.270785679550778	0.755925489898424	0.845759023694064	0.803214016264331	0.341203119006044	-0.219567937534441	0.233608189628928	0.388869100669078	0.12711417992663	0.147954618098904
LTBR	0.718596263139249	0.49159701571244	0.789159404262918	0.484459550752433	0.790624001166135	0.868571412160577	0.684686785287825	0.737256559738253	0.486585159112692	0.860903007487011	0.864219070385885	0.830540940513947	0.762104004875527	0.59847829889275	0.868289654537137	0.857736593406934	0.64670177186748	0.862178252621616	0.813740997053207	0.880853040663767	0.860317728611937	0.87561517704254	0.724890874753174	0.877343572624824	0.86497660968461	0.649301950551627	0.884715984314256	0.580723476655079	0.722112297602285	0.70909450184645	0.845302546996955	0.783708038819248	0.113858680240624	0.390084885324992	1	0.859883734906692	0.611553858434997	0.545383246131898	0.671823050063974	0.703556225399812	0.420593648352791	0.606633363005676	0.73839876227871	0.749433536906723	0.139719672331682	0.812716564763688	0.769798146984911	0.292458911111915	0.683330332266539	0.134148884946386	-0.0150480505779894	0.813477449705671	0.505205693357281	0.598229146997614	0.709451611761629	0.256223500186178	0.767516065481905	0.406516436405097	0.699639494678407	0.786862792268663	0.49240946086409	0.560998021422853	0.685988608744625	0.801508842959825	0.749817885157236	0.577668484180989	0.667821570256528	0.735080076852179	0.828338596177603	0.738135500016889	0.608785637969917	0.525632440753538	0.380318386332954	0.0615409015529434	0.837683831776385	0.529416691408541	0.7699078576883	0.392389774284474	-0.188204534535281	0.757142308796595	0.819610613074881	0.820226051159723	0.81641986099647	0.618587408231042	0.442369982593335	0.683143210623261	0.398035794242848	0.761571807549078	0.754902918507588	0.749147814792287	0.696804816534164	0.827265024222583	0.302072116995449	0.447625307593474	0.732490060858684	0.770213509219237	-0.060626674112013	0.68603315412575	0.455026315044849	0.455508441301631	0.102279051230424
FPR1	0.629418093770776	0.682865766313972	0.691373273549663	0.268845262702994	0.928791077495333	0.935001905029382	0.570794123981526	0.910051738166138	0.21345246832334	0.910926064566874	0.936076609591319	0.912870222026924	0.854239954846853	0.441011906577905	0.940668146041743	0.902947991920436	0.740674968065373	0.944995043242816	0.777641153053555	0.900703047994703	0.918350098184795	0.900403661861917	0.857989915469263	0.934736038614127	0.93207924924992	0.503727075901392	0.919568537322148	0.522928992065484	0.674534405196827	0.618854136199262	0.898296953301498	0.871609429149962	-0.173395885908976	0.217330017522102	0.859883734906692	1	0.70747634284629	0.707202766795627	0.837998543409394	0.743596163501183	0.529409219549888	0.604188987456969	0.850221588949814	0.667781102864026	-0.0226402704530948	0.871030259182975	0.884576776427893	0.0394552225649588	0.838052897349229	0.0171793249222932	-0.28312563647867	0.854813192238837	0.68455107096209	0.438451160226836	0.677307622323747	0.20535555556128	0.795187623293586	0.176275878792385	0.513917344421294	0.892207451371682	0.333973821980984	0.71786103247788	0.633898378468711	0.884699942825668	0.884550308497688	0.741943588906781	0.737872298819759	0.857708217778914	0.894681576121203	0.818684647311057	0.763979800801299	0.263993094528948	0.289962878024733	-0.20993981610225	0.925076071999562	0.345217835867722	0.782288016662547	0.174316147573598	-0.229027074171743	0.883926915193577	0.741969169381357	0.876316423349246	0.915685472203782	0.573819639052709	0.416710888459713	0.599281059152915	0.396331818480833	0.688570979958696	0.640335559886368	0.744045430972845	0.837094639841932	0.954345742274187	0.0568007189001843	0.202038148257985	0.645238720132841	0.88682493751832	0.0485033093864126	0.88233258084951	0.397498713830685	0.478674964633121	-0.0509654549181863
PDE1B	0.300997281446183	0.755173460703898	0.424412936752043	-0.0263838983486582	0.722983523829251	0.741155521897814	0.269344419838073	0.731280119337374	0.108258485446236	0.636181352381394	0.633793989291142	0.779816203256727	0.629382647911831	0.171961731193526	0.699602023585625	0.698276937981593	0.781669136291247	0.681802460253163	0.524444064804653	0.601433520148569	0.663136618816039	0.608862512116456	0.824341462167333	0.669220384172101	0.714104732215785	0.21468464316428	0.651773162389538	0.136377245237167	0.294966144358971	0.517836982400109	0.618568650712523	0.503506483924539	-0.314293966302468	-0.0812880525687126	0.611553858434997	0.70747634284629	1	0.746742881849804	0.771957660135721	0.746737186759657	0.651266872024339	0.701266426948813	0.549320631451832	0.307660271061356	0.171237733253241	0.677080711173994	0.621605089602175	-0.21736857000834	0.786233542189726	0.0416885474933274	-0.306162909054101	0.660656968648499	0.780957779203586	0.453825399740469	0.454482531375446	0.507122840752254	0.635108425036254	-0.0609271478658221	0.349782530035241	0.70976732453419	0.187474778695748	0.769529014901183	0.20519586250532	0.829367170361421	0.692090257247435	0.705911979052802	0.844519828243012	0.57183089734678	0.673397826977515	0.639185895790964	0.835428008906667	0.132597059213624	0.166484459432969	-0.0577660023818128	0.800304401880253	0.0533495303207407	0.443814876072103	-0.0563920823066483	0.228295733082487	0.675453339572902	0.493069385527758	0.689408616259303	0.729267374353555	0.483162261007895	0.230595300510255	0.468828100046287	0.463618325283882	0.410287653978085	0.294529572775283	0.595533025183264	0.537287369129145	0.719030889462405	0.0026163977653682	0.0137973060848173	0.286514900413183	0.638637205315102	0.481410843713373	0.554536413581025	0.326025928864777	0.571545835797662	0.00704607436077007
SORL1	0.137945098430259	0.885958811388252	0.268299867391061	-0.257184842260587	0.671647357553165	0.652055695885056	0.12107349086011	0.764588219945275	-0.117626032279513	0.584032258837148	0.585373921501606	0.713466838479453	0.589397529470233	-0.0357319542643179	0.694263795553453	0.623924162539877	0.860766958285888	0.59234870298842	0.385951534374276	0.513992155094869	0.628502939369086	0.618009804568743	0.89408171769745	0.600054033328384	0.618278941337528	0.0658620677972894	0.553437198466926	-0.010446546540638	0.131256259792191	0.361596736173692	0.633484342524356	0.568054938381744	-0.525354156392215	-0.223128363903615	0.545383246131898	0.707202766795627	0.746742881849804	1	0.945492541185508	0.740085659893127	0.883565618565222	0.721889526106109	0.523078380853704	0.142271523184245	0.0611642365238428	0.569119502680045	0.590673833271416	-0.425557022408199	0.809366464710044	0.0999489924089431	-0.377107685573423	0.592870251557114	0.868161132737247	0.280479402116537	0.313746988071157	0.555273427647274	0.535941690981992	-0.221769143588707	0.200662307077189	0.6989723588535	-0.0787677512911915	0.890795150081045	0.125820589960605	0.848427740046679	0.681438718538932	0.821850613071593	0.822296548145348	0.582031662506207	0.736665267861233	0.685933138241783	0.87467974617451	0.0465732427855807	0.142018126474397	-0.0770495752295037	0.770340597828905	-0.122174106369308	0.438669039648596	-0.296470531133039	0.349106337702647	0.575868665566124	0.294340678710114	0.661216492976597	0.751599918792105	0.367499528089209	0.178089617941958	0.167138108189079	0.366408711236563	0.262317299572339	0.162340747481943	0.582110899901191	0.576970901085284	0.712780616065306	-0.146064264163339	-0.1969636612082	0.137225860987205	0.586498210072375	0.509426568798505	0.64300300726122	0.194312788729195	0.618459960192447	-0.0691955505729726
CD74	0.298293288918209	0.903463159317617	0.400177733858179	-0.133415423947514	0.820308429080107	0.76307682505636	0.2520995330993	0.873329306042115	-0.0604098141476036	0.721814445003466	0.744097876872549	0.803385805625838	0.759548423317718	0.0980875888883587	0.810850975976239	0.713065903232524	0.898504139498505	0.754098690745755	0.528037155031153	0.659682566629844	0.764642578650085	0.775176899388299	0.93524447525837	0.755867341172903	0.750471665789906	0.166002490710199	0.70683751724131	0.100287112099113	0.304103234451276	0.434935934480133	0.736203307178018	0.734908652405149	-0.493371182674331	-0.130705872712727	0.671823050063974	0.837998543409394	0.771957660135721	0.945492541185508	1	0.772191206860184	0.818627915506915	0.713738405287623	0.65225106009188	0.314638891163168	0.0178674916296684	0.700714198941424	0.739412244730032	-0.330382825141191	0.859539202680723	0.00893788156290232	-0.436373848678292	0.705508179554804	0.878739112817297	0.279581698510705	0.464846071780124	0.386474565215184	0.647389233136559	-0.151029183044791	0.293980754316699	0.770273712150509	0.0411811490579066	0.873032816697962	0.272299063441776	0.910473773015278	0.812983759743946	0.882505757388983	0.861295225952311	0.719073284491564	0.835856613005683	0.803926200623248	0.899910484597034	0.0775125955436413	0.155329621338902	-0.17781539164418	0.863379724029043	-0.00555144336038916	0.570384123998744	-0.174773931116623	0.147326039113943	0.693672516337138	0.432016912787095	0.761967189380832	0.834939265590435	0.477632575775916	0.253103985923206	0.324309031850096	0.381356240552201	0.405960997555317	0.323438907362885	0.602191670999746	0.697631698671166	0.846597413704139	-0.178625663979314	-0.121565062554992	0.299964448179263	0.726873024845061	0.377546245725567	0.764163269152425	0.284868263655943	0.600762689364645	-0.0556995102880967
LPP	0.452113261741922	0.662232323438173	0.624888845944273	0.201396068059164	0.705615051328319	0.845112639259181	0.535959128577814	0.79335084845676	0.353457067523912	0.796276867724241	0.734984319267569	0.839165960339705	0.707663008600837	0.422337438531673	0.797638357173307	0.790336385855574	0.749971411963344	0.761147891561547	0.716195792346771	0.737966695142823	0.800748684515124	0.735508114315661	0.825026775278962	0.781830014184287	0.785871697654284	0.455987855595848	0.771485746334734	0.282103062681063	0.497418639026328	0.702134612744853	0.803925660444459	0.621094355212892	-0.119457667135772	0.22694158360122	0.703556225399812	0.743596163501183	0.746737186759657	0.740085659893127	0.772191206860184	1	0.70653888890992	0.834638202699937	0.702963979916461	0.534913225450295	0.268773500363017	0.797507490802417	0.681400159733941	0.0475850420911999	0.819962616693616	0.260336645197995	-0.165465841413743	0.79053229750247	0.729004993853795	0.64322629467998	0.569491417570037	0.485185070030128	0.748350384798487	0.134499963069871	0.568191203580237	0.695573304432379	0.441703052200049	0.804959983343112	0.430186572830866	0.851027052143095	0.649324475915204	0.768725282087574	0.817542299012648	0.685430489159753	0.791249998120347	0.738255940500824	0.867183564085397	0.442560626432372	0.278582022241434	0.163411811229551	0.887005490718957	0.310225499318815	0.680328363649379	0.168307155101628	0.220289975017839	0.774246420393997	0.70014428436516	0.812746718371961	0.795855596222429	0.621944562641893	0.272724671367601	0.536154272581918	0.634050016774718	0.601848945773679	0.518276934359238	0.706820349328244	0.660514936520727	0.791010538719232	0.274543087681334	0.286810852608703	0.519020107460324	0.752415337256953	0.408836110683488	0.741657509656559	0.538728427036426	0.782410722803397	0.188054942310798
AXL	0.10521894015307	0.760079510841947	0.293202839636108	-0.126709164177545	0.492664355782956	0.559531694448482	0.212793787016985	0.620654136282488	0.0457412205236824	0.472903440918469	0.503865789256547	0.621471138913361	0.4779595552426	0.0297752370155205	0.576045371479762	0.526053619982035	0.767244080826123	0.453242812049086	0.408640667517786	0.417784387955627	0.538729624245665	0.493486307950053	0.809156210811423	0.503255424542377	0.517220089015361	0.139614071176148	0.463923465208747	-0.0271815287975373	0.154219018410898	0.413488063817875	0.553453372344679	0.435229099953685	-0.297083923349807	-0.0775256652576523	0.420593648352791	0.529409219549888	0.651266872024339	0.883565618565222	0.818627915506915	0.70653888890992	1	0.80358560817721	0.377839817841565	0.134260491096085	0.124392455480457	0.435753855637353	0.430248943384404	-0.24615818363515	0.658335103257763	0.305438848946655	-0.138817020648501	0.499609231840825	0.729204407665548	0.392443836487002	0.302201029942731	0.596122424464544	0.456137338009786	-0.0654626904720653	0.293741921546757	0.571442749206857	0.00948709613230546	0.759708895906342	0.124279541586041	0.76138703425692	0.517759932239557	0.74573333923488	0.766953359453281	0.454930163057615	0.680578618173989	0.511412155136225	0.8060775040014	0.185850403035214	0.150883944609901	0.237519425735549	0.666264311426204	0.0173678121770235	0.43739013322527	-0.131510695161195	0.532938120309209	0.412115632852118	0.286490677474763	0.510588326209207	0.600595674382811	0.289008067859965	0.292213748973472	0.124939530281414	0.405734156766097	0.264767326551165	0.212588997313201	0.53096865377078	0.382786497317703	0.585576189091671	0.0193016396882781	-0.0488645861435568	0.195659994454169	0.466049083049083	0.587180337313426	0.531614586128665	0.155262070226898	0.611917124646198	-0.10219226650899
TSPAN14	0.411599566054088	0.625915300918306	0.563883373922685	0.233312515119187	0.558137207747858	0.726746671825885	0.517238925735633	0.672690047599616	0.438273634731578	0.635075866500392	0.638005712700907	0.7373041428346	0.522624786768955	0.35388693135703	0.68433592902453	0.717121817265135	0.742401605683359	0.588649509845603	0.65065123964183	0.571754830907149	0.703305079022044	0.660590541894858	0.78133452431287	0.638287210155217	0.679621517205778	0.445565140929306	0.645285484022726	0.212767454064961	0.428502309409986	0.782619871595182	0.695258902743799	0.518060702609754	0.0121029732746068	0.209596430058714	0.606633363005676	0.604188987456969	0.701266426948813	0.721889526106109	0.713738405287623	0.834638202699937	0.80358560817721	1	0.479463392719169	0.414046786666382	0.234567228329764	0.587973955990958	0.458525223728279	0.0835541544597646	0.718302978101171	0.430407202864739	0.0499100883466904	0.668159297892467	0.670761339147916	0.704754957751191	0.574364981654513	0.6265877699273	0.608468892477835	0.230510879018428	0.528958280575968	0.667324081786296	0.356180012275385	0.758174776964102	0.348612886239581	0.810034999874357	0.540132020749125	0.700727752884961	0.780388202587603	0.559060234380947	0.716679762126796	0.578922450636129	0.785484548407421	0.493205069138343	0.276118180593222	0.388326346479903	0.753452053732679	0.348906669666092	0.578126310072437	0.226599741896301	0.452131942651807	0.556232083438218	0.5997948752406	0.597965153432262	0.647689262652057	0.428158853406799	0.437861059886241	0.409445283166073	0.547716718733951	0.505656003142282	0.475428039400692	0.690089740418741	0.386458536969849	0.651001107862357	0.264846183892102	0.322815758488117	0.451607282729044	0.538361178496146	0.568327535233555	0.575243414019553	0.275842414421408	0.748343271621841	-0.0259088117452662
