""	RPSA	NCL	CD44	GPR171	ITGA4	CXCR4	CD2	CLEC2D	ITGB1	CD47	CD6	PTPRA	CD46	CD3G	CD3D	CD69	ACTR2	PDCD1	LAG3	LRP10	DIP2A	PTPRC	TNFRSF14	ADRB2	PILRB	ITGA1	CRTAM	TNFRSF1B	CD96	TIGIT	ITGB2	TRADD	CD8B	CD8A	CD226	CD247	KLRD1	TFRC	HLA.DPB1	ITGA6	SORL1	CD74	CXCR3	FAS	S1PR4	VSIR	RACK1	JMJD6	CCR5	IGF2R	TNFRSF25	LAMP1	TSPAN5	F2R	STX4	TSPAN14	ITGAL	CD63	SLC16A7	CD81	PTGER4	APLP2	SMAP1	KLRK1	SIGIRR	CANX	C1QBP
PILRB	-0.261262650598442	-0.120481549902921	-0.144951595509901	-0.350507475949156	0.181500324769494	-0.268531940830382	0.057981278895518	-0.014333119774955	0.0234264473450016	-0.0482516583600822	-0.242627276308175	0.0489414814655645	0.0920806109192227	-0.0330634919221089	-0.186309939325267	-0.230044108965432	-0.0855508987804843	0.198782933619661	-0.0996794359107274	0.0504091181427468	0.386747920267743	0.175892258083728	-0.163596717624743	0.0487417496995604	1	0.225254254730338	-0.125503313653359	-0.140502862135338	0.0694442708178391	-0.0219674348684925	-0.101878117751835	-0.253981394887829	0.0474343972482765	0.00290549792916947	-0.0416955945708062	0.276809605240257	0.482328158115103	-0.264802668310963	-0.137764460773009	-0.027541126712797	0.13910753474787	-0.123716371132752	-0.0834938935056686	0.164895780828352	-0.0779402217306226	0.0410245582600357	-0.264516473910538	-0.207463425902309	0.408390124829761	0.268055079666777	-0.226659828177354	0.045173520633408	0.0579322292348585	0.315498950482061	-0.0293647664420297	0.105788389043626	0.317692798139087	-0.126369696183259	0.0413298987372327	-0.140055486013387	-0.313986300620665	-0.0720328625859802	-0.0762156798558042	0.269250592484782	-0.0218639760664369	-0.10761675099943	-0.247833221852516
ITGA1	-0.00308768807166242	0.0936839381898609	0.21333772370626	0.0489744035847026	0.290974431683933	0.137770871954007	0.428174054954223	0.15002440274565	0.423053152533782	0.0753735766986105	0.23583852078809	0.201668991781948	0.0521406500602846	0.381659941045706	0.367795070349281	0.0401064342844272	0.238899002024872	0.35331683934884	0.385080634901929	0.170820734474471	-0.0151397955911418	0.257249123937658	0.19308300404469	0.168840506086473	0.225254254730338	1	0.302505367989648	0.120873163750947	0.320656969306512	0.332132617750038	0.303435178645113	0.0445087472153985	0.370371187529973	0.431872995714196	-0.0358305118643383	0.287662672986324	0.046614845673889	-0.0506198129168427	0.153840806529775	0.130305852665039	-0.0417409294107866	0.0762899624119933	0.406688273649063	0.385099122424476	0.16880444478652	0.0852352187947661	0.0480393255051508	0.185727581996575	0.403793889441534	0.0208593152593413	-0.0341081577946972	0.153267352640246	0.512756305093182	0.57904048774503	0.0843388534091783	0.0121096722747921	0.325982714641008	0.269878209168209	0.0664473505876187	0.342985069425226	-0.0139941208913655	0.163351532815903	0.248904456122391	0.116976190521768	0.232095549360788	0.24129836627548	0.0962509579123209
CRTAM	-0.0797156762400332	0.227520758193271	0.431176423860983	0.0749853599805061	0.462562388152006	0.578353526208269	0.392197280681864	0.0516453754961259	0.294039562144099	0.0107623212223483	0.352529592642743	0.13777528896319	-0.254146629035513	0.464016214471704	0.451271355089133	0.374951319021338	0.150062670181936	0.502176518084631	0.310057085462725	-0.0930768798685728	-0.14022846219679	0.421694771793405	0.105133093972195	0.434564324313604	-0.125503313653359	0.302505367989648	1	0.366847058491681	0.257376944881785	0.464809985793117	0.226445700247445	0.0133800759527948	0.517741390266791	0.627638513316567	-0.115011519215871	0.391268852685583	-0.0600789250320767	0.12915459904592	0.140248992546057	-0.168052952334829	-0.171323570415891	0.0551630531941863	0.286933755664817	0.614299629852464	0.0309249940096944	-0.129857819789691	-0.041585647349543	0.55712896020347	0.282936397213912	-0.11548282470582	-0.106048250295892	-0.146351253082345	0.444724364380582	0.48013571381921	0.0395072148254624	-0.0526032558039031	0.424526893436554	-0.108939899897632	-0.185624958164359	0.0602444091390041	0.233171479719417	-0.0907645046414241	0.162063973508195	0.157676365693248	-0.0467572550100972	-0.153506990777582	-0.108698116863506
TNFRSF1B	0.23246244652293	0.584161105663958	0.636654841186537	0.20189652396011	0.545246353209397	0.455698637399846	0.424404246281753	0.345345799711675	0.625085074917198	0.431135256974461	0.374668118125501	0.566539939896758	0.271695238738903	0.450117307875291	0.390597031335396	0.431250760735699	0.702400622336858	0.218940683590136	0.36026415406719	0.461854949951812	0.0350153712006599	0.625612953406911	0.438695739258845	0.445845479201512	-0.140502862135338	0.120873163750947	0.366847058491681	1	0.342997368158458	0.590432639167749	0.66412141909904	0.360149301537009	0.0308901596179769	0.0794790836626099	0.380264306245372	0.3578451818823	-0.0534948172353645	0.547975425814281	0.564555309184717	0.286000588709385	0.4464362756278	0.623320511666236	0.274836130930989	0.510549310542235	0.333623614615333	0.57814817460068	0.273720295960349	0.598750157968305	0.0472483177102104	0.369751195452734	0.317459578488973	0.435669030851781	0.370993495426439	0.472703594387022	0.654751015451104	0.488620945806734	0.297820464115618	0.453548026176878	0.0764403598763118	0.590445449741493	0.443644187424206	0.372332815229201	0.394960526854556	0.0586700746379932	0.334989559991071	0.423826388403651	0.300439266657838
CD96	0.420105490440697	0.368586416599043	0.635516031486058	0.448541561810219	0.49465048122964	0.39027755563751	0.830261671764747	0.62720613027758	0.543571934321462	0.543465361862678	0.679357436268573	0.26449532986181	0.30657331620072	0.846723867306059	0.781848425916319	0.331904480834935	0.430424900725824	0.399110763563833	0.43980021352603	0.228709199161186	-0.0286149665631444	0.687723513541963	0.53804326195831	0.133517515574395	0.0694442708178391	0.320656969306512	0.257376944881785	0.342997368158458	1	0.514163946269198	0.322064231248086	0.544592469739157	0.366085470677497	0.315426226333252	0.49453458941819	0.457145126507345	-0.172639814948799	0.0406564143549065	0.162324061001127	0.173586875461813	-0.116469802920194	0.049372596357515	0.505896337643888	0.362639544131449	0.707148952668852	0.130907460749454	0.441526774892798	0.28967992361892	0.402191773424548	-0.0271620980863576	0.45372544697514	-0.00523172445374395	0.424714758423178	0.469584040050296	0.21235797137494	0.125735968054409	0.253631198462331	0.0361057958091538	-0.224195857594802	0.219502516871387	0.383297216967722	-0.199249436050687	0.494088056086091	0.120421946152574	0.527648832248316	0.182549997086887	0.346738946929245
TIGIT	0.132121786798717	0.247457271316637	0.471955824472107	0.121457005987005	0.407926092138873	0.43470856177604	0.595794547601736	0.354391202293036	0.496617896584413	0.314205944122742	0.47605828791224	0.289927169894636	-0.030550863028253	0.57759695672858	0.627496592544935	0.271737035271965	0.340856843335754	0.610370430935904	0.772155553569482	0.125018670695167	-0.0575149210329071	0.484707551871307	0.502389980725647	0.433120094497692	-0.0219674348684925	0.332132617750038	0.464809985793117	0.590432639167749	0.514163946269198	1	0.621384252193529	0.257155715509074	0.367861002224717	0.466925095760092	0.0577875267264785	0.460012309965316	-0.000912720478378865	0.0919203452151781	0.21843819253676	-0.00123658924917319	-0.100620630671797	0.165995513945472	0.598297166401239	0.515193355957542	0.533091097151136	0.174823254946224	0.1828460856616	0.480713040693211	0.373747704403693	0.076193046355114	0.053360840869072	0.0737524876164159	0.453872459916356	0.519905423187249	0.236132020857845	0.110900248692722	0.410061332659316	0.1441689387758	-0.121344696747532	0.360910947707823	0.293966608175498	0.0194853143439622	0.254397789536749	0.185230498933063	0.519568490625018	0.0936999498876466	0.140457380174046
ITGB2	0.282095369097891	0.317270438743595	0.482309768113075	0.180013603451229	0.309195293352841	0.312982374922075	0.406145046810895	0.268361632500388	0.545188997696107	0.290074192033576	0.400461532513305	0.302754405897077	0.16038653135219	0.421726293255136	0.499501140587244	0.248201175491914	0.602361202236359	0.426488014956978	0.577687760266728	0.325506731154856	0.019503906131814	0.34924116191378	0.550670600893522	0.353951359938849	-0.101878117751835	0.303435178645113	0.226445700247445	0.66412141909904	0.322064231248086	0.621384252193529	1	0.334602603224084	0.320700421220081	0.313190245002709	0.0785416368325724	0.257066170706801	-0.0596121662772323	0.198746838113531	0.668336890361215	0.183730287528494	0.332005791557122	0.660631927763131	0.494858805060782	0.292755074873677	0.426681146392614	0.621262304389253	0.369778658805487	0.404998936506508	0.234211641329019	0.268981372594095	0.0744966606466904	0.507957432038033	0.417872797141911	0.364882683125522	0.53744756556996	0.369111846232354	0.207684642860641	0.604888453363964	-0.0647533431054387	0.731767383022029	0.297763261191033	0.431809898606031	0.400933720702204	0.133219596259824	0.528795082432366	0.486407525944643	0.350976540714104
TRADD	0.932362370279457	0.697715568035764	0.727686841887408	0.765946738902502	0.415404457395664	0.618110872844508	0.474426587825097	0.683241994606225	0.621777446452562	0.746747401177429	0.688618567472193	0.283072025952402	0.383935365409922	0.590773032711621	0.663637371070812	0.70294555819101	0.578217726789269	-0.0609727340579985	0.257883330141476	0.584420138596175	-0.24330775730047	0.427526003199246	0.722226334830607	-0.0646867123185959	-0.253981394887829	0.0445087472153985	0.0133800759527948	0.360149301537009	0.544592469739157	0.257155715509074	0.334602603224084	1	0.311676039418851	-0.0227043679820425	0.569581527165778	0.0803244839824978	-0.519005711821074	0.398927175586396	0.368776822947719	0.635020311153776	-0.00598115875543674	0.337620175626709	0.236419448831401	0.131606123297505	0.698728315771811	0.427566029468563	0.925831352934782	0.457680067418211	-0.20697641607678	-0.17803171269411	0.785205916877631	0.234074846129509	0.151481792654854	0.0396867206945651	0.445050904241827	0.236788027517816	-0.0831260755330558	0.448068681940533	-0.046587604501357	0.447819273567681	0.75707103781783	0.131280296870422	0.723944485867374	-0.142549203207359	0.645028868329027	0.514393966528192	0.876488846332346
CD8B	0.345779549898083	0.193944438840522	0.374854448249249	0.184591171561089	0.369299721508965	0.478107469415433	0.443403902780501	0.294676217163361	0.373187173081544	0.197011976650047	0.473036530846919	-0.0442440613604693	-0.126192907242446	0.533284327045487	0.609389201039049	0.419804191589639	0.131614622785851	0.498736482435623	0.412318708143848	0.0298768169530133	-0.0659976915923491	0.255643462161315	0.442544572118731	0.0998070078600087	0.0474343972482765	0.370371187529973	0.517741390266791	0.0308901596179769	0.366085470677497	0.367861002224717	0.320700421220081	0.311676039418851	1	0.731131987395369	-0.152543660400992	0.328813288713701	-0.126374581804237	-0.0787629706685349	0.251829437984845	0.0851227565867679	-0.326897096682981	0.0829641527223507	0.401726432419196	0.279539348464805	0.379154385294325	0.0199867267404846	0.370030574387582	0.324405431475936	0.312243903124049	-0.302795463939335	-0.0192903426223429	-0.0747475225143255	0.348372644097487	0.255904346882153	0.0281054166890167	-0.0509772084178319	0.245488257937899	-0.00798815849969361	-0.300533457588249	0.103541140334683	0.334291230292484	-0.177810144797319	0.273957406900756	0.370779446568701	0.370425149060874	-0.0568114926219129	0.277746328375218
CD8A	-0.064963158183546	-0.0760225003465049	0.192996020448188	-0.0209727161080989	0.208051421503447	0.25969253627768	0.476198272315421	0.0492255347383293	0.183094174974207	-0.0944043435609169	0.330475059825203	-0.0585433085429644	-0.35627272479838	0.465033670097833	0.465739810987323	0.076598769688289	-0.0459292423350722	0.597547424655667	0.462432330608223	-0.298374525954359	-0.00997659644903157	0.249894290801364	0.287521754172968	0.230727855763003	0.00290549792916947	0.431872995714196	0.627638513316567	0.0794790836626099	0.315426226333252	0.466925095760092	0.313190245002709	-0.0227043679820425	0.731131987395369	1	-0.35797049210571	0.437987426436304	0.0767564213253988	-0.255682894052053	0.135730670425857	-0.287073228517686	-0.389090037081794	-0.0444346472606216	0.471137056467028	0.307169204162932	0.143300585073348	-0.165457693676849	-0.0172352855060293	0.171326554393679	0.485120311872273	-0.283453649040576	-0.295627681924958	-0.186567324598014	0.467825091885249	0.367541335782397	-0.140589833948698	-0.196305762510122	0.334774756094275	-0.157029376988683	-0.343486887322238	0.000367635995675849	0.00883554237694477	-0.259277798395386	-0.00922531143372521	0.439659663977483	0.206757461976646	-0.233534445133547	-0.126441722967772
CD226	0.550546267205303	0.649675858837164	0.590254317841594	0.510224720564501	0.485891180006892	0.32778328515082	0.362531112020315	0.613935466110107	0.505727878224797	0.704303400621967	0.3331013752282	0.429509612055022	0.662767886107052	0.435037772549838	0.316144986153315	0.469953913729045	0.633480301417427	-0.149662583902307	-0.0761274227238746	0.538440492075087	0.0968391786277219	0.583331033075606	0.343057018669775	0.113102158593566	-0.0416955945708062	-0.0358305118643383	-0.115011519215871	0.380264306245372	0.49453458941819	0.0577875267264785	0.0785416368325724	0.569581527165778	-0.152543660400992	-0.35797049210571	1	0.163068687784768	-0.133755396915786	0.442140767174298	0.192126079550694	0.508047832670196	0.257055422816438	0.238963611326044	-0.00854382373570832	0.105676682273495	0.422628590921672	0.328177631343682	0.521529417329807	0.332153261681102	-0.167372955803992	0.116072760136369	0.74731492811263	0.26797703658257	0.00751781943656681	0.190255863955631	0.433668175856609	0.427419077132372	0.0398707056254162	0.298591216838328	0.113038025288528	0.261334708407313	0.541310253063382	0.12292277119311	0.616865548804542	0.0264003007041792	0.287336231399256	0.425847567340345	0.546936814655483
CD247	0.0159251820145087	0.241342809855044	0.413082456324795	0.0790557616039053	0.541509901038242	0.24216868776584	0.648314685960979	0.225225979356367	0.435758336261718	0.311753398700019	0.20880738997887	0.379568686485769	0.036258868525601	0.583579559337643	0.41879220848676	0.154228709212188	0.292796516494549	0.533592212785954	0.32561948237006	0.104158354306158	0.180511515743129	0.675877479727441	0.35232626149179	0.366627771192267	0.276809605240257	0.287662672986324	0.391268852685583	0.3578451818823	0.457145126507345	0.460012309965316	0.257066170706801	0.0803244839824978	0.328813288713701	0.437987426436304	0.163068687784768	1	0.392415092951226	-0.126404060616062	0.0475723187723583	0.078603260067423	-0.0142367451172146	0.000470748076299806	0.348467762312559	0.519779155548844	0.379306870051537	0.201812823063148	0.0359817712296742	0.298112732142646	0.503112429688652	0.192517502575064	0.051154713754303	0.0813080723752819	0.480622003584138	0.566067311539258	0.125366058673872	0.0309859424684708	0.46755022650201	-0.0254321583629887	-0.163664054785164	0.0701695540999519	0.10542375466541	-0.195497235631858	0.207166511013877	0.438385212316435	0.324459020731627	-0.0751652449139356	-0.0241789757175452
KLRD1	-0.539173164408446	-0.240800929180176	-0.295251522665572	-0.369501088765706	0.102416945295576	-0.302679475942754	-0.10335411473814	-0.165151262123076	-0.19740795345409	-0.212935852481863	-0.425470984607097	0.0738754313608681	-0.0790650799093204	-0.256195431101051	-0.427296770137916	-0.315821168132395	-0.174060684973117	0.196678544605966	-0.214579557237463	-0.269959867838964	0.50864135680055	0.11774315878851	-0.390037606949379	0.394351584074948	0.482328158115103	0.046614845673889	-0.0600789250320767	-0.0534948172353645	-0.172639814948799	-0.000912720478378865	-0.0596121662772323	-0.519005711821074	-0.126374581804237	0.0767564213253988	-0.133755396915786	0.392415092951226	1	-0.266636521448604	-0.265426018215838	-0.241198773530163	0.140058763024911	-0.208078959768811	-0.23994192097441	0.0933892354950026	-0.320425128376391	-0.127108280519322	-0.552574689498948	-0.137268714351068	0.230378024230742	0.19824036442031	-0.42319367546153	0.00165223191888344	-0.0988208870279173	0.235412446880891	-0.218239413587665	-0.0608499580627324	0.387459448309718	-0.242392669395723	0.0122400406328202	-0.274992160630186	-0.371719799093492	-0.140568216695775	-0.324150125533872	0.630568825693032	-0.0566449737867826	-0.342369589343077	-0.515643358492247
TFRC	0.376086158230364	0.736460771259887	0.480289337504384	0.291889094883816	0.368303636668432	0.532120639083631	-0.0427783906969624	0.396162882204586	0.516436044001195	0.372044466443515	0.222340109345878	0.423932500861688	0.342345254085067	0.036765341615981	0.0115300513874878	0.633132433483467	0.608543663508419	-0.347441473294948	-0.130661641358772	0.532600162368314	0.104297215756382	0.341958922465568	0.173425424462063	0.212142852801638	-0.264802668310963	-0.0506198129168427	0.12915459904592	0.547975425814281	0.0406564143549065	0.0919203452151781	0.198746838113531	0.398927175586396	-0.0787629706685349	-0.255682894052053	0.442140767174298	-0.126404060616062	-0.266636521448604	1	0.420025635161447	0.509994572967478	0.44421443403627	0.53743461214123	-0.318260357574767	0.325554139326277	0.00834044763083237	0.368078463211124	0.358228966390439	0.599953406002689	-0.398548859190694	0.146826078161359	0.488790370515086	0.442431248020056	0.00373440630595644	0.120041380774213	0.537293055856402	0.560573575937027	-0.036579642045045	0.476839417445742	0.295566815104963	0.451495922943707	0.651991345103782	0.517387029771688	0.382724732852978	-0.0763825246105914	0.0479166794581464	0.511399176746183	0.456357063878158
HLA-DPB1	0.390688585513899	0.465411567964183	0.464545403303229	0.192838226617415	0.233142370847021	0.346475037744212	0.180563342392103	0.251398012023315	0.52806370946535	0.272276212550978	0.306340430156112	0.267384736103333	0.255991821378164	0.242475964990438	0.313549402348114	0.342949935024071	0.637628127364145	0.111961516009557	0.220844372041262	0.380424370594574	-0.0115005469912467	0.26570434222843	0.437100814865422	0.207126392911463	-0.137764460773009	0.153840806529775	0.140248992546057	0.564555309184717	0.162324061001127	0.21843819253676	0.668336890361215	0.368776822947719	0.251829437984845	0.135730670425857	0.192126079550694	0.0475723187723583	-0.265426018215838	0.420025635161447	1	0.285078840014957	0.510038571525552	0.949639045118434	0.20775682446168	0.134836857583038	0.26044271662267	0.760195527576585	0.466783470314627	0.346447400049509	-0.000270068593660345	0.145638511335281	0.197517588850661	0.433981575244246	0.240183729040718	0.163319901449534	0.761963575374601	0.476101084606278	0.0489385410054845	0.604581177564194	-0.0152893788332129	0.710440624477258	0.377853557283794	0.467720242357672	0.425667056752435	-0.0107245279160683	0.311849138775557	0.534424802011865	0.446257052158396
ITGA6	0.689011626334395	0.705138902954013	0.501688896993793	0.450952388068286	0.371155464187783	0.350342699463622	0.170741595192047	0.503284101666605	0.682435820246426	0.580254164032805	0.22313059349532	0.537447457781983	0.610637678517262	0.212988077808746	0.214829162984495	0.540772752255985	0.61108503325524	-0.207008360782256	-0.0193578981309421	0.816707093844821	0.0699818004225316	0.307477112544209	0.437315473355834	-0.114559476968508	-0.027541126712797	0.130305852665039	-0.168052952334829	0.286000588709385	0.173586875461813	-0.00123658924917319	0.183730287528494	0.635020311153776	0.0851227565867679	-0.287073228517686	0.508047832670196	0.078603260067423	-0.241198773530163	0.509994572967478	0.285078840014957	1	0.298641196293387	0.378228799004892	-0.0750428190433468	0.210915964440199	0.396355108599829	0.498351222325311	0.680595573813715	0.408444365411627	-0.253534439362864	0.0998639807985057	0.578924160146123	0.536591856253133	0.141728173736822	0.182970355374023	0.510314034691639	0.552108290509602	-0.138291404235438	0.632843982761711	0.384388288892007	0.524991560631034	0.523385166777937	0.476979620991395	0.652002536960044	0.00461515329922153	0.441746637508572	0.659838631973959	0.772445588397344
SORL1	-0.0068042819871871	0.330105083872867	0.196613936425822	-0.0404497650577162	0.161053971872173	-0.0271102806836758	-0.124546608620834	0.0548782205189293	0.284114601030075	0.133177124178277	-0.168676750092438	0.429604784307516	0.389368605684301	-0.162036281200302	-0.248160187822983	0.0539181235283784	0.476763291316157	-0.166008617776991	-0.196796016200224	0.397476646247601	0.337500921524518	0.21305778037516	-0.0761888741270039	0.224315274484504	0.13910753474787	-0.0417409294107866	-0.171323570415891	0.4464362756278	-0.116469802920194	-0.100620630671797	0.332005791557122	-0.00598115875543674	-0.326897096682981	-0.389090037081794	0.257055422816438	-0.0142367451172146	0.140058763024911	0.44421443403627	0.510038571525552	0.298641196293387	1	0.666571363637601	-0.266447984220825	0.190164382213288	-0.122162278540696	0.646409378495054	0.0442088177871898	0.247653518379824	-0.0959356866553706	0.557829973736633	0.10221256582145	0.518633761770915	0.0910062231467215	0.164056273658883	0.569748181903056	0.591734272617722	0.0180769815323986	0.488121482144942	0.404064448474854	0.516278402741966	0.108515835161868	0.600320915383898	0.243765826673147	-0.00126391382818552	-0.0293057808589161	0.49233801407675	0.135524906597918
CD74	0.355648415217201	0.519725421210254	0.447954569382633	0.169516676659689	0.228107044970398	0.328036554178775	0.054442617838032	0.219184687605959	0.533882101488547	0.270144713089476	0.201542875930257	0.355659170402444	0.303599105979203	0.105944871813877	0.163154766109882	0.356260024631292	0.685373825575621	0.00705871256626871	0.128169997338843	0.467862642646612	0.0605378067949345	0.24674016116383	0.379076044809907	0.233338405529266	-0.123716371132752	0.0762899624119933	0.0551630531941863	0.623320511666236	0.049372596357515	0.165995513945472	0.660631927763131	0.337620175626709	0.0829641527223507	-0.0444346472606216	0.238963611326044	0.000470748076299806	-0.208078959768811	0.53743461214123	0.949639045118434	0.378228799004892	0.666571363637601	1	0.0833507717202247	0.154135655529627	0.16705277587391	0.816323578953648	0.424894749560384	0.39665080600375	-0.0959732188546103	0.271461338998126	0.209987349252698	0.563370608173287	0.184428231742725	0.149218659241068	0.794880936312946	0.577040107398526	0.0250456967771022	0.691745957395508	0.104682608546091	0.759195700325943	0.393653396947297	0.608991795839897	0.41860309444979	-0.0499595392645349	0.261460749372523	0.605182045277701	0.440579487205212
CXCR3	0.161675806142371	-0.0397164087234854	0.304247408595106	0.143928692379529	0.186181152528482	0.128566329099014	0.593617830583117	0.160933163404716	0.297795635873942	0.159391287770816	0.458673721063111	0.0324472346711378	-0.0402923262316078	0.615972587149686	0.712182447506796	-0.0133994471668719	0.157220274166494	0.604912383992577	0.798894035735021	0.0550658030199372	-0.248617085436585	0.207344731825213	0.531895158266374	0.0560985293623355	-0.0834938935056686	0.406688273649063	0.286933755664817	0.274836130930989	0.505896337643888	0.598297166401239	0.494858805060782	0.236419448831401	0.401726432419196	0.471137056467028	-0.00854382373570832	0.348467762312559	-0.23994192097441	-0.318260357574767	0.20775682446168	-0.0750428190433468	-0.266447984220825	0.0833507717202247	1	0.126047940368042	0.56938095090937	0.11541218868759	0.21958935581007	0.0713904538047607	0.424911950219533	0.0717306895628883	-0.0366811194211236	-0.0118127162578299	0.494328770226428	0.34130871786021	0.157932514671061	-0.0846243258529358	0.149667733734057	0.106816353278179	-0.251412283508451	0.303870100217591	0.026392164740177	-0.111908766430378	0.21179781814716	0.0152388375600446	0.437337953620612	0.0628358354659053	0.142515620629291
FAS	-0.00189945606480799	0.443973793562221	0.550996277369846	0.126797470866535	0.599434212250153	0.489161270308879	0.478361579567842	0.220287641546915	0.594215971699993	0.272047058778455	0.310451959396241	0.474636187188631	0.0895368669932821	0.447045797964045	0.362769002721289	0.387099238366177	0.429675142960649	0.489386594116424	0.280984009831795	0.250663310043842	0.123196199787602	0.632268998614514	0.173743889636276	0.470090168009768	0.164895780828352	0.385099122424476	0.614299629852464	0.510549310542235	0.362639544131449	0.515193355957542	0.292755074873677	0.131606123297505	0.279539348464805	0.307169204162932	0.105676682273495	0.519779155548844	0.0933892354950026	0.325554139326277	0.134836857583038	0.210915964440199	0.190164382213288	0.154135655529627	0.126047940368042	1	0.193413770348428	0.171847385371496	0.0480089951990256	0.657770848119482	0.40641134112913	0.189499555164611	0.0787864222803861	0.154246336451158	0.53129756206653	0.714557419712677	0.237821954416621	0.243996848527404	0.556834876752124	0.184585785726038	0.171317955792733	0.331669737648601	0.26239610723927	0.205697722495311	0.36304835179161	0.159215243116405	0.16641650489203	0.178755051569706	0.0474713675194502
S1PR4	0.649974987717682	0.378702199034783	0.577289211795003	0.488257580203594	0.402245214483839	0.340081379622776	0.709034159778968	0.615950998517768	0.55664304555757	0.681344410592226	0.602884513648236	0.270602262796918	0.307905771016951	0.737114660880772	0.810382843438839	0.340961467500535	0.461032552966295	0.355821496225173	0.619246967021571	0.387260363212757	-0.217550394892974	0.463949533734796	0.705924654773824	-0.0580655676070782	-0.0779402217306226	0.16880444478652	0.0309249940096944	0.333623614615333	0.707148952668852	0.533091097151136	0.426681146392614	0.698728315771811	0.379154385294325	0.143300585073348	0.422628590921672	0.379306870051537	-0.320425128376391	0.00834044763083237	0.26044271662267	0.396355108599829	-0.122162278540696	0.16705277587391	0.56938095090937	0.193413770348428	1	0.369293865768961	0.674217029221287	0.239264634033959	0.160248472065351	-0.0293941536059713	0.518557883545061	0.134754412607993	0.267736051516734	0.235081065829104	0.352224735740524	0.126015895387003	0.0576991134333154	0.262896391972371	-0.149343097329348	0.381232127174531	0.430438137737321	-0.0334620102754168	0.548880301033141	0.0130008958743633	0.717837511811839	0.34416544441255	0.596813562477108
VSIR	0.431123757731286	0.494678192705729	0.437253180231338	0.199485617934085	0.204439332831057	0.203955644987896	0.17474292237091	0.235324045652122	0.580606226808371	0.433143745854062	0.124196319269627	0.376180308864607	0.386305098191322	0.195762953313614	0.223582676680915	0.273619637188165	0.683874028408884	0.0382228227010967	0.173237381505617	0.546804760599132	0.0190458765746771	0.305726575547983	0.459374911907789	0.140113531938912	0.0410245582600357	0.0852352187947661	-0.129857819789691	0.57814817460068	0.130907460749454	0.174823254946224	0.621262304389253	0.427566029468563	0.0199867267404846	-0.165457693676849	0.328177631343682	0.201812823063148	-0.127108280519322	0.368078463211124	0.760195527576585	0.498351222325311	0.646409378495054	0.816323578953648	0.11541218868759	0.171847385371496	0.369293865768961	1	0.497414358250091	0.288500276483941	-0.0441352621621556	0.337575802476296	0.303072020280248	0.598663118027882	0.1691648165934	0.170364743758453	0.753432103012479	0.498302000900294	0.0271715744234101	0.702256784046132	0.116501477388477	0.716785357482879	0.335841332635818	0.548702108251871	0.497633446796153	-0.0668673373920189	0.418792054850987	0.649986129032342	0.510811137479434
RACK1	0.985849226019876	0.677855929295085	0.700021677526245	0.765170630598851	0.336719494840705	0.571418676995139	0.375147380853903	0.610192538384735	0.628284310679113	0.698950291133738	0.619533942307889	0.255519070193867	0.38991328291438	0.530351027869647	0.631641864103418	0.671969601972953	0.582527928918147	-0.0588550136130508	0.223760210846381	0.621556132004354	-0.209294192899887	0.315425598998776	0.729508708631774	-0.123872592381664	-0.264516473910538	0.0480393255051508	-0.041585647349543	0.273720295960349	0.441526774892798	0.1828460856616	0.369778658805487	0.925831352934782	0.370030574387582	-0.0172352855060293	0.521529417329807	0.0359817712296742	-0.552574689498948	0.358228966390439	0.466783470314627	0.680595573813715	0.0442088177871898	0.424894749560384	0.21958935581007	0.0480089951990256	0.674217029221287	0.497414358250091	1	0.442129823057955	-0.250424875562596	-0.193260060045738	0.71513454504756	0.289226216400696	0.167753092377376	-0.0227154048955918	0.488841126847731	0.27548118688204	-0.200349297159401	0.551243248001651	-0.000117926944049091	0.514582822272001	0.735372528517871	0.216346545637442	0.765018703031955	-0.10094075404856	0.62532129781248	0.583841996045449	0.953856079416207
JMJD6	0.41890228147466	0.729401274092889	0.760025690283516	0.500888052466455	0.63406203797786	0.842323587941495	0.324677628018367	0.453678300908206	0.648998248806718	0.450585982591104	0.490097203479135	0.463188620107864	0.101063697469221	0.440495575882619	0.438614079080126	0.771213730439856	0.586396455934986	0.205502924996966	0.232471555490107	0.418844662406348	0.0578654198982019	0.559501899979908	0.363249738876069	0.45055918674567	-0.207463425902309	0.185727581996575	0.55712896020347	0.598750157968305	0.28967992361892	0.480713040693211	0.404998936506508	0.457680067418211	0.324405431475936	0.171326554393679	0.332153261681102	0.298112732142646	-0.137268714351068	0.599953406002689	0.346447400049509	0.408444365411627	0.247653518379824	0.39665080600375	0.0713904538047607	0.657770848119482	0.239264634033959	0.288500276483941	0.442129823057955	1	-0.0622911604594854	-0.0196309259570851	0.38183150299896	0.236198488351477	0.385759171103708	0.421495559458725	0.411415615921421	0.286911240852573	0.274445337574323	0.347514850128311	0.119949540094541	0.441276919883811	0.73988950561152	0.263675424439479	0.580904709460156	0.130792321329473	0.292663795024091	0.325016856205372	0.453245656585904
