""	CD74	CD93	C5AR1	PLAUR	SIRPA	PTPRC	NRP1	ITGB2	HAVCR2	ITGB5	TLR2	CD163	SDC2	FPR1	SORL1	ENG	STAB1	LAMP1	LILRB1	ITGA4	TNFRSF14	NRP2	APLP2	CD44	PILRA	LRP1	ADCY7	ITGAM	TLR4	TREM2	FPR2	CCR1	IL6R	KCNQ3	PLXNB2	LILRB2	TREM1	HLA.DPA1	EPHB2	ITGB1	RXRA	ABCA1	CXCR4	THBD	AXL	EDNRB	TNFRSF1B	TGFBR2	CD33	MERTK	ACTR2	ITGA9	GPNMB	DYSF	KCNQ1	LILRA1	CSF3R	TNFRSF21	LRP10	SCARF1	NOTCH2	NCSTN	CD63	PLXND1	TFRC	JAML	NCL	CD46	FPR3	ADORA3	ITGA5	IGF2R	P2RY12	TLR1	HFE	LY96	ITGAX	CSF2RA	RHBDF2	TLR7	TSPAN14	PECAM1	TSPAN15	KCNN4	FLT1	SCARB1	SLC16A7	PILRB	PTGER4	SORT1	GPR84	CD81	SDC3	CANX	P2RY6	DIP2A	ITGAV	SDC4	KREMEN1	FZD5	ACVR1B	PLXNA1	CD4	MCFD2	C3AR1	CD68	STX3	SMAP1	ASGR1	LEPR	NECTIN2	LPP	SLC16A1	UNC5B	PTPRA	CADM1	NOTCH1	BMPR2	CD47	CD151	S1PR1	ACVRL1	CD226	C5AR2	ALOX5	STX4	RPSA	LRP8	RACK1	IL2RA	CAV1	FGFR1	SPN	ITGA3	ERAP1	PTPRZ1	DCBLD2	TLR6	AMFR	TNFRSF1A	NRCAM	GPC1	JMJD6	RYK	RAMP1	TNFRSF12A	RIPK1	ITGB8	C1QBP
PLXNB2	0.872576249721831	0.925367567330985	0.822803883784363	0.829850295431376	0.8329493022303	0.859701127495044	0.927139931461872	0.888062071471996	0.833294904056032	0.948971206934163	0.931808570338181	0.935867259443863	0.801431540351928	0.897914705621917	0.838149173659375	0.910836411488723	0.919040393310539	0.859400269927862	0.878678966774253	0.91419752573155	0.75234284792729	0.925175798673859	0.940214272288087	0.862667009946165	0.672871681273994	0.948581660983091	0.938754255787999	0.843959025735779	0.833190920735196	0.822100193068281	0.838172503562208	0.843115109075766	0.85903438009533	0.846090453891305	1	0.874632790055782	0.769225667172504	0.832595335355272	0.972295747674628	0.91603695596695	0.925339131750711	0.922549676804007	0.677111578913901	0.875650772925575	0.867999194883395	0.871671638307738	0.88086563489197	0.874417555620013	0.784827867542859	0.925641097502722	0.95630499956639	0.888227130157578	0.711500285125322	0.820484267509143	0.712873828318826	0.810081863280983	0.904405980228458	0.953162521143161	0.959754690517513	0.939523882300437	0.802875819080552	0.949881782400295	0.860215969866046	0.969620648962306	0.849097602720487	0.675230087432729	0.948262448358899	0.88698437611496	0.90174240693217	0.840682891976354	0.920788872720182	0.952103080738009	0.651225786610388	0.846790105998263	0.963896970219108	0.746135519075547	0.794006685907706	0.810588558176102	0.88833327117903	0.921905544287744	0.936862485031729	0.666817137889208	0.954526813571971	0.983614010908765	0.732743332323974	0.898332340801973	0.855432102130757	0.862844037266854	0.81489724146852	0.726986639169212	0.821258870260573	0.919051658569495	0.950290597463093	0.896305623133921	0.833932906564166	0.871695992571503	0.931854590829958	0.640600463952031	0.867258448445015	0.958984422337903	0.961769495421463	0.952843327604911	0.938019832182448	0.756621051032178	0.811159879772463	0.79159740702587	0.644076653710484	0.837080767513325	0.857260158220185	0.892367074295239	0.930065947232888	0.939813373199386	0.573426167607427	0.713101810133164	0.726248012851863	0.865502813867771	0.881925869735953	0.915657286468965	0.786727273580859	0.797164682296634	0.886142156195962	0.922575923077216	0.897984807095943	0.913344393606292	0.831838059556874	0.907388952484433	0.862517569782614	0.808154555285868	0.787917091934328	0.884648713377119	0.0940914122114328	0.390842679076587	0.820863552983941	0.652151483925655	0.901406282877536	0.387981167391438	0.456894856840664	0.930526524793607	0.824125920083231	0.953861558302387	0.414606283940651	0.438751621046335	0.753930767885884	0.810819751006602	0.579536636239795	0.294467911074346	0.80345095734954	0.498136587030997	0.723703332258269
LILRB2	0.938287102721512	0.96309157088543	0.868862968322016	0.85754783708192	0.895611861308219	0.936382867664911	0.941888172420797	0.922173112868613	0.898560275929187	0.906255986949687	0.901541138124682	0.968560100050236	0.682471741338889	0.949209799437615	0.879909224115194	0.96518663620993	0.978949954495965	0.787266810624228	0.982323419163386	0.980209549155632	0.7078526190329	0.761798838163856	0.852929660894889	0.723121539333234	0.697183901614879	0.857228402770018	0.939666805593443	0.948515200052216	0.832481213735049	0.898320987758	0.943348524212442	0.862026268235591	0.840402602469787	0.876462891612312	0.874632790055782	1	0.675225634706851	0.902209332569768	0.879431851190085	0.776493415571399	0.904372638919106	0.833766095700722	0.690225222900288	0.899911784847627	0.970958410841163	0.803122573729995	0.934893211297721	0.88470253311322	0.959021937709143	0.953535591816852	0.940683045435503	0.94537733436532	0.707327932421759	0.885719496867242	0.921204086775526	0.927762209922694	0.898314714461082	0.787080466323455	0.760120844341801	0.93463656742649	0.578958813164218	0.792137222565826	0.695898366370126	0.935009136447015	0.827416193743352	0.89190441441384	0.72887959320397	0.682947454948557	0.914320735231712	0.905444948570677	0.756401278673121	0.884795199266328	0.864235444616449	0.850271335010971	0.892892320233906	0.778793062965513	0.802350283049234	0.883123270166314	0.930511052568082	0.929721484728695	0.8957984129173	0.882968385756336	0.905278022725763	0.845274440931073	0.714579373721645	0.878815701989855	0.643020773363177	0.551059778888221	0.837692408192486	0.451678236911275	0.721042768957237	0.851005732737334	0.737557853610458	0.700213546676735	0.919582071986919	0.567041240922598	0.702547942006204	0.360993223358518	0.649376724279593	0.80392523287495	0.891150756073634	0.900087406390273	0.937852662756925	0.555620333724899	0.916122352295604	0.803147495509405	0.553663491951726	0.620103906686277	0.919289287426628	0.688030189550596	0.867036343990422	0.753669647676376	0.262521934054997	0.631868088340284	0.389760655456747	0.609914014392029	0.689713507762915	0.739833242317178	0.459573622713386	0.558526708784974	0.764049419555263	0.921423308330925	0.932650446615274	0.786694458706506	0.958455843031411	0.807753011293065	0.690506522970494	0.497920007778689	0.57094404302243	0.936574349226295	-0.192518796919219	-0.0144674159727205	0.931956945222135	0.275322751984211	0.920076680122852	0.00516546631133275	0.0878046899936267	0.95395809185454	0.717050945549996	0.893806311790615	0.007481575108161	0.0555752286440081	0.453934036964884	0.504360677498769	0.20002463173898	-0.000595644205750376	0.80257547773944	0.0998572779509932	0.487540617327518
TREM1	0.795428451025007	0.765069198360788	0.840390406020964	0.872334427970305	0.821539662309185	0.798569818205225	0.824552870778711	0.827120267959936	0.809528754277247	0.809113392521	0.839094207056047	0.762687610478179	0.892499366829481	0.790746485468716	0.831087356040753	0.769952254714919	0.741865447589379	0.860207864484664	0.716174730124137	0.756425029754197	0.831727967542848	0.853991992267174	0.886353265181905	0.880999831375909	0.802479576206686	0.884705225081105	0.773218101008721	0.77867498856863	0.84924805892381	0.789319085445387	0.747684726923803	0.808309970849732	0.821348103641562	0.819854860632145	0.769225667172504	0.675225634706851	1	0.802118341399189	0.80269299518657	0.902907537189895	0.858801383207507	0.888439472804501	0.797920693746124	0.838913256962683	0.758643697922074	0.849238654598229	0.827992373142523	0.854742864907152	0.626314787766475	0.790207053697957	0.825994614711556	0.777284976123442	0.824645060979975	0.804329817005743	0.598796246335374	0.744046348540022	0.81926975687293	0.744176296816083	0.781468557577268	0.793198610631967	0.704910819199711	0.74793519306219	0.941413053342752	0.802122391658069	0.874179668066552	0.63619838381918	0.829907027516512	0.70117918700424	0.80820352434114	0.804930771905873	0.914089563368839	0.849839240602656	0.616429130857981	0.848676491999148	0.791060316818972	0.872564258242806	0.801945236191289	0.781652981408309	0.839189542797822	0.820884877076517	0.839199311742502	0.497009002993358	0.77555290368949	0.799978263966472	0.65337876914876	0.84918404961625	0.465183026951804	0.655542584164861	0.844478786081461	0.406019784684843	0.82015944338182	0.917902091268086	0.654243084709569	0.878890583360249	0.478685436749409	0.620924800712002	0.684205124133579	0.815842896370889	0.718602946573649	0.822506642029315	0.776576823263009	0.827780231784044	0.797174505439191	0.878882544670758	0.789283590221866	0.844225109283866	0.731018988537922	0.866735187184719	0.801948373463354	0.882301547886618	0.819355965230358	0.821777213856709	0.538739161907016	0.558031693777958	0.535608576768718	0.833097214273007	0.680658059326192	0.704063034498355	0.613620077522429	0.837429443593416	0.493484850258365	0.791469547437448	0.794373309874555	0.835595179036353	0.757970969577863	0.910384568229652	0.902458691326235	0.553382393753558	0.87934577284845	0.791711014056117	0.325460328663277	0.304617446037097	0.756728929825827	0.437878167121485	0.778460284441634	0.0464926721420405	0.38443351653749	0.80158039334574	0.827073738881403	0.872806850413615	0.17323021049314	0.257798728494647	0.775884717094323	0.633123639893266	0.481069228815869	0.547553747559241	0.589202103122251	0.248375805579307	0.721576475232432
HLA-DPA1	0.987181369310608	0.939198843733043	0.981046655921346	0.97291123283363	0.99512276450192	0.98900775538092	0.965543198843574	0.974980248108497	0.98984776103069	0.936141343270509	0.952052651141565	0.946479551684997	0.840776138173626	0.98110869265271	0.987504859466397	0.948637263100774	0.953235740864661	0.943588693002826	0.945795093640823	0.943190306198728	0.919838331276619	0.871404863612484	0.923601185571832	0.873663340058153	0.917546212845644	0.920280031753815	0.941199750192483	0.975664043449642	0.974396088303228	0.977096821241639	0.915014497389391	0.98178024427876	0.961098706093276	0.951159208256987	0.832595335355272	0.902209332569768	0.802118341399189	1	0.887067688276033	0.84256455876384	0.963663125875355	0.926951019963015	0.916189627763113	0.981250712625678	0.967726987700636	0.948510615201212	0.987272612083822	0.983372090310926	0.900577931283982	0.967589981867395	0.946679795474046	0.974285912066494	0.936198237098288	0.977528205143965	0.919484254144029	0.920641826200815	0.943809157197992	0.777493835384334	0.799186184901801	0.953536330439546	0.518369124657267	0.759417387907254	0.814011590899763	0.91876871989733	0.934065142789628	0.886444805224906	0.759256971718874	0.673956048154231	0.940937256704279	0.981460877246473	0.844903472074025	0.940432723401111	0.909928618575311	0.975061614443217	0.863544679350042	0.951506811562459	0.961977454260243	0.984972890908719	0.963614576090393	0.965454547979075	0.960176127111514	0.789609839237911	0.930544953627365	0.856056252405227	0.785913995895378	0.972079027017258	0.494099854200764	0.515965574009093	0.959512329663067	0.303489424739319	0.898098984548077	0.928118260270085	0.665641744387987	0.763650431108613	0.721588087490492	0.548632374215152	0.629244759630173	0.453550735543424	0.656680934693711	0.863167463931635	0.869765362766979	0.942088143614057	0.954808298297189	0.656184597240894	0.979924925929332	0.972580550079693	0.757756054022175	0.760921620484137	0.976714310849461	0.811162053558021	0.869731423231048	0.797996073960149	0.263622100154531	0.538696674475345	0.316756896609294	0.71373161908152	0.673726731634628	0.714414696495954	0.418244085935506	0.555996519853514	0.57288546841803	0.914122211857669	0.967132311188527	0.904592486327129	0.959986328755527	0.914154252422403	0.74813785369601	0.513929084057694	0.647153996215679	0.941571665858874	-0.211692064466639	-0.0472905032793008	0.951370219500268	0.207439859871708	0.882880300973994	-0.113810791856771	0.0178343270676173	0.949388321485213	0.692013526577228	0.938190166830462	-0.0935228529706488	-0.04507638493791	0.521984613443166	0.474263724331318	0.171255567091687	0.027533412086346	0.710389418288288	-0.00474150095952759	0.429768850484835
EPHB2	0.920323458907911	0.949307189479588	0.87742657869473	0.894882510692708	0.895615239721306	0.91569208626273	0.959277411558259	0.933344171086405	0.901389540355398	0.94866520567738	0.96482939765321	0.953391941282408	0.829875398184563	0.927898087592831	0.907293825195348	0.941358065255695	0.932888714287001	0.904305900072425	0.909152230250223	0.941539858243683	0.807777556267736	0.931605510681551	0.963919747432486	0.881843720597445	0.782233844201671	0.976778040429791	0.942407364588439	0.898733573017494	0.889209088171417	0.882073402107025	0.887079848099081	0.888724478283377	0.891512146992717	0.915930850448735	0.972295747674628	0.879431851190085	0.80269299518657	0.887067688276033	1	0.947486292178512	0.95546996452203	0.952735335121725	0.757001901966422	0.92510224207328	0.908018230477903	0.902893979904723	0.92625723972068	0.923793372327769	0.841073377923527	0.947885638349613	0.977713818092953	0.932262371026268	0.791246680333575	0.894223106846379	0.756351932707458	0.880452643495594	0.940239587144495	0.932802217192689	0.938641693971353	0.955481904782858	0.770974302121813	0.905851344271226	0.880060123471032	0.982440522371647	0.917871548322779	0.72501358742594	0.929657216889905	0.904769097998723	0.935997424942152	0.900098061563643	0.931780680373987	0.966080389493921	0.74143087667341	0.899971112036868	0.967261354726502	0.809968218357508	0.852666835330879	0.864917768472727	0.942353108053495	0.95362522580941	0.970835796953196	0.725507233096177	0.974812816750765	0.969700231633044	0.812689865276086	0.928257903071234	0.806456419037173	0.817386407909957	0.890189825891935	0.669321840127526	0.843621529946231	0.951067848330647	0.909768874430474	0.900438052733679	0.807980256971653	0.841691152366	0.893972016996868	0.624634147570178	0.806806842975811	0.95187702472813	0.961518134909399	0.982295409199891	0.954053860945399	0.78025234481986	0.884029055423735	0.847706649168613	0.672728165077624	0.861791996809246	0.915612159117496	0.910085780195805	0.956775449155052	0.955575293080285	0.555859818056323	0.706511626426135	0.681730929837174	0.868215646558596	0.908989590828375	0.927360446719917	0.720337847210478	0.78891705913956	0.833368215421084	0.954354164868469	0.943299660250787	0.924866227084507	0.88620837608339	0.945847000330358	0.85430186679627	0.775563913261719	0.770710805115277	0.925780551059606	0.0462715924170953	0.33991121909753	0.872580704503192	0.597457446103658	0.92059171329133	0.318719815183594	0.396364503672703	0.963716519009141	0.845748153686624	0.972570572865647	0.346514566607944	0.358159444320213	0.733924571282646	0.773053851659082	0.530424654533046	0.247773087751793	0.763097676845894	0.422940176885594	0.690230348089294
ITGB1	0.857875756073119	0.859037781798613	0.856224600458645	0.881688140632257	0.863135767689168	0.856414410758765	0.909640216103149	0.883755685392985	0.857407213003006	0.901790961421998	0.917655107383424	0.865605487580468	0.9137457780283	0.857752265700858	0.875453955243168	0.865050796683261	0.842633720965108	0.909977447874251	0.807030977580297	0.857570844057812	0.832187300873177	0.939240124316925	0.971322470502187	0.925736506406223	0.790204488287252	0.967108197374468	0.873830099984513	0.836734786735352	0.880604703678291	0.827817756876168	0.795286697540937	0.860267450880843	0.871166305553646	0.880363583563046	0.91603695596695	0.776493415571399	0.902907537189895	0.84256455876384	0.947486292178512	1	0.922818264219427	0.961180810654929	0.786455084080727	0.882300775139865	0.833554796208622	0.897829162027927	0.879679691483445	0.903791645047588	0.737710503194958	0.87189062071598	0.92940436505766	0.861454384407321	0.811555687811626	0.855917411217294	0.669502840611913	0.805056493969199	0.874040079313917	0.876910782403687	0.922891774022021	0.890124758187907	0.820990290989485	0.906875146622476	0.961798657595591	0.915130242019344	0.921069286352614	0.659547377953903	0.94983491802342	0.907531845581069	0.873913681278247	0.847301775693682	0.978656901436471	0.945707132713538	0.673426693578936	0.874462183511779	0.92034077341647	0.849684129589772	0.84234708018494	0.829770584083047	0.906056387256074	0.893199761643848	0.929199123097623	0.623965995394133	0.899525023112448	0.929216664291474	0.792297533131707	0.90954534057785	0.713219232730964	0.818904232840826	0.869227116758719	0.64373621925494	0.853750469569474	0.960698428524737	0.848291497019723	0.971238965749787	0.654082065660937	0.833703011774685	0.871797093691493	0.795323166598242	0.815535586930496	0.917865824385506	0.930604931178909	0.93243334504888	0.885346254241327	0.925617345071728	0.832351670097609	0.851181704395452	0.757651809292732	0.95254291761594	0.858661351246118	0.966185047299911	0.930207603792893	0.972199667260848	0.702946084667052	0.757117524289592	0.728679226620332	0.945305998456238	0.850138786331371	0.911814827242936	0.768798588862566	0.876189756459152	0.737581917152558	0.904893030506896	0.872631719517445	0.90380972172571	0.813699217769114	0.960743986773932	0.937075939497952	0.749447819638527	0.900883146494623	0.863021013909948	0.271962411704161	0.464705139513797	0.800890868822287	0.618549136835816	0.883177967561183	0.288253464487696	0.50723208383501	0.905750164981286	0.891383380145879	0.948415457693986	0.384794056145306	0.403580737232385	0.86504956473507	0.81695005249791	0.603835088124898	0.466364473676463	0.743361729141584	0.465170858671198	0.793099204126197
RXRA	0.978253084334003	0.968348148330736	0.952843554458424	0.975007292925733	0.967420500991692	0.969705196752552	0.986769879000151	0.989156093285122	0.970044138795175	0.959904279803527	0.978342844389056	0.971283481121654	0.876524171005919	0.980602852530858	0.966012691668034	0.968912515258092	0.957695322375184	0.946801962472059	0.940407125307307	0.958449615651525	0.888014906838606	0.932017610040055	0.969871948294505	0.90794520921272	0.879561238994525	0.982245352338278	0.954659619025788	0.961497854188527	0.953476210223434	0.963105798289535	0.921950998074392	0.954914494751972	0.947103753696113	0.968099305399372	0.925339131750711	0.904372638919106	0.858801383207507	0.963663125875355	0.95546996452203	0.922818264219427	1	0.977918540796955	0.851455798331376	0.988577687632591	0.957382390707301	0.955981355010797	0.985963517178951	0.985645964322556	0.857367257807531	0.983789090629128	0.985963746001405	0.968027343677184	0.894177519528605	0.962005660929583	0.8350750074539	0.920134439249117	0.978004147695222	0.883705918394999	0.884384789627221	0.975106330019763	0.646371159336651	0.850178160420811	0.885181094636543	0.971419137006111	0.965760425655544	0.798954598169876	0.877569033743438	0.793486834951392	0.979942473320864	0.971718919425881	0.921756795243824	0.979175967552607	0.826946967886416	0.979290981831336	0.950494344347723	0.916063984776394	0.923688809306036	0.935124654944395	0.977308832802638	0.991120207122117	0.991267001849193	0.72615101723316	0.963064665789094	0.941902766931143	0.804636002436573	0.971249348315179	0.660112242966494	0.691158507820884	0.964152832365045	0.492007777689498	0.902731915980503	0.977196143045944	0.809371123793894	0.868617695161779	0.741178692154224	0.713317712395509	0.775667883325831	0.579374779513563	0.751087410516276	0.944868210836629	0.928167352071335	0.981754938434334	0.986275796376975	0.762310918554042	0.954094279455395	0.940795732269555	0.727773470436076	0.844651077308759	0.970871133435992	0.891736509147531	0.949284024953981	0.907083729807886	0.449388029192976	0.625859492495606	0.515529133426933	0.825951841211106	0.80225863091105	0.834621999993627	0.597316482385503	0.717088395123864	0.697111756123883	0.958550819662999	0.977649383806693	0.950195853369164	0.94151630046232	0.972305030035028	0.841853773676333	0.648312542732876	0.749748966123806	0.968785018693006	-0.0657960300096911	0.166153234962603	0.945876272474827	0.411632485031891	0.901269250283263	0.093364949657873	0.214128258034097	0.975675090865919	0.792527322102326	0.986211381950078	0.124025631178573	0.157453983535456	0.666476437215156	0.638784142374109	0.372822282818904	0.164966712390866	0.733933937753435	0.212486241863445	0.590498851263896
ABCA1	0.929269012275468	0.911688827741909	0.941156078862691	0.950360120259402	0.939585196223808	0.92681730584243	0.955765304861955	0.947857145871764	0.931010066183094	0.956824135966529	0.965289947504846	0.921322135446309	0.942064252293661	0.932041276128425	0.943814298094821	0.912725600087264	0.909160812107322	0.970314951889328	0.873023960438891	0.904768384682449	0.915164444374508	0.973070273206383	0.988809267846949	0.962737605118343	0.865156025569047	0.982321363260535	0.931829136231019	0.904761010158497	0.956466450095625	0.906279039997547	0.858993397682976	0.945946149791199	0.953766419163219	0.927048835117208	0.922549676804007	0.833766095700722	0.888439472804501	0.926951019963015	0.952735335121725	0.961180810654929	0.977918540796955	1	0.874137827981241	0.953676481052495	0.896648641516029	0.968054542676505	0.947996542120726	0.965966475791537	0.784815609805102	0.93985540092892	0.96208925471519	0.92412903434046	0.902872757245314	0.923835793019376	0.763081937517724	0.849394762472801	0.937912763260114	0.891624776739303	0.928627642296895	0.946492433093427	0.722494193604098	0.888113457919598	0.941538027213077	0.943710777065091	0.946681973610141	0.748062964319761	0.921652065219793	0.843259171182105	0.930405233421231	0.921340735444907	0.962122449647498	0.984925372231415	0.747589507742511	0.954393400116358	0.933005199008509	0.917405452261055	0.929183706408991	0.913635676359947	0.941058736356057	0.953097469667502	0.977366508850315	0.655728239562295	0.946840583788765	0.945509297591675	0.789612883975329	0.970367079953326	0.658845121299036	0.753857162043592	0.932095648840034	0.554368654038309	0.934706625711792	0.974250688343662	0.813563035384822	0.936370163678607	0.675100809465198	0.774688527217711	0.80603095173619	0.680623254226593	0.819077673971736	0.957984059118295	0.938606868347252	0.966550253870353	0.946526471027364	0.850345798229452	0.899466437144573	0.94086892525103	0.812329931002091	0.922187906124503	0.920223557310139	0.946225106507918	0.92532247157833	0.938914369713685	0.564505736109739	0.690146497222959	0.59709271521111	0.912043859815926	0.801153160350215	0.85367305899373	0.694084369259684	0.761215586490564	0.682228396064597	0.929517244843584	0.928320766754561	0.963017248462301	0.878828693987148	0.989364481675525	0.894866996931643	0.703468152068636	0.833473379825045	0.913411068674299	0.0537054601629071	0.292401040788445	0.872284555674386	0.487345550368616	0.891314135528626	0.153694814272597	0.321543064169644	0.938774008691105	0.820202233749165	0.974091913831922	0.219297933805746	0.249044877826547	0.774691918881124	0.724533038190004	0.459943645590533	0.279304826417266	0.74640634112499	0.31301946330301	0.656317355187939
CXCR4	0.850677149331118	0.753275365627998	0.950511042896806	0.895568250138032	0.920814173284961	0.877016803631725	0.828948503977811	0.840118133453931	0.888634000896163	0.848246670302551	0.859859313951048	0.768333981950733	0.888285170635553	0.837064671346652	0.922910787545572	0.765188324280029	0.789399623423857	0.950022748804123	0.756281274944683	0.760666215557809	0.984356392140363	0.846554652160443	0.862157071628978	0.908086394965118	0.917258277097829	0.820822677098694	0.828065284636244	0.82473178746075	0.962755771638343	0.841573077913596	0.744839911532512	0.943883041537676	0.947402994729276	0.820640006178197	0.677111578913901	0.690225222900288	0.797920693746124	0.916189627763113	0.757001901966422	0.786455084080727	0.851455798331376	0.874137827981241	1	0.874811663013245	0.800569288242191	0.931647022791318	0.868439865584491	0.903099138211194	0.719385771380003	0.816381612028736	0.804903599133325	0.845978929725386	0.978278572261534	0.885025499285555	0.773228781269219	0.733517673496517	0.802376478416323	0.629281295410178	0.744091628717453	0.829319658080094	0.484898876228211	0.66180321008658	0.821022704095795	0.760556336028452	0.83509858626859	0.801179224351712	0.690030541473474	0.602393346630209	0.770508096764132	0.852569409649836	0.801879071108487	0.861896917682381	0.765652776385526	0.897332431007708	0.691711286956482	0.946822505745053	0.968469887809119	0.941960344186702	0.828731296524547	0.82215828592704	0.86233661685363	0.638368149425117	0.811026707197801	0.73229966839495	0.722802695469472	0.919690061698821	0.282079850369013	0.423937602953425	0.869156303777685	0.171036623026154	0.932552037252963	0.835655752209446	0.492821030649414	0.745588138917886	0.47435758500708	0.469437703667889	0.474754141357639	0.50814978465759	0.641730016137563	0.783398755951351	0.761394632874754	0.828249639666763	0.797895687596884	0.678581417022664	0.851845772634378	0.972158293397458	0.909850270799699	0.795616801985777	0.843175604289499	0.809042222365536	0.693252603978082	0.709337422633224	0.269317774244019	0.465496997406181	0.243673208061353	0.730336946525273	0.525256064432353	0.598529020197486	0.371665802117424	0.463101767322226	0.346597921095845	0.762658303832328	0.815029216867881	0.857483880725059	0.803151040974609	0.863947850413309	0.721659544272981	0.47825735677228	0.676443880800054	0.76470062497657	-0.134864654569304	-0.0205247404752425	0.768444349734988	0.118373898280156	0.766454631507872	-0.198704010525827	-0.0130714425886182	0.788516899228057	0.613942014392056	0.822059469158475	-0.145652792956694	-0.108489757801609	0.567711140521142	0.432466727091678	0.140162696028863	0.111777998277496	0.610206072385945	-0.0648108071381033	0.361099539374255
THBD	0.989798411822744	0.964006242446406	0.963073204143328	0.987948592282973	0.981898214269946	0.982559417483571	0.983609235009894	0.994970931502167	0.990487195202373	0.938769817729129	0.969303902908336	0.965509094382162	0.85378548480342	0.98504743158859	0.978065060059583	0.968388273677502	0.953775065979107	0.942129017481458	0.945671787428055	0.955037851884156	0.900181379298313	0.898946875767576	0.940463668424138	0.880511140242085	0.919774890421304	0.959740921237227	0.938706181539004	0.976836984423109	0.963554157094591	0.984756303965259	0.925756419069974	0.966618638571657	0.946004532219988	0.980975594814894	0.875650772925575	0.899911784847627	0.838913256962683	0.981250712625678	0.92510224207328	0.882300775139865	0.988577687632591	0.953676481052495	0.874811663013245	1	0.966226250952776	0.953423060600457	0.9918876816179	0.992800169728946	0.875581488365823	0.980940408228799	0.967433568359653	0.975895239045706	0.921208610651161	0.985447479957011	0.865972305047309	0.940047958929171	0.978953720173351	0.833001655675464	0.829089739281586	0.963745902297947	0.554259073677641	0.784312819887722	0.840294627218711	0.949485687162788	0.966425756611986	0.818124915556459	0.809598033610849	0.733425910824894	0.981007073293892	0.990163505147567	0.881517182633253	0.954346852326716	0.874092212149698	0.991581490984743	0.919342684919459	0.930391067523085	0.941799857612056	0.952610854509637	0.979190887712233	0.988623360225738	0.98186684586358	0.745301408226167	0.945321612775035	0.902805050679335	0.808365237443891	0.965085000193253	0.574922893586555	0.599664473671581	0.984012434008901	0.388684124423662	0.898270695571384	0.958317945120007	0.737217630386229	0.803220382453741	0.71578024857243	0.626092300148234	0.696405915554867	0.513290304887922	0.677586404109384	0.904425409046348	0.886515654797494	0.963600067388202	0.979585754875822	0.697046046938922	0.977045617398596	0.954232396028909	0.712899834548562	0.793780671153061	0.98190599095728	0.850861220825752	0.926509588214212	0.857113583899072	0.347694470136724	0.547861301756151	0.403425620994239	0.761507992324465	0.752584539424288	0.771316085795848	0.487249644703147	0.64784528359207	0.627961104567544	0.951669239414339	0.981744611351201	0.935841004709405	0.954326530378981	0.949543012729709	0.776104575072102	0.563285216883889	0.675324758266817	0.975491288075614	-0.155916246317947	0.043511887680967	0.96416873399161	0.311362380614885	0.874945628805081	-0.0164330133097843	0.106939643418746	0.967206801839067	0.741879174769577	0.964875502027237	0.00716818456578901	0.0468063004291518	0.575750309016974	0.538493443922743	0.263663426040522	0.0820453683596592	0.673411202629403	0.0951864989130845	0.490329035772335
AXL	0.988791623667495	0.979276018908814	0.932959497307801	0.94129990494895	0.963172770320648	0.984608644036263	0.978809654698824	0.977333816310354	0.971326108471347	0.923168972922434	0.943356736899848	0.981696323731899	0.758975872950266	0.984532959175757	0.955766503088042	0.98901905457731	0.983220021063832	0.867640372985151	0.991124944302524	0.989823920494025	0.809124998586713	0.818053922005628	0.899545252537	0.791787495508511	0.833902162940123	0.91345171486014	0.947713410305714	0.991975075004288	0.910210347361958	0.969555123096339	0.96265868495257	0.927183630489877	0.898990848045124	0.954682260981979	0.867999194883395	0.970958410841163	0.758643697922074	0.967726987700636	0.908018230477903	0.833554796208622	0.957382390707301	0.896648641516029	0.800569288242191	0.966226250952776	1	0.880653765223718	0.984086679695284	0.953957147676698	0.958970613570081	0.983170478271934	0.966392580639851	0.983895951151355	0.828437702782574	0.961624615592087	0.934737171358457	0.969567705714158	0.949262918187526	0.792799586094984	0.776716620795102	0.963428262523488	0.549758997730059	0.772761534591953	0.761635107315225	0.950701472329371	0.918014399076828	0.892308603727963	0.751023625715688	0.705205597294645	0.962494864400706	0.973571642764561	0.816220675147859	0.923912806461051	0.923865768676882	0.935319125507661	0.906128249029175	0.874570426668826	0.88550390763935	0.943194247915558	0.980951366298104	0.974486914292159	0.94845160324339	0.859665304212102	0.929698875098981	0.864865013104985	0.78767742467804	0.933242702932168	0.596861274701947	0.540838185265826	0.933047947975255	0.384804917179463	0.802242710611619	0.911428019359236	0.716421179814556	0.743126064957352	0.834844664093961	0.569315914244682	0.682761791885023	0.405973436145167	0.630574792438271	0.840637787537852	0.89402430277386	0.943484044382364	0.968078272579553	0.625206648214557	0.980632765843454	0.893215059108609	0.632093463031861	0.697672409368345	0.977006436616884	0.763439564691954	0.906082015328014	0.803280056295176	0.289724335610029	0.603728097446369	0.370121524196287	0.667660441613379	0.716665366130909	0.757844268303788	0.436059768788295	0.588468639667813	0.68409001919075	0.951889065813072	0.980612623261378	0.850291886866771	0.990465212463709	0.880916099946156	0.724851953782633	0.505004333200431	0.607426282121678	0.977478459263092	-0.196980812762306	-0.0194636683647761	0.978460770117273	0.254997839411528	0.91861632622164	-0.0483698121890321	0.0579330363330834	0.982326399707859	0.727352248560345	0.934419753627214	-0.0368598759814223	0.00250725501709111	0.490156624850168	0.499746647120132	0.189761595510977	0.0105699013864499	0.749061383101355	0.0484048217719729	0.474968430105306
