""	CHL1	EGFR	NRCAM	TNFRSF11B	LRP1	THY1	ITGA2	SDC2	LRP4	LRP6	LDLR	CD44	C1QBP	TNFRSF1A	CAV1	ITGB8	TNFRSF12A	GPR37	SCARB1	SORT1	CD9	CNR1	IGF1R	TFRC	ADORA1	SDC3	CADM1	RIPK1	CD81	MRC2	COLEC12	MTTP	SDC4	CD47	AQP1	TSPAN5	FZD3	FGFR1	LSR	ITGA6	VANGL2	GPR37L1	RAMP1	NOTCH2	CD46	MET	PTPRK	TSPAN12	ADCY8	ERBB2	LRP5	ITGB1	EDNRB	NOTCH1	LPP	FZD6	NCSTN	NOTCH4	NRP1	SORL1	EDNRA	IL17RC	ITGB4	INSR	ABCA1	F3	UNC5B	RYK	AMFR	FZD7	ITGAV	SMAP1	ANTXR1	TNFRSF19	MYLK	PTPRA	NOTCH3	RACK1	PTK7	FZD8	MCAM	FZD5	CD99L2	ERBB4	CELSR2	ADCY9	DCBLD2	SLC16A1	FZD1	PLXNA4	MUC1	ADCYAP1R1	RAMP2	SLC1A5	OPRK1	IGF2R	PLXNB1	TLR4	CXADR	APLP2	ATP5F1B	TNFRSF10B	RPSA	PTPRS	CALCRL	EPHB4	PLXNA3	DAG1	APLP1	CDH11	GPC1	TRAF2	KCNJ10	CAP1	BMPR1B	EPHB6	LIFR	PLXNA1	SMAD3	BMPR1A	MCFD2	ITGB5	SEMA4C	PLXNB2	TGFBR3	LRP10	JMJD6	STX4	GPNMB	NRP2	CD63	CD82	TSPAN17	ITGA5	TRADD	CANX	STX3	SLC16A7	F2R	PLXND1	SIRPA	PILRB	BMPR2	RXRA	IL6R	TNFRSF21	PTPRJ	TSPAN14	ERAP1	PTPRZ1	CD68	TNFRSF14	PLXDC2	LAMP1	ADGRE5	NCL	CD74
ITGA6	0.832004453682817	0.716309943558165	0.861074251763216	0.69601536031217	0.654361631764285	0.914097792690298	0.917138018905321	0.728991228634434	0.520961998959344	0.859873507478005	0.805498767483426	0.705956727757888	0.75560248098366	0.802949835255754	0.0360841262950159	0.938958015049024	0.453217212244894	0.882806854775376	0.156663836712495	0.835016911620193	0.59220084154862	0.756499502145331	0.684106899648817	0.380142805644431	0.896101590554572	0.965581504122846	0.952941762833261	0.751581283718146	0.893772408587996	0.865876554123955	0.832100978627654	0.920013338679219	0.43716975888611	0.890340268467301	0.854302976021076	0.950804179249877	0.883615978747888	0.647053699178584	0.698371403909821	1	0.841147976700589	0.870966042087489	0.933353063435829	0.853982343683564	0.723380990921149	0.0510783748112935	0.754908675853598	0.940150368046692	0.410361605657925	0.798399575930019	0.899310284277588	0.900859068356588	0.942972712377251	0.9533762695351	0.76864624898916	0.79642234672791	0.830238195363149	0.83586878182063	0.745976281604749	0.857839725210566	0.465719947318329	0.836112794075258	0.868359196549707	0.510413675971518	0.495312891790875	0.884353482036137	-0.0975463266868543	0.785091390471451	0.691541264513014	0.712577683497007	0.92668159133855	0.749640252238821	0.871078008844258	0.908737854607679	0.82175879143823	0.88390826982647	0.201239932869561	0.670599999207953	0.683555265750126	0.845229672847278	0.84274305887041	0.866183242656767	0.865482749228999	0.923288131121901	0.890645465093938	0.840374312237286	0.77407443465145	0.545090675750405	0.845420160021254	0.724401933582632	0.830615828078307	0.828396848168336	0.885468961409741	-0.00668918862003664	0.787745142521974	0.801904694812599	0.90512793248094	0.803389558098401	0.351815834970823	0.890378174768145	0.793534992117722	0.810704949029134	0.697401741169479	0.756634706684832	0.491418645531784	0.90465292762697	0.739096240970321	0.900875764872738	0.903762246521323	0.718566754771707	0.845049913309858	0.802865167223351	0.951965218900971	0.736165603770331	0.872689010748008	0.594111135011066	0.922456767036594	0.823313102918783	0.912362678169553	0.929632346165548	0.785228885607096	0.861192389954032	0.668990615149363	0.792884446547926	0.406409350720723	0.809621697038036	0.705340455032376	0.708772160602853	0.218149940581062	0.891063964156533	0.823257357626347	0.825381639520437	0.601156430982678	0.637464701370251	0.691057512331105	0.799925259849265	0.430533681070087	0.846783337645676	0.712392832126696	0.795721395530448	0.68903946815526	0.79929652317534	0.881955389565338	0.57943750331206	0.722166533822354	0.643592739294572	0.862271661135145	0.838669316465003	0.879647706847981	0.950263058773011	0.039385106483445	0.871108913309997	0.422781073097257	0.870466635790452	0.773123823224393	0.78846166428591	0.109591131442915
VANGL2	0.897020893844543	0.728043358636313	0.900363816191977	0.740481484294902	0.780845271884385	0.831636237979615	0.895433871100255	0.784737793304551	0.625883604994779	0.893817276825687	0.782931266577607	0.863219744156423	0.780721198397135	0.909805924101638	0.166767941676511	0.884190318020109	0.558100762585893	0.918370377893609	0.296704103838862	0.906780929504248	0.71250634703365	0.867544526847983	0.84584933861599	0.463788410633418	0.871992442218277	0.890952593130646	0.884759400399209	0.852065467218596	0.928061905152137	0.921938497981479	0.912475445092324	0.91368106451971	0.565852402488388	0.884537992095357	0.851891760374878	0.878836046696001	0.935604309935973	0.717039094447721	0.829558989394914	0.841147976700589	1	0.719343729810726	0.842638983599358	0.916624743276386	0.762062657660369	0.22415349159159	0.819389092683586	0.860276950884074	0.561280372034613	0.863841681401383	0.892376780819274	0.886774122085831	0.90580866821902	0.885220418183579	0.86314041118774	0.903947073409701	0.903838754976328	0.778017041639668	0.746174632486775	0.860613955992012	0.60089499755699	0.865419852756937	0.886995591366377	0.468089463179328	0.673741867472944	0.913422472785891	0.0531327610293453	0.873076508643003	0.797825229362509	0.789707778898748	0.901938283648311	0.810252638076727	0.888720854657024	0.879517511178385	0.780607621023251	0.897785703838528	0.319715564092798	0.722104674300037	0.74633381215643	0.875995351588795	0.732746947625322	0.901279287197415	0.90899741243669	0.844697495649296	0.920604307766308	0.875557562378448	0.870809398914999	0.680202140146243	0.882755280481964	0.810549677392779	0.904215199878323	0.80479817777938	0.791450694927088	0.0178226918727137	0.846618752188039	0.814395859078004	0.894749441056633	0.795559200107502	0.524225081304529	0.903660438869174	0.807935060390412	0.87335607563215	0.709531470164555	0.809136266147726	0.630139158361092	0.869616289165791	0.889635354003293	0.914071537613386	0.856416228335329	0.845123980326462	0.83389095456107	0.76153252390322	0.834520390758044	0.818121802371487	0.927048704602072	0.793198620690425	0.883301774100877	0.878205982183253	0.861884894977477	0.882067688814911	0.855856318769601	0.809676838706803	0.747153231168319	0.888368167718075	0.45425602925326	0.918317526278656	0.76742876758561	0.815837280342072	0.380103622741608	0.903295179596975	0.8798319291309	0.758044887317358	0.674520703125329	0.642455871423024	0.795796206180094	0.836644343506447	0.522653827184514	0.823079323323521	0.670737371738324	0.807997396233161	0.791027196933741	0.830549806391008	0.885974603432444	0.729495520446561	0.87058756701632	0.724278413677451	0.80770366635724	0.826866672948475	0.90427906550253	0.900008149903977	0.05127301370608	0.871152504350377	0.385606291149192	0.895546952659875	0.789567133608527	0.834440038289712	0.037609919101349
GPR37L1	0.6461765691196	0.70384493417459	0.684493121741338	0.632096902907882	0.557142896188193	0.894117978804239	0.798579499157123	0.626013934007495	0.458518732314857	0.686358988430215	0.749739187516165	0.507776456289385	0.736492801539133	0.651589322520259	0.0309717029470287	0.811433994965714	0.370398907978866	0.728332707974687	0.094922714724164	0.696277468137437	0.546867948514485	0.589202836939602	0.526612937530524	0.318617713267962	0.807101259794244	0.864039258664814	0.833887897159929	0.613970065144966	0.783666650059625	0.731951880526106	0.62713614304788	0.79094227674142	0.336481921161746	0.799004026923073	0.666334764296827	0.883575165260652	0.756618305200843	0.573780384264775	0.603174009267355	0.870966042087489	0.719343729810726	1	0.896981213048654	0.705352005673896	0.545371088897372	-0.0384067113446028	0.563622967567954	0.914099865422558	0.271688018465969	0.678112562626757	0.815765986709759	0.779419146365021	0.864250334352119	0.86308533363372	0.611449238010123	0.601224721718476	0.737513475401128	0.709067395000356	0.580547636342032	0.724341214061626	0.348675606235609	0.749197220186616	0.696141307100349	0.319828149166192	0.348426744757254	0.727565438764426	-0.105467012203519	0.634134686980496	0.562828367254192	0.557261461503538	0.78514463568755	0.698005604978424	0.803948835445292	0.817155151363289	0.70877777637544	0.771831021631669	0.182005242848312	0.65560366419033	0.633450086205352	0.719484129377451	0.741211938423933	0.764397137098991	0.713361316688632	0.787078786143466	0.783443748276989	0.709128884607855	0.622981155869914	0.474179283869467	0.694297318882425	0.577813715555898	0.732398239849223	0.748526398703115	0.836151577019665	-0.00338167672623182	0.620504158401601	0.622620644879984	0.849230796289125	0.708677811684883	0.315163668924215	0.767699797708826	0.782726385110789	0.698434014685322	0.718052115547807	0.579962138489473	0.270669532652732	0.817390731895436	0.566249471379693	0.819418454257149	0.842495110434916	0.532221379420532	0.743995627844624	0.779941615344432	0.886458917374591	0.661488518871086	0.720994251799879	0.36823457734513	0.799091154678139	0.654796918513666	0.785393952222958	0.809812554839888	0.671706702628666	0.73245954600026	0.550994901516916	0.658090415049129	0.324198107808534	0.637463471614661	0.72632148890664	0.612690757208588	0.124541197609797	0.725273861304227	0.747919965938653	0.887809536801188	0.502596832866985	0.538547862784172	0.583521483885791	0.697862622621245	0.321942331914585	0.764502066406919	0.534052274438092	0.681269474539756	0.57406238840041	0.664311101975097	0.702991477519422	0.456467681577253	0.52638931683219	0.606325822288349	0.779208912313017	0.678846767505579	0.748208304901845	0.835731477060215	-0.0116365719611531	0.717174577923535	0.312146486291758	0.723075963808742	0.734824132764151	0.717808876137191	0.118776344993149
RAMP1	0.827937215067987	0.665956881045488	0.826992391048229	0.63959987983186	0.597868685085406	0.967517077671057	0.897896436434183	0.687379606892606	0.451834260904733	0.795416379628363	0.738360393808826	0.6792733536473	0.77763352972802	0.780216053706206	-0.0096948803956302	0.904177078004055	0.423075241993082	0.862068202316908	0.0567301926394034	0.808358323155066	0.577073928188493	0.742082252282403	0.659070834342409	0.278287975664766	0.876458405083472	0.957541996813313	0.932320954038858	0.705532692761202	0.918020554768554	0.868753693539505	0.811313814538439	0.907207139117649	0.356320068815268	0.890798050912334	0.804463205608811	0.940292329403391	0.858173682988938	0.60714596004	0.768987378909805	0.933353063435829	0.842638983599358	0.896981213048654	1	0.807223149418646	0.59186829525974	-0.0420149622665715	0.658913201628473	0.935241889584589	0.303652995228649	0.745390730621391	0.886207136853451	0.850305209797168	0.955885170158768	0.91720759771565	0.723040284890692	0.751530223079472	0.807908833235771	0.756304924290321	0.62806070416292	0.815455451750566	0.42129279196897	0.824647059314531	0.857151003363132	0.324031317823573	0.405629244791813	0.872283733559564	-0.198851815218365	0.729219233848003	0.659082364491483	0.650387288908778	0.903690434208264	0.754535952017973	0.893537421430358	0.868156415835643	0.806850316977309	0.854718991570154	0.123631621195488	0.701672962505274	0.652585784509676	0.823298817685557	0.754227187036244	0.834426626636996	0.867229200703927	0.875921222642662	0.868805574609142	0.80628326519036	0.722963610311403	0.473065463957518	0.81649892974117	0.692183300363675	0.867361586689269	0.779896779804251	0.881943457137136	-0.086240775748311	0.754131757685076	0.699336332167184	0.912179562470869	0.775587150963462	0.278915226089188	0.86078134301615	0.812367206329206	0.770895109407531	0.769346952897483	0.687152381513813	0.419753954507187	0.871849339881155	0.692244329804918	0.876305815034341	0.917336648809374	0.683219111101982	0.813314715866322	0.834579716771601	0.953795942006816	0.716736107085804	0.849728905480866	0.591162982627585	0.866260391837651	0.777912569850028	0.872953718103189	0.871532533984616	0.749381346989018	0.812601133948977	0.623917100408143	0.755752502250366	0.294699266166282	0.787911511251291	0.703597123483401	0.693539146624758	0.116473643791079	0.886989188338762	0.85136805310337	0.84649949795055	0.547053414215363	0.534098062779253	0.672682329293587	0.756702137059108	0.359281081719412	0.821658200208136	0.572959953280982	0.756962649456514	0.62649443161902	0.746803416694098	0.789590250314769	0.527527664819788	0.695873601478945	0.626506524322906	0.814437055879882	0.749890769867562	0.843868821258716	0.920695916593819	-0.0756640382419404	0.843920875118016	0.327258718994493	0.83367922317252	0.768288112147905	0.769013671587338	0.0400849536921081
NOTCH2	0.895586131064476	0.845904786274369	0.947440227873178	0.852540218431165	0.883487466737983	0.800179627735664	0.927609360182922	0.892348768046012	0.776690653664479	0.96495954172281	0.881653795527295	0.899934954674706	0.808877745666269	0.940694116246542	0.290049507328877	0.940030335319014	0.64624075797803	0.940255596119791	0.433500119977958	0.958236237584464	0.793634697042656	0.90470280812065	0.895350078054919	0.624094323281435	0.891029869463949	0.900272602529827	0.914348926750772	0.938088226368194	0.930153033240389	0.939108236283353	0.922394349689178	0.932178368283407	0.706061649886982	0.917757083182695	0.901199429323175	0.906048321928578	0.976640313522021	0.817999945708669	0.78281610340576	0.853982343683564	0.916624743276386	0.705352005673896	0.807223149418646	1	0.882481233453565	0.361838046243678	0.907846409642931	0.875635443331134	0.710591668245068	0.915432774629494	0.904586884386601	0.946604972424718	0.896802234008961	0.909747650379078	0.942677185649375	0.962872806008046	0.954903763508717	0.826295787575068	0.858817454846633	0.904292964632193	0.702631923901667	0.89540777562189	0.878281600762218	0.580838728598539	0.781204838230051	0.886041417888471	0.206888698352777	0.943943205233067	0.883641305929078	0.890752625313827	0.931718829253208	0.870295162576949	0.912457785171615	0.897906756533152	0.825490834003945	0.952191245669862	0.454652544298594	0.771734933793117	0.833634526782282	0.868467617388343	0.783604872874501	0.956497915614263	0.916985244142805	0.901131084034705	0.961427017594213	0.927451924681948	0.95289383526132	0.813138020643789	0.945275789410899	0.883366555924004	0.887458535155018	0.850489624920229	0.823252500773373	0.154208639786137	0.900171985221473	0.915928007177647	0.896569348508949	0.841023617851709	0.648123803154233	0.96395219607267	0.854247564998369	0.934928487398569	0.735825526467993	0.872285319962355	0.64692487071464	0.91732724430984	0.946944598840637	0.956397100737883	0.867414586195491	0.92179703621347	0.895646143081748	0.791224379417774	0.845620500424372	0.883635603527574	0.931168754251948	0.77514061523967	0.93234132201666	0.933737284368183	0.918911645310142	0.926596615946046	0.927417439780867	0.880832818573749	0.824005490215912	0.940996835043369	0.583079556473468	0.956480905340161	0.818470773468972	0.876780466788894	0.539135444078573	0.901303646208601	0.902602847564875	0.798525664764575	0.742562060183753	0.740796535391806	0.833437169008651	0.93128179036256	0.643122582618911	0.895317480107467	0.760936932398982	0.864696310340683	0.902459025181343	0.923537938131273	0.960348437951857	0.835650312532784	0.874453656332315	0.754502438565323	0.874589194095235	0.911001968215514	0.921339921969268	0.926145002777469	0.171014499296712	0.882391363632253	0.480215027147091	0.952422235481052	0.868212680444838	0.922236527790688	0.106660149770275
CD46	0.715903820868779	0.890369159207936	0.823029761492193	0.848250345969064	0.899957179667645	0.596641805379413	0.793258709084848	0.907013925857872	0.830332415083436	0.902501473167582	0.85316963770257	0.815346827622959	0.773324888738482	0.835478337233756	0.517260605955278	0.812105430251168	0.752289871998798	0.783906712911888	0.665747569795699	0.840480096229504	0.804156315806942	0.792635160009054	0.814684934339018	0.812211526919969	0.766316214238804	0.71941914019081	0.763895822563943	0.892762485829079	0.764916706141869	0.788516329506915	0.749615297808481	0.764743664411949	0.822636546332114	0.809370075679346	0.797709393460368	0.777115550436731	0.847438606712722	0.845248508726624	0.646388675341293	0.723380990921149	0.762062657660369	0.545371088897372	0.59186829525974	0.882481233453565	1	0.606103827496523	0.910271249985202	0.737330502243093	0.815247686001976	0.848363384434005	0.7681722055461	0.888429580208937	0.713999913407312	0.79148811546597	0.896826287060208	0.872841428863379	0.865873238668092	0.822669731430943	0.92328699178325	0.768067898812508	0.716411213103386	0.816933579146823	0.670067938434181	0.744888391740135	0.854198850643214	0.694630430108564	0.504606977178787	0.928764532648752	0.883046120942497	0.885604786321	0.762910434447658	0.830586484212679	0.749518390401435	0.773143107554602	0.715433683788185	0.864638722750382	0.641716109261232	0.767598315027215	0.824537725868978	0.689736676650606	0.786741861162044	0.863588938008691	0.734967765219482	0.775873248798353	0.814134713449152	0.824178759921581	0.91812639521182	0.895013512400532	0.848026991006655	0.815566263959251	0.678069270504207	0.748534250163123	0.749813485778439	0.432852730368517	0.774470145873952	0.937963584310238	0.73316686361699	0.725964086185175	0.806466273117101	0.857103541769014	0.795141201793939	0.879494429385637	0.679040463574674	0.854992908689675	0.631225750469399	0.831861529555017	0.865465795031375	0.845382279322428	0.693045790867582	0.813472139852303	0.827739293584	0.707696370179354	0.643822315992839	0.871982756924845	0.773993463455768	0.606115717518637	0.839407491436474	0.864716811862701	0.797363960534639	0.796075337215614	0.904103625906942	0.833232536152559	0.830864087093022	0.857259875524705	0.707838541959656	0.853994027758572	0.803178364151357	0.867228741731661	0.726761814219578	0.726540704348552	0.79714527028385	0.700501103974042	0.761908022497427	0.835318988265123	0.801585552871284	0.908687174934098	0.770327064934706	0.805518415956375	0.842698067855491	0.797060689633458	0.908357108702296	0.866388596019068	0.913049876588957	0.875015378899711	0.735185323652494	0.699816065854136	0.757682024704001	0.874405546444741	0.771369601543255	0.7729980222996	0.448848838252133	0.741286372064916	0.511621871244136	0.883408925185954	0.817983972891846	0.888272565854568	0.16988305882437
MET	0.14554644482257	0.580248065129648	0.262844050754521	0.523864760854476	0.625109858894676	-0.000803413655700647	0.222919112552561	0.606807577201947	0.549343085882862	0.369926463488176	0.455287456944335	0.479666635504709	0.51499940028919	0.406604040466115	0.908029750590592	0.216030636262472	0.807037756428394	0.225061229727299	0.833541591561844	0.345051150034563	0.603947588114379	0.325488150073715	0.457421932157194	0.854690196478489	0.212911809540624	0.0801236979620221	0.18231832260298	0.517585806166288	0.247162024620843	0.234371322799856	0.19581226777289	0.178185474645041	0.790141982750279	0.316152906997002	0.249340095491461	0.1844688528022	0.322722939162606	0.703004800985236	0.310387198688482	0.0510783748112935	0.22415349159159	-0.0384067113446028	-0.0420149622665715	0.361838046243678	0.606103827496523	1	0.384648861111586	0.125100584565788	0.666246761863121	0.391988938176642	0.220399888159076	0.366407177314567	0.0769062780050204	0.156244490716432	0.509876150688878	0.412846580849708	0.424520707705692	0.318535665394005	0.533867411954665	0.205458950962571	0.609360261081616	0.317927141132839	0.0741504601719713	0.456465509282722	0.599066740192802	0.1048279665136	0.829829290965328	0.55015429084197	0.615135103500368	0.531616124587565	0.15293149761504	0.556671272969723	0.223898298251274	0.178964349524532	0.260676673803461	0.3943140356821	0.830416050295417	0.585509216978393	0.489438273301402	0.142629392134892	0.241015771768192	0.345976195266399	0.198024498381256	0.163989650610813	0.248270623331536	0.336259394859735	0.519324636936053	0.72423704328555	0.348169256485272	0.457918380859703	0.156153756655869	0.307151059338126	0.164574693236571	0.825444070273714	0.303407663007043	0.453591759187424	0.166124052685427	0.239397117939492	0.797590357574972	0.316830216045908	0.470381108553259	0.490032079659508	0.453216021768644	0.339342477517565	0.243851298340184	0.280575198620233	0.474762773593186	0.322784555964296	0.117718849416127	0.345726375120021	0.389150059045277	0.359285486274648	0.0125121044054911	0.61094532272296	0.195808978584211	0.166148017902029	0.258873017302917	0.437725975560889	0.264641040839836	0.16477117752564	0.556627456810268	0.349983247372604	0.414868637580048	0.390755334286534	0.759955512126066	0.418954036112683	0.540399404341136	0.612284873154473	0.8058584094691	0.148972653724181	0.416525452644026	0.17813734889434	0.570652383387803	0.621523425954865	0.525407040496188	0.547381994913064	0.792379911085229	0.335942589849463	0.393167914076403	0.362401645373119	0.610600003931362	0.389209912033955	0.36348408088489	0.646507289829355	0.245554801375003	0.404583330462812	0.214484650834829	0.294621392858664	0.230699217026034	0.117850273533752	0.625513007247962	0.190262257582066	0.117950998951595	0.382031721911943	0.442963603952868	0.520606207941443	-0.00789815042272316
PTPRK	0.790569679600908	0.794648760374638	0.871965971157278	0.773858072037907	0.848367900740687	0.644166019678106	0.838043011875197	0.835852132117587	0.778584472904725	0.899828574704956	0.818911107529281	0.820713314202382	0.67530854059684	0.85276350942374	0.295298012467863	0.839592182363256	0.572522550075593	0.840705004074184	0.500090376289117	0.887733661796505	0.737012320525226	0.836411920023368	0.849795127085665	0.634469575541127	0.796453389297679	0.774945088866107	0.80174026149193	0.872072021937289	0.803859489108983	0.854363761273224	0.833664952667851	0.822814519323809	0.714466976354229	0.805690164286157	0.862212761812931	0.802651135242051	0.877437274458099	0.734460534147066	0.666277303120714	0.754908675853598	0.819389092683586	0.563622967567954	0.658913201628473	0.907846409642931	0.910271249985202	0.384648861111586	1	0.750298983123064	0.72958936960122	0.848042221877384	0.797613286637939	0.87656275643746	0.7742184336074	0.811684741180755	0.887399344713809	0.897764916468126	0.870444111460659	0.801941472268383	0.875172475777251	0.826719624017132	0.706010319855152	0.816536290351733	0.762527227025109	0.697887772708432	0.826941909327146	0.777130931294989	0.301831391564006	0.877304986251399	0.839098930547684	0.863777673811619	0.812635517677842	0.752763398632556	0.783726013900264	0.821535734234592	0.725796167381051	0.851133443834389	0.470421494235354	0.658843771299767	0.786693901722868	0.779546397263973	0.771214862597965	0.861806110684284	0.814244607644868	0.798910143282914	0.859431125257827	0.839404552554302	0.900637538369715	0.805215449024994	0.872091297703459	0.838376487341251	0.772006415074019	0.734664125304477	0.769339102626102	0.163311488234995	0.816131464126781	0.914430783992794	0.776589612329651	0.731959802733735	0.646864941728923	0.882244982198639	0.739107271193398	0.857961807496711	0.595424332582083	0.886602767853769	0.714280658341014	0.837907807203367	0.8885326038591	0.860858596477616	0.759591138270543	0.896603390383581	0.805466280275609	0.64434630208081	0.710891865275933	0.779585365375457	0.830778687649515	0.721685128461175	0.847101287907341	0.857492022414229	0.794444665993518	0.853661553640974	0.845113352264443	0.814228454705416	0.805833686585153	0.873341413677138	0.55132286103513	0.869830889675212	0.704067863944168	0.790591943939876	0.593005171240228	0.788060714158041	0.773388293935253	0.705821682162155	0.702193773956641	0.724466540657609	0.752748390949155	0.853783901247404	0.612834772065679	0.818899616446176	0.823834705127185	0.7944767375531	0.868918089189002	0.880590756304836	0.918228020637186	0.802704797228405	0.813653453352827	0.669405496539179	0.759481026412762	0.890967756305897	0.804758544504014	0.818976286955814	0.234622925455082	0.78775836632331	0.48340135396092	0.877548744774151	0.789891817667726	0.832721864344562	0.103767434914153
TSPAN12	0.812476625058505	0.805196363114804	0.875444643484376	0.773295091455518	0.744751353882593	0.921989198061743	0.915944277012399	0.808488796704709	0.631989653424247	0.864814142452969	0.8635647209075	0.738988107057037	0.824782742773758	0.835376749248791	0.154609520955113	0.942781558354148	0.546546139127256	0.894494092428685	0.234355674401404	0.862253467783485	0.704673618437561	0.794059832201471	0.732432227071951	0.475854356968335	0.91893124447832	0.959395907732457	0.945659065939341	0.817057429473675	0.916283504209652	0.89202679322936	0.826982039473829	0.936677395772511	0.528758287842676	0.92675791701426	0.845605276312269	0.96831819303494	0.918063419420965	0.735275897620765	0.767590862383241	0.940150368046692	0.860276950884074	0.914099865422558	0.935241889584589	0.875635443331134	0.737330502243093	0.125100584565788	0.750298983123064	1	0.498861917732775	0.84133823884417	0.923882209895865	0.923659488039788	0.954754563601243	0.952269352858571	0.812000769003471	0.812144422886861	0.882978154916137	0.813230006291736	0.748819739553816	0.87631188924213	0.544053128545205	0.862970774857406	0.83805733008966	0.448174732082143	0.553061973421964	0.868578553759416	0.026436640673022	0.809219175362137	0.747610985845974	0.758506350695275	0.927083187169113	0.819916132078732	0.933792363503497	0.922778527572905	0.855376046164757	0.915305059493367	0.303615201152609	0.7563822880287	0.758458643719545	0.854235941429873	0.827888039587567	0.913596997835255	0.88702681071243	0.913116135980315	0.922835969244588	0.8835390673486	0.826954509350295	0.651038286789965	0.885086109878946	0.77263540759373	0.859795449146611	0.865402479167346	0.891230139792439	0.0691832313513415	0.829782977346107	0.80087158916043	0.919936803397004	0.839457160993686	0.440402128852498	0.926434442104528	0.859793372753596	0.864204870368716	0.788302191356455	0.761040556326236	0.441471627621782	0.927137064837156	0.789290827768827	0.936592121770144	0.933792668491905	0.742852929089174	0.881259906377667	0.862157978843036	0.948997449723572	0.805810308734299	0.883490540202372	0.562686514393913	0.92818974349463	0.830143309832251	0.91776789473929	0.922107496999879	0.844602010162903	0.864419196197358	0.722073566716027	0.833202321511977	0.44562601025555	0.835344180113238	0.798639675341326	0.76984130299717	0.313167696510516	0.885725514291846	0.881227367297879	0.881679997703134	0.643621238717678	0.657874483371114	0.721902082815699	0.85913711155648	0.478601353943134	0.891467831721632	0.659424411268656	0.810151326244899	0.75700990828741	0.82009171169183	0.871852185762813	0.620028828054816	0.714948711078	0.712110256367153	0.88359521212066	0.829053780130046	0.891052259421823	0.952684374672855	0.0670141308156557	0.855054668069175	0.377314682083077	0.88588758751959	0.842947051702803	0.871917625347891	0.0998542562764851
ADCY8	0.489699546556347	0.728316390537989	0.634061779461884	0.735143162158845	0.822787972305204	0.299453661129755	0.53593215032565	0.776804461818259	0.821184947898841	0.70439495877368	0.702874249877534	0.700170961120363	0.571605904673984	0.668797388210985	0.582087598877674	0.564951272739415	0.69898817212878	0.606467026447564	0.684534005170896	0.67222627192225	0.749649634967812	0.635675029772548	0.690373500708123	0.795263899316509	0.559999911651994	0.450872359095421	0.511195683895516	0.743090025960059	0.539244193092958	0.579232729861478	0.556297039854594	0.5552165952893	0.806409552096391	0.568292817422964	0.60716540502098	0.512909025908282	0.655756671565537	0.7413236737681	0.49153507207559	0.410361605657925	0.561280372034613	0.271688018465969	0.303652995228649	0.710591668245068	0.815247686001976	0.666246761863121	0.72958936960122	0.498861917732775	1	0.703972678978231	0.539240768257244	0.662998414001335	0.438531667524406	0.521075718801057	0.726919436867181	0.705378707844123	0.695721843713553	0.576778650669509	0.751293268260857	0.583081069535733	0.696476820437968	0.598161303865597	0.45082245243712	0.605729332368034	0.788295646834056	0.480855943263616	0.660268922916812	0.743407402586009	0.730231343935632	0.766422973017233	0.536664658659603	0.643421911643572	0.584196021685764	0.545271643910679	0.506436009552522	0.645493610646955	0.666172145738211	0.592028796024065	0.677347537191042	0.509970417169049	0.516007334501245	0.669912095691244	0.551535133387198	0.549017168334413	0.641796150445745	0.640774716518939	0.763272119735035	0.854822020206641	0.672541798844308	0.692144656525918	0.478941839630911	0.593517296590757	0.456857894225935	0.437286120531498	0.656384772778129	0.730642628484927	0.459426085144382	0.547989214939719	0.75237382987569	0.664531471819851	0.584891711288149	0.717163102815981	0.490715389088434	0.690127395859477	0.493211817786724	0.590232817859345	0.760486352798545	0.623518182769692	0.469868319196884	0.674886015156152	0.616287443389101	0.499600278967331	0.393183731242786	0.694058916287313	0.588620809167638	0.462790016873607	0.630190182756903	0.658824794208862	0.553277741611069	0.558332110268606	0.732199100238715	0.574378331003184	0.702124521177176	0.707548785630856	0.67500766230352	0.672601213077885	0.621534424962055	0.699751408043221	0.776502695342041	0.485595485880175	0.607044249300715	0.440139013790129	0.624451548597938	0.677568224155522	0.627597272700293	0.744319584019043	0.69459174099153	0.594246416498072	0.59741431622806	0.581469353541319	0.806083255547219	0.684688299773763	0.711529636070717	0.732444232947509	0.559340280552069	0.547424887583739	0.561932832963436	0.647024767772653	0.578057278193877	0.532855266719686	0.422495803520889	0.482948963730263	0.375272273406212	0.659941468596004	0.646324554537326	0.719916340372818	0.110162352431058
