""	CHL1	EGFR	NRCAM	TNFRSF11B	LRP1	THY1	ITGA2	SDC2	LRP4	LRP6	LDLR	CD44	C1QBP	TNFRSF1A	CAV1	ITGB8	TNFRSF12A	GPR37	SCARB1	SORT1	CD9	CNR1	IGF1R	TFRC	ADORA1	SDC3	CADM1	RIPK1	CD81	MRC2	COLEC12	MTTP	SDC4	CD47	AQP1	TSPAN5	FZD3	FGFR1	LSR	ITGA6	VANGL2	GPR37L1	RAMP1	NOTCH2	CD46	MET	PTPRK	TSPAN12	ADCY8	ERBB2	LRP5	ITGB1	EDNRB	NOTCH1	LPP	FZD6	NCSTN	NOTCH4	NRP1	SORL1	EDNRA	IL17RC	ITGB4	INSR	ABCA1	F3	UNC5B	RYK	AMFR	FZD7	ITGAV	SMAP1	ANTXR1	TNFRSF19	MYLK	PTPRA	NOTCH3	RACK1	PTK7	FZD8	MCAM	FZD5	CD99L2	ERBB4	CELSR2	ADCY9	DCBLD2	SLC16A1	FZD1	PLXNA4	MUC1	ADCYAP1R1	RAMP2	SLC1A5	OPRK1	IGF2R	PLXNB1	TLR4	CXADR	APLP2	ATP5F1B	TNFRSF10B	RPSA	PTPRS	CALCRL	EPHB4	PLXNA3	DAG1	APLP1	CDH11	GPC1	TRAF2	KCNJ10	CAP1	BMPR1B	EPHB6	LIFR	PLXNA1	SMAD3	BMPR1A	MCFD2	ITGB5	SEMA4C	PLXNB2	TGFBR3	LRP10	JMJD6	STX4	GPNMB	NRP2	CD63	CD82	TSPAN17	ITGA5	TRADD	CANX	STX3	SLC16A7	F2R	PLXND1	SIRPA	PILRB	BMPR2	RXRA	IL6R	TNFRSF21	PTPRJ	TSPAN14	ERAP1	PTPRZ1	CD68	TNFRSF14	PLXDC2	LAMP1	ADGRE5	NCL	CD74
CHL1	1	0.615325110985525	0.946624680379773	0.666568619316227	0.691523071450488	0.839871623063839	0.881487114229526	0.716914378943975	0.563496404361792	0.887059314628742	0.69387199812592	0.895942729307757	0.691684422926378	0.906999865592353	0.0307043555960674	0.896697465391187	0.486117126896722	0.940156290037276	0.150539498997115	0.89711569040816	0.636747065775738	0.915758835930441	0.818453115563548	0.345888960854776	0.828602536229079	0.892644058070199	0.854069237513217	0.844172346507806	0.91329028025917	0.919469198005114	0.967908672947916	0.884389447987555	0.471829406288689	0.864473119733134	0.843398927983069	0.830343955044946	0.914299207210144	0.610583923015118	0.794775082732132	0.832004453682817	0.897020893844543	0.6461765691196	0.827937215067987	0.895586131064476	0.715903820868779	0.14554644482257	0.790569679600908	0.812476625058505	0.489699546556347	0.824579011966933	0.835642788333802	0.841107433401492	0.901621671163386	0.837827066527251	0.850141136972359	0.927880481130344	0.826708064717501	0.718996772247699	0.668482477330473	0.864369945107448	0.573337083719018	0.852200292254347	0.958363321078934	0.392263172054722	0.592192381632985	0.940258669688607	-0.115173061090957	0.831713760539179	0.755759408807647	0.783364363982946	0.937088360246033	0.754979947560117	0.831958193432855	0.841145891578804	0.745523288197994	0.873035805802084	0.165934731574277	0.632701524868433	0.645837842857108	0.811499829758577	0.667185617106314	0.887341937183618	0.909752902724276	0.826790025859907	0.901288042986225	0.866549254785996	0.847365672281496	0.572294150404622	0.878823179083474	0.71207447287022	0.913269449982523	0.71686346138447	0.770008645030322	-0.104380205486349	0.890583883612378	0.777631700668707	0.852073043769695	0.760730560536224	0.449828065103131	0.872113044249003	0.725138958152998	0.805632527641069	0.639149066008078	0.76892206549997	0.703779987110502	0.800395703007571	0.866853531802596	0.868941378520803	0.806730266669712	0.908589181706552	0.777930134645009	0.688453296342724	0.822523977448282	0.756594891541459	0.945080106074027	0.863391118325174	0.858102027092634	0.852847730516377	0.876953332130355	0.869758329034807	0.803209811020332	0.786833156330833	0.658826484717183	0.823922531106168	0.320496125910301	0.913770241305197	0.656686723914913	0.767752195682699	0.258209799829806	0.956664583538767	0.848598035993802	0.673223542736889	0.621075557470883	0.559774874508553	0.771979824912467	0.777040191730234	0.475820470705868	0.787321722313282	0.624291602068137	0.75478012607878	0.715312730257687	0.767450573424872	0.864727373383697	0.683066108695353	0.911243114198536	0.636672138954755	0.782279294401815	0.802903946605239	0.870287439248967	0.914942836941028	-0.0259937970908864	0.896384574170605	0.402324955863423	0.890154052263149	0.701169895146303	0.783720037217278	0.000987680467404449
EGFR	0.615325110985525	1	0.749739110520964	0.896365073597815	0.900456793129002	0.668561802074417	0.800653070991519	0.931229310976941	0.842818112943205	0.839547981432626	0.911621820921781	0.719822651153114	0.860500016481981	0.780959674893531	0.600210686208037	0.806343172324781	0.766098401407959	0.733034763794965	0.646956773412587	0.809730373120394	0.84060809227726	0.701855740882898	0.761219678381055	0.829080072919058	0.778972056295781	0.730832262389104	0.787919632695797	0.868730660078888	0.773114725681452	0.756605919883251	0.650522203965053	0.763763507606928	0.813037414804101	0.833496322505948	0.726455910613537	0.832544287860653	0.83057172398112	0.899839220995145	0.661276445860616	0.716309943558165	0.728043358636313	0.70384493417459	0.665956881045488	0.845904786274369	0.890369159207936	0.580248065129648	0.794648760374638	0.805196363114804	0.728316390537989	0.824718297113475	0.803086517376713	0.878076851485111	0.732877063339007	0.815941924644843	0.853205363075898	0.785175163526941	0.890569136054257	0.784578871290388	0.867360098857181	0.724327225250096	0.723031145281754	0.805846978722741	0.59559256339457	0.617002876720872	0.752871301082048	0.62813542958283	0.528149374878478	0.883813594953213	0.847149350487075	0.81776782566152	0.734341401772019	0.884441709842124	0.816413261975645	0.763500420825793	0.745563166265213	0.862423686755005	0.721258373150422	0.869023698366148	0.862513490457563	0.671355400713907	0.766878575137412	0.844698029642127	0.710517217352692	0.781587341224021	0.802547987420133	0.804376287991597	0.871213487006234	0.903081638369092	0.810111055184228	0.844863771712706	0.676168698602631	0.808931201476675	0.779044450349902	0.491310657149172	0.697765083511546	0.855768355128768	0.776825891050625	0.733028031355872	0.794734105576723	0.852427171668542	0.889470319554206	0.88373448171277	0.808455817249092	0.776941038882647	0.436607380254668	0.859174642520753	0.811187993435984	0.863782064381526	0.749142118391095	0.710347504773512	0.83895462461327	0.793889361678198	0.69808107101974	0.896701675796886	0.720431678582894	0.442199966413525	0.818946533184595	0.803800005106923	0.787449309379456	0.761433679174059	0.904376510794184	0.817726306502281	0.802260361665144	0.833149787260281	0.726603121434552	0.798304411883176	0.893285914055661	0.86805751383	0.71519493238532	0.662682387800496	0.828968143790143	0.830555302910479	0.735698242517528	0.808017853971855	0.781673319217	0.919032717165339	0.732516599145	0.839893487592791	0.731175280041361	0.77863840582235	0.906858667576822	0.856897758272705	0.848531810245743	0.826909072341419	0.60023535742378	0.726363639129653	0.765465429086738	0.798636385280093	0.744824435804903	0.753401543065423	0.390342096119836	0.688543252504475	0.396721878800064	0.838814834076372	0.885569188174765	0.9254367860831	0.136066334159809
NRCAM	0.946624680379773	0.749739110520964	1	0.746865566973806	0.806535491418162	0.823610684253927	0.930701750540356	0.842481959272587	0.704936273484939	0.94892767835949	0.838414174364149	0.9264364287451	0.747794550877063	0.932598352930867	0.179740921425204	0.953621472795532	0.604564677778186	0.96560312729741	0.29058647307345	0.950973923436855	0.743446565536549	0.951788587734753	0.853698000993415	0.489343514001769	0.87603852978378	0.913526477438484	0.902556015527411	0.915550575948034	0.923893943233003	0.952948974348327	0.959074040369296	0.937348167656933	0.618539988194151	0.916344808002127	0.92437468852054	0.892163287305985	0.962276276857747	0.741637710800987	0.804857914386695	0.861074251763216	0.900363816191977	0.684493121741338	0.826992391048229	0.947440227873178	0.823029761492193	0.262844050754521	0.871965971157278	0.875444643484376	0.634061779461884	0.889012115077282	0.894882041931323	0.931843814232547	0.905898751672851	0.894616966726038	0.925070190996525	0.961133554757475	0.910510971774487	0.813576836380899	0.81969385841159	0.924980414980079	0.675973823409873	0.891445201722917	0.920546713577473	0.550168258951904	0.692401515150791	0.927127177550484	0.0687030315574195	0.888621199294448	0.838667072045018	0.870470933455146	0.961948257362494	0.811720387997677	0.902748261307825	0.896778260508019	0.832807675833598	0.91617608442031	0.316286098348539	0.699505811360035	0.749039429802097	0.861533430460929	0.785868202138891	0.945321269314428	0.944999395836026	0.882895039599627	0.942127001849884	0.933676670710765	0.926795170222742	0.712113868907322	0.956778547525252	0.818184515556043	0.910589277000721	0.773547358587278	0.833681984074623	0.0290279279198316	0.944858721508991	0.876241754303669	0.863537259158287	0.845011686385089	0.521845687977494	0.959917506564129	0.79255731570131	0.88958047365047	0.69406888129344	0.841599577392452	0.713349545860234	0.891874269314807	0.920044104589682	0.924777867985849	0.870500818239481	0.93534244905174	0.858430121423254	0.756346356874385	0.85430158871553	0.829446010976131	0.950996529878141	0.780042783808053	0.91100796521769	0.910353248110898	0.915729822067434	0.907846065092026	0.877843202141185	0.883325530004609	0.761750640049962	0.898210040451808	0.449027164757098	0.937947025155272	0.733962089879477	0.815445684203115	0.427391220152182	0.953523248076907	0.889610381665928	0.75812735768636	0.697228000145525	0.685913656640407	0.794855042677845	0.880677002661426	0.573344174431848	0.880057214916088	0.734385155449893	0.82008760613237	0.817963078330666	0.872453897554643	0.938458381396043	0.742931119699655	0.883449663131765	0.690373771672962	0.859419311949708	0.885254448861659	0.904600254893824	0.943555306737467	0.111434575675764	0.914658236089947	0.455380651209278	0.938643104619175	0.822291592111868	0.8836219543276	0.0652863523336414
TNFRSF11B	0.666568619316227	0.896365073597815	0.746865566973806	1	0.914688836561399	0.63996867512639	0.780187110165631	0.889801639204718	0.818118552500916	0.83620448387693	0.835346340831486	0.75218090862294	0.815794561360164	0.827407944269329	0.530775101031433	0.776415664738195	0.717201495873926	0.773055397749184	0.600454758064595	0.821622236957953	0.869900284611887	0.719050574129635	0.794173269344904	0.80445642356899	0.812383962980586	0.726452861445606	0.770225223602639	0.864411161719303	0.786127304013051	0.766152600411166	0.702737277455024	0.761681467657758	0.787315100228549	0.81084255789864	0.703251776993037	0.789353481774152	0.83950387694452	0.837765606902103	0.672646699192183	0.69601536031217	0.740481484294902	0.632096902907882	0.63959987983186	0.852540218431165	0.848250345969064	0.523864760854476	0.773858072037907	0.773295091455518	0.735143162158845	0.807682274899558	0.771073068057901	0.825047330918056	0.728404518257429	0.769040230765761	0.822629126560399	0.799622960402078	0.868755129987414	0.697113278339734	0.792955282666988	0.730246934748996	0.727715522063804	0.78915133397745	0.647464028356254	0.483236410322803	0.740735304071853	0.682145903852214	0.461040832110524	0.864616534298242	0.804243851095413	0.843007942879367	0.751274551080535	0.841760014020558	0.80149779932688	0.758950962608954	0.67789728546573	0.867501026333367	0.674660301486183	0.80911248891293	0.83788200341547	0.712994787637219	0.633929871439656	0.832899289161414	0.732594114506031	0.773457696463369	0.821734899479493	0.799739929711853	0.847906776205624	0.881425809420411	0.79128244005408	0.81642752095647	0.687964766698096	0.852128740345499	0.670216115287989	0.397645618978635	0.744560846349662	0.823342593504361	0.764022126389663	0.714251247188414	0.767681724424955	0.822725720954728	0.826381841672265	0.881255669369668	0.74269404024546	0.739714340894619	0.386752070484187	0.808965298801976	0.832145483594267	0.84043043958573	0.729265404917196	0.72974326088598	0.806764425464361	0.735083252278468	0.689412449231395	0.857653414464388	0.754472089309098	0.532988873654715	0.829676691093405	0.783448191289226	0.795031772904559	0.780014937554373	0.889032811716005	0.741146497571859	0.763780892240198	0.839453651376664	0.65903314103997	0.830524944145185	0.841588788605059	0.856411913337307	0.648815392615338	0.688561297208077	0.812183558058535	0.722092806617011	0.753685132731997	0.727496709208544	0.80348661711615	0.88056930381491	0.645964521610801	0.827686128867099	0.635924948896224	0.759134690041437	0.910200271885093	0.763584702998122	0.830755882034268	0.792565273503475	0.663871843745792	0.729875557265264	0.756549871330224	0.72898070925906	0.751939707563414	0.770305866801787	0.299508759054583	0.708159934240721	0.35190357309336	0.816453693459377	0.783260915527623	0.881708972737315	0.0886573826576423
LRP1	0.691523071450488	0.900456793129002	0.806535491418162	0.914688836561399	1	0.6041966904294	0.787820735056094	0.942299301460751	0.873426756710698	0.859254555219011	0.871566963059628	0.854609134177779	0.821921341107902	0.891064623948977	0.610939329362096	0.781263280691969	0.804880344004646	0.811013774711186	0.708903786726968	0.87278739276772	0.933449858576179	0.816725695764387	0.88252473164759	0.848639252962162	0.820257016684214	0.706784069863497	0.759787131089971	0.925414224342554	0.808696409096639	0.820655593609367	0.759974785310315	0.777552388883545	0.902116011392989	0.836071550567832	0.784479838588676	0.773352412914325	0.870556158288461	0.901780668009243	0.727206991813264	0.654361631764285	0.780845271884385	0.557142896188193	0.597868685085406	0.883487466737983	0.899957179667645	0.625109858894676	0.848367900740687	0.744751353882593	0.822787972305204	0.864140120827948	0.784802667094163	0.861965244170499	0.708282191507218	0.751264818763592	0.904198840920949	0.861125463184834	0.919737982419683	0.733516036577081	0.881074639573852	0.795252243070003	0.795163239282687	0.822181417499868	0.669826785770335	0.574870342142435	0.856772614517719	0.704616303157629	0.563230531040307	0.909093536549181	0.894329846631772	0.905700685626644	0.768732405577055	0.867196859889205	0.820661562680774	0.777059460092529	0.73413797804761	0.882070174420285	0.755117361135257	0.821038043574866	0.881545482280034	0.761237144314101	0.667836209483363	0.870064993130622	0.780127853422586	0.73454398603362	0.846060373543428	0.846789795545916	0.923444433640215	0.95885290731183	0.855819286442898	0.878733952859898	0.741749630298552	0.815162973860817	0.663406379843452	0.430185038284979	0.820388833018915	0.884593416569424	0.759605927247568	0.764602462995014	0.816526198175212	0.869038719753523	0.83915356729479	0.930067818607507	0.747977320210795	0.787174734726146	0.513695265522055	0.821682580521916	0.911510584342113	0.863521617061206	0.738453930837783	0.811062572931878	0.840864913700415	0.727610159049407	0.650097389823304	0.905134410434621	0.766650542909659	0.604745964590585	0.819398591402052	0.860034373830143	0.787963251910709	0.779323152020775	0.934836901768478	0.791267309255017	0.838808032865682	0.909904347028822	0.708138101424455	0.887196136508725	0.840949026900849	0.900902595549809	0.759891771360981	0.721649595442726	0.851117404084134	0.698936581156228	0.811560937980175	0.828420839213697	0.846161670498277	0.925139923167483	0.72796363967443	0.854328004895639	0.702944916626604	0.839130218450271	0.977520147992396	0.819735220882191	0.858371695718789	0.868419378502007	0.73689080031997	0.791308160394825	0.769719470733901	0.776599829041772	0.789336182444341	0.756182854643047	0.39276554505187	0.752867961870615	0.404466236602501	0.865194290612731	0.829953028374388	0.915497348457566	0.118662262800812
THY1	0.839871623063839	0.668561802074417	0.823610684253927	0.63996867512639	0.6041966904294	1	0.884549063064721	0.693329332545639	0.458970442236546	0.778477564883318	0.726593732597607	0.698248549381865	0.797492856372884	0.796300756337224	0.0326588703846392	0.884725066852692	0.457008977023833	0.859285604180615	0.0753115816315835	0.798682521505004	0.592885657290162	0.763735958375615	0.65945801617456	0.295117073200513	0.870981417017772	0.937473301438138	0.90937706884801	0.726041644757186	0.916299015273544	0.868254173022952	0.814658847516438	0.872525216095155	0.373818975477555	0.897867823135633	0.780153161855999	0.926808726666908	0.847532416678645	0.621558517123641	0.781981907678016	0.914097792690298	0.831636237979615	0.894117978804239	0.967517077671057	0.800179627735664	0.596641805379413	-0.000803413655700647	0.644166019678106	0.921989198061743	0.299453661129755	0.753416400917718	0.889359809324214	0.851554080766762	0.942056699307414	0.886122528862521	0.742424359554759	0.753671035364415	0.807466729941317	0.733799631724665	0.619107835924631	0.812041283096804	0.458074985424892	0.83926583445071	0.853629159465713	0.304967656439983	0.411437056654535	0.862876286356177	-0.178596045424138	0.736362905467475	0.665482667971602	0.644987812244895	0.899252793151354	0.771028229530585	0.867098368076828	0.858128542669086	0.824138697741237	0.85808543950977	0.157979417506385	0.722508815861881	0.666013682224455	0.798140477061217	0.746349171535776	0.827556797713649	0.857786862445432	0.84859532524094	0.861880098692281	0.796207434306749	0.736622826809496	0.487978370379816	0.80702366033403	0.669582605109786	0.87680451888593	0.76387962102853	0.880911608094053	-0.052646547950189	0.750535113935097	0.689004618324331	0.91235759492156	0.77998878374427	0.340363043435348	0.851863201047746	0.825791041332062	0.773489724935587	0.783945602030904	0.662799553721163	0.444286847938353	0.852735477687193	0.691649921415429	0.873394341368707	0.902810990603801	0.701583117831173	0.815321366303208	0.829563763296565	0.916531428595549	0.74128835440338	0.846667167474317	0.606958027683357	0.839943748647327	0.775023003249841	0.863377561022359	0.856442870600565	0.761874184175367	0.813559904083104	0.582254656893984	0.755289754233772	0.307525888923954	0.78931849927935	0.717883327361942	0.713962158055005	0.136109135415262	0.881586778008737	0.864481592781177	0.845754958594825	0.582390482104113	0.572814558884364	0.716205316695663	0.762434781742308	0.390446174931732	0.818168093437615	0.572658836841127	0.769779766747672	0.630730120771502	0.712368168387831	0.776297965613845	0.555269017432604	0.709250281316032	0.680547444207628	0.807386976483049	0.737570259918034	0.83358708449486	0.903495688234171	-0.0378733473642614	0.856864757501621	0.338926912891508	0.837411457489913	0.764722467574862	0.776324089636396	0.0597591176190375
ITGA2	0.881487114229526	0.800653070991519	0.930701750540356	0.780187110165631	0.787820735056094	0.884549063064721	1	0.827831375789029	0.641150043486859	0.913070483289597	0.868447217776681	0.842928692347637	0.815511008950993	0.905573791347972	0.193026383414955	0.952883573011293	0.579769314087859	0.941051147011538	0.291261480812971	0.942505795429492	0.727939504516219	0.860293521898414	0.832928558146359	0.49986142315181	0.918230231402557	0.948226799742603	0.960443805103873	0.869119039271422	0.943987569020702	0.941429103996647	0.895850214710635	0.952774876267151	0.589373909407269	0.946419204654468	0.910434899775371	0.953361190870244	0.9461948328163	0.759609438201759	0.815589615377975	0.917138018905321	0.895433871100255	0.798579499157123	0.897896436434183	0.927609360182922	0.793258709084848	0.222919112552561	0.838043011875197	0.915944277012399	0.53593215032565	0.893726273702629	0.933620067383501	0.946163975454445	0.942633123985077	0.956084244940692	0.886458370940644	0.907135979245399	0.918558793641329	0.846900469971158	0.816344564659224	0.911019775809034	0.642385495202916	0.899428033298537	0.903166611714162	0.532716951032325	0.64731217111824	0.908120035965197	0.045542634446815	0.87841949295037	0.824452604363359	0.81137959388232	0.947469103639821	0.850290952838788	0.917910497773211	0.917314675469183	0.847689528145114	0.933737116519781	0.339521907839203	0.755506296300768	0.797072597392145	0.879398009940024	0.822255871043744	0.921735560972173	0.937447106358668	0.905610076658089	0.939916580600618	0.909064566618549	0.881960539011577	0.693483562578871	0.924358160177959	0.841322111367846	0.902699702018919	0.820566890533806	0.874145355063811	0.082836487694192	0.8419678094468	0.871086882116247	0.939209223120509	0.853499247374849	0.505084207657197	0.955016994953933	0.855963521919328	0.909044912920329	0.756890829029162	0.801685767279777	0.599887493591548	0.938069427930922	0.864034394104946	0.947052383213525	0.940735512716838	0.83881919530914	0.897325762949735	0.830204789593178	0.905801224342434	0.841325899717556	0.917187938877484	0.716868048401099	0.931103745380312	0.888119857890722	0.91882822101052	0.92058368454939	0.881541773611776	0.908691486686204	0.754019435070764	0.900498180720786	0.4885151438853	0.910743124675521	0.79113051392014	0.813443727500159	0.376666579273829	0.925467626709386	0.894867865881817	0.857497261320472	0.723801543878417	0.725367957203317	0.809993147089405	0.883990743522051	0.549736953834124	0.908246951723054	0.722182271210578	0.8587498648295	0.821439298413811	0.884438798803415	0.921027656875545	0.721572307635093	0.82793181844295	0.746148814296773	0.882340407637392	0.860653153208385	0.917966657472411	0.941208768730445	0.107151297466612	0.908599611712352	0.433933597215537	0.930766257791266	0.860393742467886	0.879332380124032	0.102435830979284
SDC2	0.716914378943975	0.931229310976941	0.842481959272587	0.889801639204718	0.942299301460751	0.693329332545639	0.827831375789029	1	0.837582599605652	0.883030825245182	0.911517039325519	0.853132398217231	0.897606466901628	0.887975575885405	0.622908444147934	0.84628499044487	0.865010505782002	0.831398729532938	0.648187078998906	0.876275535869337	0.91625489464597	0.825531574570179	0.836012417597046	0.822646518638818	0.833812961737822	0.773602233583512	0.828678624115581	0.928333809037254	0.853809709230151	0.842814628822251	0.770633509788365	0.827695539948591	0.867959845138028	0.89336722648533	0.824250505966614	0.84554338739998	0.889563925661778	0.949376544877337	0.784024066084763	0.728991228634434	0.784737793304551	0.626013934007495	0.687379606892606	0.892348768046012	0.907013925857872	0.606807577201947	0.835852132117587	0.808488796704709	0.776804461818259	0.857699453953314	0.838496302505273	0.916467334971958	0.763650025809433	0.802404559146416	0.919216433687602	0.874213089467851	0.929881987357321	0.777992209595961	0.88999037050559	0.799206024249642	0.784758935700478	0.859062182787899	0.691048670292703	0.596361798831723	0.782383604714827	0.729501811058823	0.50072875171454	0.928400859589177	0.925830418582436	0.902828018650218	0.8044411499117	0.92725062834352	0.856662724841856	0.803266840692776	0.81629306989822	0.919678908130129	0.692013906488942	0.905669523661541	0.882355499559934	0.753583906938214	0.75501650630589	0.898342599596642	0.810775331551886	0.791833145206725	0.856105320494178	0.862147896357479	0.943485179337688	0.928918787551551	0.890040750207948	0.884366878127329	0.763710559875216	0.826863063271917	0.779762512295057	0.481880569027061	0.833923294121591	0.886277822645755	0.792465809801581	0.787671481732085	0.774070797172283	0.909849817306292	0.917426650709859	0.94435009730487	0.852826395196431	0.801709706713345	0.513293785261921	0.875822504672268	0.888410773840314	0.896015721471371	0.796859613857468	0.807873371883397	0.896180003797228	0.835213756195054	0.72319222045801	0.944694089314376	0.785558364173988	0.559193110597273	0.847250117214833	0.884491055874978	0.840122691073164	0.804994764047596	0.96296136852159	0.86453714476962	0.814527680607643	0.88625227402202	0.719725311268631	0.892165604607895	0.879911416853705	0.930976274263075	0.724643806169041	0.76359360280666	0.916915045885595	0.761897766087877	0.814199042944493	0.837406820194128	0.865860030284338	0.967020696620555	0.794419311532157	0.884177623030814	0.741120893096736	0.83773687512513	0.940284535249903	0.860471271413062	0.875965208929867	0.854816684942491	0.695863389521725	0.782508817735898	0.795420205773747	0.810519194708842	0.806756205522032	0.795506943283536	0.378591341768804	0.792025442366256	0.374346026360134	0.899385958076768	0.909267997758704	0.960581546231755	0.0703822122773408
LRP4	0.563496404361792	0.842818112943205	0.704936273484939	0.818118552500916	0.873426756710698	0.458970442236546	0.641150043486859	0.837582599605652	1	0.771742886238704	0.773759643696695	0.717773844963996	0.642433966574215	0.720423487969143	0.530208451450494	0.654048875033165	0.661046844007312	0.666763127125277	0.613778119780576	0.736758234684985	0.801374825869055	0.719036351422285	0.764046401440057	0.758872145330083	0.6469399820676	0.562338870303858	0.584162839196198	0.831903648669539	0.637673116739165	0.688832375950426	0.629642788149227	0.627053683020574	0.797904178696708	0.676122559783872	0.680977222754782	0.644157397199685	0.738426221865982	0.76797031201552	0.548990209848653	0.520961998959344	0.625883604994779	0.458518732314857	0.451834260904733	0.776690653664479	0.830332415083436	0.549343085882862	0.778584472904725	0.631989653424247	0.821184947898841	0.766652166035152	0.664394377394166	0.749880493910694	0.568501205163646	0.638802394976094	0.790792764583116	0.747918646964918	0.802719083738631	0.63653914025213	0.787159117116247	0.664595962060291	0.742832553723298	0.687534017473759	0.518461536645412	0.583831385990605	0.817679880161867	0.532156021633465	0.598606641188121	0.778692143782358	0.726933864815595	0.787899206579613	0.638914018512563	0.714451213209777	0.71543238588145	0.614005419502801	0.620107877320278	0.714530018517971	0.654964936765259	0.67835961225806	0.798324040594436	0.583496743458101	0.632901312882823	0.750243596807216	0.606790296921348	0.621845934819538	0.724632156563143	0.71240280297675	0.823023541957708	0.900763184053189	0.736647903996762	0.769291763695392	0.595565870299984	0.677596171334466	0.584031697040325	0.328522714415074	0.692279712891792	0.791251829585724	0.600619546498268	0.633801923199599	0.771112028831263	0.759420825397901	0.665638630375914	0.781569695528926	0.599937719474504	0.751927178321418	0.529467114329709	0.683658649990902	0.806476122740725	0.721380247118107	0.606984585703451	0.743477275437483	0.685616934990828	0.573147602567885	0.490292510423848	0.752504492654142	0.642457432447672	0.502532171847031	0.67346383999388	0.672144242195547	0.613578205135592	0.641089762474749	0.792628350706726	0.66206765054042	0.740775737802953	0.792520608260553	0.525284964606899	0.720479197152697	0.706856443580882	0.728447661127756	0.788758011710168	0.563049750548078	0.675150295838051	0.59970043648722	0.644632665450898	0.677326999765458	0.673782832910938	0.790999894520676	0.651494113572524	0.721945193550196	0.661185650466527	0.665171376764957	0.865616898429578	0.722200234986781	0.761769922494568	0.753105292921845	0.613441688528158	0.652601700927997	0.662178550983115	0.724455343015891	0.626529144815342	0.626662871033522	0.327037535380357	0.580604535302186	0.411484392014343	0.725693607126178	0.726422402700175	0.811231229591803	0.163376253321161
LRP6	0.887059314628742	0.839547981432626	0.94892767835949	0.83620448387693	0.859254555219011	0.778477564883318	0.913070483289597	0.883030825245182	0.771742886238704	1	0.859629886597861	0.885360081590923	0.788217964799491	0.907300989890871	0.287544540374635	0.942855253267387	0.64293061852751	0.9198142847689	0.410749144624912	0.934186511661423	0.773077419800794	0.893276878800497	0.850563398815699	0.618327240798954	0.87159100765914	0.880947596271839	0.895164548259626	0.921795194133379	0.897515754045256	0.908828154563031	0.901892824893636	0.908374658455066	0.682765437452171	0.901290363859377	0.891372381634294	0.89163177723509	0.95444774896348	0.786885975078215	0.743712386390145	0.859873507478005	0.893817276825687	0.686358988430215	0.795416379628363	0.96495954172281	0.902501473167582	0.369926463488176	0.899828574704956	0.864814142452969	0.70439495877368	0.896246268260299	0.874581286474091	0.940657852056689	0.878475968530893	0.910327049516425	0.922750567670393	0.950079074105617	0.925720646686518	0.857462610470075	0.873770928148055	0.872344796435263	0.678490051431853	0.889576592930797	0.858914171497895	0.631545010292019	0.750541207013661	0.861410441097599	0.20638618960052	0.93883390750638	0.855550931963174	0.881934095773088	0.918966382080497	0.841293071278552	0.898214775589349	0.875243975748525	0.809510886228433	0.924319329511668	0.445846835004534	0.750213139448104	0.803373880018415	0.829544829344573	0.804735875450101	0.941391269321639	0.876839697263697	0.902184749075618	0.926329189276854	0.903192946844116	0.935704168752689	0.786202071103933	0.930218982815394	0.840951003080727	0.844043323274651	0.812193437062636	0.829233555821902	0.156641302136794	0.879660452244449	0.914829857501877	0.856426072709878	0.798373270963361	0.63206942179143	0.944610226121636	0.819442573803363	0.905285798061967	0.716493831080349	0.878246475964597	0.673636784149704	0.913781020313529	0.918190307270551	0.922360895049184	0.827343016676183	0.897217665429413	0.861183689529198	0.76188383088757	0.823251894536291	0.862024134783574	0.922683383335392	0.73925486644976	0.929000893297643	0.909696558697108	0.913291290586807	0.901223396173741	0.907706352570987	0.874200421030738	0.811336185769859	0.901504955234793	0.555044835201322	0.928548199005277	0.796456316208975	0.859056440058037	0.527448854990094	0.887719112300113	0.8768478315301	0.778988084258066	0.702743097458922	0.740595176284757	0.812900568096282	0.908894128359577	0.635270336034536	0.868196570519556	0.787851283490467	0.831102699119914	0.869493194258917	0.904582695096597	0.968216014955875	0.80402179571205	0.85134769726086	0.699172264707932	0.842540543820574	0.907430506243026	0.889461847726255	0.923908502929353	0.197670677588644	0.859446490924006	0.481092312981934	0.935474674117245	0.841361830292244	0.91357013850568	0.0864360297950733
