""	SIGLEC10	CCR1	CCRL2	LILRB1	FPR1	APLP2	ITGB2	CD40	LILRB2	TNFRSF1A	LTBR	ITGAM	CD4	CD163	CANX	CD81	CD74	PILRA	ITGB1	TFRC	C5AR1	AXL	TREM2	ITGAL	SIRPA	LILRA4	PLXNB2	HAVCR2	ENG	ITGB5	GPNMB	TLR2	ADRB2	TLR4	HFE	IL6R	CD300LF	CD47	CD9	KCNQ1	TNFRSF14	CXCR4	KCNQ3	ITGA5	SIGLEC1	ADGRE2	TLR7	TLR6	PDE1B	PLD1	TREM1	TNFRSF10B	SDC2	P2RY12	SELL	TSPAN15	UNC5B	RIPK1	CXADR	ADCY7	TLR1	PLD2	ITGA4	RYR1	TSPAN14	NOTCH2	SMAP1	RXRA	ITGAV	CD99L2	SORL1	SCARB1	ERAP1	CD226	INSR	LPP	FAS	LRP1	ASGR1	NRP1	CADM1	RACK1	PTGER4	MCFD2	ABCA1	PTPRA	SORT1	ADGRE5	NOTCH1	LRP8	TSPAN17	PILRB	CD33	PTPRC	TNFRSF12A	NCL	CD44	CD69	EDNRB	CD63	SLC16A1	SDC3	C1QBP	PTPRZ1
SIGLEC10	1	0.801012396749923	0.793219900457601	0.777986074176824	0.910514826497115	0.712774933477713	0.838204254136898	0.827441758245898	-0.020338837871583	0.863582484334818	0.6852844637339	0.890203829958318	0.869769193706251	0.892357508952278	0.677863776449082	0.77745437318188	0.472987476736239	0.87400412657717	0.868069709682533	0.697850016660119	0.59783318075457	0.49413620087665	0.924202741118261	0.859267632147544	0.774899164456533	0.395946221235708	0.784423437237647	0.937023837969693	0.883466152864432	0.719509588581583	0.207883832411487	0.916077190782679	0.758160777916202	0.408727359796894	0.576968395433467	0.804438686763674	0.369445210187913	0.68149846822618	0.220869882224239	0.820933663293336	0.279606554162095	0.200784047593826	0.893168220272672	0.795361536379355	-0.104705384778393	0.757730187218951	0.75222980814216	0.845618634191768	0.467410911533611	0.748821259415599	0.814814454844384	0.92350676872209	0.831641799727147	0.742261718922398	0.444655804018608	0.89340317466839	0.8834302464568	0.786913873561244	0.865778833374844	0.814701425476426	0.849601507044163	0.839146190379766	-0.240254647276754	0.582793794416865	0.754344674930656	0.414479213299036	0.611663482479107	0.766502618147077	0.911629196157309	0.516325693134776	0.929154906983051	0.507343224682405	0.62017105001136	0.795772927408925	-0.0946363951225278	0.798671292044039	0.817054167861659	0.707938708012544	-0.0626486727580194	0.764699996373088	0.460475846309577	0.76354377038727	0.489531799304048	0.784637363491878	0.388943324777106	0.668024484830892	0.856724207203882	0.735407221463694	0.468783125037727	0.841088898555145	0.585644528168457	0.592666765169445	0.878473025459491	0.919019319765067	0.814886502954455	0.826529337648656	-0.0486822617406547	0.589457273079224	0.484570869339967	0.703341062217583	0.705553200483741	0.29399019383343	0.763167683181598	0.0793836557239382
CCR1	0.801012396749923	1	0.829920036747105	0.722615386084876	0.676189712898997	0.869878089590268	0.895249258103168	0.77763718933774	0.309799303510487	0.847685590932995	0.826488033555082	0.841686585534362	0.915910123051857	0.903953101832687	0.818626102613828	0.852325393363269	0.683732628841995	0.824015058505765	0.862455067632451	0.835581311504585	0.765949724260361	0.739572747757551	0.840989357750777	0.734537201995084	0.865545651479739	0.642306166878903	0.688096936248266	0.866321928461927	0.765812265138519	0.859945374087076	0.553186386502641	0.806041308979615	0.520592126867147	0.64469388147652	0.726450089929743	0.867325387696876	0.625441960880829	0.820398568863235	0.521230663412229	0.601639490751881	0.555809886275488	0.28502577799612	0.721283477177213	0.832413404632048	0.306845114211405	0.682610712008328	0.882924926779047	0.757377976369293	0.505942754678088	0.856229340860633	0.679342201961505	0.808573462453413	0.694855643085249	0.427231965346659	0.505582564158388	0.624195662763326	0.66187550205948	0.812509046839687	0.663198310694232	0.875311772774757	0.664292641017081	0.81750790272743	0.11544113216133	0.287630331362023	0.873259817994952	0.674423633367269	0.775500056680122	0.855845353798387	0.678898097637711	0.630496381386248	0.745638897217587	0.730504153233453	0.763736759766722	0.498856427813498	0.0339147470062577	0.862536275382721	0.639058335335081	0.857559871159434	0.300441220289963	0.801924271710951	0.706634721682838	0.824950528826904	0.680086121248553	0.853524741642912	0.686138976976979	0.651780018728334	0.778471935213006	0.738331798548053	0.563815277834823	0.629207242311567	0.725039260839046	0.544526680198128	0.842677061186268	0.862043324674425	0.68965236171208	0.809628443850129	0.286680163530917	0.257110634327691	0.483865294210757	0.82834756027762	0.676412666099919	0.548603087270815	0.818679785202783	0.0334729866834484
CCRL2	0.793219900457601	0.829920036747105	1	0.717073821252983	0.632490651265953	0.919368950798884	0.918041085384349	0.759953479627805	0.294073696832453	0.82373603463513	0.853545839929491	0.768834764855703	0.896820856755148	0.88993096078684	0.835314905994326	0.901146859026363	0.76108103531279	0.862065859099969	0.84990720683301	0.84095307774248	0.882187725364869	0.769414868837203	0.833412768320642	0.732583116176855	0.915638922643187	0.741122714845002	0.650021208558513	0.847695512758714	0.742018240126676	0.84756816425902	0.655247556582588	0.796841421813645	0.536028936779255	0.722399380811562	0.788215468074493	0.863782904192899	0.749415220358799	0.880643515628603	0.63798005609441	0.571223694085909	0.636324187779214	0.409826496442195	0.656587710861613	0.907989270276492	0.350052647143206	0.640470142503737	0.82609458016363	0.725467765909833	0.385004604078439	0.873569036701894	0.666151164388236	0.741425029066264	0.636031455169993	0.326505525746517	0.515153054150838	0.572972856954573	0.604236251944342	0.810328957248378	0.617920355500479	0.855907556661694	0.677912528263117	0.743932376356738	0.188109409921066	0.186396240188069	0.846649462919743	0.676659305376012	0.836672498210523	0.844050148729282	0.641651655111356	0.644650030642159	0.677478142297156	0.823180200939497	0.835949614361615	0.472817569506756	0.0399490054165383	0.854091261854863	0.582778905532116	0.891297060342735	0.462072753427956	0.719612941309284	0.771073190395933	0.879291163246962	0.813231673834529	0.884462531040525	0.725629848204271	0.656608986499311	0.779357281289938	0.728470023179309	0.635277920816891	0.610741587499414	0.712160081968808	0.565417005122257	0.834436761643947	0.865767004788847	0.670221457346624	0.860701207985561	0.393146454680409	0.194304305531594	0.57396591249663	0.899586971951358	0.668018720597082	0.596314401670319	0.880310099793452	0.080540840418156
LILRB1	0.777986074176824	0.722615386084876	0.717073821252983	1	0.67801338716448	0.717143166557314	0.773567662549075	0.667447276479913	0.0817432254528428	0.777591359847622	0.766250050528798	0.781752261209647	0.78205751287759	0.799049881565074	0.691414852839443	0.698470016664816	0.571357972825347	0.714611060957893	0.740392329512037	0.635122105587042	0.680976617525608	0.604530474257687	0.754195027053176	0.733320333878602	0.750519202207741	0.451781126428776	0.783176861105131	0.798942350621294	0.748632487187138	0.724182019862555	0.352263535531068	0.804264920361974	0.585787192282371	0.522527974350509	0.691778143935738	0.794097312696682	0.465884764013363	0.634173002740581	0.362288616785978	0.730338907153383	0.415290443165499	0.347519661387917	0.694435460030438	0.700817362054168	0.126727729449093	0.651327717083421	0.715117917314019	0.831935071921335	0.390747867348253	0.750054044845131	0.656035184709399	0.674252499416255	0.645024923848667	0.498231394902876	0.53660614096176	0.553887097124151	0.672798818521399	0.754977491267301	0.664243372116164	0.77959398502498	0.739711872395043	0.72625603516152	0.00668687194188916	0.369393048905604	0.801236276448302	0.4997966371521	0.583196829370123	0.727150157484271	0.716204067606977	0.540164279989738	0.763480663457172	0.544603051304816	0.718329625035368	0.626402081196621	0.00996800277539049	0.730365344947179	0.628674799650806	0.734584811794178	0.15850473589144	0.716440339772633	0.545386081836834	0.661348882978664	0.566154147665246	0.718179975793736	0.531258618876729	0.611178553238529	0.801353759383221	0.611766596426754	0.513006176132509	0.69381747635944	0.612325941201955	0.540476921295313	0.656008097192739	0.806598373380054	0.717609788867249	0.723678209702135	0.170370220406989	0.382545595377381	0.449390581091338	0.638138999331089	0.655349436589178	0.409702170049041	0.663348314660754	0.0708098557356693
FPR1	0.910514826497115	0.676189712898997	0.632490651265953	0.67801338716448	1	0.516236035812874	0.712865860649131	0.806568350310773	-0.290847938688335	0.746736199476806	0.523697209125569	0.821138957764489	0.738036234600846	0.745069234810899	0.502339486664446	0.608445848593592	0.213082058364969	0.743469241229056	0.752548371202667	0.508044753487897	0.395745392995298	0.253323947225197	0.844268096749764	0.810314904146933	0.624969612672296	0.162570730444854	0.809620449264848	0.852980594102645	0.863977752796071	0.542024819267058	-0.0529151734690037	0.826502682397426	0.718021318815081	0.186338181513374	0.410107153797786	0.693875925921373	0.118923944232025	0.480244912795393	-0.0314787269674221	0.879835576704059	0.00970069092349422	-0.0391222192563824	0.929197892937847	0.684757133761338	-0.362122525097449	0.77080394139368	0.551630114088644	0.813557321633992	0.40951768082715	0.578037662778006	0.845727886361701	0.882315716746669	0.720844754292582	0.899890484944402	0.307696479317914	0.904332667815495	0.919554605807276	0.615649063018167	0.873112652403788	0.671517883867452	0.816264699012792	0.763174297609876	-0.49568070978492	0.64570513378329	0.55218811683042	0.185827512582907	0.357640051706544	0.60641600443221	0.934262304654263	0.412249627634596	0.948876620126354	0.257362818640768	0.4056023040672	0.818612825640669	-0.274334014741297	0.642117335691531	0.865367079299732	0.516045878507529	-0.292963678559853	0.611596413377163	0.219429904093774	0.588708758228791	0.262168311491903	0.638078268021021	0.137577454226149	0.528150462249894	0.783438813917526	0.646359634358904	0.297558230852684	0.855107169231496	0.403983834115727	0.540569050541553	0.728339466714571	0.802925524735014	0.790540609069966	0.672704284066633	-0.297277720126475	0.701881543270456	0.339482094755858	0.53445368929737	0.62281311964362	0.0673556497915215	0.621748155419889	0.0566434222004992
APLP2	0.712774933477713	0.869878089590268	0.919368950798884	0.717143166557314	0.516236035812874	1	0.954408072970043	0.740632466105379	0.454872130893651	0.850076874522981	0.919611137549358	0.802068498631325	0.921800359348337	0.908679064913857	0.947279203483303	0.953855948450407	0.83804422343127	0.838036405211103	0.896213973784289	0.897424480636559	0.945629307691406	0.896865960370411	0.83664763015746	0.701398751584208	0.970866469958313	0.846414525746777	0.68971435422982	0.825925745863199	0.734974006202818	0.913404530315837	0.795155425178721	0.750476712430163	0.364469553328635	0.846154460931261	0.81468174102516	0.90741429364135	0.848458661019816	0.949465144635796	0.79375435374113	0.502495091734698	0.790284123135757	0.382830941401809	0.600049341925982	0.905331013463641	0.537444420804879	0.620799510750953	0.894823631955563	0.713630121275845	0.470399606014545	0.884184677013993	0.603764203879743	0.685252316188284	0.626486815148799	0.179046130328723	0.546843249119996	0.451286369847055	0.523907032200629	0.86174856667701	0.594558113490788	0.901368435733085	0.658962571927666	0.749510290159881	0.341919928210346	0.000695496080533501	0.92093887036587	0.833938609886506	0.9280995199538	0.915300974805993	0.588584247484544	0.74752180713989	0.624158496504293	0.913471282845086	0.891817014069627	0.387137968108252	0.108204231642975	0.90358710208232	0.53478668789456	0.981774250524663	0.58720739280033	0.81950285798896	0.906532044742107	0.917074890782746	0.881955079117362	0.946108020058316	0.883208131984671	0.730709989832115	0.787157611437745	0.803932370007127	0.708058735846015	0.545541338223678	0.82588502150981	0.56369422614995	0.841307329689903	0.841469404644811	0.691912371694855	0.877273576461887	0.573987228375204	0.0216517565315863	0.647570622126629	0.962686645050151	0.742743509720973	0.760795377678338	0.909966712666602	0.145351332340499
ITGB2	0.838204254136898	0.895249258103168	0.918041085384349	0.773567662549075	0.712865860649131	0.954408072970043	1	0.847630041940939	0.242058728980115	0.90144419486801	0.896934520629	0.906763444599311	0.972525989263524	0.956889920431834	0.908678835299909	0.954625184591893	0.722824166697556	0.889484640588365	0.968154099079916	0.846309663513996	0.867110204101512	0.776965626154635	0.944680529951255	0.835990253968311	0.967024592666662	0.730052043179564	0.81690620918168	0.931124769761928	0.881740479479225	0.881224761920193	0.617332198601765	0.840374874990569	0.471017704738282	0.738357997813224	0.785951456590274	0.94531153182494	0.71738191620953	0.892843435084808	0.62806763443341	0.682418651381776	0.624933729565025	0.238528284108372	0.770215637179868	0.947104100765731	0.306819124050862	0.745819547512613	0.863579813172256	0.837928005723831	0.520830820410778	0.871910151292116	0.773004238531209	0.814599873327793	0.732729482438396	0.414914938227504	0.549398741307131	0.638208523136936	0.691886628820163	0.868572637021388	0.747836719300818	0.92129399952294	0.770046006851649	0.825688352117075	0.122527266636374	0.181099123328253	0.90070776299185	0.722346863009477	0.853196239543293	0.909819231443544	0.753329084273921	0.731146529919978	0.789053926311315	0.79944558896231	0.823428905119245	0.560532514930734	-0.0462271004374585	0.907915552732113	0.709690792720929	0.943123899663372	0.372477013707546	0.853210833962817	0.782442037157486	0.916286614131566	0.767998164386807	0.954284656953602	0.731010132321372	0.719414317390087	0.853379241467461	0.854613298309207	0.608319995151594	0.711083143665702	0.787377111371499	0.579959677484954	0.895506634330059	0.915253099658924	0.813785572879228	0.882651764616941	0.364191465178	0.205720394791981	0.599301656626901	0.940156430787093	0.784454298729792	0.598323559693954	0.907663583679456	0.0962109467183279
CD40	0.827441758245898	0.77763718933774	0.759953479627805	0.667447276479913	0.806568350310773	0.740632466105379	0.847630041940939	1	0.054128212586088	0.836684832075436	0.724689984436974	0.80505385196729	0.853102610394023	0.84250759049429	0.724875689515646	0.818264482816081	0.524895546877666	0.853849440510724	0.839425088415502	0.678450808794178	0.672980641442144	0.53549760235754	0.873492094491653	0.732928749137417	0.759567921841448	0.529004445316491	0.736400353546506	0.846074704200275	0.812005616794066	0.710799403822801	0.343136675656639	0.807642321146787	0.573841864168309	0.501940017588629	0.64298823439397	0.771051086241102	0.478210118279471	0.679565140153451	0.37375777251255	0.734129336670444	0.370531246365277	0.170262107270461	0.804905372486986	0.809756202778651	0.0113229855815401	0.660469465570165	0.698527393036707	0.734538897337979	0.49726923753374	0.643414764823741	0.714200248944627	0.847056365723524	0.702442205536193	0.618290021073671	0.515382052983385	0.753633863366687	0.712588955687273	0.768308302344328	0.752095387863957	0.774216110774606	0.75991423816857	0.766973785002906	-0.143587641573135	0.351832962669098	0.709446464641322	0.48469397580356	0.643569009262666	0.81884993453863	0.756201599298689	0.556948053291494	0.836340445749761	0.558185932763544	0.60994624292505	0.626104392045029	-0.00636761507323103	0.785427766692819	0.802595731663691	0.735028593136723	0.0891671190598623	0.719288958252282	0.567585571466018	0.788433694255772	0.526323036080191	0.774816571814537	0.460922652470542	0.616579779228584	0.80418412148339	0.751640689341757	0.469129685273992	0.687432845273131	0.629760337434386	0.517110952154446	0.848047077324966	0.848257021630695	0.730582822451313	0.795985355418959	0.0771331479407452	0.464156145051235	0.461579076378395	0.782343612813577	0.715516484750285	0.384306283604418	0.814902093136229	0.071382428544719
LILRB2	-0.020338837871583	0.309799303510487	0.294073696832453	0.0817432254528428	-0.290847938688335	0.454872130893651	0.242058728980115	0.054128212586088	1	0.164328417516923	0.416013838386038	0.0319117410059013	0.230834175754793	0.217702870789357	0.389881088839604	0.385096246857642	0.708255654160571	0.290616898188456	0.147063287604725	0.344481132200264	0.499974805965969	0.678198990723632	0.067726640028735	-0.110582704440322	0.324344111662761	0.634418853123983	-0.134661484356142	0.0266189628841008	-0.106969763859938	0.442574373638739	0.74690237525381	0.0649207702623526	-0.138924767171873	0.58874553301736	0.339418641546285	0.200148323851522	0.666948033673128	0.493416842733677	0.734429871870863	-0.334266760085181	0.744998359201231	0.620820594173691	-0.272359940406097	0.217704487074068	0.789066255522864	-0.0507225497673988	0.463759259355447	-0.154846016047385	0.0269970928673843	0.340846753945556	-0.226603201434023	-0.0683473762551558	0.00224819450696553	-0.557265270966611	0.335852161135832	-0.257923826323757	-0.270966581626657	0.228317399237402	-0.260141668929401	0.295552761769294	-0.0418438574646739	0.0685230161791942	0.831398577258689	-0.477794769295287	0.34914735357403	0.519425718338304	0.550440818667639	0.311131725656909	-0.263411368290896	0.24503784881017	-0.21815706132075	0.625550453992872	0.413097788100149	-0.304330095685947	0.503901840607977	0.217782573853835	-0.19949446297555	0.383577924296807	0.793623589559149	0.221481206655478	0.591568488899018	0.43142210795379	0.597144552725403	0.281761183389309	0.642128638333463	0.100821789029947	-0.0232187587825085	0.13299359943778	0.240515025350577	-0.31636665956499	0.382912454718933	-0.0143500070472396	0.224877351350673	0.127284790973421	-0.151379385369035	0.254906217566836	0.693792625298642	-0.408222230012202	0.171581311617604	0.43027251864134	-0.00161035340085665	0.545547886649159	0.361313548016512	-0.141779621802594
TNFRSF1A	0.863582484334818	0.847685590932995	0.82373603463513	0.777591359847622	0.746736199476806	0.850076874522981	0.90144419486801	0.836684832075436	0.164328417516923	1	0.849463578751409	0.846928310707676	0.890004458659848	0.897179206287408	0.886208809476472	0.902911175532205	0.683249802571866	0.849713070751372	0.895491806717098	0.841787586688323	0.776316563313714	0.698029448342494	0.914670154392624	0.757001248450336	0.873522293527224	0.627361242929495	0.819443585347392	0.898632433812228	0.813949102013144	0.817473987330714	0.487017473664364	0.864345838173923	0.622891366128863	0.662554174583312	0.721545303144126	0.84084144768259	0.62745842162276	0.816572314433363	0.517009974919936	0.696251014520174	0.530846411988272	0.312558950057432	0.77599313421481	0.838255755446528	0.193210129527645	0.68590497036075	0.819167920371226	0.808965105637761	0.521546949655615	0.77380354243469	0.699624125756361	0.852871453789555	0.742392300770121	0.509956080266592	0.577743349835369	0.674557967290444	0.705741190981303	0.931991381470997	0.780191559257913	0.863987615505911	0.760960436560174	0.812799618599731	0.0185275692740853	0.259769646701399	0.872822055529267	0.707041004725845	0.815767272954545	0.889977632927012	0.809542961990287	0.731273894643896	0.824203530361029	0.708915496405802	0.785479854258716	0.620169081582767	0.0815942811544644	0.890609143102002	0.682610629533277	0.876837165200595	0.223334650175313	0.837417879132294	0.751142135352345	0.891688089529223	0.655395526788941	0.89860621912928	0.655143645171598	0.847597845487025	0.90485988604208	0.795834590053396	0.687475854911444	0.697396604605654	0.805865380908268	0.648012915760264	0.881952269120307	0.893549378738757	0.831023150201364	0.94107791179755	0.302979808382591	0.344166141333689	0.722984155577684	0.863932720778704	0.868750273125105	0.64101003810453	0.908761013834626	0.307290592180289
