""	SIGLEC10	CCR1	CCRL2	LILRB1	FPR1	APLP2	ITGB2	CD40	LILRB2	TNFRSF1A	LTBR	ITGAM	CD4	CD163	CANX	CD81	CD74	PILRA	ITGB1	TFRC	C5AR1	AXL	TREM2	ITGAL	SIRPA	LILRA4	PLXNB2	HAVCR2	ENG	ITGB5	GPNMB	TLR2	ADRB2	TLR4	HFE	IL6R	CD300LF	CD47	CD9	KCNQ1	TNFRSF14	CXCR4	KCNQ3	ITGA5	SIGLEC1	ADGRE2	TLR7	TLR6	PDE1B	PLD1	TREM1	TNFRSF10B	SDC2	P2RY12	SELL	TSPAN15	UNC5B	RIPK1	CXADR	ADCY7	TLR1	PLD2	ITGA4	RYR1	TSPAN14	NOTCH2	SMAP1	RXRA	ITGAV	CD99L2	SORL1	SCARB1	ERAP1	CD226	INSR	LPP	FAS	LRP1	ASGR1	NRP1	CADM1	RACK1	PTGER4	MCFD2	ABCA1	PTPRA	SORT1	ADGRE5	NOTCH1	LRP8	TSPAN17	PILRB	CD33	PTPRC	TNFRSF12A	NCL	CD44	CD69	EDNRB	CD63	SLC16A1	SDC3	C1QBP	PTPRZ1
LILRA4	0.395946221235708	0.642306166878903	0.741122714845002	0.451781126428776	0.162570730444854	0.846414525746777	0.730052043179564	0.529004445316491	0.634418853123983	0.627361242929495	0.804158963961127	0.493093198434289	0.664400494679347	0.637570960575504	0.828139095352604	0.848156816025261	0.88070343303072	0.656377476872996	0.649368807251543	0.729622563876267	0.876291694062636	0.883908272065506	0.577140746996818	0.345367819172261	0.757195255964674	1	0.387497380128498	0.536110477047413	0.376088898170004	0.733481527572778	0.933469554266039	0.509762912314248	0.148162094333625	0.868221138045799	0.694453160769849	0.629081526928023	0.918660351034581	0.821966035859746	0.931323261407399	0.168015672410498	0.912283787361471	0.53661092679203	0.266340975413606	0.7083469554967	0.720576784298645	0.306621773007039	0.720272194383729	0.397622404818732	0.319640605612511	0.690707156066831	0.278739776636467	0.358612218349523	0.418998535570159	-0.168137814990263	0.54355936813225	0.116578166752993	0.124542411844844	0.714280424919785	0.215715816835168	0.724618052536937	0.333593367460689	0.450928918132559	0.558421449165477	-0.321746276972065	0.746155772684773	0.83087754124191	0.891638242900429	0.722089893690873	0.251025403047472	0.684001092407656	0.284249574540742	0.917104518746765	0.77355574082075	0.0865287089509085	0.212641447018236	0.669440718705236	0.212086362512371	0.834997521834733	0.781338241234346	0.574222614327564	0.885958228108922	0.81898810163488	0.89520630214447	0.760376950595531	0.892108330724773	0.531358304738866	0.499204798648415	0.591127266816854	0.586679482001973	0.140157306035752	0.745760382180523	0.389091081513865	0.647251117402369	0.578702303344081	0.361215031767921	0.698300166473525	0.707588403364057	-0.270560595479472	0.555633387836967	0.882621108988921	0.51651838655363	0.760963315065126	0.808453185425502	0.0609519320598947
PLXNB2	0.784423437237647	0.688096936248266	0.650021208558513	0.783176861105131	0.809620449264848	0.68971435422982	0.81690620918168	0.736400353546506	-0.134661484356142	0.819443585347392	0.731878406639035	0.881288425660611	0.791836969991173	0.782324243114977	0.743475199132989	0.723413991937979	0.395281537899851	0.664688381395852	0.844064687445182	0.626909327539499	0.595953926430454	0.510182815581231	0.85857238409746	0.802586591303888	0.784698026629429	0.387497380128498	1	0.84672901645426	0.8801243692765	0.638552436205989	0.233447097805936	0.776120561142435	0.514509673779064	0.465273989646744	0.521361055979699	0.82758708942481	0.352027976795404	0.61356571475138	0.279622192408521	0.847474454134463	0.313581739112587	-0.0487286139833145	0.863571586102025	0.742079677055258	-0.0194114917555241	0.78394345204986	0.62876991826905	0.888000396142987	0.561583182343418	0.641663054661922	0.792485018396785	0.752699479153983	0.675759151072378	0.634104831224855	0.393761944876496	0.652258571873639	0.798496087223457	0.752251326248761	0.838174113914302	0.777078707583262	0.806980399664102	0.77820193360139	-0.224624327789427	0.30658456707215	0.721980377003388	0.471354511609366	0.529913337074479	0.719529308945313	0.879374902474408	0.637039937047287	0.870842757946314	0.461546433959192	0.613968965148203	0.737985900307094	-0.235359473092172	0.747687026273627	0.745927311473364	0.718126651723467	-0.0123321269289859	0.787011056996696	0.49894300541893	0.658558312838754	0.461614491910944	0.79478523273667	0.450378382804755	0.70900923272616	0.865009905876971	0.77325487176653	0.523666141799049	0.784995821156612	0.613919524925103	0.583434468767139	0.727463611651774	0.799640806710685	0.894810701416577	0.74536987707214	0.0513624305653206	0.372393689121331	0.523747704319097	0.676705375128544	0.813216254490955	0.383167276855149	0.710109745004871	0.237037839689241
HAVCR2	0.937023837969693	0.866321928461927	0.847695512758714	0.798942350621294	0.852980594102645	0.825925745863199	0.931124769761928	0.846074704200275	0.0266189628841008	0.898632433812228	0.787929340387337	0.944236928062616	0.93721364860796	0.952876719805977	0.804861151700852	0.873249863590279	0.564505768192451	0.879045900574172	0.957913394479095	0.780126440284117	0.702289120166885	0.622605382502957	0.977814607027343	0.917403674981198	0.883689091517637	0.536110477047413	0.84672901645426	1	0.934609658246961	0.794710082908384	0.366220805042094	0.919937880847312	0.639907247675688	0.547964614144546	0.646192913705939	0.888487375601624	0.498236997885043	0.792707573847998	0.378193558129426	0.826031954255791	0.430617848235731	0.170456905684756	0.886986774284706	0.854417282791144	0.054829775680391	0.774056435143309	0.801506858896538	0.895101697884471	0.544730770433442	0.832314385072682	0.862867193123539	0.881611671652076	0.838496693302438	0.630872003362826	0.46619653904844	0.814676095318476	0.831481881040686	0.854571132495505	0.861694532969279	0.8949184434901	0.846415096099547	0.861301736462671	-0.116486371226324	0.422186243875999	0.844573782055257	0.577107326289728	0.71493347473516	0.837668903926773	0.899530694832723	0.636737655621592	0.904028128187941	0.628114166896151	0.704920227115462	0.715130071811783	-0.140339404847808	0.876658121899472	0.811680306108359	0.829531398863261	0.0792641176912613	0.853424553533871	0.608277023734421	0.84002300916563	0.597939271542762	0.887851500370178	0.541326643030858	0.727618789841752	0.897126578336283	0.818056258273293	0.544333319130855	0.833103975162382	0.683673373745434	0.584247858532843	0.90312637147581	0.941265738510536	0.869862068178906	0.868283112544324	0.1033591477032	0.429047846345534	0.53622560396049	0.81586589381233	0.792869345168267	0.412674698671782	0.833230923277701	0.108916574585984
ENG	0.883466152864432	0.765812265138519	0.742018240126676	0.748632487187138	0.863977752796071	0.734974006202818	0.881740479479225	0.812005616794066	-0.106969763859938	0.813949102013144	0.696360514169607	0.949165583353005	0.875262524645316	0.888493489539009	0.710455839318311	0.765486597592955	0.414725526822622	0.78972282189513	0.914780975388041	0.656892605815222	0.603897433926521	0.477997525285909	0.93265790091712	0.940049448339497	0.813337257592147	0.376088898170004	0.8801243692765	0.934609658246961	1	0.699313876000207	0.224248345461278	0.817323392805116	0.551688811474378	0.45197090422632	0.571016516970832	0.846591178887086	0.369596734064975	0.664604318171568	0.259373932454113	0.882425302248738	0.28068938088693	-0.0251592506876708	0.891339108186139	0.813389965787598	-0.0725363261395245	0.837946785872511	0.672487558039876	0.907385252352753	0.582826424681651	0.719365379186676	0.904284335823873	0.84294066098307	0.780894781772344	0.678857937472607	0.390626515884676	0.810833698025011	0.88062799302349	0.735445274621055	0.882544238041074	0.806875756430767	0.844119117629093	0.822504337570732	-0.225819148391519	0.459757844417672	0.734689738264412	0.454768395455079	0.580088584287641	0.76019605365609	0.887731899089705	0.587673218500967	0.913315930529958	0.473972199260987	0.601734511655455	0.755181828577373	-0.203328714911201	0.809699538723631	0.867328028687582	0.738704893767021	-0.0237461942955845	0.803688134400757	0.473724743723652	0.722030819961974	0.473507171656353	0.825021087357058	0.400572948964984	0.640378101881889	0.845769180548044	0.81726376902572	0.443256937352527	0.890687803491012	0.572049489556204	0.523544844879441	0.796048240111575	0.881594263285026	0.906980987812969	0.753016107777935	0.0168413653365826	0.46751427318547	0.460845169932183	0.716641222039931	0.757914264906285	0.295206458905108	0.714037779887934	0.101074178863955
ITGB5	0.719509588581583	0.859945374087076	0.84756816425902	0.724182019862555	0.542024819267058	0.913404530315837	0.881224761920193	0.710799403822801	0.442574373638739	0.817473987330714	0.879649272971753	0.752335534262872	0.865622238629536	0.861176582432522	0.839967566116816	0.870203995199331	0.754035219187915	0.825772988379358	0.809008412378616	0.806480343234409	0.846631811321758	0.857456977968811	0.785885748605757	0.637194133316082	0.911269113251019	0.733481527572778	0.638552436205989	0.794710082908384	0.699313876000207	1	0.701137991204387	0.707661339149154	0.363760759987271	0.798113304944256	0.767782184007381	0.865587752881869	0.767447267313141	0.857471498776311	0.660931017120098	0.486127921415594	0.70389656375542	0.327874753193973	0.567983867567097	0.806859107256896	0.509375696033651	0.528524053010762	0.901295211943652	0.67827140785193	0.48894318741256	0.873556739204576	0.502314688797547	0.67609584480952	0.600775154280333	0.235053247933463	0.46427201656852	0.474547994493729	0.56349863762111	0.76707882761372	0.543491743379401	0.85099211697293	0.63320090826389	0.682110918084982	0.223786023130121	0.0445042315278881	0.870805267238494	0.74835321631488	0.819706811931221	0.862154371477274	0.591947748930604	0.571995288953048	0.622793839279787	0.873432107202235	0.791863429092885	0.351491413273827	0.0798953659287307	0.824907129328458	0.524041774173712	0.894648152581166	0.482310610360782	0.802373424810259	0.794177084386767	0.829207590164599	0.755591878436269	0.841198309097734	0.813018744335691	0.629667651409363	0.715610839236717	0.652585922824473	0.613858887367007	0.472955045857843	0.795710296490978	0.409734821590032	0.801999200170505	0.765567615278815	0.613491443013872	0.78933854900635	0.420030395938958	0.0565158238755848	0.555341129971104	0.868105954344982	0.613541124261728	0.679551709101399	0.821340795688607	0.0233886458437405
GPNMB	0.207883832411487	0.553186386502641	0.655247556582588	0.352263535531068	-0.0529151734690037	0.795155425178721	0.617332198601765	0.343136675656639	0.74690237525381	0.487017473664364	0.739661466534621	0.33823329039345	0.546335670330909	0.512752181595355	0.753918143291405	0.724355220003412	0.8691550683983	0.484566806501073	0.500964300954933	0.671888404949421	0.850959182709978	0.886836862417319	0.395305979179547	0.190958561840081	0.693206037606967	0.933469554266039	0.233447097805936	0.366220805042094	0.224248345461278	0.701137991204387	1	0.320750650300567	-0.0264307496461892	0.904332539826209	0.669795011762556	0.553349252045349	0.956265772235404	0.764285819526964	0.973208504605617	-0.0357797288101954	0.939366952721561	0.536774460546585	0.0581740376446954	0.586355966896541	0.883716054493525	0.187099113911014	0.658234992074571	0.257934825101497	0.245171678499935	0.61540905617172	0.0894807297008495	0.193895269585327	0.203382019333069	-0.381980220272712	0.457198725270706	-0.106964405069072	-0.0493111238932957	0.581844579940552	0.0278976226028307	0.596676485716374	0.180907787180546	0.300325906044249	0.719843871586161	-0.466461902968942	0.686780328022594	0.850206992978647	0.845765403696165	0.629559072531322	0.0396304684045775	0.606379479565158	0.0778451332946422	0.923390737534321	0.760695600555537	-0.119788562709417	0.277846459234056	0.561606817811016	0.0118773911331161	0.775666423107847	0.915273349909166	0.502699172778136	0.888966393118957	0.698322798002974	0.871937592499443	0.656561576346565	0.925249072987445	0.422059011897307	0.342703895400526	0.451538158445555	0.559794878261364	-0.023137688820945	0.707243380764726	0.245880677705723	0.487406242168895	0.424866788626345	0.193317631990542	0.570248656055265	0.827515441837768	-0.451749784895233	0.482100540625738	0.785323471739873	0.374800715662477	0.802695331022395	0.674079453530607	0.0320756807136433
TLR2	0.916077190782679	0.806041308979615	0.796841421813645	0.804264920361974	0.826502682397426	0.750476712430163	0.840374874990569	0.807642321146787	0.0649207702623526	0.864345838173923	0.755019118571712	0.871936354424675	0.881908891837112	0.877063087585097	0.735891407818269	0.809264724994293	0.583955429954284	0.850881365900925	0.859624361992405	0.727020250392266	0.675744243499138	0.577699583172377	0.894905697434717	0.815665028908185	0.807358258098428	0.509762912314248	0.776120561142435	0.919937880847312	0.817323392805116	0.707661339149154	0.320750650300567	1	0.721432488795108	0.461416653600907	0.630099096554747	0.804282593334702	0.44001183567761	0.723129650485464	0.350612565669423	0.784468598554161	0.404676361487927	0.333280264009268	0.837322925456546	0.791982765201764	0.00238674336458754	0.779962841829768	0.778490677803789	0.827913489867976	0.40787859637364	0.78948399721072	0.790008297501607	0.850610009631404	0.799279240261521	0.645522333919433	0.481348801027954	0.78173705772817	0.797513047992472	0.827310465846043	0.788742490360762	0.852618514588413	0.852063979821931	0.824721097828878	-0.0877202257957439	0.47137298670774	0.829325034388915	0.485505157986197	0.661427199373324	0.785453127369166	0.860626724688513	0.626872355755862	0.873296959232511	0.560850258716427	0.685155759994064	0.716016398453873	-0.0320470367478579	0.823761485404175	0.722344039685486	0.749241787984254	0.0530727792735633	0.763879871414964	0.542181036972894	0.786511828132855	0.575771729162384	0.81076633217202	0.5034623554117	0.688582629421838	0.867898584244643	0.725951621756985	0.51112663082631	0.770903104982857	0.643445718212888	0.610076742583779	0.839481915088969	0.928778328863095	0.760446842336808	0.851370717850481	0.090382635176364	0.476172401166264	0.477524817466249	0.729795020807214	0.732456430873969	0.360206889367814	0.784767385012803	0.0808568048332651
ADRB2	0.758160777916202	0.520592126867147	0.536028936779255	0.585787192282371	0.718021318815081	0.364469553328635	0.471017704738282	0.573841864168309	-0.138924767171873	0.622891366128863	0.413688559552011	0.556308475072686	0.518007915206289	0.560440922991097	0.368774713561196	0.465036260745367	0.323337673359337	0.593624599007084	0.497538842881846	0.441401310868632	0.324970984255845	0.232841033986702	0.594887554121044	0.547610662915642	0.431608611122995	0.148162094333625	0.514509673779064	0.639907247675688	0.551688811474378	0.363760759987271	-0.0264307496461892	0.721432488795108	1	0.169845032784196	0.334160890887189	0.425404461054363	0.137129445723937	0.344570434103037	-0.0175766090124788	0.682381748762221	0.0320576903577118	0.356793545344385	0.672959266331594	0.444132244747935	-0.271497312936003	0.504140507011768	0.416034547239094	0.575456690623363	0.214453853715376	0.429736735450437	0.547761190184935	0.659089988883985	0.580695785322685	0.679996355558303	0.349845114805474	0.711770395534773	0.669173924239632	0.554851571844333	0.596676374394427	0.526942932432927	0.62005915289992	0.628325311790807	-0.28417020788713	0.650220045537644	0.453731620277855	0.169222500463219	0.326181556021269	0.42247433202867	0.678694383774928	0.310351325054594	0.729140330842764	0.223153977214433	0.389488797158741	0.731953251943156	-0.0016216869934097	0.493219136116612	0.524193703271374	0.378084660472328	-0.200725756211361	0.45608496056551	0.21027520631877	0.47074255834874	0.272466668961083	0.462154931663307	0.0966523597189402	0.448332693671909	0.62149325041235	0.418606857741285	0.313844256176834	0.640274579121883	0.253332082513288	0.486238887688732	0.588834587477625	0.696404991152345	0.50149789359586	0.60654898852291	-0.228007179250624	0.713181364773653	0.267931526607445	0.369757497350958	0.465617669558934	0.0576228621312811	0.483356763569188	0.0834333672800106
TLR4	0.408727359796894	0.64469388147652	0.722399380811562	0.522527974350509	0.186338181513374	0.846154460931261	0.738357997813224	0.501940017588629	0.58874553301736	0.662554174583312	0.828483271034496	0.527722207572779	0.650771417534487	0.643779731059091	0.851264193775181	0.806463129541615	0.845811986807169	0.579765961030507	0.643161000966012	0.754975318907971	0.881108304238143	0.885794469342018	0.569328512448383	0.362271897409672	0.79479351204564	0.868221138045799	0.465273989646744	0.547964614144546	0.45197090422632	0.798113304944256	0.904332539826209	0.461416653600907	0.169845032784196	1	0.686245995152465	0.687940413254976	0.94234966611497	0.79341842753758	0.876255804170449	0.234822286410758	0.878240762846205	0.457306676436823	0.298842548591956	0.660038165931871	0.74894458886715	0.361160375168539	0.710030885646903	0.494115902077134	0.446130287433849	0.649012787662105	0.271789873967705	0.374859298947303	0.338812804121054	-0.123554679302834	0.49611245980946	0.0818470186745049	0.185943098970756	0.699173877469903	0.237838942940958	0.69528767426317	0.370001472282103	0.439553160579836	0.513409516466963	-0.28841489947919	0.78412938897442	0.910037583577093	0.864062433512659	0.717982074084407	0.293708840153959	0.68671047379121	0.333439358958678	0.930066943479238	0.809676212852603	0.144398407812639	0.144835802135821	0.671229839312591	0.231335805582556	0.84474351834031	0.762444244082841	0.670155251178697	0.87614621549781	0.769764229968498	0.850464694932564	0.766862988062713	0.880591001240989	0.544218719801515	0.510585297317565	0.597007920069276	0.605914458206766	0.180951468870362	0.763335642718883	0.28188147867893	0.633399156272248	0.599146601815201	0.386618702066985	0.6991526141687	0.663360175726745	-0.242086687828984	0.520380579558913	0.847404547890841	0.543176982744574	0.761273137179894	0.752037563753539	0.0601586201026288
HFE	0.576968395433467	0.726450089929743	0.788215468074493	0.691778143935738	0.410107153797786	0.81468174102516	0.785951456590274	0.64298823439397	0.339418641546285	0.721545303144126	0.76645053060905	0.589855519919871	0.775148399930433	0.722380274107839	0.715812996761209	0.757992894655179	0.704705493263665	0.689439335441949	0.6801423507862	0.696743683451696	0.803056929037911	0.667949567819041	0.645087970689564	0.564004533914244	0.779316927194316	0.694453160769849	0.521361055979699	0.646192913705939	0.571016516970832	0.767782184007381	0.669795011762556	0.630099096554747	0.334160890887189	0.686245995152465	1	0.732048557794961	0.733591887166009	0.722759001701637	0.666097675006161	0.396781641632718	0.565326782074938	0.41193656324542	0.444433586443014	0.776926267128954	0.396468681102172	0.463427553354114	0.690626640481952	0.584712005454597	0.15398710937809	0.739085128054291	0.506693707097937	0.591054547362304	0.506361633892733	0.159891642275515	0.528257880256683	0.351474743781173	0.382566071586044	0.696761892959968	0.408752553274877	0.709032848031575	0.437715234222695	0.587064065630724	0.296813226350606	0.0444256638794957	0.774906145545451	0.654464998703569	0.763592796470317	0.738493433293452	0.409386907257167	0.653507908236636	0.494500903810815	0.745143676241789	0.754945577917641	0.315648345244945	0.120194191301869	0.702221938072737	0.405331521096945	0.819816073408193	0.509549852648691	0.579271974296579	0.753583686285051	0.729375255005976	0.700306235544882	0.742688096760388	0.703236340619364	0.534500077436356	0.655816675827337	0.574199009848085	0.492023967948902	0.468571493609655	0.735818978398167	0.480819154578852	0.61053375746463	0.665499858253379	0.537819147006489	0.681934645458519	0.530211641388298	0.00948368949097205	0.563569032166992	0.77050020665965	0.547374960612618	0.641728540084119	0.709747031867867	0.0881214651404837
IL6R	0.804438686763674	0.867325387696876	0.863782904192899	0.794097312696682	0.693875925921373	0.90741429364135	0.94531153182494	0.771051086241102	0.200148323851522	0.84084144768259	0.849976915810152	0.897931338615068	0.942018712800284	0.912036963913002	0.863484339681872	0.859739965679003	0.630485906981074	0.792401158847565	0.91331124158817	0.814493833788991	0.825404430576594	0.739287929767398	0.880506071867946	0.80986279268651	0.934518074231776	0.629081526928023	0.82758708942481	0.888487375601624	0.846591178887086	0.865587752881869	0.553349252045349	0.804282593334702	0.425404461054363	0.687940413254976	0.732048557794961	1	0.634694048351373	0.835811983063065	0.543334726040136	0.682383385180041	0.578343768735109	0.130350894840513	0.771442004999399	0.872486711727501	0.315110121577522	0.763930265487488	0.85610030934535	0.859047159939528	0.548530880970418	0.84671988698879	0.732509697014442	0.762661811407975	0.705049179750598	0.415224467512315	0.443976379406904	0.594212322227314	0.697523353407492	0.803728133395081	0.734138376041642	0.891981550414806	0.789217018141586	0.829159464695124	0.0819032108944745	0.192774846806047	0.874892892287466	0.655779646996136	0.754925867680225	0.849133465274182	0.746852268672562	0.639109017540531	0.761016428395258	0.741283744558001	0.804827921130106	0.562553630964674	-0.130242867849266	0.853197696657626	0.68424256520222	0.891945780504202	0.317631789822371	0.845627511947845	0.719481444781985	0.804574304725658	0.692984362066962	0.892415020479468	0.717427476155974	0.692959311025853	0.832827680189872	0.795597035111872	0.619433177677174	0.705691483811908	0.72698972343394	0.510566316203507	0.844981928729212	0.872518298721321	0.795100561181645	0.806600194159447	0.324337318481318	0.152476165607509	0.526875149361788	0.847047426763303	0.756048550421052	0.566439759250562	0.815851330999829	0.0783422123233918
CD300LF	0.369445210187913	0.625441960880829	0.749415220358799	0.465884764013363	0.118923944232025	0.848458661019816	0.71738191620953	0.478210118279471	0.666948033673128	0.62745842162276	0.811557966115134	0.454148003661014	0.638007710438748	0.615003005216306	0.814004333298474	0.813409892162046	0.905351329141629	0.591939905009047	0.611448429005562	0.735450141771364	0.896080056608529	0.8842582367948	0.533673656683185	0.317614867904072	0.767180566868808	0.918660351034581	0.352027976795404	0.498236997885043	0.369596734064975	0.767447267313141	0.956265772235404	0.44001183567761	0.137129445723937	0.94234966611497	0.733591887166009	0.634694048351373	1	0.816659677725834	0.940518372919118	0.121982028697116	0.903199380030185	0.55248282509687	0.193954321097449	0.663378246650764	0.77028217370074	0.304624651926795	0.707532044253922	0.38580802638331	0.29791174673709	0.659549826669067	0.229076964390567	0.354174621283216	0.302399885898685	-0.213042956657025	0.543903022703487	0.045514441680823	0.0940184732785251	0.681501606061284	0.17335669902994	0.662982681305386	0.296511585744524	0.393806348923945	0.626701339495652	-0.335425178956163	0.767583742473871	0.872633108973002	0.902630939110666	0.70798728620261	0.196841551323353	0.662093363896171	0.233960275179256	0.94887630508438	0.818222793915913	0.0355735510840379	0.256201720186276	0.638138503307074	0.147952944861987	0.834614393092796	0.85188785892328	0.605265679461315	0.905975149226612	0.802629697715866	0.883560768066977	0.745248843881331	0.889679651155918	0.498775914609403	0.453919416804066	0.538924024092054	0.587357316523291	0.128397123656678	0.780225867998516	0.300629178755571	0.604576455458194	0.551781298147903	0.319532151028693	0.688113976949196	0.760570448430047	-0.287654741084638	0.540165590876831	0.856554276171014	0.468493131338679	0.781562409563655	0.765845712990311	0.0467275650557885
CD47	0.68149846822618	0.820398568863235	0.880643515628603	0.634173002740581	0.480244912795393	0.949465144635796	0.892843435084808	0.679565140153451	0.493416842733677	0.816572314433363	0.835318750013315	0.74469225280212	0.85754147150231	0.858345252884383	0.920999275873306	0.927307685831562	0.820323590788824	0.807623068629112	0.860065394121726	0.91360571579591	0.892063968608297	0.864474381546895	0.801949363934474	0.66330321837863	0.92165207953787	0.821966035859746	0.61356571475138	0.792707573847998	0.664604318171568	0.857471498776311	0.764285819526964	0.723129650485464	0.344570434103037	0.79341842753758	0.722759001701637	0.835811983063065	0.816659677725834	1	0.775841807763626	0.426672620889005	0.784676386042529	0.438621866849559	0.544488273938157	0.861591055614383	0.504612134275477	0.569091458603034	0.847592131873986	0.626518504695571	0.388629101580424	0.864270947782875	0.569268008807646	0.642899856261458	0.613004733990921	0.134493645726929	0.527560549860771	0.441477830275463	0.474432159835937	0.830577122469924	0.582322307079251	0.847222763743937	0.601230354889086	0.71076270983746	0.376931174774953	-0.00855334288572356	0.861375725495007	0.827216489300015	0.91944699243329	0.865654329632941	0.563274228232031	0.72677832233516	0.553000947789055	0.883750347807452	0.852330518869572	0.348719786746623	0.163566236061459	0.871803055172405	0.51761869767772	0.927616096643104	0.582913853761886	0.762548618526401	0.898795116024439	0.93335114555523	0.883764718975217	0.920143369828267	0.846026433386354	0.753901495545543	0.759061723660575	0.81021770152137	0.721314865696002	0.505778763003456	0.817458742442678	0.606617334925695	0.828380758616339	0.802481462920674	0.670000356086443	0.887355412668338	0.596751293903824	0.0502906215592869	0.674365733558035	0.940712552670471	0.72939850388676	0.763512816690381	0.923914759416314	0.231526336734592
CD9	0.220869882224239	0.521230663412229	0.63798005609441	0.362288616785978	-0.0314787269674221	0.79375435374113	0.62806763443341	0.37375777251255	0.734429871870863	0.517009974919936	0.733066457714723	0.367642421211016	0.550319944905116	0.518487504023604	0.770816618415004	0.750423985066793	0.886265892876286	0.498320895101649	0.528859287039442	0.654311238253708	0.848279076831838	0.870971810306564	0.432992634236291	0.23206653847327	0.693611819426506	0.931323261407399	0.279622192408521	0.378193558129426	0.259373932454113	0.660931017120098	0.973208504605617	0.350612565669423	-0.0175766090124788	0.876255804170449	0.666097675006161	0.543334726040136	0.940518372919118	0.775841807763626	1	-0.00412699701486845	0.9343493217996	0.553245594051737	0.0771931951651099	0.603722615354473	0.823095322004395	0.236368396921322	0.631253427642262	0.261284558546888	0.219590996992065	0.597433873570225	0.131315112724727	0.206528551131183	0.227905772752021	-0.359225567145775	0.475261889881842	-0.080973887980343	-0.031895308744871	0.612446595090398	0.0787455316205142	0.611955095043105	0.233203980460798	0.322105483536016	0.724667165882324	-0.462833719774355	0.679460141869066	0.84284069274677	0.865362038746241	0.641369348950043	0.0654189289429853	0.675223805773833	0.103514124828192	0.884869609955591	0.749920986723913	-0.074355862920101	0.322244963175445	0.573255805357428	0.0469949918022887	0.779016801755001	0.897794894330762	0.508241388836184	0.903314911019003	0.732551574428254	0.873578254534438	0.682293943280943	0.903796588694133	0.457700048039528	0.390181199861766	0.503653305595367	0.575509834834181	0.0300413534048525	0.729151219563462	0.307430163613556	0.488974106794954	0.444707233103199	0.251596963346406	0.606817065240772	0.850530011274703	-0.409379887187423	0.528010491826534	0.803265864522491	0.436773589656382	0.808730378602292	0.704516074083025	0.0962174203465569
KCNQ1	0.820933663293336	0.601639490751881	0.571223694085909	0.730338907153383	0.879835576704059	0.502495091734698	0.682418651381776	0.734129336670444	-0.334266760085181	0.696251014520174	0.550413951997529	0.848041899524663	0.700131646589329	0.718602164724284	0.534751058714651	0.56206784077581	0.210864106110843	0.631699369213554	0.74733712460213	0.498829974155517	0.407916574736277	0.259470728961829	0.791649355579512	0.837486321250708	0.611237612922067	0.168015672410498	0.847474454134463	0.826031954255791	0.882425302248738	0.486127921415594	-0.0357797288101954	0.784468598554161	0.682381748762221	0.234822286410758	0.396781641632718	0.682383385180041	0.121982028697116	0.426672620889005	-0.00412699701486845	1	0.0562748336563957	-0.0738074992244804	0.893474567362758	0.606594637103779	-0.310717082014765	0.765504909899182	0.467466474316629	0.866470754892773	0.554080178594545	0.538775125450293	0.850237833582508	0.74777835838434	0.741962469980141	0.804887354063258	0.287940655886728	0.795887801084993	0.885011197728069	0.617368455840065	0.830497194848396	0.671131172549514	0.803454333351003	0.738264646974751	-0.451913142490886	0.623408162478165	0.585992222448138	0.227353558834944	0.32153304391352	0.574021415315662	0.905951154838451	0.453086540476429	0.920347030878908	0.229815253438378	0.440399674450591	0.851457387725439	-0.25527387568813	0.659864994367453	0.834312557405149	0.525210587325043	-0.278339869480806	0.667977764370546	0.245042854639533	0.502397792720387	0.287225178434474	0.652570051531382	0.173992857647401	0.563373182206721	0.792007516205548	0.669753719034906	0.350853930164633	0.86764607549087	0.372156383854199	0.486576513761965	0.651790254892344	0.794929611972329	0.832948993172897	0.627827321198157	-0.22624191681588	0.610739007452296	0.330927558368026	0.486359711192568	0.685105216217078	0.0799432063800635	0.538180787768474	0.119795115304036
