G1	G2	Consistency
NefNPC	NefMES	0.05266741389987506
NefNPC	VerPN	0.0015364293495997994
NefNPC	VerMES	0.04400111953749419
NefMES	VerPN	0.054478871583307775
NefMES	VerMES	0.03847382832758156
VerPN	VerMES	0.039602921476696584
